date,IQ_unscaled,IQ_monthly,isPartial,scale,IQ
2018-01-03,82,85.0,,0.85,69.7
2018-01-04,89,85.0,,0.85,75.64999999999999
2018-01-05,83,85.0,,0.85,70.55
2018-01-06,95,85.0,,0.85,80.75
2018-01-07,99,85.0,,0.85,84.14999999999999
2018-01-08,93,85.0,,0.85,79.05
2018-01-09,92,85.0,,0.85,78.2
2018-01-10,90,85.0,,0.85,76.5
2018-01-11,91,85.0,,0.85,77.35
2018-01-12,97,85.0,,0.85,82.45
2018-01-13,92,85.0,,0.85,78.2
2018-01-14,82,85.0,,0.85,69.7
2018-01-15,88,85.0,,0.85,74.8
2018-01-16,91,85.0,,0.85,77.35
2018-01-17,94,85.0,,0.85,79.89999999999999
2018-01-18,93,85.0,,0.85,79.05
2018-01-19,89,85.0,,0.85,75.64999999999999
2018-01-20,90,85.0,,0.85,76.5
2018-01-21,87,85.0,,0.85,73.95
2018-01-22,88,85.0,,0.85,74.8
2018-01-23,93,85.0,,0.85,79.05
2018-01-24,99,85.0,,0.85,84.14999999999999
2018-01-25,100,85.0,,0.85,85.0
2018-01-26,95,85.0,,0.85,80.75
2018-01-27,90,85.0,,0.85,76.5
2018-01-28,90,85.0,,0.85,76.5
2018-01-29,99,85.0,,0.85,84.14999999999999
2018-01-30,98,85.0,,0.85,83.3
2018-01-31,92,85.0,,0.85,78.2
2018-02-01,90,87.0,False,0.87,78.3
2018-02-02,85,87.0,,0.87,73.95
2018-02-03,81,87.0,,0.87,70.47
2018-02-04,83,87.0,,0.87,72.21
2018-02-05,80,87.0,,0.87,69.6
2018-02-06,92,87.0,,0.87,80.04
2018-02-07,95,87.0,,0.87,82.65
2018-02-08,83,87.0,,0.87,72.21
2018-02-09,89,87.0,,0.87,77.42999999999999
2018-02-10,74,87.0,,0.87,64.38
2018-02-11,81,87.0,,0.87,70.47
2018-02-12,91,87.0,,0.87,79.17
2018-02-13,87,87.0,,0.87,75.69
2018-02-14,80,87.0,,0.87,69.6
2018-02-15,95,87.0,,0.87,82.65
2018-02-16,84,87.0,,0.87,73.08
2018-02-17,79,87.0,,0.87,68.73
2018-02-18,79,87.0,,0.87,68.73
2018-02-19,74,87.0,,0.87,64.38
2018-02-20,83,87.0,,0.87,72.21
2018-02-21,90,87.0,,0.87,78.3
2018-02-22,92,87.0,,0.87,80.04
2018-02-23,85,87.0,,0.87,73.95
2018-02-24,78,87.0,,0.87,67.86
2018-02-25,79,87.0,,0.87,68.73
2018-02-26,88,87.0,,0.87,76.56
2018-02-27,100,87.0,,0.87,87.0
2018-02-28,99,87.0,,0.87,86.13
2018-03-01,48,98.0,False,0.98,47.04
2018-03-02,50,98.0,,0.98,49.0
2018-03-03,43,98.0,,0.98,42.14
2018-03-04,46,98.0,,0.98,45.08
2018-03-05,52,98.0,,0.98,50.96
2018-03-06,73,98.0,,0.98,71.53999999999999
2018-03-07,55,98.0,,0.98,53.9
2018-03-08,54,98.0,,0.98,52.92
2018-03-09,53,98.0,,0.98,51.94
2018-03-10,46,98.0,,0.98,45.08
2018-03-11,52,98.0,,0.98,50.96
2018-03-12,60,98.0,,0.98,58.8
2018-03-13,51,98.0,,0.98,49.98
2018-03-14,100,98.0,,0.98,98.0
2018-03-15,68,98.0,,0.98,66.64
2018-03-16,52,98.0,,0.98,50.96
2018-03-17,47,98.0,,0.98,46.06
2018-03-18,49,98.0,,0.98,48.019999999999996
2018-03-19,62,98.0,,0.98,60.76
2018-03-20,51,98.0,,0.98,49.98
2018-03-21,49,98.0,,0.98,48.019999999999996
2018-03-22,48,98.0,,0.98,47.04
2018-03-23,48,98.0,,0.98,47.04
2018-03-24,40,98.0,,0.98,39.2
2018-03-25,43,98.0,,0.98,42.14
2018-03-26,52,98.0,,0.98,50.96
2018-03-27,48,98.0,,0.98,47.04
2018-03-28,50,98.0,,0.98,49.0
2018-03-29,48,98.0,,0.98,47.04
2018-03-30,45,98.0,,0.98,44.1
2018-03-31,44,98.0,,0.98,43.12
2018-04-01,77,88.0,False,0.88,67.76
2018-04-02,85,88.0,,0.88,74.8
2018-04-03,87,88.0,,0.88,76.56
2018-04-04,83,88.0,,0.88,73.04
2018-04-05,87,88.0,,0.88,76.56
2018-04-06,81,88.0,,0.88,71.28
2018-04-07,75,88.0,,0.88,66.0
2018-04-08,72,88.0,,0.88,63.36
2018-04-09,91,88.0,,0.88,80.08
2018-04-10,97,88.0,,0.88,85.36
2018-04-11,89,88.0,,0.88,78.32000000000001
2018-04-12,85,88.0,,0.88,74.8
2018-04-13,85,88.0,,0.88,74.8
2018-04-14,69,88.0,,0.88,60.72
2018-04-15,75,88.0,,0.88,66.0
2018-04-16,83,88.0,,0.88,73.04
2018-04-17,81,88.0,,0.88,71.28
2018-04-18,84,88.0,,0.88,73.92
2018-04-19,92,88.0,,0.88,80.96
2018-04-20,100,88.0,,0.88,88.0
2018-04-21,80,88.0,,0.88,70.4
2018-04-22,74,88.0,,0.88,65.12
2018-04-23,88,88.0,,0.88,77.44
2018-04-24,83,88.0,,0.88,73.04
2018-04-25,84,88.0,,0.88,73.92
2018-04-26,78,88.0,,0.88,68.64
2018-04-27,79,88.0,,0.88,69.52
2018-04-28,63,88.0,,0.88,55.44
2018-04-29,73,88.0,,0.88,64.24
2018-04-30,83,88.0,,0.88,73.04
2018-05-01,92,77.0,False,0.77,70.84
2018-05-02,92,77.0,,0.77,70.84
2018-05-03,87,77.0,,0.77,66.99
2018-05-04,89,77.0,,0.77,68.53
2018-05-05,77,77.0,,0.77,59.29
2018-05-06,71,77.0,,0.77,54.67
2018-05-07,88,77.0,,0.77,67.76
2018-05-08,87,77.0,,0.77,66.99
2018-05-09,88,77.0,,0.77,67.76
2018-05-10,91,77.0,,0.77,70.07000000000001
2018-05-11,89,77.0,,0.77,68.53
2018-05-12,77,77.0,,0.77,59.29
2018-05-13,73,77.0,,0.77,56.21
2018-05-14,94,77.0,,0.77,72.38
2018-05-15,92,77.0,,0.77,70.84
2018-05-16,86,77.0,,0.77,66.22
2018-05-17,94,77.0,,0.77,72.38
2018-05-18,89,77.0,,0.77,68.53
2018-05-19,74,77.0,,0.77,56.980000000000004
2018-05-20,72,77.0,,0.77,55.44
2018-05-21,86,77.0,,0.77,66.22
2018-05-22,89,77.0,,0.77,68.53
2018-05-23,88,77.0,,0.77,67.76
2018-05-24,86,77.0,,0.77,66.22
2018-05-25,95,77.0,,0.77,73.15
2018-05-26,71,77.0,,0.77,54.67
2018-05-27,63,77.0,,0.77,48.51
2018-05-28,73,77.0,,0.77,56.21
2018-05-29,89,77.0,,0.77,68.53
2018-05-30,89,77.0,,0.77,68.53
2018-05-31,100,77.0,,0.77,77.0
2018-06-01,78,91.0,False,0.91,70.98
2018-06-02,68,91.0,,0.91,61.88
2018-06-03,71,91.0,,0.91,64.61
2018-06-04,85,91.0,,0.91,77.35000000000001
2018-06-05,72,91.0,,0.91,65.52
2018-06-06,76,91.0,,0.91,69.16
2018-06-07,82,91.0,,0.91,74.62
2018-06-08,87,91.0,,0.91,79.17
2018-06-09,63,91.0,,0.91,57.330000000000005
2018-06-10,62,91.0,,0.91,56.42
2018-06-11,81,91.0,,0.91,73.71000000000001
2018-06-12,78,91.0,,0.91,70.98
2018-06-13,90,91.0,,0.91,81.9
2018-06-14,100,91.0,,0.91,91.0
2018-06-15,91,91.0,,0.91,82.81
2018-06-16,70,91.0,,0.91,63.7
2018-06-17,70,91.0,,0.91,63.7
2018-06-18,91,91.0,,0.91,82.81
2018-06-19,95,91.0,,0.91,86.45
2018-06-20,88,91.0,,0.91,80.08
2018-06-21,89,91.0,,0.91,80.99000000000001
2018-06-22,90,91.0,,0.91,81.9
2018-06-23,63,91.0,,0.91,57.330000000000005
2018-06-24,69,91.0,,0.91,62.79
2018-06-25,87,91.0,,0.91,79.17
2018-06-26,92,91.0,,0.91,83.72
2018-06-27,91,91.0,,0.91,82.81
2018-06-28,94,91.0,,0.91,85.54
2018-06-29,86,91.0,,0.91,78.26
2018-06-30,62,91.0,,0.91,56.42
2018-07-01,63,85.0,False,0.85,53.55
2018-07-02,79,85.0,,0.85,67.14999999999999
2018-07-03,80,85.0,,0.85,68.0
2018-07-04,78,85.0,,0.85,66.3
2018-07-05,89,85.0,,0.85,75.64999999999999
2018-07-06,100,85.0,,0.85,85.0
2018-07-07,69,85.0,,0.85,58.65
2018-07-08,67,85.0,,0.85,56.949999999999996
2018-07-09,86,85.0,,0.85,73.1
2018-07-10,86,85.0,,0.85,73.1
2018-07-11,85,85.0,,0.85,72.25
2018-07-12,96,85.0,,0.85,81.6
2018-07-13,95,85.0,,0.85,80.75
2018-07-14,74,85.0,,0.85,62.9
2018-07-15,59,85.0,,0.85,50.15
2018-07-16,94,85.0,,0.85,79.89999999999999
2018-07-17,91,85.0,,0.85,77.35
2018-07-18,91,85.0,,0.85,77.35
2018-07-19,95,85.0,,0.85,80.75
2018-07-20,83,85.0,,0.85,70.55
2018-07-21,67,85.0,,0.85,56.949999999999996
2018-07-22,68,85.0,,0.85,57.8
2018-07-23,86,85.0,,0.85,73.1
2018-07-24,81,85.0,,0.85,68.85
2018-07-25,74,85.0,,0.85,62.9
2018-07-26,82,85.0,,0.85,69.7
2018-07-27,80,85.0,,0.85,68.0
2018-07-28,69,85.0,,0.85,58.65
2018-07-29,71,85.0,,0.85,60.35
2018-07-30,87,85.0,,0.85,73.95
2018-07-31,96,85.0,,0.85,81.6
2018-08-01,100,82.0,False,0.82,82.0
2018-08-02,92,82.0,,0.82,75.44
2018-08-03,87,82.0,,0.82,71.33999999999999
2018-08-04,71,82.0,,0.82,58.22
2018-08-05,71,82.0,,0.82,58.22
2018-08-06,87,82.0,,0.82,71.33999999999999
2018-08-07,93,82.0,,0.82,76.25999999999999
2018-08-08,82,82.0,,0.82,67.24
2018-08-09,78,82.0,,0.82,63.959999999999994
2018-08-10,82,82.0,,0.82,67.24
2018-08-11,67,82.0,,0.82,54.94
2018-08-12,70,82.0,,0.82,57.4
2018-08-13,78,82.0,,0.82,63.959999999999994
2018-08-14,84,82.0,,0.82,68.88
2018-08-15,90,82.0,,0.82,73.8
2018-08-16,80,82.0,,0.82,65.6
2018-08-17,81,82.0,,0.82,66.42
2018-08-18,75,82.0,,0.82,61.49999999999999
2018-08-19,69,82.0,,0.82,56.58
2018-08-20,80,82.0,,0.82,65.6
2018-08-21,91,82.0,,0.82,74.61999999999999
2018-08-22,80,82.0,,0.82,65.6
2018-08-23,76,82.0,,0.82,62.31999999999999
2018-08-24,74,82.0,,0.82,60.68
2018-08-25,58,82.0,,0.82,47.559999999999995
2018-08-26,69,82.0,,0.82,56.58
2018-08-27,80,82.0,,0.82,65.6
2018-08-28,85,82.0,,0.82,69.7
2018-08-29,89,82.0,,0.82,72.97999999999999
2018-08-30,83,82.0,,0.82,68.06
2018-08-31,73,82.0,,0.82,59.86
2018-09-01,69,77.0,False,0.77,53.13
2018-09-02,71,77.0,,0.77,54.67
2018-09-03,83,77.0,,0.77,63.910000000000004
2018-09-04,93,77.0,,0.77,71.61
2018-09-05,96,77.0,,0.77,73.92
2018-09-06,95,77.0,,0.77,73.15
2018-09-07,91,77.0,,0.77,70.07000000000001
2018-09-08,77,77.0,,0.77,59.29
2018-09-09,72,77.0,,0.77,55.44
2018-09-10,95,77.0,,0.77,73.15
2018-09-11,98,77.0,,0.77,75.46000000000001
2018-09-12,93,77.0,,0.77,71.61
2018-09-13,100,77.0,,0.77,77.0
2018-09-14,85,77.0,,0.77,65.45
2018-09-15,74,77.0,,0.77,56.980000000000004
2018-09-16,78,77.0,,0.77,60.06
2018-09-17,88,77.0,,0.77,67.76
2018-09-18,96,77.0,,0.77,73.92
2018-09-19,91,77.0,,0.77,70.07000000000001
2018-09-20,89,77.0,,0.77,68.53
2018-09-21,92,77.0,,0.77,70.84
2018-09-22,69,77.0,,0.77,53.13
2018-09-23,72,77.0,,0.77,55.44
2018-09-24,95,77.0,,0.77,73.15
2018-09-25,99,77.0,,0.77,76.23
2018-09-26,95,77.0,,0.77,73.15
2018-09-27,96,77.0,,0.77,73.92
2018-09-28,92,77.0,,0.77,70.84
2018-09-29,76,77.0,,0.77,58.52
2018-09-30,76,77.0,,0.77,58.52
2018-10-01,80,84.0,False,0.84,67.2
2018-10-02,87,84.0,,0.84,73.08
2018-10-03,90,84.0,,0.84,75.6
2018-10-04,88,84.0,,0.84,73.92
2018-10-05,78,84.0,,0.84,65.52
2018-10-06,66,84.0,,0.84,55.44
2018-10-07,61,84.0,,0.84,51.239999999999995
2018-10-08,84,84.0,,0.84,70.56
2018-10-09,80,84.0,,0.84,67.2
2018-10-10,74,84.0,,0.84,62.16
2018-10-11,81,84.0,,0.84,68.03999999999999
2018-10-12,86,84.0,,0.84,72.24
2018-10-13,72,84.0,,0.84,60.48
2018-10-14,73,84.0,,0.84,61.32
2018-10-15,91,84.0,,0.84,76.44
2018-10-16,95,84.0,,0.84,79.8
2018-10-17,86,84.0,,0.84,72.24
2018-10-18,100,84.0,,0.84,84.0
2018-10-19,83,84.0,,0.84,69.72
2018-10-20,70,84.0,,0.84,58.8
2018-10-21,71,84.0,,0.84,59.64
2018-10-22,93,84.0,,0.84,78.11999999999999
2018-10-23,88,84.0,,0.84,73.92
2018-10-24,91,84.0,,0.84,76.44
2018-10-25,92,84.0,,0.84,77.28
2018-10-26,89,84.0,,0.84,74.75999999999999
2018-10-27,74,84.0,,0.84,62.16
2018-10-28,72,84.0,,0.84,60.48
2018-10-29,91,84.0,,0.84,76.44
2018-10-30,93,84.0,,0.84,78.11999999999999
2018-10-31,94,84.0,,0.84,78.96
2018-11-01,92,84.0,False,0.84,77.28
2018-11-02,85,84.0,,0.84,71.39999999999999
2018-11-03,83,84.0,,0.84,69.72
2018-11-04,70,84.0,,0.84,58.8
2018-11-05,88,84.0,,0.84,73.92
2018-11-06,93,84.0,,0.84,78.11999999999999
2018-11-07,92,84.0,,0.84,77.28
2018-11-08,94,84.0,,0.84,78.96
2018-11-09,88,84.0,,0.84,73.92
2018-11-10,69,84.0,,0.84,57.96
2018-11-11,81,84.0,,0.84,68.03999999999999
2018-11-12,82,84.0,,0.84,68.88
2018-11-13,95,84.0,,0.84,79.8
2018-11-14,95,84.0,,0.84,79.8
2018-11-15,88,84.0,,0.84,73.92
2018-11-16,81,84.0,,0.84,68.03999999999999
2018-11-17,70,84.0,,0.84,58.8
2018-11-18,75,84.0,,0.84,63.0
2018-11-19,80,84.0,,0.84,67.2
2018-11-20,79,84.0,,0.84,66.36
2018-11-21,86,84.0,,0.84,72.24
2018-11-22,68,84.0,,0.84,57.12
2018-11-23,76,84.0,,0.84,63.839999999999996
2018-11-24,73,84.0,,0.84,61.32
2018-11-25,66,84.0,,0.84,55.44
2018-11-26,91,84.0,,0.84,76.44
2018-11-27,100,84.0,,0.84,84.0
2018-11-28,95,84.0,,0.84,79.8
2018-11-29,96,84.0,,0.84,80.64
2018-11-30,86,84.0,,0.84,72.24
2018-12-01,85,76.0,False,0.76,64.6
2018-12-02,84,76.0,,0.76,63.84
2018-12-03,100,76.0,,0.76,76.0
2018-12-04,92,76.0,,0.76,69.92
2018-12-05,92,76.0,,0.76,69.92
2018-12-06,95,76.0,,0.76,72.2
2018-12-07,91,76.0,,0.76,69.16
2018-12-08,76,76.0,,0.76,57.76
2018-12-09,84,76.0,,0.76,63.84
2018-12-10,90,76.0,,0.76,68.4
2018-12-11,98,76.0,,0.76,74.48
2018-12-12,95,76.0,,0.76,72.2
2018-12-13,97,76.0,,0.76,73.72
2018-12-14,91,76.0,,0.76,69.16
2018-12-15,74,76.0,,0.76,56.24
2018-12-16,79,76.0,,0.76,60.04
2018-12-17,87,76.0,,0.76,66.12
2018-12-18,79,76.0,,0.76,60.04
2018-12-19,88,76.0,,0.76,66.88
2018-12-20,84,76.0,,0.76,63.84
2018-12-21,83,76.0,,0.76,63.08
2018-12-22,73,76.0,,0.76,55.480000000000004
2018-12-23,84,76.0,,0.76,63.84
2018-12-24,70,76.0,,0.76,53.2
2018-12-25,70,76.0,,0.76,53.2
2018-12-26,85,76.0,,0.76,64.6
2018-12-27,86,76.0,,0.76,65.36
2018-12-28,84,76.0,,0.76,63.84
2018-12-29,83,76.0,,0.76,63.08
2018-12-30,77,76.0,,0.76,58.52
2018-12-31,78,76.0,,0.76,59.28
2019-01-01,54,82.0,False,0.82,44.279999999999994
2019-01-02,62,82.0,,0.82,50.839999999999996
2019-01-03,66,82.0,,0.82,54.12
2019-01-04,65,82.0,,0.82,53.3
2019-01-05,56,82.0,,0.82,45.919999999999995
2019-01-06,56,82.0,,0.82,45.919999999999995
2019-01-07,60,82.0,,0.82,49.199999999999996
2019-01-08,62,82.0,,0.82,50.839999999999996
2019-01-09,65,82.0,,0.82,53.3
2019-01-10,70,82.0,,0.82,57.4
2019-01-11,62,82.0,,0.82,50.839999999999996
2019-01-12,60,82.0,,0.82,49.199999999999996
2019-01-13,57,82.0,,0.82,46.739999999999995
2019-01-14,68,82.0,,0.82,55.76
2019-01-15,66,82.0,,0.82,54.12
2019-01-16,64,82.0,,0.82,52.48
2019-01-17,66,82.0,,0.82,54.12
2019-01-18,64,82.0,,0.82,52.48
2019-01-19,57,82.0,,0.82,46.739999999999995
2019-01-20,54,82.0,,0.82,44.279999999999994
2019-01-21,54,82.0,,0.82,44.279999999999994
2019-01-22,66,82.0,,0.82,54.12
2019-01-23,63,82.0,,0.82,51.66
2019-01-24,65,82.0,,0.82,53.3
2019-01-25,68,82.0,,0.82,55.76
2019-01-26,57,82.0,,0.82,46.739999999999995
2019-01-27,58,82.0,,0.82,47.559999999999995
2019-01-28,62,82.0,,0.82,50.839999999999996
2019-01-29,64,82.0,,0.82,52.48
2019-01-30,64,82.0,,0.82,52.48
2019-01-31,100,82.0,,0.82,82.0
2019-02-01,87,85.0,False,0.85,73.95
2019-02-02,74,85.0,,0.85,62.9
2019-02-03,67,85.0,,0.85,56.949999999999996
2019-02-04,76,85.0,,0.85,64.6
2019-02-05,84,85.0,,0.85,71.39999999999999
2019-02-06,91,85.0,,0.85,77.35
2019-02-07,88,85.0,,0.85,74.8
2019-02-08,83,85.0,,0.85,70.55
2019-02-09,75,85.0,,0.85,63.75
2019-02-10,71,85.0,,0.85,60.35
2019-02-11,77,85.0,,0.85,65.45
2019-02-12,82,85.0,,0.85,69.7
2019-02-13,81,85.0,,0.85,68.85
2019-02-14,77,85.0,,0.85,65.45
2019-02-15,75,85.0,,0.85,63.75
2019-02-16,73,85.0,,0.85,62.05
2019-02-17,68,85.0,,0.85,57.8
2019-02-18,78,85.0,,0.85,66.3
2019-02-19,100,85.0,,0.85,85.0
2019-02-20,92,85.0,,0.85,78.2
2019-02-21,92,85.0,,0.85,78.2
2019-02-22,91,85.0,,0.85,77.35
2019-02-23,72,85.0,,0.85,61.199999999999996
2019-02-24,72,85.0,,0.85,61.199999999999996
2019-02-25,85,85.0,,0.85,72.25
2019-02-26,85,85.0,,0.85,72.25
2019-02-27,82,85.0,,0.85,69.7
2019-02-28,81,85.0,,0.85,68.85
2019-03-01,98,80.0,False,0.8,78.4
2019-03-02,84,80.0,,0.8,67.2
2019-03-03,77,80.0,,0.8,61.6
2019-03-04,98,80.0,,0.8,78.4
2019-03-05,93,80.0,,0.8,74.4
2019-03-06,92,80.0,,0.8,73.60000000000001
2019-03-07,91,80.0,,0.8,72.8
2019-03-08,90,80.0,,0.8,72.0
2019-03-09,70,80.0,,0.8,56.0
2019-03-10,74,80.0,,0.8,59.2
2019-03-11,91,80.0,,0.8,72.8
2019-03-12,89,80.0,,0.8,71.2
2019-03-13,87,80.0,,0.8,69.60000000000001
2019-03-14,92,80.0,,0.8,73.60000000000001
2019-03-15,80,80.0,,0.8,64.0
2019-03-16,69,80.0,,0.8,55.2
2019-03-17,74,80.0,,0.8,59.2
2019-03-18,93,80.0,,0.8,74.4
2019-03-19,98,80.0,,0.8,78.4
2019-03-20,100,80.0,,0.8,80.0
2019-03-21,90,80.0,,0.8,72.0
2019-03-22,89,80.0,,0.8,71.2
2019-03-23,65,80.0,,0.8,52.0
2019-03-24,67,80.0,,0.8,53.6
2019-03-25,93,80.0,,0.8,74.4
2019-03-26,96,80.0,,0.8,76.80000000000001
2019-03-27,91,80.0,,0.8,72.8
2019-03-28,89,80.0,,0.8,71.2
2019-03-29,83,80.0,,0.8,66.4
2019-03-30,70,80.0,,0.8,56.0
2019-03-31,70,80.0,,0.8,56.0
2019-04-01,100,75.0,False,0.75,75.0
2019-04-02,96,75.0,,0.75,72.0
2019-04-03,90,75.0,,0.75,67.5
2019-04-04,89,75.0,,0.75,66.75
2019-04-05,93,75.0,,0.75,69.75
2019-04-06,80,75.0,,0.75,60.0
2019-04-07,74,75.0,,0.75,55.5
2019-04-08,88,75.0,,0.75,66.0
2019-04-09,91,75.0,,0.75,68.25
2019-04-10,99,75.0,,0.75,74.25
2019-04-11,86,75.0,,0.75,64.5
2019-04-12,94,75.0,,0.75,70.5
2019-04-13,72,75.0,,0.75,54.0
2019-04-14,73,75.0,,0.75,54.75
2019-04-15,83,75.0,,0.75,62.25
2019-04-16,87,75.0,,0.75,65.25
2019-04-17,99,75.0,,0.75,74.25
2019-04-18,90,75.0,,0.75,67.5
2019-04-19,75,75.0,,0.75,56.25
2019-04-20,72,75.0,,0.75,54.0
2019-04-21,74,75.0,,0.75,55.5
2019-04-22,90,75.0,,0.75,67.5
2019-04-23,96,75.0,,0.75,72.0
2019-04-24,93,75.0,,0.75,69.75
2019-04-25,99,75.0,,0.75,74.25
2019-04-26,92,75.0,,0.75,69.0
2019-04-27,78,75.0,,0.75,58.5
2019-04-28,77,75.0,,0.75,57.75
2019-04-29,87,75.0,,0.75,65.25
2019-04-30,94,75.0,,0.75,70.5
2019-05-01,99,78.0,False,0.78,77.22
2019-05-02,91,78.0,,0.78,70.98
2019-05-03,91,78.0,,0.78,70.98
2019-05-04,75,78.0,,0.78,58.5
2019-05-05,77,78.0,,0.78,60.06
2019-05-06,94,78.0,,0.78,73.32000000000001
2019-05-07,92,78.0,,0.78,71.76
2019-05-08,96,78.0,,0.78,74.88
2019-05-09,86,78.0,,0.78,67.08
2019-05-10,88,78.0,,0.78,68.64
2019-05-11,74,78.0,,0.78,57.72
2019-05-12,82,78.0,,0.78,63.96
2019-05-13,95,78.0,,0.78,74.10000000000001
2019-05-14,95,78.0,,0.78,74.10000000000001
2019-05-15,99,78.0,,0.78,77.22
2019-05-16,98,78.0,,0.78,76.44
2019-05-17,99,78.0,,0.78,77.22
2019-05-18,84,78.0,,0.78,65.52
2019-05-19,73,78.0,,0.78,56.940000000000005
2019-05-20,92,78.0,,0.78,71.76
2019-05-21,94,78.0,,0.78,73.32000000000001
2019-05-22,91,78.0,,0.78,70.98
2019-05-23,94,78.0,,0.78,73.32000000000001
2019-05-24,83,78.0,,0.78,64.74000000000001
2019-05-25,73,78.0,,0.78,56.940000000000005
2019-05-26,76,78.0,,0.78,59.28
2019-05-27,82,78.0,,0.78,63.96
2019-05-28,100,78.0,,0.78,78.0
2019-05-29,92,78.0,,0.78,71.76
2019-05-30,91,78.0,,0.78,70.98
2019-05-31,92,78.0,,0.78,71.76
2019-06-01,100,69.0,False,0.69,69.0
2019-06-02,93,69.0,,0.69,64.17
2019-06-03,93,69.0,,0.69,64.17
2019-06-04,90,69.0,,0.69,62.099999999999994
2019-06-05,88,69.0,,0.69,60.72
2019-06-06,94,69.0,,0.69,64.86
2019-06-07,97,69.0,,0.69,66.92999999999999
2019-06-08,74,69.0,,0.69,51.059999999999995
2019-06-09,84,69.0,,0.69,57.959999999999994
2019-06-10,96,69.0,,0.69,66.24
2019-06-11,98,69.0,,0.69,67.61999999999999
2019-06-12,91,69.0,,0.69,62.78999999999999
2019-06-13,94,69.0,,0.69,64.86
2019-06-14,85,69.0,,0.69,58.65
2019-06-15,82,69.0,,0.69,56.58
2019-06-16,73,69.0,,0.69,50.37
2019-06-17,79,69.0,,0.69,54.51
2019-06-18,89,69.0,,0.69,61.41
2019-06-19,91,69.0,,0.69,62.78999999999999
2019-06-20,89,69.0,,0.69,61.41
2019-06-21,100,69.0,,0.69,69.0
2019-06-22,87,69.0,,0.69,60.029999999999994
2019-06-23,86,69.0,,0.69,59.339999999999996
2019-06-24,99,69.0,,0.69,68.30999999999999
2019-06-25,87,69.0,,0.69,60.029999999999994
2019-06-26,93,69.0,,0.69,64.17
2019-06-27,89,69.0,,0.69,61.41
2019-06-28,87,69.0,,0.69,60.029999999999994
2019-06-29,82,69.0,,0.69,56.58
2019-06-30,69,69.0,,0.69,47.61
2019-07-01,87,65.0,False,0.65,56.550000000000004
2019-07-02,90,65.0,,0.65,58.5
2019-07-03,86,65.0,,0.65,55.9
2019-07-04,70,65.0,,0.65,45.5
2019-07-05,79,65.0,,0.65,51.35
2019-07-06,79,65.0,,0.65,51.35
2019-07-07,77,65.0,,0.65,50.050000000000004
2019-07-08,81,65.0,,0.65,52.65
2019-07-09,96,65.0,,0.65,62.400000000000006
2019-07-10,83,65.0,,0.65,53.95
2019-07-11,97,65.0,,0.65,63.050000000000004
2019-07-12,90,65.0,,0.65,58.5
2019-07-13,80,65.0,,0.65,52.0
2019-07-14,82,65.0,,0.65,53.300000000000004
2019-07-15,86,65.0,,0.65,55.9
2019-07-16,84,65.0,,0.65,54.6
2019-07-17,86,65.0,,0.65,55.9
2019-07-18,91,65.0,,0.65,59.15
2019-07-19,78,65.0,,0.65,50.7
2019-07-20,81,65.0,,0.65,52.65
2019-07-21,85,65.0,,0.65,55.25
2019-07-22,84,65.0,,0.65,54.6
2019-07-23,86,65.0,,0.65,55.9
2019-07-24,100,65.0,,0.65,65.0
2019-07-25,95,65.0,,0.65,61.75
2019-07-26,87,65.0,,0.65,56.550000000000004
2019-07-27,79,65.0,,0.65,51.35
2019-07-28,70,65.0,,0.65,45.5
2019-07-29,81,65.0,,0.65,52.65
2019-07-30,97,65.0,,0.65,63.050000000000004
2019-07-31,89,65.0,,0.65,57.85
2019-08-01,77,66.0,False,0.66,50.82
2019-08-02,81,66.0,,0.66,53.46
2019-08-03,71,66.0,,0.66,46.86
2019-08-04,69,66.0,,0.66,45.54
2019-08-05,82,66.0,,0.66,54.120000000000005
2019-08-06,84,66.0,,0.66,55.440000000000005
2019-08-07,85,66.0,,0.66,56.1
2019-08-08,84,66.0,,0.66,55.440000000000005
2019-08-09,85,66.0,,0.66,56.1
2019-08-10,76,66.0,,0.66,50.160000000000004
2019-08-11,79,66.0,,0.66,52.14
2019-08-12,77,66.0,,0.66,50.82
2019-08-13,84,66.0,,0.66,55.440000000000005
2019-08-14,90,66.0,,0.66,59.400000000000006
2019-08-15,78,66.0,,0.66,51.480000000000004
2019-08-16,82,66.0,,0.66,54.120000000000005
2019-08-17,75,66.0,,0.66,49.5
2019-08-18,77,66.0,,0.66,50.82
2019-08-19,96,66.0,,0.66,63.36
2019-08-20,100,66.0,,0.66,66.0
2019-08-21,93,66.0,,0.66,61.38
2019-08-22,87,66.0,,0.66,57.42
2019-08-23,87,66.0,,0.66,57.42
2019-08-24,76,66.0,,0.66,50.160000000000004
2019-08-25,74,66.0,,0.66,48.84
2019-08-26,81,66.0,,0.66,53.46
2019-08-27,90,66.0,,0.66,59.400000000000006
2019-08-28,88,66.0,,0.66,58.080000000000005
2019-08-29,84,66.0,,0.66,55.440000000000005
2019-08-30,81,66.0,,0.66,53.46
2019-08-31,68,66.0,,0.66,44.88
2019-09-01,62,71.0,False,0.71,44.019999999999996
2019-09-02,67,71.0,,0.71,47.57
2019-09-03,77,71.0,,0.71,54.669999999999995
2019-09-04,85,71.0,,0.71,60.349999999999994
2019-09-05,85,71.0,,0.71,60.349999999999994
2019-09-06,81,71.0,,0.71,57.51
2019-09-07,64,71.0,,0.71,45.44
