date,GOAT_unscaled,GOAT_monthly,isPartial,scale,GOAT
2021-04-27,74,84.0,,0.84,62.16
2021-04-28,78,84.0,,0.84,65.52
2021-04-29,72,84.0,,0.84,60.48
2021-04-30,75,84.0,,0.84,63.0
2021-05-01,88,81.0,False,0.81,71.28
2021-05-02,92,81.0,,0.81,74.52000000000001
2021-05-03,75,81.0,,0.81,60.75000000000001
2021-05-04,75,81.0,,0.81,60.75000000000001
2021-05-05,77,81.0,,0.81,62.370000000000005
2021-05-06,72,81.0,,0.81,58.32000000000001
2021-05-07,79,81.0,,0.81,63.99
2021-05-08,100,81.0,,0.81,81.0
2021-05-09,100,81.0,,0.81,81.0
2021-05-10,82,81.0,,0.81,66.42
2021-05-11,74,81.0,,0.81,59.940000000000005
2021-05-12,79,81.0,,0.81,63.99
2021-05-13,79,81.0,,0.81,63.99
2021-05-14,85,81.0,,0.81,68.85000000000001
2021-05-15,93,81.0,,0.81,75.33
2021-05-16,90,81.0,,0.81,72.9
2021-05-17,73,81.0,,0.81,59.13
2021-05-18,75,81.0,,0.81,60.75000000000001
2021-05-19,71,81.0,,0.81,57.510000000000005
2021-05-20,81,81.0,,0.81,65.61
2021-05-21,79,81.0,,0.81,63.99
2021-05-22,87,81.0,,0.81,70.47
2021-05-23,86,81.0,,0.81,69.66000000000001
2021-05-24,82,81.0,,0.81,66.42
2021-05-25,81,81.0,,0.81,65.61
2021-05-26,80,81.0,,0.81,64.80000000000001
2021-05-27,76,81.0,,0.81,61.56
2021-05-28,80,81.0,,0.81,64.80000000000001
2021-05-29,88,81.0,,0.81,71.28
2021-05-30,91,81.0,,0.81,73.71000000000001
2021-05-31,89,81.0,,0.81,72.09
2021-06-01,74,83.0,False,0.83,61.419999999999995
2021-06-02,73,83.0,,0.83,60.589999999999996
2021-06-03,70,83.0,,0.83,58.099999999999994
2021-06-04,83,83.0,,0.83,68.89
2021-06-05,94,83.0,,0.83,78.02
2021-06-06,93,83.0,,0.83,77.19
2021-06-07,81,83.0,,0.83,67.22999999999999
2021-06-08,85,83.0,,0.83,70.55
2021-06-09,92,83.0,,0.83,76.36
2021-06-10,86,83.0,,0.83,71.38
2021-06-11,84,83.0,,0.83,69.72
2021-06-12,96,83.0,,0.83,79.67999999999999
2021-06-13,94,83.0,,0.83,78.02
2021-06-14,83,83.0,,0.83,68.89
2021-06-15,82,83.0,,0.83,68.06
2021-06-16,81,83.0,,0.83,67.22999999999999
2021-06-17,80,83.0,,0.83,66.39999999999999
2021-06-18,85,83.0,,0.83,70.55
2021-06-19,96,83.0,,0.83,79.67999999999999
2021-06-20,100,83.0,,0.83,83.0
2021-06-21,77,83.0,,0.83,63.91
2021-06-22,83,83.0,,0.83,68.89
2021-06-23,77,83.0,,0.83,63.91
2021-06-24,85,83.0,,0.83,70.55
2021-06-25,82,83.0,,0.83,68.06
2021-06-26,96,83.0,,0.83,79.67999999999999
2021-06-27,93,83.0,,0.83,77.19
2021-06-28,87,83.0,,0.83,72.21
2021-06-29,82,83.0,,0.83,68.06
2021-06-30,81,83.0,,0.83,67.22999999999999
2021-07-01,61,89.0,False,0.89,54.29
2021-07-02,65,89.0,,0.89,57.85
2021-07-03,68,89.0,,0.89,60.52
2021-07-04,71,89.0,,0.89,63.19
2021-07-05,67,89.0,,0.89,59.63
2021-07-06,64,89.0,,0.89,56.96
2021-07-07,63,89.0,,0.89,56.07
2021-07-08,63,89.0,,0.89,56.07
2021-07-09,64,89.0,,0.89,56.96
2021-07-10,79,89.0,,0.89,70.31
2021-07-11,81,89.0,,0.89,72.09
2021-07-12,66,89.0,,0.89,58.74
2021-07-13,67,89.0,,0.89,59.63
2021-07-14,67,89.0,,0.89,59.63
2021-07-15,68,89.0,,0.89,60.52
2021-07-16,69,89.0,,0.89,61.410000000000004
2021-07-17,77,89.0,,0.89,68.53
2021-07-18,81,89.0,,0.89,72.09
2021-07-19,66,89.0,,0.89,58.74
2021-07-20,61,89.0,,0.89,54.29
2021-07-21,68,89.0,,0.89,60.52
2021-07-22,68,89.0,,0.89,60.52
2021-07-23,72,89.0,,0.89,64.08
2021-07-24,83,89.0,,0.89,73.87
2021-07-25,89,89.0,,0.89,79.21000000000001
2021-07-26,75,89.0,,0.89,66.75
2021-07-27,87,89.0,,0.89,77.43
2021-07-28,100,89.0,,0.89,89.0
2021-07-29,83,89.0,,0.89,73.87
2021-07-30,80,89.0,,0.89,71.2
2021-07-31,87,89.0,,0.89,77.43
2021-08-01,100,85.0,False,0.85,85.0
2021-08-02,91,85.0,,0.85,77.35
2021-08-03,88,85.0,,0.85,74.8
2021-08-04,84,85.0,,0.85,71.39999999999999
2021-08-05,82,85.0,,0.85,69.7
2021-08-06,88,85.0,,0.85,74.8
2021-08-07,95,85.0,,0.85,80.75
2021-08-08,93,85.0,,0.85,79.05
2021-08-09,83,85.0,,0.85,70.55
2021-08-10,82,85.0,,0.85,69.7
2021-08-11,81,85.0,,0.85,68.85
2021-08-12,80,85.0,,0.85,68.0
2021-08-13,86,85.0,,0.85,73.1
2021-08-14,94,85.0,,0.85,79.89999999999999
2021-08-15,94,85.0,,0.85,79.89999999999999
2021-08-16,80,85.0,,0.85,68.0
2021-08-17,77,85.0,,0.85,65.45
2021-08-18,79,85.0,,0.85,67.14999999999999
2021-08-19,86,85.0,,0.85,73.1
2021-08-20,84,85.0,,0.85,71.39999999999999
2021-08-21,93,85.0,,0.85,79.05
2021-08-22,95,85.0,,0.85,80.75
2021-08-23,77,85.0,,0.85,65.45
2021-08-24,78,85.0,,0.85,66.3
2021-08-25,72,85.0,,0.85,61.199999999999996
2021-08-26,80,85.0,,0.85,68.0
2021-08-27,78,85.0,,0.85,66.3
2021-08-28,91,85.0,,0.85,77.35
2021-08-29,89,85.0,,0.85,75.64999999999999
2021-08-30,77,85.0,,0.85,65.45
2021-08-31,76,85.0,,0.85,64.6
2021-09-01,75,80.0,False,0.8,60.0
2021-09-02,80,80.0,,0.8,64.0
2021-09-03,84,80.0,,0.8,67.2
2021-09-04,94,80.0,,0.8,75.2
2021-09-05,100,80.0,,0.8,80.0
2021-09-06,92,80.0,,0.8,73.60000000000001
2021-09-07,74,80.0,,0.8,59.2
2021-09-08,76,80.0,,0.8,60.800000000000004
2021-09-09,80,80.0,,0.8,64.0
2021-09-10,89,80.0,,0.8,71.2
2021-09-11,91,80.0,,0.8,72.8
2021-09-12,93,80.0,,0.8,74.4
2021-09-13,74,80.0,,0.8,59.2
2021-09-14,82,80.0,,0.8,65.60000000000001
2021-09-15,82,80.0,,0.8,65.60000000000001
2021-09-16,85,80.0,,0.8,68.0
2021-09-17,82,80.0,,0.8,65.60000000000001
2021-09-18,95,80.0,,0.8,76.0
2021-09-19,94,80.0,,0.8,75.2
2021-09-20,80,80.0,,0.8,64.0
2021-09-21,81,80.0,,0.8,64.8
2021-09-22,79,80.0,,0.8,63.2
2021-09-23,74,80.0,,0.8,59.2
2021-09-24,81,80.0,,0.8,64.8
2021-09-25,96,80.0,,0.8,76.80000000000001
2021-09-26,91,80.0,,0.8,72.8
2021-09-27,81,80.0,,0.8,64.8
2021-09-28,85,80.0,,0.8,68.0
2021-09-29,78,80.0,,0.8,62.400000000000006
2021-09-30,80,80.0,,0.8,64.0
2021-10-01,80,81.0,False,0.81,64.80000000000001
2021-10-02,95,81.0,,0.81,76.95
2021-10-03,98,81.0,,0.81,79.38000000000001
2021-10-04,87,81.0,,0.81,70.47
2021-10-05,79,81.0,,0.81,63.99
2021-10-06,81,81.0,,0.81,65.61
2021-10-07,85,81.0,,0.81,68.85000000000001
2021-10-08,92,81.0,,0.81,74.52000000000001
2021-10-09,100,81.0,,0.81,81.0
2021-10-10,99,81.0,,0.81,80.19000000000001
2021-10-11,91,81.0,,0.81,73.71000000000001
2021-10-12,84,81.0,,0.81,68.04
2021-10-13,85,81.0,,0.81,68.85000000000001
2021-10-14,83,81.0,,0.81,67.23
2021-10-15,84,81.0,,0.81,68.04
2021-10-16,96,81.0,,0.81,77.76
2021-10-17,98,81.0,,0.81,79.38000000000001
2021-10-18,81,81.0,,0.81,65.61
2021-10-19,88,81.0,,0.81,71.28
2021-10-20,89,81.0,,0.81,72.09
2021-10-21,82,81.0,,0.81,66.42
2021-10-22,78,81.0,,0.81,63.18000000000001
2021-10-23,99,81.0,,0.81,80.19000000000001
2021-10-24,94,81.0,,0.81,76.14
2021-10-25,84,81.0,,0.81,68.04
2021-10-26,78,81.0,,0.81,63.18000000000001
2021-10-27,77,81.0,,0.81,62.370000000000005
2021-10-28,78,81.0,,0.81,63.18000000000001
2021-10-29,88,81.0,,0.81,71.28
2021-10-30,94,81.0,,0.81,76.14
2021-10-31,91,81.0,,0.81,73.71000000000001
2021-11-01,58,91.0,False,0.91,52.78
2021-11-02,62,91.0,,0.91,56.42
2021-11-03,62,91.0,,0.91,56.42
2021-11-04,60,91.0,,0.91,54.6
2021-11-05,66,91.0,,0.91,60.06
2021-11-06,77,91.0,,0.91,70.07000000000001
2021-11-07,79,91.0,,0.91,71.89
2021-11-08,66,91.0,,0.91,60.06
2021-11-09,66,91.0,,0.91,60.06
2021-11-10,67,91.0,,0.91,60.97
2021-11-11,69,91.0,,0.91,62.79
2021-11-12,67,91.0,,0.91,60.97
2021-11-13,85,91.0,,0.91,77.35000000000001
2021-11-14,83,91.0,,0.91,75.53
2021-11-15,69,91.0,,0.91,62.79
2021-11-16,68,91.0,,0.91,61.88
2021-11-17,68,91.0,,0.91,61.88
2021-11-18,70,91.0,,0.91,63.7
2021-11-19,76,91.0,,0.91,69.16
2021-11-20,89,91.0,,0.91,80.99000000000001
2021-11-21,94,91.0,,0.91,85.54
2021-11-22,74,91.0,,0.91,67.34
2021-11-23,82,91.0,,0.91,74.62
2021-11-24,80,91.0,,0.91,72.8
2021-11-25,86,91.0,,0.91,78.26
2021-11-26,100,91.0,,0.91,91.0
2021-11-27,94,91.0,,0.91,85.54
2021-11-28,77,91.0,,0.91,70.07000000000001
2021-11-29,65,91.0,,0.91,59.15
2021-11-30,67,91.0,,0.91,60.97
2021-12-01,66,95.0,False,0.95,62.699999999999996
2021-12-02,62,95.0,,0.95,58.9
2021-12-03,69,95.0,,0.95,65.55
2021-12-04,80,95.0,,0.95,76.0
2021-12-05,81,95.0,,0.95,76.95
2021-12-06,68,95.0,,0.95,64.6
2021-12-07,68,95.0,,0.95,64.6
2021-12-08,73,95.0,,0.95,69.35
2021-12-09,73,95.0,,0.95,69.35
2021-12-10,67,95.0,,0.95,63.65
2021-12-11,100,95.0,,0.95,95.0
2021-12-12,88,95.0,,0.95,83.6
2021-12-13,72,95.0,,0.95,68.39999999999999
2021-12-14,74,95.0,,0.95,70.3
2021-12-15,66,95.0,,0.95,62.699999999999996
2021-12-16,71,95.0,,0.95,67.45
2021-12-17,76,95.0,,0.95,72.2
2021-12-18,87,95.0,,0.95,82.64999999999999
2021-12-19,87,95.0,,0.95,82.64999999999999
2021-12-20,72,95.0,,0.95,68.39999999999999
2021-12-21,67,95.0,,0.95,63.65
2021-12-22,75,95.0,,0.95,71.25
2021-12-23,78,95.0,,0.95,74.1
2021-12-24,83,95.0,,0.95,78.85
2021-12-25,93,95.0,,0.95,88.35
2021-12-26,91,95.0,,0.95,86.45
2021-12-27,72,95.0,,0.95,68.39999999999999
2021-12-28,70,95.0,,0.95,66.5
2021-12-29,72,95.0,,0.95,68.39999999999999
2021-12-30,80,95.0,,0.95,76.0
2021-12-31,76,95.0,,0.95,72.2
