date,JNUG_unscaled,JNUG_monthly,isPartial,scale,JNUG
2017-12-23,14,23.0,,0.23,3.22
2017-12-24,6,23.0,,0.23,1.3800000000000001
2017-12-25,18,23.0,,0.23,4.140000000000001
2017-12-26,81,23.0,,0.23,18.630000000000003
2017-12-27,71,23.0,,0.23,16.330000000000002
2017-12-28,86,23.0,,0.23,19.78
2017-12-29,77,23.0,,0.23,17.71
2017-12-30,16,23.0,,0.23,3.68
2017-12-31,5,23.0,,0.23,1.1500000000000001
2018-01-01,3,21.0,False,0.21,0.63
2018-01-02,97,21.0,,0.21,20.37
2018-01-03,91,21.0,,0.21,19.11
2018-01-04,91,21.0,,0.21,19.11
2018-01-05,46,21.0,,0.21,9.66
2018-01-06,15,21.0,,0.21,3.15
2018-01-07,6,21.0,,0.21,1.26
2018-01-08,64,21.0,,0.21,13.44
2018-01-09,36,21.0,,0.21,7.56
2018-01-10,63,21.0,,0.21,13.229999999999999
2018-01-11,70,21.0,,0.21,14.7
2018-01-12,76,21.0,,0.21,15.959999999999999
2018-01-13,15,21.0,,0.21,3.15
2018-01-14,15,21.0,,0.21,3.15
2018-01-15,25,21.0,,0.21,5.25
2018-01-16,82,21.0,,0.21,17.22
2018-01-17,86,21.0,,0.21,18.06
2018-01-18,72,21.0,,0.21,15.12
2018-01-19,55,21.0,,0.21,11.549999999999999
2018-01-20,15,21.0,,0.21,3.15
2018-01-21,6,21.0,,0.21,1.26
2018-01-22,68,21.0,,0.21,14.28
2018-01-23,58,21.0,,0.21,12.18
2018-01-24,100,21.0,,0.21,21.0
2018-01-25,94,21.0,,0.21,19.74
2018-01-26,94,21.0,,0.21,19.74
2018-01-27,25,21.0,,0.21,5.25
2018-01-28,18,21.0,,0.21,3.78
2018-01-29,72,21.0,,0.21,15.12
2018-01-30,70,21.0,,0.21,14.7
2018-01-31,72,21.0,,0.21,15.12
2018-02-01,58,27.0,False,0.27,15.66
2018-02-02,62,27.0,,0.27,16.740000000000002
2018-02-03,11,27.0,,0.27,2.97
2018-02-04,6,27.0,,0.27,1.62
2018-02-05,61,27.0,,0.27,16.470000000000002
2018-02-06,86,27.0,,0.27,23.220000000000002
2018-02-07,53,27.0,,0.27,14.31
2018-02-08,64,27.0,,0.27,17.28
2018-02-09,77,27.0,,0.27,20.790000000000003
2018-02-10,11,27.0,,0.27,2.97
2018-02-11,9,27.0,,0.27,2.43
2018-02-12,73,27.0,,0.27,19.71
2018-02-13,91,27.0,,0.27,24.57
2018-02-14,100,27.0,,0.27,27.0
2018-02-15,54,27.0,,0.27,14.580000000000002
2018-02-16,95,27.0,,0.27,25.650000000000002
2018-02-17,9,27.0,,0.27,2.43
2018-02-18,13,27.0,,0.27,3.5100000000000002
2018-02-19,24,27.0,,0.27,6.48
2018-02-20,54,27.0,,0.27,14.580000000000002
2018-02-21,75,27.0,,0.27,20.25
2018-02-22,53,27.0,,0.27,14.31
2018-02-23,45,27.0,,0.27,12.15
2018-02-24,11,27.0,,0.27,2.97
2018-02-25,6,27.0,,0.27,1.62
2018-02-26,44,27.0,,0.27,11.88
2018-02-27,52,27.0,,0.27,14.040000000000001
2018-02-28,73,27.0,,0.27,19.71
2018-03-01,75,21.0,False,0.21,15.75
2018-03-02,88,21.0,,0.21,18.48
2018-03-03,12,21.0,,0.21,2.52
2018-03-04,9,21.0,,0.21,1.89
2018-03-05,62,21.0,,0.21,13.02
2018-03-06,90,21.0,,0.21,18.9
2018-03-07,62,21.0,,0.21,13.02
2018-03-08,100,21.0,,0.21,21.0
2018-03-09,88,21.0,,0.21,18.48
2018-03-10,12,21.0,,0.21,2.52
2018-03-11,3,21.0,,0.21,0.63
2018-03-12,65,21.0,,0.21,13.65
2018-03-13,68,21.0,,0.21,14.28
2018-03-14,63,21.0,,0.21,13.229999999999999
2018-03-15,54,21.0,,0.21,11.34
2018-03-16,75,21.0,,0.21,15.75
2018-03-17,15,21.0,,0.21,3.15
2018-03-18,9,21.0,,0.21,1.89
2018-03-19,73,21.0,,0.21,15.33
2018-03-20,86,21.0,,0.21,18.06
2018-03-21,98,21.0,,0.21,20.58
2018-03-22,64,21.0,,0.21,13.44
2018-03-23,90,21.0,,0.21,18.9
2018-03-24,21,21.0,,0.21,4.41
2018-03-25,15,21.0,,0.21,3.15
2018-03-26,57,21.0,,0.21,11.969999999999999
2018-03-27,85,21.0,,0.21,17.849999999999998
2018-03-28,63,21.0,,0.21,13.229999999999999
2018-03-29,64,21.0,,0.21,13.44
2018-03-30,22,21.0,,0.21,4.62
2018-03-31,3,21.0,,0.21,0.63
2018-04-01,0,17.0,False,0.17,0.0
2018-04-02,87,17.0,,0.17,14.790000000000001
2018-04-03,67,17.0,,0.17,11.39
2018-04-04,82,17.0,,0.17,13.940000000000001
2018-04-05,58,17.0,,0.17,9.860000000000001
2018-04-06,77,17.0,,0.17,13.090000000000002
2018-04-07,13,17.0,,0.17,2.21
2018-04-08,13,17.0,,0.17,2.21
2018-04-09,39,17.0,,0.17,6.630000000000001
2018-04-10,76,17.0,,0.17,12.920000000000002
2018-04-11,100,17.0,,0.17,17.0
2018-04-12,77,17.0,,0.17,13.090000000000002
2018-04-13,64,17.0,,0.17,10.88
2018-04-14,17,17.0,,0.17,2.89
2018-04-15,10,17.0,,0.17,1.7000000000000002
2018-04-16,71,17.0,,0.17,12.07
2018-04-17,75,17.0,,0.17,12.750000000000002
2018-04-18,70,17.0,,0.17,11.9
2018-04-19,51,17.0,,0.17,8.67
2018-04-20,43,17.0,,0.17,7.3100000000000005
2018-04-21,28,17.0,,0.17,4.760000000000001
2018-04-22,3,17.0,,0.17,0.51
2018-04-23,55,17.0,,0.17,9.350000000000001
2018-04-24,66,17.0,,0.17,11.22
2018-04-25,52,17.0,,0.17,8.84
2018-04-26,30,17.0,,0.17,5.1000000000000005
2018-04-27,51,17.0,,0.17,8.67
2018-04-28,0,17.0,,0.17,0.0
2018-04-29,17,17.0,,0.17,2.89
2018-04-30,36,17.0,,0.17,6.12
2018-05-01,100,16.0,False,0.16,16.0
2018-05-02,81,16.0,,0.16,12.96
2018-05-03,56,16.0,,0.16,8.96
2018-05-04,52,16.0,,0.16,8.32
2018-05-05,24,16.0,,0.16,3.84
2018-05-06,10,16.0,,0.16,1.6
2018-05-07,65,16.0,,0.16,10.4
2018-05-08,81,16.0,,0.16,12.96
2018-05-09,70,16.0,,0.16,11.200000000000001
2018-05-10,65,16.0,,0.16,10.4
2018-05-11,56,16.0,,0.16,8.96
2018-05-12,7,16.0,,0.16,1.12
2018-05-13,4,16.0,,0.16,0.64
2018-05-14,52,16.0,,0.16,8.32
2018-05-15,71,16.0,,0.16,11.36
2018-05-16,51,16.0,,0.16,8.16
2018-05-17,43,16.0,,0.16,6.88
2018-05-18,56,16.0,,0.16,8.96
2018-05-19,0,16.0,,0.16,0.0
2018-05-20,10,16.0,,0.16,1.6
2018-05-21,46,16.0,,0.16,7.36
2018-05-22,48,16.0,,0.16,7.68
2018-05-23,44,16.0,,0.16,7.04
2018-05-24,66,16.0,,0.16,10.56
2018-05-25,66,16.0,,0.16,10.56
2018-05-26,4,16.0,,0.16,0.64
2018-05-27,7,16.0,,0.16,1.12
2018-05-28,3,16.0,,0.16,0.48
2018-05-29,67,16.0,,0.16,10.72
2018-05-30,74,16.0,,0.16,11.84
2018-05-31,59,16.0,,0.16,9.44
2018-06-01,82,16.0,False,0.16,13.120000000000001
2018-06-02,16,16.0,,0.16,2.56
2018-06-03,4,16.0,,0.16,0.64
2018-06-04,56,16.0,,0.16,8.96
2018-06-05,57,16.0,,0.16,9.120000000000001
2018-06-06,68,16.0,,0.16,10.88
2018-06-07,61,16.0,,0.16,9.76
2018-06-08,83,16.0,,0.16,13.280000000000001
2018-06-09,12,16.0,,0.16,1.92
2018-06-10,8,16.0,,0.16,1.28
2018-06-11,52,16.0,,0.16,8.32
2018-06-12,68,16.0,,0.16,10.88
2018-06-13,77,16.0,,0.16,12.32
2018-06-14,64,16.0,,0.16,10.24
2018-06-15,67,16.0,,0.16,10.72
2018-06-16,4,16.0,,0.16,0.64
2018-06-17,24,16.0,,0.16,3.84
2018-06-18,65,16.0,,0.16,10.4
2018-06-19,80,16.0,,0.16,12.8
2018-06-20,97,16.0,,0.16,15.52
2018-06-21,92,16.0,,0.16,14.72
2018-06-22,72,16.0,,0.16,11.52
2018-06-23,8,16.0,,0.16,1.28
2018-06-24,4,16.0,,0.16,0.64
2018-06-25,40,16.0,,0.16,6.4
2018-06-26,92,16.0,,0.16,14.72
2018-06-27,67,16.0,,0.16,10.72
2018-06-28,100,16.0,,0.16,16.0
2018-06-29,57,16.0,,0.16,9.120000000000001
2018-06-30,12,16.0,,0.16,1.92
2018-07-01,3,18.0,False,0.18,0.54
2018-07-02,49,18.0,,0.18,8.82
2018-07-03,37,18.0,,0.18,6.66
2018-07-04,12,18.0,,0.18,2.16
2018-07-05,42,18.0,,0.18,7.56
2018-07-06,52,18.0,,0.18,9.36
2018-07-07,0,18.0,,0.18,0.0
2018-07-08,5,18.0,,0.18,0.8999999999999999
2018-07-09,42,18.0,,0.18,7.56
2018-07-10,71,18.0,,0.18,12.78
2018-07-11,34,18.0,,0.18,6.12
2018-07-12,38,18.0,,0.18,6.84
2018-07-13,56,18.0,,0.18,10.08
2018-07-14,0,18.0,,0.18,0.0
2018-07-15,5,18.0,,0.18,0.8999999999999999
2018-07-16,39,18.0,,0.18,7.02
2018-07-17,39,18.0,,0.18,7.02
2018-07-18,48,18.0,,0.18,8.64
2018-07-19,100,18.0,,0.18,18.0
2018-07-20,56,18.0,,0.18,10.08
2018-07-21,3,18.0,,0.18,0.54
2018-07-22,7,18.0,,0.18,1.26
2018-07-23,39,18.0,,0.18,7.02
2018-07-24,54,18.0,,0.18,9.719999999999999
2018-07-25,57,18.0,,0.18,10.26
2018-07-26,53,18.0,,0.18,9.54
2018-07-27,31,18.0,,0.18,5.58
2018-07-28,13,18.0,,0.18,2.34
2018-07-29,8,18.0,,0.18,1.44
2018-07-30,39,18.0,,0.18,7.02
2018-07-31,65,18.0,,0.18,11.7
2018-08-01,60,28.0,False,0.28,16.8
2018-08-02,54,28.0,,0.28,15.120000000000001
2018-08-03,71,28.0,,0.28,19.880000000000003
2018-08-04,3,28.0,,0.28,0.8400000000000001
2018-08-05,3,28.0,,0.28,0.8400000000000001
2018-08-06,39,28.0,,0.28,10.920000000000002
2018-08-07,55,28.0,,0.28,15.400000000000002
2018-08-08,64,28.0,,0.28,17.92
2018-08-09,45,28.0,,0.28,12.600000000000001
2018-08-10,40,28.0,,0.28,11.200000000000001
2018-08-11,5,28.0,,0.28,1.4000000000000001
2018-08-12,5,28.0,,0.28,1.4000000000000001
2018-08-13,94,28.0,,0.28,26.320000000000004
2018-08-14,60,28.0,,0.28,16.8
2018-08-15,100,28.0,,0.28,28.000000000000004
2018-08-16,94,28.0,,0.28,26.320000000000004
2018-08-17,94,28.0,,0.28,26.320000000000004
2018-08-18,18,28.0,,0.28,5.040000000000001
2018-08-19,18,28.0,,0.28,5.040000000000001
2018-08-20,99,28.0,,0.28,27.720000000000002
2018-08-21,73,28.0,,0.28,20.44
2018-08-22,60,28.0,,0.28,16.8
2018-08-23,92,28.0,,0.28,25.76
2018-08-24,79,28.0,,0.28,22.12
2018-08-25,25,28.0,,0.28,7.000000000000001
2018-08-26,10,28.0,,0.28,2.8000000000000003
2018-08-27,89,28.0,,0.28,24.92
2018-08-28,68,28.0,,0.28,19.040000000000003
2018-08-29,77,28.0,,0.28,21.560000000000002
2018-08-30,81,28.0,,0.28,22.680000000000003
2018-08-31,65,28.0,,0.28,18.200000000000003
2018-09-01,6,21.0,False,0.21,1.26
2018-09-02,17,21.0,,0.21,3.57
2018-09-03,11,21.0,,0.21,2.31
2018-09-04,63,21.0,,0.21,13.229999999999999
2018-09-05,90,21.0,,0.21,18.9
2018-09-06,72,21.0,,0.21,15.12
2018-09-07,53,21.0,,0.21,11.129999999999999
2018-09-08,27,21.0,,0.21,5.67
2018-09-09,3,21.0,,0.21,0.63
2018-09-10,91,21.0,,0.21,19.11
2018-09-11,72,21.0,,0.21,15.12
2018-09-12,83,21.0,,0.21,17.43
2018-09-13,69,21.0,,0.21,14.49
2018-09-14,65,21.0,,0.21,13.65
2018-09-15,11,21.0,,0.21,2.31
2018-09-16,8,21.0,,0.21,1.68
2018-09-17,74,21.0,,0.21,15.54
2018-09-18,59,21.0,,0.21,12.389999999999999
2018-09-19,68,21.0,,0.21,14.28
2018-09-20,100,21.0,,0.21,21.0
2018-09-21,73,21.0,,0.21,15.33
2018-09-22,8,21.0,,0.21,1.68
2018-09-23,8,21.0,,0.21,1.68
2018-09-24,53,21.0,,0.21,11.129999999999999
2018-09-25,58,21.0,,0.21,12.18
2018-09-26,65,21.0,,0.21,13.65
2018-09-27,54,21.0,,0.21,11.34
2018-09-28,59,21.0,,0.21,12.389999999999999
2018-09-29,6,21.0,,0.21,1.26
2018-09-30,8,21.0,,0.21,1.68
2018-10-01,43,21.0,False,0.21,9.03
2018-10-02,56,21.0,,0.21,11.76
2018-10-03,46,21.0,,0.21,9.66
2018-10-04,53,21.0,,0.21,11.129999999999999
2018-10-05,35,21.0,,0.21,7.35
2018-10-06,4,21.0,,0.21,0.84
2018-10-07,0,21.0,,0.21,0.0
2018-10-08,30,21.0,,0.21,6.3
2018-10-09,33,21.0,,0.21,6.93
2018-10-10,46,21.0,,0.21,9.66
2018-10-11,100,21.0,,0.21,21.0
2018-10-12,60,21.0,,0.21,12.6
2018-10-13,7,21.0,,0.21,1.47
2018-10-14,7,21.0,,0.21,1.47
2018-10-15,61,21.0,,0.21,12.809999999999999
2018-10-16,59,21.0,,0.21,12.389999999999999
2018-10-17,33,21.0,,0.21,6.93
2018-10-18,75,21.0,,0.21,15.75
2018-10-19,52,21.0,,0.21,10.92
2018-10-20,6,21.0,,0.21,1.26
2018-10-21,4,21.0,,0.21,0.84
2018-10-22,47,21.0,,0.21,9.87
2018-10-23,47,21.0,,0.21,9.87
2018-10-24,44,21.0,,0.21,9.24
2018-10-25,41,21.0,,0.21,8.61
2018-10-26,44,21.0,,0.21,9.24
2018-10-27,9,21.0,,0.21,1.89
2018-10-28,9,21.0,,0.21,1.89
2018-10-29,32,21.0,,0.21,6.72
2018-10-30,59,21.0,,0.21,12.389999999999999
2018-10-31,47,21.0,,0.21,9.87
2018-11-01,88,18.0,False,0.18,15.84
2018-11-02,69,18.0,,0.18,12.42
2018-11-03,12,18.0,,0.18,2.16
2018-11-04,3,18.0,,0.18,0.54
2018-11-05,37,18.0,,0.18,6.66
2018-11-06,57,18.0,,0.18,10.26
2018-11-07,46,18.0,,0.18,8.28
2018-11-08,64,18.0,,0.18,11.52
2018-11-09,41,18.0,,0.18,7.38
2018-11-10,9,18.0,,0.18,1.6199999999999999
2018-11-11,3,18.0,,0.18,0.54
2018-11-12,53,18.0,,0.18,9.54
2018-11-13,76,18.0,,0.18,13.68
2018-11-14,100,18.0,,0.18,18.0
2018-11-15,42,18.0,,0.18,7.56
2018-11-16,64,18.0,,0.18,11.52
2018-11-17,6,18.0,,0.18,1.08
2018-11-18,3,18.0,,0.18,0.54
2018-11-19,44,18.0,,0.18,7.92
2018-11-20,73,18.0,,0.18,13.139999999999999
2018-11-21,63,18.0,,0.18,11.34
2018-11-22,12,18.0,,0.18,2.16
2018-11-23,61,18.0,,0.18,10.98
2018-11-24,9,18.0,,0.18,1.6199999999999999
2018-11-25,9,18.0,,0.18,1.6199999999999999
2018-11-26,41,18.0,,0.18,7.38
2018-11-27,72,18.0,,0.18,12.959999999999999
2018-11-28,56,18.0,,0.18,10.08
2018-11-29,54,18.0,,0.18,9.719999999999999
2018-11-30,52,18.0,,0.18,9.36
2018-12-01,12,18.0,False,0.18,2.16
2018-12-02,12,18.0,,0.18,2.16
2018-12-03,42,18.0,,0.18,7.56
2018-12-04,45,18.0,,0.18,8.1
2018-12-05,34,18.0,,0.18,6.12
2018-12-06,36,18.0,,0.18,6.4799999999999995
2018-12-07,55,18.0,,0.18,9.9
2018-12-08,12,18.0,,0.18,2.16
2018-12-09,29,18.0,,0.18,5.22
2018-12-10,55,18.0,,0.18,9.9
2018-12-11,46,18.0,,0.18,8.28
2018-12-12,74,18.0,,0.18,13.32
2018-12-13,38,18.0,,0.18,6.84
2018-12-14,43,18.0,,0.18,7.739999999999999
2018-12-15,9,18.0,,0.18,1.6199999999999999
2018-12-16,6,18.0,,0.18,1.08
2018-12-17,73,18.0,,0.18,13.139999999999999
2018-12-18,79,18.0,,0.18,14.219999999999999
2018-12-19,69,18.0,,0.18,12.42
2018-12-20,100,18.0,,0.18,18.0
2018-12-21,79,18.0,,0.18,14.219999999999999
2018-12-22,48,18.0,,0.18,8.64
2018-12-23,23,18.0,,0.18,4.14
2018-12-24,66,18.0,,0.18,11.879999999999999
2018-12-25,32,18.0,,0.18,5.76
2018-12-26,96,18.0,,0.18,17.28
2018-12-27,84,18.0,,0.18,15.12
2018-12-28,49,18.0,,0.18,8.82
2018-12-29,18,18.0,,0.18,3.2399999999999998
2018-12-30,15,18.0,,0.18,2.6999999999999997
2018-12-31,54,18.0,,0.18,9.719999999999999
2019-01-01,24,22.0,False,0.22,5.28
2019-01-02,52,22.0,,0.22,11.44
2019-01-03,100,22.0,,0.22,22.0
2019-01-04,69,22.0,,0.22,15.18
2019-01-05,16,22.0,,0.22,3.52
2019-01-06,2,22.0,,0.22,0.44
2019-01-07,74,22.0,,0.22,16.28
2019-01-08,51,22.0,,0.22,11.22
2019-01-09,71,22.0,,0.22,15.62
2019-01-10,52,22.0,,0.22,11.44
2019-01-11,59,22.0,,0.22,12.98
2019-01-12,16,22.0,,0.22,3.52
2019-01-13,11,22.0,,0.22,2.42
2019-01-14,48,22.0,,0.22,10.56
2019-01-15,67,22.0,,0.22,14.74
2019-01-16,46,22.0,,0.22,10.12
2019-01-17,48,22.0,,0.22,10.56
2019-01-18,36,22.0,,0.22,7.92
2019-01-19,16,22.0,,0.22,3.52
2019-01-20,0,22.0,,0.22,0.0
2019-01-21,24,22.0,,0.22,5.28
2019-01-22,43,22.0,,0.22,9.46
2019-01-23,43,22.0,,0.22,9.46
2019-01-24,55,22.0,,0.22,12.1
2019-01-25,53,22.0,,0.22,11.66
2019-01-26,11,22.0,,0.22,2.42
2019-01-27,12,22.0,,0.22,2.64
2019-01-28,55,22.0,,0.22,12.1
2019-01-29,47,22.0,,0.22,10.34
2019-01-30,83,22.0,,0.22,18.26
2019-01-31,49,22.0,,0.22,10.78
2019-02-01,69,18.0,False,0.18,12.42
2019-02-02,26,18.0,,0.18,4.68
2019-02-03,6,18.0,,0.18,1.08
2019-02-04,35,18.0,,0.18,6.3
2019-02-05,62,18.0,,0.18,11.16
2019-02-06,56,18.0,,0.18,10.08
2019-02-07,43,18.0,,0.18,7.739999999999999
2019-02-08,57,18.0,,0.18,10.26
2019-02-09,12,18.0,,0.18,2.16
2019-02-10,9,18.0,,0.18,1.6199999999999999
2019-02-11,44,18.0,,0.18,7.92
2019-02-12,72,18.0,,0.18,12.959999999999999
2019-02-13,41,18.0,,0.18,7.38
2019-02-14,42,18.0,,0.18,7.56
2019-02-15,77,18.0,,0.18,13.86
2019-02-16,9,18.0,,0.18,1.6199999999999999
2019-02-17,0,18.0,,0.18,0.0
2019-02-18,23,18.0,,0.18,4.14
2019-02-19,73,18.0,,0.18,13.139999999999999
2019-02-20,100,18.0,,0.18,18.0
2019-02-21,67,18.0,,0.18,12.059999999999999
2019-02-22,96,18.0,,0.18,17.28
2019-02-23,3,18.0,,0.18,0.54
2019-02-24,12,18.0,,0.18,2.16
2019-02-25,56,18.0,,0.18,10.08
2019-02-26,51,18.0,,0.18,9.18
2019-02-27,59,18.0,,0.18,10.62
2019-02-28,46,18.0,,0.18,8.28
2019-03-01,63,17.0,False,0.17,10.71
2019-03-02,15,17.0,,0.17,2.5500000000000003
2019-03-03,6,17.0,,0.17,1.02
2019-03-04,39,17.0,,0.17,6.630000000000001
2019-03-05,61,17.0,,0.17,10.370000000000001
2019-03-06,58,17.0,,0.17,9.860000000000001
2019-03-07,58,17.0,,0.17,9.860000000000001
2019-03-08,79,17.0,,0.17,13.430000000000001
2019-03-09,16,17.0,,0.17,2.72
2019-03-10,6,17.0,,0.17,1.02
2019-03-11,69,17.0,,0.17,11.73
2019-03-12,79,17.0,,0.17,13.430000000000001
2019-03-13,83,17.0,,0.17,14.110000000000001
2019-03-14,72,17.0,,0.17,12.24
2019-03-15,29,17.0,,0.17,4.930000000000001
2019-03-16,22,17.0,,0.17,3.74
2019-03-17,3,17.0,,0.17,0.51
2019-03-18,55,17.0,,0.17,9.350000000000001
2019-03-19,60,17.0,,0.17,10.200000000000001
2019-03-20,61,17.0,,0.17,10.370000000000001
2019-03-21,73,17.0,,0.17,12.41
2019-03-22,49,17.0,,0.17,8.33
2019-03-23,6,17.0,,0.17,1.02
2019-03-24,6,17.0,,0.17,1.02
2019-03-25,57,17.0,,0.17,9.690000000000001
2019-03-26,49,17.0,,0.17,8.33
2019-03-27,63,17.0,,0.17,10.71
2019-03-28,100,17.0,,0.17,17.0
2019-03-29,52,17.0,,0.17,8.84
2019-03-30,3,17.0,,0.17,0.51
2019-03-31,9,17.0,,0.17,1.53
2019-04-01,61,18.0,False,0.18,10.98
2019-04-02,64,18.0,,0.18,11.52
2019-04-03,55,18.0,,0.18,9.9
2019-04-04,76,18.0,,0.18,13.68
2019-04-05,65,18.0,,0.18,11.7
2019-04-06,10,18.0,,0.18,1.7999999999999998
2019-04-07,0,18.0,,0.18,0.0
2019-04-08,46,18.0,,0.18,8.28
2019-04-09,63,18.0,,0.18,11.34
2019-04-10,60,18.0,,0.18,10.799999999999999
2019-04-11,67,18.0,,0.18,12.059999999999999
2019-04-12,43,18.0,,0.18,7.739999999999999
2019-04-13,6,18.0,,0.18,1.08
2019-04-14,0,18.0,,0.18,0.0
2019-04-15,47,18.0,,0.18,8.459999999999999
2019-04-16,52,18.0,,0.18,9.36
2019-04-17,59,18.0,,0.18,10.62
2019-04-18,93,18.0,,0.18,16.74
2019-04-19,28,18.0,,0.18,5.04
2019-04-20,13,18.0,,0.18,2.34
2019-04-21,7,18.0,,0.18,1.26
2019-04-22,100,18.0,,0.18,18.0
2019-04-23,50,18.0,,0.18,9.0
2019-04-24,72,18.0,,0.18,12.959999999999999
2019-04-25,79,18.0,,0.18,14.219999999999999
2019-04-26,73,18.0,,0.18,13.139999999999999
2019-04-27,9,18.0,,0.18,1.6199999999999999
2019-04-28,12,18.0,,0.18,2.16
2019-04-29,57,18.0,,0.18,10.26
2019-04-30,71,18.0,,0.18,12.78
2019-05-01,57,20.0,False,0.2,11.4
2019-05-02,79,20.0,,0.2,15.8
2019-05-03,91,20.0,,0.2,18.2
2019-05-04,11,20.0,,0.2,2.2
2019-05-05,22,20.0,,0.2,4.4
2019-05-06,95,20.0,,0.2,19.0
2019-05-07,74,20.0,,0.2,14.8
2019-05-08,90,20.0,,0.2,18.0
2019-05-09,72,20.0,,0.2,14.4
2019-05-10,65,20.0,,0.2,13.0
2019-05-11,23,20.0,,0.2,4.6000000000000005
2019-05-12,7,20.0,,0.2,1.4000000000000001
2019-05-13,92,20.0,,0.2,18.400000000000002
2019-05-14,95,20.0,,0.2,19.0
2019-05-15,83,20.0,,0.2,16.6
2019-05-16,69,20.0,,0.2,13.8
2019-05-17,60,20.0,,0.2,12.0
2019-05-18,7,20.0,,0.2,1.4000000000000001
2019-05-19,11,20.0,,0.2,2.2
2019-05-20,76,20.0,,0.2,15.200000000000001
2019-05-21,66,20.0,,0.2,13.200000000000001
2019-05-22,84,20.0,,0.2,16.8
2019-05-23,65,20.0,,0.2,13.0
2019-05-24,100,20.0,,0.2,20.0
2019-05-25,0,20.0,,0.2,0.0
2019-05-26,0,20.0,,0.2,0.0
2019-05-27,14,20.0,,0.2,2.8000000000000003
2019-05-28,68,20.0,,0.2,13.600000000000001
2019-05-29,93,20.0,,0.2,18.6
2019-05-30,72,20.0,,0.2,14.4
2019-05-31,97,20.0,,0.2,19.400000000000002
2019-06-01,10,28.0,False,0.28,2.8000000000000003
2019-06-02,3,28.0,,0.28,0.8400000000000001
2019-06-03,40,28.0,,0.28,11.200000000000001
2019-06-04,37,28.0,,0.28,10.360000000000001
2019-06-05,42,28.0,,0.28,11.760000000000002
2019-06-06,38,28.0,,0.28,10.64
2019-06-07,38,28.0,,0.28,10.64
2019-06-08,4,28.0,,0.28,1.12
2019-06-09,0,28.0,,0.28,0.0
2019-06-10,31,28.0,,0.28,8.680000000000001
2019-06-11,19,28.0,,0.28,5.32
2019-06-12,35,28.0,,0.28,9.8
2019-06-13,32,28.0,,0.28,8.96
2019-06-14,42,28.0,,0.28,11.760000000000002
2019-06-15,4,28.0,,0.28,1.12
2019-06-16,4,28.0,,0.28,1.12
2019-06-17,38,28.0,,0.28,10.64
2019-06-18,23,28.0,,0.28,6.44
2019-06-19,42,28.0,,0.28,11.760000000000002
2019-06-20,71,28.0,,0.28,19.880000000000003
2019-06-21,50,28.0,,0.28,14.000000000000002
2019-06-22,12,28.0,,0.28,3.3600000000000003
2019-06-23,3,28.0,,0.28,0.8400000000000001
2019-06-24,50,28.0,,0.28,14.000000000000002
2019-06-25,53,28.0,,0.28,14.840000000000002
2019-06-26,51,28.0,,0.28,14.280000000000001
2019-06-27,24,28.0,,0.28,6.720000000000001
2019-06-28,100,28.0,,0.28,28.000000000000004
2019-06-29,9,28.0,,0.28,2.5200000000000005
2019-06-30,13,28.0,,0.28,3.6400000000000006
2019-07-01,78,20.0,False,0.2,15.600000000000001
2019-07-02,86,20.0,,0.2,17.2
2019-07-03,62,20.0,,0.2,12.4
2019-07-04,6,20.0,,0.2,1.2000000000000002
2019-07-05,37,20.0,,0.2,7.4
2019-07-06,6,20.0,,0.2,1.2000000000000002
2019-07-07,15,20.0,,0.2,3.0
2019-07-08,63,20.0,,0.2,12.600000000000001
2019-07-09,65,20.0,,0.2,13.0
2019-07-10,83,20.0,,0.2,16.6
2019-07-11,77,20.0,,0.2,15.4
2019-07-12,58,20.0,,0.2,11.600000000000001
2019-07-13,16,20.0,,0.2,3.2
2019-07-14,3,20.0,,0.2,0.6000000000000001
2019-07-15,59,20.0,,0.2,11.8
2019-07-16,59,20.0,,0.2,11.8
2019-07-17,74,20.0,,0.2,14.8
2019-07-18,100,20.0,,0.2,20.0
2019-07-19,89,20.0,,0.2,17.8
2019-07-20,15,20.0,,0.2,3.0
2019-07-21,6,20.0,,0.2,1.2000000000000002
2019-07-22,71,20.0,,0.2,14.200000000000001
2019-07-23,56,20.0,,0.2,11.200000000000001
2019-07-24,56,20.0,,0.2,11.200000000000001
2019-07-25,78,20.0,,0.2,15.600000000000001
2019-07-26,68,20.0,,0.2,13.600000000000001
2019-07-27,13,20.0,,0.2,2.6
2019-07-28,6,20.0,,0.2,1.2000000000000002
2019-07-29,60,20.0,,0.2,12.0
2019-07-30,88,20.0,,0.2,17.6
2019-07-31,64,20.0,,0.2,12.8
2019-08-01,57,23.0,False,0.23,13.110000000000001
2019-08-02,56,23.0,,0.23,12.88
2019-08-03,10,23.0,,0.23,2.3000000000000003
2019-08-04,5,23.0,,0.23,1.1500000000000001
2019-08-05,95,23.0,,0.23,21.85
2019-08-06,94,23.0,,0.23,21.62
2019-08-07,100,23.0,,0.23,23.0
2019-08-08,86,23.0,,0.23,19.78
2019-08-09,76,23.0,,0.23,17.48
2019-08-10,15,23.0,,0.23,3.45
2019-08-11,5,23.0,,0.23,1.1500000000000001
2019-08-12,82,23.0,,0.23,18.86
2019-08-13,63,23.0,,0.23,14.49
2019-08-14,79,23.0,,0.23,18.17
2019-08-15,76,23.0,,0.23,17.48
2019-08-16,44,23.0,,0.23,10.120000000000001
