date,CBOE_unscaled,CBOE_monthly,isPartial,scale,CBOE
2017-12-18,11,100.0,,1.0,11.0
2017-12-19,9,100.0,,1.0,9.0
2017-12-20,6,100.0,,1.0,6.0
2017-12-21,6,100.0,,1.0,6.0
2017-12-22,8,100.0,,1.0,8.0
2017-12-23,2,100.0,,1.0,2.0
2017-12-24,2,100.0,,1.0,2.0
2017-12-25,2,100.0,,1.0,2.0
2017-12-26,4,100.0,,1.0,4.0
2017-12-27,4,100.0,,1.0,4.0
2017-12-28,5,100.0,,1.0,5.0
2017-12-29,4,100.0,,1.0,4.0
2017-12-30,2,100.0,,1.0,2.0
2017-12-31,1,100.0,,1.0,1.0
2018-01-01,25,26.0,False,0.26,6.5
2018-01-02,43,26.0,,0.26,11.18
2018-01-03,40,26.0,,0.26,10.4
2018-01-04,51,26.0,,0.26,13.26
2018-01-05,36,26.0,,0.26,9.36
2018-01-06,15,26.0,,0.26,3.9000000000000004
2018-01-07,24,26.0,,0.26,6.24
2018-01-08,54,26.0,,0.26,14.040000000000001
2018-01-09,62,26.0,,0.26,16.12
2018-01-10,53,26.0,,0.26,13.780000000000001
2018-01-11,57,26.0,,0.26,14.82
2018-01-12,56,26.0,,0.26,14.56
2018-01-13,16,26.0,,0.26,4.16
2018-01-14,30,26.0,,0.26,7.800000000000001
2018-01-15,19,26.0,,0.26,4.94
2018-01-16,78,26.0,,0.26,20.28
2018-01-17,100,26.0,,0.26,26.0
2018-01-18,91,26.0,,0.26,23.66
2018-01-19,45,26.0,,0.26,11.700000000000001
2018-01-20,28,26.0,,0.26,7.28
2018-01-21,42,26.0,,0.26,10.92
2018-01-22,51,26.0,,0.26,13.26
2018-01-23,36,26.0,,0.26,9.36
2018-01-24,31,26.0,,0.26,8.06
2018-01-25,64,26.0,,0.26,16.64
2018-01-26,71,26.0,,0.26,18.46
2018-01-27,31,26.0,,0.26,8.06
2018-01-28,15,26.0,,0.26,3.9000000000000004
2018-01-29,38,26.0,,0.26,9.88
2018-01-30,51,26.0,,0.26,13.26
2018-01-31,52,26.0,,0.26,13.52
2018-02-01,16,34.0,False,0.34,5.44
2018-02-02,24,34.0,,0.34,8.16
2018-02-03,12,34.0,,0.34,4.08
2018-02-04,11,34.0,,0.34,3.74
2018-02-05,39,34.0,,0.34,13.260000000000002
2018-02-06,100,34.0,,0.34,34.0
2018-02-07,57,34.0,,0.34,19.380000000000003
2018-02-08,49,34.0,,0.34,16.66
2018-02-09,58,34.0,,0.34,19.720000000000002
2018-02-10,12,34.0,,0.34,4.08
2018-02-11,14,34.0,,0.34,4.760000000000001
2018-02-12,33,34.0,,0.34,11.22
2018-02-13,40,34.0,,0.34,13.600000000000001
2018-02-14,26,34.0,,0.34,8.84
2018-02-15,26,34.0,,0.34,8.84
2018-02-16,30,34.0,,0.34,10.200000000000001
2018-02-17,6,34.0,,0.34,2.04
2018-02-18,8,34.0,,0.34,2.72
2018-02-19,6,34.0,,0.34,2.04
2018-02-20,32,34.0,,0.34,10.88
2018-02-21,24,34.0,,0.34,8.16
2018-02-22,27,34.0,,0.34,9.180000000000001
2018-02-23,24,34.0,,0.34,8.16
2018-02-24,9,34.0,,0.34,3.06
2018-02-25,7,34.0,,0.34,2.3800000000000003
2018-02-26,21,34.0,,0.34,7.140000000000001
2018-02-27,31,34.0,,0.34,10.540000000000001
2018-02-28,20,34.0,,0.34,6.800000000000001
2018-03-01,54,20.0,False,0.2,10.8
2018-03-02,81,20.0,,0.2,16.2
2018-03-03,29,20.0,,0.2,5.800000000000001
2018-03-04,15,20.0,,0.2,3.0
2018-03-05,80,20.0,,0.2,16.0
2018-03-06,48,20.0,,0.2,9.600000000000001
2018-03-07,100,20.0,,0.2,20.0
2018-03-08,52,20.0,,0.2,10.4
2018-03-09,83,20.0,,0.2,16.6
2018-03-10,10,20.0,,0.2,2.0
2018-03-11,19,20.0,,0.2,3.8000000000000003
2018-03-12,44,20.0,,0.2,8.8
2018-03-13,37,20.0,,0.2,7.4
2018-03-14,89,20.0,,0.2,17.8
2018-03-15,50,20.0,,0.2,10.0
2018-03-16,41,20.0,,0.2,8.200000000000001
2018-03-17,24,20.0,,0.2,4.800000000000001
2018-03-18,40,20.0,,0.2,8.0
2018-03-19,44,20.0,,0.2,8.8
2018-03-20,67,20.0,,0.2,13.4
2018-03-21,49,20.0,,0.2,9.8
2018-03-22,58,20.0,,0.2,11.600000000000001
2018-03-23,51,20.0,,0.2,10.200000000000001
2018-03-24,20,20.0,,0.2,4.0
2018-03-25,30,20.0,,0.2,6.0
2018-03-26,46,20.0,,0.2,9.200000000000001
2018-03-27,79,20.0,,0.2,15.8
2018-03-28,80,20.0,,0.2,16.0
2018-03-29,90,20.0,,0.2,18.0
2018-03-30,27,20.0,,0.2,5.4
2018-03-31,0,20.0,,0.2,0.0
2018-04-01,11,18.0,False,0.18,1.98
2018-04-02,80,18.0,,0.18,14.399999999999999
2018-04-03,67,18.0,,0.18,12.059999999999999
2018-04-04,100,18.0,,0.18,18.0
2018-04-05,42,18.0,,0.18,7.56
2018-04-06,83,18.0,,0.18,14.94
2018-04-07,37,18.0,,0.18,6.66
2018-04-08,21,18.0,,0.18,3.78
2018-04-09,68,18.0,,0.18,12.24
2018-04-10,64,18.0,,0.18,11.52
2018-04-11,81,18.0,,0.18,14.58
2018-04-12,50,18.0,,0.18,9.0
2018-04-13,56,18.0,,0.18,10.08
2018-04-14,16,18.0,,0.18,2.88
2018-04-15,11,18.0,,0.18,1.98
2018-04-16,40,18.0,,0.18,7.199999999999999
2018-04-17,58,18.0,,0.18,10.44
2018-04-18,73,18.0,,0.18,13.139999999999999
2018-04-19,36,18.0,,0.18,6.4799999999999995
2018-04-20,51,18.0,,0.18,9.18
2018-04-21,34,18.0,,0.18,6.12
2018-04-22,28,18.0,,0.18,5.04
2018-04-23,44,18.0,,0.18,7.92
2018-04-24,80,18.0,,0.18,14.399999999999999
2018-04-25,66,18.0,,0.18,11.879999999999999
2018-04-26,72,18.0,,0.18,12.959999999999999
2018-04-27,41,18.0,,0.18,7.38
2018-04-28,39,18.0,,0.18,7.02
2018-04-29,33,18.0,,0.18,5.9399999999999995
2018-04-30,49,18.0,,0.18,8.82
2018-05-01,40,16.0,False,0.16,6.4
2018-05-02,41,16.0,,0.16,6.5600000000000005
2018-05-03,67,16.0,,0.16,10.72
2018-05-04,100,16.0,,0.16,16.0
2018-05-05,9,16.0,,0.16,1.44
2018-05-06,14,16.0,,0.16,2.24
2018-05-07,34,16.0,,0.16,5.44
2018-05-08,48,16.0,,0.16,7.68
2018-05-09,66,16.0,,0.16,10.56
2018-05-10,45,16.0,,0.16,7.2
2018-05-11,43,16.0,,0.16,6.88
2018-05-12,5,16.0,,0.16,0.8
2018-05-13,9,16.0,,0.16,1.44
2018-05-14,50,16.0,,0.16,8.0
2018-05-15,86,16.0,,0.16,13.76
2018-05-16,41,16.0,,0.16,6.5600000000000005
2018-05-17,26,16.0,,0.16,4.16
2018-05-18,20,16.0,,0.16,3.2
2018-05-19,14,16.0,,0.16,2.24
2018-05-20,5,16.0,,0.16,0.8
2018-05-21,76,16.0,,0.16,12.16
2018-05-22,68,16.0,,0.16,10.88
2018-05-23,50,16.0,,0.16,8.0
2018-05-24,36,16.0,,0.16,5.76
2018-05-25,25,16.0,,0.16,4.0
2018-05-26,9,16.0,,0.16,1.44
2018-05-27,14,16.0,,0.16,2.24
2018-05-28,14,16.0,,0.16,2.24
2018-05-29,69,16.0,,0.16,11.040000000000001
2018-05-30,45,16.0,,0.16,7.2
2018-05-31,43,16.0,,0.16,6.88
2018-06-01,52,18.0,False,0.18,9.36
2018-06-02,40,18.0,,0.18,7.199999999999999
2018-06-03,6,18.0,,0.18,1.08
2018-06-04,55,18.0,,0.18,9.9
2018-06-05,65,18.0,,0.18,11.7
2018-06-06,52,18.0,,0.18,9.36
2018-06-07,90,18.0,,0.18,16.2
2018-06-08,48,18.0,,0.18,8.64
2018-06-09,33,18.0,,0.18,5.9399999999999995
2018-06-10,22,18.0,,0.18,3.96
2018-06-11,59,18.0,,0.18,10.62
2018-06-12,65,18.0,,0.18,11.7
2018-06-13,67,18.0,,0.18,12.059999999999999
2018-06-14,65,18.0,,0.18,11.7
2018-06-15,68,18.0,,0.18,12.24
2018-06-16,28,18.0,,0.18,5.04
2018-06-17,34,18.0,,0.18,6.12
2018-06-18,62,18.0,,0.18,11.16
2018-06-19,70,18.0,,0.18,12.6
2018-06-20,63,18.0,,0.18,11.34
2018-06-21,38,18.0,,0.18,6.84
2018-06-22,57,18.0,,0.18,10.26
2018-06-23,22,18.0,,0.18,3.96
2018-06-24,34,18.0,,0.18,6.12
2018-06-25,56,18.0,,0.18,10.08
2018-06-26,100,18.0,,0.18,18.0
2018-06-27,80,18.0,,0.18,14.399999999999999
2018-06-28,58,18.0,,0.18,10.44
2018-06-29,45,18.0,,0.18,8.1
2018-06-30,28,18.0,,0.18,5.04
2018-07-01,15,19.0,False,0.19,2.85
2018-07-02,38,19.0,,0.19,7.22
2018-07-03,60,19.0,,0.19,11.4
2018-07-04,25,19.0,,0.19,4.75
2018-07-05,23,19.0,,0.19,4.37
2018-07-06,30,19.0,,0.19,5.7
2018-07-07,5,19.0,,0.19,0.95
2018-07-08,29,19.0,,0.19,5.51
2018-07-09,66,19.0,,0.19,12.540000000000001
2018-07-10,62,19.0,,0.19,11.78
2018-07-11,47,19.0,,0.19,8.93
2018-07-12,100,19.0,,0.19,19.0
2018-07-13,62,19.0,,0.19,11.78
2018-07-14,25,19.0,,0.19,4.75
2018-07-15,24,19.0,,0.19,4.5600000000000005
2018-07-16,60,19.0,,0.19,11.4
2018-07-17,38,19.0,,0.19,7.22
2018-07-18,68,19.0,,0.19,12.92
2018-07-19,44,19.0,,0.19,8.36
2018-07-20,39,19.0,,0.19,7.41
2018-07-21,20,19.0,,0.19,3.8
2018-07-22,15,19.0,,0.19,2.85
2018-07-23,51,19.0,,0.19,9.69
2018-07-24,72,19.0,,0.19,13.68
2018-07-25,96,19.0,,0.19,18.240000000000002
2018-07-26,69,19.0,,0.19,13.11
2018-07-27,97,19.0,,0.19,18.43
2018-07-28,35,19.0,,0.19,6.65
2018-07-29,20,19.0,,0.19,3.8
2018-07-30,86,19.0,,0.19,16.34
2018-07-31,54,19.0,,0.19,10.26
2018-08-01,53,19.0,False,0.19,10.07
2018-08-02,55,19.0,,0.19,10.45
2018-08-03,54,19.0,,0.19,10.26
2018-08-04,10,19.0,,0.19,1.9
2018-08-05,15,19.0,,0.19,2.85
2018-08-06,40,19.0,,0.19,7.6
2018-08-07,100,19.0,,0.19,19.0
2018-08-08,97,19.0,,0.19,18.43
2018-08-09,74,19.0,,0.19,14.06
2018-08-10,54,19.0,,0.19,10.26
2018-08-11,10,19.0,,0.19,1.9
2018-08-12,10,19.0,,0.19,1.9
2018-08-13,45,19.0,,0.19,8.55
2018-08-14,66,19.0,,0.19,12.540000000000001
2018-08-15,85,19.0,,0.19,16.15
2018-08-16,63,19.0,,0.19,11.97
2018-08-17,27,19.0,,0.19,5.13
2018-08-18,21,19.0,,0.19,3.99
2018-08-19,37,19.0,,0.19,7.03
2018-08-20,76,19.0,,0.19,14.44
2018-08-21,70,19.0,,0.19,13.3
2018-08-22,53,19.0,,0.19,10.07
2018-08-23,85,19.0,,0.19,16.15
2018-08-24,23,19.0,,0.19,4.37
2018-08-25,0,19.0,,0.19,0.0
2018-08-26,5,19.0,,0.19,0.95
2018-08-27,78,19.0,,0.19,14.82
2018-08-28,48,19.0,,0.19,9.120000000000001
2018-08-29,75,19.0,,0.19,14.25
2018-08-30,52,19.0,,0.19,9.88
2018-08-31,62,19.0,,0.19,11.78
2018-09-01,24,16.0,False,0.16,3.84
2018-09-02,5,16.0,,0.16,0.8
2018-09-03,18,16.0,,0.16,2.88
2018-09-04,60,16.0,,0.16,9.6
2018-09-05,51,16.0,,0.16,8.16
2018-09-06,27,16.0,,0.16,4.32
2018-09-07,59,16.0,,0.16,9.44
2018-09-08,28,16.0,,0.16,4.48
2018-09-09,18,16.0,,0.16,2.88
2018-09-10,43,16.0,,0.16,6.88
2018-09-11,39,16.0,,0.16,6.24
2018-09-12,43,16.0,,0.16,6.88
2018-09-13,55,16.0,,0.16,8.8
2018-09-14,48,16.0,,0.16,7.68
2018-09-15,19,16.0,,0.16,3.04
2018-09-16,19,16.0,,0.16,3.04
2018-09-17,43,16.0,,0.16,6.88
2018-09-18,70,16.0,,0.16,11.200000000000001
2018-09-19,69,16.0,,0.16,11.040000000000001
2018-09-20,100,16.0,,0.16,16.0
2018-09-21,81,16.0,,0.16,12.96
2018-09-22,44,16.0,,0.16,7.04
2018-09-23,19,16.0,,0.16,3.04
2018-09-24,55,16.0,,0.16,8.8
2018-09-25,32,16.0,,0.16,5.12
2018-09-26,39,16.0,,0.16,6.24
2018-09-27,44,16.0,,0.16,7.04
2018-09-28,45,16.0,,0.16,7.2
2018-09-29,19,16.0,,0.16,3.04
2018-09-30,28,16.0,,0.16,4.48
2018-10-01,42,18.0,False,0.18,7.56
2018-10-02,46,18.0,,0.18,8.28
2018-10-03,29,18.0,,0.18,5.22
2018-10-04,59,18.0,,0.18,10.62
2018-10-05,37,18.0,,0.18,6.66
2018-10-06,8,18.0,,0.18,1.44
2018-10-07,8,18.0,,0.18,1.44
2018-10-08,50,18.0,,0.18,9.0
2018-10-09,43,18.0,,0.18,7.739999999999999
2018-10-10,47,18.0,,0.18,8.459999999999999
2018-10-11,91,18.0,,0.18,16.38
2018-10-12,56,18.0,,0.18,10.08
2018-10-13,12,18.0,,0.18,2.16
2018-10-14,16,18.0,,0.18,2.88
2018-10-15,40,18.0,,0.18,7.199999999999999
2018-10-16,33,18.0,,0.18,5.9399999999999995
2018-10-17,43,18.0,,0.18,7.739999999999999
2018-10-18,44,18.0,,0.18,7.92
2018-10-19,17,18.0,,0.18,3.06
2018-10-20,8,18.0,,0.18,1.44
2018-10-21,12,18.0,,0.18,2.16
2018-10-22,39,18.0,,0.18,7.02
2018-10-23,29,18.0,,0.18,5.22
2018-10-24,64,18.0,,0.18,11.52
2018-10-25,100,18.0,,0.18,18.0
2018-10-26,38,18.0,,0.18,6.84
2018-10-27,4,18.0,,0.18,0.72
2018-10-28,20,18.0,,0.18,3.5999999999999996
2018-10-29,42,18.0,,0.18,7.56
2018-10-30,47,18.0,,0.18,8.459999999999999
2018-10-31,38,18.0,,0.18,6.84
2018-11-01,59,16.0,False,0.16,9.44
2018-11-02,92,16.0,,0.16,14.72
2018-11-03,12,16.0,,0.16,1.92
2018-11-04,17,16.0,,0.16,2.72
2018-11-05,93,16.0,,0.16,14.88
2018-11-06,45,16.0,,0.16,7.2
2018-11-07,53,16.0,,0.16,8.48
2018-11-08,49,16.0,,0.16,7.84
2018-11-09,31,16.0,,0.16,4.96
2018-11-10,18,16.0,,0.16,2.88
2018-11-11,24,16.0,,0.16,3.84
2018-11-12,50,16.0,,0.16,8.0
2018-11-13,39,16.0,,0.16,6.24
2018-11-14,75,16.0,,0.16,12.0
2018-11-15,100,16.0,,0.16,16.0
2018-11-16,72,16.0,,0.16,11.52
2018-11-17,12,16.0,,0.16,1.92
2018-11-18,12,16.0,,0.16,1.92
2018-11-19,73,16.0,,0.16,11.68
2018-11-20,73,16.0,,0.16,11.68
2018-11-21,50,16.0,,0.16,8.0
2018-11-22,36,16.0,,0.16,5.76
2018-11-23,34,16.0,,0.16,5.44
2018-11-24,17,16.0,,0.16,2.72
2018-11-25,0,16.0,,0.16,0.0
2018-11-26,60,16.0,,0.16,9.6
2018-11-27,96,16.0,,0.16,15.36
2018-11-28,59,16.0,,0.16,9.44
2018-11-29,69,16.0,,0.16,11.040000000000001
2018-11-30,74,16.0,,0.16,11.84
2018-12-01,28,17.0,False,0.17,4.760000000000001
2018-12-02,23,17.0,,0.17,3.91
2018-12-03,40,17.0,,0.17,6.800000000000001
2018-12-04,57,17.0,,0.17,9.690000000000001
2018-12-05,56,17.0,,0.17,9.520000000000001
2018-12-06,62,17.0,,0.17,10.540000000000001
2018-12-07,80,17.0,,0.17,13.600000000000001
2018-12-08,20,17.0,,0.17,3.4000000000000004
2018-12-09,19,17.0,,0.17,3.2300000000000004
2018-12-10,24,17.0,,0.17,4.08
2018-12-11,41,17.0,,0.17,6.970000000000001
2018-12-12,54,17.0,,0.17,9.180000000000001
2018-12-13,49,17.0,,0.17,8.33
2018-12-14,69,17.0,,0.17,11.73
2018-12-15,10,17.0,,0.17,1.7000000000000002
2018-12-16,25,17.0,,0.17,4.25
2018-12-17,69,17.0,,0.17,11.73
2018-12-18,79,17.0,,0.17,13.430000000000001
2018-12-19,69,17.0,,0.17,11.73
2018-12-20,31,17.0,,0.17,5.2700000000000005
2018-12-21,100,17.0,,0.17,17.0
2018-12-22,26,17.0,,0.17,4.42
2018-12-23,21,17.0,,0.17,3.5700000000000003
2018-12-24,92,17.0,,0.17,15.64
2018-12-25,17,17.0,,0.17,2.89
2018-12-26,58,17.0,,0.17,9.860000000000001
2018-12-27,54,17.0,,0.17,9.180000000000001
2018-12-28,40,17.0,,0.17,6.800000000000001
2018-12-29,30,17.0,,0.17,5.1000000000000005
2018-12-30,15,17.0,,0.17,2.5500000000000003
2018-12-31,50,17.0,,0.17,8.5
2019-01-01,31,16.0,False,0.16,4.96
2019-01-02,58,16.0,,0.16,9.28
2019-01-03,48,16.0,,0.16,7.68
2019-01-04,43,16.0,,0.16,6.88
2019-01-05,24,16.0,,0.16,3.84
2019-01-06,5,16.0,,0.16,0.8
2019-01-07,100,16.0,,0.16,16.0
2019-01-08,49,16.0,,0.16,7.84
2019-01-09,55,16.0,,0.16,8.8
2019-01-10,66,16.0,,0.16,10.56
2019-01-11,59,16.0,,0.16,9.44
2019-01-12,20,16.0,,0.16,3.2
2019-01-13,19,16.0,,0.16,3.04
2019-01-14,54,16.0,,0.16,8.64
2019-01-15,62,16.0,,0.16,9.92
2019-01-16,50,16.0,,0.16,8.0
2019-01-17,49,16.0,,0.16,7.84
2019-01-18,41,16.0,,0.16,6.5600000000000005
2019-01-19,43,16.0,,0.16,6.88
2019-01-20,23,16.0,,0.16,3.68
2019-01-21,17,16.0,,0.16,2.72
2019-01-22,77,16.0,,0.16,12.32
2019-01-23,65,16.0,,0.16,10.4
2019-01-24,57,16.0,,0.16,9.120000000000001
2019-01-25,46,16.0,,0.16,7.36
2019-01-26,29,16.0,,0.16,4.64
2019-01-27,20,16.0,,0.16,3.2
2019-01-28,24,16.0,,0.16,3.84
2019-01-29,64,16.0,,0.16,10.24
2019-01-30,48,16.0,,0.16,7.68
2019-01-31,45,16.0,,0.16,7.2
2019-02-01,74,17.0,False,0.17,12.58
2019-02-02,23,17.0,,0.17,3.91
2019-02-03,12,17.0,,0.17,2.04
2019-02-04,71,17.0,,0.17,12.07
2019-02-05,55,17.0,,0.17,9.350000000000001
2019-02-06,59,17.0,,0.17,10.030000000000001
2019-02-07,68,17.0,,0.17,11.56
2019-02-08,100,17.0,,0.17,17.0
2019-02-09,36,17.0,,0.17,6.12
2019-02-10,11,17.0,,0.17,1.87
2019-02-11,47,17.0,,0.17,7.99
2019-02-12,92,17.0,,0.17,15.64
2019-02-13,78,17.0,,0.17,13.260000000000002
2019-02-14,74,17.0,,0.17,12.58
2019-02-15,52,17.0,,0.17,8.84
2019-02-16,47,17.0,,0.17,7.99
2019-02-17,18,17.0,,0.17,3.06
2019-02-18,46,17.0,,0.17,7.82
2019-02-19,83,17.0,,0.17,14.110000000000001
2019-02-20,89,17.0,,0.17,15.13
2019-02-21,83,17.0,,0.17,14.110000000000001
2019-02-22,69,17.0,,0.17,11.73
2019-02-23,0,17.0,,0.17,0.0
2019-02-24,35,17.0,,0.17,5.95
2019-02-25,81,17.0,,0.17,13.770000000000001
2019-02-26,79,17.0,,0.17,13.430000000000001
2019-02-27,47,17.0,,0.17,7.99
2019-02-28,74,17.0,,0.17,12.58
2019-03-01,22,16.0,False,0.16,3.52
2019-03-02,25,16.0,,0.16,4.0
2019-03-03,20,16.0,,0.16,3.2
2019-03-04,48,16.0,,0.16,7.68
2019-03-05,57,16.0,,0.16,9.120000000000001
2019-03-06,59,16.0,,0.16,9.44
2019-03-07,44,16.0,,0.16,7.04
2019-03-08,58,16.0,,0.16,9.28
2019-03-09,5,16.0,,0.16,0.8
2019-03-10,5,16.0,,0.16,0.8
2019-03-11,61,16.0,,0.16,9.76
2019-03-12,48,16.0,,0.16,7.68
2019-03-13,62,16.0,,0.16,9.92
2019-03-14,62,16.0,,0.16,9.92
2019-03-15,84,16.0,,0.16,13.44
2019-03-16,21,16.0,,0.16,3.36
2019-03-17,22,16.0,,0.16,3.52
2019-03-18,91,16.0,,0.16,14.56
2019-03-19,100,16.0,,0.16,16.0
2019-03-20,36,16.0,,0.16,5.76
2019-03-21,45,16.0,,0.16,7.2
2019-03-22,54,16.0,,0.16,8.64
2019-03-23,42,16.0,,0.16,6.72
2019-03-24,20,16.0,,0.16,3.2
2019-03-25,31,16.0,,0.16,4.96
2019-03-26,45,16.0,,0.16,7.2
2019-03-27,77,16.0,,0.16,12.32
2019-03-28,45,16.0,,0.16,7.2
2019-03-29,41,16.0,,0.16,6.5600000000000005
2019-03-30,16,16.0,,0.16,2.56
2019-03-31,15,16.0,,0.16,2.4
2019-04-01,98,17.0,False,0.17,16.66
2019-04-02,69,17.0,,0.17,11.73
2019-04-03,100,17.0,,0.17,17.0
2019-04-04,78,17.0,,0.17,13.260000000000002
2019-04-05,72,17.0,,0.17,12.24
2019-04-06,24,17.0,,0.17,4.08
2019-04-07,18,17.0,,0.17,3.06
2019-04-08,59,17.0,,0.17,10.030000000000001
2019-04-09,73,17.0,,0.17,12.41
2019-04-10,69,17.0,,0.17,11.73
2019-04-11,54,17.0,,0.17,9.180000000000001
2019-04-12,41,17.0,,0.17,6.970000000000001
2019-04-13,12,17.0,,0.17,2.04
2019-04-14,6,17.0,,0.17,1.02
2019-04-15,69,17.0,,0.17,11.73
2019-04-16,59,17.0,,0.17,10.030000000000001
2019-04-17,92,17.0,,0.17,15.64
2019-04-18,51,17.0,,0.17,8.67
2019-04-19,54,17.0,,0.17,9.180000000000001
2019-04-20,18,17.0,,0.17,3.06
2019-04-21,7,17.0,,0.17,1.1900000000000002
2019-04-22,67,17.0,,0.17,11.39
2019-04-23,86,17.0,,0.17,14.620000000000001
2019-04-24,71,17.0,,0.17,12.07
2019-04-25,73,17.0,,0.17,12.41
2019-04-26,55,17.0,,0.17,9.350000000000001
2019-04-27,30,17.0,,0.17,5.1000000000000005
2019-04-28,18,17.0,,0.17,3.06
2019-04-29,69,17.0,,0.17,11.73
2019-04-30,68,17.0,,0.17,11.56
2019-05-01,60,17.0,False,0.17,10.200000000000001
2019-05-02,64,17.0,,0.17,10.88
2019-05-03,55,17.0,,0.17,9.350000000000001
2019-05-04,26,17.0,,0.17,4.42
2019-05-05,46,17.0,,0.17,7.82
2019-05-06,64,17.0,,0.17,10.88
2019-05-07,59,17.0,,0.17,10.030000000000001
2019-05-08,71,17.0,,0.17,12.07
2019-05-09,65,17.0,,0.17,11.05
2019-05-10,45,17.0,,0.17,7.65
2019-05-11,34,17.0,,0.17,5.78
2019-05-12,7,17.0,,0.17,1.1900000000000002
2019-05-13,100,17.0,,0.17,17.0
2019-05-14,72,17.0,,0.17,12.24
2019-05-15,89,17.0,,0.17,15.13
2019-05-16,87,17.0,,0.17,14.790000000000001
2019-05-17,62,17.0,,0.17,10.540000000000001
2019-05-18,34,17.0,,0.17,5.78
2019-05-19,13,17.0,,0.17,2.21
2019-05-20,71,17.0,,0.17,12.07
2019-05-21,98,17.0,,0.17,16.66
2019-05-22,95,17.0,,0.17,16.150000000000002
2019-05-23,61,17.0,,0.17,10.370000000000001
2019-05-24,64,17.0,,0.17,10.88
2019-05-25,0,17.0,,0.17,0.0
2019-05-26,0,17.0,,0.17,0.0
2019-05-27,13,17.0,,0.17,2.21
2019-05-28,67,17.0,,0.17,11.39
2019-05-29,81,17.0,,0.17,13.770000000000001
2019-05-30,87,17.0,,0.17,14.790000000000001
2019-05-31,68,17.0,,0.17,11.56
2019-06-01,30,15.0,False,0.15,4.5
2019-06-02,51,15.0,,0.15,7.6499999999999995
2019-06-03,80,15.0,,0.15,12.0
2019-06-04,92,15.0,,0.15,13.799999999999999
2019-06-05,75,15.0,,0.15,11.25
2019-06-06,89,15.0,,0.15,13.35
2019-06-07,91,15.0,,0.15,13.65
2019-06-08,22,15.0,,0.15,3.3
2019-06-09,30,15.0,,0.15,4.5
2019-06-10,100,15.0,,0.15,15.0
2019-06-11,88,15.0,,0.15,13.2
2019-06-12,63,15.0,,0.15,9.45
2019-06-13,51,15.0,,0.15,7.6499999999999995
2019-06-14,69,15.0,,0.15,10.35
2019-06-15,22,15.0,,0.15,3.3
2019-06-16,37,15.0,,0.15,5.55
2019-06-17,70,15.0,,0.15,10.5
2019-06-18,87,15.0,,0.15,13.049999999999999
2019-06-19,62,15.0,,0.15,9.299999999999999
2019-06-20,75,15.0,,0.15,11.25
2019-06-21,98,15.0,,0.15,14.7
2019-06-22,0,15.0,,0.15,0.0
2019-06-23,46,15.0,,0.15,6.8999999999999995
2019-06-24,63,15.0,,0.15,9.45
2019-06-25,58,15.0,,0.15,8.7
2019-06-26,94,15.0,,0.15,14.1
2019-06-27,38,15.0,,0.15,5.7
2019-06-28,81,15.0,,0.15,12.15
2019-06-29,30,15.0,,0.15,4.5
2019-06-30,8,15.0,,0.15,1.2
2019-07-01,49,14.0,False,0.14,6.86
2019-07-02,61,14.0,,0.14,8.540000000000001
2019-07-03,74,14.0,,0.14,10.360000000000001
2019-07-04,14,14.0,,0.14,1.9600000000000002
2019-07-05,63,14.0,,0.14,8.82
2019-07-06,28,14.0,,0.14,3.9200000000000004
2019-07-07,34,14.0,,0.14,4.760000000000001
2019-07-08,83,14.0,,0.14,11.620000000000001
2019-07-09,49,14.0,,0.14,6.86
2019-07-10,61,14.0,,0.14,8.540000000000001
2019-07-11,72,14.0,,0.14,10.080000000000002
2019-07-12,100,14.0,,0.14,14.000000000000002
2019-07-13,29,14.0,,0.14,4.0600000000000005
2019-07-14,43,14.0,,0.14,6.0200000000000005
2019-07-15,43,14.0,,0.14,6.0200000000000005
2019-07-16,88,14.0,,0.14,12.32
2019-07-17,96,14.0,,0.14,13.440000000000001
2019-07-18,49,14.0,,0.14,6.86
2019-07-19,38,14.0,,0.14,5.32
2019-07-20,28,14.0,,0.14,3.9200000000000004
2019-07-21,7,14.0,,0.14,0.9800000000000001
2019-07-22,86,14.0,,0.14,12.040000000000001
2019-07-23,49,14.0,,0.14,6.86
2019-07-24,70,14.0,,0.14,9.8
2019-07-25,88,14.0,,0.14,12.32
2019-07-26,32,14.0,,0.14,4.48
2019-07-27,22,14.0,,0.14,3.08
2019-07-28,22,14.0,,0.14,3.08
2019-07-29,93,14.0,,0.14,13.020000000000001
2019-07-30,31,14.0,,0.14,4.340000000000001
2019-07-31,95,14.0,,0.14,13.3
2019-08-01,35,16.0,False,0.16,5.6000000000000005
2019-08-02,42,16.0,,0.16,6.72
2019-08-03,41,16.0,,0.16,6.5600000000000005
2019-08-04,35,16.0,,0.16,5.6000000000000005
2019-08-05,62,16.0,,0.16,9.92
2019-08-06,81,16.0,,0.16,12.96
2019-08-07,72,16.0,,0.16,11.52
2019-08-08,41,16.0,,0.16,6.5600000000000005
2019-08-09,57,16.0,,0.16,9.120000000000001
2019-08-10,12,16.0,,0.16,1.92
2019-08-11,12,16.0,,0.16,1.92
2019-08-12,100,16.0,,0.16,16.0
2019-08-13,85,16.0,,0.16,13.6
2019-08-14,87,16.0,,0.16,13.92
2019-08-15,98,16.0,,0.16,15.68
2019-08-16,50,16.0,,0.16,8.0
