date,OUT_unscaled,OUT_monthly,isPartial,scale,OUT
2017-12-24,90,80.0,,0.8,72.0
2017-12-25,99,80.0,,0.8,79.2
2017-12-26,94,80.0,,0.8,75.2
2017-12-27,95,80.0,,0.8,76.0
2017-12-28,94,80.0,,0.8,75.2
2017-12-29,95,80.0,,0.8,76.0
2017-12-30,98,80.0,,0.8,78.4
2017-12-31,93,80.0,,0.8,74.4
2018-01-01,93,83.0,False,0.83,77.19
2018-01-02,92,83.0,,0.83,76.36
2018-01-03,88,83.0,,0.83,73.03999999999999
2018-01-04,91,83.0,,0.83,75.53
2018-01-05,93,83.0,,0.83,77.19
2018-01-06,100,83.0,,0.83,83.0
2018-01-07,97,83.0,,0.83,80.50999999999999
2018-01-08,90,83.0,,0.83,74.7
2018-01-09,89,83.0,,0.83,73.86999999999999
2018-01-10,90,83.0,,0.83,74.7
2018-01-11,88,83.0,,0.83,73.03999999999999
2018-01-12,89,83.0,,0.83,73.86999999999999
2018-01-13,100,83.0,,0.83,83.0
2018-01-14,95,83.0,,0.83,78.85
2018-01-15,92,83.0,,0.83,76.36
2018-01-16,87,83.0,,0.83,72.21
2018-01-17,89,83.0,,0.83,73.86999999999999
2018-01-18,93,83.0,,0.83,77.19
2018-01-19,90,83.0,,0.83,74.7
2018-01-20,97,83.0,,0.83,80.50999999999999
2018-01-21,96,83.0,,0.83,79.67999999999999
2018-01-22,91,83.0,,0.83,75.53
2018-01-23,92,83.0,,0.83,76.36
2018-01-24,90,83.0,,0.83,74.7
2018-01-25,92,83.0,,0.83,76.36
2018-01-26,93,83.0,,0.83,77.19
2018-01-27,100,83.0,,0.83,83.0
2018-01-28,100,83.0,,0.83,83.0
2018-01-29,88,83.0,,0.83,73.03999999999999
2018-01-30,91,83.0,,0.83,75.53
2018-01-31,88,83.0,,0.83,73.03999999999999
2018-02-01,92,84.0,False,0.84,77.28
2018-02-02,90,84.0,,0.84,75.6
2018-02-03,96,84.0,,0.84,80.64
2018-02-04,95,84.0,,0.84,79.8
2018-02-05,86,84.0,,0.84,72.24
2018-02-06,91,84.0,,0.84,76.44
2018-02-07,89,84.0,,0.84,74.75999999999999
2018-02-08,90,84.0,,0.84,75.6
2018-02-09,90,84.0,,0.84,75.6
2018-02-10,94,84.0,,0.84,78.96
2018-02-11,100,84.0,,0.84,84.0
2018-02-12,90,84.0,,0.84,75.6
2018-02-13,87,84.0,,0.84,73.08
2018-02-14,87,84.0,,0.84,73.08
2018-02-15,87,84.0,,0.84,73.08
2018-02-16,90,84.0,,0.84,75.6
2018-02-17,96,84.0,,0.84,80.64
2018-02-18,97,84.0,,0.84,81.48
2018-02-19,95,84.0,,0.84,79.8
2018-02-20,94,84.0,,0.84,78.96
2018-02-21,92,84.0,,0.84,77.28
2018-02-22,91,84.0,,0.84,76.44
2018-02-23,93,84.0,,0.84,78.11999999999999
2018-02-24,95,84.0,,0.84,79.8
2018-02-25,100,84.0,,0.84,84.0
2018-02-26,94,84.0,,0.84,78.96
2018-02-27,91,84.0,,0.84,76.44
2018-02-28,92,84.0,,0.84,77.28
2018-03-01,80,87.0,False,0.87,69.6
2018-03-02,81,87.0,,0.87,70.47
2018-03-03,89,87.0,,0.87,77.42999999999999
2018-03-04,92,87.0,,0.87,80.04
2018-03-05,100,87.0,,0.87,87.0
2018-03-06,88,87.0,,0.87,76.56
2018-03-07,79,87.0,,0.87,68.73
2018-03-08,81,87.0,,0.87,70.47
2018-03-09,81,87.0,,0.87,70.47
2018-03-10,88,87.0,,0.87,76.56
2018-03-11,89,87.0,,0.87,77.42999999999999
2018-03-12,85,87.0,,0.87,73.95
2018-03-13,88,87.0,,0.87,76.56
2018-03-14,99,87.0,,0.87,86.13
2018-03-15,87,87.0,,0.87,75.69
2018-03-16,81,87.0,,0.87,70.47
2018-03-17,86,87.0,,0.87,74.82
2018-03-18,89,87.0,,0.87,77.42999999999999
2018-03-19,80,87.0,,0.87,69.6
2018-03-20,76,87.0,,0.87,66.12
2018-03-21,79,87.0,,0.87,68.73
2018-03-22,81,87.0,,0.87,70.47
2018-03-23,84,87.0,,0.87,73.08
2018-03-24,88,87.0,,0.87,76.56
2018-03-25,92,87.0,,0.87,80.04
2018-03-26,86,87.0,,0.87,74.82
2018-03-27,84,87.0,,0.87,73.08
2018-03-28,82,87.0,,0.87,71.34
2018-03-29,84,87.0,,0.87,73.08
2018-03-30,82,87.0,,0.87,71.34
2018-03-31,90,87.0,,0.87,78.3
2018-04-01,100,86.0,False,0.86,86.0
2018-04-02,93,86.0,,0.86,79.98
2018-04-03,91,86.0,,0.86,78.26
2018-04-04,91,86.0,,0.86,78.26
2018-04-05,92,86.0,,0.86,79.12
2018-04-06,91,86.0,,0.86,78.26
2018-04-07,91,86.0,,0.86,78.26
2018-04-08,96,86.0,,0.86,82.56
2018-04-09,91,86.0,,0.86,78.26
2018-04-10,92,86.0,,0.86,79.12
2018-04-11,88,86.0,,0.86,75.67999999999999
2018-04-12,90,86.0,,0.86,77.4
2018-04-13,90,86.0,,0.86,77.4
2018-04-14,97,86.0,,0.86,83.42
2018-04-15,99,86.0,,0.86,85.14
2018-04-16,90,86.0,,0.86,77.4
2018-04-17,91,86.0,,0.86,78.26
2018-04-18,93,86.0,,0.86,79.98
2018-04-19,91,86.0,,0.86,78.26
2018-04-20,92,86.0,,0.86,79.12
2018-04-21,100,86.0,,0.86,86.0
2018-04-22,99,86.0,,0.86,85.14
2018-04-23,92,86.0,,0.86,79.12
2018-04-24,94,86.0,,0.86,80.84
2018-04-25,90,86.0,,0.86,77.4
2018-04-26,89,86.0,,0.86,76.53999999999999
2018-04-27,91,86.0,,0.86,78.26
2018-04-28,96,86.0,,0.86,82.56
2018-04-29,99,86.0,,0.86,85.14
2018-04-30,91,86.0,,0.86,78.26
2018-05-01,93,87.0,False,0.87,80.91
2018-05-02,89,87.0,,0.87,77.42999999999999
2018-05-03,93,87.0,,0.87,80.91
2018-05-04,91,87.0,,0.87,79.17
2018-05-05,92,87.0,,0.87,80.04
2018-05-06,99,87.0,,0.87,86.13
2018-05-07,95,87.0,,0.87,82.65
2018-05-08,91,87.0,,0.87,79.17
2018-05-09,93,87.0,,0.87,80.91
2018-05-10,91,87.0,,0.87,79.17
2018-05-11,89,87.0,,0.87,77.42999999999999
2018-05-12,97,87.0,,0.87,84.39
2018-05-13,98,87.0,,0.87,85.26
2018-05-14,93,87.0,,0.87,80.91
2018-05-15,96,87.0,,0.87,83.52
2018-05-16,90,87.0,,0.87,78.3
2018-05-17,92,87.0,,0.87,80.04
2018-05-18,92,87.0,,0.87,80.04
2018-05-19,92,87.0,,0.87,80.04
2018-05-20,96,87.0,,0.87,83.52
2018-05-21,91,87.0,,0.87,79.17
2018-05-22,88,87.0,,0.87,76.56
2018-05-23,91,87.0,,0.87,79.17
2018-05-24,95,87.0,,0.87,82.65
2018-05-25,94,87.0,,0.87,81.78
2018-05-26,96,87.0,,0.87,83.52
2018-05-27,100,87.0,,0.87,87.0
2018-05-28,100,87.0,,0.87,87.0
2018-05-29,91,87.0,,0.87,79.17
2018-05-30,90,87.0,,0.87,78.3
2018-05-31,91,87.0,,0.87,79.17
2018-06-01,87,86.0,False,0.86,74.82
2018-06-02,91,86.0,,0.86,78.26
2018-06-03,95,86.0,,0.86,81.7
2018-06-04,86,86.0,,0.86,73.96
2018-06-05,88,86.0,,0.86,75.67999999999999
2018-06-06,87,86.0,,0.86,74.82
2018-06-07,88,86.0,,0.86,75.67999999999999
2018-06-08,85,86.0,,0.86,73.1
2018-06-09,91,86.0,,0.86,78.26
2018-06-10,95,86.0,,0.86,81.7
2018-06-11,89,86.0,,0.86,76.53999999999999
2018-06-12,90,86.0,,0.86,77.4
2018-06-13,91,86.0,,0.86,78.26
2018-06-14,91,86.0,,0.86,78.26
2018-06-15,91,86.0,,0.86,78.26
2018-06-16,91,86.0,,0.86,78.26
2018-06-17,95,86.0,,0.86,81.7
2018-06-18,89,86.0,,0.86,76.53999999999999
2018-06-19,87,86.0,,0.86,74.82
2018-06-20,90,86.0,,0.86,77.4
2018-06-21,87,86.0,,0.86,74.82
2018-06-22,86,86.0,,0.86,73.96
2018-06-23,90,86.0,,0.86,77.4
2018-06-24,100,86.0,,0.86,86.0
2018-06-25,88,86.0,,0.86,75.67999999999999
2018-06-26,87,86.0,,0.86,74.82
2018-06-27,87,86.0,,0.86,74.82
2018-06-28,90,86.0,,0.86,77.4
2018-06-29,94,86.0,,0.86,80.84
2018-06-30,94,86.0,,0.86,80.84
2018-07-01,97,87.0,False,0.87,84.39
2018-07-02,91,87.0,,0.87,79.17
2018-07-03,90,87.0,,0.87,78.3
2018-07-04,93,87.0,,0.87,80.91
2018-07-05,89,87.0,,0.87,77.42999999999999
2018-07-06,90,87.0,,0.87,78.3
2018-07-07,94,87.0,,0.87,81.78
2018-07-08,98,87.0,,0.87,85.26
2018-07-09,89,87.0,,0.87,77.42999999999999
2018-07-10,91,87.0,,0.87,79.17
2018-07-11,88,87.0,,0.87,76.56
2018-07-12,93,87.0,,0.87,80.91
2018-07-13,94,87.0,,0.87,81.78
2018-07-14,95,87.0,,0.87,82.65
2018-07-15,95,87.0,,0.87,82.65
2018-07-16,92,87.0,,0.87,80.04
2018-07-17,94,87.0,,0.87,81.78
2018-07-18,91,87.0,,0.87,79.17
2018-07-19,93,87.0,,0.87,80.91
2018-07-20,96,87.0,,0.87,83.52
2018-07-21,100,87.0,,0.87,87.0
2018-07-22,100,87.0,,0.87,87.0
2018-07-23,97,87.0,,0.87,84.39
2018-07-24,92,87.0,,0.87,80.04
2018-07-25,93,87.0,,0.87,80.91
2018-07-26,88,87.0,,0.87,76.56
2018-07-27,95,87.0,,0.87,82.65
2018-07-28,98,87.0,,0.87,85.26
2018-07-29,99,87.0,,0.87,86.13
2018-07-30,93,87.0,,0.87,80.91
2018-07-31,91,87.0,,0.87,79.17
2018-08-01,92,89.0,False,0.89,81.88
2018-08-02,92,89.0,,0.89,81.88
2018-08-03,95,89.0,,0.89,84.55
2018-08-04,98,89.0,,0.89,87.22
2018-08-05,96,89.0,,0.89,85.44
2018-08-06,92,89.0,,0.89,81.88
2018-08-07,97,89.0,,0.89,86.33
2018-08-08,93,89.0,,0.89,82.77
2018-08-09,93,89.0,,0.89,82.77
2018-08-10,92,89.0,,0.89,81.88
2018-08-11,96,89.0,,0.89,85.44
2018-08-12,100,89.0,,0.89,89.0
2018-08-13,92,89.0,,0.89,81.88
2018-08-14,89,89.0,,0.89,79.21000000000001
2018-08-15,87,89.0,,0.89,77.43
2018-08-16,90,89.0,,0.89,80.1
2018-08-17,91,89.0,,0.89,80.99
2018-08-18,100,89.0,,0.89,89.0
2018-08-19,95,89.0,,0.89,84.55
2018-08-20,89,89.0,,0.89,79.21000000000001
2018-08-21,87,89.0,,0.89,77.43
2018-08-22,86,89.0,,0.89,76.54
2018-08-23,90,89.0,,0.89,80.1
2018-08-24,89,89.0,,0.89,79.21000000000001
2018-08-25,97,89.0,,0.89,86.33
2018-08-26,96,89.0,,0.89,85.44
2018-08-27,87,89.0,,0.89,77.43
2018-08-28,88,89.0,,0.89,78.32000000000001
2018-08-29,88,89.0,,0.89,78.32000000000001
2018-08-30,90,89.0,,0.89,80.1
2018-08-31,92,89.0,,0.89,81.88
2018-09-01,99,83.0,False,0.83,82.17
2018-09-02,100,83.0,,0.83,83.0
2018-09-03,100,83.0,,0.83,83.0
2018-09-04,91,83.0,,0.83,75.53
2018-09-05,92,83.0,,0.83,76.36
2018-09-06,88,83.0,,0.83,73.03999999999999
2018-09-07,88,83.0,,0.83,73.03999999999999
2018-09-08,96,83.0,,0.83,79.67999999999999
2018-09-09,97,83.0,,0.83,80.50999999999999
2018-09-10,90,83.0,,0.83,74.7
2018-09-11,88,83.0,,0.83,73.03999999999999
2018-09-12,94,83.0,,0.83,78.02
2018-09-13,90,83.0,,0.83,74.7
2018-09-14,90,83.0,,0.83,74.7
2018-09-15,98,83.0,,0.83,81.33999999999999
2018-09-16,97,83.0,,0.83,80.50999999999999
2018-09-17,91,83.0,,0.83,75.53
2018-09-18,92,83.0,,0.83,76.36
2018-09-19,92,83.0,,0.83,76.36
2018-09-20,90,83.0,,0.83,74.7
2018-09-21,89,83.0,,0.83,73.86999999999999
2018-09-22,96,83.0,,0.83,79.67999999999999
2018-09-23,97,83.0,,0.83,80.50999999999999
2018-09-24,93,83.0,,0.83,77.19
2018-09-25,91,83.0,,0.83,75.53
2018-09-26,93,83.0,,0.83,77.19
2018-09-27,90,83.0,,0.83,74.7
2018-09-28,92,83.0,,0.83,76.36
2018-09-29,96,83.0,,0.83,79.67999999999999
2018-09-30,100,83.0,,0.83,83.0
2018-10-01,94,85.0,False,0.85,79.89999999999999
2018-10-02,96,85.0,,0.85,81.6
2018-10-03,94,85.0,,0.85,79.89999999999999
2018-10-04,93,85.0,,0.85,79.05
2018-10-05,93,85.0,,0.85,79.05
2018-10-06,95,85.0,,0.85,80.75
2018-10-07,100,85.0,,0.85,85.0
2018-10-08,95,85.0,,0.85,80.75
2018-10-09,96,85.0,,0.85,81.6
2018-10-10,97,85.0,,0.85,82.45
2018-10-11,100,85.0,,0.85,85.0
2018-10-12,97,85.0,,0.85,82.45
2018-10-13,95,85.0,,0.85,80.75
2018-10-14,98,85.0,,0.85,83.3
2018-10-15,95,85.0,,0.85,80.75
2018-10-16,91,85.0,,0.85,77.35
2018-10-17,89,85.0,,0.85,75.64999999999999
2018-10-18,94,85.0,,0.85,79.89999999999999
2018-10-19,93,85.0,,0.85,79.05
2018-10-20,94,85.0,,0.85,79.89999999999999
2018-10-21,97,85.0,,0.85,82.45
2018-10-22,93,85.0,,0.85,79.05
2018-10-23,90,85.0,,0.85,76.5
2018-10-24,91,85.0,,0.85,77.35
2018-10-25,91,85.0,,0.85,77.35
2018-10-26,90,85.0,,0.85,76.5
2018-10-27,96,85.0,,0.85,81.6
2018-10-28,97,85.0,,0.85,82.45
2018-10-29,89,85.0,,0.85,75.64999999999999
2018-10-30,91,85.0,,0.85,77.35
2018-10-31,94,85.0,,0.85,79.89999999999999
2018-11-01,96,80.0,False,0.8,76.80000000000001
2018-11-02,95,80.0,,0.8,76.0
2018-11-03,100,80.0,,0.8,80.0
2018-11-04,99,80.0,,0.8,79.2
2018-11-05,94,80.0,,0.8,75.2
2018-11-06,98,80.0,,0.8,78.4
2018-11-07,83,80.0,,0.8,66.4
2018-11-08,93,80.0,,0.8,74.4
2018-11-09,90,80.0,,0.8,72.0
2018-11-10,92,80.0,,0.8,73.60000000000001
2018-11-11,97,80.0,,0.8,77.60000000000001
2018-11-12,91,80.0,,0.8,72.8
2018-11-13,90,80.0,,0.8,72.0
2018-11-14,92,80.0,,0.8,73.60000000000001
2018-11-15,90,80.0,,0.8,72.0
2018-11-16,86,80.0,,0.8,68.8
2018-11-17,94,80.0,,0.8,75.2
2018-11-18,95,80.0,,0.8,76.0
2018-11-19,92,80.0,,0.8,73.60000000000001
2018-11-20,90,80.0,,0.8,72.0
2018-11-21,93,80.0,,0.8,74.4
2018-11-22,91,80.0,,0.8,72.8
2018-11-23,82,80.0,,0.8,65.60000000000001
2018-11-24,91,80.0,,0.8,72.8
2018-11-25,93,80.0,,0.8,74.4
2018-11-26,85,80.0,,0.8,68.0
2018-11-27,91,80.0,,0.8,72.8
2018-11-28,94,80.0,,0.8,75.2
2018-11-29,88,80.0,,0.8,70.4
2018-11-30,91,80.0,,0.8,72.8
2018-12-01,93,82.0,False,0.82,76.25999999999999
2018-12-02,96,82.0,,0.82,78.72
2018-12-03,93,82.0,,0.82,76.25999999999999
2018-12-04,92,82.0,,0.82,75.44
2018-12-05,91,82.0,,0.82,74.61999999999999
2018-12-06,93,82.0,,0.82,76.25999999999999
2018-12-07,93,82.0,,0.82,76.25999999999999
2018-12-08,94,82.0,,0.82,77.08
2018-12-09,97,82.0,,0.82,79.53999999999999
2018-12-10,94,82.0,,0.82,77.08
2018-12-11,91,82.0,,0.82,74.61999999999999
2018-12-12,93,82.0,,0.82,76.25999999999999
2018-12-13,92,82.0,,0.82,75.44
2018-12-14,94,82.0,,0.82,77.08
2018-12-15,96,82.0,,0.82,78.72
2018-12-16,93,82.0,,0.82,76.25999999999999
2018-12-17,88,82.0,,0.82,72.16
2018-12-18,89,82.0,,0.82,72.97999999999999
2018-12-19,90,82.0,,0.82,73.8
2018-12-20,95,82.0,,0.82,77.89999999999999
2018-12-21,92,82.0,,0.82,75.44
2018-12-22,92,82.0,,0.82,75.44
2018-12-23,95,82.0,,0.82,77.89999999999999
2018-12-24,92,82.0,,0.82,75.44
2018-12-25,97,82.0,,0.82,79.53999999999999
2018-12-26,97,82.0,,0.82,79.53999999999999
2018-12-27,92,82.0,,0.82,75.44
2018-12-28,92,82.0,,0.82,75.44
2018-12-29,99,82.0,,0.82,81.17999999999999
2018-12-30,100,82.0,,0.82,82.0
2018-12-31,93,82.0,,0.82,76.25999999999999
2019-01-01,96,82.0,False,0.82,78.72
2019-01-02,93,82.0,,0.82,76.25999999999999
2019-01-03,89,82.0,,0.82,72.97999999999999
2019-01-04,91,82.0,,0.82,74.61999999999999
2019-01-05,94,82.0,,0.82,77.08
2019-01-06,93,82.0,,0.82,76.25999999999999
2019-01-07,88,82.0,,0.82,72.16
2019-01-08,87,82.0,,0.82,71.33999999999999
2019-01-09,90,82.0,,0.82,73.8
2019-01-10,88,82.0,,0.82,72.16
2019-01-11,87,82.0,,0.82,71.33999999999999
2019-01-12,91,82.0,,0.82,74.61999999999999
2019-01-13,92,82.0,,0.82,75.44
2019-01-14,89,82.0,,0.82,72.97999999999999
2019-01-15,91,82.0,,0.82,74.61999999999999
2019-01-16,91,82.0,,0.82,74.61999999999999
2019-01-17,92,82.0,,0.82,75.44
2019-01-18,86,82.0,,0.82,70.52
2019-01-19,92,82.0,,0.82,75.44
2019-01-20,95,82.0,,0.82,77.89999999999999
2019-01-21,90,82.0,,0.82,73.8
2019-01-22,86,82.0,,0.82,70.52
2019-01-23,86,82.0,,0.82,70.52
2019-01-24,90,82.0,,0.82,73.8
2019-01-25,92,82.0,,0.82,75.44
2019-01-26,97,82.0,,0.82,79.53999999999999
2019-01-27,100,82.0,,0.82,82.0
2019-01-28,87,82.0,,0.82,71.33999999999999
2019-01-29,88,82.0,,0.82,72.16
2019-01-30,95,82.0,,0.82,77.89999999999999
2019-01-31,89,82.0,,0.82,72.97999999999999
2019-02-01,88,83.0,False,0.83,73.03999999999999
2019-02-02,93,83.0,,0.83,77.19
2019-02-03,93,83.0,,0.83,77.19
2019-02-04,88,83.0,,0.83,73.03999999999999
2019-02-05,88,83.0,,0.83,73.03999999999999
2019-02-06,90,83.0,,0.83,74.7
2019-02-07,87,83.0,,0.83,72.21
2019-02-08,90,83.0,,0.83,74.7
2019-02-09,96,83.0,,0.83,79.67999999999999
2019-02-10,94,83.0,,0.83,78.02
2019-02-11,87,83.0,,0.83,72.21
2019-02-12,87,83.0,,0.83,72.21
2019-02-13,89,83.0,,0.83,73.86999999999999
2019-02-14,88,83.0,,0.83,73.03999999999999
2019-02-15,91,83.0,,0.83,75.53
2019-02-16,97,83.0,,0.83,80.50999999999999
2019-02-17,100,83.0,,0.83,83.0
2019-02-18,91,83.0,,0.83,75.53
2019-02-19,91,83.0,,0.83,75.53
2019-02-20,92,83.0,,0.83,76.36
2019-02-21,89,83.0,,0.83,73.86999999999999
2019-02-22,92,83.0,,0.83,76.36
2019-02-23,95,83.0,,0.83,78.85
2019-02-24,97,83.0,,0.83,80.50999999999999
2019-02-25,89,83.0,,0.83,73.86999999999999
2019-02-26,90,83.0,,0.83,74.7
2019-02-27,88,83.0,,0.83,73.03999999999999
2019-02-28,87,83.0,,0.83,72.21
2019-03-01,88,85.0,False,0.85,74.8
2019-03-02,96,85.0,,0.85,81.6
2019-03-03,96,85.0,,0.85,81.6
2019-03-04,93,85.0,,0.85,79.05
2019-03-05,89,85.0,,0.85,75.64999999999999
2019-03-06,88,85.0,,0.85,74.8
2019-03-07,89,85.0,,0.85,75.64999999999999
2019-03-08,88,85.0,,0.85,74.8
2019-03-09,95,85.0,,0.85,80.75
2019-03-10,97,85.0,,0.85,82.45
2019-03-11,91,85.0,,0.85,77.35
2019-03-12,90,85.0,,0.85,76.5
2019-03-13,90,85.0,,0.85,76.5
2019-03-14,90,85.0,,0.85,76.5
2019-03-15,91,85.0,,0.85,77.35
2019-03-16,95,85.0,,0.85,80.75
2019-03-17,97,85.0,,0.85,82.45
2019-03-18,92,85.0,,0.85,78.2
2019-03-19,93,85.0,,0.85,79.05
2019-03-20,94,85.0,,0.85,79.89999999999999
2019-03-21,92,85.0,,0.85,78.2
2019-03-22,93,85.0,,0.85,79.05
2019-03-23,93,85.0,,0.85,79.05
2019-03-24,98,85.0,,0.85,83.3
2019-03-25,92,85.0,,0.85,78.2
2019-03-26,91,85.0,,0.85,77.35
2019-03-27,92,85.0,,0.85,78.2
2019-03-28,93,85.0,,0.85,79.05
2019-03-29,93,85.0,,0.85,79.05
2019-03-30,97,85.0,,0.85,82.45
2019-03-31,100,85.0,,0.85,85.0
2019-04-01,91,84.0,False,0.84,76.44
2019-04-02,92,84.0,,0.84,77.28
2019-04-03,91,84.0,,0.84,76.44
2019-04-04,89,84.0,,0.84,74.75999999999999
2019-04-05,92,84.0,,0.84,77.28
2019-04-06,96,84.0,,0.84,80.64
2019-04-07,99,84.0,,0.84,83.16
2019-04-08,89,84.0,,0.84,74.75999999999999
2019-04-09,86,84.0,,0.84,72.24
2019-04-10,90,84.0,,0.84,75.6
2019-04-11,88,84.0,,0.84,73.92
2019-04-12,90,84.0,,0.84,75.6
2019-04-13,95,84.0,,0.84,79.8
2019-04-14,100,84.0,,0.84,84.0
2019-04-15,91,84.0,,0.84,76.44
2019-04-16,90,84.0,,0.84,75.6
2019-04-17,91,84.0,,0.84,76.44
2019-04-18,88,84.0,,0.84,73.92
2019-04-19,91,84.0,,0.84,76.44
2019-04-20,96,84.0,,0.84,80.64
2019-04-21,97,84.0,,0.84,81.48
2019-04-22,90,84.0,,0.84,75.6
2019-04-23,90,84.0,,0.84,75.6
2019-04-24,91,84.0,,0.84,76.44
2019-04-25,91,84.0,,0.84,76.44
2019-04-26,90,84.0,,0.84,75.6
2019-04-27,92,84.0,,0.84,77.28
2019-04-28,94,84.0,,0.84,78.96
2019-04-29,92,84.0,,0.84,77.28
2019-04-30,85,84.0,,0.84,71.39999999999999
2019-05-01,95,84.0,False,0.84,79.8
2019-05-02,91,84.0,,0.84,76.44
2019-05-03,90,84.0,,0.84,75.6
2019-05-04,94,84.0,,0.84,78.96
2019-05-05,98,84.0,,0.84,82.32
2019-05-06,94,84.0,,0.84,78.96
2019-05-07,91,84.0,,0.84,76.44
2019-05-08,93,84.0,,0.84,78.11999999999999
2019-05-09,95,84.0,,0.84,79.8
2019-05-10,90,84.0,,0.84,75.6
2019-05-11,100,84.0,,0.84,84.0
2019-05-12,96,84.0,,0.84,80.64
2019-05-13,91,84.0,,0.84,76.44
2019-05-14,94,84.0,,0.84,78.96
2019-05-15,97,84.0,,0.84,81.48
2019-05-16,92,84.0,,0.84,77.28
2019-05-17,94,84.0,,0.84,78.96
2019-05-18,97,84.0,,0.84,81.48
2019-05-19,98,84.0,,0.84,82.32
2019-05-20,92,84.0,,0.84,77.28
2019-05-21,96,84.0,,0.84,80.64
2019-05-22,94,84.0,,0.84,78.96
2019-05-23,94,84.0,,0.84,78.96
2019-05-24,93,84.0,,0.84,78.11999999999999
2019-05-25,99,84.0,,0.84,83.16
2019-05-26,98,84.0,,0.84,82.32
2019-05-27,100,84.0,,0.84,84.0
2019-05-28,100,84.0,,0.84,84.0
2019-05-29,91,84.0,,0.84,76.44
2019-05-30,93,84.0,,0.84,78.11999999999999
2019-05-31,95,84.0,,0.84,79.8
2019-06-01,95,86.0,False,0.86,81.7
2019-06-02,96,86.0,,0.86,82.56
2019-06-03,89,86.0,,0.86,76.53999999999999
2019-06-04,90,86.0,,0.86,77.4
2019-06-05,90,86.0,,0.86,77.4
2019-06-06,89,86.0,,0.86,76.53999999999999
2019-06-07,90,86.0,,0.86,77.4
2019-06-08,96,86.0,,0.86,82.56
2019-06-09,96,86.0,,0.86,82.56
2019-06-10,92,86.0,,0.86,79.12
2019-06-11,88,86.0,,0.86,75.67999999999999
2019-06-12,89,86.0,,0.86,76.53999999999999
2019-06-13,91,86.0,,0.86,78.26
2019-06-14,85,86.0,,0.86,73.1
2019-06-15,95,86.0,,0.86,81.7
2019-06-16,98,86.0,,0.86,84.28
2019-06-17,93,86.0,,0.86,79.98
2019-06-18,91,86.0,,0.86,78.26
2019-06-19,92,86.0,,0.86,79.12
2019-06-20,90,86.0,,0.86,77.4
2019-06-21,90,86.0,,0.86,77.4
2019-06-22,96,86.0,,0.86,82.56
2019-06-23,100,86.0,,0.86,86.0
2019-06-24,90,86.0,,0.86,77.4
2019-06-25,92,86.0,,0.86,79.12
2019-06-26,89,86.0,,0.86,76.53999999999999
2019-06-27,91,86.0,,0.86,78.26
2019-06-28,90,86.0,,0.86,77.4
2019-06-29,95,86.0,,0.86,81.7
2019-06-30,99,86.0,,0.86,85.14
2019-07-01,87,86.0,False,0.86,74.82
2019-07-02,88,86.0,,0.86,75.67999999999999
2019-07-03,90,86.0,,0.86,77.4
2019-07-04,90,86.0,,0.86,77.4
2019-07-05,87,86.0,,0.86,74.82
2019-07-06,92,86.0,,0.86,79.12
2019-07-07,91,86.0,,0.86,78.26
2019-07-08,88,86.0,,0.86,75.67999999999999
2019-07-09,91,86.0,,0.86,78.26
2019-07-10,89,86.0,,0.86,76.53999999999999
2019-07-11,88,86.0,,0.86,75.67999999999999
2019-07-12,91,86.0,,0.86,78.26
2019-07-13,98,86.0,,0.86,84.28
2019-07-14,100,86.0,,0.86,86.0
2019-07-15,87,86.0,,0.86,74.82
2019-07-16,87,86.0,,0.86,74.82
2019-07-17,89,86.0,,0.86,76.53999999999999
2019-07-18,86,86.0,,0.86,73.96
2019-07-19,88,86.0,,0.86,75.67999999999999
2019-07-20,91,86.0,,0.86,78.26
2019-07-21,90,86.0,,0.86,77.4
2019-07-22,91,86.0,,0.86,78.26
2019-07-23,89,86.0,,0.86,76.53999999999999
2019-07-24,87,86.0,,0.86,74.82
2019-07-25,86,86.0,,0.86,73.96
2019-07-26,87,86.0,,0.86,74.82
2019-07-27,92,86.0,,0.86,79.12
2019-07-28,94,86.0,,0.86,80.84
2019-07-29,88,86.0,,0.86,75.67999999999999
2019-07-30,90,86.0,,0.86,77.4
2019-07-31,88,86.0,,0.86,75.67999999999999
2019-08-01,92,83.0,False,0.83,76.36
2019-08-02,96,83.0,,0.83,79.67999999999999
2019-08-03,95,83.0,,0.83,78.85
2019-08-04,100,83.0,,0.83,83.0
2019-08-05,95,83.0,,0.83,78.85
2019-08-06,99,83.0,,0.83,82.17
2019-08-07,93,83.0,,0.83,77.19
2019-08-08,90,83.0,,0.83,74.7
2019-08-09,92,83.0,,0.83,76.36
2019-08-10,95,83.0,,0.83,78.85
2019-08-11,96,83.0,,0.83,79.67999999999999
2019-08-12,90,83.0,,0.83,74.7
2019-08-13,95,83.0,,0.83,78.85
2019-08-14,92,83.0,,0.83,76.36
2019-08-15,90,83.0,,0.83,74.7
2019-08-16,89,83.0,,0.83,73.86999999999999
2019-08-17,96,83.0,,0.83,79.67999999999999
2019-08-18,97,83.0,,0.83,80.50999999999999
2019-08-19,90,83.0,,0.83,74.7
2019-08-20,89,83.0,,0.83,73.86999999999999
2019-08-21,88,83.0,,0.83,73.03999999999999
2019-08-22,90,83.0,,0.83,74.7
2019-08-23,92,83.0,,0.83,76.36
2019-08-24,94,83.0,,0.83,78.02
2019-08-25,97,83.0,,0.83,80.50999999999999
