date,DTE_unscaled,DTE_monthly,isPartial,scale,DTE
2019-08-31,42,47.0,,0.47,19.74
2019-09-01,37,37.0,False,0.37,13.69
2019-09-02,27,37.0,,0.37,9.99
2019-09-03,52,37.0,,0.37,19.24
2019-09-04,48,37.0,,0.37,17.759999999999998
2019-09-05,45,37.0,,0.37,16.65
2019-09-06,55,37.0,,0.37,20.35
2019-09-07,38,37.0,,0.37,14.06
2019-09-08,27,37.0,,0.37,9.99
2019-09-09,40,37.0,,0.37,14.8
2019-09-10,44,37.0,,0.37,16.28
2019-09-11,63,37.0,,0.37,23.31
2019-09-12,100,37.0,,0.37,37.0
2019-09-13,83,37.0,,0.37,30.71
2019-09-14,63,37.0,,0.37,23.31
2019-09-15,29,37.0,,0.37,10.73
2019-09-16,38,37.0,,0.37,14.06
2019-09-17,33,37.0,,0.37,12.209999999999999
2019-09-18,35,37.0,,0.37,12.95
2019-09-19,43,37.0,,0.37,15.91
2019-09-20,41,37.0,,0.37,15.17
2019-09-21,31,37.0,,0.37,11.47
2019-09-22,28,37.0,,0.37,10.36
2019-09-23,39,37.0,,0.37,14.43
2019-09-24,35,37.0,,0.37,12.95
2019-09-25,42,37.0,,0.37,15.54
2019-09-26,33,37.0,,0.37,12.209999999999999
2019-09-27,44,37.0,,0.37,16.28
2019-09-28,55,37.0,,0.37,20.35
2019-09-29,38,37.0,,0.37,14.06
2019-09-30,41,37.0,,0.37,15.17
2019-10-01,85,26.0,False,0.26,22.1
2019-10-02,69,26.0,,0.26,17.94
2019-10-03,73,26.0,,0.26,18.98
2019-10-04,72,26.0,,0.26,18.72
2019-10-05,49,26.0,,0.26,12.74
2019-10-06,35,26.0,,0.26,9.1
2019-10-07,59,26.0,,0.26,15.34
2019-10-08,52,26.0,,0.26,13.52
2019-10-09,58,26.0,,0.26,15.08
2019-10-10,61,26.0,,0.26,15.860000000000001
2019-10-11,66,26.0,,0.26,17.16
2019-10-12,45,26.0,,0.26,11.700000000000001
2019-10-13,33,26.0,,0.26,8.58
2019-10-14,68,26.0,,0.26,17.68
2019-10-15,66,26.0,,0.26,17.16
2019-10-16,67,26.0,,0.26,17.42
2019-10-17,84,26.0,,0.26,21.84
2019-10-18,67,26.0,,0.26,17.42
2019-10-19,48,26.0,,0.26,12.48
2019-10-20,35,26.0,,0.26,9.1
2019-10-21,67,26.0,,0.26,17.42
2019-10-22,72,26.0,,0.26,18.72
2019-10-23,55,26.0,,0.26,14.3
2019-10-24,54,26.0,,0.26,14.040000000000001
2019-10-25,69,26.0,,0.26,17.94
2019-10-26,53,26.0,,0.26,13.780000000000001
2019-10-27,100,26.0,,0.26,26.0
2019-10-28,69,26.0,,0.26,17.94
2019-10-29,52,26.0,,0.26,13.52
2019-10-30,67,26.0,,0.26,17.42
2019-10-31,74,26.0,,0.26,19.240000000000002
2019-11-01,55,26.0,False,0.26,14.3
2019-11-02,21,26.0,,0.26,5.46
2019-11-03,15,26.0,,0.26,3.9000000000000004
2019-11-04,35,26.0,,0.26,9.1
2019-11-05,28,26.0,,0.26,7.28
2019-11-06,29,26.0,,0.26,7.54
2019-11-07,28,26.0,,0.26,7.28
2019-11-08,35,26.0,,0.26,9.1
2019-11-09,20,26.0,,0.26,5.2
2019-11-10,18,26.0,,0.26,4.68
2019-11-11,27,26.0,,0.26,7.0200000000000005
2019-11-12,31,26.0,,0.26,8.06
2019-11-13,29,26.0,,0.26,7.54
2019-11-14,30,26.0,,0.26,7.800000000000001
2019-11-15,35,26.0,,0.26,9.1
2019-11-16,17,26.0,,0.26,4.42
2019-11-17,15,26.0,,0.26,3.9000000000000004
2019-11-18,29,26.0,,0.26,7.54
2019-11-19,25,26.0,,0.26,6.5
2019-11-20,28,26.0,,0.26,7.28
2019-11-21,26,26.0,,0.26,6.76
2019-11-22,29,26.0,,0.26,7.54
2019-11-23,19,26.0,,0.26,4.94
2019-11-24,16,26.0,,0.26,4.16
2019-11-25,27,26.0,,0.26,7.0200000000000005
2019-11-26,28,26.0,,0.26,7.28
2019-11-27,100,26.0,,0.26,26.0
2019-11-28,55,26.0,,0.26,14.3
2019-11-29,28,26.0,,0.26,7.28
2019-11-30,22,26.0,,0.26,5.720000000000001
2019-12-01,58,23.0,False,0.23,13.34
2019-12-02,74,23.0,,0.23,17.02
2019-12-03,54,23.0,,0.23,12.42
2019-12-04,52,23.0,,0.23,11.96
2019-12-05,60,23.0,,0.23,13.8
2019-12-06,56,23.0,,0.23,12.88
2019-12-07,41,23.0,,0.23,9.43
2019-12-08,31,23.0,,0.23,7.13
2019-12-09,47,23.0,,0.23,10.81
2019-12-10,43,23.0,,0.23,9.89
2019-12-11,49,23.0,,0.23,11.270000000000001
2019-12-12,53,23.0,,0.23,12.190000000000001
2019-12-13,66,23.0,,0.23,15.180000000000001
2019-12-14,42,23.0,,0.23,9.66
2019-12-15,28,23.0,,0.23,6.44
2019-12-16,56,23.0,,0.23,12.88
2019-12-17,46,23.0,,0.23,10.58
2019-12-18,48,23.0,,0.23,11.040000000000001
2019-12-19,46,23.0,,0.23,10.58
2019-12-20,55,23.0,,0.23,12.65
2019-12-21,36,23.0,,0.23,8.280000000000001
2019-12-22,25,23.0,,0.23,5.75
2019-12-23,46,23.0,,0.23,10.58
2019-12-24,30,23.0,,0.23,6.9
2019-12-25,21,23.0,,0.23,4.83
2019-12-26,53,23.0,,0.23,12.190000000000001
2019-12-27,50,23.0,,0.23,11.5
2019-12-28,38,23.0,,0.23,8.74
2019-12-29,27,23.0,,0.23,6.21
2019-12-30,100,23.0,,0.23,23.0
2019-12-31,54,23.0,,0.23,12.42
2020-01-01,35,27.0,False,0.27,9.450000000000001
2020-01-02,63,27.0,,0.27,17.01
2020-01-03,62,27.0,,0.27,16.740000000000002
2020-01-04,42,27.0,,0.27,11.34
2020-01-05,32,27.0,,0.27,8.64
2020-01-06,55,27.0,,0.27,14.850000000000001
2020-01-07,61,27.0,,0.27,16.470000000000002
2020-01-08,59,27.0,,0.27,15.930000000000001
2020-01-09,55,27.0,,0.27,14.850000000000001
2020-01-10,65,27.0,,0.27,17.55
2020-01-11,100,27.0,,0.27,27.0
2020-01-12,94,27.0,,0.27,25.380000000000003
2020-01-13,59,27.0,,0.27,15.930000000000001
2020-01-14,47,27.0,,0.27,12.690000000000001
2020-01-15,51,27.0,,0.27,13.770000000000001
2020-01-16,54,27.0,,0.27,14.580000000000002
2020-01-17,68,27.0,,0.27,18.36
2020-01-18,41,27.0,,0.27,11.07
2020-01-19,38,27.0,,0.27,10.260000000000002
2020-01-20,43,27.0,,0.27,11.610000000000001
2020-01-21,52,27.0,,0.27,14.040000000000001
2020-01-22,52,27.0,,0.27,14.040000000000001
2020-01-23,63,27.0,,0.27,17.01
2020-01-24,64,27.0,,0.27,17.28
2020-01-25,47,27.0,,0.27,12.690000000000001
2020-01-26,28,27.0,,0.27,7.5600000000000005
2020-01-27,48,27.0,,0.27,12.96
2020-01-28,58,27.0,,0.27,15.66
2020-01-29,48,27.0,,0.27,12.96
2020-01-30,55,27.0,,0.27,14.850000000000001
2020-01-31,71,27.0,,0.27,19.17
2020-02-01,56,25.0,False,0.25,14.0
2020-02-02,59,25.0,,0.25,14.75
2020-02-03,69,25.0,,0.25,17.25
2020-02-04,77,25.0,,0.25,19.25
2020-02-05,72,25.0,,0.25,18.0
2020-02-06,79,25.0,,0.25,19.75
2020-02-07,77,25.0,,0.25,19.25
2020-02-08,57,25.0,,0.25,14.25
2020-02-09,53,25.0,,0.25,13.25
2020-02-10,83,25.0,,0.25,20.75
2020-02-11,83,25.0,,0.25,20.75
2020-02-12,70,25.0,,0.25,17.5
2020-02-13,67,25.0,,0.25,16.75
2020-02-14,100,25.0,,0.25,25.0
2020-02-15,63,25.0,,0.25,15.75
2020-02-16,51,25.0,,0.25,12.75
2020-02-17,76,25.0,,0.25,19.0
2020-02-18,86,25.0,,0.25,21.5
2020-02-19,60,25.0,,0.25,15.0
2020-02-20,71,25.0,,0.25,17.75
2020-02-21,98,25.0,,0.25,24.5
2020-02-22,59,25.0,,0.25,14.75
2020-02-23,57,25.0,,0.25,14.25
2020-02-24,77,25.0,,0.25,19.25
2020-02-25,75,25.0,,0.25,18.75
2020-02-26,86,25.0,,0.25,21.5
2020-02-27,86,25.0,,0.25,21.5
2020-02-28,99,25.0,,0.25,24.75
2020-02-29,73,25.0,,0.25,18.25
2020-03-01,43,25.0,False,0.25,10.75
2020-03-02,83,25.0,,0.25,20.75
2020-03-03,77,25.0,,0.25,19.25
2020-03-04,74,25.0,,0.25,18.5
2020-03-05,66,25.0,,0.25,16.5
2020-03-06,80,25.0,,0.25,20.0
2020-03-07,58,25.0,,0.25,14.5
2020-03-08,42,25.0,,0.25,10.5
2020-03-09,81,25.0,,0.25,20.25
2020-03-10,87,25.0,,0.25,21.75
2020-03-11,69,25.0,,0.25,17.25
2020-03-12,59,25.0,,0.25,14.75
2020-03-13,77,25.0,,0.25,19.25
2020-03-14,47,25.0,,0.25,11.75
2020-03-15,39,25.0,,0.25,9.75
2020-03-16,83,25.0,,0.25,20.75
2020-03-17,64,25.0,,0.25,16.0
2020-03-18,84,25.0,,0.25,21.0
2020-03-19,65,25.0,,0.25,16.25
2020-03-20,79,25.0,,0.25,19.75
2020-03-21,42,25.0,,0.25,10.5
2020-03-22,44,25.0,,0.25,11.0
2020-03-23,62,25.0,,0.25,15.5
2020-03-24,60,25.0,,0.25,15.0
2020-03-25,66,25.0,,0.25,16.5
2020-03-26,81,25.0,,0.25,20.25
2020-03-27,69,25.0,,0.25,17.25
2020-03-28,49,25.0,,0.25,12.25
2020-03-29,100,25.0,,0.25,25.0
2020-03-30,76,25.0,,0.25,19.0
2020-03-31,65,25.0,,0.25,16.25
2020-04-01,65,22.0,False,0.22,14.3
2020-04-02,56,22.0,,0.22,12.32
2020-04-03,63,22.0,,0.22,13.86
2020-04-04,46,22.0,,0.22,10.12
2020-04-05,27,22.0,,0.22,5.94
2020-04-06,45,22.0,,0.22,9.9
2020-04-07,43,22.0,,0.22,9.46
2020-04-08,54,22.0,,0.22,11.88
2020-04-09,61,22.0,,0.22,13.42
2020-04-10,56,22.0,,0.22,12.32
2020-04-11,33,22.0,,0.22,7.26
2020-04-12,36,22.0,,0.22,7.92
2020-04-13,100,22.0,,0.22,22.0
2020-04-14,55,22.0,,0.22,12.1
2020-04-15,67,22.0,,0.22,14.74
2020-04-16,53,22.0,,0.22,11.66
2020-04-17,57,22.0,,0.22,12.540000000000001
2020-04-18,30,22.0,,0.22,6.6
2020-04-19,32,22.0,,0.22,7.04
2020-04-20,42,22.0,,0.22,9.24
2020-04-21,49,22.0,,0.22,10.78
2020-04-22,52,22.0,,0.22,11.44
2020-04-23,44,22.0,,0.22,9.68
2020-04-24,51,22.0,,0.22,11.22
2020-04-25,27,22.0,,0.22,5.94
2020-04-26,33,22.0,,0.22,7.26
2020-04-27,47,22.0,,0.22,10.34
2020-04-28,43,22.0,,0.22,9.46
2020-04-29,52,22.0,,0.22,11.44
2020-04-30,55,22.0,,0.22,12.1
2020-05-01,48,21.0,False,0.21,10.08
2020-05-02,28,21.0,,0.21,5.88
2020-05-03,22,21.0,,0.21,4.62
2020-05-04,39,21.0,,0.21,8.19
2020-05-05,37,21.0,,0.21,7.77
2020-05-06,38,21.0,,0.21,7.9799999999999995
2020-05-07,42,21.0,,0.21,8.82
2020-05-08,40,21.0,,0.21,8.4
2020-05-09,29,21.0,,0.21,6.09
2020-05-10,20,21.0,,0.21,4.2
2020-05-11,40,21.0,,0.21,8.4
2020-05-12,36,21.0,,0.21,7.56
2020-05-13,32,21.0,,0.21,6.72
2020-05-14,33,21.0,,0.21,6.93
2020-05-15,42,21.0,,0.21,8.82
2020-05-16,26,21.0,,0.21,5.46
2020-05-17,20,21.0,,0.21,4.2
2020-05-18,37,21.0,,0.21,7.77
2020-05-19,38,21.0,,0.21,7.9799999999999995
2020-05-20,38,21.0,,0.21,7.9799999999999995
2020-05-21,31,21.0,,0.21,6.51
2020-05-22,38,21.0,,0.21,7.9799999999999995
2020-05-23,26,21.0,,0.21,5.46
2020-05-24,20,21.0,,0.21,4.2
2020-05-25,34,21.0,,0.21,7.14
2020-05-26,100,21.0,,0.21,21.0
2020-05-27,68,21.0,,0.21,14.28
2020-05-28,44,21.0,,0.21,9.24
2020-05-29,46,21.0,,0.21,9.66
2020-05-30,30,21.0,,0.21,6.3
2020-05-31,23,21.0,,0.21,4.83
2020-06-01,18,38.0,False,0.38,6.84
2020-06-02,20,38.0,,0.38,7.6
2020-06-03,27,38.0,,0.38,10.26
2020-06-04,19,38.0,,0.38,7.22
2020-06-05,19,38.0,,0.38,7.22
2020-06-06,11,38.0,,0.38,4.18
2020-06-07,11,38.0,,0.38,4.18
2020-06-08,18,38.0,,0.38,6.84
2020-06-09,16,38.0,,0.38,6.08
2020-06-10,58,38.0,,0.38,22.04
2020-06-11,100,38.0,,0.38,38.0
2020-06-12,42,38.0,,0.38,15.96
2020-06-13,20,38.0,,0.38,7.6
2020-06-14,12,38.0,,0.38,4.5600000000000005
2020-06-15,17,38.0,,0.38,6.46
2020-06-16,15,38.0,,0.38,5.7
2020-06-17,14,38.0,,0.38,5.32
2020-06-18,17,38.0,,0.38,6.46
2020-06-19,15,38.0,,0.38,5.7
2020-06-20,11,38.0,,0.38,4.18
2020-06-21,9,38.0,,0.38,3.42
2020-06-22,21,38.0,,0.38,7.98
2020-06-23,24,38.0,,0.38,9.120000000000001
2020-06-24,17,38.0,,0.38,6.46
2020-06-25,17,38.0,,0.38,6.46
2020-06-26,17,38.0,,0.38,6.46
2020-06-27,37,38.0,,0.38,14.06
2020-06-28,17,38.0,,0.38,6.46
2020-06-29,20,38.0,,0.38,7.6
2020-06-30,19,38.0,,0.38,7.22
2020-07-01,31,40.0,False,0.4,12.4
2020-07-02,32,40.0,,0.4,12.8
2020-07-03,32,40.0,,0.4,12.8
2020-07-04,22,40.0,,0.4,8.8
2020-07-05,20,40.0,,0.4,8.0
2020-07-06,29,40.0,,0.4,11.600000000000001
2020-07-07,27,40.0,,0.4,10.8
2020-07-08,58,40.0,,0.4,23.200000000000003
2020-07-09,48,40.0,,0.4,19.200000000000003
2020-07-10,57,40.0,,0.4,22.8
2020-07-11,52,40.0,,0.4,20.8
2020-07-12,21,40.0,,0.4,8.4
2020-07-13,26,40.0,,0.4,10.4
2020-07-14,26,40.0,,0.4,10.4
2020-07-15,25,40.0,,0.4,10.0
2020-07-16,33,40.0,,0.4,13.200000000000001
2020-07-17,27,40.0,,0.4,10.8
2020-07-18,18,40.0,,0.4,7.2
2020-07-19,93,40.0,,0.4,37.2
2020-07-20,100,40.0,,0.4,40.0
2020-07-21,54,40.0,,0.4,21.6
2020-07-22,28,40.0,,0.4,11.200000000000001
2020-07-23,23,40.0,,0.4,9.200000000000001
2020-07-24,25,40.0,,0.4,10.0
2020-07-25,16,40.0,,0.4,6.4
2020-07-26,13,40.0,,0.4,5.2
2020-07-27,28,40.0,,0.4,11.200000000000001
2020-07-28,31,40.0,,0.4,12.4
2020-07-29,37,40.0,,0.4,14.8
2020-07-30,24,40.0,,0.4,9.600000000000001
2020-07-31,27,40.0,,0.4,10.8
2020-08-01,49,27.0,False,0.27,13.23
2020-08-02,80,27.0,,0.27,21.6
2020-08-03,89,27.0,,0.27,24.03
2020-08-04,73,27.0,,0.27,19.71
2020-08-05,74,27.0,,0.27,19.98
2020-08-06,63,27.0,,0.27,17.01
2020-08-07,90,27.0,,0.27,24.3
2020-08-08,57,27.0,,0.27,15.39
2020-08-09,46,27.0,,0.27,12.420000000000002
2020-08-10,72,27.0,,0.27,19.44
2020-08-11,65,27.0,,0.27,17.55
2020-08-12,69,27.0,,0.27,18.630000000000003
2020-08-13,64,27.0,,0.27,17.28
2020-08-14,81,27.0,,0.27,21.87
2020-08-15,54,27.0,,0.27,14.580000000000002
2020-08-16,63,27.0,,0.27,17.01
2020-08-17,76,27.0,,0.27,20.520000000000003
2020-08-18,61,27.0,,0.27,16.470000000000002
2020-08-19,60,27.0,,0.27,16.200000000000003
2020-08-20,66,27.0,,0.27,17.82
2020-08-21,76,27.0,,0.27,20.520000000000003
2020-08-22,47,27.0,,0.27,12.690000000000001
2020-08-23,51,27.0,,0.27,13.770000000000001
2020-08-24,66,27.0,,0.27,17.82
2020-08-25,64,27.0,,0.27,17.28
2020-08-26,70,27.0,,0.27,18.900000000000002
2020-08-27,65,27.0,,0.27,17.55
2020-08-28,100,27.0,,0.27,27.0
2020-08-29,61,27.0,,0.27,16.470000000000002
2020-08-30,44,27.0,,0.27,11.88
2020-08-31,60,27.0,,0.27,16.200000000000003
2020-09-01,79,21.0,False,0.21,16.59
2020-09-02,81,21.0,,0.21,17.009999999999998
2020-09-03,72,21.0,,0.21,15.12
2020-09-04,67,21.0,,0.21,14.07
2020-09-05,50,21.0,,0.21,10.5
2020-09-06,41,21.0,,0.21,8.61
2020-09-07,57,21.0,,0.21,11.969999999999999
2020-09-08,100,21.0,,0.21,21.0
2020-09-09,74,21.0,,0.21,15.54
2020-09-10,52,21.0,,0.21,10.92
2020-09-11,70,21.0,,0.21,14.7
2020-09-12,49,21.0,,0.21,10.29
2020-09-13,46,21.0,,0.21,9.66
2020-09-14,73,21.0,,0.21,15.33
2020-09-15,74,21.0,,0.21,15.54
2020-09-16,66,21.0,,0.21,13.86
2020-09-17,60,21.0,,0.21,12.6
2020-09-18,66,21.0,,0.21,13.86
2020-09-19,47,21.0,,0.21,9.87
2020-09-20,35,21.0,,0.21,7.35
2020-09-21,70,21.0,,0.21,14.7
2020-09-22,67,21.0,,0.21,14.07
2020-09-23,75,21.0,,0.21,15.75
2020-09-24,68,21.0,,0.21,14.28
2020-09-25,61,21.0,,0.21,12.809999999999999
2020-09-26,45,21.0,,0.21,9.45
2020-09-27,43,21.0,,0.21,9.03
2020-09-28,72,21.0,,0.21,15.12
2020-09-29,77,21.0,,0.21,16.169999999999998
2020-09-30,69,21.0,,0.21,14.49
2020-10-01,77,22.0,False,0.22,16.94
2020-10-02,75,22.0,,0.22,16.5
2020-10-03,55,22.0,,0.22,12.1
2020-10-04,43,22.0,,0.22,9.46
2020-10-05,71,22.0,,0.22,15.62
2020-10-06,62,22.0,,0.22,13.64
2020-10-07,73,22.0,,0.22,16.06
2020-10-08,58,22.0,,0.22,12.76
2020-10-09,76,22.0,,0.22,16.72
2020-10-10,32,22.0,,0.22,7.04
2020-10-11,36,22.0,,0.22,7.92
2020-10-12,60,22.0,,0.22,13.2
2020-10-13,76,22.0,,0.22,16.72
2020-10-14,73,22.0,,0.22,16.06
2020-10-15,60,22.0,,0.22,13.2
2020-10-16,68,22.0,,0.22,14.96
2020-10-17,52,22.0,,0.22,11.44
2020-10-18,36,22.0,,0.22,7.92
2020-10-19,86,22.0,,0.22,18.92
2020-10-20,58,22.0,,0.22,12.76
2020-10-21,77,22.0,,0.22,16.94
2020-10-22,56,22.0,,0.22,12.32
2020-10-23,100,22.0,,0.22,22.0
2020-10-24,81,22.0,,0.22,17.82
2020-10-25,55,22.0,,0.22,12.1
2020-10-26,71,22.0,,0.22,15.62
2020-10-27,75,22.0,,0.22,16.5
2020-10-28,76,22.0,,0.22,16.72
2020-10-29,61,22.0,,0.22,13.42
2020-10-30,75,22.0,,0.22,16.5
2020-10-31,47,22.0,,0.22,10.34
2020-11-01,22,36.0,False,0.36,7.92
2020-11-02,21,36.0,,0.36,7.56
2020-11-03,15,36.0,,0.36,5.3999999999999995
2020-11-04,7,36.0,,0.36,2.52
2020-11-05,11,36.0,,0.36,3.96
2020-11-06,9,36.0,,0.36,3.2399999999999998
2020-11-07,9,36.0,,0.36,3.2399999999999998
2020-11-08,8,36.0,,0.36,2.88
2020-11-09,13,36.0,,0.36,4.68
2020-11-10,14,36.0,,0.36,5.04
2020-11-11,13,36.0,,0.36,4.68
2020-11-12,13,36.0,,0.36,4.68
2020-11-13,16,36.0,,0.36,5.76
2020-11-14,12,36.0,,0.36,4.32
2020-11-15,76,36.0,,0.36,27.36
2020-11-16,100,36.0,,0.36,36.0
2020-11-17,43,36.0,,0.36,15.479999999999999
2020-11-18,25,36.0,,0.36,9.0
2020-11-19,18,36.0,,0.36,6.4799999999999995
2020-11-20,17,36.0,,0.36,6.12
2020-11-21,14,36.0,,0.36,5.04
2020-11-22,13,36.0,,0.36,4.68
2020-11-23,17,36.0,,0.36,6.12
2020-11-24,16,36.0,,0.36,5.76
2020-11-25,13,36.0,,0.36,4.68
2020-11-26,9,36.0,,0.36,3.2399999999999998
2020-11-27,15,36.0,,0.36,5.3999999999999995
2020-11-28,15,36.0,,0.36,5.3999999999999995
2020-11-29,11,36.0,,0.36,3.96
2020-11-30,15,36.0,,0.36,5.3999999999999995
2020-12-01,91,24.0,False,0.24,21.84
2020-12-02,90,24.0,,0.24,21.599999999999998
2020-12-03,88,24.0,,0.24,21.119999999999997
2020-12-04,98,24.0,,0.24,23.52
2020-12-05,100,24.0,,0.24,24.0
2020-12-06,70,24.0,,0.24,16.8
2020-12-07,81,24.0,,0.24,19.439999999999998
2020-12-08,59,24.0,,0.24,14.16
2020-12-09,96,24.0,,0.24,23.04
2020-12-10,75,24.0,,0.24,18.0
2020-12-11,81,24.0,,0.24,19.439999999999998
2020-12-12,73,24.0,,0.24,17.52
2020-12-13,52,24.0,,0.24,12.48
2020-12-14,66,24.0,,0.24,15.84
2020-12-15,73,24.0,,0.24,17.52
2020-12-16,80,24.0,,0.24,19.2
2020-12-17,66,24.0,,0.24,15.84
2020-12-18,86,24.0,,0.24,20.64
2020-12-19,71,24.0,,0.24,17.04
2020-12-20,51,24.0,,0.24,12.24
2020-12-21,68,24.0,,0.24,16.32
2020-12-22,62,24.0,,0.24,14.879999999999999
2020-12-23,69,24.0,,0.24,16.56
2020-12-24,65,24.0,,0.24,15.6
2020-12-25,38,24.0,,0.24,9.12
2020-12-26,57,24.0,,0.24,13.68
2020-12-27,45,24.0,,0.24,10.799999999999999
2020-12-28,71,24.0,,0.24,17.04
2020-12-29,60,24.0,,0.24,14.399999999999999
2020-12-30,74,24.0,,0.24,17.759999999999998
2020-12-31,75,24.0,,0.24,18.0
2021-01-01,60,20.0,False,0.2,12.0
2021-01-02,70,20.0,,0.2,14.0
2021-01-03,61,20.0,,0.2,12.200000000000001
2021-01-04,100,20.0,,0.2,20.0
2021-01-05,85,20.0,,0.2,17.0
2021-01-06,83,20.0,,0.2,16.6
2021-01-07,68,20.0,,0.2,13.600000000000001
2021-01-08,88,20.0,,0.2,17.6
2021-01-09,65,20.0,,0.2,13.0
2021-01-10,40,20.0,,0.2,8.0
2021-01-11,74,20.0,,0.2,14.8
2021-01-12,70,20.0,,0.2,14.0
2021-01-13,72,20.0,,0.2,14.4
2021-01-14,83,20.0,,0.2,16.6
2021-01-15,73,20.0,,0.2,14.600000000000001
2021-01-16,59,20.0,,0.2,11.8
2021-01-17,37,20.0,,0.2,7.4
2021-01-18,70,20.0,,0.2,14.0
2021-01-19,76,20.0,,0.2,15.200000000000001
2021-01-20,81,20.0,,0.2,16.2
2021-01-21,79,20.0,,0.2,15.8
2021-01-22,76,20.0,,0.2,15.200000000000001
2021-01-23,47,20.0,,0.2,9.4
2021-01-24,45,20.0,,0.2,9.0
2021-01-25,76,20.0,,0.2,15.200000000000001
2021-01-26,91,20.0,,0.2,18.2
2021-01-27,83,20.0,,0.2,16.6
2021-01-28,71,20.0,,0.2,14.200000000000001
2021-01-29,85,20.0,,0.2,17.0
2021-01-30,66,20.0,,0.2,13.200000000000001
2021-01-31,50,20.0,,0.2,10.0
2021-02-01,91,21.0,False,0.21,19.11
2021-02-02,82,21.0,,0.21,17.22
2021-02-03,100,21.0,,0.21,21.0
2021-02-04,72,21.0,,0.21,15.12
2021-02-05,82,21.0,,0.21,17.22
2021-02-06,61,21.0,,0.21,12.809999999999999
2021-02-07,47,21.0,,0.21,9.87
2021-02-08,66,21.0,,0.21,13.86
2021-02-09,62,21.0,,0.21,13.02
2021-02-10,80,21.0,,0.21,16.8
2021-02-11,77,21.0,,0.21,16.169999999999998
2021-02-12,76,21.0,,0.21,15.959999999999999
2021-02-13,51,21.0,,0.21,10.709999999999999
2021-02-14,28,21.0,,0.21,5.88
2021-02-15,61,21.0,,0.21,12.809999999999999
2021-02-16,74,21.0,,0.21,15.54
2021-02-17,76,21.0,,0.21,15.959999999999999
2021-02-18,67,21.0,,0.21,14.07
2021-02-19,84,21.0,,0.21,17.64
2021-02-20,48,21.0,,0.21,10.08
2021-02-21,50,21.0,,0.21,10.5
2021-02-22,78,21.0,,0.21,16.38
2021-02-23,62,21.0,,0.21,13.02
2021-02-24,73,21.0,,0.21,15.33
2021-02-25,81,21.0,,0.21,17.009999999999998
2021-02-26,83,21.0,,0.21,17.43
2021-02-27,60,21.0,,0.21,12.6
2021-02-28,50,21.0,,0.21,10.5
2021-03-01,68,22.0,False,0.22,14.96
2021-03-02,60,22.0,,0.22,13.2
2021-03-03,71,22.0,,0.22,15.62
2021-03-04,65,22.0,,0.22,14.3
2021-03-05,74,22.0,,0.22,16.28
2021-03-06,34,22.0,,0.22,7.48
2021-03-07,38,22.0,,0.22,8.36
2021-03-08,89,22.0,,0.22,19.580000000000002
2021-03-09,66,22.0,,0.22,14.52
2021-03-10,66,22.0,,0.22,14.52
2021-03-11,86,22.0,,0.22,18.92
2021-03-12,78,22.0,,0.22,17.16
2021-03-13,45,22.0,,0.22,9.9
2021-03-14,39,22.0,,0.22,8.58
2021-03-15,59,22.0,,0.22,12.98
2021-03-16,63,22.0,,0.22,13.86
2021-03-17,67,22.0,,0.22,14.74
2021-03-18,100,22.0,,0.22,22.0
2021-03-19,80,22.0,,0.22,17.6
2021-03-20,46,22.0,,0.22,10.12
2021-03-21,45,22.0,,0.22,9.9
2021-03-22,61,22.0,,0.22,13.42
2021-03-23,53,22.0,,0.22,11.66
2021-03-24,69,22.0,,0.22,15.18
2021-03-25,73,22.0,,0.22,16.06
2021-03-26,89,22.0,,0.22,19.580000000000002
2021-03-27,43,22.0,,0.22,9.46
2021-03-28,73,22.0,,0.22,16.06
2021-03-29,65,22.0,,0.22,14.3
2021-03-30,72,22.0,,0.22,15.84
2021-03-31,69,22.0,,0.22,15.18
2021-04-01,88,20.0,False,0.2,17.6
2021-04-02,60,20.0,,0.2,12.0
2021-04-03,62,20.0,,0.2,12.4
2021-04-04,48,20.0,,0.2,9.600000000000001
2021-04-05,99,20.0,,0.2,19.8
2021-04-06,75,20.0,,0.2,15.0
2021-04-07,90,20.0,,0.2,18.0
2021-04-08,71,20.0,,0.2,14.200000000000001
2021-04-09,98,20.0,,0.2,19.6
2021-04-10,45,20.0,,0.2,9.0
2021-04-11,68,20.0,,0.2,13.600000000000001
2021-04-12,81,20.0,,0.2,16.2
2021-04-13,76,20.0,,0.2,15.200000000000001
2021-04-14,74,20.0,,0.2,14.8
2021-04-15,93,20.0,,0.2,18.6
2021-04-16,91,20.0,,0.2,18.2
2021-04-17,44,20.0,,0.2,8.8
2021-04-18,43,20.0,,0.2,8.6
2021-04-19,75,20.0,,0.2,15.0
2021-04-20,73,20.0,,0.2,14.600000000000001
2021-04-21,100,20.0,,0.2,20.0
2021-04-22,79,20.0,,0.2,15.8
2021-04-23,84,20.0,,0.2,16.8
2021-04-24,48,20.0,,0.2,9.600000000000001
2021-04-25,48,20.0,,0.2,9.600000000000001
2021-04-26,76,20.0,,0.2,15.200000000000001
2021-04-27,80,20.0,,0.2,16.0
2021-04-28,80,20.0,,0.2,16.0
2021-04-29,76,20.0,,0.2,15.200000000000001
2021-04-30,86,20.0,,0.2,17.2
2021-05-01,46,23.0,False,0.23,10.58
2021-05-02,39,23.0,,0.23,8.97
2021-05-03,77,23.0,,0.23,17.71
