date,HBAR_unscaled,HBAR_monthly,isPartial,scale,HBAR
2019-08-27,0,6.0,,0.06,0.0
2019-08-28,46,6.0,,0.06,2.76
2019-08-29,31,6.0,,0.06,1.8599999999999999
2019-08-30,30,6.0,,0.06,1.7999999999999998
2019-08-31,35,6.0,,0.06,2.1
2019-09-01,0,18.0,False,0.18,0.0
2019-09-02,17,18.0,,0.18,3.06
2019-09-03,14,18.0,,0.18,2.52
2019-09-04,14,18.0,,0.18,2.52
2019-09-05,10,18.0,,0.18,1.7999999999999998
2019-09-06,24,18.0,,0.18,4.32
2019-09-07,23,18.0,,0.18,4.14
2019-09-08,0,18.0,,0.18,0.0
2019-09-09,14,18.0,,0.18,2.52
2019-09-10,39,18.0,,0.18,7.02
2019-09-11,24,18.0,,0.18,4.32
2019-09-12,24,18.0,,0.18,4.32
2019-09-13,15,18.0,,0.18,2.6999999999999997
2019-09-14,18,18.0,,0.18,3.2399999999999998
2019-09-15,34,18.0,,0.18,6.12
2019-09-16,61,18.0,,0.18,10.98
2019-09-17,100,18.0,,0.18,18.0
2019-09-18,53,18.0,,0.18,9.54
2019-09-19,43,18.0,,0.18,7.739999999999999
2019-09-20,59,18.0,,0.18,10.62
2019-09-21,35,18.0,,0.18,6.3
2019-09-22,34,18.0,,0.18,6.12
2019-09-23,38,18.0,,0.18,6.84
2019-09-24,29,18.0,,0.18,5.22
2019-09-25,34,18.0,,0.18,6.12
2019-09-26,20,18.0,,0.18,3.5999999999999996
2019-09-27,50,18.0,,0.18,9.0
2019-09-28,49,18.0,,0.18,8.82
2019-09-29,58,18.0,,0.18,10.44
2019-09-30,25,18.0,,0.18,4.5
2019-10-01,97,12.0,False,0.12,11.639999999999999
2019-10-02,83,12.0,,0.12,9.959999999999999
2019-10-03,60,12.0,,0.12,7.199999999999999
2019-10-04,75,12.0,,0.12,9.0
2019-10-05,0,12.0,,0.12,0.0
2019-10-06,86,12.0,,0.12,10.32
2019-10-07,97,12.0,,0.12,11.639999999999999
2019-10-08,61,12.0,,0.12,7.319999999999999
2019-10-09,37,12.0,,0.12,4.4399999999999995
2019-10-10,49,12.0,,0.12,5.88
2019-10-11,100,12.0,,0.12,12.0
2019-10-12,45,12.0,,0.12,5.3999999999999995
2019-10-13,86,12.0,,0.12,10.32
2019-10-14,49,12.0,,0.12,5.88
2019-10-15,73,12.0,,0.12,8.76
2019-10-16,49,12.0,,0.12,5.88
2019-10-17,25,12.0,,0.12,3.0
2019-10-18,37,12.0,,0.12,4.4399999999999995
2019-10-19,0,12.0,,0.12,0.0
2019-10-20,42,12.0,,0.12,5.04
2019-10-21,24,12.0,,0.12,2.88
2019-10-22,58,12.0,,0.12,6.96
2019-10-23,24,12.0,,0.12,2.88
2019-10-24,60,12.0,,0.12,7.199999999999999
2019-10-25,62,12.0,,0.12,7.4399999999999995
2019-10-26,29,12.0,,0.12,3.48
2019-10-27,0,12.0,,0.12,0.0
2019-10-28,59,12.0,,0.12,7.08
2019-10-29,59,12.0,,0.12,7.08
2019-10-30,36,12.0,,0.12,4.32
2019-10-31,73,12.0,,0.12,8.76
2019-11-01,40,10.0,False,0.1,4.0
2019-11-02,30,10.0,,0.1,3.0
2019-11-03,59,10.0,,0.1,5.9
2019-11-04,75,10.0,,0.1,7.5
2019-11-05,13,10.0,,0.1,1.3
2019-11-06,74,10.0,,0.1,7.4
2019-11-07,100,10.0,,0.1,10.0
2019-11-08,51,10.0,,0.1,5.1000000000000005
2019-11-09,58,10.0,,0.1,5.800000000000001
2019-11-10,73,10.0,,0.1,7.300000000000001
2019-11-11,50,10.0,,0.1,5.0
2019-11-12,60,10.0,,0.1,6.0
2019-11-13,61,10.0,,0.1,6.1000000000000005
2019-11-14,36,10.0,,0.1,3.6
2019-11-15,73,10.0,,0.1,7.300000000000001
2019-11-16,14,10.0,,0.1,1.4000000000000001
2019-11-17,72,10.0,,0.1,7.2
2019-11-18,37,10.0,,0.1,3.7
2019-11-19,37,10.0,,0.1,3.7
2019-11-20,50,10.0,,0.1,5.0
2019-11-21,63,10.0,,0.1,6.300000000000001
2019-11-22,13,10.0,,0.1,1.3
2019-11-23,29,10.0,,0.1,2.9000000000000004
2019-11-24,72,10.0,,0.1,7.2
2019-11-25,25,10.0,,0.1,2.5
2019-11-26,78,10.0,,0.1,7.800000000000001
2019-11-27,40,10.0,,0.1,4.0
2019-11-28,0,10.0,,0.1,0.0
2019-11-29,68,10.0,,0.1,6.800000000000001
2019-11-30,56,10.0,,0.1,5.6000000000000005
2019-12-01,35,9.0,False,0.09,3.15
2019-12-02,60,9.0,,0.09,5.3999999999999995
2019-12-03,51,9.0,,0.09,4.59
2019-12-04,52,9.0,,0.09,4.68
2019-12-05,43,9.0,,0.09,3.8699999999999997
2019-12-06,53,9.0,,0.09,4.77
2019-12-07,25,9.0,,0.09,2.25
2019-12-08,25,9.0,,0.09,2.25
2019-12-09,42,9.0,,0.09,3.78
2019-12-10,76,9.0,,0.09,6.84
2019-12-11,42,9.0,,0.09,3.78
2019-12-12,11,9.0,,0.09,0.99
2019-12-13,21,9.0,,0.09,1.89
2019-12-14,25,9.0,,0.09,2.25
2019-12-15,100,9.0,,0.09,9.0
2019-12-16,42,9.0,,0.09,3.78
2019-12-17,32,9.0,,0.09,2.88
2019-12-18,43,9.0,,0.09,3.8699999999999997
2019-12-19,22,9.0,,0.09,1.98
2019-12-20,34,9.0,,0.09,3.06
2019-12-21,13,9.0,,0.09,1.17
2019-12-22,52,9.0,,0.09,4.68
2019-12-23,12,9.0,,0.09,1.08
2019-12-24,25,9.0,,0.09,2.25
2019-12-25,57,9.0,,0.09,5.13
2019-12-26,38,9.0,,0.09,3.42
2019-12-27,12,9.0,,0.09,1.08
2019-12-28,25,9.0,,0.09,2.25
2019-12-29,48,9.0,,0.09,4.32
2019-12-30,35,9.0,,0.09,3.15
2019-12-31,12,9.0,,0.09,1.08
2020-01-01,100,9.0,False,0.09,9.0
2020-01-02,33,9.0,,0.09,2.9699999999999998
2020-01-03,11,9.0,,0.09,0.99
2020-01-04,58,9.0,,0.09,5.22
2020-01-05,36,9.0,,0.09,3.2399999999999998
2020-01-06,21,9.0,,0.09,1.89
2020-01-07,53,9.0,,0.09,4.77
2020-01-08,62,9.0,,0.09,5.58
2020-01-09,52,9.0,,0.09,4.68
2020-01-10,41,9.0,,0.09,3.69
2020-01-11,47,9.0,,0.09,4.2299999999999995
2020-01-12,58,9.0,,0.09,5.22
2020-01-13,19,9.0,,0.09,1.71
2020-01-14,9,9.0,,0.09,0.8099999999999999
2020-01-15,20,9.0,,0.09,1.7999999999999998
2020-01-16,30,9.0,,0.09,2.6999999999999997
2020-01-17,41,9.0,,0.09,3.69
2020-01-18,48,9.0,,0.09,4.32
2020-01-19,46,9.0,,0.09,4.14
2020-01-20,21,9.0,,0.09,1.89
2020-01-21,20,9.0,,0.09,1.7999999999999998
2020-01-22,61,9.0,,0.09,5.49
2020-01-23,62,9.0,,0.09,5.58
2020-01-24,72,9.0,,0.09,6.4799999999999995
2020-01-25,59,9.0,,0.09,5.31
2020-01-26,33,9.0,,0.09,2.9699999999999998
2020-01-27,10,9.0,,0.09,0.8999999999999999
2020-01-28,10,9.0,,0.09,0.8999999999999999
2020-01-29,10,9.0,,0.09,0.8999999999999999
2020-01-30,31,9.0,,0.09,2.79
2020-01-31,21,9.0,,0.09,1.89
2020-02-01,19,19.0,False,0.19,3.61
2020-02-02,12,19.0,,0.19,2.2800000000000002
2020-02-03,10,19.0,,0.19,1.9
2020-02-04,32,19.0,,0.19,6.08
2020-02-05,22,19.0,,0.19,4.18
2020-02-06,38,19.0,,0.19,7.22
2020-02-07,16,19.0,,0.19,3.04
2020-02-08,6,19.0,,0.19,1.1400000000000001
2020-02-09,25,19.0,,0.19,4.75
2020-02-10,10,19.0,,0.19,1.9
2020-02-11,94,19.0,,0.19,17.86
2020-02-12,100,19.0,,0.19,19.0
2020-02-13,84,19.0,,0.19,15.96
2020-02-14,83,19.0,,0.19,15.77
2020-02-15,74,19.0,,0.19,14.06
2020-02-16,57,19.0,,0.19,10.83
2020-02-17,78,19.0,,0.19,14.82
2020-02-18,72,19.0,,0.19,13.68
2020-02-19,31,19.0,,0.19,5.89
2020-02-20,36,19.0,,0.19,6.84
2020-02-21,26,19.0,,0.19,4.94
2020-02-22,19,19.0,,0.19,3.61
2020-02-23,30,19.0,,0.19,5.7
2020-02-24,46,19.0,,0.19,8.74
2020-02-25,15,19.0,,0.19,2.85
2020-02-26,30,19.0,,0.19,5.7
2020-02-27,15,19.0,,0.19,2.85
2020-02-28,21,19.0,,0.19,3.99
2020-02-29,36,19.0,,0.19,6.84
2020-03-01,10,14.0,False,0.14,1.4000000000000001
2020-03-02,49,14.0,,0.14,6.86
2020-03-03,66,14.0,,0.14,9.24
2020-03-04,24,14.0,,0.14,3.3600000000000003
2020-03-05,58,14.0,,0.14,8.120000000000001
2020-03-06,100,14.0,,0.14,14.000000000000002
2020-03-07,39,14.0,,0.14,5.460000000000001
2020-03-08,69,14.0,,0.14,9.66
2020-03-09,33,14.0,,0.14,4.62
2020-03-10,16,14.0,,0.14,2.24
2020-03-11,73,14.0,,0.14,10.22
2020-03-12,55,14.0,,0.14,7.700000000000001
2020-03-13,33,14.0,,0.14,4.62
2020-03-14,40,14.0,,0.14,5.6000000000000005
2020-03-15,85,14.0,,0.14,11.9
2020-03-16,25,14.0,,0.14,3.5000000000000004
2020-03-17,41,14.0,,0.14,5.74
2020-03-18,66,14.0,,0.14,9.24
2020-03-19,65,14.0,,0.14,9.100000000000001
2020-03-20,40,14.0,,0.14,5.6000000000000005
2020-03-21,83,14.0,,0.14,11.620000000000001
2020-03-22,92,14.0,,0.14,12.88
2020-03-23,23,14.0,,0.14,3.22
2020-03-24,41,14.0,,0.14,5.74
2020-03-25,41,14.0,,0.14,5.74
2020-03-26,41,14.0,,0.14,5.74
2020-03-27,31,14.0,,0.14,4.340000000000001
2020-03-28,71,14.0,,0.14,9.940000000000001
2020-03-29,36,14.0,,0.14,5.040000000000001
2020-03-30,31,14.0,,0.14,4.340000000000001
2020-03-31,23,14.0,,0.14,3.22
2020-04-01,38,11.0,False,0.11,4.18
2020-04-02,9,11.0,,0.11,0.99
2020-04-03,67,11.0,,0.11,7.37
2020-04-04,100,11.0,,0.11,11.0
2020-04-05,89,11.0,,0.11,9.790000000000001
2020-04-06,47,11.0,,0.11,5.17
2020-04-07,57,11.0,,0.11,6.2700000000000005
2020-04-08,86,11.0,,0.11,9.46
2020-04-09,68,11.0,,0.11,7.48
2020-04-10,30,11.0,,0.11,3.3
2020-04-11,33,11.0,,0.11,3.63
2020-04-12,33,11.0,,0.11,3.63
2020-04-13,57,11.0,,0.11,6.2700000000000005
2020-04-14,57,11.0,,0.11,6.2700000000000005
2020-04-15,9,11.0,,0.11,0.99
2020-04-16,9,11.0,,0.11,0.99
2020-04-17,55,11.0,,0.11,6.05
2020-04-18,21,11.0,,0.11,2.31
2020-04-19,65,11.0,,0.11,7.15
2020-04-20,64,11.0,,0.11,7.04
2020-04-21,19,11.0,,0.11,2.09
2020-04-22,38,11.0,,0.11,4.18
2020-04-23,64,11.0,,0.11,7.04
2020-04-24,55,11.0,,0.11,6.05
2020-04-25,42,11.0,,0.11,4.62
2020-04-26,32,11.0,,0.11,3.52
2020-04-27,66,11.0,,0.11,7.26
2020-04-28,19,11.0,,0.11,2.09
2020-04-29,46,11.0,,0.11,5.06
2020-04-30,100,11.0,,0.11,11.0
2020-05-01,69,11.0,False,0.11,7.59
2020-05-02,45,11.0,,0.11,4.95
2020-05-03,58,11.0,,0.11,6.38
2020-05-04,48,11.0,,0.11,5.28
2020-05-05,63,11.0,,0.11,6.93
2020-05-06,39,11.0,,0.11,4.29
2020-05-07,69,11.0,,0.11,7.59
2020-05-08,58,11.0,,0.11,6.38
2020-05-09,100,11.0,,0.11,11.0
2020-05-10,23,11.0,,0.11,2.53
2020-05-11,40,11.0,,0.11,4.4
2020-05-12,29,11.0,,0.11,3.19
2020-05-13,49,11.0,,0.11,5.39
2020-05-14,69,11.0,,0.11,7.59
2020-05-15,70,11.0,,0.11,7.7
2020-05-16,57,11.0,,0.11,6.2700000000000005
2020-05-17,34,11.0,,0.11,3.74
2020-05-18,20,11.0,,0.11,2.2
2020-05-19,40,11.0,,0.11,4.4
2020-05-20,30,11.0,,0.11,3.3
2020-05-21,31,11.0,,0.11,3.41
2020-05-22,51,11.0,,0.11,5.61
2020-05-23,47,11.0,,0.11,5.17
2020-05-24,36,11.0,,0.11,3.96
2020-05-25,35,11.0,,0.11,3.85
2020-05-26,61,11.0,,0.11,6.71
2020-05-27,30,11.0,,0.11,3.3
2020-05-28,59,11.0,,0.11,6.49
2020-05-29,61,11.0,,0.11,6.71
2020-05-30,46,11.0,,0.11,5.06
2020-05-31,59,11.0,,0.11,6.49
2020-06-01,57,13.0,False,0.13,7.41
2020-06-02,95,13.0,,0.13,12.35
2020-06-03,63,13.0,,0.13,8.19
2020-06-04,98,13.0,,0.13,12.74
2020-06-05,55,13.0,,0.13,7.15
2020-06-06,53,13.0,,0.13,6.890000000000001
2020-06-07,33,13.0,,0.13,4.29
2020-06-08,18,13.0,,0.13,2.34
2020-06-09,72,13.0,,0.13,9.36
2020-06-10,95,13.0,,0.13,12.35
2020-06-11,47,13.0,,0.13,6.11
2020-06-12,39,13.0,,0.13,5.07
2020-06-13,78,13.0,,0.13,10.14
2020-06-14,22,13.0,,0.13,2.8600000000000003
2020-06-15,10,13.0,,0.13,1.3
2020-06-16,38,13.0,,0.13,4.94
2020-06-17,59,13.0,,0.13,7.67
2020-06-18,29,13.0,,0.13,3.77
2020-06-19,100,13.0,,0.13,13.0
2020-06-20,79,13.0,,0.13,10.27
2020-06-21,34,13.0,,0.13,4.42
2020-06-22,10,13.0,,0.13,1.3
2020-06-23,10,13.0,,0.13,1.3
2020-06-24,88,13.0,,0.13,11.440000000000001
2020-06-25,10,13.0,,0.13,1.3
2020-06-26,31,13.0,,0.13,4.03
2020-06-27,45,13.0,,0.13,5.8500000000000005
2020-06-28,33,13.0,,0.13,4.29
2020-06-29,80,13.0,,0.13,10.4
2020-06-30,50,13.0,,0.13,6.5
2020-07-01,44,11.0,False,0.11,4.84
2020-07-02,99,11.0,,0.11,10.89
2020-07-03,71,11.0,,0.11,7.81
2020-07-04,27,11.0,,0.11,2.97
2020-07-05,94,11.0,,0.11,10.34
2020-07-06,43,11.0,,0.11,4.73
2020-07-07,44,11.0,,0.11,4.84
2020-07-08,56,11.0,,0.11,6.16
2020-07-09,11,11.0,,0.11,1.21
2020-07-10,46,11.0,,0.11,5.06
2020-07-11,88,11.0,,0.11,9.68
2020-07-12,51,11.0,,0.11,5.61
2020-07-13,44,11.0,,0.11,4.84
2020-07-14,54,11.0,,0.11,5.94
2020-07-15,22,11.0,,0.11,2.42
2020-07-16,33,11.0,,0.11,3.63
2020-07-17,69,11.0,,0.11,7.59
2020-07-18,13,11.0,,0.11,1.43
2020-07-19,39,11.0,,0.11,4.29
2020-07-20,45,11.0,,0.11,4.95
2020-07-21,56,11.0,,0.11,6.16
2020-07-22,57,11.0,,0.11,6.2700000000000005
2020-07-23,33,11.0,,0.11,3.63
2020-07-24,46,11.0,,0.11,5.06
2020-07-25,13,11.0,,0.11,1.43
2020-07-26,91,11.0,,0.11,10.01
2020-07-27,0,11.0,,0.11,0.0
2020-07-28,23,11.0,,0.11,2.53
2020-07-29,57,11.0,,0.11,6.2700000000000005
2020-07-30,100,11.0,,0.11,11.0
2020-07-31,35,11.0,,0.11,3.85
2020-08-01,22,14.0,False,0.14,3.08
2020-08-02,11,14.0,,0.14,1.54
2020-08-03,47,14.0,,0.14,6.580000000000001
2020-08-04,65,14.0,,0.14,9.100000000000001
2020-08-05,29,14.0,,0.14,4.0600000000000005
2020-08-06,86,14.0,,0.14,12.040000000000001
2020-08-07,39,14.0,,0.14,5.460000000000001
2020-08-08,44,14.0,,0.14,6.16
2020-08-09,65,14.0,,0.14,9.100000000000001
2020-08-10,85,14.0,,0.14,11.9
2020-08-11,37,14.0,,0.14,5.180000000000001
2020-08-12,37,14.0,,0.14,5.180000000000001
2020-08-13,47,14.0,,0.14,6.580000000000001
2020-08-14,57,14.0,,0.14,7.98
2020-08-15,65,14.0,,0.14,9.100000000000001
2020-08-16,43,14.0,,0.14,6.0200000000000005
2020-08-17,65,14.0,,0.14,9.100000000000001
2020-08-18,55,14.0,,0.14,7.700000000000001
2020-08-19,100,14.0,,0.14,14.000000000000002
2020-08-20,64,14.0,,0.14,8.96
2020-08-21,56,14.0,,0.14,7.840000000000001
2020-08-22,76,14.0,,0.14,10.64
2020-08-23,43,14.0,,0.14,6.0200000000000005
2020-08-24,27,14.0,,0.14,3.7800000000000002
2020-08-25,44,14.0,,0.14,6.16
2020-08-26,44,14.0,,0.14,6.16
2020-08-27,52,14.0,,0.14,7.280000000000001
2020-08-28,46,14.0,,0.14,6.44
2020-08-29,62,14.0,,0.14,8.680000000000001
2020-08-30,21,14.0,,0.14,2.9400000000000004
2020-08-31,44,14.0,,0.14,6.16
2020-09-01,91,11.0,False,0.11,10.01
2020-09-02,81,11.0,,0.11,8.91
2020-09-03,50,11.0,,0.11,5.5
2020-09-04,74,11.0,,0.11,8.14
2020-09-05,25,11.0,,0.11,2.75
2020-09-06,100,11.0,,0.11,11.0
2020-09-07,72,11.0,,0.11,7.92
2020-09-08,0,11.0,,0.11,0.0
2020-09-09,50,11.0,,0.11,5.5
2020-09-10,49,11.0,,0.11,5.39
2020-09-11,30,11.0,,0.11,3.3
2020-09-12,36,11.0,,0.11,3.96
2020-09-13,24,11.0,,0.11,2.64
2020-09-14,30,11.0,,0.11,3.3
2020-09-15,30,11.0,,0.11,3.3
2020-09-16,30,11.0,,0.11,3.3
2020-09-17,78,11.0,,0.11,8.58
2020-09-18,41,11.0,,0.11,4.51
2020-09-19,49,11.0,,0.11,5.39
2020-09-20,24,11.0,,0.11,2.64
2020-09-21,40,11.0,,0.11,4.4
2020-09-22,49,11.0,,0.11,5.39
2020-09-23,10,11.0,,0.11,1.1
2020-09-24,30,11.0,,0.11,3.3
2020-09-25,34,11.0,,0.11,3.74
2020-09-26,26,11.0,,0.11,2.86
2020-09-27,51,11.0,,0.11,5.61
2020-09-28,43,11.0,,0.11,4.73
2020-09-29,75,11.0,,0.11,8.25
2020-09-30,65,11.0,,0.11,7.15
2020-10-01,37,12.0,False,0.12,4.4399999999999995
2020-10-02,15,12.0,,0.12,1.7999999999999998
2020-10-03,9,12.0,,0.12,1.08
2020-10-04,53,12.0,,0.12,6.359999999999999
2020-10-05,45,12.0,,0.12,5.3999999999999995
2020-10-06,37,12.0,,0.12,4.4399999999999995
2020-10-07,23,12.0,,0.12,2.76
2020-10-08,22,12.0,,0.12,2.6399999999999997
2020-10-09,61,12.0,,0.12,7.319999999999999
2020-10-10,0,12.0,,0.12,0.0
2020-10-11,28,12.0,,0.12,3.36
2020-10-12,8,12.0,,0.12,0.96
2020-10-13,34,12.0,,0.12,4.08
2020-10-14,34,12.0,,0.12,4.08
2020-10-15,51,12.0,,0.12,6.12
2020-10-16,43,12.0,,0.12,5.16
2020-10-17,19,12.0,,0.12,2.28
2020-10-18,38,12.0,,0.12,4.56
2020-10-19,34,12.0,,0.12,4.08
2020-10-20,52,12.0,,0.12,6.24
2020-10-21,69,12.0,,0.12,8.28
2020-10-22,51,12.0,,0.12,6.12
2020-10-23,27,12.0,,0.12,3.2399999999999998
2020-10-24,19,12.0,,0.12,2.28
2020-10-25,9,12.0,,0.12,1.08
2020-10-26,42,12.0,,0.12,5.04
2020-10-27,94,12.0,,0.12,11.28
2020-10-28,17,12.0,,0.12,2.04
2020-10-29,59,12.0,,0.12,7.08
2020-10-30,26,12.0,,0.12,3.12
2020-10-31,100,12.0,,0.12,12.0
2020-11-01,45,12.0,False,0.12,5.3999999999999995
2020-11-02,39,12.0,,0.12,4.68
2020-11-03,12,12.0,,0.12,1.44
2020-11-04,50,12.0,,0.12,6.0
2020-11-05,74,12.0,,0.12,8.879999999999999
2020-11-06,21,12.0,,0.12,2.52
2020-11-07,49,12.0,,0.12,5.88
2020-11-08,67,12.0,,0.12,8.04
2020-11-09,87,12.0,,0.12,10.44
2020-11-10,86,12.0,,0.12,10.32
2020-11-11,73,12.0,,0.12,8.76
2020-11-12,24,12.0,,0.12,2.88
2020-11-13,38,12.0,,0.12,4.56
2020-11-14,71,12.0,,0.12,8.52
2020-11-15,28,12.0,,0.12,3.36
2020-11-16,63,12.0,,0.12,7.56
2020-11-17,37,12.0,,0.12,4.4399999999999995
2020-11-18,90,12.0,,0.12,10.799999999999999
2020-11-19,25,12.0,,0.12,3.0
2020-11-20,65,12.0,,0.12,7.8
2020-11-21,100,12.0,,0.12,12.0
2020-11-22,83,12.0,,0.12,9.959999999999999
2020-11-23,39,12.0,,0.12,4.68
2020-11-24,26,12.0,,0.12,3.12
2020-11-25,79,12.0,,0.12,9.48
2020-11-26,97,12.0,,0.12,11.639999999999999
2020-11-27,67,12.0,,0.12,8.04
2020-11-28,68,12.0,,0.12,8.16
2020-11-29,68,12.0,,0.12,8.16
2020-11-30,72,12.0,,0.12,8.64
2020-12-01,24,10.0,False,0.1,2.4000000000000004
2020-12-02,25,10.0,,0.1,2.5
2020-12-03,33,10.0,,0.1,3.3000000000000003
2020-12-04,25,10.0,,0.1,2.5
2020-12-05,46,10.0,,0.1,4.6000000000000005
2020-12-06,36,10.0,,0.1,3.6
2020-12-07,8,10.0,,0.1,0.8
2020-12-08,33,10.0,,0.1,3.3000000000000003
2020-12-09,17,10.0,,0.1,1.7000000000000002
2020-12-10,41,10.0,,0.1,4.1000000000000005
2020-12-11,0,10.0,,0.1,0.0
2020-12-12,18,10.0,,0.1,1.8
2020-12-13,27,10.0,,0.1,2.7
2020-12-14,25,10.0,,0.1,2.5
2020-12-15,50,10.0,,0.1,5.0
2020-12-16,17,10.0,,0.1,1.7000000000000002
2020-12-17,100,10.0,,0.1,10.0
2020-12-18,26,10.0,,0.1,2.6
2020-12-19,48,10.0,,0.1,4.800000000000001
2020-12-20,38,10.0,,0.1,3.8000000000000003
2020-12-21,35,10.0,,0.1,3.5
2020-12-22,18,10.0,,0.1,1.8
2020-12-23,9,10.0,,0.1,0.9
2020-12-24,19,10.0,,0.1,1.9000000000000001
2020-12-25,63,10.0,,0.1,6.300000000000001
2020-12-26,20,10.0,,0.1,2.0
2020-12-27,64,10.0,,0.1,6.4
2020-12-28,26,10.0,,0.1,2.6
2020-12-29,9,10.0,,0.1,0.9
2020-12-30,17,10.0,,0.1,1.7000000000000002
2020-12-31,43,10.0,,0.1,4.3
2021-01-01,29,30.0,False,0.3,8.7
2021-01-02,11,30.0,,0.3,3.3
2021-01-03,17,30.0,,0.3,5.1
2021-01-04,15,30.0,,0.3,4.5
2021-01-05,16,30.0,,0.3,4.8
2021-01-06,46,30.0,,0.3,13.799999999999999
2021-01-07,31,30.0,,0.3,9.299999999999999
2021-01-08,44,30.0,,0.3,13.2
2021-01-09,28,30.0,,0.3,8.4
2021-01-10,31,30.0,,0.3,9.299999999999999
2021-01-11,19,30.0,,0.3,5.7
2021-01-12,25,30.0,,0.3,7.5
2021-01-13,48,30.0,,0.3,14.399999999999999
2021-01-14,36,30.0,,0.3,10.799999999999999
2021-01-15,32,30.0,,0.3,9.6
2021-01-16,21,30.0,,0.3,6.3
2021-01-17,31,30.0,,0.3,9.299999999999999
2021-01-18,13,30.0,,0.3,3.9
2021-01-19,45,30.0,,0.3,13.5
2021-01-20,100,30.0,,0.3,30.0
2021-01-21,88,30.0,,0.3,26.4
2021-01-22,38,30.0,,0.3,11.4
2021-01-23,31,30.0,,0.3,9.299999999999999
2021-01-24,42,30.0,,0.3,12.6
2021-01-25,31,30.0,,0.3,9.299999999999999
2021-01-26,32,30.0,,0.3,9.6
2021-01-27,13,30.0,,0.3,3.9
2021-01-28,25,30.0,,0.3,7.5
2021-01-29,32,30.0,,0.3,9.6
2021-01-30,57,30.0,,0.3,17.099999999999998
2021-01-31,39,30.0,,0.3,11.7
2021-02-01,32,44.0,False,0.44,14.08
2021-02-02,45,44.0,,0.44,19.8
2021-02-03,56,44.0,,0.44,24.64
2021-02-04,26,44.0,,0.44,11.44
2021-02-05,50,44.0,,0.44,22.0
2021-02-06,69,44.0,,0.44,30.36
2021-02-07,35,44.0,,0.44,15.4
2021-02-08,29,44.0,,0.44,12.76
2021-02-09,50,44.0,,0.44,22.0
2021-02-10,49,44.0,,0.44,21.56
2021-02-11,65,44.0,,0.44,28.6
2021-02-12,100,44.0,,0.44,44.0
2021-02-13,65,44.0,,0.44,28.6
2021-02-14,32,44.0,,0.44,14.08
2021-02-15,59,44.0,,0.44,25.96
2021-02-16,50,44.0,,0.44,22.0
2021-02-17,63,44.0,,0.44,27.72
2021-02-18,46,44.0,,0.44,20.24
2021-02-19,47,44.0,,0.44,20.68
2021-02-20,60,44.0,,0.44,26.4
2021-02-21,56,44.0,,0.44,24.64
2021-02-22,48,44.0,,0.44,21.12
2021-02-23,53,44.0,,0.44,23.32
2021-02-24,85,44.0,,0.44,37.4
2021-02-25,56,44.0,,0.44,24.64
2021-02-26,47,44.0,,0.44,20.68
2021-02-27,60,44.0,,0.44,26.4
2021-02-28,26,44.0,,0.44,11.44
2021-03-01,17,71.0,False,0.71,12.07
2021-03-02,25,71.0,,0.71,17.75
2021-03-03,14,71.0,,0.71,9.94
2021-03-04,56,71.0,,0.71,39.76
2021-03-05,31,71.0,,0.71,22.009999999999998
2021-03-06,27,71.0,,0.71,19.169999999999998
2021-03-07,24,71.0,,0.71,17.04
2021-03-08,28,71.0,,0.71,19.88
2021-03-09,35,71.0,,0.71,24.849999999999998
2021-03-10,44,71.0,,0.71,31.24
2021-03-11,63,71.0,,0.71,44.73
2021-03-12,45,71.0,,0.71,31.95
2021-03-13,55,71.0,,0.71,39.05
2021-03-14,100,71.0,,0.71,71.0
2021-03-15,82,71.0,,0.71,58.22
2021-03-16,36,71.0,,0.71,25.56
2021-03-17,42,71.0,,0.71,29.82
2021-03-18,43,71.0,,0.71,30.529999999999998
2021-03-19,30,71.0,,0.71,21.299999999999997
2021-03-20,23,71.0,,0.71,16.33
2021-03-21,16,71.0,,0.71,11.36
2021-03-22,22,71.0,,0.71,15.62
2021-03-23,30,71.0,,0.71,21.299999999999997
2021-03-24,17,71.0,,0.71,12.07
2021-03-25,28,71.0,,0.71,19.88
2021-03-26,33,71.0,,0.71,23.43
2021-03-27,21,71.0,,0.71,14.91
2021-03-28,34,71.0,,0.71,24.14
2021-03-29,38,71.0,,0.71,26.979999999999997
2021-03-30,32,71.0,,0.71,22.72
2021-03-31,23,71.0,,0.71,16.33
2021-04-01,43,57.0,False,0.57,24.509999999999998
2021-04-02,48,57.0,,0.57,27.36
2021-04-03,43,57.0,,0.57,24.509999999999998
2021-04-04,29,57.0,,0.57,16.529999999999998
2021-04-05,64,57.0,,0.57,36.48
2021-04-06,48,57.0,,0.57,27.36
2021-04-07,53,57.0,,0.57,30.209999999999997
2021-04-08,45,57.0,,0.57,25.65
2021-04-09,58,57.0,,0.57,33.059999999999995
2021-04-10,45,57.0,,0.57,25.65
2021-04-11,53,57.0,,0.57,30.209999999999997
2021-04-12,42,57.0,,0.57,23.939999999999998
2021-04-13,37,57.0,,0.57,21.09
2021-04-14,76,57.0,,0.57,43.31999999999999
2021-04-15,79,57.0,,0.57,45.029999999999994
2021-04-16,100,57.0,,0.57,56.99999999999999
2021-04-17,79,57.0,,0.57,45.029999999999994
2021-04-18,82,57.0,,0.57,46.739999999999995
2021-04-19,63,57.0,,0.57,35.91
2021-04-20,84,57.0,,0.57,47.879999999999995
2021-04-21,63,57.0,,0.57,35.91
