date,EVER_unscaled,EVER_monthly,isPartial,scale,EVER
2019-08-28,82,68.0,,0.68,55.760000000000005
2019-08-29,86,68.0,,0.68,58.480000000000004
2019-08-30,86,68.0,,0.68,58.480000000000004
2019-08-31,99,68.0,,0.68,67.32000000000001
2019-09-01,100,73.0,False,0.73,73.0
2019-09-02,86,73.0,,0.73,62.78
2019-09-03,67,73.0,,0.73,48.91
2019-09-04,64,73.0,,0.73,46.72
2019-09-05,64,73.0,,0.73,46.72
2019-09-06,67,73.0,,0.73,48.91
2019-09-07,76,73.0,,0.73,55.48
2019-09-08,80,73.0,,0.73,58.4
2019-09-09,68,73.0,,0.73,49.64
2019-09-10,64,73.0,,0.73,46.72
2019-09-11,63,73.0,,0.73,45.99
2019-09-12,66,73.0,,0.73,48.18
2019-09-13,63,73.0,,0.73,45.99
2019-09-14,70,73.0,,0.73,51.1
2019-09-15,75,73.0,,0.73,54.75
2019-09-16,66,73.0,,0.73,48.18
2019-09-17,62,73.0,,0.73,45.26
2019-09-18,66,73.0,,0.73,48.18
2019-09-19,63,73.0,,0.73,45.99
2019-09-20,65,73.0,,0.73,47.449999999999996
2019-09-21,78,73.0,,0.73,56.94
2019-09-22,78,73.0,,0.73,56.94
2019-09-23,65,73.0,,0.73,47.449999999999996
2019-09-24,68,73.0,,0.73,49.64
2019-09-25,67,73.0,,0.73,48.91
2019-09-26,68,73.0,,0.73,49.64
2019-09-27,67,73.0,,0.73,48.91
2019-09-28,74,73.0,,0.73,54.019999999999996
2019-09-29,79,73.0,,0.73,57.67
2019-09-30,67,73.0,,0.73,48.91
2019-10-01,85,72.0,False,0.72,61.199999999999996
2019-10-02,84,72.0,,0.72,60.48
2019-10-03,84,72.0,,0.72,60.48
2019-10-04,84,72.0,,0.72,60.48
2019-10-05,89,72.0,,0.72,64.08
2019-10-06,97,72.0,,0.72,69.84
2019-10-07,86,72.0,,0.72,61.919999999999995
2019-10-08,89,72.0,,0.72,64.08
2019-10-09,87,72.0,,0.72,62.64
2019-10-10,86,72.0,,0.72,61.919999999999995
2019-10-11,85,72.0,,0.72,61.199999999999996
2019-10-12,93,72.0,,0.72,66.96
2019-10-13,98,72.0,,0.72,70.56
2019-10-14,90,72.0,,0.72,64.8
2019-10-15,88,72.0,,0.72,63.36
2019-10-16,90,72.0,,0.72,64.8
2019-10-17,91,72.0,,0.72,65.52
2019-10-18,86,72.0,,0.72,61.919999999999995
2019-10-19,96,72.0,,0.72,69.12
2019-10-20,100,72.0,,0.72,72.0
2019-10-21,89,72.0,,0.72,64.08
2019-10-22,88,72.0,,0.72,63.36
2019-10-23,93,72.0,,0.72,66.96
2019-10-24,89,72.0,,0.72,64.08
2019-10-25,87,72.0,,0.72,62.64
2019-10-26,95,72.0,,0.72,68.39999999999999
2019-10-27,99,72.0,,0.72,71.28
2019-10-28,89,72.0,,0.72,64.08
2019-10-29,88,72.0,,0.72,63.36
2019-10-30,96,72.0,,0.72,69.12
2019-10-31,95,72.0,,0.72,68.39999999999999
2019-11-01,84,76.0,False,0.76,63.84
2019-11-02,85,76.0,,0.76,64.6
2019-11-03,97,76.0,,0.76,73.72
2019-11-04,87,76.0,,0.76,66.12
2019-11-05,82,76.0,,0.76,62.32
2019-11-06,83,76.0,,0.76,63.08
2019-11-07,86,76.0,,0.76,65.36
2019-11-08,85,76.0,,0.76,64.6
2019-11-09,89,76.0,,0.76,67.64
2019-11-10,91,76.0,,0.76,69.16
2019-11-11,87,76.0,,0.76,66.12
2019-11-12,88,76.0,,0.76,66.88
2019-11-13,83,76.0,,0.76,63.08
2019-11-14,89,76.0,,0.76,67.64
2019-11-15,84,76.0,,0.76,63.84
2019-11-16,89,76.0,,0.76,67.64
2019-11-17,98,76.0,,0.76,74.48
2019-11-18,85,76.0,,0.76,64.6
2019-11-19,86,76.0,,0.76,65.36
2019-11-20,87,76.0,,0.76,66.12
2019-11-21,90,76.0,,0.76,68.4
2019-11-22,87,76.0,,0.76,66.12
2019-11-23,90,76.0,,0.76,68.4
2019-11-24,99,76.0,,0.76,75.24
2019-11-25,90,76.0,,0.76,68.4
2019-11-26,92,76.0,,0.76,69.92
2019-11-27,92,76.0,,0.76,69.92
2019-11-28,100,76.0,,0.76,76.0
2019-11-29,87,76.0,,0.76,66.12
2019-11-30,92,76.0,,0.76,69.92
2019-12-01,94,75.0,False,0.75,70.5
2019-12-02,82,75.0,,0.75,61.5
2019-12-03,84,75.0,,0.75,63.0
2019-12-04,86,75.0,,0.75,64.5
2019-12-05,88,75.0,,0.75,66.0
2019-12-06,90,75.0,,0.75,67.5
2019-12-07,89,75.0,,0.75,66.75
2019-12-08,92,75.0,,0.75,69.0
2019-12-09,87,75.0,,0.75,65.25
2019-12-10,88,75.0,,0.75,66.0
2019-12-11,88,75.0,,0.75,66.0
2019-12-12,88,75.0,,0.75,66.0
2019-12-13,85,75.0,,0.75,63.75
2019-12-14,98,75.0,,0.75,73.5
2019-12-15,99,75.0,,0.75,74.25
2019-12-16,89,75.0,,0.75,66.75
2019-12-17,88,75.0,,0.75,66.0
2019-12-18,86,75.0,,0.75,64.5
2019-12-19,90,75.0,,0.75,67.5
2019-12-20,84,75.0,,0.75,63.0
2019-12-21,94,75.0,,0.75,70.5
2019-12-22,99,75.0,,0.75,74.25
2019-12-23,90,75.0,,0.75,67.5
2019-12-24,100,75.0,,0.75,75.0
2019-12-25,97,75.0,,0.75,72.75
2019-12-26,88,75.0,,0.75,66.0
2019-12-27,84,75.0,,0.75,63.0
2019-12-28,96,75.0,,0.75,72.0
2019-12-29,96,75.0,,0.75,72.0
2019-12-30,89,75.0,,0.75,66.75
2019-12-31,90,75.0,,0.75,67.5
2020-01-01,88,78.0,False,0.78,68.64
2020-01-02,76,78.0,,0.78,59.28
2020-01-03,74,78.0,,0.78,57.72
2020-01-04,82,78.0,,0.78,63.96
2020-01-05,89,78.0,,0.78,69.42
2020-01-06,74,78.0,,0.78,57.72
2020-01-07,77,78.0,,0.78,60.06
2020-01-08,75,78.0,,0.78,58.5
2020-01-09,75,78.0,,0.78,58.5
2020-01-10,74,78.0,,0.78,57.72
2020-01-11,83,78.0,,0.78,64.74000000000001
2020-01-12,92,78.0,,0.78,71.76
2020-01-13,76,78.0,,0.78,59.28
2020-01-14,76,78.0,,0.78,59.28
2020-01-15,77,78.0,,0.78,60.06
2020-01-16,73,78.0,,0.78,56.940000000000005
2020-01-17,77,78.0,,0.78,60.06
2020-01-18,85,78.0,,0.78,66.3
2020-01-19,100,78.0,,0.78,78.0
2020-01-20,84,78.0,,0.78,65.52
2020-01-21,79,78.0,,0.78,61.620000000000005
2020-01-22,77,78.0,,0.78,60.06
2020-01-23,80,78.0,,0.78,62.400000000000006
2020-01-24,78,78.0,,0.78,60.84
2020-01-25,83,78.0,,0.78,64.74000000000001
2020-01-26,87,78.0,,0.78,67.86
2020-01-27,78,78.0,,0.78,60.84
2020-01-28,79,78.0,,0.78,61.620000000000005
2020-01-29,81,78.0,,0.78,63.18
2020-01-30,75,78.0,,0.78,58.5
2020-01-31,78,78.0,,0.78,60.84
2020-02-01,79,81.0,False,0.81,63.99
2020-02-02,93,81.0,,0.81,75.33
2020-02-03,100,81.0,,0.81,81.0
2020-02-04,70,81.0,,0.81,56.7
2020-02-05,74,81.0,,0.81,59.940000000000005
2020-02-06,73,81.0,,0.81,59.13
2020-02-07,72,81.0,,0.81,58.32000000000001
2020-02-08,77,81.0,,0.81,62.370000000000005
2020-02-09,81,81.0,,0.81,65.61
2020-02-10,73,81.0,,0.81,59.13
2020-02-11,71,81.0,,0.81,57.510000000000005
2020-02-12,73,81.0,,0.81,59.13
2020-02-13,73,81.0,,0.81,59.13
2020-02-14,73,81.0,,0.81,59.13
2020-02-15,74,81.0,,0.81,59.940000000000005
2020-02-16,86,81.0,,0.81,69.66000000000001
2020-02-17,77,81.0,,0.81,62.370000000000005
2020-02-18,72,81.0,,0.81,58.32000000000001
2020-02-19,70,81.0,,0.81,56.7
2020-02-20,70,81.0,,0.81,56.7
2020-02-21,68,81.0,,0.81,55.080000000000005
2020-02-22,75,81.0,,0.81,60.75000000000001
2020-02-23,78,81.0,,0.81,63.18000000000001
2020-02-24,70,81.0,,0.81,56.7
2020-02-25,70,81.0,,0.81,56.7
2020-02-26,70,81.0,,0.81,56.7
2020-02-27,68,81.0,,0.81,55.080000000000005
2020-02-28,72,81.0,,0.81,58.32000000000001
2020-02-29,72,81.0,,0.81,58.32000000000001
2020-03-01,96,77.0,False,0.77,73.92
2020-03-02,85,77.0,,0.77,65.45
2020-03-03,86,77.0,,0.77,66.22
2020-03-04,83,77.0,,0.77,63.910000000000004
2020-03-05,88,77.0,,0.77,67.76
2020-03-06,81,77.0,,0.77,62.370000000000005
2020-03-07,89,77.0,,0.77,68.53
2020-03-08,93,77.0,,0.77,71.61
2020-03-09,85,77.0,,0.77,65.45
2020-03-10,82,77.0,,0.77,63.14
2020-03-11,84,77.0,,0.77,64.68
2020-03-12,85,77.0,,0.77,65.45
2020-03-13,79,77.0,,0.77,60.83
2020-03-14,93,77.0,,0.77,71.61
2020-03-15,91,77.0,,0.77,70.07000000000001
2020-03-16,81,77.0,,0.77,62.370000000000005
2020-03-17,82,77.0,,0.77,63.14
2020-03-18,82,77.0,,0.77,63.14
2020-03-19,82,77.0,,0.77,63.14
2020-03-20,83,77.0,,0.77,63.910000000000004
2020-03-21,95,77.0,,0.77,73.15
2020-03-22,99,77.0,,0.77,76.23
2020-03-23,84,77.0,,0.77,64.68
2020-03-24,90,77.0,,0.77,69.3
2020-03-25,91,77.0,,0.77,70.07000000000001
2020-03-26,88,77.0,,0.77,67.76
2020-03-27,89,77.0,,0.77,68.53
2020-03-28,97,77.0,,0.77,74.69
2020-03-29,100,77.0,,0.77,77.0
2020-03-30,88,77.0,,0.77,67.76
2020-03-31,88,77.0,,0.77,67.76
2020-04-01,53,90.0,False,0.9,47.7
2020-04-02,52,90.0,,0.9,46.800000000000004
2020-04-03,52,90.0,,0.9,46.800000000000004
2020-04-04,59,90.0,,0.9,53.1
2020-04-05,62,90.0,,0.9,55.800000000000004
2020-04-06,54,90.0,,0.9,48.6
2020-04-07,54,90.0,,0.9,48.6
2020-04-08,53,90.0,,0.9,47.7
2020-04-09,56,90.0,,0.9,50.4
2020-04-10,53,90.0,,0.9,47.7
2020-04-11,63,90.0,,0.9,56.7
2020-04-12,71,90.0,,0.9,63.9
2020-04-13,56,90.0,,0.9,50.4
2020-04-14,53,90.0,,0.9,47.7
2020-04-15,53,90.0,,0.9,47.7
2020-04-16,52,90.0,,0.9,46.800000000000004
2020-04-17,54,90.0,,0.9,48.6
2020-04-18,60,90.0,,0.9,54.0
2020-04-19,61,90.0,,0.9,54.9
2020-04-20,55,90.0,,0.9,49.5
2020-04-21,54,90.0,,0.9,48.6
2020-04-22,56,90.0,,0.9,50.4
2020-04-23,54,90.0,,0.9,48.6
2020-04-24,55,90.0,,0.9,49.5
2020-04-25,58,90.0,,0.9,52.2
2020-04-26,62,90.0,,0.9,55.800000000000004
2020-04-27,65,90.0,,0.9,58.5
2020-04-28,97,90.0,,0.9,87.3
2020-04-29,100,90.0,,0.9,90.0
2020-04-30,98,90.0,,0.9,88.2
2020-05-01,93,100.0,False,1.0,93.0
2020-05-02,99,100.0,,1.0,99.0
2020-05-03,100,100.0,,1.0,100.0
2020-05-04,86,100.0,,1.0,86.0
2020-05-05,78,100.0,,1.0,78.0
2020-05-06,76,100.0,,1.0,76.0
2020-05-07,71,100.0,,1.0,71.0
2020-05-08,69,100.0,,1.0,69.0
2020-05-09,76,100.0,,1.0,76.0
2020-05-10,74,100.0,,1.0,74.0
2020-05-11,66,100.0,,1.0,66.0
2020-05-12,63,100.0,,1.0,63.0
2020-05-13,63,100.0,,1.0,63.0
2020-05-14,64,100.0,,1.0,64.0
2020-05-15,62,100.0,,1.0,62.0
2020-05-16,70,100.0,,1.0,70.0
2020-05-17,71,100.0,,1.0,71.0
2020-05-18,64,100.0,,1.0,64.0
2020-05-19,64,100.0,,1.0,64.0
2020-05-20,63,100.0,,1.0,63.0
2020-05-21,60,100.0,,1.0,60.0
2020-05-22,60,100.0,,1.0,60.0
2020-05-23,67,100.0,,1.0,67.0
2020-05-24,68,100.0,,1.0,68.0
2020-05-25,71,100.0,,1.0,71.0
2020-05-26,60,100.0,,1.0,60.0
2020-05-27,60,100.0,,1.0,60.0
2020-05-28,58,100.0,,1.0,58.0
2020-05-29,58,100.0,,1.0,58.0
2020-05-30,63,100.0,,1.0,63.0
2020-05-31,62,100.0,,1.0,62.0
2020-06-01,84,84.0,False,0.84,70.56
2020-06-02,85,84.0,,0.84,71.39999999999999
2020-06-03,82,84.0,,0.84,68.88
2020-06-04,83,84.0,,0.84,69.72
2020-06-05,84,84.0,,0.84,70.56
2020-06-06,91,84.0,,0.84,76.44
2020-06-07,100,84.0,,0.84,84.0
2020-06-08,82,84.0,,0.84,68.88
2020-06-09,84,84.0,,0.84,70.56
2020-06-10,86,84.0,,0.84,72.24
2020-06-11,81,84.0,,0.84,68.03999999999999
2020-06-12,84,84.0,,0.84,70.56
2020-06-13,94,84.0,,0.84,78.96
2020-06-14,94,84.0,,0.84,78.96
2020-06-15,85,84.0,,0.84,71.39999999999999
2020-06-16,82,84.0,,0.84,68.88
2020-06-17,81,84.0,,0.84,68.03999999999999
2020-06-18,82,84.0,,0.84,68.88
2020-06-19,84,84.0,,0.84,70.56
2020-06-20,92,84.0,,0.84,77.28
2020-06-21,96,84.0,,0.84,80.64
2020-06-22,86,84.0,,0.84,72.24
2020-06-23,86,84.0,,0.84,72.24
2020-06-24,85,84.0,,0.84,71.39999999999999
2020-06-25,84,84.0,,0.84,70.56
2020-06-26,84,84.0,,0.84,70.56
2020-06-27,96,84.0,,0.84,80.64
2020-06-28,95,84.0,,0.84,79.8
2020-06-29,84,84.0,,0.84,70.56
2020-06-30,81,84.0,,0.84,68.03999999999999
2020-07-01,85,80.0,False,0.8,68.0
2020-07-02,83,80.0,,0.8,66.4
2020-07-03,88,80.0,,0.8,70.4
2020-07-04,100,80.0,,0.8,80.0
2020-07-05,99,80.0,,0.8,79.2
2020-07-06,85,80.0,,0.8,68.0
2020-07-07,83,80.0,,0.8,66.4
2020-07-08,86,80.0,,0.8,68.8
2020-07-09,83,80.0,,0.8,66.4
2020-07-10,81,80.0,,0.8,64.8
2020-07-11,92,80.0,,0.8,73.60000000000001
2020-07-12,96,80.0,,0.8,76.80000000000001
2020-07-13,82,80.0,,0.8,65.60000000000001
2020-07-14,81,80.0,,0.8,64.8
2020-07-15,83,80.0,,0.8,66.4
2020-07-16,86,80.0,,0.8,68.8
2020-07-17,85,80.0,,0.8,68.0
2020-07-18,94,80.0,,0.8,75.2
2020-07-19,100,80.0,,0.8,80.0
2020-07-20,86,80.0,,0.8,68.8
2020-07-21,89,80.0,,0.8,71.2
2020-07-22,84,80.0,,0.8,67.2
2020-07-23,90,80.0,,0.8,72.0
2020-07-24,86,80.0,,0.8,68.8
2020-07-25,96,80.0,,0.8,76.80000000000001
2020-07-26,97,80.0,,0.8,77.60000000000001
2020-07-27,85,80.0,,0.8,68.0
2020-07-28,87,80.0,,0.8,69.60000000000001
2020-07-29,82,80.0,,0.8,65.60000000000001
2020-07-30,88,80.0,,0.8,70.4
2020-07-31,88,80.0,,0.8,70.4
2020-08-01,90,79.0,False,0.79,71.10000000000001
2020-08-02,93,79.0,,0.79,73.47
2020-08-03,85,79.0,,0.79,67.15
2020-08-04,82,79.0,,0.79,64.78
2020-08-05,81,79.0,,0.79,63.99
2020-08-06,81,79.0,,0.79,63.99
2020-08-07,83,79.0,,0.79,65.57000000000001
2020-08-08,96,79.0,,0.79,75.84
2020-08-09,100,79.0,,0.79,79.0
2020-08-10,82,79.0,,0.79,64.78
2020-08-11,88,79.0,,0.79,69.52000000000001
2020-08-12,90,79.0,,0.79,71.10000000000001
2020-08-13,85,79.0,,0.79,67.15
2020-08-14,82,79.0,,0.79,64.78
2020-08-15,92,79.0,,0.79,72.68
2020-08-16,96,79.0,,0.79,75.84
2020-08-17,84,79.0,,0.79,66.36
2020-08-18,82,79.0,,0.79,64.78
2020-08-19,82,79.0,,0.79,64.78
2020-08-20,81,79.0,,0.79,63.99
2020-08-21,86,79.0,,0.79,67.94
2020-08-22,97,79.0,,0.79,76.63000000000001
2020-08-23,98,79.0,,0.79,77.42
2020-08-24,83,79.0,,0.79,65.57000000000001
2020-08-25,83,79.0,,0.79,65.57000000000001
2020-08-26,82,79.0,,0.79,64.78
2020-08-27,85,79.0,,0.79,67.15
2020-08-28,84,79.0,,0.79,66.36
2020-08-29,94,79.0,,0.79,74.26
2020-08-30,96,79.0,,0.79,75.84
2020-08-31,84,79.0,,0.79,66.36
2020-09-01,85,79.0,False,0.79,67.15
2020-09-02,84,79.0,,0.79,66.36
2020-09-03,81,79.0,,0.79,63.99
2020-09-04,86,79.0,,0.79,67.94
2020-09-05,95,79.0,,0.79,75.05
2020-09-06,100,79.0,,0.79,79.0
2020-09-07,97,79.0,,0.79,76.63000000000001
2020-09-08,85,79.0,,0.79,67.15
2020-09-09,84,79.0,,0.79,66.36
2020-09-10,80,79.0,,0.79,63.2
2020-09-11,84,79.0,,0.79,66.36
2020-09-12,93,79.0,,0.79,73.47
2020-09-13,97,79.0,,0.79,76.63000000000001
2020-09-14,88,79.0,,0.79,69.52000000000001
2020-09-15,82,79.0,,0.79,64.78
2020-09-16,86,79.0,,0.79,67.94
2020-09-17,84,79.0,,0.79,66.36
2020-09-18,81,79.0,,0.79,63.99
2020-09-19,98,79.0,,0.79,77.42
2020-09-20,96,79.0,,0.79,75.84
2020-09-21,86,79.0,,0.79,67.94
2020-09-22,87,79.0,,0.79,68.73
2020-09-23,86,79.0,,0.79,67.94
2020-09-24,85,79.0,,0.79,67.15
2020-09-25,87,79.0,,0.79,68.73
2020-09-26,94,79.0,,0.79,74.26
2020-09-27,97,79.0,,0.79,76.63000000000001
2020-09-28,92,79.0,,0.79,72.68
2020-09-29,89,79.0,,0.79,70.31
2020-09-30,91,79.0,,0.79,71.89
2020-10-01,84,80.0,False,0.8,67.2
2020-10-02,86,80.0,,0.8,68.8
2020-10-03,87,80.0,,0.8,69.60000000000001
2020-10-04,89,80.0,,0.8,71.2
2020-10-05,88,80.0,,0.8,70.4
2020-10-06,84,80.0,,0.8,67.2
2020-10-07,87,80.0,,0.8,69.60000000000001
2020-10-08,89,80.0,,0.8,71.2
2020-10-09,87,80.0,,0.8,69.60000000000001
2020-10-10,88,80.0,,0.8,70.4
2020-10-11,93,80.0,,0.8,74.4
2020-10-12,91,80.0,,0.8,72.8
2020-10-13,84,80.0,,0.8,67.2
2020-10-14,85,80.0,,0.8,68.0
2020-10-15,82,80.0,,0.8,65.60000000000001
2020-10-16,89,80.0,,0.8,71.2
2020-10-17,92,80.0,,0.8,73.60000000000001
2020-10-18,94,80.0,,0.8,75.2
2020-10-19,84,80.0,,0.8,67.2
2020-10-20,87,80.0,,0.8,69.60000000000001
2020-10-21,82,80.0,,0.8,65.60000000000001
2020-10-22,86,80.0,,0.8,68.8
2020-10-23,90,80.0,,0.8,72.0
2020-10-24,94,80.0,,0.8,75.2
2020-10-25,100,80.0,,0.8,80.0
2020-10-26,89,80.0,,0.8,71.2
2020-10-27,93,80.0,,0.8,74.4
2020-10-28,87,80.0,,0.8,69.60000000000001
2020-10-29,86,80.0,,0.8,68.8
2020-10-30,84,80.0,,0.8,67.2
2020-10-31,90,80.0,,0.8,72.0
2020-11-01,99,82.0,False,0.82,81.17999999999999
2020-11-02,84,82.0,,0.82,68.88
2020-11-03,89,82.0,,0.82,72.97999999999999
2020-11-04,85,82.0,,0.82,69.7
2020-11-05,78,82.0,,0.82,63.959999999999994
2020-11-06,84,82.0,,0.82,68.88
2020-11-07,95,82.0,,0.82,77.89999999999999
2020-11-08,100,82.0,,0.82,82.0
2020-11-09,91,82.0,,0.82,74.61999999999999
2020-11-10,87,82.0,,0.82,71.33999999999999
2020-11-11,82,82.0,,0.82,67.24
2020-11-12,84,82.0,,0.82,68.88
2020-11-13,82,82.0,,0.82,67.24
2020-11-14,91,82.0,,0.82,74.61999999999999
2020-11-15,99,82.0,,0.82,81.17999999999999
2020-11-16,87,82.0,,0.82,71.33999999999999
2020-11-17,87,82.0,,0.82,71.33999999999999
2020-11-18,85,82.0,,0.82,69.7
2020-11-19,85,82.0,,0.82,69.7
2020-11-20,88,82.0,,0.82,72.16
2020-11-21,87,82.0,,0.82,71.33999999999999
2020-11-22,94,82.0,,0.82,77.08
2020-11-23,85,82.0,,0.82,69.7
2020-11-24,87,82.0,,0.82,71.33999999999999
2020-11-25,86,82.0,,0.82,70.52
2020-11-26,94,82.0,,0.82,77.08
2020-11-27,82,82.0,,0.82,67.24
2020-11-28,87,82.0,,0.82,71.33999999999999
2020-11-29,98,82.0,,0.82,80.36
2020-11-30,85,82.0,,0.82,69.7
2020-12-01,85,79.0,False,0.79,67.15
2020-12-02,85,79.0,,0.79,67.15
2020-12-03,81,79.0,,0.79,63.99
2020-12-04,88,79.0,,0.79,69.52000000000001
2020-12-05,89,79.0,,0.79,70.31
2020-12-06,95,79.0,,0.79,75.05
2020-12-07,88,79.0,,0.79,69.52000000000001
2020-12-08,88,79.0,,0.79,69.52000000000001
2020-12-09,87,79.0,,0.79,68.73
2020-12-10,85,79.0,,0.79,67.15
2020-12-11,93,79.0,,0.79,73.47
2020-12-12,95,79.0,,0.79,75.05
2020-12-13,100,79.0,,0.79,79.0
2020-12-14,86,79.0,,0.79,67.94
2020-12-15,85,79.0,,0.79,67.15
2020-12-16,89,79.0,,0.79,70.31
2020-12-17,84,79.0,,0.79,66.36
2020-12-18,91,79.0,,0.79,71.89
2020-12-19,93,79.0,,0.79,73.47
2020-12-20,96,79.0,,0.79,75.84
2020-12-21,86,79.0,,0.79,67.94
2020-12-22,88,79.0,,0.79,69.52000000000001
2020-12-23,89,79.0,,0.79,70.31
2020-12-24,88,79.0,,0.79,69.52000000000001
2020-12-25,94,79.0,,0.79,74.26
2020-12-26,97,79.0,,0.79,76.63000000000001
2020-12-27,91,79.0,,0.79,71.89
2020-12-28,86,79.0,,0.79,67.94
2020-12-29,89,79.0,,0.79,70.31
2020-12-30,83,79.0,,0.79,65.57000000000001
2020-12-31,87,79.0,,0.79,68.73
2021-01-01,91,82.0,False,0.82,74.61999999999999
2021-01-02,84,82.0,,0.82,68.88
2021-01-03,87,82.0,,0.82,71.33999999999999
2021-01-04,76,82.0,,0.82,62.31999999999999
2021-01-05,77,82.0,,0.82,63.13999999999999
2021-01-06,79,82.0,,0.82,64.78
2021-01-07,84,82.0,,0.82,68.88
2021-01-08,83,82.0,,0.82,68.06
2021-01-09,86,82.0,,0.82,70.52
2021-01-10,89,82.0,,0.82,72.97999999999999
2021-01-11,83,82.0,,0.82,68.06
2021-01-12,81,82.0,,0.82,66.42
2021-01-13,82,82.0,,0.82,67.24
2021-01-14,80,82.0,,0.82,65.6
2021-01-15,77,82.0,,0.82,63.13999999999999
2021-01-16,84,82.0,,0.82,68.88
2021-01-17,93,82.0,,0.82,76.25999999999999
2021-01-18,85,82.0,,0.82,69.7
2021-01-19,82,82.0,,0.82,67.24
2021-01-20,84,82.0,,0.82,68.88
2021-01-21,82,82.0,,0.82,67.24
2021-01-22,82,82.0,,0.82,67.24
2021-01-23,86,82.0,,0.82,70.52
2021-01-24,100,82.0,,0.82,82.0
2021-01-25,85,82.0,,0.82,69.7
2021-01-26,82,82.0,,0.82,67.24
2021-01-27,78,82.0,,0.82,63.959999999999994
2021-01-28,78,82.0,,0.82,63.959999999999994
2021-01-29,79,82.0,,0.82,64.78
2021-01-30,86,82.0,,0.82,70.52
2021-01-31,91,82.0,,0.82,74.61999999999999
2021-02-01,70,84.0,False,0.84,58.8
2021-02-02,71,84.0,,0.84,59.64
2021-02-03,71,84.0,,0.84,59.64
2021-02-04,71,84.0,,0.84,59.64
2021-02-05,72,84.0,,0.84,60.48
2021-02-06,82,84.0,,0.84,68.88
2021-02-07,92,84.0,,0.84,77.28
2021-02-08,100,84.0,,0.84,84.0
2021-02-09,74,84.0,,0.84,62.16
2021-02-10,71,84.0,,0.84,59.64
2021-02-11,72,84.0,,0.84,60.48
2021-02-12,74,84.0,,0.84,62.16
2021-02-13,82,84.0,,0.84,68.88
2021-02-14,86,84.0,,0.84,72.24
2021-02-15,81,84.0,,0.84,68.03999999999999
2021-02-16,80,84.0,,0.84,67.2
2021-02-17,74,84.0,,0.84,62.16
2021-02-18,75,84.0,,0.84,63.0
2021-02-19,74,84.0,,0.84,62.16
2021-02-20,79,84.0,,0.84,66.36
2021-02-21,83,84.0,,0.84,69.72
2021-02-22,68,84.0,,0.84,57.12
2021-02-23,69,84.0,,0.84,57.96
2021-02-24,71,84.0,,0.84,59.64
2021-02-25,71,84.0,,0.84,59.64
2021-02-26,73,84.0,,0.84,61.32
2021-02-27,73,84.0,,0.84,61.32
2021-02-28,80,84.0,,0.84,67.2
2021-03-01,53,82.0,False,0.82,43.46
2021-03-02,53,82.0,,0.82,43.46
2021-03-03,52,82.0,,0.82,42.64
2021-03-04,54,82.0,,0.82,44.279999999999994
2021-03-05,53,82.0,,0.82,43.46
2021-03-06,57,82.0,,0.82,46.739999999999995
2021-03-07,59,82.0,,0.82,48.379999999999995
2021-03-08,54,82.0,,0.82,44.279999999999994
2021-03-09,54,82.0,,0.82,44.279999999999994
2021-03-10,50,82.0,,0.82,41.0
2021-03-11,52,82.0,,0.82,42.64
2021-03-12,54,82.0,,0.82,44.279999999999994
2021-03-13,54,82.0,,0.82,44.279999999999994
2021-03-14,60,82.0,,0.82,49.199999999999996
2021-03-15,51,82.0,,0.82,41.82
2021-03-16,50,82.0,,0.82,41.0
2021-03-17,50,82.0,,0.82,41.0
2021-03-18,53,82.0,,0.82,43.46
2021-03-19,53,82.0,,0.82,43.46
2021-03-20,56,82.0,,0.82,45.919999999999995
2021-03-21,61,82.0,,0.82,50.019999999999996
2021-03-22,53,82.0,,0.82,43.46
2021-03-23,53,82.0,,0.82,43.46
2021-03-24,54,82.0,,0.82,44.279999999999994
2021-03-25,61,82.0,,0.82,50.019999999999996
2021-03-26,67,82.0,,0.82,54.94
2021-03-27,76,82.0,,0.82,62.31999999999999
2021-03-28,79,82.0,,0.82,64.78
2021-03-29,100,82.0,,0.82,82.0
2021-03-30,67,82.0,,0.82,54.94
2021-03-31,57,82.0,,0.82,46.739999999999995
2021-04-01,79,80.0,False,0.8,63.2
2021-04-02,87,80.0,,0.8,69.60000000000001
2021-04-03,86,80.0,,0.8,68.8
2021-04-04,100,80.0,,0.8,80.0
2021-04-05,79,80.0,,0.8,63.2
2021-04-06,80,80.0,,0.8,64.0
2021-04-07,71,80.0,,0.8,56.800000000000004
2021-04-08,74,80.0,,0.8,59.2
2021-04-09,72,80.0,,0.8,57.6
2021-04-10,80,80.0,,0.8,64.0
2021-04-11,86,80.0,,0.8,68.8
2021-04-12,73,80.0,,0.8,58.400000000000006
2021-04-13,74,80.0,,0.8,59.2
2021-04-14,75,80.0,,0.8,60.0
2021-04-15,75,80.0,,0.8,60.0
2021-04-16,72,80.0,,0.8,57.6
2021-04-17,82,80.0,,0.8,65.60000000000001
2021-04-18,81,80.0,,0.8,64.8
2021-04-19,74,80.0,,0.8,59.2
2021-04-20,70,80.0,,0.8,56.0
2021-04-21,72,80.0,,0.8,57.6
2021-04-22,73,80.0,,0.8,58.400000000000006
2021-04-23,72,80.0,,0.8,57.6
2021-04-24,77,80.0,,0.8,61.6
2021-04-25,85,80.0,,0.8,68.0
2021-04-26,79,80.0,,0.8,63.2
2021-04-27,77,80.0,,0.8,61.6
2021-04-28,76,80.0,,0.8,60.800000000000004
