date,CB_unscaled,CB_monthly,isPartial,scale,CB
2019-09-01,76,78.0,False,0.78,59.28
2019-09-02,91,78.0,,0.78,70.98
2019-09-03,85,78.0,,0.78,66.3
2019-09-04,74,78.0,,0.78,57.72
2019-09-05,88,78.0,,0.78,68.64
2019-09-06,96,78.0,,0.78,74.88
2019-09-07,83,78.0,,0.78,64.74000000000001
2019-09-08,89,78.0,,0.78,69.42
2019-09-09,99,78.0,,0.78,77.22
2019-09-10,86,78.0,,0.78,67.08
2019-09-11,78,78.0,,0.78,60.84
2019-09-12,84,78.0,,0.78,65.52
2019-09-13,76,78.0,,0.78,59.28
2019-09-14,82,78.0,,0.78,63.96
2019-09-15,80,78.0,,0.78,62.400000000000006
2019-09-16,73,78.0,,0.78,56.940000000000005
2019-09-17,96,78.0,,0.78,74.88
2019-09-18,86,78.0,,0.78,67.08
2019-09-19,85,78.0,,0.78,66.3
2019-09-20,77,78.0,,0.78,60.06
2019-09-21,92,78.0,,0.78,71.76
2019-09-22,83,78.0,,0.78,64.74000000000001
2019-09-23,85,78.0,,0.78,66.3
2019-09-24,82,78.0,,0.78,63.96
2019-09-25,89,78.0,,0.78,69.42
2019-09-26,85,78.0,,0.78,66.3
2019-09-27,99,78.0,,0.78,77.22
2019-09-28,100,78.0,,0.78,78.0
2019-09-29,85,78.0,,0.78,66.3
2019-09-30,91,78.0,,0.78,70.98
2019-10-01,85,78.0,False,0.78,66.3
2019-10-02,87,78.0,,0.78,67.86
2019-10-03,84,78.0,,0.78,65.52
2019-10-04,98,78.0,,0.78,76.44
2019-10-05,91,78.0,,0.78,70.98
2019-10-06,88,78.0,,0.78,68.64
2019-10-07,91,78.0,,0.78,70.98
2019-10-08,98,78.0,,0.78,76.44
2019-10-09,88,78.0,,0.78,68.64
2019-10-10,85,78.0,,0.78,66.3
2019-10-11,92,78.0,,0.78,71.76
2019-10-12,91,78.0,,0.78,70.98
2019-10-13,87,78.0,,0.78,67.86
2019-10-14,97,78.0,,0.78,75.66
2019-10-15,91,78.0,,0.78,70.98
2019-10-16,97,78.0,,0.78,75.66
2019-10-17,93,78.0,,0.78,72.54
2019-10-18,84,78.0,,0.78,65.52
2019-10-19,100,78.0,,0.78,78.0
2019-10-20,89,78.0,,0.78,69.42
2019-10-21,92,78.0,,0.78,71.76
2019-10-22,96,78.0,,0.78,74.88
2019-10-23,82,78.0,,0.78,63.96
2019-10-24,77,78.0,,0.78,60.06
2019-10-25,79,78.0,,0.78,61.620000000000005
2019-10-26,98,78.0,,0.78,76.44
2019-10-27,87,78.0,,0.78,67.86
2019-10-28,89,78.0,,0.78,69.42
2019-10-29,82,78.0,,0.78,63.96
2019-10-30,86,78.0,,0.78,67.08
2019-10-31,81,78.0,,0.78,63.18
2019-11-01,86,73.0,False,0.73,62.78
2019-11-02,97,73.0,,0.73,70.81
2019-11-03,79,73.0,,0.73,57.67
2019-11-04,85,73.0,,0.73,62.05
2019-11-05,86,73.0,,0.73,62.78
2019-11-06,87,73.0,,0.73,63.51
2019-11-07,84,73.0,,0.73,61.32
2019-11-08,87,73.0,,0.73,63.51
2019-11-09,95,73.0,,0.73,69.35
2019-11-10,88,73.0,,0.73,64.24
2019-11-11,86,73.0,,0.73,62.78
2019-11-12,85,73.0,,0.73,62.05
2019-11-13,98,73.0,,0.73,71.53999999999999
2019-11-14,82,73.0,,0.73,59.86
2019-11-15,80,73.0,,0.73,58.4
2019-11-16,91,73.0,,0.73,66.42999999999999
2019-11-17,90,73.0,,0.73,65.7
2019-11-18,91,73.0,,0.73,66.42999999999999
2019-11-19,100,73.0,,0.73,73.0
2019-11-20,81,73.0,,0.73,59.129999999999995
2019-11-21,84,73.0,,0.73,61.32
2019-11-22,87,73.0,,0.73,63.51
2019-11-23,92,73.0,,0.73,67.16
2019-11-24,81,73.0,,0.73,59.129999999999995
2019-11-25,81,73.0,,0.73,59.129999999999995
2019-11-26,93,73.0,,0.73,67.89
2019-11-27,95,73.0,,0.73,69.35
2019-11-28,92,73.0,,0.73,67.16
2019-11-29,80,73.0,,0.73,58.4
2019-11-30,78,73.0,,0.73,56.94
2019-12-01,92,75.0,False,0.75,69.0
2019-12-02,81,75.0,,0.75,60.75
2019-12-03,92,75.0,,0.75,69.0
2019-12-04,81,75.0,,0.75,60.75
2019-12-05,77,75.0,,0.75,57.75
2019-12-06,85,75.0,,0.75,63.75
2019-12-07,80,75.0,,0.75,60.0
2019-12-08,90,75.0,,0.75,67.5
2019-12-09,91,75.0,,0.75,68.25
2019-12-10,80,75.0,,0.75,60.0
2019-12-11,90,75.0,,0.75,67.5
2019-12-12,88,75.0,,0.75,66.0
2019-12-13,91,75.0,,0.75,68.25
2019-12-14,83,75.0,,0.75,62.25
2019-12-15,98,75.0,,0.75,73.5
2019-12-16,81,75.0,,0.75,60.75
2019-12-17,90,75.0,,0.75,67.5
2019-12-18,89,75.0,,0.75,66.75
2019-12-19,84,75.0,,0.75,63.0
2019-12-20,76,75.0,,0.75,57.0
2019-12-21,79,75.0,,0.75,59.25
2019-12-22,82,75.0,,0.75,61.5
2019-12-23,94,75.0,,0.75,70.5
2019-12-24,74,75.0,,0.75,55.5
2019-12-25,82,75.0,,0.75,61.5
2019-12-26,87,75.0,,0.75,65.25
2019-12-27,88,75.0,,0.75,66.0
2019-12-28,90,75.0,,0.75,67.5
2019-12-29,100,75.0,,0.75,75.0
2019-12-30,98,75.0,,0.75,73.5
2019-12-31,92,75.0,,0.75,69.0
2020-01-01,85,78.0,False,0.78,66.3
2020-01-02,84,78.0,,0.78,65.52
2020-01-03,95,78.0,,0.78,74.10000000000001
2020-01-04,95,78.0,,0.78,74.10000000000001
2020-01-05,86,78.0,,0.78,67.08
2020-01-06,77,78.0,,0.78,60.06
2020-01-07,78,78.0,,0.78,60.84
2020-01-08,80,78.0,,0.78,62.400000000000006
2020-01-09,89,78.0,,0.78,69.42
2020-01-10,82,78.0,,0.78,63.96
2020-01-11,78,78.0,,0.78,60.84
2020-01-12,91,78.0,,0.78,70.98
2020-01-13,92,78.0,,0.78,71.76
2020-01-14,96,78.0,,0.78,74.88
2020-01-15,88,78.0,,0.78,68.64
2020-01-16,73,78.0,,0.78,56.940000000000005
2020-01-17,82,78.0,,0.78,63.96
2020-01-18,100,78.0,,0.78,78.0
2020-01-19,74,78.0,,0.78,57.72
2020-01-20,87,78.0,,0.78,67.86
2020-01-21,80,78.0,,0.78,62.400000000000006
2020-01-22,84,78.0,,0.78,65.52
2020-01-23,89,78.0,,0.78,69.42
2020-01-24,83,78.0,,0.78,64.74000000000001
2020-01-25,84,78.0,,0.78,65.52
2020-01-26,70,78.0,,0.78,54.6
2020-01-27,79,78.0,,0.78,61.620000000000005
2020-01-28,78,78.0,,0.78,60.84
2020-01-29,83,78.0,,0.78,64.74000000000001
2020-01-30,85,78.0,,0.78,66.3
2020-01-31,83,78.0,,0.78,64.74000000000001
2020-02-01,91,77.0,False,0.77,70.07000000000001
2020-02-02,96,77.0,,0.77,73.92
2020-02-03,88,77.0,,0.77,67.76
2020-02-04,98,77.0,,0.77,75.46000000000001
2020-02-05,91,77.0,,0.77,70.07000000000001
2020-02-06,92,77.0,,0.77,70.84
2020-02-07,88,77.0,,0.77,67.76
2020-02-08,93,77.0,,0.77,71.61
2020-02-09,96,77.0,,0.77,73.92
2020-02-10,100,77.0,,0.77,77.0
2020-02-11,97,77.0,,0.77,74.69
2020-02-12,99,77.0,,0.77,76.23
2020-02-13,93,77.0,,0.77,71.61
2020-02-14,91,77.0,,0.77,70.07000000000001
2020-02-15,98,77.0,,0.77,75.46000000000001
2020-02-16,98,77.0,,0.77,75.46000000000001
2020-02-17,95,77.0,,0.77,73.15
2020-02-18,97,77.0,,0.77,74.69
2020-02-19,86,77.0,,0.77,66.22
2020-02-20,90,77.0,,0.77,69.3
2020-02-21,95,77.0,,0.77,73.15
2020-02-22,94,77.0,,0.77,72.38
2020-02-23,91,77.0,,0.77,70.07000000000001
2020-02-24,86,77.0,,0.77,66.22
2020-02-25,96,77.0,,0.77,73.92
2020-02-26,92,77.0,,0.77,70.84
2020-02-27,95,77.0,,0.77,73.15
2020-02-28,87,77.0,,0.77,66.99
2020-02-29,97,77.0,,0.77,74.69
2020-03-01,77,77.0,False,0.77,59.29
2020-03-02,83,77.0,,0.77,63.910000000000004
2020-03-03,86,77.0,,0.77,66.22
2020-03-04,82,77.0,,0.77,63.14
2020-03-05,87,77.0,,0.77,66.99
2020-03-06,93,77.0,,0.77,71.61
2020-03-07,91,77.0,,0.77,70.07000000000001
2020-03-08,76,77.0,,0.77,58.52
2020-03-09,74,77.0,,0.77,56.980000000000004
2020-03-10,83,77.0,,0.77,63.910000000000004
2020-03-11,77,77.0,,0.77,59.29
2020-03-12,84,77.0,,0.77,64.68
2020-03-13,75,77.0,,0.77,57.75
2020-03-14,80,77.0,,0.77,61.6
2020-03-15,85,77.0,,0.77,65.45
2020-03-16,85,77.0,,0.77,65.45
2020-03-17,86,77.0,,0.77,66.22
2020-03-18,80,77.0,,0.77,61.6
2020-03-19,100,77.0,,0.77,77.0
2020-03-20,95,77.0,,0.77,73.15
2020-03-21,91,77.0,,0.77,70.07000000000001
2020-03-22,79,77.0,,0.77,60.83
2020-03-23,85,77.0,,0.77,65.45
2020-03-24,90,77.0,,0.77,69.3
2020-03-25,88,77.0,,0.77,67.76
2020-03-26,88,77.0,,0.77,67.76
2020-03-27,87,77.0,,0.77,66.99
2020-03-28,85,77.0,,0.77,65.45
2020-03-29,75,77.0,,0.77,57.75
2020-03-30,82,77.0,,0.77,63.14
2020-03-31,85,77.0,,0.77,65.45
2020-04-01,55,82.0,False,0.82,45.099999999999994
2020-04-02,53,82.0,,0.82,43.46
2020-04-03,62,82.0,,0.82,50.839999999999996
2020-04-04,59,82.0,,0.82,48.379999999999995
2020-04-05,61,82.0,,0.82,50.019999999999996
2020-04-06,54,82.0,,0.82,44.279999999999994
2020-04-07,63,82.0,,0.82,51.66
2020-04-08,60,82.0,,0.82,49.199999999999996
2020-04-09,51,82.0,,0.82,41.82
2020-04-10,62,82.0,,0.82,50.839999999999996
2020-04-11,62,82.0,,0.82,50.839999999999996
2020-04-12,54,82.0,,0.82,44.279999999999994
2020-04-13,58,82.0,,0.82,47.559999999999995
2020-04-14,59,82.0,,0.82,48.379999999999995
2020-04-15,63,82.0,,0.82,51.66
2020-04-16,64,82.0,,0.82,52.48
2020-04-17,60,82.0,,0.82,49.199999999999996
2020-04-18,57,82.0,,0.82,46.739999999999995
2020-04-19,65,82.0,,0.82,53.3
2020-04-20,56,82.0,,0.82,45.919999999999995
2020-04-21,65,82.0,,0.82,53.3
2020-04-22,53,82.0,,0.82,43.46
2020-04-23,69,82.0,,0.82,56.58
2020-04-24,98,82.0,,0.82,80.36
2020-04-25,100,82.0,,0.82,82.0
2020-04-26,69,82.0,,0.82,56.58
2020-04-27,62,82.0,,0.82,50.839999999999996
2020-04-28,61,82.0,,0.82,50.019999999999996
2020-04-29,59,82.0,,0.82,48.379999999999995
2020-04-30,61,82.0,,0.82,50.019999999999996
2020-05-01,80,79.0,False,0.79,63.2
2020-05-02,82,79.0,,0.79,64.78
2020-05-03,82,79.0,,0.79,64.78
2020-05-04,83,79.0,,0.79,65.57000000000001
2020-05-05,94,79.0,,0.79,74.26
2020-05-06,91,79.0,,0.79,71.89
2020-05-07,87,79.0,,0.79,68.73
2020-05-08,94,79.0,,0.79,74.26
2020-05-09,88,79.0,,0.79,69.52000000000001
2020-05-10,83,79.0,,0.79,65.57000000000001
2020-05-11,100,79.0,,0.79,79.0
2020-05-12,96,79.0,,0.79,75.84
2020-05-13,90,79.0,,0.79,71.10000000000001
2020-05-14,93,79.0,,0.79,73.47
2020-05-15,90,79.0,,0.79,71.10000000000001
2020-05-16,93,79.0,,0.79,73.47
2020-05-17,95,79.0,,0.79,75.05
2020-05-18,99,79.0,,0.79,78.21000000000001
2020-05-19,99,79.0,,0.79,78.21000000000001
2020-05-20,89,79.0,,0.79,70.31
2020-05-21,89,79.0,,0.79,70.31
2020-05-22,89,79.0,,0.79,70.31
2020-05-23,93,79.0,,0.79,73.47
2020-05-24,93,79.0,,0.79,73.47
2020-05-25,90,79.0,,0.79,71.10000000000001
2020-05-26,94,79.0,,0.79,74.26
2020-05-27,92,79.0,,0.79,72.68
2020-05-28,88,79.0,,0.79,69.52000000000001
2020-05-29,87,79.0,,0.79,68.73
2020-05-30,84,79.0,,0.79,66.36
2020-05-31,89,79.0,,0.79,70.31
2020-06-01,88,79.0,False,0.79,69.52000000000001
2020-06-02,85,79.0,,0.79,67.15
2020-06-03,87,79.0,,0.79,68.73
2020-06-04,91,79.0,,0.79,71.89
2020-06-05,89,79.0,,0.79,70.31
2020-06-06,97,79.0,,0.79,76.63000000000001
2020-06-07,94,79.0,,0.79,74.26
2020-06-08,98,79.0,,0.79,77.42
2020-06-09,96,79.0,,0.79,75.84
2020-06-10,100,79.0,,0.79,79.0
2020-06-11,95,79.0,,0.79,75.05
2020-06-12,88,79.0,,0.79,69.52000000000001
2020-06-13,93,79.0,,0.79,73.47
2020-06-14,84,79.0,,0.79,66.36
2020-06-15,96,79.0,,0.79,75.84
2020-06-16,93,79.0,,0.79,73.47
2020-06-17,92,79.0,,0.79,72.68
2020-06-18,96,79.0,,0.79,75.84
2020-06-19,89,79.0,,0.79,70.31
2020-06-20,85,79.0,,0.79,67.15
2020-06-21,93,79.0,,0.79,73.47
2020-06-22,86,79.0,,0.79,67.94
2020-06-23,94,79.0,,0.79,74.26
2020-06-24,85,79.0,,0.79,67.15
2020-06-25,81,79.0,,0.79,63.99
2020-06-26,97,79.0,,0.79,76.63000000000001
2020-06-27,90,79.0,,0.79,71.10000000000001
2020-06-28,95,79.0,,0.79,75.05
2020-06-29,95,79.0,,0.79,75.05
2020-06-30,95,79.0,,0.79,75.05
2020-07-01,90,82.0,False,0.82,73.8
2020-07-02,89,82.0,,0.82,72.97999999999999
2020-07-03,79,82.0,,0.82,64.78
2020-07-04,90,82.0,,0.82,73.8
2020-07-05,76,82.0,,0.82,62.31999999999999
2020-07-06,74,82.0,,0.82,60.68
2020-07-07,93,82.0,,0.82,76.25999999999999
2020-07-08,82,82.0,,0.82,67.24
2020-07-09,79,82.0,,0.82,64.78
2020-07-10,93,82.0,,0.82,76.25999999999999
2020-07-11,90,82.0,,0.82,73.8
2020-07-12,100,82.0,,0.82,82.0
2020-07-13,88,82.0,,0.82,72.16
2020-07-14,87,82.0,,0.82,71.33999999999999
2020-07-15,94,82.0,,0.82,77.08
2020-07-16,87,82.0,,0.82,71.33999999999999
2020-07-17,94,82.0,,0.82,77.08
2020-07-18,90,82.0,,0.82,73.8
2020-07-19,85,82.0,,0.82,69.7
2020-07-20,80,82.0,,0.82,65.6
2020-07-21,89,82.0,,0.82,72.97999999999999
2020-07-22,99,82.0,,0.82,81.17999999999999
2020-07-23,79,82.0,,0.82,64.78
2020-07-24,85,82.0,,0.82,69.7
2020-07-25,93,82.0,,0.82,76.25999999999999
2020-07-26,89,82.0,,0.82,72.97999999999999
2020-07-27,85,82.0,,0.82,69.7
2020-07-28,81,82.0,,0.82,66.42
2020-07-29,83,82.0,,0.82,68.06
2020-07-30,87,82.0,,0.82,71.33999999999999
2020-07-31,90,82.0,,0.82,73.8
2020-08-01,86,82.0,False,0.82,70.52
2020-08-02,79,82.0,,0.82,64.78
2020-08-03,89,82.0,,0.82,72.97999999999999
2020-08-04,92,82.0,,0.82,75.44
2020-08-05,85,82.0,,0.82,69.7
2020-08-06,82,82.0,,0.82,67.24
2020-08-07,83,82.0,,0.82,68.06
2020-08-08,100,82.0,,0.82,82.0
2020-08-09,80,82.0,,0.82,65.6
2020-08-10,92,82.0,,0.82,75.44
2020-08-11,82,82.0,,0.82,67.24
2020-08-12,81,82.0,,0.82,66.42
2020-08-13,87,82.0,,0.82,71.33999999999999
2020-08-14,83,82.0,,0.82,68.06
2020-08-15,96,82.0,,0.82,78.72
2020-08-16,86,82.0,,0.82,70.52
2020-08-17,85,82.0,,0.82,69.7
2020-08-18,91,82.0,,0.82,74.61999999999999
2020-08-19,82,82.0,,0.82,67.24
2020-08-20,78,82.0,,0.82,63.959999999999994
2020-08-21,77,82.0,,0.82,63.13999999999999
2020-08-22,85,82.0,,0.82,69.7
2020-08-23,83,82.0,,0.82,68.06
2020-08-24,77,82.0,,0.82,63.13999999999999
2020-08-25,75,82.0,,0.82,61.49999999999999
2020-08-26,88,82.0,,0.82,72.16
2020-08-27,73,82.0,,0.82,59.86
2020-08-28,76,82.0,,0.82,62.31999999999999
2020-08-29,79,82.0,,0.82,64.78
2020-08-30,82,82.0,,0.82,67.24
2020-08-31,95,82.0,,0.82,77.89999999999999
2020-09-01,84,81.0,False,0.81,68.04
2020-09-02,96,81.0,,0.81,77.76
2020-09-03,95,81.0,,0.81,76.95
2020-09-04,82,81.0,,0.81,66.42
2020-09-05,91,81.0,,0.81,73.71000000000001
2020-09-06,81,81.0,,0.81,65.61
2020-09-07,98,81.0,,0.81,79.38000000000001
2020-09-08,85,81.0,,0.81,68.85000000000001
2020-09-09,76,81.0,,0.81,61.56
2020-09-10,84,81.0,,0.81,68.04
2020-09-11,80,81.0,,0.81,64.80000000000001
2020-09-12,85,81.0,,0.81,68.85000000000001
2020-09-13,86,81.0,,0.81,69.66000000000001
2020-09-14,100,81.0,,0.81,81.0
2020-09-15,82,81.0,,0.81,66.42
2020-09-16,85,81.0,,0.81,68.85000000000001
2020-09-17,85,81.0,,0.81,68.85000000000001
2020-09-18,80,81.0,,0.81,64.80000000000001
2020-09-19,87,81.0,,0.81,70.47
2020-09-20,82,81.0,,0.81,66.42
2020-09-21,95,81.0,,0.81,76.95
2020-09-22,80,81.0,,0.81,64.80000000000001
2020-09-23,76,81.0,,0.81,61.56
2020-09-24,86,81.0,,0.81,69.66000000000001
2020-09-25,90,81.0,,0.81,72.9
2020-09-26,94,81.0,,0.81,76.14
2020-09-27,83,81.0,,0.81,67.23
2020-09-28,91,81.0,,0.81,73.71000000000001
2020-09-29,83,81.0,,0.81,67.23
2020-09-30,72,81.0,,0.81,58.32000000000001
2020-10-01,84,86.0,False,0.86,72.24
2020-10-02,79,86.0,,0.86,67.94
2020-10-03,80,86.0,,0.86,68.8
2020-10-04,95,86.0,,0.86,81.7
2020-10-05,74,86.0,,0.86,63.64
2020-10-06,80,86.0,,0.86,68.8
2020-10-07,100,86.0,,0.86,86.0
2020-10-08,73,86.0,,0.86,62.78
2020-10-09,79,86.0,,0.86,67.94
2020-10-10,71,86.0,,0.86,61.06
2020-10-11,79,86.0,,0.86,67.94
2020-10-12,66,86.0,,0.86,56.76
2020-10-13,78,86.0,,0.86,67.08
2020-10-14,82,86.0,,0.86,70.52
2020-10-15,80,86.0,,0.86,68.8
2020-10-16,78,86.0,,0.86,67.08
2020-10-17,71,86.0,,0.86,61.06
2020-10-18,85,86.0,,0.86,73.1
2020-10-19,78,86.0,,0.86,67.08
2020-10-20,83,86.0,,0.86,71.38
2020-10-21,92,86.0,,0.86,79.12
2020-10-22,80,86.0,,0.86,68.8
2020-10-23,70,86.0,,0.86,60.199999999999996
2020-10-24,78,86.0,,0.86,67.08
2020-10-25,81,86.0,,0.86,69.66
2020-10-26,78,86.0,,0.86,67.08
2020-10-27,73,86.0,,0.86,62.78
2020-10-28,76,86.0,,0.86,65.36
2020-10-29,73,86.0,,0.86,62.78
2020-10-30,70,86.0,,0.86,60.199999999999996
2020-10-31,75,86.0,,0.86,64.5
2020-11-01,89,77.0,False,0.77,68.53
2020-11-02,93,77.0,,0.77,71.61
2020-11-03,81,77.0,,0.77,62.370000000000005
2020-11-04,50,77.0,,0.77,38.5
2020-11-05,63,77.0,,0.77,48.51
2020-11-06,78,77.0,,0.77,60.06
2020-11-07,73,77.0,,0.77,56.21
2020-11-08,82,77.0,,0.77,63.14
2020-11-09,76,77.0,,0.77,58.52
2020-11-10,88,77.0,,0.77,67.76
2020-11-11,95,77.0,,0.77,73.15
2020-11-12,88,77.0,,0.77,67.76
2020-11-13,82,77.0,,0.77,63.14
2020-11-14,84,77.0,,0.77,64.68
2020-11-15,91,77.0,,0.77,70.07000000000001
2020-11-16,99,77.0,,0.77,76.23
2020-11-17,91,77.0,,0.77,70.07000000000001
2020-11-18,80,77.0,,0.77,61.6
2020-11-19,86,77.0,,0.77,66.22
2020-11-20,90,77.0,,0.77,69.3
2020-11-21,76,77.0,,0.77,58.52
2020-11-22,94,77.0,,0.77,72.38
2020-11-23,91,77.0,,0.77,70.07000000000001
2020-11-24,100,77.0,,0.77,77.0
2020-11-25,86,77.0,,0.77,66.22
2020-11-26,80,77.0,,0.77,61.6
2020-11-27,96,77.0,,0.77,73.92
2020-11-28,94,77.0,,0.77,72.38
2020-11-29,84,77.0,,0.77,64.68
2020-11-30,83,77.0,,0.77,63.910000000000004
2020-12-01,76,83.0,False,0.83,63.08
2020-12-02,79,83.0,,0.83,65.57
2020-12-03,82,83.0,,0.83,68.06
2020-12-04,75,83.0,,0.83,62.25
2020-12-05,72,83.0,,0.83,59.76
2020-12-06,82,83.0,,0.83,68.06
2020-12-07,80,83.0,,0.83,66.39999999999999
2020-12-08,86,83.0,,0.83,71.38
2020-12-09,85,83.0,,0.83,70.55
2020-12-10,72,83.0,,0.83,59.76
2020-12-11,77,83.0,,0.83,63.91
2020-12-12,85,83.0,,0.83,70.55
2020-12-13,92,83.0,,0.83,76.36
2020-12-14,93,83.0,,0.83,77.19
2020-12-15,82,83.0,,0.83,68.06
2020-12-16,86,83.0,,0.83,71.38
2020-12-17,81,83.0,,0.83,67.22999999999999
2020-12-18,96,83.0,,0.83,79.67999999999999
2020-12-19,100,83.0,,0.83,83.0
2020-12-20,78,83.0,,0.83,64.74
2020-12-21,85,83.0,,0.83,70.55
2020-12-22,88,83.0,,0.83,73.03999999999999
2020-12-23,81,83.0,,0.83,67.22999999999999
2020-12-24,78,83.0,,0.83,64.74
2020-12-25,78,83.0,,0.83,64.74
2020-12-26,98,83.0,,0.83,81.33999999999999
2020-12-27,95,83.0,,0.83,78.85
2020-12-28,87,83.0,,0.83,72.21
2020-12-29,79,83.0,,0.83,65.57
2020-12-30,81,83.0,,0.83,67.22999999999999
2020-12-31,88,83.0,,0.83,73.03999999999999
2021-01-01,67,100.0,False,1.0,67.0
2021-01-02,80,100.0,,1.0,80.0
2021-01-03,84,100.0,,1.0,84.0
2021-01-04,60,100.0,,1.0,60.0
2021-01-05,71,100.0,,1.0,71.0
2021-01-06,72,100.0,,1.0,72.0
2021-01-07,66,100.0,,1.0,66.0
2021-01-08,79,100.0,,1.0,79.0
2021-01-09,93,100.0,,1.0,93.0
2021-01-10,100,100.0,,1.0,100.0
2021-01-11,86,100.0,,1.0,86.0
2021-01-12,86,100.0,,1.0,86.0
2021-01-13,79,100.0,,1.0,79.0
2021-01-14,84,100.0,,1.0,84.0
2021-01-15,81,100.0,,1.0,81.0
2021-01-16,98,100.0,,1.0,98.0
2021-01-17,84,100.0,,1.0,84.0
2021-01-18,93,100.0,,1.0,93.0
2021-01-19,87,100.0,,1.0,87.0
2021-01-20,82,100.0,,1.0,82.0
2021-01-21,85,100.0,,1.0,85.0
2021-01-22,79,100.0,,1.0,79.0
2021-01-23,81,100.0,,1.0,81.0
2021-01-24,92,100.0,,1.0,92.0
2021-01-25,80,100.0,,1.0,80.0
2021-01-26,81,100.0,,1.0,81.0
2021-01-27,77,100.0,,1.0,77.0
2021-01-28,72,100.0,,1.0,72.0
2021-01-29,74,100.0,,1.0,74.0
2021-01-30,80,100.0,,1.0,80.0
2021-01-31,81,100.0,,1.0,81.0
2021-02-01,83,93.0,False,0.93,77.19
2021-02-02,96,93.0,,0.93,89.28
2021-02-03,85,93.0,,0.93,79.05
2021-02-04,88,93.0,,0.93,81.84
2021-02-05,81,93.0,,0.93,75.33
2021-02-06,93,93.0,,0.93,86.49000000000001
2021-02-07,94,93.0,,0.93,87.42
2021-02-08,80,93.0,,0.93,74.4
2021-02-09,84,93.0,,0.93,78.12
2021-02-10,79,93.0,,0.93,73.47
2021-02-11,81,93.0,,0.93,75.33
2021-02-12,85,93.0,,0.93,79.05
2021-02-13,90,93.0,,0.93,83.7
2021-02-14,95,93.0,,0.93,88.35000000000001
2021-02-15,100,93.0,,0.93,93.0
2021-02-16,87,93.0,,0.93,80.91000000000001
2021-02-17,82,93.0,,0.93,76.26
2021-02-18,90,93.0,,0.93,83.7
2021-02-19,79,93.0,,0.93,73.47
2021-02-20,82,93.0,,0.93,76.26
2021-02-21,97,93.0,,0.93,90.21000000000001
2021-02-22,81,93.0,,0.93,75.33
2021-02-23,81,93.0,,0.93,75.33
2021-02-24,86,93.0,,0.93,79.98
2021-02-25,82,93.0,,0.93,76.26
2021-02-26,79,93.0,,0.93,73.47
2021-02-27,89,93.0,,0.93,82.77000000000001
2021-02-28,87,93.0,,0.93,80.91000000000001
2021-03-01,85,93.0,False,0.93,79.05
2021-03-02,95,93.0,,0.93,88.35000000000001
2021-03-03,83,93.0,,0.93,77.19
2021-03-04,80,93.0,,0.93,74.4
2021-03-05,84,93.0,,0.93,78.12
2021-03-06,85,93.0,,0.93,79.05
2021-03-07,89,93.0,,0.93,82.77000000000001
2021-03-08,84,93.0,,0.93,78.12
2021-03-09,80,93.0,,0.93,74.4
2021-03-10,75,93.0,,0.93,69.75
2021-03-11,84,93.0,,0.93,78.12
2021-03-12,81,93.0,,0.93,75.33
2021-03-13,90,93.0,,0.93,83.7
2021-03-14,88,93.0,,0.93,81.84
2021-03-15,82,93.0,,0.93,76.26
2021-03-16,95,93.0,,0.93,88.35000000000001
2021-03-17,96,93.0,,0.93,89.28
2021-03-18,90,93.0,,0.93,83.7
2021-03-19,87,93.0,,0.93,80.91000000000001
2021-03-20,95,93.0,,0.93,88.35000000000001
2021-03-21,86,93.0,,0.93,79.98
2021-03-22,87,93.0,,0.93,80.91000000000001
2021-03-23,83,93.0,,0.93,77.19
2021-03-24,92,93.0,,0.93,85.56
2021-03-25,87,93.0,,0.93,80.91000000000001
2021-03-26,100,93.0,,0.93,93.0
2021-03-27,80,93.0,,0.93,74.4
2021-03-28,92,93.0,,0.93,85.56
2021-03-29,96,93.0,,0.93,89.28
2021-03-30,88,93.0,,0.93,81.84
2021-03-31,86,93.0,,0.93,79.98
2021-04-01,59,92.0,False,0.92,54.28
2021-04-02,54,92.0,,0.92,49.68
2021-04-03,62,92.0,,0.92,57.04
2021-04-04,55,92.0,,0.92,50.6
2021-04-05,64,92.0,,0.92,58.88
2021-04-06,55,92.0,,0.92,50.6
2021-04-07,61,92.0,,0.92,56.120000000000005
2021-04-08,66,92.0,,0.92,60.720000000000006
2021-04-09,61,92.0,,0.92,56.120000000000005
2021-04-10,62,92.0,,0.92,57.04
2021-04-11,61,92.0,,0.92,56.120000000000005
2021-04-12,66,92.0,,0.92,60.720000000000006
2021-04-13,54,92.0,,0.92,49.68
2021-04-14,61,92.0,,0.92,56.120000000000005
2021-04-15,60,92.0,,0.92,55.2
2021-04-16,61,92.0,,0.92,56.120000000000005
2021-04-17,59,92.0,,0.92,54.28
2021-04-18,58,92.0,,0.92,53.36
2021-04-19,60,92.0,,0.92,55.2
2021-04-20,60,92.0,,0.92,55.2
2021-04-21,59,92.0,,0.92,54.28
2021-04-22,58,92.0,,0.92,53.36
2021-04-23,53,92.0,,0.92,48.760000000000005
2021-04-24,59,92.0,,0.92,54.28
2021-04-25,59,92.0,,0.92,54.28
2021-04-26,68,92.0,,0.92,62.56
2021-04-27,60,92.0,,0.92,55.2
2021-04-28,62,92.0,,0.92,57.04
2021-04-29,62,92.0,,0.92,57.04
2021-04-30,100,92.0,,0.92,92.0
2021-05-01,81,92.0,False,0.92,74.52000000000001
