date,HUBS_unscaled,HUBS_monthly,isPartial,scale,HUBS
2019-08-31,84,88.0,,0.88,73.92
2019-09-01,87,79.0,False,0.79,68.73
2019-09-02,89,79.0,,0.79,70.31
2019-09-03,97,79.0,,0.79,76.63000000000001
2019-09-04,97,79.0,,0.79,76.63000000000001
2019-09-05,100,79.0,,0.79,79.0
2019-09-06,92,79.0,,0.79,72.68
2019-09-07,70,79.0,,0.79,55.300000000000004
2019-09-08,67,79.0,,0.79,52.93
2019-09-09,77,79.0,,0.79,60.830000000000005
2019-09-10,100,79.0,,0.79,79.0
2019-09-11,74,79.0,,0.79,58.46
2019-09-12,88,79.0,,0.79,69.52000000000001
2019-09-13,89,79.0,,0.79,70.31
2019-09-14,90,79.0,,0.79,71.10000000000001
2019-09-15,94,79.0,,0.79,74.26
2019-09-16,85,79.0,,0.79,67.15
2019-09-17,85,79.0,,0.79,67.15
2019-09-18,85,79.0,,0.79,67.15
2019-09-19,82,79.0,,0.79,64.78
2019-09-20,62,79.0,,0.79,48.980000000000004
2019-09-21,97,79.0,,0.79,76.63000000000001
2019-09-22,66,79.0,,0.79,52.14
2019-09-23,88,79.0,,0.79,69.52000000000001
2019-09-24,94,79.0,,0.79,74.26
2019-09-25,98,79.0,,0.79,77.42
2019-09-26,87,79.0,,0.79,68.73
2019-09-27,91,79.0,,0.79,71.89
2019-09-28,74,79.0,,0.79,58.46
2019-09-29,99,79.0,,0.79,78.21000000000001
2019-09-30,92,79.0,,0.79,72.68
2019-10-01,84,78.0,False,0.78,65.52
2019-10-02,100,78.0,,0.78,78.0
2019-10-03,79,78.0,,0.78,61.620000000000005
2019-10-04,65,78.0,,0.78,50.7
2019-10-05,68,78.0,,0.78,53.04
2019-10-06,66,78.0,,0.78,51.480000000000004
2019-10-07,92,78.0,,0.78,71.76
2019-10-08,84,78.0,,0.78,65.52
2019-10-09,100,78.0,,0.78,78.0
2019-10-10,92,78.0,,0.78,71.76
2019-10-11,85,78.0,,0.78,66.3
2019-10-12,79,78.0,,0.78,61.620000000000005
2019-10-13,78,78.0,,0.78,60.84
2019-10-14,82,78.0,,0.78,63.96
2019-10-15,93,78.0,,0.78,72.54
2019-10-16,71,78.0,,0.78,55.38
2019-10-17,85,78.0,,0.78,66.3
2019-10-18,82,78.0,,0.78,63.96
2019-10-19,83,78.0,,0.78,64.74000000000001
2019-10-20,78,78.0,,0.78,60.84
2019-10-21,94,78.0,,0.78,73.32000000000001
2019-10-22,98,78.0,,0.78,76.44
2019-10-23,96,78.0,,0.78,74.88
2019-10-24,74,78.0,,0.78,57.72
2019-10-25,78,78.0,,0.78,60.84
2019-10-26,69,78.0,,0.78,53.82
2019-10-27,78,78.0,,0.78,60.84
2019-10-28,82,78.0,,0.78,63.96
2019-10-29,81,78.0,,0.78,63.18
2019-10-30,90,78.0,,0.78,70.2
2019-10-31,88,78.0,,0.78,68.64
2019-11-01,77,81.0,False,0.81,62.370000000000005
2019-11-02,70,81.0,,0.81,56.7
2019-11-03,67,81.0,,0.81,54.27
2019-11-04,91,81.0,,0.81,73.71000000000001
2019-11-05,91,81.0,,0.81,73.71000000000001
2019-11-06,88,81.0,,0.81,71.28
2019-11-07,67,81.0,,0.81,54.27
2019-11-08,72,81.0,,0.81,58.32000000000001
2019-11-09,73,81.0,,0.81,59.13
2019-11-10,72,81.0,,0.81,58.32000000000001
2019-11-11,85,81.0,,0.81,68.85000000000001
2019-11-12,93,81.0,,0.81,75.33
2019-11-13,71,81.0,,0.81,57.510000000000005
2019-11-14,70,81.0,,0.81,56.7
2019-11-15,78,81.0,,0.81,63.18000000000001
2019-11-16,55,81.0,,0.81,44.550000000000004
2019-11-17,64,81.0,,0.81,51.84
2019-11-18,77,81.0,,0.81,62.370000000000005
2019-11-19,71,81.0,,0.81,57.510000000000005
2019-11-20,100,81.0,,0.81,81.0
2019-11-21,66,81.0,,0.81,53.46
2019-11-22,61,81.0,,0.81,49.410000000000004
2019-11-23,74,81.0,,0.81,59.940000000000005
2019-11-24,81,81.0,,0.81,65.61
2019-11-25,70,81.0,,0.81,56.7
2019-11-26,77,81.0,,0.81,62.370000000000005
2019-11-27,72,81.0,,0.81,58.32000000000001
2019-11-28,60,81.0,,0.81,48.6
2019-11-29,74,81.0,,0.81,59.940000000000005
2019-11-30,62,81.0,,0.81,50.220000000000006
2019-12-01,81,84.0,False,0.84,68.03999999999999
2019-12-02,91,84.0,,0.84,76.44
2019-12-03,90,84.0,,0.84,75.6
2019-12-04,73,84.0,,0.84,61.32
2019-12-05,90,84.0,,0.84,75.6
2019-12-06,88,84.0,,0.84,73.92
2019-12-07,76,84.0,,0.84,63.839999999999996
2019-12-08,85,84.0,,0.84,71.39999999999999
2019-12-09,70,84.0,,0.84,58.8
2019-12-10,76,84.0,,0.84,63.839999999999996
2019-12-11,68,84.0,,0.84,57.12
2019-12-12,69,84.0,,0.84,57.96
2019-12-13,60,84.0,,0.84,50.4
2019-12-14,76,84.0,,0.84,63.839999999999996
2019-12-15,100,84.0,,0.84,84.0
2019-12-16,87,84.0,,0.84,73.08
2019-12-17,90,84.0,,0.84,75.6
2019-12-18,86,84.0,,0.84,72.24
2019-12-19,82,84.0,,0.84,68.88
2019-12-20,77,84.0,,0.84,64.67999999999999
2019-12-21,80,84.0,,0.84,67.2
2019-12-22,78,84.0,,0.84,65.52
2019-12-23,80,84.0,,0.84,67.2
2019-12-24,82,84.0,,0.84,68.88
2019-12-25,66,84.0,,0.84,55.44
2019-12-26,79,84.0,,0.84,66.36
2019-12-27,90,84.0,,0.84,75.6
2019-12-28,100,84.0,,0.84,84.0
2019-12-29,93,84.0,,0.84,78.11999999999999
2019-12-30,79,84.0,,0.84,66.36
2019-12-31,99,84.0,,0.84,83.16
2020-01-01,84,84.0,False,0.84,70.56
2020-01-02,59,84.0,,0.84,49.559999999999995
2020-01-03,84,84.0,,0.84,70.56
2020-01-04,81,84.0,,0.84,68.03999999999999
2020-01-05,70,84.0,,0.84,58.8
2020-01-06,74,84.0,,0.84,62.16
2020-01-07,81,84.0,,0.84,68.03999999999999
2020-01-08,90,84.0,,0.84,75.6
2020-01-09,59,84.0,,0.84,49.559999999999995
2020-01-10,100,84.0,,0.84,84.0
2020-01-11,63,84.0,,0.84,52.919999999999995
2020-01-12,74,84.0,,0.84,62.16
2020-01-13,71,84.0,,0.84,59.64
2020-01-14,87,84.0,,0.84,73.08
2020-01-15,83,84.0,,0.84,69.72
2020-01-16,71,84.0,,0.84,59.64
2020-01-17,71,84.0,,0.84,59.64
2020-01-18,87,84.0,,0.84,73.08
2020-01-19,95,84.0,,0.84,79.8
2020-01-20,100,84.0,,0.84,84.0
2020-01-21,96,84.0,,0.84,80.64
2020-01-22,76,84.0,,0.84,63.839999999999996
2020-01-23,84,84.0,,0.84,70.56
2020-01-24,74,84.0,,0.84,62.16
2020-01-25,77,84.0,,0.84,64.67999999999999
2020-01-26,69,84.0,,0.84,57.96
2020-01-27,84,84.0,,0.84,70.56
2020-01-28,78,84.0,,0.84,65.52
2020-01-29,70,84.0,,0.84,58.8
2020-01-30,66,84.0,,0.84,55.44
2020-01-31,85,84.0,,0.84,71.39999999999999
2020-02-01,72,87.0,False,0.87,62.64
2020-02-02,74,87.0,,0.87,64.38
2020-02-03,78,87.0,,0.87,67.86
2020-02-04,77,87.0,,0.87,66.99
2020-02-05,82,87.0,,0.87,71.34
2020-02-06,96,87.0,,0.87,83.52
2020-02-07,79,87.0,,0.87,68.73
2020-02-08,78,87.0,,0.87,67.86
2020-02-09,59,87.0,,0.87,51.33
2020-02-10,82,87.0,,0.87,71.34
2020-02-11,72,87.0,,0.87,62.64
2020-02-12,100,87.0,,0.87,87.0
2020-02-13,96,87.0,,0.87,83.52
2020-02-14,79,87.0,,0.87,68.73
2020-02-15,76,87.0,,0.87,66.12
2020-02-16,82,87.0,,0.87,71.34
2020-02-17,79,87.0,,0.87,68.73
2020-02-18,100,87.0,,0.87,87.0
2020-02-19,78,87.0,,0.87,67.86
2020-02-20,81,87.0,,0.87,70.47
2020-02-21,87,87.0,,0.87,75.69
2020-02-22,82,87.0,,0.87,71.34
2020-02-23,63,87.0,,0.87,54.81
2020-02-24,97,87.0,,0.87,84.39
2020-02-25,89,87.0,,0.87,77.42999999999999
2020-02-26,77,87.0,,0.87,66.99
2020-02-27,84,87.0,,0.87,73.08
2020-02-28,80,87.0,,0.87,69.6
2020-02-29,74,87.0,,0.87,64.38
2020-03-01,79,79.0,False,0.79,62.410000000000004
2020-03-02,86,79.0,,0.79,67.94
2020-03-03,96,79.0,,0.79,75.84
2020-03-04,73,79.0,,0.79,57.67
2020-03-05,70,79.0,,0.79,55.300000000000004
2020-03-06,80,79.0,,0.79,63.2
2020-03-07,75,79.0,,0.79,59.25
2020-03-08,66,79.0,,0.79,52.14
2020-03-09,82,79.0,,0.79,64.78
2020-03-10,92,79.0,,0.79,72.68
2020-03-11,80,79.0,,0.79,63.2
2020-03-12,86,79.0,,0.79,67.94
2020-03-13,100,79.0,,0.79,79.0
2020-03-14,91,79.0,,0.79,71.89
2020-03-15,70,79.0,,0.79,55.300000000000004
2020-03-16,72,79.0,,0.79,56.88
2020-03-17,69,79.0,,0.79,54.510000000000005
2020-03-18,55,79.0,,0.79,43.45
2020-03-19,69,79.0,,0.79,54.510000000000005
2020-03-20,58,79.0,,0.79,45.82
2020-03-21,68,79.0,,0.79,53.72
2020-03-22,78,79.0,,0.79,61.620000000000005
2020-03-23,77,79.0,,0.79,60.830000000000005
2020-03-24,86,79.0,,0.79,67.94
2020-03-25,76,79.0,,0.79,60.040000000000006
2020-03-26,91,79.0,,0.79,71.89
2020-03-27,65,79.0,,0.79,51.35
2020-03-28,72,79.0,,0.79,56.88
2020-03-29,80,79.0,,0.79,63.2
2020-03-30,99,79.0,,0.79,78.21000000000001
2020-03-31,70,79.0,,0.79,55.300000000000004
2020-04-01,73,84.0,False,0.84,61.32
2020-04-02,66,84.0,,0.84,55.44
2020-04-03,70,84.0,,0.84,58.8
2020-04-04,77,84.0,,0.84,64.67999999999999
2020-04-05,82,84.0,,0.84,68.88
2020-04-06,79,84.0,,0.84,66.36
2020-04-07,65,84.0,,0.84,54.6
2020-04-08,84,84.0,,0.84,70.56
2020-04-09,65,84.0,,0.84,54.6
2020-04-10,68,84.0,,0.84,57.12
2020-04-11,72,84.0,,0.84,60.48
2020-04-12,85,84.0,,0.84,71.39999999999999
2020-04-13,99,84.0,,0.84,83.16
2020-04-14,68,84.0,,0.84,57.12
2020-04-15,76,84.0,,0.84,63.839999999999996
2020-04-16,92,84.0,,0.84,77.28
2020-04-17,66,84.0,,0.84,55.44
2020-04-18,93,84.0,,0.84,78.11999999999999
2020-04-19,75,84.0,,0.84,63.0
2020-04-20,81,84.0,,0.84,68.03999999999999
2020-04-21,100,84.0,,0.84,84.0
2020-04-22,84,84.0,,0.84,70.56
2020-04-23,87,84.0,,0.84,73.08
2020-04-24,77,84.0,,0.84,64.67999999999999
2020-04-25,72,84.0,,0.84,60.48
2020-04-26,89,84.0,,0.84,74.75999999999999
2020-04-27,90,84.0,,0.84,75.6
2020-04-28,75,84.0,,0.84,63.0
2020-04-29,90,84.0,,0.84,75.6
2020-04-30,99,84.0,,0.84,83.16
2020-05-01,79,90.0,False,0.9,71.10000000000001
2020-05-02,73,90.0,,0.9,65.7
2020-05-03,82,90.0,,0.9,73.8
2020-05-04,67,90.0,,0.9,60.300000000000004
2020-05-05,78,90.0,,0.9,70.2
2020-05-06,82,90.0,,0.9,73.8
2020-05-07,100,90.0,,0.9,90.0
2020-05-08,77,90.0,,0.9,69.3
2020-05-09,76,90.0,,0.9,68.4
2020-05-10,71,90.0,,0.9,63.9
2020-05-11,77,90.0,,0.9,69.3
2020-05-12,83,90.0,,0.9,74.7
2020-05-13,76,90.0,,0.9,68.4
2020-05-14,62,90.0,,0.9,55.800000000000004
2020-05-15,68,90.0,,0.9,61.2
2020-05-16,69,90.0,,0.9,62.1
2020-05-17,67,90.0,,0.9,60.300000000000004
2020-05-18,77,90.0,,0.9,69.3
2020-05-19,83,90.0,,0.9,74.7
2020-05-20,62,90.0,,0.9,55.800000000000004
2020-05-21,75,90.0,,0.9,67.5
2020-05-22,79,90.0,,0.9,71.10000000000001
2020-05-23,76,90.0,,0.9,68.4
2020-05-24,51,90.0,,0.9,45.9
2020-05-25,82,90.0,,0.9,73.8
2020-05-26,91,90.0,,0.9,81.9
2020-05-27,89,90.0,,0.9,80.10000000000001
2020-05-28,78,90.0,,0.9,70.2
2020-05-29,73,90.0,,0.9,65.7
2020-05-30,78,90.0,,0.9,70.2
2020-05-31,62,90.0,,0.9,55.800000000000004
2020-06-01,83,87.0,False,0.87,72.21
2020-06-02,79,87.0,,0.87,68.73
2020-06-03,77,87.0,,0.87,66.99
2020-06-04,72,87.0,,0.87,62.64
2020-06-05,70,87.0,,0.87,60.9
2020-06-06,63,87.0,,0.87,54.81
2020-06-07,85,87.0,,0.87,73.95
2020-06-08,87,87.0,,0.87,75.69
2020-06-09,68,87.0,,0.87,59.16
2020-06-10,90,87.0,,0.87,78.3
2020-06-11,66,87.0,,0.87,57.42
2020-06-12,80,87.0,,0.87,69.6
2020-06-13,81,87.0,,0.87,70.47
2020-06-14,63,87.0,,0.87,54.81
2020-06-15,82,87.0,,0.87,71.34
2020-06-16,80,87.0,,0.87,69.6
2020-06-17,82,87.0,,0.87,71.34
2020-06-18,67,87.0,,0.87,58.29
2020-06-19,68,87.0,,0.87,59.16
2020-06-20,62,87.0,,0.87,53.94
2020-06-21,100,87.0,,0.87,87.0
2020-06-22,82,87.0,,0.87,71.34
2020-06-23,67,87.0,,0.87,58.29
2020-06-24,78,87.0,,0.87,67.86
2020-06-25,67,87.0,,0.87,58.29
2020-06-26,81,87.0,,0.87,70.47
2020-06-27,66,87.0,,0.87,57.42
2020-06-28,76,87.0,,0.87,66.12
2020-06-29,74,87.0,,0.87,64.38
2020-06-30,74,87.0,,0.87,64.38
2020-07-01,65,84.0,False,0.84,54.6
2020-07-02,88,84.0,,0.84,73.92
2020-07-03,62,84.0,,0.84,52.08
2020-07-04,66,84.0,,0.84,55.44
2020-07-05,54,84.0,,0.84,45.36
2020-07-06,62,84.0,,0.84,52.08
2020-07-07,76,84.0,,0.84,63.839999999999996
2020-07-08,86,84.0,,0.84,72.24
2020-07-09,78,84.0,,0.84,65.52
2020-07-10,77,84.0,,0.84,64.67999999999999
2020-07-11,83,84.0,,0.84,69.72
2020-07-12,77,84.0,,0.84,64.67999999999999
2020-07-13,83,84.0,,0.84,69.72
2020-07-14,100,84.0,,0.84,84.0
2020-07-15,73,84.0,,0.84,61.32
2020-07-16,78,84.0,,0.84,65.52
2020-07-17,81,84.0,,0.84,68.03999999999999
2020-07-18,84,84.0,,0.84,70.56
2020-07-19,79,84.0,,0.84,66.36
2020-07-20,80,84.0,,0.84,67.2
2020-07-21,66,84.0,,0.84,55.44
2020-07-22,79,84.0,,0.84,66.36
2020-07-23,72,84.0,,0.84,60.48
2020-07-24,66,84.0,,0.84,55.44
2020-07-25,78,84.0,,0.84,65.52
2020-07-26,77,84.0,,0.84,64.67999999999999
2020-07-27,99,84.0,,0.84,83.16
2020-07-28,94,84.0,,0.84,78.96
2020-07-29,86,84.0,,0.84,72.24
2020-07-30,90,84.0,,0.84,75.6
2020-07-31,77,84.0,,0.84,64.67999999999999
2020-08-01,73,89.0,False,0.89,64.97
2020-08-02,80,89.0,,0.89,71.2
2020-08-03,77,89.0,,0.89,68.53
2020-08-04,88,89.0,,0.89,78.32000000000001
2020-08-05,90,89.0,,0.89,80.1
2020-08-06,96,89.0,,0.89,85.44
2020-08-07,78,89.0,,0.89,69.42
2020-08-08,86,89.0,,0.89,76.54
2020-08-09,73,89.0,,0.89,64.97
2020-08-10,91,89.0,,0.89,80.99
2020-08-11,80,89.0,,0.89,71.2
2020-08-12,70,89.0,,0.89,62.300000000000004
2020-08-13,78,89.0,,0.89,69.42
2020-08-14,99,89.0,,0.89,88.11
2020-08-15,82,89.0,,0.89,72.98
2020-08-16,90,89.0,,0.89,80.1
2020-08-17,85,89.0,,0.89,75.65
2020-08-18,100,89.0,,0.89,89.0
2020-08-19,99,89.0,,0.89,88.11
2020-08-20,85,89.0,,0.89,75.65
2020-08-21,83,89.0,,0.89,73.87
2020-08-22,77,89.0,,0.89,68.53
2020-08-23,83,89.0,,0.89,73.87
2020-08-24,88,89.0,,0.89,78.32000000000001
2020-08-25,93,89.0,,0.89,82.77
2020-08-26,83,89.0,,0.89,73.87
2020-08-27,74,89.0,,0.89,65.86
2020-08-28,69,89.0,,0.89,61.410000000000004
2020-08-29,79,89.0,,0.89,70.31
2020-08-30,84,89.0,,0.89,74.76
2020-08-31,84,89.0,,0.89,74.76
2020-09-01,79,83.0,False,0.83,65.57
2020-09-02,100,83.0,,0.83,83.0
2020-09-03,85,83.0,,0.83,70.55
2020-09-04,90,83.0,,0.83,74.7
2020-09-05,72,83.0,,0.83,59.76
2020-09-06,80,83.0,,0.83,66.39999999999999
2020-09-07,68,83.0,,0.83,56.44
2020-09-08,93,83.0,,0.83,77.19
2020-09-09,84,83.0,,0.83,69.72
2020-09-10,96,83.0,,0.83,79.67999999999999
2020-09-11,82,83.0,,0.83,68.06
2020-09-12,81,83.0,,0.83,67.22999999999999
2020-09-13,57,83.0,,0.83,47.309999999999995
2020-09-14,87,83.0,,0.83,72.21
2020-09-15,62,83.0,,0.83,51.46
2020-09-16,80,83.0,,0.83,66.39999999999999
2020-09-17,68,83.0,,0.83,56.44
2020-09-18,89,83.0,,0.83,73.86999999999999
2020-09-19,83,83.0,,0.83,68.89
2020-09-20,71,83.0,,0.83,58.93
2020-09-21,96,83.0,,0.83,79.67999999999999
2020-09-22,93,83.0,,0.83,77.19
2020-09-23,77,83.0,,0.83,63.91
2020-09-24,83,83.0,,0.83,68.89
2020-09-25,80,83.0,,0.83,66.39999999999999
2020-09-26,82,83.0,,0.83,68.06
2020-09-27,76,83.0,,0.83,63.08
2020-09-28,69,83.0,,0.83,57.269999999999996
2020-09-29,88,83.0,,0.83,73.03999999999999
2020-09-30,61,83.0,,0.83,50.629999999999995
2020-10-01,82,84.0,False,0.84,68.88
2020-10-02,92,84.0,,0.84,77.28
2020-10-03,79,84.0,,0.84,66.36
2020-10-04,91,84.0,,0.84,76.44
2020-10-05,87,84.0,,0.84,73.08
2020-10-06,100,84.0,,0.84,84.0
2020-10-07,74,84.0,,0.84,62.16
2020-10-08,92,84.0,,0.84,77.28
2020-10-09,68,84.0,,0.84,57.12
2020-10-10,92,84.0,,0.84,77.28
2020-10-11,72,84.0,,0.84,60.48
2020-10-12,100,84.0,,0.84,84.0
2020-10-13,91,84.0,,0.84,76.44
2020-10-14,76,84.0,,0.84,63.839999999999996
2020-10-15,72,84.0,,0.84,60.48
2020-10-16,77,84.0,,0.84,64.67999999999999
2020-10-17,85,84.0,,0.84,71.39999999999999
2020-10-18,95,84.0,,0.84,79.8
2020-10-19,66,84.0,,0.84,55.44
2020-10-20,76,84.0,,0.84,63.839999999999996
2020-10-21,95,84.0,,0.84,79.8
2020-10-22,81,84.0,,0.84,68.03999999999999
2020-10-23,68,84.0,,0.84,57.12
2020-10-24,61,84.0,,0.84,51.239999999999995
2020-10-25,84,84.0,,0.84,70.56
2020-10-26,83,84.0,,0.84,69.72
2020-10-27,80,84.0,,0.84,67.2
2020-10-28,90,84.0,,0.84,75.6
2020-10-29,73,84.0,,0.84,61.32
2020-10-30,84,84.0,,0.84,70.56
2020-10-31,84,84.0,,0.84,70.56
2020-11-01,77,76.0,False,0.76,58.52
2020-11-02,80,76.0,,0.76,60.8
2020-11-03,79,76.0,,0.76,60.04
2020-11-04,46,76.0,,0.76,34.96
2020-11-05,56,76.0,,0.76,42.56
2020-11-06,68,76.0,,0.76,51.68
2020-11-07,51,76.0,,0.76,38.76
2020-11-08,55,76.0,,0.76,41.8
2020-11-09,69,76.0,,0.76,52.44
2020-11-10,85,76.0,,0.76,64.6
2020-11-11,100,76.0,,0.76,76.0
2020-11-12,88,76.0,,0.76,66.88
2020-11-13,78,76.0,,0.76,59.28
2020-11-14,62,76.0,,0.76,47.12
2020-11-15,89,76.0,,0.76,67.64
2020-11-16,68,76.0,,0.76,51.68
2020-11-17,81,76.0,,0.76,61.56
2020-11-18,92,76.0,,0.76,69.92
2020-11-19,88,76.0,,0.76,66.88
2020-11-20,71,76.0,,0.76,53.96
2020-11-21,69,76.0,,0.76,52.44
2020-11-22,75,76.0,,0.76,57.0
2020-11-23,76,76.0,,0.76,57.76
2020-11-24,73,76.0,,0.76,55.480000000000004
2020-11-25,71,76.0,,0.76,53.96
2020-11-26,76,76.0,,0.76,57.76
2020-11-27,81,76.0,,0.76,61.56
2020-11-28,76,76.0,,0.76,57.76
2020-11-29,72,76.0,,0.76,54.72
2020-11-30,81,76.0,,0.76,61.56
2020-12-01,78,85.0,False,0.85,66.3
2020-12-02,67,85.0,,0.85,56.949999999999996
2020-12-03,81,85.0,,0.85,68.85
2020-12-04,82,85.0,,0.85,69.7
2020-12-05,76,85.0,,0.85,64.6
2020-12-06,84,85.0,,0.85,71.39999999999999
2020-12-07,90,85.0,,0.85,76.5
2020-12-08,82,85.0,,0.85,69.7
2020-12-09,89,85.0,,0.85,75.64999999999999
2020-12-10,89,85.0,,0.85,75.64999999999999
2020-12-11,82,85.0,,0.85,69.7
2020-12-12,76,85.0,,0.85,64.6
2020-12-13,83,85.0,,0.85,70.55
2020-12-14,85,85.0,,0.85,72.25
2020-12-15,71,85.0,,0.85,60.35
2020-12-16,98,85.0,,0.85,83.3
2020-12-17,84,85.0,,0.85,71.39999999999999
2020-12-18,100,85.0,,0.85,85.0
2020-12-19,87,85.0,,0.85,73.95
2020-12-20,98,85.0,,0.85,83.3
2020-12-21,77,85.0,,0.85,65.45
2020-12-22,80,85.0,,0.85,68.0
2020-12-23,88,85.0,,0.85,74.8
2020-12-24,75,85.0,,0.85,63.75
2020-12-25,76,85.0,,0.85,64.6
2020-12-26,92,85.0,,0.85,78.2
2020-12-27,67,85.0,,0.85,56.949999999999996
2020-12-28,86,85.0,,0.85,73.1
2020-12-29,95,85.0,,0.85,80.75
2020-12-30,85,85.0,,0.85,72.25
2020-12-31,77,85.0,,0.85,65.45
2021-01-01,59,95.0,False,0.95,56.05
2021-01-02,65,95.0,,0.95,61.75
2021-01-03,55,95.0,,0.95,52.25
2021-01-04,56,95.0,,0.95,53.199999999999996
2021-01-05,57,95.0,,0.95,54.15
2021-01-06,64,95.0,,0.95,60.8
2021-01-07,64,95.0,,0.95,60.8
2021-01-08,79,95.0,,0.95,75.05
2021-01-09,61,95.0,,0.95,57.949999999999996
2021-01-10,95,95.0,,0.95,90.25
2021-01-11,80,95.0,,0.95,76.0
2021-01-12,82,95.0,,0.95,77.89999999999999
2021-01-13,78,95.0,,0.95,74.1
2021-01-14,72,95.0,,0.95,68.39999999999999
2021-01-15,83,95.0,,0.95,78.85
2021-01-16,67,95.0,,0.95,63.65
2021-01-17,59,95.0,,0.95,56.05
2021-01-18,83,95.0,,0.95,78.85
2021-01-19,94,95.0,,0.95,89.3
2021-01-20,57,95.0,,0.95,54.15
2021-01-21,78,95.0,,0.95,74.1
2021-01-22,78,95.0,,0.95,74.1
2021-01-23,84,95.0,,0.95,79.8
2021-01-24,71,95.0,,0.95,67.45
2021-01-25,77,95.0,,0.95,73.14999999999999
2021-01-26,86,95.0,,0.95,81.7
2021-01-27,100,95.0,,0.95,95.0
2021-01-28,72,95.0,,0.95,68.39999999999999
2021-01-29,58,95.0,,0.95,55.099999999999994
2021-01-30,72,95.0,,0.95,68.39999999999999
2021-01-31,81,95.0,,0.95,76.95
2021-02-01,92,100.0,False,1.0,92.0
2021-02-02,92,100.0,,1.0,92.0
2021-02-03,98,100.0,,1.0,98.0
2021-02-04,80,100.0,,1.0,80.0
2021-02-05,79,100.0,,1.0,79.0
2021-02-06,77,100.0,,1.0,77.0
2021-02-07,69,100.0,,1.0,69.0
2021-02-08,77,100.0,,1.0,77.0
2021-02-09,82,100.0,,1.0,82.0
2021-02-10,89,100.0,,1.0,89.0
2021-02-11,83,100.0,,1.0,83.0
2021-02-12,86,100.0,,1.0,86.0
2021-02-13,62,100.0,,1.0,62.0
2021-02-14,85,100.0,,1.0,85.0
2021-02-15,59,100.0,,1.0,59.0
2021-02-16,91,100.0,,1.0,91.0
2021-02-17,95,100.0,,1.0,95.0
2021-02-18,79,100.0,,1.0,79.0
2021-02-19,86,100.0,,1.0,86.0
2021-02-20,75,100.0,,1.0,75.0
2021-02-21,74,100.0,,1.0,74.0
2021-02-22,85,100.0,,1.0,85.0
2021-02-23,100,100.0,,1.0,100.0
2021-02-24,88,100.0,,1.0,88.0
2021-02-25,68,100.0,,1.0,68.0
2021-02-26,88,100.0,,1.0,88.0
2021-02-27,84,100.0,,1.0,84.0
2021-02-28,66,100.0,,1.0,66.0
2021-03-01,78,91.0,False,0.91,70.98
2021-03-02,83,91.0,,0.91,75.53
2021-03-03,100,91.0,,0.91,91.0
2021-03-04,79,91.0,,0.91,71.89
2021-03-05,81,91.0,,0.91,73.71000000000001
2021-03-06,83,91.0,,0.91,75.53
2021-03-07,72,91.0,,0.91,65.52
2021-03-08,80,91.0,,0.91,72.8
2021-03-09,83,91.0,,0.91,75.53
2021-03-10,87,91.0,,0.91,79.17
2021-03-11,81,91.0,,0.91,73.71000000000001
2021-03-12,91,91.0,,0.91,82.81
2021-03-13,83,91.0,,0.91,75.53
2021-03-14,58,91.0,,0.91,52.78
2021-03-15,91,91.0,,0.91,82.81
2021-03-16,79,91.0,,0.91,71.89
2021-03-17,84,91.0,,0.91,76.44
2021-03-18,80,91.0,,0.91,72.8
2021-03-19,82,91.0,,0.91,74.62
2021-03-20,76,91.0,,0.91,69.16
2021-03-21,75,91.0,,0.91,68.25
2021-03-22,67,91.0,,0.91,60.97
2021-03-23,72,91.0,,0.91,65.52
2021-03-24,88,91.0,,0.91,80.08
2021-03-25,83,91.0,,0.91,75.53
2021-03-26,75,91.0,,0.91,68.25
2021-03-27,74,91.0,,0.91,67.34
2021-03-28,73,91.0,,0.91,66.43
2021-03-29,81,91.0,,0.91,73.71000000000001
2021-03-30,74,91.0,,0.91,67.34
2021-03-31,81,91.0,,0.91,73.71000000000001
2021-04-01,97,88.0,False,0.88,85.36
2021-04-02,96,88.0,,0.88,84.48
2021-04-03,75,88.0,,0.88,66.0
2021-04-04,100,88.0,,0.88,88.0
2021-04-05,96,88.0,,0.88,84.48
2021-04-06,79,88.0,,0.88,69.52
2021-04-07,81,88.0,,0.88,71.28
2021-04-08,92,88.0,,0.88,80.96
2021-04-09,78,88.0,,0.88,68.64
2021-04-10,72,88.0,,0.88,63.36
2021-04-11,91,88.0,,0.88,80.08
2021-04-12,76,88.0,,0.88,66.88
2021-04-13,89,88.0,,0.88,78.32000000000001
2021-04-14,100,88.0,,0.88,88.0
2021-04-15,90,88.0,,0.88,79.2
2021-04-16,88,88.0,,0.88,77.44
2021-04-17,84,88.0,,0.88,73.92
2021-04-18,77,88.0,,0.88,67.76
2021-04-19,63,88.0,,0.88,55.44
2021-04-20,80,88.0,,0.88,70.4
2021-04-21,89,88.0,,0.88,78.32000000000001
2021-04-22,93,88.0,,0.88,81.84
2021-04-23,80,88.0,,0.88,70.4
2021-04-24,77,88.0,,0.88,67.76
2021-04-25,75,88.0,,0.88,66.0
2021-04-26,70,88.0,,0.88,61.6
2021-04-27,97,88.0,,0.88,85.36
2021-04-28,88,88.0,,0.88,77.44
2021-04-29,67,88.0,,0.88,58.96
2021-04-30,61,88.0,,0.88,53.68
2021-05-01,75,85.0,False,0.85,63.75
2021-05-02,74,85.0,,0.85,62.9
