date,FANG_unscaled,FANG_monthly,isPartial,scale,FANG
2019-08-18,80,36.0,,0.36,28.799999999999997
2019-08-19,85,36.0,,0.36,30.599999999999998
2019-08-20,80,36.0,,0.36,28.799999999999997
2019-08-21,96,36.0,,0.36,34.56
2019-08-22,93,36.0,,0.36,33.48
2019-08-23,71,36.0,,0.36,25.56
2019-08-24,80,36.0,,0.36,28.799999999999997
2019-08-25,88,36.0,,0.36,31.68
2019-08-26,89,36.0,,0.36,32.04
2019-08-27,90,36.0,,0.36,32.4
2019-08-28,90,36.0,,0.36,32.4
2019-08-29,81,36.0,,0.36,29.16
2019-08-30,92,36.0,,0.36,33.12
2019-08-31,97,36.0,,0.36,34.92
2019-09-01,71,38.0,False,0.38,26.98
2019-09-02,67,38.0,,0.38,25.46
2019-09-03,87,38.0,,0.38,33.06
2019-09-04,82,38.0,,0.38,31.16
2019-09-05,81,38.0,,0.38,30.78
2019-09-06,73,38.0,,0.38,27.740000000000002
2019-09-07,84,38.0,,0.38,31.92
2019-09-08,83,38.0,,0.38,31.54
2019-09-09,75,38.0,,0.38,28.5
2019-09-10,67,38.0,,0.38,25.46
2019-09-11,87,38.0,,0.38,33.06
2019-09-12,77,38.0,,0.38,29.26
2019-09-13,81,38.0,,0.38,30.78
2019-09-14,100,38.0,,0.38,38.0
2019-09-15,88,38.0,,0.38,33.44
2019-09-16,73,38.0,,0.38,27.740000000000002
2019-09-17,86,38.0,,0.38,32.68
2019-09-18,78,38.0,,0.38,29.64
2019-09-19,80,38.0,,0.38,30.4
2019-09-20,67,38.0,,0.38,25.46
2019-09-21,69,38.0,,0.38,26.22
2019-09-22,72,38.0,,0.38,27.36
2019-09-23,71,38.0,,0.38,26.98
2019-09-24,75,38.0,,0.38,28.5
2019-09-25,72,38.0,,0.38,27.36
2019-09-26,61,38.0,,0.38,23.18
2019-09-27,74,38.0,,0.38,28.12
2019-09-28,76,38.0,,0.38,28.88
2019-09-29,76,38.0,,0.38,28.88
2019-09-30,64,38.0,,0.38,24.32
2019-10-01,69,37.0,False,0.37,25.53
2019-10-02,69,37.0,,0.37,25.53
2019-10-03,75,37.0,,0.37,27.75
2019-10-04,79,37.0,,0.37,29.23
2019-10-05,89,37.0,,0.37,32.93
2019-10-06,95,37.0,,0.37,35.15
2019-10-07,88,37.0,,0.37,32.56
2019-10-08,81,37.0,,0.37,29.97
2019-10-09,88,37.0,,0.37,32.56
2019-10-10,86,37.0,,0.37,31.82
2019-10-11,73,37.0,,0.37,27.009999999999998
2019-10-12,92,37.0,,0.37,34.04
2019-10-13,94,37.0,,0.37,34.78
2019-10-14,84,37.0,,0.37,31.08
2019-10-15,75,37.0,,0.37,27.75
2019-10-16,77,37.0,,0.37,28.49
2019-10-17,81,37.0,,0.37,29.97
2019-10-18,64,37.0,,0.37,23.68
2019-10-19,100,37.0,,0.37,37.0
2019-10-20,82,37.0,,0.37,30.34
2019-10-21,77,37.0,,0.37,28.49
2019-10-22,75,37.0,,0.37,27.75
2019-10-23,89,37.0,,0.37,32.93
2019-10-24,77,37.0,,0.37,28.49
2019-10-25,84,37.0,,0.37,31.08
2019-10-26,92,37.0,,0.37,34.04
2019-10-27,96,37.0,,0.37,35.519999999999996
2019-10-28,82,37.0,,0.37,30.34
2019-10-29,77,37.0,,0.37,28.49
2019-10-30,73,37.0,,0.37,27.009999999999998
2019-10-31,67,37.0,,0.37,24.79
2019-11-01,78,37.0,False,0.37,28.86
2019-11-02,80,37.0,,0.37,29.6
2019-11-03,70,37.0,,0.37,25.9
2019-11-04,86,37.0,,0.37,31.82
2019-11-05,78,37.0,,0.37,28.86
2019-11-06,88,37.0,,0.37,32.56
2019-11-07,80,37.0,,0.37,29.6
2019-11-08,92,37.0,,0.37,34.04
2019-11-09,78,37.0,,0.37,28.86
2019-11-10,78,37.0,,0.37,28.86
2019-11-11,90,37.0,,0.37,33.3
2019-11-12,74,37.0,,0.37,27.38
2019-11-13,95,37.0,,0.37,35.15
2019-11-14,76,37.0,,0.37,28.12
2019-11-15,67,37.0,,0.37,24.79
2019-11-16,100,37.0,,0.37,37.0
2019-11-17,87,37.0,,0.37,32.19
2019-11-18,73,37.0,,0.37,27.009999999999998
2019-11-19,95,37.0,,0.37,35.15
2019-11-20,81,37.0,,0.37,29.97
2019-11-21,76,37.0,,0.37,28.12
2019-11-22,86,37.0,,0.37,31.82
2019-11-23,97,37.0,,0.37,35.89
2019-11-24,80,37.0,,0.37,29.6
2019-11-25,91,37.0,,0.37,33.67
2019-11-26,71,37.0,,0.37,26.27
2019-11-27,91,37.0,,0.37,33.67
2019-11-28,88,37.0,,0.37,32.56
2019-11-29,91,37.0,,0.37,33.67
2019-11-30,79,37.0,,0.37,29.23
2019-12-01,78,37.0,False,0.37,28.86
2019-12-02,67,37.0,,0.37,24.79
2019-12-03,80,37.0,,0.37,29.6
2019-12-04,75,37.0,,0.37,27.75
2019-12-05,80,37.0,,0.37,29.6
2019-12-06,66,37.0,,0.37,24.419999999999998
2019-12-07,69,37.0,,0.37,25.53
2019-12-08,64,37.0,,0.37,23.68
2019-12-09,72,37.0,,0.37,26.64
2019-12-10,69,37.0,,0.37,25.53
2019-12-11,70,37.0,,0.37,25.9
2019-12-12,76,37.0,,0.37,28.12
2019-12-13,62,37.0,,0.37,22.94
2019-12-14,62,37.0,,0.37,22.94
2019-12-15,76,37.0,,0.37,28.12
2019-12-16,67,37.0,,0.37,24.79
2019-12-17,72,37.0,,0.37,26.64
2019-12-18,73,37.0,,0.37,27.009999999999998
2019-12-19,61,37.0,,0.37,22.57
2019-12-20,74,37.0,,0.37,27.38
2019-12-21,72,37.0,,0.37,26.64
2019-12-22,71,37.0,,0.37,26.27
2019-12-23,76,37.0,,0.37,28.12
2019-12-24,80,37.0,,0.37,29.6
2019-12-25,90,37.0,,0.37,33.3
2019-12-26,77,37.0,,0.37,28.49
2019-12-27,79,37.0,,0.37,29.23
2019-12-28,75,37.0,,0.37,27.75
2019-12-29,100,37.0,,0.37,37.0
2019-12-30,92,37.0,,0.37,34.04
2019-12-31,89,37.0,,0.37,32.93
2020-01-01,99,37.0,False,0.37,36.63
2020-01-02,84,37.0,,0.37,31.08
2020-01-03,100,37.0,,0.37,37.0
2020-01-04,88,37.0,,0.37,32.56
2020-01-05,86,37.0,,0.37,31.82
2020-01-06,90,37.0,,0.37,33.3
2020-01-07,87,37.0,,0.37,32.19
2020-01-08,82,37.0,,0.37,30.34
2020-01-09,82,37.0,,0.37,30.34
2020-01-10,94,37.0,,0.37,34.78
2020-01-11,88,37.0,,0.37,32.56
2020-01-12,90,37.0,,0.37,33.3
2020-01-13,74,37.0,,0.37,27.38
2020-01-14,92,37.0,,0.37,34.04
2020-01-15,83,37.0,,0.37,30.71
2020-01-16,76,37.0,,0.37,28.12
2020-01-17,85,37.0,,0.37,31.45
2020-01-18,69,37.0,,0.37,25.53
2020-01-19,94,37.0,,0.37,34.78
2020-01-20,98,37.0,,0.37,36.26
2020-01-21,78,37.0,,0.37,28.86
2020-01-22,79,37.0,,0.37,29.23
2020-01-23,76,37.0,,0.37,28.12
2020-01-24,68,37.0,,0.37,25.16
2020-01-25,78,37.0,,0.37,28.86
2020-01-26,70,37.0,,0.37,25.9
2020-01-27,74,37.0,,0.37,27.38
2020-01-28,74,37.0,,0.37,27.38
2020-01-29,82,37.0,,0.37,30.34
2020-01-30,86,37.0,,0.37,31.82
2020-01-31,83,37.0,,0.37,30.71
2020-02-01,59,40.0,False,0.4,23.6
2020-02-02,66,40.0,,0.4,26.400000000000002
2020-02-03,74,40.0,,0.4,29.6
2020-02-04,78,40.0,,0.4,31.200000000000003
2020-02-05,92,40.0,,0.4,36.800000000000004
2020-02-06,57,40.0,,0.4,22.8
2020-02-07,77,40.0,,0.4,30.8
2020-02-08,80,40.0,,0.4,32.0
2020-02-09,89,40.0,,0.4,35.6
2020-02-10,91,40.0,,0.4,36.4
2020-02-11,71,40.0,,0.4,28.400000000000002
2020-02-12,66,40.0,,0.4,26.400000000000002
2020-02-13,74,40.0,,0.4,29.6
2020-02-14,85,40.0,,0.4,34.0
2020-02-15,98,40.0,,0.4,39.2
2020-02-16,90,40.0,,0.4,36.0
2020-02-17,84,40.0,,0.4,33.6
2020-02-18,83,40.0,,0.4,33.2
2020-02-19,98,40.0,,0.4,39.2
2020-02-20,84,40.0,,0.4,33.6
2020-02-21,78,40.0,,0.4,31.200000000000003
2020-02-22,98,40.0,,0.4,39.2
2020-02-23,94,40.0,,0.4,37.6
2020-02-24,100,40.0,,0.4,40.0
2020-02-25,88,40.0,,0.4,35.2
2020-02-26,79,40.0,,0.4,31.6
2020-02-27,64,40.0,,0.4,25.6
2020-02-28,94,40.0,,0.4,37.6
2020-02-29,83,40.0,,0.4,33.2
2020-03-01,75,42.0,False,0.42,31.5
2020-03-02,67,42.0,,0.42,28.14
2020-03-03,60,42.0,,0.42,25.2
2020-03-04,56,42.0,,0.42,23.52
2020-03-05,55,42.0,,0.42,23.099999999999998
2020-03-06,71,42.0,,0.42,29.82
2020-03-07,82,42.0,,0.42,34.44
2020-03-08,75,42.0,,0.42,31.5
2020-03-09,100,42.0,,0.42,42.0
2020-03-10,95,42.0,,0.42,39.9
2020-03-11,85,42.0,,0.42,35.699999999999996
2020-03-12,81,42.0,,0.42,34.019999999999996
2020-03-13,73,42.0,,0.42,30.66
2020-03-14,80,42.0,,0.42,33.6
2020-03-15,73,42.0,,0.42,30.66
2020-03-16,80,42.0,,0.42,33.6
2020-03-17,79,42.0,,0.42,33.18
2020-03-18,78,42.0,,0.42,32.76
2020-03-19,92,42.0,,0.42,38.64
2020-03-20,73,42.0,,0.42,30.66
2020-03-21,82,42.0,,0.42,34.44
2020-03-22,79,42.0,,0.42,33.18
2020-03-23,69,42.0,,0.42,28.98
2020-03-24,90,42.0,,0.42,37.8
2020-03-25,78,42.0,,0.42,32.76
2020-03-26,86,42.0,,0.42,36.12
2020-03-27,84,42.0,,0.42,35.28
2020-03-28,87,42.0,,0.42,36.54
2020-03-29,87,42.0,,0.42,36.54
2020-03-30,90,42.0,,0.42,37.8
2020-03-31,94,42.0,,0.42,39.48
2020-04-01,80,55.0,False,0.55,44.0
2020-04-02,80,55.0,,0.55,44.0
2020-04-03,67,55.0,,0.55,36.85
2020-04-04,84,55.0,,0.55,46.2
2020-04-05,87,55.0,,0.55,47.85
2020-04-06,74,55.0,,0.55,40.7
2020-04-07,87,55.0,,0.55,47.85
2020-04-08,77,55.0,,0.55,42.35
2020-04-09,83,55.0,,0.55,45.650000000000006
2020-04-10,76,55.0,,0.55,41.800000000000004
2020-04-11,95,55.0,,0.55,52.25000000000001
2020-04-12,89,55.0,,0.55,48.95
2020-04-13,98,55.0,,0.55,53.900000000000006
2020-04-14,100,55.0,,0.55,55.00000000000001
2020-04-15,79,55.0,,0.55,43.45
2020-04-16,87,55.0,,0.55,47.85
2020-04-17,87,55.0,,0.55,47.85
2020-04-18,89,55.0,,0.55,48.95
2020-04-19,83,55.0,,0.55,45.650000000000006
2020-04-20,97,55.0,,0.55,53.35
2020-04-21,89,55.0,,0.55,48.95
2020-04-22,91,55.0,,0.55,50.050000000000004
2020-04-23,86,55.0,,0.55,47.300000000000004
2020-04-24,76,55.0,,0.55,41.800000000000004
2020-04-25,76,55.0,,0.55,41.800000000000004
2020-04-26,71,55.0,,0.55,39.050000000000004
2020-04-27,74,55.0,,0.55,40.7
2020-04-28,84,55.0,,0.55,46.2
2020-04-29,94,55.0,,0.55,51.7
2020-04-30,93,55.0,,0.55,51.150000000000006
2020-05-01,97,47.0,False,0.47,45.589999999999996
2020-05-02,85,47.0,,0.47,39.949999999999996
2020-05-03,88,47.0,,0.47,41.36
2020-05-04,90,47.0,,0.47,42.3
2020-05-05,90,47.0,,0.47,42.3
2020-05-06,89,47.0,,0.47,41.83
2020-05-07,89,47.0,,0.47,41.83
2020-05-08,77,47.0,,0.47,36.19
2020-05-09,78,47.0,,0.47,36.66
2020-05-10,82,47.0,,0.47,38.54
2020-05-11,84,47.0,,0.47,39.48
2020-05-12,88,47.0,,0.47,41.36
2020-05-13,90,47.0,,0.47,42.3
2020-05-14,90,47.0,,0.47,42.3
2020-05-15,82,47.0,,0.47,38.54
2020-05-16,79,47.0,,0.47,37.129999999999995
2020-05-17,81,47.0,,0.47,38.07
2020-05-18,96,47.0,,0.47,45.12
2020-05-19,86,47.0,,0.47,40.419999999999995
2020-05-20,93,47.0,,0.47,43.71
2020-05-21,92,47.0,,0.47,43.239999999999995
2020-05-22,87,47.0,,0.47,40.89
2020-05-23,86,47.0,,0.47,40.419999999999995
2020-05-24,89,47.0,,0.47,41.83
2020-05-25,86,47.0,,0.47,40.419999999999995
2020-05-26,88,47.0,,0.47,41.36
2020-05-27,89,47.0,,0.47,41.83
2020-05-28,100,47.0,,0.47,47.0
2020-05-29,98,47.0,,0.47,46.059999999999995
2020-05-30,82,47.0,,0.47,38.54
2020-05-31,74,47.0,,0.47,34.78
2020-06-01,67,47.0,False,0.47,31.49
2020-06-02,74,47.0,,0.47,34.78
2020-06-03,76,47.0,,0.47,35.72
2020-06-04,80,47.0,,0.47,37.599999999999994
2020-06-05,80,47.0,,0.47,37.599999999999994
2020-06-06,81,47.0,,0.47,38.07
2020-06-07,82,47.0,,0.47,38.54
2020-06-08,71,47.0,,0.47,33.37
2020-06-09,84,47.0,,0.47,39.48
2020-06-10,100,47.0,,0.47,47.0
2020-06-11,78,47.0,,0.47,36.66
2020-06-12,85,47.0,,0.47,39.949999999999996
2020-06-13,87,47.0,,0.47,40.89
2020-06-14,72,47.0,,0.47,33.839999999999996
2020-06-15,86,47.0,,0.47,40.419999999999995
2020-06-16,86,47.0,,0.47,40.419999999999995
2020-06-17,95,47.0,,0.47,44.65
2020-06-18,78,47.0,,0.47,36.66
2020-06-19,73,47.0,,0.47,34.309999999999995
2020-06-20,61,47.0,,0.47,28.669999999999998
2020-06-21,63,47.0,,0.47,29.61
2020-06-22,69,47.0,,0.47,32.43
2020-06-23,95,47.0,,0.47,44.65
2020-06-24,78,47.0,,0.47,36.66
2020-06-25,74,47.0,,0.47,34.78
2020-06-26,77,47.0,,0.47,36.19
2020-06-27,80,47.0,,0.47,37.599999999999994
2020-06-28,83,47.0,,0.47,39.01
2020-06-29,82,47.0,,0.47,38.54
2020-06-30,78,47.0,,0.47,36.66
2020-07-01,77,42.0,False,0.42,32.339999999999996
2020-07-02,76,42.0,,0.42,31.919999999999998
2020-07-03,85,42.0,,0.42,35.699999999999996
2020-07-04,88,42.0,,0.42,36.96
2020-07-05,74,42.0,,0.42,31.08
2020-07-06,90,42.0,,0.42,37.8
2020-07-07,91,42.0,,0.42,38.22
2020-07-08,84,42.0,,0.42,35.28
2020-07-09,83,42.0,,0.42,34.86
2020-07-10,85,42.0,,0.42,35.699999999999996
2020-07-11,87,42.0,,0.42,36.54
2020-07-12,96,42.0,,0.42,40.32
2020-07-13,90,42.0,,0.42,37.8
2020-07-14,84,42.0,,0.42,35.28
2020-07-15,100,42.0,,0.42,42.0
2020-07-16,82,42.0,,0.42,34.44
2020-07-17,81,42.0,,0.42,34.019999999999996
2020-07-18,78,42.0,,0.42,32.76
2020-07-19,83,42.0,,0.42,34.86
2020-07-20,83,42.0,,0.42,34.86
2020-07-21,83,42.0,,0.42,34.86
2020-07-22,87,42.0,,0.42,36.54
2020-07-23,81,42.0,,0.42,34.019999999999996
2020-07-24,81,42.0,,0.42,34.019999999999996
2020-07-25,85,42.0,,0.42,35.699999999999996
2020-07-26,86,42.0,,0.42,36.12
2020-07-27,80,42.0,,0.42,33.6
2020-07-28,87,42.0,,0.42,36.54
2020-07-29,79,42.0,,0.42,33.18
2020-07-30,91,42.0,,0.42,38.22
2020-07-31,90,42.0,,0.42,37.8
2020-08-01,93,43.0,False,0.43,39.99
2020-08-02,96,43.0,,0.43,41.28
2020-08-03,96,43.0,,0.43,41.28
2020-08-04,81,43.0,,0.43,34.83
2020-08-05,82,43.0,,0.43,35.26
2020-08-06,82,43.0,,0.43,35.26
2020-08-07,88,43.0,,0.43,37.839999999999996
2020-08-08,78,43.0,,0.43,33.54
2020-08-09,88,43.0,,0.43,37.839999999999996
2020-08-10,83,43.0,,0.43,35.69
2020-08-11,86,43.0,,0.43,36.98
2020-08-12,79,43.0,,0.43,33.97
2020-08-13,81,43.0,,0.43,34.83
2020-08-14,78,43.0,,0.43,33.54
2020-08-15,81,43.0,,0.43,34.83
2020-08-16,100,43.0,,0.43,43.0
2020-08-17,99,43.0,,0.43,42.57
2020-08-18,83,43.0,,0.43,35.69
2020-08-19,81,43.0,,0.43,34.83
2020-08-20,78,43.0,,0.43,33.54
2020-08-21,80,43.0,,0.43,34.4
2020-08-22,86,43.0,,0.43,36.98
2020-08-23,95,43.0,,0.43,40.85
2020-08-24,95,43.0,,0.43,40.85
2020-08-25,84,43.0,,0.43,36.12
2020-08-26,75,43.0,,0.43,32.25
2020-08-27,74,43.0,,0.43,31.82
2020-08-28,77,43.0,,0.43,33.11
2020-08-29,72,43.0,,0.43,30.96
2020-08-30,91,43.0,,0.43,39.13
2020-08-31,74,43.0,,0.43,31.82
2020-09-01,74,41.0,False,0.41,30.34
2020-09-02,87,41.0,,0.41,35.669999999999995
2020-09-03,79,41.0,,0.41,32.39
2020-09-04,80,41.0,,0.41,32.8
2020-09-05,92,41.0,,0.41,37.72
2020-09-06,84,41.0,,0.41,34.44
2020-09-07,83,41.0,,0.41,34.03
2020-09-08,92,41.0,,0.41,37.72
2020-09-09,100,41.0,,0.41,41.0
2020-09-10,77,41.0,,0.41,31.569999999999997
2020-09-11,77,41.0,,0.41,31.569999999999997
2020-09-12,90,41.0,,0.41,36.9
2020-09-13,84,41.0,,0.41,34.44
2020-09-14,91,41.0,,0.41,37.309999999999995
2020-09-15,92,41.0,,0.41,37.72
2020-09-16,84,41.0,,0.41,34.44
2020-09-17,70,41.0,,0.41,28.7
2020-09-18,90,41.0,,0.41,36.9
2020-09-19,77,41.0,,0.41,31.569999999999997
2020-09-20,68,41.0,,0.41,27.88
2020-09-21,73,41.0,,0.41,29.93
2020-09-22,75,41.0,,0.41,30.749999999999996
2020-09-23,89,41.0,,0.41,36.489999999999995
2020-09-24,74,41.0,,0.41,30.34
2020-09-25,86,41.0,,0.41,35.26
2020-09-26,81,41.0,,0.41,33.21
2020-09-27,69,41.0,,0.41,28.29
2020-09-28,80,41.0,,0.41,32.8
2020-09-29,75,41.0,,0.41,30.749999999999996
2020-09-30,76,41.0,,0.41,31.159999999999997
2020-10-01,82,41.0,False,0.41,33.62
2020-10-02,97,41.0,,0.41,39.769999999999996
2020-10-03,78,41.0,,0.41,31.979999999999997
2020-10-04,74,41.0,,0.41,30.34
2020-10-05,93,41.0,,0.41,38.129999999999995
2020-10-06,76,41.0,,0.41,31.159999999999997
2020-10-07,87,41.0,,0.41,35.669999999999995
2020-10-08,82,41.0,,0.41,33.62
2020-10-09,81,41.0,,0.41,33.21
2020-10-10,93,41.0,,0.41,38.129999999999995
2020-10-11,88,41.0,,0.41,36.08
2020-10-12,74,41.0,,0.41,30.34
2020-10-13,80,41.0,,0.41,32.8
2020-10-14,90,41.0,,0.41,36.9
2020-10-15,76,41.0,,0.41,31.159999999999997
2020-10-16,81,41.0,,0.41,33.21
2020-10-17,100,41.0,,0.41,41.0
2020-10-18,70,41.0,,0.41,28.7
2020-10-19,83,41.0,,0.41,34.03
2020-10-20,83,41.0,,0.41,34.03
2020-10-21,98,41.0,,0.41,40.18
2020-10-22,63,41.0,,0.41,25.83
2020-10-23,95,41.0,,0.41,38.949999999999996
2020-10-24,90,41.0,,0.41,36.9
2020-10-25,82,41.0,,0.41,33.62
2020-10-26,71,41.0,,0.41,29.11
2020-10-27,79,41.0,,0.41,32.39
2020-10-28,92,41.0,,0.41,37.72
2020-10-29,86,41.0,,0.41,35.26
2020-10-30,90,41.0,,0.41,36.9
2020-10-31,89,41.0,,0.41,36.489999999999995
2020-11-01,66,38.0,False,0.38,25.080000000000002
2020-11-02,86,38.0,,0.38,32.68
2020-11-03,78,38.0,,0.38,29.64
2020-11-04,46,38.0,,0.38,17.48
2020-11-05,64,38.0,,0.38,24.32
2020-11-06,58,38.0,,0.38,22.04
2020-11-07,61,38.0,,0.38,23.18
2020-11-08,82,38.0,,0.38,31.16
2020-11-09,83,38.0,,0.38,31.54
2020-11-10,97,38.0,,0.38,36.86
2020-11-11,84,38.0,,0.38,31.92
2020-11-12,73,38.0,,0.38,27.740000000000002
2020-11-13,74,38.0,,0.38,28.12
2020-11-14,71,38.0,,0.38,26.98
2020-11-15,75,38.0,,0.38,28.5
2020-11-16,86,38.0,,0.38,32.68
2020-11-17,71,38.0,,0.38,26.98
2020-11-18,81,38.0,,0.38,30.78
2020-11-19,81,38.0,,0.38,30.78
2020-11-20,65,38.0,,0.38,24.7
2020-11-21,56,38.0,,0.38,21.28
2020-11-22,88,38.0,,0.38,33.44
2020-11-23,90,38.0,,0.38,34.2
2020-11-24,90,38.0,,0.38,34.2
2020-11-25,72,38.0,,0.38,27.36
2020-11-26,91,38.0,,0.38,34.58
2020-11-27,89,38.0,,0.38,33.82
2020-11-28,86,38.0,,0.38,32.68
2020-11-29,89,38.0,,0.38,33.82
2020-11-30,100,38.0,,0.38,38.0
2020-12-01,10,100.0,False,1.0,10.0
2020-12-02,9,100.0,,1.0,9.0
2020-12-03,13,100.0,,1.0,13.0
2020-12-04,18,100.0,,1.0,18.0
2020-12-05,12,100.0,,1.0,12.0
2020-12-06,13,100.0,,1.0,13.0
2020-12-07,10,100.0,,1.0,10.0
2020-12-08,51,100.0,,1.0,51.0
2020-12-09,100,100.0,,1.0,100.0
2020-12-10,74,100.0,,1.0,74.0
2020-12-11,42,100.0,,1.0,42.0
2020-12-12,21,100.0,,1.0,21.0
2020-12-13,22,100.0,,1.0,22.0
2020-12-14,15,100.0,,1.0,15.0
2020-12-15,17,100.0,,1.0,17.0
2020-12-16,19,100.0,,1.0,19.0
2020-12-17,15,100.0,,1.0,15.0
2020-12-18,19,100.0,,1.0,19.0
2020-12-19,15,100.0,,1.0,15.0
2020-12-20,14,100.0,,1.0,14.0
2020-12-21,14,100.0,,1.0,14.0
2020-12-22,13,100.0,,1.0,13.0
2020-12-23,12,100.0,,1.0,12.0
2020-12-24,11,100.0,,1.0,11.0
2020-12-25,12,100.0,,1.0,12.0
2020-12-26,12,100.0,,1.0,12.0
2020-12-27,11,100.0,,1.0,11.0
2020-12-28,12,100.0,,1.0,12.0
2020-12-29,11,100.0,,1.0,11.0
2020-12-30,11,100.0,,1.0,11.0
2020-12-31,12,100.0,,1.0,12.0
2021-01-01,57,56.0,False,0.56,31.92
2021-01-02,85,56.0,,0.56,47.6
2021-01-03,100,56.0,,0.56,56.00000000000001
2021-01-04,66,56.0,,0.56,36.96
2021-01-05,77,56.0,,0.56,43.120000000000005
2021-01-06,62,56.0,,0.56,34.720000000000006
2021-01-07,64,56.0,,0.56,35.84
2021-01-08,55,56.0,,0.56,30.800000000000004
2021-01-09,65,56.0,,0.56,36.400000000000006
2021-01-10,61,56.0,,0.56,34.160000000000004
2021-01-11,47,56.0,,0.56,26.320000000000004
2021-01-12,58,56.0,,0.56,32.480000000000004
2021-01-13,69,56.0,,0.56,38.64
2021-01-14,62,56.0,,0.56,34.720000000000006
2021-01-15,57,56.0,,0.56,31.92
2021-01-16,61,56.0,,0.56,34.160000000000004
2021-01-17,57,56.0,,0.56,31.92
2021-01-18,64,56.0,,0.56,35.84
2021-01-19,51,56.0,,0.56,28.560000000000002
2021-01-20,48,56.0,,0.56,26.880000000000003
2021-01-21,54,56.0,,0.56,30.240000000000002
2021-01-22,48,56.0,,0.56,26.880000000000003
2021-01-23,53,56.0,,0.56,29.680000000000003
2021-01-24,61,56.0,,0.56,34.160000000000004
2021-01-25,42,56.0,,0.56,23.520000000000003
2021-01-26,48,56.0,,0.56,26.880000000000003
2021-01-27,55,56.0,,0.56,30.800000000000004
2021-01-28,58,56.0,,0.56,32.480000000000004
2021-01-29,38,56.0,,0.56,21.28
2021-01-30,43,56.0,,0.56,24.080000000000002
2021-01-31,48,56.0,,0.56,26.880000000000003
2021-02-01,53,47.0,False,0.47,24.91
2021-02-02,68,47.0,,0.47,31.959999999999997
2021-02-03,66,47.0,,0.47,31.02
2021-02-04,53,47.0,,0.47,24.91
2021-02-05,65,47.0,,0.47,30.549999999999997
2021-02-06,60,47.0,,0.47,28.2
2021-02-07,100,47.0,,0.47,47.0
2021-02-08,64,47.0,,0.47,30.08
2021-02-09,64,47.0,,0.47,30.08
2021-02-10,66,47.0,,0.47,31.02
2021-02-11,64,47.0,,0.47,30.08
2021-02-12,62,47.0,,0.47,29.139999999999997
2021-02-13,60,47.0,,0.47,28.2
2021-02-14,74,47.0,,0.47,34.78
2021-02-15,78,47.0,,0.47,36.66
2021-02-16,68,47.0,,0.47,31.959999999999997
2021-02-17,63,47.0,,0.47,29.61
2021-02-18,59,47.0,,0.47,27.729999999999997
2021-02-19,64,47.0,,0.47,30.08
2021-02-20,65,47.0,,0.47,30.549999999999997
2021-02-21,51,47.0,,0.47,23.97
2021-02-22,57,47.0,,0.47,26.79
2021-02-23,57,47.0,,0.47,26.79
2021-02-24,64,47.0,,0.47,30.08
2021-02-25,69,47.0,,0.47,32.43
2021-02-26,64,47.0,,0.47,30.08
2021-02-27,59,47.0,,0.47,27.729999999999997
2021-02-28,62,47.0,,0.47,29.139999999999997
2021-03-01,77,44.0,False,0.44,33.88
2021-03-02,94,44.0,,0.44,41.36
2021-03-03,97,44.0,,0.44,42.68
2021-03-04,98,44.0,,0.44,43.12
2021-03-05,100,44.0,,0.44,44.0
2021-03-06,90,44.0,,0.44,39.6
2021-03-07,73,44.0,,0.44,32.12
2021-03-08,92,44.0,,0.44,40.48
2021-03-09,86,44.0,,0.44,37.84
2021-03-10,90,44.0,,0.44,39.6
2021-03-11,84,44.0,,0.44,36.96
2021-03-12,89,44.0,,0.44,39.160000000000004
2021-03-13,85,44.0,,0.44,37.4
2021-03-14,79,44.0,,0.44,34.76
2021-03-15,80,44.0,,0.44,35.2
2021-03-16,83,44.0,,0.44,36.52
2021-03-17,88,44.0,,0.44,38.72
2021-03-18,89,44.0,,0.44,39.160000000000004
2021-03-19,84,44.0,,0.44,36.96
2021-03-20,75,44.0,,0.44,33.0
2021-03-21,68,44.0,,0.44,29.92
2021-03-22,85,44.0,,0.44,37.4
2021-03-23,76,44.0,,0.44,33.44
2021-03-24,71,44.0,,0.44,31.24
2021-03-25,73,44.0,,0.44,32.12
2021-03-26,82,44.0,,0.44,36.08
2021-03-27,76,44.0,,0.44,33.44
2021-03-28,85,44.0,,0.44,37.4
2021-03-29,87,44.0,,0.44,38.28
2021-03-30,100,44.0,,0.44,44.0
2021-03-31,89,44.0,,0.44,39.160000000000004
2021-04-01,86,45.0,False,0.45,38.7
2021-04-02,89,45.0,,0.45,40.050000000000004
2021-04-03,88,45.0,,0.45,39.6
2021-04-04,85,45.0,,0.45,38.25
2021-04-05,94,45.0,,0.45,42.300000000000004
2021-04-06,95,45.0,,0.45,42.75
2021-04-07,81,45.0,,0.45,36.45
2021-04-08,77,45.0,,0.45,34.65
2021-04-09,73,45.0,,0.45,32.85
2021-04-10,78,45.0,,0.45,35.1
2021-04-11,88,45.0,,0.45,39.6
2021-04-12,94,45.0,,0.45,42.300000000000004
2021-04-13,100,45.0,,0.45,45.0
2021-04-14,84,45.0,,0.45,37.800000000000004
2021-04-15,90,45.0,,0.45,40.5
2021-04-16,80,45.0,,0.45,36.0
2021-04-17,82,45.0,,0.45,36.9
2021-04-18,77,45.0,,0.45,34.65
2021-04-19,74,45.0,,0.45,33.300000000000004
2021-04-20,87,45.0,,0.45,39.15
