date,BP_unscaled,BP_monthly,isPartial,scale,BP
2019-08-30,79,73.0,,0.73,57.67
2019-08-31,64,73.0,,0.73,46.72
2019-09-01,69,65.0,False,0.65,44.85
2019-09-02,67,65.0,,0.65,43.550000000000004
2019-09-03,81,65.0,,0.65,52.65
2019-09-04,79,65.0,,0.65,51.35
2019-09-05,85,65.0,,0.65,55.25
2019-09-06,84,65.0,,0.65,54.6
2019-09-07,66,65.0,,0.65,42.9
2019-09-08,68,65.0,,0.65,44.2
2019-09-09,85,65.0,,0.65,55.25
2019-09-10,89,65.0,,0.65,57.85
2019-09-11,86,65.0,,0.65,55.9
2019-09-12,87,65.0,,0.65,56.550000000000004
2019-09-13,73,65.0,,0.65,47.45
2019-09-14,71,65.0,,0.65,46.15
2019-09-15,68,65.0,,0.65,44.2
2019-09-16,100,65.0,,0.65,65.0
2019-09-17,92,65.0,,0.65,59.800000000000004
2019-09-18,92,65.0,,0.65,59.800000000000004
2019-09-19,83,65.0,,0.65,53.95
2019-09-20,90,65.0,,0.65,58.5
2019-09-21,72,65.0,,0.65,46.800000000000004
2019-09-22,75,65.0,,0.65,48.75
2019-09-23,87,65.0,,0.65,56.550000000000004
2019-09-24,86,65.0,,0.65,55.9
2019-09-25,89,65.0,,0.65,57.85
2019-09-26,85,65.0,,0.65,55.25
2019-09-27,86,65.0,,0.65,55.9
2019-09-28,72,65.0,,0.65,46.800000000000004
2019-09-29,75,65.0,,0.65,48.75
2019-09-30,90,65.0,,0.65,58.5
2019-10-01,87,66.0,False,0.66,57.42
2019-10-02,99,66.0,,0.66,65.34
2019-10-03,100,66.0,,0.66,66.0
2019-10-04,86,66.0,,0.66,56.760000000000005
2019-10-05,75,66.0,,0.66,49.5
2019-10-06,70,66.0,,0.66,46.2
2019-10-07,87,66.0,,0.66,57.42
2019-10-08,91,66.0,,0.66,60.06
2019-10-09,90,66.0,,0.66,59.400000000000006
2019-10-10,85,66.0,,0.66,56.1
2019-10-11,86,66.0,,0.66,56.760000000000005
2019-10-12,71,66.0,,0.66,46.86
2019-10-13,64,66.0,,0.66,42.24
2019-10-14,82,66.0,,0.66,54.120000000000005
2019-10-15,83,66.0,,0.66,54.78
2019-10-16,85,66.0,,0.66,56.1
2019-10-17,88,66.0,,0.66,58.080000000000005
2019-10-18,82,66.0,,0.66,54.120000000000005
2019-10-19,78,66.0,,0.66,51.480000000000004
2019-10-20,70,66.0,,0.66,46.2
2019-10-21,82,66.0,,0.66,54.120000000000005
2019-10-22,82,66.0,,0.66,54.120000000000005
2019-10-23,83,66.0,,0.66,54.78
2019-10-24,85,66.0,,0.66,56.1
2019-10-25,88,66.0,,0.66,58.080000000000005
2019-10-26,70,66.0,,0.66,46.2
2019-10-27,74,66.0,,0.66,48.84
2019-10-28,91,66.0,,0.66,60.06
2019-10-29,91,66.0,,0.66,60.06
2019-10-30,86,66.0,,0.66,56.760000000000005
2019-10-31,74,66.0,,0.66,48.84
2019-11-01,92,64.0,False,0.64,58.88
2019-11-02,80,64.0,,0.64,51.2
2019-11-03,76,64.0,,0.64,48.64
2019-11-04,98,64.0,,0.64,62.72
2019-11-05,86,64.0,,0.64,55.04
2019-11-06,90,64.0,,0.64,57.6
2019-11-07,98,64.0,,0.64,62.72
2019-11-08,87,64.0,,0.64,55.68
2019-11-09,70,64.0,,0.64,44.800000000000004
2019-11-10,67,64.0,,0.64,42.88
2019-11-11,81,64.0,,0.64,51.84
2019-11-12,84,64.0,,0.64,53.76
2019-11-13,88,64.0,,0.64,56.32
2019-11-14,94,64.0,,0.64,60.160000000000004
2019-11-15,84,64.0,,0.64,53.76
2019-11-16,78,64.0,,0.64,49.92
2019-11-17,78,64.0,,0.64,49.92
2019-11-18,89,64.0,,0.64,56.96
2019-11-19,91,64.0,,0.64,58.24
2019-11-20,100,64.0,,0.64,64.0
2019-11-21,89,64.0,,0.64,56.96
2019-11-22,94,64.0,,0.64,60.160000000000004
2019-11-23,75,64.0,,0.64,48.0
2019-11-24,86,64.0,,0.64,55.04
2019-11-25,88,64.0,,0.64,56.32
2019-11-26,92,64.0,,0.64,58.88
2019-11-27,86,64.0,,0.64,55.04
2019-11-28,74,64.0,,0.64,47.36
2019-11-29,76,64.0,,0.64,48.64
2019-11-30,70,64.0,,0.64,44.800000000000004
2019-12-01,63,67.0,False,0.67,42.21
2019-12-02,66,67.0,,0.67,44.220000000000006
2019-12-03,78,67.0,,0.67,52.260000000000005
2019-12-04,81,67.0,,0.67,54.27
2019-12-05,81,67.0,,0.67,54.27
2019-12-06,77,67.0,,0.67,51.59
2019-12-07,67,67.0,,0.67,44.89
2019-12-08,61,67.0,,0.67,40.870000000000005
2019-12-09,74,67.0,,0.67,49.580000000000005
2019-12-10,77,67.0,,0.67,51.59
2019-12-11,76,67.0,,0.67,50.92
2019-12-12,79,67.0,,0.67,52.93
2019-12-13,73,67.0,,0.67,48.910000000000004
2019-12-14,64,67.0,,0.67,42.88
2019-12-15,62,67.0,,0.67,41.54
2019-12-16,72,67.0,,0.67,48.24
2019-12-17,70,67.0,,0.67,46.900000000000006
2019-12-18,69,67.0,,0.67,46.230000000000004
2019-12-19,79,67.0,,0.67,52.93
2019-12-20,74,67.0,,0.67,49.580000000000005
2019-12-21,72,67.0,,0.67,48.24
2019-12-22,69,67.0,,0.67,46.230000000000004
2019-12-23,76,67.0,,0.67,50.92
2019-12-24,76,67.0,,0.67,50.92
2019-12-25,100,67.0,,0.67,67.0
2019-12-26,85,67.0,,0.67,56.95
2019-12-27,81,67.0,,0.67,54.27
2019-12-28,63,67.0,,0.67,42.21
2019-12-29,62,67.0,,0.67,41.54
2019-12-30,82,67.0,,0.67,54.940000000000005
2019-12-31,77,67.0,,0.67,51.59
2020-01-01,78,66.0,False,0.66,51.480000000000004
2020-01-02,84,66.0,,0.66,55.440000000000005
2020-01-03,94,66.0,,0.66,62.040000000000006
2020-01-04,73,66.0,,0.66,48.18
2020-01-05,71,66.0,,0.66,46.86
2020-01-06,96,66.0,,0.66,63.36
2020-01-07,92,66.0,,0.66,60.720000000000006
2020-01-08,91,66.0,,0.66,60.06
2020-01-09,92,66.0,,0.66,60.720000000000006
2020-01-10,92,66.0,,0.66,60.720000000000006
2020-01-11,77,66.0,,0.66,50.82
2020-01-12,71,66.0,,0.66,46.86
2020-01-13,84,66.0,,0.66,55.440000000000005
2020-01-14,85,66.0,,0.66,56.1
2020-01-15,86,66.0,,0.66,56.760000000000005
2020-01-16,87,66.0,,0.66,57.42
2020-01-17,81,66.0,,0.66,53.46
2020-01-18,73,66.0,,0.66,48.18
2020-01-19,74,66.0,,0.66,48.84
2020-01-20,82,66.0,,0.66,54.120000000000005
2020-01-21,100,66.0,,0.66,66.0
2020-01-22,95,66.0,,0.66,62.7
2020-01-23,87,66.0,,0.66,57.42
2020-01-24,84,66.0,,0.66,55.440000000000005
2020-01-25,75,66.0,,0.66,49.5
2020-01-26,68,66.0,,0.66,44.88
2020-01-27,85,66.0,,0.66,56.1
2020-01-28,88,66.0,,0.66,58.080000000000005
2020-01-29,91,66.0,,0.66,60.06
2020-01-30,84,66.0,,0.66,55.440000000000005
2020-01-31,91,66.0,,0.66,60.06
2020-02-01,78,70.0,False,0.7,54.599999999999994
2020-02-02,67,70.0,,0.7,46.9
2020-02-03,85,70.0,,0.7,59.49999999999999
2020-02-04,100,70.0,,0.7,70.0
2020-02-05,96,70.0,,0.7,67.19999999999999
2020-02-06,90,70.0,,0.7,62.99999999999999
2020-02-07,91,70.0,,0.7,63.699999999999996
2020-02-08,73,70.0,,0.7,51.099999999999994
2020-02-09,71,70.0,,0.7,49.699999999999996
2020-02-10,91,70.0,,0.7,63.699999999999996
2020-02-11,90,70.0,,0.7,62.99999999999999
2020-02-12,97,70.0,,0.7,67.89999999999999
2020-02-13,97,70.0,,0.7,67.89999999999999
2020-02-14,89,70.0,,0.7,62.3
2020-02-15,74,70.0,,0.7,51.8
2020-02-16,81,70.0,,0.7,56.699999999999996
2020-02-17,85,70.0,,0.7,59.49999999999999
2020-02-18,91,70.0,,0.7,63.699999999999996
2020-02-19,98,70.0,,0.7,68.6
2020-02-20,90,70.0,,0.7,62.99999999999999
2020-02-21,84,70.0,,0.7,58.8
2020-02-22,76,70.0,,0.7,53.199999999999996
2020-02-23,70,70.0,,0.7,49.0
2020-02-24,94,70.0,,0.7,65.8
2020-02-25,91,70.0,,0.7,63.699999999999996
2020-02-26,92,70.0,,0.7,64.39999999999999
2020-02-27,97,70.0,,0.7,67.89999999999999
2020-02-28,92,70.0,,0.7,64.39999999999999
2020-02-29,76,70.0,,0.7,53.199999999999996
2020-03-01,58,77.0,False,0.77,44.660000000000004
2020-03-02,68,77.0,,0.77,52.36
2020-03-03,69,77.0,,0.77,53.13
2020-03-04,71,77.0,,0.77,54.67
2020-03-05,63,77.0,,0.77,48.51
2020-03-06,67,77.0,,0.77,51.59
2020-03-07,57,77.0,,0.77,43.89
2020-03-08,54,77.0,,0.77,41.58
2020-03-09,100,77.0,,0.77,77.0
2020-03-10,86,77.0,,0.77,66.22
2020-03-11,79,77.0,,0.77,60.83
2020-03-12,75,77.0,,0.77,57.75
2020-03-13,86,77.0,,0.77,66.22
2020-03-14,61,77.0,,0.77,46.97
2020-03-15,52,77.0,,0.77,40.04
2020-03-16,82,77.0,,0.77,63.14
2020-03-17,72,77.0,,0.77,55.44
2020-03-18,85,77.0,,0.77,65.45
2020-03-19,81,77.0,,0.77,62.370000000000005
2020-03-20,84,77.0,,0.77,64.68
2020-03-21,56,77.0,,0.77,43.120000000000005
2020-03-22,51,77.0,,0.77,39.27
2020-03-23,74,77.0,,0.77,56.980000000000004
2020-03-24,81,77.0,,0.77,62.370000000000005
2020-03-25,79,77.0,,0.77,60.83
2020-03-26,81,77.0,,0.77,62.370000000000005
2020-03-27,73,77.0,,0.77,56.21
2020-03-28,52,77.0,,0.77,40.04
2020-03-29,53,77.0,,0.77,40.81
2020-03-30,70,77.0,,0.77,53.9
2020-03-31,71,77.0,,0.77,54.67
2020-04-01,58,100.0,False,1.0,58.0
2020-04-02,62,100.0,,1.0,62.0
2020-04-03,60,100.0,,1.0,60.0
2020-04-04,51,100.0,,1.0,51.0
2020-04-05,67,100.0,,1.0,67.0
2020-04-06,100,100.0,,1.0,100.0
2020-04-07,94,100.0,,1.0,94.0
2020-04-08,86,100.0,,1.0,86.0
2020-04-09,88,100.0,,1.0,88.0
2020-04-10,74,100.0,,1.0,74.0
2020-04-11,63,100.0,,1.0,63.0
2020-04-12,53,100.0,,1.0,53.0
2020-04-13,68,100.0,,1.0,68.0
2020-04-14,75,100.0,,1.0,75.0
2020-04-15,67,100.0,,1.0,67.0
2020-04-16,80,100.0,,1.0,80.0
2020-04-17,66,100.0,,1.0,66.0
2020-04-18,62,100.0,,1.0,62.0
2020-04-19,59,100.0,,1.0,59.0
2020-04-20,93,100.0,,1.0,93.0
2020-04-21,94,100.0,,1.0,94.0
2020-04-22,82,100.0,,1.0,82.0
2020-04-23,78,100.0,,1.0,78.0
2020-04-24,73,100.0,,1.0,73.0
2020-04-25,57,100.0,,1.0,57.0
2020-04-26,52,100.0,,1.0,52.0
2020-04-27,65,100.0,,1.0,65.0
2020-04-28,73,100.0,,1.0,73.0
2020-04-29,75,100.0,,1.0,75.0
2020-04-30,74,100.0,,1.0,74.0
2020-05-01,97,70.0,False,0.7,67.89999999999999
2020-05-02,87,70.0,,0.7,60.9
2020-05-03,84,70.0,,0.7,58.8
2020-05-04,97,70.0,,0.7,67.89999999999999
2020-05-05,100,70.0,,0.7,70.0
2020-05-06,92,70.0,,0.7,64.39999999999999
2020-05-07,97,70.0,,0.7,67.89999999999999
2020-05-08,93,70.0,,0.7,65.1
2020-05-09,77,70.0,,0.7,53.9
2020-05-10,72,70.0,,0.7,50.4
2020-05-11,88,70.0,,0.7,61.599999999999994
2020-05-12,88,70.0,,0.7,61.599999999999994
2020-05-13,88,70.0,,0.7,61.599999999999994
2020-05-14,85,70.0,,0.7,59.49999999999999
2020-05-15,88,70.0,,0.7,61.599999999999994
2020-05-16,67,70.0,,0.7,46.9
2020-05-17,66,70.0,,0.7,46.199999999999996
2020-05-18,90,70.0,,0.7,62.99999999999999
2020-05-19,82,70.0,,0.7,57.4
2020-05-20,85,70.0,,0.7,59.49999999999999
2020-05-21,80,70.0,,0.7,56.0
2020-05-22,88,70.0,,0.7,61.599999999999994
2020-05-23,66,70.0,,0.7,46.199999999999996
2020-05-24,69,70.0,,0.7,48.3
2020-05-25,73,70.0,,0.7,51.099999999999994
2020-05-26,90,70.0,,0.7,62.99999999999999
2020-05-27,86,70.0,,0.7,60.199999999999996
2020-05-28,85,70.0,,0.7,59.49999999999999
2020-05-29,87,70.0,,0.7,60.9
2020-05-30,67,70.0,,0.7,46.9
2020-05-31,70,70.0,,0.7,49.0
2020-06-01,70,74.0,False,0.74,51.8
2020-06-02,71,74.0,,0.74,52.54
2020-06-03,76,74.0,,0.74,56.24
2020-06-04,74,74.0,,0.74,54.76
2020-06-05,77,74.0,,0.74,56.98
2020-06-06,67,74.0,,0.74,49.58
2020-06-07,62,74.0,,0.74,45.88
2020-06-08,100,74.0,,0.74,74.0
2020-06-09,82,74.0,,0.74,60.68
2020-06-10,76,74.0,,0.74,56.24
2020-06-11,80,74.0,,0.74,59.2
2020-06-12,75,74.0,,0.74,55.5
2020-06-13,59,74.0,,0.74,43.66
2020-06-14,57,74.0,,0.74,42.18
2020-06-15,83,74.0,,0.74,61.42
2020-06-16,77,74.0,,0.74,56.98
2020-06-17,79,74.0,,0.74,58.46
2020-06-18,76,74.0,,0.74,56.24
2020-06-19,74,74.0,,0.74,54.76
2020-06-20,63,74.0,,0.74,46.62
2020-06-21,61,74.0,,0.74,45.14
2020-06-22,75,74.0,,0.74,55.5
2020-06-23,73,74.0,,0.74,54.019999999999996
2020-06-24,75,74.0,,0.74,55.5
2020-06-25,71,74.0,,0.74,52.54
2020-06-26,73,74.0,,0.74,54.019999999999996
2020-06-27,59,74.0,,0.74,43.66
2020-06-28,58,74.0,,0.74,42.92
2020-06-29,81,74.0,,0.74,59.94
2020-06-30,75,74.0,,0.74,55.5
2020-07-01,90,69.0,False,0.69,62.099999999999994
2020-07-02,90,69.0,,0.69,62.099999999999994
2020-07-03,76,69.0,,0.69,52.44
2020-07-04,73,69.0,,0.69,50.37
2020-07-05,73,69.0,,0.69,50.37
2020-07-06,82,69.0,,0.69,56.58
2020-07-07,85,69.0,,0.69,58.65
2020-07-08,95,69.0,,0.69,65.55
2020-07-09,81,69.0,,0.69,55.88999999999999
2020-07-10,87,69.0,,0.69,60.029999999999994
2020-07-11,75,69.0,,0.69,51.74999999999999
2020-07-12,76,69.0,,0.69,52.44
2020-07-13,91,69.0,,0.69,62.78999999999999
2020-07-14,81,69.0,,0.69,55.88999999999999
2020-07-15,94,69.0,,0.69,64.86
2020-07-16,87,69.0,,0.69,60.029999999999994
2020-07-17,84,69.0,,0.69,57.959999999999994
2020-07-18,69,69.0,,0.69,47.61
2020-07-19,77,69.0,,0.69,53.129999999999995
2020-07-20,93,69.0,,0.69,64.17
2020-07-21,92,69.0,,0.69,63.48
2020-07-22,89,69.0,,0.69,61.41
2020-07-23,96,69.0,,0.69,66.24
2020-07-24,89,69.0,,0.69,61.41
2020-07-25,80,69.0,,0.69,55.199999999999996
2020-07-26,72,69.0,,0.69,49.67999999999999
2020-07-27,91,69.0,,0.69,62.78999999999999
2020-07-28,92,69.0,,0.69,63.48
2020-07-29,100,69.0,,0.69,69.0
2020-07-30,92,69.0,,0.69,63.48
2020-07-31,94,69.0,,0.69,64.86
2020-08-01,71,68.0,False,0.68,48.28
2020-08-02,72,68.0,,0.68,48.96
2020-08-03,81,68.0,,0.68,55.080000000000005
2020-08-04,100,68.0,,0.68,68.0
2020-08-05,95,68.0,,0.68,64.60000000000001
2020-08-06,84,68.0,,0.68,57.120000000000005
2020-08-07,81,68.0,,0.68,55.080000000000005
2020-08-08,69,68.0,,0.68,46.92
2020-08-09,59,68.0,,0.68,40.120000000000005
2020-08-10,78,68.0,,0.68,53.040000000000006
2020-08-11,87,68.0,,0.68,59.160000000000004
2020-08-12,86,68.0,,0.68,58.480000000000004
2020-08-13,79,68.0,,0.68,53.720000000000006
2020-08-14,77,68.0,,0.68,52.36000000000001
2020-08-15,68,68.0,,0.68,46.24
2020-08-16,64,68.0,,0.68,43.52
2020-08-17,74,68.0,,0.68,50.32
2020-08-18,74,68.0,,0.68,50.32
2020-08-19,74,68.0,,0.68,50.32
2020-08-20,81,68.0,,0.68,55.080000000000005
2020-08-21,77,68.0,,0.68,52.36000000000001
2020-08-22,66,68.0,,0.68,44.88
2020-08-23,58,68.0,,0.68,39.440000000000005
2020-08-24,72,68.0,,0.68,48.96
2020-08-25,76,68.0,,0.68,51.68000000000001
2020-08-26,76,68.0,,0.68,51.68000000000001
2020-08-27,72,68.0,,0.68,48.96
2020-08-28,76,68.0,,0.68,51.68000000000001
2020-08-29,63,68.0,,0.68,42.84
2020-08-30,66,68.0,,0.68,44.88
2020-08-31,72,68.0,,0.68,48.96
2020-09-01,94,64.0,False,0.64,60.160000000000004
2020-09-02,100,64.0,,0.64,64.0
2020-09-03,92,64.0,,0.64,58.88
2020-09-04,90,64.0,,0.64,57.6
2020-09-05,77,64.0,,0.64,49.28
2020-09-06,76,64.0,,0.64,48.64
2020-09-07,82,64.0,,0.64,52.480000000000004
2020-09-08,84,64.0,,0.64,53.76
2020-09-09,86,64.0,,0.64,55.04
2020-09-10,92,64.0,,0.64,58.88
2020-09-11,87,64.0,,0.64,55.68
2020-09-12,82,64.0,,0.64,52.480000000000004
2020-09-13,76,64.0,,0.64,48.64
2020-09-14,94,64.0,,0.64,60.160000000000004
2020-09-15,97,64.0,,0.64,62.08
2020-09-16,97,64.0,,0.64,62.08
2020-09-17,87,64.0,,0.64,55.68
2020-09-18,91,64.0,,0.64,58.24
2020-09-19,76,64.0,,0.64,48.64
2020-09-20,68,64.0,,0.64,43.52
2020-09-21,93,64.0,,0.64,59.52
2020-09-22,89,64.0,,0.64,56.96
2020-09-23,94,64.0,,0.64,60.160000000000004
2020-09-24,93,64.0,,0.64,59.52
2020-09-25,93,64.0,,0.64,59.52
2020-09-26,86,64.0,,0.64,55.04
2020-09-27,83,64.0,,0.64,53.120000000000005
2020-09-28,93,64.0,,0.64,59.52
2020-09-29,91,64.0,,0.64,58.24
2020-09-30,91,64.0,,0.64,58.24
2020-10-01,82,68.0,False,0.68,55.760000000000005
2020-10-02,76,68.0,,0.68,51.68000000000001
2020-10-03,65,68.0,,0.68,44.2
2020-10-04,67,68.0,,0.68,45.56
2020-10-05,74,68.0,,0.68,50.32
2020-10-06,78,68.0,,0.68,53.040000000000006
2020-10-07,86,68.0,,0.68,58.480000000000004
2020-10-08,87,68.0,,0.68,59.160000000000004
2020-10-09,81,68.0,,0.68,55.080000000000005
2020-10-10,67,68.0,,0.68,45.56
2020-10-11,61,68.0,,0.68,41.480000000000004
2020-10-12,80,68.0,,0.68,54.400000000000006
2020-10-13,75,68.0,,0.68,51.00000000000001
2020-10-14,79,68.0,,0.68,53.720000000000006
2020-10-15,86,68.0,,0.68,58.480000000000004
2020-10-16,83,68.0,,0.68,56.440000000000005
2020-10-17,65,68.0,,0.68,44.2
2020-10-18,60,68.0,,0.68,40.800000000000004
2020-10-19,80,68.0,,0.68,54.400000000000006
2020-10-20,85,68.0,,0.68,57.800000000000004
2020-10-21,79,68.0,,0.68,53.720000000000006
2020-10-22,87,68.0,,0.68,59.160000000000004
2020-10-23,77,68.0,,0.68,52.36000000000001
2020-10-24,58,68.0,,0.68,39.440000000000005
2020-10-25,63,68.0,,0.68,42.84
2020-10-26,80,68.0,,0.68,54.400000000000006
2020-10-27,100,68.0,,0.68,68.0
2020-10-28,85,68.0,,0.68,57.800000000000004
2020-10-29,80,68.0,,0.68,54.400000000000006
2020-10-30,80,68.0,,0.68,54.400000000000006
2020-10-31,66,68.0,,0.68,44.88
2020-11-01,69,65.0,False,0.65,44.85
2020-11-02,84,65.0,,0.65,54.6
2020-11-03,83,65.0,,0.65,53.95
2020-11-04,54,65.0,,0.65,35.1
2020-11-05,65,65.0,,0.65,42.25
2020-11-06,66,65.0,,0.65,42.9
2020-11-07,62,65.0,,0.65,40.300000000000004
2020-11-08,65,65.0,,0.65,42.25
2020-11-09,95,65.0,,0.65,61.75
2020-11-10,89,65.0,,0.65,57.85
2020-11-11,87,65.0,,0.65,56.550000000000004
2020-11-12,76,65.0,,0.65,49.4
2020-11-13,81,65.0,,0.65,52.65
2020-11-14,68,65.0,,0.65,44.2
2020-11-15,65,65.0,,0.65,42.25
2020-11-16,87,65.0,,0.65,56.550000000000004
2020-11-17,91,65.0,,0.65,59.15
2020-11-18,89,65.0,,0.65,57.85
2020-11-19,81,65.0,,0.65,52.65
2020-11-20,91,65.0,,0.65,59.15
2020-11-21,60,65.0,,0.65,39.0
2020-11-22,66,65.0,,0.65,42.9
2020-11-23,84,65.0,,0.65,54.6
2020-11-24,100,65.0,,0.65,65.0
2020-11-25,88,65.0,,0.65,57.2
2020-11-26,73,65.0,,0.65,47.45
2020-11-27,80,65.0,,0.65,52.0
2020-11-28,63,65.0,,0.65,40.95
2020-11-29,61,65.0,,0.65,39.65
2020-11-30,85,65.0,,0.65,55.25
2020-12-01,88,67.0,False,0.67,58.96
2020-12-02,87,67.0,,0.67,58.290000000000006
2020-12-03,85,67.0,,0.67,56.95
2020-12-04,85,67.0,,0.67,56.95
2020-12-05,70,67.0,,0.67,46.900000000000006
2020-12-06,63,67.0,,0.67,42.21
2020-12-07,90,67.0,,0.67,60.300000000000004
2020-12-08,82,67.0,,0.67,54.940000000000005
2020-12-09,92,67.0,,0.67,61.64
2020-12-10,86,67.0,,0.67,57.620000000000005
2020-12-11,82,67.0,,0.67,54.940000000000005
2020-12-12,73,67.0,,0.67,48.910000000000004
2020-12-13,65,67.0,,0.67,43.550000000000004
2020-12-14,83,67.0,,0.67,55.61000000000001
2020-12-15,84,67.0,,0.67,56.28
2020-12-16,90,67.0,,0.67,60.300000000000004
2020-12-17,87,67.0,,0.67,58.290000000000006
2020-12-18,88,67.0,,0.67,58.96
2020-12-19,70,67.0,,0.67,46.900000000000006
2020-12-20,67,67.0,,0.67,44.89
2020-12-21,83,67.0,,0.67,55.61000000000001
2020-12-22,83,67.0,,0.67,55.61000000000001
2020-12-23,82,67.0,,0.67,54.940000000000005
2020-12-24,82,67.0,,0.67,54.940000000000005
2020-12-25,100,67.0,,0.67,67.0
2020-12-26,76,67.0,,0.67,50.92
2020-12-27,75,67.0,,0.67,50.25
2020-12-28,87,67.0,,0.67,58.290000000000006
2020-12-29,90,67.0,,0.67,60.300000000000004
2020-12-30,79,67.0,,0.67,52.93
2020-12-31,81,67.0,,0.67,54.27
2021-01-01,69,67.0,False,0.67,46.230000000000004
2021-01-02,64,67.0,,0.67,42.88
2021-01-03,70,67.0,,0.67,46.900000000000006
2021-01-04,82,67.0,,0.67,54.940000000000005
2021-01-05,84,67.0,,0.67,56.28
2021-01-06,89,67.0,,0.67,59.63
2021-01-07,91,67.0,,0.67,60.970000000000006
2021-01-08,87,67.0,,0.67,58.290000000000006
2021-01-09,84,67.0,,0.67,56.28
2021-01-10,73,67.0,,0.67,48.910000000000004
2021-01-11,80,67.0,,0.67,53.6
2021-01-12,93,67.0,,0.67,62.31
2021-01-13,94,67.0,,0.67,62.980000000000004
2021-01-14,95,67.0,,0.67,63.650000000000006
2021-01-15,93,67.0,,0.67,62.31
2021-01-16,69,67.0,,0.67,46.230000000000004
2021-01-17,67,67.0,,0.67,44.89
2021-01-18,83,67.0,,0.67,55.61000000000001
2021-01-19,92,67.0,,0.67,61.64
2021-01-20,92,67.0,,0.67,61.64
2021-01-21,89,67.0,,0.67,59.63
2021-01-22,90,67.0,,0.67,60.300000000000004
2021-01-23,72,67.0,,0.67,48.24
2021-01-24,69,67.0,,0.67,46.230000000000004
2021-01-25,86,67.0,,0.67,57.620000000000005
2021-01-26,99,67.0,,0.67,66.33
2021-01-27,85,67.0,,0.67,56.95
2021-01-28,100,67.0,,0.67,67.0
2021-01-29,100,67.0,,0.67,67.0
2021-01-30,75,67.0,,0.67,50.25
2021-01-31,70,67.0,,0.67,46.900000000000006
2021-02-01,86,74.0,False,0.74,63.64
2021-02-02,97,74.0,,0.74,71.78
2021-02-03,97,74.0,,0.74,71.78
2021-02-04,100,74.0,,0.74,74.0
2021-02-05,92,74.0,,0.74,68.08
2021-02-06,77,74.0,,0.74,56.98
2021-02-07,76,74.0,,0.74,56.24
2021-02-08,95,74.0,,0.74,70.3
2021-02-09,91,74.0,,0.74,67.34
2021-02-10,92,74.0,,0.74,68.08
2021-02-11,92,74.0,,0.74,68.08
2021-02-12,95,74.0,,0.74,70.3
2021-02-13,72,74.0,,0.74,53.28
2021-02-14,66,74.0,,0.74,48.839999999999996
2021-02-15,69,74.0,,0.74,51.06
2021-02-16,90,74.0,,0.74,66.6
2021-02-17,91,74.0,,0.74,67.34
2021-02-18,87,74.0,,0.74,64.38
2021-02-19,88,74.0,,0.74,65.12
2021-02-20,77,74.0,,0.74,56.98
2021-02-21,74,74.0,,0.74,54.76
2021-02-22,91,74.0,,0.74,67.34
2021-02-23,94,74.0,,0.74,69.56
2021-02-24,100,74.0,,0.74,74.0
2021-02-25,99,74.0,,0.74,73.26
2021-02-26,93,74.0,,0.74,68.82
2021-02-27,82,74.0,,0.74,60.68
2021-02-28,71,74.0,,0.74,52.54
2021-03-01,89,70.0,False,0.7,62.3
2021-03-02,95,70.0,,0.7,66.5
2021-03-03,98,70.0,,0.7,68.6
2021-03-04,100,70.0,,0.7,70.0
2021-03-05,95,70.0,,0.7,66.5
2021-03-06,82,70.0,,0.7,57.4
2021-03-07,77,70.0,,0.7,53.9
2021-03-08,95,70.0,,0.7,66.5
2021-03-09,94,70.0,,0.7,65.8
2021-03-10,88,70.0,,0.7,61.599999999999994
2021-03-11,95,70.0,,0.7,66.5
2021-03-12,91,70.0,,0.7,63.699999999999996
2021-03-13,75,70.0,,0.7,52.5
2021-03-14,67,70.0,,0.7,46.9
2021-03-15,88,70.0,,0.7,61.599999999999994
2021-03-16,84,70.0,,0.7,58.8
2021-03-17,93,70.0,,0.7,65.1
2021-03-18,84,70.0,,0.7,58.8
2021-03-19,88,70.0,,0.7,61.599999999999994
2021-03-20,68,70.0,,0.7,47.599999999999994
2021-03-21,66,70.0,,0.7,46.199999999999996
2021-03-22,89,70.0,,0.7,62.3
2021-03-23,90,70.0,,0.7,62.99999999999999
2021-03-24,86,70.0,,0.7,60.199999999999996
2021-03-25,86,70.0,,0.7,60.199999999999996
2021-03-26,83,70.0,,0.7,58.099999999999994
2021-03-27,75,70.0,,0.7,52.5
2021-03-28,66,70.0,,0.7,46.199999999999996
2021-03-29,92,70.0,,0.7,64.39999999999999
2021-03-30,87,70.0,,0.7,60.9
2021-03-31,78,70.0,,0.7,54.599999999999994
2021-04-01,93,67.0,False,0.67,62.31
2021-04-02,74,67.0,,0.67,49.580000000000005
2021-04-03,63,67.0,,0.67,42.21
2021-04-04,67,67.0,,0.67,44.89
2021-04-05,97,67.0,,0.67,64.99000000000001
2021-04-06,87,67.0,,0.67,58.290000000000006
2021-04-07,85,67.0,,0.67,56.95
2021-04-08,87,67.0,,0.67,58.290000000000006
2021-04-09,88,67.0,,0.67,58.96
2021-04-10,77,67.0,,0.67,51.59
2021-04-11,70,67.0,,0.67,46.900000000000006
2021-04-12,89,67.0,,0.67,59.63
2021-04-13,93,67.0,,0.67,62.31
2021-04-14,92,67.0,,0.67,61.64
2021-04-15,87,67.0,,0.67,58.290000000000006
2021-04-16,84,67.0,,0.67,56.28
2021-04-17,71,67.0,,0.67,47.57
