date,PG_unscaled,PG_monthly,isPartial,scale,PG
2017-12-27,84,70.0,,0.7,58.8
2017-12-28,83,70.0,,0.7,58.099999999999994
2017-12-29,87,70.0,,0.7,60.9
2017-12-30,73,70.0,,0.7,51.099999999999994
2017-12-31,87,70.0,,0.7,60.9
2018-01-01,58,90.0,False,0.9,52.2
2018-01-02,74,90.0,,0.9,66.60000000000001
2018-01-03,75,90.0,,0.9,67.5
2018-01-04,89,90.0,,0.9,80.10000000000001
2018-01-05,94,90.0,,0.9,84.60000000000001
2018-01-06,75,90.0,,0.9,67.5
2018-01-07,75,90.0,,0.9,67.5
2018-01-08,82,90.0,,0.9,73.8
2018-01-09,89,90.0,,0.9,80.10000000000001
2018-01-10,73,90.0,,0.9,65.7
2018-01-11,76,90.0,,0.9,68.4
2018-01-12,80,90.0,,0.9,72.0
2018-01-13,63,90.0,,0.9,56.7
2018-01-14,56,90.0,,0.9,50.4
2018-01-15,63,90.0,,0.9,56.7
2018-01-16,73,90.0,,0.9,65.7
2018-01-17,90,90.0,,0.9,81.0
2018-01-18,74,90.0,,0.9,66.60000000000001
2018-01-19,68,90.0,,0.9,61.2
2018-01-20,86,90.0,,0.9,77.4
2018-01-21,100,90.0,,0.9,90.0
2018-01-22,88,90.0,,0.9,79.2
2018-01-23,100,90.0,,0.9,90.0
2018-01-24,95,90.0,,0.9,85.5
2018-01-25,82,90.0,,0.9,73.8
2018-01-26,86,90.0,,0.9,77.4
2018-01-27,75,90.0,,0.9,67.5
2018-01-28,64,90.0,,0.9,57.6
2018-01-29,74,90.0,,0.9,66.60000000000001
2018-01-30,85,90.0,,0.9,76.5
2018-01-31,87,90.0,,0.9,78.3
2018-02-01,67,88.0,False,0.88,58.96
2018-02-02,83,88.0,,0.88,73.04
2018-02-03,62,88.0,,0.88,54.56
2018-02-04,57,88.0,,0.88,50.160000000000004
2018-02-05,74,88.0,,0.88,65.12
2018-02-06,82,88.0,,0.88,72.16
2018-02-07,88,88.0,,0.88,77.44
2018-02-08,85,88.0,,0.88,74.8
2018-02-09,88,88.0,,0.88,77.44
2018-02-10,100,88.0,,0.88,88.0
2018-02-11,71,88.0,,0.88,62.48
2018-02-12,87,88.0,,0.88,76.56
2018-02-13,77,88.0,,0.88,67.76
2018-02-14,83,88.0,,0.88,73.04
2018-02-15,74,88.0,,0.88,65.12
2018-02-16,77,88.0,,0.88,67.76
2018-02-17,71,88.0,,0.88,62.48
2018-02-18,66,88.0,,0.88,58.08
2018-02-19,66,88.0,,0.88,58.08
2018-02-20,71,88.0,,0.88,62.48
2018-02-21,96,88.0,,0.88,84.48
2018-02-22,97,88.0,,0.88,85.36
2018-02-23,87,88.0,,0.88,76.56
2018-02-24,78,88.0,,0.88,68.64
2018-02-25,66,88.0,,0.88,58.08
2018-02-26,70,88.0,,0.88,61.6
2018-02-27,77,88.0,,0.88,67.76
2018-02-28,74,88.0,,0.88,65.12
2018-03-01,87,78.0,False,0.78,67.86
2018-03-02,96,78.0,,0.78,74.88
2018-03-03,70,78.0,,0.78,54.6
2018-03-04,65,78.0,,0.78,50.7
2018-03-05,76,78.0,,0.78,59.28
2018-03-06,78,78.0,,0.78,60.84
2018-03-07,90,78.0,,0.78,70.2
2018-03-08,77,78.0,,0.78,60.06
2018-03-09,76,78.0,,0.78,59.28
2018-03-10,64,78.0,,0.78,49.92
2018-03-11,59,78.0,,0.78,46.02
2018-03-12,80,78.0,,0.78,62.400000000000006
2018-03-13,84,78.0,,0.78,65.52
2018-03-14,79,78.0,,0.78,61.620000000000005
2018-03-15,75,78.0,,0.78,58.5
2018-03-16,71,78.0,,0.78,55.38
2018-03-17,64,78.0,,0.78,49.92
2018-03-18,66,78.0,,0.78,51.480000000000004
2018-03-19,78,78.0,,0.78,60.84
2018-03-20,85,78.0,,0.78,66.3
2018-03-21,100,78.0,,0.78,78.0
2018-03-22,96,78.0,,0.78,74.88
2018-03-23,85,78.0,,0.78,66.3
2018-03-24,64,78.0,,0.78,49.92
2018-03-25,72,78.0,,0.78,56.160000000000004
2018-03-26,79,78.0,,0.78,61.620000000000005
2018-03-27,77,78.0,,0.78,60.06
2018-03-28,86,78.0,,0.78,67.08
2018-03-29,70,78.0,,0.78,54.6
2018-03-30,71,78.0,,0.78,55.38
2018-03-31,60,78.0,,0.78,46.800000000000004
2018-04-01,66,76.0,False,0.76,50.160000000000004
2018-04-02,85,76.0,,0.76,64.6
2018-04-03,81,76.0,,0.76,61.56
2018-04-04,80,76.0,,0.76,60.8
2018-04-05,91,76.0,,0.76,69.16
2018-04-06,78,76.0,,0.76,59.28
2018-04-07,72,76.0,,0.76,54.72
2018-04-08,71,76.0,,0.76,53.96
2018-04-09,95,76.0,,0.76,72.2
2018-04-10,91,76.0,,0.76,69.16
2018-04-11,86,76.0,,0.76,65.36
2018-04-12,93,76.0,,0.76,70.68
2018-04-13,90,76.0,,0.76,68.4
2018-04-14,73,76.0,,0.76,55.480000000000004
2018-04-15,77,76.0,,0.76,58.52
2018-04-16,92,76.0,,0.76,69.92
2018-04-17,90,76.0,,0.76,68.4
2018-04-18,84,76.0,,0.76,63.84
2018-04-19,91,76.0,,0.76,69.16
2018-04-20,88,76.0,,0.76,66.88
2018-04-21,70,76.0,,0.76,53.2
2018-04-22,73,76.0,,0.76,55.480000000000004
2018-04-23,89,76.0,,0.76,67.64
2018-04-24,100,76.0,,0.76,76.0
2018-04-25,86,76.0,,0.76,65.36
2018-04-26,88,76.0,,0.76,66.88
2018-04-27,85,76.0,,0.76,64.6
2018-04-28,70,76.0,,0.76,53.2
2018-04-29,73,76.0,,0.76,55.480000000000004
2018-04-30,83,76.0,,0.76,63.08
2018-05-01,98,72.0,False,0.72,70.56
2018-05-02,84,72.0,,0.72,60.48
2018-05-03,97,72.0,,0.72,69.84
2018-05-04,100,72.0,,0.72,72.0
2018-05-05,68,72.0,,0.72,48.96
2018-05-06,75,72.0,,0.72,54.0
2018-05-07,99,72.0,,0.72,71.28
2018-05-08,92,72.0,,0.72,66.24
2018-05-09,84,72.0,,0.72,60.48
2018-05-10,93,72.0,,0.72,66.96
2018-05-11,95,72.0,,0.72,68.39999999999999
2018-05-12,75,72.0,,0.72,54.0
2018-05-13,62,72.0,,0.72,44.64
2018-05-14,88,72.0,,0.72,63.36
2018-05-15,96,72.0,,0.72,69.12
2018-05-16,95,72.0,,0.72,68.39999999999999
2018-05-17,91,72.0,,0.72,65.52
2018-05-18,83,72.0,,0.72,59.76
2018-05-19,65,72.0,,0.72,46.8
2018-05-20,67,72.0,,0.72,48.239999999999995
2018-05-21,85,72.0,,0.72,61.199999999999996
2018-05-22,85,72.0,,0.72,61.199999999999996
2018-05-23,88,72.0,,0.72,63.36
2018-05-24,89,72.0,,0.72,64.08
2018-05-25,97,72.0,,0.72,69.84
2018-05-26,64,72.0,,0.72,46.08
2018-05-27,61,72.0,,0.72,43.92
2018-05-28,78,72.0,,0.72,56.16
2018-05-29,79,72.0,,0.72,56.879999999999995
2018-05-30,85,72.0,,0.72,61.199999999999996
2018-05-31,85,72.0,,0.72,61.199999999999996
2018-06-01,86,70.0,False,0.7,60.199999999999996
2018-06-02,74,70.0,,0.7,51.8
2018-06-03,78,70.0,,0.7,54.599999999999994
2018-06-04,92,70.0,,0.7,64.39999999999999
2018-06-05,84,70.0,,0.7,58.8
2018-06-06,92,70.0,,0.7,64.39999999999999
2018-06-07,85,70.0,,0.7,59.49999999999999
2018-06-08,81,70.0,,0.7,56.699999999999996
2018-06-09,69,70.0,,0.7,48.3
2018-06-10,70,70.0,,0.7,49.0
2018-06-11,91,70.0,,0.7,63.699999999999996
2018-06-12,94,70.0,,0.7,65.8
2018-06-13,87,70.0,,0.7,60.9
2018-06-14,85,70.0,,0.7,59.49999999999999
2018-06-15,71,70.0,,0.7,49.699999999999996
2018-06-16,71,70.0,,0.7,49.699999999999996
2018-06-17,71,70.0,,0.7,49.699999999999996
2018-06-18,76,70.0,,0.7,53.199999999999996
2018-06-19,76,70.0,,0.7,53.199999999999996
2018-06-20,86,70.0,,0.7,60.199999999999996
2018-06-21,87,70.0,,0.7,60.9
2018-06-22,100,70.0,,0.7,70.0
2018-06-23,85,70.0,,0.7,59.49999999999999
2018-06-24,83,70.0,,0.7,58.099999999999994
2018-06-25,83,70.0,,0.7,58.099999999999994
2018-06-26,93,70.0,,0.7,65.1
2018-06-27,93,70.0,,0.7,65.1
2018-06-28,93,70.0,,0.7,65.1
2018-06-29,85,70.0,,0.7,59.49999999999999
2018-06-30,77,70.0,,0.7,53.9
2018-07-01,96,65.0,False,0.65,62.400000000000006
2018-07-02,100,65.0,,0.65,65.0
2018-07-03,79,65.0,,0.65,51.35
2018-07-04,81,65.0,,0.65,52.65
2018-07-05,87,65.0,,0.65,56.550000000000004
2018-07-06,88,65.0,,0.65,57.2
2018-07-07,77,65.0,,0.65,50.050000000000004
2018-07-08,71,65.0,,0.65,46.15
2018-07-09,83,65.0,,0.65,53.95
2018-07-10,79,65.0,,0.65,51.35
2018-07-11,84,65.0,,0.65,54.6
2018-07-12,80,65.0,,0.65,52.0
2018-07-13,78,65.0,,0.65,50.7
2018-07-14,74,65.0,,0.65,48.1
2018-07-15,69,65.0,,0.65,44.85
2018-07-16,85,65.0,,0.65,55.25
2018-07-17,84,65.0,,0.65,54.6
2018-07-18,79,65.0,,0.65,51.35
2018-07-19,84,65.0,,0.65,54.6
2018-07-20,81,65.0,,0.65,52.65
2018-07-21,71,65.0,,0.65,46.15
2018-07-22,71,65.0,,0.65,46.15
2018-07-23,72,65.0,,0.65,46.800000000000004
2018-07-24,80,65.0,,0.65,52.0
2018-07-25,77,65.0,,0.65,50.050000000000004
2018-07-26,84,65.0,,0.65,54.6
2018-07-27,90,65.0,,0.65,58.5
2018-07-28,80,65.0,,0.65,52.0
2018-07-29,71,65.0,,0.65,46.15
2018-07-30,67,65.0,,0.65,43.550000000000004
2018-07-31,84,65.0,,0.65,54.6
2018-08-01,86,64.0,False,0.64,55.04
2018-08-02,85,64.0,,0.64,54.4
2018-08-03,91,64.0,,0.64,58.24
2018-08-04,72,64.0,,0.64,46.08
2018-08-05,86,64.0,,0.64,55.04
2018-08-06,86,64.0,,0.64,55.04
2018-08-07,82,64.0,,0.64,52.480000000000004
2018-08-08,91,64.0,,0.64,58.24
2018-08-09,84,64.0,,0.64,53.76
2018-08-10,85,64.0,,0.64,54.4
2018-08-11,87,64.0,,0.64,55.68
2018-08-12,82,64.0,,0.64,52.480000000000004
2018-08-13,85,64.0,,0.64,54.4
2018-08-14,81,64.0,,0.64,51.84
2018-08-15,78,64.0,,0.64,49.92
2018-08-16,87,64.0,,0.64,55.68
2018-08-17,87,64.0,,0.64,55.68
2018-08-18,80,64.0,,0.64,51.2
2018-08-19,78,64.0,,0.64,49.92
2018-08-20,91,64.0,,0.64,58.24
2018-08-21,83,64.0,,0.64,53.120000000000005
2018-08-22,88,64.0,,0.64,56.32
2018-08-23,81,64.0,,0.64,51.84
2018-08-24,83,64.0,,0.64,53.120000000000005
2018-08-25,73,64.0,,0.64,46.72
2018-08-26,83,64.0,,0.64,53.120000000000005
2018-08-27,91,64.0,,0.64,58.24
2018-08-28,96,64.0,,0.64,61.44
2018-08-29,92,64.0,,0.64,58.88
2018-08-30,87,64.0,,0.64,55.68
2018-08-31,100,64.0,,0.64,64.0
2018-09-01,63,71.0,False,0.71,44.73
2018-09-02,71,71.0,,0.71,50.41
2018-09-03,69,71.0,,0.71,48.989999999999995
2018-09-04,95,71.0,,0.71,67.45
2018-09-05,98,71.0,,0.71,69.58
2018-09-06,82,71.0,,0.71,58.22
2018-09-07,94,71.0,,0.71,66.74
2018-09-08,76,71.0,,0.71,53.959999999999994
2018-09-09,72,71.0,,0.71,51.12
2018-09-10,86,71.0,,0.71,61.059999999999995
2018-09-11,87,71.0,,0.71,61.769999999999996
2018-09-12,98,71.0,,0.71,69.58
2018-09-13,86,71.0,,0.71,61.059999999999995
2018-09-14,92,71.0,,0.71,65.32
2018-09-15,81,71.0,,0.71,57.51
2018-09-16,72,71.0,,0.71,51.12
2018-09-17,93,71.0,,0.71,66.03
2018-09-18,95,71.0,,0.71,67.45
2018-09-19,86,71.0,,0.71,61.059999999999995
2018-09-20,94,71.0,,0.71,66.74
2018-09-21,100,71.0,,0.71,71.0
2018-09-22,70,71.0,,0.71,49.699999999999996
2018-09-23,64,71.0,,0.71,45.44
2018-09-24,96,71.0,,0.71,68.16
2018-09-25,97,71.0,,0.71,68.86999999999999
2018-09-26,82,71.0,,0.71,58.22
2018-09-27,84,71.0,,0.71,59.64
2018-09-28,83,71.0,,0.71,58.93
2018-09-29,78,71.0,,0.71,55.379999999999995
2018-09-30,85,71.0,,0.71,60.349999999999994
2018-10-01,80,78.0,False,0.78,62.400000000000006
2018-10-02,84,78.0,,0.78,65.52
2018-10-03,79,78.0,,0.78,61.620000000000005
2018-10-04,87,78.0,,0.78,67.86
2018-10-05,86,78.0,,0.78,67.08
2018-10-06,70,78.0,,0.78,54.6
2018-10-07,66,78.0,,0.78,51.480000000000004
2018-10-08,85,78.0,,0.78,66.3
2018-10-09,85,78.0,,0.78,66.3
2018-10-10,76,78.0,,0.78,59.28
2018-10-11,77,78.0,,0.78,60.06
2018-10-12,84,78.0,,0.78,65.52
2018-10-13,66,78.0,,0.78,51.480000000000004
2018-10-14,65,78.0,,0.78,50.7
2018-10-15,89,78.0,,0.78,69.42
2018-10-16,86,78.0,,0.78,67.08
2018-10-17,84,78.0,,0.78,65.52
2018-10-18,85,78.0,,0.78,66.3
2018-10-19,100,78.0,,0.78,78.0
2018-10-20,72,78.0,,0.78,56.160000000000004
2018-10-21,70,78.0,,0.78,54.6
2018-10-22,87,78.0,,0.78,67.86
2018-10-23,86,78.0,,0.78,67.08
2018-10-24,84,78.0,,0.78,65.52
2018-10-25,95,78.0,,0.78,74.10000000000001
2018-10-26,83,78.0,,0.78,64.74000000000001
2018-10-27,78,78.0,,0.78,60.84
2018-10-28,73,78.0,,0.78,56.940000000000005
2018-10-29,89,78.0,,0.78,69.42
2018-10-30,97,78.0,,0.78,75.66
2018-10-31,88,78.0,,0.78,68.64
2018-11-01,65,83.0,False,0.83,53.949999999999996
2018-11-02,63,83.0,,0.83,52.29
2018-11-03,54,83.0,,0.83,44.82
2018-11-04,51,83.0,,0.83,42.33
2018-11-05,60,83.0,,0.83,49.8
2018-11-06,69,83.0,,0.83,57.269999999999996
2018-11-07,68,83.0,,0.83,56.44
2018-11-08,65,83.0,,0.83,53.949999999999996
2018-11-09,69,83.0,,0.83,57.269999999999996
2018-11-10,59,83.0,,0.83,48.97
2018-11-11,53,83.0,,0.83,43.989999999999995
2018-11-12,61,83.0,,0.83,50.629999999999995
2018-11-13,66,83.0,,0.83,54.779999999999994
2018-11-14,72,83.0,,0.83,59.76
2018-11-15,100,83.0,,0.83,83.0
2018-11-16,66,83.0,,0.83,54.779999999999994
2018-11-17,51,83.0,,0.83,42.33
2018-11-18,53,83.0,,0.83,43.989999999999995
2018-11-19,74,83.0,,0.83,61.419999999999995
2018-11-20,65,83.0,,0.83,53.949999999999996
2018-11-21,63,83.0,,0.83,52.29
2018-11-22,67,83.0,,0.83,55.61
2018-11-23,65,83.0,,0.83,53.949999999999996
2018-11-24,52,83.0,,0.83,43.16
2018-11-25,55,83.0,,0.83,45.65
2018-11-26,63,83.0,,0.83,52.29
2018-11-27,67,83.0,,0.83,55.61
2018-11-28,70,83.0,,0.83,58.099999999999994
2018-11-29,69,83.0,,0.83,57.269999999999996
2018-11-30,74,83.0,,0.83,61.419999999999995
2018-12-01,94,81.0,False,0.81,76.14
2018-12-02,80,81.0,,0.81,64.80000000000001
2018-12-03,90,81.0,,0.81,72.9
2018-12-04,99,81.0,,0.81,80.19000000000001
2018-12-05,83,81.0,,0.81,67.23
2018-12-06,100,81.0,,0.81,81.0
2018-12-07,87,81.0,,0.81,70.47
2018-12-08,70,81.0,,0.81,56.7
2018-12-09,76,81.0,,0.81,61.56
2018-12-10,86,81.0,,0.81,69.66000000000001
2018-12-11,88,81.0,,0.81,71.28
2018-12-12,86,81.0,,0.81,69.66000000000001
2018-12-13,89,81.0,,0.81,72.09
2018-12-14,90,81.0,,0.81,72.9
2018-12-15,71,81.0,,0.81,57.510000000000005
2018-12-16,69,81.0,,0.81,55.89
2018-12-17,87,81.0,,0.81,70.47
2018-12-18,91,81.0,,0.81,73.71000000000001
2018-12-19,82,81.0,,0.81,66.42
2018-12-20,87,81.0,,0.81,70.47
2018-12-21,91,81.0,,0.81,73.71000000000001
2018-12-22,75,81.0,,0.81,60.75000000000001
2018-12-23,71,81.0,,0.81,57.510000000000005
2018-12-24,78,81.0,,0.81,63.18000000000001
2018-12-25,73,81.0,,0.81,59.13
2018-12-26,86,81.0,,0.81,69.66000000000001
2018-12-27,88,81.0,,0.81,71.28
2018-12-28,78,81.0,,0.81,63.18000000000001
2018-12-29,79,81.0,,0.81,63.99
2018-12-30,75,81.0,,0.81,60.75000000000001
2018-12-31,73,81.0,,0.81,59.13
2019-01-01,67,89.0,False,0.89,59.63
2019-01-02,75,89.0,,0.89,66.75
2019-01-03,73,89.0,,0.89,64.97
2019-01-04,74,89.0,,0.89,65.86
2019-01-05,75,89.0,,0.89,66.75
2019-01-06,60,89.0,,0.89,53.4
2019-01-07,59,89.0,,0.89,52.51
2019-01-08,78,89.0,,0.89,69.42
2019-01-09,73,89.0,,0.89,64.97
2019-01-10,69,89.0,,0.89,61.410000000000004
2019-01-11,76,89.0,,0.89,67.64
2019-01-12,58,89.0,,0.89,51.62
2019-01-13,61,89.0,,0.89,54.29
2019-01-14,93,89.0,,0.89,82.77
2019-01-15,96,89.0,,0.89,85.44
2019-01-16,79,89.0,,0.89,70.31
2019-01-17,83,89.0,,0.89,73.87
2019-01-18,79,89.0,,0.89,70.31
2019-01-19,64,89.0,,0.89,56.96
2019-01-20,64,89.0,,0.89,56.96
2019-01-21,57,89.0,,0.89,50.730000000000004
2019-01-22,83,89.0,,0.89,73.87
2019-01-23,78,89.0,,0.89,69.42
2019-01-24,84,89.0,,0.89,74.76
2019-01-25,80,89.0,,0.89,71.2
2019-01-26,71,89.0,,0.89,63.19
2019-01-27,67,89.0,,0.89,59.63
2019-01-28,76,89.0,,0.89,67.64
2019-01-29,100,89.0,,0.89,89.0
2019-01-30,86,89.0,,0.89,76.54
2019-01-31,84,89.0,,0.89,74.76
2019-02-01,77,86.0,False,0.86,66.22
2019-02-02,54,86.0,,0.86,46.44
2019-02-03,48,86.0,,0.86,41.28
2019-02-04,53,86.0,,0.86,45.58
2019-02-05,62,86.0,,0.86,53.32
2019-02-06,59,86.0,,0.86,50.74
2019-02-07,61,86.0,,0.86,52.46
2019-02-08,58,86.0,,0.86,49.88
2019-02-09,49,86.0,,0.86,42.14
2019-02-10,53,86.0,,0.86,45.58
2019-02-11,68,86.0,,0.86,58.48
2019-02-12,66,86.0,,0.86,56.76
2019-02-13,63,86.0,,0.86,54.18
2019-02-14,63,86.0,,0.86,54.18
2019-02-15,63,86.0,,0.86,54.18
2019-02-16,48,86.0,,0.86,41.28
2019-02-17,51,86.0,,0.86,43.86
2019-02-18,53,86.0,,0.86,45.58
2019-02-19,65,86.0,,0.86,55.9
2019-02-20,66,86.0,,0.86,56.76
2019-02-21,100,86.0,,0.86,86.0
2019-02-22,84,86.0,,0.86,72.24
2019-02-23,54,86.0,,0.86,46.44
2019-02-24,53,86.0,,0.86,45.58
2019-02-25,63,86.0,,0.86,54.18
2019-02-26,60,86.0,,0.86,51.6
2019-02-27,64,86.0,,0.86,55.04
2019-02-28,63,86.0,,0.86,54.18
2019-03-01,100,76.0,False,0.76,76.0
2019-03-02,84,76.0,,0.76,63.84
2019-03-03,63,76.0,,0.76,47.88
2019-03-04,93,76.0,,0.76,70.68
2019-03-05,88,76.0,,0.76,66.88
2019-03-06,94,76.0,,0.76,71.44
2019-03-07,87,76.0,,0.76,66.12
2019-03-08,96,76.0,,0.76,72.96000000000001
2019-03-09,82,76.0,,0.76,62.32
2019-03-10,71,76.0,,0.76,53.96
2019-03-11,86,76.0,,0.76,65.36
2019-03-12,95,76.0,,0.76,72.2
2019-03-13,85,76.0,,0.76,64.6
2019-03-14,86,76.0,,0.76,65.36
2019-03-15,95,76.0,,0.76,72.2
2019-03-16,78,76.0,,0.76,59.28
2019-03-17,83,76.0,,0.76,63.08
2019-03-18,92,76.0,,0.76,69.92
2019-03-19,95,76.0,,0.76,72.2
2019-03-20,86,76.0,,0.76,65.36
2019-03-21,91,76.0,,0.76,69.16
2019-03-22,96,76.0,,0.76,72.96000000000001
2019-03-23,70,76.0,,0.76,53.2
2019-03-24,65,76.0,,0.76,49.4
2019-03-25,86,76.0,,0.76,65.36
2019-03-26,94,76.0,,0.76,71.44
2019-03-27,89,76.0,,0.76,67.64
2019-03-28,88,76.0,,0.76,66.88
2019-03-29,90,76.0,,0.76,68.4
2019-03-30,68,76.0,,0.76,51.68
2019-03-31,75,76.0,,0.76,57.0
2019-04-01,83,76.0,False,0.76,63.08
2019-04-02,81,76.0,,0.76,61.56
2019-04-03,88,76.0,,0.76,66.88
2019-04-04,80,76.0,,0.76,60.8
2019-04-05,85,76.0,,0.76,64.6
2019-04-06,66,76.0,,0.76,50.160000000000004
2019-04-07,66,76.0,,0.76,50.160000000000004
2019-04-08,85,76.0,,0.76,64.6
2019-04-09,86,76.0,,0.76,65.36
2019-04-10,84,76.0,,0.76,63.84
2019-04-11,88,76.0,,0.76,66.88
2019-04-12,83,76.0,,0.76,63.08
2019-04-13,71,76.0,,0.76,53.96
2019-04-14,71,76.0,,0.76,53.96
2019-04-15,75,76.0,,0.76,57.0
2019-04-16,90,76.0,,0.76,68.4
2019-04-17,83,76.0,,0.76,63.08
2019-04-18,78,76.0,,0.76,59.28
2019-04-19,81,76.0,,0.76,61.56
2019-04-20,67,76.0,,0.76,50.92
2019-04-21,60,76.0,,0.76,45.6
2019-04-22,85,76.0,,0.76,64.6
2019-04-23,96,76.0,,0.76,72.96000000000001
2019-04-24,100,76.0,,0.76,76.0
2019-04-25,85,76.0,,0.76,64.6
2019-04-26,77,76.0,,0.76,58.52
2019-04-27,66,76.0,,0.76,50.160000000000004
2019-04-28,65,76.0,,0.76,49.4
2019-04-29,80,76.0,,0.76,60.8
2019-04-30,83,76.0,,0.76,63.08
2019-05-01,89,74.0,False,0.74,65.86
2019-05-02,100,74.0,,0.74,74.0
2019-05-03,94,74.0,,0.74,69.56
2019-05-04,72,74.0,,0.74,53.28
2019-05-05,72,74.0,,0.74,53.28
2019-05-06,97,74.0,,0.74,71.78
2019-05-07,84,74.0,,0.74,62.16
2019-05-08,97,74.0,,0.74,71.78
2019-05-09,86,74.0,,0.74,63.64
2019-05-10,98,74.0,,0.74,72.52
2019-05-11,80,74.0,,0.74,59.2
2019-05-12,72,74.0,,0.74,53.28
2019-05-13,100,74.0,,0.74,74.0
2019-05-14,93,74.0,,0.74,68.82
2019-05-15,99,74.0,,0.74,73.26
2019-05-16,100,74.0,,0.74,74.0
2019-05-17,95,74.0,,0.74,70.3
2019-05-18,82,74.0,,0.74,60.68
2019-05-19,84,74.0,,0.74,62.16
2019-05-20,93,74.0,,0.74,68.82
2019-05-21,96,74.0,,0.74,71.03999999999999
2019-05-22,96,74.0,,0.74,71.03999999999999
2019-05-23,85,74.0,,0.74,62.9
2019-05-24,93,74.0,,0.74,68.82
2019-05-25,70,74.0,,0.74,51.8
2019-05-26,71,74.0,,0.74,52.54
2019-05-27,67,74.0,,0.74,49.58
2019-05-28,92,74.0,,0.74,68.08
2019-05-29,100,74.0,,0.74,74.0
2019-05-30,91,74.0,,0.74,67.34
2019-05-31,83,74.0,,0.74,61.42
2019-06-01,74,66.0,False,0.66,48.84
2019-06-02,71,66.0,,0.66,46.86
2019-06-03,81,66.0,,0.66,53.46
2019-06-04,94,66.0,,0.66,62.040000000000006
2019-06-05,87,66.0,,0.66,57.42
2019-06-06,75,66.0,,0.66,49.5
2019-06-07,100,66.0,,0.66,66.0
2019-06-08,77,66.0,,0.66,50.82
2019-06-09,68,66.0,,0.66,44.88
2019-06-10,95,66.0,,0.66,62.7
2019-06-11,90,66.0,,0.66,59.400000000000006
2019-06-12,94,66.0,,0.66,62.040000000000006
2019-06-13,99,66.0,,0.66,65.34
2019-06-14,81,66.0,,0.66,53.46
2019-06-15,83,66.0,,0.66,54.78
2019-06-16,74,66.0,,0.66,48.84
2019-06-17,99,66.0,,0.66,65.34
2019-06-18,87,66.0,,0.66,57.42
2019-06-19,89,66.0,,0.66,58.74
2019-06-20,98,66.0,,0.66,64.68
2019-06-21,97,66.0,,0.66,64.02
2019-06-22,76,66.0,,0.66,50.160000000000004
2019-06-23,79,66.0,,0.66,52.14
2019-06-24,95,66.0,,0.66,62.7
2019-06-25,88,66.0,,0.66,58.080000000000005
2019-06-26,85,66.0,,0.66,56.1
2019-06-27,86,66.0,,0.66,56.760000000000005
2019-06-28,92,66.0,,0.66,60.720000000000006
2019-06-29,79,66.0,,0.66,52.14
2019-06-30,75,66.0,,0.66,49.5
2019-07-01,77,69.0,False,0.69,53.129999999999995
2019-07-02,66,69.0,,0.69,45.54
2019-07-03,64,69.0,,0.69,44.16
2019-07-04,61,69.0,,0.69,42.089999999999996
2019-07-05,66,69.0,,0.69,45.54
2019-07-06,100,69.0,,0.69,69.0
2019-07-07,62,69.0,,0.69,42.779999999999994
2019-07-08,78,69.0,,0.69,53.81999999999999
2019-07-09,63,69.0,,0.69,43.47
2019-07-10,73,69.0,,0.69,50.37
2019-07-11,67,69.0,,0.69,46.23
2019-07-12,74,69.0,,0.69,51.059999999999995
2019-07-13,63,69.0,,0.69,43.47
2019-07-14,56,69.0,,0.69,38.64
2019-07-15,66,69.0,,0.69,45.54
2019-07-16,70,69.0,,0.69,48.3
2019-07-17,71,69.0,,0.69,48.989999999999995
2019-07-18,68,69.0,,0.69,46.919999999999995
2019-07-19,69,69.0,,0.69,47.61
2019-07-20,57,69.0,,0.69,39.33
2019-07-21,57,69.0,,0.69,39.33
2019-07-22,69,69.0,,0.69,47.61
2019-07-23,66,69.0,,0.69,45.54
2019-07-24,68,69.0,,0.69,46.919999999999995
2019-07-25,54,69.0,,0.69,37.26
2019-07-26,61,69.0,,0.69,42.089999999999996
2019-07-27,54,69.0,,0.69,37.26
2019-07-28,57,69.0,,0.69,39.33
2019-07-29,58,69.0,,0.69,40.019999999999996
2019-07-30,76,69.0,,0.69,52.44
2019-07-31,67,69.0,,0.69,46.23
2019-08-01,93,64.0,False,0.64,59.52
2019-08-02,94,64.0,,0.64,60.160000000000004
2019-08-03,67,64.0,,0.64,42.88
2019-08-04,67,64.0,,0.64,42.88
2019-08-05,86,64.0,,0.64,55.04
2019-08-06,88,64.0,,0.64,56.32
2019-08-07,86,64.0,,0.64,55.04
2019-08-08,81,64.0,,0.64,51.84
2019-08-09,85,64.0,,0.64,54.4
2019-08-10,74,64.0,,0.64,47.36
2019-08-11,74,64.0,,0.64,47.36
2019-08-12,100,64.0,,0.64,64.0
2019-08-13,91,64.0,,0.64,58.24
2019-08-14,95,64.0,,0.64,60.800000000000004
2019-08-15,100,64.0,,0.64,64.0
2019-08-16,91,64.0,,0.64,58.24
2019-08-17,78,64.0,,0.64,49.92
2019-08-18,77,64.0,,0.64,49.28
2019-08-19,86,64.0,,0.64,55.04
2019-08-20,92,64.0,,0.64,58.88
2019-08-21,87,64.0,,0.64,55.68
2019-08-22,76,64.0,,0.64,48.64
2019-08-23,81,64.0,,0.64,51.84
2019-08-24,78,64.0,,0.64,49.92
2019-08-25,63,64.0,,0.64,40.32
2019-08-26,88,64.0,,0.64,56.32
2019-08-27,96,64.0,,0.64,61.44
2019-08-28,86,64.0,,0.64,55.04
