date,SITC_unscaled,SITC_monthly,isPartial,scale,SITC
2019-09-10,76,47.0,,0.47,35.72
2019-09-11,44,47.0,,0.47,20.68
2019-09-12,44,47.0,,0.47,20.68
2019-09-13,77,47.0,,0.47,36.19
2019-09-14,13,47.0,,0.47,6.109999999999999
2019-09-15,13,47.0,,0.47,6.109999999999999
2019-09-16,43,47.0,,0.47,20.209999999999997
2019-09-17,54,47.0,,0.47,25.38
2019-09-18,32,47.0,,0.47,15.04
2019-09-19,44,47.0,,0.47,20.68
2019-09-20,11,47.0,,0.47,5.17
2019-09-21,13,47.0,,0.47,6.109999999999999
2019-09-22,0,47.0,,0.47,0.0
2019-09-23,43,47.0,,0.47,20.209999999999997
2019-09-24,22,47.0,,0.47,10.34
2019-09-25,33,47.0,,0.47,15.51
2019-09-26,11,47.0,,0.47,5.17
2019-09-27,68,47.0,,0.47,31.959999999999997
2019-09-28,14,47.0,,0.47,6.58
2019-09-29,40,47.0,,0.47,18.799999999999997
2019-09-30,100,47.0,,0.47,47.0
2019-10-01,33,67.0,False,0.67,22.110000000000003
2019-10-02,44,67.0,,0.67,29.48
2019-10-03,100,67.0,,0.67,67.0
2019-10-04,92,67.0,,0.67,61.64
2019-10-05,0,67.0,,0.67,0.0
2019-10-06,13,67.0,,0.67,8.71
2019-10-07,78,67.0,,0.67,52.260000000000005
2019-10-08,56,67.0,,0.67,37.52
2019-10-09,46,67.0,,0.67,30.82
2019-10-10,57,67.0,,0.67,38.190000000000005
2019-10-11,69,67.0,,0.67,46.230000000000004
2019-10-12,28,67.0,,0.67,18.76
2019-10-13,26,67.0,,0.67,17.42
2019-10-14,46,67.0,,0.67,30.82
2019-10-15,33,67.0,,0.67,22.110000000000003
2019-10-16,56,67.0,,0.67,37.52
2019-10-17,80,67.0,,0.67,53.6
2019-10-18,34,67.0,,0.67,22.78
2019-10-19,14,67.0,,0.67,9.38
2019-10-20,0,67.0,,0.67,0.0
2019-10-21,66,67.0,,0.67,44.220000000000006
2019-10-22,86,67.0,,0.67,57.620000000000005
2019-10-23,44,67.0,,0.67,29.48
2019-10-24,100,67.0,,0.67,67.0
2019-10-25,57,67.0,,0.67,38.190000000000005
2019-10-26,27,67.0,,0.67,18.09
2019-10-27,26,67.0,,0.67,17.42
2019-10-28,43,67.0,,0.67,28.810000000000002
2019-10-29,99,67.0,,0.67,66.33
2019-10-30,89,67.0,,0.67,59.63
2019-10-31,56,67.0,,0.67,37.52
2019-11-01,51,83.0,False,0.83,42.33
2019-11-02,26,83.0,,0.83,21.58
2019-11-03,25,83.0,,0.83,20.75
2019-11-04,69,83.0,,0.83,57.269999999999996
2019-11-05,64,83.0,,0.83,53.12
2019-11-06,100,83.0,,0.83,83.0
2019-11-07,96,83.0,,0.83,79.67999999999999
2019-11-08,91,83.0,,0.83,75.53
2019-11-09,99,83.0,,0.83,82.17
2019-11-10,31,83.0,,0.83,25.73
2019-11-11,42,83.0,,0.83,34.86
2019-11-12,36,83.0,,0.83,29.88
2019-11-13,21,83.0,,0.83,17.43
2019-11-14,21,83.0,,0.83,17.43
2019-11-15,16,83.0,,0.83,13.28
2019-11-16,18,83.0,,0.83,14.94
2019-11-17,0,83.0,,0.83,0.0
2019-11-18,0,83.0,,0.83,0.0
2019-11-19,10,83.0,,0.83,8.299999999999999
2019-11-20,11,83.0,,0.83,9.129999999999999
2019-11-21,11,83.0,,0.83,9.129999999999999
2019-11-22,5,83.0,,0.83,4.1499999999999995
2019-11-23,12,83.0,,0.83,9.959999999999999
2019-11-24,6,83.0,,0.83,4.9799999999999995
2019-11-25,5,83.0,,0.83,4.1499999999999995
2019-11-26,22,83.0,,0.83,18.259999999999998
2019-11-27,6,83.0,,0.83,4.9799999999999995
2019-11-28,0,83.0,,0.83,0.0
2019-11-29,12,83.0,,0.83,9.959999999999999
2019-11-30,0,83.0,,0.83,0.0
2019-12-01,0,20.0,False,0.2,0.0
2019-12-02,64,20.0,,0.2,12.8
2019-12-03,16,20.0,,0.2,3.2
2019-12-04,100,20.0,,0.2,20.0
2019-12-05,34,20.0,,0.2,6.800000000000001
2019-12-06,17,20.0,,0.2,3.4000000000000004
2019-12-07,0,20.0,,0.2,0.0
2019-12-08,0,20.0,,0.2,0.0
2019-12-09,34,20.0,,0.2,6.800000000000001
2019-12-10,34,20.0,,0.2,6.800000000000001
2019-12-11,67,20.0,,0.2,13.4
2019-12-12,17,20.0,,0.2,3.4000000000000004
2019-12-13,17,20.0,,0.2,3.4000000000000004
2019-12-14,0,20.0,,0.2,0.0
2019-12-15,80,20.0,,0.2,16.0
2019-12-16,0,20.0,,0.2,0.0
2019-12-17,34,20.0,,0.2,6.800000000000001
2019-12-18,34,20.0,,0.2,6.800000000000001
2019-12-19,35,20.0,,0.2,7.0
2019-12-20,0,20.0,,0.2,0.0
2019-12-21,0,20.0,,0.2,0.0
2019-12-22,21,20.0,,0.2,4.2
2019-12-23,0,20.0,,0.2,0.0
2019-12-24,0,20.0,,0.2,0.0
2019-12-25,46,20.0,,0.2,9.200000000000001
2019-12-26,20,20.0,,0.2,4.0
2019-12-27,37,20.0,,0.2,7.4
2019-12-28,20,20.0,,0.2,4.0
2019-12-29,0,20.0,,0.2,0.0
2019-12-30,18,20.0,,0.2,3.6
2019-12-31,19,20.0,,0.2,3.8000000000000003
2020-01-01,26,27.0,False,0.27,7.0200000000000005
2020-01-02,0,27.0,,0.27,0.0
2020-01-03,67,27.0,,0.27,18.09
2020-01-04,0,27.0,,0.27,0.0
2020-01-05,75,27.0,,0.27,20.25
2020-01-06,22,27.0,,0.27,5.94
2020-01-07,22,27.0,,0.27,5.94
2020-01-08,87,27.0,,0.27,23.490000000000002
2020-01-09,22,27.0,,0.27,5.94
2020-01-10,43,27.0,,0.27,11.610000000000001
2020-01-11,0,27.0,,0.27,0.0
2020-01-12,49,27.0,,0.27,13.23
2020-01-13,100,27.0,,0.27,27.0
2020-01-14,56,27.0,,0.27,15.120000000000001
2020-01-15,0,27.0,,0.27,0.0
2020-01-16,21,27.0,,0.27,5.67
2020-01-17,0,27.0,,0.27,0.0
2020-01-18,0,27.0,,0.27,0.0
2020-01-19,0,27.0,,0.27,0.0
2020-01-20,68,27.0,,0.27,18.36
2020-01-21,64,27.0,,0.27,17.28
2020-01-22,65,27.0,,0.27,17.55
2020-01-23,65,27.0,,0.27,17.55
2020-01-24,86,27.0,,0.27,23.220000000000002
2020-01-25,25,27.0,,0.27,6.75
2020-01-26,0,27.0,,0.27,0.0
2020-01-27,82,27.0,,0.27,22.14
2020-01-28,85,27.0,,0.27,22.950000000000003
2020-01-29,22,27.0,,0.27,5.94
2020-01-30,22,27.0,,0.27,5.94
2020-01-31,66,27.0,,0.27,17.82
2020-02-01,0,29.0,False,0.29,0.0
2020-02-02,0,29.0,,0.29,0.0
2020-02-03,30,29.0,,0.29,8.7
2020-02-04,32,29.0,,0.29,9.28
2020-02-05,66,29.0,,0.29,19.139999999999997
2020-02-06,16,29.0,,0.29,4.64
2020-02-07,100,29.0,,0.29,28.999999999999996
2020-02-08,19,29.0,,0.29,5.51
2020-02-09,0,29.0,,0.29,0.0
2020-02-10,48,29.0,,0.29,13.919999999999998
2020-02-11,48,29.0,,0.29,13.919999999999998
2020-02-12,96,29.0,,0.29,27.839999999999996
2020-02-13,48,29.0,,0.29,13.919999999999998
2020-02-14,0,29.0,,0.29,0.0
2020-02-15,19,29.0,,0.29,5.51
2020-02-16,38,29.0,,0.29,11.02
2020-02-17,17,29.0,,0.29,4.93
2020-02-18,47,29.0,,0.29,13.629999999999999
2020-02-19,47,29.0,,0.29,13.629999999999999
2020-02-20,16,29.0,,0.29,4.64
2020-02-21,32,29.0,,0.29,9.28
2020-02-22,38,29.0,,0.29,11.02
2020-02-23,0,29.0,,0.29,0.0
2020-02-24,31,29.0,,0.29,8.99
2020-02-25,62,29.0,,0.29,17.98
2020-02-26,30,29.0,,0.29,8.7
2020-02-27,31,29.0,,0.29,8.99
2020-02-28,32,29.0,,0.29,9.28
2020-02-29,0,29.0,,0.29,0.0
2020-03-01,40,25.0,False,0.25,10.0
2020-03-02,50,25.0,,0.25,12.5
2020-03-03,34,25.0,,0.25,8.5
2020-03-04,33,25.0,,0.25,8.25
2020-03-05,85,25.0,,0.25,21.25
2020-03-06,34,25.0,,0.25,8.5
2020-03-07,80,25.0,,0.25,20.0
2020-03-08,20,25.0,,0.25,5.0
2020-03-09,17,25.0,,0.25,4.25
2020-03-10,33,25.0,,0.25,8.25
2020-03-11,67,25.0,,0.25,16.75
2020-03-12,49,25.0,,0.25,12.25
2020-03-13,17,25.0,,0.25,4.25
2020-03-14,41,25.0,,0.25,10.25
2020-03-15,39,25.0,,0.25,9.75
2020-03-16,51,25.0,,0.25,12.75
2020-03-17,0,25.0,,0.25,0.0
2020-03-18,51,25.0,,0.25,12.75
2020-03-19,100,25.0,,0.25,25.0
2020-03-20,0,25.0,,0.25,0.0
2020-03-21,19,25.0,,0.25,4.75
2020-03-22,19,25.0,,0.25,4.75
2020-03-23,15,25.0,,0.25,3.75
2020-03-24,17,25.0,,0.25,4.25
2020-03-25,0,25.0,,0.25,0.0
2020-03-26,17,25.0,,0.25,4.25
2020-03-27,0,25.0,,0.25,0.0
2020-03-28,18,25.0,,0.25,4.5
2020-03-29,0,25.0,,0.25,0.0
2020-03-30,16,25.0,,0.25,4.0
2020-03-31,16,25.0,,0.25,4.0
2020-04-01,0,26.0,False,0.26,0.0
2020-04-02,59,26.0,,0.26,15.34
2020-04-03,80,26.0,,0.26,20.8
2020-04-04,0,26.0,,0.26,0.0
2020-04-05,46,26.0,,0.26,11.96
2020-04-06,59,26.0,,0.26,15.34
2020-04-07,100,26.0,,0.26,26.0
2020-04-08,40,26.0,,0.26,10.4
2020-04-09,40,26.0,,0.26,10.4
2020-04-10,0,26.0,,0.26,0.0
2020-04-11,23,26.0,,0.26,5.98
2020-04-12,23,26.0,,0.26,5.98
2020-04-13,79,26.0,,0.26,20.54
2020-04-14,39,26.0,,0.26,10.14
2020-04-15,95,26.0,,0.26,24.7
2020-04-16,19,26.0,,0.26,4.94
2020-04-17,0,26.0,,0.26,0.0
2020-04-18,22,26.0,,0.26,5.720000000000001
2020-04-19,45,26.0,,0.26,11.700000000000001
2020-04-20,57,26.0,,0.26,14.82
2020-04-21,39,26.0,,0.26,10.14
2020-04-22,20,26.0,,0.26,5.2
2020-04-23,58,26.0,,0.26,15.08
2020-04-24,38,26.0,,0.26,9.88
2020-04-25,0,26.0,,0.26,0.0
2020-04-26,22,26.0,,0.26,5.720000000000001
2020-04-27,0,26.0,,0.26,0.0
2020-04-28,78,26.0,,0.26,20.28
2020-04-29,57,26.0,,0.26,14.82
2020-04-30,76,26.0,,0.26,19.76
2020-05-01,51,21.0,False,0.21,10.709999999999999
2020-05-02,19,21.0,,0.21,3.9899999999999998
2020-05-03,20,21.0,,0.21,4.2
2020-05-04,17,21.0,,0.21,3.57
2020-05-05,46,21.0,,0.21,9.66
2020-05-06,0,21.0,,0.21,0.0
2020-05-07,0,21.0,,0.21,0.0
2020-05-08,33,21.0,,0.21,6.93
2020-05-09,0,21.0,,0.21,0.0
2020-05-10,40,21.0,,0.21,8.4
2020-05-11,17,21.0,,0.21,3.57
2020-05-12,100,21.0,,0.21,21.0
2020-05-13,50,21.0,,0.21,10.5
2020-05-14,68,21.0,,0.21,14.28
2020-05-15,34,21.0,,0.21,7.14
2020-05-16,0,21.0,,0.21,0.0
2020-05-17,0,21.0,,0.21,0.0
2020-05-18,51,21.0,,0.21,10.709999999999999
2020-05-19,0,21.0,,0.21,0.0
2020-05-20,17,21.0,,0.21,3.57
2020-05-21,35,21.0,,0.21,7.35
2020-05-22,35,21.0,,0.21,7.35
2020-05-23,40,21.0,,0.21,8.4
2020-05-24,21,21.0,,0.21,4.41
2020-05-25,0,21.0,,0.21,0.0
2020-05-26,53,21.0,,0.21,11.129999999999999
2020-05-27,34,21.0,,0.21,7.14
2020-05-28,51,21.0,,0.21,10.709999999999999
2020-05-29,0,21.0,,0.21,0.0
2020-05-30,0,21.0,,0.21,0.0
2020-05-31,0,21.0,,0.21,0.0
2020-06-01,19,28.0,False,0.28,5.32
2020-06-02,95,28.0,,0.28,26.6
2020-06-03,18,28.0,,0.28,5.040000000000001
2020-06-04,0,28.0,,0.28,0.0
2020-06-05,0,28.0,,0.28,0.0
2020-06-06,42,28.0,,0.28,11.760000000000002
2020-06-07,0,28.0,,0.28,0.0
2020-06-08,35,28.0,,0.28,9.8
2020-06-09,54,28.0,,0.28,15.120000000000001
2020-06-10,94,28.0,,0.28,26.320000000000004
2020-06-11,37,28.0,,0.28,10.360000000000001
2020-06-12,98,28.0,,0.28,27.44
2020-06-13,0,28.0,,0.28,0.0
2020-06-14,22,28.0,,0.28,6.16
2020-06-15,77,28.0,,0.28,21.560000000000002
2020-06-16,75,28.0,,0.28,21.000000000000004
2020-06-17,19,28.0,,0.28,5.32
2020-06-18,20,28.0,,0.28,5.6000000000000005
2020-06-19,80,28.0,,0.28,22.400000000000002
2020-06-20,0,28.0,,0.28,0.0
2020-06-21,0,28.0,,0.28,0.0
2020-06-22,59,28.0,,0.28,16.520000000000003
2020-06-23,78,28.0,,0.28,21.840000000000003
2020-06-24,78,28.0,,0.28,21.840000000000003
2020-06-25,39,28.0,,0.28,10.920000000000002
2020-06-26,20,28.0,,0.28,5.6000000000000005
2020-06-27,0,28.0,,0.28,0.0
2020-06-28,0,28.0,,0.28,0.0
2020-06-29,20,28.0,,0.28,5.6000000000000005
2020-06-30,100,28.0,,0.28,28.000000000000004
2020-07-01,39,23.0,False,0.23,8.97
2020-07-02,19,23.0,,0.23,4.37
2020-07-03,21,23.0,,0.23,4.83
2020-07-04,0,23.0,,0.23,0.0
2020-07-05,0,23.0,,0.23,0.0
2020-07-06,38,23.0,,0.23,8.74
2020-07-07,19,23.0,,0.23,4.37
2020-07-08,39,23.0,,0.23,8.97
2020-07-09,58,23.0,,0.23,13.34
2020-07-10,0,23.0,,0.23,0.0
2020-07-11,67,23.0,,0.23,15.41
2020-07-12,22,23.0,,0.23,5.0600000000000005
2020-07-13,19,23.0,,0.23,4.37
2020-07-14,58,23.0,,0.23,13.34
2020-07-15,78,23.0,,0.23,17.94
2020-07-16,59,23.0,,0.23,13.57
2020-07-17,0,23.0,,0.23,0.0
2020-07-18,23,23.0,,0.23,5.29
2020-07-19,0,23.0,,0.23,0.0
2020-07-20,80,23.0,,0.23,18.400000000000002
2020-07-21,39,23.0,,0.23,8.97
2020-07-22,0,23.0,,0.23,0.0
2020-07-23,0,23.0,,0.23,0.0
2020-07-24,20,23.0,,0.23,4.6000000000000005
2020-07-25,0,23.0,,0.23,0.0
2020-07-26,0,23.0,,0.23,0.0
2020-07-27,40,23.0,,0.23,9.200000000000001
2020-07-28,100,23.0,,0.23,23.0
2020-07-29,80,23.0,,0.23,18.400000000000002
2020-07-30,20,23.0,,0.23,4.6000000000000005
2020-07-31,62,23.0,,0.23,14.26
2020-08-01,30,21.0,False,0.21,6.3
2020-08-02,0,21.0,,0.21,0.0
2020-08-03,26,21.0,,0.21,5.46
2020-08-04,26,21.0,,0.21,5.46
2020-08-05,78,21.0,,0.21,16.38
2020-08-06,26,21.0,,0.21,5.46
2020-08-07,54,21.0,,0.21,11.34
2020-08-08,30,21.0,,0.21,6.3
2020-08-09,0,21.0,,0.21,0.0
2020-08-10,26,21.0,,0.21,5.46
2020-08-11,26,21.0,,0.21,5.46
2020-08-12,51,21.0,,0.21,10.709999999999999
2020-08-13,0,21.0,,0.21,0.0
2020-08-14,26,21.0,,0.21,5.46
2020-08-15,30,21.0,,0.21,6.3
2020-08-16,0,21.0,,0.21,0.0
2020-08-17,51,21.0,,0.21,10.709999999999999
2020-08-18,75,21.0,,0.21,15.75
2020-08-19,100,21.0,,0.21,21.0
2020-08-20,25,21.0,,0.21,5.25
2020-08-21,51,21.0,,0.21,10.709999999999999
2020-08-22,30,21.0,,0.21,6.3
2020-08-23,30,21.0,,0.21,6.3
2020-08-24,24,21.0,,0.21,5.04
2020-08-25,98,21.0,,0.21,20.58
2020-08-26,73,21.0,,0.21,15.33
2020-08-27,24,21.0,,0.21,5.04
2020-08-28,25,21.0,,0.21,5.25
2020-08-29,28,21.0,,0.21,5.88
2020-08-30,29,21.0,,0.21,6.09
2020-08-31,97,21.0,,0.21,20.37
2020-09-01,62,28.0,False,0.28,17.360000000000003
2020-09-02,41,28.0,,0.28,11.48
2020-09-03,61,28.0,,0.28,17.080000000000002
2020-09-04,22,28.0,,0.28,6.16
2020-09-05,51,28.0,,0.28,14.280000000000001
2020-09-06,26,28.0,,0.28,7.280000000000001
2020-09-07,25,28.0,,0.28,7.000000000000001
2020-09-08,0,28.0,,0.28,0.0
2020-09-09,62,28.0,,0.28,17.360000000000003
2020-09-10,60,28.0,,0.28,16.8
2020-09-11,21,28.0,,0.28,5.880000000000001
2020-09-12,50,28.0,,0.28,14.000000000000002
2020-09-13,0,28.0,,0.28,0.0
2020-09-14,62,28.0,,0.28,17.360000000000003
2020-09-15,61,28.0,,0.28,17.080000000000002
2020-09-16,21,28.0,,0.28,5.880000000000001
2020-09-17,100,28.0,,0.28,28.000000000000004
2020-09-18,21,28.0,,0.28,5.880000000000001
2020-09-19,50,28.0,,0.28,14.000000000000002
2020-09-20,25,28.0,,0.28,7.000000000000001
2020-09-21,20,28.0,,0.28,5.6000000000000005
2020-09-22,60,28.0,,0.28,16.8
2020-09-23,62,28.0,,0.28,17.360000000000003
2020-09-24,20,28.0,,0.28,5.6000000000000005
2020-09-25,92,28.0,,0.28,25.76
2020-09-26,0,28.0,,0.28,0.0
2020-09-27,0,28.0,,0.28,0.0
2020-09-28,89,28.0,,0.28,24.92
2020-09-29,66,28.0,,0.28,18.48
2020-09-30,89,28.0,,0.28,24.92
2020-10-01,25,34.0,False,0.34,8.5
2020-10-02,38,34.0,,0.34,12.920000000000002
2020-10-03,0,34.0,,0.34,0.0
2020-10-04,15,34.0,,0.34,5.1000000000000005
2020-10-05,13,34.0,,0.34,4.42
2020-10-06,37,34.0,,0.34,12.58
2020-10-07,25,34.0,,0.34,8.5
2020-10-08,62,34.0,,0.34,21.080000000000002
2020-10-09,29,34.0,,0.34,9.860000000000001
2020-10-10,16,34.0,,0.34,5.44
2020-10-11,16,34.0,,0.34,5.44
2020-10-12,28,34.0,,0.34,9.520000000000001
2020-10-13,14,34.0,,0.34,4.760000000000001
2020-10-14,100,34.0,,0.34,34.0
2020-10-15,56,34.0,,0.34,19.040000000000003
2020-10-16,43,34.0,,0.34,14.620000000000001
2020-10-17,16,34.0,,0.34,5.44
2020-10-18,0,34.0,,0.34,0.0
2020-10-19,57,34.0,,0.34,19.380000000000003
2020-10-20,14,34.0,,0.34,4.760000000000001
2020-10-21,14,34.0,,0.34,4.760000000000001
2020-10-22,14,34.0,,0.34,4.760000000000001
2020-10-23,30,34.0,,0.34,10.200000000000001
2020-10-24,0,34.0,,0.34,0.0
2020-10-25,16,34.0,,0.34,5.44
2020-10-26,42,34.0,,0.34,14.280000000000001
2020-10-27,43,34.0,,0.34,14.620000000000001
2020-10-28,70,34.0,,0.34,23.8
2020-10-29,0,34.0,,0.34,0.0
2020-10-30,59,34.0,,0.34,20.060000000000002
2020-10-31,33,34.0,,0.34,11.22
2020-11-01,20,50.0,False,0.5,10.0
2020-11-02,26,50.0,,0.5,13.0
2020-11-03,34,50.0,,0.5,17.0
2020-11-04,28,50.0,,0.5,14.0
2020-11-05,38,50.0,,0.5,19.0
2020-11-06,64,50.0,,0.5,32.0
2020-11-07,25,50.0,,0.5,12.5
2020-11-08,18,50.0,,0.5,9.0
2020-11-09,100,50.0,,0.5,50.0
2020-11-10,75,50.0,,0.5,37.5
2020-11-11,90,50.0,,0.5,45.0
2020-11-12,41,50.0,,0.5,20.5
2020-11-13,93,50.0,,0.5,46.5
2020-11-14,29,50.0,,0.5,14.5
2020-11-15,9,50.0,,0.5,4.5
2020-11-16,0,50.0,,0.5,0.0
2020-11-17,25,50.0,,0.5,12.5
2020-11-18,9,50.0,,0.5,4.5
2020-11-19,17,50.0,,0.5,8.5
2020-11-20,0,50.0,,0.5,0.0
2020-11-21,0,50.0,,0.5,0.0
2020-11-22,0,50.0,,0.5,0.0
2020-11-23,17,50.0,,0.5,8.5
2020-11-24,18,50.0,,0.5,9.0
2020-11-25,9,50.0,,0.5,4.5
2020-11-26,0,50.0,,0.5,0.0
2020-11-27,9,50.0,,0.5,4.5
2020-11-28,0,50.0,,0.5,0.0
2020-11-29,0,50.0,,0.5,0.0
2020-11-30,16,50.0,,0.5,8.0
2020-12-01,31,12.0,False,0.12,3.7199999999999998
2020-12-02,32,12.0,,0.12,3.84
2020-12-03,32,12.0,,0.12,3.84
2020-12-04,0,12.0,,0.12,0.0
2020-12-05,35,12.0,,0.12,4.2
2020-12-06,0,12.0,,0.12,0.0
2020-12-07,64,12.0,,0.12,7.68
2020-12-08,0,12.0,,0.12,0.0
2020-12-09,0,12.0,,0.12,0.0
2020-12-10,64,12.0,,0.12,7.68
2020-12-11,33,12.0,,0.12,3.96
2020-12-12,0,12.0,,0.12,0.0
2020-12-13,35,12.0,,0.12,4.2
2020-12-14,32,12.0,,0.12,3.84
2020-12-15,32,12.0,,0.12,3.84
2020-12-16,0,12.0,,0.12,0.0
2020-12-17,0,12.0,,0.12,0.0
2020-12-18,34,12.0,,0.12,4.08
2020-12-19,0,12.0,,0.12,0.0
2020-12-20,0,12.0,,0.12,0.0
2020-12-21,0,12.0,,0.12,0.0
2020-12-22,34,12.0,,0.12,4.08
2020-12-23,0,12.0,,0.12,0.0
2020-12-24,36,12.0,,0.12,4.32
2020-12-25,41,12.0,,0.12,4.92
2020-12-26,0,12.0,,0.12,0.0
2020-12-27,35,12.0,,0.12,4.2
2020-12-28,33,12.0,,0.12,3.96
2020-12-29,100,12.0,,0.12,12.0
2020-12-30,33,12.0,,0.12,3.96
2020-12-31,0,12.0,,0.12,0.0
2021-01-01,0,20.0,False,0.2,0.0
2021-01-02,16,20.0,,0.2,3.2
2021-01-03,0,20.0,,0.2,0.0
2021-01-04,14,20.0,,0.2,2.8000000000000003
2021-01-05,14,20.0,,0.2,2.8000000000000003
2021-01-06,14,20.0,,0.2,2.8000000000000003
2021-01-07,14,20.0,,0.2,2.8000000000000003
2021-01-08,0,20.0,,0.2,0.0
2021-01-09,15,20.0,,0.2,3.0
2021-01-10,0,20.0,,0.2,0.0
2021-01-11,27,20.0,,0.2,5.4
2021-01-12,42,20.0,,0.2,8.4
2021-01-13,14,20.0,,0.2,2.8000000000000003
2021-01-14,100,20.0,,0.2,20.0
2021-01-15,42,20.0,,0.2,8.4
2021-01-16,31,20.0,,0.2,6.2
2021-01-17,15,20.0,,0.2,3.0
2021-01-18,44,20.0,,0.2,8.8
2021-01-19,42,20.0,,0.2,8.4
2021-01-20,0,20.0,,0.2,0.0
2021-01-21,0,20.0,,0.2,0.0
2021-01-22,0,20.0,,0.2,0.0
2021-01-23,15,20.0,,0.2,3.0
2021-01-24,15,20.0,,0.2,3.0
2021-01-25,0,20.0,,0.2,0.0
2021-01-26,0,20.0,,0.2,0.0
2021-01-27,14,20.0,,0.2,2.8000000000000003
2021-01-28,28,20.0,,0.2,5.6000000000000005
2021-01-29,28,20.0,,0.2,5.6000000000000005
2021-01-30,0,20.0,,0.2,0.0
2021-01-31,16,20.0,,0.2,3.2
2021-02-01,0,19.0,False,0.19,0.0
2021-02-02,0,19.0,,0.19,0.0
2021-02-03,51,19.0,,0.19,9.69
2021-02-04,17,19.0,,0.19,3.23
2021-02-05,0,19.0,,0.19,0.0
2021-02-06,19,19.0,,0.19,3.61
2021-02-07,18,19.0,,0.19,3.42
2021-02-08,17,19.0,,0.19,3.23
2021-02-09,35,19.0,,0.19,6.65
2021-02-10,51,19.0,,0.19,9.69
2021-02-11,68,19.0,,0.19,12.92
2021-02-12,17,19.0,,0.19,3.23
2021-02-13,38,19.0,,0.19,7.22
2021-02-14,0,19.0,,0.19,0.0
2021-02-15,18,19.0,,0.19,3.42
2021-02-16,0,19.0,,0.19,0.0
2021-02-17,0,19.0,,0.19,0.0
2021-02-18,35,19.0,,0.19,6.65
2021-02-19,17,19.0,,0.19,3.23
2021-02-20,39,19.0,,0.19,7.41
2021-02-21,0,19.0,,0.19,0.0
2021-02-22,100,19.0,,0.19,19.0
2021-02-23,17,19.0,,0.19,3.23
2021-02-24,0,19.0,,0.19,0.0
2021-02-25,0,19.0,,0.19,0.0
2021-02-26,0,19.0,,0.19,0.0
2021-02-27,0,19.0,,0.19,0.0
2021-02-28,19,19.0,,0.19,3.61
2021-03-01,49,23.0,False,0.23,11.270000000000001
2021-03-02,49,23.0,,0.23,11.270000000000001
2021-03-03,24,23.0,,0.23,5.5200000000000005
2021-03-04,75,23.0,,0.23,17.25
2021-03-05,0,23.0,,0.23,0.0
2021-03-06,0,23.0,,0.23,0.0
2021-03-07,56,23.0,,0.23,12.88
2021-03-08,100,23.0,,0.23,23.0
2021-03-09,25,23.0,,0.23,5.75
2021-03-10,0,23.0,,0.23,0.0
2021-03-11,25,23.0,,0.23,5.75
2021-03-12,51,23.0,,0.23,11.73
2021-03-13,53,23.0,,0.23,12.190000000000001
2021-03-14,0,23.0,,0.23,0.0
2021-03-15,0,23.0,,0.23,0.0
2021-03-16,84,23.0,,0.23,19.32
2021-03-17,48,23.0,,0.23,11.040000000000001
2021-03-18,48,23.0,,0.23,11.040000000000001
2021-03-19,74,23.0,,0.23,17.02
2021-03-20,27,23.0,,0.23,6.21
2021-03-21,55,23.0,,0.23,12.65
2021-03-22,25,23.0,,0.23,5.75
2021-03-23,24,23.0,,0.23,5.5200000000000005
2021-03-24,24,23.0,,0.23,5.5200000000000005
2021-03-25,25,23.0,,0.23,5.75
2021-03-26,76,23.0,,0.23,17.48
2021-03-27,0,23.0,,0.23,0.0
2021-03-28,28,23.0,,0.23,6.44
2021-03-29,25,23.0,,0.23,5.75
2021-03-30,0,23.0,,0.23,0.0
2021-03-31,48,23.0,,0.23,11.040000000000001
2021-04-01,33,13.0,False,0.13,4.29
2021-04-02,35,13.0,,0.13,4.55
2021-04-03,0,13.0,,0.13,0.0
2021-04-04,39,13.0,,0.13,5.07
2021-04-05,0,13.0,,0.13,0.0
2021-04-06,65,13.0,,0.13,8.450000000000001
2021-04-07,0,13.0,,0.13,0.0
2021-04-08,33,13.0,,0.13,4.29
2021-04-09,33,13.0,,0.13,4.29
2021-04-10,74,13.0,,0.13,9.620000000000001
2021-04-11,0,13.0,,0.13,0.0
2021-04-12,33,13.0,,0.13,4.29
2021-04-13,33,13.0,,0.13,4.29
2021-04-14,65,13.0,,0.13,8.450000000000001
2021-04-15,0,13.0,,0.13,0.0
2021-04-16,0,13.0,,0.13,0.0
2021-04-17,0,13.0,,0.13,0.0
2021-04-18,0,13.0,,0.13,0.0
2021-04-19,33,13.0,,0.13,4.29
2021-04-20,32,13.0,,0.13,4.16
2021-04-21,33,13.0,,0.13,4.29
2021-04-22,0,13.0,,0.13,0.0
2021-04-23,34,13.0,,0.13,4.42
2021-04-24,0,13.0,,0.13,0.0
2021-04-25,38,13.0,,0.13,4.94
2021-04-26,100,13.0,,0.13,13.0
2021-04-27,68,13.0,,0.13,8.84
2021-04-28,33,13.0,,0.13,4.29
2021-04-29,0,13.0,,0.13,0.0
2021-04-30,0,13.0,,0.13,0.0
2021-05-01,0,23.0,False,0.23,0.0
2021-05-02,0,23.0,,0.23,0.0
2021-05-03,17,23.0,,0.23,3.91
2021-05-04,32,23.0,,0.23,7.36
2021-05-05,16,23.0,,0.23,3.68
2021-05-06,33,23.0,,0.23,7.590000000000001
2021-05-07,17,23.0,,0.23,3.91
2021-05-08,0,23.0,,0.23,0.0
