date,MVP_unscaled,MVP_monthly,isPartial,scale,MVP
2019-08-19,82,27.0,,0.27,22.14
2019-08-20,89,27.0,,0.27,24.03
2019-08-21,88,27.0,,0.27,23.76
2019-08-22,85,27.0,,0.27,22.950000000000003
2019-08-23,88,27.0,,0.27,23.76
2019-08-24,79,27.0,,0.27,21.330000000000002
2019-08-25,93,27.0,,0.27,25.110000000000003
2019-08-26,76,27.0,,0.27,20.520000000000003
2019-08-27,83,27.0,,0.27,22.41
2019-08-28,97,27.0,,0.27,26.19
2019-08-29,88,27.0,,0.27,23.76
2019-08-30,75,27.0,,0.27,20.25
2019-08-31,73,27.0,,0.27,19.71
2019-09-01,69,29.0,False,0.29,20.009999999999998
2019-09-02,70,29.0,,0.29,20.299999999999997
2019-09-03,77,29.0,,0.29,22.33
2019-09-04,72,29.0,,0.29,20.88
2019-09-05,81,29.0,,0.29,23.49
2019-09-06,72,29.0,,0.29,20.88
2019-09-07,73,29.0,,0.29,21.169999999999998
2019-09-08,69,29.0,,0.29,20.009999999999998
2019-09-09,66,29.0,,0.29,19.139999999999997
2019-09-10,73,29.0,,0.29,21.169999999999998
2019-09-11,79,29.0,,0.29,22.91
2019-09-12,76,29.0,,0.29,22.04
2019-09-13,71,29.0,,0.29,20.59
2019-09-14,62,29.0,,0.29,17.98
2019-09-15,67,29.0,,0.29,19.43
2019-09-16,72,29.0,,0.29,20.88
2019-09-17,73,29.0,,0.29,21.169999999999998
2019-09-18,77,29.0,,0.29,22.33
2019-09-19,70,29.0,,0.29,20.299999999999997
2019-09-20,59,29.0,,0.29,17.11
2019-09-21,62,29.0,,0.29,17.98
2019-09-22,79,29.0,,0.29,22.91
2019-09-23,79,29.0,,0.29,22.91
2019-09-24,73,29.0,,0.29,21.169999999999998
2019-09-25,76,29.0,,0.29,22.04
2019-09-26,85,29.0,,0.29,24.65
2019-09-27,80,29.0,,0.29,23.2
2019-09-28,83,29.0,,0.29,24.069999999999997
2019-09-29,75,29.0,,0.29,21.75
2019-09-30,100,29.0,,0.29,28.999999999999996
2019-10-01,14,40.0,False,0.4,5.6000000000000005
2019-10-02,12,40.0,,0.4,4.800000000000001
2019-10-03,12,40.0,,0.4,4.800000000000001
2019-10-04,12,40.0,,0.4,4.800000000000001
2019-10-05,12,40.0,,0.4,4.800000000000001
2019-10-06,12,40.0,,0.4,4.800000000000001
2019-10-07,13,40.0,,0.4,5.2
2019-10-08,12,40.0,,0.4,4.800000000000001
2019-10-09,11,40.0,,0.4,4.4
2019-10-10,14,40.0,,0.4,5.6000000000000005
2019-10-11,13,40.0,,0.4,5.2
2019-10-12,11,40.0,,0.4,4.4
2019-10-13,12,40.0,,0.4,4.800000000000001
2019-10-14,13,40.0,,0.4,5.2
2019-10-15,11,40.0,,0.4,4.4
2019-10-16,15,40.0,,0.4,6.0
2019-10-17,11,40.0,,0.4,4.4
2019-10-18,13,40.0,,0.4,5.2
2019-10-19,11,40.0,,0.4,4.4
2019-10-20,17,40.0,,0.4,6.800000000000001
2019-10-21,13,40.0,,0.4,5.2
2019-10-22,15,40.0,,0.4,6.0
2019-10-23,18,40.0,,0.4,7.2
2019-10-24,15,40.0,,0.4,6.0
2019-10-25,12,40.0,,0.4,4.800000000000001
2019-10-26,10,40.0,,0.4,4.0
2019-10-27,12,40.0,,0.4,4.800000000000001
2019-10-28,14,40.0,,0.4,5.6000000000000005
2019-10-29,13,40.0,,0.4,5.2
2019-10-30,14,40.0,,0.4,5.6000000000000005
2019-10-31,100,40.0,,0.4,40.0
2019-11-01,49,45.0,False,0.45,22.05
2019-11-02,40,45.0,,0.45,18.0
2019-11-03,37,45.0,,0.45,16.650000000000002
2019-11-04,56,45.0,,0.45,25.2
2019-11-05,55,45.0,,0.45,24.75
2019-11-06,39,45.0,,0.45,17.55
2019-11-07,44,45.0,,0.45,19.8
2019-11-08,43,45.0,,0.45,19.35
2019-11-09,33,45.0,,0.45,14.85
2019-11-10,34,45.0,,0.45,15.3
2019-11-11,48,45.0,,0.45,21.6
2019-11-12,60,45.0,,0.45,27.0
2019-11-13,47,45.0,,0.45,21.150000000000002
2019-11-14,89,45.0,,0.45,40.050000000000004
2019-11-15,100,45.0,,0.45,45.0
2019-11-16,42,45.0,,0.45,18.900000000000002
2019-11-17,38,45.0,,0.45,17.1
2019-11-18,50,45.0,,0.45,22.5
2019-11-19,49,45.0,,0.45,22.05
2019-11-20,41,45.0,,0.45,18.45
2019-11-21,45,45.0,,0.45,20.25
2019-11-22,37,45.0,,0.45,16.650000000000002
2019-11-23,32,45.0,,0.45,14.4
2019-11-24,35,45.0,,0.45,15.75
2019-11-25,45,45.0,,0.45,20.25
2019-11-26,58,45.0,,0.45,26.1
2019-11-27,39,45.0,,0.45,17.55
2019-11-28,34,45.0,,0.45,15.3
2019-11-29,35,45.0,,0.45,15.75
2019-11-30,33,45.0,,0.45,14.85
2019-12-01,73,33.0,False,0.33,24.09
2019-12-02,82,33.0,,0.33,27.060000000000002
2019-12-03,89,33.0,,0.33,29.37
2019-12-04,80,33.0,,0.33,26.400000000000002
2019-12-05,79,33.0,,0.33,26.07
2019-12-06,75,33.0,,0.33,24.75
2019-12-07,71,33.0,,0.33,23.43
2019-12-08,73,33.0,,0.33,24.09
2019-12-09,78,33.0,,0.33,25.740000000000002
2019-12-10,73,33.0,,0.33,24.09
2019-12-11,88,33.0,,0.33,29.040000000000003
2019-12-12,92,33.0,,0.33,30.360000000000003
2019-12-13,100,33.0,,0.33,33.0
2019-12-14,76,33.0,,0.33,25.080000000000002
2019-12-15,74,33.0,,0.33,24.42
2019-12-16,78,33.0,,0.33,25.740000000000002
2019-12-17,74,33.0,,0.33,24.42
2019-12-18,64,33.0,,0.33,21.12
2019-12-19,78,33.0,,0.33,25.740000000000002
2019-12-20,73,33.0,,0.33,24.09
2019-12-21,64,33.0,,0.33,21.12
2019-12-22,63,33.0,,0.33,20.790000000000003
2019-12-23,83,33.0,,0.33,27.39
2019-12-24,68,33.0,,0.33,22.44
2019-12-25,58,33.0,,0.33,19.14
2019-12-26,60,33.0,,0.33,19.8
2019-12-27,73,33.0,,0.33,24.09
2019-12-28,72,33.0,,0.33,23.76
2019-12-29,89,33.0,,0.33,29.37
2019-12-30,97,33.0,,0.33,32.01
2019-12-31,81,33.0,,0.33,26.73
2020-01-01,44,42.0,False,0.42,18.48
2020-01-02,55,42.0,,0.42,23.099999999999998
2020-01-03,49,42.0,,0.42,20.58
2020-01-04,42,42.0,,0.42,17.64
2020-01-05,50,42.0,,0.42,21.0
2020-01-06,39,42.0,,0.42,16.38
2020-01-07,50,42.0,,0.42,21.0
2020-01-08,42,42.0,,0.42,17.64
2020-01-09,47,42.0,,0.42,19.74
2020-01-10,39,42.0,,0.42,16.38
2020-01-11,39,42.0,,0.42,16.38
2020-01-12,88,42.0,,0.42,36.96
2020-01-13,57,42.0,,0.42,23.939999999999998
2020-01-14,65,42.0,,0.42,27.3
2020-01-15,48,42.0,,0.42,20.16
2020-01-16,43,42.0,,0.42,18.06
2020-01-17,41,42.0,,0.42,17.22
2020-01-18,39,42.0,,0.42,16.38
2020-01-19,53,42.0,,0.42,22.259999999999998
2020-01-20,56,42.0,,0.42,23.52
2020-01-21,50,42.0,,0.42,21.0
2020-01-22,65,42.0,,0.42,27.3
2020-01-23,56,42.0,,0.42,23.52
2020-01-24,52,42.0,,0.42,21.84
2020-01-25,47,42.0,,0.42,19.74
2020-01-26,84,42.0,,0.42,35.28
2020-01-27,100,42.0,,0.42,42.0
2020-01-28,100,42.0,,0.42,42.0
2020-01-29,69,42.0,,0.42,28.98
2020-01-30,74,42.0,,0.42,31.08
2020-01-31,77,42.0,,0.42,32.339999999999996
2020-02-01,8,83.0,False,0.83,6.64
2020-02-02,22,83.0,,0.83,18.259999999999998
2020-02-03,100,83.0,,0.83,83.0
2020-02-04,10,83.0,,0.83,8.299999999999999
2020-02-05,7,83.0,,0.83,5.81
2020-02-06,5,83.0,,0.83,4.1499999999999995
2020-02-07,5,83.0,,0.83,4.1499999999999995
2020-02-08,4,83.0,,0.83,3.32
2020-02-09,4,83.0,,0.83,3.32
2020-02-10,4,83.0,,0.83,3.32
2020-02-11,5,83.0,,0.83,4.1499999999999995
2020-02-12,4,83.0,,0.83,3.32
2020-02-13,4,83.0,,0.83,3.32
2020-02-14,4,83.0,,0.83,3.32
2020-02-15,6,83.0,,0.83,4.9799999999999995
2020-02-16,7,83.0,,0.83,5.81
2020-02-17,24,83.0,,0.83,19.919999999999998
2020-02-18,6,83.0,,0.83,4.9799999999999995
2020-02-19,4,83.0,,0.83,3.32
2020-02-20,4,83.0,,0.83,3.32
2020-02-21,3,83.0,,0.83,2.4899999999999998
2020-02-22,4,83.0,,0.83,3.32
2020-02-23,3,83.0,,0.83,2.4899999999999998
2020-02-24,4,83.0,,0.83,3.32
2020-02-25,4,83.0,,0.83,3.32
2020-02-26,4,83.0,,0.83,3.32
2020-02-27,4,83.0,,0.83,3.32
2020-02-28,4,83.0,,0.83,3.32
2020-02-29,3,83.0,,0.83,2.4899999999999998
2020-03-01,61,30.0,False,0.3,18.3
2020-03-02,94,30.0,,0.3,28.2
2020-03-03,75,30.0,,0.3,22.5
2020-03-04,69,30.0,,0.3,20.7
2020-03-05,68,30.0,,0.3,20.4
2020-03-06,75,30.0,,0.3,22.5
2020-03-07,79,30.0,,0.3,23.7
2020-03-08,65,30.0,,0.3,19.5
2020-03-09,100,30.0,,0.3,30.0
2020-03-10,97,30.0,,0.3,29.099999999999998
2020-03-11,68,30.0,,0.3,20.4
2020-03-12,50,30.0,,0.3,15.0
2020-03-13,50,30.0,,0.3,15.0
2020-03-14,54,30.0,,0.3,16.2
2020-03-15,51,30.0,,0.3,15.299999999999999
2020-03-16,54,30.0,,0.3,16.2
2020-03-17,57,30.0,,0.3,17.099999999999998
2020-03-18,55,30.0,,0.3,16.5
2020-03-19,52,30.0,,0.3,15.6
2020-03-20,52,30.0,,0.3,15.6
2020-03-21,57,30.0,,0.3,17.099999999999998
2020-03-22,56,30.0,,0.3,16.8
2020-03-23,49,30.0,,0.3,14.7
2020-03-24,61,30.0,,0.3,18.3
2020-03-25,58,30.0,,0.3,17.4
2020-03-26,55,30.0,,0.3,16.5
2020-03-27,59,30.0,,0.3,17.7
2020-03-28,53,30.0,,0.3,15.899999999999999
2020-03-29,57,30.0,,0.3,17.099999999999998
2020-03-30,54,30.0,,0.3,16.2
2020-03-31,54,30.0,,0.3,16.2
2020-04-01,72,26.0,False,0.26,18.72
2020-04-02,69,26.0,,0.26,17.94
2020-04-03,64,26.0,,0.26,16.64
2020-04-04,82,26.0,,0.26,21.32
2020-04-05,87,26.0,,0.26,22.62
2020-04-06,79,26.0,,0.26,20.54
2020-04-07,70,26.0,,0.26,18.2
2020-04-08,75,26.0,,0.26,19.5
2020-04-09,74,26.0,,0.26,19.240000000000002
2020-04-10,75,26.0,,0.26,19.5
2020-04-11,70,26.0,,0.26,18.2
2020-04-12,87,26.0,,0.26,22.62
2020-04-13,74,26.0,,0.26,19.240000000000002
2020-04-14,84,26.0,,0.26,21.84
2020-04-15,88,26.0,,0.26,22.880000000000003
2020-04-16,97,26.0,,0.26,25.220000000000002
2020-04-17,77,26.0,,0.26,20.02
2020-04-18,81,26.0,,0.26,21.060000000000002
2020-04-19,92,26.0,,0.26,23.92
2020-04-20,100,26.0,,0.26,26.0
2020-04-21,98,26.0,,0.26,25.48
2020-04-22,83,26.0,,0.26,21.580000000000002
2020-04-23,75,26.0,,0.26,19.5
2020-04-24,77,26.0,,0.26,20.02
2020-04-25,53,26.0,,0.26,13.780000000000001
2020-04-26,74,26.0,,0.26,19.240000000000002
2020-04-27,81,26.0,,0.26,21.060000000000002
2020-04-28,76,26.0,,0.26,19.76
2020-04-29,70,26.0,,0.26,18.2
2020-04-30,81,26.0,,0.26,21.060000000000002
2020-05-01,64,29.0,False,0.29,18.56
2020-05-02,62,29.0,,0.29,17.98
2020-05-03,63,29.0,,0.29,18.27
2020-05-04,87,29.0,,0.29,25.229999999999997
2020-05-05,70,29.0,,0.29,20.299999999999997
2020-05-06,66,29.0,,0.29,19.139999999999997
2020-05-07,64,29.0,,0.29,18.56
2020-05-08,65,29.0,,0.29,18.849999999999998
2020-05-09,60,29.0,,0.29,17.4
2020-05-10,74,29.0,,0.29,21.459999999999997
2020-05-11,78,29.0,,0.29,22.619999999999997
2020-05-12,92,29.0,,0.29,26.68
2020-05-13,76,29.0,,0.29,22.04
2020-05-14,73,29.0,,0.29,21.169999999999998
2020-05-15,62,29.0,,0.29,17.98
2020-05-16,65,29.0,,0.29,18.849999999999998
2020-05-17,61,29.0,,0.29,17.689999999999998
2020-05-18,100,29.0,,0.29,28.999999999999996
2020-05-19,82,29.0,,0.29,23.779999999999998
2020-05-20,77,29.0,,0.29,22.33
2020-05-21,75,29.0,,0.29,21.75
2020-05-22,65,29.0,,0.29,18.849999999999998
2020-05-23,64,29.0,,0.29,18.56
2020-05-24,58,29.0,,0.29,16.82
2020-05-25,64,29.0,,0.29,18.56
2020-05-26,72,29.0,,0.29,20.88
2020-05-27,71,29.0,,0.29,20.59
2020-05-28,64,29.0,,0.29,18.56
2020-05-29,60,29.0,,0.29,17.4
2020-05-30,53,29.0,,0.29,15.37
2020-05-31,46,29.0,,0.29,13.34
2020-06-01,59,26.0,False,0.26,15.34
2020-06-02,72,26.0,,0.26,18.72
2020-06-03,67,26.0,,0.26,17.42
2020-06-04,69,26.0,,0.26,17.94
2020-06-05,69,26.0,,0.26,17.94
2020-06-06,57,26.0,,0.26,14.82
2020-06-07,54,26.0,,0.26,14.040000000000001
2020-06-08,61,26.0,,0.26,15.860000000000001
2020-06-09,84,26.0,,0.26,21.84
2020-06-10,58,26.0,,0.26,15.08
2020-06-11,65,26.0,,0.26,16.900000000000002
2020-06-12,62,26.0,,0.26,16.12
2020-06-13,65,26.0,,0.26,16.900000000000002
2020-06-14,75,26.0,,0.26,19.5
2020-06-15,73,26.0,,0.26,18.98
2020-06-16,91,26.0,,0.26,23.66
2020-06-17,83,26.0,,0.26,21.580000000000002
2020-06-18,82,26.0,,0.26,21.32
2020-06-19,71,26.0,,0.26,18.46
2020-06-20,66,26.0,,0.26,17.16
2020-06-21,58,26.0,,0.26,15.08
2020-06-22,67,26.0,,0.26,17.42
2020-06-23,66,26.0,,0.26,17.16
2020-06-24,79,26.0,,0.26,20.54
2020-06-25,73,26.0,,0.26,18.98
2020-06-26,72,26.0,,0.26,18.72
2020-06-27,55,26.0,,0.26,14.3
2020-06-28,65,26.0,,0.26,16.900000000000002
2020-06-29,98,26.0,,0.26,25.48
2020-06-30,100,26.0,,0.26,26.0
2020-07-01,81,29.0,False,0.29,23.49
2020-07-02,69,29.0,,0.29,20.009999999999998
2020-07-03,54,29.0,,0.29,15.659999999999998
2020-07-04,65,29.0,,0.29,18.849999999999998
2020-07-05,59,29.0,,0.29,17.11
2020-07-06,64,29.0,,0.29,18.56
2020-07-07,85,29.0,,0.29,24.65
2020-07-08,77,29.0,,0.29,22.33
2020-07-09,79,29.0,,0.29,22.91
2020-07-10,62,29.0,,0.29,17.98
2020-07-11,57,29.0,,0.29,16.529999999999998
2020-07-12,60,29.0,,0.29,17.4
2020-07-13,67,29.0,,0.29,19.43
2020-07-14,76,29.0,,0.29,22.04
2020-07-15,79,29.0,,0.29,22.91
2020-07-16,81,29.0,,0.29,23.49
2020-07-17,69,29.0,,0.29,20.009999999999998
2020-07-18,74,29.0,,0.29,21.459999999999997
2020-07-19,76,29.0,,0.29,22.04
2020-07-20,95,29.0,,0.29,27.549999999999997
2020-07-21,100,29.0,,0.29,28.999999999999996
2020-07-22,82,29.0,,0.29,23.779999999999998
2020-07-23,91,29.0,,0.29,26.389999999999997
2020-07-24,97,29.0,,0.29,28.13
2020-07-25,97,29.0,,0.29,28.13
2020-07-26,76,29.0,,0.29,22.04
2020-07-27,79,29.0,,0.29,22.91
2020-07-28,83,29.0,,0.29,24.069999999999997
2020-07-29,84,29.0,,0.29,24.36
2020-07-30,92,29.0,,0.29,26.68
2020-07-31,84,29.0,,0.29,24.36
2020-08-01,38,36.0,False,0.36,13.68
2020-08-02,38,36.0,,0.36,13.68
2020-08-03,39,36.0,,0.36,14.04
2020-08-04,39,36.0,,0.36,14.04
2020-08-05,38,36.0,,0.36,13.68
2020-08-06,32,36.0,,0.36,11.52
2020-08-07,35,36.0,,0.36,12.6
2020-08-08,50,36.0,,0.36,18.0
2020-08-09,51,36.0,,0.36,18.36
2020-08-10,38,36.0,,0.36,13.68
2020-08-11,38,36.0,,0.36,13.68
2020-08-12,49,36.0,,0.36,17.64
2020-08-13,39,36.0,,0.36,14.04
2020-08-14,39,36.0,,0.36,14.04
2020-08-15,47,36.0,,0.36,16.919999999999998
2020-08-16,48,36.0,,0.36,17.28
2020-08-17,39,36.0,,0.36,14.04
2020-08-18,43,36.0,,0.36,15.479999999999999
2020-08-19,39,36.0,,0.36,14.04
2020-08-20,38,36.0,,0.36,13.68
2020-08-21,42,36.0,,0.36,15.12
2020-08-22,49,36.0,,0.36,17.64
2020-08-23,51,36.0,,0.36,18.36
2020-08-24,45,36.0,,0.36,16.2
2020-08-25,74,36.0,,0.36,26.64
2020-08-26,100,36.0,,0.36,36.0
2020-08-27,43,36.0,,0.36,15.479999999999999
2020-08-28,37,36.0,,0.36,13.32
2020-08-29,37,36.0,,0.36,13.32
2020-08-30,42,36.0,,0.36,15.12
2020-08-31,45,36.0,,0.36,16.2
2020-09-01,26,51.0,False,0.51,13.26
2020-09-02,20,51.0,,0.51,10.2
2020-09-03,29,51.0,,0.51,14.790000000000001
2020-09-04,26,51.0,,0.51,13.26
2020-09-05,32,51.0,,0.51,16.32
2020-09-06,25,51.0,,0.51,12.75
2020-09-07,22,51.0,,0.51,11.22
2020-09-08,20,51.0,,0.51,10.2
2020-09-09,35,51.0,,0.51,17.85
2020-09-10,23,51.0,,0.51,11.73
2020-09-11,23,51.0,,0.51,11.73
2020-09-12,20,51.0,,0.51,10.2
2020-09-13,23,51.0,,0.51,11.73
2020-09-14,24,51.0,,0.51,12.24
2020-09-15,21,51.0,,0.51,10.71
2020-09-16,25,51.0,,0.51,12.75
2020-09-17,22,51.0,,0.51,11.22
2020-09-18,68,51.0,,0.51,34.68
2020-09-19,100,51.0,,0.51,51.0
2020-09-20,41,51.0,,0.51,20.91
2020-09-21,34,51.0,,0.51,17.34
2020-09-22,23,51.0,,0.51,11.73
2020-09-23,25,51.0,,0.51,12.75
2020-09-24,20,51.0,,0.51,10.2
2020-09-25,20,51.0,,0.51,10.2
2020-09-26,23,51.0,,0.51,11.73
2020-09-27,36,51.0,,0.51,18.36
2020-09-28,33,51.0,,0.51,16.830000000000002
2020-09-29,32,51.0,,0.51,16.32
2020-09-30,23,51.0,,0.51,11.73
2020-10-01,20,49.0,False,0.49,9.8
2020-10-02,16,49.0,,0.49,7.84
2020-10-03,21,49.0,,0.49,10.29
2020-10-04,18,49.0,,0.49,8.82
2020-10-05,16,49.0,,0.49,7.84
2020-10-06,18,49.0,,0.49,8.82
2020-10-07,20,49.0,,0.49,9.8
2020-10-08,16,49.0,,0.49,7.84
2020-10-09,16,49.0,,0.49,7.84
2020-10-10,19,49.0,,0.49,9.31
2020-10-11,14,49.0,,0.49,6.859999999999999
2020-10-12,100,49.0,,0.49,49.0
2020-10-13,25,49.0,,0.49,12.25
2020-10-14,19,49.0,,0.49,9.31
2020-10-15,15,49.0,,0.49,7.35
2020-10-16,16,49.0,,0.49,7.84
2020-10-17,14,49.0,,0.49,6.859999999999999
2020-10-18,17,49.0,,0.49,8.33
2020-10-19,23,49.0,,0.49,11.27
2020-10-20,17,49.0,,0.49,8.33
2020-10-21,17,49.0,,0.49,8.33
2020-10-22,16,49.0,,0.49,7.84
2020-10-23,14,49.0,,0.49,6.859999999999999
2020-10-24,12,49.0,,0.49,5.88
2020-10-25,13,49.0,,0.49,6.37
2020-10-26,18,49.0,,0.49,8.82
2020-10-27,16,49.0,,0.49,7.84
2020-10-28,81,49.0,,0.49,39.69
2020-10-29,21,49.0,,0.49,10.29
2020-10-30,16,49.0,,0.49,7.84
2020-10-31,11,49.0,,0.49,5.39
2020-11-01,47,32.0,False,0.32,15.040000000000001
2020-11-02,53,32.0,,0.32,16.96
2020-11-03,73,32.0,,0.32,23.36
2020-11-04,34,32.0,,0.32,10.88
2020-11-05,37,32.0,,0.32,11.84
2020-11-06,42,32.0,,0.32,13.44
2020-11-07,36,32.0,,0.32,11.52
2020-11-08,43,32.0,,0.32,13.76
2020-11-09,66,32.0,,0.32,21.12
2020-11-10,66,32.0,,0.32,21.12
2020-11-11,53,32.0,,0.32,16.96
2020-11-12,87,32.0,,0.32,27.84
2020-11-13,100,32.0,,0.32,32.0
2020-11-14,52,32.0,,0.32,16.64
2020-11-15,43,32.0,,0.32,13.76
2020-11-16,68,32.0,,0.32,21.76
2020-11-17,58,32.0,,0.32,18.56
2020-11-18,43,32.0,,0.32,13.76
2020-11-19,48,32.0,,0.32,15.36
2020-11-20,55,32.0,,0.32,17.6
2020-11-21,40,32.0,,0.32,12.8
2020-11-22,43,32.0,,0.32,13.76
2020-11-23,48,32.0,,0.32,15.36
2020-11-24,49,32.0,,0.32,15.68
2020-11-25,43,32.0,,0.32,13.76
2020-11-26,41,32.0,,0.32,13.120000000000001
2020-11-27,41,32.0,,0.32,13.120000000000001
2020-11-28,36,32.0,,0.32,11.52
2020-11-29,40,32.0,,0.32,12.8
2020-11-30,66,32.0,,0.32,21.12
2020-12-01,55,35.0,False,0.35,19.25
2020-12-02,44,35.0,,0.35,15.399999999999999
2020-12-03,48,35.0,,0.35,16.799999999999997
2020-12-04,41,35.0,,0.35,14.35
2020-12-05,38,35.0,,0.35,13.299999999999999
2020-12-06,47,35.0,,0.35,16.45
2020-12-07,61,35.0,,0.35,21.349999999999998
2020-12-08,52,35.0,,0.35,18.2
2020-12-09,42,35.0,,0.35,14.7
2020-12-10,50,35.0,,0.35,17.5
2020-12-11,72,35.0,,0.35,25.2
2020-12-12,40,35.0,,0.35,14.0
2020-12-13,58,35.0,,0.35,20.299999999999997
2020-12-14,82,35.0,,0.35,28.7
2020-12-15,66,35.0,,0.35,23.099999999999998
2020-12-16,47,35.0,,0.35,16.45
2020-12-17,47,35.0,,0.35,16.45
2020-12-18,44,35.0,,0.35,15.399999999999999
2020-12-19,40,35.0,,0.35,14.0
2020-12-20,64,35.0,,0.35,22.4
2020-12-21,63,35.0,,0.35,22.049999999999997
2020-12-22,55,35.0,,0.35,19.25
2020-12-23,57,35.0,,0.35,19.95
2020-12-24,48,35.0,,0.35,16.799999999999997
2020-12-25,51,35.0,,0.35,17.849999999999998
2020-12-26,62,35.0,,0.35,21.7
2020-12-27,53,35.0,,0.35,18.549999999999997
2020-12-28,100,35.0,,0.35,35.0
2020-12-29,88,35.0,,0.35,30.799999999999997
2020-12-30,61,35.0,,0.35,21.349999999999998
2020-12-31,56,35.0,,0.35,19.599999999999998
2021-01-01,38,45.0,False,0.45,17.1
2021-01-02,43,45.0,,0.45,19.35
2021-01-03,62,45.0,,0.45,27.900000000000002
2021-01-04,100,45.0,,0.45,45.0
2021-01-05,72,45.0,,0.45,32.4
2021-01-06,54,45.0,,0.45,24.3
2021-01-07,43,45.0,,0.45,19.35
2021-01-08,52,45.0,,0.45,23.400000000000002
2021-01-09,77,45.0,,0.45,34.65
2021-01-10,78,45.0,,0.45,35.1
2021-01-11,70,45.0,,0.45,31.5
2021-01-12,90,45.0,,0.45,40.5
2021-01-13,58,45.0,,0.45,26.1
2021-01-14,44,45.0,,0.45,19.8
2021-01-15,42,45.0,,0.45,18.900000000000002
2021-01-16,62,45.0,,0.45,27.900000000000002
2021-01-17,76,45.0,,0.45,34.2
2021-01-18,54,45.0,,0.45,24.3
2021-01-19,48,45.0,,0.45,21.6
2021-01-20,51,45.0,,0.45,22.95
2021-01-21,53,45.0,,0.45,23.85
2021-01-22,50,45.0,,0.45,22.5
2021-01-23,46,45.0,,0.45,20.7
2021-01-24,62,45.0,,0.45,27.900000000000002
2021-01-25,79,45.0,,0.45,35.550000000000004
2021-01-26,53,45.0,,0.45,23.85
2021-01-27,49,45.0,,0.45,22.05
2021-01-28,45,45.0,,0.45,20.25
2021-01-29,44,45.0,,0.45,19.8
2021-01-30,47,45.0,,0.45,21.150000000000002
2021-01-31,62,45.0,,0.45,27.900000000000002
2021-02-01,4,88.0,False,0.88,3.52
2021-02-02,4,88.0,,0.88,3.52
2021-02-03,4,88.0,,0.88,3.52
2021-02-04,4,88.0,,0.88,3.52
2021-02-05,5,88.0,,0.88,4.4
2021-02-06,5,88.0,,0.88,4.4
2021-02-07,24,88.0,,0.88,21.12
2021-02-08,100,88.0,,0.88,88.0
2021-02-09,8,88.0,,0.88,7.04
2021-02-10,5,88.0,,0.88,4.4
2021-02-11,4,88.0,,0.88,3.52
2021-02-12,4,88.0,,0.88,3.52
2021-02-13,4,88.0,,0.88,3.52
2021-02-14,3,88.0,,0.88,2.64
2021-02-15,3,88.0,,0.88,2.64
2021-02-16,3,88.0,,0.88,2.64
2021-02-17,3,88.0,,0.88,2.64
2021-02-18,4,88.0,,0.88,3.52
2021-02-19,4,88.0,,0.88,3.52
2021-02-20,3,88.0,,0.88,2.64
2021-02-21,3,88.0,,0.88,2.64
2021-02-22,3,88.0,,0.88,2.64
2021-02-23,3,88.0,,0.88,2.64
2021-02-24,3,88.0,,0.88,2.64
2021-02-25,3,88.0,,0.88,2.64
2021-02-26,3,88.0,,0.88,2.64
2021-02-27,3,88.0,,0.88,2.64
2021-02-28,3,88.0,,0.88,2.64
2021-03-01,27,37.0,False,0.37,9.99
2021-03-02,26,37.0,,0.37,9.62
2021-03-03,23,37.0,,0.37,8.51
2021-03-04,25,37.0,,0.37,9.25
2021-03-05,22,37.0,,0.37,8.14
2021-03-06,21,37.0,,0.37,7.77
2021-03-07,22,37.0,,0.37,8.14
2021-03-08,100,37.0,,0.37,37.0
2021-03-09,24,37.0,,0.37,8.879999999999999
2021-03-10,19,37.0,,0.37,7.03
2021-03-11,21,37.0,,0.37,7.77
2021-03-12,23,37.0,,0.37,8.51
2021-03-13,24,37.0,,0.37,8.879999999999999
2021-03-14,20,37.0,,0.37,7.4
2021-03-15,22,37.0,,0.37,8.14
2021-03-16,22,37.0,,0.37,8.14
2021-03-17,26,37.0,,0.37,9.62
2021-03-18,22,37.0,,0.37,8.14
2021-03-19,26,37.0,,0.37,9.62
2021-03-20,20,37.0,,0.37,7.4
2021-03-21,22,37.0,,0.37,8.14
2021-03-22,22,37.0,,0.37,8.14
2021-03-23,21,37.0,,0.37,7.77
2021-03-24,24,37.0,,0.37,8.879999999999999
2021-03-25,23,37.0,,0.37,8.51
2021-03-26,21,37.0,,0.37,7.77
2021-03-27,22,37.0,,0.37,8.14
2021-03-28,21,37.0,,0.37,7.77
2021-03-29,22,37.0,,0.37,8.14
2021-03-30,23,37.0,,0.37,8.51
2021-03-31,20,37.0,,0.37,7.4
2021-04-01,67,38.0,False,0.38,25.46
2021-04-02,80,38.0,,0.38,30.4
2021-04-03,74,38.0,,0.38,28.12
2021-04-04,59,38.0,,0.38,22.42
2021-04-05,69,38.0,,0.38,26.22
2021-04-06,69,38.0,,0.38,26.22
2021-04-07,64,38.0,,0.38,24.32
2021-04-08,61,38.0,,0.38,23.18
2021-04-09,55,38.0,,0.38,20.9
2021-04-10,59,38.0,,0.38,22.42
2021-04-11,64,38.0,,0.38,24.32
2021-04-12,72,38.0,,0.38,27.36
2021-04-13,87,38.0,,0.38,33.06
2021-04-14,65,38.0,,0.38,24.7
2021-04-15,81,38.0,,0.38,30.78
2021-04-16,78,38.0,,0.38,29.64
2021-04-17,89,38.0,,0.38,33.82
