date,AKA_unscaled,AKA_monthly,isPartial,scale,AKA
2019-08-20,83,57.0,,0.57,47.309999999999995
2019-08-21,80,57.0,,0.57,45.599999999999994
2019-08-22,88,57.0,,0.57,50.16
2019-08-23,80,57.0,,0.57,45.599999999999994
2019-08-24,100,57.0,,0.57,56.99999999999999
2019-08-25,87,57.0,,0.57,49.589999999999996
2019-08-26,84,57.0,,0.57,47.879999999999995
2019-08-27,74,57.0,,0.57,42.18
2019-08-28,90,57.0,,0.57,51.3
2019-08-29,81,57.0,,0.57,46.169999999999995
2019-08-30,86,57.0,,0.57,49.019999999999996
2019-08-31,81,57.0,,0.57,46.169999999999995
2019-09-01,66,63.0,False,0.63,41.58
2019-09-02,67,63.0,,0.63,42.21
2019-09-03,86,63.0,,0.63,54.18
2019-09-04,92,63.0,,0.63,57.96
2019-09-05,66,63.0,,0.63,41.58
2019-09-06,70,63.0,,0.63,44.1
2019-09-07,100,63.0,,0.63,63.0
2019-09-08,92,63.0,,0.63,57.96
2019-09-09,85,63.0,,0.63,53.55
2019-09-10,67,63.0,,0.63,42.21
2019-09-11,93,63.0,,0.63,58.59
2019-09-12,74,63.0,,0.63,46.62
2019-09-13,80,63.0,,0.63,50.4
2019-09-14,88,63.0,,0.63,55.44
2019-09-15,78,63.0,,0.63,49.14
2019-09-16,89,63.0,,0.63,56.07
2019-09-17,84,63.0,,0.63,52.92
2019-09-18,73,63.0,,0.63,45.99
2019-09-19,88,63.0,,0.63,55.44
2019-09-20,69,63.0,,0.63,43.47
2019-09-21,82,63.0,,0.63,51.660000000000004
2019-09-22,94,63.0,,0.63,59.22
2019-09-23,74,63.0,,0.63,46.62
2019-09-24,73,63.0,,0.63,45.99
2019-09-25,79,63.0,,0.63,49.77
2019-09-26,87,63.0,,0.63,54.81
2019-09-27,76,63.0,,0.63,47.88
2019-09-28,94,63.0,,0.63,59.22
2019-09-29,82,63.0,,0.63,51.660000000000004
2019-09-30,62,63.0,,0.63,39.06
2019-10-01,82,64.0,False,0.64,52.480000000000004
2019-10-02,75,64.0,,0.64,48.0
2019-10-03,78,64.0,,0.64,49.92
2019-10-04,74,64.0,,0.64,47.36
2019-10-05,75,64.0,,0.64,48.0
2019-10-06,66,64.0,,0.64,42.24
2019-10-07,88,64.0,,0.64,56.32
2019-10-08,69,64.0,,0.64,44.160000000000004
2019-10-09,87,64.0,,0.64,55.68
2019-10-10,67,64.0,,0.64,42.88
2019-10-11,91,64.0,,0.64,58.24
2019-10-12,100,64.0,,0.64,64.0
2019-10-13,83,64.0,,0.64,53.120000000000005
2019-10-14,80,64.0,,0.64,51.2
2019-10-15,88,64.0,,0.64,56.32
2019-10-16,84,64.0,,0.64,53.76
2019-10-17,75,64.0,,0.64,48.0
2019-10-18,78,64.0,,0.64,49.92
2019-10-19,83,64.0,,0.64,53.120000000000005
2019-10-20,83,64.0,,0.64,53.120000000000005
2019-10-21,85,64.0,,0.64,54.4
2019-10-22,74,64.0,,0.64,47.36
2019-10-23,76,64.0,,0.64,48.64
2019-10-24,75,64.0,,0.64,48.0
2019-10-25,76,64.0,,0.64,48.64
2019-10-26,86,64.0,,0.64,55.04
2019-10-27,74,64.0,,0.64,47.36
2019-10-28,71,64.0,,0.64,45.44
2019-10-29,90,64.0,,0.64,57.6
2019-10-30,68,64.0,,0.64,43.52
2019-10-31,69,64.0,,0.64,44.160000000000004
2019-11-01,62,73.0,False,0.73,45.26
2019-11-02,80,73.0,,0.73,58.4
2019-11-03,85,73.0,,0.73,62.05
2019-11-04,80,73.0,,0.73,58.4
2019-11-05,84,73.0,,0.73,61.32
2019-11-06,77,73.0,,0.73,56.21
2019-11-07,78,73.0,,0.73,56.94
2019-11-08,72,73.0,,0.73,52.56
2019-11-09,75,73.0,,0.73,54.75
2019-11-10,73,73.0,,0.73,53.29
2019-11-11,85,73.0,,0.73,62.05
2019-11-12,81,73.0,,0.73,59.129999999999995
2019-11-13,79,73.0,,0.73,57.67
2019-11-14,74,73.0,,0.73,54.019999999999996
2019-11-15,77,73.0,,0.73,56.21
2019-11-16,79,73.0,,0.73,57.67
2019-11-17,92,73.0,,0.73,67.16
2019-11-18,88,73.0,,0.73,64.24
2019-11-19,89,73.0,,0.73,64.97
2019-11-20,86,73.0,,0.73,62.78
2019-11-21,74,73.0,,0.73,54.019999999999996
2019-11-22,78,73.0,,0.73,56.94
2019-11-23,79,73.0,,0.73,57.67
2019-11-24,88,73.0,,0.73,64.24
2019-11-25,100,73.0,,0.73,73.0
2019-11-26,88,73.0,,0.73,64.24
2019-11-27,77,73.0,,0.73,56.21
2019-11-28,75,73.0,,0.73,54.75
2019-11-29,61,73.0,,0.73,44.53
2019-11-30,70,73.0,,0.73,51.1
2019-12-01,78,68.0,False,0.68,53.040000000000006
2019-12-02,75,68.0,,0.68,51.00000000000001
2019-12-03,86,68.0,,0.68,58.480000000000004
2019-12-04,89,68.0,,0.68,60.52
2019-12-05,76,68.0,,0.68,51.68000000000001
2019-12-06,85,68.0,,0.68,57.800000000000004
2019-12-07,89,68.0,,0.68,60.52
2019-12-08,100,68.0,,0.68,68.0
2019-12-09,79,68.0,,0.68,53.720000000000006
2019-12-10,84,68.0,,0.68,57.120000000000005
2019-12-11,83,68.0,,0.68,56.440000000000005
2019-12-12,81,68.0,,0.68,55.080000000000005
2019-12-13,74,68.0,,0.68,50.32
2019-12-14,93,68.0,,0.68,63.24
2019-12-15,88,68.0,,0.68,59.84
2019-12-16,90,68.0,,0.68,61.2
2019-12-17,91,68.0,,0.68,61.88
2019-12-18,87,68.0,,0.68,59.160000000000004
2019-12-19,84,68.0,,0.68,57.120000000000005
2019-12-20,87,68.0,,0.68,59.160000000000004
2019-12-21,71,68.0,,0.68,48.28
2019-12-22,65,68.0,,0.68,44.2
2019-12-23,86,68.0,,0.68,58.480000000000004
2019-12-24,85,68.0,,0.68,57.800000000000004
2019-12-25,67,68.0,,0.68,45.56
2019-12-26,83,68.0,,0.68,56.440000000000005
2019-12-27,69,68.0,,0.68,46.92
2019-12-28,89,68.0,,0.68,60.52
2019-12-29,62,68.0,,0.68,42.160000000000004
2019-12-30,80,68.0,,0.68,54.400000000000006
2019-12-31,75,68.0,,0.68,51.00000000000001
2020-01-01,23,100.0,False,1.0,23.0
2020-01-02,26,100.0,,1.0,26.0
2020-01-03,26,100.0,,1.0,26.0
2020-01-04,25,100.0,,1.0,25.0
2020-01-05,29,100.0,,1.0,29.0
2020-01-06,25,100.0,,1.0,25.0
2020-01-07,25,100.0,,1.0,25.0
2020-01-08,22,100.0,,1.0,22.0
2020-01-09,24,100.0,,1.0,24.0
2020-01-10,27,100.0,,1.0,27.0
2020-01-11,25,100.0,,1.0,25.0
2020-01-12,32,100.0,,1.0,32.0
2020-01-13,39,100.0,,1.0,39.0
2020-01-14,37,100.0,,1.0,37.0
2020-01-15,100,100.0,,1.0,100.0
2020-01-16,53,100.0,,1.0,53.0
2020-01-17,30,100.0,,1.0,30.0
2020-01-18,30,100.0,,1.0,30.0
2020-01-19,26,100.0,,1.0,26.0
2020-01-20,30,100.0,,1.0,30.0
2020-01-21,32,100.0,,1.0,32.0
2020-01-22,32,100.0,,1.0,32.0
2020-01-23,29,100.0,,1.0,29.0
2020-01-24,24,100.0,,1.0,24.0
2020-01-25,25,100.0,,1.0,25.0
2020-01-26,26,100.0,,1.0,26.0
2020-01-27,24,100.0,,1.0,24.0
2020-01-28,24,100.0,,1.0,24.0
2020-01-29,25,100.0,,1.0,25.0
2020-01-30,23,100.0,,1.0,23.0
2020-01-31,25,100.0,,1.0,25.0
2020-02-01,86,68.0,False,0.68,58.480000000000004
2020-02-02,89,68.0,,0.68,60.52
2020-02-03,78,68.0,,0.68,53.040000000000006
2020-02-04,82,68.0,,0.68,55.760000000000005
2020-02-05,83,68.0,,0.68,56.440000000000005
2020-02-06,83,68.0,,0.68,56.440000000000005
2020-02-07,91,68.0,,0.68,61.88
2020-02-08,99,68.0,,0.68,67.32000000000001
2020-02-09,98,68.0,,0.68,66.64
2020-02-10,89,68.0,,0.68,60.52
2020-02-11,98,68.0,,0.68,66.64
2020-02-12,94,68.0,,0.68,63.92
2020-02-13,83,68.0,,0.68,56.440000000000005
2020-02-14,84,68.0,,0.68,57.120000000000005
2020-02-15,92,68.0,,0.68,62.56
2020-02-16,97,68.0,,0.68,65.96000000000001
2020-02-17,87,68.0,,0.68,59.160000000000004
2020-02-18,86,68.0,,0.68,58.480000000000004
2020-02-19,92,68.0,,0.68,62.56
2020-02-20,85,68.0,,0.68,57.800000000000004
2020-02-21,91,68.0,,0.68,61.88
2020-02-22,100,68.0,,0.68,68.0
2020-02-23,83,68.0,,0.68,56.440000000000005
2020-02-24,88,68.0,,0.68,59.84
2020-02-25,92,68.0,,0.68,62.56
2020-02-26,81,68.0,,0.68,55.080000000000005
2020-02-27,98,68.0,,0.68,66.64
2020-02-28,91,68.0,,0.68,61.88
2020-02-29,94,68.0,,0.68,63.92
2020-03-01,89,57.0,False,0.57,50.73
2020-03-02,78,57.0,,0.57,44.459999999999994
2020-03-03,85,57.0,,0.57,48.449999999999996
2020-03-04,85,57.0,,0.57,48.449999999999996
2020-03-05,95,57.0,,0.57,54.15
2020-03-06,87,57.0,,0.57,49.589999999999996
2020-03-07,100,57.0,,0.57,56.99999999999999
2020-03-08,94,57.0,,0.57,53.58
2020-03-09,75,57.0,,0.57,42.74999999999999
2020-03-10,87,57.0,,0.57,49.589999999999996
2020-03-11,91,57.0,,0.57,51.87
2020-03-12,82,57.0,,0.57,46.739999999999995
2020-03-13,72,57.0,,0.57,41.04
2020-03-14,83,57.0,,0.57,47.309999999999995
2020-03-15,69,57.0,,0.57,39.33
2020-03-16,76,57.0,,0.57,43.31999999999999
2020-03-17,66,57.0,,0.57,37.62
2020-03-18,65,57.0,,0.57,37.05
2020-03-19,63,57.0,,0.57,35.91
2020-03-20,70,57.0,,0.57,39.9
2020-03-21,67,57.0,,0.57,38.19
2020-03-22,73,57.0,,0.57,41.61
2020-03-23,78,57.0,,0.57,44.459999999999994
2020-03-24,67,57.0,,0.57,38.19
2020-03-25,70,57.0,,0.57,39.9
2020-03-26,64,57.0,,0.57,36.48
2020-03-27,67,57.0,,0.57,38.19
2020-03-28,77,57.0,,0.57,43.88999999999999
2020-03-29,79,57.0,,0.57,45.029999999999994
2020-03-30,74,57.0,,0.57,42.18
2020-03-31,66,57.0,,0.57,37.62
2020-04-01,88,58.0,False,0.58,51.04
2020-04-02,68,58.0,,0.58,39.44
2020-04-03,77,58.0,,0.58,44.66
2020-04-04,79,58.0,,0.58,45.82
2020-04-05,79,58.0,,0.58,45.82
2020-04-06,80,58.0,,0.58,46.4
2020-04-07,79,58.0,,0.58,45.82
2020-04-08,79,58.0,,0.58,45.82
2020-04-09,80,58.0,,0.58,46.4
2020-04-10,80,58.0,,0.58,46.4
2020-04-11,81,58.0,,0.58,46.98
2020-04-12,79,58.0,,0.58,45.82
2020-04-13,80,58.0,,0.58,46.4
2020-04-14,99,58.0,,0.58,57.419999999999995
2020-04-15,92,58.0,,0.58,53.36
2020-04-16,99,58.0,,0.58,57.419999999999995
2020-04-17,92,58.0,,0.58,53.36
2020-04-18,87,58.0,,0.58,50.459999999999994
2020-04-19,87,58.0,,0.58,50.459999999999994
2020-04-20,68,58.0,,0.58,39.44
2020-04-21,92,58.0,,0.58,53.36
2020-04-22,86,58.0,,0.58,49.879999999999995
2020-04-23,100,58.0,,0.58,57.99999999999999
2020-04-24,87,58.0,,0.58,50.459999999999994
2020-04-25,96,58.0,,0.58,55.67999999999999
2020-04-26,97,58.0,,0.58,56.26
2020-04-27,73,58.0,,0.58,42.339999999999996
2020-04-28,88,58.0,,0.58,51.04
2020-04-29,89,58.0,,0.58,51.62
2020-04-30,97,58.0,,0.58,56.26
2020-05-01,51,76.0,False,0.76,38.76
2020-05-02,46,76.0,,0.76,34.96
2020-05-03,55,76.0,,0.76,41.8
2020-05-04,61,76.0,,0.76,46.36
2020-05-05,56,76.0,,0.76,42.56
2020-05-06,56,76.0,,0.76,42.56
2020-05-07,58,76.0,,0.76,44.08
2020-05-08,46,76.0,,0.76,34.96
2020-05-09,54,76.0,,0.76,41.04
2020-05-10,59,76.0,,0.76,44.84
2020-05-11,60,76.0,,0.76,45.6
2020-05-12,51,76.0,,0.76,38.76
2020-05-13,54,76.0,,0.76,41.04
2020-05-14,49,76.0,,0.76,37.24
2020-05-15,44,76.0,,0.76,33.44
2020-05-16,51,76.0,,0.76,38.76
2020-05-17,56,76.0,,0.76,42.56
2020-05-18,56,76.0,,0.76,42.56
2020-05-19,65,76.0,,0.76,49.4
2020-05-20,53,76.0,,0.76,40.28
2020-05-21,71,76.0,,0.76,53.96
2020-05-22,77,76.0,,0.76,58.52
2020-05-23,100,76.0,,0.76,76.0
2020-05-24,73,76.0,,0.76,55.480000000000004
2020-05-25,70,76.0,,0.76,53.2
2020-05-26,70,76.0,,0.76,53.2
2020-05-27,59,76.0,,0.76,44.84
2020-05-28,67,76.0,,0.76,50.92
2020-05-29,48,76.0,,0.76,36.480000000000004
2020-05-30,57,76.0,,0.76,43.32
2020-05-31,50,76.0,,0.76,38.0
2020-06-01,79,58.0,False,0.58,45.82
2020-06-02,77,58.0,,0.58,44.66
2020-06-03,75,58.0,,0.58,43.5
2020-06-04,82,58.0,,0.58,47.559999999999995
2020-06-05,78,58.0,,0.58,45.239999999999995
2020-06-06,100,58.0,,0.58,57.99999999999999
2020-06-07,72,58.0,,0.58,41.76
2020-06-08,83,58.0,,0.58,48.13999999999999
2020-06-09,75,58.0,,0.58,43.5
2020-06-10,73,58.0,,0.58,42.339999999999996
2020-06-11,79,58.0,,0.58,45.82
2020-06-12,73,58.0,,0.58,42.339999999999996
2020-06-13,86,58.0,,0.58,49.879999999999995
2020-06-14,71,58.0,,0.58,41.18
2020-06-15,73,58.0,,0.58,42.339999999999996
2020-06-16,63,58.0,,0.58,36.54
2020-06-17,67,58.0,,0.58,38.86
2020-06-18,69,58.0,,0.58,40.019999999999996
2020-06-19,63,58.0,,0.58,36.54
2020-06-20,81,58.0,,0.58,46.98
2020-06-21,73,58.0,,0.58,42.339999999999996
2020-06-22,72,58.0,,0.58,41.76
2020-06-23,80,58.0,,0.58,46.4
2020-06-24,70,58.0,,0.58,40.599999999999994
2020-06-25,66,58.0,,0.58,38.279999999999994
2020-06-26,64,58.0,,0.58,37.12
2020-06-27,76,58.0,,0.58,44.08
2020-06-28,83,58.0,,0.58,48.13999999999999
2020-06-29,73,58.0,,0.58,42.339999999999996
2020-06-30,63,58.0,,0.58,36.54
2020-07-01,69,56.0,False,0.56,38.64
2020-07-02,96,56.0,,0.56,53.760000000000005
2020-07-03,82,56.0,,0.56,45.92
2020-07-04,74,56.0,,0.56,41.440000000000005
2020-07-05,82,56.0,,0.56,45.92
2020-07-06,81,56.0,,0.56,45.36000000000001
2020-07-07,86,56.0,,0.56,48.160000000000004
2020-07-08,76,56.0,,0.56,42.56
2020-07-09,78,56.0,,0.56,43.68000000000001
2020-07-10,81,56.0,,0.56,45.36000000000001
2020-07-11,79,56.0,,0.56,44.24
2020-07-12,92,56.0,,0.56,51.52
2020-07-13,86,56.0,,0.56,48.160000000000004
2020-07-14,68,56.0,,0.56,38.080000000000005
2020-07-15,86,56.0,,0.56,48.160000000000004
2020-07-16,70,56.0,,0.56,39.2
2020-07-17,78,56.0,,0.56,43.68000000000001
2020-07-18,84,56.0,,0.56,47.040000000000006
2020-07-19,83,56.0,,0.56,46.480000000000004
2020-07-20,85,56.0,,0.56,47.6
2020-07-21,84,56.0,,0.56,47.040000000000006
2020-07-22,80,56.0,,0.56,44.800000000000004
2020-07-23,100,56.0,,0.56,56.00000000000001
2020-07-24,70,56.0,,0.56,39.2
2020-07-25,79,56.0,,0.56,44.24
2020-07-26,87,56.0,,0.56,48.720000000000006
2020-07-27,92,56.0,,0.56,51.52
2020-07-28,76,56.0,,0.56,42.56
2020-07-29,94,56.0,,0.56,52.64000000000001
2020-07-30,85,56.0,,0.56,47.6
2020-07-31,89,56.0,,0.56,49.84
2020-08-01,40,67.0,False,0.67,26.8
2020-08-02,36,67.0,,0.67,24.12
2020-08-03,42,67.0,,0.67,28.14
2020-08-04,43,67.0,,0.67,28.810000000000002
2020-08-05,40,67.0,,0.67,26.8
2020-08-06,42,67.0,,0.67,28.14
2020-08-07,42,67.0,,0.67,28.14
2020-08-08,41,67.0,,0.67,27.470000000000002
2020-08-09,38,67.0,,0.67,25.46
2020-08-10,37,67.0,,0.67,24.790000000000003
2020-08-11,95,67.0,,0.67,63.650000000000006
2020-08-12,100,67.0,,0.67,67.0
2020-08-13,71,67.0,,0.67,47.57
2020-08-14,56,67.0,,0.67,37.52
2020-08-15,57,67.0,,0.67,38.190000000000005
2020-08-16,63,67.0,,0.67,42.21
2020-08-17,45,67.0,,0.67,30.150000000000002
2020-08-18,50,67.0,,0.67,33.5
2020-08-19,52,67.0,,0.67,34.84
2020-08-20,87,67.0,,0.67,58.290000000000006
2020-08-21,46,67.0,,0.67,30.82
2020-08-22,52,67.0,,0.67,34.84
2020-08-23,45,67.0,,0.67,30.150000000000002
2020-08-24,43,67.0,,0.67,28.810000000000002
2020-08-25,44,67.0,,0.67,29.48
2020-08-26,46,67.0,,0.67,30.82
2020-08-27,37,67.0,,0.67,24.790000000000003
2020-08-28,39,67.0,,0.67,26.130000000000003
2020-08-29,41,67.0,,0.67,27.470000000000002
2020-08-30,49,67.0,,0.67,32.830000000000005
2020-08-31,38,67.0,,0.67,25.46
2020-09-01,77,57.0,False,0.57,43.88999999999999
2020-09-02,92,57.0,,0.57,52.44
2020-09-03,74,57.0,,0.57,42.18
2020-09-04,79,57.0,,0.57,45.029999999999994
2020-09-05,99,57.0,,0.57,56.42999999999999
2020-09-06,86,57.0,,0.57,49.019999999999996
2020-09-07,83,57.0,,0.57,47.309999999999995
2020-09-08,87,57.0,,0.57,49.589999999999996
2020-09-09,87,57.0,,0.57,49.589999999999996
2020-09-10,83,57.0,,0.57,47.309999999999995
2020-09-11,75,57.0,,0.57,42.74999999999999
2020-09-12,100,57.0,,0.57,56.99999999999999
2020-09-13,72,57.0,,0.57,41.04
2020-09-14,77,57.0,,0.57,43.88999999999999
2020-09-15,83,57.0,,0.57,47.309999999999995
2020-09-16,82,57.0,,0.57,46.739999999999995
2020-09-17,81,57.0,,0.57,46.169999999999995
2020-09-18,83,57.0,,0.57,47.309999999999995
2020-09-19,87,57.0,,0.57,49.589999999999996
2020-09-20,75,57.0,,0.57,42.74999999999999
2020-09-21,89,57.0,,0.57,50.73
2020-09-22,86,57.0,,0.57,49.019999999999996
2020-09-23,71,57.0,,0.57,40.47
2020-09-24,85,57.0,,0.57,48.449999999999996
2020-09-25,80,57.0,,0.57,45.599999999999994
2020-09-26,89,57.0,,0.57,50.73
2020-09-27,79,57.0,,0.57,45.029999999999994
2020-09-28,77,57.0,,0.57,43.88999999999999
2020-09-29,74,57.0,,0.57,42.18
2020-09-30,77,57.0,,0.57,43.88999999999999
2020-10-01,77,61.0,False,0.61,46.97
2020-10-02,88,61.0,,0.61,53.68
2020-10-03,78,61.0,,0.61,47.58
2020-10-04,78,61.0,,0.61,47.58
2020-10-05,53,61.0,,0.61,32.33
2020-10-06,75,61.0,,0.61,45.75
2020-10-07,85,61.0,,0.61,51.85
2020-10-08,100,61.0,,0.61,61.0
2020-10-09,83,61.0,,0.61,50.629999999999995
2020-10-10,67,61.0,,0.61,40.87
2020-10-11,75,61.0,,0.61,45.75
2020-10-12,80,61.0,,0.61,48.8
2020-10-13,73,61.0,,0.61,44.53
2020-10-14,64,61.0,,0.61,39.04
2020-10-15,68,61.0,,0.61,41.48
2020-10-16,69,61.0,,0.61,42.089999999999996
2020-10-17,74,61.0,,0.61,45.14
2020-10-18,90,61.0,,0.61,54.9
2020-10-19,81,61.0,,0.61,49.41
2020-10-20,88,61.0,,0.61,53.68
2020-10-21,80,61.0,,0.61,48.8
2020-10-22,90,61.0,,0.61,54.9
2020-10-23,79,61.0,,0.61,48.19
2020-10-24,72,61.0,,0.61,43.92
2020-10-25,92,61.0,,0.61,56.12
2020-10-26,80,61.0,,0.61,48.8
2020-10-27,81,61.0,,0.61,49.41
2020-10-28,72,61.0,,0.61,43.92
2020-10-29,84,61.0,,0.61,51.24
2020-10-30,81,61.0,,0.61,49.41
2020-10-31,63,61.0,,0.61,38.43
2020-11-01,45,68.0,False,0.68,30.6
2020-11-02,45,68.0,,0.68,30.6
2020-11-03,44,68.0,,0.68,29.92
2020-11-04,28,68.0,,0.68,19.040000000000003
2020-11-05,32,68.0,,0.68,21.76
2020-11-06,41,68.0,,0.68,27.880000000000003
2020-11-07,87,68.0,,0.68,59.160000000000004
2020-11-08,100,68.0,,0.68,68.0
2020-11-09,71,68.0,,0.68,48.28
2020-11-10,64,68.0,,0.68,43.52
2020-11-11,51,68.0,,0.68,34.68
2020-11-12,42,68.0,,0.68,28.560000000000002
2020-11-13,47,68.0,,0.68,31.96
2020-11-14,54,68.0,,0.68,36.720000000000006
2020-11-15,56,68.0,,0.68,38.080000000000005
2020-11-16,45,68.0,,0.68,30.6
2020-11-17,53,68.0,,0.68,36.04
2020-11-18,57,68.0,,0.68,38.760000000000005
2020-11-19,52,68.0,,0.68,35.36
2020-11-20,39,68.0,,0.68,26.520000000000003
2020-11-21,60,68.0,,0.68,40.800000000000004
2020-11-22,51,68.0,,0.68,34.68
2020-11-23,50,68.0,,0.68,34.0
2020-11-24,55,68.0,,0.68,37.400000000000006
2020-11-25,44,68.0,,0.68,29.92
2020-11-26,41,68.0,,0.68,27.880000000000003
2020-11-27,44,68.0,,0.68,29.92
2020-11-28,44,68.0,,0.68,29.92
2020-11-29,48,68.0,,0.68,32.64
2020-11-30,45,68.0,,0.68,30.6
2020-12-01,83,60.0,False,0.6,49.8
2020-12-02,92,60.0,,0.6,55.199999999999996
2020-12-03,84,60.0,,0.6,50.4
2020-12-04,86,60.0,,0.6,51.6
2020-12-05,90,60.0,,0.6,54.0
2020-12-06,76,60.0,,0.6,45.6
2020-12-07,85,60.0,,0.6,51.0
2020-12-08,75,60.0,,0.6,45.0
2020-12-09,68,60.0,,0.6,40.8
2020-12-10,74,60.0,,0.6,44.4
2020-12-11,89,60.0,,0.6,53.4
2020-12-12,90,60.0,,0.6,54.0
2020-12-13,69,60.0,,0.6,41.4
2020-12-14,73,60.0,,0.6,43.8
2020-12-15,77,60.0,,0.6,46.199999999999996
2020-12-16,79,60.0,,0.6,47.4
2020-12-17,76,60.0,,0.6,45.6
2020-12-18,88,60.0,,0.6,52.8
2020-12-19,70,60.0,,0.6,42.0
2020-12-20,73,60.0,,0.6,43.8
2020-12-21,64,60.0,,0.6,38.4
2020-12-22,90,60.0,,0.6,54.0
2020-12-23,91,60.0,,0.6,54.6
2020-12-24,83,60.0,,0.6,49.8
2020-12-25,79,60.0,,0.6,47.4
2020-12-26,100,60.0,,0.6,60.0
2020-12-27,66,60.0,,0.6,39.6
2020-12-28,73,60.0,,0.6,43.8
2020-12-29,73,60.0,,0.6,43.8
2020-12-30,90,60.0,,0.6,54.0
2020-12-31,83,60.0,,0.6,49.8
2021-01-01,20,96.0,False,0.96,19.2
2021-01-02,21,96.0,,0.96,20.16
2021-01-03,19,96.0,,0.96,18.24
2021-01-04,20,96.0,,0.96,19.2
2021-01-05,23,96.0,,0.96,22.08
2021-01-06,17,96.0,,0.96,16.32
2021-01-07,20,96.0,,0.96,19.2
2021-01-08,22,96.0,,0.96,21.119999999999997
2021-01-09,23,96.0,,0.96,22.08
2021-01-10,24,96.0,,0.96,23.04
2021-01-11,19,96.0,,0.96,18.24
2021-01-12,26,96.0,,0.96,24.96
2021-01-13,32,96.0,,0.96,30.72
2021-01-14,36,96.0,,0.96,34.56
2021-01-15,100,96.0,,0.96,96.0
2021-01-16,48,96.0,,0.96,46.08
2021-01-17,32,96.0,,0.96,30.72
2021-01-18,25,96.0,,0.96,24.0
2021-01-19,25,96.0,,0.96,24.0
2021-01-20,55,96.0,,0.96,52.8
2021-01-21,41,96.0,,0.96,39.36
2021-01-22,24,96.0,,0.96,23.04
2021-01-23,25,96.0,,0.96,24.0
2021-01-24,24,96.0,,0.96,23.04
2021-01-25,26,96.0,,0.96,24.96
2021-01-26,24,96.0,,0.96,23.04
2021-01-27,22,96.0,,0.96,21.119999999999997
2021-01-28,20,96.0,,0.96,19.2
2021-01-29,20,96.0,,0.96,19.2
2021-01-30,24,96.0,,0.96,23.04
2021-01-31,25,96.0,,0.96,24.0
2021-02-01,73,66.0,False,0.66,48.18
2021-02-02,83,66.0,,0.66,54.78
2021-02-03,66,66.0,,0.66,43.56
2021-02-04,50,66.0,,0.66,33.0
2021-02-05,63,66.0,,0.66,41.580000000000005
2021-02-06,100,66.0,,0.66,66.0
2021-02-07,59,66.0,,0.66,38.940000000000005
2021-02-08,73,66.0,,0.66,48.18
2021-02-09,75,66.0,,0.66,49.5
2021-02-10,72,66.0,,0.66,47.52
2021-02-11,67,66.0,,0.66,44.22
2021-02-12,69,66.0,,0.66,45.54
2021-02-13,73,66.0,,0.66,48.18
2021-02-14,70,66.0,,0.66,46.2
2021-02-15,72,66.0,,0.66,47.52
2021-02-16,63,66.0,,0.66,41.580000000000005
2021-02-17,70,66.0,,0.66,46.2
2021-02-18,62,66.0,,0.66,40.92
2021-02-19,72,66.0,,0.66,47.52
2021-02-20,70,66.0,,0.66,46.2
2021-02-21,76,66.0,,0.66,50.160000000000004
2021-02-22,60,66.0,,0.66,39.6
2021-02-23,60,66.0,,0.66,39.6
2021-02-24,84,66.0,,0.66,55.440000000000005
2021-02-25,69,66.0,,0.66,45.54
2021-02-26,79,66.0,,0.66,52.14
2021-02-27,77,66.0,,0.66,50.82
2021-02-28,73,66.0,,0.66,48.18
2021-03-01,74,62.0,False,0.62,45.88
2021-03-02,74,62.0,,0.62,45.88
2021-03-03,79,62.0,,0.62,48.98
2021-03-04,80,62.0,,0.62,49.6
2021-03-05,88,62.0,,0.62,54.56
2021-03-06,84,62.0,,0.62,52.08
2021-03-07,87,62.0,,0.62,53.94
2021-03-08,78,62.0,,0.62,48.36
2021-03-09,100,62.0,,0.62,62.0
2021-03-10,96,62.0,,0.62,59.519999999999996
2021-03-11,83,62.0,,0.62,51.46
2021-03-12,88,62.0,,0.62,54.56
2021-03-13,80,62.0,,0.62,49.6
2021-03-14,93,62.0,,0.62,57.66
2021-03-15,78,62.0,,0.62,48.36
2021-03-16,88,62.0,,0.62,54.56
2021-03-17,70,62.0,,0.62,43.4
2021-03-18,91,62.0,,0.62,56.42
2021-03-19,91,62.0,,0.62,56.42
2021-03-20,83,62.0,,0.62,51.46
2021-03-21,92,62.0,,0.62,57.04
2021-03-22,79,62.0,,0.62,48.98
2021-03-23,87,62.0,,0.62,53.94
2021-03-24,84,62.0,,0.62,52.08
2021-03-25,100,62.0,,0.62,62.0
2021-03-26,86,62.0,,0.62,53.32
2021-03-27,86,62.0,,0.62,53.32
2021-03-28,93,62.0,,0.62,57.66
2021-03-29,89,62.0,,0.62,55.18
2021-03-30,76,62.0,,0.62,47.12
2021-03-31,91,62.0,,0.62,56.42
2021-04-01,61,71.0,False,0.71,43.309999999999995
2021-04-02,67,71.0,,0.71,47.57
2021-04-03,70,71.0,,0.71,49.699999999999996
2021-04-04,65,71.0,,0.71,46.15
2021-04-05,80,71.0,,0.71,56.8
2021-04-06,74,71.0,,0.71,52.54
2021-04-07,80,71.0,,0.71,56.8
2021-04-08,77,71.0,,0.71,54.669999999999995
2021-04-09,79,71.0,,0.71,56.089999999999996
2021-04-10,80,71.0,,0.71,56.8
2021-04-11,93,71.0,,0.71,66.03
2021-04-12,98,71.0,,0.71,69.58
