date,LMT_unscaled,LMT_monthly,isPartial,scale,LMT
2017-12-27,77,67.0,,0.67,51.59
2017-12-28,84,67.0,,0.67,56.28
2017-12-29,83,67.0,,0.67,55.61000000000001
2017-12-30,43,67.0,,0.67,28.810000000000002
2017-12-31,20,67.0,,0.67,13.4
2018-01-01,21,83.0,False,0.83,17.43
2018-01-02,59,83.0,,0.83,48.97
2018-01-03,65,83.0,,0.83,53.949999999999996
2018-01-04,62,83.0,,0.83,51.46
2018-01-05,59,83.0,,0.83,48.97
2018-01-06,27,83.0,,0.83,22.41
2018-01-07,28,83.0,,0.83,23.24
2018-01-08,49,83.0,,0.83,40.669999999999995
2018-01-09,65,83.0,,0.83,53.949999999999996
2018-01-10,68,83.0,,0.83,56.44
2018-01-11,67,83.0,,0.83,55.61
2018-01-12,76,83.0,,0.83,63.08
2018-01-13,46,83.0,,0.83,38.18
2018-01-14,27,83.0,,0.83,22.41
2018-01-15,55,83.0,,0.83,45.65
2018-01-16,55,83.0,,0.83,45.65
2018-01-17,55,83.0,,0.83,45.65
2018-01-18,69,83.0,,0.83,57.269999999999996
2018-01-19,60,83.0,,0.83,49.8
2018-01-20,27,83.0,,0.83,22.41
2018-01-21,21,83.0,,0.83,17.43
2018-01-22,60,83.0,,0.83,49.8
2018-01-23,69,83.0,,0.83,57.269999999999996
2018-01-24,78,83.0,,0.83,64.74
2018-01-25,66,83.0,,0.83,54.779999999999994
2018-01-26,92,83.0,,0.83,76.36
2018-01-27,54,83.0,,0.83,44.82
2018-01-28,38,83.0,,0.83,31.54
2018-01-29,100,83.0,,0.83,83.0
2018-01-30,97,83.0,,0.83,80.50999999999999
2018-01-31,86,83.0,,0.83,71.38
2018-02-01,60,93.0,False,0.93,55.800000000000004
2018-02-02,87,93.0,,0.93,80.91000000000001
2018-02-03,42,93.0,,0.93,39.06
2018-02-04,25,93.0,,0.93,23.25
2018-02-05,68,93.0,,0.93,63.24
2018-02-06,100,93.0,,0.93,93.0
2018-02-07,68,93.0,,0.93,63.24
2018-02-08,75,93.0,,0.93,69.75
2018-02-09,77,93.0,,0.93,71.61
2018-02-10,47,93.0,,0.93,43.71
2018-02-11,27,93.0,,0.93,25.110000000000003
2018-02-12,58,93.0,,0.93,53.940000000000005
2018-02-13,63,93.0,,0.93,58.59
2018-02-14,68,93.0,,0.93,63.24
2018-02-15,72,93.0,,0.93,66.96000000000001
2018-02-16,61,93.0,,0.93,56.730000000000004
2018-02-17,41,93.0,,0.93,38.13
2018-02-18,42,93.0,,0.93,39.06
2018-02-19,36,93.0,,0.93,33.480000000000004
2018-02-20,46,93.0,,0.93,42.78
2018-02-21,47,93.0,,0.93,43.71
2018-02-22,57,93.0,,0.93,53.010000000000005
2018-02-23,62,93.0,,0.93,57.660000000000004
2018-02-24,44,93.0,,0.93,40.92
2018-02-25,21,93.0,,0.93,19.53
2018-02-26,67,93.0,,0.93,62.31
2018-02-27,63,93.0,,0.93,58.59
2018-02-28,62,93.0,,0.93,57.660000000000004
2018-03-01,92,88.0,False,0.88,80.96
2018-03-02,94,88.0,,0.88,82.72
2018-03-03,55,88.0,,0.88,48.4
2018-03-04,42,88.0,,0.88,36.96
2018-03-05,81,88.0,,0.88,71.28
2018-03-06,84,88.0,,0.88,73.92
2018-03-07,88,88.0,,0.88,77.44
2018-03-08,75,88.0,,0.88,66.0
2018-03-09,94,88.0,,0.88,82.72
2018-03-10,37,88.0,,0.88,32.56
2018-03-11,28,88.0,,0.88,24.64
2018-03-12,84,88.0,,0.88,73.92
2018-03-13,72,88.0,,0.88,63.36
2018-03-14,76,88.0,,0.88,66.88
2018-03-15,76,88.0,,0.88,66.88
2018-03-16,69,88.0,,0.88,60.72
2018-03-17,53,88.0,,0.88,46.64
2018-03-18,40,88.0,,0.88,35.2
2018-03-19,80,88.0,,0.88,70.4
2018-03-20,78,88.0,,0.88,68.64
2018-03-21,89,88.0,,0.88,78.32000000000001
2018-03-22,77,88.0,,0.88,67.76
2018-03-23,96,88.0,,0.88,84.48
2018-03-24,52,88.0,,0.88,45.76
2018-03-25,51,88.0,,0.88,44.88
2018-03-26,90,88.0,,0.88,79.2
2018-03-27,100,88.0,,0.88,88.0
2018-03-28,87,88.0,,0.88,76.56
2018-03-29,68,88.0,,0.88,59.84
2018-03-30,52,88.0,,0.88,45.76
2018-03-31,34,88.0,,0.88,29.92
2018-04-01,19,88.0,False,0.88,16.72
2018-04-02,46,88.0,,0.88,40.48
2018-04-03,48,88.0,,0.88,42.24
2018-04-04,38,88.0,,0.88,33.44
2018-04-05,55,88.0,,0.88,48.4
2018-04-06,57,88.0,,0.88,50.160000000000004
2018-04-07,25,88.0,,0.88,22.0
2018-04-08,19,88.0,,0.88,16.72
2018-04-09,58,88.0,,0.88,51.04
2018-04-10,56,88.0,,0.88,49.28
2018-04-11,44,88.0,,0.88,38.72
2018-04-12,55,88.0,,0.88,48.4
2018-04-13,62,88.0,,0.88,54.56
2018-04-14,19,88.0,,0.88,16.72
2018-04-15,22,88.0,,0.88,19.36
2018-04-16,48,88.0,,0.88,42.24
2018-04-17,55,88.0,,0.88,48.4
2018-04-18,62,88.0,,0.88,54.56
2018-04-19,48,88.0,,0.88,42.24
2018-04-20,44,88.0,,0.88,38.72
2018-04-21,31,88.0,,0.88,27.28
2018-04-22,23,88.0,,0.88,20.24
2018-04-23,49,88.0,,0.88,43.12
2018-04-24,100,88.0,,0.88,88.0
2018-04-25,85,88.0,,0.88,74.8
2018-04-26,66,88.0,,0.88,58.08
2018-04-27,70,88.0,,0.88,61.6
2018-04-28,33,88.0,,0.88,29.04
2018-04-29,27,88.0,,0.88,23.76
2018-04-30,43,88.0,,0.88,37.84
2018-05-01,90,89.0,False,0.89,80.1
2018-05-02,100,89.0,,0.89,89.0
2018-05-03,73,89.0,,0.89,64.97
2018-05-04,83,89.0,,0.89,73.87
2018-05-05,42,89.0,,0.89,37.38
2018-05-06,33,89.0,,0.89,29.37
2018-05-07,69,89.0,,0.89,61.410000000000004
2018-05-08,90,89.0,,0.89,80.1
2018-05-09,78,89.0,,0.89,69.42
2018-05-10,86,89.0,,0.89,76.54
2018-05-11,72,89.0,,0.89,64.08
2018-05-12,48,89.0,,0.89,42.72
2018-05-13,29,89.0,,0.89,25.81
2018-05-14,65,89.0,,0.89,57.85
2018-05-15,73,89.0,,0.89,64.97
2018-05-16,69,89.0,,0.89,61.410000000000004
2018-05-17,64,89.0,,0.89,56.96
2018-05-18,68,89.0,,0.89,60.52
2018-05-19,46,89.0,,0.89,40.94
2018-05-20,27,89.0,,0.89,24.03
2018-05-21,71,89.0,,0.89,63.19
2018-05-22,85,89.0,,0.89,75.65
2018-05-23,79,89.0,,0.89,70.31
2018-05-24,77,89.0,,0.89,68.53
2018-05-25,77,89.0,,0.89,68.53
2018-05-26,50,89.0,,0.89,44.5
2018-05-27,28,89.0,,0.89,24.92
2018-05-28,53,89.0,,0.89,47.17
2018-05-29,74,89.0,,0.89,65.86
2018-05-30,78,89.0,,0.89,69.42
2018-05-31,80,89.0,,0.89,71.2
2018-06-01,82,82.0,False,0.82,67.24
2018-06-02,38,82.0,,0.82,31.159999999999997
2018-06-03,31,82.0,,0.82,25.419999999999998
2018-06-04,68,82.0,,0.82,55.76
2018-06-05,65,82.0,,0.82,53.3
2018-06-06,76,82.0,,0.82,62.31999999999999
2018-06-07,92,82.0,,0.82,75.44
2018-06-08,73,82.0,,0.82,59.86
2018-06-09,42,82.0,,0.82,34.44
2018-06-10,40,82.0,,0.82,32.8
2018-06-11,56,82.0,,0.82,45.919999999999995
2018-06-12,77,82.0,,0.82,63.13999999999999
2018-06-13,72,82.0,,0.82,59.04
2018-06-14,75,82.0,,0.82,61.49999999999999
2018-06-15,64,82.0,,0.82,52.48
2018-06-16,27,82.0,,0.82,22.139999999999997
2018-06-17,41,82.0,,0.82,33.62
2018-06-18,62,82.0,,0.82,50.839999999999996
2018-06-19,86,82.0,,0.82,70.52
2018-06-20,73,82.0,,0.82,59.86
2018-06-21,73,82.0,,0.82,59.86
2018-06-22,100,82.0,,0.82,82.0
2018-06-23,48,82.0,,0.82,39.36
2018-06-24,39,82.0,,0.82,31.979999999999997
2018-06-25,82,82.0,,0.82,67.24
2018-06-26,52,82.0,,0.82,42.64
2018-06-27,82,82.0,,0.82,67.24
2018-06-28,68,82.0,,0.82,55.76
2018-06-29,90,82.0,,0.82,73.8
2018-06-30,32,82.0,,0.82,26.24
2018-07-01,42,89.0,False,0.89,37.38
2018-07-02,49,89.0,,0.89,43.61
2018-07-03,73,89.0,,0.89,64.97
2018-07-04,32,89.0,,0.89,28.48
2018-07-05,67,89.0,,0.89,59.63
2018-07-06,72,89.0,,0.89,64.08
2018-07-07,33,89.0,,0.89,29.37
2018-07-08,43,89.0,,0.89,38.27
2018-07-09,57,89.0,,0.89,50.730000000000004
2018-07-10,72,89.0,,0.89,64.08
2018-07-11,73,89.0,,0.89,64.97
2018-07-12,69,89.0,,0.89,61.410000000000004
2018-07-13,60,89.0,,0.89,53.4
2018-07-14,32,89.0,,0.89,28.48
2018-07-15,30,89.0,,0.89,26.7
2018-07-16,75,89.0,,0.89,66.75
2018-07-17,75,89.0,,0.89,66.75
2018-07-18,70,89.0,,0.89,62.300000000000004
2018-07-19,73,89.0,,0.89,64.97
2018-07-20,63,89.0,,0.89,56.07
2018-07-21,43,89.0,,0.89,38.27
2018-07-22,29,89.0,,0.89,25.81
2018-07-23,71,89.0,,0.89,63.19
2018-07-24,100,89.0,,0.89,89.0
2018-07-25,77,89.0,,0.89,68.53
2018-07-26,77,89.0,,0.89,68.53
2018-07-27,87,89.0,,0.89,77.43
2018-07-28,48,89.0,,0.89,42.72
2018-07-29,32,89.0,,0.89,28.48
2018-07-30,69,89.0,,0.89,61.410000000000004
2018-07-31,75,89.0,,0.89,66.75
2018-08-01,65,76.0,False,0.76,49.4
2018-08-02,88,76.0,,0.76,66.88
2018-08-03,83,76.0,,0.76,63.08
2018-08-04,51,76.0,,0.76,38.76
2018-08-05,43,76.0,,0.76,32.68
2018-08-06,63,76.0,,0.76,47.88
2018-08-07,85,76.0,,0.76,64.6
2018-08-08,79,76.0,,0.76,60.04
2018-08-09,60,76.0,,0.76,45.6
2018-08-10,62,76.0,,0.76,47.12
2018-08-11,54,76.0,,0.76,41.04
2018-08-12,25,76.0,,0.76,19.0
2018-08-13,66,76.0,,0.76,50.160000000000004
2018-08-14,87,76.0,,0.76,66.12
2018-08-15,83,76.0,,0.76,63.08
2018-08-16,100,76.0,,0.76,76.0
2018-08-17,85,76.0,,0.76,64.6
2018-08-18,56,76.0,,0.76,42.56
2018-08-19,55,76.0,,0.76,41.8
2018-08-20,74,76.0,,0.76,56.24
2018-08-21,79,76.0,,0.76,60.04
2018-08-22,67,76.0,,0.76,50.92
2018-08-23,79,76.0,,0.76,60.04
2018-08-24,89,76.0,,0.76,67.64
2018-08-25,35,76.0,,0.76,26.6
2018-08-26,34,76.0,,0.76,25.84
2018-08-27,81,76.0,,0.76,61.56
2018-08-28,74,76.0,,0.76,56.24
2018-08-29,87,76.0,,0.76,66.12
2018-08-30,86,76.0,,0.76,65.36
2018-08-31,78,76.0,,0.76,59.28
2018-09-01,58,80.0,False,0.8,46.400000000000006
2018-09-02,45,80.0,,0.8,36.0
2018-09-03,52,80.0,,0.8,41.6
2018-09-04,65,80.0,,0.8,52.0
2018-09-05,70,80.0,,0.8,56.0
2018-09-06,65,80.0,,0.8,52.0
2018-09-07,62,80.0,,0.8,49.6
2018-09-08,51,80.0,,0.8,40.800000000000004
2018-09-09,45,80.0,,0.8,36.0
2018-09-10,70,80.0,,0.8,56.0
2018-09-11,64,80.0,,0.8,51.2
2018-09-12,48,80.0,,0.8,38.400000000000006
2018-09-13,74,80.0,,0.8,59.2
2018-09-14,78,80.0,,0.8,62.400000000000006
2018-09-15,50,80.0,,0.8,40.0
2018-09-16,32,80.0,,0.8,25.6
2018-09-17,90,80.0,,0.8,72.0
2018-09-18,96,80.0,,0.8,76.80000000000001
2018-09-19,100,80.0,,0.8,80.0
2018-09-20,78,80.0,,0.8,62.400000000000006
2018-09-21,78,80.0,,0.8,62.400000000000006
2018-09-22,42,80.0,,0.8,33.6
2018-09-23,50,80.0,,0.8,40.0
2018-09-24,83,80.0,,0.8,66.4
2018-09-25,96,80.0,,0.8,76.80000000000001
2018-09-26,77,80.0,,0.8,61.6
2018-09-27,66,80.0,,0.8,52.800000000000004
2018-09-28,68,80.0,,0.8,54.400000000000006
2018-09-29,43,80.0,,0.8,34.4
2018-09-30,39,80.0,,0.8,31.200000000000003
2018-10-01,91,80.0,False,0.8,72.8
2018-10-02,79,80.0,,0.8,63.2
2018-10-03,62,80.0,,0.8,49.6
2018-10-04,100,80.0,,0.8,80.0
2018-10-05,72,80.0,,0.8,57.6
2018-10-06,44,80.0,,0.8,35.2
2018-10-07,39,80.0,,0.8,31.200000000000003
2018-10-08,60,80.0,,0.8,48.0
2018-10-09,83,80.0,,0.8,66.4
2018-10-10,73,80.0,,0.8,58.400000000000006
2018-10-11,86,80.0,,0.8,68.8
2018-10-12,58,80.0,,0.8,46.400000000000006
2018-10-13,40,80.0,,0.8,32.0
2018-10-14,34,80.0,,0.8,27.200000000000003
2018-10-15,68,80.0,,0.8,54.400000000000006
2018-10-16,85,80.0,,0.8,68.0
2018-10-17,63,80.0,,0.8,50.400000000000006
2018-10-18,77,80.0,,0.8,61.6
2018-10-19,94,80.0,,0.8,75.2
2018-10-20,50,80.0,,0.8,40.0
2018-10-21,30,80.0,,0.8,24.0
2018-10-22,56,80.0,,0.8,44.800000000000004
2018-10-23,97,80.0,,0.8,77.60000000000001
2018-10-24,70,80.0,,0.8,56.0
2018-10-25,84,80.0,,0.8,67.2
2018-10-26,81,80.0,,0.8,64.8
2018-10-27,49,80.0,,0.8,39.2
2018-10-28,35,80.0,,0.8,28.0
2018-10-29,83,80.0,,0.8,66.4
2018-10-30,91,80.0,,0.8,72.8
2018-10-31,84,80.0,,0.8,67.2
2018-11-01,100,70.0,False,0.7,70.0
2018-11-02,74,70.0,,0.7,51.8
2018-11-03,46,70.0,,0.7,32.199999999999996
2018-11-04,45,70.0,,0.7,31.499999999999996
2018-11-05,87,70.0,,0.7,60.9
2018-11-06,58,70.0,,0.7,40.599999999999994
2018-11-07,61,70.0,,0.7,42.699999999999996
2018-11-08,75,70.0,,0.7,52.5
2018-11-09,75,70.0,,0.7,52.5
2018-11-10,34,70.0,,0.7,23.799999999999997
2018-11-11,37,70.0,,0.7,25.9
2018-11-12,67,70.0,,0.7,46.9
2018-11-13,69,70.0,,0.7,48.3
2018-11-14,64,70.0,,0.7,44.8
2018-11-15,54,70.0,,0.7,37.8
2018-11-16,61,70.0,,0.7,42.699999999999996
2018-11-17,63,70.0,,0.7,44.099999999999994
2018-11-18,48,70.0,,0.7,33.599999999999994
2018-11-19,79,70.0,,0.7,55.3
2018-11-20,81,70.0,,0.7,56.699999999999996
2018-11-21,70,70.0,,0.7,49.0
2018-11-22,46,70.0,,0.7,32.199999999999996
2018-11-23,45,70.0,,0.7,31.499999999999996
2018-11-24,49,70.0,,0.7,34.3
2018-11-25,55,70.0,,0.7,38.5
2018-11-26,60,70.0,,0.7,42.0
2018-11-27,93,70.0,,0.7,65.1
2018-11-28,82,70.0,,0.7,57.4
2018-11-29,81,70.0,,0.7,56.699999999999996
2018-11-30,66,70.0,,0.7,46.199999999999996
2018-12-01,43,74.0,False,0.74,31.82
2018-12-02,40,74.0,,0.74,29.6
2018-12-03,61,74.0,,0.74,45.14
2018-12-04,74,74.0,,0.74,54.76
2018-12-05,49,74.0,,0.74,36.26
2018-12-06,75,74.0,,0.74,55.5
2018-12-07,73,74.0,,0.74,54.019999999999996
2018-12-08,49,74.0,,0.74,36.26
2018-12-09,36,74.0,,0.74,26.64
2018-12-10,80,74.0,,0.74,59.2
2018-12-11,60,74.0,,0.74,44.4
2018-12-12,82,74.0,,0.74,60.68
2018-12-13,62,74.0,,0.74,45.88
2018-12-14,75,74.0,,0.74,55.5
2018-12-15,32,74.0,,0.74,23.68
2018-12-16,28,74.0,,0.74,20.72
2018-12-17,70,74.0,,0.74,51.8
2018-12-18,67,74.0,,0.74,49.58
2018-12-19,70,74.0,,0.74,51.8
2018-12-20,75,74.0,,0.74,55.5
2018-12-21,64,74.0,,0.74,47.36
2018-12-22,39,74.0,,0.74,28.86
2018-12-23,33,74.0,,0.74,24.419999999999998
2018-12-24,52,74.0,,0.74,38.48
2018-12-25,49,74.0,,0.74,36.26
2018-12-26,100,74.0,,0.74,74.0
2018-12-27,69,74.0,,0.74,51.06
2018-12-28,82,74.0,,0.74,60.68
2018-12-29,41,74.0,,0.74,30.34
2018-12-30,47,74.0,,0.74,34.78
2018-12-31,64,74.0,,0.74,47.36
2019-01-01,53,79.0,False,0.79,41.870000000000005
2019-01-02,74,79.0,,0.79,58.46
2019-01-03,95,79.0,,0.79,75.05
2019-01-04,74,79.0,,0.79,58.46
2019-01-05,49,79.0,,0.79,38.71
2019-01-06,29,79.0,,0.79,22.91
2019-01-07,59,79.0,,0.79,46.61
2019-01-08,94,79.0,,0.79,74.26
2019-01-09,72,79.0,,0.79,56.88
2019-01-10,49,79.0,,0.79,38.71
2019-01-11,79,79.0,,0.79,62.410000000000004
2019-01-12,57,79.0,,0.79,45.03
2019-01-13,46,79.0,,0.79,36.34
2019-01-14,70,79.0,,0.79,55.300000000000004
2019-01-15,69,79.0,,0.79,54.510000000000005
2019-01-16,76,79.0,,0.79,60.040000000000006
2019-01-17,75,79.0,,0.79,59.25
2019-01-18,87,79.0,,0.79,68.73
2019-01-19,47,79.0,,0.79,37.13
2019-01-20,38,79.0,,0.79,30.020000000000003
2019-01-21,41,79.0,,0.79,32.39
2019-01-22,68,79.0,,0.79,53.72
2019-01-23,82,79.0,,0.79,64.78
2019-01-24,80,79.0,,0.79,63.2
2019-01-25,72,79.0,,0.79,56.88
2019-01-26,55,79.0,,0.79,43.45
2019-01-27,42,79.0,,0.79,33.18
2019-01-28,56,79.0,,0.79,44.24
2019-01-29,95,79.0,,0.79,75.05
2019-01-30,71,79.0,,0.79,56.09
2019-01-31,100,79.0,,0.79,79.0
2019-02-01,86,72.0,False,0.72,61.919999999999995
2019-02-02,37,72.0,,0.72,26.64
2019-02-03,32,72.0,,0.72,23.04
2019-02-04,76,72.0,,0.72,54.72
2019-02-05,87,72.0,,0.72,62.64
2019-02-06,91,72.0,,0.72,65.52
2019-02-07,83,72.0,,0.72,59.76
2019-02-08,67,72.0,,0.72,48.239999999999995
2019-02-09,59,72.0,,0.72,42.48
2019-02-10,36,72.0,,0.72,25.919999999999998
2019-02-11,95,72.0,,0.72,68.39999999999999
2019-02-12,91,72.0,,0.72,65.52
2019-02-13,87,72.0,,0.72,62.64
2019-02-14,77,72.0,,0.72,55.44
2019-02-15,76,72.0,,0.72,54.72
2019-02-16,48,72.0,,0.72,34.56
2019-02-17,54,72.0,,0.72,38.879999999999995
2019-02-18,72,72.0,,0.72,51.839999999999996
2019-02-19,75,72.0,,0.72,54.0
2019-02-20,100,72.0,,0.72,72.0
2019-02-21,80,72.0,,0.72,57.599999999999994
2019-02-22,67,72.0,,0.72,48.239999999999995
2019-02-23,48,72.0,,0.72,34.56
2019-02-24,37,72.0,,0.72,26.64
2019-02-25,76,72.0,,0.72,54.72
2019-02-26,72,72.0,,0.72,51.839999999999996
2019-02-27,62,72.0,,0.72,44.64
2019-02-28,77,72.0,,0.72,55.44
2019-03-01,82,70.0,False,0.7,57.4
2019-03-02,55,70.0,,0.7,38.5
2019-03-03,67,70.0,,0.7,46.9
2019-03-04,84,70.0,,0.7,58.8
2019-03-05,73,70.0,,0.7,51.099999999999994
2019-03-06,82,70.0,,0.7,57.4
2019-03-07,69,70.0,,0.7,48.3
2019-03-08,59,70.0,,0.7,41.3
2019-03-09,63,70.0,,0.7,44.099999999999994
2019-03-10,56,70.0,,0.7,39.199999999999996
2019-03-11,100,70.0,,0.7,70.0
2019-03-12,68,70.0,,0.7,47.599999999999994
2019-03-13,74,70.0,,0.7,51.8
2019-03-14,67,70.0,,0.7,46.9
2019-03-15,69,70.0,,0.7,48.3
2019-03-16,44,70.0,,0.7,30.799999999999997
2019-03-17,53,70.0,,0.7,37.099999999999994
2019-03-18,94,70.0,,0.7,65.8
2019-03-19,90,70.0,,0.7,62.99999999999999
2019-03-20,66,70.0,,0.7,46.199999999999996
2019-03-21,94,70.0,,0.7,65.8
2019-03-22,77,70.0,,0.7,53.9
2019-03-23,45,70.0,,0.7,31.499999999999996
2019-03-24,39,70.0,,0.7,27.299999999999997
2019-03-25,86,70.0,,0.7,60.199999999999996
2019-03-26,70,70.0,,0.7,49.0
2019-03-27,82,70.0,,0.7,57.4
2019-03-28,88,70.0,,0.7,61.599999999999994
2019-03-29,69,70.0,,0.7,48.3
2019-03-30,58,70.0,,0.7,40.599999999999994
2019-03-31,62,70.0,,0.7,43.4
2019-04-01,44,77.0,False,0.77,33.88
2019-04-02,40,77.0,,0.77,30.8
2019-04-03,51,77.0,,0.77,39.27
2019-04-04,37,77.0,,0.77,28.490000000000002
2019-04-05,55,77.0,,0.77,42.35
2019-04-06,32,77.0,,0.77,24.64
2019-04-07,21,77.0,,0.77,16.17
2019-04-08,35,77.0,,0.77,26.95
2019-04-09,48,77.0,,0.77,36.96
2019-04-10,52,77.0,,0.77,40.04
2019-04-11,40,77.0,,0.77,30.8
2019-04-12,33,77.0,,0.77,25.41
2019-04-13,28,77.0,,0.77,21.560000000000002
2019-04-14,34,77.0,,0.77,26.18
2019-04-15,35,77.0,,0.77,26.95
2019-04-16,38,77.0,,0.77,29.26
2019-04-17,42,77.0,,0.77,32.34
2019-04-18,63,77.0,,0.77,48.51
2019-04-19,40,77.0,,0.77,30.8
2019-04-20,27,77.0,,0.77,20.79
2019-04-21,24,77.0,,0.77,18.48
2019-04-22,51,77.0,,0.77,39.27
2019-04-23,100,77.0,,0.77,77.0
2019-04-24,63,77.0,,0.77,48.51
2019-04-25,62,77.0,,0.77,47.74
2019-04-26,52,77.0,,0.77,40.04
2019-04-27,31,77.0,,0.77,23.87
2019-04-28,28,77.0,,0.77,21.560000000000002
2019-04-29,58,77.0,,0.77,44.660000000000004
2019-04-30,57,77.0,,0.77,43.89
2019-05-01,65,77.0,False,0.77,50.050000000000004
2019-05-02,62,77.0,,0.77,47.74
2019-05-03,72,77.0,,0.77,55.44
2019-05-04,47,77.0,,0.77,36.19
2019-05-05,31,77.0,,0.77,23.87
2019-05-06,91,77.0,,0.77,70.07000000000001
2019-05-07,79,77.0,,0.77,60.83
2019-05-08,64,77.0,,0.77,49.28
2019-05-09,62,77.0,,0.77,47.74
2019-05-10,84,77.0,,0.77,64.68
2019-05-11,45,77.0,,0.77,34.65
2019-05-12,43,77.0,,0.77,33.11
2019-05-13,92,77.0,,0.77,70.84
2019-05-14,71,77.0,,0.77,54.67
2019-05-15,74,77.0,,0.77,56.980000000000004
2019-05-16,64,77.0,,0.77,49.28
2019-05-17,80,77.0,,0.77,61.6
2019-05-18,39,77.0,,0.77,30.03
2019-05-19,47,77.0,,0.77,36.19
2019-05-20,100,77.0,,0.77,77.0
2019-05-21,87,77.0,,0.77,66.99
2019-05-22,66,77.0,,0.77,50.82
2019-05-23,81,77.0,,0.77,62.370000000000005
2019-05-24,70,77.0,,0.77,53.9
2019-05-25,45,77.0,,0.77,34.65
2019-05-26,53,77.0,,0.77,40.81
2019-05-27,41,77.0,,0.77,31.57
2019-05-28,67,77.0,,0.77,51.59
2019-05-29,82,77.0,,0.77,63.14
2019-05-30,69,77.0,,0.77,53.13
2019-05-31,63,77.0,,0.77,48.51
2019-06-01,42,79.0,False,0.79,33.18
2019-06-02,25,79.0,,0.79,19.75
2019-06-03,64,79.0,,0.79,50.56
2019-06-04,81,79.0,,0.79,63.99
2019-06-05,82,79.0,,0.79,64.78
2019-06-06,61,79.0,,0.79,48.190000000000005
2019-06-07,89,79.0,,0.79,70.31
2019-06-08,40,79.0,,0.79,31.6
2019-06-09,38,79.0,,0.79,30.020000000000003
2019-06-10,82,79.0,,0.79,64.78
2019-06-11,87,79.0,,0.79,68.73
2019-06-12,78,79.0,,0.79,61.620000000000005
2019-06-13,70,79.0,,0.79,55.300000000000004
2019-06-14,60,79.0,,0.79,47.400000000000006
2019-06-15,40,79.0,,0.79,31.6
2019-06-16,38,79.0,,0.79,30.020000000000003
2019-06-17,88,79.0,,0.79,69.52000000000001
2019-06-18,75,79.0,,0.79,59.25
2019-06-19,69,79.0,,0.79,54.510000000000005
2019-06-20,83,79.0,,0.79,65.57000000000001
2019-06-21,81,79.0,,0.79,63.99
2019-06-22,39,79.0,,0.79,30.810000000000002
2019-06-23,33,79.0,,0.79,26.07
2019-06-24,78,79.0,,0.79,61.620000000000005
2019-06-25,66,79.0,,0.79,52.14
2019-06-26,100,79.0,,0.79,79.0
2019-06-27,79,79.0,,0.79,62.410000000000004
2019-06-28,76,79.0,,0.79,60.040000000000006
2019-06-29,48,79.0,,0.79,37.92
2019-06-30,38,79.0,,0.79,30.020000000000003
2019-07-01,76,84.0,False,0.84,63.839999999999996
2019-07-02,51,84.0,,0.84,42.839999999999996
2019-07-03,64,84.0,,0.84,53.76
2019-07-04,29,84.0,,0.84,24.36
2019-07-05,60,84.0,,0.84,50.4
2019-07-06,24,84.0,,0.84,20.16
2019-07-07,32,84.0,,0.84,26.88
2019-07-08,55,84.0,,0.84,46.199999999999996
2019-07-09,82,84.0,,0.84,68.88
2019-07-10,82,84.0,,0.84,68.88
2019-07-11,82,84.0,,0.84,68.88
2019-07-12,82,84.0,,0.84,68.88
2019-07-13,49,84.0,,0.84,41.16
2019-07-14,29,84.0,,0.84,24.36
2019-07-15,73,84.0,,0.84,61.32
2019-07-16,72,84.0,,0.84,60.48
2019-07-17,64,84.0,,0.84,53.76
2019-07-18,62,84.0,,0.84,52.08
2019-07-19,51,84.0,,0.84,42.839999999999996
2019-07-20,45,84.0,,0.84,37.8
2019-07-21,31,84.0,,0.84,26.04
2019-07-22,78,84.0,,0.84,65.52
2019-07-23,100,84.0,,0.84,84.0
2019-07-24,67,84.0,,0.84,56.28
2019-07-25,54,84.0,,0.84,45.36
2019-07-26,52,84.0,,0.84,43.68
2019-07-27,36,84.0,,0.84,30.24
2019-07-28,31,84.0,,0.84,26.04
2019-07-29,52,84.0,,0.84,43.68
2019-07-30,62,84.0,,0.84,52.08
2019-07-31,59,84.0,,0.84,49.559999999999995
2019-08-01,55,75.0,False,0.75,41.25
2019-08-02,52,75.0,,0.75,39.0
2019-08-03,43,75.0,,0.75,32.25
2019-08-04,33,75.0,,0.75,24.75
2019-08-05,59,75.0,,0.75,44.25
2019-08-06,68,75.0,,0.75,51.0
2019-08-07,76,75.0,,0.75,57.0
2019-08-08,83,75.0,,0.75,62.25
2019-08-09,80,75.0,,0.75,60.0
2019-08-10,31,75.0,,0.75,23.25
2019-08-11,31,75.0,,0.75,23.25
2019-08-12,68,75.0,,0.75,51.0
2019-08-13,100,75.0,,0.75,75.0
2019-08-14,70,75.0,,0.75,52.5
2019-08-15,85,75.0,,0.75,63.75
2019-08-16,69,75.0,,0.75,51.75
2019-08-17,28,75.0,,0.75,21.0
2019-08-18,35,75.0,,0.75,26.25
2019-08-19,68,75.0,,0.75,51.0
2019-08-20,79,75.0,,0.75,59.25
2019-08-21,68,75.0,,0.75,51.0
2019-08-22,51,75.0,,0.75,38.25
2019-08-23,67,75.0,,0.75,50.25
2019-08-24,26,75.0,,0.75,19.5
2019-08-25,38,75.0,,0.75,28.5
2019-08-26,59,75.0,,0.75,44.25
2019-08-27,84,75.0,,0.75,63.0
2019-08-28,89,75.0,,0.75,66.75
2019-08-29,72,75.0,,0.75,54.0
