date,BABA_unscaled,BABA_monthly,isPartial,scale,BABA
2019-08-21,65,69.0,,0.69,44.849999999999994
2019-08-22,73,69.0,,0.69,50.37
2019-08-23,70,69.0,,0.69,48.3
2019-08-24,58,69.0,,0.69,40.019999999999996
2019-08-25,51,69.0,,0.69,35.19
2019-08-26,66,69.0,,0.69,45.54
2019-08-27,72,69.0,,0.69,49.67999999999999
2019-08-28,59,69.0,,0.69,40.709999999999994
2019-08-29,67,69.0,,0.69,46.23
2019-08-30,68,69.0,,0.69,46.919999999999995
2019-08-31,51,69.0,,0.69,35.19
2019-09-01,79,63.0,False,0.63,49.77
2019-09-02,71,63.0,,0.63,44.73
2019-09-03,79,63.0,,0.63,49.77
2019-09-04,77,63.0,,0.63,48.51
2019-09-05,92,63.0,,0.63,57.96
2019-09-06,78,63.0,,0.63,49.14
2019-09-07,70,63.0,,0.63,44.1
2019-09-08,72,63.0,,0.63,45.36
2019-09-09,85,63.0,,0.63,53.55
2019-09-10,92,63.0,,0.63,57.96
2019-09-11,94,63.0,,0.63,59.22
2019-09-12,89,63.0,,0.63,56.07
2019-09-13,80,63.0,,0.63,50.4
2019-09-14,75,63.0,,0.63,47.25
2019-09-15,71,63.0,,0.63,44.73
2019-09-16,78,63.0,,0.63,49.14
2019-09-17,72,63.0,,0.63,45.36
2019-09-18,70,63.0,,0.63,44.1
2019-09-19,80,63.0,,0.63,50.4
2019-09-20,91,63.0,,0.63,57.33
2019-09-21,62,63.0,,0.63,39.06
2019-09-22,61,63.0,,0.63,38.43
2019-09-23,81,63.0,,0.63,51.03
2019-09-24,83,63.0,,0.63,52.29
2019-09-25,77,63.0,,0.63,48.51
2019-09-26,82,63.0,,0.63,51.660000000000004
2019-09-27,100,63.0,,0.63,63.0
2019-09-28,80,63.0,,0.63,50.4
2019-09-29,73,63.0,,0.63,45.99
2019-09-30,96,63.0,,0.63,60.480000000000004
2019-10-01,89,62.0,False,0.62,55.18
2019-10-02,92,62.0,,0.62,57.04
2019-10-03,90,62.0,,0.62,55.8
2019-10-04,87,62.0,,0.62,53.94
2019-10-05,70,62.0,,0.62,43.4
2019-10-06,68,62.0,,0.62,42.16
2019-10-07,81,62.0,,0.62,50.22
2019-10-08,90,62.0,,0.62,55.8
2019-10-09,100,62.0,,0.62,62.0
2019-10-10,89,62.0,,0.62,55.18
2019-10-11,98,62.0,,0.62,60.76
2019-10-12,73,62.0,,0.62,45.26
2019-10-13,66,62.0,,0.62,40.92
2019-10-14,79,62.0,,0.62,48.98
2019-10-15,93,62.0,,0.62,57.66
2019-10-16,77,62.0,,0.62,47.74
2019-10-17,85,62.0,,0.62,52.7
2019-10-18,77,62.0,,0.62,47.74
2019-10-19,66,62.0,,0.62,40.92
2019-10-20,75,62.0,,0.62,46.5
2019-10-21,75,62.0,,0.62,46.5
2019-10-22,68,62.0,,0.62,42.16
2019-10-23,76,62.0,,0.62,47.12
2019-10-24,90,62.0,,0.62,55.8
2019-10-25,77,62.0,,0.62,47.74
2019-10-26,70,62.0,,0.62,43.4
2019-10-27,70,62.0,,0.62,43.4
2019-10-28,84,62.0,,0.62,52.08
2019-10-29,79,62.0,,0.62,48.98
2019-10-30,77,62.0,,0.62,47.74
2019-10-31,86,62.0,,0.62,53.32
2019-11-01,100,67.0,False,0.67,67.0
2019-11-02,62,67.0,,0.67,41.54
2019-11-03,59,67.0,,0.67,39.53
2019-11-04,78,67.0,,0.67,52.260000000000005
2019-11-05,75,67.0,,0.67,50.25
2019-11-06,74,67.0,,0.67,49.580000000000005
2019-11-07,75,67.0,,0.67,50.25
2019-11-08,84,67.0,,0.67,56.28
2019-11-09,60,67.0,,0.67,40.2
2019-11-10,60,67.0,,0.67,40.2
2019-11-11,98,67.0,,0.67,65.66000000000001
2019-11-12,78,67.0,,0.67,52.260000000000005
2019-11-13,73,67.0,,0.67,48.910000000000004
2019-11-14,79,67.0,,0.67,52.93
2019-11-15,72,67.0,,0.67,48.24
2019-11-16,61,67.0,,0.67,40.870000000000005
2019-11-17,55,67.0,,0.67,36.85
2019-11-18,67,67.0,,0.67,44.89
2019-11-19,76,67.0,,0.67,50.92
2019-11-20,72,67.0,,0.67,48.24
2019-11-21,68,67.0,,0.67,45.56
2019-11-22,65,67.0,,0.67,43.550000000000004
2019-11-23,61,67.0,,0.67,40.870000000000005
2019-11-24,51,67.0,,0.67,34.17
2019-11-25,78,67.0,,0.67,52.260000000000005
2019-11-26,93,67.0,,0.67,62.31
2019-11-27,97,67.0,,0.67,64.99000000000001
2019-11-28,69,67.0,,0.67,46.230000000000004
2019-11-29,79,67.0,,0.67,52.93
2019-11-30,58,67.0,,0.67,38.86
2019-12-01,41,74.0,False,0.74,30.34
2019-12-02,51,74.0,,0.74,37.74
2019-12-03,56,74.0,,0.74,41.44
2019-12-04,48,74.0,,0.74,35.519999999999996
2019-12-05,64,74.0,,0.74,47.36
2019-12-06,63,74.0,,0.74,46.62
2019-12-07,46,74.0,,0.74,34.04
2019-12-08,37,74.0,,0.74,27.38
2019-12-09,52,74.0,,0.74,38.48
2019-12-10,47,74.0,,0.74,34.78
2019-12-11,60,74.0,,0.74,44.4
2019-12-12,62,74.0,,0.74,45.88
2019-12-13,65,74.0,,0.74,48.1
2019-12-14,45,74.0,,0.74,33.3
2019-12-15,49,74.0,,0.74,36.26
2019-12-16,62,74.0,,0.74,45.88
2019-12-17,60,74.0,,0.74,44.4
2019-12-18,61,74.0,,0.74,45.14
2019-12-19,67,74.0,,0.74,49.58
2019-12-20,65,74.0,,0.74,48.1
2019-12-21,51,74.0,,0.74,37.74
2019-12-22,53,74.0,,0.74,39.22
2019-12-23,100,74.0,,0.74,74.0
2019-12-24,80,74.0,,0.74,59.2
2019-12-25,66,74.0,,0.74,48.839999999999996
2019-12-26,78,74.0,,0.74,57.72
2019-12-27,69,74.0,,0.74,51.06
2019-12-28,53,74.0,,0.74,39.22
2019-12-29,54,74.0,,0.74,39.96
2019-12-30,62,74.0,,0.74,45.88
2019-12-31,61,74.0,,0.74,45.14
2020-01-01,83,76.0,False,0.76,63.08
2020-01-02,100,76.0,,0.76,76.0
2020-01-03,95,76.0,,0.76,72.2
2020-01-04,68,76.0,,0.76,51.68
2020-01-05,63,76.0,,0.76,47.88
2020-01-06,81,76.0,,0.76,61.56
2020-01-07,81,76.0,,0.76,61.56
2020-01-08,83,76.0,,0.76,63.08
2020-01-09,97,76.0,,0.76,73.72
2020-01-10,94,76.0,,0.76,71.44
2020-01-11,66,76.0,,0.76,50.160000000000004
2020-01-12,63,76.0,,0.76,47.88
2020-01-13,86,76.0,,0.76,65.36
2020-01-14,85,76.0,,0.76,64.6
2020-01-15,88,76.0,,0.76,66.88
2020-01-16,97,76.0,,0.76,73.72
2020-01-17,84,76.0,,0.76,63.84
2020-01-18,76,76.0,,0.76,57.76
2020-01-19,69,76.0,,0.76,52.44
2020-01-20,71,76.0,,0.76,53.96
2020-01-21,87,76.0,,0.76,66.12
2020-01-22,84,76.0,,0.76,63.84
2020-01-23,90,76.0,,0.76,68.4
2020-01-24,80,76.0,,0.76,60.8
2020-01-25,65,76.0,,0.76,49.4
2020-01-26,65,76.0,,0.76,49.4
2020-01-27,98,76.0,,0.76,74.48
2020-01-28,95,76.0,,0.76,72.2
2020-01-29,82,76.0,,0.76,62.32
2020-01-30,96,76.0,,0.76,72.96000000000001
2020-01-31,98,76.0,,0.76,74.48
2020-02-01,49,75.0,False,0.75,36.75
2020-02-02,46,75.0,,0.75,34.5
2020-02-03,66,75.0,,0.75,49.5
2020-02-04,68,75.0,,0.75,51.0
2020-02-05,67,75.0,,0.75,50.25
2020-02-06,72,75.0,,0.75,54.0
2020-02-07,68,75.0,,0.75,51.0
2020-02-08,48,75.0,,0.75,36.0
2020-02-09,52,75.0,,0.75,39.0
2020-02-10,66,75.0,,0.75,49.5
2020-02-11,64,75.0,,0.75,48.0
2020-02-12,80,75.0,,0.75,60.0
2020-02-13,100,75.0,,0.75,75.0
2020-02-14,73,75.0,,0.75,54.75
2020-02-15,45,75.0,,0.75,33.75
2020-02-16,45,75.0,,0.75,33.75
2020-02-17,49,75.0,,0.75,36.75
2020-02-18,59,75.0,,0.75,44.25
2020-02-19,60,75.0,,0.75,45.0
2020-02-20,61,75.0,,0.75,45.75
2020-02-21,60,75.0,,0.75,45.0
2020-02-22,48,75.0,,0.75,36.0
2020-02-23,44,75.0,,0.75,33.0
2020-02-24,62,75.0,,0.75,46.5
2020-02-25,61,75.0,,0.75,45.75
2020-02-26,66,75.0,,0.75,49.5
2020-02-27,67,75.0,,0.75,50.25
2020-02-28,68,75.0,,0.75,51.0
2020-02-29,51,75.0,,0.75,38.25
2020-03-01,71,69.0,False,0.69,48.989999999999995
2020-03-02,90,69.0,,0.69,62.099999999999994
2020-03-03,84,69.0,,0.69,57.959999999999994
2020-03-04,71,69.0,,0.69,48.989999999999995
2020-03-05,91,69.0,,0.69,62.78999999999999
2020-03-06,90,69.0,,0.69,62.099999999999994
2020-03-07,62,69.0,,0.69,42.779999999999994
2020-03-08,62,69.0,,0.69,42.779999999999994
2020-03-09,91,69.0,,0.69,62.78999999999999
2020-03-10,90,69.0,,0.69,62.099999999999994
2020-03-11,80,69.0,,0.69,55.199999999999996
2020-03-12,95,69.0,,0.69,65.55
2020-03-13,100,69.0,,0.69,69.0
2020-03-14,83,69.0,,0.69,57.269999999999996
2020-03-15,69,69.0,,0.69,47.61
2020-03-16,83,69.0,,0.69,57.269999999999996
2020-03-17,88,69.0,,0.69,60.72
2020-03-18,92,69.0,,0.69,63.48
2020-03-19,91,69.0,,0.69,62.78999999999999
2020-03-20,81,69.0,,0.69,55.88999999999999
2020-03-21,75,69.0,,0.69,51.74999999999999
2020-03-22,71,69.0,,0.69,48.989999999999995
2020-03-23,87,69.0,,0.69,60.029999999999994
2020-03-24,95,69.0,,0.69,65.55
2020-03-25,87,69.0,,0.69,60.029999999999994
2020-03-26,79,69.0,,0.69,54.51
2020-03-27,89,69.0,,0.69,61.41
2020-03-28,63,69.0,,0.69,43.47
2020-03-29,56,69.0,,0.69,38.64
2020-03-30,77,69.0,,0.69,53.129999999999995
2020-03-31,81,69.0,,0.69,55.88999999999999
2020-04-01,94,67.0,False,0.67,62.980000000000004
2020-04-02,95,67.0,,0.67,63.650000000000006
2020-04-03,83,67.0,,0.67,55.61000000000001
2020-04-04,79,67.0,,0.67,52.93
2020-04-05,78,67.0,,0.67,52.260000000000005
2020-04-06,90,67.0,,0.67,60.300000000000004
2020-04-07,92,67.0,,0.67,61.64
2020-04-08,83,67.0,,0.67,55.61000000000001
2020-04-09,91,67.0,,0.67,60.970000000000006
2020-04-10,77,67.0,,0.67,51.59
2020-04-11,81,67.0,,0.67,54.27
2020-04-12,92,67.0,,0.67,61.64
2020-04-13,85,67.0,,0.67,56.95
2020-04-14,91,67.0,,0.67,60.970000000000006
2020-04-15,84,67.0,,0.67,56.28
2020-04-16,96,67.0,,0.67,64.32000000000001
2020-04-17,93,67.0,,0.67,62.31
2020-04-18,81,67.0,,0.67,54.27
2020-04-19,76,67.0,,0.67,50.92
2020-04-20,99,67.0,,0.67,66.33
2020-04-21,100,67.0,,0.67,67.0
2020-04-22,97,67.0,,0.67,64.99000000000001
2020-04-23,97,67.0,,0.67,64.99000000000001
2020-04-24,97,67.0,,0.67,64.99000000000001
2020-04-25,78,67.0,,0.67,52.260000000000005
2020-04-26,78,67.0,,0.67,52.260000000000005
2020-04-27,89,67.0,,0.67,59.63
2020-04-28,85,67.0,,0.67,56.95
2020-04-29,89,67.0,,0.67,59.63
2020-04-30,100,67.0,,0.67,67.0
2020-05-01,47,80.0,False,0.8,37.6
2020-05-02,37,80.0,,0.8,29.6
2020-05-03,35,80.0,,0.8,28.0
2020-05-04,46,80.0,,0.8,36.800000000000004
2020-05-05,43,80.0,,0.8,34.4
2020-05-06,40,80.0,,0.8,32.0
2020-05-07,46,80.0,,0.8,36.800000000000004
2020-05-08,49,80.0,,0.8,39.2
2020-05-09,39,80.0,,0.8,31.200000000000003
2020-05-10,43,80.0,,0.8,34.4
2020-05-11,45,80.0,,0.8,36.0
2020-05-12,47,80.0,,0.8,37.6
2020-05-13,51,80.0,,0.8,40.800000000000004
2020-05-14,52,80.0,,0.8,41.6
2020-05-15,52,80.0,,0.8,41.6
2020-05-16,40,80.0,,0.8,32.0
2020-05-17,39,80.0,,0.8,31.200000000000003
2020-05-18,53,80.0,,0.8,42.400000000000006
2020-05-19,57,80.0,,0.8,45.6
2020-05-20,73,80.0,,0.8,58.400000000000006
2020-05-21,70,80.0,,0.8,56.0
2020-05-22,100,80.0,,0.8,80.0
2020-05-23,48,80.0,,0.8,38.400000000000006
2020-05-24,45,80.0,,0.8,36.0
2020-05-25,49,80.0,,0.8,39.2
2020-05-26,59,80.0,,0.8,47.2
2020-05-27,54,80.0,,0.8,43.2
2020-05-28,59,80.0,,0.8,47.2
2020-05-29,53,80.0,,0.8,42.400000000000006
2020-05-30,40,80.0,,0.8,32.0
2020-05-31,34,80.0,,0.8,27.200000000000003
2020-06-01,77,74.0,False,0.74,56.98
2020-06-02,74,74.0,,0.74,54.76
2020-06-03,90,74.0,,0.74,66.6
2020-06-04,71,74.0,,0.74,52.54
2020-06-05,93,74.0,,0.74,68.82
2020-06-06,62,74.0,,0.74,45.88
2020-06-07,66,74.0,,0.74,48.839999999999996
2020-06-08,74,74.0,,0.74,54.76
2020-06-09,78,74.0,,0.74,57.72
2020-06-10,73,74.0,,0.74,54.019999999999996
2020-06-11,79,74.0,,0.74,58.46
2020-06-12,74,74.0,,0.74,54.76
2020-06-13,65,74.0,,0.74,48.1
2020-06-14,53,74.0,,0.74,39.22
2020-06-15,74,74.0,,0.74,54.76
2020-06-16,100,74.0,,0.74,74.0
2020-06-17,93,74.0,,0.74,68.82
2020-06-18,76,74.0,,0.74,56.24
2020-06-19,77,74.0,,0.74,56.98
2020-06-20,55,74.0,,0.74,40.7
2020-06-21,78,74.0,,0.74,57.72
2020-06-22,79,74.0,,0.74,58.46
2020-06-23,90,74.0,,0.74,66.6
2020-06-24,77,74.0,,0.74,56.98
2020-06-25,81,74.0,,0.74,59.94
2020-06-26,73,74.0,,0.74,54.019999999999996
2020-06-27,61,74.0,,0.74,45.14
2020-06-28,67,74.0,,0.74,49.58
2020-06-29,76,74.0,,0.74,56.24
2020-06-30,71,74.0,,0.74,52.54
2020-07-01,57,76.0,False,0.76,43.32
2020-07-02,63,76.0,,0.76,47.88
2020-07-03,55,76.0,,0.76,41.8
2020-07-04,58,76.0,,0.76,44.08
2020-07-05,63,76.0,,0.76,47.88
2020-07-06,79,76.0,,0.76,60.04
2020-07-07,78,76.0,,0.76,59.28
2020-07-08,100,76.0,,0.76,76.0
2020-07-09,100,76.0,,0.76,76.0
2020-07-10,83,76.0,,0.76,63.08
2020-07-11,55,76.0,,0.76,41.8
2020-07-12,65,76.0,,0.76,49.4
2020-07-13,80,76.0,,0.76,60.8
2020-07-14,70,76.0,,0.76,53.2
2020-07-15,75,76.0,,0.76,57.0
2020-07-16,73,76.0,,0.76,55.480000000000004
2020-07-17,76,76.0,,0.76,57.76
2020-07-18,55,76.0,,0.76,41.8
2020-07-19,49,76.0,,0.76,37.24
2020-07-20,80,76.0,,0.76,60.8
2020-07-21,69,76.0,,0.76,52.44
2020-07-22,75,76.0,,0.76,57.0
2020-07-23,71,76.0,,0.76,53.96
2020-07-24,72,76.0,,0.76,54.72
2020-07-25,62,76.0,,0.76,47.12
2020-07-26,49,76.0,,0.76,37.24
2020-07-27,63,76.0,,0.76,47.88
2020-07-28,63,76.0,,0.76,47.88
2020-07-29,60,76.0,,0.76,45.6
2020-07-30,57,76.0,,0.76,43.32
2020-07-31,75,76.0,,0.76,57.0
2020-08-01,64,75.0,False,0.75,48.0
2020-08-02,57,75.0,,0.75,42.75
2020-08-03,73,75.0,,0.75,54.75
2020-08-04,71,75.0,,0.75,53.25
2020-08-05,75,75.0,,0.75,56.25
2020-08-06,77,75.0,,0.75,57.75
2020-08-07,88,75.0,,0.75,66.0
2020-08-08,82,75.0,,0.75,61.5
2020-08-09,61,75.0,,0.75,45.75
2020-08-10,82,75.0,,0.75,61.5
2020-08-11,74,75.0,,0.75,55.5
2020-08-12,70,75.0,,0.75,52.5
2020-08-13,70,75.0,,0.75,52.5
2020-08-14,66,75.0,,0.75,49.5
2020-08-15,58,75.0,,0.75,43.5
2020-08-16,65,75.0,,0.75,48.75
2020-08-17,76,75.0,,0.75,57.0
2020-08-18,78,75.0,,0.75,58.5
2020-08-19,83,75.0,,0.75,62.25
2020-08-20,100,75.0,,0.75,75.0
2020-08-21,89,75.0,,0.75,66.75
2020-08-22,69,75.0,,0.75,51.75
2020-08-23,71,75.0,,0.75,53.25
2020-08-24,90,75.0,,0.75,67.5
2020-08-25,92,75.0,,0.75,69.0
2020-08-26,94,75.0,,0.75,70.5
2020-08-27,93,75.0,,0.75,69.75
2020-08-28,83,75.0,,0.75,62.25
2020-08-29,62,75.0,,0.75,46.5
2020-08-30,67,75.0,,0.75,50.25
2020-08-31,73,75.0,,0.75,54.75
2020-09-01,96,68.0,False,0.68,65.28
2020-09-02,98,68.0,,0.68,66.64
2020-09-03,89,68.0,,0.68,60.52
2020-09-04,100,68.0,,0.68,68.0
2020-09-05,81,68.0,,0.68,55.080000000000005
2020-09-06,79,68.0,,0.68,53.720000000000006
2020-09-07,78,68.0,,0.68,53.040000000000006
2020-09-08,95,68.0,,0.68,64.60000000000001
2020-09-09,84,68.0,,0.68,57.120000000000005
2020-09-10,82,68.0,,0.68,55.760000000000005
2020-09-11,83,68.0,,0.68,56.440000000000005
2020-09-12,78,68.0,,0.68,53.040000000000006
2020-09-13,77,68.0,,0.68,52.36000000000001
2020-09-14,78,68.0,,0.68,53.040000000000006
2020-09-15,90,68.0,,0.68,61.2
2020-09-16,94,68.0,,0.68,63.92
2020-09-17,82,68.0,,0.68,55.760000000000005
2020-09-18,75,68.0,,0.68,51.00000000000001
2020-09-19,67,68.0,,0.68,45.56
2020-09-20,70,68.0,,0.68,47.6
2020-09-21,81,68.0,,0.68,55.080000000000005
2020-09-22,83,68.0,,0.68,56.440000000000005
2020-09-23,75,68.0,,0.68,51.00000000000001
2020-09-24,83,68.0,,0.68,56.440000000000005
2020-09-25,90,68.0,,0.68,61.2
2020-09-26,79,68.0,,0.68,53.720000000000006
2020-09-27,71,68.0,,0.68,48.28
2020-09-28,81,68.0,,0.68,55.080000000000005
2020-09-29,81,68.0,,0.68,55.080000000000005
2020-09-30,95,68.0,,0.68,64.60000000000001
2020-10-01,86,77.0,False,0.77,66.22
2020-10-02,96,77.0,,0.77,73.92
2020-10-03,72,77.0,,0.77,55.44
2020-10-04,64,77.0,,0.77,49.28
2020-10-05,86,77.0,,0.77,66.22
2020-10-06,87,77.0,,0.77,66.99
2020-10-07,85,77.0,,0.77,65.45
2020-10-08,87,77.0,,0.77,66.99
2020-10-09,96,77.0,,0.77,73.92
2020-10-10,68,77.0,,0.77,52.36
2020-10-11,66,77.0,,0.77,50.82
2020-10-12,82,77.0,,0.77,63.14
2020-10-13,89,77.0,,0.77,68.53
2020-10-14,84,77.0,,0.77,64.68
2020-10-15,84,77.0,,0.77,64.68
2020-10-16,87,77.0,,0.77,66.99
2020-10-17,71,77.0,,0.77,54.67
2020-10-18,69,77.0,,0.77,53.13
2020-10-19,87,77.0,,0.77,66.99
2020-10-20,90,77.0,,0.77,69.3
2020-10-21,100,77.0,,0.77,77.0
2020-10-22,91,77.0,,0.77,70.07000000000001
2020-10-23,95,77.0,,0.77,73.15
2020-10-24,70,77.0,,0.77,53.9
2020-10-25,67,77.0,,0.77,51.59
2020-10-26,99,77.0,,0.77,76.23
2020-10-27,92,77.0,,0.77,70.84
2020-10-28,100,77.0,,0.77,77.0
2020-10-29,92,77.0,,0.77,70.84
2020-10-30,92,77.0,,0.77,70.84
2020-10-31,73,77.0,,0.77,56.21
2020-11-01,46,92.0,False,0.92,42.32
2020-11-02,53,92.0,,0.92,48.760000000000005
2020-11-03,83,92.0,,0.92,76.36
2020-11-04,44,92.0,,0.92,40.480000000000004
2020-11-05,66,92.0,,0.92,60.720000000000006
2020-11-06,58,92.0,,0.92,53.36
2020-11-07,43,92.0,,0.92,39.56
2020-11-08,40,92.0,,0.92,36.800000000000004
2020-11-09,69,92.0,,0.92,63.480000000000004
2020-11-10,87,92.0,,0.92,80.04
2020-11-11,100,92.0,,0.92,92.0
2020-11-12,78,92.0,,0.92,71.76
2020-11-13,77,92.0,,0.92,70.84
2020-11-14,51,92.0,,0.92,46.92
2020-11-15,50,92.0,,0.92,46.0
2020-11-16,80,92.0,,0.92,73.60000000000001
2020-11-17,78,92.0,,0.92,71.76
2020-11-18,75,92.0,,0.92,69.0
2020-11-19,69,92.0,,0.92,63.480000000000004
2020-11-20,85,92.0,,0.92,78.2
2020-11-21,52,92.0,,0.92,47.84
2020-11-22,47,92.0,,0.92,43.24
2020-11-23,73,92.0,,0.92,67.16
2020-11-24,70,92.0,,0.92,64.4
2020-11-25,70,92.0,,0.92,64.4
2020-11-26,39,92.0,,0.92,35.88
2020-11-27,56,92.0,,0.92,51.52
2020-11-28,42,92.0,,0.92,38.64
2020-11-29,42,92.0,,0.92,38.64
2020-11-30,67,92.0,,0.92,61.64
2020-12-01,39,100.0,False,1.0,39.0
2020-12-02,36,100.0,,1.0,36.0
2020-12-03,41,100.0,,1.0,41.0
2020-12-04,35,100.0,,1.0,35.0
2020-12-05,25,100.0,,1.0,25.0
2020-12-06,24,100.0,,1.0,24.0
2020-12-07,34,100.0,,1.0,34.0
2020-12-08,30,100.0,,1.0,30.0
2020-12-09,32,100.0,,1.0,32.0
2020-12-10,32,100.0,,1.0,32.0
2020-12-11,29,100.0,,1.0,29.0
2020-12-12,24,100.0,,1.0,24.0
2020-12-13,22,100.0,,1.0,22.0
2020-12-14,34,100.0,,1.0,34.0
2020-12-15,33,100.0,,1.0,33.0
2020-12-16,31,100.0,,1.0,31.0
2020-12-17,33,100.0,,1.0,33.0
2020-12-18,31,100.0,,1.0,31.0
2020-12-19,24,100.0,,1.0,24.0
2020-12-20,24,100.0,,1.0,24.0
2020-12-21,32,100.0,,1.0,32.0
2020-12-22,33,100.0,,1.0,33.0
2020-12-23,35,100.0,,1.0,35.0
2020-12-24,100,100.0,,1.0,100.0
2020-12-25,47,100.0,,1.0,47.0
2020-12-26,40,100.0,,1.0,40.0
2020-12-27,35,100.0,,1.0,35.0
2020-12-28,86,100.0,,1.0,86.0
2020-12-29,74,100.0,,1.0,74.0
2020-12-30,59,100.0,,1.0,59.0
2020-12-31,51,100.0,,1.0,51.0
2021-01-01,60,95.0,False,0.95,57.0
2021-01-02,56,95.0,,0.95,53.199999999999996
2021-01-03,53,95.0,,0.95,50.349999999999994
2021-01-04,91,95.0,,0.95,86.45
2021-01-05,94,95.0,,0.95,89.3
2021-01-06,86,95.0,,0.95,81.7
2021-01-07,100,95.0,,0.95,95.0
2021-01-08,83,95.0,,0.95,78.85
2021-01-09,55,95.0,,0.95,52.25
2021-01-10,53,95.0,,0.95,50.349999999999994
2021-01-11,75,95.0,,0.95,71.25
2021-01-12,77,95.0,,0.95,73.14999999999999
2021-01-13,76,95.0,,0.95,72.2
2021-01-14,93,95.0,,0.95,88.35
2021-01-15,83,95.0,,0.95,78.85
2021-01-16,51,95.0,,0.95,48.449999999999996
2021-01-17,47,95.0,,0.95,44.65
2021-01-18,55,95.0,,0.95,52.25
2021-01-19,73,95.0,,0.95,69.35
2021-01-20,84,95.0,,0.95,79.8
2021-01-21,71,95.0,,0.95,67.45
2021-01-22,63,95.0,,0.95,59.849999999999994
2021-01-23,43,95.0,,0.95,40.85
2021-01-24,46,95.0,,0.95,43.699999999999996
2021-01-25,62,95.0,,0.95,58.9
2021-01-26,63,95.0,,0.95,59.849999999999994
2021-01-27,62,95.0,,0.95,58.9
2021-01-28,64,95.0,,0.95,60.8
2021-01-29,68,95.0,,0.95,64.6
2021-01-30,46,95.0,,0.95,43.699999999999996
2021-01-31,47,95.0,,0.95,44.65
2021-02-01,68,75.0,False,0.75,51.0
2021-02-02,100,75.0,,0.75,75.0
2021-02-03,90,75.0,,0.75,67.5
2021-02-04,72,75.0,,0.75,54.0
2021-02-05,75,75.0,,0.75,56.25
2021-02-06,50,75.0,,0.75,37.5
2021-02-07,42,75.0,,0.75,31.5
2021-02-08,64,75.0,,0.75,48.0
2021-02-09,66,75.0,,0.75,49.5
2021-02-10,59,75.0,,0.75,44.25
2021-02-11,64,75.0,,0.75,48.0
2021-02-12,55,75.0,,0.75,41.25
2021-02-13,45,75.0,,0.75,33.75
2021-02-14,43,75.0,,0.75,32.25
2021-02-15,38,75.0,,0.75,28.5
2021-02-16,63,75.0,,0.75,47.25
2021-02-17,48,75.0,,0.75,36.0
2021-02-18,56,75.0,,0.75,42.0
2021-02-19,61,75.0,,0.75,45.75
2021-02-20,49,75.0,,0.75,36.75
2021-02-21,47,75.0,,0.75,35.25
2021-02-22,57,75.0,,0.75,42.75
2021-02-23,66,75.0,,0.75,49.5
2021-02-24,61,75.0,,0.75,45.75
2021-02-25,60,75.0,,0.75,45.0
2021-02-26,54,75.0,,0.75,40.5
2021-02-27,46,75.0,,0.75,34.5
2021-02-28,44,75.0,,0.75,33.0
2021-03-01,85,70.0,False,0.7,59.49999999999999
2021-03-02,89,70.0,,0.7,62.3
2021-03-03,83,70.0,,0.7,58.099999999999994
2021-03-04,91,70.0,,0.7,63.699999999999996
2021-03-05,89,70.0,,0.7,62.3
2021-03-06,90,70.0,,0.7,62.99999999999999
2021-03-07,71,70.0,,0.7,49.699999999999996
2021-03-08,86,70.0,,0.7,60.199999999999996
2021-03-09,93,70.0,,0.7,65.1
2021-03-10,86,70.0,,0.7,60.199999999999996
2021-03-11,90,70.0,,0.7,62.99999999999999
2021-03-12,94,70.0,,0.7,65.8
2021-03-13,70,70.0,,0.7,49.0
2021-03-14,74,70.0,,0.7,51.8
2021-03-15,91,70.0,,0.7,63.699999999999996
2021-03-16,88,70.0,,0.7,61.599999999999994
2021-03-17,86,70.0,,0.7,60.199999999999996
2021-03-18,96,70.0,,0.7,67.19999999999999
2021-03-19,85,70.0,,0.7,59.49999999999999
2021-03-20,65,70.0,,0.7,45.5
2021-03-21,60,70.0,,0.7,42.0
2021-03-22,76,70.0,,0.7,53.199999999999996
2021-03-23,81,70.0,,0.7,56.699999999999996
2021-03-24,89,70.0,,0.7,62.3
2021-03-25,100,70.0,,0.7,70.0
2021-03-26,94,70.0,,0.7,65.8
2021-03-27,71,70.0,,0.7,49.699999999999996
2021-03-28,67,70.0,,0.7,46.9
2021-03-29,81,70.0,,0.7,56.699999999999996
2021-03-30,88,70.0,,0.7,61.599999999999994
2021-03-31,74,70.0,,0.7,51.8
2021-04-01,55,73.0,False,0.73,40.15
2021-04-02,42,73.0,,0.73,30.66
2021-04-03,40,73.0,,0.73,29.2
2021-04-04,39,73.0,,0.73,28.47
2021-04-05,54,73.0,,0.73,39.42
2021-04-06,47,73.0,,0.73,34.31
2021-04-07,51,73.0,,0.73,37.23
2021-04-08,51,73.0,,0.73,37.23
2021-04-09,56,73.0,,0.73,40.879999999999995
2021-04-10,54,73.0,,0.73,39.42
2021-04-11,54,73.0,,0.73,39.42
2021-04-12,100,73.0,,0.73,73.0
2021-04-13,78,73.0,,0.73,56.94
2021-04-14,63,73.0,,0.73,45.99
2021-04-15,63,73.0,,0.73,45.99
2021-04-16,50,73.0,,0.73,36.5
2021-04-17,46,73.0,,0.73,33.58
2021-04-18,48,73.0,,0.73,35.04
2021-04-19,55,73.0,,0.73,40.15
2021-04-20,49,73.0,,0.73,35.769999999999996
2021-04-21,54,73.0,,0.73,39.42
