date,UI_unscaled,UI_monthly,isPartial,scale,UI
2018-01-03,86,21.0,,0.21,18.06
2018-01-04,87,21.0,,0.21,18.27
2018-01-05,80,21.0,,0.21,16.8
2018-01-06,53,21.0,,0.21,11.129999999999999
2018-01-07,62,21.0,,0.21,13.02
2018-01-08,97,21.0,,0.21,20.37
2018-01-09,82,21.0,,0.21,17.22
2018-01-10,89,21.0,,0.21,18.689999999999998
2018-01-11,89,21.0,,0.21,18.689999999999998
2018-01-12,79,21.0,,0.21,16.59
2018-01-13,52,21.0,,0.21,10.92
2018-01-14,65,21.0,,0.21,13.65
2018-01-15,79,21.0,,0.21,16.59
2018-01-16,100,21.0,,0.21,21.0
2018-01-17,97,21.0,,0.21,20.37
2018-01-18,93,21.0,,0.21,19.529999999999998
2018-01-19,85,21.0,,0.21,17.849999999999998
2018-01-20,53,21.0,,0.21,11.129999999999999
2018-01-21,68,21.0,,0.21,14.28
2018-01-22,98,21.0,,0.21,20.58
2018-01-23,99,21.0,,0.21,20.79
2018-01-24,91,21.0,,0.21,19.11
2018-01-25,87,21.0,,0.21,18.27
2018-01-26,81,21.0,,0.21,17.009999999999998
2018-01-27,52,21.0,,0.21,10.92
2018-01-28,65,21.0,,0.21,13.65
2018-01-29,93,21.0,,0.21,19.529999999999998
2018-01-30,85,21.0,,0.21,17.849999999999998
2018-01-31,100,21.0,,0.21,21.0
2018-02-01,87,20.0,False,0.2,17.400000000000002
2018-02-02,87,20.0,,0.2,17.400000000000002
2018-02-03,62,20.0,,0.2,12.4
2018-02-04,66,20.0,,0.2,13.200000000000001
2018-02-05,80,20.0,,0.2,16.0
2018-02-06,100,20.0,,0.2,20.0
2018-02-07,86,20.0,,0.2,17.2
2018-02-08,81,20.0,,0.2,16.2
2018-02-09,82,20.0,,0.2,16.400000000000002
2018-02-10,54,20.0,,0.2,10.8
2018-02-11,70,20.0,,0.2,14.0
2018-02-12,95,20.0,,0.2,19.0
2018-02-13,87,20.0,,0.2,17.400000000000002
2018-02-14,86,20.0,,0.2,17.2
2018-02-15,86,20.0,,0.2,17.2
2018-02-16,80,20.0,,0.2,16.0
2018-02-17,53,20.0,,0.2,10.600000000000001
2018-02-18,67,20.0,,0.2,13.4
2018-02-19,80,20.0,,0.2,16.0
2018-02-20,85,20.0,,0.2,17.0
2018-02-21,93,20.0,,0.2,18.6
2018-02-22,96,20.0,,0.2,19.200000000000003
2018-02-23,76,20.0,,0.2,15.200000000000001
2018-02-24,49,20.0,,0.2,9.8
2018-02-25,64,20.0,,0.2,12.8
2018-02-26,91,20.0,,0.2,18.2
2018-02-27,86,20.0,,0.2,17.2
2018-02-28,83,20.0,,0.2,16.6
2018-03-01,76,21.0,False,0.21,15.959999999999999
2018-03-02,80,21.0,,0.21,16.8
2018-03-03,51,21.0,,0.21,10.709999999999999
2018-03-04,64,21.0,,0.21,13.44
2018-03-05,76,21.0,,0.21,15.959999999999999
2018-03-06,89,21.0,,0.21,18.689999999999998
2018-03-07,78,21.0,,0.21,16.38
2018-03-08,100,21.0,,0.21,21.0
2018-03-09,78,21.0,,0.21,16.38
2018-03-10,50,21.0,,0.21,10.5
2018-03-11,65,21.0,,0.21,13.65
2018-03-12,80,21.0,,0.21,16.8
2018-03-13,85,21.0,,0.21,17.849999999999998
2018-03-14,77,21.0,,0.21,16.169999999999998
2018-03-15,79,21.0,,0.21,16.59
2018-03-16,65,21.0,,0.21,13.65
2018-03-17,43,21.0,,0.21,9.03
2018-03-18,63,21.0,,0.21,13.229999999999999
2018-03-19,83,21.0,,0.21,17.43
2018-03-20,82,21.0,,0.21,17.22
2018-03-21,77,21.0,,0.21,16.169999999999998
2018-03-22,69,21.0,,0.21,14.49
2018-03-23,74,21.0,,0.21,15.54
2018-03-24,38,21.0,,0.21,7.9799999999999995
2018-03-25,50,21.0,,0.21,10.5
2018-03-26,96,21.0,,0.21,20.16
2018-03-27,83,21.0,,0.21,17.43
2018-03-28,80,21.0,,0.21,16.8
2018-03-29,86,21.0,,0.21,18.06
2018-03-30,78,21.0,,0.21,16.38
2018-03-31,55,21.0,,0.21,11.549999999999999
2018-04-01,64,20.0,False,0.2,12.8
2018-04-02,98,20.0,,0.2,19.6
2018-04-03,95,20.0,,0.2,19.0
2018-04-04,83,20.0,,0.2,16.6
2018-04-05,100,20.0,,0.2,20.0
2018-04-06,83,20.0,,0.2,16.6
2018-04-07,52,20.0,,0.2,10.4
2018-04-08,62,20.0,,0.2,12.4
2018-04-09,91,20.0,,0.2,18.2
2018-04-10,93,20.0,,0.2,18.6
2018-04-11,98,20.0,,0.2,19.6
2018-04-12,95,20.0,,0.2,19.0
2018-04-13,82,20.0,,0.2,16.400000000000002
2018-04-14,58,20.0,,0.2,11.600000000000001
2018-04-15,62,20.0,,0.2,12.4
2018-04-16,90,20.0,,0.2,18.0
2018-04-17,100,20.0,,0.2,20.0
2018-04-18,85,20.0,,0.2,17.0
2018-04-19,90,20.0,,0.2,18.0
2018-04-20,81,20.0,,0.2,16.2
2018-04-21,51,20.0,,0.2,10.200000000000001
2018-04-22,77,20.0,,0.2,15.4
2018-04-23,91,20.0,,0.2,18.2
2018-04-24,98,20.0,,0.2,19.6
2018-04-25,92,20.0,,0.2,18.400000000000002
2018-04-26,99,20.0,,0.2,19.8
2018-04-27,77,20.0,,0.2,15.4
2018-04-28,51,20.0,,0.2,10.200000000000001
2018-04-29,66,20.0,,0.2,13.200000000000001
2018-04-30,88,20.0,,0.2,17.6
2018-05-01,90,20.0,False,0.2,18.0
2018-05-02,83,20.0,,0.2,16.6
2018-05-03,91,20.0,,0.2,18.2
2018-05-04,82,20.0,,0.2,16.400000000000002
2018-05-05,49,20.0,,0.2,9.8
2018-05-06,56,20.0,,0.2,11.200000000000001
2018-05-07,89,20.0,,0.2,17.8
2018-05-08,95,20.0,,0.2,19.0
2018-05-09,90,20.0,,0.2,18.0
2018-05-10,92,20.0,,0.2,18.400000000000002
2018-05-11,82,20.0,,0.2,16.400000000000002
2018-05-12,51,20.0,,0.2,10.200000000000001
2018-05-13,60,20.0,,0.2,12.0
2018-05-14,96,20.0,,0.2,19.200000000000003
2018-05-15,95,20.0,,0.2,19.0
2018-05-16,92,20.0,,0.2,18.400000000000002
2018-05-17,88,20.0,,0.2,17.6
2018-05-18,84,20.0,,0.2,16.8
2018-05-19,47,20.0,,0.2,9.4
2018-05-20,67,20.0,,0.2,13.4
2018-05-21,100,20.0,,0.2,20.0
2018-05-22,95,20.0,,0.2,19.0
2018-05-23,90,20.0,,0.2,18.0
2018-05-24,87,20.0,,0.2,17.400000000000002
2018-05-25,75,20.0,,0.2,15.0
2018-05-26,50,20.0,,0.2,10.0
2018-05-27,68,20.0,,0.2,13.600000000000001
2018-05-28,52,20.0,,0.2,10.4
2018-05-29,90,20.0,,0.2,18.0
2018-05-30,98,20.0,,0.2,19.6
2018-05-31,85,20.0,,0.2,17.0
2018-06-01,73,20.0,False,0.2,14.600000000000001
2018-06-02,51,20.0,,0.2,10.200000000000001
2018-06-03,59,20.0,,0.2,11.8
2018-06-04,86,20.0,,0.2,17.2
2018-06-05,87,20.0,,0.2,17.400000000000002
2018-06-06,91,20.0,,0.2,18.2
2018-06-07,91,20.0,,0.2,18.2
2018-06-08,68,20.0,,0.2,13.600000000000001
2018-06-09,44,20.0,,0.2,8.8
2018-06-10,54,20.0,,0.2,10.8
2018-06-11,87,20.0,,0.2,17.400000000000002
2018-06-12,85,20.0,,0.2,17.0
2018-06-13,88,20.0,,0.2,17.6
2018-06-14,87,20.0,,0.2,17.400000000000002
2018-06-15,78,20.0,,0.2,15.600000000000001
2018-06-16,45,20.0,,0.2,9.0
2018-06-17,57,20.0,,0.2,11.4
2018-06-18,87,20.0,,0.2,17.400000000000002
2018-06-19,90,20.0,,0.2,18.0
2018-06-20,96,20.0,,0.2,19.200000000000003
2018-06-21,91,20.0,,0.2,18.2
2018-06-22,81,20.0,,0.2,16.2
2018-06-23,50,20.0,,0.2,10.0
2018-06-24,57,20.0,,0.2,11.4
2018-06-25,98,20.0,,0.2,19.6
2018-06-26,96,20.0,,0.2,19.200000000000003
2018-06-27,85,20.0,,0.2,17.0
2018-06-28,100,20.0,,0.2,20.0
2018-06-29,80,20.0,,0.2,16.0
2018-06-30,47,20.0,,0.2,9.4
2018-07-01,47,21.0,False,0.21,9.87
2018-07-02,85,21.0,,0.21,17.849999999999998
2018-07-03,75,21.0,,0.21,15.75
2018-07-04,49,21.0,,0.21,10.29
2018-07-05,76,21.0,,0.21,15.959999999999999
2018-07-06,77,21.0,,0.21,16.169999999999998
2018-07-07,51,21.0,,0.21,10.709999999999999
2018-07-08,54,21.0,,0.21,11.34
2018-07-09,91,21.0,,0.21,19.11
2018-07-10,87,21.0,,0.21,18.27
2018-07-11,89,21.0,,0.21,18.689999999999998
2018-07-12,100,21.0,,0.21,21.0
2018-07-13,74,21.0,,0.21,15.54
2018-07-14,46,21.0,,0.21,9.66
2018-07-15,53,21.0,,0.21,11.129999999999999
2018-07-16,91,21.0,,0.21,19.11
2018-07-17,87,21.0,,0.21,18.27
2018-07-18,92,21.0,,0.21,19.32
2018-07-19,93,21.0,,0.21,19.529999999999998
2018-07-20,79,21.0,,0.21,16.59
2018-07-21,47,21.0,,0.21,9.87
2018-07-22,55,21.0,,0.21,11.549999999999999
2018-07-23,91,21.0,,0.21,19.11
2018-07-24,90,21.0,,0.21,18.9
2018-07-25,94,21.0,,0.21,19.74
2018-07-26,90,21.0,,0.21,18.9
2018-07-27,82,21.0,,0.21,17.22
2018-07-28,42,21.0,,0.21,8.82
2018-07-29,56,21.0,,0.21,11.76
2018-07-30,84,21.0,,0.21,17.64
2018-07-31,89,21.0,,0.21,18.689999999999998
2018-08-01,91,22.0,False,0.22,20.02
2018-08-02,91,22.0,,0.22,20.02
2018-08-03,87,22.0,,0.22,19.14
2018-08-04,53,22.0,,0.22,11.66
2018-08-05,59,22.0,,0.22,12.98
2018-08-06,100,22.0,,0.22,22.0
2018-08-07,93,22.0,,0.22,20.46
2018-08-08,99,22.0,,0.22,21.78
2018-08-09,91,22.0,,0.22,20.02
2018-08-10,89,22.0,,0.22,19.580000000000002
2018-08-11,50,22.0,,0.22,11.0
2018-08-12,57,22.0,,0.22,12.540000000000001
2018-08-13,98,22.0,,0.22,21.56
2018-08-14,91,22.0,,0.22,20.02
2018-08-15,89,22.0,,0.22,19.580000000000002
2018-08-16,89,22.0,,0.22,19.580000000000002
2018-08-17,87,22.0,,0.22,19.14
2018-08-18,53,22.0,,0.22,11.66
2018-08-19,61,22.0,,0.22,13.42
2018-08-20,100,22.0,,0.22,22.0
2018-08-21,88,22.0,,0.22,19.36
2018-08-22,90,22.0,,0.22,19.8
2018-08-23,93,22.0,,0.22,20.46
2018-08-24,77,22.0,,0.22,16.94
2018-08-25,44,22.0,,0.22,9.68
2018-08-26,58,22.0,,0.22,12.76
2018-08-27,86,22.0,,0.22,18.92
2018-08-28,91,22.0,,0.22,20.02
2018-08-29,91,22.0,,0.22,20.02
2018-08-30,94,22.0,,0.22,20.68
2018-08-31,74,22.0,,0.22,16.28
2018-09-01,58,20.0,False,0.2,11.600000000000001
2018-09-02,64,20.0,,0.2,12.8
2018-09-03,54,20.0,,0.2,10.8
2018-09-04,90,20.0,,0.2,18.0
2018-09-05,100,20.0,,0.2,20.0
2018-09-06,99,20.0,,0.2,19.8
2018-09-07,89,20.0,,0.2,17.8
2018-09-08,49,20.0,,0.2,9.8
2018-09-09,52,20.0,,0.2,10.4
2018-09-10,89,20.0,,0.2,17.8
2018-09-11,93,20.0,,0.2,18.6
2018-09-12,89,20.0,,0.2,17.8
2018-09-13,80,20.0,,0.2,16.0
2018-09-14,86,20.0,,0.2,17.2
2018-09-15,50,20.0,,0.2,10.0
2018-09-16,55,20.0,,0.2,11.0
2018-09-17,92,20.0,,0.2,18.400000000000002
2018-09-18,95,20.0,,0.2,19.0
2018-09-19,96,20.0,,0.2,19.200000000000003
2018-09-20,95,20.0,,0.2,19.0
2018-09-21,81,20.0,,0.2,16.2
2018-09-22,43,20.0,,0.2,8.6
2018-09-23,57,20.0,,0.2,11.4
2018-09-24,90,20.0,,0.2,18.0
2018-09-25,89,20.0,,0.2,17.8
2018-09-26,91,20.0,,0.2,18.2
2018-09-27,87,20.0,,0.2,17.400000000000002
2018-09-28,75,20.0,,0.2,15.0
2018-09-29,48,20.0,,0.2,9.600000000000001
2018-09-30,57,20.0,,0.2,11.4
2018-10-01,96,19.0,False,0.19,18.240000000000002
2018-10-02,85,19.0,,0.19,16.15
2018-10-03,87,19.0,,0.19,16.53
2018-10-04,90,19.0,,0.19,17.1
2018-10-05,90,19.0,,0.19,17.1
2018-10-06,50,19.0,,0.19,9.5
2018-10-07,57,19.0,,0.19,10.83
2018-10-08,84,19.0,,0.19,15.96
2018-10-09,99,19.0,,0.19,18.81
2018-10-10,99,19.0,,0.19,18.81
2018-10-11,96,19.0,,0.19,18.240000000000002
2018-10-12,91,19.0,,0.19,17.29
2018-10-13,51,19.0,,0.19,9.69
2018-10-14,63,19.0,,0.19,11.97
2018-10-15,93,19.0,,0.19,17.67
2018-10-16,91,19.0,,0.19,17.29
2018-10-17,83,19.0,,0.19,15.77
2018-10-18,100,19.0,,0.19,19.0
2018-10-19,90,19.0,,0.19,17.1
2018-10-20,54,19.0,,0.19,10.26
2018-10-21,53,19.0,,0.19,10.07
2018-10-22,89,19.0,,0.19,16.91
2018-10-23,94,19.0,,0.19,17.86
2018-10-24,94,19.0,,0.19,17.86
2018-10-25,91,19.0,,0.19,17.29
2018-10-26,86,19.0,,0.19,16.34
2018-10-27,39,19.0,,0.19,7.41
2018-10-28,49,19.0,,0.19,9.31
2018-10-29,82,19.0,,0.19,15.58
2018-10-30,96,19.0,,0.19,18.240000000000002
2018-10-31,99,19.0,,0.19,18.81
2018-11-01,80,20.0,False,0.2,16.0
2018-11-02,72,20.0,,0.2,14.4
2018-11-03,45,20.0,,0.2,9.0
2018-11-04,60,20.0,,0.2,12.0
2018-11-05,88,20.0,,0.2,17.6
2018-11-06,81,20.0,,0.2,16.2
2018-11-07,73,20.0,,0.2,14.600000000000001
2018-11-08,91,20.0,,0.2,18.2
2018-11-09,86,20.0,,0.2,17.2
2018-11-10,58,20.0,,0.2,11.600000000000001
2018-11-11,62,20.0,,0.2,12.4
2018-11-12,87,20.0,,0.2,17.400000000000002
2018-11-13,100,20.0,,0.2,20.0
2018-11-14,87,20.0,,0.2,17.400000000000002
2018-11-15,88,20.0,,0.2,17.6
2018-11-16,75,20.0,,0.2,15.0
2018-11-17,62,20.0,,0.2,12.4
2018-11-18,59,20.0,,0.2,11.8
2018-11-19,88,20.0,,0.2,17.6
2018-11-20,88,20.0,,0.2,17.6
2018-11-21,72,20.0,,0.2,14.4
2018-11-22,47,20.0,,0.2,9.4
2018-11-23,39,20.0,,0.2,7.800000000000001
2018-11-24,48,20.0,,0.2,9.600000000000001
2018-11-25,48,20.0,,0.2,9.600000000000001
2018-11-26,78,20.0,,0.2,15.600000000000001
2018-11-27,86,20.0,,0.2,17.2
2018-11-28,88,20.0,,0.2,17.6
2018-11-29,89,20.0,,0.2,17.8
2018-11-30,79,20.0,,0.2,15.8
2018-12-01,60,18.0,False,0.18,10.799999999999999
2018-12-02,65,18.0,,0.18,11.7
2018-12-03,91,18.0,,0.18,16.38
2018-12-04,95,18.0,,0.18,17.099999999999998
2018-12-05,94,18.0,,0.18,16.919999999999998
2018-12-06,95,18.0,,0.18,17.099999999999998
2018-12-07,87,18.0,,0.18,15.66
2018-12-08,53,18.0,,0.18,9.54
2018-12-09,57,18.0,,0.18,10.26
2018-12-10,92,18.0,,0.18,16.56
2018-12-11,97,18.0,,0.18,17.46
2018-12-12,99,18.0,,0.18,17.82
2018-12-13,89,18.0,,0.18,16.02
2018-12-14,95,18.0,,0.18,17.099999999999998
2018-12-15,60,18.0,,0.18,10.799999999999999
2018-12-16,63,18.0,,0.18,11.34
2018-12-17,100,18.0,,0.18,18.0
2018-12-18,97,18.0,,0.18,17.46
2018-12-19,94,18.0,,0.18,16.919999999999998
2018-12-20,86,18.0,,0.18,15.479999999999999
2018-12-21,81,18.0,,0.18,14.58
2018-12-22,46,18.0,,0.18,8.28
2018-12-23,64,18.0,,0.18,11.52
2018-12-24,63,18.0,,0.18,11.34
2018-12-25,51,18.0,,0.18,9.18
2018-12-26,79,18.0,,0.18,14.219999999999999
2018-12-27,74,18.0,,0.18,13.32
2018-12-28,81,18.0,,0.18,14.58
2018-12-29,59,18.0,,0.18,10.62
2018-12-30,62,18.0,,0.18,11.16
2018-12-31,70,18.0,,0.18,12.6
2019-01-01,44,23.0,False,0.23,10.120000000000001
2019-01-02,76,23.0,,0.23,17.48
2019-01-03,91,23.0,,0.23,20.93
2019-01-04,79,23.0,,0.23,18.17
2019-01-05,50,23.0,,0.23,11.5
2019-01-06,53,23.0,,0.23,12.190000000000001
2019-01-07,81,23.0,,0.23,18.630000000000003
2019-01-08,87,23.0,,0.23,20.01
2019-01-09,92,23.0,,0.23,21.16
2019-01-10,81,23.0,,0.23,18.630000000000003
2019-01-11,81,23.0,,0.23,18.630000000000003
2019-01-12,52,23.0,,0.23,11.96
2019-01-13,64,23.0,,0.23,14.72
2019-01-14,82,23.0,,0.23,18.86
2019-01-15,97,23.0,,0.23,22.310000000000002
2019-01-16,88,23.0,,0.23,20.240000000000002
2019-01-17,97,23.0,,0.23,22.310000000000002
2019-01-18,77,23.0,,0.23,17.71
2019-01-19,61,23.0,,0.23,14.030000000000001
2019-01-20,79,23.0,,0.23,18.17
2019-01-21,83,23.0,,0.23,19.09
2019-01-22,100,23.0,,0.23,23.0
2019-01-23,89,23.0,,0.23,20.470000000000002
2019-01-24,85,23.0,,0.23,19.55
2019-01-25,83,23.0,,0.23,19.09
2019-01-26,62,23.0,,0.23,14.26
2019-01-27,62,23.0,,0.23,14.26
2019-01-28,86,23.0,,0.23,19.78
2019-01-29,94,23.0,,0.23,21.62
2019-01-30,93,23.0,,0.23,21.39
2019-01-31,92,23.0,,0.23,21.16
2019-02-01,84,24.0,False,0.24,20.16
2019-02-02,56,24.0,,0.24,13.44
2019-02-03,64,24.0,,0.24,15.36
2019-02-04,81,24.0,,0.24,19.439999999999998
2019-02-05,89,24.0,,0.24,21.36
2019-02-06,84,24.0,,0.24,20.16
2019-02-07,82,24.0,,0.24,19.68
2019-02-08,80,24.0,,0.24,19.2
2019-02-09,54,24.0,,0.24,12.959999999999999
2019-02-10,63,24.0,,0.24,15.12
2019-02-11,84,24.0,,0.24,20.16
2019-02-12,92,24.0,,0.24,22.08
2019-02-13,81,24.0,,0.24,19.439999999999998
2019-02-14,72,24.0,,0.24,17.28
2019-02-15,74,24.0,,0.24,17.759999999999998
2019-02-16,54,24.0,,0.24,12.959999999999999
2019-02-17,68,24.0,,0.24,16.32
2019-02-18,68,24.0,,0.24,16.32
2019-02-19,100,24.0,,0.24,24.0
2019-02-20,89,24.0,,0.24,21.36
2019-02-21,91,24.0,,0.24,21.84
2019-02-22,88,24.0,,0.24,21.119999999999997
2019-02-23,59,24.0,,0.24,14.16
2019-02-24,73,24.0,,0.24,17.52
2019-02-25,92,24.0,,0.24,22.08
2019-02-26,92,24.0,,0.24,22.08
2019-02-27,85,24.0,,0.24,20.4
2019-02-28,80,24.0,,0.24,19.2
2019-03-01,90,22.0,False,0.22,19.8
2019-03-02,62,22.0,,0.22,13.64
2019-03-03,62,22.0,,0.22,13.64
2019-03-04,100,22.0,,0.22,22.0
2019-03-05,89,22.0,,0.22,19.580000000000002
2019-03-06,95,22.0,,0.22,20.9
2019-03-07,100,22.0,,0.22,22.0
2019-03-08,80,22.0,,0.22,17.6
2019-03-09,61,22.0,,0.22,13.42
2019-03-10,64,22.0,,0.22,14.08
2019-03-11,100,22.0,,0.22,22.0
2019-03-12,99,22.0,,0.22,21.78
2019-03-13,90,22.0,,0.22,19.8
2019-03-14,91,22.0,,0.22,20.02
2019-03-15,90,22.0,,0.22,19.8
2019-03-16,57,22.0,,0.22,12.540000000000001
2019-03-17,59,22.0,,0.22,12.98
2019-03-18,90,22.0,,0.22,19.8
2019-03-19,92,22.0,,0.22,20.24
2019-03-20,89,22.0,,0.22,19.580000000000002
2019-03-21,84,22.0,,0.22,18.48
2019-03-22,72,22.0,,0.22,15.84
2019-03-23,50,22.0,,0.22,11.0
2019-03-24,60,22.0,,0.22,13.2
2019-03-25,91,22.0,,0.22,20.02
2019-03-26,93,22.0,,0.22,20.46
2019-03-27,93,22.0,,0.22,20.46
2019-03-28,89,22.0,,0.22,19.580000000000002
2019-03-29,86,22.0,,0.22,18.92
2019-03-30,61,22.0,,0.22,13.42
2019-03-31,61,22.0,,0.22,13.42
2019-04-01,90,21.0,False,0.21,18.9
2019-04-02,97,21.0,,0.21,20.37
2019-04-03,100,21.0,,0.21,21.0
2019-04-04,94,21.0,,0.21,19.74
2019-04-05,85,21.0,,0.21,17.849999999999998
2019-04-06,51,21.0,,0.21,10.709999999999999
2019-04-07,62,21.0,,0.21,13.02
2019-04-08,97,21.0,,0.21,20.37
2019-04-09,98,21.0,,0.21,20.58
2019-04-10,88,21.0,,0.21,18.48
2019-04-11,86,21.0,,0.21,18.06
2019-04-12,77,21.0,,0.21,16.169999999999998
2019-04-13,53,21.0,,0.21,11.129999999999999
2019-04-14,69,21.0,,0.21,14.49
2019-04-15,92,21.0,,0.21,19.32
2019-04-16,86,21.0,,0.21,18.06
2019-04-17,91,21.0,,0.21,19.11
2019-04-18,86,21.0,,0.21,18.06
2019-04-19,85,21.0,,0.21,17.849999999999998
2019-04-20,48,21.0,,0.21,10.08
2019-04-21,60,21.0,,0.21,12.6
2019-04-22,88,21.0,,0.21,18.48
2019-04-23,85,21.0,,0.21,17.849999999999998
2019-04-24,92,21.0,,0.21,19.32
2019-04-25,78,21.0,,0.21,16.38
2019-04-26,73,21.0,,0.21,15.33
2019-04-27,49,21.0,,0.21,10.29
2019-04-28,54,21.0,,0.21,11.34
2019-04-29,80,21.0,,0.21,16.8
2019-04-30,82,21.0,,0.21,17.22
2019-05-01,91,20.0,False,0.2,18.2
2019-05-02,83,20.0,,0.2,16.6
2019-05-03,78,20.0,,0.2,15.600000000000001
2019-05-04,51,20.0,,0.2,10.200000000000001
2019-05-05,58,20.0,,0.2,11.600000000000001
2019-05-06,95,20.0,,0.2,19.0
2019-05-07,91,20.0,,0.2,18.2
2019-05-08,88,20.0,,0.2,17.6
2019-05-09,88,20.0,,0.2,17.6
2019-05-10,88,20.0,,0.2,17.6
2019-05-11,52,20.0,,0.2,10.4
2019-05-12,55,20.0,,0.2,11.0
2019-05-13,100,20.0,,0.2,20.0
2019-05-14,94,20.0,,0.2,18.8
2019-05-15,87,20.0,,0.2,17.400000000000002
2019-05-16,94,20.0,,0.2,18.8
2019-05-17,85,20.0,,0.2,17.0
2019-05-18,42,20.0,,0.2,8.4
2019-05-19,54,20.0,,0.2,10.8
2019-05-20,90,20.0,,0.2,18.0
2019-05-21,96,20.0,,0.2,19.200000000000003
2019-05-22,89,20.0,,0.2,17.8
2019-05-23,86,20.0,,0.2,17.2
2019-05-24,82,20.0,,0.2,16.400000000000002
2019-05-25,48,20.0,,0.2,9.600000000000001
2019-05-26,63,20.0,,0.2,12.600000000000001
2019-05-27,56,20.0,,0.2,11.200000000000001
2019-05-28,94,20.0,,0.2,18.8
2019-05-29,93,20.0,,0.2,18.6
2019-05-30,95,20.0,,0.2,19.0
2019-05-31,84,20.0,,0.2,16.8
2019-06-01,47,21.0,False,0.21,9.87
2019-06-02,52,21.0,,0.21,10.92
2019-06-03,98,21.0,,0.21,20.58
2019-06-04,80,21.0,,0.21,16.8
2019-06-05,89,21.0,,0.21,18.689999999999998
2019-06-06,87,21.0,,0.21,18.27
2019-06-07,78,21.0,,0.21,16.38
2019-06-08,48,21.0,,0.21,10.08
2019-06-09,52,21.0,,0.21,10.92
2019-06-10,82,21.0,,0.21,17.22
2019-06-11,96,21.0,,0.21,20.16
2019-06-12,88,21.0,,0.21,18.48
2019-06-13,100,21.0,,0.21,21.0
2019-06-14,80,21.0,,0.21,16.8
2019-06-15,50,21.0,,0.21,10.5
2019-06-16,60,21.0,,0.21,12.6
2019-06-17,91,21.0,,0.21,19.11
2019-06-18,97,21.0,,0.21,20.37
2019-06-19,95,21.0,,0.21,19.95
2019-06-20,94,21.0,,0.21,19.74
2019-06-21,86,21.0,,0.21,18.06
2019-06-22,43,21.0,,0.21,9.03
2019-06-23,62,21.0,,0.21,13.02
2019-06-24,97,21.0,,0.21,20.37
2019-06-25,97,21.0,,0.21,20.37
2019-06-26,94,21.0,,0.21,19.74
2019-06-27,87,21.0,,0.21,18.27
2019-06-28,72,21.0,,0.21,15.12
2019-06-29,49,21.0,,0.21,10.29
2019-06-30,58,21.0,,0.21,12.18
2019-07-01,99,21.0,False,0.21,20.79
2019-07-02,93,21.0,,0.21,19.529999999999998
2019-07-03,82,21.0,,0.21,17.22
2019-07-04,52,21.0,,0.21,10.92
2019-07-05,61,21.0,,0.21,12.809999999999999
2019-07-06,47,21.0,,0.21,9.87
2019-07-07,50,21.0,,0.21,10.5
2019-07-08,92,21.0,,0.21,19.32
2019-07-09,89,21.0,,0.21,18.689999999999998
2019-07-10,92,21.0,,0.21,19.32
2019-07-11,97,21.0,,0.21,20.37
2019-07-12,87,21.0,,0.21,18.27
2019-07-13,60,21.0,,0.21,12.6
2019-07-14,56,21.0,,0.21,11.76
2019-07-15,94,21.0,,0.21,19.74
2019-07-16,96,21.0,,0.21,20.16
2019-07-17,100,21.0,,0.21,21.0
2019-07-18,88,21.0,,0.21,18.48
2019-07-19,76,21.0,,0.21,15.959999999999999
2019-07-20,55,21.0,,0.21,11.549999999999999
2019-07-21,55,21.0,,0.21,11.549999999999999
2019-07-22,93,21.0,,0.21,19.529999999999998
2019-07-23,85,21.0,,0.21,17.849999999999998
2019-07-24,87,21.0,,0.21,18.27
2019-07-25,86,21.0,,0.21,18.06
2019-07-26,77,21.0,,0.21,16.169999999999998
2019-07-27,44,21.0,,0.21,9.24
2019-07-28,61,21.0,,0.21,12.809999999999999
2019-07-29,95,21.0,,0.21,19.95
2019-07-30,98,21.0,,0.21,20.58
2019-07-31,86,21.0,,0.21,18.06
2019-08-01,78,20.0,False,0.2,15.600000000000001
2019-08-02,68,20.0,,0.2,13.600000000000001
2019-08-03,43,20.0,,0.2,8.6
2019-08-04,42,20.0,,0.2,8.4
2019-08-05,80,20.0,,0.2,16.0
2019-08-06,83,20.0,,0.2,16.6
2019-08-07,98,20.0,,0.2,19.6
2019-08-08,82,20.0,,0.2,16.400000000000002
2019-08-09,80,20.0,,0.2,16.0
2019-08-10,47,20.0,,0.2,9.4
2019-08-11,53,20.0,,0.2,10.600000000000001
2019-08-12,90,20.0,,0.2,18.0
2019-08-13,93,20.0,,0.2,18.6
2019-08-14,85,20.0,,0.2,17.0
2019-08-15,79,20.0,,0.2,15.8
2019-08-16,85,20.0,,0.2,17.0
2019-08-17,49,20.0,,0.2,9.8
2019-08-18,57,20.0,,0.2,11.4
2019-08-19,87,20.0,,0.2,17.400000000000002
2019-08-20,92,20.0,,0.2,18.400000000000002
2019-08-21,88,20.0,,0.2,17.6
2019-08-22,85,20.0,,0.2,17.0
2019-08-23,80,20.0,,0.2,16.0
2019-08-24,41,20.0,,0.2,8.200000000000001
2019-08-25,53,20.0,,0.2,10.600000000000001
2019-08-26,98,20.0,,0.2,19.6
2019-08-27,96,20.0,,0.2,19.200000000000003
2019-08-28,100,20.0,,0.2,20.0
2019-08-29,91,20.0,,0.2,18.2
2019-08-30,74,20.0,,0.2,14.8
2019-08-31,46,20.0,,0.2,9.200000000000001
2019-09-01,51,20.0,False,0.2,10.200000000000001
