date,TW_unscaled,TW_monthly,isPartial,scale,TW
2017-12-24,97,47.0,,0.47,45.589999999999996
2017-12-25,67,47.0,,0.47,31.49
2017-12-26,81,47.0,,0.47,38.07
2017-12-27,93,47.0,,0.47,43.71
2017-12-28,79,47.0,,0.47,37.129999999999995
2017-12-29,75,47.0,,0.47,35.25
2017-12-30,73,47.0,,0.47,34.309999999999995
2017-12-31,76,47.0,,0.47,35.72
2018-01-01,65,46.0,False,0.46,29.900000000000002
2018-01-02,87,46.0,,0.46,40.02
2018-01-03,88,46.0,,0.46,40.480000000000004
2018-01-04,95,46.0,,0.46,43.7
2018-01-05,86,46.0,,0.46,39.56
2018-01-06,69,46.0,,0.46,31.740000000000002
2018-01-07,86,46.0,,0.46,39.56
2018-01-08,72,46.0,,0.46,33.120000000000005
2018-01-09,89,46.0,,0.46,40.940000000000005
2018-01-10,90,46.0,,0.46,41.4
2018-01-11,84,46.0,,0.46,38.64
2018-01-12,64,46.0,,0.46,29.44
2018-01-13,89,46.0,,0.46,40.940000000000005
2018-01-14,73,46.0,,0.46,33.58
2018-01-15,72,46.0,,0.46,33.120000000000005
2018-01-16,72,46.0,,0.46,33.120000000000005
2018-01-17,95,46.0,,0.46,43.7
2018-01-18,78,46.0,,0.46,35.88
2018-01-19,94,46.0,,0.46,43.24
2018-01-20,81,46.0,,0.46,37.260000000000005
2018-01-21,77,46.0,,0.46,35.42
2018-01-22,98,46.0,,0.46,45.080000000000005
2018-01-23,100,46.0,,0.46,46.0
2018-01-24,93,46.0,,0.46,42.78
2018-01-25,90,46.0,,0.46,41.4
2018-01-26,86,46.0,,0.46,39.56
2018-01-27,94,46.0,,0.46,43.24
2018-01-28,87,46.0,,0.46,40.02
2018-01-29,89,46.0,,0.46,40.940000000000005
2018-01-30,90,46.0,,0.46,41.4
2018-01-31,80,46.0,,0.46,36.800000000000004
2018-02-01,82,47.0,False,0.47,38.54
2018-02-02,75,47.0,,0.47,35.25
2018-02-03,55,47.0,,0.47,25.849999999999998
2018-02-04,70,47.0,,0.47,32.9
2018-02-05,77,47.0,,0.47,36.19
2018-02-06,100,47.0,,0.47,47.0
2018-02-07,93,47.0,,0.47,43.71
2018-02-08,84,47.0,,0.47,39.48
2018-02-09,85,47.0,,0.47,39.949999999999996
2018-02-10,83,47.0,,0.47,39.01
2018-02-11,76,47.0,,0.47,35.72
2018-02-12,85,47.0,,0.47,39.949999999999996
2018-02-13,88,47.0,,0.47,41.36
2018-02-14,88,47.0,,0.47,41.36
2018-02-15,87,47.0,,0.47,40.89
2018-02-16,83,47.0,,0.47,39.01
2018-02-17,85,47.0,,0.47,39.949999999999996
2018-02-18,61,47.0,,0.47,28.669999999999998
2018-02-19,79,47.0,,0.47,37.129999999999995
2018-02-20,93,47.0,,0.47,43.71
2018-02-21,80,47.0,,0.47,37.599999999999994
2018-02-22,89,47.0,,0.47,41.83
2018-02-23,82,47.0,,0.47,38.54
2018-02-24,79,47.0,,0.47,37.129999999999995
2018-02-25,83,47.0,,0.47,39.01
2018-02-26,84,47.0,,0.47,39.48
2018-02-27,85,47.0,,0.47,39.949999999999996
2018-02-28,77,47.0,,0.47,36.19
2018-03-01,91,46.0,False,0.46,41.86
2018-03-02,72,46.0,,0.46,33.120000000000005
2018-03-03,70,46.0,,0.46,32.2
2018-03-04,85,46.0,,0.46,39.1
2018-03-05,81,46.0,,0.46,37.260000000000005
2018-03-06,81,46.0,,0.46,37.260000000000005
2018-03-07,79,46.0,,0.46,36.34
2018-03-08,69,46.0,,0.46,31.740000000000002
2018-03-09,75,46.0,,0.46,34.5
2018-03-10,89,46.0,,0.46,40.940000000000005
2018-03-11,79,46.0,,0.46,36.34
2018-03-12,88,46.0,,0.46,40.480000000000004
2018-03-13,81,46.0,,0.46,37.260000000000005
2018-03-14,81,46.0,,0.46,37.260000000000005
2018-03-15,87,46.0,,0.46,40.02
2018-03-16,86,46.0,,0.46,39.56
2018-03-17,85,46.0,,0.46,39.1
2018-03-18,85,46.0,,0.46,39.1
2018-03-19,100,46.0,,0.46,46.0
2018-03-20,88,46.0,,0.46,40.480000000000004
2018-03-21,82,46.0,,0.46,37.72
2018-03-22,86,46.0,,0.46,39.56
2018-03-23,78,46.0,,0.46,35.88
2018-03-24,78,46.0,,0.46,35.88
2018-03-25,81,46.0,,0.46,37.260000000000005
2018-03-26,67,46.0,,0.46,30.82
2018-03-27,79,46.0,,0.46,36.34
2018-03-28,82,46.0,,0.46,37.72
2018-03-29,88,46.0,,0.46,40.480000000000004
2018-03-30,71,46.0,,0.46,32.660000000000004
2018-03-31,82,46.0,,0.46,37.72
2018-04-01,70,47.0,False,0.47,32.9
2018-04-02,82,47.0,,0.47,38.54
2018-04-03,89,47.0,,0.47,41.83
2018-04-04,84,47.0,,0.47,39.48
2018-04-05,100,47.0,,0.47,47.0
2018-04-06,76,47.0,,0.47,35.72
2018-04-07,70,47.0,,0.47,32.9
2018-04-08,80,47.0,,0.47,37.599999999999994
2018-04-09,93,47.0,,0.47,43.71
2018-04-10,86,47.0,,0.47,40.419999999999995
2018-04-11,95,47.0,,0.47,44.65
2018-04-12,93,47.0,,0.47,43.71
2018-04-13,86,47.0,,0.47,40.419999999999995
2018-04-14,88,47.0,,0.47,41.36
2018-04-15,82,47.0,,0.47,38.54
2018-04-16,71,47.0,,0.47,33.37
2018-04-17,97,47.0,,0.47,45.589999999999996
2018-04-18,92,47.0,,0.47,43.239999999999995
2018-04-19,89,47.0,,0.47,41.83
2018-04-20,78,47.0,,0.47,36.66
2018-04-21,87,47.0,,0.47,40.89
2018-04-22,90,47.0,,0.47,42.3
2018-04-23,87,47.0,,0.47,40.89
2018-04-24,94,47.0,,0.47,44.18
2018-04-25,84,47.0,,0.47,39.48
2018-04-26,76,47.0,,0.47,35.72
2018-04-27,94,47.0,,0.47,44.18
2018-04-28,72,47.0,,0.47,33.839999999999996
2018-04-29,71,47.0,,0.47,33.37
2018-04-30,82,47.0,,0.47,38.54
2018-05-01,79,46.0,False,0.46,36.34
2018-05-02,96,46.0,,0.46,44.160000000000004
2018-05-03,85,46.0,,0.46,39.1
2018-05-04,90,46.0,,0.46,41.4
2018-05-05,74,46.0,,0.46,34.04
2018-05-06,72,46.0,,0.46,33.120000000000005
2018-05-07,86,46.0,,0.46,39.56
2018-05-08,95,46.0,,0.46,43.7
2018-05-09,88,46.0,,0.46,40.480000000000004
2018-05-10,86,46.0,,0.46,39.56
2018-05-11,77,46.0,,0.46,35.42
2018-05-12,80,46.0,,0.46,36.800000000000004
2018-05-13,77,46.0,,0.46,35.42
2018-05-14,73,46.0,,0.46,33.58
2018-05-15,84,46.0,,0.46,38.64
2018-05-16,85,46.0,,0.46,39.1
2018-05-17,81,46.0,,0.46,37.260000000000005
2018-05-18,85,46.0,,0.46,39.1
2018-05-19,75,46.0,,0.46,34.5
2018-05-20,69,46.0,,0.46,31.740000000000002
2018-05-21,92,46.0,,0.46,42.32
2018-05-22,100,46.0,,0.46,46.0
2018-05-23,79,46.0,,0.46,36.34
2018-05-24,85,46.0,,0.46,39.1
2018-05-25,69,46.0,,0.46,31.740000000000002
2018-05-26,78,46.0,,0.46,35.88
2018-05-27,65,46.0,,0.46,29.900000000000002
2018-05-28,77,46.0,,0.46,35.42
2018-05-29,84,46.0,,0.46,38.64
2018-05-30,76,46.0,,0.46,34.96
2018-05-31,86,46.0,,0.46,39.56
2018-06-01,85,47.0,False,0.47,39.949999999999996
2018-06-02,82,47.0,,0.47,38.54
2018-06-03,91,47.0,,0.47,42.769999999999996
2018-06-04,81,47.0,,0.47,38.07
2018-06-05,88,47.0,,0.47,41.36
2018-06-06,81,47.0,,0.47,38.07
2018-06-07,77,47.0,,0.47,36.19
2018-06-08,85,47.0,,0.47,39.949999999999996
2018-06-09,77,47.0,,0.47,36.19
2018-06-10,78,47.0,,0.47,36.66
2018-06-11,88,47.0,,0.47,41.36
2018-06-12,92,47.0,,0.47,43.239999999999995
2018-06-13,93,47.0,,0.47,43.71
2018-06-14,78,47.0,,0.47,36.66
2018-06-15,100,47.0,,0.47,47.0
2018-06-16,81,47.0,,0.47,38.07
2018-06-17,73,47.0,,0.47,34.309999999999995
2018-06-18,76,47.0,,0.47,35.72
2018-06-19,81,47.0,,0.47,38.07
2018-06-20,84,47.0,,0.47,39.48
2018-06-21,92,47.0,,0.47,43.239999999999995
2018-06-22,85,47.0,,0.47,39.949999999999996
2018-06-23,78,47.0,,0.47,36.66
2018-06-24,68,47.0,,0.47,31.959999999999997
2018-06-25,90,47.0,,0.47,42.3
2018-06-26,90,47.0,,0.47,42.3
2018-06-27,81,47.0,,0.47,38.07
2018-06-28,97,47.0,,0.47,45.589999999999996
2018-06-29,90,47.0,,0.47,42.3
2018-06-30,74,47.0,,0.47,34.78
2018-07-01,63,46.0,False,0.46,28.98
2018-07-02,89,46.0,,0.46,40.940000000000005
2018-07-03,71,46.0,,0.46,32.660000000000004
2018-07-04,57,46.0,,0.46,26.220000000000002
2018-07-05,100,46.0,,0.46,46.0
2018-07-06,80,46.0,,0.46,36.800000000000004
2018-07-07,63,46.0,,0.46,28.98
2018-07-08,54,46.0,,0.46,24.84
2018-07-09,82,46.0,,0.46,37.72
2018-07-10,82,46.0,,0.46,37.72
2018-07-11,82,46.0,,0.46,37.72
2018-07-12,85,46.0,,0.46,39.1
2018-07-13,78,46.0,,0.46,35.88
2018-07-14,77,46.0,,0.46,35.42
2018-07-15,75,46.0,,0.46,34.5
2018-07-16,73,46.0,,0.46,33.58
2018-07-17,77,46.0,,0.46,35.42
2018-07-18,90,46.0,,0.46,41.4
2018-07-19,80,46.0,,0.46,36.800000000000004
2018-07-20,78,46.0,,0.46,35.88
2018-07-21,68,46.0,,0.46,31.28
2018-07-22,75,46.0,,0.46,34.5
2018-07-23,79,46.0,,0.46,36.34
2018-07-24,78,46.0,,0.46,35.88
2018-07-25,77,46.0,,0.46,35.42
2018-07-26,85,46.0,,0.46,39.1
2018-07-27,96,46.0,,0.46,44.160000000000004
2018-07-28,71,46.0,,0.46,32.660000000000004
2018-07-29,57,46.0,,0.46,26.220000000000002
2018-07-30,87,46.0,,0.46,40.02
2018-07-31,78,46.0,,0.46,35.88
2018-08-01,82,46.0,False,0.46,37.72
2018-08-02,82,46.0,,0.46,37.72
2018-08-03,84,46.0,,0.46,38.64
2018-08-04,75,46.0,,0.46,34.5
2018-08-05,79,46.0,,0.46,36.34
2018-08-06,90,46.0,,0.46,41.4
2018-08-07,86,46.0,,0.46,39.56
2018-08-08,84,46.0,,0.46,38.64
2018-08-09,85,46.0,,0.46,39.1
2018-08-10,74,46.0,,0.46,34.04
2018-08-11,73,46.0,,0.46,33.58
2018-08-12,78,46.0,,0.46,35.88
2018-08-13,98,46.0,,0.46,45.080000000000005
2018-08-14,95,46.0,,0.46,43.7
2018-08-15,79,46.0,,0.46,36.34
2018-08-16,85,46.0,,0.46,39.1
2018-08-17,85,46.0,,0.46,39.1
2018-08-18,85,46.0,,0.46,39.1
2018-08-19,86,46.0,,0.46,39.56
2018-08-20,96,46.0,,0.46,44.160000000000004
2018-08-21,81,46.0,,0.46,37.260000000000005
2018-08-22,84,46.0,,0.46,38.64
2018-08-23,100,46.0,,0.46,46.0
2018-08-24,96,46.0,,0.46,44.160000000000004
2018-08-25,75,46.0,,0.46,34.5
2018-08-26,83,46.0,,0.46,38.18
2018-08-27,92,46.0,,0.46,42.32
2018-08-28,98,46.0,,0.46,45.080000000000005
2018-08-29,85,46.0,,0.46,39.1
2018-08-30,91,46.0,,0.46,41.86
2018-08-31,77,46.0,,0.46,35.42
2018-09-01,82,46.0,False,0.46,37.72
2018-09-02,86,46.0,,0.46,39.56
2018-09-03,85,46.0,,0.46,39.1
2018-09-04,95,46.0,,0.46,43.7
2018-09-05,81,46.0,,0.46,37.260000000000005
2018-09-06,94,46.0,,0.46,43.24
2018-09-07,89,46.0,,0.46,40.940000000000005
2018-09-08,79,46.0,,0.46,36.34
2018-09-09,79,46.0,,0.46,36.34
2018-09-10,94,46.0,,0.46,43.24
2018-09-11,96,46.0,,0.46,44.160000000000004
2018-09-12,83,46.0,,0.46,38.18
2018-09-13,76,46.0,,0.46,34.96
2018-09-14,79,46.0,,0.46,36.34
2018-09-15,86,46.0,,0.46,39.56
2018-09-16,78,46.0,,0.46,35.88
2018-09-17,90,46.0,,0.46,41.4
2018-09-18,76,46.0,,0.46,34.96
2018-09-19,88,46.0,,0.46,40.480000000000004
2018-09-20,86,46.0,,0.46,39.56
2018-09-21,84,46.0,,0.46,38.64
2018-09-22,95,46.0,,0.46,43.7
2018-09-23,89,46.0,,0.46,40.940000000000005
2018-09-24,86,46.0,,0.46,39.56
2018-09-25,100,46.0,,0.46,46.0
2018-09-26,81,46.0,,0.46,37.260000000000005
2018-09-27,92,46.0,,0.46,42.32
2018-09-28,90,46.0,,0.46,41.4
2018-09-29,83,46.0,,0.46,38.18
2018-09-30,68,46.0,,0.46,31.28
2018-10-01,85,45.0,False,0.45,38.25
2018-10-02,81,45.0,,0.45,36.45
2018-10-03,75,45.0,,0.45,33.75
2018-10-04,73,45.0,,0.45,32.85
2018-10-05,77,45.0,,0.45,34.65
2018-10-06,71,45.0,,0.45,31.95
2018-10-07,59,45.0,,0.45,26.55
2018-10-08,81,45.0,,0.45,36.45
2018-10-09,82,45.0,,0.45,36.9
2018-10-10,89,45.0,,0.45,40.050000000000004
2018-10-11,86,45.0,,0.45,38.7
2018-10-12,76,45.0,,0.45,34.2
2018-10-13,71,45.0,,0.45,31.95
2018-10-14,67,45.0,,0.45,30.150000000000002
2018-10-15,95,45.0,,0.45,42.75
2018-10-16,85,45.0,,0.45,38.25
2018-10-17,72,45.0,,0.45,32.4
2018-10-18,68,45.0,,0.45,30.6
2018-10-19,74,45.0,,0.45,33.300000000000004
2018-10-20,56,45.0,,0.45,25.2
2018-10-21,81,45.0,,0.45,36.45
2018-10-22,79,45.0,,0.45,35.550000000000004
2018-10-23,80,45.0,,0.45,36.0
2018-10-24,65,45.0,,0.45,29.25
2018-10-25,78,45.0,,0.45,35.1
2018-10-26,92,45.0,,0.45,41.4
2018-10-27,69,45.0,,0.45,31.05
2018-10-28,59,45.0,,0.45,26.55
2018-10-29,70,45.0,,0.45,31.5
2018-10-30,100,45.0,,0.45,45.0
2018-10-31,75,45.0,,0.45,33.75
2018-11-01,69,45.0,False,0.45,31.05
2018-11-02,71,45.0,,0.45,31.95
2018-11-03,87,45.0,,0.45,39.15
2018-11-04,71,45.0,,0.45,31.95
2018-11-05,72,45.0,,0.45,32.4
2018-11-06,80,45.0,,0.45,36.0
2018-11-07,60,45.0,,0.45,27.0
2018-11-08,78,45.0,,0.45,35.1
2018-11-09,73,45.0,,0.45,32.85
2018-11-10,77,45.0,,0.45,34.65
2018-11-11,72,45.0,,0.45,32.4
2018-11-12,79,45.0,,0.45,35.550000000000004
2018-11-13,71,45.0,,0.45,31.95
2018-11-14,79,45.0,,0.45,35.550000000000004
2018-11-15,77,45.0,,0.45,34.65
2018-11-16,88,45.0,,0.45,39.6
2018-11-17,96,45.0,,0.45,43.2
2018-11-18,71,45.0,,0.45,31.95
2018-11-19,86,45.0,,0.45,38.7
2018-11-20,91,45.0,,0.45,40.95
2018-11-21,86,45.0,,0.45,38.7
2018-11-22,77,45.0,,0.45,34.65
2018-11-23,68,45.0,,0.45,30.6
2018-11-24,100,45.0,,0.45,45.0
2018-11-25,86,45.0,,0.45,38.7
2018-11-26,82,45.0,,0.45,36.9
2018-11-27,81,45.0,,0.45,36.45
2018-11-28,97,45.0,,0.45,43.65
2018-11-29,88,45.0,,0.45,39.6
2018-11-30,88,45.0,,0.45,39.6
2018-12-01,63,48.0,False,0.48,30.24
2018-12-02,71,48.0,,0.48,34.08
2018-12-03,69,48.0,,0.48,33.12
2018-12-04,88,48.0,,0.48,42.239999999999995
2018-12-05,94,48.0,,0.48,45.12
2018-12-06,88,48.0,,0.48,42.239999999999995
2018-12-07,85,48.0,,0.48,40.8
2018-12-08,84,48.0,,0.48,40.32
2018-12-09,80,48.0,,0.48,38.4
2018-12-10,90,48.0,,0.48,43.199999999999996
2018-12-11,89,48.0,,0.48,42.72
2018-12-12,95,48.0,,0.48,45.6
2018-12-13,77,48.0,,0.48,36.96
2018-12-14,76,48.0,,0.48,36.48
2018-12-15,74,48.0,,0.48,35.519999999999996
2018-12-16,67,48.0,,0.48,32.16
2018-12-17,77,48.0,,0.48,36.96
2018-12-18,89,48.0,,0.48,42.72
2018-12-19,89,48.0,,0.48,42.72
2018-12-20,100,48.0,,0.48,48.0
2018-12-21,90,48.0,,0.48,43.199999999999996
2018-12-22,89,48.0,,0.48,42.72
2018-12-23,67,48.0,,0.48,32.16
2018-12-24,73,48.0,,0.48,35.04
2018-12-25,77,48.0,,0.48,36.96
2018-12-26,70,48.0,,0.48,33.6
2018-12-27,82,48.0,,0.48,39.36
2018-12-28,72,48.0,,0.48,34.56
2018-12-29,67,48.0,,0.48,32.16
2018-12-30,84,48.0,,0.48,40.32
2018-12-31,78,48.0,,0.48,37.44
2019-01-01,74,46.0,False,0.46,34.04
2019-01-02,95,46.0,,0.46,43.7
2019-01-03,98,46.0,,0.46,45.080000000000005
2019-01-04,83,46.0,,0.46,38.18
2019-01-05,86,46.0,,0.46,39.56
2019-01-06,82,46.0,,0.46,37.72
2019-01-07,99,46.0,,0.46,45.54
2019-01-08,82,46.0,,0.46,37.72
2019-01-09,87,46.0,,0.46,40.02
2019-01-10,96,46.0,,0.46,44.160000000000004
2019-01-11,75,46.0,,0.46,34.5
2019-01-12,100,46.0,,0.46,46.0
2019-01-13,79,46.0,,0.46,36.34
2019-01-14,95,46.0,,0.46,43.7
2019-01-15,87,46.0,,0.46,40.02
2019-01-16,83,46.0,,0.46,38.18
2019-01-17,89,46.0,,0.46,40.940000000000005
2019-01-18,93,46.0,,0.46,42.78
2019-01-19,88,46.0,,0.46,40.480000000000004
2019-01-20,81,46.0,,0.46,37.260000000000005
2019-01-21,69,46.0,,0.46,31.740000000000002
2019-01-22,87,46.0,,0.46,40.02
2019-01-23,77,46.0,,0.46,35.42
2019-01-24,88,46.0,,0.46,40.480000000000004
2019-01-25,87,46.0,,0.46,40.02
2019-01-26,86,46.0,,0.46,39.56
2019-01-27,82,46.0,,0.46,37.72
2019-01-28,81,46.0,,0.46,37.260000000000005
2019-01-29,84,46.0,,0.46,38.64
2019-01-30,90,46.0,,0.46,41.4
2019-01-31,95,46.0,,0.46,43.7
2019-02-01,78,49.0,False,0.49,38.22
2019-02-02,87,49.0,,0.49,42.63
2019-02-03,68,49.0,,0.49,33.32
2019-02-04,88,49.0,,0.49,43.12
2019-02-05,93,49.0,,0.49,45.57
2019-02-06,70,49.0,,0.49,34.3
2019-02-07,86,49.0,,0.49,42.14
2019-02-08,80,49.0,,0.49,39.2
2019-02-09,84,49.0,,0.49,41.16
2019-02-10,86,49.0,,0.49,42.14
2019-02-11,74,49.0,,0.49,36.26
2019-02-12,86,49.0,,0.49,42.14
2019-02-13,85,49.0,,0.49,41.65
2019-02-14,90,49.0,,0.49,44.1
2019-02-15,72,49.0,,0.49,35.28
2019-02-16,80,49.0,,0.49,39.2
2019-02-17,65,49.0,,0.49,31.849999999999998
2019-02-18,73,49.0,,0.49,35.769999999999996
2019-02-19,93,49.0,,0.49,45.57
2019-02-20,100,49.0,,0.49,49.0
2019-02-21,96,49.0,,0.49,47.04
2019-02-22,86,49.0,,0.49,42.14
2019-02-23,68,49.0,,0.49,33.32
2019-02-24,90,49.0,,0.49,44.1
2019-02-25,86,49.0,,0.49,42.14
2019-02-26,94,49.0,,0.49,46.06
2019-02-27,84,49.0,,0.49,41.16
2019-02-28,86,49.0,,0.49,42.14
2019-03-01,84,47.0,False,0.47,39.48
2019-03-02,91,47.0,,0.47,42.769999999999996
2019-03-03,75,47.0,,0.47,35.25
2019-03-04,75,47.0,,0.47,35.25
2019-03-05,83,47.0,,0.47,39.01
2019-03-06,68,47.0,,0.47,31.959999999999997
2019-03-07,85,47.0,,0.47,39.949999999999996
2019-03-08,79,47.0,,0.47,37.129999999999995
2019-03-09,81,47.0,,0.47,38.07
2019-03-10,70,47.0,,0.47,32.9
2019-03-11,70,47.0,,0.47,32.9
2019-03-12,80,47.0,,0.47,37.599999999999994
2019-03-13,90,47.0,,0.47,42.3
2019-03-14,82,47.0,,0.47,38.54
2019-03-15,94,47.0,,0.47,44.18
2019-03-16,65,47.0,,0.47,30.549999999999997
2019-03-17,71,47.0,,0.47,33.37
2019-03-18,86,47.0,,0.47,40.419999999999995
2019-03-19,100,47.0,,0.47,47.0
2019-03-20,85,47.0,,0.47,39.949999999999996
2019-03-21,59,47.0,,0.47,27.729999999999997
2019-03-22,85,47.0,,0.47,39.949999999999996
2019-03-23,70,47.0,,0.47,32.9
2019-03-24,68,47.0,,0.47,31.959999999999997
2019-03-25,86,47.0,,0.47,40.419999999999995
2019-03-26,83,47.0,,0.47,39.01
2019-03-27,88,47.0,,0.47,41.36
2019-03-28,74,47.0,,0.47,34.78
2019-03-29,74,47.0,,0.47,34.78
2019-03-30,90,47.0,,0.47,42.3
2019-03-31,74,47.0,,0.47,34.78
2019-04-01,83,48.0,False,0.48,39.839999999999996
2019-04-02,75,48.0,,0.48,36.0
2019-04-03,86,48.0,,0.48,41.28
2019-04-04,91,48.0,,0.48,43.68
2019-04-05,79,48.0,,0.48,37.92
2019-04-06,83,48.0,,0.48,39.839999999999996
2019-04-07,69,48.0,,0.48,33.12
2019-04-08,78,48.0,,0.48,37.44
2019-04-09,94,48.0,,0.48,45.12
2019-04-10,75,48.0,,0.48,36.0
2019-04-11,89,48.0,,0.48,42.72
2019-04-12,93,48.0,,0.48,44.64
2019-04-13,75,48.0,,0.48,36.0
2019-04-14,91,48.0,,0.48,43.68
2019-04-15,100,48.0,,0.48,48.0
2019-04-16,82,48.0,,0.48,39.36
2019-04-17,89,48.0,,0.48,42.72
2019-04-18,84,48.0,,0.48,40.32
2019-04-19,80,48.0,,0.48,38.4
2019-04-20,70,48.0,,0.48,33.6
2019-04-21,85,48.0,,0.48,40.8
2019-04-22,80,48.0,,0.48,38.4
2019-04-23,89,48.0,,0.48,42.72
2019-04-24,68,48.0,,0.48,32.64
2019-04-25,70,48.0,,0.48,33.6
2019-04-26,94,48.0,,0.48,45.12
2019-04-27,87,48.0,,0.48,41.76
2019-04-28,75,48.0,,0.48,36.0
2019-04-29,81,48.0,,0.48,38.879999999999995
2019-04-30,93,48.0,,0.48,44.64
2019-05-01,69,49.0,False,0.49,33.81
2019-05-02,89,49.0,,0.49,43.61
2019-05-03,81,49.0,,0.49,39.69
2019-05-04,82,49.0,,0.49,40.18
2019-05-05,82,49.0,,0.49,40.18
2019-05-06,78,49.0,,0.49,38.22
2019-05-07,80,49.0,,0.49,39.2
2019-05-08,77,49.0,,0.49,37.73
2019-05-09,82,49.0,,0.49,40.18
2019-05-10,100,49.0,,0.49,49.0
2019-05-11,91,49.0,,0.49,44.589999999999996
2019-05-12,91,49.0,,0.49,44.589999999999996
2019-05-13,99,49.0,,0.49,48.51
2019-05-14,93,49.0,,0.49,45.57
2019-05-15,100,49.0,,0.49,49.0
2019-05-16,87,49.0,,0.49,42.63
2019-05-17,75,49.0,,0.49,36.75
2019-05-18,81,49.0,,0.49,39.69
2019-05-19,66,49.0,,0.49,32.339999999999996
2019-05-20,88,49.0,,0.49,43.12
2019-05-21,80,49.0,,0.49,39.2
2019-05-22,92,49.0,,0.49,45.08
2019-05-23,85,49.0,,0.49,41.65
2019-05-24,89,49.0,,0.49,43.61
2019-05-25,80,49.0,,0.49,39.2
2019-05-26,78,49.0,,0.49,38.22
2019-05-27,91,49.0,,0.49,44.589999999999996
2019-05-28,85,49.0,,0.49,41.65
2019-05-29,94,49.0,,0.49,46.06
2019-05-30,86,49.0,,0.49,42.14
2019-05-31,90,49.0,,0.49,44.1
2019-06-01,85,47.0,False,0.47,39.949999999999996
2019-06-02,76,47.0,,0.47,35.72
2019-06-03,88,47.0,,0.47,41.36
2019-06-04,83,47.0,,0.47,39.01
2019-06-05,81,47.0,,0.47,38.07
2019-06-06,93,47.0,,0.47,43.71
2019-06-07,82,47.0,,0.47,38.54
2019-06-08,87,47.0,,0.47,40.89
2019-06-09,70,47.0,,0.47,32.9
2019-06-10,88,47.0,,0.47,41.36
2019-06-11,86,47.0,,0.47,40.419999999999995
2019-06-12,100,47.0,,0.47,47.0
2019-06-13,96,47.0,,0.47,45.12
2019-06-14,81,47.0,,0.47,38.07
2019-06-15,84,47.0,,0.47,39.48
2019-06-16,75,47.0,,0.47,35.25
2019-06-17,70,47.0,,0.47,32.9
2019-06-18,87,47.0,,0.47,40.89
2019-06-19,91,47.0,,0.47,42.769999999999996
2019-06-20,88,47.0,,0.47,41.36
2019-06-21,98,47.0,,0.47,46.059999999999995
2019-06-22,84,47.0,,0.47,39.48
2019-06-23,78,47.0,,0.47,36.66
2019-06-24,74,47.0,,0.47,34.78
2019-06-25,84,47.0,,0.47,39.48
2019-06-26,92,47.0,,0.47,43.239999999999995
2019-06-27,82,47.0,,0.47,38.54
2019-06-28,79,47.0,,0.47,37.129999999999995
2019-06-29,81,47.0,,0.47,38.07
2019-06-30,79,47.0,,0.47,37.129999999999995
2019-07-01,68,46.0,False,0.46,31.28
2019-07-02,84,46.0,,0.46,38.64
2019-07-03,72,46.0,,0.46,33.120000000000005
2019-07-04,69,46.0,,0.46,31.740000000000002
2019-07-05,67,46.0,,0.46,30.82
2019-07-06,63,46.0,,0.46,28.98
2019-07-07,66,46.0,,0.46,30.360000000000003
2019-07-08,100,46.0,,0.46,46.0
2019-07-09,81,46.0,,0.46,37.260000000000005
2019-07-10,74,46.0,,0.46,34.04
2019-07-11,74,46.0,,0.46,34.04
2019-07-12,78,46.0,,0.46,35.88
2019-07-13,75,46.0,,0.46,34.5
2019-07-14,78,46.0,,0.46,35.88
2019-07-15,90,46.0,,0.46,41.4
2019-07-16,81,46.0,,0.46,37.260000000000005
2019-07-17,86,46.0,,0.46,39.56
2019-07-18,72,46.0,,0.46,33.120000000000005
2019-07-19,73,46.0,,0.46,33.58
2019-07-20,72,46.0,,0.46,33.120000000000005
2019-07-21,69,46.0,,0.46,31.740000000000002
2019-07-22,75,46.0,,0.46,34.5
2019-07-23,81,46.0,,0.46,37.260000000000005
2019-07-24,83,46.0,,0.46,38.18
2019-07-25,83,46.0,,0.46,38.18
2019-07-26,75,46.0,,0.46,34.5
2019-07-27,58,46.0,,0.46,26.68
2019-07-28,78,46.0,,0.46,35.88
2019-07-29,79,46.0,,0.46,36.34
2019-07-30,71,46.0,,0.46,32.660000000000004
2019-07-31,87,46.0,,0.46,40.02
2019-08-01,58,45.0,False,0.45,26.1
2019-08-02,74,45.0,,0.45,33.300000000000004
2019-08-03,59,45.0,,0.45,26.55
2019-08-04,63,45.0,,0.45,28.35
2019-08-05,100,45.0,,0.45,45.0
2019-08-06,82,45.0,,0.45,36.9
2019-08-07,72,45.0,,0.45,32.4
2019-08-08,76,45.0,,0.45,34.2
2019-08-09,71,45.0,,0.45,31.95
2019-08-10,75,45.0,,0.45,33.75
2019-08-11,57,45.0,,0.45,25.650000000000002
2019-08-12,78,45.0,,0.45,35.1
2019-08-13,77,45.0,,0.45,34.65
2019-08-14,75,45.0,,0.45,33.75
2019-08-15,77,45.0,,0.45,34.65
2019-08-16,72,45.0,,0.45,32.4
2019-08-17,77,45.0,,0.45,34.65
2019-08-18,64,45.0,,0.45,28.8
2019-08-19,80,45.0,,0.45,36.0
2019-08-20,73,45.0,,0.45,32.85
2019-08-21,80,45.0,,0.45,36.0
2019-08-22,87,45.0,,0.45,39.15
2019-08-23,76,45.0,,0.45,34.2
2019-08-24,69,45.0,,0.45,31.05
