date,AL_unscaled,AL_monthly,isPartial,scale,AL
2019-09-05,90,82.0,,0.82,73.8
2019-09-06,91,82.0,,0.82,74.61999999999999
2019-09-07,85,82.0,,0.82,69.7
2019-09-08,79,82.0,,0.82,64.78
2019-09-09,96,82.0,,0.82,78.72
2019-09-10,97,82.0,,0.82,79.53999999999999
2019-09-11,95,82.0,,0.82,77.89999999999999
2019-09-12,95,82.0,,0.82,77.89999999999999
2019-09-13,93,82.0,,0.82,76.25999999999999
2019-09-14,91,82.0,,0.82,74.61999999999999
2019-09-15,79,82.0,,0.82,64.78
2019-09-16,95,82.0,,0.82,77.89999999999999
2019-09-17,96,82.0,,0.82,78.72
2019-09-18,94,82.0,,0.82,77.08
2019-09-19,94,82.0,,0.82,77.08
2019-09-20,97,82.0,,0.82,79.53999999999999
2019-09-21,92,82.0,,0.82,75.44
2019-09-22,76,82.0,,0.82,62.31999999999999
2019-09-23,96,82.0,,0.82,78.72
2019-09-24,95,82.0,,0.82,77.89999999999999
2019-09-25,98,82.0,,0.82,80.36
2019-09-26,95,82.0,,0.82,77.89999999999999
2019-09-27,95,82.0,,0.82,77.89999999999999
2019-09-28,98,82.0,,0.82,80.36
2019-09-29,81,82.0,,0.82,66.42
2019-09-30,100,82.0,,0.82,82.0
2019-10-01,89,81.0,False,0.81,72.09
2019-10-02,91,81.0,,0.81,73.71000000000001
2019-10-03,90,81.0,,0.81,72.9
2019-10-04,87,81.0,,0.81,70.47
2019-10-05,83,81.0,,0.81,67.23
2019-10-06,74,81.0,,0.81,59.940000000000005
2019-10-07,89,81.0,,0.81,72.09
2019-10-08,88,81.0,,0.81,71.28
2019-10-09,87,81.0,,0.81,70.47
2019-10-10,86,81.0,,0.81,69.66000000000001
2019-10-11,86,81.0,,0.81,69.66000000000001
2019-10-12,81,81.0,,0.81,65.61
2019-10-13,74,81.0,,0.81,59.940000000000005
2019-10-14,86,81.0,,0.81,69.66000000000001
2019-10-15,84,81.0,,0.81,68.04
2019-10-16,85,81.0,,0.81,68.85000000000001
2019-10-17,86,81.0,,0.81,69.66000000000001
2019-10-18,92,81.0,,0.81,74.52000000000001
2019-10-19,84,81.0,,0.81,68.04
2019-10-20,80,81.0,,0.81,64.80000000000001
2019-10-21,90,81.0,,0.81,72.9
2019-10-22,87,81.0,,0.81,70.47
2019-10-23,87,81.0,,0.81,70.47
2019-10-24,86,81.0,,0.81,69.66000000000001
2019-10-25,87,81.0,,0.81,70.47
2019-10-26,82,81.0,,0.81,66.42
2019-10-27,100,81.0,,0.81,81.0
2019-10-28,100,81.0,,0.81,81.0
2019-10-29,98,81.0,,0.81,79.38000000000001
2019-10-30,94,81.0,,0.81,76.14
2019-10-31,88,81.0,,0.81,71.28
2019-11-01,98,78.0,False,0.78,76.44
2019-11-02,94,78.0,,0.78,73.32000000000001
2019-11-03,82,78.0,,0.78,63.96
2019-11-04,100,78.0,,0.78,78.0
2019-11-05,99,78.0,,0.78,77.22
2019-11-06,99,78.0,,0.78,77.22
2019-11-07,100,78.0,,0.78,78.0
2019-11-08,97,78.0,,0.78,75.66
2019-11-09,87,78.0,,0.78,67.86
2019-11-10,82,78.0,,0.78,63.96
2019-11-11,94,78.0,,0.78,73.32000000000001
2019-11-12,94,78.0,,0.78,73.32000000000001
2019-11-13,92,78.0,,0.78,71.76
2019-11-14,92,78.0,,0.78,71.76
2019-11-15,92,78.0,,0.78,71.76
2019-11-16,89,78.0,,0.78,69.42
2019-11-17,77,78.0,,0.78,60.06
2019-11-18,95,78.0,,0.78,74.10000000000001
2019-11-19,93,78.0,,0.78,72.54
2019-11-20,95,78.0,,0.78,74.10000000000001
2019-11-21,93,78.0,,0.78,72.54
2019-11-22,93,78.0,,0.78,72.54
2019-11-23,91,78.0,,0.78,70.98
2019-11-24,79,78.0,,0.78,61.620000000000005
2019-11-25,95,78.0,,0.78,74.10000000000001
2019-11-26,96,78.0,,0.78,74.88
2019-11-27,98,78.0,,0.78,76.44
2019-11-28,96,78.0,,0.78,74.88
2019-11-29,89,78.0,,0.78,69.42
2019-11-30,86,78.0,,0.78,67.08
2019-12-01,74,79.0,False,0.79,58.46
2019-12-02,85,79.0,,0.79,67.15
2019-12-03,82,79.0,,0.79,64.78
2019-12-04,83,79.0,,0.79,65.57000000000001
2019-12-05,84,79.0,,0.79,66.36
2019-12-06,88,79.0,,0.79,69.52000000000001
2019-12-07,80,79.0,,0.79,63.2
2019-12-08,68,79.0,,0.79,53.72
2019-12-09,84,79.0,,0.79,66.36
2019-12-10,83,79.0,,0.79,65.57000000000001
2019-12-11,82,79.0,,0.79,64.78
2019-12-12,82,79.0,,0.79,64.78
2019-12-13,86,79.0,,0.79,67.94
2019-12-14,82,79.0,,0.79,64.78
2019-12-15,74,79.0,,0.79,58.46
2019-12-16,87,79.0,,0.79,68.73
2019-12-17,93,79.0,,0.79,73.47
2019-12-18,85,79.0,,0.79,67.15
2019-12-19,82,79.0,,0.79,64.78
2019-12-20,86,79.0,,0.79,67.94
2019-12-21,91,79.0,,0.79,71.89
2019-12-22,76,79.0,,0.79,60.040000000000006
2019-12-23,92,79.0,,0.79,72.68
2019-12-24,84,79.0,,0.79,66.36
2019-12-25,68,79.0,,0.79,53.72
2019-12-26,89,79.0,,0.79,70.31
2019-12-27,95,79.0,,0.79,75.05
2019-12-28,83,79.0,,0.79,65.57000000000001
2019-12-29,77,79.0,,0.79,60.830000000000005
2019-12-30,100,79.0,,0.79,79.0
2019-12-31,91,79.0,,0.79,71.89
2020-01-01,74,85.0,False,0.85,62.9
2020-01-02,86,85.0,,0.85,73.1
2020-01-03,93,85.0,,0.85,79.05
2020-01-04,82,85.0,,0.85,69.7
2020-01-05,79,85.0,,0.85,67.14999999999999
2020-01-06,88,85.0,,0.85,74.8
2020-01-07,89,85.0,,0.85,75.64999999999999
2020-01-08,100,85.0,,0.85,85.0
2020-01-09,83,85.0,,0.85,70.55
2020-01-10,85,85.0,,0.85,72.25
2020-01-11,90,85.0,,0.85,76.5
2020-01-12,72,85.0,,0.85,61.199999999999996
2020-01-13,85,85.0,,0.85,72.25
2020-01-14,82,85.0,,0.85,69.7
2020-01-15,84,85.0,,0.85,71.39999999999999
2020-01-16,85,85.0,,0.85,72.25
2020-01-17,86,85.0,,0.85,73.1
2020-01-18,83,85.0,,0.85,70.55
2020-01-19,74,85.0,,0.85,62.9
2020-01-20,84,85.0,,0.85,71.39999999999999
2020-01-21,80,85.0,,0.85,68.0
2020-01-22,83,85.0,,0.85,70.55
2020-01-23,82,85.0,,0.85,69.7
2020-01-24,81,85.0,,0.85,68.85
2020-01-25,77,85.0,,0.85,65.45
2020-01-26,66,85.0,,0.85,56.1
2020-01-27,80,85.0,,0.85,68.0
2020-01-28,83,85.0,,0.85,70.55
2020-01-29,79,85.0,,0.85,67.14999999999999
2020-01-30,78,85.0,,0.85,66.3
2020-01-31,82,85.0,,0.85,69.7
2020-02-01,84,85.0,False,0.85,71.39999999999999
2020-02-02,76,85.0,,0.85,64.6
2020-02-03,90,85.0,,0.85,76.5
2020-02-04,88,85.0,,0.85,74.8
2020-02-05,98,85.0,,0.85,83.3
2020-02-06,94,85.0,,0.85,79.89999999999999
2020-02-07,94,85.0,,0.85,79.89999999999999
2020-02-08,89,85.0,,0.85,75.64999999999999
2020-02-09,81,85.0,,0.85,68.85
2020-02-10,99,85.0,,0.85,84.14999999999999
2020-02-11,94,85.0,,0.85,79.89999999999999
2020-02-12,92,85.0,,0.85,78.2
2020-02-13,93,85.0,,0.85,79.05
2020-02-14,96,85.0,,0.85,81.6
2020-02-15,90,85.0,,0.85,76.5
2020-02-16,86,85.0,,0.85,73.1
2020-02-17,100,85.0,,0.85,85.0
2020-02-18,93,85.0,,0.85,79.05
2020-02-19,95,85.0,,0.85,80.75
2020-02-20,94,85.0,,0.85,79.89999999999999
2020-02-21,95,85.0,,0.85,80.75
2020-02-22,93,85.0,,0.85,79.05
2020-02-23,87,85.0,,0.85,73.95
2020-02-24,95,85.0,,0.85,80.75
2020-02-25,94,85.0,,0.85,79.89999999999999
2020-02-26,91,85.0,,0.85,77.35
2020-02-27,91,85.0,,0.85,77.35
2020-02-28,95,85.0,,0.85,80.75
2020-02-29,89,85.0,,0.85,75.64999999999999
2020-03-01,87,77.0,False,0.77,66.99
2020-03-02,99,77.0,,0.77,76.23
2020-03-03,100,77.0,,0.77,77.0
2020-03-04,95,77.0,,0.77,73.15
2020-03-05,99,77.0,,0.77,76.23
2020-03-06,98,77.0,,0.77,75.46000000000001
2020-03-07,94,77.0,,0.77,72.38
2020-03-08,86,77.0,,0.77,66.22
2020-03-09,96,77.0,,0.77,73.92
2020-03-10,93,77.0,,0.77,71.61
2020-03-11,90,77.0,,0.77,69.3
2020-03-12,84,77.0,,0.77,64.68
2020-03-13,89,77.0,,0.77,68.53
2020-03-14,87,77.0,,0.77,66.99
2020-03-15,78,77.0,,0.77,60.06
2020-03-16,87,77.0,,0.77,66.99
2020-03-17,83,77.0,,0.77,63.910000000000004
2020-03-18,82,77.0,,0.77,63.14
2020-03-19,82,77.0,,0.77,63.14
2020-03-20,84,77.0,,0.77,64.68
2020-03-21,79,77.0,,0.77,60.83
2020-03-22,76,77.0,,0.77,58.52
2020-03-23,83,77.0,,0.77,63.910000000000004
2020-03-24,84,77.0,,0.77,64.68
2020-03-25,85,77.0,,0.77,65.45
2020-03-26,82,77.0,,0.77,63.14
2020-03-27,86,77.0,,0.77,66.22
2020-03-28,80,77.0,,0.77,61.6
2020-03-29,78,77.0,,0.77,60.06
2020-03-30,80,77.0,,0.77,61.6
2020-03-31,86,77.0,,0.77,66.22
2020-04-01,80,74.0,False,0.74,59.2
2020-04-02,81,74.0,,0.74,59.94
2020-04-03,85,74.0,,0.74,62.9
2020-04-04,78,74.0,,0.74,57.72
2020-04-05,72,74.0,,0.74,53.28
2020-04-06,94,74.0,,0.74,69.56
2020-04-07,93,74.0,,0.74,68.82
2020-04-08,83,74.0,,0.74,61.42
2020-04-09,83,74.0,,0.74,61.42
2020-04-10,85,74.0,,0.74,62.9
2020-04-11,77,74.0,,0.74,56.98
2020-04-12,86,74.0,,0.74,63.64
2020-04-13,100,74.0,,0.74,74.0
2020-04-14,84,74.0,,0.74,62.16
2020-04-15,86,74.0,,0.74,63.64
2020-04-16,87,74.0,,0.74,64.38
2020-04-17,86,74.0,,0.74,63.64
2020-04-18,84,74.0,,0.74,62.16
2020-04-19,87,74.0,,0.74,64.38
2020-04-20,92,74.0,,0.74,68.08
2020-04-21,87,74.0,,0.74,64.38
2020-04-22,90,74.0,,0.74,66.6
2020-04-23,91,74.0,,0.74,67.34
2020-04-24,86,74.0,,0.74,63.64
2020-04-25,86,74.0,,0.74,63.64
2020-04-26,81,74.0,,0.74,59.94
2020-04-27,88,74.0,,0.74,65.12
2020-04-28,91,74.0,,0.74,67.34
2020-04-29,85,74.0,,0.74,62.9
2020-04-30,87,74.0,,0.74,64.38
2020-05-01,84,85.0,False,0.85,71.39999999999999
2020-05-02,81,85.0,,0.85,68.85
2020-05-03,78,85.0,,0.85,66.3
2020-05-04,86,85.0,,0.85,73.1
2020-05-05,87,85.0,,0.85,73.95
2020-05-06,85,85.0,,0.85,72.25
2020-05-07,80,85.0,,0.85,68.0
2020-05-08,84,85.0,,0.85,71.39999999999999
2020-05-09,81,85.0,,0.85,68.85
2020-05-10,76,85.0,,0.85,64.6
2020-05-11,86,85.0,,0.85,73.1
2020-05-12,85,85.0,,0.85,72.25
2020-05-13,90,85.0,,0.85,76.5
2020-05-14,91,85.0,,0.85,77.35
2020-05-15,91,85.0,,0.85,77.35
2020-05-16,88,85.0,,0.85,74.8
2020-05-17,85,85.0,,0.85,72.25
2020-05-18,92,85.0,,0.85,78.2
2020-05-19,91,85.0,,0.85,77.35
2020-05-20,93,85.0,,0.85,79.05
2020-05-21,90,85.0,,0.85,76.5
2020-05-22,96,85.0,,0.85,81.6
2020-05-23,100,85.0,,0.85,85.0
2020-05-24,91,85.0,,0.85,77.35
2020-05-25,87,85.0,,0.85,73.95
2020-05-26,90,85.0,,0.85,76.5
2020-05-27,87,85.0,,0.85,73.95
2020-05-28,86,85.0,,0.85,73.1
2020-05-29,86,85.0,,0.85,73.1
2020-05-30,84,85.0,,0.85,71.39999999999999
2020-05-31,79,85.0,,0.85,67.14999999999999
2020-06-01,85,88.0,False,0.88,74.8
2020-06-02,84,88.0,,0.88,73.92
2020-06-03,84,88.0,,0.88,73.92
2020-06-04,100,88.0,,0.88,88.0
2020-06-05,98,88.0,,0.88,86.24
2020-06-06,85,88.0,,0.88,74.8
2020-06-07,81,88.0,,0.88,71.28
2020-06-08,88,88.0,,0.88,77.44
2020-06-09,97,88.0,,0.88,85.36
2020-06-10,90,88.0,,0.88,79.2
2020-06-11,85,88.0,,0.88,74.8
2020-06-12,85,88.0,,0.88,74.8
2020-06-13,84,88.0,,0.88,73.92
2020-06-14,75,88.0,,0.88,66.0
2020-06-15,87,88.0,,0.88,76.56
2020-06-16,83,88.0,,0.88,73.04
2020-06-17,85,88.0,,0.88,74.8
2020-06-18,83,88.0,,0.88,73.04
2020-06-19,87,88.0,,0.88,76.56
2020-06-20,83,88.0,,0.88,73.04
2020-06-21,80,88.0,,0.88,70.4
2020-06-22,87,88.0,,0.88,76.56
2020-06-23,86,88.0,,0.88,75.68
2020-06-24,86,88.0,,0.88,75.68
2020-06-25,86,88.0,,0.88,75.68
2020-06-26,87,88.0,,0.88,76.56
2020-06-27,83,88.0,,0.88,73.04
2020-06-28,80,88.0,,0.88,70.4
2020-06-29,86,88.0,,0.88,75.68
2020-06-30,84,88.0,,0.88,73.92
2020-07-01,84,88.0,False,0.88,73.92
2020-07-02,83,88.0,,0.88,73.04
2020-07-03,88,88.0,,0.88,77.44
2020-07-04,83,88.0,,0.88,73.04
2020-07-05,79,88.0,,0.88,69.52
2020-07-06,91,88.0,,0.88,80.08
2020-07-07,87,88.0,,0.88,76.56
2020-07-08,86,88.0,,0.88,75.68
2020-07-09,85,88.0,,0.88,74.8
2020-07-10,86,88.0,,0.88,75.68
2020-07-11,77,88.0,,0.88,67.76
2020-07-12,76,88.0,,0.88,66.88
2020-07-13,86,88.0,,0.88,75.68
2020-07-14,85,88.0,,0.88,74.8
2020-07-15,85,88.0,,0.88,74.8
2020-07-16,83,88.0,,0.88,73.04
2020-07-17,86,88.0,,0.88,75.68
2020-07-18,80,88.0,,0.88,70.4
2020-07-19,77,88.0,,0.88,67.76
2020-07-20,87,88.0,,0.88,76.56
2020-07-21,84,88.0,,0.88,73.92
2020-07-22,86,88.0,,0.88,75.68
2020-07-23,83,88.0,,0.88,73.04
2020-07-24,86,88.0,,0.88,75.68
2020-07-25,86,88.0,,0.88,75.68
2020-07-26,81,88.0,,0.88,71.28
2020-07-27,87,88.0,,0.88,76.56
2020-07-28,87,88.0,,0.88,76.56
2020-07-29,86,88.0,,0.88,75.68
2020-07-30,89,88.0,,0.88,78.32000000000001
2020-07-31,100,88.0,,0.88,88.0
2020-08-01,97,78.0,False,0.78,75.66
2020-08-02,87,78.0,,0.78,67.86
2020-08-03,98,78.0,,0.78,76.44
2020-08-04,100,78.0,,0.78,78.0
2020-08-05,98,78.0,,0.78,76.44
2020-08-06,96,78.0,,0.78,74.88
2020-08-07,95,78.0,,0.78,74.10000000000001
2020-08-08,92,78.0,,0.78,71.76
2020-08-09,86,78.0,,0.78,67.08
2020-08-10,99,78.0,,0.78,77.22
2020-08-11,96,78.0,,0.78,74.88
2020-08-12,95,78.0,,0.78,74.10000000000001
2020-08-13,96,78.0,,0.78,74.88
2020-08-14,99,78.0,,0.78,77.22
2020-08-15,93,78.0,,0.78,72.54
2020-08-16,89,78.0,,0.78,69.42
2020-08-17,100,78.0,,0.78,78.0
2020-08-18,95,78.0,,0.78,74.10000000000001
2020-08-19,90,78.0,,0.78,70.2
2020-08-20,90,78.0,,0.78,70.2
2020-08-21,98,78.0,,0.78,76.44
2020-08-22,95,78.0,,0.78,74.10000000000001
2020-08-23,91,78.0,,0.78,70.98
2020-08-24,96,78.0,,0.78,74.88
2020-08-25,92,78.0,,0.78,71.76
2020-08-26,96,78.0,,0.78,74.88
2020-08-27,88,78.0,,0.78,68.64
2020-08-28,97,78.0,,0.78,75.66
2020-08-29,94,78.0,,0.78,73.32000000000001
2020-08-30,90,78.0,,0.78,70.2
2020-08-31,94,78.0,,0.78,73.32000000000001
2020-09-01,82,79.0,False,0.79,64.78
2020-09-02,82,79.0,,0.79,64.78
2020-09-03,85,79.0,,0.79,67.15
2020-09-04,86,79.0,,0.79,67.94
2020-09-05,88,79.0,,0.79,69.52000000000001
2020-09-06,82,79.0,,0.79,64.78
2020-09-07,84,79.0,,0.79,66.36
2020-09-08,83,79.0,,0.79,65.57000000000001
2020-09-09,83,79.0,,0.79,65.57000000000001
2020-09-10,85,79.0,,0.79,67.15
2020-09-11,91,79.0,,0.79,71.89
2020-09-12,85,79.0,,0.79,67.15
2020-09-13,79,79.0,,0.79,62.410000000000004
2020-09-14,89,79.0,,0.79,70.31
2020-09-15,91,79.0,,0.79,71.89
2020-09-16,97,79.0,,0.79,76.63000000000001
2020-09-17,89,79.0,,0.79,70.31
2020-09-18,88,79.0,,0.79,69.52000000000001
2020-09-19,84,79.0,,0.79,66.36
2020-09-20,79,79.0,,0.79,62.410000000000004
2020-09-21,86,79.0,,0.79,67.94
2020-09-22,84,79.0,,0.79,66.36
2020-09-23,82,79.0,,0.79,64.78
2020-09-24,86,79.0,,0.79,67.94
2020-09-25,88,79.0,,0.79,69.52000000000001
2020-09-26,84,79.0,,0.79,66.36
2020-09-27,80,79.0,,0.79,63.2
2020-09-28,100,79.0,,0.79,79.0
2020-09-29,88,79.0,,0.79,69.52000000000001
2020-09-30,85,79.0,,0.79,67.15
2020-10-01,94,80.0,False,0.8,75.2
2020-10-02,93,80.0,,0.8,74.4
2020-10-03,90,80.0,,0.8,72.0
2020-10-04,85,80.0,,0.8,68.0
2020-10-05,94,80.0,,0.8,75.2
2020-10-06,90,80.0,,0.8,72.0
2020-10-07,94,80.0,,0.8,75.2
2020-10-08,92,80.0,,0.8,73.60000000000001
2020-10-09,99,80.0,,0.8,79.2
2020-10-10,92,80.0,,0.8,73.60000000000001
2020-10-11,85,80.0,,0.8,68.0
2020-10-12,90,80.0,,0.8,72.0
2020-10-13,92,80.0,,0.8,73.60000000000001
2020-10-14,94,80.0,,0.8,75.2
2020-10-15,95,80.0,,0.8,76.0
2020-10-16,94,80.0,,0.8,75.2
2020-10-17,91,80.0,,0.8,72.8
2020-10-18,86,80.0,,0.8,68.8
2020-10-19,94,80.0,,0.8,75.2
2020-10-20,94,80.0,,0.8,75.2
2020-10-21,91,80.0,,0.8,72.8
2020-10-22,92,80.0,,0.8,73.60000000000001
2020-10-23,98,80.0,,0.8,78.4
2020-10-24,93,80.0,,0.8,74.4
2020-10-25,83,80.0,,0.8,66.4
2020-10-26,95,80.0,,0.8,76.0
2020-10-27,95,80.0,,0.8,76.0
2020-10-28,95,80.0,,0.8,76.0
2020-10-29,100,80.0,,0.8,80.0
2020-10-30,99,80.0,,0.8,79.2
2020-10-31,87,80.0,,0.8,69.60000000000001
2020-11-01,73,79.0,False,0.79,57.67
2020-11-02,84,79.0,,0.79,66.36
2020-11-03,80,79.0,,0.79,63.2
2020-11-04,54,79.0,,0.79,42.660000000000004
2020-11-05,62,79.0,,0.79,48.980000000000004
2020-11-06,88,79.0,,0.79,69.52000000000001
2020-11-07,87,79.0,,0.79,68.73
2020-11-08,100,79.0,,0.79,79.0
2020-11-09,100,79.0,,0.79,79.0
2020-11-10,85,79.0,,0.79,67.15
2020-11-11,87,79.0,,0.79,68.73
2020-11-12,81,79.0,,0.79,63.99
2020-11-13,82,79.0,,0.79,64.78
2020-11-14,78,79.0,,0.79,61.620000000000005
2020-11-15,71,79.0,,0.79,56.09
2020-11-16,82,79.0,,0.79,64.78
2020-11-17,78,79.0,,0.79,61.620000000000005
2020-11-18,82,79.0,,0.79,64.78
2020-11-19,81,79.0,,0.79,63.99
2020-11-20,81,79.0,,0.79,63.99
2020-11-21,75,79.0,,0.79,59.25
2020-11-22,70,79.0,,0.79,55.300000000000004
2020-11-23,81,79.0,,0.79,63.99
2020-11-24,84,79.0,,0.79,66.36
2020-11-25,81,79.0,,0.79,63.99
2020-11-26,84,79.0,,0.79,66.36
2020-11-27,75,79.0,,0.79,59.25
2020-11-28,71,79.0,,0.79,56.09
2020-11-29,68,79.0,,0.79,53.72
2020-11-30,81,79.0,,0.79,63.99
2020-12-01,86,77.0,False,0.77,66.22
2020-12-02,88,77.0,,0.77,67.76
2020-12-03,89,77.0,,0.77,68.53
2020-12-04,91,77.0,,0.77,70.07000000000001
2020-12-05,84,77.0,,0.77,64.68
2020-12-06,75,77.0,,0.77,57.75
2020-12-07,93,77.0,,0.77,71.61
2020-12-08,88,77.0,,0.77,67.76
2020-12-09,90,77.0,,0.77,69.3
2020-12-10,92,77.0,,0.77,70.84
2020-12-11,92,77.0,,0.77,70.84
2020-12-12,86,77.0,,0.77,66.22
2020-12-13,82,77.0,,0.77,63.14
2020-12-14,100,77.0,,0.77,77.0
2020-12-15,89,77.0,,0.77,68.53
2020-12-16,88,77.0,,0.77,67.76
2020-12-17,87,77.0,,0.77,66.99
2020-12-18,94,77.0,,0.77,72.38
2020-12-19,86,77.0,,0.77,66.22
2020-12-20,79,77.0,,0.77,60.83
2020-12-21,100,77.0,,0.77,77.0
2020-12-22,90,77.0,,0.77,69.3
2020-12-23,94,77.0,,0.77,72.38
2020-12-24,94,77.0,,0.77,72.38
2020-12-25,69,77.0,,0.77,53.13
2020-12-26,76,77.0,,0.77,58.52
2020-12-27,75,77.0,,0.77,57.75
2020-12-28,96,77.0,,0.77,73.92
2020-12-29,90,77.0,,0.77,69.3
2020-12-30,94,77.0,,0.77,72.38
2020-12-31,98,77.0,,0.77,75.46000000000001
2021-01-01,85,78.0,False,0.78,66.3
2021-01-02,84,78.0,,0.78,65.52
2021-01-03,78,78.0,,0.78,60.84
2021-01-04,87,78.0,,0.78,67.86
2021-01-05,84,78.0,,0.78,65.52
2021-01-06,79,78.0,,0.78,61.620000000000005
2021-01-07,84,78.0,,0.78,65.52
2021-01-08,88,78.0,,0.78,68.64
2021-01-09,81,78.0,,0.78,63.18
2021-01-10,77,78.0,,0.78,60.06
2021-01-11,91,78.0,,0.78,70.98
2021-01-12,88,78.0,,0.78,68.64
2021-01-13,89,78.0,,0.78,69.42
2021-01-14,85,78.0,,0.78,66.3
2021-01-15,91,78.0,,0.78,70.98
2021-01-16,83,78.0,,0.78,64.74000000000001
2021-01-17,79,78.0,,0.78,61.620000000000005
2021-01-18,87,78.0,,0.78,67.86
2021-01-19,90,78.0,,0.78,70.2
2021-01-20,95,78.0,,0.78,74.10000000000001
2021-01-21,89,78.0,,0.78,69.42
2021-01-22,90,78.0,,0.78,70.2
2021-01-23,83,78.0,,0.78,64.74000000000001
2021-01-24,76,78.0,,0.78,59.28
2021-01-25,89,78.0,,0.78,69.42
2021-01-26,100,78.0,,0.78,78.0
2021-01-27,91,78.0,,0.78,70.98
2021-01-28,87,78.0,,0.78,67.86
2021-01-29,87,78.0,,0.78,67.86
2021-01-30,88,78.0,,0.78,68.64
2021-01-31,81,78.0,,0.78,63.18
2021-02-01,90,85.0,False,0.85,76.5
2021-02-02,88,85.0,,0.85,74.8
2021-02-03,91,85.0,,0.85,77.35
2021-02-04,90,85.0,,0.85,76.5
2021-02-05,96,85.0,,0.85,81.6
2021-02-06,89,85.0,,0.85,75.64999999999999
2021-02-07,79,85.0,,0.85,67.14999999999999
2021-02-08,90,85.0,,0.85,76.5
2021-02-09,95,85.0,,0.85,80.75
2021-02-10,90,85.0,,0.85,76.5
2021-02-11,95,85.0,,0.85,80.75
2021-02-12,93,85.0,,0.85,79.05
2021-02-13,90,85.0,,0.85,76.5
2021-02-14,87,85.0,,0.85,73.95
2021-02-15,100,85.0,,0.85,85.0
2021-02-16,98,85.0,,0.85,83.3
2021-02-17,94,85.0,,0.85,79.89999999999999
2021-02-18,97,85.0,,0.85,82.45
2021-02-19,94,85.0,,0.85,79.89999999999999
2021-02-20,94,85.0,,0.85,79.89999999999999
2021-02-21,83,85.0,,0.85,70.55
2021-02-22,93,85.0,,0.85,79.05
2021-02-23,96,85.0,,0.85,81.6
2021-02-24,90,85.0,,0.85,76.5
2021-02-25,89,85.0,,0.85,75.64999999999999
2021-02-26,94,85.0,,0.85,79.89999999999999
2021-02-27,90,85.0,,0.85,76.5
2021-02-28,85,85.0,,0.85,72.25
2021-03-01,70,89.0,False,0.89,62.300000000000004
2021-03-02,65,89.0,,0.89,57.85
2021-03-03,67,89.0,,0.89,59.63
2021-03-04,65,89.0,,0.89,57.85
2021-03-05,63,89.0,,0.89,56.07
2021-03-06,65,89.0,,0.89,57.85
2021-03-07,58,89.0,,0.89,51.62
2021-03-08,66,89.0,,0.89,58.74
2021-03-09,65,89.0,,0.89,57.85
2021-03-10,64,89.0,,0.89,56.96
2021-03-11,64,89.0,,0.89,56.96
2021-03-12,64,89.0,,0.89,56.96
2021-03-13,63,89.0,,0.89,56.07
2021-03-14,62,89.0,,0.89,55.18
2021-03-15,64,89.0,,0.89,56.96
2021-03-16,68,89.0,,0.89,60.52
2021-03-17,74,89.0,,0.89,65.86
2021-03-18,70,89.0,,0.89,62.300000000000004
2021-03-19,69,89.0,,0.89,61.410000000000004
2021-03-20,66,89.0,,0.89,58.74
2021-03-21,61,89.0,,0.89,54.29
2021-03-22,69,89.0,,0.89,61.410000000000004
2021-03-23,100,89.0,,0.89,89.0
2021-03-24,77,89.0,,0.89,68.53
2021-03-25,80,89.0,,0.89,71.2
2021-03-26,77,89.0,,0.89,68.53
2021-03-27,68,89.0,,0.89,60.52
2021-03-28,65,89.0,,0.89,57.85
2021-03-29,69,89.0,,0.89,61.410000000000004
2021-03-30,67,89.0,,0.89,59.63
2021-03-31,67,89.0,,0.89,59.63
2021-04-01,89,89.0,False,0.89,79.21000000000001
2021-04-02,97,89.0,,0.89,86.33
2021-04-03,90,89.0,,0.89,80.1
2021-04-04,83,89.0,,0.89,73.87
2021-04-05,95,89.0,,0.89,84.55
2021-04-06,92,89.0,,0.89,81.88
2021-04-07,93,89.0,,0.89,82.77
2021-04-08,93,89.0,,0.89,82.77
2021-04-09,98,89.0,,0.89,87.22
2021-04-10,93,89.0,,0.89,82.77
2021-04-11,83,89.0,,0.89,73.87
2021-04-12,95,89.0,,0.89,84.55
2021-04-13,98,89.0,,0.89,87.22
2021-04-14,98,89.0,,0.89,87.22
2021-04-15,99,89.0,,0.89,88.11
2021-04-16,98,89.0,,0.89,87.22
2021-04-17,94,89.0,,0.89,83.66
2021-04-18,86,89.0,,0.89,76.54
2021-04-19,96,89.0,,0.89,85.44
2021-04-20,100,89.0,,0.89,89.0
2021-04-21,99,89.0,,0.89,88.11
2021-04-22,100,89.0,,0.89,89.0
2021-04-23,97,89.0,,0.89,86.33
2021-04-24,98,89.0,,0.89,87.22
2021-04-25,91,89.0,,0.89,80.99
2021-04-26,94,89.0,,0.89,83.66
2021-04-27,99,89.0,,0.89,88.11
2021-04-28,96,89.0,,0.89,85.44
2021-04-29,94,89.0,,0.89,83.66
2021-04-30,98,89.0,,0.89,87.22
2021-05-01,81,93.0,False,0.93,75.33
2021-05-02,81,93.0,,0.93,75.33
2021-05-03,93,93.0,,0.93,86.49000000000001
2021-05-04,93,93.0,,0.93,86.49000000000001
2021-05-05,84,93.0,,0.93,78.12
2021-05-06,85,93.0,,0.93,79.05
2021-05-07,86,93.0,,0.93,79.98
2021-05-08,86,93.0,,0.93,79.98
2021-05-09,81,93.0,,0.93,75.33
2021-05-10,94,93.0,,0.93,87.42
