date,MAX_unscaled,MAX_monthly,isPartial,scale,MAX
2018-01-03,92,51.0,,0.51,46.92
2018-01-04,91,51.0,,0.51,46.410000000000004
2018-01-05,88,51.0,,0.51,44.88
2018-01-06,94,51.0,,0.51,47.94
2018-01-07,91,51.0,,0.51,46.410000000000004
2018-01-08,87,51.0,,0.51,44.37
2018-01-09,89,51.0,,0.51,45.39
2018-01-10,94,51.0,,0.51,47.94
2018-01-11,95,51.0,,0.51,48.45
2018-01-12,94,51.0,,0.51,47.94
2018-01-13,93,51.0,,0.51,47.43
2018-01-14,90,51.0,,0.51,45.9
2018-01-15,89,51.0,,0.51,45.39
2018-01-16,88,51.0,,0.51,44.88
2018-01-17,86,51.0,,0.51,43.86
2018-01-18,89,51.0,,0.51,45.39
2018-01-19,89,51.0,,0.51,45.39
2018-01-20,92,51.0,,0.51,46.92
2018-01-21,93,51.0,,0.51,47.43
2018-01-22,90,51.0,,0.51,45.9
2018-01-23,91,51.0,,0.51,46.410000000000004
2018-01-24,91,51.0,,0.51,46.410000000000004
2018-01-25,96,51.0,,0.51,48.96
2018-01-26,93,51.0,,0.51,47.43
2018-01-27,100,51.0,,0.51,51.0
2018-01-28,95,51.0,,0.51,48.45
2018-01-29,91,51.0,,0.51,46.410000000000004
2018-01-30,96,51.0,,0.51,48.96
2018-01-31,100,51.0,,0.51,51.0
2018-02-01,93,51.0,False,0.51,47.43
2018-02-02,94,51.0,,0.51,47.94
2018-02-03,93,51.0,,0.51,47.43
2018-02-04,87,51.0,,0.51,44.37
2018-02-05,81,51.0,,0.51,41.31
2018-02-06,90,51.0,,0.51,45.9
2018-02-07,86,51.0,,0.51,43.86
2018-02-08,93,51.0,,0.51,47.43
2018-02-09,93,51.0,,0.51,47.43
2018-02-10,92,51.0,,0.51,46.92
2018-02-11,95,51.0,,0.51,48.45
2018-02-12,88,51.0,,0.51,44.88
2018-02-13,87,51.0,,0.51,44.37
2018-02-14,85,51.0,,0.51,43.35
2018-02-15,86,51.0,,0.51,43.86
2018-02-16,87,51.0,,0.51,44.37
2018-02-17,92,51.0,,0.51,46.92
2018-02-18,88,51.0,,0.51,44.88
2018-02-19,90,51.0,,0.51,45.9
2018-02-20,94,51.0,,0.51,47.94
2018-02-21,90,51.0,,0.51,45.9
2018-02-22,100,51.0,,0.51,51.0
2018-02-23,96,51.0,,0.51,48.96
2018-02-24,93,51.0,,0.51,47.43
2018-02-25,99,51.0,,0.51,50.49
2018-02-26,96,51.0,,0.51,48.96
2018-02-27,99,51.0,,0.51,50.49
2018-02-28,96,51.0,,0.51,48.96
2018-03-01,67,56.0,False,0.56,37.52
2018-03-02,68,56.0,,0.56,38.080000000000005
2018-03-03,70,56.0,,0.56,39.2
2018-03-04,70,56.0,,0.56,39.2
2018-03-05,70,56.0,,0.56,39.2
2018-03-06,68,56.0,,0.56,38.080000000000005
2018-03-07,71,56.0,,0.56,39.760000000000005
2018-03-08,68,56.0,,0.56,38.080000000000005
2018-03-09,69,56.0,,0.56,38.64
2018-03-10,69,56.0,,0.56,38.64
2018-03-11,70,56.0,,0.56,39.2
2018-03-12,69,56.0,,0.56,38.64
2018-03-13,65,56.0,,0.56,36.400000000000006
2018-03-14,62,56.0,,0.56,34.720000000000006
2018-03-15,64,56.0,,0.56,35.84
2018-03-16,64,56.0,,0.56,35.84
2018-03-17,66,56.0,,0.56,36.96
2018-03-18,67,56.0,,0.56,37.52
2018-03-19,67,56.0,,0.56,37.52
2018-03-20,68,56.0,,0.56,38.080000000000005
2018-03-21,68,56.0,,0.56,38.080000000000005
2018-03-22,70,56.0,,0.56,39.2
2018-03-23,69,56.0,,0.56,38.64
2018-03-24,69,56.0,,0.56,38.64
2018-03-25,71,56.0,,0.56,39.760000000000005
2018-03-26,100,56.0,,0.56,56.00000000000001
2018-03-27,88,56.0,,0.56,49.28
2018-03-28,73,56.0,,0.56,40.88
2018-03-29,72,56.0,,0.56,40.32000000000001
2018-03-30,69,56.0,,0.56,38.64
2018-03-31,70,56.0,,0.56,39.2
2018-04-01,82,54.0,False,0.54,44.28
2018-04-02,86,54.0,,0.54,46.440000000000005
2018-04-03,89,54.0,,0.54,48.06
2018-04-04,89,54.0,,0.54,48.06
2018-04-05,91,54.0,,0.54,49.14
2018-04-06,100,54.0,,0.54,54.0
2018-04-07,93,54.0,,0.54,50.220000000000006
2018-04-08,85,54.0,,0.54,45.900000000000006
2018-04-09,87,54.0,,0.54,46.980000000000004
2018-04-10,87,54.0,,0.54,46.980000000000004
2018-04-11,80,54.0,,0.54,43.2
2018-04-12,83,54.0,,0.54,44.82
2018-04-13,78,54.0,,0.54,42.120000000000005
2018-04-14,80,54.0,,0.54,43.2
2018-04-15,86,54.0,,0.54,46.440000000000005
2018-04-16,84,54.0,,0.54,45.36
2018-04-17,83,54.0,,0.54,44.82
2018-04-18,82,54.0,,0.54,44.28
2018-04-19,81,54.0,,0.54,43.74
2018-04-20,76,54.0,,0.54,41.040000000000006
2018-04-21,78,54.0,,0.54,42.120000000000005
2018-04-22,82,54.0,,0.54,44.28
2018-04-23,76,54.0,,0.54,41.040000000000006
2018-04-24,78,54.0,,0.54,42.120000000000005
2018-04-25,75,54.0,,0.54,40.5
2018-04-26,78,54.0,,0.54,42.120000000000005
2018-04-27,72,54.0,,0.54,38.88
2018-04-28,75,54.0,,0.54,40.5
2018-04-29,78,54.0,,0.54,42.120000000000005
2018-04-30,75,54.0,,0.54,40.5
2018-05-01,95,49.0,False,0.49,46.55
2018-05-02,97,49.0,,0.49,47.53
2018-05-03,96,49.0,,0.49,47.04
2018-05-04,98,49.0,,0.49,48.019999999999996
2018-05-05,98,49.0,,0.49,48.019999999999996
2018-05-06,100,49.0,,0.49,49.0
2018-05-07,96,49.0,,0.49,47.04
2018-05-08,92,49.0,,0.49,45.08
2018-05-09,94,49.0,,0.49,46.06
2018-05-10,100,49.0,,0.49,49.0
2018-05-11,95,49.0,,0.49,46.55
2018-05-12,100,49.0,,0.49,49.0
2018-05-13,98,49.0,,0.49,48.019999999999996
2018-05-14,97,49.0,,0.49,47.53
2018-05-15,95,49.0,,0.49,46.55
2018-05-16,93,49.0,,0.49,45.57
2018-05-17,99,49.0,,0.49,48.51
2018-05-18,94,49.0,,0.49,46.06
2018-05-19,94,49.0,,0.49,46.06
2018-05-20,98,49.0,,0.49,48.019999999999996
2018-05-21,91,49.0,,0.49,44.589999999999996
2018-05-22,91,49.0,,0.49,44.589999999999996
2018-05-23,91,49.0,,0.49,44.589999999999996
2018-05-24,91,49.0,,0.49,44.589999999999996
2018-05-25,92,49.0,,0.49,45.08
2018-05-26,94,49.0,,0.49,46.06
2018-05-27,95,49.0,,0.49,46.55
2018-05-28,95,49.0,,0.49,46.55
2018-05-29,90,49.0,,0.49,44.1
2018-05-30,89,49.0,,0.49,43.61
2018-05-31,92,49.0,,0.49,45.08
2018-06-01,92,48.0,False,0.48,44.16
2018-06-02,95,48.0,,0.48,45.6
2018-06-03,100,48.0,,0.48,48.0
2018-06-04,90,48.0,,0.48,43.199999999999996
2018-06-05,95,48.0,,0.48,45.6
2018-06-06,96,48.0,,0.48,46.08
2018-06-07,94,48.0,,0.48,45.12
2018-06-08,90,48.0,,0.48,43.199999999999996
2018-06-09,93,48.0,,0.48,44.64
2018-06-10,98,48.0,,0.48,47.04
2018-06-11,93,48.0,,0.48,44.64
2018-06-12,94,48.0,,0.48,45.12
2018-06-13,94,48.0,,0.48,45.12
2018-06-14,91,48.0,,0.48,43.68
2018-06-15,90,48.0,,0.48,43.199999999999996
2018-06-16,95,48.0,,0.48,45.6
2018-06-17,98,48.0,,0.48,47.04
2018-06-18,92,48.0,,0.48,44.16
2018-06-19,84,48.0,,0.48,40.32
2018-06-20,88,48.0,,0.48,42.239999999999995
2018-06-21,89,48.0,,0.48,42.72
2018-06-22,86,48.0,,0.48,41.28
2018-06-23,94,48.0,,0.48,45.12
2018-06-24,96,48.0,,0.48,46.08
2018-06-25,87,48.0,,0.48,41.76
2018-06-26,91,48.0,,0.48,43.68
2018-06-27,88,48.0,,0.48,42.239999999999995
2018-06-28,91,48.0,,0.48,43.68
2018-06-29,92,48.0,,0.48,44.16
2018-06-30,98,48.0,,0.48,47.04
2018-07-01,89,51.0,False,0.51,45.39
2018-07-02,83,51.0,,0.51,42.33
2018-07-03,83,51.0,,0.51,42.33
2018-07-04,87,51.0,,0.51,44.37
2018-07-05,100,51.0,,0.51,51.0
2018-07-06,88,51.0,,0.51,44.88
2018-07-07,90,51.0,,0.51,45.9
2018-07-08,92,51.0,,0.51,46.92
2018-07-09,86,51.0,,0.51,43.86
2018-07-10,83,51.0,,0.51,42.33
2018-07-11,82,51.0,,0.51,41.82
2018-07-12,87,51.0,,0.51,44.37
2018-07-13,88,51.0,,0.51,44.88
2018-07-14,89,51.0,,0.51,45.39
2018-07-15,89,51.0,,0.51,45.39
2018-07-16,89,51.0,,0.51,45.39
2018-07-17,96,51.0,,0.51,48.96
2018-07-18,93,51.0,,0.51,47.43
2018-07-19,90,51.0,,0.51,45.9
2018-07-20,89,51.0,,0.51,45.39
2018-07-21,92,51.0,,0.51,46.92
2018-07-22,92,51.0,,0.51,46.92
2018-07-23,88,51.0,,0.51,44.88
2018-07-24,90,51.0,,0.51,45.9
2018-07-25,85,51.0,,0.51,43.35
2018-07-26,89,51.0,,0.51,45.39
2018-07-27,94,51.0,,0.51,47.94
2018-07-28,95,51.0,,0.51,48.45
2018-07-29,100,51.0,,0.51,51.0
2018-07-30,91,51.0,,0.51,46.410000000000004
2018-07-31,90,51.0,,0.51,45.9
2018-08-01,89,52.0,False,0.52,46.28
2018-08-02,92,52.0,,0.52,47.84
2018-08-03,90,52.0,,0.52,46.800000000000004
2018-08-04,100,52.0,,0.52,52.0
2018-08-05,99,52.0,,0.52,51.480000000000004
2018-08-06,95,52.0,,0.52,49.4
2018-08-07,93,52.0,,0.52,48.36
2018-08-08,91,52.0,,0.52,47.32
2018-08-09,93,52.0,,0.52,48.36
2018-08-10,89,52.0,,0.52,46.28
2018-08-11,96,52.0,,0.52,49.92
2018-08-12,96,52.0,,0.52,49.92
2018-08-13,96,52.0,,0.52,49.92
2018-08-14,89,52.0,,0.52,46.28
2018-08-15,88,52.0,,0.52,45.760000000000005
2018-08-16,88,52.0,,0.52,45.760000000000005
2018-08-17,87,52.0,,0.52,45.24
2018-08-18,94,52.0,,0.52,48.88
2018-08-19,91,52.0,,0.52,47.32
2018-08-20,89,52.0,,0.52,46.28
2018-08-21,83,52.0,,0.52,43.160000000000004
2018-08-22,82,52.0,,0.52,42.64
2018-08-23,86,52.0,,0.52,44.72
2018-08-24,87,52.0,,0.52,45.24
2018-08-25,93,52.0,,0.52,48.36
2018-08-26,91,52.0,,0.52,47.32
2018-08-27,87,52.0,,0.52,45.24
2018-08-28,93,52.0,,0.52,48.36
2018-08-29,92,52.0,,0.52,47.84
2018-08-30,87,52.0,,0.52,45.24
2018-08-31,86,52.0,,0.52,44.72
2018-09-01,41,67.0,False,0.67,27.470000000000002
2018-09-02,40,67.0,,0.67,26.8
2018-09-03,40,67.0,,0.67,26.8
2018-09-04,38,67.0,,0.67,25.46
2018-09-05,36,67.0,,0.67,24.12
2018-09-06,36,67.0,,0.67,24.12
2018-09-07,38,67.0,,0.67,25.46
2018-09-08,42,67.0,,0.67,28.14
2018-09-09,38,67.0,,0.67,25.46
2018-09-10,37,67.0,,0.67,24.790000000000003
2018-09-11,37,67.0,,0.67,24.790000000000003
2018-09-12,72,67.0,,0.67,48.24
2018-09-13,100,67.0,,0.67,67.0
2018-09-14,95,67.0,,0.67,63.650000000000006
2018-09-15,76,67.0,,0.67,50.92
2018-09-16,65,67.0,,0.67,43.550000000000004
2018-09-17,63,67.0,,0.67,42.21
2018-09-18,58,67.0,,0.67,38.86
2018-09-19,55,67.0,,0.67,36.85
2018-09-20,56,67.0,,0.67,37.52
2018-09-21,66,67.0,,0.67,44.220000000000006
2018-09-22,79,67.0,,0.67,52.93
2018-09-23,65,67.0,,0.67,43.550000000000004
2018-09-24,65,67.0,,0.67,43.550000000000004
2018-09-25,64,67.0,,0.67,42.88
2018-09-26,64,67.0,,0.67,42.88
2018-09-27,52,67.0,,0.67,34.84
2018-09-28,54,67.0,,0.67,36.18
2018-09-29,57,67.0,,0.67,38.190000000000005
2018-09-30,50,67.0,,0.67,33.5
2018-10-01,100,60.0,False,0.6,60.0
2018-10-02,91,60.0,,0.6,54.6
2018-10-03,88,60.0,,0.6,52.8
2018-10-04,87,60.0,,0.6,52.199999999999996
2018-10-05,88,60.0,,0.6,52.8
2018-10-06,85,60.0,,0.6,51.0
2018-10-07,78,60.0,,0.6,46.8
2018-10-08,87,60.0,,0.6,52.199999999999996
2018-10-09,87,60.0,,0.6,52.199999999999996
2018-10-10,84,60.0,,0.6,50.4
2018-10-11,84,60.0,,0.6,50.4
2018-10-12,83,60.0,,0.6,49.8
2018-10-13,85,60.0,,0.6,51.0
2018-10-14,82,60.0,,0.6,49.199999999999996
2018-10-15,86,60.0,,0.6,51.6
2018-10-16,84,60.0,,0.6,50.4
2018-10-17,85,60.0,,0.6,51.0
2018-10-18,84,60.0,,0.6,50.4
2018-10-19,89,60.0,,0.6,53.4
2018-10-20,85,60.0,,0.6,51.0
2018-10-21,87,60.0,,0.6,52.199999999999996
2018-10-22,84,60.0,,0.6,50.4
2018-10-23,78,60.0,,0.6,46.8
2018-10-24,78,60.0,,0.6,46.8
2018-10-25,77,60.0,,0.6,46.199999999999996
2018-10-26,82,60.0,,0.6,49.199999999999996
2018-10-27,96,60.0,,0.6,57.599999999999994
2018-10-28,82,60.0,,0.6,49.199999999999996
2018-10-29,90,60.0,,0.6,54.0
2018-10-30,87,60.0,,0.6,52.199999999999996
2018-10-31,78,60.0,,0.6,46.8
2018-11-01,73,60.0,False,0.6,43.8
2018-11-02,72,60.0,,0.6,43.199999999999996
2018-11-03,79,60.0,,0.6,47.4
2018-11-04,73,60.0,,0.6,43.8
2018-11-05,83,60.0,,0.6,49.8
2018-11-06,72,60.0,,0.6,43.199999999999996
2018-11-07,74,60.0,,0.6,44.4
2018-11-08,74,60.0,,0.6,44.4
2018-11-09,73,60.0,,0.6,43.8
2018-11-10,79,60.0,,0.6,47.4
2018-11-11,73,60.0,,0.6,43.8
2018-11-12,74,60.0,,0.6,44.4
2018-11-13,75,60.0,,0.6,45.0
2018-11-14,74,60.0,,0.6,44.4
2018-11-15,74,60.0,,0.6,44.4
2018-11-16,74,60.0,,0.6,44.4
2018-11-17,76,60.0,,0.6,45.6
2018-11-18,75,60.0,,0.6,45.0
2018-11-19,76,60.0,,0.6,45.6
2018-11-20,72,60.0,,0.6,43.199999999999996
2018-11-21,71,60.0,,0.6,42.6
2018-11-22,77,60.0,,0.6,46.199999999999996
2018-11-23,100,60.0,,0.6,60.0
2018-11-24,93,60.0,,0.6,55.8
2018-11-25,85,60.0,,0.6,51.0
2018-11-26,91,60.0,,0.6,54.6
2018-11-27,93,60.0,,0.6,55.8
2018-11-28,85,60.0,,0.6,51.0
2018-11-29,83,60.0,,0.6,49.8
2018-11-30,78,60.0,,0.6,46.8
2018-12-01,62,63.0,False,0.63,39.06
2018-12-02,63,63.0,,0.63,39.69
2018-12-03,64,63.0,,0.63,40.32
2018-12-04,66,63.0,,0.63,41.58
2018-12-05,61,63.0,,0.63,38.43
2018-12-06,69,63.0,,0.63,43.47
2018-12-07,67,63.0,,0.63,42.21
2018-12-08,65,63.0,,0.63,40.95
2018-12-09,100,63.0,,0.63,63.0
2018-12-10,71,63.0,,0.63,44.73
2018-12-11,66,63.0,,0.63,41.58
2018-12-12,69,63.0,,0.63,43.47
2018-12-13,71,63.0,,0.63,44.73
2018-12-14,71,63.0,,0.63,44.73
2018-12-15,74,63.0,,0.63,46.62
2018-12-16,67,63.0,,0.63,42.21
2018-12-17,75,63.0,,0.63,47.25
2018-12-18,73,63.0,,0.63,45.99
2018-12-19,70,63.0,,0.63,44.1
2018-12-20,67,63.0,,0.63,42.21
2018-12-21,67,63.0,,0.63,42.21
2018-12-22,70,63.0,,0.63,44.1
2018-12-23,69,63.0,,0.63,43.47
2018-12-24,65,63.0,,0.63,40.95
2018-12-25,68,63.0,,0.63,42.84
2018-12-26,74,63.0,,0.63,46.62
2018-12-27,71,63.0,,0.63,44.73
2018-12-28,68,63.0,,0.63,42.84
2018-12-29,68,63.0,,0.63,42.84
2018-12-30,63,63.0,,0.63,39.69
2018-12-31,59,63.0,,0.63,37.17
2019-01-01,89,58.0,False,0.58,51.62
2019-01-02,95,58.0,,0.58,55.099999999999994
2019-01-03,100,58.0,,0.58,57.99999999999999
2019-01-04,97,58.0,,0.58,56.26
2019-01-05,93,58.0,,0.58,53.94
2019-01-06,92,58.0,,0.58,53.36
2019-01-07,89,58.0,,0.58,51.62
2019-01-08,90,58.0,,0.58,52.199999999999996
2019-01-09,96,58.0,,0.58,55.67999999999999
2019-01-10,96,58.0,,0.58,55.67999999999999
2019-01-11,94,58.0,,0.58,54.519999999999996
2019-01-12,98,58.0,,0.58,56.839999999999996
2019-01-13,90,58.0,,0.58,52.199999999999996
2019-01-14,94,58.0,,0.58,54.519999999999996
2019-01-15,92,58.0,,0.58,53.36
2019-01-16,96,58.0,,0.58,55.67999999999999
2019-01-17,98,58.0,,0.58,56.839999999999996
2019-01-18,90,58.0,,0.58,52.199999999999996
2019-01-19,88,58.0,,0.58,51.04
2019-01-20,87,58.0,,0.58,50.459999999999994
2019-01-21,90,58.0,,0.58,52.199999999999996
2019-01-22,88,58.0,,0.58,51.04
2019-01-23,89,58.0,,0.58,51.62
2019-01-24,93,58.0,,0.58,53.94
2019-01-25,92,58.0,,0.58,53.36
2019-01-26,93,58.0,,0.58,53.94
2019-01-27,94,58.0,,0.58,54.519999999999996
2019-01-28,94,58.0,,0.58,54.519999999999996
2019-01-29,93,58.0,,0.58,53.94
2019-01-30,97,58.0,,0.58,56.26
2019-01-31,98,58.0,,0.58,56.839999999999996
2019-02-01,90,58.0,False,0.58,52.199999999999996
2019-02-02,93,58.0,,0.58,53.94
2019-02-03,86,58.0,,0.58,49.879999999999995
2019-02-04,81,58.0,,0.58,46.98
2019-02-05,94,58.0,,0.58,54.519999999999996
2019-02-06,89,58.0,,0.58,51.62
2019-02-07,100,58.0,,0.58,57.99999999999999
2019-02-08,96,58.0,,0.58,55.67999999999999
2019-02-09,96,58.0,,0.58,55.67999999999999
2019-02-10,91,58.0,,0.58,52.779999999999994
2019-02-11,85,58.0,,0.58,49.3
2019-02-12,82,58.0,,0.58,47.559999999999995
2019-02-13,89,58.0,,0.58,51.62
2019-02-14,90,58.0,,0.58,52.199999999999996
2019-02-15,85,58.0,,0.58,49.3
2019-02-16,92,58.0,,0.58,53.36
2019-02-17,88,58.0,,0.58,51.04
2019-02-18,90,58.0,,0.58,52.199999999999996
2019-02-19,89,58.0,,0.58,51.62
2019-02-20,91,58.0,,0.58,52.779999999999994
2019-02-21,92,58.0,,0.58,53.36
2019-02-22,85,58.0,,0.58,49.3
2019-02-23,89,58.0,,0.58,51.62
2019-02-24,97,58.0,,0.58,56.26
2019-02-25,92,58.0,,0.58,53.36
2019-02-26,93,58.0,,0.58,53.94
2019-02-27,96,58.0,,0.58,55.67999999999999
2019-02-28,100,58.0,,0.58,57.99999999999999
2019-03-01,39,72.0,False,0.72,28.08
2019-03-02,37,72.0,,0.72,26.64
2019-03-03,39,72.0,,0.72,28.08
2019-03-04,36,72.0,,0.72,25.919999999999998
2019-03-05,37,72.0,,0.72,26.64
2019-03-06,35,72.0,,0.72,25.2
2019-03-07,33,72.0,,0.72,23.759999999999998
2019-03-08,35,72.0,,0.72,25.2
2019-03-09,35,72.0,,0.72,25.2
2019-03-10,50,72.0,,0.72,36.0
2019-03-11,75,72.0,,0.72,54.0
2019-03-12,84,72.0,,0.72,60.48
2019-03-13,100,72.0,,0.72,72.0
2019-03-14,73,72.0,,0.72,52.559999999999995
2019-03-15,52,72.0,,0.72,37.44
2019-03-16,44,72.0,,0.72,31.68
2019-03-17,45,72.0,,0.72,32.4
2019-03-18,44,72.0,,0.72,31.68
2019-03-19,41,72.0,,0.72,29.52
2019-03-20,40,72.0,,0.72,28.799999999999997
2019-03-21,40,72.0,,0.72,28.799999999999997
2019-03-22,39,72.0,,0.72,28.08
2019-03-23,37,72.0,,0.72,26.64
2019-03-24,39,72.0,,0.72,28.08
2019-03-25,41,72.0,,0.72,29.52
2019-03-26,47,72.0,,0.72,33.839999999999996
2019-03-27,44,72.0,,0.72,31.68
2019-03-28,38,72.0,,0.72,27.36
2019-03-29,38,72.0,,0.72,27.36
2019-03-30,37,72.0,,0.72,26.64
2019-03-31,36,72.0,,0.72,25.919999999999998
2019-04-01,73,61.0,False,0.61,44.53
2019-04-02,78,61.0,,0.61,47.58
2019-04-03,77,61.0,,0.61,46.97
2019-04-04,80,61.0,,0.61,48.8
2019-04-05,84,61.0,,0.61,51.24
2019-04-06,74,61.0,,0.61,45.14
2019-04-07,82,61.0,,0.61,50.019999999999996
2019-04-08,83,61.0,,0.61,50.629999999999995
2019-04-09,75,61.0,,0.61,45.75
2019-04-10,76,61.0,,0.61,46.36
2019-04-11,75,61.0,,0.61,45.75
2019-04-12,77,61.0,,0.61,46.97
2019-04-13,80,61.0,,0.61,48.8
2019-04-14,100,61.0,,0.61,61.0
2019-04-15,76,61.0,,0.61,46.36
2019-04-16,78,61.0,,0.61,47.58
2019-04-17,77,61.0,,0.61,46.97
2019-04-18,72,61.0,,0.61,43.92
2019-04-19,71,61.0,,0.61,43.31
2019-04-20,71,61.0,,0.61,43.31
2019-04-21,72,61.0,,0.61,43.92
2019-04-22,66,61.0,,0.61,40.26
2019-04-23,68,61.0,,0.61,41.48
2019-04-24,70,61.0,,0.61,42.699999999999996
2019-04-25,69,61.0,,0.61,42.089999999999996
2019-04-26,67,61.0,,0.61,40.87
2019-04-27,70,61.0,,0.61,42.699999999999996
2019-04-28,66,61.0,,0.61,40.26
2019-04-29,67,61.0,,0.61,40.87
2019-04-30,65,61.0,,0.61,39.65
2019-05-01,85,55.0,False,0.55,46.75000000000001
2019-05-02,84,55.0,,0.55,46.2
2019-05-03,83,55.0,,0.55,45.650000000000006
2019-05-04,89,55.0,,0.55,48.95
2019-05-05,100,55.0,,0.55,55.00000000000001
2019-05-06,93,55.0,,0.55,51.150000000000006
2019-05-07,87,55.0,,0.55,47.85
2019-05-08,86,55.0,,0.55,47.300000000000004
2019-05-09,86,55.0,,0.55,47.300000000000004
2019-05-10,80,55.0,,0.55,44.0
2019-05-11,86,55.0,,0.55,47.300000000000004
2019-05-12,86,55.0,,0.55,47.300000000000004
2019-05-13,83,55.0,,0.55,45.650000000000006
2019-05-14,82,55.0,,0.55,45.1
2019-05-15,83,55.0,,0.55,45.650000000000006
2019-05-16,82,55.0,,0.55,45.1
2019-05-17,84,55.0,,0.55,46.2
2019-05-18,85,55.0,,0.55,46.75000000000001
2019-05-19,84,55.0,,0.55,46.2
2019-05-20,81,55.0,,0.55,44.550000000000004
2019-05-21,82,55.0,,0.55,45.1
2019-05-22,82,55.0,,0.55,45.1
2019-05-23,85,55.0,,0.55,46.75000000000001
2019-05-24,89,55.0,,0.55,48.95
2019-05-25,87,55.0,,0.55,47.85
2019-05-26,87,55.0,,0.55,47.85
2019-05-27,85,55.0,,0.55,46.75000000000001
2019-05-28,85,55.0,,0.55,46.75000000000001
2019-05-29,83,55.0,,0.55,45.650000000000006
2019-05-30,85,55.0,,0.55,46.75000000000001
2019-05-31,82,55.0,,0.55,45.1
2019-06-01,76,57.0,False,0.57,43.31999999999999
2019-06-02,80,57.0,,0.57,45.599999999999994
2019-06-03,77,57.0,,0.57,43.88999999999999
2019-06-04,73,57.0,,0.57,41.61
2019-06-05,76,57.0,,0.57,43.31999999999999
2019-06-06,75,57.0,,0.57,42.74999999999999
2019-06-07,77,57.0,,0.57,43.88999999999999
2019-06-08,77,57.0,,0.57,43.88999999999999
2019-06-09,78,57.0,,0.57,44.459999999999994
2019-06-10,76,57.0,,0.57,43.31999999999999
2019-06-11,78,57.0,,0.57,44.459999999999994
2019-06-12,91,57.0,,0.57,51.87
2019-06-13,83,57.0,,0.57,47.309999999999995
2019-06-14,78,57.0,,0.57,44.459999999999994
2019-06-15,83,57.0,,0.57,47.309999999999995
2019-06-16,81,57.0,,0.57,46.169999999999995
2019-06-17,81,57.0,,0.57,46.169999999999995
2019-06-18,94,57.0,,0.57,53.58
2019-06-19,100,57.0,,0.57,56.99999999999999
2019-06-20,91,57.0,,0.57,51.87
2019-06-21,81,57.0,,0.57,46.169999999999995
2019-06-22,80,57.0,,0.57,45.599999999999994
2019-06-23,77,57.0,,0.57,43.88999999999999
2019-06-24,77,57.0,,0.57,43.88999999999999
2019-06-25,76,57.0,,0.57,43.31999999999999
2019-06-26,78,57.0,,0.57,44.459999999999994
2019-06-27,92,57.0,,0.57,52.44
2019-06-28,87,57.0,,0.57,49.589999999999996
2019-06-29,81,57.0,,0.57,46.169999999999995
2019-06-30,84,57.0,,0.57,47.879999999999995
2019-07-01,71,61.0,False,0.61,43.31
2019-07-02,76,61.0,,0.61,46.36
2019-07-03,71,61.0,,0.61,43.31
2019-07-04,68,61.0,,0.61,41.48
2019-07-05,67,61.0,,0.61,40.87
2019-07-06,72,61.0,,0.61,43.92
2019-07-07,66,61.0,,0.61,40.26
2019-07-08,71,61.0,,0.61,43.31
2019-07-09,80,61.0,,0.61,48.8
2019-07-10,79,61.0,,0.61,48.19
2019-07-11,74,61.0,,0.61,45.14
2019-07-12,71,61.0,,0.61,43.31
2019-07-13,73,61.0,,0.61,44.53
2019-07-14,72,61.0,,0.61,43.92
2019-07-15,76,61.0,,0.61,46.36
2019-07-16,70,61.0,,0.61,42.699999999999996
2019-07-17,76,61.0,,0.61,46.36
2019-07-18,72,61.0,,0.61,43.92
2019-07-19,67,61.0,,0.61,40.87
2019-07-20,70,61.0,,0.61,42.699999999999996
2019-07-21,73,61.0,,0.61,44.53
2019-07-22,71,61.0,,0.61,43.31
2019-07-23,79,61.0,,0.61,48.19
2019-07-24,78,61.0,,0.61,47.58
2019-07-25,76,61.0,,0.61,46.36
2019-07-26,74,61.0,,0.61,45.14
2019-07-27,78,61.0,,0.61,47.58
2019-07-28,100,61.0,,0.61,61.0
2019-07-29,74,61.0,,0.61,45.14
2019-07-30,71,61.0,,0.61,43.31
2019-07-31,73,61.0,,0.61,44.53
2019-08-01,91,58.0,False,0.58,52.779999999999994
2019-08-02,88,58.0,,0.58,51.04
2019-08-03,100,58.0,,0.58,57.99999999999999
2019-08-04,97,58.0,,0.58,56.26
2019-08-05,88,58.0,,0.58,51.04
2019-08-06,92,58.0,,0.58,53.36
2019-08-07,94,58.0,,0.58,54.519999999999996
2019-08-08,93,58.0,,0.58,53.94
2019-08-09,88,58.0,,0.58,51.04
2019-08-10,91,58.0,,0.58,52.779999999999994
2019-08-11,93,58.0,,0.58,53.94
2019-08-12,90,58.0,,0.58,52.199999999999996
2019-08-13,95,58.0,,0.58,55.099999999999994
2019-08-14,94,58.0,,0.58,54.519999999999996
2019-08-15,95,58.0,,0.58,55.099999999999994
2019-08-16,89,58.0,,0.58,51.62
2019-08-17,95,58.0,,0.58,55.099999999999994
2019-08-18,99,58.0,,0.58,57.419999999999995
2019-08-19,95,58.0,,0.58,55.099999999999994
2019-08-20,88,58.0,,0.58,51.04
2019-08-21,87,58.0,,0.58,50.459999999999994
2019-08-22,87,58.0,,0.58,50.459999999999994
2019-08-23,92,58.0,,0.58,53.36
2019-08-24,90,58.0,,0.58,52.199999999999996
2019-08-25,91,58.0,,0.58,52.779999999999994
2019-08-26,86,58.0,,0.58,49.879999999999995
2019-08-27,86,58.0,,0.58,49.879999999999995
