date,EST_unscaled,EST_monthly,isPartial,scale,EST
2018-01-02,63,51.0,,0.51,32.13
2018-01-03,71,51.0,,0.51,36.21
2018-01-04,67,51.0,,0.51,34.17
2018-01-05,69,51.0,,0.51,35.19
2018-01-06,56,51.0,,0.51,28.560000000000002
2018-01-07,56,51.0,,0.51,28.560000000000002
2018-01-08,73,51.0,,0.51,37.230000000000004
2018-01-09,68,51.0,,0.51,34.68
2018-01-10,69,51.0,,0.51,35.19
2018-01-11,70,51.0,,0.51,35.7
2018-01-12,70,51.0,,0.51,35.7
2018-01-13,58,51.0,,0.51,29.580000000000002
2018-01-14,55,51.0,,0.51,28.05
2018-01-15,63,51.0,,0.51,32.13
2018-01-16,80,51.0,,0.51,40.8
2018-01-17,77,51.0,,0.51,39.27
2018-01-18,77,51.0,,0.51,39.27
2018-01-19,74,51.0,,0.51,37.74
2018-01-20,60,51.0,,0.51,30.6
2018-01-21,55,51.0,,0.51,28.05
2018-01-22,68,51.0,,0.51,34.68
2018-01-23,80,51.0,,0.51,40.8
2018-01-24,77,51.0,,0.51,39.27
2018-01-25,74,51.0,,0.51,37.74
2018-01-26,71,51.0,,0.51,36.21
2018-01-27,52,51.0,,0.51,26.52
2018-01-28,73,51.0,,0.51,37.230000000000004
2018-01-29,83,51.0,,0.51,42.33
2018-01-30,78,51.0,,0.51,39.78
2018-01-31,100,51.0,,0.51,51.0
2018-02-01,64,55.0,False,0.55,35.2
2018-02-02,68,55.0,,0.55,37.400000000000006
2018-02-03,47,55.0,,0.55,25.85
2018-02-04,100,55.0,,0.55,55.00000000000001
2018-02-05,59,55.0,,0.55,32.45
2018-02-06,59,55.0,,0.55,32.45
2018-02-07,57,55.0,,0.55,31.35
2018-02-08,61,55.0,,0.55,33.550000000000004
2018-02-09,63,55.0,,0.55,34.650000000000006
2018-02-10,47,55.0,,0.55,25.85
2018-02-11,47,55.0,,0.55,25.85
2018-02-12,57,55.0,,0.55,31.35
2018-02-13,59,55.0,,0.55,32.45
2018-02-14,55,55.0,,0.55,30.250000000000004
2018-02-15,54,55.0,,0.55,29.700000000000003
2018-02-16,55,55.0,,0.55,30.250000000000004
2018-02-17,44,55.0,,0.55,24.200000000000003
2018-02-18,44,55.0,,0.55,24.200000000000003
2018-02-19,47,55.0,,0.55,25.85
2018-02-20,58,55.0,,0.55,31.900000000000002
2018-02-21,59,55.0,,0.55,32.45
2018-02-22,73,55.0,,0.55,40.150000000000006
2018-02-23,58,55.0,,0.55,31.900000000000002
2018-02-24,50,55.0,,0.55,27.500000000000004
2018-02-25,47,55.0,,0.55,25.85
2018-02-26,54,55.0,,0.55,29.700000000000003
2018-02-27,56,55.0,,0.55,30.800000000000004
2018-02-28,56,55.0,,0.55,30.800000000000004
2018-03-01,83,56.0,False,0.56,46.480000000000004
2018-03-02,75,56.0,,0.56,42.00000000000001
2018-03-03,68,56.0,,0.56,38.080000000000005
2018-03-04,76,56.0,,0.56,42.56
2018-03-05,83,56.0,,0.56,46.480000000000004
2018-03-06,85,56.0,,0.56,47.6
2018-03-07,84,56.0,,0.56,47.040000000000006
2018-03-08,92,56.0,,0.56,51.52
2018-03-09,87,56.0,,0.56,48.720000000000006
2018-03-10,75,56.0,,0.56,42.00000000000001
2018-03-11,100,56.0,,0.56,56.00000000000001
2018-03-12,93,56.0,,0.56,52.080000000000005
2018-03-13,85,56.0,,0.56,47.6
2018-03-14,91,56.0,,0.56,50.96000000000001
2018-03-15,95,56.0,,0.56,53.2
2018-03-16,90,56.0,,0.56,50.400000000000006
2018-03-17,53,56.0,,0.56,29.680000000000003
2018-03-18,61,56.0,,0.56,34.160000000000004
2018-03-19,81,56.0,,0.56,45.36000000000001
2018-03-20,88,56.0,,0.56,49.28
2018-03-21,94,56.0,,0.56,52.64000000000001
2018-03-22,95,56.0,,0.56,53.2
2018-03-23,83,56.0,,0.56,46.480000000000004
2018-03-24,63,56.0,,0.56,35.28
2018-03-25,76,56.0,,0.56,42.56
2018-03-26,84,56.0,,0.56,47.040000000000006
2018-03-27,92,56.0,,0.56,51.52
2018-03-28,97,56.0,,0.56,54.32000000000001
2018-03-29,87,56.0,,0.56,48.720000000000006
2018-03-30,84,56.0,,0.56,47.040000000000006
2018-03-31,62,56.0,,0.56,34.720000000000006
2018-04-01,57,53.0,False,0.53,30.21
2018-04-02,92,53.0,,0.53,48.760000000000005
2018-04-03,80,53.0,,0.53,42.400000000000006
2018-04-04,83,53.0,,0.53,43.99
2018-04-05,89,53.0,,0.53,47.17
2018-04-06,77,53.0,,0.53,40.81
2018-04-07,60,53.0,,0.53,31.8
2018-04-08,69,53.0,,0.53,36.57
2018-04-09,91,53.0,,0.53,48.230000000000004
2018-04-10,98,53.0,,0.53,51.940000000000005
2018-04-11,87,53.0,,0.53,46.11
2018-04-12,100,53.0,,0.53,53.0
2018-04-13,84,53.0,,0.53,44.52
2018-04-14,68,53.0,,0.53,36.04
2018-04-15,73,53.0,,0.53,38.690000000000005
2018-04-16,83,53.0,,0.53,43.99
2018-04-17,88,53.0,,0.53,46.64
2018-04-18,92,53.0,,0.53,48.760000000000005
2018-04-19,91,53.0,,0.53,48.230000000000004
2018-04-20,83,53.0,,0.53,43.99
2018-04-21,63,53.0,,0.53,33.39
2018-04-22,56,53.0,,0.53,29.68
2018-04-23,80,53.0,,0.53,42.400000000000006
2018-04-24,96,53.0,,0.53,50.88
2018-04-25,87,53.0,,0.53,46.11
2018-04-26,87,53.0,,0.53,46.11
2018-04-27,83,53.0,,0.53,43.99
2018-04-28,62,53.0,,0.53,32.86
2018-04-29,61,53.0,,0.53,32.33
2018-04-30,84,53.0,,0.53,44.52
2018-05-01,92,52.0,False,0.52,47.84
2018-05-02,84,52.0,,0.52,43.68
2018-05-03,84,52.0,,0.52,43.68
2018-05-04,78,52.0,,0.52,40.56
2018-05-05,70,52.0,,0.52,36.4
2018-05-06,57,52.0,,0.52,29.64
2018-05-07,82,52.0,,0.52,42.64
2018-05-08,93,52.0,,0.52,48.36
2018-05-09,81,52.0,,0.52,42.120000000000005
2018-05-10,82,52.0,,0.52,42.64
2018-05-11,80,52.0,,0.52,41.6
2018-05-12,65,52.0,,0.52,33.800000000000004
2018-05-13,70,52.0,,0.52,36.4
2018-05-14,90,52.0,,0.52,46.800000000000004
2018-05-15,90,52.0,,0.52,46.800000000000004
2018-05-16,85,52.0,,0.52,44.2
2018-05-17,90,52.0,,0.52,46.800000000000004
2018-05-18,100,52.0,,0.52,52.0
2018-05-19,98,52.0,,0.52,50.96
2018-05-20,58,52.0,,0.52,30.16
2018-05-21,80,52.0,,0.52,41.6
2018-05-22,88,52.0,,0.52,45.760000000000005
2018-05-23,87,52.0,,0.52,45.24
2018-05-24,80,52.0,,0.52,41.6
2018-05-25,72,52.0,,0.52,37.44
2018-05-26,56,52.0,,0.52,29.12
2018-05-27,62,52.0,,0.52,32.24
2018-05-28,65,52.0,,0.52,33.800000000000004
2018-05-29,90,52.0,,0.52,46.800000000000004
2018-05-30,84,52.0,,0.52,43.68
2018-05-31,92,52.0,,0.52,47.84
2018-06-01,89,54.0,False,0.54,48.06
2018-06-02,58,54.0,,0.54,31.32
2018-06-03,59,54.0,,0.54,31.860000000000003
2018-06-04,80,54.0,,0.54,43.2
2018-06-05,82,54.0,,0.54,44.28
2018-06-06,84,54.0,,0.54,45.36
2018-06-07,85,54.0,,0.54,45.900000000000006
2018-06-08,77,54.0,,0.54,41.580000000000005
2018-06-09,64,54.0,,0.54,34.56
2018-06-10,73,54.0,,0.54,39.42
2018-06-11,100,54.0,,0.54,54.0
2018-06-12,96,54.0,,0.54,51.84
2018-06-13,88,54.0,,0.54,47.52
2018-06-14,92,54.0,,0.54,49.68000000000001
2018-06-15,78,54.0,,0.54,42.120000000000005
2018-06-16,67,54.0,,0.54,36.18
2018-06-17,55,54.0,,0.54,29.700000000000003
2018-06-18,74,54.0,,0.54,39.96
2018-06-19,82,54.0,,0.54,44.28
2018-06-20,79,54.0,,0.54,42.660000000000004
2018-06-21,88,54.0,,0.54,47.52
2018-06-22,73,54.0,,0.54,39.42
2018-06-23,56,54.0,,0.54,30.240000000000002
2018-06-24,58,54.0,,0.54,31.32
2018-06-25,75,54.0,,0.54,40.5
2018-06-26,83,54.0,,0.54,44.82
2018-06-27,85,54.0,,0.54,45.900000000000006
2018-06-28,78,54.0,,0.54,42.120000000000005
2018-06-29,90,54.0,,0.54,48.6
2018-06-30,71,54.0,,0.54,38.34
2018-07-01,63,54.0,False,0.54,34.02
2018-07-02,78,54.0,,0.54,42.120000000000005
2018-07-03,78,54.0,,0.54,42.120000000000005
2018-07-04,59,54.0,,0.54,31.860000000000003
2018-07-05,78,54.0,,0.54,42.120000000000005
2018-07-06,78,54.0,,0.54,42.120000000000005
2018-07-07,69,54.0,,0.54,37.260000000000005
2018-07-08,66,54.0,,0.54,35.64
2018-07-09,79,54.0,,0.54,42.660000000000004
2018-07-10,86,54.0,,0.54,46.440000000000005
2018-07-11,82,54.0,,0.54,44.28
2018-07-12,100,54.0,,0.54,54.0
2018-07-13,72,54.0,,0.54,38.88
2018-07-14,70,54.0,,0.54,37.800000000000004
2018-07-15,75,54.0,,0.54,40.5
2018-07-16,99,54.0,,0.54,53.46
2018-07-17,87,54.0,,0.54,46.980000000000004
2018-07-18,81,54.0,,0.54,43.74
2018-07-19,87,54.0,,0.54,46.980000000000004
2018-07-20,86,54.0,,0.54,46.440000000000005
2018-07-21,71,54.0,,0.54,38.34
2018-07-22,62,54.0,,0.54,33.480000000000004
2018-07-23,79,54.0,,0.54,42.660000000000004
2018-07-24,87,54.0,,0.54,46.980000000000004
2018-07-25,79,54.0,,0.54,42.660000000000004
2018-07-26,85,54.0,,0.54,45.900000000000006
2018-07-27,88,54.0,,0.54,47.52
2018-07-28,61,54.0,,0.54,32.940000000000005
2018-07-29,62,54.0,,0.54,33.480000000000004
2018-07-30,83,54.0,,0.54,44.82
2018-07-31,84,54.0,,0.54,45.36
2018-08-01,85,55.0,False,0.55,46.75000000000001
2018-08-02,79,55.0,,0.55,43.45
2018-08-03,78,55.0,,0.55,42.900000000000006
2018-08-04,56,55.0,,0.55,30.800000000000004
2018-08-05,57,55.0,,0.55,31.35
2018-08-06,78,55.0,,0.55,42.900000000000006
2018-08-07,80,55.0,,0.55,44.0
2018-08-08,81,55.0,,0.55,44.550000000000004
2018-08-09,87,55.0,,0.55,47.85
2018-08-10,89,55.0,,0.55,48.95
2018-08-11,63,55.0,,0.55,34.650000000000006
2018-08-12,61,55.0,,0.55,33.550000000000004
2018-08-13,78,55.0,,0.55,42.900000000000006
2018-08-14,75,55.0,,0.55,41.25
2018-08-15,73,55.0,,0.55,40.150000000000006
2018-08-16,83,55.0,,0.55,45.650000000000006
2018-08-17,69,55.0,,0.55,37.95
2018-08-18,56,55.0,,0.55,30.800000000000004
2018-08-19,58,55.0,,0.55,31.900000000000002
2018-08-20,81,55.0,,0.55,44.550000000000004
2018-08-21,79,55.0,,0.55,43.45
2018-08-22,79,55.0,,0.55,43.45
2018-08-23,83,55.0,,0.55,45.650000000000006
2018-08-24,81,55.0,,0.55,44.550000000000004
2018-08-25,100,55.0,,0.55,55.00000000000001
2018-08-26,51,55.0,,0.55,28.05
2018-08-27,75,55.0,,0.55,41.25
2018-08-28,84,55.0,,0.55,46.2
2018-08-29,79,55.0,,0.55,43.45
2018-08-30,76,55.0,,0.55,41.800000000000004
2018-08-31,73,55.0,,0.55,40.150000000000006
2018-09-01,59,54.0,False,0.54,31.860000000000003
2018-09-02,56,54.0,,0.54,30.240000000000002
2018-09-03,71,54.0,,0.54,38.34
2018-09-04,73,54.0,,0.54,39.42
2018-09-05,74,54.0,,0.54,39.96
2018-09-06,73,54.0,,0.54,39.42
2018-09-07,68,54.0,,0.54,36.72
2018-09-08,49,54.0,,0.54,26.46
2018-09-09,49,54.0,,0.54,26.46
2018-09-10,80,54.0,,0.54,43.2
2018-09-11,78,54.0,,0.54,42.120000000000005
2018-09-12,100,54.0,,0.54,54.0
2018-09-13,79,54.0,,0.54,42.660000000000004
2018-09-14,72,54.0,,0.54,38.88
2018-09-15,57,54.0,,0.54,30.78
2018-09-16,52,54.0,,0.54,28.080000000000002
2018-09-17,73,54.0,,0.54,39.42
2018-09-18,76,54.0,,0.54,41.040000000000006
2018-09-19,78,54.0,,0.54,42.120000000000005
2018-09-20,78,54.0,,0.54,42.120000000000005
2018-09-21,71,54.0,,0.54,38.34
2018-09-22,61,54.0,,0.54,32.940000000000005
2018-09-23,48,54.0,,0.54,25.92
2018-09-24,70,54.0,,0.54,37.800000000000004
2018-09-25,70,54.0,,0.54,37.800000000000004
2018-09-26,71,54.0,,0.54,38.34
2018-09-27,78,54.0,,0.54,42.120000000000005
2018-09-28,65,54.0,,0.54,35.1
2018-09-29,46,54.0,,0.54,24.840000000000003
2018-09-30,54,54.0,,0.54,29.160000000000004
2018-10-01,92,55.0,False,0.55,50.6
2018-10-02,87,55.0,,0.55,47.85
2018-10-03,91,55.0,,0.55,50.050000000000004
2018-10-04,88,55.0,,0.55,48.400000000000006
2018-10-05,82,55.0,,0.55,45.1
2018-10-06,75,55.0,,0.55,41.25
2018-10-07,75,55.0,,0.55,41.25
2018-10-08,83,55.0,,0.55,45.650000000000006
2018-10-09,89,55.0,,0.55,48.95
2018-10-10,94,55.0,,0.55,51.7
2018-10-11,84,55.0,,0.55,46.2
2018-10-12,79,55.0,,0.55,43.45
2018-10-13,60,55.0,,0.55,33.0
2018-10-14,49,55.0,,0.55,26.950000000000003
2018-10-15,78,55.0,,0.55,42.900000000000006
2018-10-16,84,55.0,,0.55,46.2
2018-10-17,82,55.0,,0.55,45.1
2018-10-18,83,55.0,,0.55,45.650000000000006
2018-10-19,85,55.0,,0.55,46.75000000000001
2018-10-20,73,55.0,,0.55,40.150000000000006
2018-10-21,84,55.0,,0.55,46.2
2018-10-22,86,55.0,,0.55,47.300000000000004
2018-10-23,100,55.0,,0.55,55.00000000000001
2018-10-24,96,55.0,,0.55,52.800000000000004
2018-10-25,86,55.0,,0.55,47.300000000000004
2018-10-26,85,55.0,,0.55,46.75000000000001
2018-10-27,71,55.0,,0.55,39.050000000000004
2018-10-28,68,55.0,,0.55,37.400000000000006
2018-10-29,91,55.0,,0.55,50.050000000000004
2018-10-30,92,55.0,,0.55,50.6
2018-10-31,87,55.0,,0.55,47.85
2018-11-01,64,60.0,False,0.6,38.4
2018-11-02,60,60.0,,0.6,36.0
2018-11-03,52,60.0,,0.6,31.2
2018-11-04,100,60.0,,0.6,60.0
2018-11-05,71,60.0,,0.6,42.6
2018-11-06,69,60.0,,0.6,41.4
2018-11-07,57,60.0,,0.6,34.199999999999996
2018-11-08,63,60.0,,0.6,37.8
2018-11-09,60,60.0,,0.6,36.0
2018-11-10,52,60.0,,0.6,31.2
2018-11-11,52,60.0,,0.6,31.2
2018-11-12,57,60.0,,0.6,34.199999999999996
2018-11-13,68,60.0,,0.6,40.8
2018-11-14,64,60.0,,0.6,38.4
2018-11-15,62,60.0,,0.6,37.199999999999996
2018-11-16,65,60.0,,0.6,39.0
2018-11-17,45,60.0,,0.6,27.0
2018-11-18,44,60.0,,0.6,26.4
2018-11-19,71,60.0,,0.6,42.6
2018-11-20,68,60.0,,0.6,40.8
2018-11-21,69,60.0,,0.6,41.4
2018-11-22,72,60.0,,0.6,43.199999999999996
2018-11-23,67,60.0,,0.6,40.199999999999996
2018-11-24,52,60.0,,0.6,31.2
2018-11-25,46,60.0,,0.6,27.599999999999998
2018-11-26,70,60.0,,0.6,42.0
2018-11-27,66,60.0,,0.6,39.6
2018-11-28,65,60.0,,0.6,39.0
2018-11-29,64,60.0,,0.6,38.4
2018-11-30,64,60.0,,0.6,38.4
2018-12-01,73,53.0,False,0.53,38.690000000000005
2018-12-02,65,53.0,,0.53,34.45
2018-12-03,84,53.0,,0.53,44.52
2018-12-04,92,53.0,,0.53,48.760000000000005
2018-12-05,81,53.0,,0.53,42.93
2018-12-06,100,53.0,,0.53,53.0
2018-12-07,79,53.0,,0.53,41.870000000000005
2018-12-08,64,53.0,,0.53,33.92
2018-12-09,55,53.0,,0.53,29.150000000000002
2018-12-10,76,53.0,,0.53,40.28
2018-12-11,87,53.0,,0.53,46.11
2018-12-12,72,53.0,,0.53,38.160000000000004
2018-12-13,80,53.0,,0.53,42.400000000000006
2018-12-14,75,53.0,,0.53,39.75
2018-12-15,65,53.0,,0.53,34.45
2018-12-16,58,53.0,,0.53,30.740000000000002
2018-12-17,74,53.0,,0.53,39.22
2018-12-18,75,53.0,,0.53,39.75
2018-12-19,73,53.0,,0.53,38.690000000000005
2018-12-20,70,53.0,,0.53,37.1
2018-12-21,71,53.0,,0.53,37.63
2018-12-22,55,53.0,,0.53,29.150000000000002
2018-12-23,56,53.0,,0.53,29.68
2018-12-24,59,53.0,,0.53,31.270000000000003
2018-12-25,60,53.0,,0.53,31.8
2018-12-26,71,53.0,,0.53,37.63
2018-12-27,67,53.0,,0.53,35.510000000000005
2018-12-28,54,53.0,,0.53,28.62
2018-12-29,55,53.0,,0.53,29.150000000000002
2018-12-30,51,53.0,,0.53,27.03
2018-12-31,61,53.0,,0.53,32.33
2019-01-01,73,59.0,False,0.59,43.07
2019-01-02,74,59.0,,0.59,43.66
2019-01-03,77,59.0,,0.59,45.43
2019-01-04,72,59.0,,0.59,42.48
2019-01-05,50,59.0,,0.59,29.5
2019-01-06,49,59.0,,0.59,28.91
2019-01-07,73,59.0,,0.59,43.07
2019-01-08,75,59.0,,0.59,44.25
2019-01-09,82,59.0,,0.59,48.379999999999995
2019-01-10,70,59.0,,0.59,41.3
2019-01-11,75,59.0,,0.59,44.25
2019-01-12,62,59.0,,0.59,36.58
2019-01-13,47,59.0,,0.59,27.729999999999997
2019-01-14,75,59.0,,0.59,44.25
2019-01-15,79,59.0,,0.59,46.61
2019-01-16,82,59.0,,0.59,48.379999999999995
2019-01-17,78,59.0,,0.59,46.019999999999996
2019-01-18,80,59.0,,0.59,47.199999999999996
2019-01-19,86,59.0,,0.59,50.739999999999995
2019-01-20,67,59.0,,0.59,39.53
2019-01-21,100,59.0,,0.59,59.0
2019-01-22,76,59.0,,0.59,44.839999999999996
2019-01-23,80,59.0,,0.59,47.199999999999996
2019-01-24,81,59.0,,0.59,47.79
2019-01-25,81,59.0,,0.59,47.79
2019-01-26,61,59.0,,0.59,35.989999999999995
2019-01-27,62,59.0,,0.59,36.58
2019-01-28,80,59.0,,0.59,47.199999999999996
2019-01-29,89,59.0,,0.59,52.51
2019-01-30,79,59.0,,0.59,46.61
2019-01-31,87,59.0,,0.59,51.33
2019-02-01,67,62.0,False,0.62,41.54
2019-02-02,84,62.0,,0.62,52.08
2019-02-03,100,62.0,,0.62,62.0
2019-02-04,58,62.0,,0.62,35.96
2019-02-05,66,62.0,,0.62,40.92
2019-02-06,65,62.0,,0.62,40.3
2019-02-07,59,62.0,,0.62,36.58
2019-02-08,55,62.0,,0.62,34.1
2019-02-09,42,62.0,,0.62,26.04
2019-02-10,45,62.0,,0.62,27.9
2019-02-11,59,62.0,,0.62,36.58
2019-02-12,65,62.0,,0.62,40.3
2019-02-13,70,62.0,,0.62,43.4
2019-02-14,61,62.0,,0.62,37.82
2019-02-15,59,62.0,,0.62,36.58
2019-02-16,44,62.0,,0.62,27.28
2019-02-17,42,62.0,,0.62,26.04
2019-02-18,53,62.0,,0.62,32.86
2019-02-19,59,62.0,,0.62,36.58
2019-02-20,67,62.0,,0.62,41.54
2019-02-21,51,62.0,,0.62,31.62
2019-02-22,57,62.0,,0.62,35.339999999999996
2019-02-23,44,62.0,,0.62,27.28
2019-02-24,44,62.0,,0.62,27.28
2019-02-25,59,62.0,,0.62,36.58
2019-02-26,72,62.0,,0.62,44.64
2019-02-27,67,62.0,,0.62,41.54
2019-02-28,57,62.0,,0.62,35.339999999999996
2019-03-01,81,57.0,False,0.57,46.169999999999995
2019-03-02,68,57.0,,0.57,38.76
2019-03-03,61,57.0,,0.57,34.769999999999996
2019-03-04,84,57.0,,0.57,47.879999999999995
2019-03-05,90,57.0,,0.57,51.3
2019-03-06,89,57.0,,0.57,50.73
2019-03-07,82,57.0,,0.57,46.739999999999995
2019-03-08,78,57.0,,0.57,44.459999999999994
2019-03-09,64,57.0,,0.57,36.48
2019-03-10,88,57.0,,0.57,50.16
2019-03-11,97,57.0,,0.57,55.28999999999999
2019-03-12,100,57.0,,0.57,56.99999999999999
2019-03-13,92,57.0,,0.57,52.44
2019-03-14,92,57.0,,0.57,52.44
2019-03-15,84,57.0,,0.57,47.879999999999995
2019-03-16,65,57.0,,0.57,37.05
2019-03-17,61,57.0,,0.57,34.769999999999996
2019-03-18,94,57.0,,0.57,53.58
2019-03-19,98,57.0,,0.57,55.85999999999999
2019-03-20,91,57.0,,0.57,51.87
2019-03-21,82,57.0,,0.57,46.739999999999995
2019-03-22,76,57.0,,0.57,43.31999999999999
2019-03-23,60,57.0,,0.57,34.199999999999996
2019-03-24,60,57.0,,0.57,34.199999999999996
2019-03-25,85,57.0,,0.57,48.449999999999996
2019-03-26,81,57.0,,0.57,46.169999999999995
2019-03-27,86,57.0,,0.57,49.019999999999996
2019-03-28,90,57.0,,0.57,51.3
2019-03-29,83,57.0,,0.57,47.309999999999995
2019-03-30,60,57.0,,0.57,34.199999999999996
2019-03-31,54,57.0,,0.57,30.779999999999998
2019-04-01,87,58.0,False,0.58,50.459999999999994
2019-04-02,90,58.0,,0.58,52.199999999999996
2019-04-03,86,58.0,,0.58,49.879999999999995
2019-04-04,85,58.0,,0.58,49.3
2019-04-05,82,58.0,,0.58,47.559999999999995
2019-04-06,62,58.0,,0.58,35.96
2019-04-07,68,58.0,,0.58,39.44
2019-04-08,83,58.0,,0.58,48.13999999999999
2019-04-09,90,58.0,,0.58,52.199999999999996
2019-04-10,92,58.0,,0.58,53.36
2019-04-11,100,58.0,,0.58,57.99999999999999
2019-04-12,85,58.0,,0.58,49.3
2019-04-13,69,58.0,,0.58,40.019999999999996
2019-04-14,89,58.0,,0.58,51.62
2019-04-15,89,58.0,,0.58,51.62
2019-04-16,89,58.0,,0.58,51.62
2019-04-17,95,58.0,,0.58,55.099999999999994
2019-04-18,83,58.0,,0.58,48.13999999999999
2019-04-19,86,58.0,,0.58,49.879999999999995
2019-04-20,65,58.0,,0.58,37.699999999999996
2019-04-21,65,58.0,,0.58,37.699999999999996
2019-04-22,86,58.0,,0.58,49.879999999999995
2019-04-23,100,58.0,,0.58,57.99999999999999
2019-04-24,82,58.0,,0.58,47.559999999999995
2019-04-25,86,58.0,,0.58,49.879999999999995
2019-04-26,79,58.0,,0.58,45.82
2019-04-27,63,58.0,,0.58,36.54
2019-04-28,63,58.0,,0.58,36.54
2019-04-29,84,58.0,,0.58,48.72
2019-04-30,77,58.0,,0.58,44.66
2019-05-01,87,56.0,False,0.56,48.720000000000006
2019-05-02,86,56.0,,0.56,48.160000000000004
2019-05-03,75,56.0,,0.56,42.00000000000001
2019-05-04,74,56.0,,0.56,41.440000000000005
2019-05-05,70,56.0,,0.56,39.2
2019-05-06,82,56.0,,0.56,45.92
2019-05-07,85,56.0,,0.56,47.6
2019-05-08,89,56.0,,0.56,49.84
2019-05-09,86,56.0,,0.56,48.160000000000004
2019-05-10,80,56.0,,0.56,44.800000000000004
2019-05-11,66,56.0,,0.56,36.96
2019-05-12,54,56.0,,0.56,30.240000000000002
2019-05-13,81,56.0,,0.56,45.36000000000001
2019-05-14,93,56.0,,0.56,52.080000000000005
2019-05-15,84,56.0,,0.56,47.040000000000006
2019-05-16,80,56.0,,0.56,44.800000000000004
2019-05-17,76,56.0,,0.56,42.56
2019-05-18,60,56.0,,0.56,33.6
2019-05-19,59,56.0,,0.56,33.040000000000006
2019-05-20,82,56.0,,0.56,45.92
2019-05-21,86,56.0,,0.56,48.160000000000004
2019-05-22,87,56.0,,0.56,48.720000000000006
2019-05-23,89,56.0,,0.56,49.84
2019-05-24,76,56.0,,0.56,42.56
2019-05-25,68,56.0,,0.56,38.080000000000005
2019-05-26,60,56.0,,0.56,33.6
2019-05-27,74,56.0,,0.56,41.440000000000005
2019-05-28,90,56.0,,0.56,50.400000000000006
2019-05-29,94,56.0,,0.56,52.64000000000001
2019-05-30,100,56.0,,0.56,56.00000000000001
2019-05-31,87,56.0,,0.56,48.720000000000006
2019-06-01,63,58.0,False,0.58,36.54
2019-06-02,65,58.0,,0.58,37.699999999999996
2019-06-03,82,58.0,,0.58,47.559999999999995
2019-06-04,98,58.0,,0.58,56.839999999999996
2019-06-05,90,58.0,,0.58,52.199999999999996
2019-06-06,86,58.0,,0.58,49.879999999999995
2019-06-07,83,58.0,,0.58,48.13999999999999
2019-06-08,61,58.0,,0.58,35.379999999999995
2019-06-09,70,58.0,,0.58,40.599999999999994
2019-06-10,99,58.0,,0.58,57.419999999999995
2019-06-11,87,58.0,,0.58,50.459999999999994
2019-06-12,79,58.0,,0.58,45.82
2019-06-13,85,58.0,,0.58,49.3
2019-06-14,78,58.0,,0.58,45.239999999999995
2019-06-15,60,58.0,,0.58,34.8
2019-06-16,56,58.0,,0.58,32.48
2019-06-17,80,58.0,,0.58,46.4
2019-06-18,81,58.0,,0.58,46.98
2019-06-19,75,58.0,,0.58,43.5
2019-06-20,82,58.0,,0.58,47.559999999999995
2019-06-21,81,58.0,,0.58,46.98
2019-06-22,56,58.0,,0.58,32.48
2019-06-23,58,58.0,,0.58,33.64
2019-06-24,79,58.0,,0.58,45.82
2019-06-25,91,58.0,,0.58,52.779999999999994
2019-06-26,83,58.0,,0.58,48.13999999999999
2019-06-27,100,58.0,,0.58,57.99999999999999
2019-06-28,86,58.0,,0.58,49.879999999999995
2019-06-29,56,58.0,,0.58,32.48
2019-06-30,61,58.0,,0.58,35.379999999999995
2019-07-01,84,59.0,False,0.59,49.559999999999995
2019-07-02,100,59.0,,0.59,59.0
2019-07-03,69,59.0,,0.59,40.71
2019-07-04,73,59.0,,0.59,43.07
2019-07-05,66,59.0,,0.59,38.94
2019-07-06,61,59.0,,0.59,35.989999999999995
2019-07-07,60,59.0,,0.59,35.4
2019-07-08,76,59.0,,0.59,44.839999999999996
2019-07-09,88,59.0,,0.59,51.919999999999995
2019-07-10,84,59.0,,0.59,49.559999999999995
2019-07-11,79,59.0,,0.59,46.61
2019-07-12,75,59.0,,0.59,44.25
2019-07-13,64,59.0,,0.59,37.76
2019-07-14,61,59.0,,0.59,35.989999999999995
2019-07-15,88,59.0,,0.59,51.919999999999995
2019-07-16,84,59.0,,0.59,49.559999999999995
2019-07-17,85,59.0,,0.59,50.15
2019-07-18,80,59.0,,0.59,47.199999999999996
2019-07-19,83,59.0,,0.59,48.97
2019-07-20,84,59.0,,0.59,49.559999999999995
2019-07-21,62,59.0,,0.59,36.58
2019-07-22,75,59.0,,0.59,44.25
2019-07-23,75,59.0,,0.59,44.25
2019-07-24,76,59.0,,0.59,44.839999999999996
2019-07-25,82,59.0,,0.59,48.379999999999995
2019-07-26,76,59.0,,0.59,44.839999999999996
2019-07-27,62,59.0,,0.59,36.58
2019-07-28,63,59.0,,0.59,37.169999999999995
2019-07-29,77,59.0,,0.59,45.43
2019-07-30,89,59.0,,0.59,52.51
2019-07-31,88,59.0,,0.59,51.919999999999995
2019-08-01,86,56.0,False,0.56,48.160000000000004
2019-08-02,88,56.0,,0.56,49.28
2019-08-03,60,56.0,,0.56,33.6
2019-08-04,59,56.0,,0.56,33.040000000000006
2019-08-05,80,56.0,,0.56,44.800000000000004
2019-08-06,89,56.0,,0.56,49.84
2019-08-07,100,56.0,,0.56,56.00000000000001
2019-08-08,84,56.0,,0.56,47.040000000000006
2019-08-09,73,56.0,,0.56,40.88
2019-08-10,57,56.0,,0.56,31.92
