date,GME_unscaled,GME_monthly,isPartial,scale,GME
2019-09-27,59,1.0,,0.01,0.59
2019-09-28,43,1.0,,0.01,0.43
2019-09-29,38,1.0,,0.01,0.38
2019-09-30,57,1.0,,0.01,0.5700000000000001
2019-10-01,100,1.0,False,0.01,1.0
2019-10-02,62,1.0,,0.01,0.62
2019-10-03,64,1.0,,0.01,0.64
2019-10-04,77,1.0,,0.01,0.77
2019-10-05,79,1.0,,0.01,0.79
2019-10-06,70,1.0,,0.01,0.7000000000000001
2019-10-07,75,1.0,,0.01,0.75
2019-10-08,89,1.0,,0.01,0.89
2019-10-09,71,1.0,,0.01,0.71
2019-10-10,90,1.0,,0.01,0.9
2019-10-11,89,1.0,,0.01,0.89
2019-10-12,59,1.0,,0.01,0.59
2019-10-13,56,1.0,,0.01,0.56
2019-10-14,88,1.0,,0.01,0.88
2019-10-15,80,1.0,,0.01,0.8
2019-10-16,89,1.0,,0.01,0.89
2019-10-17,78,1.0,,0.01,0.78
2019-10-18,90,1.0,,0.01,0.9
2019-10-19,55,1.0,,0.01,0.55
2019-10-20,57,1.0,,0.01,0.5700000000000001
2019-10-21,60,1.0,,0.01,0.6
2019-10-22,76,1.0,,0.01,0.76
2019-10-23,98,1.0,,0.01,0.98
2019-10-24,63,1.0,,0.01,0.63
2019-10-25,42,1.0,,0.01,0.42
2019-10-26,73,1.0,,0.01,0.73
2019-10-27,41,1.0,,0.01,0.41000000000000003
2019-10-28,90,1.0,,0.01,0.9
2019-10-29,68,1.0,,0.01,0.68
2019-10-30,84,1.0,,0.01,0.84
2019-10-31,81,1.0,,0.01,0.81
2019-11-01,84,1.0,False,0.01,0.84
2019-11-02,58,1.0,,0.01,0.58
2019-11-03,72,1.0,,0.01,0.72
2019-11-04,63,1.0,,0.01,0.63
2019-11-05,64,1.0,,0.01,0.64
2019-11-06,92,1.0,,0.01,0.92
2019-11-07,100,1.0,,0.01,1.0
2019-11-08,69,1.0,,0.01,0.6900000000000001
2019-11-09,56,1.0,,0.01,0.56
2019-11-10,95,1.0,,0.01,0.9500000000000001
2019-11-11,57,1.0,,0.01,0.5700000000000001
2019-11-12,66,1.0,,0.01,0.66
2019-11-13,64,1.0,,0.01,0.64
2019-11-14,73,1.0,,0.01,0.73
2019-11-15,71,1.0,,0.01,0.71
2019-11-16,44,1.0,,0.01,0.44
2019-11-17,50,1.0,,0.01,0.5
2019-11-18,51,1.0,,0.01,0.51
2019-11-19,60,1.0,,0.01,0.6
2019-11-20,68,1.0,,0.01,0.68
2019-11-21,100,1.0,,0.01,1.0
2019-11-22,81,1.0,,0.01,0.81
2019-11-23,83,1.0,,0.01,0.8300000000000001
2019-11-24,76,1.0,,0.01,0.76
2019-11-25,91,1.0,,0.01,0.91
2019-11-26,97,1.0,,0.01,0.97
2019-11-27,44,1.0,,0.01,0.44
2019-11-28,50,1.0,,0.01,0.5
2019-11-29,79,1.0,,0.01,0.79
2019-11-30,96,1.0,,0.01,0.96
2019-12-01,39,1.0,False,0.01,0.39
2019-12-02,51,1.0,,0.01,0.51
2019-12-03,38,1.0,,0.01,0.38
2019-12-04,62,1.0,,0.01,0.62
2019-12-05,39,1.0,,0.01,0.39
2019-12-06,55,1.0,,0.01,0.55
2019-12-07,41,1.0,,0.01,0.41000000000000003
2019-12-08,50,1.0,,0.01,0.5
2019-12-09,44,1.0,,0.01,0.44
2019-12-10,86,1.0,,0.01,0.86
2019-12-11,100,1.0,,0.01,1.0
2019-12-12,63,1.0,,0.01,0.63
2019-12-13,57,1.0,,0.01,0.5700000000000001
2019-12-14,39,1.0,,0.01,0.39
2019-12-15,36,1.0,,0.01,0.36
2019-12-16,57,1.0,,0.01,0.5700000000000001
2019-12-17,45,1.0,,0.01,0.45
2019-12-18,51,1.0,,0.01,0.51
2019-12-19,64,1.0,,0.01,0.64
2019-12-20,40,1.0,,0.01,0.4
2019-12-21,43,1.0,,0.01,0.43
2019-12-22,46,1.0,,0.01,0.46
2019-12-23,26,1.0,,0.01,0.26
2019-12-24,33,1.0,,0.01,0.33
2019-12-25,34,1.0,,0.01,0.34
2019-12-26,41,1.0,,0.01,0.41000000000000003
2019-12-27,47,1.0,,0.01,0.47000000000000003
2019-12-28,41,1.0,,0.01,0.41000000000000003
2019-12-29,48,1.0,,0.01,0.48
2019-12-30,64,1.0,,0.01,0.64
2019-12-31,45,1.0,,0.01,0.45
2020-01-01,39,1.0,False,0.01,0.39
2020-01-02,74,1.0,,0.01,0.74
2020-01-03,50,1.0,,0.01,0.5
2020-01-04,38,1.0,,0.01,0.38
2020-01-05,60,1.0,,0.01,0.6
2020-01-06,49,1.0,,0.01,0.49
2020-01-07,47,1.0,,0.01,0.47000000000000003
2020-01-08,62,1.0,,0.01,0.62
2020-01-09,73,1.0,,0.01,0.73
2020-01-10,68,1.0,,0.01,0.68
2020-01-11,48,1.0,,0.01,0.48
2020-01-12,72,1.0,,0.01,0.72
2020-01-13,83,1.0,,0.01,0.8300000000000001
2020-01-14,88,1.0,,0.01,0.88
2020-01-15,100,1.0,,0.01,1.0
2020-01-16,55,1.0,,0.01,0.55
2020-01-17,80,1.0,,0.01,0.8
2020-01-18,47,1.0,,0.01,0.47000000000000003
2020-01-19,79,1.0,,0.01,0.79
2020-01-20,48,1.0,,0.01,0.48
2020-01-21,69,1.0,,0.01,0.6900000000000001
2020-01-22,58,1.0,,0.01,0.58
2020-01-23,46,1.0,,0.01,0.46
2020-01-24,96,1.0,,0.01,0.96
2020-01-25,32,1.0,,0.01,0.32
2020-01-26,49,1.0,,0.01,0.49
2020-01-27,60,1.0,,0.01,0.6
2020-01-28,92,1.0,,0.01,0.92
2020-01-29,54,1.0,,0.01,0.54
2020-01-30,71,1.0,,0.01,0.71
2020-01-31,89,1.0,,0.01,0.89
2020-02-01,63,1.0,False,0.01,0.63
2020-02-02,44,1.0,,0.01,0.44
2020-02-03,61,1.0,,0.01,0.61
2020-02-04,72,1.0,,0.01,0.72
2020-02-05,72,1.0,,0.01,0.72
2020-02-06,69,1.0,,0.01,0.6900000000000001
2020-02-07,100,1.0,,0.01,1.0
2020-02-08,46,1.0,,0.01,0.46
2020-02-09,54,1.0,,0.01,0.54
2020-02-10,57,1.0,,0.01,0.5700000000000001
2020-02-11,81,1.0,,0.01,0.81
2020-02-12,88,1.0,,0.01,0.88
2020-02-13,81,1.0,,0.01,0.81
2020-02-14,56,1.0,,0.01,0.56
2020-02-15,39,1.0,,0.01,0.39
2020-02-16,22,1.0,,0.01,0.22
2020-02-17,96,1.0,,0.01,0.96
2020-02-18,64,1.0,,0.01,0.64
2020-02-19,64,1.0,,0.01,0.64
2020-02-20,90,1.0,,0.01,0.9
2020-02-21,86,1.0,,0.01,0.86
2020-02-22,39,1.0,,0.01,0.39
2020-02-23,54,1.0,,0.01,0.54
2020-02-24,66,1.0,,0.01,0.66
2020-02-25,79,1.0,,0.01,0.79
2020-02-26,72,1.0,,0.01,0.72
2020-02-27,66,1.0,,0.01,0.66
2020-02-28,81,1.0,,0.01,0.81
2020-02-29,47,1.0,,0.01,0.47000000000000003
2020-03-01,43,1.0,False,0.01,0.43
2020-03-02,78,1.0,,0.01,0.78
2020-03-03,69,1.0,,0.01,0.6900000000000001
2020-03-04,77,1.0,,0.01,0.77
2020-03-05,77,1.0,,0.01,0.77
2020-03-06,76,1.0,,0.01,0.76
2020-03-07,30,1.0,,0.01,0.3
2020-03-08,35,1.0,,0.01,0.35000000000000003
2020-03-09,76,1.0,,0.01,0.76
2020-03-10,64,1.0,,0.01,0.64
2020-03-11,86,1.0,,0.01,0.86
2020-03-12,67,1.0,,0.01,0.67
2020-03-13,98,1.0,,0.01,0.98
2020-03-14,40,1.0,,0.01,0.4
2020-03-15,27,1.0,,0.01,0.27
2020-03-16,60,1.0,,0.01,0.6
2020-03-17,70,1.0,,0.01,0.7000000000000001
2020-03-18,40,1.0,,0.01,0.4
2020-03-19,95,1.0,,0.01,0.9500000000000001
2020-03-20,87,1.0,,0.01,0.87
2020-03-21,69,1.0,,0.01,0.6900000000000001
2020-03-22,59,1.0,,0.01,0.59
2020-03-23,70,1.0,,0.01,0.7000000000000001
2020-03-24,68,1.0,,0.01,0.68
2020-03-25,82,1.0,,0.01,0.8200000000000001
2020-03-26,89,1.0,,0.01,0.89
2020-03-27,100,1.0,,0.01,1.0
2020-03-28,45,1.0,,0.01,0.45
2020-03-29,72,1.0,,0.01,0.72
2020-03-30,51,1.0,,0.01,0.51
2020-03-31,68,1.0,,0.01,0.68
2020-04-01,76,1.0,False,0.01,0.76
2020-04-02,66,1.0,,0.01,0.66
2020-04-03,65,1.0,,0.01,0.65
2020-04-04,41,1.0,,0.01,0.41000000000000003
2020-04-05,46,1.0,,0.01,0.46
2020-04-06,63,1.0,,0.01,0.63
2020-04-07,68,1.0,,0.01,0.68
2020-04-08,51,1.0,,0.01,0.51
2020-04-09,81,1.0,,0.01,0.81
2020-04-10,45,1.0,,0.01,0.45
2020-04-11,34,1.0,,0.01,0.34
2020-04-12,29,1.0,,0.01,0.29
2020-04-13,83,1.0,,0.01,0.8300000000000001
2020-04-14,92,1.0,,0.01,0.92
2020-04-15,100,1.0,,0.01,1.0
2020-04-16,60,1.0,,0.01,0.6
2020-04-17,70,1.0,,0.01,0.7000000000000001
2020-04-18,48,1.0,,0.01,0.48
2020-04-19,32,1.0,,0.01,0.32
2020-04-20,51,1.0,,0.01,0.51
2020-04-21,59,1.0,,0.01,0.59
2020-04-22,66,1.0,,0.01,0.66
2020-04-23,53,1.0,,0.01,0.53
2020-04-24,68,1.0,,0.01,0.68
2020-04-25,37,1.0,,0.01,0.37
2020-04-26,30,1.0,,0.01,0.3
2020-04-27,64,1.0,,0.01,0.64
2020-04-28,65,1.0,,0.01,0.65
2020-04-29,55,1.0,,0.01,0.55
2020-04-30,69,1.0,,0.01,0.6900000000000001
2020-05-01,79,0.0,False,0.0,0.0
2020-05-02,70,0.0,,0.0,0.0
2020-05-03,57,0.0,,0.0,0.0
2020-05-04,92,0.0,,0.0,0.0
2020-05-05,52,0.0,,0.0,0.0
2020-05-06,71,0.0,,0.0,0.0
2020-05-07,100,0.0,,0.0,0.0
2020-05-08,85,0.0,,0.0,0.0
2020-05-09,44,0.0,,0.0,0.0
2020-05-10,31,0.0,,0.0,0.0
2020-05-11,94,0.0,,0.0,0.0
2020-05-12,86,0.0,,0.0,0.0
2020-05-13,76,0.0,,0.0,0.0
2020-05-14,66,0.0,,0.0,0.0
2020-05-15,87,0.0,,0.0,0.0
2020-05-16,53,0.0,,0.0,0.0
2020-05-17,50,0.0,,0.0,0.0
2020-05-18,51,0.0,,0.0,0.0
2020-05-19,83,0.0,,0.0,0.0
2020-05-20,90,0.0,,0.0,0.0
2020-05-21,59,0.0,,0.0,0.0
2020-05-22,70,0.0,,0.0,0.0
2020-05-23,70,0.0,,0.0,0.0
2020-05-24,46,0.0,,0.0,0.0
2020-05-25,57,0.0,,0.0,0.0
2020-05-26,80,0.0,,0.0,0.0
2020-05-27,84,0.0,,0.0,0.0
2020-05-28,86,0.0,,0.0,0.0
2020-05-29,82,0.0,,0.0,0.0
2020-05-30,31,0.0,,0.0,0.0
2020-05-31,50,0.0,,0.0,0.0
2020-06-01,48,1.0,False,0.01,0.48
2020-06-02,58,1.0,,0.01,0.58
2020-06-03,58,1.0,,0.01,0.58
2020-06-04,47,1.0,,0.01,0.47000000000000003
2020-06-05,60,1.0,,0.01,0.6
2020-06-06,27,1.0,,0.01,0.27
2020-06-07,34,1.0,,0.01,0.34
2020-06-08,75,1.0,,0.01,0.75
2020-06-09,100,1.0,,0.01,1.0
2020-06-10,97,1.0,,0.01,0.97
2020-06-11,51,1.0,,0.01,0.51
2020-06-12,43,1.0,,0.01,0.43
2020-06-13,34,1.0,,0.01,0.34
2020-06-14,14,1.0,,0.01,0.14
2020-06-15,60,1.0,,0.01,0.6
2020-06-16,53,1.0,,0.01,0.53
2020-06-17,61,1.0,,0.01,0.61
2020-06-18,66,1.0,,0.01,0.66
2020-06-19,41,1.0,,0.01,0.41000000000000003
2020-06-20,26,1.0,,0.01,0.26
2020-06-21,24,1.0,,0.01,0.24
2020-06-22,71,1.0,,0.01,0.71
2020-06-23,51,1.0,,0.01,0.51
2020-06-24,49,1.0,,0.01,0.49
2020-06-25,51,1.0,,0.01,0.51
2020-06-26,31,1.0,,0.01,0.31
2020-06-27,38,1.0,,0.01,0.38
2020-06-28,34,1.0,,0.01,0.34
2020-06-29,41,1.0,,0.01,0.41000000000000003
2020-06-30,58,1.0,,0.01,0.58
2020-07-01,65,0.0,False,0.0,0.0
2020-07-02,99,0.0,,0.0,0.0
2020-07-03,61,0.0,,0.0,0.0
2020-07-04,54,0.0,,0.0,0.0
2020-07-05,67,0.0,,0.0,0.0
2020-07-06,90,0.0,,0.0,0.0
2020-07-07,85,0.0,,0.0,0.0
2020-07-08,100,0.0,,0.0,0.0
2020-07-09,60,0.0,,0.0,0.0
2020-07-10,81,0.0,,0.0,0.0
2020-07-11,54,0.0,,0.0,0.0
2020-07-12,42,0.0,,0.0,0.0
2020-07-13,70,0.0,,0.0,0.0
2020-07-14,59,0.0,,0.0,0.0
2020-07-15,73,0.0,,0.0,0.0
2020-07-16,63,0.0,,0.0,0.0
2020-07-17,85,0.0,,0.0,0.0
2020-07-18,43,0.0,,0.0,0.0
2020-07-19,67,0.0,,0.0,0.0
2020-07-20,67,0.0,,0.0,0.0
2020-07-21,50,0.0,,0.0,0.0
2020-07-22,70,0.0,,0.0,0.0
2020-07-23,81,0.0,,0.0,0.0
2020-07-24,79,0.0,,0.0,0.0
2020-07-25,31,0.0,,0.0,0.0
2020-07-26,25,0.0,,0.0,0.0
2020-07-27,83,0.0,,0.0,0.0
2020-07-28,78,0.0,,0.0,0.0
2020-07-29,83,0.0,,0.0,0.0
2020-07-30,87,0.0,,0.0,0.0
2020-07-31,74,0.0,,0.0,0.0
2020-08-01,39,1.0,False,0.01,0.39
2020-08-02,32,1.0,,0.01,0.32
2020-08-03,48,1.0,,0.01,0.48
2020-08-04,59,1.0,,0.01,0.59
2020-08-05,54,1.0,,0.01,0.54
2020-08-06,49,1.0,,0.01,0.49
2020-08-07,43,1.0,,0.01,0.43
2020-08-08,30,1.0,,0.01,0.3
2020-08-09,27,1.0,,0.01,0.27
2020-08-10,41,1.0,,0.01,0.41000000000000003
2020-08-11,40,1.0,,0.01,0.4
2020-08-12,53,1.0,,0.01,0.53
2020-08-13,41,1.0,,0.01,0.41000000000000003
2020-08-14,50,1.0,,0.01,0.5
2020-08-15,42,1.0,,0.01,0.42
2020-08-16,30,1.0,,0.01,0.3
2020-08-17,47,1.0,,0.01,0.47000000000000003
2020-08-18,55,1.0,,0.01,0.55
2020-08-19,43,1.0,,0.01,0.43
2020-08-20,42,1.0,,0.01,0.42
2020-08-21,39,1.0,,0.01,0.39
2020-08-22,37,1.0,,0.01,0.37
2020-08-23,47,1.0,,0.01,0.47000000000000003
2020-08-24,40,1.0,,0.01,0.4
2020-08-25,66,1.0,,0.01,0.66
2020-08-26,37,1.0,,0.01,0.37
2020-08-27,69,1.0,,0.01,0.6900000000000001
2020-08-28,60,1.0,,0.01,0.6
2020-08-29,43,1.0,,0.01,0.43
2020-08-30,40,1.0,,0.01,0.4
2020-08-31,100,1.0,,0.01,1.0
2020-09-01,55,1.0,False,0.01,0.55
2020-09-02,56,1.0,,0.01,0.56
2020-09-03,71,1.0,,0.01,0.71
2020-09-04,49,1.0,,0.01,0.49
2020-09-05,36,1.0,,0.01,0.36
2020-09-06,34,1.0,,0.01,0.34
2020-09-07,29,1.0,,0.01,0.29
2020-09-08,54,1.0,,0.01,0.54
2020-09-09,66,1.0,,0.01,0.66
2020-09-10,62,1.0,,0.01,0.62
2020-09-11,54,1.0,,0.01,0.54
2020-09-12,34,1.0,,0.01,0.34
2020-09-13,38,1.0,,0.01,0.38
2020-09-14,67,1.0,,0.01,0.67
2020-09-15,54,1.0,,0.01,0.54
2020-09-16,79,1.0,,0.01,0.79
2020-09-17,80,1.0,,0.01,0.8
2020-09-18,74,1.0,,0.01,0.74
2020-09-19,26,1.0,,0.01,0.26
2020-09-20,50,1.0,,0.01,0.5
2020-09-21,58,1.0,,0.01,0.58
2020-09-22,100,1.0,,0.01,1.0
2020-09-23,76,1.0,,0.01,0.76
2020-09-24,59,1.0,,0.01,0.59
2020-09-25,60,1.0,,0.01,0.6
2020-09-26,31,1.0,,0.01,0.31
2020-09-27,39,1.0,,0.01,0.39
2020-09-28,56,1.0,,0.01,0.56
2020-09-29,60,1.0,,0.01,0.6
2020-09-30,62,1.0,,0.01,0.62
2020-10-01,22,1.0,False,0.01,0.22
2020-10-02,21,1.0,,0.01,0.21
2020-10-03,14,1.0,,0.01,0.14
2020-10-04,15,1.0,,0.01,0.15
2020-10-05,18,1.0,,0.01,0.18
2020-10-06,15,1.0,,0.01,0.15
2020-10-07,16,1.0,,0.01,0.16
2020-10-08,71,1.0,,0.01,0.71
2020-10-09,100,1.0,,0.01,1.0
2020-10-10,30,1.0,,0.01,0.3
2020-10-11,19,1.0,,0.01,0.19
2020-10-12,39,1.0,,0.01,0.39
2020-10-13,32,1.0,,0.01,0.32
2020-10-14,35,1.0,,0.01,0.35000000000000003
2020-10-15,34,1.0,,0.01,0.34
2020-10-16,37,1.0,,0.01,0.37
2020-10-17,21,1.0,,0.01,0.21
2020-10-18,13,1.0,,0.01,0.13
2020-10-19,34,1.0,,0.01,0.34
2020-10-20,32,1.0,,0.01,0.32
2020-10-21,26,1.0,,0.01,0.26
2020-10-22,38,1.0,,0.01,0.38
2020-10-23,27,1.0,,0.01,0.27
2020-10-24,12,1.0,,0.01,0.12
2020-10-25,15,1.0,,0.01,0.15
2020-10-26,31,1.0,,0.01,0.31
2020-10-27,28,1.0,,0.01,0.28
2020-10-28,25,1.0,,0.01,0.25
2020-10-29,24,1.0,,0.01,0.24
2020-10-30,29,1.0,,0.01,0.29
2020-10-31,15,1.0,,0.01,0.15
2020-11-01,10,1.0,False,0.01,0.1
2020-11-02,23,1.0,,0.01,0.23
2020-11-03,27,1.0,,0.01,0.27
2020-11-04,11,1.0,,0.01,0.11
2020-11-05,17,1.0,,0.01,0.17
2020-11-06,18,1.0,,0.01,0.18
2020-11-07,8,1.0,,0.01,0.08
2020-11-08,12,1.0,,0.01,0.12
2020-11-09,23,1.0,,0.01,0.23
2020-11-10,20,1.0,,0.01,0.2
2020-11-11,28,1.0,,0.01,0.28
2020-11-12,26,1.0,,0.01,0.26
2020-11-13,21,1.0,,0.01,0.21
2020-11-14,13,1.0,,0.01,0.13
2020-11-15,15,1.0,,0.01,0.15
2020-11-16,25,1.0,,0.01,0.25
2020-11-17,19,1.0,,0.01,0.19
2020-11-18,16,1.0,,0.01,0.16
2020-11-19,23,1.0,,0.01,0.23
2020-11-20,26,1.0,,0.01,0.26
2020-11-21,13,1.0,,0.01,0.13
2020-11-22,12,1.0,,0.01,0.12
2020-11-23,30,1.0,,0.01,0.3
2020-11-24,29,1.0,,0.01,0.29
2020-11-25,30,1.0,,0.01,0.3
2020-11-26,20,1.0,,0.01,0.2
2020-11-27,35,1.0,,0.01,0.35000000000000003
2020-11-28,20,1.0,,0.01,0.2
2020-11-29,24,1.0,,0.01,0.24
2020-11-30,100,1.0,,0.01,1.0
2020-12-01,57,2.0,False,0.02,1.1400000000000001
2020-12-02,43,2.0,,0.02,0.86
2020-12-03,34,2.0,,0.02,0.68
2020-12-04,43,2.0,,0.02,0.86
2020-12-05,12,2.0,,0.02,0.24
2020-12-06,17,2.0,,0.02,0.34
2020-12-07,47,2.0,,0.02,0.9400000000000001
2020-12-08,91,2.0,,0.02,1.82
2020-12-09,82,2.0,,0.02,1.6400000000000001
2020-12-10,45,2.0,,0.02,0.9
2020-12-11,32,2.0,,0.02,0.64
2020-12-12,19,2.0,,0.02,0.38
2020-12-13,11,2.0,,0.02,0.22
2020-12-14,27,2.0,,0.02,0.54
2020-12-15,32,2.0,,0.02,0.64
2020-12-16,37,2.0,,0.02,0.74
2020-12-17,26,2.0,,0.02,0.52
2020-12-18,39,2.0,,0.02,0.78
2020-12-19,18,2.0,,0.02,0.36
2020-12-20,17,2.0,,0.02,0.34
2020-12-21,36,2.0,,0.02,0.72
2020-12-22,73,2.0,,0.02,1.46
2020-12-23,100,2.0,,0.02,2.0
2020-12-24,62,2.0,,0.02,1.24
2020-12-25,21,2.0,,0.02,0.42
2020-12-26,21,2.0,,0.02,0.42
2020-12-27,23,2.0,,0.02,0.46
2020-12-28,65,2.0,,0.02,1.3
2020-12-29,53,2.0,,0.02,1.06
2020-12-30,53,2.0,,0.02,1.06
2020-12-31,56,2.0,,0.02,1.12
2021-01-01,0,75.0,False,0.75,0.0
2021-01-02,0,75.0,,0.75,0.0
2021-01-03,0,75.0,,0.75,0.0
2021-01-04,0,75.0,,0.75,0.0
2021-01-05,0,75.0,,0.75,0.0
2021-01-06,0,75.0,,0.75,0.0
2021-01-07,0,75.0,,0.75,0.0
2021-01-08,0,75.0,,0.75,0.0
2021-01-09,0,75.0,,0.75,0.0
2021-01-10,0,75.0,,0.75,0.0
2021-01-11,0,75.0,,0.75,0.0
2021-01-12,0,75.0,,0.75,0.0
2021-01-13,2,75.0,,0.75,1.5
2021-01-14,2,75.0,,0.75,1.5
2021-01-15,2,75.0,,0.75,1.5
2021-01-16,1,75.0,,0.75,0.75
2021-01-17,1,75.0,,0.75,0.75
2021-01-18,1,75.0,,0.75,0.75
2021-01-19,3,75.0,,0.75,2.25
2021-01-20,2,75.0,,0.75,1.5
2021-01-21,2,75.0,,0.75,1.5
2021-01-22,6,75.0,,0.75,4.5
2021-01-23,3,75.0,,0.75,2.25
2021-01-24,2,75.0,,0.75,1.5
2021-01-25,13,75.0,,0.75,9.75
2021-01-26,22,75.0,,0.75,16.5
2021-01-27,51,75.0,,0.75,38.25
2021-01-28,100,75.0,,0.75,75.0
2021-01-29,90,75.0,,0.75,67.5
2021-01-30,26,75.0,,0.75,19.5
2021-01-31,11,75.0,,0.75,8.25
2021-02-01,95,100.0,False,1.0,95.0
2021-02-02,100,100.0,,1.0,100.0
2021-02-03,79,100.0,,1.0,79.0
2021-02-04,59,100.0,,1.0,59.0
2021-02-05,53,100.0,,1.0,53.0
2021-02-06,13,100.0,,1.0,13.0
2021-02-07,7,100.0,,1.0,7.0
2021-02-08,20,100.0,,1.0,20.0
2021-02-09,20,100.0,,1.0,20.0
2021-02-10,16,100.0,,1.0,16.0
2021-02-11,12,100.0,,1.0,12.0
2021-02-12,10,100.0,,1.0,10.0
2021-02-13,4,100.0,,1.0,4.0
2021-02-14,2,100.0,,1.0,2.0
2021-02-15,4,100.0,,1.0,4.0
2021-02-16,7,100.0,,1.0,7.0
2021-02-17,7,100.0,,1.0,7.0
2021-02-18,9,100.0,,1.0,9.0
2021-02-19,7,100.0,,1.0,7.0
2021-02-20,4,100.0,,1.0,4.0
2021-02-21,3,100.0,,1.0,3.0
2021-02-22,9,100.0,,1.0,9.0
2021-02-23,9,100.0,,1.0,9.0
2021-02-24,27,100.0,,1.0,27.0
2021-02-25,79,100.0,,1.0,79.0
2021-02-26,41,100.0,,1.0,41.0
2021-02-27,9,100.0,,1.0,9.0
2021-02-28,5,100.0,,1.0,5.0
2021-03-01,37,70.0,False,0.7,25.9
2021-03-02,36,70.0,,0.7,25.2
2021-03-03,29,70.0,,0.7,20.299999999999997
2021-03-04,30,70.0,,0.7,21.0
2021-03-05,32,70.0,,0.7,22.4
2021-03-06,9,70.0,,0.7,6.3
2021-03-07,6,70.0,,0.7,4.199999999999999
2021-03-08,43,70.0,,0.7,30.099999999999998
2021-03-09,69,70.0,,0.7,48.3
2021-03-10,100,70.0,,0.7,70.0
2021-03-11,67,70.0,,0.7,46.9
2021-03-12,52,70.0,,0.7,36.4
2021-03-13,13,70.0,,0.7,9.1
2021-03-14,6,70.0,,0.7,4.199999999999999
2021-03-15,39,70.0,,0.7,27.299999999999997
2021-03-16,35,70.0,,0.7,24.5
2021-03-17,32,70.0,,0.7,22.4
2021-03-18,29,70.0,,0.7,20.299999999999997
2021-03-19,32,70.0,,0.7,22.4
2021-03-20,7,70.0,,0.7,4.8999999999999995
2021-03-21,5,70.0,,0.7,3.5
2021-03-22,26,70.0,,0.7,18.2
2021-03-23,37,70.0,,0.7,25.9
2021-03-24,34,70.0,,0.7,23.799999999999997
2021-03-25,38,70.0,,0.7,26.599999999999998
2021-03-26,36,70.0,,0.7,25.2
2021-03-27,8,70.0,,0.7,5.6
2021-03-28,5,70.0,,0.7,3.5
2021-03-29,25,70.0,,0.7,17.5
2021-03-30,26,70.0,,0.7,18.2
2021-03-31,22,70.0,,0.7,15.399999999999999
2021-04-01,87,27.0,False,0.27,23.490000000000002
2021-04-02,44,27.0,,0.27,11.88
2021-04-03,15,27.0,,0.27,4.050000000000001
2021-04-04,13,27.0,,0.27,3.5100000000000002
2021-04-05,100,27.0,,0.27,27.0
2021-04-06,77,27.0,,0.27,20.790000000000003
2021-04-07,68,27.0,,0.27,18.36
2021-04-08,80,27.0,,0.27,21.6
2021-04-09,68,27.0,,0.27,18.36
2021-04-10,21,27.0,,0.27,5.67
2021-04-11,12,27.0,,0.27,3.24
2021-04-12,75,27.0,,0.27,20.25
2021-04-13,75,27.0,,0.27,20.25
2021-04-14,90,27.0,,0.27,24.3
2021-04-15,74,27.0,,0.27,19.98
2021-04-16,77,27.0,,0.27,20.790000000000003
2021-04-17,25,27.0,,0.27,6.75
2021-04-18,14,27.0,,0.27,3.7800000000000002
2021-04-19,82,27.0,,0.27,22.14
2021-04-20,61,27.0,,0.27,16.470000000000002
2021-04-21,54,27.0,,0.27,14.580000000000002
2021-04-22,53,27.0,,0.27,14.31
2021-04-23,49,27.0,,0.27,13.23
2021-04-24,15,27.0,,0.27,4.050000000000001
2021-04-25,10,27.0,,0.27,2.7
2021-04-26,68,27.0,,0.27,18.36
2021-04-27,98,27.0,,0.27,26.46
2021-04-28,59,27.0,,0.27,15.930000000000001
2021-04-29,52,27.0,,0.27,14.040000000000001
2021-04-30,45,27.0,,0.27,12.15
2021-05-01,10,22.0,False,0.22,2.2
2021-05-02,8,22.0,,0.22,1.76
2021-05-03,33,22.0,,0.22,7.26
2021-05-04,37,22.0,,0.22,8.14
2021-05-05,37,22.0,,0.22,8.14
2021-05-06,34,22.0,,0.22,7.48
2021-05-07,32,22.0,,0.22,7.04
2021-05-08,10,22.0,,0.22,2.2
2021-05-09,8,22.0,,0.22,1.76
2021-05-10,35,22.0,,0.22,7.7
2021-05-11,37,22.0,,0.22,8.14
2021-05-12,33,22.0,,0.22,7.26
2021-05-13,42,22.0,,0.22,9.24
2021-05-14,37,22.0,,0.22,8.14
2021-05-15,9,22.0,,0.22,1.98
2021-05-16,6,22.0,,0.22,1.32
2021-05-17,37,22.0,,0.22,8.14
2021-05-18,49,22.0,,0.22,10.78
2021-05-19,41,22.0,,0.22,9.02
2021-05-20,31,22.0,,0.22,6.82
2021-05-21,30,22.0,,0.22,6.6
2021-05-22,11,22.0,,0.22,2.42
2021-05-23,8,22.0,,0.22,1.76
2021-05-24,39,22.0,,0.22,8.58
2021-05-25,67,22.0,,0.22,14.74
2021-05-26,100,22.0,,0.22,22.0
2021-05-27,89,22.0,,0.22,19.580000000000002
2021-05-28,74,22.0,,0.22,16.28
2021-05-29,17,22.0,,0.22,3.74
2021-05-30,9,22.0,,0.22,1.98
2021-05-31,11,22.0,,0.22,2.42
2021-06-01,62,27.0,False,0.27,16.740000000000002
2021-06-02,89,27.0,,0.27,24.03
2021-06-03,83,27.0,,0.27,22.41
2021-06-04,58,27.0,,0.27,15.66
2021-06-05,14,27.0,,0.27,3.7800000000000002
2021-06-06,9,27.0,,0.27,2.43
