date,RAD_unscaled,RAD_monthly,isPartial,scale,RAD
2019-08-28,83,85.0,,0.85,70.55
2019-08-29,90,85.0,,0.85,76.5
2019-08-30,82,85.0,,0.85,69.7
2019-08-31,67,85.0,,0.85,56.949999999999996
2019-09-01,60,86.0,False,0.86,51.6
2019-09-02,68,86.0,,0.86,58.48
2019-09-03,77,86.0,,0.86,66.22
2019-09-04,79,86.0,,0.86,67.94
2019-09-05,90,86.0,,0.86,77.4
2019-09-06,81,86.0,,0.86,69.66
2019-09-07,54,86.0,,0.86,46.44
2019-09-08,71,86.0,,0.86,61.06
2019-09-09,92,86.0,,0.86,79.12
2019-09-10,88,86.0,,0.86,75.67999999999999
2019-09-11,84,86.0,,0.86,72.24
2019-09-12,88,86.0,,0.86,75.67999999999999
2019-09-13,87,86.0,,0.86,74.82
2019-09-14,69,86.0,,0.86,59.339999999999996
2019-09-15,50,86.0,,0.86,43.0
2019-09-16,75,86.0,,0.86,64.5
2019-09-17,87,86.0,,0.86,74.82
2019-09-18,89,86.0,,0.86,76.53999999999999
2019-09-19,83,86.0,,0.86,71.38
2019-09-20,81,86.0,,0.86,69.66
2019-09-21,76,86.0,,0.86,65.36
2019-09-22,55,86.0,,0.86,47.3
2019-09-23,81,86.0,,0.86,69.66
2019-09-24,76,86.0,,0.86,65.36
2019-09-25,76,86.0,,0.86,65.36
2019-09-26,100,86.0,,0.86,86.0
2019-09-27,84,86.0,,0.86,72.24
2019-09-28,67,86.0,,0.86,57.62
2019-09-29,61,86.0,,0.86,52.46
2019-09-30,83,86.0,,0.86,71.38
2019-10-01,100,81.0,False,0.81,81.0
2019-10-02,82,81.0,,0.81,66.42
2019-10-03,89,81.0,,0.81,72.09
2019-10-04,81,81.0,,0.81,65.61
2019-10-05,63,81.0,,0.81,51.03
2019-10-06,52,81.0,,0.81,42.120000000000005
2019-10-07,77,81.0,,0.81,62.370000000000005
2019-10-08,90,81.0,,0.81,72.9
2019-10-09,89,81.0,,0.81,72.09
2019-10-10,83,81.0,,0.81,67.23
2019-10-11,83,81.0,,0.81,67.23
2019-10-12,72,81.0,,0.81,58.32000000000001
2019-10-13,55,81.0,,0.81,44.550000000000004
2019-10-14,83,81.0,,0.81,67.23
2019-10-15,100,81.0,,0.81,81.0
2019-10-16,100,81.0,,0.81,81.0
2019-10-17,85,81.0,,0.81,68.85000000000001
2019-10-18,81,81.0,,0.81,65.61
2019-10-19,61,81.0,,0.81,49.410000000000004
2019-10-20,72,81.0,,0.81,58.32000000000001
2019-10-21,81,81.0,,0.81,65.61
2019-10-22,78,81.0,,0.81,63.18000000000001
2019-10-23,76,81.0,,0.81,61.56
2019-10-24,88,81.0,,0.81,71.28
2019-10-25,78,81.0,,0.81,63.18000000000001
2019-10-26,61,81.0,,0.81,49.410000000000004
2019-10-27,61,81.0,,0.81,49.410000000000004
2019-10-28,77,81.0,,0.81,62.370000000000005
2019-10-29,95,81.0,,0.81,76.95
2019-10-30,80,81.0,,0.81,64.80000000000001
2019-10-31,82,81.0,,0.81,66.42
2019-11-01,81,80.0,False,0.8,64.8
2019-11-02,64,80.0,,0.8,51.2
2019-11-03,68,80.0,,0.8,54.400000000000006
2019-11-04,100,80.0,,0.8,80.0
2019-11-05,95,80.0,,0.8,76.0
2019-11-06,93,80.0,,0.8,74.4
2019-11-07,95,80.0,,0.8,76.0
2019-11-08,92,80.0,,0.8,73.60000000000001
2019-11-09,57,80.0,,0.8,45.6
2019-11-10,66,80.0,,0.8,52.800000000000004
2019-11-11,89,80.0,,0.8,71.2
2019-11-12,88,80.0,,0.8,70.4
2019-11-13,87,80.0,,0.8,69.60000000000001
2019-11-14,87,80.0,,0.8,69.60000000000001
2019-11-15,70,80.0,,0.8,56.0
2019-11-16,65,80.0,,0.8,52.0
2019-11-17,64,80.0,,0.8,51.2
2019-11-18,84,80.0,,0.8,67.2
2019-11-19,87,80.0,,0.8,69.60000000000001
2019-11-20,84,80.0,,0.8,67.2
2019-11-21,96,80.0,,0.8,76.80000000000001
2019-11-22,84,80.0,,0.8,67.2
2019-11-23,82,80.0,,0.8,65.60000000000001
2019-11-24,62,80.0,,0.8,49.6
2019-11-25,84,80.0,,0.8,67.2
2019-11-26,84,80.0,,0.8,67.2
2019-11-27,78,80.0,,0.8,62.400000000000006
2019-11-28,70,80.0,,0.8,56.0
2019-11-29,79,80.0,,0.8,63.2
2019-11-30,65,80.0,,0.8,52.0
2019-12-01,58,85.0,False,0.85,49.3
2019-12-02,68,85.0,,0.85,57.8
2019-12-03,67,85.0,,0.85,56.949999999999996
2019-12-04,75,85.0,,0.85,63.75
2019-12-05,72,85.0,,0.85,61.199999999999996
2019-12-06,71,85.0,,0.85,60.35
2019-12-07,62,85.0,,0.85,52.699999999999996
2019-12-08,52,85.0,,0.85,44.199999999999996
2019-12-09,74,85.0,,0.85,62.9
2019-12-10,74,85.0,,0.85,62.9
2019-12-11,66,85.0,,0.85,56.1
2019-12-12,64,85.0,,0.85,54.4
2019-12-13,78,85.0,,0.85,66.3
2019-12-14,58,85.0,,0.85,49.3
2019-12-15,47,85.0,,0.85,39.949999999999996
2019-12-16,77,85.0,,0.85,65.45
2019-12-17,74,85.0,,0.85,62.9
2019-12-18,71,85.0,,0.85,60.35
2019-12-19,81,85.0,,0.85,68.85
2019-12-20,87,85.0,,0.85,73.95
2019-12-21,62,85.0,,0.85,52.699999999999996
2019-12-22,54,85.0,,0.85,45.9
2019-12-23,67,85.0,,0.85,56.949999999999996
2019-12-24,62,85.0,,0.85,52.699999999999996
2019-12-25,63,85.0,,0.85,53.55
2019-12-26,83,85.0,,0.85,70.55
2019-12-27,100,85.0,,0.85,85.0
2019-12-28,60,85.0,,0.85,51.0
2019-12-29,44,85.0,,0.85,37.4
2019-12-30,77,85.0,,0.85,65.45
2019-12-31,66,85.0,,0.85,56.1
2020-01-01,70,82.0,False,0.82,57.4
2020-01-02,92,82.0,,0.82,75.44
2020-01-03,94,82.0,,0.82,77.08
2020-01-04,61,82.0,,0.82,50.019999999999996
2020-01-05,60,82.0,,0.82,49.199999999999996
2020-01-06,84,82.0,,0.82,68.88
2020-01-07,90,82.0,,0.82,73.8
2020-01-08,83,82.0,,0.82,68.06
2020-01-09,93,82.0,,0.82,76.25999999999999
2020-01-10,95,82.0,,0.82,77.89999999999999
2020-01-11,74,82.0,,0.82,60.68
2020-01-12,58,82.0,,0.82,47.559999999999995
2020-01-13,70,82.0,,0.82,57.4
2020-01-14,100,82.0,,0.82,82.0
2020-01-15,84,82.0,,0.82,68.88
2020-01-16,89,82.0,,0.82,72.97999999999999
2020-01-17,79,82.0,,0.82,64.78
2020-01-18,63,82.0,,0.82,51.66
2020-01-19,55,82.0,,0.82,45.099999999999994
2020-01-20,78,82.0,,0.82,63.959999999999994
2020-01-21,81,82.0,,0.82,66.42
2020-01-22,97,82.0,,0.82,79.53999999999999
2020-01-23,79,82.0,,0.82,64.78
2020-01-24,78,82.0,,0.82,63.959999999999994
2020-01-25,69,82.0,,0.82,56.58
2020-01-26,54,82.0,,0.82,44.279999999999994
2020-01-27,81,82.0,,0.82,66.42
2020-01-28,84,82.0,,0.82,68.88
2020-01-29,90,82.0,,0.82,73.8
2020-01-30,91,82.0,,0.82,74.61999999999999
2020-01-31,87,82.0,,0.82,71.33999999999999
2020-02-01,64,82.0,False,0.82,52.48
2020-02-02,56,82.0,,0.82,45.919999999999995
2020-02-03,67,82.0,,0.82,54.94
2020-02-04,90,82.0,,0.82,73.8
2020-02-05,81,82.0,,0.82,66.42
2020-02-06,90,82.0,,0.82,73.8
2020-02-07,84,82.0,,0.82,68.88
2020-02-08,79,82.0,,0.82,64.78
2020-02-09,65,82.0,,0.82,53.3
2020-02-10,87,82.0,,0.82,71.33999999999999
2020-02-11,95,82.0,,0.82,77.89999999999999
2020-02-12,87,82.0,,0.82,71.33999999999999
2020-02-13,88,82.0,,0.82,72.16
2020-02-14,81,82.0,,0.82,66.42
2020-02-15,66,82.0,,0.82,54.12
2020-02-16,58,82.0,,0.82,47.559999999999995
2020-02-17,75,82.0,,0.82,61.49999999999999
2020-02-18,84,82.0,,0.82,68.88
2020-02-19,91,82.0,,0.82,74.61999999999999
2020-02-20,80,82.0,,0.82,65.6
2020-02-21,87,82.0,,0.82,71.33999999999999
2020-02-22,67,82.0,,0.82,54.94
2020-02-23,56,82.0,,0.82,45.919999999999995
2020-02-24,85,82.0,,0.82,69.7
2020-02-25,85,82.0,,0.82,69.7
2020-02-26,81,82.0,,0.82,66.42
2020-02-27,100,82.0,,0.82,82.0
2020-02-28,90,82.0,,0.82,73.8
2020-02-29,76,82.0,,0.82,62.31999999999999
2020-03-01,68,80.0,False,0.8,54.400000000000006
2020-03-02,97,80.0,,0.8,77.60000000000001
2020-03-03,99,80.0,,0.8,79.2
2020-03-04,95,80.0,,0.8,76.0
2020-03-05,99,80.0,,0.8,79.2
2020-03-06,95,80.0,,0.8,76.0
2020-03-07,74,80.0,,0.8,59.2
2020-03-08,71,80.0,,0.8,56.800000000000004
2020-03-09,100,80.0,,0.8,80.0
2020-03-10,96,80.0,,0.8,76.80000000000001
2020-03-11,82,80.0,,0.8,65.60000000000001
2020-03-12,77,80.0,,0.8,61.6
2020-03-13,74,80.0,,0.8,59.2
2020-03-14,77,80.0,,0.8,61.6
2020-03-15,61,80.0,,0.8,48.800000000000004
2020-03-16,77,80.0,,0.8,61.6
2020-03-17,90,80.0,,0.8,72.0
2020-03-18,83,80.0,,0.8,66.4
2020-03-19,89,80.0,,0.8,71.2
2020-03-20,66,80.0,,0.8,52.800000000000004
2020-03-21,55,80.0,,0.8,44.0
2020-03-22,68,80.0,,0.8,54.400000000000006
2020-03-23,73,80.0,,0.8,58.400000000000006
2020-03-24,83,80.0,,0.8,66.4
2020-03-25,85,80.0,,0.8,68.0
2020-03-26,87,80.0,,0.8,69.60000000000001
2020-03-27,83,80.0,,0.8,66.4
2020-03-28,74,80.0,,0.8,59.2
2020-03-29,68,80.0,,0.8,54.400000000000006
2020-03-30,87,80.0,,0.8,69.60000000000001
2020-03-31,78,80.0,,0.8,62.400000000000006
2020-04-01,75,91.0,False,0.91,68.25
2020-04-02,78,91.0,,0.91,70.98
2020-04-03,78,91.0,,0.91,70.98
2020-04-04,77,91.0,,0.91,70.07000000000001
2020-04-05,66,91.0,,0.91,60.06
2020-04-06,78,91.0,,0.91,70.98
2020-04-07,80,91.0,,0.91,72.8
2020-04-08,89,91.0,,0.91,80.99000000000001
2020-04-09,86,91.0,,0.91,78.26
2020-04-10,75,91.0,,0.91,68.25
2020-04-11,71,91.0,,0.91,64.61
2020-04-12,69,91.0,,0.91,62.79
2020-04-13,87,91.0,,0.91,79.17
2020-04-14,92,91.0,,0.91,83.72
2020-04-15,92,91.0,,0.91,83.72
2020-04-16,100,91.0,,0.91,91.0
2020-04-17,87,91.0,,0.91,79.17
2020-04-18,79,91.0,,0.91,71.89
2020-04-19,78,91.0,,0.91,70.98
2020-04-20,90,91.0,,0.91,81.9
2020-04-21,97,91.0,,0.91,88.27
2020-04-22,81,91.0,,0.91,73.71000000000001
2020-04-23,92,91.0,,0.91,83.72
2020-04-24,82,91.0,,0.91,74.62
2020-04-25,74,91.0,,0.91,67.34
2020-04-26,71,91.0,,0.91,64.61
2020-04-27,93,91.0,,0.91,84.63000000000001
2020-04-28,89,91.0,,0.91,80.99000000000001
2020-04-29,99,91.0,,0.91,90.09
2020-04-30,85,91.0,,0.91,77.35000000000001
2020-05-01,84,97.0,False,0.97,81.48
2020-05-02,67,97.0,,0.97,64.99
2020-05-03,71,97.0,,0.97,68.87
2020-05-04,100,97.0,,0.97,97.0
2020-05-05,85,97.0,,0.97,82.45
2020-05-06,95,97.0,,0.97,92.14999999999999
2020-05-07,95,97.0,,0.97,92.14999999999999
2020-05-08,100,97.0,,0.97,97.0
2020-05-09,68,97.0,,0.97,65.96
2020-05-10,76,97.0,,0.97,73.72
2020-05-11,77,97.0,,0.97,74.69
2020-05-12,83,97.0,,0.97,80.50999999999999
2020-05-13,89,97.0,,0.97,86.33
2020-05-14,97,97.0,,0.97,94.09
2020-05-15,86,97.0,,0.97,83.42
2020-05-16,79,97.0,,0.97,76.63
2020-05-17,88,97.0,,0.97,85.36
2020-05-18,89,97.0,,0.97,86.33
2020-05-19,94,97.0,,0.97,91.17999999999999
2020-05-20,83,97.0,,0.97,80.50999999999999
2020-05-21,92,97.0,,0.97,89.24
2020-05-22,97,97.0,,0.97,94.09
2020-05-23,77,97.0,,0.97,74.69
2020-05-24,79,97.0,,0.97,76.63
2020-05-25,81,97.0,,0.97,78.57
2020-05-26,98,97.0,,0.97,95.06
2020-05-27,88,97.0,,0.97,85.36
2020-05-28,94,97.0,,0.97,91.17999999999999
2020-05-29,98,97.0,,0.97,95.06
2020-05-30,96,97.0,,0.97,93.12
2020-05-31,79,97.0,,0.97,76.63
2020-06-01,68,100.0,False,1.0,68.0
2020-06-02,75,100.0,,1.0,75.0
2020-06-03,62,100.0,,1.0,62.0
2020-06-04,79,100.0,,1.0,79.0
2020-06-05,61,100.0,,1.0,61.0
2020-06-06,60,100.0,,1.0,60.0
2020-06-07,64,100.0,,1.0,64.0
2020-06-08,74,100.0,,1.0,74.0
2020-06-09,76,100.0,,1.0,76.0
2020-06-10,81,100.0,,1.0,81.0
2020-06-11,77,100.0,,1.0,77.0
2020-06-12,68,100.0,,1.0,68.0
2020-06-13,69,100.0,,1.0,69.0
2020-06-14,60,100.0,,1.0,60.0
2020-06-15,72,100.0,,1.0,72.0
2020-06-16,75,100.0,,1.0,75.0
2020-06-17,91,100.0,,1.0,91.0
2020-06-18,88,100.0,,1.0,88.0
2020-06-19,76,100.0,,1.0,76.0
2020-06-20,62,100.0,,1.0,62.0
2020-06-21,63,100.0,,1.0,63.0
2020-06-22,77,100.0,,1.0,77.0
2020-06-23,100,100.0,,1.0,100.0
2020-06-24,73,100.0,,1.0,73.0
2020-06-25,85,100.0,,1.0,85.0
2020-06-26,75,100.0,,1.0,75.0
2020-06-27,77,100.0,,1.0,77.0
2020-06-28,60,100.0,,1.0,60.0
2020-06-29,80,100.0,,1.0,80.0
2020-06-30,73,100.0,,1.0,73.0
2020-07-01,84,98.0,False,0.98,82.32
2020-07-02,84,98.0,,0.98,82.32
2020-07-03,74,98.0,,0.98,72.52
2020-07-04,78,98.0,,0.98,76.44
2020-07-05,65,98.0,,0.98,63.699999999999996
2020-07-06,94,98.0,,0.98,92.12
2020-07-07,93,98.0,,0.98,91.14
2020-07-08,86,98.0,,0.98,84.28
2020-07-09,100,98.0,,0.98,98.0
2020-07-10,93,98.0,,0.98,91.14
2020-07-11,80,98.0,,0.98,78.4
2020-07-12,80,98.0,,0.98,78.4
2020-07-13,88,98.0,,0.98,86.24
2020-07-14,86,98.0,,0.98,84.28
2020-07-15,83,98.0,,0.98,81.34
2020-07-16,89,98.0,,0.98,87.22
2020-07-17,83,98.0,,0.98,81.34
2020-07-18,81,98.0,,0.98,79.38
2020-07-19,74,98.0,,0.98,72.52
2020-07-20,88,98.0,,0.98,86.24
2020-07-21,86,98.0,,0.98,84.28
2020-07-22,93,98.0,,0.98,91.14
2020-07-23,87,98.0,,0.98,85.26
2020-07-24,84,98.0,,0.98,82.32
2020-07-25,79,98.0,,0.98,77.42
2020-07-26,87,98.0,,0.98,85.26
2020-07-27,92,98.0,,0.98,90.16
2020-07-28,93,98.0,,0.98,91.14
2020-07-29,93,98.0,,0.98,91.14
2020-07-30,83,98.0,,0.98,81.34
2020-07-31,89,98.0,,0.98,87.22
2020-08-01,98,93.0,False,0.93,91.14
2020-08-02,89,93.0,,0.93,82.77000000000001
2020-08-03,97,93.0,,0.93,90.21000000000001
2020-08-04,88,93.0,,0.93,81.84
2020-08-05,90,93.0,,0.93,83.7
2020-08-06,92,93.0,,0.93,85.56
2020-08-07,96,93.0,,0.93,89.28
2020-08-08,83,93.0,,0.93,77.19
2020-08-09,87,93.0,,0.93,80.91000000000001
2020-08-10,99,93.0,,0.93,92.07000000000001
2020-08-11,100,93.0,,0.93,93.0
2020-08-12,85,93.0,,0.93,79.05
2020-08-13,83,93.0,,0.93,77.19
2020-08-14,86,93.0,,0.93,79.98
2020-08-15,79,93.0,,0.93,73.47
2020-08-16,85,93.0,,0.93,79.05
2020-08-17,96,93.0,,0.93,89.28
2020-08-18,84,93.0,,0.93,78.12
2020-08-19,90,93.0,,0.93,83.7
2020-08-20,78,93.0,,0.93,72.54
2020-08-21,83,93.0,,0.93,77.19
2020-08-22,81,93.0,,0.93,75.33
2020-08-23,86,93.0,,0.93,79.98
2020-08-24,84,93.0,,0.93,78.12
2020-08-25,85,93.0,,0.93,79.05
2020-08-26,85,93.0,,0.93,79.05
2020-08-27,83,93.0,,0.93,77.19
2020-08-28,82,93.0,,0.93,76.26
2020-08-29,82,93.0,,0.93,76.26
2020-08-30,85,93.0,,0.93,79.05
2020-08-31,89,93.0,,0.93,82.77000000000001
2020-09-01,95,91.0,False,0.91,86.45
2020-09-02,94,91.0,,0.91,85.54
2020-09-03,92,91.0,,0.91,83.72
2020-09-04,83,91.0,,0.91,75.53
2020-09-05,75,91.0,,0.91,68.25
2020-09-06,80,91.0,,0.91,72.8
2020-09-07,90,91.0,,0.91,81.9
2020-09-08,97,91.0,,0.91,88.27
2020-09-09,88,91.0,,0.91,80.08
2020-09-10,82,91.0,,0.91,74.62
2020-09-11,81,91.0,,0.91,73.71000000000001
2020-09-12,89,91.0,,0.91,80.99000000000001
2020-09-13,64,91.0,,0.91,58.24
2020-09-14,85,91.0,,0.91,77.35000000000001
2020-09-15,88,91.0,,0.91,80.08
2020-09-16,91,91.0,,0.91,82.81
2020-09-17,93,91.0,,0.91,84.63000000000001
2020-09-18,82,91.0,,0.91,74.62
2020-09-19,64,91.0,,0.91,58.24
2020-09-20,67,91.0,,0.91,60.97
2020-09-21,92,91.0,,0.91,83.72
2020-09-22,81,91.0,,0.91,73.71000000000001
2020-09-23,98,91.0,,0.91,89.18
2020-09-24,89,91.0,,0.91,80.99000000000001
2020-09-25,100,91.0,,0.91,91.0
2020-09-26,76,91.0,,0.91,69.16
2020-09-27,62,91.0,,0.91,56.42
2020-09-28,100,91.0,,0.91,91.0
2020-09-29,93,91.0,,0.91,84.63000000000001
2020-09-30,93,91.0,,0.91,84.63000000000001
2020-10-01,90,87.0,False,0.87,78.3
2020-10-02,78,87.0,,0.87,67.86
2020-10-03,72,87.0,,0.87,62.64
2020-10-04,87,87.0,,0.87,75.69
2020-10-05,97,87.0,,0.87,84.39
2020-10-06,95,87.0,,0.87,82.65
2020-10-07,91,87.0,,0.87,79.17
2020-10-08,91,87.0,,0.87,79.17
2020-10-09,90,87.0,,0.87,78.3
2020-10-10,84,87.0,,0.87,73.08
2020-10-11,72,87.0,,0.87,62.64
2020-10-12,96,87.0,,0.87,83.52
2020-10-13,94,87.0,,0.87,81.78
2020-10-14,86,87.0,,0.87,74.82
2020-10-15,97,87.0,,0.87,84.39
2020-10-16,83,87.0,,0.87,72.21
2020-10-17,71,87.0,,0.87,61.77
2020-10-18,72,87.0,,0.87,62.64
2020-10-19,87,87.0,,0.87,75.69
2020-10-20,76,87.0,,0.87,66.12
2020-10-21,95,87.0,,0.87,82.65
2020-10-22,100,87.0,,0.87,87.0
2020-10-23,85,87.0,,0.87,73.95
2020-10-24,78,87.0,,0.87,67.86
2020-10-25,69,87.0,,0.87,60.03
2020-10-26,83,87.0,,0.87,72.21
2020-10-27,91,87.0,,0.87,79.17
2020-10-28,84,87.0,,0.87,73.08
2020-10-29,81,87.0,,0.87,70.47
2020-10-30,76,87.0,,0.87,66.12
2020-10-31,79,87.0,,0.87,68.73
2020-11-01,67,86.0,False,0.86,57.62
2020-11-02,96,86.0,,0.86,82.56
2020-11-03,93,86.0,,0.86,79.98
2020-11-04,52,86.0,,0.86,44.72
2020-11-05,64,86.0,,0.86,55.04
2020-11-06,70,86.0,,0.86,60.199999999999996
2020-11-07,62,86.0,,0.86,53.32
2020-11-08,77,86.0,,0.86,66.22
2020-11-09,94,86.0,,0.86,80.84
2020-11-10,93,86.0,,0.86,79.98
2020-11-11,100,86.0,,0.86,86.0
2020-11-12,95,86.0,,0.86,81.7
2020-11-13,93,86.0,,0.86,79.98
2020-11-14,83,86.0,,0.86,71.38
2020-11-15,62,86.0,,0.86,53.32
2020-11-16,98,86.0,,0.86,84.28
2020-11-17,89,86.0,,0.86,76.53999999999999
2020-11-18,94,86.0,,0.86,80.84
2020-11-19,92,86.0,,0.86,79.12
2020-11-20,85,86.0,,0.86,73.1
2020-11-21,65,86.0,,0.86,55.9
2020-11-22,70,86.0,,0.86,60.199999999999996
2020-11-23,89,86.0,,0.86,76.53999999999999
2020-11-24,97,86.0,,0.86,83.42
2020-11-25,100,86.0,,0.86,86.0
2020-11-26,72,86.0,,0.86,61.92
2020-11-27,80,86.0,,0.86,68.8
2020-11-28,77,86.0,,0.86,66.22
2020-11-29,77,86.0,,0.86,66.22
2020-11-30,89,86.0,,0.86,76.53999999999999
2020-12-01,87,86.0,False,0.86,74.82
2020-12-02,98,86.0,,0.86,84.28
2020-12-03,87,86.0,,0.86,74.82
2020-12-04,89,86.0,,0.86,76.53999999999999
2020-12-05,67,86.0,,0.86,57.62
2020-12-06,64,86.0,,0.86,55.04
2020-12-07,82,86.0,,0.86,70.52
2020-12-08,92,86.0,,0.86,79.12
2020-12-09,98,86.0,,0.86,84.28
2020-12-10,80,86.0,,0.86,68.8
2020-12-11,79,86.0,,0.86,67.94
2020-12-12,83,86.0,,0.86,71.38
2020-12-13,61,86.0,,0.86,52.46
2020-12-14,79,86.0,,0.86,67.94
2020-12-15,83,86.0,,0.86,71.38
2020-12-16,85,86.0,,0.86,73.1
2020-12-17,87,86.0,,0.86,74.82
2020-12-18,100,86.0,,0.86,86.0
2020-12-19,66,86.0,,0.86,56.76
2020-12-20,64,86.0,,0.86,55.04
2020-12-21,75,86.0,,0.86,64.5
2020-12-22,71,86.0,,0.86,61.06
2020-12-23,88,86.0,,0.86,75.67999999999999
2020-12-24,88,86.0,,0.86,75.67999999999999
2020-12-25,66,86.0,,0.86,56.76
2020-12-26,69,86.0,,0.86,59.339999999999996
2020-12-27,69,86.0,,0.86,59.339999999999996
2020-12-28,75,86.0,,0.86,64.5
2020-12-29,72,86.0,,0.86,61.92
2020-12-30,79,86.0,,0.86,67.94
2020-12-31,66,86.0,,0.86,56.76
2021-01-01,64,82.0,False,0.82,52.48
2021-01-02,73,82.0,,0.82,59.86
2021-01-03,74,82.0,,0.82,60.68
2021-01-04,81,82.0,,0.82,66.42
2021-01-05,75,82.0,,0.82,61.49999999999999
2021-01-06,78,82.0,,0.82,63.959999999999994
2021-01-07,82,82.0,,0.82,67.24
2021-01-08,90,82.0,,0.82,73.8
2021-01-09,72,82.0,,0.82,59.04
2021-01-10,76,82.0,,0.82,62.31999999999999
2021-01-11,82,82.0,,0.82,67.24
2021-01-12,80,82.0,,0.82,65.6
2021-01-13,99,82.0,,0.82,81.17999999999999
2021-01-14,89,82.0,,0.82,72.97999999999999
2021-01-15,81,82.0,,0.82,66.42
2021-01-16,67,82.0,,0.82,54.94
2021-01-17,67,82.0,,0.82,54.94
2021-01-18,93,82.0,,0.82,76.25999999999999
2021-01-19,94,82.0,,0.82,77.08
2021-01-20,98,82.0,,0.82,80.36
2021-01-21,92,82.0,,0.82,75.44
2021-01-22,94,82.0,,0.82,77.08
2021-01-23,84,82.0,,0.82,68.88
2021-01-24,76,82.0,,0.82,62.31999999999999
2021-01-25,93,82.0,,0.82,76.25999999999999
2021-01-26,89,82.0,,0.82,72.97999999999999
2021-01-27,100,82.0,,0.82,82.0
2021-01-28,94,82.0,,0.82,77.08
2021-01-29,89,82.0,,0.82,72.97999999999999
2021-01-30,78,82.0,,0.82,63.959999999999994
2021-01-31,85,82.0,,0.82,69.7
2021-02-01,89,87.0,False,0.87,77.42999999999999
2021-02-02,80,87.0,,0.87,69.6
2021-02-03,97,87.0,,0.87,84.39
2021-02-04,94,87.0,,0.87,81.78
2021-02-05,100,87.0,,0.87,87.0
2021-02-06,89,87.0,,0.87,77.42999999999999
2021-02-07,87,87.0,,0.87,75.69
2021-02-08,90,87.0,,0.87,78.3
2021-02-09,91,87.0,,0.87,79.17
2021-02-10,94,87.0,,0.87,81.78
2021-02-11,86,87.0,,0.87,74.82
2021-02-12,89,87.0,,0.87,77.42999999999999
2021-02-13,80,87.0,,0.87,69.6
2021-02-14,79,87.0,,0.87,68.73
2021-02-15,88,87.0,,0.87,76.56
2021-02-16,83,87.0,,0.87,72.21
2021-02-17,91,87.0,,0.87,79.17
2021-02-18,84,87.0,,0.87,73.08
2021-02-19,88,87.0,,0.87,76.56
2021-02-20,72,87.0,,0.87,62.64
2021-02-21,89,87.0,,0.87,77.42999999999999
2021-02-22,89,87.0,,0.87,77.42999999999999
2021-02-23,92,87.0,,0.87,80.04
2021-02-24,90,87.0,,0.87,78.3
2021-02-25,82,87.0,,0.87,71.34
2021-02-26,89,87.0,,0.87,77.42999999999999
2021-02-27,74,87.0,,0.87,64.38
2021-02-28,79,87.0,,0.87,68.73
2021-03-01,99,96.0,False,0.96,95.03999999999999
2021-03-02,97,96.0,,0.96,93.11999999999999
2021-03-03,98,96.0,,0.96,94.08
2021-03-04,91,96.0,,0.96,87.36
2021-03-05,86,96.0,,0.96,82.56
2021-03-06,85,96.0,,0.96,81.6
2021-03-07,83,96.0,,0.96,79.67999999999999
2021-03-08,93,96.0,,0.96,89.28
2021-03-09,85,96.0,,0.96,81.6
2021-03-10,97,96.0,,0.96,93.11999999999999
2021-03-11,81,96.0,,0.96,77.75999999999999
2021-03-12,87,96.0,,0.96,83.52
2021-03-13,73,96.0,,0.96,70.08
2021-03-14,77,96.0,,0.96,73.92
2021-03-15,84,96.0,,0.96,80.64
2021-03-16,93,96.0,,0.96,89.28
2021-03-17,95,96.0,,0.96,91.2
2021-03-18,95,96.0,,0.96,91.2
2021-03-19,94,96.0,,0.96,90.24
2021-03-20,90,96.0,,0.96,86.39999999999999
2021-03-21,81,96.0,,0.96,77.75999999999999
2021-03-22,96,96.0,,0.96,92.16
2021-03-23,96,96.0,,0.96,92.16
2021-03-24,92,96.0,,0.96,88.32
2021-03-25,100,96.0,,0.96,96.0
2021-03-26,84,96.0,,0.96,80.64
2021-03-27,86,96.0,,0.96,82.56
2021-03-28,82,96.0,,0.96,78.72
2021-03-29,88,96.0,,0.96,84.47999999999999
2021-03-30,99,96.0,,0.96,95.03999999999999
2021-03-31,87,96.0,,0.96,83.52
2021-04-01,89,99.0,False,0.99,88.11
2021-04-02,90,99.0,,0.99,89.1
2021-04-03,68,99.0,,0.99,67.32
2021-04-04,73,99.0,,0.99,72.27
2021-04-05,100,99.0,,0.99,99.0
2021-04-06,92,99.0,,0.99,91.08
2021-04-07,87,99.0,,0.99,86.13
2021-04-08,85,99.0,,0.99,84.15
2021-04-09,89,99.0,,0.99,88.11
2021-04-10,74,99.0,,0.99,73.26
2021-04-11,72,99.0,,0.99,71.28
2021-04-12,86,99.0,,0.99,85.14
2021-04-13,99,99.0,,0.99,98.01
2021-04-14,98,99.0,,0.99,97.02
2021-04-15,100,99.0,,0.99,99.0
2021-04-16,90,99.0,,0.99,89.1
2021-04-17,71,99.0,,0.99,70.29
2021-04-18,76,99.0,,0.99,75.24
2021-04-19,84,99.0,,0.99,83.16
2021-04-20,78,99.0,,0.99,77.22
2021-04-21,89,99.0,,0.99,88.11
2021-04-22,80,99.0,,0.99,79.2
2021-04-23,92,99.0,,0.99,91.08
2021-04-24,75,99.0,,0.99,74.25
2021-04-25,79,99.0,,0.99,78.21
2021-04-26,97,99.0,,0.99,96.03
2021-04-27,82,99.0,,0.99,81.17999999999999
