date,SJW_unscaled,SJW_monthly,isPartial,scale,SJW
2016-12-28,90,70.0,,0.7,62.99999999999999
2016-12-29,93,70.0,,0.7,65.1
2016-12-30,100,70.0,,0.7,70.0
2016-12-31,89,70.0,,0.7,62.3
2017-01-01,100,73.0,False,0.73,73.0
2017-01-02,93,73.0,,0.73,67.89
2017-01-03,78,73.0,,0.73,56.94
2017-01-04,84,73.0,,0.73,61.32
2017-01-05,67,73.0,,0.73,48.91
2017-01-06,75,73.0,,0.73,54.75
2017-01-07,65,73.0,,0.73,47.449999999999996
2017-01-08,52,73.0,,0.73,37.96
2017-01-09,61,73.0,,0.73,44.53
2017-01-10,56,73.0,,0.73,40.879999999999995
2017-01-11,66,73.0,,0.73,48.18
2017-01-12,66,73.0,,0.73,48.18
2017-01-13,58,73.0,,0.73,42.339999999999996
2017-01-14,76,73.0,,0.73,55.48
2017-01-15,47,73.0,,0.73,34.31
2017-01-16,59,73.0,,0.73,43.07
2017-01-17,47,73.0,,0.73,34.31
2017-01-18,57,73.0,,0.73,41.61
2017-01-19,86,73.0,,0.73,62.78
2017-01-20,97,73.0,,0.73,70.81
2017-01-21,99,73.0,,0.73,72.27
2017-01-22,89,73.0,,0.73,64.97
2017-01-23,93,73.0,,0.73,67.89
2017-01-24,70,73.0,,0.73,51.1
2017-01-25,95,73.0,,0.73,69.35
2017-01-26,76,73.0,,0.73,55.48
2017-01-27,90,73.0,,0.73,65.7
2017-01-28,84,73.0,,0.73,61.32
2017-01-29,85,73.0,,0.73,62.05
2017-01-30,81,73.0,,0.73,59.129999999999995
2017-01-31,66,73.0,,0.73,48.18
2017-02-01,51,72.0,False,0.72,36.72
2017-02-02,58,72.0,,0.72,41.76
2017-02-03,65,72.0,,0.72,46.8
2017-02-04,63,72.0,,0.72,45.36
2017-02-05,59,72.0,,0.72,42.48
2017-02-06,60,72.0,,0.72,43.199999999999996
2017-02-07,79,72.0,,0.72,56.879999999999995
2017-02-08,60,72.0,,0.72,43.199999999999996
2017-02-09,58,72.0,,0.72,41.76
2017-02-10,53,72.0,,0.72,38.16
2017-02-11,61,72.0,,0.72,43.92
2017-02-12,69,72.0,,0.72,49.68
2017-02-13,47,72.0,,0.72,33.839999999999996
2017-02-14,47,72.0,,0.72,33.839999999999996
2017-02-15,47,72.0,,0.72,33.839999999999996
2017-02-16,50,72.0,,0.72,36.0
2017-02-17,52,72.0,,0.72,37.44
2017-02-18,66,72.0,,0.72,47.519999999999996
2017-02-19,58,72.0,,0.72,41.76
2017-02-20,50,72.0,,0.72,36.0
2017-02-21,67,72.0,,0.72,48.239999999999995
2017-02-22,53,72.0,,0.72,38.16
2017-02-23,60,72.0,,0.72,43.199999999999996
2017-02-24,49,72.0,,0.72,35.28
2017-02-25,100,72.0,,0.72,72.0
2017-02-26,66,72.0,,0.72,47.519999999999996
2017-02-27,50,72.0,,0.72,36.0
2017-02-28,44,72.0,,0.72,31.68
2017-03-01,46,66.0,False,0.66,30.360000000000003
2017-03-02,60,66.0,,0.66,39.6
2017-03-03,63,66.0,,0.66,41.580000000000005
2017-03-04,74,66.0,,0.66,48.84
2017-03-05,57,66.0,,0.66,37.620000000000005
2017-03-06,48,66.0,,0.66,31.68
2017-03-07,54,66.0,,0.66,35.64
2017-03-08,59,66.0,,0.66,38.940000000000005
2017-03-09,53,66.0,,0.66,34.980000000000004
2017-03-10,100,66.0,,0.66,66.0
2017-03-11,94,66.0,,0.66,62.040000000000006
2017-03-12,65,66.0,,0.66,42.9
2017-03-13,51,66.0,,0.66,33.660000000000004
2017-03-14,68,66.0,,0.66,44.88
2017-03-15,59,66.0,,0.66,38.940000000000005
2017-03-16,64,66.0,,0.66,42.24
2017-03-17,61,66.0,,0.66,40.260000000000005
2017-03-18,70,66.0,,0.66,46.2
2017-03-19,80,66.0,,0.66,52.800000000000004
2017-03-20,63,66.0,,0.66,41.580000000000005
2017-03-21,84,66.0,,0.66,55.440000000000005
2017-03-22,74,66.0,,0.66,48.84
2017-03-23,81,66.0,,0.66,53.46
2017-03-24,78,66.0,,0.66,51.480000000000004
2017-03-25,66,66.0,,0.66,43.56
2017-03-26,63,66.0,,0.66,41.580000000000005
2017-03-27,67,66.0,,0.66,44.22
2017-03-28,72,66.0,,0.66,47.52
2017-03-29,73,66.0,,0.66,48.18
2017-03-30,71,66.0,,0.66,46.86
2017-03-31,68,66.0,,0.66,44.88
2017-04-01,51,64.0,False,0.64,32.64
2017-04-02,54,64.0,,0.64,34.56
2017-04-03,59,64.0,,0.64,37.76
2017-04-04,54,64.0,,0.64,34.56
2017-04-05,80,64.0,,0.64,51.2
2017-04-06,100,64.0,,0.64,64.0
2017-04-07,66,64.0,,0.64,42.24
2017-04-08,62,64.0,,0.64,39.68
2017-04-09,60,64.0,,0.64,38.4
2017-04-10,48,64.0,,0.64,30.72
2017-04-11,55,64.0,,0.64,35.2
2017-04-12,47,64.0,,0.64,30.080000000000002
2017-04-13,49,64.0,,0.64,31.36
2017-04-14,42,64.0,,0.64,26.88
2017-04-15,47,64.0,,0.64,30.080000000000002
2017-04-16,60,64.0,,0.64,38.4
2017-04-17,49,64.0,,0.64,31.36
2017-04-18,43,64.0,,0.64,27.52
2017-04-19,47,64.0,,0.64,30.080000000000002
2017-04-20,56,64.0,,0.64,35.84
2017-04-21,43,64.0,,0.64,27.52
2017-04-22,43,64.0,,0.64,27.52
2017-04-23,48,64.0,,0.64,30.72
2017-04-24,57,64.0,,0.64,36.480000000000004
2017-04-25,54,64.0,,0.64,34.56
2017-04-26,54,64.0,,0.64,34.56
2017-04-27,63,64.0,,0.64,40.32
2017-04-28,64,64.0,,0.64,40.96
2017-04-29,61,64.0,,0.64,39.04
2017-04-30,62,64.0,,0.64,39.68
2017-05-01,67,61.0,False,0.61,40.87
2017-05-02,48,61.0,,0.61,29.28
2017-05-03,34,61.0,,0.61,20.74
2017-05-04,62,61.0,,0.61,37.82
2017-05-05,63,61.0,,0.61,38.43
2017-05-06,54,61.0,,0.61,32.94
2017-05-07,46,61.0,,0.61,28.06
2017-05-08,47,61.0,,0.61,28.669999999999998
2017-05-09,44,61.0,,0.61,26.84
2017-05-10,43,61.0,,0.61,26.23
2017-05-11,45,61.0,,0.61,27.45
2017-05-12,59,61.0,,0.61,35.99
2017-05-13,56,61.0,,0.61,34.16
2017-05-14,54,61.0,,0.61,32.94
2017-05-15,55,61.0,,0.61,33.55
2017-05-16,50,61.0,,0.61,30.5
2017-05-17,43,61.0,,0.61,26.23
2017-05-18,58,61.0,,0.61,35.38
2017-05-19,42,61.0,,0.61,25.62
2017-05-20,67,61.0,,0.61,40.87
2017-05-21,44,61.0,,0.61,26.84
2017-05-22,50,61.0,,0.61,30.5
2017-05-23,46,61.0,,0.61,28.06
2017-05-24,59,61.0,,0.61,35.99
2017-05-25,79,61.0,,0.61,48.19
2017-05-26,100,61.0,,0.61,61.0
2017-05-27,87,61.0,,0.61,53.07
2017-05-28,58,61.0,,0.61,35.38
2017-05-29,65,61.0,,0.61,39.65
2017-05-30,55,61.0,,0.61,33.55
2017-05-31,59,61.0,,0.61,35.99
2017-06-01,52,61.0,False,0.61,31.72
2017-06-02,68,61.0,,0.61,41.48
2017-06-03,91,61.0,,0.61,55.51
2017-06-04,66,61.0,,0.61,40.26
2017-06-05,61,61.0,,0.61,37.21
2017-06-06,53,61.0,,0.61,32.33
2017-06-07,72,61.0,,0.61,43.92
2017-06-08,55,61.0,,0.61,33.55
2017-06-09,70,61.0,,0.61,42.699999999999996
2017-06-10,44,61.0,,0.61,26.84
2017-06-11,82,61.0,,0.61,50.019999999999996
2017-06-12,59,61.0,,0.61,35.99
2017-06-13,77,61.0,,0.61,46.97
2017-06-14,81,61.0,,0.61,49.41
2017-06-15,68,61.0,,0.61,41.48
2017-06-16,64,61.0,,0.61,39.04
2017-06-17,66,61.0,,0.61,40.26
2017-06-18,58,61.0,,0.61,35.38
2017-06-19,79,61.0,,0.61,48.19
2017-06-20,100,61.0,,0.61,61.0
2017-06-21,89,61.0,,0.61,54.29
2017-06-22,59,61.0,,0.61,35.99
2017-06-23,62,61.0,,0.61,37.82
2017-06-24,75,61.0,,0.61,45.75
2017-06-25,82,61.0,,0.61,50.019999999999996
2017-06-26,40,61.0,,0.61,24.4
2017-06-27,52,61.0,,0.61,31.72
2017-06-28,35,61.0,,0.61,21.349999999999998
2017-06-29,58,61.0,,0.61,35.38
2017-06-30,56,61.0,,0.61,34.16
2017-07-01,26,63.0,False,0.63,16.38
2017-07-02,54,63.0,,0.63,34.02
2017-07-03,39,63.0,,0.63,24.57
2017-07-04,47,63.0,,0.63,29.61
2017-07-05,45,63.0,,0.63,28.35
2017-07-06,50,63.0,,0.63,31.5
2017-07-07,43,63.0,,0.63,27.09
2017-07-08,47,63.0,,0.63,29.61
2017-07-09,47,63.0,,0.63,29.61
2017-07-10,45,63.0,,0.63,28.35
2017-07-11,49,63.0,,0.63,30.87
2017-07-12,40,63.0,,0.63,25.2
2017-07-13,44,63.0,,0.63,27.72
2017-07-14,56,63.0,,0.63,35.28
2017-07-15,51,63.0,,0.63,32.13
2017-07-16,63,63.0,,0.63,39.69
2017-07-17,100,63.0,,0.63,63.0
2017-07-18,54,63.0,,0.63,34.02
2017-07-19,47,63.0,,0.63,29.61
2017-07-20,52,63.0,,0.63,32.76
2017-07-21,48,63.0,,0.63,30.240000000000002
2017-07-22,48,63.0,,0.63,30.240000000000002
2017-07-23,41,63.0,,0.63,25.830000000000002
2017-07-24,52,63.0,,0.63,32.76
2017-07-25,44,63.0,,0.63,27.72
2017-07-26,45,63.0,,0.63,28.35
2017-07-27,60,63.0,,0.63,37.8
2017-07-28,60,63.0,,0.63,37.8
2017-07-29,58,63.0,,0.63,36.54
2017-07-30,40,63.0,,0.63,25.2
2017-07-31,85,63.0,,0.63,53.55
2017-08-01,98,69.0,False,0.69,67.61999999999999
2017-08-02,82,69.0,,0.69,56.58
2017-08-03,89,69.0,,0.69,61.41
2017-08-04,75,69.0,,0.69,51.74999999999999
2017-08-05,75,69.0,,0.69,51.74999999999999
2017-08-06,76,69.0,,0.69,52.44
2017-08-07,82,69.0,,0.69,56.58
2017-08-08,100,69.0,,0.69,69.0
2017-08-09,66,69.0,,0.69,45.54
2017-08-10,71,69.0,,0.69,48.989999999999995
2017-08-11,88,69.0,,0.69,60.72
2017-08-12,63,69.0,,0.69,43.47
2017-08-13,57,69.0,,0.69,39.33
2017-08-14,74,69.0,,0.69,51.059999999999995
2017-08-15,88,69.0,,0.69,60.72
2017-08-16,84,69.0,,0.69,57.959999999999994
2017-08-17,76,69.0,,0.69,52.44
2017-08-18,52,69.0,,0.69,35.879999999999995
2017-08-19,68,69.0,,0.69,46.919999999999995
2017-08-20,60,69.0,,0.69,41.4
2017-08-21,46,69.0,,0.69,31.74
2017-08-22,55,69.0,,0.69,37.949999999999996
2017-08-23,46,69.0,,0.69,31.74
2017-08-24,80,69.0,,0.69,55.199999999999996
2017-08-25,75,69.0,,0.69,51.74999999999999
2017-08-26,49,69.0,,0.69,33.809999999999995
2017-08-27,78,69.0,,0.69,53.81999999999999
2017-08-28,68,69.0,,0.69,46.919999999999995
2017-08-29,57,69.0,,0.69,39.33
2017-08-30,59,69.0,,0.69,40.709999999999994
2017-08-31,58,69.0,,0.69,40.019999999999996
2017-09-01,89,51.0,False,0.51,45.39
2017-09-02,60,51.0,,0.51,30.6
2017-09-03,71,51.0,,0.51,36.21
2017-09-04,75,51.0,,0.51,38.25
2017-09-05,70,51.0,,0.51,35.7
2017-09-06,54,51.0,,0.51,27.54
2017-09-07,62,51.0,,0.51,31.62
2017-09-08,66,51.0,,0.51,33.660000000000004
2017-09-09,72,51.0,,0.51,36.72
2017-09-10,39,51.0,,0.51,19.89
2017-09-11,78,51.0,,0.51,39.78
2017-09-12,76,51.0,,0.51,38.76
2017-09-13,74,51.0,,0.51,37.74
2017-09-14,63,51.0,,0.51,32.13
2017-09-15,70,51.0,,0.51,35.7
2017-09-16,79,51.0,,0.51,40.29
2017-09-17,81,51.0,,0.51,41.31
2017-09-18,66,51.0,,0.51,33.660000000000004
2017-09-19,82,51.0,,0.51,41.82
2017-09-20,70,51.0,,0.51,35.7
2017-09-21,50,51.0,,0.51,25.5
2017-09-22,65,51.0,,0.51,33.15
2017-09-23,42,51.0,,0.51,21.42
2017-09-24,72,51.0,,0.51,36.72
2017-09-25,75,51.0,,0.51,38.25
2017-09-26,88,51.0,,0.51,44.88
2017-09-27,70,51.0,,0.51,35.7
2017-09-28,64,51.0,,0.51,32.64
2017-09-29,100,51.0,,0.51,51.0
2017-09-30,74,51.0,,0.51,37.74
2017-10-01,56,55.0,False,0.55,30.800000000000004
2017-10-02,48,55.0,,0.55,26.400000000000002
2017-10-03,52,55.0,,0.55,28.6
2017-10-04,58,55.0,,0.55,31.900000000000002
2017-10-05,75,55.0,,0.55,41.25
2017-10-06,65,55.0,,0.55,35.75
2017-10-07,49,55.0,,0.55,26.950000000000003
2017-10-08,56,55.0,,0.55,30.800000000000004
2017-10-09,61,55.0,,0.55,33.550000000000004
2017-10-10,55,55.0,,0.55,30.250000000000004
2017-10-11,62,55.0,,0.55,34.1
2017-10-12,100,55.0,,0.55,55.00000000000001
2017-10-13,84,55.0,,0.55,46.2
2017-10-14,55,55.0,,0.55,30.250000000000004
2017-10-15,60,55.0,,0.55,33.0
2017-10-16,57,55.0,,0.55,31.35
2017-10-17,61,55.0,,0.55,33.550000000000004
2017-10-18,51,55.0,,0.55,28.05
2017-10-19,68,55.0,,0.55,37.400000000000006
2017-10-20,75,55.0,,0.55,41.25
2017-10-21,63,55.0,,0.55,34.650000000000006
2017-10-22,53,55.0,,0.55,29.150000000000002
2017-10-23,55,55.0,,0.55,30.250000000000004
2017-10-24,59,55.0,,0.55,32.45
2017-10-25,54,55.0,,0.55,29.700000000000003
2017-10-26,64,55.0,,0.55,35.2
2017-10-27,43,55.0,,0.55,23.650000000000002
2017-10-28,50,55.0,,0.55,27.500000000000004
2017-10-29,58,55.0,,0.55,31.900000000000002
2017-10-30,64,55.0,,0.55,35.2
2017-10-31,58,55.0,,0.55,31.900000000000002
2017-11-01,42,54.0,False,0.54,22.68
2017-11-02,89,54.0,,0.54,48.06
2017-11-03,54,54.0,,0.54,29.160000000000004
2017-11-04,49,54.0,,0.54,26.46
2017-11-05,99,54.0,,0.54,53.46
2017-11-06,100,54.0,,0.54,54.0
2017-11-07,78,54.0,,0.54,42.120000000000005
2017-11-08,44,54.0,,0.54,23.76
2017-11-09,68,54.0,,0.54,36.72
2017-11-10,37,54.0,,0.54,19.98
2017-11-11,34,54.0,,0.54,18.36
2017-11-12,42,54.0,,0.54,22.68
2017-11-13,43,54.0,,0.54,23.220000000000002
2017-11-14,31,54.0,,0.54,16.740000000000002
2017-11-15,46,54.0,,0.54,24.840000000000003
2017-11-16,44,54.0,,0.54,23.76
2017-11-17,55,54.0,,0.54,29.700000000000003
2017-11-18,51,54.0,,0.54,27.540000000000003
2017-11-19,45,54.0,,0.54,24.3
2017-11-20,37,54.0,,0.54,19.98
2017-11-21,41,54.0,,0.54,22.14
2017-11-22,37,54.0,,0.54,19.98
2017-11-23,35,54.0,,0.54,18.900000000000002
2017-11-24,43,54.0,,0.54,23.220000000000002
2017-11-25,36,54.0,,0.54,19.44
2017-11-26,50,54.0,,0.54,27.0
2017-11-27,42,54.0,,0.54,22.68
2017-11-28,39,54.0,,0.54,21.060000000000002
2017-11-29,48,54.0,,0.54,25.92
2017-11-30,41,54.0,,0.54,22.14
2017-12-01,50,53.0,False,0.53,26.5
2017-12-02,58,53.0,,0.53,30.740000000000002
2017-12-03,41,53.0,,0.53,21.73
2017-12-04,51,53.0,,0.53,27.03
2017-12-05,49,53.0,,0.53,25.970000000000002
2017-12-06,47,53.0,,0.53,24.91
2017-12-07,83,53.0,,0.53,43.99
2017-12-08,66,53.0,,0.53,34.980000000000004
2017-12-09,59,53.0,,0.53,31.270000000000003
2017-12-10,65,53.0,,0.53,34.45
2017-12-11,50,53.0,,0.53,26.5
2017-12-12,60,53.0,,0.53,31.8
2017-12-13,41,53.0,,0.53,21.73
2017-12-14,46,53.0,,0.53,24.380000000000003
2017-12-15,54,53.0,,0.53,28.62
2017-12-16,54,53.0,,0.53,28.62
2017-12-17,75,53.0,,0.53,39.75
2017-12-18,87,53.0,,0.53,46.11
2017-12-19,100,53.0,,0.53,53.0
2017-12-20,100,53.0,,0.53,53.0
2017-12-21,93,53.0,,0.53,49.29
