date,SJW_unscaled,SJW_monthly,isPartial,scale,SJW
2017-12-22,76,53.0,,0.53,40.28
2017-12-23,66,53.0,,0.53,34.980000000000004
2017-12-24,89,53.0,,0.53,47.17
2017-12-25,58,53.0,,0.53,30.740000000000002
2017-12-26,70,53.0,,0.53,37.1
2017-12-27,73,53.0,,0.53,38.690000000000005
2017-12-28,86,53.0,,0.53,45.580000000000005
2017-12-29,73,53.0,,0.53,38.690000000000005
2017-12-30,66,53.0,,0.53,34.980000000000004
2017-12-31,72,53.0,,0.53,38.160000000000004
2018-01-01,72,51.0,False,0.51,36.72
2018-01-02,73,51.0,,0.51,37.230000000000004
2018-01-03,61,51.0,,0.51,31.11
2018-01-04,48,51.0,,0.51,24.48
2018-01-05,52,51.0,,0.51,26.52
2018-01-06,66,51.0,,0.51,33.660000000000004
2018-01-07,79,51.0,,0.51,40.29
2018-01-08,63,51.0,,0.51,32.13
2018-01-09,79,51.0,,0.51,40.29
2018-01-10,80,51.0,,0.51,40.8
2018-01-11,62,51.0,,0.51,31.62
2018-01-12,100,51.0,,0.51,51.0
2018-01-13,76,51.0,,0.51,38.76
2018-01-14,77,51.0,,0.51,39.27
2018-01-15,50,51.0,,0.51,25.5
2018-01-16,62,51.0,,0.51,31.62
2018-01-17,74,51.0,,0.51,37.74
2018-01-18,91,51.0,,0.51,46.410000000000004
2018-01-19,80,51.0,,0.51,40.8
2018-01-20,74,51.0,,0.51,37.74
2018-01-21,70,51.0,,0.51,35.7
2018-01-22,52,51.0,,0.51,26.52
2018-01-23,89,51.0,,0.51,45.39
2018-01-24,62,51.0,,0.51,31.62
2018-01-25,78,51.0,,0.51,39.78
2018-01-26,67,51.0,,0.51,34.17
2018-01-27,67,51.0,,0.51,34.17
2018-01-28,52,51.0,,0.51,26.52
2018-01-29,57,51.0,,0.51,29.07
2018-01-30,60,51.0,,0.51,30.6
2018-01-31,61,51.0,,0.51,31.11
2018-02-01,33,50.0,False,0.5,16.5
2018-02-02,44,50.0,,0.5,22.0
2018-02-03,40,50.0,,0.5,20.0
2018-02-04,40,50.0,,0.5,20.0
2018-02-05,100,50.0,,0.5,50.0
2018-02-06,60,50.0,,0.5,30.0
2018-02-07,49,50.0,,0.5,24.5
2018-02-08,43,50.0,,0.5,21.5
2018-02-09,37,50.0,,0.5,18.5
2018-02-10,39,50.0,,0.5,19.5
2018-02-11,40,50.0,,0.5,20.0
2018-02-12,42,50.0,,0.5,21.0
2018-02-13,33,50.0,,0.5,16.5
2018-02-14,34,50.0,,0.5,17.0
2018-02-15,42,50.0,,0.5,21.0
2018-02-16,35,50.0,,0.5,17.5
2018-02-17,52,50.0,,0.5,26.0
2018-02-18,43,50.0,,0.5,21.5
2018-02-19,41,50.0,,0.5,20.5
2018-02-20,45,50.0,,0.5,22.5
2018-02-21,46,50.0,,0.5,23.0
2018-02-22,40,50.0,,0.5,20.0
2018-02-23,48,50.0,,0.5,24.0
2018-02-24,39,50.0,,0.5,19.5
2018-02-25,43,50.0,,0.5,21.5
2018-02-26,45,50.0,,0.5,22.5
2018-02-27,40,50.0,,0.5,20.0
2018-02-28,37,50.0,,0.5,18.5
2018-03-01,85,47.0,False,0.47,39.949999999999996
2018-03-02,77,47.0,,0.47,36.19
2018-03-03,87,47.0,,0.47,40.89
2018-03-04,80,47.0,,0.47,37.599999999999994
2018-03-05,71,47.0,,0.47,33.37
2018-03-06,100,47.0,,0.47,47.0
2018-03-07,79,47.0,,0.47,37.129999999999995
2018-03-08,68,47.0,,0.47,31.959999999999997
2018-03-09,65,47.0,,0.47,30.549999999999997
2018-03-10,76,47.0,,0.47,35.72
2018-03-11,62,47.0,,0.47,29.139999999999997
2018-03-12,82,47.0,,0.47,38.54
2018-03-13,64,47.0,,0.47,30.08
2018-03-14,83,47.0,,0.47,39.01
2018-03-15,90,47.0,,0.47,42.3
2018-03-16,63,47.0,,0.47,29.61
2018-03-17,74,47.0,,0.47,34.78
2018-03-18,69,47.0,,0.47,32.43
2018-03-19,54,47.0,,0.47,25.38
2018-03-20,54,47.0,,0.47,25.38
2018-03-21,71,47.0,,0.47,33.37
2018-03-22,89,47.0,,0.47,41.83
2018-03-23,71,47.0,,0.47,33.37
2018-03-24,62,47.0,,0.47,29.139999999999997
2018-03-25,63,47.0,,0.47,29.61
2018-03-26,64,47.0,,0.47,30.08
2018-03-27,74,47.0,,0.47,34.78
2018-03-28,73,47.0,,0.47,34.309999999999995
2018-03-29,78,47.0,,0.47,36.66
2018-03-30,73,47.0,,0.47,34.309999999999995
2018-03-31,79,47.0,,0.47,37.129999999999995
2018-04-01,66,49.0,False,0.49,32.339999999999996
2018-04-02,49,49.0,,0.49,24.009999999999998
2018-04-03,55,49.0,,0.49,26.95
2018-04-04,83,49.0,,0.49,40.67
2018-04-05,62,49.0,,0.49,30.38
2018-04-06,57,49.0,,0.49,27.93
2018-04-07,56,49.0,,0.49,27.439999999999998
2018-04-08,83,49.0,,0.49,40.67
2018-04-09,59,49.0,,0.49,28.91
2018-04-10,77,49.0,,0.49,37.73
2018-04-11,61,49.0,,0.49,29.89
2018-04-12,67,49.0,,0.49,32.83
2018-04-13,43,49.0,,0.49,21.07
2018-04-14,50,49.0,,0.49,24.5
2018-04-15,37,49.0,,0.49,18.13
2018-04-16,70,49.0,,0.49,34.3
2018-04-17,49,49.0,,0.49,24.009999999999998
2018-04-18,100,49.0,,0.49,49.0
2018-04-19,86,49.0,,0.49,42.14
2018-04-20,99,49.0,,0.49,48.51
2018-04-21,91,49.0,,0.49,44.589999999999996
2018-04-22,71,49.0,,0.49,34.79
2018-04-23,77,49.0,,0.49,37.73
2018-04-24,77,49.0,,0.49,37.73
2018-04-25,62,49.0,,0.49,30.38
2018-04-26,74,49.0,,0.49,36.26
2018-04-27,64,49.0,,0.49,31.36
2018-04-28,61,49.0,,0.49,29.89
2018-04-29,58,49.0,,0.49,28.419999999999998
2018-04-30,53,49.0,,0.49,25.97
2018-05-01,57,55.0,False,0.55,31.35
2018-05-02,61,55.0,,0.55,33.550000000000004
2018-05-03,56,55.0,,0.55,30.800000000000004
2018-05-04,46,55.0,,0.55,25.3
2018-05-05,67,55.0,,0.55,36.85
2018-05-06,67,55.0,,0.55,36.85
2018-05-07,61,55.0,,0.55,33.550000000000004
2018-05-08,61,55.0,,0.55,33.550000000000004
2018-05-09,52,55.0,,0.55,28.6
2018-05-10,65,55.0,,0.55,35.75
2018-05-11,62,55.0,,0.55,34.1
2018-05-12,69,55.0,,0.55,37.95
2018-05-13,80,55.0,,0.55,44.0
2018-05-14,47,55.0,,0.55,25.85
2018-05-15,51,55.0,,0.55,28.05
2018-05-16,42,55.0,,0.55,23.1
2018-05-17,56,55.0,,0.55,30.800000000000004
2018-05-18,44,55.0,,0.55,24.200000000000003
2018-05-19,61,55.0,,0.55,33.550000000000004
2018-05-20,48,55.0,,0.55,26.400000000000002
2018-05-21,59,55.0,,0.55,32.45
2018-05-22,59,55.0,,0.55,32.45
2018-05-23,60,55.0,,0.55,33.0
2018-05-24,100,55.0,,0.55,55.00000000000001
2018-05-25,87,55.0,,0.55,47.85
2018-05-26,83,55.0,,0.55,45.650000000000006
2018-05-27,98,55.0,,0.55,53.900000000000006
2018-05-28,82,55.0,,0.55,45.1
2018-05-29,99,55.0,,0.55,54.45
2018-05-30,63,55.0,,0.55,34.650000000000006
2018-05-31,78,55.0,,0.55,42.900000000000006
2018-06-01,76,55.0,False,0.55,41.800000000000004
2018-06-02,100,55.0,,0.55,55.00000000000001
2018-06-03,83,55.0,,0.55,45.650000000000006
2018-06-04,74,55.0,,0.55,40.7
2018-06-05,70,55.0,,0.55,38.5
2018-06-06,79,55.0,,0.55,43.45
2018-06-07,71,55.0,,0.55,39.050000000000004
2018-06-08,60,55.0,,0.55,33.0
2018-06-09,74,55.0,,0.55,40.7
2018-06-10,60,55.0,,0.55,33.0
2018-06-11,68,55.0,,0.55,37.400000000000006
2018-06-12,96,55.0,,0.55,52.800000000000004
2018-06-13,72,55.0,,0.55,39.6
2018-06-14,84,55.0,,0.55,46.2
2018-06-15,66,55.0,,0.55,36.300000000000004
2018-06-16,79,55.0,,0.55,43.45
2018-06-17,71,55.0,,0.55,39.050000000000004
2018-06-18,70,55.0,,0.55,38.5
2018-06-19,61,55.0,,0.55,33.550000000000004
2018-06-20,68,55.0,,0.55,37.400000000000006
2018-06-21,79,55.0,,0.55,43.45
2018-06-22,58,55.0,,0.55,31.900000000000002
2018-06-23,59,55.0,,0.55,32.45
2018-06-24,54,55.0,,0.55,29.700000000000003
2018-06-25,72,55.0,,0.55,39.6
2018-06-26,51,55.0,,0.55,28.05
2018-06-27,69,55.0,,0.55,37.95
2018-06-28,71,55.0,,0.55,39.050000000000004
2018-06-29,76,55.0,,0.55,41.800000000000004
2018-06-30,49,55.0,,0.55,26.950000000000003
2018-07-01,75,49.0,False,0.49,36.75
2018-07-02,68,49.0,,0.49,33.32
2018-07-03,100,49.0,,0.49,49.0
2018-07-04,83,49.0,,0.49,40.67
2018-07-05,93,49.0,,0.49,45.57
2018-07-06,83,49.0,,0.49,40.67
2018-07-07,66,49.0,,0.49,32.339999999999996
2018-07-08,70,49.0,,0.49,34.3
2018-07-09,59,49.0,,0.49,28.91
2018-07-10,49,49.0,,0.49,24.009999999999998
2018-07-11,72,49.0,,0.49,35.28
2018-07-12,59,49.0,,0.49,28.91
2018-07-13,60,49.0,,0.49,29.4
2018-07-14,78,49.0,,0.49,38.22
2018-07-15,59,49.0,,0.49,28.91
2018-07-16,49,49.0,,0.49,24.009999999999998
2018-07-17,59,49.0,,0.49,28.91
2018-07-18,94,49.0,,0.49,46.06
2018-07-19,81,49.0,,0.49,39.69
2018-07-20,63,49.0,,0.49,30.87
2018-07-21,77,49.0,,0.49,37.73
2018-07-22,78,49.0,,0.49,38.22
2018-07-23,77,49.0,,0.49,37.73
2018-07-24,73,49.0,,0.49,35.769999999999996
2018-07-25,65,49.0,,0.49,31.849999999999998
2018-07-26,80,49.0,,0.49,39.2
2018-07-27,58,49.0,,0.49,28.419999999999998
2018-07-28,84,49.0,,0.49,41.16
2018-07-29,93,49.0,,0.49,45.57
2018-07-30,80,49.0,,0.49,39.2
2018-07-31,88,49.0,,0.49,43.12
2018-08-01,60,51.0,False,0.51,30.6
2018-08-02,48,51.0,,0.51,24.48
2018-08-03,76,51.0,,0.51,38.76
2018-08-04,77,51.0,,0.51,39.27
2018-08-05,82,51.0,,0.51,41.82
2018-08-06,80,51.0,,0.51,40.8
2018-08-07,43,51.0,,0.51,21.93
2018-08-08,67,51.0,,0.51,34.17
2018-08-09,80,51.0,,0.51,40.8
2018-08-10,65,51.0,,0.51,33.15
2018-08-11,64,51.0,,0.51,32.64
2018-08-12,61,51.0,,0.51,31.11
2018-08-13,81,51.0,,0.51,41.31
2018-08-14,82,51.0,,0.51,41.82
2018-08-15,68,51.0,,0.51,34.68
2018-08-16,72,51.0,,0.51,36.72
2018-08-17,100,51.0,,0.51,51.0
2018-08-18,84,51.0,,0.51,42.84
2018-08-19,87,51.0,,0.51,44.37
2018-08-20,73,51.0,,0.51,37.230000000000004
2018-08-21,86,51.0,,0.51,43.86
2018-08-22,78,51.0,,0.51,39.78
2018-08-23,80,51.0,,0.51,40.8
2018-08-24,69,51.0,,0.51,35.19
2018-08-25,54,51.0,,0.51,27.54
2018-08-26,80,51.0,,0.51,40.8
2018-08-27,79,51.0,,0.51,40.29
2018-08-28,82,51.0,,0.51,41.82
2018-08-29,75,51.0,,0.51,38.25
2018-08-30,71,51.0,,0.51,36.21
2018-08-31,54,51.0,,0.51,27.54
2018-09-01,72,45.0,False,0.45,32.4
2018-09-02,89,45.0,,0.45,40.050000000000004
2018-09-03,70,45.0,,0.45,31.5
2018-09-04,85,45.0,,0.45,38.25
2018-09-05,83,45.0,,0.45,37.35
2018-09-06,64,45.0,,0.45,28.8
2018-09-07,67,45.0,,0.45,30.150000000000002
2018-09-08,69,45.0,,0.45,31.05
2018-09-09,66,45.0,,0.45,29.7
2018-09-10,52,45.0,,0.45,23.400000000000002
2018-09-11,89,45.0,,0.45,40.050000000000004
2018-09-12,69,45.0,,0.45,31.05
2018-09-13,76,45.0,,0.45,34.2
2018-09-14,68,45.0,,0.45,30.6
2018-09-15,100,45.0,,0.45,45.0
2018-09-16,64,45.0,,0.45,28.8
2018-09-17,58,45.0,,0.45,26.1
2018-09-18,93,45.0,,0.45,41.85
2018-09-19,83,45.0,,0.45,37.35
2018-09-20,77,45.0,,0.45,34.65
2018-09-21,60,45.0,,0.45,27.0
2018-09-22,71,45.0,,0.45,31.95
2018-09-23,54,45.0,,0.45,24.3
2018-09-24,74,45.0,,0.45,33.300000000000004
2018-09-25,84,45.0,,0.45,37.800000000000004
2018-09-26,84,45.0,,0.45,37.800000000000004
2018-09-27,84,45.0,,0.45,37.800000000000004
2018-09-28,62,45.0,,0.45,27.900000000000002
2018-09-29,78,45.0,,0.45,35.1
2018-09-30,56,45.0,,0.45,25.2
2018-10-01,72,49.0,False,0.49,35.28
2018-10-02,80,49.0,,0.49,39.2
2018-10-03,98,49.0,,0.49,48.019999999999996
2018-10-04,83,49.0,,0.49,40.67
2018-10-05,66,49.0,,0.49,32.339999999999996
2018-10-06,90,49.0,,0.49,44.1
2018-10-07,87,49.0,,0.49,42.63
2018-10-08,100,49.0,,0.49,49.0
2018-10-09,90,49.0,,0.49,44.1
2018-10-10,92,49.0,,0.49,45.08
2018-10-11,68,49.0,,0.49,33.32
2018-10-12,67,49.0,,0.49,32.83
2018-10-13,63,49.0,,0.49,30.87
2018-10-14,55,49.0,,0.49,26.95
2018-10-15,86,49.0,,0.49,42.14
2018-10-16,75,49.0,,0.49,36.75
2018-10-17,59,49.0,,0.49,28.91
2018-10-18,73,49.0,,0.49,35.769999999999996
2018-10-19,88,49.0,,0.49,43.12
2018-10-20,49,49.0,,0.49,24.009999999999998
2018-10-21,75,49.0,,0.49,36.75
2018-10-22,49,49.0,,0.49,24.009999999999998
2018-10-23,50,49.0,,0.49,24.5
2018-10-24,83,49.0,,0.49,40.67
2018-10-25,64,49.0,,0.49,31.36
2018-10-26,62,49.0,,0.49,30.38
2018-10-27,65,49.0,,0.49,31.849999999999998
2018-10-28,47,49.0,,0.49,23.03
2018-10-29,82,49.0,,0.49,40.18
2018-10-30,56,49.0,,0.49,27.439999999999998
2018-10-31,55,49.0,,0.49,26.95
2018-11-01,78,42.0,False,0.42,32.76
2018-11-02,47,42.0,,0.42,19.74
2018-11-03,54,42.0,,0.42,22.68
2018-11-04,69,42.0,,0.42,28.98
2018-11-05,71,42.0,,0.42,29.82
2018-11-06,76,42.0,,0.42,31.919999999999998
2018-11-07,68,42.0,,0.42,28.56
2018-11-08,73,42.0,,0.42,30.66
2018-11-09,77,42.0,,0.42,32.339999999999996
2018-11-10,64,42.0,,0.42,26.88
2018-11-11,86,42.0,,0.42,36.12
2018-11-12,73,42.0,,0.42,30.66
2018-11-13,93,42.0,,0.42,39.059999999999995
2018-11-14,100,42.0,,0.42,42.0
2018-11-15,71,42.0,,0.42,29.82
2018-11-16,52,42.0,,0.42,21.84
2018-11-17,72,42.0,,0.42,30.24
2018-11-18,71,42.0,,0.42,29.82
2018-11-19,49,42.0,,0.42,20.58
2018-11-20,51,42.0,,0.42,21.419999999999998
2018-11-21,48,42.0,,0.42,20.16
2018-11-22,51,42.0,,0.42,21.419999999999998
2018-11-23,72,42.0,,0.42,30.24
2018-11-24,62,42.0,,0.42,26.04
2018-11-25,64,42.0,,0.42,26.88
2018-11-26,47,42.0,,0.42,19.74
2018-11-27,37,42.0,,0.42,15.54
2018-11-28,50,42.0,,0.42,21.0
2018-11-29,47,42.0,,0.42,19.74
2018-11-30,65,42.0,,0.42,27.3
2018-12-01,54,42.0,False,0.42,22.68
2018-12-02,59,42.0,,0.42,24.779999999999998
2018-12-03,58,42.0,,0.42,24.36
2018-12-04,61,42.0,,0.42,25.619999999999997
2018-12-05,73,42.0,,0.42,30.66
2018-12-06,60,42.0,,0.42,25.2
2018-12-07,85,42.0,,0.42,35.699999999999996
2018-12-08,54,42.0,,0.42,22.68
2018-12-09,100,42.0,,0.42,42.0
2018-12-10,70,42.0,,0.42,29.4
2018-12-11,63,42.0,,0.42,26.459999999999997
2018-12-12,73,42.0,,0.42,30.66
2018-12-13,78,42.0,,0.42,32.76
2018-12-14,75,42.0,,0.42,31.5
2018-12-15,55,42.0,,0.42,23.099999999999998
2018-12-16,72,42.0,,0.42,30.24
2018-12-17,61,42.0,,0.42,25.619999999999997
2018-12-18,52,42.0,,0.42,21.84
2018-12-19,51,42.0,,0.42,21.419999999999998
2018-12-20,83,42.0,,0.42,34.86
2018-12-21,62,42.0,,0.42,26.04
2018-12-22,61,42.0,,0.42,25.619999999999997
2018-12-23,53,42.0,,0.42,22.259999999999998
2018-12-24,65,42.0,,0.42,27.3
2018-12-25,57,42.0,,0.42,23.939999999999998
2018-12-26,74,42.0,,0.42,31.08
2018-12-27,77,42.0,,0.42,32.339999999999996
2018-12-28,72,42.0,,0.42,30.24
2018-12-29,82,42.0,,0.42,34.44
2018-12-30,70,42.0,,0.42,29.4
2018-12-31,60,42.0,,0.42,25.2
2019-01-01,65,48.0,False,0.48,31.2
2019-01-02,63,48.0,,0.48,30.24
2019-01-03,83,48.0,,0.48,39.839999999999996
2019-01-04,48,48.0,,0.48,23.04
2019-01-05,77,48.0,,0.48,36.96
2019-01-06,50,48.0,,0.48,24.0
2019-01-07,79,48.0,,0.48,37.92
2019-01-08,100,48.0,,0.48,48.0
2019-01-09,76,48.0,,0.48,36.48
2019-01-10,68,48.0,,0.48,32.64
2019-01-11,82,48.0,,0.48,39.36
2019-01-12,58,48.0,,0.48,27.84
2019-01-13,85,48.0,,0.48,40.8
2019-01-14,85,48.0,,0.48,40.8
2019-01-15,78,48.0,,0.48,37.44
2019-01-16,97,48.0,,0.48,46.559999999999995
2019-01-17,82,48.0,,0.48,39.36
2019-01-18,71,48.0,,0.48,34.08
2019-01-19,80,48.0,,0.48,38.4
2019-01-20,86,48.0,,0.48,41.28
2019-01-21,61,48.0,,0.48,29.279999999999998
2019-01-22,57,48.0,,0.48,27.36
2019-01-23,83,48.0,,0.48,39.839999999999996
2019-01-24,53,48.0,,0.48,25.439999999999998
2019-01-25,57,48.0,,0.48,27.36
2019-01-26,56,48.0,,0.48,26.88
2019-01-27,53,48.0,,0.48,25.439999999999998
2019-01-28,40,48.0,,0.48,19.2
2019-01-29,51,48.0,,0.48,24.48
2019-01-30,67,48.0,,0.48,32.16
2019-01-31,45,48.0,,0.48,21.599999999999998
2019-02-01,67,42.0,False,0.42,28.14
2019-02-02,79,42.0,,0.42,33.18
2019-02-03,87,42.0,,0.42,36.54
2019-02-04,100,42.0,,0.42,42.0
2019-02-05,63,42.0,,0.42,26.459999999999997
2019-02-06,71,42.0,,0.42,29.82
2019-02-07,62,42.0,,0.42,26.04
2019-02-08,56,42.0,,0.42,23.52
2019-02-09,69,42.0,,0.42,28.98
2019-02-10,88,42.0,,0.42,36.96
2019-02-11,70,42.0,,0.42,29.4
2019-02-12,77,42.0,,0.42,32.339999999999996
2019-02-13,59,42.0,,0.42,24.779999999999998
2019-02-14,67,42.0,,0.42,28.14
2019-02-15,62,42.0,,0.42,26.04
2019-02-16,62,42.0,,0.42,26.04
2019-02-17,100,42.0,,0.42,42.0
2019-02-18,83,42.0,,0.42,34.86
2019-02-19,64,42.0,,0.42,26.88
2019-02-20,76,42.0,,0.42,31.919999999999998
2019-02-21,53,42.0,,0.42,22.259999999999998
2019-02-22,75,42.0,,0.42,31.5
2019-02-23,49,42.0,,0.42,20.58
2019-02-24,60,42.0,,0.42,25.2
2019-02-25,94,42.0,,0.42,39.48
2019-02-26,77,42.0,,0.42,32.339999999999996
2019-02-27,66,42.0,,0.42,27.72
2019-02-28,70,42.0,,0.42,29.4
2019-03-01,38,42.0,False,0.42,15.959999999999999
2019-03-02,60,42.0,,0.42,25.2
2019-03-03,31,42.0,,0.42,13.02
2019-03-04,45,42.0,,0.42,18.9
2019-03-05,78,42.0,,0.42,32.76
2019-03-06,59,42.0,,0.42,24.779999999999998
2019-03-07,49,42.0,,0.42,20.58
2019-03-08,60,42.0,,0.42,25.2
2019-03-09,100,42.0,,0.42,42.0
2019-03-10,79,42.0,,0.42,33.18
2019-03-11,75,42.0,,0.42,31.5
2019-03-12,59,42.0,,0.42,24.779999999999998
2019-03-13,48,42.0,,0.42,20.16
2019-03-14,47,42.0,,0.42,19.74
2019-03-15,51,42.0,,0.42,21.419999999999998
2019-03-16,51,42.0,,0.42,21.419999999999998
2019-03-17,46,42.0,,0.42,19.32
2019-03-18,34,42.0,,0.42,14.28
2019-03-19,49,42.0,,0.42,20.58
2019-03-20,21,42.0,,0.42,8.82
2019-03-21,38,42.0,,0.42,15.959999999999999
2019-03-22,41,42.0,,0.42,17.22
2019-03-23,49,42.0,,0.42,20.58
2019-03-24,49,42.0,,0.42,20.58
2019-03-25,33,42.0,,0.42,13.86
2019-03-26,42,42.0,,0.42,17.64
2019-03-27,35,42.0,,0.42,14.7
2019-03-28,32,42.0,,0.42,13.44
2019-03-29,43,42.0,,0.42,18.06
2019-03-30,47,42.0,,0.42,19.74
2019-03-31,47,42.0,,0.42,19.74
2019-04-01,67,40.0,False,0.4,26.8
2019-04-02,66,40.0,,0.4,26.400000000000002
2019-04-03,45,40.0,,0.4,18.0
2019-04-04,62,40.0,,0.4,24.8
2019-04-05,50,40.0,,0.4,20.0
2019-04-06,51,40.0,,0.4,20.400000000000002
2019-04-07,60,40.0,,0.4,24.0
2019-04-08,39,40.0,,0.4,15.600000000000001
2019-04-09,55,40.0,,0.4,22.0
2019-04-10,50,40.0,,0.4,20.0
2019-04-11,38,40.0,,0.4,15.200000000000001
2019-04-12,71,40.0,,0.4,28.400000000000002
2019-04-13,51,40.0,,0.4,20.400000000000002
2019-04-14,48,40.0,,0.4,19.200000000000003
2019-04-15,44,40.0,,0.4,17.6
2019-04-16,53,40.0,,0.4,21.200000000000003
2019-04-17,48,40.0,,0.4,19.200000000000003
2019-04-18,49,40.0,,0.4,19.6
2019-04-19,65,40.0,,0.4,26.0
2019-04-20,59,40.0,,0.4,23.6
2019-04-21,54,40.0,,0.4,21.6
2019-04-22,55,40.0,,0.4,22.0
2019-04-23,74,40.0,,0.4,29.6
2019-04-24,83,40.0,,0.4,33.2
2019-04-25,65,40.0,,0.4,26.0
2019-04-26,76,40.0,,0.4,30.400000000000002
2019-04-27,64,40.0,,0.4,25.6
2019-04-28,83,40.0,,0.4,33.2
2019-04-29,55,40.0,,0.4,22.0
2019-04-30,100,40.0,,0.4,40.0
2019-05-01,100,37.0,False,0.37,37.0
2019-05-02,78,37.0,,0.37,28.86
2019-05-03,89,37.0,,0.37,32.93
2019-05-04,81,37.0,,0.37,29.97
2019-05-05,64,37.0,,0.37,23.68
2019-05-06,54,37.0,,0.37,19.98
2019-05-07,67,37.0,,0.37,24.79
2019-05-08,71,37.0,,0.37,26.27
2019-05-09,71,37.0,,0.37,26.27
2019-05-10,59,37.0,,0.37,21.83
2019-05-11,74,37.0,,0.37,27.38
2019-05-12,59,37.0,,0.37,21.83
2019-05-13,54,37.0,,0.37,19.98
2019-05-14,66,37.0,,0.37,24.419999999999998
2019-05-15,48,37.0,,0.37,17.759999999999998
2019-05-16,67,37.0,,0.37,24.79
2019-05-17,76,37.0,,0.37,28.12
2019-05-18,71,37.0,,0.37,26.27
2019-05-19,65,37.0,,0.37,24.05
2019-05-20,49,37.0,,0.37,18.13
2019-05-21,55,37.0,,0.37,20.35
2019-05-22,55,37.0,,0.37,20.35
2019-05-23,58,37.0,,0.37,21.46
2019-05-24,61,37.0,,0.37,22.57
2019-05-25,32,37.0,,0.37,11.84
2019-05-26,73,37.0,,0.37,27.009999999999998
2019-05-27,68,37.0,,0.37,25.16
2019-05-28,65,37.0,,0.37,24.05
2019-05-29,45,37.0,,0.37,16.65
2019-05-30,67,37.0,,0.37,24.79
2019-05-31,61,37.0,,0.37,22.57
2019-06-01,39,36.0,False,0.36,14.04
2019-06-02,64,36.0,,0.36,23.04
2019-06-03,52,36.0,,0.36,18.72
2019-06-04,54,36.0,,0.36,19.439999999999998
2019-06-05,59,36.0,,0.36,21.24
2019-06-06,100,36.0,,0.36,36.0
2019-06-07,82,36.0,,0.36,29.52
2019-06-08,82,36.0,,0.36,29.52
2019-06-09,73,36.0,,0.36,26.279999999999998
2019-06-10,94,36.0,,0.36,33.839999999999996
2019-06-11,62,36.0,,0.36,22.32
2019-06-12,69,36.0,,0.36,24.84
2019-06-13,74,36.0,,0.36,26.64
2019-06-14,61,36.0,,0.36,21.96
2019-06-15,65,36.0,,0.36,23.4
2019-06-16,68,36.0,,0.36,24.48
2019-06-17,82,36.0,,0.36,29.52
2019-06-18,94,36.0,,0.36,33.839999999999996
2019-06-19,65,36.0,,0.36,23.4
2019-06-20,51,36.0,,0.36,18.36
2019-06-21,69,36.0,,0.36,24.84
2019-06-22,69,36.0,,0.36,24.84
2019-06-23,54,36.0,,0.36,19.439999999999998
2019-06-24,82,36.0,,0.36,29.52
2019-06-25,72,36.0,,0.36,25.919999999999998
2019-06-26,75,36.0,,0.36,27.0
2019-06-27,76,36.0,,0.36,27.36
2019-06-28,64,36.0,,0.36,23.04
2019-06-29,50,36.0,,0.36,18.0
2019-06-30,64,36.0,,0.36,23.04
2019-07-01,58,31.0,False,0.31,17.98
2019-07-02,100,31.0,,0.31,31.0
2019-07-03,81,31.0,,0.31,25.11
2019-07-04,88,31.0,,0.31,27.28
2019-07-05,48,31.0,,0.31,14.879999999999999
2019-07-06,54,31.0,,0.31,16.74
2019-07-07,55,31.0,,0.31,17.05
2019-07-08,80,31.0,,0.31,24.8
2019-07-09,55,31.0,,0.31,17.05
2019-07-10,65,31.0,,0.31,20.15
2019-07-11,74,31.0,,0.31,22.94
2019-07-12,46,31.0,,0.31,14.26
2019-07-13,45,31.0,,0.31,13.95
2019-07-14,71,31.0,,0.31,22.01
2019-07-15,67,31.0,,0.31,20.77
2019-07-16,87,31.0,,0.31,26.97
2019-07-17,76,31.0,,0.31,23.56
2019-07-18,60,31.0,,0.31,18.6
2019-07-19,83,31.0,,0.31,25.73
2019-07-20,94,31.0,,0.31,29.14
2019-07-21,94,31.0,,0.31,29.14
2019-07-22,66,31.0,,0.31,20.46
2019-07-23,62,31.0,,0.31,19.22
2019-07-24,52,31.0,,0.31,16.12
2019-07-25,34,31.0,,0.31,10.54
2019-07-26,58,31.0,,0.31,17.98
2019-07-27,86,31.0,,0.31,26.66
2019-07-28,60,31.0,,0.31,18.6
2019-07-29,59,31.0,,0.31,18.29
2019-07-30,69,31.0,,0.31,21.39
2019-07-31,28,31.0,,0.31,8.68
2019-08-01,79,27.0,False,0.27,21.330000000000002
2019-08-02,78,27.0,,0.27,21.060000000000002
2019-08-03,77,27.0,,0.27,20.790000000000003
2019-08-04,67,27.0,,0.27,18.09
2019-08-05,96,27.0,,0.27,25.92
2019-08-06,52,27.0,,0.27,14.040000000000001
2019-08-07,70,27.0,,0.27,18.900000000000002
2019-08-08,67,27.0,,0.27,18.09
2019-08-09,38,27.0,,0.27,10.260000000000002
2019-08-10,66,27.0,,0.27,17.82
2019-08-11,66,27.0,,0.27,17.82
2019-08-12,62,27.0,,0.27,16.740000000000002
2019-08-13,88,27.0,,0.27,23.76
2019-08-14,69,27.0,,0.27,18.630000000000003
2019-08-15,64,27.0,,0.27,17.28
2019-08-16,51,27.0,,0.27,13.770000000000001
2019-08-17,82,27.0,,0.27,22.14
2019-08-18,71,27.0,,0.27,19.17
2019-08-19,63,27.0,,0.27,17.01
2019-08-20,58,27.0,,0.27,15.66
2019-08-21,58,27.0,,0.27,15.66
