date,NVDA_unscaled,NVDA_monthly,isPartial,scale,NVDA
2019-08-20,64,23.0,,0.23,14.72
2019-08-21,49,23.0,,0.23,11.270000000000001
2019-08-22,40,23.0,,0.23,9.200000000000001
2019-08-23,44,23.0,,0.23,10.120000000000001
2019-08-24,14,23.0,,0.23,3.22
2019-08-25,7,23.0,,0.23,1.61
2019-08-26,33,23.0,,0.23,7.590000000000001
2019-08-27,35,23.0,,0.23,8.05
2019-08-28,37,23.0,,0.23,8.51
2019-08-29,33,23.0,,0.23,7.590000000000001
2019-08-30,31,23.0,,0.23,7.13
2019-08-31,8,23.0,,0.23,1.84
2019-09-01,8,17.0,False,0.17,1.36
2019-09-02,15,17.0,,0.17,2.5500000000000003
2019-09-03,63,17.0,,0.17,10.71
2019-09-04,86,17.0,,0.17,14.620000000000001
2019-09-05,86,17.0,,0.17,14.620000000000001
2019-09-06,82,17.0,,0.17,13.940000000000001
2019-09-07,21,17.0,,0.17,3.5700000000000003
2019-09-08,13,17.0,,0.17,2.21
2019-09-09,70,17.0,,0.17,11.9
2019-09-10,90,17.0,,0.17,15.3
2019-09-11,91,17.0,,0.17,15.47
2019-09-12,100,17.0,,0.17,17.0
2019-09-13,64,17.0,,0.17,10.88
2019-09-14,20,17.0,,0.17,3.4000000000000004
2019-09-15,7,17.0,,0.17,1.1900000000000002
2019-09-16,64,17.0,,0.17,10.88
2019-09-17,70,17.0,,0.17,11.9
2019-09-18,74,17.0,,0.17,12.58
2019-09-19,68,17.0,,0.17,11.56
2019-09-20,63,17.0,,0.17,10.71
2019-09-21,10,17.0,,0.17,1.7000000000000002
2019-09-22,14,17.0,,0.17,2.3800000000000003
2019-09-23,57,17.0,,0.17,9.690000000000001
2019-09-24,63,17.0,,0.17,10.71
2019-09-25,71,17.0,,0.17,12.07
2019-09-26,72,17.0,,0.17,12.24
2019-09-27,58,17.0,,0.17,9.860000000000001
2019-09-28,21,17.0,,0.17,3.5700000000000003
2019-09-29,5,17.0,,0.17,0.8500000000000001
2019-09-30,67,17.0,,0.17,11.39
2019-10-01,49,21.0,False,0.21,10.29
2019-10-02,39,21.0,,0.21,8.19
2019-10-03,51,21.0,,0.21,10.709999999999999
2019-10-04,55,21.0,,0.21,11.549999999999999
2019-10-05,10,21.0,,0.21,2.1
2019-10-06,7,21.0,,0.21,1.47
2019-10-07,67,21.0,,0.21,14.07
2019-10-08,67,21.0,,0.21,14.07
2019-10-09,61,21.0,,0.21,12.809999999999999
2019-10-10,58,21.0,,0.21,12.18
2019-10-11,63,21.0,,0.21,13.229999999999999
2019-10-12,16,21.0,,0.21,3.36
2019-10-13,13,21.0,,0.21,2.73
2019-10-14,42,21.0,,0.21,8.82
2019-10-15,100,21.0,,0.21,21.0
2019-10-16,78,21.0,,0.21,16.38
2019-10-17,66,21.0,,0.21,13.86
2019-10-18,65,21.0,,0.21,13.65
2019-10-19,13,21.0,,0.21,2.73
2019-10-20,4,21.0,,0.21,0.84
2019-10-21,44,21.0,,0.21,9.24
2019-10-22,78,21.0,,0.21,16.38
2019-10-23,66,21.0,,0.21,13.86
2019-10-24,68,21.0,,0.21,14.28
2019-10-25,83,21.0,,0.21,17.43
2019-10-26,23,21.0,,0.21,4.83
2019-10-27,9,21.0,,0.21,1.89
2019-10-28,71,21.0,,0.21,14.91
2019-10-29,68,21.0,,0.21,14.28
2019-10-30,70,21.0,,0.21,14.7
2019-10-31,64,21.0,,0.21,13.44
2019-11-01,30,23.0,False,0.23,6.9
2019-11-02,8,23.0,,0.23,1.84
2019-11-03,6,23.0,,0.23,1.3800000000000001
2019-11-04,39,23.0,,0.23,8.97
2019-11-05,48,23.0,,0.23,11.040000000000001
2019-11-06,37,23.0,,0.23,8.51
2019-11-07,37,23.0,,0.23,8.51
2019-11-08,36,23.0,,0.23,8.280000000000001
2019-11-09,9,23.0,,0.23,2.0700000000000003
2019-11-10,6,23.0,,0.23,1.3800000000000001
2019-11-11,36,23.0,,0.23,8.280000000000001
2019-11-12,41,23.0,,0.23,9.43
2019-11-13,49,23.0,,0.23,11.270000000000001
2019-11-14,98,23.0,,0.23,22.540000000000003
2019-11-15,100,23.0,,0.23,23.0
2019-11-16,10,23.0,,0.23,2.3000000000000003
2019-11-17,7,23.0,,0.23,1.61
2019-11-18,41,23.0,,0.23,9.43
2019-11-19,41,23.0,,0.23,9.43
2019-11-20,46,23.0,,0.23,10.58
2019-11-21,36,23.0,,0.23,8.280000000000001
2019-11-22,30,23.0,,0.23,6.9
2019-11-23,8,23.0,,0.23,1.84
2019-11-24,7,23.0,,0.23,1.61
2019-11-25,56,23.0,,0.23,12.88
2019-11-26,48,23.0,,0.23,11.040000000000001
2019-11-27,32,23.0,,0.23,7.36
2019-11-28,13,23.0,,0.23,2.99
2019-11-29,21,23.0,,0.23,4.83
2019-11-30,4,23.0,,0.23,0.92
2019-12-01,5,20.0,False,0.2,1.0
2019-12-02,50,20.0,,0.2,10.0
2019-12-03,58,20.0,,0.2,11.600000000000001
2019-12-04,70,20.0,,0.2,14.0
2019-12-05,54,20.0,,0.2,10.8
2019-12-06,58,20.0,,0.2,11.600000000000001
2019-12-07,11,20.0,,0.2,2.2
2019-12-08,10,20.0,,0.2,2.0
2019-12-09,40,20.0,,0.2,8.0
2019-12-10,54,20.0,,0.2,10.8
2019-12-11,55,20.0,,0.2,11.0
2019-12-12,56,20.0,,0.2,11.200000000000001
2019-12-13,70,20.0,,0.2,14.0
2019-12-14,17,20.0,,0.2,3.4000000000000004
2019-12-15,12,20.0,,0.2,2.4000000000000004
2019-12-16,66,20.0,,0.2,13.200000000000001
2019-12-17,68,20.0,,0.2,13.600000000000001
2019-12-18,63,20.0,,0.2,12.600000000000001
2019-12-19,100,20.0,,0.2,20.0
2019-12-20,82,20.0,,0.2,16.400000000000002
2019-12-21,20,20.0,,0.2,4.0
2019-12-22,6,20.0,,0.2,1.2000000000000002
2019-12-23,71,20.0,,0.2,14.200000000000001
2019-12-24,44,20.0,,0.2,8.8
2019-12-25,13,20.0,,0.2,2.6
2019-12-26,48,20.0,,0.2,9.600000000000001
2019-12-27,57,20.0,,0.2,11.4
2019-12-28,15,20.0,,0.2,3.0
2019-12-29,12,20.0,,0.2,2.4000000000000004
2019-12-30,58,20.0,,0.2,11.600000000000001
2019-12-31,51,20.0,,0.2,10.200000000000001
2020-01-01,21,21.0,False,0.21,4.41
2020-01-02,68,21.0,,0.21,14.28
2020-01-03,67,21.0,,0.21,14.07
2020-01-04,25,21.0,,0.21,5.25
2020-01-05,13,21.0,,0.21,2.73
2020-01-06,69,21.0,,0.21,14.49
2020-01-07,84,21.0,,0.21,17.64
2020-01-08,94,21.0,,0.21,19.74
2020-01-09,80,21.0,,0.21,16.8
2020-01-10,92,21.0,,0.21,19.32
2020-01-11,19,21.0,,0.21,3.9899999999999998
2020-01-12,16,21.0,,0.21,3.36
2020-01-13,100,21.0,,0.21,21.0
2020-01-14,81,21.0,,0.21,17.009999999999998
2020-01-15,78,21.0,,0.21,16.38
2020-01-16,89,21.0,,0.21,18.689999999999998
2020-01-17,64,21.0,,0.21,13.44
2020-01-18,24,21.0,,0.21,5.04
2020-01-19,10,21.0,,0.21,2.1
2020-01-20,30,21.0,,0.21,6.3
2020-01-21,65,21.0,,0.21,13.65
2020-01-22,81,21.0,,0.21,17.009999999999998
2020-01-23,83,21.0,,0.21,17.43
2020-01-24,84,21.0,,0.21,17.64
2020-01-25,19,21.0,,0.21,3.9899999999999998
2020-01-26,14,21.0,,0.21,2.94
2020-01-27,78,21.0,,0.21,16.38
2020-01-28,92,21.0,,0.21,19.32
2020-01-29,96,21.0,,0.21,20.16
2020-01-30,78,21.0,,0.21,16.38
2020-01-31,72,21.0,,0.21,15.12
2020-02-01,7,38.0,False,0.38,2.66
2020-02-02,3,38.0,,0.38,1.1400000000000001
2020-02-03,21,38.0,,0.38,7.98
2020-02-04,28,38.0,,0.38,10.64
2020-02-05,23,38.0,,0.38,8.74
2020-02-06,24,38.0,,0.38,9.120000000000001
2020-02-07,26,38.0,,0.38,9.88
2020-02-08,6,38.0,,0.38,2.2800000000000002
2020-02-09,3,38.0,,0.38,1.1400000000000001
2020-02-10,31,38.0,,0.38,11.78
2020-02-11,54,38.0,,0.38,20.52
2020-02-12,49,38.0,,0.38,18.62
2020-02-13,88,38.0,,0.38,33.44
2020-02-14,100,38.0,,0.38,38.0
2020-02-15,19,38.0,,0.38,7.22
2020-02-16,7,38.0,,0.38,2.66
2020-02-17,15,38.0,,0.38,5.7
2020-02-18,44,38.0,,0.38,16.72
2020-02-19,59,38.0,,0.38,22.42
2020-02-20,60,38.0,,0.38,22.8
2020-02-21,45,38.0,,0.38,17.1
2020-02-22,12,38.0,,0.38,4.5600000000000005
2020-02-23,8,38.0,,0.38,3.04
2020-02-24,46,38.0,,0.38,17.48
2020-02-25,58,38.0,,0.38,22.04
2020-02-26,47,38.0,,0.38,17.86
2020-02-27,44,38.0,,0.38,16.72
2020-02-28,61,38.0,,0.38,23.18
2020-02-29,19,38.0,,0.38,7.22
2020-03-01,14,32.0,False,0.32,4.48
2020-03-02,94,32.0,,0.32,30.080000000000002
2020-03-03,82,32.0,,0.32,26.240000000000002
2020-03-04,70,32.0,,0.32,22.400000000000002
2020-03-05,65,32.0,,0.32,20.8
2020-03-06,73,32.0,,0.32,23.36
2020-03-07,18,32.0,,0.32,5.76
2020-03-08,12,32.0,,0.32,3.84
2020-03-09,100,32.0,,0.32,32.0
2020-03-10,81,32.0,,0.32,25.92
2020-03-11,80,32.0,,0.32,25.6
2020-03-12,85,32.0,,0.32,27.2
2020-03-13,87,32.0,,0.32,27.84
2020-03-14,20,32.0,,0.32,6.4
2020-03-15,8,32.0,,0.32,2.56
2020-03-16,73,32.0,,0.32,23.36
2020-03-17,76,32.0,,0.32,24.32
2020-03-18,79,32.0,,0.32,25.28
2020-03-19,72,32.0,,0.32,23.04
2020-03-20,76,32.0,,0.32,24.32
2020-03-21,17,32.0,,0.32,5.44
2020-03-22,16,32.0,,0.32,5.12
2020-03-23,65,32.0,,0.32,20.8
2020-03-24,82,32.0,,0.32,26.240000000000002
2020-03-25,83,32.0,,0.32,26.560000000000002
2020-03-26,76,32.0,,0.32,24.32
2020-03-27,66,32.0,,0.32,21.12
2020-03-28,17,32.0,,0.32,5.44
2020-03-29,15,32.0,,0.32,4.8
2020-03-30,55,32.0,,0.32,17.6
2020-03-31,69,32.0,,0.32,22.080000000000002
2020-04-01,76,26.0,False,0.26,19.76
2020-04-02,75,26.0,,0.26,19.5
2020-04-03,78,26.0,,0.26,20.28
2020-04-04,21,26.0,,0.26,5.46
2020-04-05,18,26.0,,0.26,4.68
2020-04-06,81,26.0,,0.26,21.060000000000002
2020-04-07,91,26.0,,0.26,23.66
2020-04-08,87,26.0,,0.26,22.62
2020-04-09,77,26.0,,0.26,20.02
2020-04-10,38,26.0,,0.26,9.88
2020-04-11,9,26.0,,0.26,2.34
2020-04-12,12,26.0,,0.26,3.12
2020-04-13,68,26.0,,0.26,17.68
2020-04-14,79,26.0,,0.26,20.54
2020-04-15,76,26.0,,0.26,19.76
2020-04-16,99,26.0,,0.26,25.740000000000002
2020-04-17,100,26.0,,0.26,26.0
2020-04-18,19,26.0,,0.26,4.94
2020-04-19,20,26.0,,0.26,5.2
2020-04-20,65,26.0,,0.26,16.900000000000002
2020-04-21,83,26.0,,0.26,21.580000000000002
2020-04-22,73,26.0,,0.26,18.98
2020-04-23,82,26.0,,0.26,21.32
2020-04-24,58,26.0,,0.26,15.08
2020-04-25,19,26.0,,0.26,4.94
2020-04-26,10,26.0,,0.26,2.6
2020-04-27,66,26.0,,0.26,17.16
2020-04-28,85,26.0,,0.26,22.1
2020-04-29,69,26.0,,0.26,17.94
2020-04-30,74,26.0,,0.26,19.240000000000002
2020-05-01,18,36.0,False,0.36,6.4799999999999995
2020-05-02,4,36.0,,0.36,1.44
2020-05-03,4,36.0,,0.36,1.44
2020-05-04,24,36.0,,0.36,8.64
2020-05-05,26,36.0,,0.36,9.36
2020-05-06,25,36.0,,0.36,9.0
2020-05-07,28,36.0,,0.36,10.08
2020-05-08,26,36.0,,0.36,9.36
2020-05-09,9,36.0,,0.36,3.2399999999999998
2020-05-10,6,36.0,,0.36,2.16
2020-05-11,34,36.0,,0.36,12.24
2020-05-12,32,36.0,,0.36,11.52
2020-05-13,35,36.0,,0.36,12.6
2020-05-14,33,36.0,,0.36,11.879999999999999
2020-05-15,39,36.0,,0.36,14.04
2020-05-16,14,36.0,,0.36,5.04
2020-05-17,11,36.0,,0.36,3.96
2020-05-18,47,36.0,,0.36,16.919999999999998
2020-05-19,52,36.0,,0.36,18.72
2020-05-20,44,36.0,,0.36,15.84
2020-05-21,100,36.0,,0.36,36.0
2020-05-22,73,36.0,,0.36,26.279999999999998
2020-05-23,14,36.0,,0.36,5.04
2020-05-24,9,36.0,,0.36,3.2399999999999998
2020-05-25,9,36.0,,0.36,3.2399999999999998
2020-05-26,43,36.0,,0.36,15.479999999999999
2020-05-27,44,36.0,,0.36,15.84
2020-05-28,41,36.0,,0.36,14.76
2020-05-29,34,36.0,,0.36,12.24
2020-05-30,10,36.0,,0.36,3.5999999999999996
2020-05-31,8,36.0,,0.36,2.88
2020-06-01,87,29.0,False,0.29,25.229999999999997
2020-06-02,87,29.0,,0.29,25.229999999999997
2020-06-03,77,29.0,,0.29,22.33
2020-06-04,81,29.0,,0.29,23.49
2020-06-05,79,29.0,,0.29,22.91
2020-06-06,23,29.0,,0.29,6.67
2020-06-07,14,29.0,,0.29,4.06
2020-06-08,69,29.0,,0.29,20.009999999999998
2020-06-09,78,29.0,,0.29,22.619999999999997
2020-06-10,98,29.0,,0.29,28.419999999999998
2020-06-11,100,29.0,,0.29,28.999999999999996
2020-06-12,92,29.0,,0.29,26.68
2020-06-13,16,29.0,,0.29,4.64
2020-06-14,13,29.0,,0.29,3.7699999999999996
2020-06-15,79,29.0,,0.29,22.91
2020-06-16,76,29.0,,0.29,22.04
2020-06-17,68,29.0,,0.29,19.72
2020-06-18,70,29.0,,0.29,20.299999999999997
2020-06-19,70,29.0,,0.29,20.299999999999997
2020-06-20,13,29.0,,0.29,3.7699999999999996
2020-06-21,9,29.0,,0.29,2.61
2020-06-22,71,29.0,,0.29,20.59
2020-06-23,91,29.0,,0.29,26.389999999999997
2020-06-24,85,29.0,,0.29,24.65
2020-06-25,78,29.0,,0.29,22.619999999999997
2020-06-26,80,29.0,,0.29,23.2
2020-06-27,27,29.0,,0.29,7.829999999999999
2020-06-28,14,29.0,,0.29,4.06
2020-06-29,83,29.0,,0.29,24.069999999999997
2020-06-30,83,29.0,,0.29,24.069999999999997
2020-07-01,59,31.0,False,0.31,18.29
2020-07-02,59,31.0,,0.31,18.29
2020-07-03,18,31.0,,0.31,5.58
2020-07-04,12,31.0,,0.31,3.7199999999999998
2020-07-05,12,31.0,,0.31,3.7199999999999998
2020-07-06,65,31.0,,0.31,20.15
2020-07-07,80,31.0,,0.31,24.8
2020-07-08,75,31.0,,0.31,23.25
2020-07-09,100,31.0,,0.31,31.0
2020-07-10,91,31.0,,0.31,28.21
2020-07-11,27,31.0,,0.31,8.37
2020-07-12,13,31.0,,0.31,4.03
2020-07-13,89,31.0,,0.31,27.59
2020-07-14,92,31.0,,0.31,28.52
2020-07-15,89,31.0,,0.31,27.59
2020-07-16,75,31.0,,0.31,23.25
2020-07-17,56,31.0,,0.31,17.36
2020-07-18,9,31.0,,0.31,2.79
2020-07-19,13,31.0,,0.31,4.03
2020-07-20,67,31.0,,0.31,20.77
2020-07-21,75,31.0,,0.31,23.25
2020-07-22,69,31.0,,0.31,21.39
2020-07-23,72,31.0,,0.31,22.32
2020-07-24,77,31.0,,0.31,23.87
2020-07-25,25,31.0,,0.31,7.75
2020-07-26,8,31.0,,0.31,2.48
2020-07-27,64,31.0,,0.31,19.84
2020-07-28,58,31.0,,0.31,17.98
2020-07-29,73,31.0,,0.31,22.63
2020-07-30,70,31.0,,0.31,21.7
2020-07-31,80,31.0,,0.31,24.8
2020-08-01,7,51.0,False,0.51,3.5700000000000003
2020-08-02,7,51.0,,0.51,3.5700000000000003
2020-08-03,28,51.0,,0.51,14.280000000000001
2020-08-04,31,51.0,,0.51,15.81
2020-08-05,25,51.0,,0.51,12.75
2020-08-06,26,51.0,,0.51,13.26
2020-08-07,21,51.0,,0.51,10.71
2020-08-08,7,51.0,,0.51,3.5700000000000003
2020-08-09,6,51.0,,0.51,3.06
2020-08-10,22,51.0,,0.51,11.22
2020-08-11,28,51.0,,0.51,14.280000000000001
2020-08-12,29,51.0,,0.51,14.790000000000001
2020-08-13,31,51.0,,0.51,15.81
2020-08-14,31,51.0,,0.51,15.81
2020-08-15,11,51.0,,0.51,5.61
2020-08-16,8,51.0,,0.51,4.08
2020-08-17,55,51.0,,0.51,28.05
2020-08-18,56,51.0,,0.51,28.560000000000002
2020-08-19,100,51.0,,0.51,51.0
2020-08-20,75,51.0,,0.51,38.25
2020-08-21,58,51.0,,0.51,29.580000000000002
2020-08-22,16,51.0,,0.51,8.16
2020-08-23,11,51.0,,0.51,5.61
2020-08-24,39,51.0,,0.51,19.89
2020-08-25,37,51.0,,0.51,18.87
2020-08-26,33,51.0,,0.51,16.830000000000002
2020-08-27,27,51.0,,0.51,13.77
2020-08-28,35,51.0,,0.51,17.85
2020-08-29,12,51.0,,0.51,6.12
2020-08-30,8,51.0,,0.51,4.08
2020-08-31,40,51.0,,0.51,20.4
2020-09-01,68,59.0,False,0.59,40.12
2020-09-02,79,59.0,,0.59,46.61
2020-09-03,82,59.0,,0.59,48.379999999999995
2020-09-04,79,59.0,,0.59,46.61
2020-09-05,18,59.0,,0.59,10.62
2020-09-06,13,59.0,,0.59,7.67
2020-09-07,11,59.0,,0.59,6.489999999999999
2020-09-08,59,59.0,,0.59,34.809999999999995
2020-09-09,56,59.0,,0.59,33.04
2020-09-10,48,59.0,,0.59,28.32
2020-09-11,46,59.0,,0.59,27.139999999999997
2020-09-12,11,59.0,,0.59,6.489999999999999
2020-09-13,14,59.0,,0.59,8.26
2020-09-14,100,59.0,,0.59,59.0
2020-09-15,70,59.0,,0.59,41.3
2020-09-16,50,59.0,,0.59,29.5
2020-09-17,49,59.0,,0.59,28.91
2020-09-18,47,59.0,,0.59,27.729999999999997
2020-09-19,10,59.0,,0.59,5.8999999999999995
2020-09-20,6,59.0,,0.59,3.54
2020-09-21,43,59.0,,0.59,25.369999999999997
2020-09-22,36,59.0,,0.59,21.24
2020-09-23,37,59.0,,0.59,21.83
2020-09-24,35,59.0,,0.59,20.65
2020-09-25,43,59.0,,0.59,25.369999999999997
2020-09-26,14,59.0,,0.59,8.26
2020-09-27,7,59.0,,0.59,4.13
2020-09-28,40,59.0,,0.59,23.599999999999998
2020-09-29,36,59.0,,0.59,21.24
2020-09-30,38,59.0,,0.59,22.419999999999998
2020-10-01,84,33.0,False,0.33,27.720000000000002
2020-10-02,77,33.0,,0.33,25.41
2020-10-03,19,33.0,,0.33,6.2700000000000005
2020-10-04,12,33.0,,0.33,3.96
2020-10-05,81,33.0,,0.33,26.73
2020-10-06,100,33.0,,0.33,33.0
2020-10-07,81,33.0,,0.33,26.73
2020-10-08,70,33.0,,0.33,23.1
2020-10-09,84,33.0,,0.33,27.720000000000002
2020-10-10,15,33.0,,0.33,4.95
2020-10-11,13,33.0,,0.33,4.29
2020-10-12,76,33.0,,0.33,25.080000000000002
2020-10-13,76,33.0,,0.33,25.080000000000002
2020-10-14,66,33.0,,0.33,21.78
2020-10-15,69,33.0,,0.33,22.77
2020-10-16,59,33.0,,0.33,19.470000000000002
2020-10-17,19,33.0,,0.33,6.2700000000000005
2020-10-18,12,33.0,,0.33,3.96
2020-10-19,52,33.0,,0.33,17.16
2020-10-20,62,33.0,,0.33,20.46
2020-10-21,60,33.0,,0.33,19.8
2020-10-22,50,33.0,,0.33,16.5
2020-10-23,49,33.0,,0.33,16.17
2020-10-24,16,33.0,,0.33,5.28
2020-10-25,8,33.0,,0.33,2.64
2020-10-26,53,33.0,,0.33,17.490000000000002
2020-10-27,56,33.0,,0.33,18.48
2020-10-28,61,33.0,,0.33,20.130000000000003
2020-10-29,59,33.0,,0.33,19.470000000000002
2020-10-30,63,33.0,,0.33,20.790000000000003
2020-10-31,20,33.0,,0.33,6.6000000000000005
2020-11-01,5,32.0,False,0.32,1.6
2020-11-02,35,32.0,,0.32,11.200000000000001
2020-11-03,34,32.0,,0.32,10.88
2020-11-04,24,32.0,,0.32,7.68
2020-11-05,33,32.0,,0.32,10.56
2020-11-06,29,32.0,,0.32,9.28
2020-11-07,9,32.0,,0.32,2.88
2020-11-08,6,32.0,,0.32,1.92
2020-11-09,41,32.0,,0.32,13.120000000000001
2020-11-10,51,32.0,,0.32,16.32
2020-11-11,51,32.0,,0.32,16.32
2020-11-12,39,32.0,,0.32,12.48
2020-11-13,34,32.0,,0.32,10.88
2020-11-14,11,32.0,,0.32,3.52
2020-11-15,7,32.0,,0.32,2.24
2020-11-16,51,32.0,,0.32,16.32
2020-11-17,48,32.0,,0.32,15.36
2020-11-18,100,32.0,,0.32,32.0
2020-11-19,81,32.0,,0.32,25.92
2020-11-20,55,32.0,,0.32,17.6
2020-11-21,12,32.0,,0.32,3.84
2020-11-22,7,32.0,,0.32,2.24
2020-11-23,38,32.0,,0.32,12.16
2020-11-24,48,32.0,,0.32,15.36
2020-11-25,48,32.0,,0.32,15.36
2020-11-26,9,32.0,,0.32,2.88
2020-11-27,30,32.0,,0.32,9.6
2020-11-28,5,32.0,,0.32,1.6
2020-11-29,8,32.0,,0.32,2.56
2020-11-30,32,32.0,,0.32,10.24
2020-12-01,100,25.0,False,0.25,25.0
2020-12-02,96,25.0,,0.25,24.0
2020-12-03,94,25.0,,0.25,23.5
2020-12-04,87,25.0,,0.25,21.75
2020-12-05,14,25.0,,0.25,3.5
2020-12-06,18,25.0,,0.25,4.5
2020-12-07,75,25.0,,0.25,18.75
2020-12-08,82,25.0,,0.25,20.5
2020-12-09,87,25.0,,0.25,21.75
2020-12-10,90,25.0,,0.25,22.5
2020-12-11,87,25.0,,0.25,21.75
2020-12-12,33,25.0,,0.25,8.25
2020-12-13,9,25.0,,0.25,2.25
2020-12-14,88,25.0,,0.25,22.0
2020-12-15,73,25.0,,0.25,18.25
2020-12-16,80,25.0,,0.25,20.0
2020-12-17,67,25.0,,0.25,16.75
2020-12-18,73,25.0,,0.25,18.25
2020-12-19,29,25.0,,0.25,7.25
2020-12-20,16,25.0,,0.25,4.0
2020-12-21,63,25.0,,0.25,15.75
2020-12-22,77,25.0,,0.25,19.25
2020-12-23,69,25.0,,0.25,17.25
2020-12-24,49,25.0,,0.25,12.25
2020-12-25,14,25.0,,0.25,3.5
2020-12-26,13,25.0,,0.25,3.25
2020-12-27,12,25.0,,0.25,3.0
2020-12-28,72,25.0,,0.25,18.0
2020-12-29,63,25.0,,0.25,15.75
2020-12-30,76,25.0,,0.25,19.0
2020-12-31,59,25.0,,0.25,14.75
2021-01-01,9,25.0,False,0.25,2.25
2021-01-02,14,25.0,,0.25,3.5
2021-01-03,11,25.0,,0.25,2.75
2021-01-04,74,25.0,,0.25,18.5
2021-01-05,58,25.0,,0.25,14.5
2021-01-06,80,25.0,,0.25,20.0
2021-01-07,100,25.0,,0.25,25.0
2021-01-08,72,25.0,,0.25,18.0
2021-01-09,41,25.0,,0.25,10.25
2021-01-10,22,25.0,,0.25,5.5
2021-01-11,93,25.0,,0.25,23.25
2021-01-12,74,25.0,,0.25,18.5
2021-01-13,79,25.0,,0.25,19.75
2021-01-14,78,25.0,,0.25,19.5
2021-01-15,71,25.0,,0.25,17.75
2021-01-16,19,25.0,,0.25,4.75
2021-01-17,11,25.0,,0.25,2.75
2021-01-18,20,25.0,,0.25,5.0
2021-01-19,70,25.0,,0.25,17.5
2021-01-20,62,25.0,,0.25,15.5
2021-01-21,78,25.0,,0.25,19.5
2021-01-22,77,25.0,,0.25,19.25
2021-01-23,15,25.0,,0.25,3.75
2021-01-24,18,25.0,,0.25,4.5
2021-01-25,58,25.0,,0.25,14.5
2021-01-26,62,25.0,,0.25,15.5
2021-01-27,70,25.0,,0.25,17.5
2021-01-28,74,25.0,,0.25,18.5
2021-01-29,66,25.0,,0.25,16.5
2021-01-30,26,25.0,,0.25,6.5
2021-01-31,10,25.0,,0.25,2.5
2021-02-01,33,34.0,False,0.34,11.22
2021-02-02,37,34.0,,0.34,12.58
2021-02-03,38,34.0,,0.34,12.920000000000002
2021-02-04,32,34.0,,0.34,10.88
2021-02-05,30,34.0,,0.34,10.200000000000001
2021-02-06,9,34.0,,0.34,3.06
2021-02-07,8,34.0,,0.34,2.72
2021-02-08,46,34.0,,0.34,15.64
2021-02-09,45,34.0,,0.34,15.3
2021-02-10,53,34.0,,0.34,18.02
2021-02-11,58,34.0,,0.34,19.720000000000002
2021-02-12,51,34.0,,0.34,17.34
2021-02-13,14,34.0,,0.34,4.760000000000001
2021-02-14,13,34.0,,0.34,4.42
2021-02-15,14,34.0,,0.34,4.760000000000001
2021-02-16,41,34.0,,0.34,13.940000000000001
2021-02-17,40,34.0,,0.34,13.600000000000001
2021-02-18,39,34.0,,0.34,13.260000000000002
2021-02-19,45,34.0,,0.34,15.3
2021-02-20,11,34.0,,0.34,3.74
2021-02-21,8,34.0,,0.34,2.72
2021-02-22,33,34.0,,0.34,11.22
2021-02-23,48,34.0,,0.34,16.32
2021-02-24,95,34.0,,0.34,32.300000000000004
2021-02-25,100,34.0,,0.34,34.0
2021-02-26,63,34.0,,0.34,21.42
2021-02-27,15,34.0,,0.34,5.1000000000000005
2021-02-28,10,34.0,,0.34,3.4000000000000004
2021-03-01,74,28.0,False,0.28,20.720000000000002
2021-03-02,65,28.0,,0.28,18.200000000000003
2021-03-03,80,28.0,,0.28,22.400000000000002
2021-03-04,88,28.0,,0.28,24.64
2021-03-05,100,28.0,,0.28,28.000000000000004
2021-03-06,28,28.0,,0.28,7.840000000000001
2021-03-07,16,28.0,,0.28,4.48
2021-03-08,78,28.0,,0.28,21.840000000000003
2021-03-09,98,28.0,,0.28,27.44
2021-03-10,83,28.0,,0.28,23.240000000000002
2021-03-11,71,28.0,,0.28,19.880000000000003
2021-03-12,74,28.0,,0.28,20.720000000000002
2021-03-13,15,28.0,,0.28,4.2
2021-03-14,9,28.0,,0.28,2.5200000000000005
2021-03-15,67,28.0,,0.28,18.76
2021-03-16,51,28.0,,0.28,14.280000000000001
2021-03-17,47,28.0,,0.28,13.160000000000002
2021-03-18,57,28.0,,0.28,15.96
2021-03-19,51,28.0,,0.28,14.280000000000001
2021-03-20,8,28.0,,0.28,2.24
2021-03-21,6,28.0,,0.28,1.6800000000000002
2021-03-22,50,28.0,,0.28,14.000000000000002
2021-03-23,44,28.0,,0.28,12.32
2021-03-24,38,28.0,,0.28,10.64
2021-03-25,56,28.0,,0.28,15.680000000000001
2021-03-26,46,28.0,,0.28,12.88
2021-03-27,13,28.0,,0.28,3.6400000000000006
2021-03-28,14,28.0,,0.28,3.9200000000000004
2021-03-29,44,28.0,,0.28,12.32
2021-03-30,42,28.0,,0.28,11.760000000000002
2021-03-31,49,28.0,,0.28,13.72
2021-04-01,42,27.0,False,0.27,11.34
2021-04-02,24,27.0,,0.27,6.48
2021-04-03,8,27.0,,0.27,2.16
2021-04-04,7,27.0,,0.27,1.8900000000000001
2021-04-05,49,27.0,,0.27,13.23
2021-04-06,35,27.0,,0.27,9.450000000000001
2021-04-07,39,27.0,,0.27,10.530000000000001
2021-04-08,44,27.0,,0.27,11.88
2021-04-09,44,27.0,,0.27,11.88
2021-04-10,10,27.0,,0.27,2.7
2021-04-11,8,27.0,,0.27,2.16
2021-04-12,96,27.0,,0.27,25.92
