date,VC_unscaled,VC_monthly,isPartial,scale,VC
2019-08-15,36,98.0,,0.98,35.28
2019-08-16,39,98.0,,0.98,38.22
2019-08-17,51,98.0,,0.98,49.98
2019-08-18,100,98.0,,0.98,98.0
2019-08-19,57,98.0,,0.98,55.86
2019-08-20,44,98.0,,0.98,43.12
2019-08-21,49,98.0,,0.98,48.019999999999996
2019-08-22,39,98.0,,0.98,38.22
2019-08-23,44,98.0,,0.98,43.12
2019-08-24,83,98.0,,0.98,81.34
2019-08-25,100,98.0,,0.98,98.0
2019-08-26,58,98.0,,0.98,56.839999999999996
2019-08-27,41,98.0,,0.98,40.18
2019-08-28,39,98.0,,0.98,38.22
2019-08-29,36,98.0,,0.98,35.28
2019-08-30,41,98.0,,0.98,40.18
2019-08-31,36,98.0,,0.98,35.28
2019-09-01,38,92.0,False,0.92,34.96
2019-09-02,46,92.0,,0.92,42.32
2019-09-03,40,92.0,,0.92,36.800000000000004
2019-09-04,38,92.0,,0.92,34.96
2019-09-05,52,92.0,,0.92,47.84
2019-09-06,97,92.0,,0.92,89.24000000000001
2019-09-07,100,92.0,,0.92,92.0
2019-09-08,71,92.0,,0.92,65.32000000000001
2019-09-09,66,92.0,,0.92,60.720000000000006
2019-09-10,58,92.0,,0.92,53.36
2019-09-11,56,92.0,,0.92,51.52
2019-09-12,49,92.0,,0.92,45.080000000000005
2019-09-13,45,92.0,,0.92,41.4
2019-09-14,50,92.0,,0.92,46.0
2019-09-15,44,92.0,,0.92,40.480000000000004
2019-09-16,48,92.0,,0.92,44.160000000000004
2019-09-17,46,92.0,,0.92,42.32
2019-09-18,44,92.0,,0.92,40.480000000000004
2019-09-19,46,92.0,,0.92,42.32
2019-09-20,44,92.0,,0.92,40.480000000000004
2019-09-21,38,92.0,,0.92,34.96
2019-09-22,37,92.0,,0.92,34.04
2019-09-23,38,92.0,,0.92,34.96
2019-09-24,40,92.0,,0.92,36.800000000000004
2019-09-25,43,92.0,,0.92,39.56
2019-09-26,31,92.0,,0.92,28.52
2019-09-27,37,92.0,,0.92,34.04
2019-09-28,32,92.0,,0.92,29.44
2019-09-29,30,92.0,,0.92,27.6
2019-09-30,38,92.0,,0.92,34.96
2019-10-01,61,57.0,False,0.57,34.769999999999996
2019-10-02,62,57.0,,0.57,35.339999999999996
2019-10-03,58,57.0,,0.57,33.059999999999995
2019-10-04,57,57.0,,0.57,32.489999999999995
2019-10-05,55,57.0,,0.57,31.349999999999998
2019-10-06,43,57.0,,0.57,24.509999999999998
2019-10-07,60,57.0,,0.57,34.199999999999996
2019-10-08,51,57.0,,0.57,29.069999999999997
2019-10-09,62,57.0,,0.57,35.339999999999996
2019-10-10,53,57.0,,0.57,30.209999999999997
2019-10-11,81,57.0,,0.57,46.169999999999995
2019-10-12,48,57.0,,0.57,27.36
2019-10-13,38,57.0,,0.57,21.659999999999997
2019-10-14,55,57.0,,0.57,31.349999999999998
2019-10-15,47,57.0,,0.57,26.79
2019-10-16,54,57.0,,0.57,30.779999999999998
2019-10-17,55,57.0,,0.57,31.349999999999998
2019-10-18,51,57.0,,0.57,29.069999999999997
2019-10-19,43,57.0,,0.57,24.509999999999998
2019-10-20,42,57.0,,0.57,23.939999999999998
2019-10-21,58,57.0,,0.57,33.059999999999995
2019-10-22,54,57.0,,0.57,30.779999999999998
2019-10-23,49,57.0,,0.57,27.929999999999996
2019-10-24,71,57.0,,0.57,40.47
2019-10-25,48,57.0,,0.57,27.36
2019-10-26,48,57.0,,0.57,27.36
2019-10-27,38,57.0,,0.57,21.659999999999997
2019-10-28,60,57.0,,0.57,34.199999999999996
2019-10-29,59,57.0,,0.57,33.629999999999995
2019-10-30,100,57.0,,0.57,56.99999999999999
2019-10-31,64,57.0,,0.57,36.48
2019-11-01,100,50.0,False,0.5,50.0
2019-11-02,54,50.0,,0.5,27.0
2019-11-03,49,50.0,,0.5,24.5
2019-11-04,52,50.0,,0.5,26.0
2019-11-05,62,50.0,,0.5,31.0
2019-11-06,53,50.0,,0.5,26.5
2019-11-07,60,50.0,,0.5,30.0
2019-11-08,64,50.0,,0.5,32.0
2019-11-09,49,50.0,,0.5,24.5
2019-11-10,66,50.0,,0.5,33.0
2019-11-11,61,50.0,,0.5,30.5
2019-11-12,52,50.0,,0.5,26.0
2019-11-13,54,50.0,,0.5,27.0
2019-11-14,58,50.0,,0.5,29.0
2019-11-15,45,50.0,,0.5,22.5
2019-11-16,43,50.0,,0.5,21.5
2019-11-17,45,50.0,,0.5,22.5
2019-11-18,58,50.0,,0.5,29.0
2019-11-19,60,50.0,,0.5,30.0
2019-11-20,61,50.0,,0.5,30.5
2019-11-21,60,50.0,,0.5,30.0
2019-11-22,50,50.0,,0.5,25.0
2019-11-23,47,50.0,,0.5,23.5
2019-11-24,47,50.0,,0.5,23.5
2019-11-25,49,50.0,,0.5,24.5
2019-11-26,54,50.0,,0.5,27.0
2019-11-27,56,50.0,,0.5,28.0
2019-11-28,53,50.0,,0.5,26.5
2019-11-29,57,50.0,,0.5,28.5
2019-11-30,48,50.0,,0.5,24.0
2019-12-01,62,48.0,False,0.48,29.759999999999998
2019-12-02,77,48.0,,0.48,36.96
2019-12-03,72,48.0,,0.48,34.56
2019-12-04,83,48.0,,0.48,39.839999999999996
2019-12-05,80,48.0,,0.48,38.4
2019-12-06,77,48.0,,0.48,36.96
2019-12-07,59,48.0,,0.48,28.32
2019-12-08,51,48.0,,0.48,24.48
2019-12-09,59,48.0,,0.48,28.32
2019-12-10,74,48.0,,0.48,35.519999999999996
2019-12-11,77,48.0,,0.48,36.96
2019-12-12,70,48.0,,0.48,33.6
2019-12-13,69,48.0,,0.48,33.12
2019-12-14,69,48.0,,0.48,33.12
2019-12-15,65,48.0,,0.48,31.2
2019-12-16,77,48.0,,0.48,36.96
2019-12-17,77,48.0,,0.48,36.96
2019-12-18,66,48.0,,0.48,31.68
2019-12-19,69,48.0,,0.48,33.12
2019-12-20,63,48.0,,0.48,30.24
2019-12-21,57,48.0,,0.48,27.36
2019-12-22,59,48.0,,0.48,28.32
2019-12-23,77,48.0,,0.48,36.96
2019-12-24,64,48.0,,0.48,30.72
2019-12-25,92,48.0,,0.48,44.16
2019-12-26,100,48.0,,0.48,48.0
2019-12-27,82,48.0,,0.48,39.36
2019-12-28,82,48.0,,0.48,39.36
2019-12-29,60,48.0,,0.48,28.799999999999997
2019-12-30,70,48.0,,0.48,33.6
2019-12-31,81,48.0,,0.48,38.879999999999995
2020-01-01,55,57.0,False,0.57,31.349999999999998
2020-01-02,60,57.0,,0.57,34.199999999999996
2020-01-03,67,57.0,,0.57,38.19
2020-01-04,83,57.0,,0.57,47.309999999999995
2020-01-05,100,57.0,,0.57,56.99999999999999
2020-01-06,59,57.0,,0.57,33.629999999999995
2020-01-07,60,57.0,,0.57,34.199999999999996
2020-01-08,60,57.0,,0.57,34.199999999999996
2020-01-09,58,57.0,,0.57,33.059999999999995
2020-01-10,63,57.0,,0.57,35.91
2020-01-11,54,57.0,,0.57,30.779999999999998
2020-01-12,57,57.0,,0.57,32.489999999999995
2020-01-13,59,57.0,,0.57,33.629999999999995
2020-01-14,59,57.0,,0.57,33.629999999999995
2020-01-15,60,57.0,,0.57,34.199999999999996
2020-01-16,58,57.0,,0.57,33.059999999999995
2020-01-17,61,57.0,,0.57,34.769999999999996
2020-01-18,63,57.0,,0.57,35.91
2020-01-19,52,57.0,,0.57,29.639999999999997
2020-01-20,57,57.0,,0.57,32.489999999999995
2020-01-21,62,57.0,,0.57,35.339999999999996
2020-01-22,57,57.0,,0.57,32.489999999999995
2020-01-23,69,57.0,,0.57,39.33
2020-01-24,62,57.0,,0.57,35.339999999999996
2020-01-25,58,57.0,,0.57,33.059999999999995
2020-01-26,56,57.0,,0.57,31.919999999999998
2020-01-27,57,57.0,,0.57,32.489999999999995
2020-01-28,54,57.0,,0.57,30.779999999999998
2020-01-29,58,57.0,,0.57,33.059999999999995
2020-01-30,71,57.0,,0.57,40.47
2020-01-31,59,57.0,,0.57,33.629999999999995
2020-02-01,55,54.0,False,0.54,29.700000000000003
2020-02-02,47,54.0,,0.54,25.380000000000003
2020-02-03,58,54.0,,0.54,31.32
2020-02-04,66,54.0,,0.54,35.64
2020-02-05,65,54.0,,0.54,35.1
2020-02-06,63,54.0,,0.54,34.02
2020-02-07,70,54.0,,0.54,37.800000000000004
2020-02-08,54,54.0,,0.54,29.160000000000004
2020-02-09,62,54.0,,0.54,33.480000000000004
2020-02-10,54,54.0,,0.54,29.160000000000004
2020-02-11,69,54.0,,0.54,37.260000000000005
2020-02-12,67,54.0,,0.54,36.18
2020-02-13,67,54.0,,0.54,36.18
2020-02-14,72,54.0,,0.54,38.88
2020-02-15,60,54.0,,0.54,32.400000000000006
2020-02-16,73,54.0,,0.54,39.42
2020-02-17,89,54.0,,0.54,48.06
2020-02-18,100,54.0,,0.54,54.0
2020-02-19,84,54.0,,0.54,45.36
2020-02-20,71,54.0,,0.54,38.34
2020-02-21,69,54.0,,0.54,37.260000000000005
2020-02-22,70,54.0,,0.54,37.800000000000004
2020-02-23,76,54.0,,0.54,41.040000000000006
2020-02-24,75,54.0,,0.54,40.5
2020-02-25,88,54.0,,0.54,47.52
2020-02-26,71,54.0,,0.54,38.34
2020-02-27,62,54.0,,0.54,33.480000000000004
2020-02-28,68,54.0,,0.54,36.72
2020-02-29,68,54.0,,0.54,36.72
2020-03-01,64,66.0,False,0.66,42.24
2020-03-02,88,66.0,,0.66,58.080000000000005
2020-03-03,74,66.0,,0.66,48.84
2020-03-04,74,66.0,,0.66,48.84
2020-03-05,58,66.0,,0.66,38.28
2020-03-06,65,66.0,,0.66,42.9
2020-03-07,63,66.0,,0.66,41.580000000000005
2020-03-08,73,66.0,,0.66,48.18
2020-03-09,75,66.0,,0.66,49.5
2020-03-10,68,66.0,,0.66,44.88
2020-03-11,67,66.0,,0.66,44.22
2020-03-12,79,66.0,,0.66,52.14
2020-03-13,72,66.0,,0.66,47.52
2020-03-14,71,66.0,,0.66,46.86
2020-03-15,70,66.0,,0.66,46.2
2020-03-16,73,66.0,,0.66,48.18
2020-03-17,67,66.0,,0.66,44.22
2020-03-18,75,66.0,,0.66,49.5
2020-03-19,82,66.0,,0.66,54.120000000000005
2020-03-20,85,66.0,,0.66,56.1
2020-03-21,82,66.0,,0.66,54.120000000000005
2020-03-22,90,66.0,,0.66,59.400000000000006
2020-03-23,87,66.0,,0.66,57.42
2020-03-24,93,66.0,,0.66,61.38
2020-03-25,90,66.0,,0.66,59.400000000000006
2020-03-26,100,66.0,,0.66,66.0
2020-03-27,89,66.0,,0.66,58.74
2020-03-28,92,66.0,,0.66,60.720000000000006
2020-03-29,94,66.0,,0.66,62.040000000000006
2020-03-30,78,66.0,,0.66,51.480000000000004
2020-03-31,93,66.0,,0.66,61.38
2020-04-01,74,80.0,False,0.8,59.2
2020-04-02,71,80.0,,0.8,56.800000000000004
2020-04-03,73,80.0,,0.8,58.400000000000006
2020-04-04,84,80.0,,0.8,67.2
2020-04-05,75,80.0,,0.8,60.0
2020-04-06,63,80.0,,0.8,50.400000000000006
2020-04-07,76,80.0,,0.8,60.800000000000004
2020-04-08,82,80.0,,0.8,65.60000000000001
2020-04-09,85,80.0,,0.8,68.0
2020-04-10,83,80.0,,0.8,66.4
2020-04-11,80,80.0,,0.8,64.0
2020-04-12,87,80.0,,0.8,69.60000000000001
2020-04-13,78,80.0,,0.8,62.400000000000006
2020-04-14,100,80.0,,0.8,80.0
2020-04-15,78,80.0,,0.8,62.400000000000006
2020-04-16,69,80.0,,0.8,55.2
2020-04-17,83,80.0,,0.8,66.4
2020-04-18,75,80.0,,0.8,60.0
2020-04-19,79,80.0,,0.8,63.2
2020-04-20,68,80.0,,0.8,54.400000000000006
2020-04-21,69,80.0,,0.8,55.2
2020-04-22,70,80.0,,0.8,56.0
2020-04-23,66,80.0,,0.8,52.800000000000004
2020-04-24,67,80.0,,0.8,53.6
2020-04-25,67,80.0,,0.8,53.6
2020-04-26,75,80.0,,0.8,60.0
2020-04-27,71,80.0,,0.8,56.800000000000004
2020-04-28,75,80.0,,0.8,60.0
2020-04-29,75,80.0,,0.8,60.0
2020-04-30,62,80.0,,0.8,49.6
2020-05-01,86,67.0,False,0.67,57.620000000000005
2020-05-02,81,67.0,,0.67,54.27
2020-05-03,89,67.0,,0.67,59.63
2020-05-04,84,67.0,,0.67,56.28
2020-05-05,87,67.0,,0.67,58.290000000000006
2020-05-06,98,67.0,,0.67,65.66000000000001
2020-05-07,83,67.0,,0.67,55.61000000000001
2020-05-08,77,67.0,,0.67,51.59
2020-05-09,66,67.0,,0.67,44.220000000000006
2020-05-10,84,67.0,,0.67,56.28
2020-05-11,85,67.0,,0.67,56.95
2020-05-12,100,67.0,,0.67,67.0
2020-05-13,75,67.0,,0.67,50.25
2020-05-14,76,67.0,,0.67,50.92
2020-05-15,81,67.0,,0.67,54.27
2020-05-16,86,67.0,,0.67,57.620000000000005
2020-05-17,74,67.0,,0.67,49.580000000000005
2020-05-18,87,67.0,,0.67,58.290000000000006
2020-05-19,84,67.0,,0.67,56.28
2020-05-20,82,67.0,,0.67,54.940000000000005
2020-05-21,87,67.0,,0.67,58.290000000000006
2020-05-22,85,67.0,,0.67,56.95
2020-05-23,76,67.0,,0.67,50.92
2020-05-24,82,67.0,,0.67,54.940000000000005
2020-05-25,87,67.0,,0.67,58.290000000000006
2020-05-26,75,67.0,,0.67,50.25
2020-05-27,98,67.0,,0.67,65.66000000000001
2020-05-28,90,67.0,,0.67,60.300000000000004
2020-05-29,79,67.0,,0.67,52.93
2020-05-30,64,67.0,,0.67,42.88
2020-05-31,59,67.0,,0.67,39.53
2020-06-01,85,60.0,False,0.6,51.0
2020-06-02,88,60.0,,0.6,52.8
2020-06-03,84,60.0,,0.6,50.4
2020-06-04,89,60.0,,0.6,53.4
2020-06-05,67,60.0,,0.6,40.199999999999996
2020-06-06,75,60.0,,0.6,45.0
2020-06-07,86,60.0,,0.6,51.6
2020-06-08,71,60.0,,0.6,42.6
2020-06-09,80,60.0,,0.6,48.0
2020-06-10,100,60.0,,0.6,60.0
2020-06-11,92,60.0,,0.6,55.199999999999996
2020-06-12,77,60.0,,0.6,46.199999999999996
2020-06-13,76,60.0,,0.6,45.6
2020-06-14,70,60.0,,0.6,42.0
2020-06-15,73,60.0,,0.6,43.8
2020-06-16,84,60.0,,0.6,50.4
2020-06-17,79,60.0,,0.6,47.4
2020-06-18,85,60.0,,0.6,51.0
2020-06-19,75,60.0,,0.6,45.0
2020-06-20,66,60.0,,0.6,39.6
2020-06-21,76,60.0,,0.6,45.6
2020-06-22,76,60.0,,0.6,45.6
2020-06-23,87,60.0,,0.6,52.199999999999996
2020-06-24,79,60.0,,0.6,47.4
2020-06-25,79,60.0,,0.6,47.4
2020-06-26,96,60.0,,0.6,57.599999999999994
2020-06-27,86,60.0,,0.6,51.6
2020-06-28,70,60.0,,0.6,42.0
2020-06-29,91,60.0,,0.6,54.6
2020-06-30,94,60.0,,0.6,56.4
2020-07-01,72,68.0,False,0.68,48.96
2020-07-02,78,68.0,,0.68,53.040000000000006
2020-07-03,85,68.0,,0.68,57.800000000000004
2020-07-04,72,68.0,,0.68,48.96
2020-07-05,58,68.0,,0.68,39.440000000000005
2020-07-06,75,68.0,,0.68,51.00000000000001
2020-07-07,100,68.0,,0.68,68.0
2020-07-08,82,68.0,,0.68,55.760000000000005
2020-07-09,90,68.0,,0.68,61.2
2020-07-10,99,68.0,,0.68,67.32000000000001
2020-07-11,78,68.0,,0.68,53.040000000000006
2020-07-12,75,68.0,,0.68,51.00000000000001
2020-07-13,78,68.0,,0.68,53.040000000000006
2020-07-14,93,68.0,,0.68,63.24
2020-07-15,94,68.0,,0.68,63.92
2020-07-16,77,68.0,,0.68,52.36000000000001
2020-07-17,93,68.0,,0.68,63.24
2020-07-18,81,68.0,,0.68,55.080000000000005
2020-07-19,68,68.0,,0.68,46.24
2020-07-20,81,68.0,,0.68,55.080000000000005
2020-07-21,93,68.0,,0.68,63.24
2020-07-22,92,68.0,,0.68,62.56
2020-07-23,73,68.0,,0.68,49.64
2020-07-24,80,68.0,,0.68,54.400000000000006
2020-07-25,78,68.0,,0.68,53.040000000000006
2020-07-26,64,68.0,,0.68,43.52
2020-07-27,75,68.0,,0.68,51.00000000000001
2020-07-28,77,68.0,,0.68,52.36000000000001
2020-07-29,82,68.0,,0.68,55.760000000000005
2020-07-30,80,68.0,,0.68,54.400000000000006
2020-07-31,83,68.0,,0.68,56.440000000000005
2020-08-01,88,54.0,False,0.54,47.52
2020-08-02,86,54.0,,0.54,46.440000000000005
2020-08-03,84,54.0,,0.54,45.36
2020-08-04,100,54.0,,0.54,54.0
2020-08-05,82,54.0,,0.54,44.28
2020-08-06,83,54.0,,0.54,44.82
2020-08-07,88,54.0,,0.54,47.52
2020-08-08,80,54.0,,0.54,43.2
2020-08-09,73,54.0,,0.54,39.42
2020-08-10,88,54.0,,0.54,47.52
2020-08-11,77,54.0,,0.54,41.580000000000005
2020-08-12,82,54.0,,0.54,44.28
2020-08-13,87,54.0,,0.54,46.980000000000004
2020-08-14,89,54.0,,0.54,48.06
2020-08-15,85,54.0,,0.54,45.900000000000006
2020-08-16,90,54.0,,0.54,48.6
2020-08-17,82,54.0,,0.54,44.28
2020-08-18,83,54.0,,0.54,44.82
2020-08-19,85,54.0,,0.54,45.900000000000006
2020-08-20,90,54.0,,0.54,48.6
2020-08-21,95,54.0,,0.54,51.300000000000004
2020-08-22,66,54.0,,0.54,35.64
2020-08-23,75,54.0,,0.54,40.5
2020-08-24,83,54.0,,0.54,44.82
2020-08-25,87,54.0,,0.54,46.980000000000004
2020-08-26,74,54.0,,0.54,39.96
2020-08-27,84,54.0,,0.54,45.36
2020-08-28,84,54.0,,0.54,45.36
2020-08-29,72,54.0,,0.54,38.88
2020-08-30,65,54.0,,0.54,35.1
2020-08-31,75,54.0,,0.54,40.5
2020-09-01,24,100.0,False,1.0,24.0
2020-09-02,25,100.0,,1.0,25.0
2020-09-03,33,100.0,,1.0,33.0
2020-09-04,82,100.0,,1.0,82.0
2020-09-05,92,100.0,,1.0,92.0
2020-09-06,100,100.0,,1.0,100.0
2020-09-07,71,100.0,,1.0,71.0
2020-09-08,44,100.0,,1.0,44.0
2020-09-09,42,100.0,,1.0,42.0
2020-09-10,40,100.0,,1.0,40.0
2020-09-11,40,100.0,,1.0,40.0
2020-09-12,39,100.0,,1.0,39.0
2020-09-13,35,100.0,,1.0,35.0
2020-09-14,30,100.0,,1.0,30.0
2020-09-15,29,100.0,,1.0,29.0
2020-09-16,28,100.0,,1.0,28.0
2020-09-17,29,100.0,,1.0,29.0
2020-09-18,23,100.0,,1.0,23.0
2020-09-19,24,100.0,,1.0,24.0
2020-09-20,23,100.0,,1.0,23.0
2020-09-21,23,100.0,,1.0,23.0
2020-09-22,26,100.0,,1.0,26.0
2020-09-23,25,100.0,,1.0,25.0
2020-09-24,26,100.0,,1.0,26.0
2020-09-25,23,100.0,,1.0,23.0
2020-09-26,19,100.0,,1.0,19.0
2020-09-27,21,100.0,,1.0,21.0
2020-09-28,25,100.0,,1.0,25.0
2020-09-29,21,100.0,,1.0,21.0
2020-09-30,22,100.0,,1.0,22.0
2020-10-01,84,47.0,False,0.47,39.48
2020-10-02,76,47.0,,0.47,35.72
2020-10-03,74,47.0,,0.47,34.78
2020-10-04,75,47.0,,0.47,35.25
2020-10-05,69,47.0,,0.47,32.43
2020-10-06,81,47.0,,0.47,38.07
2020-10-07,88,47.0,,0.47,41.36
2020-10-08,100,47.0,,0.47,47.0
2020-10-09,71,47.0,,0.47,33.37
2020-10-10,75,47.0,,0.47,35.25
2020-10-11,62,47.0,,0.47,29.139999999999997
2020-10-12,79,47.0,,0.47,37.129999999999995
2020-10-13,78,47.0,,0.47,36.66
2020-10-14,94,47.0,,0.47,44.18
2020-10-15,77,47.0,,0.47,36.19
2020-10-16,94,47.0,,0.47,44.18
2020-10-17,63,47.0,,0.47,29.61
2020-10-18,77,47.0,,0.47,36.19
2020-10-19,77,47.0,,0.47,36.19
2020-10-20,81,47.0,,0.47,38.07
2020-10-21,90,47.0,,0.47,42.3
2020-10-22,75,47.0,,0.47,35.25
2020-10-23,78,47.0,,0.47,36.66
2020-10-24,87,47.0,,0.47,40.89
2020-10-25,69,47.0,,0.47,32.43
2020-10-26,77,47.0,,0.47,36.19
2020-10-27,79,47.0,,0.47,37.129999999999995
2020-10-28,77,47.0,,0.47,36.19
2020-10-29,77,47.0,,0.47,36.19
2020-10-30,73,47.0,,0.47,34.309999999999995
2020-10-31,49,47.0,,0.47,23.029999999999998
2020-11-01,68,44.0,False,0.44,29.92
2020-11-02,80,44.0,,0.44,35.2
2020-11-03,69,44.0,,0.44,30.36
2020-11-04,48,44.0,,0.44,21.12
2020-11-05,56,44.0,,0.44,24.64
2020-11-06,71,44.0,,0.44,31.24
2020-11-07,52,44.0,,0.44,22.88
2020-11-08,47,44.0,,0.44,20.68
2020-11-09,83,44.0,,0.44,36.52
2020-11-10,77,44.0,,0.44,33.88
2020-11-11,84,44.0,,0.44,36.96
2020-11-12,88,44.0,,0.44,38.72
2020-11-13,91,44.0,,0.44,40.04
2020-11-14,86,44.0,,0.44,37.84
2020-11-15,85,44.0,,0.44,37.4
2020-11-16,82,44.0,,0.44,36.08
2020-11-17,96,44.0,,0.44,42.24
2020-11-18,98,44.0,,0.44,43.12
2020-11-19,89,44.0,,0.44,39.160000000000004
2020-11-20,84,44.0,,0.44,36.96
2020-11-21,78,44.0,,0.44,34.32
2020-11-22,69,44.0,,0.44,30.36
2020-11-23,85,44.0,,0.44,37.4
2020-11-24,83,44.0,,0.44,36.52
2020-11-25,78,44.0,,0.44,34.32
2020-11-26,88,44.0,,0.44,38.72
2020-11-27,100,44.0,,0.44,44.0
2020-11-28,78,44.0,,0.44,34.32
2020-11-29,80,44.0,,0.44,35.2
2020-11-30,92,44.0,,0.44,40.48
2020-12-01,66,48.0,False,0.48,31.68
2020-12-02,72,48.0,,0.48,34.56
2020-12-03,80,48.0,,0.48,38.4
2020-12-04,66,48.0,,0.48,31.68
2020-12-05,65,48.0,,0.48,31.2
2020-12-06,73,48.0,,0.48,35.04
2020-12-07,77,48.0,,0.48,36.96
2020-12-08,80,48.0,,0.48,38.4
2020-12-09,77,48.0,,0.48,36.96
2020-12-10,76,48.0,,0.48,36.48
2020-12-11,76,48.0,,0.48,36.48
2020-12-12,68,48.0,,0.48,32.64
2020-12-13,67,48.0,,0.48,32.16
2020-12-14,71,48.0,,0.48,34.08
2020-12-15,64,48.0,,0.48,30.72
2020-12-16,67,48.0,,0.48,32.16
2020-12-17,59,48.0,,0.48,28.32
2020-12-18,75,48.0,,0.48,36.0
2020-12-19,62,48.0,,0.48,29.759999999999998
2020-12-20,55,48.0,,0.48,26.4
2020-12-21,79,48.0,,0.48,37.92
2020-12-22,74,48.0,,0.48,35.519999999999996
2020-12-23,85,48.0,,0.48,40.8
2020-12-24,71,48.0,,0.48,34.08
2020-12-25,100,48.0,,0.48,48.0
2020-12-26,75,48.0,,0.48,36.0
2020-12-27,85,48.0,,0.48,40.8
2020-12-28,75,48.0,,0.48,36.0
2020-12-29,87,48.0,,0.48,41.76
2020-12-30,82,48.0,,0.48,39.36
2020-12-31,82,48.0,,0.48,39.36
2021-01-01,78,49.0,False,0.49,38.22
2021-01-02,86,49.0,,0.49,42.14
2021-01-03,80,49.0,,0.49,39.2
2021-01-04,69,49.0,,0.49,33.81
2021-01-05,78,49.0,,0.49,38.22
2021-01-06,82,49.0,,0.49,40.18
2021-01-07,67,49.0,,0.49,32.83
2021-01-08,84,49.0,,0.49,41.16
2021-01-09,68,49.0,,0.49,33.32
2021-01-10,70,49.0,,0.49,34.3
2021-01-11,67,49.0,,0.49,32.83
2021-01-12,78,49.0,,0.49,38.22
2021-01-13,70,49.0,,0.49,34.3
2021-01-14,78,49.0,,0.49,38.22
2021-01-15,94,49.0,,0.49,46.06
2021-01-16,67,49.0,,0.49,32.83
2021-01-17,68,49.0,,0.49,33.32
2021-01-18,71,49.0,,0.49,34.79
2021-01-19,100,49.0,,0.49,49.0
2021-01-20,76,49.0,,0.49,37.24
2021-01-21,69,49.0,,0.49,33.81
2021-01-22,71,49.0,,0.49,34.79
2021-01-23,65,49.0,,0.49,31.849999999999998
2021-01-24,68,49.0,,0.49,33.32
2021-01-25,70,49.0,,0.49,34.3
2021-01-26,77,49.0,,0.49,37.73
2021-01-27,80,49.0,,0.49,39.2
2021-01-28,85,49.0,,0.49,41.65
2021-01-29,71,49.0,,0.49,34.79
2021-01-30,65,49.0,,0.49,31.849999999999998
2021-01-31,76,49.0,,0.49,37.24
2021-02-01,80,51.0,False,0.51,40.8
2021-02-02,78,51.0,,0.51,39.78
2021-02-03,92,51.0,,0.51,46.92
2021-02-04,82,51.0,,0.51,41.82
2021-02-05,83,51.0,,0.51,42.33
2021-02-06,80,51.0,,0.51,40.8
2021-02-07,69,51.0,,0.51,35.19
2021-02-08,73,51.0,,0.51,37.230000000000004
2021-02-09,95,51.0,,0.51,48.45
2021-02-10,92,51.0,,0.51,46.92
2021-02-11,94,51.0,,0.51,47.94
2021-02-12,96,51.0,,0.51,48.96
2021-02-13,97,51.0,,0.51,49.47
2021-02-14,72,51.0,,0.51,36.72
2021-02-15,87,51.0,,0.51,44.37
2021-02-16,80,51.0,,0.51,40.8
2021-02-17,79,51.0,,0.51,40.29
2021-02-18,80,51.0,,0.51,40.8
2021-02-19,88,51.0,,0.51,44.88
2021-02-20,95,51.0,,0.51,48.45
2021-02-21,74,51.0,,0.51,37.74
2021-02-22,76,51.0,,0.51,38.76
2021-02-23,94,51.0,,0.51,47.94
2021-02-24,94,51.0,,0.51,47.94
2021-02-25,82,51.0,,0.51,41.82
2021-02-26,80,51.0,,0.51,40.8
2021-02-27,95,51.0,,0.51,48.45
2021-02-28,100,51.0,,0.51,51.0
2021-03-01,23,98.0,False,0.98,22.54
2021-03-02,23,98.0,,0.98,22.54
2021-03-03,26,98.0,,0.98,25.48
2021-03-04,21,98.0,,0.98,20.58
2021-03-05,22,98.0,,0.98,21.56
2021-03-06,22,98.0,,0.98,21.56
2021-03-07,21,98.0,,0.98,20.58
2021-03-08,23,98.0,,0.98,22.54
2021-03-09,25,98.0,,0.98,24.5
2021-03-10,23,98.0,,0.98,22.54
2021-03-11,22,98.0,,0.98,21.56
2021-03-12,24,98.0,,0.98,23.52
2021-03-13,19,98.0,,0.98,18.62
2021-03-14,23,98.0,,0.98,22.54
2021-03-15,22,98.0,,0.98,21.56
2021-03-16,22,98.0,,0.98,21.56
2021-03-17,24,98.0,,0.98,23.52
2021-03-18,25,98.0,,0.98,24.5
2021-03-19,27,98.0,,0.98,26.46
2021-03-20,50,98.0,,0.98,49.0
2021-03-21,100,98.0,,0.98,98.0
2021-03-22,69,98.0,,0.98,67.62
2021-03-23,38,98.0,,0.98,37.24
2021-03-24,36,98.0,,0.98,35.28
2021-03-25,34,98.0,,0.98,33.32
2021-03-26,33,98.0,,0.98,32.339999999999996
2021-03-27,48,98.0,,0.98,47.04
2021-03-28,84,98.0,,0.98,82.32
2021-03-29,61,98.0,,0.98,59.78
2021-03-30,41,98.0,,0.98,40.18
2021-03-31,36,98.0,,0.98,35.28
2021-04-01,92,63.0,False,0.63,57.96
2021-04-02,84,63.0,,0.63,52.92
2021-04-03,76,63.0,,0.63,47.88
2021-04-04,100,63.0,,0.63,63.0
2021-04-05,92,63.0,,0.63,57.96
2021-04-06,77,63.0,,0.63,48.51
2021-04-07,70,63.0,,0.63,44.1
2021-04-08,65,63.0,,0.63,40.95
2021-04-09,72,63.0,,0.63,45.36
2021-04-10,72,63.0,,0.63,45.36
