date,GE_unscaled,GE_monthly,isPartial,scale,GE
2019-09-01,71,75.0,False,0.75,53.25
2019-09-02,83,75.0,,0.75,62.25
2019-09-03,91,75.0,,0.75,68.25
2019-09-04,98,75.0,,0.75,73.5
2019-09-05,100,75.0,,0.75,75.0
2019-09-06,84,75.0,,0.75,63.0
2019-09-07,77,75.0,,0.75,57.75
2019-09-08,79,75.0,,0.75,59.25
2019-09-09,89,75.0,,0.75,66.75
2019-09-10,95,75.0,,0.75,71.25
2019-09-11,99,75.0,,0.75,74.25
2019-09-12,100,75.0,,0.75,75.0
2019-09-13,83,75.0,,0.75,62.25
2019-09-14,76,75.0,,0.75,57.0
2019-09-15,66,75.0,,0.75,49.5
2019-09-16,97,75.0,,0.75,72.75
2019-09-17,87,75.0,,0.75,65.25
2019-09-18,90,75.0,,0.75,67.5
2019-09-19,84,75.0,,0.75,63.0
2019-09-20,83,75.0,,0.75,62.25
2019-09-21,70,75.0,,0.75,52.5
2019-09-22,64,75.0,,0.75,48.0
2019-09-23,84,75.0,,0.75,63.0
2019-09-24,81,75.0,,0.75,60.75
2019-09-25,91,75.0,,0.75,68.25
2019-09-26,86,75.0,,0.75,64.5
2019-09-27,80,75.0,,0.75,60.0
2019-09-28,69,75.0,,0.75,51.75
2019-09-29,68,75.0,,0.75,51.0
2019-09-30,87,75.0,,0.75,65.25
2019-10-01,74,75.0,False,0.75,55.5
2019-10-02,74,75.0,,0.75,55.5
2019-10-03,72,75.0,,0.75,54.0
2019-10-04,65,75.0,,0.75,48.75
2019-10-05,60,75.0,,0.75,45.0
2019-10-06,61,75.0,,0.75,45.75
2019-10-07,89,75.0,,0.75,66.75
2019-10-08,83,75.0,,0.75,62.25
2019-10-09,77,75.0,,0.75,57.75
2019-10-10,69,75.0,,0.75,51.75
2019-10-11,71,75.0,,0.75,53.25
2019-10-12,63,75.0,,0.75,47.25
2019-10-13,62,75.0,,0.75,46.5
2019-10-14,72,75.0,,0.75,54.0
2019-10-15,74,75.0,,0.75,55.5
2019-10-16,74,75.0,,0.75,55.5
2019-10-17,71,75.0,,0.75,53.25
2019-10-18,63,75.0,,0.75,47.25
2019-10-19,61,75.0,,0.75,45.75
2019-10-20,64,75.0,,0.75,48.0
2019-10-21,76,75.0,,0.75,57.0
2019-10-22,74,75.0,,0.75,55.5
2019-10-23,77,75.0,,0.75,57.75
2019-10-24,66,75.0,,0.75,49.5
2019-10-25,65,75.0,,0.75,48.75
2019-10-26,65,75.0,,0.75,48.75
2019-10-27,61,75.0,,0.75,45.75
2019-10-28,71,75.0,,0.75,53.25
2019-10-29,74,75.0,,0.75,55.5
2019-10-30,100,75.0,,0.75,75.0
2019-10-31,75,75.0,,0.75,56.25
2019-11-01,84,81.0,False,0.81,68.04
2019-11-02,75,81.0,,0.81,60.75000000000001
2019-11-03,78,81.0,,0.81,63.18000000000001
2019-11-04,93,81.0,,0.81,75.33
2019-11-05,97,81.0,,0.81,78.57000000000001
2019-11-06,93,81.0,,0.81,75.33
2019-11-07,96,81.0,,0.81,77.76
2019-11-08,94,81.0,,0.81,76.14
2019-11-09,76,81.0,,0.81,61.56
2019-11-10,79,81.0,,0.81,63.99
2019-11-11,86,81.0,,0.81,69.66000000000001
2019-11-12,92,81.0,,0.81,74.52000000000001
2019-11-13,89,81.0,,0.81,72.09
2019-11-14,90,81.0,,0.81,72.9
2019-11-15,86,81.0,,0.81,69.66000000000001
2019-11-16,82,81.0,,0.81,66.42
2019-11-17,78,81.0,,0.81,63.18000000000001
2019-11-18,92,81.0,,0.81,74.52000000000001
2019-11-19,88,81.0,,0.81,71.28
2019-11-20,89,81.0,,0.81,72.09
2019-11-21,89,81.0,,0.81,72.09
2019-11-22,92,81.0,,0.81,74.52000000000001
2019-11-23,86,81.0,,0.81,69.66000000000001
2019-11-24,88,81.0,,0.81,71.28
2019-11-25,94,81.0,,0.81,76.14
2019-11-26,95,81.0,,0.81,76.95
2019-11-27,100,81.0,,0.81,81.0
2019-11-28,80,81.0,,0.81,64.80000000000001
2019-11-29,96,81.0,,0.81,77.76
2019-11-30,96,81.0,,0.81,77.76
2019-12-01,100,77.0,False,0.77,77.0
2019-12-02,94,77.0,,0.77,72.38
2019-12-03,94,77.0,,0.77,72.38
2019-12-04,93,77.0,,0.77,71.61
2019-12-05,93,77.0,,0.77,71.61
2019-12-06,89,77.0,,0.77,68.53
2019-12-07,83,77.0,,0.77,63.910000000000004
2019-12-08,78,77.0,,0.77,60.06
2019-12-09,82,77.0,,0.77,63.14
2019-12-10,83,77.0,,0.77,63.910000000000004
2019-12-11,94,77.0,,0.77,72.38
2019-12-12,94,77.0,,0.77,72.38
2019-12-13,90,77.0,,0.77,69.3
2019-12-14,78,77.0,,0.77,60.06
2019-12-15,76,77.0,,0.77,58.52
2019-12-16,94,77.0,,0.77,72.38
2019-12-17,96,77.0,,0.77,73.92
2019-12-18,85,77.0,,0.77,65.45
2019-12-19,82,77.0,,0.77,63.14
2019-12-20,83,77.0,,0.77,63.910000000000004
2019-12-21,76,77.0,,0.77,58.52
2019-12-22,74,77.0,,0.77,56.980000000000004
2019-12-23,90,77.0,,0.77,69.3
2019-12-24,78,77.0,,0.77,60.06
2019-12-25,70,77.0,,0.77,53.9
2019-12-26,95,77.0,,0.77,73.15
2019-12-27,99,77.0,,0.77,76.23
2019-12-28,85,77.0,,0.77,65.45
2019-12-29,75,77.0,,0.77,57.75
2019-12-30,96,77.0,,0.77,73.92
2019-12-31,90,77.0,,0.77,69.3
2020-01-01,60,81.0,False,0.81,48.6
2020-01-02,81,81.0,,0.81,65.61
2020-01-03,75,81.0,,0.81,60.75000000000001
2020-01-04,71,81.0,,0.81,57.510000000000005
2020-01-05,65,81.0,,0.81,52.650000000000006
2020-01-06,73,81.0,,0.81,59.13
2020-01-07,74,81.0,,0.81,59.940000000000005
2020-01-08,72,81.0,,0.81,58.32000000000001
2020-01-09,73,81.0,,0.81,59.13
2020-01-10,70,81.0,,0.81,56.7
2020-01-11,64,81.0,,0.81,51.84
2020-01-12,59,81.0,,0.81,47.790000000000006
2020-01-13,69,81.0,,0.81,55.89
2020-01-14,70,81.0,,0.81,56.7
2020-01-15,72,81.0,,0.81,58.32000000000001
2020-01-16,73,81.0,,0.81,59.13
2020-01-17,65,81.0,,0.81,52.650000000000006
2020-01-18,69,81.0,,0.81,55.89
2020-01-19,60,81.0,,0.81,48.6
2020-01-20,64,81.0,,0.81,51.84
2020-01-21,69,81.0,,0.81,55.89
2020-01-22,70,81.0,,0.81,56.7
2020-01-23,70,81.0,,0.81,56.7
2020-01-24,71,81.0,,0.81,57.510000000000005
2020-01-25,59,81.0,,0.81,47.790000000000006
2020-01-26,54,81.0,,0.81,43.74
2020-01-27,66,81.0,,0.81,53.46
2020-01-28,72,81.0,,0.81,58.32000000000001
2020-01-29,100,81.0,,0.81,81.0
2020-01-30,76,81.0,,0.81,61.56
2020-01-31,70,81.0,,0.81,56.7
2020-02-01,77,76.0,False,0.76,58.52
2020-02-02,72,76.0,,0.76,54.72
2020-02-03,83,76.0,,0.76,63.08
2020-02-04,99,76.0,,0.76,75.24
2020-02-05,94,76.0,,0.76,71.44
2020-02-06,100,76.0,,0.76,76.0
2020-02-07,97,76.0,,0.76,73.72
2020-02-08,86,76.0,,0.76,65.36
2020-02-09,80,76.0,,0.76,60.8
2020-02-10,89,76.0,,0.76,67.64
2020-02-11,97,76.0,,0.76,73.72
2020-02-12,95,76.0,,0.76,72.2
2020-02-13,95,76.0,,0.76,72.2
2020-02-14,91,76.0,,0.76,69.16
2020-02-15,81,76.0,,0.76,61.56
2020-02-16,85,76.0,,0.76,64.6
2020-02-17,92,76.0,,0.76,69.92
2020-02-18,92,76.0,,0.76,69.92
2020-02-19,92,76.0,,0.76,69.92
2020-02-20,92,76.0,,0.76,69.92
2020-02-21,85,76.0,,0.76,64.6
2020-02-22,84,76.0,,0.76,63.84
2020-02-23,78,76.0,,0.76,59.28
2020-02-24,91,76.0,,0.76,69.16
2020-02-25,90,76.0,,0.76,68.4
2020-02-26,92,76.0,,0.76,69.92
2020-02-27,95,76.0,,0.76,72.2
2020-02-28,97,76.0,,0.76,73.72
2020-02-29,82,76.0,,0.76,62.32
2020-03-01,64,84.0,False,0.84,53.76
2020-03-02,88,84.0,,0.84,73.92
2020-03-03,80,84.0,,0.84,67.2
2020-03-04,74,84.0,,0.84,62.16
2020-03-05,79,84.0,,0.84,66.36
2020-03-06,72,84.0,,0.84,60.48
2020-03-07,66,84.0,,0.84,55.44
2020-03-08,68,84.0,,0.84,57.12
2020-03-09,87,84.0,,0.84,73.08
2020-03-10,82,84.0,,0.84,68.88
2020-03-11,76,84.0,,0.84,63.839999999999996
2020-03-12,80,84.0,,0.84,67.2
2020-03-13,84,84.0,,0.84,70.56
2020-03-14,74,84.0,,0.84,62.16
2020-03-15,70,84.0,,0.84,58.8
2020-03-16,89,84.0,,0.84,74.75999999999999
2020-03-17,81,84.0,,0.84,68.03999999999999
2020-03-18,87,84.0,,0.84,73.08
2020-03-19,87,84.0,,0.84,73.08
2020-03-20,79,84.0,,0.84,66.36
2020-03-21,68,84.0,,0.84,57.12
2020-03-22,70,84.0,,0.84,58.8
2020-03-23,92,84.0,,0.84,77.28
2020-03-24,95,84.0,,0.84,79.8
2020-03-25,100,84.0,,0.84,84.0
2020-03-26,92,84.0,,0.84,77.28
2020-03-27,92,84.0,,0.84,77.28
2020-03-28,75,84.0,,0.84,63.0
2020-03-29,74,84.0,,0.84,62.16
2020-03-30,87,84.0,,0.84,73.08
2020-03-31,87,84.0,,0.84,73.08
2020-04-01,82,86.0,False,0.86,70.52
2020-04-02,82,86.0,,0.86,70.52
2020-04-03,81,86.0,,0.86,69.66
2020-04-04,73,86.0,,0.86,62.78
2020-04-05,65,86.0,,0.86,55.9
2020-04-06,79,86.0,,0.86,67.94
2020-04-07,78,86.0,,0.86,67.08
2020-04-08,80,86.0,,0.86,68.8
2020-04-09,85,86.0,,0.86,73.1
2020-04-10,72,86.0,,0.86,61.92
2020-04-11,63,86.0,,0.86,54.18
2020-04-12,64,86.0,,0.86,55.04
2020-04-13,82,86.0,,0.86,70.52
2020-04-14,83,86.0,,0.86,71.38
2020-04-15,84,86.0,,0.86,72.24
2020-04-16,86,86.0,,0.86,73.96
2020-04-17,86,86.0,,0.86,73.96
2020-04-18,76,86.0,,0.86,65.36
2020-04-19,73,86.0,,0.86,62.78
2020-04-20,84,86.0,,0.86,72.24
2020-04-21,86,86.0,,0.86,73.96
2020-04-22,85,86.0,,0.86,73.1
2020-04-23,77,86.0,,0.86,66.22
2020-04-24,76,86.0,,0.86,65.36
2020-04-25,68,86.0,,0.86,58.48
2020-04-26,75,86.0,,0.86,64.5
2020-04-27,85,86.0,,0.86,73.1
2020-04-28,89,86.0,,0.86,76.53999999999999
2020-04-29,100,86.0,,0.86,86.0
2020-04-30,92,86.0,,0.86,79.12
2020-05-01,84,91.0,False,0.91,76.44
2020-05-02,71,91.0,,0.91,64.61
2020-05-03,74,91.0,,0.91,67.34
2020-05-04,86,91.0,,0.91,78.26
2020-05-05,89,91.0,,0.91,80.99000000000001
2020-05-06,87,91.0,,0.91,79.17
2020-05-07,89,91.0,,0.91,80.99000000000001
2020-05-08,79,91.0,,0.91,71.89
2020-05-09,71,91.0,,0.91,64.61
2020-05-10,66,91.0,,0.91,60.06
2020-05-11,82,91.0,,0.91,74.62
2020-05-12,80,91.0,,0.91,72.8
2020-05-13,91,91.0,,0.91,82.81
2020-05-14,90,91.0,,0.91,81.9
2020-05-15,88,91.0,,0.91,80.08
2020-05-16,78,91.0,,0.91,70.98
2020-05-17,78,91.0,,0.91,70.98
2020-05-18,97,91.0,,0.91,88.27
2020-05-19,96,91.0,,0.91,87.36
2020-05-20,89,91.0,,0.91,80.99000000000001
2020-05-21,86,91.0,,0.91,78.26
2020-05-22,79,91.0,,0.91,71.89
2020-05-23,74,91.0,,0.91,67.34
2020-05-24,76,91.0,,0.91,69.16
2020-05-25,83,91.0,,0.91,75.53
2020-05-26,95,91.0,,0.91,86.45
2020-05-27,100,91.0,,0.91,91.0
2020-05-28,100,91.0,,0.91,91.0
2020-05-29,88,91.0,,0.91,80.08
2020-05-30,73,91.0,,0.91,66.43
2020-05-31,67,91.0,,0.91,60.97
2020-06-01,86,91.0,False,0.91,78.26
2020-06-02,89,91.0,,0.91,80.99000000000001
2020-06-03,92,91.0,,0.91,83.72
2020-06-04,92,91.0,,0.91,83.72
2020-06-05,96,91.0,,0.91,87.36
2020-06-06,84,91.0,,0.91,76.44
2020-06-07,78,91.0,,0.91,70.98
2020-06-08,96,91.0,,0.91,87.36
2020-06-09,100,91.0,,0.91,91.0
2020-06-10,93,91.0,,0.91,84.63000000000001
2020-06-11,89,91.0,,0.91,80.99000000000001
2020-06-12,86,91.0,,0.91,78.26
2020-06-13,74,91.0,,0.91,67.34
2020-06-14,71,91.0,,0.91,64.61
2020-06-15,87,91.0,,0.91,79.17
2020-06-16,89,91.0,,0.91,80.99000000000001
2020-06-17,94,91.0,,0.91,85.54
2020-06-18,91,91.0,,0.91,82.81
2020-06-19,82,91.0,,0.91,74.62
2020-06-20,76,91.0,,0.91,69.16
2020-06-21,72,91.0,,0.91,65.52
2020-06-22,88,91.0,,0.91,80.08
2020-06-23,98,91.0,,0.91,89.18
2020-06-24,94,91.0,,0.91,85.54
2020-06-25,85,91.0,,0.91,77.35000000000001
2020-06-26,86,91.0,,0.91,78.26
2020-06-27,73,91.0,,0.91,66.43
2020-06-28,76,91.0,,0.91,69.16
2020-06-29,96,91.0,,0.91,87.36
2020-06-30,94,91.0,,0.91,85.54
2020-07-01,90,87.0,False,0.87,78.3
2020-07-02,82,87.0,,0.87,71.34
2020-07-03,79,87.0,,0.87,68.73
2020-07-04,73,87.0,,0.87,63.51
2020-07-05,74,87.0,,0.87,64.38
2020-07-06,93,87.0,,0.87,80.91
2020-07-07,90,87.0,,0.87,78.3
2020-07-08,93,87.0,,0.87,80.91
2020-07-09,81,87.0,,0.87,70.47
2020-07-10,79,87.0,,0.87,68.73
2020-07-11,75,87.0,,0.87,65.25
2020-07-12,70,87.0,,0.87,60.9
2020-07-13,85,87.0,,0.87,73.95
2020-07-14,82,87.0,,0.87,71.34
2020-07-15,85,87.0,,0.87,73.95
2020-07-16,82,87.0,,0.87,71.34
2020-07-17,79,87.0,,0.87,68.73
2020-07-18,74,87.0,,0.87,64.38
2020-07-19,72,87.0,,0.87,62.64
2020-07-20,86,87.0,,0.87,74.82
2020-07-21,92,87.0,,0.87,80.04
2020-07-22,85,87.0,,0.87,73.95
2020-07-23,79,87.0,,0.87,68.73
2020-07-24,83,87.0,,0.87,72.21
2020-07-25,70,87.0,,0.87,60.9
2020-07-26,71,87.0,,0.87,61.77
2020-07-27,83,87.0,,0.87,72.21
2020-07-28,83,87.0,,0.87,72.21
2020-07-29,100,87.0,,0.87,87.0
2020-07-30,88,87.0,,0.87,76.56
2020-07-31,79,87.0,,0.87,68.73
2020-08-01,83,83.0,False,0.83,68.89
2020-08-02,84,83.0,,0.83,69.72
2020-08-03,100,83.0,,0.83,83.0
2020-08-04,99,83.0,,0.83,82.17
2020-08-05,95,83.0,,0.83,78.85
2020-08-06,100,83.0,,0.83,83.0
2020-08-07,93,83.0,,0.83,77.19
2020-08-08,84,83.0,,0.83,69.72
2020-08-09,89,83.0,,0.83,73.86999999999999
2020-08-10,95,83.0,,0.83,78.85
2020-08-11,99,83.0,,0.83,82.17
2020-08-12,97,83.0,,0.83,80.50999999999999
2020-08-13,95,83.0,,0.83,78.85
2020-08-14,91,83.0,,0.83,75.53
2020-08-15,85,83.0,,0.83,70.55
2020-08-16,91,83.0,,0.83,75.53
2020-08-17,99,83.0,,0.83,82.17
2020-08-18,87,83.0,,0.83,72.21
2020-08-19,89,83.0,,0.83,73.86999999999999
2020-08-20,95,83.0,,0.83,78.85
2020-08-21,89,83.0,,0.83,73.86999999999999
2020-08-22,85,83.0,,0.83,70.55
2020-08-23,84,83.0,,0.83,69.72
2020-08-24,97,83.0,,0.83,80.50999999999999
2020-08-25,96,83.0,,0.83,79.67999999999999
2020-08-26,94,83.0,,0.83,78.02
2020-08-27,84,83.0,,0.83,69.72
2020-08-28,86,83.0,,0.83,71.38
2020-08-29,89,83.0,,0.83,73.86999999999999
2020-08-30,82,83.0,,0.83,68.06
2020-08-31,98,83.0,,0.83,81.33999999999999
2020-09-01,98,78.0,False,0.78,76.44
2020-09-02,100,78.0,,0.78,78.0
2020-09-03,93,78.0,,0.78,72.54
2020-09-04,98,78.0,,0.78,76.44
2020-09-05,89,78.0,,0.78,69.42
2020-09-06,85,78.0,,0.78,66.3
2020-09-07,100,78.0,,0.78,78.0
2020-09-08,96,78.0,,0.78,74.88
2020-09-09,99,78.0,,0.78,77.22
2020-09-10,93,78.0,,0.78,72.54
2020-09-11,90,78.0,,0.78,70.2
2020-09-12,89,78.0,,0.78,69.42
2020-09-13,78,78.0,,0.78,60.84
2020-09-14,93,78.0,,0.78,72.54
2020-09-15,86,78.0,,0.78,67.08
2020-09-16,98,78.0,,0.78,76.44
2020-09-17,100,78.0,,0.78,78.0
2020-09-18,96,78.0,,0.78,74.88
2020-09-19,80,78.0,,0.78,62.400000000000006
2020-09-20,79,78.0,,0.78,61.620000000000005
2020-09-21,93,78.0,,0.78,72.54
2020-09-22,91,78.0,,0.78,70.98
2020-09-23,92,78.0,,0.78,71.76
2020-09-24,91,78.0,,0.78,70.98
2020-09-25,89,78.0,,0.78,69.42
2020-09-26,82,78.0,,0.78,63.96
2020-09-27,82,78.0,,0.78,63.96
2020-09-28,89,78.0,,0.78,69.42
2020-09-29,97,78.0,,0.78,75.66
2020-09-30,95,78.0,,0.78,74.10000000000001
2020-10-01,71,83.0,False,0.83,58.93
2020-10-02,69,83.0,,0.83,57.269999999999996
2020-10-03,68,83.0,,0.83,56.44
2020-10-04,63,83.0,,0.83,52.29
2020-10-05,78,83.0,,0.83,64.74
2020-10-06,76,83.0,,0.83,63.08
2020-10-07,81,83.0,,0.83,67.22999999999999
2020-10-08,74,83.0,,0.83,61.419999999999995
2020-10-09,86,83.0,,0.83,71.38
2020-10-10,71,83.0,,0.83,58.93
2020-10-11,68,83.0,,0.83,56.44
2020-10-12,86,83.0,,0.83,71.38
2020-10-13,84,83.0,,0.83,69.72
2020-10-14,82,83.0,,0.83,68.06
2020-10-15,77,83.0,,0.83,63.91
2020-10-16,86,83.0,,0.83,71.38
2020-10-17,75,83.0,,0.83,62.25
2020-10-18,67,83.0,,0.83,55.61
2020-10-19,92,83.0,,0.83,76.36
2020-10-20,86,83.0,,0.83,71.38
2020-10-21,84,83.0,,0.83,69.72
2020-10-22,84,83.0,,0.83,69.72
2020-10-23,86,83.0,,0.83,71.38
2020-10-24,69,83.0,,0.83,57.269999999999996
2020-10-25,69,83.0,,0.83,57.269999999999996
2020-10-26,82,83.0,,0.83,68.06
2020-10-27,84,83.0,,0.83,69.72
2020-10-28,100,83.0,,0.83,83.0
2020-10-29,89,83.0,,0.83,73.86999999999999
2020-10-30,84,83.0,,0.83,69.72
2020-10-31,69,83.0,,0.83,57.269999999999996
2020-11-01,65,88.0,False,0.88,57.2
2020-11-02,76,88.0,,0.88,66.88
2020-11-03,74,88.0,,0.88,65.12
2020-11-04,45,88.0,,0.88,39.6
2020-11-05,54,88.0,,0.88,47.52
2020-11-06,60,88.0,,0.88,52.8
2020-11-07,50,88.0,,0.88,44.0
2020-11-08,58,88.0,,0.88,51.04
2020-11-09,83,88.0,,0.88,73.04
2020-11-10,82,88.0,,0.88,72.16
2020-11-11,78,88.0,,0.88,68.64
2020-11-12,74,88.0,,0.88,65.12
2020-11-13,73,88.0,,0.88,64.24
2020-11-14,69,88.0,,0.88,60.72
2020-11-15,66,88.0,,0.88,58.08
2020-11-16,85,88.0,,0.88,74.8
2020-11-17,83,88.0,,0.88,73.04
2020-11-18,91,88.0,,0.88,80.08
2020-11-19,75,88.0,,0.88,66.0
2020-11-20,77,88.0,,0.88,67.76
2020-11-21,73,88.0,,0.88,64.24
2020-11-22,69,88.0,,0.88,60.72
2020-11-23,87,88.0,,0.88,76.56
2020-11-24,100,88.0,,0.88,88.0
2020-11-25,92,88.0,,0.88,80.96
2020-11-26,79,88.0,,0.88,69.52
2020-11-27,95,88.0,,0.88,83.6
2020-11-28,82,88.0,,0.88,72.16
2020-11-29,80,88.0,,0.88,70.4
2020-11-30,82,88.0,,0.88,72.16
2020-12-01,95,86.0,False,0.86,81.7
2020-12-02,95,86.0,,0.86,81.7
2020-12-03,94,86.0,,0.86,80.84
2020-12-04,93,86.0,,0.86,79.98
2020-12-05,80,86.0,,0.86,68.8
2020-12-06,82,86.0,,0.86,70.52
2020-12-07,90,86.0,,0.86,77.4
2020-12-08,94,86.0,,0.86,80.84
2020-12-09,100,86.0,,0.86,86.0
2020-12-10,91,86.0,,0.86,78.26
2020-12-11,85,86.0,,0.86,73.1
2020-12-12,74,86.0,,0.86,63.64
2020-12-13,71,86.0,,0.86,61.06
2020-12-14,84,86.0,,0.86,72.24
2020-12-15,81,86.0,,0.86,69.66
2020-12-16,90,86.0,,0.86,77.4
2020-12-17,83,86.0,,0.86,71.38
2020-12-18,82,86.0,,0.86,70.52
2020-12-19,69,86.0,,0.86,59.339999999999996
2020-12-20,69,86.0,,0.86,59.339999999999996
2020-12-21,85,86.0,,0.86,73.1
2020-12-22,88,86.0,,0.86,75.67999999999999
2020-12-23,85,86.0,,0.86,73.1
2020-12-24,75,86.0,,0.86,64.5
2020-12-25,58,86.0,,0.86,49.88
2020-12-26,76,86.0,,0.86,65.36
2020-12-27,74,86.0,,0.86,63.64
2020-12-28,91,86.0,,0.86,78.26
2020-12-29,91,86.0,,0.86,78.26
2020-12-30,85,86.0,,0.86,73.1
2020-12-31,75,86.0,,0.86,64.5
2021-01-01,65,84.0,False,0.84,54.6
2021-01-02,72,84.0,,0.84,60.48
2021-01-03,81,84.0,,0.84,68.03999999999999
2021-01-04,84,84.0,,0.84,70.56
2021-01-05,82,84.0,,0.84,68.88
2021-01-06,87,84.0,,0.84,73.08
2021-01-07,84,84.0,,0.84,70.56
2021-01-08,75,84.0,,0.84,63.0
2021-01-09,67,84.0,,0.84,56.28
2021-01-10,66,84.0,,0.84,55.44
2021-01-11,87,84.0,,0.84,73.08
2021-01-12,85,84.0,,0.84,71.39999999999999
2021-01-13,81,84.0,,0.84,68.03999999999999
2021-01-14,78,84.0,,0.84,65.52
2021-01-15,78,84.0,,0.84,65.52
2021-01-16,67,84.0,,0.84,56.28
2021-01-17,67,84.0,,0.84,56.28
2021-01-18,68,84.0,,0.84,57.12
2021-01-19,79,84.0,,0.84,66.36
2021-01-20,78,84.0,,0.84,65.52
2021-01-21,73,84.0,,0.84,61.32
2021-01-22,78,84.0,,0.84,65.52
2021-01-23,67,84.0,,0.84,56.28
2021-01-24,68,84.0,,0.84,57.12
2021-01-25,79,84.0,,0.84,66.36
2021-01-26,100,84.0,,0.84,84.0
2021-01-27,91,84.0,,0.84,76.44
2021-01-28,88,84.0,,0.84,73.92
2021-01-29,82,84.0,,0.84,68.88
2021-01-30,68,84.0,,0.84,57.12
2021-01-31,66,84.0,,0.84,55.44
2021-02-01,89,86.0,False,0.86,76.53999999999999
2021-02-02,88,86.0,,0.86,75.67999999999999
2021-02-03,93,86.0,,0.86,79.98
2021-02-04,89,86.0,,0.86,76.53999999999999
2021-02-05,86,86.0,,0.86,73.96
2021-02-06,80,86.0,,0.86,68.8
2021-02-07,72,86.0,,0.86,61.92
2021-02-08,85,86.0,,0.86,73.1
2021-02-09,86,86.0,,0.86,73.96
2021-02-10,88,86.0,,0.86,75.67999999999999
2021-02-11,85,86.0,,0.86,73.1
2021-02-12,84,86.0,,0.86,72.24
2021-02-13,72,86.0,,0.86,61.92
2021-02-14,71,86.0,,0.86,61.06
2021-02-15,82,86.0,,0.86,70.52
2021-02-16,87,86.0,,0.86,74.82
2021-02-17,84,86.0,,0.86,72.24
2021-02-18,78,86.0,,0.86,67.08
2021-02-19,81,86.0,,0.86,69.66
2021-02-20,78,86.0,,0.86,67.08
2021-02-21,80,86.0,,0.86,68.8
2021-02-22,99,86.0,,0.86,85.14
2021-02-23,91,86.0,,0.86,78.26
2021-02-24,100,86.0,,0.86,86.0
2021-02-25,90,86.0,,0.86,77.4
2021-02-26,86,86.0,,0.86,73.96
2021-02-27,74,86.0,,0.86,63.64
2021-02-28,76,86.0,,0.86,65.36
2021-03-01,79,82.0,False,0.82,64.78
2021-03-02,79,82.0,,0.82,64.78
2021-03-03,83,82.0,,0.82,68.06
2021-03-04,87,82.0,,0.82,71.33999999999999
2021-03-05,77,82.0,,0.82,63.13999999999999
2021-03-06,68,82.0,,0.82,55.76
2021-03-07,66,82.0,,0.82,54.12
2021-03-08,98,82.0,,0.82,80.36
2021-03-09,88,82.0,,0.82,72.16
2021-03-10,100,82.0,,0.82,82.0
2021-03-11,99,82.0,,0.82,81.17999999999999
2021-03-12,83,82.0,,0.82,68.06
2021-03-13,66,82.0,,0.82,54.12
2021-03-14,69,82.0,,0.82,56.58
2021-03-15,84,82.0,,0.82,68.88
2021-03-16,78,82.0,,0.82,63.959999999999994
2021-03-17,78,82.0,,0.82,63.959999999999994
2021-03-18,78,82.0,,0.82,63.959999999999994
2021-03-19,75,82.0,,0.82,61.49999999999999
2021-03-20,60,82.0,,0.82,49.199999999999996
2021-03-21,60,82.0,,0.82,49.199999999999996
2021-03-22,68,82.0,,0.82,55.76
2021-03-23,72,82.0,,0.82,59.04
2021-03-24,72,82.0,,0.82,59.04
2021-03-25,72,82.0,,0.82,59.04
2021-03-26,75,82.0,,0.82,61.49999999999999
2021-03-27,59,82.0,,0.82,48.379999999999995
2021-03-28,59,82.0,,0.82,48.379999999999995
2021-03-29,73,82.0,,0.82,59.86
2021-03-30,75,82.0,,0.82,61.49999999999999
2021-03-31,75,82.0,,0.82,61.49999999999999
2021-04-01,85,77.0,False,0.77,65.45
2021-04-02,74,77.0,,0.77,56.980000000000004
2021-04-03,75,77.0,,0.77,57.75
2021-04-04,68,77.0,,0.77,52.36
2021-04-05,90,77.0,,0.77,69.3
2021-04-06,87,77.0,,0.77,66.99
2021-04-07,97,77.0,,0.77,74.69
2021-04-08,87,77.0,,0.77,66.99
2021-04-09,82,77.0,,0.77,63.14
2021-04-10,77,77.0,,0.77,59.29
2021-04-11,81,77.0,,0.77,62.370000000000005
2021-04-12,97,77.0,,0.77,74.69
2021-04-13,89,77.0,,0.77,68.53
2021-04-14,89,77.0,,0.77,68.53
2021-04-15,89,77.0,,0.77,68.53
2021-04-16,84,77.0,,0.77,64.68
2021-04-17,75,77.0,,0.77,57.75
2021-04-18,71,77.0,,0.77,54.67
2021-04-19,88,77.0,,0.77,67.76
2021-04-20,83,77.0,,0.77,63.910000000000004
2021-04-21,92,77.0,,0.77,70.84
2021-04-22,89,77.0,,0.77,68.53
2021-04-23,85,77.0,,0.77,65.45
2021-04-24,78,77.0,,0.77,60.06
2021-04-25,77,77.0,,0.77,59.29
2021-04-26,87,77.0,,0.77,66.99
2021-04-27,100,77.0,,0.77,77.0
2021-04-28,85,77.0,,0.77,65.45
2021-04-29,83,77.0,,0.77,63.910000000000004
2021-04-30,82,77.0,,0.77,63.14
2021-05-01,75,77.0,False,0.77,57.75
2021-05-02,80,77.0,,0.77,61.6
2021-05-03,94,77.0,,0.77,72.38
2021-05-04,91,77.0,,0.77,70.07000000000001
2021-05-05,97,77.0,,0.77,74.69
2021-05-06,96,77.0,,0.77,73.92
2021-05-07,91,77.0,,0.77,70.07000000000001
2021-05-08,79,77.0,,0.77,60.83
2021-05-09,69,77.0,,0.77,53.13
2021-05-10,93,77.0,,0.77,71.61
