date,BE_unscaled,BE_monthly,isPartial,scale,BE
2019-08-14,94,64.0,,0.64,60.160000000000004
2019-08-15,90,64.0,,0.64,57.6
2019-08-16,87,64.0,,0.64,55.68
2019-08-17,85,64.0,,0.64,54.4
2019-08-18,90,64.0,,0.64,57.6
2019-08-19,92,64.0,,0.64,58.88
2019-08-20,93,64.0,,0.64,59.52
2019-08-21,93,64.0,,0.64,59.52
2019-08-22,94,64.0,,0.64,60.160000000000004
2019-08-23,89,64.0,,0.64,56.96
2019-08-24,85,64.0,,0.64,54.4
2019-08-25,91,64.0,,0.64,58.24
2019-08-26,94,64.0,,0.64,60.160000000000004
2019-08-27,99,64.0,,0.64,63.36
2019-08-28,100,64.0,,0.64,64.0
2019-08-29,99,64.0,,0.64,63.36
2019-08-30,92,64.0,,0.64,58.88
2019-08-31,83,64.0,,0.64,53.120000000000005
2019-09-01,78,74.0,False,0.74,57.72
2019-09-02,81,74.0,,0.74,59.94
2019-09-03,82,74.0,,0.74,60.68
2019-09-04,87,74.0,,0.74,64.38
2019-09-05,85,74.0,,0.74,62.9
2019-09-06,84,74.0,,0.74,62.16
2019-09-07,74,74.0,,0.74,54.76
2019-09-08,81,74.0,,0.74,59.94
2019-09-09,88,74.0,,0.74,65.12
2019-09-10,94,74.0,,0.74,69.56
2019-09-11,89,74.0,,0.74,65.86
2019-09-12,91,74.0,,0.74,67.34
2019-09-13,83,74.0,,0.74,61.42
2019-09-14,78,74.0,,0.74,57.72
2019-09-15,83,74.0,,0.74,61.42
2019-09-16,90,74.0,,0.74,66.6
2019-09-17,97,74.0,,0.74,71.78
2019-09-18,94,74.0,,0.74,69.56
2019-09-19,91,74.0,,0.74,67.34
2019-09-20,84,74.0,,0.74,62.16
2019-09-21,76,74.0,,0.74,56.24
2019-09-22,82,74.0,,0.74,60.68
2019-09-23,93,74.0,,0.74,68.82
2019-09-24,95,74.0,,0.74,70.3
2019-09-25,100,74.0,,0.74,74.0
2019-09-26,98,74.0,,0.74,72.52
2019-09-27,89,74.0,,0.74,65.86
2019-09-28,80,74.0,,0.74,59.2
2019-09-29,84,74.0,,0.74,62.16
2019-09-30,97,74.0,,0.74,71.78
2019-10-01,97,75.0,False,0.75,72.75
2019-10-02,97,75.0,,0.75,72.75
2019-10-03,95,75.0,,0.75,71.25
2019-10-04,87,75.0,,0.75,65.25
2019-10-05,75,75.0,,0.75,56.25
2019-10-06,84,75.0,,0.75,63.0
2019-10-07,95,75.0,,0.75,71.25
2019-10-08,95,75.0,,0.75,71.25
2019-10-09,100,75.0,,0.75,75.0
2019-10-10,98,75.0,,0.75,73.5
2019-10-11,89,75.0,,0.75,66.75
2019-10-12,78,75.0,,0.75,58.5
2019-10-13,84,75.0,,0.75,63.0
2019-10-14,95,75.0,,0.75,71.25
2019-10-15,94,75.0,,0.75,70.5
2019-10-16,93,75.0,,0.75,69.75
2019-10-17,97,75.0,,0.75,72.75
2019-10-18,85,75.0,,0.75,63.75
2019-10-19,79,75.0,,0.75,59.25
2019-10-20,83,75.0,,0.75,62.25
2019-10-21,96,75.0,,0.75,72.0
2019-10-22,98,75.0,,0.75,73.5
2019-10-23,97,75.0,,0.75,72.75
2019-10-24,95,75.0,,0.75,71.25
2019-10-25,90,75.0,,0.75,67.5
2019-10-26,77,75.0,,0.75,57.75
2019-10-27,83,75.0,,0.75,62.25
2019-10-28,96,75.0,,0.75,72.0
2019-10-29,97,75.0,,0.75,72.75
2019-10-30,97,75.0,,0.75,72.75
2019-10-31,93,75.0,,0.75,69.75
2019-11-01,82,73.0,False,0.73,59.86
2019-11-02,80,73.0,,0.73,58.4
2019-11-03,82,73.0,,0.73,59.86
2019-11-04,96,73.0,,0.73,70.08
2019-11-05,96,73.0,,0.73,70.08
2019-11-06,97,73.0,,0.73,70.81
2019-11-07,97,73.0,,0.73,70.81
2019-11-08,90,73.0,,0.73,65.7
2019-11-09,79,73.0,,0.73,57.67
2019-11-10,87,73.0,,0.73,63.51
2019-11-11,94,73.0,,0.73,68.62
2019-11-12,98,73.0,,0.73,71.53999999999999
2019-11-13,97,73.0,,0.73,70.81
2019-11-14,97,73.0,,0.73,70.81
2019-11-15,90,73.0,,0.73,65.7
2019-11-16,79,73.0,,0.73,57.67
2019-11-17,88,73.0,,0.73,64.24
2019-11-18,98,73.0,,0.73,71.53999999999999
2019-11-19,100,73.0,,0.73,73.0
2019-11-20,98,73.0,,0.73,71.53999999999999
2019-11-21,97,73.0,,0.73,70.81
2019-11-22,93,73.0,,0.73,67.89
2019-11-23,77,73.0,,0.73,56.21
2019-11-24,81,73.0,,0.73,59.129999999999995
2019-11-25,90,73.0,,0.73,65.7
2019-11-26,92,73.0,,0.73,67.16
2019-11-27,84,73.0,,0.73,61.32
2019-11-28,81,73.0,,0.73,59.129999999999995
2019-11-29,65,73.0,,0.73,47.449999999999996
2019-11-30,75,73.0,,0.73,54.75
2019-12-01,72,71.0,False,0.71,51.12
2019-12-02,80,71.0,,0.71,56.8
2019-12-03,83,71.0,,0.71,58.93
2019-12-04,89,71.0,,0.71,63.19
2019-12-05,90,71.0,,0.71,63.9
2019-12-06,83,71.0,,0.71,58.93
2019-12-07,70,71.0,,0.71,49.699999999999996
2019-12-08,73,71.0,,0.71,51.83
2019-12-09,86,71.0,,0.71,61.059999999999995
2019-12-10,90,71.0,,0.71,63.9
2019-12-11,88,71.0,,0.71,62.48
2019-12-12,84,71.0,,0.71,59.64
2019-12-13,83,71.0,,0.71,58.93
2019-12-14,70,71.0,,0.71,49.699999999999996
2019-12-15,72,71.0,,0.71,51.12
2019-12-16,81,71.0,,0.71,57.51
2019-12-17,84,71.0,,0.71,59.64
2019-12-18,88,71.0,,0.71,62.48
2019-12-19,100,71.0,,0.71,71.0
2019-12-20,74,71.0,,0.71,52.54
2019-12-21,68,71.0,,0.71,48.28
2019-12-22,68,71.0,,0.71,48.28
2019-12-23,68,71.0,,0.71,48.28
2019-12-24,69,71.0,,0.71,48.989999999999995
2019-12-25,70,71.0,,0.71,49.699999999999996
2019-12-26,68,71.0,,0.71,48.28
2019-12-27,69,71.0,,0.71,48.989999999999995
2019-12-28,70,71.0,,0.71,49.699999999999996
2019-12-29,69,71.0,,0.71,48.989999999999995
2019-12-30,74,71.0,,0.71,52.54
2019-12-31,76,71.0,,0.71,53.959999999999994
2020-01-01,77,77.0,False,0.77,59.29
2020-01-02,80,77.0,,0.77,61.6
2020-01-03,87,77.0,,0.77,66.99
2020-01-04,92,77.0,,0.77,70.84
2020-01-05,85,77.0,,0.77,65.45
2020-01-06,86,77.0,,0.77,66.22
2020-01-07,90,77.0,,0.77,69.3
2020-01-08,91,77.0,,0.77,70.07000000000001
2020-01-09,91,77.0,,0.77,70.07000000000001
2020-01-10,88,77.0,,0.77,67.76
2020-01-11,77,77.0,,0.77,59.29
2020-01-12,84,77.0,,0.77,64.68
2020-01-13,89,77.0,,0.77,68.53
2020-01-14,90,77.0,,0.77,69.3
2020-01-15,95,77.0,,0.77,73.15
2020-01-16,95,77.0,,0.77,73.15
2020-01-17,96,77.0,,0.77,73.92
2020-01-18,86,77.0,,0.77,66.22
2020-01-19,87,77.0,,0.77,66.99
2020-01-20,86,77.0,,0.77,66.22
2020-01-21,95,77.0,,0.77,73.15
2020-01-22,97,77.0,,0.77,74.69
2020-01-23,98,77.0,,0.77,75.46000000000001
2020-01-24,93,77.0,,0.77,71.61
2020-01-25,83,77.0,,0.77,63.910000000000004
2020-01-26,82,77.0,,0.77,63.14
2020-01-27,96,77.0,,0.77,73.92
2020-01-28,100,77.0,,0.77,77.0
2020-01-29,100,77.0,,0.77,77.0
2020-01-30,100,77.0,,0.77,77.0
2020-01-31,98,77.0,,0.77,75.46000000000001
2020-02-01,81,81.0,False,0.81,65.61
2020-02-02,90,81.0,,0.81,72.9
2020-02-03,89,81.0,,0.81,72.09
2020-02-04,98,81.0,,0.81,79.38000000000001
2020-02-05,96,81.0,,0.81,77.76
2020-02-06,97,81.0,,0.81,78.57000000000001
2020-02-07,90,81.0,,0.81,72.9
2020-02-08,77,81.0,,0.81,62.370000000000005
2020-02-09,86,81.0,,0.81,69.66000000000001
2020-02-10,93,81.0,,0.81,75.33
2020-02-11,100,81.0,,0.81,81.0
2020-02-12,98,81.0,,0.81,79.38000000000001
2020-02-13,93,81.0,,0.81,75.33
2020-02-14,90,81.0,,0.81,72.9
2020-02-15,76,81.0,,0.81,61.56
2020-02-16,85,81.0,,0.81,68.85000000000001
2020-02-17,88,81.0,,0.81,71.28
2020-02-18,95,81.0,,0.81,76.95
2020-02-19,95,81.0,,0.81,76.95
2020-02-20,95,81.0,,0.81,76.95
2020-02-21,89,81.0,,0.81,72.09
2020-02-22,82,81.0,,0.81,66.42
2020-02-23,87,81.0,,0.81,70.47
2020-02-24,99,81.0,,0.81,80.19000000000001
2020-02-25,99,81.0,,0.81,80.19000000000001
2020-02-26,96,81.0,,0.81,77.76
2020-02-27,93,81.0,,0.81,75.33
2020-02-28,94,81.0,,0.81,76.14
2020-02-29,81,81.0,,0.81,65.61
2020-03-01,75,86.0,False,0.86,64.5
2020-03-02,88,86.0,,0.86,75.67999999999999
2020-03-03,84,86.0,,0.86,72.24
2020-03-04,84,86.0,,0.86,72.24
2020-03-05,87,86.0,,0.86,74.82
2020-03-06,80,86.0,,0.86,68.8
2020-03-07,71,86.0,,0.86,61.06
2020-03-08,76,86.0,,0.86,65.36
2020-03-09,84,86.0,,0.86,72.24
2020-03-10,82,86.0,,0.86,70.52
2020-03-11,86,86.0,,0.86,73.96
2020-03-12,89,86.0,,0.86,76.53999999999999
2020-03-13,83,86.0,,0.86,71.38
2020-03-14,81,86.0,,0.86,69.66
2020-03-15,85,86.0,,0.86,73.1
2020-03-16,90,86.0,,0.86,77.4
2020-03-17,90,86.0,,0.86,77.4
2020-03-18,98,86.0,,0.86,84.28
2020-03-19,91,86.0,,0.86,78.26
2020-03-20,93,86.0,,0.86,79.98
2020-03-21,89,86.0,,0.86,76.53999999999999
2020-03-22,90,86.0,,0.86,77.4
2020-03-23,95,86.0,,0.86,81.7
2020-03-24,95,86.0,,0.86,81.7
2020-03-25,97,86.0,,0.86,83.42
2020-03-26,96,86.0,,0.86,82.56
2020-03-27,97,86.0,,0.86,83.42
2020-03-28,85,86.0,,0.86,73.1
2020-03-29,94,86.0,,0.86,80.84
2020-03-30,99,86.0,,0.86,85.14
2020-03-31,100,86.0,,0.86,86.0
2020-04-01,91,100.0,False,1.0,91.0
2020-04-02,94,100.0,,1.0,94.0
2020-04-03,89,100.0,,1.0,89.0
2020-04-04,86,100.0,,1.0,86.0
2020-04-05,88,100.0,,1.0,88.0
2020-04-06,95,100.0,,1.0,95.0
2020-04-07,96,100.0,,1.0,96.0
2020-04-08,96,100.0,,1.0,96.0
2020-04-09,96,100.0,,1.0,96.0
2020-04-10,89,100.0,,1.0,89.0
2020-04-11,84,100.0,,1.0,84.0
2020-04-12,83,100.0,,1.0,83.0
2020-04-13,91,100.0,,1.0,91.0
2020-04-14,97,100.0,,1.0,97.0
2020-04-15,97,100.0,,1.0,97.0
2020-04-16,95,100.0,,1.0,95.0
2020-04-17,89,100.0,,1.0,89.0
2020-04-18,83,100.0,,1.0,83.0
2020-04-19,89,100.0,,1.0,89.0
2020-04-20,92,100.0,,1.0,92.0
2020-04-21,95,100.0,,1.0,95.0
2020-04-22,96,100.0,,1.0,96.0
2020-04-23,97,100.0,,1.0,97.0
2020-04-24,92,100.0,,1.0,92.0
2020-04-25,81,100.0,,1.0,81.0
2020-04-26,82,100.0,,1.0,82.0
2020-04-27,95,100.0,,1.0,95.0
2020-04-28,93,100.0,,1.0,93.0
2020-04-29,91,100.0,,1.0,91.0
2020-04-30,100,100.0,,1.0,100.0
2020-05-01,89,90.0,False,0.9,80.10000000000001
2020-05-02,77,90.0,,0.9,69.3
2020-05-03,80,90.0,,0.9,72.0
2020-05-04,100,90.0,,0.9,90.0
2020-05-05,89,90.0,,0.9,80.10000000000001
2020-05-06,86,90.0,,0.9,77.4
2020-05-07,84,90.0,,0.9,75.60000000000001
2020-05-08,80,90.0,,0.9,72.0
2020-05-09,75,90.0,,0.9,67.5
2020-05-10,73,90.0,,0.9,65.7
2020-05-11,84,90.0,,0.9,75.60000000000001
2020-05-12,85,90.0,,0.9,76.5
2020-05-13,85,90.0,,0.9,76.5
2020-05-14,83,90.0,,0.9,74.7
2020-05-15,80,90.0,,0.9,72.0
2020-05-16,72,90.0,,0.9,64.8
2020-05-17,75,90.0,,0.9,67.5
2020-05-18,82,90.0,,0.9,73.8
2020-05-19,80,90.0,,0.9,72.0
2020-05-20,81,90.0,,0.9,72.9
2020-05-21,79,90.0,,0.9,71.10000000000001
2020-05-22,75,90.0,,0.9,67.5
2020-05-23,70,90.0,,0.9,63.0
2020-05-24,70,90.0,,0.9,63.0
2020-05-25,74,90.0,,0.9,66.60000000000001
2020-05-26,74,90.0,,0.9,66.60000000000001
2020-05-27,78,90.0,,0.9,70.2
2020-05-28,74,90.0,,0.9,66.60000000000001
2020-05-29,74,90.0,,0.9,66.60000000000001
2020-05-30,69,90.0,,0.9,62.1
2020-05-31,73,90.0,,0.9,65.7
2020-06-01,92,83.0,False,0.83,76.36
2020-06-02,96,83.0,,0.83,79.67999999999999
2020-06-03,100,83.0,,0.83,83.0
2020-06-04,94,83.0,,0.83,78.02
2020-06-05,90,83.0,,0.83,74.7
2020-06-06,87,83.0,,0.83,72.21
2020-06-07,94,83.0,,0.83,78.02
2020-06-08,94,83.0,,0.83,78.02
2020-06-09,88,83.0,,0.83,73.03999999999999
2020-06-10,94,83.0,,0.83,78.02
2020-06-11,94,83.0,,0.83,78.02
2020-06-12,88,83.0,,0.83,73.03999999999999
2020-06-13,85,83.0,,0.83,70.55
2020-06-14,90,83.0,,0.83,74.7
2020-06-15,89,83.0,,0.83,73.86999999999999
2020-06-16,91,83.0,,0.83,75.53
2020-06-17,93,83.0,,0.83,77.19
2020-06-18,88,83.0,,0.83,73.03999999999999
2020-06-19,86,83.0,,0.83,71.38
2020-06-20,87,83.0,,0.83,72.21
2020-06-21,87,83.0,,0.83,72.21
2020-06-22,89,83.0,,0.83,73.86999999999999
2020-06-23,94,83.0,,0.83,78.02
2020-06-24,90,83.0,,0.83,74.7
2020-06-25,91,83.0,,0.83,75.53
2020-06-26,89,83.0,,0.83,73.86999999999999
2020-06-27,87,83.0,,0.83,72.21
2020-06-28,96,83.0,,0.83,79.67999999999999
2020-06-29,94,83.0,,0.83,78.02
2020-06-30,91,83.0,,0.83,75.53
2020-07-01,99,80.0,False,0.8,79.2
2020-07-02,98,80.0,,0.8,78.4
2020-07-03,97,80.0,,0.8,77.60000000000001
2020-07-04,99,80.0,,0.8,79.2
2020-07-05,99,80.0,,0.8,79.2
2020-07-06,95,80.0,,0.8,76.0
2020-07-07,96,80.0,,0.8,76.80000000000001
2020-07-08,97,80.0,,0.8,77.60000000000001
2020-07-09,98,80.0,,0.8,78.4
2020-07-10,94,80.0,,0.8,75.2
2020-07-11,93,80.0,,0.8,74.4
2020-07-12,96,80.0,,0.8,76.80000000000001
2020-07-13,94,80.0,,0.8,75.2
2020-07-14,95,80.0,,0.8,76.0
2020-07-15,100,80.0,,0.8,80.0
2020-07-16,97,80.0,,0.8,77.60000000000001
2020-07-17,96,80.0,,0.8,76.80000000000001
2020-07-18,95,80.0,,0.8,76.0
2020-07-19,98,80.0,,0.8,78.4
2020-07-20,100,80.0,,0.8,80.0
2020-07-21,99,80.0,,0.8,79.2
2020-07-22,100,80.0,,0.8,80.0
2020-07-23,99,80.0,,0.8,79.2
2020-07-24,99,80.0,,0.8,79.2
2020-07-25,95,80.0,,0.8,76.0
2020-07-26,98,80.0,,0.8,78.4
2020-07-27,95,80.0,,0.8,76.0
2020-07-28,100,80.0,,0.8,80.0
2020-07-29,98,80.0,,0.8,78.4
2020-07-30,97,80.0,,0.8,77.60000000000001
2020-07-31,95,80.0,,0.8,76.0
2020-08-01,84,79.0,False,0.79,66.36
2020-08-02,88,79.0,,0.79,69.52000000000001
2020-08-03,90,79.0,,0.79,71.10000000000001
2020-08-04,88,79.0,,0.79,69.52000000000001
2020-08-05,89,79.0,,0.79,70.31
2020-08-06,88,79.0,,0.79,69.52000000000001
2020-08-07,85,79.0,,0.79,67.15
2020-08-08,88,79.0,,0.79,69.52000000000001
2020-08-09,87,79.0,,0.79,68.73
2020-08-10,89,79.0,,0.79,70.31
2020-08-11,88,79.0,,0.79,69.52000000000001
2020-08-12,92,79.0,,0.79,72.68
2020-08-13,90,79.0,,0.79,71.10000000000001
2020-08-14,86,79.0,,0.79,67.94
2020-08-15,83,79.0,,0.79,65.57000000000001
2020-08-16,86,79.0,,0.79,67.94
2020-08-17,87,79.0,,0.79,68.73
2020-08-18,89,79.0,,0.79,70.31
2020-08-19,90,79.0,,0.79,71.10000000000001
2020-08-20,93,79.0,,0.79,73.47
2020-08-21,92,79.0,,0.79,72.68
2020-08-22,85,79.0,,0.79,67.15
2020-08-23,90,79.0,,0.79,71.10000000000001
2020-08-24,93,79.0,,0.79,73.47
2020-08-25,98,79.0,,0.79,77.42
2020-08-26,100,79.0,,0.79,79.0
2020-08-27,100,79.0,,0.79,79.0
2020-08-28,96,79.0,,0.79,75.84
2020-08-29,86,79.0,,0.79,67.94
2020-08-30,94,79.0,,0.79,74.26
2020-08-31,97,79.0,,0.79,76.63000000000001
2020-09-01,86,95.0,False,0.95,81.7
2020-09-02,90,95.0,,0.95,85.5
2020-09-03,88,95.0,,0.95,83.6
2020-09-04,89,95.0,,0.95,84.55
2020-09-05,76,95.0,,0.95,72.2
2020-09-06,76,95.0,,0.95,72.2
2020-09-07,80,95.0,,0.95,76.0
2020-09-08,88,95.0,,0.95,83.6
2020-09-09,90,95.0,,0.95,85.5
2020-09-10,88,95.0,,0.95,83.6
2020-09-11,88,95.0,,0.95,83.6
2020-09-12,76,95.0,,0.95,72.2
2020-09-13,81,95.0,,0.95,76.95
2020-09-14,94,95.0,,0.95,89.3
2020-09-15,94,95.0,,0.95,89.3
2020-09-16,98,95.0,,0.95,93.1
2020-09-17,99,95.0,,0.95,94.05
2020-09-18,95,95.0,,0.95,90.25
2020-09-19,82,95.0,,0.95,77.89999999999999
2020-09-20,83,95.0,,0.95,78.85
2020-09-21,97,95.0,,0.95,92.14999999999999
2020-09-22,96,95.0,,0.95,91.19999999999999
2020-09-23,100,95.0,,0.95,95.0
2020-09-24,97,95.0,,0.95,92.14999999999999
2020-09-25,95,95.0,,0.95,90.25
2020-09-26,75,95.0,,0.95,71.25
2020-09-27,83,95.0,,0.95,78.85
2020-09-28,93,95.0,,0.95,88.35
2020-09-29,97,95.0,,0.95,92.14999999999999
2020-09-30,99,95.0,,0.95,94.05
2020-10-01,99,91.0,False,0.91,90.09
2020-10-02,97,91.0,,0.91,88.27
2020-10-03,78,91.0,,0.91,70.98
2020-10-04,82,91.0,,0.91,74.62
2020-10-05,100,91.0,,0.91,91.0
2020-10-06,95,91.0,,0.91,86.45
2020-10-07,99,91.0,,0.91,90.09
2020-10-08,97,91.0,,0.91,88.27
2020-10-09,91,91.0,,0.91,82.81
2020-10-10,75,91.0,,0.91,68.25
2020-10-11,79,91.0,,0.91,71.89
2020-10-12,90,91.0,,0.91,81.9
2020-10-13,96,91.0,,0.91,87.36
2020-10-14,93,91.0,,0.91,84.63000000000001
2020-10-15,93,91.0,,0.91,84.63000000000001
2020-10-16,88,91.0,,0.91,80.08
2020-10-17,75,91.0,,0.91,68.25
2020-10-18,81,91.0,,0.91,73.71000000000001
2020-10-19,90,91.0,,0.91,81.9
2020-10-20,92,91.0,,0.91,83.72
2020-10-21,96,91.0,,0.91,87.36
2020-10-22,94,91.0,,0.91,85.54
2020-10-23,95,91.0,,0.91,86.45
2020-10-24,74,91.0,,0.91,67.34
2020-10-25,80,91.0,,0.91,72.8
2020-10-26,90,91.0,,0.91,81.9
2020-10-27,98,91.0,,0.91,89.18
2020-10-28,93,91.0,,0.91,84.63000000000001
2020-10-29,95,91.0,,0.91,86.45
2020-10-30,94,91.0,,0.91,85.54
2020-10-31,80,91.0,,0.91,72.8
2020-11-01,77,88.0,False,0.88,67.76
2020-11-02,95,88.0,,0.88,83.6
2020-11-03,100,88.0,,0.88,88.0
2020-11-04,81,88.0,,0.88,71.28
2020-11-05,86,88.0,,0.88,75.68
2020-11-06,81,88.0,,0.88,71.28
2020-11-07,75,88.0,,0.88,66.0
2020-11-08,81,88.0,,0.88,71.28
2020-11-09,91,88.0,,0.88,80.08
2020-11-10,94,88.0,,0.88,82.72
2020-11-11,88,88.0,,0.88,77.44
2020-11-12,95,88.0,,0.88,83.6
2020-11-13,91,88.0,,0.88,80.08
2020-11-14,78,88.0,,0.88,68.64
2020-11-15,78,88.0,,0.88,68.64
2020-11-16,94,88.0,,0.88,82.72
2020-11-17,90,88.0,,0.88,79.2
2020-11-18,94,88.0,,0.88,82.72
2020-11-19,90,88.0,,0.88,79.2
2020-11-20,93,88.0,,0.88,81.84
2020-11-21,75,88.0,,0.88,66.0
2020-11-22,75,88.0,,0.88,66.0
2020-11-23,85,88.0,,0.88,74.8
2020-11-24,87,88.0,,0.88,76.56
2020-11-25,79,88.0,,0.88,69.52
2020-11-26,79,88.0,,0.88,69.52
2020-11-27,65,88.0,,0.88,57.2
2020-11-28,67,88.0,,0.88,58.96
2020-11-29,73,88.0,,0.88,64.24
2020-11-30,83,88.0,,0.88,73.04
2020-12-01,96,83.0,False,0.83,79.67999999999999
2020-12-02,98,83.0,,0.83,81.33999999999999
2020-12-03,97,83.0,,0.83,80.50999999999999
2020-12-04,97,83.0,,0.83,80.50999999999999
2020-12-05,82,83.0,,0.83,68.06
2020-12-06,84,83.0,,0.83,69.72
2020-12-07,96,83.0,,0.83,79.67999999999999
2020-12-08,100,83.0,,0.83,83.0
2020-12-09,97,83.0,,0.83,80.50999999999999
2020-12-10,98,83.0,,0.83,81.33999999999999
2020-12-11,97,83.0,,0.83,80.50999999999999
2020-12-12,81,83.0,,0.83,67.22999999999999
2020-12-13,81,83.0,,0.83,67.22999999999999
2020-12-14,94,83.0,,0.83,78.02
2020-12-15,98,83.0,,0.83,81.33999999999999
2020-12-16,98,83.0,,0.83,81.33999999999999
2020-12-17,91,83.0,,0.83,75.53
2020-12-18,93,83.0,,0.83,77.19
2020-12-19,82,83.0,,0.83,68.06
2020-12-20,80,83.0,,0.83,66.39999999999999
2020-12-21,90,83.0,,0.83,74.7
2020-12-22,90,83.0,,0.83,74.7
2020-12-23,80,83.0,,0.83,66.39999999999999
2020-12-24,75,83.0,,0.83,62.25
2020-12-25,74,83.0,,0.83,61.419999999999995
2020-12-26,76,83.0,,0.83,63.08
2020-12-27,78,83.0,,0.83,64.74
2020-12-28,85,83.0,,0.83,70.55
2020-12-29,88,83.0,,0.83,73.03999999999999
2020-12-30,92,83.0,,0.83,76.36
2020-12-31,86,83.0,,0.83,71.38
2021-01-01,80,87.0,False,0.87,69.6
2021-01-02,81,87.0,,0.87,70.47
2021-01-03,80,87.0,,0.87,69.6
2021-01-04,82,87.0,,0.87,71.34
2021-01-05,87,87.0,,0.87,75.69
2021-01-06,91,87.0,,0.87,79.17
2021-01-07,94,87.0,,0.87,81.78
2021-01-08,87,87.0,,0.87,75.69
2021-01-09,79,87.0,,0.87,68.73
2021-01-10,81,87.0,,0.87,70.47
2021-01-11,91,87.0,,0.87,79.17
2021-01-12,90,87.0,,0.87,78.3
2021-01-13,96,87.0,,0.87,83.52
2021-01-14,95,87.0,,0.87,82.65
2021-01-15,90,87.0,,0.87,78.3
2021-01-16,77,87.0,,0.87,66.99
2021-01-17,79,87.0,,0.87,68.73
2021-01-18,87,87.0,,0.87,75.69
2021-01-19,94,87.0,,0.87,81.78
2021-01-20,100,87.0,,0.87,87.0
2021-01-21,92,87.0,,0.87,80.04
2021-01-22,91,87.0,,0.87,79.17
2021-01-23,79,87.0,,0.87,68.73
2021-01-24,82,87.0,,0.87,71.34
2021-01-25,92,87.0,,0.87,80.04
2021-01-26,93,87.0,,0.87,80.91
2021-01-27,90,87.0,,0.87,78.3
2021-01-28,93,87.0,,0.87,80.91
2021-01-29,91,87.0,,0.87,79.17
2021-01-30,81,87.0,,0.87,70.47
2021-01-31,85,87.0,,0.87,73.95
2021-02-01,93,91.0,False,0.91,84.63000000000001
2021-02-02,94,91.0,,0.91,85.54
2021-02-03,95,91.0,,0.91,86.45
2021-02-04,99,91.0,,0.91,90.09
2021-02-05,96,91.0,,0.91,87.36
2021-02-06,84,91.0,,0.91,76.44
2021-02-07,84,91.0,,0.91,76.44
2021-02-08,95,91.0,,0.91,86.45
2021-02-09,99,91.0,,0.91,90.09
2021-02-10,95,91.0,,0.91,86.45
2021-02-11,96,91.0,,0.91,87.36
2021-02-12,93,91.0,,0.91,84.63000000000001
2021-02-13,85,91.0,,0.91,77.35000000000001
2021-02-14,88,91.0,,0.91,80.08
2021-02-15,94,91.0,,0.91,85.54
2021-02-16,94,91.0,,0.91,85.54
2021-02-17,95,91.0,,0.91,86.45
2021-02-18,93,91.0,,0.91,84.63000000000001
2021-02-19,93,91.0,,0.91,84.63000000000001
2021-02-20,86,91.0,,0.91,78.26
2021-02-21,85,91.0,,0.91,77.35000000000001
2021-02-22,98,91.0,,0.91,89.18
2021-02-23,100,91.0,,0.91,91.0
2021-02-24,96,91.0,,0.91,87.36
2021-02-25,97,91.0,,0.91,88.27
2021-02-26,98,91.0,,0.91,89.18
2021-02-27,84,91.0,,0.91,76.44
2021-02-28,86,91.0,,0.91,78.26
2021-03-01,100,89.0,False,0.89,89.0
2021-03-02,98,89.0,,0.89,87.22
2021-03-03,96,89.0,,0.89,85.44
2021-03-04,97,89.0,,0.89,86.33
2021-03-05,94,89.0,,0.89,83.66
2021-03-06,86,89.0,,0.89,76.54
2021-03-07,90,89.0,,0.89,80.1
2021-03-08,96,89.0,,0.89,85.44
2021-03-09,97,89.0,,0.89,86.33
2021-03-10,94,89.0,,0.89,83.66
2021-03-11,96,89.0,,0.89,85.44
2021-03-12,97,89.0,,0.89,86.33
2021-03-13,82,89.0,,0.89,72.98
2021-03-14,84,89.0,,0.89,74.76
2021-03-15,91,89.0,,0.89,80.99
2021-03-16,94,89.0,,0.89,83.66
2021-03-17,90,89.0,,0.89,80.1
2021-03-18,91,89.0,,0.89,80.99
2021-03-19,86,89.0,,0.89,76.54
2021-03-20,76,89.0,,0.89,67.64
2021-03-21,83,89.0,,0.89,73.87
2021-03-22,93,89.0,,0.89,82.77
2021-03-23,88,89.0,,0.89,78.32000000000001
2021-03-24,88,89.0,,0.89,78.32000000000001
2021-03-25,92,89.0,,0.89,81.88
2021-03-26,90,89.0,,0.89,80.1
2021-03-27,79,89.0,,0.89,70.31
2021-03-28,81,89.0,,0.89,72.09
2021-03-29,91,89.0,,0.89,80.99
2021-03-30,91,89.0,,0.89,80.99
2021-03-31,91,89.0,,0.89,80.99
2021-04-01,90,86.0,False,0.86,77.4
2021-04-02,85,86.0,,0.86,73.1
2021-04-03,78,86.0,,0.86,67.08
2021-04-04,80,86.0,,0.86,68.8
2021-04-05,89,86.0,,0.86,76.53999999999999
2021-04-06,94,86.0,,0.86,80.84
2021-04-07,93,86.0,,0.86,79.98
2021-04-08,90,86.0,,0.86,77.4
2021-04-09,90,86.0,,0.86,77.4
2021-04-10,80,86.0,,0.86,68.8
2021-04-11,86,86.0,,0.86,73.96
2021-04-12,94,86.0,,0.86,80.84
2021-04-13,93,86.0,,0.86,79.98
2021-04-14,94,86.0,,0.86,80.84
2021-04-15,94,86.0,,0.86,80.84
2021-04-16,89,86.0,,0.86,76.53999999999999
2021-04-17,83,86.0,,0.86,71.38
2021-04-18,85,86.0,,0.86,73.1
2021-04-19,98,86.0,,0.86,84.28
