date,TWO_unscaled,TWO_monthly,isPartial,scale,TWO
2019-08-25,80,68.0,,0.68,54.400000000000006
2019-08-26,91,68.0,,0.68,61.88
2019-08-27,98,68.0,,0.68,66.64
2019-08-28,100,68.0,,0.68,68.0
2019-08-29,99,68.0,,0.68,67.32000000000001
2019-08-30,92,68.0,,0.68,62.56
2019-08-31,77,68.0,,0.68,52.36000000000001
2019-09-01,63,89.0,False,0.89,56.07
2019-09-02,71,89.0,,0.89,63.19
2019-09-03,79,89.0,,0.89,70.31
2019-09-04,86,89.0,,0.89,76.54
2019-09-05,87,89.0,,0.89,77.43
2019-09-06,83,89.0,,0.89,73.87
2019-09-07,76,89.0,,0.89,67.64
2019-09-08,83,89.0,,0.89,73.87
2019-09-09,92,89.0,,0.89,81.88
2019-09-10,92,89.0,,0.89,81.88
2019-09-11,90,89.0,,0.89,80.1
2019-09-12,91,89.0,,0.89,80.99
2019-09-13,90,89.0,,0.89,80.1
2019-09-14,74,89.0,,0.89,65.86
2019-09-15,82,89.0,,0.89,72.98
2019-09-16,91,89.0,,0.89,80.99
2019-09-17,94,89.0,,0.89,83.66
2019-09-18,92,89.0,,0.89,81.88
2019-09-19,92,89.0,,0.89,81.88
2019-09-20,88,89.0,,0.89,78.32000000000001
2019-09-21,86,89.0,,0.89,76.54
2019-09-22,90,89.0,,0.89,80.1
2019-09-23,96,89.0,,0.89,85.44
2019-09-24,100,89.0,,0.89,89.0
2019-09-25,100,89.0,,0.89,89.0
2019-09-26,97,89.0,,0.89,86.33
2019-09-27,94,89.0,,0.89,83.66
2019-09-28,79,89.0,,0.89,70.31
2019-09-29,83,89.0,,0.89,73.87
2019-09-30,95,89.0,,0.89,84.55
2019-10-01,98,87.0,False,0.87,85.26
2019-10-02,98,87.0,,0.87,85.26
2019-10-03,98,87.0,,0.87,85.26
2019-10-04,92,87.0,,0.87,80.04
2019-10-05,76,87.0,,0.87,66.12
2019-10-06,82,87.0,,0.87,71.34
2019-10-07,99,87.0,,0.87,86.13
2019-10-08,100,87.0,,0.87,87.0
2019-10-09,99,87.0,,0.87,86.13
2019-10-10,98,87.0,,0.87,85.26
2019-10-11,91,87.0,,0.87,79.17
2019-10-12,77,87.0,,0.87,66.99
2019-10-13,80,87.0,,0.87,69.6
2019-10-14,91,87.0,,0.87,79.17
2019-10-15,94,87.0,,0.87,81.78
2019-10-16,93,87.0,,0.87,80.91
2019-10-17,98,87.0,,0.87,85.26
2019-10-18,88,87.0,,0.87,76.56
2019-10-19,71,87.0,,0.87,61.77
2019-10-20,77,87.0,,0.87,66.99
2019-10-21,94,87.0,,0.87,81.78
2019-10-22,96,87.0,,0.87,83.52
2019-10-23,98,87.0,,0.87,85.26
2019-10-24,95,87.0,,0.87,82.65
2019-10-25,87,87.0,,0.87,75.69
2019-10-26,72,87.0,,0.87,62.64
2019-10-27,74,87.0,,0.87,64.38
2019-10-28,99,87.0,,0.87,86.13
2019-10-29,96,87.0,,0.87,83.52
2019-10-30,94,87.0,,0.87,81.78
2019-10-31,91,87.0,,0.87,79.17
2019-11-01,86,78.0,False,0.78,67.08
2019-11-02,72,78.0,,0.78,56.160000000000004
2019-11-03,77,78.0,,0.78,60.06
2019-11-04,98,78.0,,0.78,76.44
2019-11-05,98,78.0,,0.78,76.44
2019-11-06,98,78.0,,0.78,76.44
2019-11-07,97,78.0,,0.78,75.66
2019-11-08,91,78.0,,0.78,70.98
2019-11-09,70,78.0,,0.78,54.6
2019-11-10,75,78.0,,0.78,58.5
2019-11-11,88,78.0,,0.78,68.64
2019-11-12,93,78.0,,0.78,72.54
2019-11-13,97,78.0,,0.78,75.66
2019-11-14,96,78.0,,0.78,74.88
2019-11-15,92,78.0,,0.78,71.76
2019-11-16,72,78.0,,0.78,56.160000000000004
2019-11-17,77,78.0,,0.78,60.06
2019-11-18,99,78.0,,0.78,77.22
2019-11-19,100,78.0,,0.78,78.0
2019-11-20,97,78.0,,0.78,75.66
2019-11-21,95,78.0,,0.78,74.10000000000001
2019-11-22,93,78.0,,0.78,72.54
2019-11-23,72,78.0,,0.78,56.160000000000004
2019-11-24,75,78.0,,0.78,58.5
2019-11-25,86,78.0,,0.78,67.08
2019-11-26,87,78.0,,0.78,67.86
2019-11-27,72,78.0,,0.78,56.160000000000004
2019-11-28,61,78.0,,0.78,47.58
2019-11-29,64,78.0,,0.78,49.92
2019-11-30,69,78.0,,0.78,53.82
2019-12-01,73,77.0,False,0.77,56.21
2019-12-02,91,77.0,,0.77,70.07000000000001
2019-12-03,96,77.0,,0.77,73.92
2019-12-04,98,77.0,,0.77,75.46000000000001
2019-12-05,97,77.0,,0.77,74.69
2019-12-06,93,77.0,,0.77,71.61
2019-12-07,74,77.0,,0.77,56.980000000000004
2019-12-08,74,77.0,,0.77,56.980000000000004
2019-12-09,96,77.0,,0.77,73.92
2019-12-10,99,77.0,,0.77,76.23
2019-12-11,99,77.0,,0.77,76.23
2019-12-12,100,77.0,,0.77,77.0
2019-12-13,93,77.0,,0.77,71.61
2019-12-14,71,77.0,,0.77,54.67
2019-12-15,76,77.0,,0.77,58.52
2019-12-16,91,77.0,,0.77,70.07000000000001
2019-12-17,91,77.0,,0.77,70.07000000000001
2019-12-18,88,77.0,,0.77,67.76
2019-12-19,90,77.0,,0.77,69.3
2019-12-20,83,77.0,,0.77,63.910000000000004
2019-12-21,75,77.0,,0.77,57.75
2019-12-22,73,77.0,,0.77,56.21
2019-12-23,71,77.0,,0.77,54.67
2019-12-24,64,77.0,,0.77,49.28
2019-12-25,65,77.0,,0.77,50.050000000000004
2019-12-26,75,77.0,,0.77,57.75
2019-12-27,71,77.0,,0.77,54.67
2019-12-28,73,77.0,,0.77,56.21
2019-12-29,71,77.0,,0.77,54.67
2019-12-30,72,77.0,,0.77,55.44
2019-12-31,70,77.0,,0.77,53.9
2020-01-01,63,78.0,False,0.78,49.14
2020-01-02,69,78.0,,0.78,53.82
2020-01-03,70,78.0,,0.78,54.6
2020-01-04,66,78.0,,0.78,51.480000000000004
2020-01-05,70,78.0,,0.78,54.6
2020-01-06,78,78.0,,0.78,60.84
2020-01-07,85,78.0,,0.78,66.3
2020-01-08,85,78.0,,0.78,66.3
2020-01-09,87,78.0,,0.78,67.86
2020-01-10,82,78.0,,0.78,63.96
2020-01-11,68,78.0,,0.78,53.04
2020-01-12,73,78.0,,0.78,56.940000000000005
2020-01-13,89,78.0,,0.78,69.42
2020-01-14,87,78.0,,0.78,67.86
2020-01-15,92,78.0,,0.78,71.76
2020-01-16,89,78.0,,0.78,69.42
2020-01-17,85,78.0,,0.78,66.3
2020-01-18,72,78.0,,0.78,56.160000000000004
2020-01-19,73,78.0,,0.78,56.940000000000005
2020-01-20,79,78.0,,0.78,61.620000000000005
2020-01-21,89,78.0,,0.78,69.42
2020-01-22,93,78.0,,0.78,72.54
2020-01-23,96,78.0,,0.78,74.88
2020-01-24,87,78.0,,0.78,67.86
2020-01-25,73,78.0,,0.78,56.940000000000005
2020-01-26,75,78.0,,0.78,58.5
2020-01-27,92,78.0,,0.78,71.76
2020-01-28,100,78.0,,0.78,78.0
2020-01-29,96,78.0,,0.78,74.88
2020-01-30,95,78.0,,0.78,74.10000000000001
2020-01-31,90,78.0,,0.78,70.2
2020-02-01,72,86.0,False,0.86,61.92
2020-02-02,74,86.0,,0.86,63.64
2020-02-03,88,86.0,,0.86,75.67999999999999
2020-02-04,95,86.0,,0.86,81.7
2020-02-05,94,86.0,,0.86,80.84
2020-02-06,96,86.0,,0.86,82.56
2020-02-07,90,86.0,,0.86,77.4
2020-02-08,71,86.0,,0.86,61.06
2020-02-09,79,86.0,,0.86,67.94
2020-02-10,95,86.0,,0.86,81.7
2020-02-11,99,86.0,,0.86,85.14
2020-02-12,99,86.0,,0.86,85.14
2020-02-13,93,86.0,,0.86,79.98
2020-02-14,87,86.0,,0.86,74.82
2020-02-15,71,86.0,,0.86,61.06
2020-02-16,78,86.0,,0.86,67.08
2020-02-17,88,86.0,,0.86,75.67999999999999
2020-02-18,91,86.0,,0.86,78.26
2020-02-19,94,86.0,,0.86,80.84
2020-02-20,96,86.0,,0.86,82.56
2020-02-21,89,86.0,,0.86,76.53999999999999
2020-02-22,75,86.0,,0.86,64.5
2020-02-23,80,86.0,,0.86,68.8
2020-02-24,97,86.0,,0.86,83.42
2020-02-25,100,86.0,,0.86,86.0
2020-02-26,93,86.0,,0.86,79.98
2020-02-27,94,86.0,,0.86,80.84
2020-02-28,91,86.0,,0.86,78.26
2020-02-29,76,86.0,,0.86,65.36
2020-03-01,78,82.0,False,0.82,63.959999999999994
2020-03-02,93,82.0,,0.82,76.25999999999999
2020-03-03,94,82.0,,0.82,77.08
2020-03-04,88,82.0,,0.82,72.16
2020-03-05,91,82.0,,0.82,74.61999999999999
2020-03-06,87,82.0,,0.82,71.33999999999999
2020-03-07,69,82.0,,0.82,56.58
2020-03-08,72,82.0,,0.82,59.04
2020-03-09,87,82.0,,0.82,71.33999999999999
2020-03-10,87,82.0,,0.82,71.33999999999999
2020-03-11,84,82.0,,0.82,68.88
2020-03-12,76,82.0,,0.82,62.31999999999999
2020-03-13,70,82.0,,0.82,57.4
2020-03-14,66,82.0,,0.82,54.12
2020-03-15,68,82.0,,0.82,55.76
2020-03-16,76,82.0,,0.82,62.31999999999999
2020-03-17,79,82.0,,0.82,64.78
2020-03-18,81,82.0,,0.82,66.42
2020-03-19,85,82.0,,0.82,69.7
2020-03-20,80,82.0,,0.82,65.6
2020-03-21,73,82.0,,0.82,59.86
2020-03-22,77,82.0,,0.82,63.13999999999999
2020-03-23,89,82.0,,0.82,72.97999999999999
2020-03-24,92,82.0,,0.82,75.44
2020-03-25,91,82.0,,0.82,74.61999999999999
2020-03-26,89,82.0,,0.82,72.97999999999999
2020-03-27,92,82.0,,0.82,75.44
2020-03-28,78,82.0,,0.82,63.959999999999994
2020-03-29,82,82.0,,0.82,67.24
2020-03-30,92,82.0,,0.82,75.44
2020-03-31,100,82.0,,0.82,82.0
2020-04-01,90,97.0,False,0.97,87.3
2020-04-02,91,97.0,,0.97,88.27
2020-04-03,89,97.0,,0.97,86.33
2020-04-04,77,97.0,,0.97,74.69
2020-04-05,78,97.0,,0.97,75.66
2020-04-06,89,97.0,,0.97,86.33
2020-04-07,93,97.0,,0.97,90.21
2020-04-08,90,97.0,,0.97,87.3
2020-04-09,91,97.0,,0.97,88.27
2020-04-10,82,97.0,,0.97,79.53999999999999
2020-04-11,74,97.0,,0.97,71.78
2020-04-12,74,97.0,,0.97,71.78
2020-04-13,84,97.0,,0.97,81.48
2020-04-14,94,97.0,,0.97,91.17999999999999
2020-04-15,90,97.0,,0.97,87.3
2020-04-16,95,97.0,,0.97,92.14999999999999
2020-04-17,88,97.0,,0.97,85.36
2020-04-18,77,97.0,,0.97,74.69
2020-04-19,80,97.0,,0.97,77.6
2020-04-20,94,97.0,,0.97,91.17999999999999
2020-04-21,98,97.0,,0.97,95.06
2020-04-22,100,97.0,,0.97,97.0
2020-04-23,100,97.0,,0.97,97.0
2020-04-24,94,97.0,,0.97,91.17999999999999
2020-04-25,75,97.0,,0.97,72.75
2020-04-26,77,97.0,,0.97,74.69
2020-04-27,97,97.0,,0.97,94.09
2020-04-28,96,97.0,,0.97,93.12
2020-04-29,97,97.0,,0.97,94.09
2020-04-30,99,97.0,,0.97,96.03
2020-05-01,95,93.0,False,0.93,88.35000000000001
2020-05-02,80,93.0,,0.93,74.4
2020-05-03,83,93.0,,0.93,77.19
2020-05-04,100,93.0,,0.93,93.0
2020-05-05,99,93.0,,0.93,92.07000000000001
2020-05-06,100,93.0,,0.93,93.0
2020-05-07,96,93.0,,0.93,89.28
2020-05-08,92,93.0,,0.93,85.56
2020-05-09,80,93.0,,0.93,74.4
2020-05-10,73,93.0,,0.93,67.89
2020-05-11,94,93.0,,0.93,87.42
2020-05-12,93,93.0,,0.93,86.49000000000001
2020-05-13,92,93.0,,0.93,85.56
2020-05-14,93,93.0,,0.93,86.49000000000001
2020-05-15,87,93.0,,0.93,80.91000000000001
2020-05-16,74,93.0,,0.93,68.82000000000001
2020-05-17,75,93.0,,0.93,69.75
2020-05-18,87,93.0,,0.93,80.91000000000001
2020-05-19,89,93.0,,0.93,82.77000000000001
2020-05-20,86,93.0,,0.93,79.98
2020-05-21,86,93.0,,0.93,79.98
2020-05-22,82,93.0,,0.93,76.26
2020-05-23,69,93.0,,0.93,64.17
2020-05-24,74,93.0,,0.93,68.82000000000001
2020-05-25,74,93.0,,0.93,68.82000000000001
2020-05-26,83,93.0,,0.93,77.19
2020-05-27,81,93.0,,0.93,75.33
2020-05-28,79,93.0,,0.93,73.47
2020-05-29,79,93.0,,0.93,73.47
2020-05-30,69,93.0,,0.93,64.17
2020-05-31,67,93.0,,0.93,62.31
2020-06-01,97,76.0,False,0.76,73.72
2020-06-02,98,76.0,,0.76,74.48
2020-06-03,97,76.0,,0.76,73.72
2020-06-04,97,76.0,,0.76,73.72
2020-06-05,98,76.0,,0.76,74.48
2020-06-06,90,76.0,,0.76,68.4
2020-06-07,94,76.0,,0.76,71.44
2020-06-08,94,76.0,,0.76,71.44
2020-06-09,100,76.0,,0.76,76.0
2020-06-10,100,76.0,,0.76,76.0
2020-06-11,98,76.0,,0.76,74.48
2020-06-12,94,76.0,,0.76,71.44
2020-06-13,91,76.0,,0.76,69.16
2020-06-14,93,76.0,,0.76,70.68
2020-06-15,95,76.0,,0.76,72.2
2020-06-16,97,76.0,,0.76,73.72
2020-06-17,97,76.0,,0.76,73.72
2020-06-18,97,76.0,,0.76,73.72
2020-06-19,94,76.0,,0.76,71.44
2020-06-20,89,76.0,,0.76,67.64
2020-06-21,89,76.0,,0.76,67.64
2020-06-22,92,76.0,,0.76,69.92
2020-06-23,94,76.0,,0.76,71.44
2020-06-24,93,76.0,,0.76,70.68
2020-06-25,92,76.0,,0.76,69.92
2020-06-26,92,76.0,,0.76,69.92
2020-06-27,91,76.0,,0.76,69.16
2020-06-28,93,76.0,,0.76,70.68
2020-06-29,93,76.0,,0.76,70.68
2020-06-30,92,76.0,,0.76,69.92
2020-07-01,99,72.0,False,0.72,71.28
2020-07-02,95,72.0,,0.72,68.39999999999999
2020-07-03,92,72.0,,0.72,66.24
2020-07-04,87,72.0,,0.72,62.64
2020-07-05,91,72.0,,0.72,65.52
2020-07-06,94,72.0,,0.72,67.67999999999999
2020-07-07,100,72.0,,0.72,72.0
2020-07-08,98,72.0,,0.72,70.56
2020-07-09,96,72.0,,0.72,69.12
2020-07-10,95,72.0,,0.72,68.39999999999999
2020-07-11,92,72.0,,0.72,66.24
2020-07-12,95,72.0,,0.72,68.39999999999999
2020-07-13,97,72.0,,0.72,69.84
2020-07-14,94,72.0,,0.72,67.67999999999999
2020-07-15,95,72.0,,0.72,68.39999999999999
2020-07-16,100,72.0,,0.72,72.0
2020-07-17,96,72.0,,0.72,69.12
2020-07-18,96,72.0,,0.72,69.12
2020-07-19,97,72.0,,0.72,69.84
2020-07-20,100,72.0,,0.72,72.0
2020-07-21,96,72.0,,0.72,69.12
2020-07-22,98,72.0,,0.72,70.56
2020-07-23,97,72.0,,0.72,69.84
2020-07-24,99,72.0,,0.72,71.28
2020-07-25,95,72.0,,0.72,68.39999999999999
2020-07-26,96,72.0,,0.72,69.12
2020-07-27,98,72.0,,0.72,70.56
2020-07-28,99,72.0,,0.72,71.28
2020-07-29,97,72.0,,0.72,69.84
2020-07-30,95,72.0,,0.72,68.39999999999999
2020-07-31,92,72.0,,0.72,66.24
2020-08-01,71,79.0,False,0.79,56.09
2020-08-02,73,79.0,,0.79,57.67
2020-08-03,72,79.0,,0.79,56.88
2020-08-04,71,79.0,,0.79,56.09
2020-08-05,72,79.0,,0.79,56.88
2020-08-06,73,79.0,,0.79,57.67
2020-08-07,73,79.0,,0.79,57.67
2020-08-08,68,79.0,,0.79,53.72
2020-08-09,68,79.0,,0.79,53.72
2020-08-10,73,79.0,,0.79,57.67
2020-08-11,73,79.0,,0.79,57.67
2020-08-12,71,79.0,,0.79,56.09
2020-08-13,72,79.0,,0.79,56.88
2020-08-14,71,79.0,,0.79,56.09
2020-08-15,67,79.0,,0.79,52.93
2020-08-16,69,79.0,,0.79,54.510000000000005
2020-08-17,78,79.0,,0.79,61.620000000000005
2020-08-18,76,79.0,,0.79,60.040000000000006
2020-08-19,79,79.0,,0.79,62.410000000000004
2020-08-20,81,79.0,,0.79,63.99
2020-08-21,85,79.0,,0.79,67.15
2020-08-22,80,79.0,,0.79,63.2
2020-08-23,78,79.0,,0.79,61.620000000000005
2020-08-24,87,79.0,,0.79,68.73
2020-08-25,90,79.0,,0.79,71.10000000000001
2020-08-26,96,79.0,,0.79,75.84
2020-08-27,100,79.0,,0.79,79.0
2020-08-28,94,79.0,,0.79,74.26
2020-08-29,77,79.0,,0.79,60.830000000000005
2020-08-30,80,79.0,,0.79,63.2
2020-08-31,96,79.0,,0.79,75.84
2020-09-01,82,100.0,False,1.0,82.0
2020-09-02,85,100.0,,1.0,85.0
2020-09-03,84,100.0,,1.0,84.0
2020-09-04,83,100.0,,1.0,83.0
2020-09-05,63,100.0,,1.0,63.0
2020-09-06,65,100.0,,1.0,65.0
2020-09-07,68,100.0,,1.0,68.0
2020-09-08,84,100.0,,1.0,84.0
2020-09-09,91,100.0,,1.0,91.0
2020-09-10,90,100.0,,1.0,90.0
2020-09-11,88,100.0,,1.0,88.0
2020-09-12,69,100.0,,1.0,69.0
2020-09-13,74,100.0,,1.0,74.0
2020-09-14,95,100.0,,1.0,95.0
2020-09-15,100,100.0,,1.0,100.0
2020-09-16,97,100.0,,1.0,97.0
2020-09-17,97,100.0,,1.0,97.0
2020-09-18,96,100.0,,1.0,96.0
2020-09-19,68,100.0,,1.0,68.0
2020-09-20,69,100.0,,1.0,69.0
2020-09-21,98,100.0,,1.0,98.0
2020-09-22,99,100.0,,1.0,99.0
2020-09-23,100,100.0,,1.0,100.0
2020-09-24,99,100.0,,1.0,99.0
2020-09-25,93,100.0,,1.0,93.0
2020-09-26,65,100.0,,1.0,65.0
2020-09-27,68,100.0,,1.0,68.0
2020-09-28,88,100.0,,1.0,88.0
2020-09-29,94,100.0,,1.0,94.0
2020-09-30,95,100.0,,1.0,95.0
2020-10-01,100,94.0,False,0.94,94.0
2020-10-02,93,94.0,,0.94,87.42
2020-10-03,66,94.0,,0.94,62.04
2020-10-04,69,94.0,,0.94,64.86
2020-10-05,97,94.0,,0.94,91.17999999999999
2020-10-06,95,94.0,,0.94,89.3
2020-10-07,96,94.0,,0.94,90.24
2020-10-08,95,94.0,,0.94,89.3
2020-10-09,83,94.0,,0.94,78.02
2020-10-10,63,94.0,,0.94,59.22
2020-10-11,67,94.0,,0.94,62.98
2020-10-12,79,94.0,,0.94,74.25999999999999
2020-10-13,88,94.0,,0.94,82.72
2020-10-14,91,94.0,,0.94,85.53999999999999
2020-10-15,87,94.0,,0.94,81.78
2020-10-16,86,94.0,,0.94,80.83999999999999
2020-10-17,65,94.0,,0.94,61.099999999999994
2020-10-18,70,94.0,,0.94,65.8
2020-10-19,88,94.0,,0.94,82.72
2020-10-20,88,94.0,,0.94,82.72
2020-10-21,89,94.0,,0.94,83.66
2020-10-22,87,94.0,,0.94,81.78
2020-10-23,85,94.0,,0.94,79.89999999999999
2020-10-24,63,94.0,,0.94,59.22
2020-10-25,66,94.0,,0.94,62.04
2020-10-26,85,94.0,,0.94,79.89999999999999
2020-10-27,88,94.0,,0.94,82.72
2020-10-28,83,94.0,,0.94,78.02
2020-10-29,83,94.0,,0.94,78.02
2020-10-30,84,94.0,,0.94,78.96
2020-10-31,62,94.0,,0.94,58.279999999999994
2020-11-01,78,84.0,False,0.84,65.52
2020-11-02,100,84.0,,0.84,84.0
2020-11-03,91,84.0,,0.84,76.44
2020-11-04,60,84.0,,0.84,50.4
2020-11-05,75,84.0,,0.84,63.0
2020-11-06,79,84.0,,0.84,66.36
2020-11-07,64,84.0,,0.84,53.76
2020-11-08,75,84.0,,0.84,63.0
2020-11-09,97,84.0,,0.84,81.48
2020-11-10,100,84.0,,0.84,84.0
2020-11-11,88,84.0,,0.84,73.92
2020-11-12,91,84.0,,0.84,76.44
2020-11-13,98,84.0,,0.84,82.32
2020-11-14,74,84.0,,0.84,62.16
2020-11-15,78,84.0,,0.84,65.52
2020-11-16,96,84.0,,0.84,80.64
2020-11-17,98,84.0,,0.84,82.32
2020-11-18,100,84.0,,0.84,84.0
2020-11-19,99,84.0,,0.84,83.16
2020-11-20,99,84.0,,0.84,83.16
2020-11-21,75,84.0,,0.84,63.0
2020-11-22,76,84.0,,0.84,63.839999999999996
2020-11-23,90,84.0,,0.84,75.6
2020-11-24,91,84.0,,0.84,76.44
2020-11-25,78,84.0,,0.84,65.52
2020-11-26,62,84.0,,0.84,52.08
2020-11-27,65,84.0,,0.84,54.6
2020-11-28,68,84.0,,0.84,57.12
2020-11-29,74,84.0,,0.84,62.16
2020-11-30,92,84.0,,0.84,77.28
2020-12-01,94,80.0,False,0.8,75.2
2020-12-02,97,80.0,,0.8,77.60000000000001
2020-12-03,100,80.0,,0.8,80.0
2020-12-04,100,80.0,,0.8,80.0
2020-12-05,76,80.0,,0.8,60.800000000000004
2020-12-06,73,80.0,,0.8,58.400000000000006
2020-12-07,98,80.0,,0.8,78.4
2020-12-08,99,80.0,,0.8,79.2
2020-12-09,97,80.0,,0.8,77.60000000000001
2020-12-10,96,80.0,,0.8,76.80000000000001
2020-12-11,96,80.0,,0.8,76.80000000000001
2020-12-12,71,80.0,,0.8,56.800000000000004
2020-12-13,73,80.0,,0.8,58.400000000000006
2020-12-14,92,80.0,,0.8,73.60000000000001
2020-12-15,95,80.0,,0.8,76.0
2020-12-16,96,80.0,,0.8,76.80000000000001
2020-12-17,94,80.0,,0.8,75.2
2020-12-18,86,80.0,,0.8,68.8
2020-12-19,63,80.0,,0.8,50.400000000000006
2020-12-20,66,80.0,,0.8,52.800000000000004
2020-12-21,70,80.0,,0.8,56.0
2020-12-22,71,80.0,,0.8,56.800000000000004
2020-12-23,64,80.0,,0.8,51.2
2020-12-24,54,80.0,,0.8,43.2
2020-12-25,57,80.0,,0.8,45.6
2020-12-26,64,80.0,,0.8,51.2
2020-12-27,65,80.0,,0.8,52.0
2020-12-28,64,80.0,,0.8,51.2
2020-12-29,66,80.0,,0.8,52.800000000000004
2020-12-30,63,80.0,,0.8,50.400000000000006
2020-12-31,64,80.0,,0.8,51.2
2021-01-01,67,84.0,False,0.84,56.28
2021-01-02,68,84.0,,0.84,57.12
2021-01-03,69,84.0,,0.84,57.96
2021-01-04,74,84.0,,0.84,62.16
2021-01-05,83,84.0,,0.84,69.72
2021-01-06,82,84.0,,0.84,68.88
2021-01-07,85,84.0,,0.84,71.39999999999999
2021-01-08,88,84.0,,0.84,73.92
2021-01-09,68,84.0,,0.84,57.12
2021-01-10,69,84.0,,0.84,57.96
2021-01-11,86,84.0,,0.84,72.24
2021-01-12,90,84.0,,0.84,75.6
2021-01-13,92,84.0,,0.84,77.28
2021-01-14,97,84.0,,0.84,81.48
2021-01-15,95,84.0,,0.84,79.8
2021-01-16,72,84.0,,0.84,60.48
2021-01-17,74,84.0,,0.84,62.16
2021-01-18,77,84.0,,0.84,64.67999999999999
2021-01-19,92,84.0,,0.84,77.28
2021-01-20,93,84.0,,0.84,78.11999999999999
2021-01-21,93,84.0,,0.84,78.11999999999999
2021-01-22,97,84.0,,0.84,81.48
2021-01-23,78,84.0,,0.84,65.52
2021-01-24,78,84.0,,0.84,65.52
2021-01-25,96,84.0,,0.84,80.64
2021-01-26,100,84.0,,0.84,84.0
2021-01-27,98,84.0,,0.84,82.32
2021-01-28,98,84.0,,0.84,82.32
2021-01-29,97,84.0,,0.84,81.48
2021-01-30,79,84.0,,0.84,66.36
2021-01-31,83,84.0,,0.84,69.72
2021-02-01,90,91.0,False,0.91,81.9
2021-02-02,90,91.0,,0.91,81.9
2021-02-03,95,91.0,,0.91,86.45
2021-02-04,99,91.0,,0.91,90.09
2021-02-05,95,91.0,,0.91,86.45
2021-02-06,76,91.0,,0.91,69.16
2021-02-07,73,91.0,,0.91,66.43
2021-02-08,91,91.0,,0.91,82.81
2021-02-09,94,91.0,,0.91,85.54
2021-02-10,96,91.0,,0.91,87.36
2021-02-11,95,91.0,,0.91,86.45
2021-02-12,87,91.0,,0.91,79.17
2021-02-13,75,91.0,,0.91,68.25
2021-02-14,76,91.0,,0.91,69.16
2021-02-15,82,91.0,,0.91,74.62
2021-02-16,88,91.0,,0.91,80.08
2021-02-17,87,91.0,,0.91,79.17
2021-02-18,89,91.0,,0.91,80.99000000000001
2021-02-19,90,91.0,,0.91,81.9
2021-02-20,73,91.0,,0.91,66.43
2021-02-21,77,91.0,,0.91,70.07000000000001
2021-02-22,95,91.0,,0.91,86.45
2021-02-23,99,91.0,,0.91,90.09
2021-02-24,94,91.0,,0.91,85.54
2021-02-25,100,91.0,,0.91,91.0
2021-02-26,94,91.0,,0.91,85.54
2021-02-27,76,91.0,,0.91,69.16
2021-02-28,78,91.0,,0.91,70.98
2021-03-01,100,90.0,False,0.9,90.0
2021-03-02,99,90.0,,0.9,89.10000000000001
2021-03-03,98,90.0,,0.9,88.2
2021-03-04,100,90.0,,0.9,90.0
2021-03-05,98,90.0,,0.9,88.2
2021-03-06,78,90.0,,0.9,70.2
2021-03-07,81,90.0,,0.9,72.9
2021-03-08,95,90.0,,0.9,85.5
2021-03-09,98,90.0,,0.9,88.2
2021-03-10,93,90.0,,0.9,83.7
2021-03-11,94,90.0,,0.9,84.60000000000001
2021-03-12,95,90.0,,0.9,85.5
2021-03-13,73,90.0,,0.9,65.7
2021-03-14,78,90.0,,0.9,70.2
2021-03-15,89,90.0,,0.9,80.10000000000001
2021-03-16,96,90.0,,0.9,86.4
2021-03-17,87,90.0,,0.9,78.3
2021-03-18,89,90.0,,0.9,80.10000000000001
2021-03-19,90,90.0,,0.9,81.0
2021-03-20,70,90.0,,0.9,63.0
2021-03-21,72,90.0,,0.9,64.8
2021-03-22,91,90.0,,0.9,81.9
2021-03-23,95,90.0,,0.9,85.5
2021-03-24,94,90.0,,0.9,84.60000000000001
2021-03-25,95,90.0,,0.9,85.5
2021-03-26,94,90.0,,0.9,84.60000000000001
2021-03-27,78,90.0,,0.9,70.2
2021-03-28,80,90.0,,0.9,72.0
2021-03-29,91,90.0,,0.9,81.9
2021-03-30,94,90.0,,0.9,84.60000000000001
2021-03-31,87,90.0,,0.9,78.3
2021-04-01,81,89.0,False,0.89,72.09
2021-04-02,74,89.0,,0.89,65.86
2021-04-03,67,89.0,,0.89,59.63
2021-04-04,69,89.0,,0.89,61.410000000000004
2021-04-05,82,89.0,,0.89,72.98
2021-04-06,84,89.0,,0.89,74.76
2021-04-07,86,89.0,,0.89,76.54
2021-04-08,86,89.0,,0.89,76.54
2021-04-09,84,89.0,,0.89,74.76
2021-04-10,73,89.0,,0.89,64.97
2021-04-11,75,89.0,,0.89,66.75
2021-04-12,88,89.0,,0.89,78.32000000000001
2021-04-13,88,89.0,,0.89,78.32000000000001
2021-04-14,89,89.0,,0.89,79.21000000000001
2021-04-15,90,89.0,,0.89,80.1
2021-04-16,89,89.0,,0.89,79.21000000000001
2021-04-17,70,89.0,,0.89,62.300000000000004
2021-04-18,71,89.0,,0.89,63.19
2021-04-19,89,89.0,,0.89,79.21000000000001
2021-04-20,84,89.0,,0.89,74.76
2021-04-21,87,89.0,,0.89,77.43
2021-04-22,91,89.0,,0.89,80.99
2021-04-23,87,89.0,,0.89,77.43
2021-04-24,68,89.0,,0.89,60.52
2021-04-25,75,89.0,,0.89,66.75
2021-04-26,100,89.0,,0.89,89.0
2021-04-27,90,89.0,,0.89,80.1
2021-04-28,88,89.0,,0.89,78.32000000000001
