date,DIS_unscaled,DIS_monthly,isPartial,scale,DIS
2019-08-30,67,58.0,,0.58,38.86
2019-08-31,48,58.0,,0.58,27.839999999999996
2019-09-01,80,54.0,False,0.54,43.2
2019-09-02,85,54.0,,0.54,45.900000000000006
2019-09-03,85,54.0,,0.54,45.900000000000006
2019-09-04,86,54.0,,0.54,46.440000000000005
2019-09-05,85,54.0,,0.54,45.900000000000006
2019-09-06,88,54.0,,0.54,47.52
2019-09-07,70,54.0,,0.54,37.800000000000004
2019-09-08,66,54.0,,0.54,35.64
2019-09-09,76,54.0,,0.54,41.040000000000006
2019-09-10,82,54.0,,0.54,44.28
2019-09-11,90,54.0,,0.54,48.6
2019-09-12,92,54.0,,0.54,49.68000000000001
2019-09-13,87,54.0,,0.54,46.980000000000004
2019-09-14,67,54.0,,0.54,36.18
2019-09-15,78,54.0,,0.54,42.120000000000005
2019-09-16,100,54.0,,0.54,54.0
2019-09-17,85,54.0,,0.54,45.900000000000006
2019-09-18,77,54.0,,0.54,41.580000000000005
2019-09-19,84,54.0,,0.54,45.36
2019-09-20,85,54.0,,0.54,45.900000000000006
2019-09-21,69,54.0,,0.54,37.260000000000005
2019-09-22,69,54.0,,0.54,37.260000000000005
2019-09-23,94,54.0,,0.54,50.760000000000005
2019-09-24,92,54.0,,0.54,49.68000000000001
2019-09-25,88,54.0,,0.54,47.52
2019-09-26,96,54.0,,0.54,51.84
2019-09-27,89,54.0,,0.54,48.06
2019-09-28,70,54.0,,0.54,37.800000000000004
2019-09-29,79,54.0,,0.54,42.660000000000004
2019-09-30,91,54.0,,0.54,49.14
2019-10-01,90,53.0,False,0.53,47.7
2019-10-02,92,53.0,,0.53,48.760000000000005
2019-10-03,86,53.0,,0.53,45.580000000000005
2019-10-04,100,53.0,,0.53,53.0
2019-10-05,71,53.0,,0.53,37.63
2019-10-06,69,53.0,,0.53,36.57
2019-10-07,80,53.0,,0.53,42.400000000000006
2019-10-08,87,53.0,,0.53,46.11
2019-10-09,100,53.0,,0.53,53.0
2019-10-10,87,53.0,,0.53,46.11
2019-10-11,81,53.0,,0.53,42.93
2019-10-12,72,53.0,,0.53,38.160000000000004
2019-10-13,74,53.0,,0.53,39.22
2019-10-14,81,53.0,,0.53,42.93
2019-10-15,95,53.0,,0.53,50.35
2019-10-16,77,53.0,,0.53,40.81
2019-10-17,92,53.0,,0.53,48.760000000000005
2019-10-18,92,53.0,,0.53,48.760000000000005
2019-10-19,66,53.0,,0.53,34.980000000000004
2019-10-20,83,53.0,,0.53,43.99
2019-10-21,88,53.0,,0.53,46.64
2019-10-22,85,53.0,,0.53,45.050000000000004
2019-10-23,99,53.0,,0.53,52.470000000000006
2019-10-24,93,53.0,,0.53,49.29
2019-10-25,77,53.0,,0.53,40.81
2019-10-26,75,53.0,,0.53,39.75
2019-10-27,78,53.0,,0.53,41.34
2019-10-28,86,53.0,,0.53,45.580000000000005
2019-10-29,90,53.0,,0.53,47.7
2019-10-30,87,53.0,,0.53,46.11
2019-10-31,88,53.0,,0.53,46.64
2019-11-01,43,69.0,False,0.69,29.669999999999998
2019-11-02,47,69.0,,0.69,32.43
2019-11-03,38,69.0,,0.69,26.22
2019-11-04,52,69.0,,0.69,35.879999999999995
2019-11-05,52,69.0,,0.69,35.879999999999995
2019-11-06,57,69.0,,0.69,39.33
2019-11-07,85,69.0,,0.69,58.65
2019-11-08,83,69.0,,0.69,57.269999999999996
2019-11-09,47,69.0,,0.69,32.43
2019-11-10,44,69.0,,0.69,30.36
2019-11-11,53,69.0,,0.69,36.57
2019-11-12,79,69.0,,0.69,54.51
2019-11-13,100,69.0,,0.69,69.0
2019-11-14,94,69.0,,0.69,64.86
2019-11-15,64,69.0,,0.69,44.16
2019-11-16,50,69.0,,0.69,34.5
2019-11-17,48,69.0,,0.69,33.12
2019-11-18,73,69.0,,0.69,50.37
2019-11-19,58,69.0,,0.69,40.019999999999996
2019-11-20,58,69.0,,0.69,40.019999999999996
2019-11-21,47,69.0,,0.69,32.43
2019-11-22,61,69.0,,0.69,42.089999999999996
2019-11-23,49,69.0,,0.69,33.809999999999995
2019-11-24,49,69.0,,0.69,33.809999999999995
2019-11-25,59,69.0,,0.69,40.709999999999994
2019-11-26,60,69.0,,0.69,41.4
2019-11-27,52,69.0,,0.69,35.879999999999995
2019-11-28,42,69.0,,0.69,28.979999999999997
2019-11-29,49,69.0,,0.69,33.809999999999995
2019-11-30,48,69.0,,0.69,33.12
2019-12-01,64,64.0,False,0.64,40.96
2019-12-02,91,64.0,,0.64,58.24
2019-12-03,91,64.0,,0.64,58.24
2019-12-04,79,64.0,,0.64,50.56
2019-12-05,86,64.0,,0.64,55.04
2019-12-06,80,64.0,,0.64,51.2
2019-12-07,68,64.0,,0.64,43.52
2019-12-08,84,64.0,,0.64,53.76
2019-12-09,92,64.0,,0.64,58.88
2019-12-10,90,64.0,,0.64,57.6
2019-12-11,94,64.0,,0.64,60.160000000000004
2019-12-12,86,64.0,,0.64,55.04
2019-12-13,95,64.0,,0.64,60.800000000000004
2019-12-14,83,64.0,,0.64,53.120000000000005
2019-12-15,85,64.0,,0.64,54.4
2019-12-16,94,64.0,,0.64,60.160000000000004
2019-12-17,83,64.0,,0.64,53.120000000000005
2019-12-18,80,64.0,,0.64,51.2
2019-12-19,100,64.0,,0.64,64.0
2019-12-20,78,64.0,,0.64,49.92
2019-12-21,71,64.0,,0.64,45.44
2019-12-22,71,64.0,,0.64,45.44
2019-12-23,93,64.0,,0.64,59.52
2019-12-24,88,64.0,,0.64,56.32
2019-12-25,63,64.0,,0.64,40.32
2019-12-26,80,64.0,,0.64,51.2
2019-12-27,82,64.0,,0.64,52.480000000000004
2019-12-28,66,64.0,,0.64,42.24
2019-12-29,75,64.0,,0.64,48.0
2019-12-30,77,64.0,,0.64,49.28
2019-12-31,87,64.0,,0.64,55.68
2020-01-01,74,64.0,False,0.64,47.36
2020-01-02,86,64.0,,0.64,55.04
2020-01-03,82,64.0,,0.64,52.480000000000004
2020-01-04,67,64.0,,0.64,42.88
2020-01-05,67,64.0,,0.64,42.88
2020-01-06,76,64.0,,0.64,48.64
2020-01-07,80,64.0,,0.64,51.2
2020-01-08,72,64.0,,0.64,46.08
2020-01-09,71,64.0,,0.64,45.44
2020-01-10,69,64.0,,0.64,44.160000000000004
2020-01-11,62,64.0,,0.64,39.68
2020-01-12,74,64.0,,0.64,47.36
2020-01-13,64,64.0,,0.64,40.96
2020-01-14,73,64.0,,0.64,46.72
2020-01-15,82,64.0,,0.64,52.480000000000004
2020-01-16,77,64.0,,0.64,49.28
2020-01-17,77,64.0,,0.64,49.28
2020-01-18,68,64.0,,0.64,43.52
2020-01-19,61,64.0,,0.64,39.04
2020-01-20,64,64.0,,0.64,40.96
2020-01-21,70,64.0,,0.64,44.800000000000004
2020-01-22,69,64.0,,0.64,44.160000000000004
2020-01-23,74,64.0,,0.64,47.36
2020-01-24,81,64.0,,0.64,51.84
2020-01-25,65,64.0,,0.64,41.6
2020-01-26,92,64.0,,0.64,58.88
2020-01-27,100,64.0,,0.64,64.0
2020-01-28,89,64.0,,0.64,56.96
2020-01-29,78,64.0,,0.64,49.92
2020-01-30,78,64.0,,0.64,49.92
2020-01-31,85,64.0,,0.64,54.4
2020-02-01,51,72.0,False,0.72,36.72
2020-02-02,55,72.0,,0.72,39.6
2020-02-03,76,72.0,,0.72,54.72
2020-02-04,98,72.0,,0.72,70.56
2020-02-05,100,72.0,,0.72,72.0
2020-02-06,68,72.0,,0.72,48.96
2020-02-07,57,72.0,,0.72,41.04
2020-02-08,52,72.0,,0.72,37.44
2020-02-09,52,72.0,,0.72,37.44
2020-02-10,62,72.0,,0.72,44.64
2020-02-11,60,72.0,,0.72,43.199999999999996
2020-02-12,61,72.0,,0.72,43.92
2020-02-13,58,72.0,,0.72,41.76
2020-02-14,53,72.0,,0.72,38.16
2020-02-15,42,72.0,,0.72,30.24
2020-02-16,53,72.0,,0.72,38.16
2020-02-17,49,72.0,,0.72,35.28
2020-02-18,51,72.0,,0.72,36.72
2020-02-19,55,72.0,,0.72,39.6
2020-02-20,56,72.0,,0.72,40.32
2020-02-21,53,72.0,,0.72,38.16
2020-02-22,48,72.0,,0.72,34.56
2020-02-23,44,72.0,,0.72,31.68
2020-02-24,63,72.0,,0.72,45.36
2020-02-25,78,72.0,,0.72,56.16
2020-02-26,84,72.0,,0.72,60.48
2020-02-27,76,72.0,,0.72,54.72
2020-02-28,85,72.0,,0.72,61.199999999999996
2020-02-29,57,72.0,,0.72,41.04
2020-03-01,37,100.0,False,1.0,37.0
2020-03-02,50,100.0,,1.0,50.0
2020-03-03,51,100.0,,1.0,51.0
2020-03-04,47,100.0,,1.0,47.0
2020-03-05,41,100.0,,1.0,41.0
2020-03-06,52,100.0,,1.0,52.0
2020-03-07,35,100.0,,1.0,35.0
2020-03-08,39,100.0,,1.0,39.0
2020-03-09,59,100.0,,1.0,59.0
2020-03-10,59,100.0,,1.0,59.0
2020-03-11,60,100.0,,1.0,60.0
2020-03-12,94,100.0,,1.0,94.0
2020-03-13,100,100.0,,1.0,100.0
2020-03-14,48,100.0,,1.0,48.0
2020-03-15,39,100.0,,1.0,39.0
2020-03-16,75,100.0,,1.0,75.0
2020-03-17,74,100.0,,1.0,74.0
2020-03-18,76,100.0,,1.0,76.0
2020-03-19,71,100.0,,1.0,71.0
2020-03-20,72,100.0,,1.0,72.0
2020-03-21,45,100.0,,1.0,45.0
2020-03-22,44,100.0,,1.0,44.0
2020-03-23,68,100.0,,1.0,68.0
2020-03-24,73,100.0,,1.0,73.0
2020-03-25,75,100.0,,1.0,75.0
2020-03-26,62,100.0,,1.0,62.0
2020-03-27,66,100.0,,1.0,66.0
2020-03-28,46,100.0,,1.0,46.0
2020-03-29,50,100.0,,1.0,50.0
2020-03-30,60,100.0,,1.0,60.0
2020-03-31,62,100.0,,1.0,62.0
2020-04-01,85,90.0,False,0.9,76.5
2020-04-02,80,90.0,,0.9,72.0
2020-04-03,81,90.0,,0.9,72.9
2020-04-04,55,90.0,,0.9,49.5
2020-04-05,58,90.0,,0.9,52.2
2020-04-06,77,90.0,,0.9,69.3
2020-04-07,80,90.0,,0.9,72.0
2020-04-08,85,90.0,,0.9,76.5
2020-04-09,100,90.0,,0.9,90.0
2020-04-10,67,90.0,,0.9,60.300000000000004
2020-04-11,53,90.0,,0.9,47.7
2020-04-12,55,90.0,,0.9,49.5
2020-04-13,80,90.0,,0.9,72.0
2020-04-14,78,90.0,,0.9,70.2
2020-04-15,74,90.0,,0.9,66.60000000000001
2020-04-16,71,90.0,,0.9,63.9
2020-04-17,82,90.0,,0.9,73.8
2020-04-18,51,90.0,,0.9,45.9
2020-04-19,52,90.0,,0.9,46.800000000000004
2020-04-20,80,90.0,,0.9,72.0
2020-04-21,80,90.0,,0.9,72.0
2020-04-22,80,90.0,,0.9,72.0
2020-04-23,67,90.0,,0.9,60.300000000000004
2020-04-24,81,90.0,,0.9,72.9
2020-04-25,53,90.0,,0.9,47.7
2020-04-26,53,90.0,,0.9,47.7
2020-04-27,80,90.0,,0.9,72.0
2020-04-28,74,90.0,,0.9,66.60000000000001
2020-04-29,77,90.0,,0.9,69.3
2020-04-30,80,90.0,,0.9,72.0
2020-05-01,58,85.0,False,0.85,49.3
2020-05-02,40,85.0,,0.85,34.0
2020-05-03,42,85.0,,0.85,35.699999999999996
2020-05-04,67,85.0,,0.85,56.949999999999996
2020-05-05,100,85.0,,0.85,85.0
2020-05-06,96,85.0,,0.85,81.6
2020-05-07,64,85.0,,0.85,54.4
2020-05-08,63,85.0,,0.85,53.55
2020-05-09,41,85.0,,0.85,34.85
2020-05-10,48,85.0,,0.85,40.8
2020-05-11,64,85.0,,0.85,54.4
2020-05-12,58,85.0,,0.85,49.3
2020-05-13,60,85.0,,0.85,51.0
2020-05-14,58,85.0,,0.85,49.3
2020-05-15,56,85.0,,0.85,47.6
2020-05-16,41,85.0,,0.85,34.85
2020-05-17,39,85.0,,0.85,33.15
2020-05-18,67,85.0,,0.85,56.949999999999996
2020-05-19,61,85.0,,0.85,51.85
2020-05-20,67,85.0,,0.85,56.949999999999996
2020-05-21,58,85.0,,0.85,49.3
2020-05-22,58,85.0,,0.85,49.3
2020-05-23,43,85.0,,0.85,36.55
2020-05-24,43,85.0,,0.85,36.55
2020-05-25,40,85.0,,0.85,34.0
2020-05-26,59,85.0,,0.85,50.15
2020-05-27,67,85.0,,0.85,56.949999999999996
2020-05-28,57,85.0,,0.85,48.449999999999996
2020-05-29,53,85.0,,0.85,45.05
2020-05-30,47,85.0,,0.85,39.949999999999996
2020-05-31,42,85.0,,0.85,35.699999999999996
2020-06-01,78,76.0,False,0.76,59.28
2020-06-02,82,76.0,,0.76,62.32
2020-06-03,92,76.0,,0.76,69.92
2020-06-04,88,76.0,,0.76,66.88
2020-06-05,84,76.0,,0.76,63.84
2020-06-06,67,76.0,,0.76,50.92
2020-06-07,71,76.0,,0.76,53.96
2020-06-08,73,76.0,,0.76,55.480000000000004
2020-06-09,80,76.0,,0.76,60.8
2020-06-10,83,76.0,,0.76,63.08
2020-06-11,97,76.0,,0.76,73.72
2020-06-12,89,76.0,,0.76,67.64
2020-06-13,63,76.0,,0.76,47.88
2020-06-14,61,76.0,,0.76,46.36
2020-06-15,76,76.0,,0.76,57.76
2020-06-16,76,76.0,,0.76,57.76
2020-06-17,69,76.0,,0.76,52.44
2020-06-18,75,76.0,,0.76,57.0
2020-06-19,73,76.0,,0.76,55.480000000000004
2020-06-20,56,76.0,,0.76,42.56
2020-06-21,60,76.0,,0.76,45.6
2020-06-22,73,76.0,,0.76,55.480000000000004
2020-06-23,72,76.0,,0.76,54.72
2020-06-24,73,76.0,,0.76,55.480000000000004
2020-06-25,100,76.0,,0.76,76.0
2020-06-26,87,76.0,,0.76,66.12
2020-06-27,71,76.0,,0.76,53.96
2020-06-28,62,76.0,,0.76,47.12
2020-06-29,79,76.0,,0.76,60.04
2020-06-30,77,76.0,,0.76,58.52
2020-07-01,97,66.0,False,0.66,64.02
2020-07-02,85,66.0,,0.66,56.1
2020-07-03,74,66.0,,0.66,48.84
2020-07-04,80,66.0,,0.66,52.800000000000004
2020-07-05,79,66.0,,0.66,52.14
2020-07-06,94,66.0,,0.66,62.040000000000006
2020-07-07,90,66.0,,0.66,59.400000000000006
2020-07-08,84,66.0,,0.66,55.440000000000005
2020-07-09,93,66.0,,0.66,61.38
2020-07-10,88,66.0,,0.66,58.080000000000005
2020-07-11,77,66.0,,0.66,50.82
2020-07-12,84,66.0,,0.66,55.440000000000005
2020-07-13,100,66.0,,0.66,66.0
2020-07-14,90,66.0,,0.66,59.400000000000006
2020-07-15,87,66.0,,0.66,57.42
2020-07-16,92,66.0,,0.66,60.720000000000006
2020-07-17,90,66.0,,0.66,59.400000000000006
2020-07-18,67,66.0,,0.66,44.22
2020-07-19,64,66.0,,0.66,42.24
2020-07-20,83,66.0,,0.66,54.78
2020-07-21,82,66.0,,0.66,54.120000000000005
2020-07-22,76,66.0,,0.66,50.160000000000004
2020-07-23,82,66.0,,0.66,54.120000000000005
2020-07-24,78,66.0,,0.66,51.480000000000004
2020-07-25,74,66.0,,0.66,48.84
2020-07-26,86,66.0,,0.66,56.760000000000005
2020-07-27,79,66.0,,0.66,52.14
2020-07-28,75,66.0,,0.66,49.5
2020-07-29,83,66.0,,0.66,54.78
2020-07-30,86,66.0,,0.66,56.760000000000005
2020-07-31,91,66.0,,0.66,60.06
2020-08-01,46,67.0,False,0.67,30.82
2020-08-02,51,67.0,,0.67,34.17
2020-08-03,50,67.0,,0.67,33.5
2020-08-04,83,67.0,,0.67,55.61000000000001
2020-08-05,100,67.0,,0.67,67.0
2020-08-06,74,67.0,,0.67,49.580000000000005
2020-08-07,66,67.0,,0.67,44.220000000000006
2020-08-08,49,67.0,,0.67,32.830000000000005
2020-08-09,46,67.0,,0.67,30.82
2020-08-10,56,67.0,,0.67,37.52
2020-08-11,55,67.0,,0.67,36.85
2020-08-12,55,67.0,,0.67,36.85
2020-08-13,48,67.0,,0.67,32.160000000000004
2020-08-14,53,67.0,,0.67,35.510000000000005
2020-08-15,50,67.0,,0.67,33.5
2020-08-16,51,67.0,,0.67,34.17
2020-08-17,54,67.0,,0.67,36.18
2020-08-18,55,67.0,,0.67,36.85
2020-08-19,52,67.0,,0.67,34.84
2020-08-20,58,67.0,,0.67,38.86
2020-08-21,55,67.0,,0.67,36.85
2020-08-22,45,67.0,,0.67,30.150000000000002
2020-08-23,42,67.0,,0.67,28.14
2020-08-24,47,67.0,,0.67,31.490000000000002
2020-08-25,57,67.0,,0.67,38.190000000000005
2020-08-26,50,67.0,,0.67,33.5
2020-08-27,60,67.0,,0.67,40.2
2020-08-28,58,67.0,,0.67,38.86
2020-08-29,55,67.0,,0.67,36.85
2020-08-30,50,67.0,,0.67,33.5
2020-08-31,57,67.0,,0.67,38.190000000000005
2020-09-01,72,65.0,False,0.65,46.800000000000004
2020-09-02,65,65.0,,0.65,42.25
2020-09-03,66,65.0,,0.65,42.9
2020-09-04,72,65.0,,0.65,46.800000000000004
2020-09-05,57,65.0,,0.65,37.050000000000004
2020-09-06,56,65.0,,0.65,36.4
2020-09-07,63,65.0,,0.65,40.95
2020-09-08,72,65.0,,0.65,46.800000000000004
2020-09-09,65,65.0,,0.65,42.25
2020-09-10,69,65.0,,0.65,44.85
2020-09-11,71,65.0,,0.65,46.15
2020-09-12,55,65.0,,0.65,35.75
2020-09-13,53,65.0,,0.65,34.45
2020-09-14,65,65.0,,0.65,42.25
2020-09-15,66,65.0,,0.65,42.9
2020-09-16,62,65.0,,0.65,40.300000000000004
2020-09-17,59,65.0,,0.65,38.35
2020-09-18,60,65.0,,0.65,39.0
2020-09-19,57,65.0,,0.65,37.050000000000004
2020-09-20,56,65.0,,0.65,36.4
2020-09-21,70,65.0,,0.65,45.5
2020-09-22,75,65.0,,0.65,48.75
2020-09-23,64,65.0,,0.65,41.6
2020-09-24,66,65.0,,0.65,42.9
2020-09-25,72,65.0,,0.65,46.800000000000004
2020-09-26,54,65.0,,0.65,35.1
2020-09-27,55,65.0,,0.65,35.75
2020-09-28,69,65.0,,0.65,44.85
2020-09-29,73,65.0,,0.65,47.45
2020-09-30,100,65.0,,0.65,65.0
2020-10-01,83,67.0,False,0.67,55.61000000000001
2020-10-02,100,67.0,,0.67,67.0
2020-10-03,64,67.0,,0.67,42.88
2020-10-04,76,67.0,,0.67,50.92
2020-10-05,74,67.0,,0.67,49.580000000000005
2020-10-06,77,67.0,,0.67,51.59
2020-10-07,85,67.0,,0.67,56.95
2020-10-08,91,67.0,,0.67,60.970000000000006
2020-10-09,82,67.0,,0.67,54.940000000000005
2020-10-10,63,67.0,,0.67,42.21
2020-10-11,66,67.0,,0.67,44.220000000000006
2020-10-12,99,67.0,,0.67,66.33
2020-10-13,93,67.0,,0.67,62.31
2020-10-14,80,67.0,,0.67,53.6
2020-10-15,83,67.0,,0.67,55.61000000000001
2020-10-16,81,67.0,,0.67,54.27
2020-10-17,66,67.0,,0.67,44.220000000000006
2020-10-18,63,67.0,,0.67,42.21
2020-10-19,94,67.0,,0.67,62.980000000000004
2020-10-20,94,67.0,,0.67,62.980000000000004
2020-10-21,82,67.0,,0.67,54.940000000000005
2020-10-22,86,67.0,,0.67,57.620000000000005
2020-10-23,97,67.0,,0.67,64.99000000000001
2020-10-24,62,67.0,,0.67,41.54
2020-10-25,74,67.0,,0.67,49.580000000000005
2020-10-26,68,67.0,,0.67,45.56
2020-10-27,79,67.0,,0.67,52.93
2020-10-28,85,67.0,,0.67,56.95
2020-10-29,90,67.0,,0.67,60.300000000000004
2020-10-30,83,67.0,,0.67,55.61000000000001
2020-10-31,72,67.0,,0.67,48.24
2020-11-01,58,72.0,False,0.72,41.76
2020-11-02,64,72.0,,0.72,46.08
2020-11-03,64,72.0,,0.72,46.08
2020-11-04,77,72.0,,0.72,55.44
2020-11-05,60,72.0,,0.72,43.199999999999996
2020-11-06,71,72.0,,0.72,51.12
2020-11-07,66,72.0,,0.72,47.519999999999996
2020-11-08,79,72.0,,0.72,56.879999999999995
2020-11-09,100,72.0,,0.72,72.0
2020-11-10,81,72.0,,0.72,58.32
2020-11-11,74,72.0,,0.72,53.28
2020-11-12,94,72.0,,0.72,67.67999999999999
2020-11-13,92,72.0,,0.72,66.24
2020-11-14,66,72.0,,0.72,47.519999999999996
2020-11-15,62,72.0,,0.72,44.64
2020-11-16,80,72.0,,0.72,57.599999999999994
2020-11-17,72,72.0,,0.72,51.839999999999996
2020-11-18,73,72.0,,0.72,52.559999999999995
2020-11-19,70,72.0,,0.72,50.4
2020-11-20,75,72.0,,0.72,54.0
2020-11-21,66,72.0,,0.72,47.519999999999996
2020-11-22,59,72.0,,0.72,42.48
2020-11-23,62,72.0,,0.72,44.64
2020-11-24,78,72.0,,0.72,56.16
2020-11-25,67,72.0,,0.72,48.239999999999995
2020-11-26,66,72.0,,0.72,47.519999999999996
2020-11-27,66,72.0,,0.72,47.519999999999996
2020-11-28,60,72.0,,0.72,43.199999999999996
2020-11-29,64,72.0,,0.72,46.08
2020-11-30,61,72.0,,0.72,43.92
2020-12-01,50,69.0,False,0.69,34.5
2020-12-02,48,69.0,,0.69,33.12
2020-12-03,52,69.0,,0.69,35.879999999999995
2020-12-04,48,69.0,,0.69,33.12
2020-12-05,37,69.0,,0.69,25.529999999999998
2020-12-06,43,69.0,,0.69,29.669999999999998
2020-12-07,50,69.0,,0.69,34.5
2020-12-08,53,69.0,,0.69,36.57
2020-12-09,50,69.0,,0.69,34.5
2020-12-10,53,69.0,,0.69,36.57
2020-12-11,100,69.0,,0.69,69.0
2020-12-12,56,69.0,,0.69,38.64
2020-12-13,42,69.0,,0.69,28.979999999999997
2020-12-14,65,69.0,,0.69,44.849999999999994
2020-12-15,56,69.0,,0.69,38.64
2020-12-16,52,69.0,,0.69,35.879999999999995
2020-12-17,53,69.0,,0.69,36.57
2020-12-18,51,69.0,,0.69,35.19
2020-12-19,42,69.0,,0.69,28.979999999999997
2020-12-20,43,69.0,,0.69,29.669999999999998
2020-12-21,52,69.0,,0.69,35.879999999999995
2020-12-22,56,69.0,,0.69,38.64
2020-12-23,52,69.0,,0.69,35.879999999999995
2020-12-24,49,69.0,,0.69,33.809999999999995
2020-12-25,41,69.0,,0.69,28.29
2020-12-26,44,69.0,,0.69,30.36
2020-12-27,45,69.0,,0.69,31.049999999999997
2020-12-28,52,69.0,,0.69,35.879999999999995
2020-12-29,55,69.0,,0.69,37.949999999999996
2020-12-30,50,69.0,,0.69,34.5
2020-12-31,57,69.0,,0.69,39.33
2021-01-01,66,74.0,False,0.74,48.839999999999996
2021-01-02,61,74.0,,0.74,45.14
2021-01-03,66,74.0,,0.74,48.839999999999996
2021-01-04,76,74.0,,0.74,56.24
2021-01-05,69,74.0,,0.74,51.06
2021-01-06,86,74.0,,0.74,63.64
2021-01-07,94,74.0,,0.74,69.56
2021-01-08,89,74.0,,0.74,65.86
2021-01-09,65,74.0,,0.74,48.1
2021-01-10,70,74.0,,0.74,51.8
2021-01-11,82,74.0,,0.74,60.68
2021-01-12,81,74.0,,0.74,59.94
2021-01-13,74,74.0,,0.74,54.76
2021-01-14,80,74.0,,0.74,59.2
2021-01-15,74,74.0,,0.74,54.76
2021-01-16,68,74.0,,0.74,50.32
2021-01-17,64,74.0,,0.74,47.36
2021-01-18,67,74.0,,0.74,49.58
2021-01-19,79,74.0,,0.74,58.46
2021-01-20,100,74.0,,0.74,74.0
2021-01-21,97,74.0,,0.74,71.78
2021-01-22,82,74.0,,0.74,60.68
2021-01-23,82,74.0,,0.74,60.68
2021-01-24,73,74.0,,0.74,54.019999999999996
2021-01-25,76,74.0,,0.74,56.24
2021-01-26,82,74.0,,0.74,60.68
2021-01-27,80,74.0,,0.74,59.2
2021-01-28,81,74.0,,0.74,59.94
2021-01-29,72,74.0,,0.74,53.28
2021-01-30,69,74.0,,0.74,51.06
2021-01-31,67,74.0,,0.74,49.58
2021-02-01,62,81.0,False,0.81,50.220000000000006
2021-02-02,71,81.0,,0.81,57.510000000000005
2021-02-03,67,81.0,,0.81,54.27
2021-02-04,67,81.0,,0.81,54.27
2021-02-05,62,81.0,,0.81,50.220000000000006
2021-02-06,55,81.0,,0.81,44.550000000000004
2021-02-07,53,81.0,,0.81,42.93
2021-02-08,81,81.0,,0.81,65.61
2021-02-09,76,81.0,,0.81,61.56
2021-02-10,69,81.0,,0.81,55.89
2021-02-11,100,81.0,,0.81,81.0
2021-02-12,93,81.0,,0.81,75.33
2021-02-13,52,81.0,,0.81,42.120000000000005
2021-02-14,59,81.0,,0.81,47.790000000000006
2021-02-15,52,81.0,,0.81,42.120000000000005
2021-02-16,65,81.0,,0.81,52.650000000000006
2021-02-17,67,81.0,,0.81,54.27
2021-02-18,63,81.0,,0.81,51.03
2021-02-19,60,81.0,,0.81,48.6
2021-02-20,52,81.0,,0.81,42.120000000000005
2021-02-21,53,81.0,,0.81,42.93
2021-02-22,69,81.0,,0.81,55.89
2021-02-23,74,81.0,,0.81,59.940000000000005
2021-02-24,71,81.0,,0.81,57.510000000000005
2021-02-25,72,81.0,,0.81,58.32000000000001
2021-02-26,65,81.0,,0.81,52.650000000000006
2021-02-27,47,81.0,,0.81,38.07
2021-02-28,51,81.0,,0.81,41.31
2021-03-01,73,68.0,False,0.68,49.64
2021-03-02,78,68.0,,0.68,53.040000000000006
2021-03-03,81,68.0,,0.68,55.080000000000005
2021-03-04,81,68.0,,0.68,55.080000000000005
2021-03-05,91,68.0,,0.68,61.88
2021-03-06,72,68.0,,0.68,48.96
2021-03-07,71,68.0,,0.68,48.28
2021-03-08,97,68.0,,0.68,65.96000000000001
2021-03-09,100,68.0,,0.68,68.0
2021-03-10,88,68.0,,0.68,59.84
2021-03-11,87,68.0,,0.68,59.160000000000004
2021-03-12,81,68.0,,0.68,55.080000000000005
2021-03-13,58,68.0,,0.68,39.440000000000005
2021-03-14,63,68.0,,0.68,42.84
2021-03-15,76,68.0,,0.68,51.68000000000001
2021-03-16,68,68.0,,0.68,46.24
2021-03-17,79,68.0,,0.68,53.720000000000006
2021-03-18,78,68.0,,0.68,53.040000000000006
2021-03-19,71,68.0,,0.68,48.28
2021-03-20,56,68.0,,0.68,38.080000000000005
2021-03-21,59,68.0,,0.68,40.120000000000005
2021-03-22,78,68.0,,0.68,53.040000000000006
2021-03-23,63,68.0,,0.68,42.84
2021-03-24,72,68.0,,0.68,48.96
2021-03-25,79,68.0,,0.68,53.720000000000006
2021-03-26,79,68.0,,0.68,53.720000000000006
2021-03-27,60,68.0,,0.68,40.800000000000004
2021-03-28,66,68.0,,0.68,44.88
2021-03-29,73,68.0,,0.68,49.64
2021-03-30,72,68.0,,0.68,48.96
2021-03-31,65,68.0,,0.68,44.2
2021-04-01,79,61.0,False,0.61,48.19
2021-04-02,67,61.0,,0.61,40.87
2021-04-03,69,61.0,,0.61,42.089999999999996
2021-04-04,79,61.0,,0.61,48.19
2021-04-05,84,61.0,,0.61,51.24
2021-04-06,82,61.0,,0.61,50.019999999999996
2021-04-07,77,61.0,,0.61,46.97
2021-04-08,80,61.0,,0.61,48.8
2021-04-09,90,61.0,,0.61,54.9
2021-04-10,80,61.0,,0.61,48.8
2021-04-11,75,61.0,,0.61,45.75
2021-04-12,77,61.0,,0.61,46.97
2021-04-13,85,61.0,,0.61,51.85
2021-04-14,94,61.0,,0.61,57.339999999999996
2021-04-15,73,61.0,,0.61,44.53
2021-04-16,86,61.0,,0.61,52.46
2021-04-17,74,61.0,,0.61,45.14
2021-04-18,70,61.0,,0.61,42.699999999999996
2021-04-19,76,61.0,,0.61,46.36
2021-04-20,100,61.0,,0.61,61.0
