date,FB_unscaled,FB_monthly,isPartial,scale,FB
2019-08-31,77,50.0,,0.5,38.5
2019-09-01,86,50.0,False,0.5,43.0
2019-09-02,86,50.0,,0.5,43.0
2019-09-03,85,50.0,,0.5,42.5
2019-09-04,100,50.0,,0.5,50.0
2019-09-05,99,50.0,,0.5,49.5
2019-09-06,100,50.0,,0.5,50.0
2019-09-07,99,50.0,,0.5,49.5
2019-09-08,97,50.0,,0.5,48.5
2019-09-09,91,50.0,,0.5,45.5
2019-09-10,91,50.0,,0.5,45.5
2019-09-11,90,50.0,,0.5,45.0
2019-09-12,87,50.0,,0.5,43.5
2019-09-13,86,50.0,,0.5,43.0
2019-09-14,94,50.0,,0.5,47.0
2019-09-15,89,50.0,,0.5,44.5
2019-09-16,83,50.0,,0.5,41.5
2019-09-17,90,50.0,,0.5,45.0
2019-09-18,92,50.0,,0.5,46.0
2019-09-19,90,50.0,,0.5,45.0
2019-09-20,91,50.0,,0.5,45.5
2019-09-21,95,50.0,,0.5,47.5
2019-09-22,92,50.0,,0.5,46.0
2019-09-23,98,50.0,,0.5,49.0
2019-09-24,92,50.0,,0.5,46.0
2019-09-25,90,50.0,,0.5,45.0
2019-09-26,97,50.0,,0.5,48.5
2019-09-27,93,50.0,,0.5,46.5
2019-09-28,99,50.0,,0.5,49.5
2019-09-29,97,50.0,,0.5,48.5
2019-09-30,91,50.0,,0.5,45.5
2019-10-01,76,50.0,False,0.5,38.0
2019-10-02,76,50.0,,0.5,38.0
2019-10-03,71,50.0,,0.5,35.5
2019-10-04,72,50.0,,0.5,36.0
2019-10-05,77,50.0,,0.5,38.5
2019-10-06,68,50.0,,0.5,34.0
2019-10-07,73,50.0,,0.5,36.5
2019-10-08,75,50.0,,0.5,37.5
2019-10-09,78,50.0,,0.5,39.0
2019-10-10,78,50.0,,0.5,39.0
2019-10-11,75,50.0,,0.5,37.5
2019-10-12,78,50.0,,0.5,39.0
2019-10-13,71,50.0,,0.5,35.5
2019-10-14,71,50.0,,0.5,35.5
2019-10-15,75,50.0,,0.5,37.5
2019-10-16,78,50.0,,0.5,39.0
2019-10-17,76,50.0,,0.5,38.0
2019-10-18,72,50.0,,0.5,36.0
2019-10-19,81,50.0,,0.5,40.5
2019-10-20,71,50.0,,0.5,35.5
2019-10-21,75,50.0,,0.5,37.5
2019-10-22,79,50.0,,0.5,39.5
2019-10-23,75,50.0,,0.5,37.5
2019-10-24,81,50.0,,0.5,40.5
2019-10-25,75,50.0,,0.5,37.5
2019-10-26,75,50.0,,0.5,37.5
2019-10-27,71,50.0,,0.5,35.5
2019-10-28,80,50.0,,0.5,40.0
2019-10-29,73,50.0,,0.5,36.5
2019-10-30,96,50.0,,0.5,48.0
2019-10-31,100,50.0,,0.5,50.0
2019-11-01,100,49.0,False,0.49,49.0
2019-11-02,91,49.0,,0.49,44.589999999999996
2019-11-03,85,49.0,,0.49,41.65
2019-11-04,87,49.0,,0.49,42.63
2019-11-05,94,49.0,,0.49,46.06
2019-11-06,91,49.0,,0.49,44.589999999999996
2019-11-07,89,49.0,,0.49,43.61
2019-11-08,83,49.0,,0.49,40.67
2019-11-09,83,49.0,,0.49,40.67
2019-11-10,85,49.0,,0.49,41.65
2019-11-11,84,49.0,,0.49,41.16
2019-11-12,92,49.0,,0.49,45.08
2019-11-13,90,49.0,,0.49,44.1
2019-11-14,77,49.0,,0.49,37.73
2019-11-15,92,49.0,,0.49,45.08
2019-11-16,85,49.0,,0.49,41.65
2019-11-17,85,49.0,,0.49,41.65
2019-11-18,88,49.0,,0.49,43.12
2019-11-19,86,49.0,,0.49,42.14
2019-11-20,82,49.0,,0.49,40.18
2019-11-21,83,49.0,,0.49,40.67
2019-11-22,84,49.0,,0.49,41.16
2019-11-23,87,49.0,,0.49,42.63
2019-11-24,80,49.0,,0.49,39.2
2019-11-25,82,49.0,,0.49,40.18
2019-11-26,86,49.0,,0.49,42.14
2019-11-27,91,49.0,,0.49,44.589999999999996
2019-11-28,80,49.0,,0.49,39.2
2019-11-29,80,49.0,,0.49,39.2
2019-11-30,84,49.0,,0.49,41.16
2019-12-01,89,45.0,False,0.45,40.050000000000004
2019-12-02,85,45.0,,0.45,38.25
2019-12-03,91,45.0,,0.45,40.95
2019-12-04,86,45.0,,0.45,38.7
2019-12-05,84,45.0,,0.45,37.800000000000004
2019-12-06,89,45.0,,0.45,40.050000000000004
2019-12-07,89,45.0,,0.45,40.050000000000004
2019-12-08,89,45.0,,0.45,40.050000000000004
2019-12-09,85,45.0,,0.45,38.25
2019-12-10,91,45.0,,0.45,40.95
2019-12-11,87,45.0,,0.45,39.15
2019-12-12,94,45.0,,0.45,42.300000000000004
2019-12-13,88,45.0,,0.45,39.6
2019-12-14,81,45.0,,0.45,36.45
2019-12-15,83,45.0,,0.45,37.35
2019-12-16,90,45.0,,0.45,40.5
2019-12-17,89,45.0,,0.45,40.050000000000004
2019-12-18,92,45.0,,0.45,41.4
2019-12-19,95,45.0,,0.45,42.75
2019-12-20,94,45.0,,0.45,42.300000000000004
2019-12-21,84,45.0,,0.45,37.800000000000004
2019-12-22,88,45.0,,0.45,39.6
2019-12-23,88,45.0,,0.45,39.6
2019-12-24,89,45.0,,0.45,40.050000000000004
2019-12-25,94,45.0,,0.45,42.300000000000004
2019-12-26,97,45.0,,0.45,43.65
2019-12-27,93,45.0,,0.45,41.85
2019-12-28,98,45.0,,0.45,44.1
2019-12-29,80,45.0,,0.45,36.0
2019-12-30,96,45.0,,0.45,43.2
2019-12-31,100,45.0,,0.45,45.0
2020-01-01,71,47.0,False,0.47,33.37
2020-01-02,73,47.0,,0.47,34.309999999999995
2020-01-03,72,47.0,,0.47,33.839999999999996
2020-01-04,67,47.0,,0.47,31.49
2020-01-05,65,47.0,,0.47,30.549999999999997
2020-01-06,64,47.0,,0.47,30.08
2020-01-07,68,47.0,,0.47,31.959999999999997
2020-01-08,71,47.0,,0.47,33.37
2020-01-09,68,47.0,,0.47,31.959999999999997
2020-01-10,66,47.0,,0.47,31.02
2020-01-11,61,47.0,,0.47,28.669999999999998
2020-01-12,63,47.0,,0.47,29.61
2020-01-13,69,47.0,,0.47,32.43
2020-01-14,71,47.0,,0.47,33.37
2020-01-15,67,47.0,,0.47,31.49
2020-01-16,67,47.0,,0.47,31.49
2020-01-17,71,47.0,,0.47,33.37
2020-01-18,62,47.0,,0.47,29.139999999999997
2020-01-19,65,47.0,,0.47,30.549999999999997
2020-01-20,58,47.0,,0.47,27.259999999999998
2020-01-21,65,47.0,,0.47,30.549999999999997
2020-01-22,66,47.0,,0.47,31.02
2020-01-23,69,47.0,,0.47,32.43
2020-01-24,67,47.0,,0.47,31.49
2020-01-25,65,47.0,,0.47,30.549999999999997
2020-01-26,59,47.0,,0.47,27.729999999999997
2020-01-27,60,47.0,,0.47,28.2
2020-01-28,65,47.0,,0.47,30.549999999999997
2020-01-29,87,47.0,,0.47,40.89
2020-01-30,100,47.0,,0.47,47.0
2020-01-31,86,47.0,,0.47,40.419999999999995
2020-02-01,82,47.0,False,0.47,38.54
2020-02-02,80,47.0,,0.47,37.599999999999994
2020-02-03,94,47.0,,0.47,44.18
2020-02-04,100,47.0,,0.47,47.0
2020-02-05,96,47.0,,0.47,45.12
2020-02-06,97,47.0,,0.47,45.589999999999996
2020-02-07,96,47.0,,0.47,45.12
2020-02-08,84,47.0,,0.47,39.48
2020-02-09,82,47.0,,0.47,38.54
2020-02-10,84,47.0,,0.47,39.48
2020-02-11,99,47.0,,0.47,46.529999999999994
2020-02-12,88,47.0,,0.47,41.36
2020-02-13,93,47.0,,0.47,43.71
2020-02-14,95,47.0,,0.47,44.65
2020-02-15,82,47.0,,0.47,38.54
2020-02-16,81,47.0,,0.47,38.07
2020-02-17,81,47.0,,0.47,38.07
2020-02-18,92,47.0,,0.47,43.239999999999995
2020-02-19,94,47.0,,0.47,44.18
2020-02-20,87,47.0,,0.47,40.89
2020-02-21,91,47.0,,0.47,42.769999999999996
2020-02-22,84,47.0,,0.47,39.48
2020-02-23,79,47.0,,0.47,37.129999999999995
2020-02-24,94,47.0,,0.47,44.18
2020-02-25,94,47.0,,0.47,44.18
2020-02-26,93,47.0,,0.47,43.71
2020-02-27,94,47.0,,0.47,44.18
2020-02-28,100,47.0,,0.47,47.0
2020-02-29,84,47.0,,0.47,39.48
2020-03-01,60,53.0,False,0.53,31.8
2020-03-02,75,53.0,,0.53,39.75
2020-03-03,74,53.0,,0.53,39.22
2020-03-04,74,53.0,,0.53,39.22
2020-03-05,67,53.0,,0.53,35.510000000000005
2020-03-06,75,53.0,,0.53,39.75
2020-03-07,65,53.0,,0.53,34.45
2020-03-08,62,53.0,,0.53,32.86
2020-03-09,80,53.0,,0.53,42.400000000000006
2020-03-10,76,53.0,,0.53,40.28
2020-03-11,78,53.0,,0.53,41.34
2020-03-12,80,53.0,,0.53,42.400000000000006
2020-03-13,80,53.0,,0.53,42.400000000000006
2020-03-14,74,53.0,,0.53,39.22
2020-03-15,67,53.0,,0.53,35.510000000000005
2020-03-16,84,53.0,,0.53,44.52
2020-03-17,87,53.0,,0.53,46.11
2020-03-18,97,53.0,,0.53,51.410000000000004
2020-03-19,94,53.0,,0.53,49.82
2020-03-20,91,53.0,,0.53,48.230000000000004
2020-03-21,82,53.0,,0.53,43.46
2020-03-22,90,53.0,,0.53,47.7
2020-03-23,93,53.0,,0.53,49.29
2020-03-24,97,53.0,,0.53,51.410000000000004
2020-03-25,100,53.0,,0.53,53.0
2020-03-26,97,53.0,,0.53,51.410000000000004
2020-03-27,93,53.0,,0.53,49.29
2020-03-28,85,53.0,,0.53,45.050000000000004
2020-03-29,86,53.0,,0.53,45.580000000000005
2020-03-30,92,53.0,,0.53,48.760000000000005
2020-03-31,89,53.0,,0.53,47.17
2020-04-01,74,58.0,False,0.58,42.919999999999995
2020-04-02,75,58.0,,0.58,43.5
2020-04-03,69,58.0,,0.58,40.019999999999996
2020-04-04,65,58.0,,0.58,37.699999999999996
2020-04-05,68,58.0,,0.58,39.44
2020-04-06,67,58.0,,0.58,38.86
2020-04-07,74,58.0,,0.58,42.919999999999995
2020-04-08,69,58.0,,0.58,40.019999999999996
2020-04-09,71,58.0,,0.58,41.18
2020-04-10,64,58.0,,0.58,37.12
2020-04-11,64,58.0,,0.58,37.12
2020-04-12,69,58.0,,0.58,40.019999999999996
2020-04-13,70,58.0,,0.58,40.599999999999994
2020-04-14,68,58.0,,0.58,39.44
2020-04-15,66,58.0,,0.58,38.279999999999994
2020-04-16,67,58.0,,0.58,38.86
2020-04-17,69,58.0,,0.58,40.019999999999996
2020-04-18,62,58.0,,0.58,35.96
2020-04-19,64,58.0,,0.58,37.12
2020-04-20,68,58.0,,0.58,39.44
2020-04-21,70,58.0,,0.58,40.599999999999994
2020-04-22,73,58.0,,0.58,42.339999999999996
2020-04-23,73,58.0,,0.58,42.339999999999996
2020-04-24,71,58.0,,0.58,41.18
2020-04-25,62,58.0,,0.58,35.96
2020-04-26,66,58.0,,0.58,38.279999999999994
2020-04-27,70,58.0,,0.58,40.599999999999994
2020-04-28,72,58.0,,0.58,41.76
2020-04-29,97,58.0,,0.58,56.26
2020-04-30,100,58.0,,0.58,57.99999999999999
2020-05-01,71,56.0,False,0.56,39.760000000000005
2020-05-02,61,56.0,,0.56,34.160000000000004
2020-05-03,55,56.0,,0.56,30.800000000000004
2020-05-04,60,56.0,,0.56,33.6
2020-05-05,59,56.0,,0.56,33.040000000000006
2020-05-06,61,56.0,,0.56,34.160000000000004
2020-05-07,63,56.0,,0.56,35.28
2020-05-08,57,56.0,,0.56,31.92
2020-05-09,53,56.0,,0.56,29.680000000000003
2020-05-10,61,56.0,,0.56,34.160000000000004
2020-05-11,61,56.0,,0.56,34.160000000000004
2020-05-12,59,56.0,,0.56,33.040000000000006
2020-05-13,56,56.0,,0.56,31.360000000000003
2020-05-14,64,56.0,,0.56,35.84
2020-05-15,58,56.0,,0.56,32.480000000000004
2020-05-16,71,56.0,,0.56,39.760000000000005
2020-05-17,100,56.0,,0.56,56.00000000000001
2020-05-18,78,56.0,,0.56,43.68000000000001
2020-05-19,65,56.0,,0.56,36.400000000000006
2020-05-20,75,56.0,,0.56,42.00000000000001
2020-05-21,70,56.0,,0.56,39.2
2020-05-22,61,56.0,,0.56,34.160000000000004
2020-05-23,55,56.0,,0.56,30.800000000000004
2020-05-24,50,56.0,,0.56,28.000000000000004
2020-05-25,59,56.0,,0.56,33.040000000000006
2020-05-26,63,56.0,,0.56,35.28
2020-05-27,67,56.0,,0.56,37.52
2020-05-28,68,56.0,,0.56,38.080000000000005
2020-05-29,63,56.0,,0.56,35.28
2020-05-30,58,56.0,,0.56,32.480000000000004
2020-05-31,57,56.0,,0.56,31.92
2020-06-01,80,57.0,False,0.57,45.599999999999994
2020-06-02,90,57.0,,0.57,51.3
2020-06-03,81,57.0,,0.57,46.169999999999995
2020-06-04,72,57.0,,0.57,41.04
2020-06-05,73,57.0,,0.57,41.61
2020-06-06,66,57.0,,0.57,37.62
2020-06-07,62,57.0,,0.57,35.339999999999996
2020-06-08,70,57.0,,0.57,39.9
2020-06-09,75,57.0,,0.57,42.74999999999999
2020-06-10,74,57.0,,0.57,42.18
2020-06-11,72,57.0,,0.57,41.04
2020-06-12,73,57.0,,0.57,41.61
2020-06-13,58,57.0,,0.57,33.059999999999995
2020-06-14,59,57.0,,0.57,33.629999999999995
2020-06-15,71,57.0,,0.57,40.47
2020-06-16,71,57.0,,0.57,40.47
2020-06-17,71,57.0,,0.57,40.47
2020-06-18,69,57.0,,0.57,39.33
2020-06-19,71,57.0,,0.57,40.47
2020-06-20,64,57.0,,0.57,36.48
2020-06-21,62,57.0,,0.57,35.339999999999996
2020-06-22,72,57.0,,0.57,41.04
2020-06-23,74,57.0,,0.57,42.18
2020-06-24,68,57.0,,0.57,38.76
2020-06-25,69,57.0,,0.57,39.33
2020-06-26,84,57.0,,0.57,47.879999999999995
2020-06-27,77,57.0,,0.57,43.88999999999999
2020-06-28,70,57.0,,0.57,39.9
2020-06-29,100,57.0,,0.57,56.99999999999999
2020-06-30,87,57.0,,0.57,49.589999999999996
2020-07-01,82,53.0,False,0.53,43.46
2020-07-02,78,53.0,,0.53,41.34
2020-07-03,68,53.0,,0.53,36.04
2020-07-04,65,53.0,,0.53,34.45
2020-07-05,66,53.0,,0.53,34.980000000000004
2020-07-06,72,53.0,,0.53,38.160000000000004
2020-07-07,82,53.0,,0.53,43.46
2020-07-08,77,53.0,,0.53,40.81
2020-07-09,75,53.0,,0.53,39.75
2020-07-10,68,53.0,,0.53,36.04
2020-07-11,66,53.0,,0.53,34.980000000000004
2020-07-12,65,53.0,,0.53,34.45
2020-07-13,73,53.0,,0.53,38.690000000000005
2020-07-14,71,53.0,,0.53,37.63
2020-07-15,70,53.0,,0.53,37.1
2020-07-16,70,53.0,,0.53,37.1
2020-07-17,74,53.0,,0.53,39.22
2020-07-18,66,53.0,,0.53,34.980000000000004
2020-07-19,64,53.0,,0.53,33.92
2020-07-20,73,53.0,,0.53,38.690000000000005
2020-07-21,71,53.0,,0.53,37.63
2020-07-22,78,53.0,,0.53,41.34
2020-07-23,74,53.0,,0.53,39.22
2020-07-24,71,53.0,,0.53,37.63
2020-07-25,62,53.0,,0.53,32.86
2020-07-26,61,53.0,,0.53,32.33
2020-07-27,74,53.0,,0.53,39.22
2020-07-28,75,53.0,,0.53,39.75
2020-07-29,78,53.0,,0.53,41.34
2020-07-30,100,53.0,,0.53,53.0
2020-07-31,100,53.0,,0.53,53.0
2020-08-01,75,52.0,False,0.52,39.0
2020-08-02,76,52.0,,0.52,39.52
2020-08-03,83,52.0,,0.52,43.160000000000004
2020-08-04,80,52.0,,0.52,41.6
2020-08-05,80,52.0,,0.52,41.6
2020-08-06,96,52.0,,0.52,49.92
2020-08-07,99,52.0,,0.52,51.480000000000004
2020-08-08,75,52.0,,0.52,39.0
2020-08-09,73,52.0,,0.52,37.96
2020-08-10,85,52.0,,0.52,44.2
2020-08-11,85,52.0,,0.52,44.2
2020-08-12,90,52.0,,0.52,46.800000000000004
2020-08-13,87,52.0,,0.52,45.24
2020-08-14,83,52.0,,0.52,43.160000000000004
2020-08-15,70,52.0,,0.52,36.4
2020-08-16,70,52.0,,0.52,36.4
2020-08-17,81,52.0,,0.52,42.120000000000005
2020-08-18,84,52.0,,0.52,43.68
2020-08-19,80,52.0,,0.52,41.6
2020-08-20,81,52.0,,0.52,42.120000000000005
2020-08-21,80,52.0,,0.52,41.6
2020-08-22,75,52.0,,0.52,39.0
2020-08-23,77,52.0,,0.52,40.04
2020-08-24,81,52.0,,0.52,42.120000000000005
2020-08-25,83,52.0,,0.52,43.160000000000004
2020-08-26,100,52.0,,0.52,52.0
2020-08-27,96,52.0,,0.52,49.92
2020-08-28,87,52.0,,0.52,45.24
2020-08-29,73,52.0,,0.52,37.96
2020-08-30,71,52.0,,0.52,36.92
2020-08-31,78,52.0,,0.52,40.56
2020-09-01,98,48.0,False,0.48,47.04
2020-09-02,100,48.0,,0.48,48.0
2020-09-03,94,48.0,,0.48,45.12
2020-09-04,95,48.0,,0.48,45.6
2020-09-05,76,48.0,,0.48,36.48
2020-09-06,77,48.0,,0.48,36.96
2020-09-07,90,48.0,,0.48,43.199999999999996
2020-09-08,98,48.0,,0.48,47.04
2020-09-09,90,48.0,,0.48,43.199999999999996
2020-09-10,90,48.0,,0.48,43.199999999999996
2020-09-11,90,48.0,,0.48,43.199999999999996
2020-09-12,80,48.0,,0.48,38.4
2020-09-13,80,48.0,,0.48,38.4
2020-09-14,84,48.0,,0.48,40.32
2020-09-15,89,48.0,,0.48,42.72
2020-09-16,92,48.0,,0.48,44.16
2020-09-17,88,48.0,,0.48,42.239999999999995
2020-09-18,85,48.0,,0.48,40.8
2020-09-19,78,48.0,,0.48,37.44
2020-09-20,79,48.0,,0.48,37.92
2020-09-21,90,48.0,,0.48,43.199999999999996
2020-09-22,88,48.0,,0.48,42.239999999999995
2020-09-23,85,48.0,,0.48,40.8
2020-09-24,83,48.0,,0.48,39.839999999999996
2020-09-25,83,48.0,,0.48,39.839999999999996
2020-09-26,83,48.0,,0.48,39.839999999999996
2020-09-27,83,48.0,,0.48,39.839999999999996
2020-09-28,82,48.0,,0.48,39.36
2020-09-29,78,48.0,,0.48,37.44
2020-09-30,79,48.0,,0.48,37.92
2020-10-01,69,48.0,False,0.48,33.12
2020-10-02,74,48.0,,0.48,35.519999999999996
2020-10-03,69,48.0,,0.48,33.12
2020-10-04,63,48.0,,0.48,30.24
2020-10-05,68,48.0,,0.48,32.64
2020-10-06,67,48.0,,0.48,32.16
2020-10-07,74,48.0,,0.48,35.519999999999996
2020-10-08,69,48.0,,0.48,33.12
2020-10-09,71,48.0,,0.48,34.08
2020-10-10,63,48.0,,0.48,30.24
2020-10-11,67,48.0,,0.48,32.16
2020-10-12,76,48.0,,0.48,36.48
2020-10-13,76,48.0,,0.48,36.48
2020-10-14,70,48.0,,0.48,33.6
2020-10-15,73,48.0,,0.48,35.04
2020-10-16,73,48.0,,0.48,35.04
2020-10-17,76,48.0,,0.48,36.48
2020-10-18,69,48.0,,0.48,33.12
2020-10-19,73,48.0,,0.48,35.04
2020-10-20,77,48.0,,0.48,36.96
2020-10-21,84,48.0,,0.48,40.32
2020-10-22,74,48.0,,0.48,35.519999999999996
2020-10-23,77,48.0,,0.48,36.96
2020-10-24,73,48.0,,0.48,35.04
2020-10-25,67,48.0,,0.48,32.16
2020-10-26,72,48.0,,0.48,34.56
2020-10-27,73,48.0,,0.48,35.04
2020-10-28,81,48.0,,0.48,38.879999999999995
2020-10-29,100,48.0,,0.48,48.0
2020-10-30,96,48.0,,0.48,46.08
2020-10-31,71,48.0,,0.48,34.08
2020-11-01,87,45.0,False,0.45,39.15
2020-11-02,92,45.0,,0.45,41.4
2020-11-03,90,45.0,,0.45,40.5
2020-11-04,63,45.0,,0.45,28.35
2020-11-05,74,45.0,,0.45,33.300000000000004
2020-11-06,78,45.0,,0.45,35.1
2020-11-07,81,45.0,,0.45,36.45
2020-11-08,88,45.0,,0.45,39.6
2020-11-09,96,45.0,,0.45,43.2
2020-11-10,100,45.0,,0.45,45.0
2020-11-11,97,45.0,,0.45,43.65
2020-11-12,89,45.0,,0.45,40.050000000000004
2020-11-13,90,45.0,,0.45,40.5
2020-11-14,90,45.0,,0.45,40.5
2020-11-15,82,45.0,,0.45,36.9
2020-11-16,84,45.0,,0.45,37.800000000000004
2020-11-17,86,45.0,,0.45,38.7
2020-11-18,94,45.0,,0.45,42.300000000000004
2020-11-19,84,45.0,,0.45,37.800000000000004
2020-11-20,85,45.0,,0.45,38.25
2020-11-21,83,45.0,,0.45,37.35
2020-11-22,80,45.0,,0.45,36.0
2020-11-23,87,45.0,,0.45,39.15
2020-11-24,95,45.0,,0.45,42.75
2020-11-25,87,45.0,,0.45,39.15
2020-11-26,81,45.0,,0.45,36.45
2020-11-27,84,45.0,,0.45,37.800000000000004
2020-11-28,79,45.0,,0.45,35.550000000000004
2020-11-29,80,45.0,,0.45,36.0
2020-11-30,83,45.0,,0.45,37.35
2020-12-01,84,45.0,False,0.45,37.800000000000004
2020-12-02,81,45.0,,0.45,36.45
2020-12-03,81,45.0,,0.45,36.45
2020-12-04,85,45.0,,0.45,38.25
2020-12-05,77,45.0,,0.45,34.65
2020-12-06,76,45.0,,0.45,34.2
2020-12-07,82,45.0,,0.45,36.9
2020-12-08,84,45.0,,0.45,37.800000000000004
2020-12-09,100,45.0,,0.45,45.0
2020-12-10,100,45.0,,0.45,45.0
2020-12-11,87,45.0,,0.45,39.15
2020-12-12,80,45.0,,0.45,36.0
2020-12-13,76,45.0,,0.45,34.2
2020-12-14,81,45.0,,0.45,36.45
2020-12-15,82,45.0,,0.45,36.9
2020-12-16,85,45.0,,0.45,38.25
2020-12-17,80,45.0,,0.45,36.0
2020-12-18,89,45.0,,0.45,40.050000000000004
2020-12-19,80,45.0,,0.45,36.0
2020-12-20,81,45.0,,0.45,36.45
2020-12-21,78,45.0,,0.45,35.1
2020-12-22,86,45.0,,0.45,38.7
2020-12-23,83,45.0,,0.45,37.35
2020-12-24,82,45.0,,0.45,36.9
2020-12-25,82,45.0,,0.45,36.9
2020-12-26,71,45.0,,0.45,31.95
2020-12-27,74,45.0,,0.45,33.300000000000004
2020-12-28,82,45.0,,0.45,36.9
2020-12-29,82,45.0,,0.45,36.9
2020-12-30,86,45.0,,0.45,38.7
2020-12-31,88,45.0,,0.45,39.6
2021-01-01,77,47.0,False,0.47,36.19
2021-01-02,75,47.0,,0.47,35.25
2021-01-03,71,47.0,,0.47,33.37
2021-01-04,69,47.0,,0.47,32.43
2021-01-05,71,47.0,,0.47,33.37
2021-01-06,69,47.0,,0.47,32.43
2021-01-07,91,47.0,,0.47,42.769999999999996
2021-01-08,82,47.0,,0.47,38.54
2021-01-09,76,47.0,,0.47,35.72
2021-01-10,75,47.0,,0.47,35.25
2021-01-11,87,47.0,,0.47,40.89
2021-01-12,87,47.0,,0.47,40.89
2021-01-13,80,47.0,,0.47,37.599999999999994
2021-01-14,86,47.0,,0.47,40.419999999999995
2021-01-15,81,47.0,,0.47,38.07
2021-01-16,69,47.0,,0.47,32.43
2021-01-17,69,47.0,,0.47,32.43
2021-01-18,69,47.0,,0.47,32.43
2021-01-19,76,47.0,,0.47,35.72
2021-01-20,82,47.0,,0.47,38.54
2021-01-21,82,47.0,,0.47,38.54
2021-01-22,74,47.0,,0.47,34.78
2021-01-23,100,47.0,,0.47,47.0
2021-01-24,71,47.0,,0.47,33.37
2021-01-25,74,47.0,,0.47,34.78
2021-01-26,78,47.0,,0.47,36.66
2021-01-27,99,47.0,,0.47,46.529999999999994
2021-01-28,90,47.0,,0.47,42.3
2021-01-29,76,47.0,,0.47,35.72
2021-01-30,67,47.0,,0.47,31.49
2021-01-31,68,47.0,,0.47,31.959999999999997
2021-02-01,98,41.0,False,0.41,40.18
2021-02-02,99,41.0,,0.41,40.589999999999996
2021-02-03,98,41.0,,0.41,40.18
2021-02-04,99,41.0,,0.41,40.589999999999996
2021-02-05,91,41.0,,0.41,37.309999999999995
2021-02-06,75,41.0,,0.41,30.749999999999996
2021-02-07,78,41.0,,0.41,31.979999999999997
2021-02-08,91,41.0,,0.41,37.309999999999995
2021-02-09,100,41.0,,0.41,41.0
2021-02-10,94,41.0,,0.41,38.54
2021-02-11,92,41.0,,0.41,37.72
2021-02-12,95,41.0,,0.41,38.949999999999996
2021-02-13,89,41.0,,0.41,36.489999999999995
2021-02-14,79,41.0,,0.41,32.39
2021-02-15,96,41.0,,0.41,39.36
2021-02-16,94,41.0,,0.41,38.54
2021-02-17,94,41.0,,0.41,38.54
2021-02-18,97,41.0,,0.41,39.769999999999996
2021-02-19,98,41.0,,0.41,40.18
2021-02-20,86,41.0,,0.41,35.26
2021-02-21,81,41.0,,0.41,33.21
2021-02-22,91,41.0,,0.41,37.309999999999995
2021-02-23,95,41.0,,0.41,38.949999999999996
2021-02-24,91,41.0,,0.41,37.309999999999995
2021-02-25,96,41.0,,0.41,39.36
2021-02-26,92,41.0,,0.41,37.72
2021-02-27,81,41.0,,0.41,33.21
2021-02-28,83,41.0,,0.41,34.03
2021-03-01,97,39.0,False,0.39,37.83
2021-03-02,100,39.0,,0.39,39.0
2021-03-03,94,39.0,,0.39,36.660000000000004
2021-03-04,99,39.0,,0.39,38.61
2021-03-05,98,39.0,,0.39,38.22
2021-03-06,80,39.0,,0.39,31.200000000000003
2021-03-07,79,39.0,,0.39,30.810000000000002
2021-03-08,95,39.0,,0.39,37.050000000000004
2021-03-09,100,39.0,,0.39,39.0
2021-03-10,92,39.0,,0.39,35.88
2021-03-11,92,39.0,,0.39,35.88
2021-03-12,97,39.0,,0.39,37.83
2021-03-13,81,39.0,,0.39,31.59
2021-03-14,75,39.0,,0.39,29.25
2021-03-15,90,39.0,,0.39,35.1
2021-03-16,88,39.0,,0.39,34.32
2021-03-17,85,39.0,,0.39,33.15
2021-03-18,92,39.0,,0.39,35.88
2021-03-19,91,39.0,,0.39,35.49
2021-03-20,83,39.0,,0.39,32.370000000000005
2021-03-21,84,39.0,,0.39,32.76
2021-03-22,93,39.0,,0.39,36.27
2021-03-23,94,39.0,,0.39,36.660000000000004
2021-03-24,90,39.0,,0.39,35.1
2021-03-25,96,39.0,,0.39,37.44
2021-03-26,94,39.0,,0.39,36.660000000000004
2021-03-27,78,39.0,,0.39,30.42
2021-03-28,78,39.0,,0.39,30.42
2021-03-29,94,39.0,,0.39,36.660000000000004
2021-03-30,91,39.0,,0.39,35.49
2021-03-31,89,39.0,,0.39,34.71
2021-04-01,69,39.0,False,0.39,26.91
2021-04-02,58,39.0,,0.39,22.62
2021-04-03,59,39.0,,0.39,23.01
2021-04-04,62,39.0,,0.39,24.18
2021-04-05,72,39.0,,0.39,28.080000000000002
2021-04-06,69,39.0,,0.39,26.91
2021-04-07,71,39.0,,0.39,27.69
2021-04-08,76,39.0,,0.39,29.64
2021-04-09,64,39.0,,0.39,24.96
2021-04-10,62,39.0,,0.39,24.18
2021-04-11,57,39.0,,0.39,22.23
2021-04-12,66,39.0,,0.39,25.740000000000002
2021-04-13,70,39.0,,0.39,27.3
2021-04-14,67,39.0,,0.39,26.130000000000003
2021-04-15,67,39.0,,0.39,26.130000000000003
2021-04-16,65,39.0,,0.39,25.35
2021-04-17,59,39.0,,0.39,23.01
2021-04-18,58,39.0,,0.39,22.62
2021-04-19,67,39.0,,0.39,26.130000000000003
2021-04-20,68,39.0,,0.39,26.52
2021-04-21,68,39.0,,0.39,26.52
2021-04-22,70,39.0,,0.39,27.3
2021-04-23,65,39.0,,0.39,25.35
2021-04-24,58,39.0,,0.39,22.62
2021-04-25,58,39.0,,0.39,22.62
