date,AR_unscaled,AR_monthly,isPartial,scale,AR
2019-08-27,92,73.0,,0.73,67.16
2019-08-28,91,73.0,,0.73,66.42999999999999
2019-08-29,89,73.0,,0.73,64.97
2019-08-30,90,73.0,,0.73,65.7
2019-08-31,87,73.0,,0.73,63.51
2019-09-01,74,74.0,False,0.74,54.76
2019-09-02,76,74.0,,0.74,56.24
2019-09-03,84,74.0,,0.74,62.16
2019-09-04,84,74.0,,0.74,62.16
2019-09-05,82,74.0,,0.74,60.68
2019-09-06,82,74.0,,0.74,60.68
2019-09-07,79,74.0,,0.74,58.46
2019-09-08,68,74.0,,0.74,50.32
2019-09-09,86,74.0,,0.74,63.64
2019-09-10,84,74.0,,0.74,62.16
2019-09-11,82,74.0,,0.74,60.68
2019-09-12,83,74.0,,0.74,61.42
2019-09-13,91,74.0,,0.74,67.34
2019-09-14,84,74.0,,0.74,62.16
2019-09-15,74,74.0,,0.74,54.76
2019-09-16,86,74.0,,0.74,63.64
2019-09-17,88,74.0,,0.74,65.12
2019-09-18,85,74.0,,0.74,62.9
2019-09-19,88,74.0,,0.74,65.12
2019-09-20,100,74.0,,0.74,74.0
2019-09-21,86,74.0,,0.74,63.64
2019-09-22,72,74.0,,0.74,53.28
2019-09-23,88,74.0,,0.74,65.12
2019-09-24,87,74.0,,0.74,64.38
2019-09-25,88,74.0,,0.74,65.12
2019-09-26,85,74.0,,0.74,62.9
2019-09-27,88,74.0,,0.74,65.12
2019-09-28,83,74.0,,0.74,61.42
2019-09-29,74,74.0,,0.74,54.76
2019-09-30,87,74.0,,0.74,64.38
2019-10-01,96,71.0,False,0.71,68.16
2019-10-02,95,71.0,,0.71,67.45
2019-10-03,91,71.0,,0.71,64.61
2019-10-04,97,71.0,,0.71,68.86999999999999
2019-10-05,89,71.0,,0.71,63.19
2019-10-06,84,71.0,,0.71,59.64
2019-10-07,94,71.0,,0.71,66.74
2019-10-08,93,71.0,,0.71,66.03
2019-10-09,90,71.0,,0.71,63.9
2019-10-10,93,71.0,,0.71,66.03
2019-10-11,96,71.0,,0.71,68.16
2019-10-12,91,71.0,,0.71,64.61
2019-10-13,80,71.0,,0.71,56.8
2019-10-14,90,71.0,,0.71,63.9
2019-10-15,92,71.0,,0.71,65.32
2019-10-16,92,71.0,,0.71,65.32
2019-10-17,89,71.0,,0.71,63.19
2019-10-18,94,71.0,,0.71,66.74
2019-10-19,89,71.0,,0.71,63.19
2019-10-20,82,71.0,,0.71,58.22
2019-10-21,100,71.0,,0.71,71.0
2019-10-22,94,71.0,,0.71,66.74
2019-10-23,92,71.0,,0.71,65.32
2019-10-24,91,71.0,,0.71,64.61
2019-10-25,92,71.0,,0.71,65.32
2019-10-26,88,71.0,,0.71,62.48
2019-10-27,76,71.0,,0.71,53.959999999999994
2019-10-28,93,71.0,,0.71,66.03
2019-10-29,90,71.0,,0.71,63.9
2019-10-30,87,71.0,,0.71,61.769999999999996
2019-10-31,86,71.0,,0.71,61.059999999999995
2019-11-01,96,71.0,False,0.71,68.16
2019-11-02,98,71.0,,0.71,69.58
2019-11-03,82,71.0,,0.71,58.22
2019-11-04,100,71.0,,0.71,71.0
2019-11-05,100,71.0,,0.71,71.0
2019-11-06,99,71.0,,0.71,70.28999999999999
2019-11-07,100,71.0,,0.71,71.0
2019-11-08,98,71.0,,0.71,69.58
2019-11-09,91,71.0,,0.71,64.61
2019-11-10,85,71.0,,0.71,60.349999999999994
2019-11-11,96,71.0,,0.71,68.16
2019-11-12,96,71.0,,0.71,68.16
2019-11-13,97,71.0,,0.71,68.86999999999999
2019-11-14,95,71.0,,0.71,67.45
2019-11-15,92,71.0,,0.71,65.32
2019-11-16,92,71.0,,0.71,65.32
2019-11-17,82,71.0,,0.71,58.22
2019-11-18,94,71.0,,0.71,66.74
2019-11-19,93,71.0,,0.71,66.03
2019-11-20,99,71.0,,0.71,70.28999999999999
2019-11-21,96,71.0,,0.71,68.16
2019-11-22,98,71.0,,0.71,69.58
2019-11-23,96,71.0,,0.71,68.16
2019-11-24,87,71.0,,0.71,61.769999999999996
2019-11-25,94,71.0,,0.71,66.74
2019-11-26,98,71.0,,0.71,69.58
2019-11-27,94,71.0,,0.71,66.74
2019-11-28,83,71.0,,0.71,58.93
2019-11-29,95,71.0,,0.71,67.45
2019-11-30,93,71.0,,0.71,66.03
2019-12-01,79,71.0,False,0.71,56.089999999999996
2019-12-02,91,71.0,,0.71,64.61
2019-12-03,89,71.0,,0.71,63.19
2019-12-04,91,71.0,,0.71,64.61
2019-12-05,94,71.0,,0.71,66.74
2019-12-06,91,71.0,,0.71,64.61
2019-12-07,88,71.0,,0.71,62.48
2019-12-08,87,71.0,,0.71,61.769999999999996
2019-12-09,91,71.0,,0.71,64.61
2019-12-10,93,71.0,,0.71,66.03
2019-12-11,90,71.0,,0.71,63.9
2019-12-12,88,71.0,,0.71,62.48
2019-12-13,92,71.0,,0.71,65.32
2019-12-14,89,71.0,,0.71,63.19
2019-12-15,83,71.0,,0.71,58.93
2019-12-16,95,71.0,,0.71,67.45
2019-12-17,93,71.0,,0.71,66.03
2019-12-18,93,71.0,,0.71,66.03
2019-12-19,91,71.0,,0.71,64.61
2019-12-20,92,71.0,,0.71,65.32
2019-12-21,92,71.0,,0.71,65.32
2019-12-22,85,71.0,,0.71,60.349999999999994
2019-12-23,94,71.0,,0.71,66.74
2019-12-24,90,71.0,,0.71,63.9
2019-12-25,89,71.0,,0.71,63.19
2019-12-26,100,71.0,,0.71,71.0
2019-12-27,98,71.0,,0.71,69.58
2019-12-28,95,71.0,,0.71,67.45
2019-12-29,87,71.0,,0.71,61.769999999999996
2019-12-30,100,71.0,,0.71,71.0
2019-12-31,96,71.0,,0.71,68.16
2020-01-01,86,74.0,False,0.74,63.64
2020-01-02,97,74.0,,0.74,71.78
2020-01-03,95,74.0,,0.74,70.3
2020-01-04,90,74.0,,0.74,66.6
2020-01-05,84,74.0,,0.74,62.16
2020-01-06,96,74.0,,0.74,71.03999999999999
2020-01-07,94,74.0,,0.74,69.56
2020-01-08,94,74.0,,0.74,69.56
2020-01-09,95,74.0,,0.74,70.3
2020-01-10,96,74.0,,0.74,71.03999999999999
2020-01-11,95,74.0,,0.74,70.3
2020-01-12,84,74.0,,0.74,62.16
2020-01-13,94,74.0,,0.74,69.56
2020-01-14,94,74.0,,0.74,69.56
2020-01-15,99,74.0,,0.74,73.26
2020-01-16,92,74.0,,0.74,68.08
2020-01-17,94,74.0,,0.74,69.56
2020-01-18,91,74.0,,0.74,67.34
2020-01-19,83,74.0,,0.74,61.42
2020-01-20,91,74.0,,0.74,67.34
2020-01-21,95,74.0,,0.74,70.3
2020-01-22,100,74.0,,0.74,74.0
2020-01-23,95,74.0,,0.74,70.3
2020-01-24,91,74.0,,0.74,67.34
2020-01-25,88,74.0,,0.74,65.12
2020-01-26,79,74.0,,0.74,58.46
2020-01-27,87,74.0,,0.74,64.38
2020-01-28,91,74.0,,0.74,67.34
2020-01-29,92,74.0,,0.74,68.08
2020-01-30,94,74.0,,0.74,69.56
2020-01-31,93,74.0,,0.74,68.82
2020-02-01,89,74.0,False,0.74,65.86
2020-02-02,78,74.0,,0.74,57.72
2020-02-03,85,74.0,,0.74,62.9
2020-02-04,88,74.0,,0.74,65.12
2020-02-05,93,74.0,,0.74,68.82
2020-02-06,91,74.0,,0.74,67.34
2020-02-07,89,74.0,,0.74,65.86
2020-02-08,92,74.0,,0.74,68.08
2020-02-09,88,74.0,,0.74,65.12
2020-02-10,96,74.0,,0.74,71.03999999999999
2020-02-11,95,74.0,,0.74,70.3
2020-02-12,94,74.0,,0.74,69.56
2020-02-13,88,74.0,,0.74,65.12
2020-02-14,97,74.0,,0.74,71.78
2020-02-15,92,74.0,,0.74,68.08
2020-02-16,86,74.0,,0.74,63.64
2020-02-17,93,74.0,,0.74,68.82
2020-02-18,96,74.0,,0.74,71.03999999999999
2020-02-19,92,74.0,,0.74,68.08
2020-02-20,91,74.0,,0.74,67.34
2020-02-21,93,74.0,,0.74,68.82
2020-02-22,92,74.0,,0.74,68.08
2020-02-23,85,74.0,,0.74,62.9
2020-02-24,94,74.0,,0.74,69.56
2020-02-25,94,74.0,,0.74,69.56
2020-02-26,96,74.0,,0.74,71.03999999999999
2020-02-27,92,74.0,,0.74,68.08
2020-02-28,100,74.0,,0.74,74.0
2020-02-29,95,74.0,,0.74,70.3
2020-03-01,63,74.0,False,0.74,46.62
2020-03-02,71,74.0,,0.74,52.54
2020-03-03,74,74.0,,0.74,54.76
2020-03-04,69,74.0,,0.74,51.06
2020-03-05,66,74.0,,0.74,48.839999999999996
2020-03-06,65,74.0,,0.74,48.1
2020-03-07,67,74.0,,0.74,49.58
2020-03-08,62,74.0,,0.74,45.88
2020-03-09,65,74.0,,0.74,48.1
2020-03-10,69,74.0,,0.74,51.06
2020-03-11,71,74.0,,0.74,52.54
2020-03-12,66,74.0,,0.74,48.839999999999996
2020-03-13,68,74.0,,0.74,50.32
2020-03-14,70,74.0,,0.74,51.8
2020-03-15,62,74.0,,0.74,45.88
2020-03-16,67,74.0,,0.74,49.58
2020-03-17,67,74.0,,0.74,49.58
2020-03-18,71,74.0,,0.74,52.54
2020-03-19,72,74.0,,0.74,53.28
2020-03-20,78,74.0,,0.74,57.72
2020-03-21,70,74.0,,0.74,51.8
2020-03-22,68,74.0,,0.74,50.32
2020-03-23,69,74.0,,0.74,51.06
2020-03-24,71,74.0,,0.74,52.54
2020-03-25,65,74.0,,0.74,48.1
2020-03-26,64,74.0,,0.74,47.36
2020-03-27,67,74.0,,0.74,49.58
2020-03-28,76,74.0,,0.74,56.24
2020-03-29,100,74.0,,0.74,74.0
2020-03-30,70,74.0,,0.74,51.8
2020-03-31,66,74.0,,0.74,48.839999999999996
2020-04-01,89,71.0,False,0.71,63.19
2020-04-02,88,71.0,,0.71,62.48
2020-04-03,91,71.0,,0.71,64.61
2020-04-04,89,71.0,,0.71,63.19
2020-04-05,83,71.0,,0.71,58.93
2020-04-06,88,71.0,,0.71,62.48
2020-04-07,89,71.0,,0.71,63.19
2020-04-08,86,71.0,,0.71,61.059999999999995
2020-04-09,90,71.0,,0.71,63.9
2020-04-10,89,71.0,,0.71,63.19
2020-04-11,89,71.0,,0.71,63.19
2020-04-12,85,71.0,,0.71,60.349999999999994
2020-04-13,94,71.0,,0.71,66.74
2020-04-14,92,71.0,,0.71,65.32
2020-04-15,98,71.0,,0.71,69.58
2020-04-16,100,71.0,,0.71,71.0
2020-04-17,98,71.0,,0.71,69.58
2020-04-18,89,71.0,,0.71,63.19
2020-04-19,91,71.0,,0.71,64.61
2020-04-20,95,71.0,,0.71,67.45
2020-04-21,93,71.0,,0.71,66.03
2020-04-22,94,71.0,,0.71,66.74
2020-04-23,88,71.0,,0.71,62.48
2020-04-24,88,71.0,,0.71,62.48
2020-04-25,86,71.0,,0.71,61.059999999999995
2020-04-26,82,71.0,,0.71,58.22
2020-04-27,92,71.0,,0.71,65.32
2020-04-28,92,71.0,,0.71,65.32
2020-04-29,92,71.0,,0.71,65.32
2020-04-30,95,71.0,,0.71,67.45
2020-05-01,96,74.0,False,0.74,71.03999999999999
2020-05-02,93,74.0,,0.74,68.82
2020-05-03,91,74.0,,0.74,67.34
2020-05-04,99,74.0,,0.74,73.26
2020-05-05,100,74.0,,0.74,74.0
2020-05-06,97,74.0,,0.74,71.78
2020-05-07,97,74.0,,0.74,71.78
2020-05-08,99,74.0,,0.74,73.26
2020-05-09,92,74.0,,0.74,68.08
2020-05-10,85,74.0,,0.74,62.9
2020-05-11,98,74.0,,0.74,72.52
2020-05-12,93,74.0,,0.74,68.82
2020-05-13,94,74.0,,0.74,69.56
2020-05-14,96,74.0,,0.74,71.03999999999999
2020-05-15,97,74.0,,0.74,71.78
2020-05-16,96,74.0,,0.74,71.03999999999999
2020-05-17,86,74.0,,0.74,63.64
2020-05-18,97,74.0,,0.74,71.78
2020-05-19,94,74.0,,0.74,69.56
2020-05-20,93,74.0,,0.74,68.82
2020-05-21,96,74.0,,0.74,71.03999999999999
2020-05-22,98,74.0,,0.74,72.52
2020-05-23,95,74.0,,0.74,70.3
2020-05-24,94,74.0,,0.74,69.56
2020-05-25,91,74.0,,0.74,67.34
2020-05-26,100,74.0,,0.74,74.0
2020-05-27,95,74.0,,0.74,70.3
2020-05-28,94,74.0,,0.74,69.56
2020-05-29,94,74.0,,0.74,69.56
2020-05-30,92,74.0,,0.74,68.08
2020-05-31,94,74.0,,0.74,69.56
2020-06-01,92,83.0,False,0.83,76.36
2020-06-02,96,83.0,,0.83,79.67999999999999
2020-06-03,100,83.0,,0.83,83.0
2020-06-04,88,83.0,,0.83,73.03999999999999
2020-06-05,91,83.0,,0.83,75.53
2020-06-06,79,83.0,,0.83,65.57
2020-06-07,75,83.0,,0.83,62.25
2020-06-08,88,83.0,,0.83,73.03999999999999
2020-06-09,87,83.0,,0.83,72.21
2020-06-10,80,83.0,,0.83,66.39999999999999
2020-06-11,78,83.0,,0.83,64.74
2020-06-12,78,83.0,,0.83,64.74
2020-06-13,76,83.0,,0.83,63.08
2020-06-14,70,83.0,,0.83,58.099999999999994
2020-06-15,79,83.0,,0.83,65.57
2020-06-16,79,83.0,,0.83,65.57
2020-06-17,77,83.0,,0.83,63.91
2020-06-18,78,83.0,,0.83,64.74
2020-06-19,80,83.0,,0.83,66.39999999999999
2020-06-20,74,83.0,,0.83,61.419999999999995
2020-06-21,76,83.0,,0.83,63.08
2020-06-22,79,83.0,,0.83,65.57
2020-06-23,75,83.0,,0.83,62.25
2020-06-24,76,83.0,,0.83,63.08
2020-06-25,77,83.0,,0.83,63.91
2020-06-26,84,83.0,,0.83,69.72
2020-06-27,76,83.0,,0.83,63.08
2020-06-28,74,83.0,,0.83,61.419999999999995
2020-06-29,87,83.0,,0.83,72.21
2020-06-30,87,83.0,,0.83,72.21
2020-07-01,100,81.0,False,0.81,81.0
2020-07-02,92,81.0,,0.81,74.52000000000001
2020-07-03,96,81.0,,0.81,77.76
2020-07-04,91,81.0,,0.81,73.71000000000001
2020-07-05,88,81.0,,0.81,71.28
2020-07-06,100,81.0,,0.81,81.0
2020-07-07,95,81.0,,0.81,76.95
2020-07-08,90,81.0,,0.81,72.9
2020-07-09,92,81.0,,0.81,74.52000000000001
2020-07-10,92,81.0,,0.81,74.52000000000001
2020-07-11,89,81.0,,0.81,72.09
2020-07-12,84,81.0,,0.81,68.04
2020-07-13,93,81.0,,0.81,75.33
2020-07-14,86,81.0,,0.81,69.66000000000001
2020-07-15,87,81.0,,0.81,70.47
2020-07-16,86,81.0,,0.81,69.66000000000001
2020-07-17,86,81.0,,0.81,69.66000000000001
2020-07-18,88,81.0,,0.81,71.28
2020-07-19,81,81.0,,0.81,65.61
2020-07-20,92,81.0,,0.81,74.52000000000001
2020-07-21,86,81.0,,0.81,69.66000000000001
2020-07-22,90,81.0,,0.81,72.9
2020-07-23,87,81.0,,0.81,70.47
2020-07-24,87,81.0,,0.81,70.47
2020-07-25,90,81.0,,0.81,72.9
2020-07-26,85,81.0,,0.81,68.85000000000001
2020-07-27,90,81.0,,0.81,72.9
2020-07-28,95,81.0,,0.81,76.95
2020-07-29,89,81.0,,0.81,72.09
2020-07-30,92,81.0,,0.81,74.52000000000001
2020-07-31,92,81.0,,0.81,74.52000000000001
2020-08-01,80,76.0,False,0.76,60.8
2020-08-02,76,76.0,,0.76,57.76
2020-08-03,84,76.0,,0.76,63.84
2020-08-04,77,76.0,,0.76,58.52
2020-08-05,80,76.0,,0.76,60.8
2020-08-06,80,76.0,,0.76,60.8
2020-08-07,82,76.0,,0.76,62.32
2020-08-08,81,76.0,,0.76,61.56
2020-08-09,76,76.0,,0.76,57.76
2020-08-10,81,76.0,,0.76,61.56
2020-08-11,81,76.0,,0.76,61.56
2020-08-12,82,76.0,,0.76,62.32
2020-08-13,80,76.0,,0.76,60.8
2020-08-14,84,76.0,,0.76,63.84
2020-08-15,84,76.0,,0.76,63.84
2020-08-16,77,76.0,,0.76,58.52
2020-08-17,83,76.0,,0.76,63.08
2020-08-18,80,76.0,,0.76,60.8
2020-08-19,76,76.0,,0.76,57.76
2020-08-20,79,76.0,,0.76,60.04
2020-08-21,81,76.0,,0.76,61.56
2020-08-22,81,76.0,,0.76,61.56
2020-08-23,77,76.0,,0.76,58.52
2020-08-24,77,76.0,,0.76,58.52
2020-08-25,77,76.0,,0.76,58.52
2020-08-26,82,76.0,,0.76,62.32
2020-08-27,100,76.0,,0.76,76.0
2020-08-28,97,76.0,,0.76,73.72
2020-08-29,83,76.0,,0.76,63.08
2020-08-30,82,76.0,,0.76,62.32
2020-08-31,91,76.0,,0.76,69.16
2020-09-01,100,74.0,False,0.74,74.0
2020-09-02,96,74.0,,0.74,71.03999999999999
2020-09-03,94,74.0,,0.74,69.56
2020-09-04,99,74.0,,0.74,73.26
2020-09-05,94,74.0,,0.74,69.56
2020-09-06,90,74.0,,0.74,66.6
2020-09-07,85,74.0,,0.74,62.9
2020-09-08,91,74.0,,0.74,67.34
2020-09-09,92,74.0,,0.74,68.08
2020-09-10,88,74.0,,0.74,65.12
2020-09-11,90,74.0,,0.74,66.6
2020-09-12,91,74.0,,0.74,67.34
2020-09-13,83,74.0,,0.74,61.42
2020-09-14,93,74.0,,0.74,68.82
2020-09-15,91,74.0,,0.74,67.34
2020-09-16,89,74.0,,0.74,65.86
2020-09-17,88,74.0,,0.74,65.12
2020-09-18,91,74.0,,0.74,67.34
2020-09-19,89,74.0,,0.74,65.86
2020-09-20,81,74.0,,0.74,59.94
2020-09-21,89,74.0,,0.74,65.86
2020-09-22,88,74.0,,0.74,65.12
2020-09-23,96,74.0,,0.74,71.03999999999999
2020-09-24,88,74.0,,0.74,65.12
2020-09-25,94,74.0,,0.74,69.56
2020-09-26,93,74.0,,0.74,68.82
2020-09-27,87,74.0,,0.74,64.38
2020-09-28,91,74.0,,0.74,67.34
2020-09-29,88,74.0,,0.74,65.12
2020-09-30,86,74.0,,0.74,63.64
2020-10-01,89,72.0,False,0.72,64.08
2020-10-02,91,72.0,,0.72,65.52
2020-10-03,93,72.0,,0.72,66.96
2020-10-04,86,72.0,,0.72,61.919999999999995
2020-10-05,92,72.0,,0.72,66.24
2020-10-06,89,72.0,,0.72,64.08
2020-10-07,89,72.0,,0.72,64.08
2020-10-08,89,72.0,,0.72,64.08
2020-10-09,100,72.0,,0.72,72.0
2020-10-10,92,72.0,,0.72,66.24
2020-10-11,88,72.0,,0.72,63.36
2020-10-12,94,72.0,,0.72,67.67999999999999
2020-10-13,92,72.0,,0.72,66.24
2020-10-14,93,72.0,,0.72,66.96
2020-10-15,94,72.0,,0.72,67.67999999999999
2020-10-16,94,72.0,,0.72,67.67999999999999
2020-10-17,94,72.0,,0.72,67.67999999999999
2020-10-18,88,72.0,,0.72,63.36
2020-10-19,98,72.0,,0.72,70.56
2020-10-20,100,72.0,,0.72,72.0
2020-10-21,97,72.0,,0.72,69.84
2020-10-22,94,72.0,,0.72,67.67999999999999
2020-10-23,97,72.0,,0.72,69.84
2020-10-24,94,72.0,,0.72,67.67999999999999
2020-10-25,88,72.0,,0.72,63.36
2020-10-26,93,72.0,,0.72,66.96
2020-10-27,95,72.0,,0.72,68.39999999999999
2020-10-28,94,72.0,,0.72,67.67999999999999
2020-10-29,93,72.0,,0.72,66.96
2020-10-30,98,72.0,,0.72,70.56
2020-10-31,97,72.0,,0.72,69.84
2020-11-01,85,73.0,False,0.73,62.05
2020-11-02,99,73.0,,0.73,72.27
2020-11-03,92,73.0,,0.73,67.16
2020-11-04,62,73.0,,0.73,45.26
2020-11-05,73,73.0,,0.73,53.29
2020-11-06,84,73.0,,0.73,61.32
2020-11-07,87,73.0,,0.73,63.51
2020-11-08,95,73.0,,0.73,69.35
2020-11-09,100,73.0,,0.73,73.0
2020-11-10,100,73.0,,0.73,73.0
2020-11-11,97,73.0,,0.73,70.81
2020-11-12,95,73.0,,0.73,69.35
2020-11-13,99,73.0,,0.73,72.27
2020-11-14,98,73.0,,0.73,71.53999999999999
2020-11-15,94,73.0,,0.73,68.62
2020-11-16,98,73.0,,0.73,71.53999999999999
2020-11-17,94,73.0,,0.73,68.62
2020-11-18,96,73.0,,0.73,70.08
2020-11-19,95,73.0,,0.73,69.35
2020-11-20,100,73.0,,0.73,73.0
2020-11-21,94,73.0,,0.73,68.62
2020-11-22,88,73.0,,0.73,64.24
2020-11-23,99,73.0,,0.73,72.27
2020-11-24,100,73.0,,0.73,73.0
2020-11-25,98,73.0,,0.73,71.53999999999999
2020-11-26,89,73.0,,0.73,64.97
2020-11-27,95,73.0,,0.73,69.35
2020-11-28,94,73.0,,0.73,68.62
2020-11-29,88,73.0,,0.73,64.24
2020-11-30,93,73.0,,0.73,67.89
2020-12-01,94,74.0,False,0.74,69.56
2020-12-02,95,74.0,,0.74,70.3
2020-12-03,92,74.0,,0.74,68.08
2020-12-04,95,74.0,,0.74,70.3
2020-12-05,95,74.0,,0.74,70.3
2020-12-06,82,74.0,,0.74,60.68
2020-12-07,94,74.0,,0.74,69.56
2020-12-08,95,74.0,,0.74,70.3
2020-12-09,91,74.0,,0.74,67.34
2020-12-10,96,74.0,,0.74,71.03999999999999
2020-12-11,96,74.0,,0.74,71.03999999999999
2020-12-12,90,74.0,,0.74,66.6
2020-12-13,90,74.0,,0.74,66.6
2020-12-14,94,74.0,,0.74,69.56
2020-12-15,93,74.0,,0.74,68.82
2020-12-16,99,74.0,,0.74,73.26
2020-12-17,95,74.0,,0.74,70.3
2020-12-18,94,74.0,,0.74,69.56
2020-12-19,96,74.0,,0.74,71.03999999999999
2020-12-20,88,74.0,,0.74,65.12
2020-12-21,95,74.0,,0.74,70.3
2020-12-22,98,74.0,,0.74,72.52
2020-12-23,100,74.0,,0.74,74.0
2020-12-24,94,74.0,,0.74,69.56
2020-12-25,87,74.0,,0.74,64.38
2020-12-26,92,74.0,,0.74,68.08
2020-12-27,89,74.0,,0.74,65.86
2020-12-28,98,74.0,,0.74,72.52
2020-12-29,99,74.0,,0.74,73.26
2020-12-30,100,74.0,,0.74,74.0
2020-12-31,97,74.0,,0.74,71.78
2021-01-01,91,75.0,False,0.75,68.25
2021-01-02,94,75.0,,0.75,70.5
2021-01-03,89,75.0,,0.75,66.75
2021-01-04,93,75.0,,0.75,69.75
2021-01-05,94,75.0,,0.75,70.5
2021-01-06,90,75.0,,0.75,67.5
2021-01-07,98,75.0,,0.75,73.5
2021-01-08,100,75.0,,0.75,75.0
2021-01-09,97,75.0,,0.75,72.75
2021-01-10,91,75.0,,0.75,68.25
2021-01-11,100,75.0,,0.75,75.0
2021-01-12,96,75.0,,0.75,72.0
2021-01-13,95,75.0,,0.75,71.25
2021-01-14,96,75.0,,0.75,72.0
2021-01-15,99,75.0,,0.75,74.25
2021-01-16,94,75.0,,0.75,70.5
2021-01-17,89,75.0,,0.75,66.75
2021-01-18,97,75.0,,0.75,72.75
2021-01-19,98,75.0,,0.75,73.5
2021-01-20,94,75.0,,0.75,70.5
2021-01-21,92,75.0,,0.75,69.0
2021-01-22,95,75.0,,0.75,71.25
2021-01-23,93,75.0,,0.75,69.75
2021-01-24,91,75.0,,0.75,68.25
2021-01-25,96,75.0,,0.75,72.0
2021-01-26,96,75.0,,0.75,72.0
2021-01-27,96,75.0,,0.75,72.0
2021-01-28,92,75.0,,0.75,69.0
2021-01-29,92,75.0,,0.75,69.0
2021-01-30,93,75.0,,0.75,69.75
2021-01-31,88,75.0,,0.75,66.0
2021-02-01,93,74.0,False,0.74,68.82
2021-02-02,91,74.0,,0.74,67.34
2021-02-03,93,74.0,,0.74,68.82
2021-02-04,96,74.0,,0.74,71.03999999999999
2021-02-05,96,74.0,,0.74,71.03999999999999
2021-02-06,96,74.0,,0.74,71.03999999999999
2021-02-07,85,74.0,,0.74,62.9
2021-02-08,91,74.0,,0.74,67.34
2021-02-09,96,74.0,,0.74,71.03999999999999
2021-02-10,100,74.0,,0.74,74.0
2021-02-11,94,74.0,,0.74,69.56
2021-02-12,93,74.0,,0.74,68.82
2021-02-13,91,74.0,,0.74,67.34
2021-02-14,90,74.0,,0.74,66.6
2021-02-15,89,74.0,,0.74,65.86
2021-02-16,90,74.0,,0.74,66.6
2021-02-17,86,74.0,,0.74,63.64
2021-02-18,86,74.0,,0.74,63.64
2021-02-19,93,74.0,,0.74,68.82
2021-02-20,94,74.0,,0.74,69.56
2021-02-21,92,74.0,,0.74,68.08
2021-02-22,98,74.0,,0.74,72.52
2021-02-23,95,74.0,,0.74,70.3
2021-02-24,97,74.0,,0.74,71.78
2021-02-25,94,74.0,,0.74,69.56
2021-02-26,97,74.0,,0.74,71.78
2021-02-27,95,74.0,,0.74,70.3
2021-02-28,90,74.0,,0.74,66.6
2021-03-01,71,79.0,False,0.79,56.09
2021-03-02,69,79.0,,0.79,54.510000000000005
2021-03-03,68,79.0,,0.79,53.72
2021-03-04,69,79.0,,0.79,54.510000000000005
2021-03-05,70,79.0,,0.79,55.300000000000004
2021-03-06,67,79.0,,0.79,52.93
2021-03-07,62,79.0,,0.79,48.980000000000004
2021-03-08,69,79.0,,0.79,54.510000000000005
2021-03-09,66,79.0,,0.79,52.14
2021-03-10,66,79.0,,0.79,52.14
2021-03-11,71,79.0,,0.79,56.09
2021-03-12,71,79.0,,0.79,56.09
2021-03-13,72,79.0,,0.79,56.88
2021-03-14,66,79.0,,0.79,52.14
2021-03-15,69,79.0,,0.79,54.510000000000005
2021-03-16,71,79.0,,0.79,56.09
2021-03-17,78,79.0,,0.79,61.620000000000005
2021-03-18,73,79.0,,0.79,57.67
2021-03-19,72,79.0,,0.79,56.88
2021-03-20,71,79.0,,0.79,56.09
2021-03-21,68,79.0,,0.79,53.72
2021-03-22,73,79.0,,0.79,57.67
2021-03-23,88,79.0,,0.79,69.52000000000001
2021-03-24,100,79.0,,0.79,79.0
2021-03-25,87,79.0,,0.79,68.73
2021-03-26,80,79.0,,0.79,63.2
2021-03-27,79,79.0,,0.79,62.410000000000004
2021-03-28,71,79.0,,0.79,56.09
2021-03-29,73,79.0,,0.79,57.67
2021-03-30,74,79.0,,0.79,58.46
2021-03-31,70,79.0,,0.79,55.300000000000004
2021-04-01,93,74.0,False,0.74,68.82
2021-04-02,97,74.0,,0.74,71.78
2021-04-03,91,74.0,,0.74,67.34
2021-04-04,84,74.0,,0.74,62.16
2021-04-05,93,74.0,,0.74,68.82
2021-04-06,89,74.0,,0.74,65.86
2021-04-07,93,74.0,,0.74,68.82
2021-04-08,95,74.0,,0.74,70.3
2021-04-09,97,74.0,,0.74,71.78
2021-04-10,96,74.0,,0.74,71.03999999999999
2021-04-11,87,74.0,,0.74,64.38
2021-04-12,95,74.0,,0.74,70.3
2021-04-13,95,74.0,,0.74,70.3
2021-04-14,91,74.0,,0.74,67.34
2021-04-15,92,74.0,,0.74,68.08
2021-04-16,100,74.0,,0.74,74.0
2021-04-17,94,74.0,,0.74,69.56
2021-04-18,86,74.0,,0.74,63.64
2021-04-19,90,74.0,,0.74,66.6
2021-04-20,91,74.0,,0.74,67.34
2021-04-21,89,74.0,,0.74,65.86
2021-04-22,88,74.0,,0.74,65.12
2021-04-23,92,74.0,,0.74,68.08
2021-04-24,93,74.0,,0.74,68.82
2021-04-25,86,74.0,,0.74,63.64
2021-04-26,90,74.0,,0.74,66.6
2021-04-27,90,74.0,,0.74,66.6
2021-04-28,92,74.0,,0.74,68.08
2021-04-29,91,74.0,,0.74,67.34
2021-04-30,87,74.0,,0.74,64.38
2021-05-01,95,72.0,False,0.72,68.39999999999999
2021-05-02,89,72.0,,0.72,64.08
2021-05-03,98,72.0,,0.72,70.56
2021-05-04,95,72.0,,0.72,68.39999999999999
2021-05-05,93,72.0,,0.72,66.96
2021-05-06,91,72.0,,0.72,65.52
