date,ANY_unscaled,ANY_monthly,isPartial,scale,ANY
2017-12-28,56,59.0,,0.59,33.04
2017-12-29,53,59.0,,0.59,31.27
2017-12-30,54,59.0,,0.59,31.86
2017-12-31,60,59.0,,0.59,35.4
2018-01-01,91,59.0,False,0.59,53.69
2018-01-02,78,59.0,,0.59,46.019999999999996
2018-01-03,85,59.0,,0.59,50.15
2018-01-04,90,59.0,,0.59,53.099999999999994
2018-01-05,84,59.0,,0.59,49.559999999999995
2018-01-06,88,59.0,,0.59,51.919999999999995
2018-01-07,92,59.0,,0.59,54.279999999999994
2018-01-08,90,59.0,,0.59,53.099999999999994
2018-01-09,88,59.0,,0.59,51.919999999999995
2018-01-10,89,59.0,,0.59,52.51
2018-01-11,90,59.0,,0.59,53.099999999999994
2018-01-12,90,59.0,,0.59,53.099999999999994
2018-01-13,89,59.0,,0.59,52.51
2018-01-14,93,59.0,,0.59,54.87
2018-01-15,89,59.0,,0.59,52.51
2018-01-16,93,59.0,,0.59,54.87
2018-01-17,91,59.0,,0.59,53.69
2018-01-18,91,59.0,,0.59,53.69
2018-01-19,89,59.0,,0.59,52.51
2018-01-20,88,59.0,,0.59,51.919999999999995
2018-01-21,89,59.0,,0.59,52.51
2018-01-22,94,59.0,,0.59,55.459999999999994
2018-01-23,95,59.0,,0.59,56.05
2018-01-24,97,59.0,,0.59,57.23
2018-01-25,94,59.0,,0.59,55.459999999999994
2018-01-26,89,59.0,,0.59,52.51
2018-01-27,87,59.0,,0.59,51.33
2018-01-28,100,59.0,,0.59,59.0
2018-01-29,100,59.0,,0.59,59.0
2018-01-30,94,59.0,,0.59,55.459999999999994
2018-01-31,95,59.0,,0.59,56.05
2018-02-01,89,63.0,False,0.63,56.07
2018-02-02,88,63.0,,0.63,55.44
2018-02-03,82,63.0,,0.63,51.660000000000004
2018-02-04,91,63.0,,0.63,57.33
2018-02-05,93,63.0,,0.63,58.59
2018-02-06,90,63.0,,0.63,56.7
2018-02-07,88,63.0,,0.63,55.44
2018-02-08,93,63.0,,0.63,58.59
2018-02-09,86,63.0,,0.63,54.18
2018-02-10,80,63.0,,0.63,50.4
2018-02-11,91,63.0,,0.63,57.33
2018-02-12,90,63.0,,0.63,56.7
2018-02-13,87,63.0,,0.63,54.81
2018-02-14,91,63.0,,0.63,57.33
2018-02-15,98,63.0,,0.63,61.74
2018-02-16,94,63.0,,0.63,59.22
2018-02-17,92,63.0,,0.63,57.96
2018-02-18,94,63.0,,0.63,59.22
2018-02-19,97,63.0,,0.63,61.11
2018-02-20,98,63.0,,0.63,61.74
2018-02-21,98,63.0,,0.63,61.74
2018-02-22,97,63.0,,0.63,61.11
2018-02-23,95,63.0,,0.63,59.85
2018-02-24,87,63.0,,0.63,54.81
2018-02-25,97,63.0,,0.63,61.11
2018-02-26,96,63.0,,0.63,60.480000000000004
2018-02-27,100,63.0,,0.63,63.0
2018-02-28,98,63.0,,0.63,61.74
2018-03-01,95,62.0,False,0.62,58.9
2018-03-02,95,62.0,,0.62,58.9
2018-03-03,90,62.0,,0.62,55.8
2018-03-04,96,62.0,,0.62,59.519999999999996
2018-03-05,100,62.0,,0.62,62.0
2018-03-06,97,62.0,,0.62,60.14
2018-03-07,98,62.0,,0.62,60.76
2018-03-08,94,62.0,,0.62,58.28
2018-03-09,90,62.0,,0.62,55.8
2018-03-10,82,62.0,,0.62,50.839999999999996
2018-03-11,92,62.0,,0.62,57.04
2018-03-12,91,62.0,,0.62,56.42
2018-03-13,95,62.0,,0.62,58.9
2018-03-14,95,62.0,,0.62,58.9
2018-03-15,96,62.0,,0.62,59.519999999999996
2018-03-16,88,62.0,,0.62,54.56
2018-03-17,93,62.0,,0.62,57.66
2018-03-18,96,62.0,,0.62,59.519999999999996
2018-03-19,94,62.0,,0.62,58.28
2018-03-20,96,62.0,,0.62,59.519999999999996
2018-03-21,96,62.0,,0.62,59.519999999999996
2018-03-22,96,62.0,,0.62,59.519999999999996
2018-03-23,93,62.0,,0.62,57.66
2018-03-24,91,62.0,,0.62,56.42
2018-03-25,91,62.0,,0.62,56.42
2018-03-26,96,62.0,,0.62,59.519999999999996
2018-03-27,94,62.0,,0.62,58.28
2018-03-28,94,62.0,,0.62,58.28
2018-03-29,91,62.0,,0.62,56.42
2018-03-30,86,62.0,,0.62,53.32
2018-03-31,90,62.0,,0.62,55.8
2018-04-01,92,62.0,False,0.62,57.04
2018-04-02,92,62.0,,0.62,57.04
2018-04-03,91,62.0,,0.62,56.42
2018-04-04,91,62.0,,0.62,56.42
2018-04-05,93,62.0,,0.62,57.66
2018-04-06,89,62.0,,0.62,55.18
2018-04-07,87,62.0,,0.62,53.94
2018-04-08,93,62.0,,0.62,57.66
2018-04-09,96,62.0,,0.62,59.519999999999996
2018-04-10,96,62.0,,0.62,59.519999999999996
2018-04-11,92,62.0,,0.62,57.04
2018-04-12,97,62.0,,0.62,60.14
2018-04-13,94,62.0,,0.62,58.28
2018-04-14,87,62.0,,0.62,53.94
2018-04-15,95,62.0,,0.62,58.9
2018-04-16,99,62.0,,0.62,61.38
2018-04-17,100,62.0,,0.62,62.0
2018-04-18,97,62.0,,0.62,60.14
2018-04-19,94,62.0,,0.62,58.28
2018-04-20,85,62.0,,0.62,52.7
2018-04-21,83,62.0,,0.62,51.46
2018-04-22,88,62.0,,0.62,54.56
2018-04-23,91,62.0,,0.62,56.42
2018-04-24,96,62.0,,0.62,59.519999999999996
2018-04-25,93,62.0,,0.62,57.66
2018-04-26,94,62.0,,0.62,58.28
2018-04-27,91,62.0,,0.62,56.42
2018-04-28,91,62.0,,0.62,56.42
2018-04-29,89,62.0,,0.62,55.18
2018-04-30,96,62.0,,0.62,59.519999999999996
2018-05-01,100,58.0,False,0.58,57.99999999999999
2018-05-02,96,58.0,,0.58,55.67999999999999
2018-05-03,100,58.0,,0.58,57.99999999999999
2018-05-04,93,58.0,,0.58,53.94
2018-05-05,95,58.0,,0.58,55.099999999999994
2018-05-06,97,58.0,,0.58,56.26
2018-05-07,98,58.0,,0.58,56.839999999999996
2018-05-08,98,58.0,,0.58,56.839999999999996
2018-05-09,99,58.0,,0.58,57.419999999999995
2018-05-10,95,58.0,,0.58,55.099999999999994
2018-05-11,94,58.0,,0.58,54.519999999999996
2018-05-12,88,58.0,,0.58,51.04
2018-05-13,89,58.0,,0.58,51.62
2018-05-14,95,58.0,,0.58,55.099999999999994
2018-05-15,95,58.0,,0.58,55.099999999999994
2018-05-16,95,58.0,,0.58,55.099999999999994
2018-05-17,92,58.0,,0.58,53.36
2018-05-18,93,58.0,,0.58,53.94
2018-05-19,97,58.0,,0.58,56.26
2018-05-20,98,58.0,,0.58,56.839999999999996
2018-05-21,97,58.0,,0.58,56.26
2018-05-22,96,58.0,,0.58,55.67999999999999
2018-05-23,97,58.0,,0.58,56.26
2018-05-24,95,58.0,,0.58,55.099999999999994
2018-05-25,94,58.0,,0.58,54.519999999999996
2018-05-26,87,58.0,,0.58,50.459999999999994
2018-05-27,91,58.0,,0.58,52.779999999999994
2018-05-28,97,58.0,,0.58,56.26
2018-05-29,93,58.0,,0.58,53.94
2018-05-30,90,58.0,,0.58,52.199999999999996
2018-05-31,91,58.0,,0.58,52.779999999999994
2018-06-01,92,57.0,False,0.57,52.44
2018-06-02,90,57.0,,0.57,51.3
2018-06-03,97,57.0,,0.57,55.28999999999999
2018-06-04,96,57.0,,0.57,54.72
2018-06-05,94,57.0,,0.57,53.58
2018-06-06,95,57.0,,0.57,54.15
2018-06-07,99,57.0,,0.57,56.42999999999999
2018-06-08,92,57.0,,0.57,52.44
2018-06-09,94,57.0,,0.57,53.58
2018-06-10,99,57.0,,0.57,56.42999999999999
2018-06-11,97,57.0,,0.57,55.28999999999999
2018-06-12,96,57.0,,0.57,54.72
2018-06-13,96,57.0,,0.57,54.72
2018-06-14,97,57.0,,0.57,55.28999999999999
2018-06-15,87,57.0,,0.57,49.589999999999996
2018-06-16,87,57.0,,0.57,49.589999999999996
2018-06-17,100,57.0,,0.57,56.99999999999999
2018-06-18,95,57.0,,0.57,54.15
2018-06-19,92,57.0,,0.57,52.44
2018-06-20,99,57.0,,0.57,56.42999999999999
2018-06-21,93,57.0,,0.57,53.01
2018-06-22,95,57.0,,0.57,54.15
2018-06-23,95,57.0,,0.57,54.15
2018-06-24,97,57.0,,0.57,55.28999999999999
2018-06-25,96,57.0,,0.57,54.72
2018-06-26,94,57.0,,0.57,53.58
2018-06-27,93,57.0,,0.57,53.01
2018-06-28,96,57.0,,0.57,54.72
2018-06-29,97,57.0,,0.57,55.28999999999999
2018-06-30,92,57.0,,0.57,52.44
2018-07-01,94,60.0,False,0.6,56.4
2018-07-02,93,60.0,,0.6,55.8
2018-07-03,92,60.0,,0.6,55.199999999999996
2018-07-04,100,60.0,,0.6,60.0
2018-07-05,95,60.0,,0.6,57.0
2018-07-06,91,60.0,,0.6,54.6
2018-07-07,92,60.0,,0.6,55.199999999999996
2018-07-08,96,60.0,,0.6,57.599999999999994
2018-07-09,96,60.0,,0.6,57.599999999999994
2018-07-10,94,60.0,,0.6,56.4
2018-07-11,92,60.0,,0.6,55.199999999999996
2018-07-12,92,60.0,,0.6,55.199999999999996
2018-07-13,94,60.0,,0.6,56.4
2018-07-14,93,60.0,,0.6,55.8
2018-07-15,96,60.0,,0.6,57.599999999999994
2018-07-16,96,60.0,,0.6,57.599999999999994
2018-07-17,96,60.0,,0.6,57.599999999999994
2018-07-18,99,60.0,,0.6,59.4
2018-07-19,96,60.0,,0.6,57.599999999999994
2018-07-20,95,60.0,,0.6,57.0
2018-07-21,94,60.0,,0.6,56.4
2018-07-22,98,60.0,,0.6,58.8
2018-07-23,97,60.0,,0.6,58.199999999999996
2018-07-24,93,60.0,,0.6,55.8
2018-07-25,96,60.0,,0.6,57.599999999999994
2018-07-26,95,60.0,,0.6,57.0
2018-07-27,90,60.0,,0.6,54.0
2018-07-28,91,60.0,,0.6,54.6
2018-07-29,99,60.0,,0.6,59.4
2018-07-30,94,60.0,,0.6,56.4
2018-07-31,92,60.0,,0.6,55.199999999999996
2018-08-01,89,59.0,False,0.59,52.51
2018-08-02,89,59.0,,0.59,52.51
2018-08-03,86,59.0,,0.59,50.739999999999995
2018-08-04,91,59.0,,0.59,53.69
2018-08-05,92,59.0,,0.59,54.279999999999994
2018-08-06,91,59.0,,0.59,53.69
2018-08-07,90,59.0,,0.59,53.099999999999994
2018-08-08,93,59.0,,0.59,54.87
2018-08-09,88,59.0,,0.59,51.919999999999995
2018-08-10,91,59.0,,0.59,53.69
2018-08-11,89,59.0,,0.59,52.51
2018-08-12,97,59.0,,0.59,57.23
2018-08-13,94,59.0,,0.59,55.459999999999994
2018-08-14,89,59.0,,0.59,52.51
2018-08-15,91,59.0,,0.59,53.69
2018-08-16,90,59.0,,0.59,53.099999999999994
2018-08-17,90,59.0,,0.59,53.099999999999994
2018-08-18,89,59.0,,0.59,52.51
2018-08-19,93,59.0,,0.59,54.87
2018-08-20,93,59.0,,0.59,54.87
2018-08-21,89,59.0,,0.59,52.51
2018-08-22,91,59.0,,0.59,53.69
2018-08-23,93,59.0,,0.59,54.87
2018-08-24,90,59.0,,0.59,53.099999999999994
2018-08-25,90,59.0,,0.59,53.099999999999994
2018-08-26,95,59.0,,0.59,56.05
2018-08-27,96,59.0,,0.59,56.64
2018-08-28,93,59.0,,0.59,54.87
2018-08-29,97,59.0,,0.59,57.23
2018-08-30,100,59.0,,0.59,59.0
2018-08-31,91,59.0,,0.59,53.69
2018-09-01,84,65.0,False,0.65,54.6
2018-09-02,93,65.0,,0.65,60.45
2018-09-03,95,65.0,,0.65,61.75
2018-09-04,88,65.0,,0.65,57.2
2018-09-05,89,65.0,,0.65,57.85
2018-09-06,94,65.0,,0.65,61.1
2018-09-07,92,65.0,,0.65,59.800000000000004
2018-09-08,84,65.0,,0.65,54.6
2018-09-09,90,65.0,,0.65,58.5
2018-09-10,93,65.0,,0.65,60.45
2018-09-11,94,65.0,,0.65,61.1
2018-09-12,96,65.0,,0.65,62.400000000000006
2018-09-13,95,65.0,,0.65,61.75
2018-09-14,94,65.0,,0.65,61.1
2018-09-15,90,65.0,,0.65,58.5
2018-09-16,97,65.0,,0.65,63.050000000000004
2018-09-17,99,65.0,,0.65,64.35000000000001
2018-09-18,95,65.0,,0.65,61.75
2018-09-19,97,65.0,,0.65,63.050000000000004
2018-09-20,100,65.0,,0.65,65.0
2018-09-21,86,65.0,,0.65,55.9
2018-09-22,89,65.0,,0.65,57.85
2018-09-23,93,65.0,,0.65,60.45
2018-09-24,98,65.0,,0.65,63.7
2018-09-25,94,65.0,,0.65,61.1
2018-09-26,94,65.0,,0.65,61.1
2018-09-27,90,65.0,,0.65,58.5
2018-09-28,91,65.0,,0.65,59.15
2018-09-29,85,65.0,,0.65,55.25
2018-09-30,93,65.0,,0.65,60.45
2018-10-01,85,65.0,False,0.65,55.25
2018-10-02,84,65.0,,0.65,54.6
2018-10-03,84,65.0,,0.65,54.6
2018-10-04,82,65.0,,0.65,53.300000000000004
2018-10-05,80,65.0,,0.65,52.0
2018-10-06,76,65.0,,0.65,49.4
2018-10-07,81,65.0,,0.65,52.65
2018-10-08,86,65.0,,0.65,55.9
2018-10-09,85,65.0,,0.65,55.25
2018-10-10,85,65.0,,0.65,55.25
2018-10-11,90,65.0,,0.65,58.5
2018-10-12,80,65.0,,0.65,52.0
2018-10-13,73,65.0,,0.65,47.45
2018-10-14,81,65.0,,0.65,52.65
2018-10-15,83,65.0,,0.65,53.95
2018-10-16,88,65.0,,0.65,57.2
2018-10-17,84,65.0,,0.65,54.6
2018-10-18,86,65.0,,0.65,55.9
2018-10-19,83,65.0,,0.65,53.95
2018-10-20,92,65.0,,0.65,59.800000000000004
2018-10-21,84,65.0,,0.65,54.6
2018-10-22,86,65.0,,0.65,55.9
2018-10-23,82,65.0,,0.65,53.300000000000004
2018-10-24,100,65.0,,0.65,65.0
2018-10-25,88,65.0,,0.65,57.2
2018-10-26,83,65.0,,0.65,53.95
2018-10-27,75,65.0,,0.65,48.75
2018-10-28,82,65.0,,0.65,53.300000000000004
2018-10-29,85,65.0,,0.65,55.25
2018-10-30,87,65.0,,0.65,56.550000000000004
2018-10-31,85,65.0,,0.65,55.25
2018-11-01,90,62.0,False,0.62,55.8
2018-11-02,89,62.0,,0.62,55.18
2018-11-03,84,62.0,,0.62,52.08
2018-11-04,87,62.0,,0.62,53.94
2018-11-05,91,62.0,,0.62,56.42
2018-11-06,100,62.0,,0.62,62.0
2018-11-07,88,62.0,,0.62,54.56
2018-11-08,89,62.0,,0.62,55.18
2018-11-09,85,62.0,,0.62,52.7
2018-11-10,83,62.0,,0.62,51.46
2018-11-11,91,62.0,,0.62,56.42
2018-11-12,94,62.0,,0.62,58.28
2018-11-13,90,62.0,,0.62,55.8
2018-11-14,92,62.0,,0.62,57.04
2018-11-15,87,62.0,,0.62,53.94
2018-11-16,87,62.0,,0.62,53.94
2018-11-17,76,62.0,,0.62,47.12
2018-11-18,86,62.0,,0.62,53.32
2018-11-19,87,62.0,,0.62,53.94
2018-11-20,85,62.0,,0.62,52.7
2018-11-21,81,62.0,,0.62,50.22
2018-11-22,88,62.0,,0.62,54.56
2018-11-23,79,62.0,,0.62,48.98
2018-11-24,82,62.0,,0.62,50.839999999999996
2018-11-25,86,62.0,,0.62,53.32
2018-11-26,88,62.0,,0.62,54.56
2018-11-27,90,62.0,,0.62,55.8
2018-11-28,91,62.0,,0.62,56.42
2018-11-29,91,62.0,,0.62,56.42
2018-11-30,89,62.0,,0.62,55.18
2018-12-01,54,59.0,False,0.59,31.86
2018-12-02,58,59.0,,0.59,34.22
2018-12-03,62,59.0,,0.59,36.58
2018-12-04,64,59.0,,0.59,37.76
2018-12-05,63,59.0,,0.59,37.169999999999995
2018-12-06,65,59.0,,0.59,38.35
2018-12-07,61,59.0,,0.59,35.989999999999995
2018-12-08,59,59.0,,0.59,34.809999999999995
2018-12-09,58,59.0,,0.59,34.22
2018-12-10,61,59.0,,0.59,35.989999999999995
2018-12-11,61,59.0,,0.59,35.989999999999995
2018-12-12,61,59.0,,0.59,35.989999999999995
2018-12-13,61,59.0,,0.59,35.989999999999995
2018-12-14,60,59.0,,0.59,35.4
2018-12-15,54,59.0,,0.59,31.86
2018-12-16,56,59.0,,0.59,33.04
2018-12-17,58,59.0,,0.59,34.22
2018-12-18,57,59.0,,0.59,33.629999999999995
2018-12-19,56,59.0,,0.59,33.04
2018-12-20,57,59.0,,0.59,33.629999999999995
2018-12-21,53,59.0,,0.59,31.27
2018-12-22,54,59.0,,0.59,31.86
2018-12-23,53,59.0,,0.59,31.27
2018-12-24,55,59.0,,0.59,32.449999999999996
2018-12-25,100,59.0,,0.59,59.0
2018-12-26,59,59.0,,0.59,34.809999999999995
2018-12-27,55,59.0,,0.59,32.449999999999996
2018-12-28,54,59.0,,0.59,31.86
2018-12-29,59,59.0,,0.59,34.809999999999995
2018-12-30,58,59.0,,0.59,34.22
2018-12-31,57,59.0,,0.59,33.629999999999995
2019-01-01,90,64.0,False,0.64,57.6
2019-01-02,83,64.0,,0.64,53.120000000000005
2019-01-03,87,64.0,,0.64,55.68
2019-01-04,86,64.0,,0.64,55.04
2019-01-05,85,64.0,,0.64,54.4
2019-01-06,90,64.0,,0.64,57.6
2019-01-07,92,64.0,,0.64,58.88
2019-01-08,91,64.0,,0.64,58.24
2019-01-09,94,64.0,,0.64,60.160000000000004
2019-01-10,92,64.0,,0.64,58.88
2019-01-11,89,64.0,,0.64,56.96
2019-01-12,86,64.0,,0.64,55.04
2019-01-13,94,64.0,,0.64,60.160000000000004
2019-01-14,92,64.0,,0.64,58.88
2019-01-15,91,64.0,,0.64,58.24
2019-01-16,93,64.0,,0.64,59.52
2019-01-17,95,64.0,,0.64,60.800000000000004
2019-01-18,92,64.0,,0.64,58.88
2019-01-19,93,64.0,,0.64,59.52
2019-01-20,93,64.0,,0.64,59.52
2019-01-21,88,64.0,,0.64,56.32
2019-01-22,93,64.0,,0.64,59.52
2019-01-23,95,64.0,,0.64,60.800000000000004
2019-01-24,93,64.0,,0.64,59.52
2019-01-25,94,64.0,,0.64,60.160000000000004
2019-01-26,88,64.0,,0.64,56.32
2019-01-27,99,64.0,,0.64,63.36
2019-01-28,97,64.0,,0.64,62.08
2019-01-29,93,64.0,,0.64,59.52
2019-01-30,100,64.0,,0.64,64.0
2019-01-31,96,64.0,,0.64,61.44
2019-02-01,88,68.0,False,0.68,59.84
2019-02-02,86,68.0,,0.68,58.480000000000004
2019-02-03,94,68.0,,0.68,63.92
2019-02-04,98,68.0,,0.68,66.64
2019-02-05,97,68.0,,0.68,65.96000000000001
2019-02-06,95,68.0,,0.68,64.60000000000001
2019-02-07,95,68.0,,0.68,64.60000000000001
2019-02-08,90,68.0,,0.68,61.2
2019-02-09,87,68.0,,0.68,59.160000000000004
2019-02-10,91,68.0,,0.68,61.88
2019-02-11,98,68.0,,0.68,66.64
2019-02-12,92,68.0,,0.68,62.56
2019-02-13,98,68.0,,0.68,66.64
2019-02-14,92,68.0,,0.68,62.56
2019-02-15,89,68.0,,0.68,60.52
2019-02-16,89,68.0,,0.68,60.52
2019-02-17,96,68.0,,0.68,65.28
2019-02-18,95,68.0,,0.68,64.60000000000001
2019-02-19,95,68.0,,0.68,64.60000000000001
2019-02-20,95,68.0,,0.68,64.60000000000001
2019-02-21,95,68.0,,0.68,64.60000000000001
2019-02-22,93,68.0,,0.68,63.24
2019-02-23,85,68.0,,0.68,57.800000000000004
2019-02-24,95,68.0,,0.68,64.60000000000001
2019-02-25,100,68.0,,0.68,68.0
2019-02-26,98,68.0,,0.68,66.64
2019-02-27,94,68.0,,0.68,63.92
2019-02-28,95,68.0,,0.68,64.60000000000001
2019-03-01,97,65.0,False,0.65,63.050000000000004
2019-03-02,92,65.0,,0.65,59.800000000000004
2019-03-03,92,65.0,,0.65,59.800000000000004
2019-03-04,99,65.0,,0.65,64.35000000000001
2019-03-05,100,65.0,,0.65,65.0
2019-03-06,96,65.0,,0.65,62.400000000000006
2019-03-07,96,65.0,,0.65,62.400000000000006
2019-03-08,98,65.0,,0.65,63.7
2019-03-09,89,65.0,,0.65,57.85
2019-03-10,95,65.0,,0.65,61.75
2019-03-11,95,65.0,,0.65,61.75
2019-03-12,95,65.0,,0.65,61.75
2019-03-13,100,65.0,,0.65,65.0
2019-03-14,95,65.0,,0.65,61.75
2019-03-15,94,65.0,,0.65,61.1
2019-03-16,87,65.0,,0.65,56.550000000000004
2019-03-17,92,65.0,,0.65,59.800000000000004
2019-03-18,97,65.0,,0.65,63.050000000000004
2019-03-19,98,65.0,,0.65,63.7
2019-03-20,100,65.0,,0.65,65.0
2019-03-21,95,65.0,,0.65,61.75
2019-03-22,94,65.0,,0.65,61.1
2019-03-23,87,65.0,,0.65,56.550000000000004
2019-03-24,98,65.0,,0.65,63.7
2019-03-25,99,65.0,,0.65,64.35000000000001
2019-03-26,99,65.0,,0.65,64.35000000000001
2019-03-27,96,65.0,,0.65,62.400000000000006
2019-03-28,98,65.0,,0.65,63.7
2019-03-29,92,65.0,,0.65,59.800000000000004
2019-03-30,87,65.0,,0.65,56.550000000000004
2019-03-31,96,65.0,,0.65,62.400000000000006
2019-04-01,96,65.0,False,0.65,62.400000000000006
2019-04-02,93,65.0,,0.65,60.45
2019-04-03,95,65.0,,0.65,61.75
2019-04-04,94,65.0,,0.65,61.1
2019-04-05,95,65.0,,0.65,61.75
2019-04-06,90,65.0,,0.65,58.5
2019-04-07,94,65.0,,0.65,61.1
2019-04-08,99,65.0,,0.65,64.35000000000001
2019-04-09,95,65.0,,0.65,61.75
2019-04-10,95,65.0,,0.65,61.75
2019-04-11,94,65.0,,0.65,61.1
2019-04-12,94,65.0,,0.65,61.1
2019-04-13,84,65.0,,0.65,54.6
2019-04-14,95,65.0,,0.65,61.75
2019-04-15,99,65.0,,0.65,64.35000000000001
2019-04-16,97,65.0,,0.65,63.050000000000004
2019-04-17,99,65.0,,0.65,64.35000000000001
2019-04-18,96,65.0,,0.65,62.400000000000006
2019-04-19,88,65.0,,0.65,57.2
2019-04-20,84,65.0,,0.65,54.6
2019-04-21,95,65.0,,0.65,61.75
2019-04-22,96,65.0,,0.65,62.400000000000006
2019-04-23,95,65.0,,0.65,61.75
2019-04-24,96,65.0,,0.65,62.400000000000006
2019-04-25,94,65.0,,0.65,61.1
2019-04-26,97,65.0,,0.65,63.050000000000004
2019-04-27,95,65.0,,0.65,61.75
2019-04-28,95,65.0,,0.65,61.75
2019-04-29,100,65.0,,0.65,65.0
2019-04-30,96,65.0,,0.65,62.400000000000006
2019-05-01,99,60.0,False,0.6,59.4
2019-05-02,96,60.0,,0.6,57.599999999999994
2019-05-03,97,60.0,,0.6,58.199999999999996
2019-05-04,92,60.0,,0.6,55.199999999999996
2019-05-05,92,60.0,,0.6,55.199999999999996
2019-05-06,97,60.0,,0.6,58.199999999999996
2019-05-07,98,60.0,,0.6,58.8
2019-05-08,100,60.0,,0.6,60.0
2019-05-09,94,60.0,,0.6,56.4
2019-05-10,95,60.0,,0.6,57.0
2019-05-11,88,60.0,,0.6,52.8
2019-05-12,93,60.0,,0.6,55.8
2019-05-13,97,60.0,,0.6,58.199999999999996
2019-05-14,99,60.0,,0.6,59.4
2019-05-15,98,60.0,,0.6,58.8
2019-05-16,93,60.0,,0.6,55.8
2019-05-17,93,60.0,,0.6,55.8
2019-05-18,89,60.0,,0.6,53.4
2019-05-19,92,60.0,,0.6,55.199999999999996
2019-05-20,95,60.0,,0.6,57.0
2019-05-21,94,60.0,,0.6,56.4
2019-05-22,97,60.0,,0.6,58.199999999999996
2019-05-23,96,60.0,,0.6,57.599999999999994
2019-05-24,86,60.0,,0.6,51.6
2019-05-25,88,60.0,,0.6,52.8
2019-05-26,95,60.0,,0.6,57.0
2019-05-27,100,60.0,,0.6,60.0
2019-05-28,92,60.0,,0.6,55.199999999999996
2019-05-29,93,60.0,,0.6,55.8
2019-05-30,90,60.0,,0.6,54.0
2019-05-31,89,60.0,,0.6,53.4
2019-06-01,90,58.0,False,0.58,52.199999999999996
2019-06-02,93,58.0,,0.58,53.94
2019-06-03,95,58.0,,0.58,55.099999999999994
2019-06-04,92,58.0,,0.58,53.36
2019-06-05,94,58.0,,0.58,54.519999999999996
2019-06-06,96,58.0,,0.58,55.67999999999999
2019-06-07,91,58.0,,0.58,52.779999999999994
2019-06-08,92,58.0,,0.58,53.36
2019-06-09,99,58.0,,0.58,57.419999999999995
2019-06-10,93,58.0,,0.58,53.94
2019-06-11,92,58.0,,0.58,53.36
2019-06-12,93,58.0,,0.58,53.94
2019-06-13,94,58.0,,0.58,54.519999999999996
2019-06-14,88,58.0,,0.58,51.04
2019-06-15,89,58.0,,0.58,51.62
2019-06-16,90,58.0,,0.58,52.199999999999996
2019-06-17,92,58.0,,0.58,53.36
2019-06-18,93,58.0,,0.58,53.94
2019-06-19,89,58.0,,0.58,51.62
2019-06-20,90,58.0,,0.58,52.199999999999996
2019-06-21,93,58.0,,0.58,53.94
2019-06-22,90,58.0,,0.58,52.199999999999996
2019-06-23,100,58.0,,0.58,57.99999999999999
2019-06-24,96,58.0,,0.58,55.67999999999999
2019-06-25,92,58.0,,0.58,53.36
2019-06-26,95,58.0,,0.58,55.099999999999994
2019-06-27,95,58.0,,0.58,55.099999999999994
2019-06-28,92,58.0,,0.58,53.36
2019-06-29,94,58.0,,0.58,54.519999999999996
2019-06-30,97,58.0,,0.58,56.26
2019-07-01,91,57.0,False,0.57,51.87
2019-07-02,88,57.0,,0.57,50.16
2019-07-03,92,57.0,,0.57,52.44
2019-07-04,97,57.0,,0.57,55.28999999999999
2019-07-05,91,57.0,,0.57,51.87
2019-07-06,100,57.0,,0.57,56.99999999999999
2019-07-07,88,57.0,,0.57,50.16
2019-07-08,91,57.0,,0.57,51.87
2019-07-09,91,57.0,,0.57,51.87
2019-07-10,90,57.0,,0.57,51.3
2019-07-11,92,57.0,,0.57,52.44
2019-07-12,92,57.0,,0.57,52.44
2019-07-13,94,57.0,,0.57,53.58
2019-07-14,96,57.0,,0.57,54.72
2019-07-15,93,57.0,,0.57,53.01
2019-07-16,88,57.0,,0.57,50.16
2019-07-17,91,57.0,,0.57,51.87
2019-07-18,86,57.0,,0.57,49.019999999999996
2019-07-19,81,57.0,,0.57,46.169999999999995
2019-07-20,88,57.0,,0.57,50.16
2019-07-21,95,57.0,,0.57,54.15
2019-07-22,89,57.0,,0.57,50.73
2019-07-23,91,57.0,,0.57,51.87
2019-07-24,88,57.0,,0.57,50.16
2019-07-25,87,57.0,,0.57,49.589999999999996
2019-07-26,87,57.0,,0.57,49.589999999999996
2019-07-27,85,57.0,,0.57,48.449999999999996
2019-07-28,91,57.0,,0.57,51.87
2019-07-29,86,57.0,,0.57,49.019999999999996
2019-07-30,93,57.0,,0.57,53.01
2019-07-31,89,57.0,,0.57,50.73
2019-08-01,86,57.0,False,0.57,49.019999999999996
2019-08-02,87,57.0,,0.57,49.589999999999996
2019-08-03,92,57.0,,0.57,52.44
2019-08-04,97,57.0,,0.57,55.28999999999999
2019-08-05,91,57.0,,0.57,51.87
2019-08-06,88,57.0,,0.57,50.16
2019-08-07,93,57.0,,0.57,53.01
2019-08-08,90,57.0,,0.57,51.3
2019-08-09,85,57.0,,0.57,48.449999999999996
2019-08-10,91,57.0,,0.57,51.87
2019-08-11,96,57.0,,0.57,54.72
2019-08-12,98,57.0,,0.57,55.85999999999999
2019-08-13,94,57.0,,0.57,53.58
2019-08-14,91,57.0,,0.57,51.87
2019-08-15,91,57.0,,0.57,51.87
2019-08-16,90,57.0,,0.57,51.3
2019-08-17,97,57.0,,0.57,55.28999999999999
2019-08-18,98,57.0,,0.57,55.85999999999999
