date,LL_unscaled,LL_monthly,isPartial,scale,LL
2019-08-30,77,50.0,,0.5,38.5
2019-08-31,90,50.0,,0.5,45.0
2019-09-01,100,48.0,False,0.48,48.0
2019-09-02,94,48.0,,0.48,45.12
2019-09-03,78,48.0,,0.48,37.44
2019-09-04,65,48.0,,0.48,31.2
2019-09-05,69,48.0,,0.48,33.12
2019-09-06,67,48.0,,0.48,32.16
2019-09-07,81,48.0,,0.48,38.879999999999995
2019-09-08,80,48.0,,0.48,38.4
2019-09-09,70,48.0,,0.48,33.6
2019-09-10,68,48.0,,0.48,32.64
2019-09-11,70,48.0,,0.48,33.6
2019-09-12,71,48.0,,0.48,34.08
2019-09-13,69,48.0,,0.48,33.12
2019-09-14,87,48.0,,0.48,41.76
2019-09-15,75,48.0,,0.48,36.0
2019-09-16,61,48.0,,0.48,29.279999999999998
2019-09-17,62,48.0,,0.48,29.759999999999998
2019-09-18,71,48.0,,0.48,34.08
2019-09-19,70,48.0,,0.48,33.6
2019-09-20,64,48.0,,0.48,30.72
2019-09-21,73,48.0,,0.48,35.04
2019-09-22,81,48.0,,0.48,38.879999999999995
2019-09-23,68,48.0,,0.48,32.64
2019-09-24,75,48.0,,0.48,36.0
2019-09-25,72,48.0,,0.48,34.56
2019-09-26,68,48.0,,0.48,32.64
2019-09-27,79,48.0,,0.48,37.92
2019-09-28,80,48.0,,0.48,38.4
2019-09-29,85,48.0,,0.48,40.8
2019-09-30,74,48.0,,0.48,35.519999999999996
2019-10-01,61,66.0,False,0.66,40.260000000000005
2019-10-02,61,66.0,,0.66,40.260000000000005
2019-10-03,65,66.0,,0.66,42.9
2019-10-04,67,66.0,,0.66,44.22
2019-10-05,77,66.0,,0.66,50.82
2019-10-06,91,66.0,,0.66,60.06
2019-10-07,80,66.0,,0.66,52.800000000000004
2019-10-08,64,66.0,,0.66,42.24
2019-10-09,66,66.0,,0.66,43.56
2019-10-10,75,66.0,,0.66,49.5
2019-10-11,75,66.0,,0.66,49.5
2019-10-12,92,66.0,,0.66,60.720000000000006
2019-10-13,99,66.0,,0.66,65.34
2019-10-14,91,66.0,,0.66,60.06
2019-10-15,72,66.0,,0.66,47.52
2019-10-16,73,66.0,,0.66,48.18
2019-10-17,75,66.0,,0.66,49.5
2019-10-18,76,66.0,,0.66,50.160000000000004
2019-10-19,100,66.0,,0.66,66.0
2019-10-20,94,66.0,,0.66,62.040000000000006
2019-10-21,82,66.0,,0.66,54.120000000000005
2019-10-22,75,66.0,,0.66,49.5
2019-10-23,73,66.0,,0.66,48.18
2019-10-24,70,66.0,,0.66,46.2
2019-10-25,74,66.0,,0.66,48.84
2019-10-26,89,66.0,,0.66,58.74
2019-10-27,100,66.0,,0.66,66.0
2019-10-28,76,66.0,,0.66,50.160000000000004
2019-10-29,71,66.0,,0.66,46.86
2019-10-30,75,66.0,,0.66,49.5
2019-10-31,73,66.0,,0.66,48.18
2019-11-01,41,95.0,False,0.95,38.949999999999996
2019-11-02,51,95.0,,0.95,48.449999999999996
2019-11-03,55,95.0,,0.95,52.25
2019-11-04,46,95.0,,0.95,43.699999999999996
2019-11-05,43,95.0,,0.95,40.85
2019-11-06,44,95.0,,0.95,41.8
2019-11-07,53,95.0,,0.95,50.349999999999994
2019-11-08,58,95.0,,0.95,55.099999999999994
2019-11-09,69,95.0,,0.95,65.55
2019-11-10,70,95.0,,0.95,66.5
2019-11-11,65,95.0,,0.95,61.75
2019-11-12,59,95.0,,0.95,56.05
2019-11-13,58,95.0,,0.95,55.099999999999994
2019-11-14,59,95.0,,0.95,56.05
2019-11-15,57,95.0,,0.95,54.15
2019-11-16,71,95.0,,0.95,67.45
2019-11-17,78,95.0,,0.95,74.1
2019-11-18,67,95.0,,0.95,63.65
2019-11-19,62,95.0,,0.95,58.9
2019-11-20,55,95.0,,0.95,52.25
2019-11-21,45,95.0,,0.95,42.75
2019-11-22,46,95.0,,0.95,43.699999999999996
2019-11-23,56,95.0,,0.95,53.199999999999996
2019-11-24,71,95.0,,0.95,67.45
2019-11-25,56,95.0,,0.95,53.199999999999996
2019-11-26,60,95.0,,0.95,57.0
2019-11-27,60,95.0,,0.95,57.0
2019-11-28,70,95.0,,0.95,66.5
2019-11-29,100,95.0,,0.95,95.0
2019-11-30,92,95.0,,0.95,87.39999999999999
2019-12-01,89,91.0,False,0.91,80.99000000000001
2019-12-02,100,91.0,,0.91,91.0
2019-12-03,81,91.0,,0.91,73.71000000000001
2019-12-04,59,91.0,,0.91,53.690000000000005
2019-12-05,61,91.0,,0.91,55.510000000000005
2019-12-06,55,91.0,,0.91,50.050000000000004
2019-12-07,65,91.0,,0.91,59.15
2019-12-08,68,91.0,,0.91,61.88
2019-12-09,62,91.0,,0.91,56.42
2019-12-10,66,91.0,,0.91,60.06
2019-12-11,58,91.0,,0.91,52.78
2019-12-12,56,91.0,,0.91,50.96
2019-12-13,57,91.0,,0.91,51.870000000000005
2019-12-14,74,91.0,,0.91,67.34
2019-12-15,72,91.0,,0.91,65.52
2019-12-16,66,91.0,,0.91,60.06
2019-12-17,62,91.0,,0.91,56.42
2019-12-18,55,91.0,,0.91,50.050000000000004
2019-12-19,51,91.0,,0.91,46.410000000000004
2019-12-20,48,91.0,,0.91,43.68
2019-12-21,56,91.0,,0.91,50.96
2019-12-22,54,91.0,,0.91,49.14
2019-12-23,42,91.0,,0.91,38.22
2019-12-24,40,91.0,,0.91,36.4
2019-12-25,50,91.0,,0.91,45.5
2019-12-26,63,91.0,,0.91,57.330000000000005
2019-12-27,45,91.0,,0.91,40.95
2019-12-28,45,91.0,,0.91,40.95
2019-12-29,46,91.0,,0.91,41.86
2019-12-30,42,91.0,,0.91,38.22
2019-12-31,40,91.0,,0.91,36.4
2020-01-01,100,55.0,False,0.55,55.00000000000001
2020-01-02,42,55.0,,0.55,23.1
2020-01-03,41,55.0,,0.55,22.55
2020-01-04,40,55.0,,0.55,22.0
2020-01-05,39,55.0,,0.55,21.450000000000003
2020-01-06,32,55.0,,0.55,17.6
2020-01-07,34,55.0,,0.55,18.700000000000003
2020-01-08,35,55.0,,0.55,19.25
2020-01-09,38,55.0,,0.55,20.900000000000002
2020-01-10,36,55.0,,0.55,19.8
2020-01-11,40,55.0,,0.55,22.0
2020-01-12,41,55.0,,0.55,22.55
2020-01-13,36,55.0,,0.55,19.8
2020-01-14,36,55.0,,0.55,19.8
2020-01-15,34,55.0,,0.55,18.700000000000003
2020-01-16,29,55.0,,0.55,15.950000000000001
2020-01-17,33,55.0,,0.55,18.150000000000002
2020-01-18,43,55.0,,0.55,23.650000000000002
2020-01-19,40,55.0,,0.55,22.0
2020-01-20,34,55.0,,0.55,18.700000000000003
2020-01-21,32,55.0,,0.55,17.6
2020-01-22,33,55.0,,0.55,18.150000000000002
2020-01-23,32,55.0,,0.55,17.6
2020-01-24,30,55.0,,0.55,16.5
2020-01-25,36,55.0,,0.55,19.8
2020-01-26,29,55.0,,0.55,15.950000000000001
2020-01-27,37,55.0,,0.55,20.35
2020-01-28,29,55.0,,0.55,15.950000000000001
2020-01-29,28,55.0,,0.55,15.400000000000002
2020-01-30,29,55.0,,0.55,15.950000000000001
2020-01-31,31,55.0,,0.55,17.05
2020-02-01,91,46.0,False,0.46,41.86
2020-02-02,87,46.0,,0.46,40.02
2020-02-03,79,46.0,,0.46,36.34
2020-02-04,78,46.0,,0.46,35.88
2020-02-05,73,46.0,,0.46,33.58
2020-02-06,77,46.0,,0.46,35.42
2020-02-07,80,46.0,,0.46,36.800000000000004
2020-02-08,97,46.0,,0.46,44.620000000000005
2020-02-09,99,46.0,,0.46,45.54
2020-02-10,81,46.0,,0.46,37.260000000000005
2020-02-11,85,46.0,,0.46,39.1
2020-02-12,78,46.0,,0.46,35.88
2020-02-13,71,46.0,,0.46,32.660000000000004
2020-02-14,81,46.0,,0.46,37.260000000000005
2020-02-15,88,46.0,,0.46,40.480000000000004
2020-02-16,91,46.0,,0.46,41.86
2020-02-17,95,46.0,,0.46,43.7
2020-02-18,82,46.0,,0.46,37.72
2020-02-19,72,46.0,,0.46,33.120000000000005
2020-02-20,86,46.0,,0.46,39.56
2020-02-21,85,46.0,,0.46,39.1
2020-02-22,89,46.0,,0.46,40.940000000000005
2020-02-23,100,46.0,,0.46,46.0
2020-02-24,80,46.0,,0.46,36.800000000000004
2020-02-25,77,46.0,,0.46,35.42
2020-02-26,71,46.0,,0.46,32.660000000000004
2020-02-27,77,46.0,,0.46,35.42
2020-02-28,82,46.0,,0.46,37.72
2020-02-29,82,46.0,,0.46,37.72
2020-03-01,100,36.0,False,0.36,36.0
2020-03-02,96,36.0,,0.36,34.56
2020-03-03,94,36.0,,0.36,33.839999999999996
2020-03-04,80,36.0,,0.36,28.799999999999997
2020-03-05,92,36.0,,0.36,33.12
2020-03-06,85,36.0,,0.36,30.599999999999998
2020-03-07,94,36.0,,0.36,33.839999999999996
2020-03-08,91,36.0,,0.36,32.76
2020-03-09,85,36.0,,0.36,30.599999999999998
2020-03-10,82,36.0,,0.36,29.52
2020-03-11,84,36.0,,0.36,30.24
2020-03-12,71,36.0,,0.36,25.56
2020-03-13,75,36.0,,0.36,27.0
2020-03-14,81,36.0,,0.36,29.16
2020-03-15,88,36.0,,0.36,31.68
2020-03-16,79,36.0,,0.36,28.439999999999998
2020-03-17,71,36.0,,0.36,25.56
2020-03-18,67,36.0,,0.36,24.119999999999997
2020-03-19,72,36.0,,0.36,25.919999999999998
2020-03-20,70,36.0,,0.36,25.2
2020-03-21,75,36.0,,0.36,27.0
2020-03-22,83,36.0,,0.36,29.88
2020-03-23,81,36.0,,0.36,29.16
2020-03-24,78,36.0,,0.36,28.08
2020-03-25,85,36.0,,0.36,30.599999999999998
2020-03-26,78,36.0,,0.36,28.08
2020-03-27,78,36.0,,0.36,28.08
2020-03-28,92,36.0,,0.36,33.12
2020-03-29,100,36.0,,0.36,36.0
2020-03-30,89,36.0,,0.36,32.04
2020-03-31,85,36.0,,0.36,30.599999999999998
2020-04-01,59,41.0,False,0.41,24.189999999999998
2020-04-02,69,41.0,,0.41,28.29
2020-04-03,66,41.0,,0.41,27.06
2020-04-04,88,41.0,,0.41,36.08
2020-04-05,83,41.0,,0.41,34.03
2020-04-06,71,41.0,,0.41,29.11
2020-04-07,68,41.0,,0.41,27.88
2020-04-08,65,41.0,,0.41,26.65
2020-04-09,71,41.0,,0.41,29.11
2020-04-10,71,41.0,,0.41,29.11
2020-04-11,73,41.0,,0.41,29.93
2020-04-12,77,41.0,,0.41,31.569999999999997
2020-04-13,71,41.0,,0.41,29.11
2020-04-14,68,41.0,,0.41,27.88
2020-04-15,72,41.0,,0.41,29.52
2020-04-16,65,41.0,,0.41,26.65
2020-04-17,73,41.0,,0.41,29.93
2020-04-18,82,41.0,,0.41,33.62
2020-04-19,100,41.0,,0.41,41.0
2020-04-20,82,41.0,,0.41,33.62
2020-04-21,81,41.0,,0.41,33.21
2020-04-22,76,41.0,,0.41,31.159999999999997
2020-04-23,84,41.0,,0.41,34.44
2020-04-24,83,41.0,,0.41,34.03
2020-04-25,85,41.0,,0.41,34.85
2020-04-26,91,41.0,,0.41,37.309999999999995
2020-04-27,86,41.0,,0.41,35.26
2020-04-28,74,41.0,,0.41,30.34
2020-04-29,72,41.0,,0.41,29.52
2020-04-30,78,41.0,,0.41,31.979999999999997
2020-05-01,79,42.0,False,0.42,33.18
2020-05-02,87,42.0,,0.42,36.54
2020-05-03,97,42.0,,0.42,40.74
2020-05-04,80,42.0,,0.42,33.6
2020-05-05,85,42.0,,0.42,35.699999999999996
2020-05-06,78,42.0,,0.42,32.76
2020-05-07,79,42.0,,0.42,33.18
2020-05-08,72,42.0,,0.42,30.24
2020-05-09,95,42.0,,0.42,39.9
2020-05-10,86,42.0,,0.42,36.12
2020-05-11,80,42.0,,0.42,33.6
2020-05-12,76,42.0,,0.42,31.919999999999998
2020-05-13,73,42.0,,0.42,30.66
2020-05-14,75,42.0,,0.42,31.5
2020-05-15,73,42.0,,0.42,30.66
2020-05-16,91,42.0,,0.42,38.22
2020-05-17,100,42.0,,0.42,42.0
2020-05-18,84,42.0,,0.42,35.28
2020-05-19,81,42.0,,0.42,34.019999999999996
2020-05-20,78,42.0,,0.42,32.76
2020-05-21,83,42.0,,0.42,34.86
2020-05-22,96,42.0,,0.42,40.32
2020-05-23,96,42.0,,0.42,40.32
2020-05-24,98,42.0,,0.42,41.16
2020-05-25,98,42.0,,0.42,41.16
2020-05-26,90,42.0,,0.42,37.8
2020-05-27,75,42.0,,0.42,31.5
2020-05-28,80,42.0,,0.42,33.6
2020-05-29,73,42.0,,0.42,30.66
2020-05-30,79,42.0,,0.42,33.18
2020-05-31,99,42.0,,0.42,41.58
2020-06-01,92,45.0,False,0.45,41.4
2020-06-02,84,45.0,,0.45,37.800000000000004
2020-06-03,78,45.0,,0.45,35.1
2020-06-04,77,45.0,,0.45,34.65
2020-06-05,76,45.0,,0.45,34.2
2020-06-06,93,45.0,,0.45,41.85
2020-06-07,100,45.0,,0.45,45.0
2020-06-08,77,45.0,,0.45,34.65
2020-06-09,82,45.0,,0.45,36.9
2020-06-10,79,45.0,,0.45,35.550000000000004
2020-06-11,75,45.0,,0.45,33.75
2020-06-12,71,45.0,,0.45,31.95
2020-06-13,85,45.0,,0.45,38.25
2020-06-14,85,45.0,,0.45,38.25
2020-06-15,75,45.0,,0.45,33.75
2020-06-16,71,45.0,,0.45,31.95
2020-06-17,79,45.0,,0.45,35.550000000000004
2020-06-18,74,45.0,,0.45,33.300000000000004
2020-06-19,77,45.0,,0.45,34.65
2020-06-20,89,45.0,,0.45,40.050000000000004
2020-06-21,82,45.0,,0.45,36.9
2020-06-22,79,45.0,,0.45,35.550000000000004
2020-06-23,77,45.0,,0.45,34.65
2020-06-24,68,45.0,,0.45,30.6
2020-06-25,67,45.0,,0.45,30.150000000000002
2020-06-26,69,45.0,,0.45,31.05
2020-06-27,84,45.0,,0.45,37.800000000000004
2020-06-28,94,45.0,,0.45,42.300000000000004
2020-06-29,76,45.0,,0.45,34.2
2020-06-30,68,45.0,,0.45,30.6
2020-07-01,69,44.0,False,0.44,30.36
2020-07-02,68,44.0,,0.44,29.92
2020-07-03,73,44.0,,0.44,32.12
2020-07-04,76,44.0,,0.44,33.44
2020-07-05,100,44.0,,0.44,44.0
2020-07-06,71,44.0,,0.44,31.24
2020-07-07,67,44.0,,0.44,29.48
2020-07-08,78,44.0,,0.44,34.32
2020-07-09,70,44.0,,0.44,30.8
2020-07-10,71,44.0,,0.44,31.24
2020-07-11,76,44.0,,0.44,33.44
2020-07-12,83,44.0,,0.44,36.52
2020-07-13,68,44.0,,0.44,29.92
2020-07-14,76,44.0,,0.44,33.44
2020-07-15,75,44.0,,0.44,33.0
2020-07-16,73,44.0,,0.44,32.12
2020-07-17,78,44.0,,0.44,34.32
2020-07-18,85,44.0,,0.44,37.4
2020-07-19,85,44.0,,0.44,37.4
2020-07-20,79,44.0,,0.44,34.76
2020-07-21,84,44.0,,0.44,36.96
2020-07-22,82,44.0,,0.44,36.08
2020-07-23,79,44.0,,0.44,34.76
2020-07-24,75,44.0,,0.44,33.0
2020-07-25,82,44.0,,0.44,36.08
2020-07-26,81,44.0,,0.44,35.64
2020-07-27,76,44.0,,0.44,33.44
2020-07-28,72,44.0,,0.44,31.68
2020-07-29,72,44.0,,0.44,31.68
2020-07-30,74,44.0,,0.44,32.56
2020-07-31,73,44.0,,0.44,32.12
2020-08-01,88,44.0,False,0.44,38.72
2020-08-02,97,44.0,,0.44,42.68
2020-08-03,84,44.0,,0.44,36.96
2020-08-04,81,44.0,,0.44,35.64
2020-08-05,81,44.0,,0.44,35.64
2020-08-06,86,44.0,,0.44,37.84
2020-08-07,82,44.0,,0.44,36.08
2020-08-08,91,44.0,,0.44,40.04
2020-08-09,96,44.0,,0.44,42.24
2020-08-10,76,44.0,,0.44,33.44
2020-08-11,84,44.0,,0.44,36.96
2020-08-12,77,44.0,,0.44,33.88
2020-08-13,75,44.0,,0.44,33.0
2020-08-14,82,44.0,,0.44,36.08
2020-08-15,88,44.0,,0.44,38.72
2020-08-16,97,44.0,,0.44,42.68
2020-08-17,86,44.0,,0.44,37.84
2020-08-18,81,44.0,,0.44,35.64
2020-08-19,80,44.0,,0.44,35.2
2020-08-20,82,44.0,,0.44,36.08
2020-08-21,84,44.0,,0.44,36.96
2020-08-22,95,44.0,,0.44,41.8
2020-08-23,94,44.0,,0.44,41.36
2020-08-24,82,44.0,,0.44,36.08
2020-08-25,82,44.0,,0.44,36.08
2020-08-26,75,44.0,,0.44,33.0
2020-08-27,74,44.0,,0.44,32.56
2020-08-28,83,44.0,,0.44,36.52
2020-08-29,96,44.0,,0.44,42.24
2020-08-30,100,44.0,,0.44,44.0
2020-08-31,86,44.0,,0.44,37.84
2020-09-01,76,49.0,False,0.49,37.24
2020-09-02,73,49.0,,0.49,35.769999999999996
2020-09-03,71,49.0,,0.49,34.79
2020-09-04,77,49.0,,0.49,37.73
2020-09-05,81,49.0,,0.49,39.69
2020-09-06,90,49.0,,0.49,44.1
2020-09-07,87,49.0,,0.49,42.63
2020-09-08,77,49.0,,0.49,37.73
2020-09-09,71,49.0,,0.49,34.79
2020-09-10,69,49.0,,0.49,33.81
2020-09-11,72,49.0,,0.49,35.28
2020-09-12,86,49.0,,0.49,42.14
2020-09-13,86,49.0,,0.49,42.14
2020-09-14,77,49.0,,0.49,37.73
2020-09-15,74,49.0,,0.49,36.26
2020-09-16,74,49.0,,0.49,36.26
2020-09-17,73,49.0,,0.49,35.769999999999996
2020-09-18,74,49.0,,0.49,36.26
2020-09-19,88,49.0,,0.49,43.12
2020-09-20,100,49.0,,0.49,49.0
2020-09-21,84,49.0,,0.49,41.16
2020-09-22,82,49.0,,0.49,40.18
2020-09-23,77,49.0,,0.49,37.73
2020-09-24,78,49.0,,0.49,38.22
2020-09-25,79,49.0,,0.49,38.71
2020-09-26,96,49.0,,0.49,47.04
2020-09-27,95,49.0,,0.49,46.55
2020-09-28,85,49.0,,0.49,41.65
2020-09-29,82,49.0,,0.49,40.18
2020-09-30,77,49.0,,0.49,37.73
2020-10-01,63,61.0,False,0.61,38.43
2020-10-02,67,61.0,,0.61,40.87
2020-10-03,69,61.0,,0.61,42.089999999999996
2020-10-04,85,61.0,,0.61,51.85
2020-10-05,70,61.0,,0.61,42.699999999999996
2020-10-06,65,61.0,,0.61,39.65
2020-10-07,65,61.0,,0.61,39.65
2020-10-08,61,61.0,,0.61,37.21
2020-10-09,68,61.0,,0.61,41.48
2020-10-10,70,61.0,,0.61,42.699999999999996
2020-10-11,73,61.0,,0.61,44.53
2020-10-12,73,61.0,,0.61,44.53
2020-10-13,71,61.0,,0.61,43.31
2020-10-14,62,61.0,,0.61,37.82
2020-10-15,64,61.0,,0.61,39.04
2020-10-16,64,61.0,,0.61,39.04
2020-10-17,81,61.0,,0.61,49.41
2020-10-18,81,61.0,,0.61,49.41
2020-10-19,74,61.0,,0.61,45.14
2020-10-20,72,61.0,,0.61,43.92
2020-10-21,70,61.0,,0.61,42.699999999999996
2020-10-22,70,61.0,,0.61,42.699999999999996
2020-10-23,65,61.0,,0.61,39.65
2020-10-24,78,61.0,,0.61,47.58
2020-10-25,100,61.0,,0.61,61.0
2020-10-26,79,61.0,,0.61,48.19
2020-10-27,73,61.0,,0.61,44.53
2020-10-28,71,61.0,,0.61,43.31
2020-10-29,69,61.0,,0.61,42.089999999999996
2020-10-30,80,61.0,,0.61,48.8
2020-10-31,89,61.0,,0.61,54.29
2020-11-01,58,79.0,False,0.79,45.82
2020-11-02,50,79.0,,0.79,39.5
2020-11-03,48,79.0,,0.79,37.92
2020-11-04,28,79.0,,0.79,22.12
2020-11-05,33,79.0,,0.79,26.07
2020-11-06,36,79.0,,0.79,28.44
2020-11-07,40,79.0,,0.79,31.6
2020-11-08,47,79.0,,0.79,37.13
2020-11-09,47,79.0,,0.79,37.13
2020-11-10,43,79.0,,0.79,33.97
2020-11-11,44,79.0,,0.79,34.760000000000005
2020-11-12,46,79.0,,0.79,36.34
2020-11-13,48,79.0,,0.79,37.92
2020-11-14,60,79.0,,0.79,47.400000000000006
2020-11-15,69,79.0,,0.79,54.510000000000005
2020-11-16,60,79.0,,0.79,47.400000000000006
2020-11-17,56,79.0,,0.79,44.24
2020-11-18,55,79.0,,0.79,43.45
2020-11-19,48,79.0,,0.79,37.92
2020-11-20,53,79.0,,0.79,41.870000000000005
2020-11-21,59,79.0,,0.79,46.61
2020-11-22,69,79.0,,0.79,54.510000000000005
2020-11-23,64,79.0,,0.79,50.56
2020-11-24,65,79.0,,0.79,51.35
2020-11-25,59,79.0,,0.79,46.61
2020-11-26,61,79.0,,0.79,48.190000000000005
2020-11-27,100,79.0,,0.79,79.0
2020-11-28,81,79.0,,0.79,63.99
2020-11-29,85,79.0,,0.79,67.15
2020-11-30,88,79.0,,0.79,69.52000000000001
2020-12-01,89,88.0,False,0.88,78.32000000000001
2020-12-02,80,88.0,,0.88,70.4
2020-12-03,72,88.0,,0.88,63.36
2020-12-04,66,88.0,,0.88,58.08
2020-12-05,92,88.0,,0.88,80.96
2020-12-06,100,88.0,,0.88,88.0
2020-12-07,84,88.0,,0.88,73.92
2020-12-08,85,88.0,,0.88,74.8
2020-12-09,78,88.0,,0.88,68.64
2020-12-10,74,88.0,,0.88,65.12
2020-12-11,70,88.0,,0.88,61.6
2020-12-12,88,88.0,,0.88,77.44
2020-12-13,89,88.0,,0.88,78.32000000000001
2020-12-14,74,88.0,,0.88,65.12
2020-12-15,76,88.0,,0.88,66.88
2020-12-16,76,88.0,,0.88,66.88
2020-12-17,66,88.0,,0.88,58.08
2020-12-18,67,88.0,,0.88,58.96
2020-12-19,80,88.0,,0.88,70.4
2020-12-20,77,88.0,,0.88,67.76
2020-12-21,60,88.0,,0.88,52.8
2020-12-22,55,88.0,,0.88,48.4
2020-12-23,54,88.0,,0.88,47.52
2020-12-24,53,88.0,,0.88,46.64
2020-12-25,67,88.0,,0.88,58.96
2020-12-26,88,88.0,,0.88,77.44
2020-12-27,82,88.0,,0.88,72.16
2020-12-28,62,88.0,,0.88,54.56
2020-12-29,59,88.0,,0.88,51.92
2020-12-30,58,88.0,,0.88,51.04
2020-12-31,51,88.0,,0.88,44.88
2021-01-01,96,56.0,False,0.56,53.760000000000005
2021-01-02,100,56.0,,0.56,56.00000000000001
2021-01-03,99,56.0,,0.56,55.440000000000005
2021-01-04,78,56.0,,0.56,43.68000000000001
2021-01-05,80,56.0,,0.56,44.800000000000004
2021-01-06,78,56.0,,0.56,43.68000000000001
2021-01-07,71,56.0,,0.56,39.760000000000005
2021-01-08,75,56.0,,0.56,42.00000000000001
2021-01-09,85,56.0,,0.56,47.6
2021-01-10,86,56.0,,0.56,48.160000000000004
2021-01-11,76,56.0,,0.56,42.56
2021-01-12,79,56.0,,0.56,44.24
2021-01-13,71,56.0,,0.56,39.760000000000005
2021-01-14,70,56.0,,0.56,39.2
2021-01-15,78,56.0,,0.56,43.68000000000001
2021-01-16,82,56.0,,0.56,45.92
2021-01-17,85,56.0,,0.56,47.6
2021-01-18,76,56.0,,0.56,42.56
2021-01-19,76,56.0,,0.56,42.56
2021-01-20,66,56.0,,0.56,36.96
2021-01-21,70,56.0,,0.56,39.2
2021-01-22,76,56.0,,0.56,42.56
2021-01-23,81,56.0,,0.56,45.36000000000001
2021-01-24,84,56.0,,0.56,47.040000000000006
2021-01-25,71,56.0,,0.56,39.760000000000005
2021-01-26,74,56.0,,0.56,41.440000000000005
2021-01-27,71,56.0,,0.56,39.760000000000005
2021-01-28,68,56.0,,0.56,38.080000000000005
2021-01-29,65,56.0,,0.56,36.400000000000006
2021-01-30,83,56.0,,0.56,46.480000000000004
2021-01-31,96,56.0,,0.56,53.760000000000005
2021-02-01,89,54.0,False,0.54,48.06
2021-02-02,86,54.0,,0.54,46.440000000000005
2021-02-03,77,54.0,,0.54,41.580000000000005
2021-02-04,83,54.0,,0.54,44.82
2021-02-05,91,54.0,,0.54,49.14
2021-02-06,95,54.0,,0.54,51.300000000000004
2021-02-07,99,54.0,,0.54,53.46
2021-02-08,78,54.0,,0.54,42.120000000000005
2021-02-09,82,54.0,,0.54,44.28
2021-02-10,92,54.0,,0.54,49.68000000000001
2021-02-11,87,54.0,,0.54,46.980000000000004
2021-02-12,86,54.0,,0.54,46.440000000000005
2021-02-13,95,54.0,,0.54,51.300000000000004
2021-02-14,100,54.0,,0.54,54.0
2021-02-15,95,54.0,,0.54,51.300000000000004
2021-02-16,85,54.0,,0.54,45.900000000000006
2021-02-17,86,54.0,,0.54,46.440000000000005
2021-02-18,83,54.0,,0.54,44.82
2021-02-19,88,54.0,,0.54,47.52
2021-02-20,98,54.0,,0.54,52.92
2021-02-21,94,54.0,,0.54,50.760000000000005
2021-02-22,80,54.0,,0.54,43.2
2021-02-23,81,54.0,,0.54,43.74
2021-02-24,69,54.0,,0.54,37.260000000000005
2021-02-25,71,54.0,,0.54,38.34
2021-02-26,67,54.0,,0.54,36.18
2021-02-27,80,54.0,,0.54,43.2
2021-02-28,91,54.0,,0.54,49.14
2021-03-01,91,46.0,False,0.46,41.86
2021-03-02,90,46.0,,0.46,41.4
2021-03-03,84,46.0,,0.46,38.64
2021-03-04,87,46.0,,0.46,40.02
2021-03-05,81,46.0,,0.46,37.260000000000005
2021-03-06,100,46.0,,0.46,46.0
2021-03-07,97,46.0,,0.46,44.620000000000005
2021-03-08,88,46.0,,0.46,40.480000000000004
2021-03-09,80,46.0,,0.46,36.800000000000004
2021-03-10,77,46.0,,0.46,35.42
2021-03-11,85,46.0,,0.46,39.1
2021-03-12,87,46.0,,0.46,40.02
2021-03-13,92,46.0,,0.46,42.32
2021-03-14,91,46.0,,0.46,41.86
2021-03-15,82,46.0,,0.46,37.72
2021-03-16,79,46.0,,0.46,36.34
2021-03-17,80,46.0,,0.46,36.800000000000004
2021-03-18,84,46.0,,0.46,38.64
2021-03-19,80,46.0,,0.46,36.800000000000004
2021-03-20,91,46.0,,0.46,41.86
2021-03-21,94,46.0,,0.46,43.24
2021-03-22,83,46.0,,0.46,38.18
2021-03-23,76,46.0,,0.46,34.96
2021-03-24,79,46.0,,0.46,36.34
2021-03-25,76,46.0,,0.46,34.96
2021-03-26,89,46.0,,0.46,40.940000000000005
2021-03-27,85,46.0,,0.46,39.1
2021-03-28,86,46.0,,0.46,39.56
2021-03-29,82,46.0,,0.46,37.72
2021-03-30,78,46.0,,0.46,35.88
2021-03-31,76,46.0,,0.46,34.96
2021-04-01,78,44.0,False,0.44,34.32
2021-04-02,88,44.0,,0.44,38.72
2021-04-03,87,44.0,,0.44,38.28
2021-04-04,95,44.0,,0.44,41.8
2021-04-05,83,44.0,,0.44,36.52
2021-04-06,89,44.0,,0.44,39.160000000000004
2021-04-07,80,44.0,,0.44,35.2
2021-04-08,93,44.0,,0.44,40.92
2021-04-09,88,44.0,,0.44,38.72
2021-04-10,97,44.0,,0.44,42.68
2021-04-11,98,44.0,,0.44,43.12
2021-04-12,85,44.0,,0.44,37.4
2021-04-13,82,44.0,,0.44,36.08
2021-04-14,79,44.0,,0.44,34.76
2021-04-15,83,44.0,,0.44,36.52
2021-04-16,91,44.0,,0.44,40.04
2021-04-17,91,44.0,,0.44,40.04
2021-04-18,100,44.0,,0.44,44.0
2021-04-19,80,44.0,,0.44,35.2
2021-04-20,77,44.0,,0.44,33.88
2021-04-21,81,44.0,,0.44,35.64
2021-04-22,86,44.0,,0.44,37.84
2021-04-23,90,44.0,,0.44,39.6
2021-04-24,84,44.0,,0.44,36.96
2021-04-25,97,44.0,,0.44,42.68
2021-04-26,77,44.0,,0.44,33.88
2021-04-27,82,44.0,,0.44,36.08
2021-04-28,79,44.0,,0.44,34.76
