date,CRM_unscaled,CRM_monthly,isPartial,scale,CRM
2019-08-21,66,72.0,,0.72,47.519999999999996
2019-08-22,88,72.0,,0.72,63.36
2019-08-23,100,72.0,,0.72,72.0
2019-08-24,30,72.0,,0.72,21.599999999999998
2019-08-25,24,72.0,,0.72,17.28
2019-08-26,61,72.0,,0.72,43.92
2019-08-27,66,72.0,,0.72,47.519999999999996
2019-08-28,60,72.0,,0.72,43.199999999999996
2019-08-29,61,72.0,,0.72,43.92
2019-08-30,53,72.0,,0.72,38.16
2019-08-31,20,72.0,,0.72,14.399999999999999
2019-09-01,38,62.0,False,0.62,23.56
2019-09-02,46,62.0,,0.62,28.52
2019-09-03,72,62.0,,0.62,44.64
2019-09-04,81,62.0,,0.62,50.22
2019-09-05,83,62.0,,0.62,51.46
2019-09-06,94,62.0,,0.62,58.28
2019-09-07,44,62.0,,0.62,27.28
2019-09-08,28,62.0,,0.62,17.36
2019-09-09,75,62.0,,0.62,46.5
2019-09-10,86,62.0,,0.62,53.32
2019-09-11,96,62.0,,0.62,59.519999999999996
2019-09-12,98,62.0,,0.62,60.76
2019-09-13,88,62.0,,0.62,54.56
2019-09-14,35,62.0,,0.62,21.7
2019-09-15,46,62.0,,0.62,28.52
2019-09-16,90,62.0,,0.62,55.8
2019-09-17,91,62.0,,0.62,56.42
2019-09-18,100,62.0,,0.62,62.0
2019-09-19,93,62.0,,0.62,57.66
2019-09-20,87,62.0,,0.62,53.94
2019-09-21,47,62.0,,0.62,29.14
2019-09-22,34,62.0,,0.62,21.08
2019-09-23,82,62.0,,0.62,50.839999999999996
2019-09-24,88,62.0,,0.62,54.56
2019-09-25,85,62.0,,0.62,52.7
2019-09-26,76,62.0,,0.62,47.12
2019-09-27,88,62.0,,0.62,54.56
2019-09-28,40,62.0,,0.62,24.8
2019-09-29,32,62.0,,0.62,19.84
2019-09-30,81,62.0,,0.62,50.22
2019-10-01,94,67.0,False,0.67,62.980000000000004
2019-10-02,98,67.0,,0.67,65.66000000000001
2019-10-03,91,67.0,,0.67,60.970000000000006
2019-10-04,82,67.0,,0.67,54.940000000000005
2019-10-05,57,67.0,,0.67,38.190000000000005
2019-10-06,37,67.0,,0.67,24.790000000000003
2019-10-07,89,67.0,,0.67,59.63
2019-10-08,84,67.0,,0.67,56.28
2019-10-09,87,67.0,,0.67,58.290000000000006
2019-10-10,88,67.0,,0.67,58.96
2019-10-11,92,67.0,,0.67,61.64
2019-10-12,33,67.0,,0.67,22.110000000000003
2019-10-13,38,67.0,,0.67,25.46
2019-10-14,78,67.0,,0.67,52.260000000000005
2019-10-15,86,67.0,,0.67,57.620000000000005
2019-10-16,95,67.0,,0.67,63.650000000000006
2019-10-17,97,67.0,,0.67,64.99000000000001
2019-10-18,100,67.0,,0.67,67.0
2019-10-19,39,67.0,,0.67,26.130000000000003
2019-10-20,40,67.0,,0.67,26.8
2019-10-21,81,67.0,,0.67,54.27
2019-10-22,87,67.0,,0.67,58.290000000000006
2019-10-23,88,67.0,,0.67,58.96
2019-10-24,92,67.0,,0.67,61.64
2019-10-25,77,67.0,,0.67,51.59
2019-10-26,50,67.0,,0.67,33.5
2019-10-27,38,67.0,,0.67,25.46
2019-10-28,71,67.0,,0.67,47.57
2019-10-29,78,67.0,,0.67,52.260000000000005
2019-10-30,83,67.0,,0.67,55.61000000000001
2019-10-31,87,67.0,,0.67,58.290000000000006
2019-11-01,87,62.0,False,0.62,53.94
2019-11-02,29,62.0,,0.62,17.98
2019-11-03,36,62.0,,0.62,22.32
2019-11-04,83,62.0,,0.62,51.46
2019-11-05,91,62.0,,0.62,56.42
2019-11-06,80,62.0,,0.62,49.6
2019-11-07,82,62.0,,0.62,50.839999999999996
2019-11-08,93,62.0,,0.62,57.66
2019-11-09,36,62.0,,0.62,22.32
2019-11-10,39,62.0,,0.62,24.18
2019-11-11,72,62.0,,0.62,44.64
2019-11-12,88,62.0,,0.62,54.56
2019-11-13,80,62.0,,0.62,49.6
2019-11-14,100,62.0,,0.62,62.0
2019-11-15,92,62.0,,0.62,57.04
2019-11-16,42,62.0,,0.62,26.04
2019-11-17,46,62.0,,0.62,28.52
2019-11-18,87,62.0,,0.62,53.94
2019-11-19,89,62.0,,0.62,55.18
2019-11-20,98,62.0,,0.62,60.76
2019-11-21,84,62.0,,0.62,52.08
2019-11-22,82,62.0,,0.62,50.839999999999996
2019-11-23,55,62.0,,0.62,34.1
2019-11-24,43,62.0,,0.62,26.66
2019-11-25,73,62.0,,0.62,45.26
2019-11-26,78,62.0,,0.62,48.36
2019-11-27,75,62.0,,0.62,46.5
2019-11-28,40,62.0,,0.62,24.8
2019-11-29,35,62.0,,0.62,21.7
2019-11-30,29,62.0,,0.62,17.98
2019-12-01,32,58.0,False,0.58,18.56
2019-12-02,61,58.0,,0.58,35.379999999999995
2019-12-03,95,58.0,,0.58,55.099999999999994
2019-12-04,100,58.0,,0.58,57.99999999999999
2019-12-05,79,58.0,,0.58,45.82
2019-12-06,86,58.0,,0.58,49.879999999999995
2019-12-07,42,58.0,,0.58,24.36
2019-12-08,38,58.0,,0.58,22.04
2019-12-09,69,58.0,,0.58,40.019999999999996
2019-12-10,78,58.0,,0.58,45.239999999999995
2019-12-11,88,58.0,,0.58,51.04
2019-12-12,76,58.0,,0.58,44.08
2019-12-13,67,58.0,,0.58,38.86
2019-12-14,46,58.0,,0.58,26.68
2019-12-15,39,58.0,,0.58,22.619999999999997
2019-12-16,78,58.0,,0.58,45.239999999999995
2019-12-17,79,58.0,,0.58,45.82
2019-12-18,74,58.0,,0.58,42.919999999999995
2019-12-19,76,58.0,,0.58,44.08
2019-12-20,84,58.0,,0.58,48.72
2019-12-21,35,58.0,,0.58,20.299999999999997
2019-12-22,26,58.0,,0.58,15.079999999999998
2019-12-23,64,58.0,,0.58,37.12
2019-12-24,43,58.0,,0.58,24.939999999999998
2019-12-25,24,58.0,,0.58,13.919999999999998
2019-12-26,44,58.0,,0.58,25.52
2019-12-27,71,58.0,,0.58,41.18
2019-12-28,31,58.0,,0.58,17.98
2019-12-29,30,58.0,,0.58,17.4
2019-12-30,63,58.0,,0.58,36.54
2019-12-31,45,58.0,,0.58,26.099999999999998
2020-01-01,34,70.0,False,0.7,23.799999999999997
2020-01-02,69,70.0,,0.7,48.3
2020-01-03,84,70.0,,0.7,58.8
2020-01-04,39,70.0,,0.7,27.299999999999997
2020-01-05,36,70.0,,0.7,25.2
2020-01-06,81,70.0,,0.7,56.699999999999996
2020-01-07,93,70.0,,0.7,65.1
2020-01-08,96,70.0,,0.7,67.19999999999999
2020-01-09,82,70.0,,0.7,57.4
2020-01-10,100,70.0,,0.7,70.0
2020-01-11,53,70.0,,0.7,37.099999999999994
2020-01-12,42,70.0,,0.7,29.4
2020-01-13,83,70.0,,0.7,58.099999999999994
2020-01-14,81,70.0,,0.7,56.699999999999996
2020-01-15,85,70.0,,0.7,59.49999999999999
2020-01-16,97,70.0,,0.7,67.89999999999999
2020-01-17,62,70.0,,0.7,43.4
2020-01-18,43,70.0,,0.7,30.099999999999998
2020-01-19,38,70.0,,0.7,26.599999999999998
2020-01-20,59,70.0,,0.7,41.3
2020-01-21,79,70.0,,0.7,55.3
2020-01-22,88,70.0,,0.7,61.599999999999994
2020-01-23,79,70.0,,0.7,55.3
2020-01-24,89,70.0,,0.7,62.3
2020-01-25,34,70.0,,0.7,23.799999999999997
2020-01-26,34,70.0,,0.7,23.799999999999997
2020-01-27,73,70.0,,0.7,51.099999999999994
2020-01-28,85,70.0,,0.7,59.49999999999999
2020-01-29,73,70.0,,0.7,51.099999999999994
2020-01-30,82,70.0,,0.7,57.4
2020-01-31,77,70.0,,0.7,53.9
2020-02-01,45,76.0,False,0.76,34.2
2020-02-02,30,76.0,,0.76,22.8
2020-02-03,64,76.0,,0.76,48.64
2020-02-04,83,76.0,,0.76,63.08
2020-02-05,84,76.0,,0.76,63.84
2020-02-06,73,76.0,,0.76,55.480000000000004
2020-02-07,70,76.0,,0.76,53.2
2020-02-08,54,76.0,,0.76,41.04
2020-02-09,33,76.0,,0.76,25.080000000000002
2020-02-10,68,76.0,,0.76,51.68
2020-02-11,85,76.0,,0.76,64.6
2020-02-12,85,76.0,,0.76,64.6
2020-02-13,72,76.0,,0.76,54.72
2020-02-14,65,76.0,,0.76,49.4
2020-02-15,42,76.0,,0.76,31.92
2020-02-16,36,76.0,,0.76,27.36
2020-02-17,58,76.0,,0.76,44.08
2020-02-18,81,76.0,,0.76,61.56
2020-02-19,77,76.0,,0.76,58.52
2020-02-20,79,76.0,,0.76,60.04
2020-02-21,78,76.0,,0.76,59.28
2020-02-22,48,76.0,,0.76,36.480000000000004
2020-02-23,33,76.0,,0.76,25.080000000000002
2020-02-24,79,76.0,,0.76,60.04
2020-02-25,100,76.0,,0.76,76.0
2020-02-26,92,76.0,,0.76,69.92
2020-02-27,84,76.0,,0.76,63.84
2020-02-28,76,76.0,,0.76,57.76
2020-02-29,53,76.0,,0.76,40.28
2020-03-01,48,67.0,False,0.67,32.160000000000004
2020-03-02,88,67.0,,0.67,58.96
2020-03-03,100,67.0,,0.67,67.0
2020-03-04,96,67.0,,0.67,64.32000000000001
2020-03-05,90,67.0,,0.67,60.300000000000004
2020-03-06,92,67.0,,0.67,61.64
2020-03-07,55,67.0,,0.67,36.85
2020-03-08,45,67.0,,0.67,30.150000000000002
2020-03-09,85,67.0,,0.67,56.95
2020-03-10,98,67.0,,0.67,65.66000000000001
2020-03-11,83,67.0,,0.67,55.61000000000001
2020-03-12,82,67.0,,0.67,54.940000000000005
2020-03-13,84,67.0,,0.67,56.28
2020-03-14,36,67.0,,0.67,24.12
2020-03-15,38,67.0,,0.67,25.46
2020-03-16,78,67.0,,0.67,52.260000000000005
2020-03-17,72,67.0,,0.67,48.24
2020-03-18,87,67.0,,0.67,58.290000000000006
2020-03-19,75,67.0,,0.67,50.25
2020-03-20,76,67.0,,0.67,50.92
2020-03-21,52,67.0,,0.67,34.84
2020-03-22,41,67.0,,0.67,27.470000000000002
2020-03-23,76,67.0,,0.67,50.92
2020-03-24,78,67.0,,0.67,52.260000000000005
2020-03-25,78,67.0,,0.67,52.260000000000005
2020-03-26,82,67.0,,0.67,54.940000000000005
2020-03-27,80,67.0,,0.67,53.6
2020-03-28,35,67.0,,0.67,23.450000000000003
2020-03-29,32,67.0,,0.67,21.44
2020-03-30,72,67.0,,0.67,48.24
2020-03-31,68,67.0,,0.67,45.56
2020-04-01,92,64.0,False,0.64,58.88
2020-04-02,88,64.0,,0.64,56.32
2020-04-03,89,64.0,,0.64,56.96
2020-04-04,75,64.0,,0.64,48.0
2020-04-05,45,64.0,,0.64,28.8
2020-04-06,92,64.0,,0.64,58.88
2020-04-07,98,64.0,,0.64,62.72
2020-04-08,98,64.0,,0.64,62.72
2020-04-09,96,64.0,,0.64,61.44
2020-04-10,90,64.0,,0.64,57.6
2020-04-11,45,64.0,,0.64,28.8
2020-04-12,42,64.0,,0.64,26.88
2020-04-13,84,64.0,,0.64,53.76
2020-04-14,94,64.0,,0.64,60.160000000000004
2020-04-15,90,64.0,,0.64,57.6
2020-04-16,89,64.0,,0.64,56.96
2020-04-17,96,64.0,,0.64,61.44
2020-04-18,53,64.0,,0.64,33.92
2020-04-19,46,64.0,,0.64,29.44
2020-04-20,85,64.0,,0.64,54.4
2020-04-21,100,64.0,,0.64,64.0
2020-04-22,100,64.0,,0.64,64.0
2020-04-23,92,64.0,,0.64,58.88
2020-04-24,95,64.0,,0.64,60.800000000000004
2020-04-25,44,64.0,,0.64,28.16
2020-04-26,42,64.0,,0.64,26.88
2020-04-27,86,64.0,,0.64,55.04
2020-04-28,97,64.0,,0.64,62.08
2020-04-29,91,64.0,,0.64,58.24
2020-04-30,93,64.0,,0.64,59.52
2020-05-01,56,65.0,False,0.65,36.4
2020-05-02,28,65.0,,0.65,18.2
2020-05-03,31,65.0,,0.65,20.150000000000002
2020-05-04,52,65.0,,0.65,33.800000000000004
2020-05-05,58,65.0,,0.65,37.7
2020-05-06,64,65.0,,0.65,41.6
2020-05-07,57,65.0,,0.65,37.050000000000004
2020-05-08,63,65.0,,0.65,40.95
2020-05-09,36,65.0,,0.65,23.400000000000002
2020-05-10,26,65.0,,0.65,16.900000000000002
2020-05-11,56,65.0,,0.65,36.4
2020-05-12,62,65.0,,0.65,40.300000000000004
2020-05-13,61,65.0,,0.65,39.65
2020-05-14,60,65.0,,0.65,39.0
2020-05-15,52,65.0,,0.65,33.800000000000004
2020-05-16,30,65.0,,0.65,19.5
2020-05-17,27,65.0,,0.65,17.55
2020-05-18,55,65.0,,0.65,35.75
2020-05-19,66,65.0,,0.65,42.9
2020-05-20,56,65.0,,0.65,36.4
2020-05-21,59,65.0,,0.65,38.35
2020-05-22,58,65.0,,0.65,37.7
2020-05-23,32,65.0,,0.65,20.8
2020-05-24,29,65.0,,0.65,18.85
2020-05-25,32,65.0,,0.65,20.8
2020-05-26,62,65.0,,0.65,40.300000000000004
2020-05-27,62,65.0,,0.65,40.300000000000004
2020-05-28,100,65.0,,0.65,65.0
2020-05-29,77,65.0,,0.65,50.050000000000004
2020-05-30,34,65.0,,0.65,22.1
2020-05-31,30,65.0,,0.65,19.5
2020-06-01,78,73.0,False,0.73,56.94
2020-06-02,82,73.0,,0.73,59.86
2020-06-03,73,73.0,,0.73,53.29
2020-06-04,99,73.0,,0.73,72.27
2020-06-05,74,73.0,,0.73,54.019999999999996
2020-06-06,39,73.0,,0.73,28.47
2020-06-07,35,73.0,,0.73,25.55
2020-06-08,86,73.0,,0.73,62.78
2020-06-09,83,73.0,,0.73,60.589999999999996
2020-06-10,87,73.0,,0.73,63.51
2020-06-11,96,73.0,,0.73,70.08
2020-06-12,68,73.0,,0.73,49.64
2020-06-13,35,73.0,,0.73,25.55
2020-06-14,27,73.0,,0.73,19.71
2020-06-15,81,73.0,,0.73,59.129999999999995
2020-06-16,98,73.0,,0.73,71.53999999999999
2020-06-17,84,73.0,,0.73,61.32
2020-06-18,100,73.0,,0.73,73.0
2020-06-19,76,73.0,,0.73,55.48
2020-06-20,44,73.0,,0.73,32.12
2020-06-21,29,73.0,,0.73,21.169999999999998
2020-06-22,81,73.0,,0.73,59.129999999999995
2020-06-23,88,73.0,,0.73,64.24
2020-06-24,94,73.0,,0.73,68.62
2020-06-25,84,73.0,,0.73,61.32
2020-06-26,69,73.0,,0.73,50.37
2020-06-27,38,73.0,,0.73,27.74
2020-06-28,33,73.0,,0.73,24.09
2020-06-29,83,73.0,,0.73,60.589999999999996
2020-06-30,82,73.0,,0.73,59.86
2020-07-01,84,73.0,False,0.73,61.32
2020-07-02,82,73.0,,0.73,59.86
2020-07-03,46,73.0,,0.73,33.58
2020-07-04,36,73.0,,0.73,26.28
2020-07-05,37,73.0,,0.73,27.009999999999998
2020-07-06,76,73.0,,0.73,55.48
2020-07-07,82,73.0,,0.73,59.86
2020-07-08,92,73.0,,0.73,67.16
2020-07-09,92,73.0,,0.73,67.16
2020-07-10,72,73.0,,0.73,52.56
2020-07-11,45,73.0,,0.73,32.85
2020-07-12,37,73.0,,0.73,27.009999999999998
2020-07-13,75,73.0,,0.73,54.75
2020-07-14,77,73.0,,0.73,56.21
2020-07-15,86,73.0,,0.73,62.78
2020-07-16,90,73.0,,0.73,65.7
2020-07-17,77,73.0,,0.73,56.21
2020-07-18,34,73.0,,0.73,24.82
2020-07-19,36,73.0,,0.73,26.28
2020-07-20,79,73.0,,0.73,57.67
2020-07-21,79,73.0,,0.73,57.67
2020-07-22,84,73.0,,0.73,61.32
2020-07-23,91,73.0,,0.73,66.42999999999999
2020-07-24,62,73.0,,0.73,45.26
2020-07-25,44,73.0,,0.73,32.12
2020-07-26,32,73.0,,0.73,23.36
2020-07-27,76,73.0,,0.73,55.48
2020-07-28,86,73.0,,0.73,62.78
2020-07-29,75,73.0,,0.73,54.75
2020-07-30,100,73.0,,0.73,73.0
2020-07-31,74,73.0,,0.73,54.019999999999996
2020-08-01,19,84.0,False,0.84,15.959999999999999
2020-08-02,14,84.0,,0.84,11.76
2020-08-03,33,84.0,,0.84,27.72
2020-08-04,34,84.0,,0.84,28.56
2020-08-05,33,84.0,,0.84,27.72
2020-08-06,42,84.0,,0.84,35.28
2020-08-07,32,84.0,,0.84,26.88
2020-08-08,23,84.0,,0.84,19.32
2020-08-09,17,84.0,,0.84,14.28
2020-08-10,31,84.0,,0.84,26.04
2020-08-11,36,84.0,,0.84,30.24
2020-08-12,36,84.0,,0.84,30.24
2020-08-13,39,84.0,,0.84,32.76
2020-08-14,28,84.0,,0.84,23.52
2020-08-15,17,84.0,,0.84,14.28
2020-08-16,16,84.0,,0.84,13.44
2020-08-17,34,84.0,,0.84,28.56
2020-08-18,31,84.0,,0.84,26.04
2020-08-19,35,84.0,,0.84,29.4
2020-08-20,38,84.0,,0.84,31.919999999999998
2020-08-21,30,84.0,,0.84,25.2
2020-08-22,18,84.0,,0.84,15.12
2020-08-23,13,84.0,,0.84,10.92
2020-08-24,36,84.0,,0.84,30.24
2020-08-25,71,84.0,,0.84,59.64
2020-08-26,100,84.0,,0.84,84.0
2020-08-27,66,84.0,,0.84,55.44
2020-08-28,46,84.0,,0.84,38.64
2020-08-29,21,84.0,,0.84,17.64
2020-08-30,16,84.0,,0.84,13.44
2020-08-31,43,84.0,,0.84,36.12
2020-09-01,98,76.0,False,0.76,74.48
2020-09-02,88,76.0,,0.76,66.88
2020-09-03,100,76.0,,0.76,76.0
2020-09-04,78,76.0,,0.76,59.28
2020-09-05,47,76.0,,0.76,35.72
2020-09-06,30,76.0,,0.76,22.8
2020-09-07,48,76.0,,0.76,36.480000000000004
2020-09-08,87,76.0,,0.76,66.12
2020-09-09,83,76.0,,0.76,63.08
2020-09-10,95,76.0,,0.76,72.2
2020-09-11,75,76.0,,0.76,57.0
2020-09-12,54,76.0,,0.76,41.04
2020-09-13,36,76.0,,0.76,27.36
2020-09-14,74,76.0,,0.76,56.24
2020-09-15,83,76.0,,0.76,63.08
2020-09-16,74,76.0,,0.76,56.24
2020-09-17,87,76.0,,0.76,66.12
2020-09-18,69,76.0,,0.76,52.44
2020-09-19,38,76.0,,0.76,28.88
2020-09-20,44,76.0,,0.76,33.44
2020-09-21,76,76.0,,0.76,57.76
2020-09-22,75,76.0,,0.76,57.0
2020-09-23,81,76.0,,0.76,61.56
2020-09-24,85,76.0,,0.76,64.6
2020-09-25,66,76.0,,0.76,50.160000000000004
2020-09-26,51,76.0,,0.76,38.76
2020-09-27,37,76.0,,0.76,28.12
2020-09-28,60,76.0,,0.76,45.6
2020-09-29,72,76.0,,0.76,54.72
2020-09-30,100,76.0,,0.76,76.0
2020-10-01,99,69.0,False,0.69,68.30999999999999
2020-10-02,85,69.0,,0.69,58.65
2020-10-03,54,69.0,,0.69,37.26
2020-10-04,41,69.0,,0.69,28.29
2020-10-05,91,69.0,,0.69,62.78999999999999
2020-10-06,93,69.0,,0.69,64.17
2020-10-07,92,69.0,,0.69,63.48
2020-10-08,97,69.0,,0.69,66.92999999999999
2020-10-09,68,69.0,,0.69,46.919999999999995
2020-10-10,53,69.0,,0.69,36.57
2020-10-11,51,69.0,,0.69,35.19
2020-10-12,70,69.0,,0.69,48.3
2020-10-13,81,69.0,,0.69,55.88999999999999
2020-10-14,77,69.0,,0.69,53.129999999999995
2020-10-15,98,69.0,,0.69,67.61999999999999
2020-10-16,71,69.0,,0.69,48.989999999999995
2020-10-17,50,69.0,,0.69,34.5
2020-10-18,49,69.0,,0.69,33.809999999999995
2020-10-19,76,69.0,,0.69,52.44
2020-10-20,79,69.0,,0.69,54.51
2020-10-21,88,69.0,,0.69,60.72
2020-10-22,96,69.0,,0.69,66.24
2020-10-23,90,69.0,,0.69,62.099999999999994
2020-10-24,44,69.0,,0.69,30.36
2020-10-25,39,69.0,,0.69,26.909999999999997
2020-10-26,73,69.0,,0.69,50.37
2020-10-27,85,69.0,,0.69,58.65
2020-10-28,70,69.0,,0.69,48.3
2020-10-29,100,69.0,,0.69,69.0
2020-10-30,74,69.0,,0.69,51.059999999999995
2020-10-31,46,69.0,,0.69,31.74
2020-11-01,47,60.0,False,0.6,28.2
2020-11-02,80,60.0,,0.6,48.0
2020-11-03,77,60.0,,0.6,46.199999999999996
2020-11-04,40,60.0,,0.6,24.0
2020-11-05,72,60.0,,0.6,43.199999999999996
2020-11-06,57,60.0,,0.6,34.199999999999996
2020-11-07,48,60.0,,0.6,28.799999999999997
2020-11-08,43,60.0,,0.6,25.8
2020-11-09,76,60.0,,0.6,45.6
2020-11-10,89,60.0,,0.6,53.4
2020-11-11,84,60.0,,0.6,50.4
2020-11-12,96,60.0,,0.6,57.599999999999994
2020-11-13,80,60.0,,0.6,48.0
2020-11-14,48,60.0,,0.6,28.799999999999997
2020-11-15,42,60.0,,0.6,25.2
2020-11-16,78,60.0,,0.6,46.8
2020-11-17,82,60.0,,0.6,49.199999999999996
2020-11-18,84,60.0,,0.6,50.4
2020-11-19,98,60.0,,0.6,58.8
2020-11-20,71,60.0,,0.6,42.6
2020-11-21,44,60.0,,0.6,26.4
2020-11-22,40,60.0,,0.6,24.0
2020-11-23,78,60.0,,0.6,46.8
2020-11-24,100,60.0,,0.6,60.0
2020-11-25,98,60.0,,0.6,58.8
2020-11-26,73,60.0,,0.6,43.8
2020-11-27,67,60.0,,0.6,40.199999999999996
2020-11-28,46,60.0,,0.6,27.599999999999998
2020-11-29,48,60.0,,0.6,28.799999999999997
2020-11-30,98,60.0,,0.6,58.8
2020-12-01,78,80.0,False,0.8,62.400000000000006
2020-12-02,100,80.0,,0.8,80.0
2020-12-03,76,80.0,,0.8,60.800000000000004
2020-12-04,58,80.0,,0.8,46.400000000000006
2020-12-05,35,80.0,,0.8,28.0
2020-12-06,25,80.0,,0.8,20.0
2020-12-07,55,80.0,,0.8,44.0
2020-12-08,58,80.0,,0.8,46.400000000000006
2020-12-09,55,80.0,,0.8,44.0
2020-12-10,59,80.0,,0.8,47.2
2020-12-11,49,80.0,,0.8,39.2
2020-12-12,24,80.0,,0.8,19.200000000000003
2020-12-13,23,80.0,,0.8,18.400000000000002
2020-12-14,40,80.0,,0.8,32.0
2020-12-15,46,80.0,,0.8,36.800000000000004
2020-12-16,48,80.0,,0.8,38.400000000000006
2020-12-17,53,80.0,,0.8,42.400000000000006
2020-12-18,39,80.0,,0.8,31.200000000000003
2020-12-19,27,80.0,,0.8,21.6
2020-12-20,20,80.0,,0.8,16.0
2020-12-21,38,80.0,,0.8,30.400000000000002
2020-12-22,38,80.0,,0.8,30.400000000000002
2020-12-23,38,80.0,,0.8,30.400000000000002
2020-12-24,34,80.0,,0.8,27.200000000000003
2020-12-25,15,80.0,,0.8,12.0
2020-12-26,16,80.0,,0.8,12.8
2020-12-27,19,80.0,,0.8,15.200000000000001
2020-12-28,36,80.0,,0.8,28.8
2020-12-29,40,80.0,,0.8,32.0
2020-12-30,36,80.0,,0.8,28.8
2020-12-31,36,80.0,,0.8,28.8
2021-01-01,26,67.0,False,0.67,17.42
2021-01-02,35,67.0,,0.67,23.450000000000003
2021-01-03,36,67.0,,0.67,24.12
2021-01-04,69,67.0,,0.67,46.230000000000004
2021-01-05,80,67.0,,0.67,53.6
2021-01-06,77,67.0,,0.67,51.59
2021-01-07,94,67.0,,0.67,62.980000000000004
2021-01-08,89,67.0,,0.67,59.63
2021-01-09,56,67.0,,0.67,37.52
2021-01-10,48,67.0,,0.67,32.160000000000004
2021-01-11,73,67.0,,0.67,48.910000000000004
2021-01-12,95,67.0,,0.67,63.650000000000006
2021-01-13,92,67.0,,0.67,61.64
2021-01-14,90,67.0,,0.67,60.300000000000004
2021-01-15,80,67.0,,0.67,53.6
2021-01-16,52,67.0,,0.67,34.84
2021-01-17,34,67.0,,0.67,22.78
2021-01-18,61,67.0,,0.67,40.870000000000005
2021-01-19,82,67.0,,0.67,54.940000000000005
2021-01-20,92,67.0,,0.67,61.64
2021-01-21,94,67.0,,0.67,62.980000000000004
2021-01-22,94,67.0,,0.67,62.980000000000004
2021-01-23,47,67.0,,0.67,31.490000000000002
2021-01-24,40,67.0,,0.67,26.8
2021-01-25,78,67.0,,0.67,52.260000000000005
2021-01-26,79,67.0,,0.67,52.93
2021-01-27,100,67.0,,0.67,67.0
2021-01-28,90,67.0,,0.67,60.300000000000004
2021-01-29,83,67.0,,0.67,55.61000000000001
2021-01-30,33,67.0,,0.67,22.110000000000003
2021-01-31,35,67.0,,0.67,23.450000000000003
2021-02-01,70,71.0,False,0.71,49.699999999999996
2021-02-02,73,71.0,,0.71,51.83
2021-02-03,81,71.0,,0.71,57.51
2021-02-04,76,71.0,,0.71,53.959999999999994
2021-02-05,65,71.0,,0.71,46.15
2021-02-06,41,71.0,,0.71,29.11
2021-02-07,29,71.0,,0.71,20.59
2021-02-08,71,71.0,,0.71,50.41
2021-02-09,67,71.0,,0.71,47.57
2021-02-10,79,71.0,,0.71,56.089999999999996
2021-02-11,74,71.0,,0.71,52.54
2021-02-12,64,71.0,,0.71,45.44
2021-02-13,36,71.0,,0.71,25.56
2021-02-14,31,71.0,,0.71,22.009999999999998
2021-02-15,49,71.0,,0.71,34.79
2021-02-16,70,71.0,,0.71,49.699999999999996
2021-02-17,74,71.0,,0.71,52.54
2021-02-18,70,71.0,,0.71,49.699999999999996
2021-02-19,68,71.0,,0.71,48.28
2021-02-20,40,71.0,,0.71,28.4
2021-02-21,30,71.0,,0.71,21.299999999999997
2021-02-22,58,71.0,,0.71,41.18
2021-02-23,72,71.0,,0.71,51.12
2021-02-24,84,71.0,,0.71,59.64
2021-02-25,100,71.0,,0.71,71.0
2021-02-26,99,71.0,,0.71,70.28999999999999
2021-02-27,38,71.0,,0.71,26.979999999999997
2021-02-28,28,71.0,,0.71,19.88
2021-03-01,85,67.0,False,0.67,56.95
2021-03-02,90,67.0,,0.67,60.300000000000004
2021-03-03,99,67.0,,0.67,66.33
2021-03-04,87,67.0,,0.67,58.290000000000006
2021-03-05,79,67.0,,0.67,52.93
2021-03-06,36,67.0,,0.67,24.12
2021-03-07,35,67.0,,0.67,23.450000000000003
2021-03-08,77,67.0,,0.67,51.59
2021-03-09,85,67.0,,0.67,56.95
2021-03-10,93,67.0,,0.67,62.31
2021-03-11,74,67.0,,0.67,49.580000000000005
2021-03-12,62,67.0,,0.67,41.54
2021-03-13,42,67.0,,0.67,28.14
2021-03-14,27,67.0,,0.67,18.09
2021-03-15,69,67.0,,0.67,46.230000000000004
2021-03-16,69,67.0,,0.67,46.230000000000004
2021-03-17,87,67.0,,0.67,58.290000000000006
2021-03-18,73,67.0,,0.67,48.910000000000004
2021-03-19,64,67.0,,0.67,42.88
2021-03-20,33,67.0,,0.67,22.110000000000003
2021-03-21,30,67.0,,0.67,20.1
2021-03-22,70,67.0,,0.67,46.900000000000006
2021-03-23,73,67.0,,0.67,48.910000000000004
2021-03-24,78,67.0,,0.67,52.260000000000005
2021-03-25,72,67.0,,0.67,48.24
2021-03-26,73,67.0,,0.67,48.910000000000004
2021-03-27,33,67.0,,0.67,22.110000000000003
2021-03-28,28,67.0,,0.67,18.76
2021-03-29,69,67.0,,0.67,46.230000000000004
2021-03-30,74,67.0,,0.67,49.580000000000005
2021-03-31,100,67.0,,0.67,67.0
2021-04-01,84,65.0,False,0.65,54.6
2021-04-02,62,65.0,,0.65,40.300000000000004
2021-04-03,51,65.0,,0.65,33.15
2021-04-04,32,65.0,,0.65,20.8
2021-04-05,90,65.0,,0.65,58.5
2021-04-06,79,65.0,,0.65,51.35
2021-04-07,100,65.0,,0.65,65.0
2021-04-08,91,65.0,,0.65,59.15
2021-04-09,84,65.0,,0.65,54.6
2021-04-10,48,65.0,,0.65,31.200000000000003
2021-04-11,42,65.0,,0.65,27.3
