date,PLUG_unscaled,PLUG_monthly,isPartial,scale,PLUG
2017-12-18,78,78.0,,0.78,60.84
2017-12-19,77,78.0,,0.78,60.06
2017-12-20,78,78.0,,0.78,60.84
2017-12-21,77,78.0,,0.78,60.06
2017-12-22,78,78.0,,0.78,60.84
2017-12-23,84,78.0,,0.78,65.52
2017-12-24,77,78.0,,0.78,60.06
2017-12-25,76,78.0,,0.78,59.28
2017-12-26,95,78.0,,0.78,74.10000000000001
2017-12-27,97,78.0,,0.78,75.66
2017-12-28,91,78.0,,0.78,70.98
2017-12-29,90,78.0,,0.78,70.2
2017-12-30,97,78.0,,0.78,75.66
2017-12-31,88,78.0,,0.78,68.64
2018-01-01,85,72.0,False,0.72,61.199999999999996
2018-01-02,91,72.0,,0.72,65.52
2018-01-03,90,72.0,,0.72,64.8
2018-01-04,92,72.0,,0.72,66.24
2018-01-05,88,72.0,,0.72,63.36
2018-01-06,100,72.0,,0.72,72.0
2018-01-07,99,72.0,,0.72,71.28
2018-01-08,84,72.0,,0.72,60.48
2018-01-09,80,72.0,,0.72,57.599999999999994
2018-01-10,79,72.0,,0.72,56.879999999999995
2018-01-11,82,72.0,,0.72,59.04
2018-01-12,81,72.0,,0.72,58.32
2018-01-13,98,72.0,,0.72,70.56
2018-01-14,94,72.0,,0.72,67.67999999999999
2018-01-15,88,72.0,,0.72,63.36
2018-01-16,79,72.0,,0.72,56.879999999999995
2018-01-17,78,72.0,,0.72,56.16
2018-01-18,80,72.0,,0.72,57.599999999999994
2018-01-19,77,72.0,,0.72,55.44
2018-01-20,95,72.0,,0.72,68.39999999999999
2018-01-21,93,72.0,,0.72,66.96
2018-01-22,78,72.0,,0.72,56.16
2018-01-23,81,72.0,,0.72,58.32
2018-01-24,82,72.0,,0.72,59.04
2018-01-25,79,72.0,,0.72,56.879999999999995
2018-01-26,83,72.0,,0.72,59.76
2018-01-27,94,72.0,,0.72,67.67999999999999
2018-01-28,95,72.0,,0.72,68.39999999999999
2018-01-29,77,72.0,,0.72,55.44
2018-01-30,77,72.0,,0.72,55.44
2018-01-31,85,72.0,,0.72,61.199999999999996
2018-02-01,77,71.0,False,0.71,54.669999999999995
2018-02-02,78,71.0,,0.71,55.379999999999995
2018-02-03,91,71.0,,0.71,64.61
2018-02-04,87,71.0,,0.71,61.769999999999996
2018-02-05,72,71.0,,0.71,51.12
2018-02-06,75,71.0,,0.71,53.25
2018-02-07,74,71.0,,0.71,52.54
2018-02-08,81,71.0,,0.71,57.51
2018-02-09,85,71.0,,0.71,60.349999999999994
2018-02-10,93,71.0,,0.71,66.03
2018-02-11,98,71.0,,0.71,69.58
2018-02-12,81,71.0,,0.71,57.51
2018-02-13,76,71.0,,0.71,53.959999999999994
2018-02-14,77,71.0,,0.71,54.669999999999995
2018-02-15,78,71.0,,0.71,55.379999999999995
2018-02-16,80,71.0,,0.71,56.8
2018-02-17,96,71.0,,0.71,68.16
2018-02-18,89,71.0,,0.71,63.19
2018-02-19,84,71.0,,0.71,59.64
2018-02-20,79,71.0,,0.71,56.089999999999996
2018-02-21,76,71.0,,0.71,53.959999999999994
2018-02-22,73,71.0,,0.71,51.83
2018-02-23,81,71.0,,0.71,57.51
2018-02-24,92,71.0,,0.71,65.32
2018-02-25,100,71.0,,0.71,71.0
2018-02-26,82,71.0,,0.71,58.22
2018-02-27,80,71.0,,0.71,56.8
2018-02-28,82,71.0,,0.71,58.22
2018-03-01,80,77.0,False,0.77,61.6
2018-03-02,79,77.0,,0.77,60.83
2018-03-03,100,77.0,,0.77,77.0
2018-03-04,93,77.0,,0.77,71.61
2018-03-05,77,77.0,,0.77,59.29
2018-03-06,83,77.0,,0.77,63.910000000000004
2018-03-07,80,77.0,,0.77,61.6
2018-03-08,76,77.0,,0.77,58.52
2018-03-09,73,77.0,,0.77,56.21
2018-03-10,97,77.0,,0.77,74.69
2018-03-11,89,77.0,,0.77,68.53
2018-03-12,79,77.0,,0.77,60.83
2018-03-13,77,77.0,,0.77,59.29
2018-03-14,77,77.0,,0.77,59.29
2018-03-15,81,77.0,,0.77,62.370000000000005
2018-03-16,81,77.0,,0.77,62.370000000000005
2018-03-17,87,77.0,,0.77,66.99
2018-03-18,94,77.0,,0.77,72.38
2018-03-19,83,77.0,,0.77,63.910000000000004
2018-03-20,80,77.0,,0.77,61.6
2018-03-21,77,77.0,,0.77,59.29
2018-03-22,77,77.0,,0.77,59.29
2018-03-23,78,77.0,,0.77,60.06
2018-03-24,96,77.0,,0.77,73.92
2018-03-25,97,77.0,,0.77,74.69
2018-03-26,80,77.0,,0.77,61.6
2018-03-27,83,77.0,,0.77,63.910000000000004
2018-03-28,79,77.0,,0.77,60.83
2018-03-29,82,77.0,,0.77,63.14
2018-03-30,87,77.0,,0.77,66.99
2018-03-31,98,77.0,,0.77,75.46000000000001
2018-04-01,83,78.0,False,0.78,64.74000000000001
2018-04-02,81,78.0,,0.78,63.18
2018-04-03,77,78.0,,0.78,60.06
2018-04-04,83,78.0,,0.78,64.74000000000001
2018-04-05,77,78.0,,0.78,60.06
2018-04-06,74,78.0,,0.78,57.72
2018-04-07,87,78.0,,0.78,67.86
2018-04-08,87,78.0,,0.78,67.86
2018-04-09,82,78.0,,0.78,63.96
2018-04-10,74,78.0,,0.78,57.72
2018-04-11,79,78.0,,0.78,61.620000000000005
2018-04-12,79,78.0,,0.78,61.620000000000005
2018-04-13,76,78.0,,0.78,59.28
2018-04-14,91,78.0,,0.78,70.98
2018-04-15,86,78.0,,0.78,67.08
2018-04-16,76,78.0,,0.78,59.28
2018-04-17,75,78.0,,0.78,58.5
2018-04-18,78,78.0,,0.78,60.84
2018-04-19,77,78.0,,0.78,60.06
2018-04-20,77,78.0,,0.78,60.06
2018-04-21,96,78.0,,0.78,74.88
2018-04-22,90,78.0,,0.78,70.2
2018-04-23,80,78.0,,0.78,62.400000000000006
2018-04-24,79,78.0,,0.78,61.620000000000005
2018-04-25,71,78.0,,0.78,55.38
2018-04-26,82,78.0,,0.78,63.96
2018-04-27,74,78.0,,0.78,57.72
2018-04-28,100,78.0,,0.78,78.0
2018-04-29,98,78.0,,0.78,76.44
2018-04-30,80,78.0,,0.78,62.400000000000006
2018-05-01,73,83.0,False,0.83,60.589999999999996
2018-05-02,76,83.0,,0.83,63.08
2018-05-03,74,83.0,,0.83,61.419999999999995
2018-05-04,72,83.0,,0.83,59.76
2018-05-05,96,83.0,,0.83,79.67999999999999
2018-05-06,96,83.0,,0.83,79.67999999999999
2018-05-07,79,83.0,,0.83,65.57
2018-05-08,78,83.0,,0.83,64.74
2018-05-09,73,83.0,,0.83,60.589999999999996
2018-05-10,76,83.0,,0.83,63.08
2018-05-11,79,83.0,,0.83,65.57
2018-05-12,94,83.0,,0.83,78.02
2018-05-13,87,83.0,,0.83,72.21
2018-05-14,81,83.0,,0.83,67.22999999999999
2018-05-15,79,83.0,,0.83,65.57
2018-05-16,77,83.0,,0.83,63.91
2018-05-17,80,83.0,,0.83,66.39999999999999
2018-05-18,80,83.0,,0.83,66.39999999999999
2018-05-19,86,83.0,,0.83,71.38
2018-05-20,93,83.0,,0.83,77.19
2018-05-21,81,83.0,,0.83,67.22999999999999
2018-05-22,78,83.0,,0.83,64.74
2018-05-23,78,83.0,,0.83,64.74
2018-05-24,82,83.0,,0.83,68.06
2018-05-25,79,83.0,,0.83,65.57
2018-05-26,100,83.0,,0.83,83.0
2018-05-27,91,83.0,,0.83,75.53
2018-05-28,95,83.0,,0.83,78.85
2018-05-29,82,83.0,,0.83,68.06
2018-05-30,77,83.0,,0.83,63.91
2018-05-31,80,83.0,,0.83,66.39999999999999
2018-06-01,82,83.0,False,0.83,68.06
2018-06-02,100,83.0,,0.83,83.0
2018-06-03,97,83.0,,0.83,80.50999999999999
2018-06-04,81,83.0,,0.83,67.22999999999999
2018-06-05,81,83.0,,0.83,67.22999999999999
2018-06-06,84,83.0,,0.83,69.72
2018-06-07,82,83.0,,0.83,68.06
2018-06-08,76,83.0,,0.83,63.08
2018-06-09,91,83.0,,0.83,75.53
2018-06-10,97,83.0,,0.83,80.50999999999999
2018-06-11,80,83.0,,0.83,66.39999999999999
2018-06-12,86,83.0,,0.83,71.38
2018-06-13,85,83.0,,0.83,70.55
2018-06-14,81,83.0,,0.83,67.22999999999999
2018-06-15,81,83.0,,0.83,67.22999999999999
2018-06-16,95,83.0,,0.83,78.85
2018-06-17,84,83.0,,0.83,69.72
2018-06-18,79,83.0,,0.83,65.57
2018-06-19,78,83.0,,0.83,64.74
2018-06-20,81,83.0,,0.83,67.22999999999999
2018-06-21,82,83.0,,0.83,68.06
2018-06-22,82,83.0,,0.83,68.06
2018-06-23,88,83.0,,0.83,73.03999999999999
2018-06-24,97,83.0,,0.83,80.50999999999999
2018-06-25,80,83.0,,0.83,66.39999999999999
2018-06-26,80,83.0,,0.83,66.39999999999999
2018-06-27,76,83.0,,0.83,63.08
2018-06-28,80,83.0,,0.83,66.39999999999999
2018-06-29,87,83.0,,0.83,72.21
2018-06-30,94,83.0,,0.83,78.02
2018-07-01,97,85.0,False,0.85,82.45
2018-07-02,85,85.0,,0.85,72.25
2018-07-03,86,85.0,,0.85,73.1
2018-07-04,86,85.0,,0.85,73.1
2018-07-05,83,85.0,,0.85,70.55
2018-07-06,87,85.0,,0.85,73.95
2018-07-07,93,85.0,,0.85,79.05
2018-07-08,100,85.0,,0.85,85.0
2018-07-09,81,85.0,,0.85,68.85
2018-07-10,85,85.0,,0.85,72.25
2018-07-11,82,85.0,,0.85,69.7
2018-07-12,87,85.0,,0.85,73.95
2018-07-13,85,85.0,,0.85,72.25
2018-07-14,91,85.0,,0.85,77.35
2018-07-15,94,85.0,,0.85,79.89999999999999
2018-07-16,90,85.0,,0.85,76.5
2018-07-17,89,85.0,,0.85,75.64999999999999
2018-07-18,85,85.0,,0.85,72.25
2018-07-19,84,85.0,,0.85,71.39999999999999
2018-07-20,85,85.0,,0.85,72.25
2018-07-21,95,85.0,,0.85,80.75
2018-07-22,95,85.0,,0.85,80.75
2018-07-23,89,85.0,,0.85,75.64999999999999
2018-07-24,84,85.0,,0.85,71.39999999999999
2018-07-25,83,85.0,,0.85,70.55
2018-07-26,85,85.0,,0.85,72.25
2018-07-27,88,85.0,,0.85,74.8
2018-07-28,95,85.0,,0.85,80.75
2018-07-29,96,85.0,,0.85,81.6
2018-07-30,86,85.0,,0.85,73.1
2018-07-31,80,85.0,,0.85,68.0
2018-08-01,82,83.0,False,0.83,68.06
2018-08-02,84,83.0,,0.83,69.72
2018-08-03,81,83.0,,0.83,67.22999999999999
2018-08-04,100,83.0,,0.83,83.0
2018-08-05,95,83.0,,0.83,78.85
2018-08-06,87,83.0,,0.83,72.21
2018-08-07,86,83.0,,0.83,71.38
2018-08-08,87,83.0,,0.83,72.21
2018-08-09,82,83.0,,0.83,68.06
2018-08-10,81,83.0,,0.83,67.22999999999999
2018-08-11,93,83.0,,0.83,77.19
2018-08-12,87,83.0,,0.83,72.21
2018-08-13,86,83.0,,0.83,71.38
2018-08-14,77,83.0,,0.83,63.91
2018-08-15,78,83.0,,0.83,64.74
2018-08-16,79,83.0,,0.83,65.57
2018-08-17,83,83.0,,0.83,68.89
2018-08-18,91,83.0,,0.83,75.53
2018-08-19,88,83.0,,0.83,73.03999999999999
2018-08-20,85,83.0,,0.83,70.55
2018-08-21,85,83.0,,0.83,70.55
2018-08-22,79,83.0,,0.83,65.57
2018-08-23,80,83.0,,0.83,66.39999999999999
2018-08-24,84,83.0,,0.83,69.72
2018-08-25,92,83.0,,0.83,76.36
2018-08-26,93,83.0,,0.83,77.19
2018-08-27,77,83.0,,0.83,63.91
2018-08-28,80,83.0,,0.83,66.39999999999999
2018-08-29,80,83.0,,0.83,66.39999999999999
2018-08-30,80,83.0,,0.83,66.39999999999999
2018-08-31,73,83.0,,0.83,60.589999999999996
2018-09-01,98,77.0,False,0.77,75.46000000000001
2018-09-02,100,77.0,,0.77,77.0
2018-09-03,97,77.0,,0.77,74.69
2018-09-04,86,77.0,,0.77,66.22
2018-09-05,78,77.0,,0.77,60.06
2018-09-06,79,77.0,,0.77,60.83
2018-09-07,78,77.0,,0.77,60.06
2018-09-08,100,77.0,,0.77,77.0
2018-09-09,90,77.0,,0.77,69.3
2018-09-10,89,77.0,,0.77,68.53
2018-09-11,86,77.0,,0.77,66.22
2018-09-12,82,77.0,,0.77,63.14
2018-09-13,83,77.0,,0.77,63.910000000000004
2018-09-14,81,77.0,,0.77,62.370000000000005
2018-09-15,100,77.0,,0.77,77.0
2018-09-16,92,77.0,,0.77,70.84
2018-09-17,82,77.0,,0.77,63.14
2018-09-18,83,77.0,,0.77,63.910000000000004
2018-09-19,80,77.0,,0.77,61.6
2018-09-20,88,77.0,,0.77,67.76
2018-09-21,79,77.0,,0.77,60.83
2018-09-22,97,77.0,,0.77,74.69
2018-09-23,92,77.0,,0.77,70.84
2018-09-24,83,77.0,,0.77,63.910000000000004
2018-09-25,90,77.0,,0.77,69.3
2018-09-26,83,77.0,,0.77,63.910000000000004
2018-09-27,76,77.0,,0.77,58.52
2018-09-28,77,77.0,,0.77,59.29
2018-09-29,99,77.0,,0.77,76.23
2018-09-30,92,77.0,,0.77,70.84
2018-10-01,83,75.0,False,0.75,62.25
2018-10-02,86,75.0,,0.75,64.5
2018-10-03,83,75.0,,0.75,62.25
2018-10-04,80,75.0,,0.75,60.0
2018-10-05,86,75.0,,0.75,64.5
2018-10-06,99,75.0,,0.75,74.25
2018-10-07,93,75.0,,0.75,69.75
2018-10-08,87,75.0,,0.75,65.25
2018-10-09,79,75.0,,0.75,59.25
2018-10-10,87,75.0,,0.75,65.25
2018-10-11,86,75.0,,0.75,64.5
2018-10-12,85,75.0,,0.75,63.75
2018-10-13,96,75.0,,0.75,72.0
2018-10-14,96,75.0,,0.75,72.0
2018-10-15,84,75.0,,0.75,63.0
2018-10-16,84,75.0,,0.75,63.0
2018-10-17,83,75.0,,0.75,62.25
2018-10-18,82,75.0,,0.75,61.5
2018-10-19,86,75.0,,0.75,64.5
2018-10-20,93,75.0,,0.75,69.75
2018-10-21,100,75.0,,0.75,75.0
2018-10-22,91,75.0,,0.75,68.25
2018-10-23,78,75.0,,0.75,58.5
2018-10-24,83,75.0,,0.75,62.25
2018-10-25,79,75.0,,0.75,59.25
2018-10-26,82,75.0,,0.75,61.5
2018-10-27,95,75.0,,0.75,71.25
2018-10-28,93,75.0,,0.75,69.75
2018-10-29,79,75.0,,0.75,59.25
2018-10-30,80,75.0,,0.75,60.0
2018-10-31,80,75.0,,0.75,60.0
2018-11-01,65,78.0,False,0.78,50.7
2018-11-02,68,78.0,,0.78,53.04
2018-11-03,86,78.0,,0.78,67.08
2018-11-04,83,78.0,,0.78,64.74000000000001
2018-11-05,68,78.0,,0.78,53.04
2018-11-06,64,78.0,,0.78,49.92
2018-11-07,62,78.0,,0.78,48.36
2018-11-08,73,78.0,,0.78,56.940000000000005
2018-11-09,71,78.0,,0.78,55.38
2018-11-10,84,78.0,,0.78,65.52
2018-11-11,86,78.0,,0.78,67.08
2018-11-12,76,78.0,,0.78,59.28
2018-11-13,70,78.0,,0.78,54.6
2018-11-14,74,78.0,,0.78,57.72
2018-11-15,71,78.0,,0.78,55.38
2018-11-16,72,78.0,,0.78,56.160000000000004
2018-11-17,86,78.0,,0.78,67.08
2018-11-18,85,78.0,,0.78,66.3
2018-11-19,77,78.0,,0.78,60.06
2018-11-20,74,78.0,,0.78,57.72
2018-11-21,80,78.0,,0.78,62.400000000000006
2018-11-22,72,78.0,,0.78,56.160000000000004
2018-11-23,84,78.0,,0.78,65.52
2018-11-24,99,78.0,,0.78,77.22
2018-11-25,100,78.0,,0.78,78.0
2018-11-26,85,78.0,,0.78,66.3
2018-11-27,85,78.0,,0.78,66.3
2018-11-28,85,78.0,,0.78,66.3
2018-11-29,83,78.0,,0.78,64.74000000000001
2018-11-30,76,78.0,,0.78,59.28
2018-12-01,91,82.0,False,0.82,74.61999999999999
2018-12-02,100,82.0,,0.82,82.0
2018-12-03,78,82.0,,0.82,63.959999999999994
2018-12-04,77,82.0,,0.82,63.13999999999999
2018-12-05,75,82.0,,0.82,61.49999999999999
2018-12-06,76,82.0,,0.82,62.31999999999999
2018-12-07,79,82.0,,0.82,64.78
2018-12-08,85,82.0,,0.82,69.7
2018-12-09,83,82.0,,0.82,68.06
2018-12-10,78,82.0,,0.82,63.959999999999994
2018-12-11,73,82.0,,0.82,59.86
2018-12-12,75,82.0,,0.82,61.49999999999999
2018-12-13,77,82.0,,0.82,63.13999999999999
2018-12-14,71,82.0,,0.82,58.22
2018-12-15,88,82.0,,0.82,72.16
2018-12-16,79,82.0,,0.82,64.78
2018-12-17,78,82.0,,0.82,63.959999999999994
2018-12-18,72,82.0,,0.82,59.04
2018-12-19,73,82.0,,0.82,59.86
2018-12-20,73,82.0,,0.82,59.86
2018-12-21,70,82.0,,0.82,57.4
2018-12-22,84,82.0,,0.82,68.88
2018-12-23,80,82.0,,0.82,65.6
2018-12-24,75,82.0,,0.82,61.49999999999999
2018-12-25,71,82.0,,0.82,58.22
2018-12-26,90,82.0,,0.82,73.8
2018-12-27,83,82.0,,0.82,68.06
2018-12-28,85,82.0,,0.82,69.7
2018-12-29,95,82.0,,0.82,77.89999999999999
2018-12-30,90,82.0,,0.82,73.8
2018-12-31,78,82.0,,0.82,63.959999999999994
2019-01-01,83,78.0,False,0.78,64.74000000000001
2019-01-02,80,78.0,,0.78,62.400000000000006
2019-01-03,79,78.0,,0.78,61.620000000000005
2019-01-04,85,78.0,,0.78,66.3
2019-01-05,96,78.0,,0.78,74.88
2019-01-06,91,78.0,,0.78,70.98
2019-01-07,76,78.0,,0.78,59.28
2019-01-08,81,78.0,,0.78,63.18
2019-01-09,79,78.0,,0.78,61.620000000000005
2019-01-10,76,78.0,,0.78,59.28
2019-01-11,76,78.0,,0.78,59.28
2019-01-12,87,78.0,,0.78,67.86
2019-01-13,92,78.0,,0.78,71.76
2019-01-14,76,78.0,,0.78,59.28
2019-01-15,68,78.0,,0.78,53.04
2019-01-16,75,78.0,,0.78,58.5
2019-01-17,83,78.0,,0.78,64.74000000000001
2019-01-18,77,78.0,,0.78,60.06
2019-01-19,95,78.0,,0.78,74.10000000000001
2019-01-20,86,78.0,,0.78,67.08
2019-01-21,81,78.0,,0.78,63.18
2019-01-22,78,78.0,,0.78,60.84
2019-01-23,73,78.0,,0.78,56.940000000000005
2019-01-24,74,78.0,,0.78,57.72
2019-01-25,76,78.0,,0.78,59.28
2019-01-26,96,78.0,,0.78,74.88
2019-01-27,100,78.0,,0.78,78.0
2019-01-28,82,78.0,,0.78,63.96
2019-01-29,81,78.0,,0.78,63.18
2019-01-30,82,78.0,,0.78,63.96
2019-01-31,74,78.0,,0.78,57.72
2019-02-01,81,71.0,False,0.71,57.51
2019-02-02,98,71.0,,0.71,69.58
2019-02-03,94,71.0,,0.71,66.74
2019-02-04,83,71.0,,0.71,58.93
2019-02-05,87,71.0,,0.71,61.769999999999996
2019-02-06,83,71.0,,0.71,58.93
2019-02-07,84,71.0,,0.71,59.64
2019-02-08,81,71.0,,0.71,57.51
2019-02-09,96,71.0,,0.71,68.16
2019-02-10,100,71.0,,0.71,71.0
2019-02-11,78,71.0,,0.71,55.379999999999995
2019-02-12,77,71.0,,0.71,54.669999999999995
2019-02-13,79,71.0,,0.71,56.089999999999996
2019-02-14,78,71.0,,0.71,55.379999999999995
2019-02-15,80,71.0,,0.71,56.8
2019-02-16,97,71.0,,0.71,68.86999999999999
2019-02-17,97,71.0,,0.71,68.86999999999999
2019-02-18,89,71.0,,0.71,63.19
2019-02-19,76,71.0,,0.71,53.959999999999994
2019-02-20,83,71.0,,0.71,58.93
2019-02-21,82,71.0,,0.71,58.22
2019-02-22,86,71.0,,0.71,61.059999999999995
2019-02-23,96,71.0,,0.71,68.16
2019-02-24,95,71.0,,0.71,67.45
2019-02-25,82,71.0,,0.71,58.22
2019-02-26,95,71.0,,0.71,67.45
2019-02-27,81,71.0,,0.71,57.51
2019-02-28,77,71.0,,0.71,54.669999999999995
2019-03-01,73,77.0,False,0.77,56.21
2019-03-02,92,77.0,,0.77,70.84
2019-03-03,80,77.0,,0.77,61.6
2019-03-04,73,77.0,,0.77,56.21
2019-03-05,71,77.0,,0.77,54.67
2019-03-06,75,77.0,,0.77,57.75
2019-03-07,74,77.0,,0.77,56.980000000000004
2019-03-08,73,77.0,,0.77,56.21
2019-03-09,87,77.0,,0.77,66.99
2019-03-10,86,77.0,,0.77,66.22
2019-03-11,79,77.0,,0.77,60.83
2019-03-12,77,77.0,,0.77,59.29
2019-03-13,76,77.0,,0.77,58.52
2019-03-14,77,77.0,,0.77,59.29
2019-03-15,76,77.0,,0.77,58.52
2019-03-16,90,77.0,,0.77,69.3
2019-03-17,91,77.0,,0.77,70.07000000000001
2019-03-18,78,77.0,,0.77,60.06
2019-03-19,83,77.0,,0.77,63.910000000000004
2019-03-20,83,77.0,,0.77,63.910000000000004
2019-03-21,80,77.0,,0.77,61.6
2019-03-22,81,77.0,,0.77,62.370000000000005
2019-03-23,100,77.0,,0.77,77.0
2019-03-24,99,77.0,,0.77,76.23
2019-03-25,79,77.0,,0.77,60.83
2019-03-26,78,77.0,,0.77,60.06
2019-03-27,81,77.0,,0.77,62.370000000000005
2019-03-28,79,77.0,,0.77,60.83
2019-03-29,83,77.0,,0.77,63.910000000000004
2019-03-30,94,77.0,,0.77,72.38
2019-03-31,92,77.0,,0.77,70.84
2019-04-01,74,77.0,False,0.77,56.980000000000004
2019-04-02,83,77.0,,0.77,63.910000000000004
2019-04-03,77,77.0,,0.77,59.29
2019-04-04,75,77.0,,0.77,57.75
2019-04-05,78,77.0,,0.77,60.06
2019-04-06,100,77.0,,0.77,77.0
2019-04-07,92,77.0,,0.77,70.84
2019-04-08,81,77.0,,0.77,62.370000000000005
2019-04-09,75,77.0,,0.77,57.75
2019-04-10,83,77.0,,0.77,63.910000000000004
2019-04-11,80,77.0,,0.77,61.6
2019-04-12,78,77.0,,0.77,60.06
2019-04-13,99,77.0,,0.77,76.23
2019-04-14,87,77.0,,0.77,66.99
2019-04-15,79,77.0,,0.77,60.83
2019-04-16,79,77.0,,0.77,60.83
2019-04-17,81,77.0,,0.77,62.370000000000005
2019-04-18,76,77.0,,0.77,58.52
2019-04-19,85,77.0,,0.77,65.45
2019-04-20,97,77.0,,0.77,74.69
2019-04-21,90,77.0,,0.77,69.3
2019-04-22,85,77.0,,0.77,65.45
2019-04-23,80,77.0,,0.77,61.6
2019-04-24,86,77.0,,0.77,66.22
2019-04-25,78,77.0,,0.77,60.06
2019-04-26,77,77.0,,0.77,59.29
2019-04-27,96,77.0,,0.77,73.92
2019-04-28,92,77.0,,0.77,70.84
2019-04-29,81,77.0,,0.77,62.370000000000005
2019-04-30,80,77.0,,0.77,61.6
2019-05-01,75,82.0,False,0.82,61.49999999999999
2019-05-02,78,82.0,,0.82,63.959999999999994
2019-05-03,81,82.0,,0.82,66.42
2019-05-04,96,82.0,,0.82,78.72
2019-05-05,95,82.0,,0.82,77.89999999999999
2019-05-06,77,82.0,,0.82,63.13999999999999
2019-05-07,74,82.0,,0.82,60.68
2019-05-08,73,82.0,,0.82,59.86
2019-05-09,74,82.0,,0.82,60.68
2019-05-10,75,82.0,,0.82,61.49999999999999
2019-05-11,90,82.0,,0.82,73.8
2019-05-12,83,82.0,,0.82,68.06
2019-05-13,80,82.0,,0.82,65.6
2019-05-14,78,82.0,,0.82,63.959999999999994
2019-05-15,77,82.0,,0.82,63.13999999999999
2019-05-16,87,82.0,,0.82,71.33999999999999
2019-05-17,79,82.0,,0.82,64.78
2019-05-18,97,82.0,,0.82,79.53999999999999
2019-05-19,94,82.0,,0.82,77.08
2019-05-20,75,82.0,,0.82,61.49999999999999
2019-05-21,79,82.0,,0.82,64.78
2019-05-22,80,82.0,,0.82,65.6
2019-05-23,81,82.0,,0.82,66.42
2019-05-24,82,82.0,,0.82,67.24
2019-05-25,100,82.0,,0.82,82.0
2019-05-26,91,82.0,,0.82,74.61999999999999
2019-05-27,94,82.0,,0.82,77.08
2019-05-28,82,82.0,,0.82,67.24
2019-05-29,81,82.0,,0.82,66.42
2019-05-30,80,82.0,,0.82,65.6
2019-05-31,84,82.0,,0.82,68.88
2019-06-01,91,83.0,False,0.83,75.53
2019-06-02,98,83.0,,0.83,81.33999999999999
2019-06-03,86,83.0,,0.83,71.38
2019-06-04,80,83.0,,0.83,66.39999999999999
2019-06-05,83,83.0,,0.83,68.89
2019-06-06,77,83.0,,0.83,63.91
2019-06-07,83,83.0,,0.83,68.89
2019-06-08,94,83.0,,0.83,78.02
2019-06-09,92,83.0,,0.83,76.36
2019-06-10,84,83.0,,0.83,69.72
2019-06-11,75,83.0,,0.83,62.25
2019-06-12,80,83.0,,0.83,66.39999999999999
2019-06-13,87,83.0,,0.83,72.21
2019-06-14,80,83.0,,0.83,66.39999999999999
2019-06-15,95,83.0,,0.83,78.85
2019-06-16,88,83.0,,0.83,73.03999999999999
2019-06-17,81,83.0,,0.83,67.22999999999999
2019-06-18,85,83.0,,0.83,70.55
2019-06-19,81,83.0,,0.83,67.22999999999999
2019-06-20,84,83.0,,0.83,69.72
2019-06-21,85,83.0,,0.83,70.55
2019-06-22,93,83.0,,0.83,77.19
2019-06-23,91,83.0,,0.83,75.53
2019-06-24,82,83.0,,0.83,68.06
2019-06-25,83,83.0,,0.83,68.89
2019-06-26,86,83.0,,0.83,71.38
2019-06-27,81,83.0,,0.83,67.22999999999999
2019-06-28,89,83.0,,0.83,73.86999999999999
2019-06-29,100,83.0,,0.83,83.0
2019-06-30,91,83.0,,0.83,75.53
2019-07-01,92,82.0,False,0.82,75.44
2019-07-02,90,82.0,,0.82,73.8
2019-07-03,87,82.0,,0.82,71.33999999999999
2019-07-04,84,82.0,,0.82,68.88
2019-07-05,87,82.0,,0.82,71.33999999999999
2019-07-06,100,82.0,,0.82,82.0
2019-07-07,91,82.0,,0.82,74.61999999999999
2019-07-08,89,82.0,,0.82,72.97999999999999
2019-07-09,88,82.0,,0.82,72.16
2019-07-10,86,82.0,,0.82,70.52
2019-07-11,90,82.0,,0.82,73.8
2019-07-12,88,82.0,,0.82,72.16
2019-07-13,94,82.0,,0.82,77.08
2019-07-14,98,82.0,,0.82,80.36
2019-07-15,96,82.0,,0.82,78.72
2019-07-16,97,82.0,,0.82,79.53999999999999
2019-07-17,91,82.0,,0.82,74.61999999999999
2019-07-18,90,82.0,,0.82,73.8
2019-07-19,85,82.0,,0.82,69.7
2019-07-20,100,82.0,,0.82,82.0
2019-07-21,98,82.0,,0.82,80.36
2019-07-22,83,82.0,,0.82,68.06
2019-07-23,88,82.0,,0.82,72.16
2019-07-24,81,82.0,,0.82,66.42
2019-07-25,85,82.0,,0.82,69.7
2019-07-26,82,82.0,,0.82,67.24
2019-07-27,99,82.0,,0.82,81.17999999999999
2019-07-28,95,82.0,,0.82,77.89999999999999
2019-07-29,83,82.0,,0.82,68.06
2019-07-30,80,82.0,,0.82,65.6
2019-07-31,85,82.0,,0.82,69.7
2019-08-01,79,77.0,False,0.77,60.83
2019-08-02,83,77.0,,0.77,63.910000000000004
2019-08-03,95,77.0,,0.77,73.15
2019-08-04,96,77.0,,0.77,73.92
2019-08-05,84,77.0,,0.77,64.68
2019-08-06,86,77.0,,0.77,66.22
2019-08-07,80,77.0,,0.77,61.6
2019-08-08,81,77.0,,0.77,62.370000000000005
2019-08-09,91,77.0,,0.77,70.07000000000001
2019-08-10,96,77.0,,0.77,73.92
2019-08-11,92,77.0,,0.77,70.84
2019-08-12,85,77.0,,0.77,65.45
2019-08-13,84,77.0,,0.77,64.68
2019-08-14,87,77.0,,0.77,66.99
