date,SI_unscaled,SI_monthly,isPartial,scale,SI
2019-09-02,91,88.0,,0.88,80.08
2019-09-03,92,88.0,,0.88,80.96
2019-09-04,99,88.0,,0.88,87.12
2019-09-05,100,88.0,,0.88,88.0
2019-09-06,94,88.0,,0.88,82.72
2019-09-07,89,88.0,,0.88,78.32000000000001
2019-09-08,94,88.0,,0.88,82.72
2019-09-09,95,88.0,,0.88,83.6
2019-09-10,100,88.0,,0.88,88.0
2019-09-11,98,88.0,,0.88,86.24
2019-09-12,97,88.0,,0.88,85.36
2019-09-13,95,88.0,,0.88,83.6
2019-09-14,88,88.0,,0.88,77.44
2019-09-15,90,88.0,,0.88,79.2
2019-09-16,91,88.0,,0.88,80.08
2019-09-17,94,88.0,,0.88,82.72
2019-09-18,94,88.0,,0.88,82.72
2019-09-19,87,88.0,,0.88,76.56
2019-09-20,92,88.0,,0.88,80.96
2019-09-21,92,88.0,,0.88,80.96
2019-09-22,87,88.0,,0.88,76.56
2019-09-23,93,88.0,,0.88,81.84
2019-09-24,95,88.0,,0.88,83.6
2019-09-25,100,88.0,,0.88,88.0
2019-09-26,99,88.0,,0.88,87.12
2019-09-27,90,88.0,,0.88,79.2
2019-09-28,91,88.0,,0.88,80.08
2019-09-29,91,88.0,,0.88,80.08
2019-09-30,92,88.0,,0.88,80.96
2019-10-01,97,84.0,False,0.84,81.48
2019-10-02,96,84.0,,0.84,80.64
2019-10-03,98,84.0,,0.84,82.32
2019-10-04,93,84.0,,0.84,78.11999999999999
2019-10-05,89,84.0,,0.84,74.75999999999999
2019-10-06,93,84.0,,0.84,78.11999999999999
2019-10-07,95,84.0,,0.84,79.8
2019-10-08,99,84.0,,0.84,83.16
2019-10-09,98,84.0,,0.84,82.32
2019-10-10,100,84.0,,0.84,84.0
2019-10-11,89,84.0,,0.84,74.75999999999999
2019-10-12,86,84.0,,0.84,72.24
2019-10-13,92,84.0,,0.84,77.28
2019-10-14,88,84.0,,0.84,73.92
2019-10-15,95,84.0,,0.84,79.8
2019-10-16,91,84.0,,0.84,76.44
2019-10-17,96,84.0,,0.84,80.64
2019-10-18,89,84.0,,0.84,74.75999999999999
2019-10-19,94,84.0,,0.84,78.96
2019-10-20,96,84.0,,0.84,80.64
2019-10-21,94,84.0,,0.84,78.96
2019-10-22,95,84.0,,0.84,79.8
2019-10-23,98,84.0,,0.84,82.32
2019-10-24,98,84.0,,0.84,82.32
2019-10-25,89,84.0,,0.84,74.75999999999999
2019-10-26,84,84.0,,0.84,70.56
2019-10-27,86,84.0,,0.84,72.24
2019-10-28,89,84.0,,0.84,74.75999999999999
2019-10-29,88,84.0,,0.84,73.92
2019-10-30,100,84.0,,0.84,84.0
2019-10-31,89,84.0,,0.84,74.75999999999999
2019-11-01,83,80.0,False,0.8,66.4
2019-11-02,84,80.0,,0.8,67.2
2019-11-03,91,80.0,,0.8,72.8
2019-11-04,89,80.0,,0.8,71.2
2019-11-05,91,80.0,,0.8,72.8
2019-11-06,94,80.0,,0.8,75.2
2019-11-07,99,80.0,,0.8,79.2
2019-11-08,90,80.0,,0.8,72.0
2019-11-09,95,80.0,,0.8,76.0
2019-11-10,91,80.0,,0.8,72.8
2019-11-11,95,80.0,,0.8,76.0
2019-11-12,92,80.0,,0.8,73.60000000000001
2019-11-13,86,80.0,,0.8,68.8
2019-11-14,95,80.0,,0.8,76.0
2019-11-15,91,80.0,,0.8,72.8
2019-11-16,90,80.0,,0.8,72.0
2019-11-17,96,80.0,,0.8,76.80000000000001
2019-11-18,93,80.0,,0.8,74.4
2019-11-19,100,80.0,,0.8,80.0
2019-11-20,100,80.0,,0.8,80.0
2019-11-21,96,80.0,,0.8,76.80000000000001
2019-11-22,92,80.0,,0.8,73.60000000000001
2019-11-23,88,80.0,,0.8,70.4
2019-11-24,93,80.0,,0.8,74.4
2019-11-25,89,80.0,,0.8,71.2
2019-11-26,94,80.0,,0.8,75.2
2019-11-27,88,80.0,,0.8,70.4
2019-11-28,92,80.0,,0.8,73.60000000000001
2019-11-29,82,80.0,,0.8,65.60000000000001
2019-11-30,87,80.0,,0.8,69.60000000000001
2019-12-01,94,80.0,False,0.8,75.2
2019-12-02,83,80.0,,0.8,66.4
2019-12-03,94,80.0,,0.8,75.2
2019-12-04,92,80.0,,0.8,73.60000000000001
2019-12-05,93,80.0,,0.8,74.4
2019-12-06,97,80.0,,0.8,77.60000000000001
2019-12-07,93,80.0,,0.8,74.4
2019-12-08,92,80.0,,0.8,73.60000000000001
2019-12-09,93,80.0,,0.8,74.4
2019-12-10,96,80.0,,0.8,76.80000000000001
2019-12-11,96,80.0,,0.8,76.80000000000001
2019-12-12,91,80.0,,0.8,72.8
2019-12-13,92,80.0,,0.8,73.60000000000001
2019-12-14,93,80.0,,0.8,74.4
2019-12-15,93,80.0,,0.8,74.4
2019-12-16,94,80.0,,0.8,75.2
2019-12-17,100,80.0,,0.8,80.0
2019-12-18,90,80.0,,0.8,72.0
2019-12-19,92,80.0,,0.8,73.60000000000001
2019-12-20,92,80.0,,0.8,73.60000000000001
2019-12-21,91,80.0,,0.8,72.8
2019-12-22,92,80.0,,0.8,73.60000000000001
2019-12-23,85,80.0,,0.8,68.0
2019-12-24,87,80.0,,0.8,69.60000000000001
2019-12-25,81,80.0,,0.8,64.8
2019-12-26,93,80.0,,0.8,74.4
2019-12-27,89,80.0,,0.8,71.2
2019-12-28,96,80.0,,0.8,76.80000000000001
2019-12-29,91,80.0,,0.8,72.8
2019-12-30,91,80.0,,0.8,72.8
2019-12-31,89,80.0,,0.8,71.2
2020-01-01,87,82.0,False,0.82,71.33999999999999
2020-01-02,81,82.0,,0.82,66.42
2020-01-03,81,82.0,,0.82,66.42
2020-01-04,91,82.0,,0.82,74.61999999999999
2020-01-05,86,82.0,,0.82,70.52
2020-01-06,85,82.0,,0.82,69.7
2020-01-07,85,82.0,,0.82,69.7
2020-01-08,93,82.0,,0.82,76.25999999999999
2020-01-09,96,82.0,,0.82,78.72
2020-01-10,93,82.0,,0.82,76.25999999999999
2020-01-11,94,82.0,,0.82,77.08
2020-01-12,92,82.0,,0.82,75.44
2020-01-13,93,82.0,,0.82,76.25999999999999
2020-01-14,92,82.0,,0.82,75.44
2020-01-15,97,82.0,,0.82,79.53999999999999
2020-01-16,99,82.0,,0.82,81.17999999999999
2020-01-17,97,82.0,,0.82,79.53999999999999
2020-01-18,93,82.0,,0.82,76.25999999999999
2020-01-19,92,82.0,,0.82,75.44
2020-01-20,91,82.0,,0.82,74.61999999999999
2020-01-21,95,82.0,,0.82,77.89999999999999
2020-01-22,98,82.0,,0.82,80.36
2020-01-23,100,82.0,,0.82,82.0
2020-01-24,93,82.0,,0.82,76.25999999999999
2020-01-25,92,82.0,,0.82,75.44
2020-01-26,94,82.0,,0.82,77.08
2020-01-27,92,82.0,,0.82,75.44
2020-01-28,97,82.0,,0.82,79.53999999999999
2020-01-29,100,82.0,,0.82,82.0
2020-01-30,99,82.0,,0.82,81.17999999999999
2020-01-31,99,82.0,,0.82,81.17999999999999
2020-02-01,85,87.0,False,0.87,73.95
2020-02-02,87,87.0,,0.87,75.69
2020-02-03,90,87.0,,0.87,78.3
2020-02-04,94,87.0,,0.87,81.78
2020-02-05,95,87.0,,0.87,82.65
2020-02-06,94,87.0,,0.87,81.78
2020-02-07,96,87.0,,0.87,83.52
2020-02-08,89,87.0,,0.87,77.42999999999999
2020-02-09,88,87.0,,0.87,76.56
2020-02-10,91,87.0,,0.87,79.17
2020-02-11,88,87.0,,0.87,76.56
2020-02-12,94,87.0,,0.87,81.78
2020-02-13,96,87.0,,0.87,83.52
2020-02-14,92,87.0,,0.87,80.04
2020-02-15,85,87.0,,0.87,73.95
2020-02-16,93,87.0,,0.87,80.91
2020-02-17,92,87.0,,0.87,80.04
2020-02-18,87,87.0,,0.87,75.69
2020-02-19,96,87.0,,0.87,83.52
2020-02-20,95,87.0,,0.87,82.65
2020-02-21,97,87.0,,0.87,84.39
2020-02-22,90,87.0,,0.87,78.3
2020-02-23,90,87.0,,0.87,78.3
2020-02-24,93,87.0,,0.87,80.91
2020-02-25,98,87.0,,0.87,85.26
2020-02-26,94,87.0,,0.87,81.78
2020-02-27,93,87.0,,0.87,80.91
2020-02-28,94,87.0,,0.87,81.78
2020-02-29,100,87.0,,0.87,87.0
2020-03-01,72,97.0,False,0.97,69.84
2020-03-02,67,97.0,,0.97,64.99
2020-03-03,68,97.0,,0.97,65.96
2020-03-04,67,97.0,,0.97,64.99
2020-03-05,69,97.0,,0.97,66.92999999999999
2020-03-06,69,97.0,,0.97,66.92999999999999
2020-03-07,68,97.0,,0.97,65.96
2020-03-08,66,97.0,,0.97,64.02
2020-03-09,65,97.0,,0.97,63.05
2020-03-10,68,97.0,,0.97,65.96
2020-03-11,93,97.0,,0.97,90.21
2020-03-12,100,97.0,,0.97,97.0
2020-03-13,85,97.0,,0.97,82.45
2020-03-14,78,97.0,,0.97,75.66
2020-03-15,74,97.0,,0.97,71.78
2020-03-16,65,97.0,,0.97,63.05
2020-03-17,63,97.0,,0.97,61.11
2020-03-18,68,97.0,,0.97,65.96
2020-03-19,65,97.0,,0.97,63.05
2020-03-20,66,97.0,,0.97,64.02
2020-03-21,69,97.0,,0.97,66.92999999999999
2020-03-22,72,97.0,,0.97,69.84
2020-03-23,71,97.0,,0.97,68.87
2020-03-24,69,97.0,,0.97,66.92999999999999
2020-03-25,70,97.0,,0.97,67.89999999999999
2020-03-26,70,97.0,,0.97,67.89999999999999
2020-03-27,74,97.0,,0.97,71.78
2020-03-28,73,97.0,,0.97,70.81
2020-03-29,78,97.0,,0.97,75.66
2020-03-30,66,97.0,,0.97,64.02
2020-03-31,72,97.0,,0.97,69.84
2020-04-01,90,97.0,False,0.97,87.3
2020-04-02,93,97.0,,0.97,90.21
2020-04-03,87,97.0,,0.97,84.39
2020-04-04,100,97.0,,0.97,97.0
2020-04-05,93,97.0,,0.97,90.21
2020-04-06,86,97.0,,0.97,83.42
2020-04-07,90,97.0,,0.97,87.3
2020-04-08,90,97.0,,0.97,87.3
2020-04-09,91,97.0,,0.97,88.27
2020-04-10,89,97.0,,0.97,86.33
2020-04-11,98,97.0,,0.97,95.06
2020-04-12,97,97.0,,0.97,94.09
2020-04-13,88,97.0,,0.97,85.36
2020-04-14,92,97.0,,0.97,89.24
2020-04-15,94,97.0,,0.97,91.17999999999999
2020-04-16,92,97.0,,0.97,89.24
2020-04-17,92,97.0,,0.97,89.24
2020-04-18,95,97.0,,0.97,92.14999999999999
2020-04-19,97,97.0,,0.97,94.09
2020-04-20,89,97.0,,0.97,86.33
2020-04-21,94,97.0,,0.97,91.17999999999999
2020-04-22,90,97.0,,0.97,87.3
2020-04-23,84,97.0,,0.97,81.48
2020-04-24,89,97.0,,0.97,86.33
2020-04-25,89,97.0,,0.97,86.33
2020-04-26,93,97.0,,0.97,90.21
2020-04-27,94,97.0,,0.97,91.17999999999999
2020-04-28,90,97.0,,0.97,87.3
2020-04-29,85,97.0,,0.97,82.45
2020-04-30,88,97.0,,0.97,85.36
2020-05-01,86,96.0,False,0.96,82.56
2020-05-02,92,96.0,,0.96,88.32
2020-05-03,98,96.0,,0.96,94.08
2020-05-04,88,96.0,,0.96,84.47999999999999
2020-05-05,90,96.0,,0.96,86.39999999999999
2020-05-06,85,96.0,,0.96,81.6
2020-05-07,91,96.0,,0.96,87.36
2020-05-08,85,96.0,,0.96,81.6
2020-05-09,93,96.0,,0.96,89.28
2020-05-10,97,96.0,,0.96,93.11999999999999
2020-05-11,85,96.0,,0.96,81.6
2020-05-12,91,96.0,,0.96,87.36
2020-05-13,90,96.0,,0.96,86.39999999999999
2020-05-14,100,96.0,,0.96,96.0
2020-05-15,88,96.0,,0.96,84.47999999999999
2020-05-16,90,96.0,,0.96,86.39999999999999
2020-05-17,97,96.0,,0.96,93.11999999999999
2020-05-18,87,96.0,,0.96,83.52
2020-05-19,89,96.0,,0.96,85.44
2020-05-20,89,96.0,,0.96,85.44
2020-05-21,93,96.0,,0.96,89.28
2020-05-22,86,96.0,,0.96,82.56
2020-05-23,89,96.0,,0.96,85.44
2020-05-24,96,96.0,,0.96,92.16
2020-05-25,94,96.0,,0.96,90.24
2020-05-26,85,96.0,,0.96,81.6
2020-05-27,85,96.0,,0.96,81.6
2020-05-28,94,96.0,,0.96,90.24
2020-05-29,89,96.0,,0.96,85.44
2020-05-30,89,96.0,,0.96,85.44
2020-05-31,87,96.0,,0.96,83.52
2020-06-01,88,89.0,False,0.89,78.32000000000001
2020-06-02,88,89.0,,0.89,78.32000000000001
2020-06-03,89,89.0,,0.89,79.21000000000001
2020-06-04,91,89.0,,0.89,80.99
2020-06-05,90,89.0,,0.89,80.1
2020-06-06,95,89.0,,0.89,84.55
2020-06-07,100,89.0,,0.89,89.0
2020-06-08,85,89.0,,0.89,75.65
2020-06-09,88,89.0,,0.89,78.32000000000001
2020-06-10,92,89.0,,0.89,81.88
2020-06-11,91,89.0,,0.89,80.99
2020-06-12,93,89.0,,0.89,82.77
2020-06-13,95,89.0,,0.89,84.55
2020-06-14,95,89.0,,0.89,84.55
2020-06-15,88,89.0,,0.89,78.32000000000001
2020-06-16,90,89.0,,0.89,80.1
2020-06-17,87,89.0,,0.89,77.43
2020-06-18,89,89.0,,0.89,79.21000000000001
2020-06-19,87,89.0,,0.89,77.43
2020-06-20,95,89.0,,0.89,84.55
2020-06-21,94,89.0,,0.89,83.66
2020-06-22,87,89.0,,0.89,77.43
2020-06-23,92,89.0,,0.89,81.88
2020-06-24,91,89.0,,0.89,80.99
2020-06-25,90,89.0,,0.89,80.1
2020-06-26,93,89.0,,0.89,82.77
2020-06-27,97,89.0,,0.89,86.33
2020-06-28,97,89.0,,0.89,86.33
2020-06-29,88,89.0,,0.89,78.32000000000001
2020-06-30,91,89.0,,0.89,80.99
2020-07-01,92,91.0,False,0.91,83.72
2020-07-02,90,91.0,,0.91,81.9
2020-07-03,93,91.0,,0.91,84.63000000000001
2020-07-04,94,91.0,,0.91,85.54
2020-07-05,96,91.0,,0.91,87.36
2020-07-06,88,91.0,,0.91,80.08
2020-07-07,92,91.0,,0.91,83.72
2020-07-08,91,91.0,,0.91,82.81
2020-07-09,91,91.0,,0.91,82.81
2020-07-10,93,91.0,,0.91,84.63000000000001
2020-07-11,98,91.0,,0.91,89.18
2020-07-12,96,91.0,,0.91,87.36
2020-07-13,91,91.0,,0.91,82.81
2020-07-14,88,91.0,,0.91,80.08
2020-07-15,96,91.0,,0.91,87.36
2020-07-16,88,91.0,,0.91,80.08
2020-07-17,96,91.0,,0.91,87.36
2020-07-18,96,91.0,,0.91,87.36
2020-07-19,97,91.0,,0.91,88.27
2020-07-20,93,91.0,,0.91,84.63000000000001
2020-07-21,91,91.0,,0.91,82.81
2020-07-22,99,91.0,,0.91,90.09
2020-07-23,93,91.0,,0.91,84.63000000000001
2020-07-24,100,91.0,,0.91,91.0
2020-07-25,98,91.0,,0.91,89.18
2020-07-26,96,91.0,,0.91,87.36
2020-07-27,92,91.0,,0.91,83.72
2020-07-28,98,91.0,,0.91,89.18
2020-07-29,91,91.0,,0.91,82.81
2020-07-30,91,91.0,,0.91,82.81
2020-07-31,90,91.0,,0.91,81.9
2020-08-01,92,85.0,False,0.85,78.2
2020-08-02,91,85.0,,0.85,77.35
2020-08-03,90,85.0,,0.85,76.5
2020-08-04,82,85.0,,0.85,69.7
2020-08-05,85,85.0,,0.85,72.25
2020-08-06,83,85.0,,0.85,70.55
2020-08-07,89,85.0,,0.85,75.64999999999999
2020-08-08,95,85.0,,0.85,80.75
2020-08-09,90,85.0,,0.85,76.5
2020-08-10,88,85.0,,0.85,74.8
2020-08-11,88,85.0,,0.85,74.8
2020-08-12,89,85.0,,0.85,75.64999999999999
2020-08-13,90,85.0,,0.85,76.5
2020-08-14,95,85.0,,0.85,80.75
2020-08-15,97,85.0,,0.85,82.45
2020-08-16,94,85.0,,0.85,79.89999999999999
2020-08-17,90,85.0,,0.85,76.5
2020-08-18,88,85.0,,0.85,74.8
2020-08-19,89,85.0,,0.85,75.64999999999999
2020-08-20,92,85.0,,0.85,78.2
2020-08-21,91,85.0,,0.85,77.35
2020-08-22,96,85.0,,0.85,81.6
2020-08-23,94,85.0,,0.85,79.89999999999999
2020-08-24,91,85.0,,0.85,77.35
2020-08-25,97,85.0,,0.85,82.45
2020-08-26,97,85.0,,0.85,82.45
2020-08-27,94,85.0,,0.85,79.89999999999999
2020-08-28,100,85.0,,0.85,85.0
2020-08-29,93,85.0,,0.85,79.05
2020-08-30,92,85.0,,0.85,78.2
2020-08-31,98,85.0,,0.85,83.3
2020-09-01,94,94.0,False,0.94,88.36
2020-09-02,89,94.0,,0.94,83.66
2020-09-03,90,94.0,,0.94,84.6
2020-09-04,92,94.0,,0.94,86.47999999999999
2020-09-05,87,94.0,,0.94,81.78
2020-09-06,90,94.0,,0.94,84.6
2020-09-07,95,94.0,,0.94,89.3
2020-09-08,88,94.0,,0.94,82.72
2020-09-09,93,94.0,,0.94,87.42
2020-09-10,87,94.0,,0.94,81.78
2020-09-11,94,94.0,,0.94,88.36
2020-09-12,83,94.0,,0.94,78.02
2020-09-13,83,94.0,,0.94,78.02
2020-09-14,94,94.0,,0.94,88.36
2020-09-15,94,94.0,,0.94,88.36
2020-09-16,94,94.0,,0.94,88.36
2020-09-17,97,94.0,,0.94,91.17999999999999
2020-09-18,94,94.0,,0.94,88.36
2020-09-19,85,94.0,,0.94,79.89999999999999
2020-09-20,88,94.0,,0.94,82.72
2020-09-21,91,94.0,,0.94,85.53999999999999
2020-09-22,95,94.0,,0.94,89.3
2020-09-23,94,94.0,,0.94,88.36
2020-09-24,100,94.0,,0.94,94.0
2020-09-25,96,94.0,,0.94,90.24
2020-09-26,87,94.0,,0.94,81.78
2020-09-27,87,94.0,,0.94,81.78
2020-09-28,89,94.0,,0.94,83.66
2020-09-29,98,94.0,,0.94,92.11999999999999
2020-09-30,96,94.0,,0.94,90.24
2020-10-01,96,92.0,False,0.92,88.32000000000001
2020-10-02,95,92.0,,0.92,87.4
2020-10-03,86,92.0,,0.92,79.12
2020-10-04,84,92.0,,0.92,77.28
2020-10-05,93,92.0,,0.92,85.56
2020-10-06,94,92.0,,0.92,86.48
2020-10-07,92,92.0,,0.92,84.64
2020-10-08,93,92.0,,0.92,85.56
2020-10-09,94,92.0,,0.92,86.48
2020-10-10,87,92.0,,0.92,80.04
2020-10-11,83,92.0,,0.92,76.36
2020-10-12,95,92.0,,0.92,87.4
2020-10-13,93,92.0,,0.92,85.56
2020-10-14,93,92.0,,0.92,85.56
2020-10-15,98,92.0,,0.92,90.16000000000001
2020-10-16,90,92.0,,0.92,82.8
2020-10-17,94,92.0,,0.92,86.48
2020-10-18,88,92.0,,0.92,80.96000000000001
2020-10-19,90,92.0,,0.92,82.8
2020-10-20,93,92.0,,0.92,85.56
2020-10-21,100,92.0,,0.92,92.0
2020-10-22,92,92.0,,0.92,84.64
2020-10-23,95,92.0,,0.92,87.4
2020-10-24,89,92.0,,0.92,81.88000000000001
2020-10-25,89,92.0,,0.92,81.88000000000001
2020-10-26,86,92.0,,0.92,79.12
2020-10-27,95,92.0,,0.92,87.4
2020-10-28,97,92.0,,0.92,89.24000000000001
2020-10-29,96,92.0,,0.92,88.32000000000001
2020-10-30,94,92.0,,0.92,86.48
2020-10-31,89,92.0,,0.92,81.88000000000001
2020-11-01,94,85.0,False,0.85,79.89999999999999
2020-11-02,94,85.0,,0.85,79.89999999999999
2020-11-03,91,85.0,,0.85,77.35
2020-11-04,64,85.0,,0.85,54.4
2020-11-05,72,85.0,,0.85,61.199999999999996
2020-11-06,79,85.0,,0.85,67.14999999999999
2020-11-07,82,85.0,,0.85,69.7
2020-11-08,84,85.0,,0.85,71.39999999999999
2020-11-09,92,85.0,,0.85,78.2
2020-11-10,94,85.0,,0.85,79.89999999999999
2020-11-11,92,85.0,,0.85,78.2
2020-11-12,93,85.0,,0.85,79.05
2020-11-13,95,85.0,,0.85,80.75
2020-11-14,93,85.0,,0.85,79.05
2020-11-15,92,85.0,,0.85,78.2
2020-11-16,97,85.0,,0.85,82.45
2020-11-17,99,85.0,,0.85,84.14999999999999
2020-11-18,100,85.0,,0.85,85.0
2020-11-19,95,85.0,,0.85,80.75
2020-11-20,90,85.0,,0.85,76.5
2020-11-21,91,85.0,,0.85,77.35
2020-11-22,90,85.0,,0.85,76.5
2020-11-23,92,85.0,,0.85,78.2
2020-11-24,90,85.0,,0.85,76.5
2020-11-25,90,85.0,,0.85,76.5
2020-11-26,87,85.0,,0.85,73.95
2020-11-27,84,85.0,,0.85,71.39999999999999
2020-11-28,87,85.0,,0.85,73.95
2020-11-29,85,85.0,,0.85,72.25
2020-11-30,89,85.0,,0.85,75.64999999999999
2020-12-01,88,87.0,False,0.87,76.56
2020-12-02,89,87.0,,0.87,77.42999999999999
2020-12-03,86,87.0,,0.87,74.82
2020-12-04,97,87.0,,0.87,84.39
2020-12-05,91,87.0,,0.87,79.17
2020-12-06,89,87.0,,0.87,77.42999999999999
2020-12-07,91,87.0,,0.87,79.17
2020-12-08,91,87.0,,0.87,79.17
2020-12-09,100,87.0,,0.87,87.0
2020-12-10,99,87.0,,0.87,86.13
2020-12-11,90,87.0,,0.87,78.3
2020-12-12,91,87.0,,0.87,79.17
2020-12-13,89,87.0,,0.87,77.42999999999999
2020-12-14,87,87.0,,0.87,75.69
2020-12-15,87,87.0,,0.87,75.69
2020-12-16,92,87.0,,0.87,80.04
2020-12-17,86,87.0,,0.87,74.82
2020-12-18,86,87.0,,0.87,74.82
2020-12-19,90,87.0,,0.87,78.3
2020-12-20,88,87.0,,0.87,76.56
2020-12-21,83,87.0,,0.87,72.21
2020-12-22,86,87.0,,0.87,74.82
2020-12-23,84,87.0,,0.87,73.08
2020-12-24,79,87.0,,0.87,68.73
2020-12-25,76,87.0,,0.87,66.12
2020-12-26,81,87.0,,0.87,70.47
2020-12-27,90,87.0,,0.87,78.3
2020-12-28,87,87.0,,0.87,75.69
2020-12-29,87,87.0,,0.87,75.69
2020-12-30,88,87.0,,0.87,76.56
2020-12-31,87,87.0,,0.87,75.69
2021-01-01,84,95.0,False,0.95,79.8
2021-01-02,84,95.0,,0.95,79.8
2021-01-03,89,95.0,,0.95,84.55
2021-01-04,87,95.0,,0.95,82.64999999999999
2021-01-05,84,95.0,,0.95,79.8
2021-01-06,87,95.0,,0.95,82.64999999999999
2021-01-07,89,95.0,,0.95,84.55
2021-01-08,91,95.0,,0.95,86.45
2021-01-09,86,95.0,,0.95,81.7
2021-01-10,91,95.0,,0.95,86.45
2021-01-11,88,95.0,,0.95,83.6
2021-01-12,95,95.0,,0.95,90.25
2021-01-13,96,95.0,,0.95,91.19999999999999
2021-01-14,93,95.0,,0.95,88.35
2021-01-15,96,95.0,,0.95,91.19999999999999
2021-01-16,96,95.0,,0.95,91.19999999999999
2021-01-17,92,95.0,,0.95,87.39999999999999
2021-01-18,88,95.0,,0.95,83.6
2021-01-19,96,95.0,,0.95,91.19999999999999
2021-01-20,94,95.0,,0.95,89.3
2021-01-21,100,95.0,,0.95,95.0
2021-01-22,97,95.0,,0.95,92.14999999999999
2021-01-23,96,95.0,,0.95,91.19999999999999
2021-01-24,91,95.0,,0.95,86.45
2021-01-25,97,95.0,,0.95,92.14999999999999
2021-01-26,96,95.0,,0.95,91.19999999999999
2021-01-27,94,95.0,,0.95,89.3
2021-01-28,93,95.0,,0.95,88.35
2021-01-29,92,95.0,,0.95,87.39999999999999
2021-01-30,92,95.0,,0.95,87.39999999999999
2021-01-31,91,95.0,,0.95,86.45
2021-02-01,90,96.0,False,0.96,86.39999999999999
2021-02-02,90,96.0,,0.96,86.39999999999999
2021-02-03,96,96.0,,0.96,92.16
2021-02-04,93,96.0,,0.96,89.28
2021-02-05,92,96.0,,0.96,88.32
2021-02-06,88,96.0,,0.96,84.47999999999999
2021-02-07,89,96.0,,0.96,85.44
2021-02-08,86,96.0,,0.96,82.56
2021-02-09,96,96.0,,0.96,92.16
2021-02-10,92,96.0,,0.96,88.32
2021-02-11,90,96.0,,0.96,86.39999999999999
2021-02-12,93,96.0,,0.96,89.28
2021-02-13,91,96.0,,0.96,87.36
2021-02-14,85,96.0,,0.96,81.6
2021-02-15,88,96.0,,0.96,84.47999999999999
2021-02-16,91,96.0,,0.96,87.36
2021-02-17,89,96.0,,0.96,85.44
2021-02-18,96,96.0,,0.96,92.16
2021-02-19,94,96.0,,0.96,90.24
2021-02-20,100,96.0,,0.96,96.0
2021-02-21,97,96.0,,0.96,93.11999999999999
2021-02-22,93,96.0,,0.96,89.28
2021-02-23,94,96.0,,0.96,90.24
2021-02-24,94,96.0,,0.96,90.24
2021-02-25,89,96.0,,0.96,85.44
2021-02-26,95,96.0,,0.96,91.2
2021-02-27,95,96.0,,0.96,91.2
2021-02-28,95,96.0,,0.96,91.2
2021-03-01,96,96.0,False,0.96,92.16
2021-03-02,97,96.0,,0.96,93.11999999999999
2021-03-03,93,96.0,,0.96,89.28
2021-03-04,95,96.0,,0.96,91.2
2021-03-05,93,96.0,,0.96,89.28
2021-03-06,98,96.0,,0.96,94.08
2021-03-07,93,96.0,,0.96,89.28
2021-03-08,91,96.0,,0.96,87.36
2021-03-09,96,96.0,,0.96,92.16
2021-03-10,97,96.0,,0.96,93.11999999999999
2021-03-11,96,96.0,,0.96,92.16
2021-03-12,100,96.0,,0.96,96.0
2021-03-13,97,96.0,,0.96,93.11999999999999
2021-03-14,92,96.0,,0.96,88.32
2021-03-15,93,96.0,,0.96,89.28
2021-03-16,100,96.0,,0.96,96.0
2021-03-17,97,96.0,,0.96,93.11999999999999
2021-03-18,94,96.0,,0.96,90.24
2021-03-19,92,96.0,,0.96,88.32
2021-03-20,91,96.0,,0.96,87.36
2021-03-21,92,96.0,,0.96,88.32
2021-03-22,92,96.0,,0.96,88.32
2021-03-23,97,96.0,,0.96,93.11999999999999
2021-03-24,98,96.0,,0.96,94.08
2021-03-25,98,96.0,,0.96,94.08
2021-03-26,94,96.0,,0.96,90.24
2021-03-27,91,96.0,,0.96,87.36
2021-03-28,96,96.0,,0.96,92.16
2021-03-29,95,96.0,,0.96,91.2
2021-03-30,92,96.0,,0.96,88.32
2021-03-31,94,96.0,,0.96,90.24
2021-04-01,91,99.0,False,0.99,90.09
2021-04-02,90,99.0,,0.99,89.1
2021-04-03,88,99.0,,0.99,87.12
2021-04-04,85,99.0,,0.99,84.15
2021-04-05,85,99.0,,0.99,84.15
2021-04-06,85,99.0,,0.99,84.15
2021-04-07,87,99.0,,0.99,86.13
2021-04-08,84,99.0,,0.99,83.16
2021-04-09,100,99.0,,0.99,99.0
2021-04-10,93,99.0,,0.99,92.07
2021-04-11,85,99.0,,0.99,84.15
2021-04-12,87,99.0,,0.99,86.13
2021-04-13,89,99.0,,0.99,88.11
2021-04-14,90,99.0,,0.99,89.1
2021-04-15,91,99.0,,0.99,90.09
2021-04-16,85,99.0,,0.99,84.15
2021-04-17,86,99.0,,0.99,85.14
2021-04-18,87,99.0,,0.99,86.13
2021-04-19,86,99.0,,0.99,85.14
2021-04-20,90,99.0,,0.99,89.1
2021-04-21,91,99.0,,0.99,90.09
2021-04-22,92,99.0,,0.99,91.08
2021-04-23,89,99.0,,0.99,88.11
2021-04-24,94,99.0,,0.99,93.06
2021-04-25,86,99.0,,0.99,85.14
2021-04-26,88,99.0,,0.99,87.12
2021-04-27,85,99.0,,0.99,84.15
2021-04-28,92,99.0,,0.99,91.08
2021-04-29,91,99.0,,0.99,90.09
2021-04-30,87,99.0,,0.99,86.13
2021-05-01,92,95.0,False,0.95,87.39999999999999
2021-05-02,95,95.0,,0.95,90.25
2021-05-03,93,95.0,,0.95,88.35
