date,AC_unscaled,AC_monthly,isPartial,scale,AC
2020-09-05,89,46.0,,0.46,40.940000000000005
2020-09-06,100,46.0,,0.46,46.0
2020-09-07,96,46.0,,0.46,44.160000000000004
2020-09-08,75,46.0,,0.46,34.5
2020-09-09,69,46.0,,0.46,31.740000000000002
2020-09-10,66,46.0,,0.46,30.360000000000003
2020-09-11,67,46.0,,0.46,30.82
2020-09-12,75,46.0,,0.46,34.5
2020-09-13,70,46.0,,0.46,32.2
2020-09-14,66,46.0,,0.46,30.360000000000003
2020-09-15,64,46.0,,0.46,29.44
2020-09-16,60,46.0,,0.46,27.6
2020-09-17,60,46.0,,0.46,27.6
2020-09-18,59,46.0,,0.46,27.14
2020-09-19,61,46.0,,0.46,28.060000000000002
2020-09-20,60,46.0,,0.46,27.6
2020-09-21,57,46.0,,0.46,26.220000000000002
2020-09-22,53,46.0,,0.46,24.380000000000003
2020-09-23,55,46.0,,0.46,25.3
2020-09-24,55,46.0,,0.46,25.3
2020-09-25,57,46.0,,0.46,26.220000000000002
2020-09-26,64,46.0,,0.46,29.44
2020-09-27,63,46.0,,0.46,28.98
2020-09-28,61,46.0,,0.46,28.060000000000002
2020-09-29,56,46.0,,0.46,25.76
2020-09-30,60,46.0,,0.46,27.6
2020-10-01,97,40.0,False,0.4,38.800000000000004
2020-10-02,89,40.0,,0.4,35.6
2020-10-03,94,40.0,,0.4,37.6
2020-10-04,89,40.0,,0.4,35.6
2020-10-05,85,40.0,,0.4,34.0
2020-10-06,87,40.0,,0.4,34.800000000000004
2020-10-07,88,40.0,,0.4,35.2
2020-10-08,86,40.0,,0.4,34.4
2020-10-09,96,40.0,,0.4,38.400000000000006
2020-10-10,92,40.0,,0.4,36.800000000000004
2020-10-11,89,40.0,,0.4,35.6
2020-10-12,95,40.0,,0.4,38.0
2020-10-13,91,40.0,,0.4,36.4
2020-10-14,87,40.0,,0.4,34.800000000000004
2020-10-15,89,40.0,,0.4,35.6
2020-10-16,89,40.0,,0.4,35.6
2020-10-17,100,40.0,,0.4,40.0
2020-10-18,94,40.0,,0.4,37.6
2020-10-19,83,40.0,,0.4,33.2
2020-10-20,87,40.0,,0.4,34.800000000000004
2020-10-21,85,40.0,,0.4,34.0
2020-10-22,93,40.0,,0.4,37.2
2020-10-23,85,40.0,,0.4,34.0
2020-10-24,87,40.0,,0.4,34.800000000000004
2020-10-25,79,40.0,,0.4,31.6
2020-10-26,85,40.0,,0.4,34.0
2020-10-27,86,40.0,,0.4,34.4
2020-10-28,83,40.0,,0.4,33.2
2020-10-29,89,40.0,,0.4,35.6
2020-10-30,81,40.0,,0.4,32.4
2020-10-31,81,40.0,,0.4,32.4
2020-11-01,51,50.0,False,0.5,25.5
2020-11-02,52,50.0,,0.5,26.0
2020-11-03,48,50.0,,0.5,24.0
2020-11-04,28,50.0,,0.5,14.0
2020-11-05,39,50.0,,0.5,19.5
2020-11-06,39,50.0,,0.5,19.5
2020-11-07,43,50.0,,0.5,21.5
2020-11-08,52,50.0,,0.5,26.0
2020-11-09,57,50.0,,0.5,28.5
2020-11-10,67,50.0,,0.5,33.5
2020-11-11,79,50.0,,0.5,39.5
2020-11-12,80,50.0,,0.5,40.0
2020-11-13,81,50.0,,0.5,40.5
2020-11-14,94,50.0,,0.5,47.0
2020-11-15,95,50.0,,0.5,47.5
2020-11-16,83,50.0,,0.5,41.5
2020-11-17,85,50.0,,0.5,42.5
2020-11-18,85,50.0,,0.5,42.5
2020-11-19,84,50.0,,0.5,42.0
2020-11-20,84,50.0,,0.5,42.0
2020-11-21,95,50.0,,0.5,47.5
2020-11-22,100,50.0,,0.5,50.0
2020-11-23,87,50.0,,0.5,43.5
2020-11-24,81,50.0,,0.5,40.5
2020-11-25,79,50.0,,0.5,39.5
2020-11-26,87,50.0,,0.5,43.5
2020-11-27,85,50.0,,0.5,42.5
2020-11-28,90,50.0,,0.5,45.0
2020-11-29,93,50.0,,0.5,46.5
2020-11-30,76,50.0,,0.5,38.0
2020-12-01,87,48.0,False,0.48,41.76
2020-12-02,85,48.0,,0.48,40.8
2020-12-03,85,48.0,,0.48,40.8
2020-12-04,81,48.0,,0.48,38.879999999999995
2020-12-05,95,48.0,,0.48,45.6
2020-12-06,100,48.0,,0.48,48.0
2020-12-07,85,48.0,,0.48,40.8
2020-12-08,82,48.0,,0.48,39.36
2020-12-09,79,48.0,,0.48,37.92
2020-12-10,80,48.0,,0.48,38.4
2020-12-11,74,48.0,,0.48,35.519999999999996
2020-12-12,82,48.0,,0.48,39.36
2020-12-13,84,48.0,,0.48,40.32
2020-12-14,74,48.0,,0.48,35.519999999999996
2020-12-15,73,48.0,,0.48,35.04
2020-12-16,76,48.0,,0.48,36.48
2020-12-17,70,48.0,,0.48,33.6
2020-12-18,70,48.0,,0.48,33.6
2020-12-19,77,48.0,,0.48,36.96
2020-12-20,81,48.0,,0.48,38.879999999999995
2020-12-21,69,48.0,,0.48,33.12
2020-12-22,70,48.0,,0.48,33.6
2020-12-23,73,48.0,,0.48,35.04
2020-12-24,70,48.0,,0.48,33.6
2020-12-25,70,48.0,,0.48,33.6
2020-12-26,82,48.0,,0.48,39.36
2020-12-27,83,48.0,,0.48,39.839999999999996
2020-12-28,85,48.0,,0.48,40.8
2020-12-29,81,48.0,,0.48,38.879999999999995
2020-12-30,80,48.0,,0.48,38.4
2020-12-31,81,48.0,,0.48,38.879999999999995
2021-01-01,91,45.0,False,0.45,40.95
2021-01-02,98,45.0,,0.45,44.1
2021-01-03,100,45.0,,0.45,45.0
2021-01-04,83,45.0,,0.45,37.35
2021-01-05,79,45.0,,0.45,35.550000000000004
2021-01-06,78,45.0,,0.45,35.1
2021-01-07,76,45.0,,0.45,34.2
2021-01-08,77,45.0,,0.45,34.65
2021-01-09,88,45.0,,0.45,39.6
2021-01-10,92,45.0,,0.45,41.4
2021-01-11,75,45.0,,0.45,33.75
2021-01-12,80,45.0,,0.45,36.0
2021-01-13,78,45.0,,0.45,35.1
2021-01-14,78,45.0,,0.45,35.1
2021-01-15,80,45.0,,0.45,36.0
2021-01-16,84,45.0,,0.45,37.800000000000004
2021-01-17,86,45.0,,0.45,38.7
2021-01-18,91,45.0,,0.45,40.95
2021-01-19,82,45.0,,0.45,36.9
2021-01-20,70,45.0,,0.45,31.5
2021-01-21,74,45.0,,0.45,33.300000000000004
2021-01-22,74,45.0,,0.45,33.300000000000004
2021-01-23,88,45.0,,0.45,39.6
2021-01-24,88,45.0,,0.45,39.6
2021-01-25,82,45.0,,0.45,36.9
2021-01-26,88,45.0,,0.45,39.6
2021-01-27,80,45.0,,0.45,36.0
2021-01-28,78,45.0,,0.45,35.1
2021-01-29,71,45.0,,0.45,31.95
2021-01-30,88,45.0,,0.45,39.6
2021-01-31,89,45.0,,0.45,40.050000000000004
2021-02-01,79,43.0,False,0.43,33.97
2021-02-02,78,43.0,,0.43,33.54
2021-02-03,82,43.0,,0.43,35.26
2021-02-04,82,43.0,,0.43,35.26
2021-02-05,79,43.0,,0.43,33.97
2021-02-06,89,43.0,,0.43,38.269999999999996
2021-02-07,88,43.0,,0.43,37.839999999999996
2021-02-08,74,43.0,,0.43,31.82
2021-02-09,86,43.0,,0.43,36.98
2021-02-10,83,43.0,,0.43,35.69
2021-02-11,86,43.0,,0.43,36.98
2021-02-12,87,43.0,,0.43,37.41
2021-02-13,98,43.0,,0.43,42.14
2021-02-14,96,43.0,,0.43,41.28
2021-02-15,95,43.0,,0.43,40.85
2021-02-16,92,43.0,,0.43,39.56
2021-02-17,87,43.0,,0.43,37.41
2021-02-18,89,43.0,,0.43,38.269999999999996
2021-02-19,83,43.0,,0.43,35.69
2021-02-20,90,43.0,,0.43,38.7
2021-02-21,93,43.0,,0.43,39.99
2021-02-22,82,43.0,,0.43,35.26
2021-02-23,82,43.0,,0.43,35.26
2021-02-24,84,43.0,,0.43,36.12
2021-02-25,83,43.0,,0.43,35.69
2021-02-26,80,43.0,,0.43,34.4
2021-02-27,88,43.0,,0.43,37.839999999999996
2021-02-28,100,43.0,,0.43,43.0
2021-03-01,82,45.0,False,0.45,36.9
2021-03-02,73,45.0,,0.45,32.85
2021-03-03,71,45.0,,0.45,31.95
2021-03-04,72,45.0,,0.45,32.4
2021-03-05,72,45.0,,0.45,32.4
2021-03-06,79,45.0,,0.45,35.550000000000004
2021-03-07,80,45.0,,0.45,36.0
2021-03-08,74,45.0,,0.45,33.300000000000004
2021-03-09,70,45.0,,0.45,31.5
2021-03-10,72,45.0,,0.45,32.4
2021-03-11,84,45.0,,0.45,37.800000000000004
2021-03-12,80,45.0,,0.45,36.0
2021-03-13,82,45.0,,0.45,36.9
2021-03-14,83,45.0,,0.45,37.35
2021-03-15,72,45.0,,0.45,32.4
2021-03-16,75,45.0,,0.45,33.75
2021-03-17,78,45.0,,0.45,35.1
2021-03-18,82,45.0,,0.45,36.9
2021-03-19,76,45.0,,0.45,34.2
2021-03-20,80,45.0,,0.45,36.0
2021-03-21,81,45.0,,0.45,36.45
2021-03-22,79,45.0,,0.45,35.550000000000004
2021-03-23,77,45.0,,0.45,34.65
2021-03-24,75,45.0,,0.45,33.75
2021-03-25,80,45.0,,0.45,36.0
2021-03-26,89,45.0,,0.45,40.050000000000004
2021-03-27,100,45.0,,0.45,45.0
2021-03-28,93,45.0,,0.45,41.85
2021-03-29,93,45.0,,0.45,41.85
2021-03-30,86,45.0,,0.45,38.7
2021-03-31,85,45.0,,0.45,38.25
2021-04-01,77,52.0,False,0.52,40.04
2021-04-02,77,52.0,,0.52,40.04
2021-04-03,77,52.0,,0.52,40.04
2021-04-04,80,52.0,,0.52,41.6
2021-04-05,86,52.0,,0.52,44.72
2021-04-06,89,52.0,,0.52,46.28
2021-04-07,95,52.0,,0.52,49.4
2021-04-08,94,52.0,,0.52,48.88
2021-04-09,86,52.0,,0.52,44.72
2021-04-10,95,52.0,,0.52,49.4
2021-04-11,87,52.0,,0.52,45.24
2021-04-12,87,52.0,,0.52,45.24
2021-04-13,83,52.0,,0.52,43.160000000000004
2021-04-14,79,52.0,,0.52,41.08
2021-04-15,76,52.0,,0.52,39.52
2021-04-16,71,52.0,,0.52,36.92
2021-04-17,80,52.0,,0.52,41.6
2021-04-18,81,52.0,,0.52,42.120000000000005
2021-04-19,79,52.0,,0.52,41.08
2021-04-20,76,52.0,,0.52,39.52
2021-04-21,73,52.0,,0.52,37.96
2021-04-22,74,52.0,,0.52,38.480000000000004
2021-04-23,70,52.0,,0.52,36.4
2021-04-24,75,52.0,,0.52,39.0
2021-04-25,80,52.0,,0.52,41.6
2021-04-26,80,52.0,,0.52,41.6
2021-04-27,87,52.0,,0.52,45.24
2021-04-28,95,52.0,,0.52,49.4
2021-04-29,100,52.0,,0.52,52.0
2021-04-30,92,52.0,,0.52,47.84
2021-05-01,62,68.0,False,0.68,42.160000000000004
2021-05-02,60,68.0,,0.68,40.800000000000004
2021-05-03,60,68.0,,0.68,40.800000000000004
2021-05-04,59,68.0,,0.68,40.120000000000005
2021-05-05,59,68.0,,0.68,40.120000000000005
2021-05-06,56,68.0,,0.68,38.080000000000005
2021-05-07,52,68.0,,0.68,35.36
2021-05-08,52,68.0,,0.68,35.36
2021-05-09,52,68.0,,0.68,35.36
2021-05-10,54,68.0,,0.68,36.720000000000006
2021-05-11,54,68.0,,0.68,36.720000000000006
2021-05-12,52,68.0,,0.68,35.36
2021-05-13,55,68.0,,0.68,37.400000000000006
2021-05-14,56,68.0,,0.68,38.080000000000005
2021-05-15,60,68.0,,0.68,40.800000000000004
2021-05-16,62,68.0,,0.68,42.160000000000004
2021-05-17,61,68.0,,0.68,41.480000000000004
2021-05-18,62,68.0,,0.68,42.160000000000004
2021-05-19,68,68.0,,0.68,46.24
2021-05-20,77,68.0,,0.68,52.36000000000001
2021-05-21,80,68.0,,0.68,54.400000000000006
2021-05-22,89,68.0,,0.68,60.52
2021-05-23,100,68.0,,0.68,68.0
2021-05-24,92,68.0,,0.68,62.56
2021-05-25,82,68.0,,0.68,55.760000000000005
2021-05-26,82,68.0,,0.68,55.760000000000005
2021-05-27,77,68.0,,0.68,52.36000000000001
2021-05-28,66,68.0,,0.68,44.88
2021-05-29,67,68.0,,0.68,45.56
2021-05-30,63,68.0,,0.68,42.84
2021-05-31,65,68.0,,0.68,44.2
2021-06-01,48,100.0,False,1.0,48.0
2021-06-02,52,100.0,,1.0,52.0
2021-06-03,52,100.0,,1.0,52.0
2021-06-04,60,100.0,,1.0,60.0
2021-06-05,72,100.0,,1.0,72.0
2021-06-06,85,100.0,,1.0,85.0
2021-06-07,89,100.0,,1.0,89.0
2021-06-08,89,100.0,,1.0,89.0
2021-06-09,82,100.0,,1.0,82.0
2021-06-10,77,100.0,,1.0,77.0
2021-06-11,69,100.0,,1.0,69.0
2021-06-12,69,100.0,,1.0,69.0
2021-06-13,73,100.0,,1.0,73.0
2021-06-14,84,100.0,,1.0,84.0
2021-06-15,81,100.0,,1.0,81.0
2021-06-16,75,100.0,,1.0,75.0
2021-06-17,72,100.0,,1.0,72.0
2021-06-18,73,100.0,,1.0,73.0
2021-06-19,71,100.0,,1.0,71.0
2021-06-20,63,100.0,,1.0,63.0
2021-06-21,72,100.0,,1.0,72.0
2021-06-22,59,100.0,,1.0,59.0
2021-06-23,55,100.0,,1.0,55.0
2021-06-24,56,100.0,,1.0,56.0
2021-06-25,53,100.0,,1.0,53.0
2021-06-26,64,100.0,,1.0,64.0
2021-06-27,82,100.0,,1.0,82.0
2021-06-28,100,100.0,,1.0,100.0
2021-06-29,98,100.0,,1.0,98.0
2021-06-30,81,100.0,,1.0,81.0
2021-07-01,100,83.0,False,0.83,83.0
2021-07-02,85,83.0,,0.83,70.55
2021-07-03,82,83.0,,0.83,68.06
2021-07-04,79,83.0,,0.83,65.57
2021-07-05,93,83.0,,0.83,77.19
2021-07-06,96,83.0,,0.83,79.67999999999999
2021-07-07,91,83.0,,0.83,75.53
2021-07-08,86,83.0,,0.83,71.38
2021-07-09,88,83.0,,0.83,73.03999999999999
2021-07-10,92,83.0,,0.83,76.36
2021-07-11,88,83.0,,0.83,73.03999999999999
2021-07-12,89,83.0,,0.83,73.86999999999999
2021-07-13,88,83.0,,0.83,73.03999999999999
2021-07-14,81,83.0,,0.83,67.22999999999999
2021-07-15,85,83.0,,0.83,70.55
2021-07-16,86,83.0,,0.83,71.38
2021-07-17,92,83.0,,0.83,76.36
2021-07-18,86,83.0,,0.83,71.38
2021-07-19,82,83.0,,0.83,68.06
2021-07-20,83,83.0,,0.83,68.89
2021-07-21,77,83.0,,0.83,63.91
2021-07-22,78,83.0,,0.83,64.74
2021-07-23,84,83.0,,0.83,69.72
2021-07-24,91,83.0,,0.83,75.53
2021-07-25,88,83.0,,0.83,73.03999999999999
2021-07-26,88,83.0,,0.83,73.03999999999999
2021-07-27,92,83.0,,0.83,76.36
2021-07-28,92,83.0,,0.83,76.36
2021-07-29,90,83.0,,0.83,74.7
2021-07-30,85,83.0,,0.83,70.55
2021-07-31,91,83.0,,0.83,75.53
2021-08-01,87,75.0,False,0.75,65.25
2021-08-02,82,75.0,,0.75,61.5
2021-08-03,77,75.0,,0.75,57.75
2021-08-04,78,75.0,,0.75,58.5
2021-08-05,75,75.0,,0.75,56.25
2021-08-06,79,75.0,,0.75,59.25
2021-08-07,84,75.0,,0.75,63.0
2021-08-08,84,75.0,,0.75,63.0
2021-08-09,83,75.0,,0.75,62.25
2021-08-10,89,75.0,,0.75,66.75
2021-08-11,91,75.0,,0.75,68.25
2021-08-12,100,75.0,,0.75,75.0
2021-08-13,100,75.0,,0.75,75.0
2021-08-14,100,75.0,,0.75,75.0
2021-08-15,88,75.0,,0.75,66.0
2021-08-16,85,75.0,,0.75,63.75
2021-08-17,81,75.0,,0.75,60.75
2021-08-18,83,75.0,,0.75,62.25
2021-08-19,81,75.0,,0.75,60.75
2021-08-20,80,75.0,,0.75,60.0
2021-08-21,86,75.0,,0.75,64.5
2021-08-22,81,75.0,,0.75,60.75
2021-08-23,84,75.0,,0.75,63.0
2021-08-24,88,75.0,,0.75,66.0
2021-08-25,88,75.0,,0.75,66.0
2021-08-26,89,75.0,,0.75,66.75
2021-08-27,84,75.0,,0.75,63.0
2021-08-28,91,75.0,,0.75,68.25
2021-08-29,85,75.0,,0.75,63.75
2021-08-30,78,75.0,,0.75,58.5
2021-08-31,75,75.0,,0.75,56.25
2021-09-01,98,51.0,False,0.51,49.980000000000004
2021-09-02,92,51.0,,0.51,46.92
2021-09-03,89,51.0,,0.51,45.39
2021-09-04,96,51.0,,0.51,48.96
2021-09-05,92,51.0,,0.51,46.92
2021-09-06,100,51.0,,0.51,51.0
2021-09-07,95,51.0,,0.51,48.45
2021-09-08,93,51.0,,0.51,47.43
2021-09-09,93,51.0,,0.51,47.43
2021-09-10,87,51.0,,0.51,44.37
2021-09-11,93,51.0,,0.51,47.43
2021-09-12,86,51.0,,0.51,43.86
2021-09-13,92,51.0,,0.51,46.92
2021-09-14,87,51.0,,0.51,44.37
2021-09-15,97,51.0,,0.51,49.47
2021-09-16,85,51.0,,0.51,43.35
2021-09-17,79,51.0,,0.51,40.29
2021-09-18,90,51.0,,0.51,45.9
2021-09-19,85,51.0,,0.51,43.35
2021-09-20,79,51.0,,0.51,40.29
2021-09-21,82,51.0,,0.51,41.82
2021-09-22,84,51.0,,0.51,42.84
2021-09-23,77,51.0,,0.51,39.27
2021-09-24,76,51.0,,0.51,38.76
2021-09-25,78,51.0,,0.51,39.78
2021-09-26,69,51.0,,0.51,35.19
2021-09-27,71,51.0,,0.51,36.21
2021-09-28,79,51.0,,0.51,40.29
2021-09-29,81,51.0,,0.51,41.31
2021-09-30,73,51.0,,0.51,37.230000000000004
2021-10-01,94,40.0,False,0.4,37.6
2021-10-02,93,40.0,,0.4,37.2
2021-10-03,97,40.0,,0.4,38.800000000000004
2021-10-04,96,40.0,,0.4,38.400000000000006
2021-10-05,96,40.0,,0.4,38.400000000000006
2021-10-06,93,40.0,,0.4,37.2
2021-10-07,98,40.0,,0.4,39.2
2021-10-08,96,40.0,,0.4,38.400000000000006
2021-10-09,97,40.0,,0.4,38.800000000000004
2021-10-10,96,40.0,,0.4,38.400000000000006
2021-10-11,94,40.0,,0.4,37.6
2021-10-12,91,40.0,,0.4,36.4
2021-10-13,91,40.0,,0.4,36.4
2021-10-14,93,40.0,,0.4,37.2
2021-10-15,92,40.0,,0.4,36.800000000000004
2021-10-16,100,40.0,,0.4,40.0
2021-10-17,87,40.0,,0.4,34.800000000000004
2021-10-18,89,40.0,,0.4,35.6
2021-10-19,93,40.0,,0.4,37.2
2021-10-20,90,40.0,,0.4,36.0
2021-10-21,82,40.0,,0.4,32.800000000000004
2021-10-22,83,40.0,,0.4,33.2
2021-10-23,90,40.0,,0.4,36.0
2021-10-24,83,40.0,,0.4,33.2
2021-10-25,87,40.0,,0.4,34.800000000000004
2021-10-26,86,40.0,,0.4,34.4
2021-10-27,85,40.0,,0.4,34.0
2021-10-28,83,40.0,,0.4,33.2
2021-10-29,78,40.0,,0.4,31.200000000000003
2021-10-30,85,40.0,,0.4,34.0
2021-10-31,76,40.0,,0.4,30.400000000000002
2021-11-01,91,35.0,False,0.35,31.849999999999998
2021-11-02,87,35.0,,0.35,30.45
2021-11-03,100,35.0,,0.35,35.0
2021-11-04,92,35.0,,0.35,32.199999999999996
2021-11-05,91,35.0,,0.35,31.849999999999998
2021-11-06,92,35.0,,0.35,32.199999999999996
2021-11-07,86,35.0,,0.35,30.099999999999998
2021-11-08,94,35.0,,0.35,32.9
2021-11-09,85,35.0,,0.35,29.749999999999996
2021-11-10,90,35.0,,0.35,31.499999999999996
2021-11-11,89,35.0,,0.35,31.15
2021-11-12,85,35.0,,0.35,29.749999999999996
2021-11-13,84,35.0,,0.35,29.4
2021-11-14,85,35.0,,0.35,29.749999999999996
2021-11-15,85,35.0,,0.35,29.749999999999996
2021-11-16,82,35.0,,0.35,28.7
2021-11-17,87,35.0,,0.35,30.45
2021-11-18,72,35.0,,0.35,25.2
2021-11-19,83,35.0,,0.35,29.049999999999997
2021-11-20,85,35.0,,0.35,29.749999999999996
2021-11-21,78,35.0,,0.35,27.299999999999997
2021-11-22,72,35.0,,0.35,25.2
2021-11-23,84,35.0,,0.35,29.4
2021-11-24,81,35.0,,0.35,28.349999999999998
2021-11-25,73,35.0,,0.35,25.549999999999997
2021-11-26,75,35.0,,0.35,26.25
2021-11-27,80,35.0,,0.35,28.0
2021-11-28,77,35.0,,0.35,26.95
2021-11-29,82,35.0,,0.35,28.7
2021-11-30,83,35.0,,0.35,29.049999999999997
2021-12-01,86,34.0,False,0.34,29.240000000000002
2021-12-02,84,34.0,,0.34,28.560000000000002
2021-12-03,84,34.0,,0.34,28.560000000000002
2021-12-04,92,34.0,,0.34,31.28
2021-12-05,86,34.0,,0.34,29.240000000000002
2021-12-06,90,34.0,,0.34,30.6
2021-12-07,94,34.0,,0.34,31.96
2021-12-08,91,34.0,,0.34,30.94
2021-12-09,83,34.0,,0.34,28.220000000000002
2021-12-10,85,34.0,,0.34,28.900000000000002
2021-12-11,95,34.0,,0.34,32.300000000000004
2021-12-12,87,34.0,,0.34,29.580000000000002
2021-12-13,79,34.0,,0.34,26.860000000000003
2021-12-14,89,34.0,,0.34,30.26
2021-12-15,90,34.0,,0.34,30.6
2021-12-16,89,34.0,,0.34,30.26
2021-12-17,88,34.0,,0.34,29.92
2021-12-18,87,34.0,,0.34,29.580000000000002
2021-12-19,90,34.0,,0.34,30.6
2021-12-20,83,34.0,,0.34,28.220000000000002
2021-12-21,86,34.0,,0.34,29.240000000000002
2021-12-22,87,34.0,,0.34,29.580000000000002
2021-12-23,85,34.0,,0.34,28.900000000000002
2021-12-24,81,34.0,,0.34,27.540000000000003
2021-12-25,81,34.0,,0.34,27.540000000000003
2021-12-26,87,34.0,,0.34,29.580000000000002
2021-12-27,91,34.0,,0.34,30.94
2021-12-28,96,34.0,,0.34,32.64
2021-12-29,97,34.0,,0.34,32.980000000000004
2021-12-30,100,34.0,,0.34,34.0
2021-12-31,89,34.0,,0.34,30.26
