date,AC_unscaled,AC_monthly,isPartial,scale,AC
2019-01-09,89,34.0,,0.34,30.26
2019-01-10,83,34.0,,0.34,28.220000000000002
2019-01-11,88,34.0,,0.34,29.92
2019-01-12,89,34.0,,0.34,30.26
2019-01-13,92,34.0,,0.34,31.28
2019-01-14,90,34.0,,0.34,30.6
2019-01-15,89,34.0,,0.34,30.26
2019-01-16,95,34.0,,0.34,32.300000000000004
2019-01-17,86,34.0,,0.34,29.240000000000002
2019-01-18,85,34.0,,0.34,28.900000000000002
2019-01-19,95,34.0,,0.34,32.300000000000004
2019-01-20,88,34.0,,0.34,29.92
2019-01-21,92,34.0,,0.34,31.28
2019-01-22,86,34.0,,0.34,29.240000000000002
2019-01-23,82,34.0,,0.34,27.880000000000003
2019-01-24,84,34.0,,0.34,28.560000000000002
2019-01-25,85,34.0,,0.34,28.900000000000002
2019-01-26,100,34.0,,0.34,34.0
2019-01-27,94,34.0,,0.34,31.96
2019-01-28,83,34.0,,0.34,28.220000000000002
2019-01-29,84,34.0,,0.34,28.560000000000002
2019-01-30,87,34.0,,0.34,29.580000000000002
2019-01-31,83,34.0,,0.34,28.220000000000002
2019-02-01,84,35.0,False,0.35,29.4
2019-02-02,93,35.0,,0.35,32.55
2019-02-03,88,35.0,,0.35,30.799999999999997
2019-02-04,83,35.0,,0.35,29.049999999999997
2019-02-05,91,35.0,,0.35,31.849999999999998
2019-02-06,90,35.0,,0.35,31.499999999999996
2019-02-07,92,35.0,,0.35,32.199999999999996
2019-02-08,89,35.0,,0.35,31.15
2019-02-09,100,35.0,,0.35,35.0
2019-02-10,94,35.0,,0.35,32.9
2019-02-11,86,35.0,,0.35,30.099999999999998
2019-02-12,84,35.0,,0.35,29.4
2019-02-13,86,35.0,,0.35,30.099999999999998
2019-02-14,83,35.0,,0.35,29.049999999999997
2019-02-15,86,35.0,,0.35,30.099999999999998
2019-02-16,98,35.0,,0.35,34.3
2019-02-17,97,35.0,,0.35,33.949999999999996
2019-02-18,93,35.0,,0.35,32.55
2019-02-19,87,35.0,,0.35,30.45
2019-02-20,83,35.0,,0.35,29.049999999999997
2019-02-21,85,35.0,,0.35,29.749999999999996
2019-02-22,95,35.0,,0.35,33.25
2019-02-23,97,35.0,,0.35,33.949999999999996
2019-02-24,100,35.0,,0.35,35.0
2019-02-25,88,35.0,,0.35,30.799999999999997
2019-02-26,93,35.0,,0.35,32.55
2019-02-27,89,35.0,,0.35,31.15
2019-02-28,92,35.0,,0.35,32.199999999999996
2019-03-01,78,36.0,False,0.36,28.08
2019-03-02,90,36.0,,0.36,32.4
2019-03-03,84,36.0,,0.36,30.24
2019-03-04,78,36.0,,0.36,28.08
2019-03-05,79,36.0,,0.36,28.439999999999998
2019-03-06,81,36.0,,0.36,29.16
2019-03-07,79,36.0,,0.36,28.439999999999998
2019-03-08,78,36.0,,0.36,28.08
2019-03-09,97,36.0,,0.36,34.92
2019-03-10,88,36.0,,0.36,31.68
2019-03-11,88,36.0,,0.36,31.68
2019-03-12,83,36.0,,0.36,29.88
2019-03-13,79,36.0,,0.36,28.439999999999998
2019-03-14,86,36.0,,0.36,30.959999999999997
2019-03-15,81,36.0,,0.36,29.16
2019-03-16,89,36.0,,0.36,32.04
2019-03-17,92,36.0,,0.36,33.12
2019-03-18,89,36.0,,0.36,32.04
2019-03-19,85,36.0,,0.36,30.599999999999998
2019-03-20,87,36.0,,0.36,31.32
2019-03-21,77,36.0,,0.36,27.72
2019-03-22,80,36.0,,0.36,28.799999999999997
2019-03-23,95,36.0,,0.36,34.199999999999996
2019-03-24,87,36.0,,0.36,31.32
2019-03-25,87,36.0,,0.36,31.32
2019-03-26,89,36.0,,0.36,32.04
2019-03-27,86,36.0,,0.36,30.959999999999997
2019-03-28,89,36.0,,0.36,32.04
2019-03-29,92,36.0,,0.36,33.12
2019-03-30,98,36.0,,0.36,35.28
2019-03-31,100,36.0,,0.36,36.0
2019-04-01,70,46.0,False,0.46,32.2
2019-04-02,68,46.0,,0.46,31.28
2019-04-03,74,46.0,,0.46,34.04
2019-04-04,73,46.0,,0.46,33.58
2019-04-05,76,46.0,,0.46,34.96
2019-04-06,87,46.0,,0.46,40.02
2019-04-07,97,46.0,,0.46,44.620000000000005
2019-04-08,94,46.0,,0.46,43.24
2019-04-09,97,46.0,,0.46,44.620000000000005
2019-04-10,94,46.0,,0.46,43.24
2019-04-11,88,46.0,,0.46,40.480000000000004
2019-04-12,84,46.0,,0.46,38.64
2019-04-13,96,46.0,,0.46,44.160000000000004
2019-04-14,90,46.0,,0.46,41.4
2019-04-15,82,46.0,,0.46,37.72
2019-04-16,82,46.0,,0.46,37.72
2019-04-17,86,46.0,,0.46,39.56
2019-04-18,89,46.0,,0.46,40.940000000000005
2019-04-19,96,46.0,,0.46,44.160000000000004
2019-04-20,99,46.0,,0.46,45.54
2019-04-21,91,46.0,,0.46,41.86
2019-04-22,99,46.0,,0.46,45.54
2019-04-23,97,46.0,,0.46,44.620000000000005
2019-04-24,100,46.0,,0.46,46.0
2019-04-25,99,46.0,,0.46,45.54
2019-04-26,95,46.0,,0.46,43.7
2019-04-27,96,46.0,,0.46,44.160000000000004
2019-04-28,95,46.0,,0.46,43.7
2019-04-29,93,46.0,,0.46,42.78
2019-04-30,93,46.0,,0.46,42.78
2019-05-01,61,64.0,False,0.64,39.04
2019-05-02,62,64.0,,0.64,39.68
2019-05-03,62,64.0,,0.64,39.68
2019-05-04,69,64.0,,0.64,44.160000000000004
2019-05-05,66,64.0,,0.64,42.24
2019-05-06,62,64.0,,0.64,39.68
2019-05-07,64,64.0,,0.64,40.96
2019-05-08,63,64.0,,0.64,40.32
2019-05-09,63,64.0,,0.64,40.32
2019-05-10,57,64.0,,0.64,36.480000000000004
2019-05-11,69,64.0,,0.64,44.160000000000004
2019-05-12,59,64.0,,0.64,37.76
2019-05-13,58,64.0,,0.64,37.12
2019-05-14,62,64.0,,0.64,39.68
2019-05-15,63,64.0,,0.64,40.32
2019-05-16,63,64.0,,0.64,40.32
2019-05-17,69,64.0,,0.64,44.160000000000004
2019-05-18,83,64.0,,0.64,53.120000000000005
2019-05-19,88,64.0,,0.64,56.32
2019-05-20,85,64.0,,0.64,54.4
2019-05-21,76,64.0,,0.64,48.64
2019-05-22,72,64.0,,0.64,46.08
2019-05-23,74,64.0,,0.64,47.36
2019-05-24,87,64.0,,0.64,55.68
2019-05-25,98,64.0,,0.64,62.72
2019-05-26,100,64.0,,0.64,64.0
2019-05-27,95,64.0,,0.64,60.800000000000004
2019-05-28,89,64.0,,0.64,56.96
2019-05-29,85,64.0,,0.64,54.4
2019-05-30,82,64.0,,0.64,52.480000000000004
2019-05-31,83,64.0,,0.64,53.120000000000005
2019-06-01,70,77.0,False,0.77,53.9
2019-06-02,67,77.0,,0.77,51.59
2019-06-03,61,77.0,,0.77,46.97
2019-06-04,61,77.0,,0.77,46.97
2019-06-05,63,77.0,,0.77,48.51
2019-06-06,65,77.0,,0.77,50.050000000000004
2019-06-07,65,77.0,,0.77,50.050000000000004
2019-06-08,70,77.0,,0.77,53.9
2019-06-09,66,77.0,,0.77,50.82
2019-06-10,68,77.0,,0.77,52.36
2019-06-11,71,77.0,,0.77,54.67
2019-06-12,70,77.0,,0.77,53.9
2019-06-13,64,77.0,,0.77,49.28
2019-06-14,54,77.0,,0.77,41.58
2019-06-15,59,77.0,,0.77,45.43
2019-06-16,58,77.0,,0.77,44.660000000000004
2019-06-17,60,77.0,,0.77,46.2
2019-06-18,59,77.0,,0.77,45.43
2019-06-19,60,77.0,,0.77,46.2
2019-06-20,61,77.0,,0.77,46.97
2019-06-21,64,77.0,,0.77,49.28
2019-06-22,67,77.0,,0.77,51.59
2019-06-23,69,77.0,,0.77,53.13
2019-06-24,66,77.0,,0.77,50.82
2019-06-25,69,77.0,,0.77,53.13
2019-06-26,73,77.0,,0.77,56.21
2019-06-27,79,77.0,,0.77,60.83
2019-06-28,88,77.0,,0.77,67.76
2019-06-29,100,77.0,,0.77,77.0
2019-06-30,93,77.0,,0.77,71.61
2019-07-01,74,92.0,False,0.92,68.08
2019-07-02,81,92.0,,0.92,74.52000000000001
2019-07-03,74,92.0,,0.92,68.08
2019-07-04,69,92.0,,0.92,63.480000000000004
2019-07-05,79,92.0,,0.92,72.68
2019-07-06,81,92.0,,0.92,74.52000000000001
2019-07-07,70,92.0,,0.92,64.4
2019-07-08,65,92.0,,0.92,59.800000000000004
2019-07-09,66,92.0,,0.92,60.720000000000006
2019-07-10,70,92.0,,0.92,64.4
2019-07-11,70,92.0,,0.92,64.4
2019-07-12,68,92.0,,0.92,62.56
2019-07-13,77,92.0,,0.92,70.84
2019-07-14,73,92.0,,0.92,67.16
2019-07-15,75,92.0,,0.92,69.0
2019-07-16,76,92.0,,0.92,69.92
2019-07-17,84,92.0,,0.92,77.28
2019-07-18,78,92.0,,0.92,71.76
2019-07-19,84,92.0,,0.92,77.28
2019-07-20,100,92.0,,0.92,92.0
2019-07-21,98,92.0,,0.92,90.16000000000001
2019-07-22,77,92.0,,0.92,70.84
2019-07-23,64,92.0,,0.92,58.88
2019-07-24,60,92.0,,0.92,55.2
2019-07-25,61,92.0,,0.92,56.120000000000005
2019-07-26,58,92.0,,0.92,53.36
2019-07-27,68,92.0,,0.92,62.56
2019-07-28,69,92.0,,0.92,63.480000000000004
2019-07-29,61,92.0,,0.92,56.120000000000005
2019-07-30,62,92.0,,0.92,57.04
2019-07-31,58,92.0,,0.92,53.36
2019-08-01,85,67.0,False,0.67,56.95
2019-08-02,86,67.0,,0.67,57.620000000000005
2019-08-03,100,67.0,,0.67,67.0
2019-08-04,94,67.0,,0.67,62.980000000000004
2019-08-05,89,67.0,,0.67,59.63
2019-08-06,89,67.0,,0.67,59.63
2019-08-07,85,67.0,,0.67,56.95
2019-08-08,85,67.0,,0.67,56.95
2019-08-09,85,67.0,,0.67,56.95
2019-08-10,90,67.0,,0.67,60.300000000000004
2019-08-11,87,67.0,,0.67,58.290000000000006
2019-08-12,89,67.0,,0.67,59.63
2019-08-13,92,67.0,,0.67,61.64
2019-08-14,87,67.0,,0.67,58.290000000000006
2019-08-15,82,67.0,,0.67,54.940000000000005
2019-08-16,84,67.0,,0.67,56.28
2019-08-17,92,67.0,,0.67,61.64
2019-08-18,90,67.0,,0.67,60.300000000000004
2019-08-19,90,67.0,,0.67,60.300000000000004
2019-08-20,84,67.0,,0.67,56.28
2019-08-21,83,67.0,,0.67,55.61000000000001
2019-08-22,78,67.0,,0.67,52.260000000000005
2019-08-23,76,67.0,,0.67,50.92
2019-08-24,79,67.0,,0.67,52.93
2019-08-25,76,67.0,,0.67,50.92
2019-08-26,74,67.0,,0.67,49.580000000000005
2019-08-27,71,67.0,,0.67,47.57
2019-08-28,70,67.0,,0.67,46.900000000000006
2019-08-29,70,67.0,,0.67,46.900000000000006
2019-08-30,69,67.0,,0.67,46.230000000000004
2019-08-31,75,67.0,,0.67,50.25
2019-09-01,91,49.0,False,0.49,44.589999999999996
2019-09-02,96,49.0,,0.49,47.04
2019-09-03,94,49.0,,0.49,46.06
2019-09-04,91,49.0,,0.49,44.589999999999996
2019-09-05,89,49.0,,0.49,43.61
2019-09-06,82,49.0,,0.49,40.18
2019-09-07,100,49.0,,0.49,49.0
2019-09-08,86,49.0,,0.49,42.14
2019-09-09,82,49.0,,0.49,40.18
2019-09-10,87,49.0,,0.49,42.63
2019-09-11,79,49.0,,0.49,38.71
2019-09-12,81,49.0,,0.49,39.69
2019-09-13,82,49.0,,0.49,40.18
2019-09-14,87,49.0,,0.49,42.63
2019-09-15,82,49.0,,0.49,40.18
2019-09-16,78,49.0,,0.49,38.22
2019-09-17,77,49.0,,0.49,37.73
2019-09-18,74,49.0,,0.49,36.26
2019-09-19,72,49.0,,0.49,35.28
2019-09-20,69,49.0,,0.49,33.81
2019-09-21,85,49.0,,0.49,41.65
2019-09-22,73,49.0,,0.49,35.769999999999996
2019-09-23,78,49.0,,0.49,38.22
2019-09-24,71,49.0,,0.49,34.79
2019-09-25,73,49.0,,0.49,35.769999999999996
2019-09-26,74,49.0,,0.49,36.26
2019-09-27,73,49.0,,0.49,35.769999999999996
2019-09-28,82,49.0,,0.49,40.18
2019-09-29,77,49.0,,0.49,37.73
2019-09-30,72,49.0,,0.49,35.28
2019-10-01,98,37.0,False,0.37,36.26
2019-10-02,98,37.0,,0.37,36.26
2019-10-03,95,37.0,,0.37,35.15
2019-10-04,95,37.0,,0.37,35.15
2019-10-05,100,37.0,,0.37,37.0
2019-10-06,91,37.0,,0.37,33.67
2019-10-07,89,37.0,,0.37,32.93
2019-10-08,87,37.0,,0.37,32.19
2019-10-09,85,37.0,,0.37,31.45
2019-10-10,85,37.0,,0.37,31.45
2019-10-11,84,37.0,,0.37,31.08
2019-10-12,88,37.0,,0.37,32.56
2019-10-13,80,37.0,,0.37,29.6
2019-10-14,84,37.0,,0.37,31.08
2019-10-15,82,37.0,,0.37,30.34
2019-10-16,82,37.0,,0.37,30.34
2019-10-17,80,37.0,,0.37,29.6
2019-10-18,78,37.0,,0.37,28.86
2019-10-19,84,37.0,,0.37,31.08
2019-10-20,82,37.0,,0.37,30.34
2019-10-21,82,37.0,,0.37,30.34
2019-10-22,82,37.0,,0.37,30.34
2019-10-23,83,37.0,,0.37,30.71
2019-10-24,79,37.0,,0.37,29.23
2019-10-25,80,37.0,,0.37,29.6
2019-10-26,88,37.0,,0.37,32.56
2019-10-27,74,37.0,,0.37,27.38
2019-10-28,77,37.0,,0.37,28.49
2019-10-29,85,37.0,,0.37,31.45
2019-10-30,81,37.0,,0.37,29.97
2019-10-31,75,37.0,,0.37,27.75
2019-11-01,76,34.0,False,0.34,25.840000000000003
2019-11-02,79,34.0,,0.34,26.860000000000003
2019-11-03,76,34.0,,0.34,25.840000000000003
2019-11-04,73,34.0,,0.34,24.82
2019-11-05,69,34.0,,0.34,23.46
2019-11-06,71,34.0,,0.34,24.14
2019-11-07,74,34.0,,0.34,25.16
2019-11-08,76,34.0,,0.34,25.840000000000003
2019-11-09,76,34.0,,0.34,25.840000000000003
2019-11-10,81,34.0,,0.34,27.540000000000003
2019-11-11,74,34.0,,0.34,25.16
2019-11-12,69,34.0,,0.34,23.46
2019-11-13,71,34.0,,0.34,24.14
2019-11-14,70,34.0,,0.34,23.8
2019-11-15,67,34.0,,0.34,22.78
2019-11-16,78,34.0,,0.34,26.520000000000003
2019-11-17,74,34.0,,0.34,25.16
2019-11-18,67,34.0,,0.34,22.78
2019-11-19,72,34.0,,0.34,24.48
2019-11-20,64,34.0,,0.34,21.76
2019-11-21,69,34.0,,0.34,23.46
2019-11-22,68,34.0,,0.34,23.12
2019-11-23,77,34.0,,0.34,26.180000000000003
2019-11-24,74,34.0,,0.34,25.16
2019-11-25,71,34.0,,0.34,24.14
2019-11-26,100,34.0,,0.34,34.0
2019-11-27,84,34.0,,0.34,28.560000000000002
2019-11-28,66,34.0,,0.34,22.44
2019-11-29,78,34.0,,0.34,26.520000000000003
2019-11-30,80,34.0,,0.34,27.200000000000003
2019-12-01,100,32.0,False,0.32,32.0
2019-12-02,94,32.0,,0.32,30.080000000000002
2019-12-03,90,32.0,,0.32,28.8
2019-12-04,92,32.0,,0.32,29.44
2019-12-05,88,32.0,,0.32,28.16
2019-12-06,88,32.0,,0.32,28.16
2019-12-07,98,32.0,,0.32,31.36
2019-12-08,93,32.0,,0.32,29.76
2019-12-09,89,32.0,,0.32,28.48
2019-12-10,92,32.0,,0.32,29.44
2019-12-11,87,32.0,,0.32,27.84
2019-12-12,88,32.0,,0.32,28.16
2019-12-13,88,32.0,,0.32,28.16
2019-12-14,92,32.0,,0.32,29.44
2019-12-15,93,32.0,,0.32,29.76
2019-12-16,89,32.0,,0.32,28.48
2019-12-17,91,32.0,,0.32,29.12
2019-12-18,93,32.0,,0.32,29.76
2019-12-19,87,32.0,,0.32,27.84
2019-12-20,89,32.0,,0.32,28.48
2019-12-21,85,32.0,,0.32,27.2
2019-12-22,93,32.0,,0.32,29.76
2019-12-23,90,32.0,,0.32,28.8
2019-12-24,80,32.0,,0.32,25.6
2019-12-25,74,32.0,,0.32,23.68
2019-12-26,97,32.0,,0.32,31.04
2019-12-27,98,32.0,,0.32,31.36
2019-12-28,99,32.0,,0.32,31.68
2019-12-29,93,32.0,,0.32,29.76
2019-12-30,90,32.0,,0.32,28.8
2019-12-31,94,32.0,,0.32,30.080000000000002
2020-01-01,79,33.0,False,0.33,26.07
2020-01-02,86,33.0,,0.33,28.380000000000003
2020-01-03,85,33.0,,0.33,28.05
2020-01-04,89,33.0,,0.33,29.37
2020-01-05,94,33.0,,0.33,31.020000000000003
2020-01-06,93,33.0,,0.33,30.69
2020-01-07,85,33.0,,0.33,28.05
2020-01-08,82,33.0,,0.33,27.060000000000002
2020-01-09,82,33.0,,0.33,27.060000000000002
2020-01-10,87,33.0,,0.33,28.71
2020-01-11,100,33.0,,0.33,33.0
2020-01-12,93,33.0,,0.33,30.69
2020-01-13,88,33.0,,0.33,29.040000000000003
2020-01-14,86,33.0,,0.33,28.380000000000003
2020-01-15,96,33.0,,0.33,31.68
2020-01-16,88,33.0,,0.33,29.040000000000003
2020-01-17,86,33.0,,0.33,28.380000000000003
2020-01-18,95,33.0,,0.33,31.35
2020-01-19,95,33.0,,0.33,31.35
2020-01-20,91,33.0,,0.33,30.03
2020-01-21,85,33.0,,0.33,28.05
2020-01-22,87,33.0,,0.33,28.71
2020-01-23,85,33.0,,0.33,28.05
2020-01-24,93,33.0,,0.33,30.69
2020-01-25,90,33.0,,0.33,29.700000000000003
2020-01-26,81,33.0,,0.33,26.73
2020-01-27,81,33.0,,0.33,26.73
2020-01-28,90,33.0,,0.33,29.700000000000003
2020-01-29,89,33.0,,0.33,29.37
2020-01-30,85,33.0,,0.33,28.05
2020-01-31,83,33.0,,0.33,27.39
2020-02-01,87,34.0,False,0.34,29.580000000000002
2020-02-02,85,34.0,,0.34,28.900000000000002
2020-02-03,73,34.0,,0.34,24.82
2020-02-04,80,34.0,,0.34,27.200000000000003
2020-02-05,83,34.0,,0.34,28.220000000000002
2020-02-06,78,34.0,,0.34,26.520000000000003
2020-02-07,80,34.0,,0.34,27.200000000000003
2020-02-08,83,34.0,,0.34,28.220000000000002
2020-02-09,93,34.0,,0.34,31.62
2020-02-10,83,34.0,,0.34,28.220000000000002
2020-02-11,84,34.0,,0.34,28.560000000000002
2020-02-12,87,34.0,,0.34,29.580000000000002
2020-02-13,99,34.0,,0.34,33.660000000000004
2020-02-14,91,34.0,,0.34,30.94
2020-02-15,90,34.0,,0.34,30.6
2020-02-16,92,34.0,,0.34,31.28
2020-02-17,100,34.0,,0.34,34.0
2020-02-18,87,34.0,,0.34,29.580000000000002
2020-02-19,84,34.0,,0.34,28.560000000000002
2020-02-20,87,34.0,,0.34,29.580000000000002
2020-02-21,81,34.0,,0.34,27.540000000000003
2020-02-22,97,34.0,,0.34,32.980000000000004
2020-02-23,91,34.0,,0.34,30.94
2020-02-24,86,34.0,,0.34,29.240000000000002
2020-02-25,87,34.0,,0.34,29.580000000000002
2020-02-26,85,34.0,,0.34,28.900000000000002
2020-02-27,86,34.0,,0.34,29.240000000000002
2020-02-28,90,34.0,,0.34,30.6
2020-02-29,91,34.0,,0.34,30.94
2020-03-01,75,38.0,False,0.38,28.5
2020-03-02,73,38.0,,0.38,27.740000000000002
2020-03-03,72,38.0,,0.38,27.36
2020-03-04,71,38.0,,0.38,26.98
2020-03-05,72,38.0,,0.38,27.36
2020-03-06,75,38.0,,0.38,28.5
2020-03-07,73,38.0,,0.38,27.740000000000002
2020-03-08,79,38.0,,0.38,30.02
2020-03-09,67,38.0,,0.38,25.46
2020-03-10,70,38.0,,0.38,26.6
2020-03-11,73,38.0,,0.38,27.740000000000002
2020-03-12,71,38.0,,0.38,26.98
2020-03-13,74,38.0,,0.38,28.12
2020-03-14,81,38.0,,0.38,30.78
2020-03-15,74,38.0,,0.38,28.12
2020-03-16,66,38.0,,0.38,25.080000000000002
2020-03-17,63,38.0,,0.38,23.94
2020-03-18,63,38.0,,0.38,23.94
2020-03-19,68,38.0,,0.38,25.84
2020-03-20,82,38.0,,0.38,31.16
2020-03-21,85,38.0,,0.38,32.3
2020-03-22,82,38.0,,0.38,31.16
2020-03-23,75,38.0,,0.38,28.5
2020-03-24,80,38.0,,0.38,30.4
2020-03-25,81,38.0,,0.38,30.78
2020-03-26,84,38.0,,0.38,31.92
2020-03-27,90,38.0,,0.38,34.2
2020-03-28,100,38.0,,0.38,38.0
2020-03-29,94,38.0,,0.38,35.72
2020-03-30,80,38.0,,0.38,30.4
2020-03-31,76,38.0,,0.38,28.88
2020-04-01,64,42.0,False,0.42,26.88
2020-04-02,63,42.0,,0.42,26.459999999999997
2020-04-03,65,42.0,,0.42,27.3
2020-04-04,69,42.0,,0.42,28.98
2020-04-05,69,42.0,,0.42,28.98
2020-04-06,68,42.0,,0.42,28.56
2020-04-07,72,42.0,,0.42,30.24
2020-04-08,82,42.0,,0.42,34.44
2020-04-09,76,42.0,,0.42,31.919999999999998
2020-04-10,71,42.0,,0.42,29.82
2020-04-11,70,42.0,,0.42,29.4
2020-04-12,66,42.0,,0.42,27.72
2020-04-13,70,42.0,,0.42,29.4
2020-04-14,69,42.0,,0.42,28.98
2020-04-15,67,42.0,,0.42,28.14
2020-04-16,68,42.0,,0.42,28.56
2020-04-17,67,42.0,,0.42,28.14
2020-04-18,73,42.0,,0.42,30.66
2020-04-19,75,42.0,,0.42,31.5
2020-04-20,71,42.0,,0.42,29.82
2020-04-21,75,42.0,,0.42,31.5
2020-04-22,75,42.0,,0.42,31.5
2020-04-23,78,42.0,,0.42,32.76
2020-04-24,86,42.0,,0.42,36.12
2020-04-25,100,42.0,,0.42,42.0
2020-04-26,97,42.0,,0.42,40.74
2020-04-27,90,42.0,,0.42,37.8
2020-04-28,89,42.0,,0.42,37.379999999999995
2020-04-29,87,42.0,,0.42,36.54
2020-04-30,91,42.0,,0.42,38.22
2020-05-01,41,67.0,False,0.67,27.470000000000002
2020-05-02,46,67.0,,0.67,30.82
2020-05-03,51,67.0,,0.67,34.17
2020-05-04,48,67.0,,0.67,32.160000000000004
2020-05-05,44,67.0,,0.67,29.48
2020-05-06,43,67.0,,0.67,28.810000000000002
2020-05-07,42,67.0,,0.67,28.14
2020-05-08,39,67.0,,0.67,26.130000000000003
2020-05-09,44,67.0,,0.67,29.48
2020-05-10,41,67.0,,0.67,27.470000000000002
2020-05-11,40,67.0,,0.67,26.8
2020-05-12,37,67.0,,0.67,24.790000000000003
2020-05-13,38,67.0,,0.67,25.46
2020-05-14,40,67.0,,0.67,26.8
2020-05-15,48,67.0,,0.67,32.160000000000004
2020-05-16,58,67.0,,0.67,38.86
2020-05-17,54,67.0,,0.67,36.18
2020-05-18,48,67.0,,0.67,32.160000000000004
2020-05-19,47,67.0,,0.67,31.490000000000002
2020-05-20,45,67.0,,0.67,30.150000000000002
2020-05-21,44,67.0,,0.67,29.48
2020-05-22,49,67.0,,0.67,32.830000000000005
2020-05-23,61,67.0,,0.67,40.870000000000005
2020-05-24,67,67.0,,0.67,44.89
2020-05-25,81,67.0,,0.67,54.27
2020-05-26,100,67.0,,0.67,67.0
2020-05-27,98,67.0,,0.67,65.66000000000001
2020-05-28,84,67.0,,0.67,56.28
2020-05-29,76,67.0,,0.67,50.92
2020-05-30,69,67.0,,0.67,46.230000000000004
2020-05-31,54,67.0,,0.67,36.18
2020-06-01,55,86.0,False,0.86,47.3
2020-06-02,63,86.0,,0.86,54.18
2020-06-03,79,86.0,,0.86,67.94
2020-06-04,93,86.0,,0.86,79.98
2020-06-05,91,86.0,,0.86,78.26
2020-06-06,100,86.0,,0.86,86.0
2020-06-07,81,86.0,,0.86,69.66
2020-06-08,80,86.0,,0.86,68.8
2020-06-09,84,86.0,,0.86,72.24
2020-06-10,95,86.0,,0.86,81.7
2020-06-11,80,86.0,,0.86,68.8
2020-06-12,80,86.0,,0.86,68.8
2020-06-13,66,86.0,,0.86,56.76
2020-06-14,59,86.0,,0.86,50.74
2020-06-15,58,86.0,,0.86,49.88
2020-06-16,59,86.0,,0.86,50.74
2020-06-17,57,86.0,,0.86,49.019999999999996
2020-06-18,57,86.0,,0.86,49.019999999999996
2020-06-19,63,86.0,,0.86,54.18
2020-06-20,72,86.0,,0.86,61.92
2020-06-21,70,86.0,,0.86,60.199999999999996
2020-06-22,89,86.0,,0.86,76.53999999999999
2020-06-23,78,86.0,,0.86,67.08
2020-06-24,74,86.0,,0.86,63.64
2020-06-25,68,86.0,,0.86,58.48
2020-06-26,67,86.0,,0.86,57.62
2020-06-27,72,86.0,,0.86,61.92
2020-06-28,74,86.0,,0.86,63.64
2020-06-29,76,86.0,,0.86,65.36
2020-06-30,77,86.0,,0.86,66.22
2020-07-01,74,95.0,False,0.95,70.3
2020-07-02,79,95.0,,0.95,75.05
2020-07-03,94,95.0,,0.95,89.3
2020-07-04,87,95.0,,0.95,82.64999999999999
2020-07-05,83,95.0,,0.95,78.85
2020-07-06,99,95.0,,0.95,94.05
2020-07-07,92,95.0,,0.95,87.39999999999999
2020-07-08,90,95.0,,0.95,85.5
2020-07-09,89,95.0,,0.95,84.55
2020-07-10,92,95.0,,0.95,87.39999999999999
2020-07-11,93,95.0,,0.95,88.35
2020-07-12,100,95.0,,0.95,95.0
2020-07-13,90,95.0,,0.95,85.5
2020-07-14,80,95.0,,0.95,76.0
2020-07-15,74,95.0,,0.95,70.3
2020-07-16,75,95.0,,0.95,71.25
2020-07-17,73,95.0,,0.95,69.35
2020-07-18,84,95.0,,0.95,79.8
2020-07-19,93,95.0,,0.95,88.35
2020-07-20,96,95.0,,0.95,91.19999999999999
2020-07-21,88,95.0,,0.95,83.6
2020-07-22,81,95.0,,0.95,76.95
2020-07-23,67,95.0,,0.95,63.65
2020-07-24,63,95.0,,0.95,59.849999999999994
2020-07-25,70,95.0,,0.95,66.5
2020-07-26,70,95.0,,0.95,66.5
2020-07-27,77,95.0,,0.95,73.14999999999999
2020-07-28,77,95.0,,0.95,73.14999999999999
2020-07-29,67,95.0,,0.95,63.65
2020-07-30,66,95.0,,0.95,62.699999999999996
2020-07-31,65,95.0,,0.95,61.75
2020-08-01,85,75.0,False,0.75,63.75
2020-08-02,80,75.0,,0.75,60.0
2020-08-03,78,75.0,,0.75,58.5
2020-08-04,73,75.0,,0.75,54.75
2020-08-05,71,75.0,,0.75,53.25
2020-08-06,68,75.0,,0.75,51.0
2020-08-07,67,75.0,,0.75,50.25
2020-08-08,72,75.0,,0.75,54.0
2020-08-09,72,75.0,,0.75,54.0
2020-08-10,74,75.0,,0.75,55.5
2020-08-11,74,75.0,,0.75,55.5
2020-08-12,74,75.0,,0.75,55.5
2020-08-13,71,75.0,,0.75,53.25
2020-08-14,77,75.0,,0.75,57.75
2020-08-15,100,75.0,,0.75,75.0
2020-08-16,98,75.0,,0.75,73.5
2020-08-17,93,75.0,,0.75,69.75
2020-08-18,81,75.0,,0.75,60.75
2020-08-19,77,75.0,,0.75,57.75
2020-08-20,70,75.0,,0.75,52.5
2020-08-21,67,75.0,,0.75,50.25
2020-08-22,76,75.0,,0.75,57.0
2020-08-23,77,75.0,,0.75,57.75
2020-08-24,71,75.0,,0.75,53.25
2020-08-25,67,75.0,,0.75,50.25
2020-08-26,63,75.0,,0.75,47.25
2020-08-27,62,75.0,,0.75,46.5
2020-08-28,65,75.0,,0.75,48.75
2020-08-29,65,75.0,,0.75,48.75
2020-08-30,63,75.0,,0.75,47.25
2020-08-31,57,75.0,,0.75,42.75
2020-09-01,73,46.0,False,0.46,33.58
2020-09-02,75,46.0,,0.46,34.5
2020-09-03,75,46.0,,0.46,34.5
2020-09-04,78,46.0,,0.46,35.88
