date,AAL_unscaled,AAL_monthly,isPartial,scale,AAL
2019-07-30,93,5.0,,0.05,4.65
2019-07-31,72,5.0,,0.05,3.6
2019-08-01,44,6.0,False,0.06,2.6399999999999997
2019-08-02,63,6.0,,0.06,3.78
2019-08-03,17,6.0,,0.06,1.02
2019-08-04,20,6.0,,0.06,1.2
2019-08-05,43,6.0,,0.06,2.58
2019-08-06,60,6.0,,0.06,3.5999999999999996
2019-08-07,53,6.0,,0.06,3.1799999999999997
2019-08-08,65,6.0,,0.06,3.9
2019-08-09,56,6.0,,0.06,3.36
2019-08-10,17,6.0,,0.06,1.02
2019-08-11,20,6.0,,0.06,1.2
2019-08-12,54,6.0,,0.06,3.2399999999999998
2019-08-13,74,6.0,,0.06,4.4399999999999995
2019-08-14,88,6.0,,0.06,5.279999999999999
2019-08-15,75,6.0,,0.06,4.5
2019-08-16,100,6.0,,0.06,6.0
2019-08-17,31,6.0,,0.06,1.8599999999999999
2019-08-18,34,6.0,,0.06,2.04
2019-08-19,59,6.0,,0.06,3.54
2019-08-20,60,6.0,,0.06,3.5999999999999996
2019-08-21,83,6.0,,0.06,4.9799999999999995
2019-08-22,55,6.0,,0.06,3.3
2019-08-23,77,6.0,,0.06,4.62
2019-08-24,34,6.0,,0.06,2.04
2019-08-25,11,6.0,,0.06,0.6599999999999999
2019-08-26,77,6.0,,0.06,4.62
2019-08-27,65,6.0,,0.06,3.9
2019-08-28,59,6.0,,0.06,3.54
2019-08-29,89,6.0,,0.06,5.34
2019-08-30,73,6.0,,0.06,4.38
2019-08-31,29,6.0,,0.06,1.74
2019-09-01,29,6.0,False,0.06,1.74
2019-09-02,11,6.0,,0.06,0.6599999999999999
2019-09-03,58,6.0,,0.06,3.48
2019-09-04,88,6.0,,0.06,5.279999999999999
2019-09-05,88,6.0,,0.06,5.279999999999999
2019-09-06,76,6.0,,0.06,4.56
2019-09-07,23,6.0,,0.06,1.38
2019-09-08,26,6.0,,0.06,1.56
2019-09-09,90,6.0,,0.06,5.3999999999999995
2019-09-10,56,6.0,,0.06,3.36
2019-09-11,93,6.0,,0.06,5.58
2019-09-12,100,6.0,,0.06,6.0
2019-09-13,86,6.0,,0.06,5.16
2019-09-14,42,6.0,,0.06,2.52
2019-09-15,20,6.0,,0.06,1.2
2019-09-16,88,6.0,,0.06,5.279999999999999
2019-09-17,84,6.0,,0.06,5.04
2019-09-18,67,6.0,,0.06,4.02
2019-09-19,85,6.0,,0.06,5.1
2019-09-20,62,6.0,,0.06,3.7199999999999998
2019-09-21,12,6.0,,0.06,0.72
2019-09-22,29,6.0,,0.06,1.74
2019-09-23,45,6.0,,0.06,2.6999999999999997
2019-09-24,51,6.0,,0.06,3.06
2019-09-25,69,6.0,,0.06,4.14
2019-09-26,55,6.0,,0.06,3.3
2019-09-27,43,6.0,,0.06,2.58
2019-09-28,49,6.0,,0.06,2.94
2019-09-29,24,6.0,,0.06,1.44
2019-09-30,59,6.0,,0.06,3.54
2019-10-01,42,6.0,False,0.06,2.52
2019-10-02,46,6.0,,0.06,2.76
2019-10-03,78,6.0,,0.06,4.68
2019-10-04,95,6.0,,0.06,5.7
2019-10-05,34,6.0,,0.06,2.04
2019-10-06,37,6.0,,0.06,2.2199999999999998
2019-10-07,45,6.0,,0.06,2.6999999999999997
2019-10-08,82,6.0,,0.06,4.92
2019-10-09,100,6.0,,0.06,6.0
2019-10-10,88,6.0,,0.06,5.279999999999999
2019-10-11,79,6.0,,0.06,4.74
2019-10-12,43,6.0,,0.06,2.58
2019-10-13,28,6.0,,0.06,1.68
2019-10-14,59,6.0,,0.06,3.54
2019-10-15,60,6.0,,0.06,3.5999999999999996
2019-10-16,85,6.0,,0.06,5.1
2019-10-17,70,6.0,,0.06,4.2
2019-10-18,72,6.0,,0.06,4.32
2019-10-19,38,6.0,,0.06,2.28
2019-10-20,31,6.0,,0.06,1.8599999999999999
2019-10-21,70,6.0,,0.06,4.2
2019-10-22,84,6.0,,0.06,5.04
2019-10-23,71,6.0,,0.06,4.26
2019-10-24,94,6.0,,0.06,5.64
2019-10-25,73,6.0,,0.06,4.38
2019-10-26,50,6.0,,0.06,3.0
2019-10-27,40,6.0,,0.06,2.4
2019-10-28,49,6.0,,0.06,2.94
2019-10-29,85,6.0,,0.06,5.1
2019-10-30,68,6.0,,0.06,4.08
2019-10-31,80,6.0,,0.06,4.8
2019-11-01,45,5.0,False,0.05,2.25
2019-11-02,41,5.0,,0.05,2.0500000000000003
2019-11-03,25,5.0,,0.05,1.25
2019-11-04,100,5.0,,0.05,5.0
2019-11-05,98,5.0,,0.05,4.9
2019-11-06,78,5.0,,0.05,3.9000000000000004
2019-11-07,70,5.0,,0.05,3.5
2019-11-08,68,5.0,,0.05,3.4000000000000004
2019-11-09,32,5.0,,0.05,1.6
2019-11-10,39,5.0,,0.05,1.9500000000000002
2019-11-11,67,5.0,,0.05,3.35
2019-11-12,70,5.0,,0.05,3.5
2019-11-13,77,5.0,,0.05,3.85
2019-11-14,53,5.0,,0.05,2.6500000000000004
2019-11-15,56,5.0,,0.05,2.8000000000000003
2019-11-16,46,5.0,,0.05,2.3000000000000003
2019-11-17,35,5.0,,0.05,1.75
2019-11-18,56,5.0,,0.05,2.8000000000000003
2019-11-19,51,5.0,,0.05,2.5500000000000003
2019-11-20,61,5.0,,0.05,3.0500000000000003
2019-11-21,82,5.0,,0.05,4.1000000000000005
2019-11-22,99,5.0,,0.05,4.95
2019-11-23,31,5.0,,0.05,1.55
2019-11-24,25,5.0,,0.05,1.25
2019-11-25,73,5.0,,0.05,3.6500000000000004
2019-11-26,89,5.0,,0.05,4.45
2019-11-27,62,5.0,,0.05,3.1
2019-11-28,21,5.0,,0.05,1.05
2019-11-29,63,5.0,,0.05,3.1500000000000004
2019-11-30,20,5.0,,0.05,1.0
2019-12-01,35,4.0,False,0.04,1.4000000000000001
2019-12-02,59,4.0,,0.04,2.36
2019-12-03,55,4.0,,0.04,2.2
2019-12-04,65,4.0,,0.04,2.6
2019-12-05,100,4.0,,0.04,4.0
2019-12-06,60,4.0,,0.04,2.4
2019-12-07,20,4.0,,0.04,0.8
2019-12-08,20,4.0,,0.04,0.8
2019-12-09,57,4.0,,0.04,2.2800000000000002
2019-12-10,81,4.0,,0.04,3.24
2019-12-11,48,4.0,,0.04,1.92
2019-12-12,63,4.0,,0.04,2.52
2019-12-13,54,4.0,,0.04,2.16
2019-12-14,17,4.0,,0.04,0.68
2019-12-15,30,4.0,,0.04,1.2
2019-12-16,51,4.0,,0.04,2.04
2019-12-17,78,4.0,,0.04,3.12
2019-12-18,89,4.0,,0.04,3.56
2019-12-19,56,4.0,,0.04,2.24
2019-12-20,73,4.0,,0.04,2.92
2019-12-21,17,4.0,,0.04,0.68
2019-12-22,38,4.0,,0.04,1.52
2019-12-23,67,4.0,,0.04,2.68
2019-12-24,51,4.0,,0.04,2.04
2019-12-25,38,4.0,,0.04,1.52
2019-12-26,60,4.0,,0.04,2.4
2019-12-27,69,4.0,,0.04,2.7600000000000002
2019-12-28,30,4.0,,0.04,1.2
2019-12-29,42,4.0,,0.04,1.68
2019-12-30,43,4.0,,0.04,1.72
2019-12-31,63,4.0,,0.04,2.52
2020-01-01,21,6.0,False,0.06,1.26
2020-01-02,44,6.0,,0.06,2.6399999999999997
2020-01-03,73,6.0,,0.06,4.38
2020-01-04,26,6.0,,0.06,1.56
2020-01-05,24,6.0,,0.06,1.44
2020-01-06,54,6.0,,0.06,3.2399999999999998
2020-01-07,64,6.0,,0.06,3.84
2020-01-08,59,6.0,,0.06,3.54
2020-01-09,44,6.0,,0.06,2.6399999999999997
2020-01-10,47,6.0,,0.06,2.82
2020-01-11,20,6.0,,0.06,1.2
2020-01-12,21,6.0,,0.06,1.26
2020-01-13,44,6.0,,0.06,2.6399999999999997
2020-01-14,46,6.0,,0.06,2.76
2020-01-15,35,6.0,,0.06,2.1
2020-01-16,52,6.0,,0.06,3.12
2020-01-17,61,6.0,,0.06,3.6599999999999997
2020-01-18,22,6.0,,0.06,1.3199999999999998
2020-01-19,17,6.0,,0.06,1.02
2020-01-20,12,6.0,,0.06,0.72
2020-01-21,39,6.0,,0.06,2.34
2020-01-22,74,6.0,,0.06,4.4399999999999995
2020-01-23,100,6.0,,0.06,6.0
2020-01-24,62,6.0,,0.06,3.7199999999999998
2020-01-25,26,6.0,,0.06,1.56
2020-01-26,18,6.0,,0.06,1.08
2020-01-27,66,6.0,,0.06,3.96
2020-01-28,58,6.0,,0.06,3.48
2020-01-29,78,6.0,,0.06,4.68
2020-01-30,53,6.0,,0.06,3.1799999999999997
2020-01-31,50,6.0,,0.06,3.0
2020-02-01,15,8.0,False,0.08,1.2
2020-02-02,8,8.0,,0.08,0.64
2020-02-03,29,8.0,,0.08,2.32
2020-02-04,22,8.0,,0.08,1.76
2020-02-05,27,8.0,,0.08,2.16
2020-02-06,20,8.0,,0.08,1.6
2020-02-07,26,8.0,,0.08,2.08
2020-02-08,8,8.0,,0.08,0.64
2020-02-09,8,8.0,,0.08,0.64
2020-02-10,23,8.0,,0.08,1.84
2020-02-11,20,8.0,,0.08,1.6
2020-02-12,25,8.0,,0.08,2.0
2020-02-13,24,8.0,,0.08,1.92
2020-02-14,25,8.0,,0.08,2.0
2020-02-15,13,8.0,,0.08,1.04
2020-02-16,16,8.0,,0.08,1.28
2020-02-17,6,8.0,,0.08,0.48
2020-02-18,21,8.0,,0.08,1.68
2020-02-19,21,8.0,,0.08,1.68
2020-02-20,22,8.0,,0.08,1.76
2020-02-21,20,8.0,,0.08,1.6
2020-02-22,11,8.0,,0.08,0.88
2020-02-23,9,8.0,,0.08,0.72
2020-02-24,46,8.0,,0.08,3.68
2020-02-25,55,8.0,,0.08,4.4
2020-02-26,58,8.0,,0.08,4.64
2020-02-27,72,8.0,,0.08,5.76
2020-02-28,100,8.0,,0.08,8.0
2020-02-29,37,8.0,,0.08,2.96
2020-03-01,6,58.0,False,0.58,3.4799999999999995
2020-03-02,32,58.0,,0.58,18.56
2020-03-03,24,58.0,,0.58,13.919999999999998
2020-03-04,26,58.0,,0.58,15.079999999999998
2020-03-05,40,58.0,,0.58,23.2
2020-03-06,54,58.0,,0.58,31.319999999999997
2020-03-07,16,58.0,,0.58,9.28
2020-03-08,11,58.0,,0.58,6.38
2020-03-09,51,58.0,,0.58,29.58
2020-03-10,59,58.0,,0.58,34.22
2020-03-11,53,58.0,,0.58,30.74
2020-03-12,76,58.0,,0.58,44.08
2020-03-13,73,58.0,,0.58,42.339999999999996
2020-03-14,19,58.0,,0.58,11.02
2020-03-15,14,58.0,,0.58,8.12
2020-03-16,92,58.0,,0.58,53.36
2020-03-17,77,58.0,,0.58,44.66
2020-03-18,78,58.0,,0.58,45.239999999999995
2020-03-19,78,58.0,,0.58,45.239999999999995
2020-03-20,71,58.0,,0.58,41.18
2020-03-21,19,58.0,,0.58,11.02
2020-03-22,11,58.0,,0.58,6.38
2020-03-23,52,58.0,,0.58,30.159999999999997
2020-03-24,76,58.0,,0.58,44.08
2020-03-25,100,58.0,,0.58,57.99999999999999
2020-03-26,86,58.0,,0.58,49.879999999999995
2020-03-27,69,58.0,,0.58,40.019999999999996
2020-03-28,17,58.0,,0.58,9.86
2020-03-29,12,58.0,,0.58,6.959999999999999
2020-03-30,65,58.0,,0.58,37.699999999999996
2020-03-31,61,58.0,,0.58,35.379999999999995
2020-04-01,70,72.0,False,0.72,50.4
2020-04-02,74,72.0,,0.72,53.28
2020-04-03,88,72.0,,0.72,63.36
2020-04-04,39,72.0,,0.72,28.08
2020-04-05,23,72.0,,0.72,16.56
2020-04-06,86,72.0,,0.72,61.919999999999995
2020-04-07,82,72.0,,0.72,59.04
2020-04-08,78,72.0,,0.72,56.16
2020-04-09,90,72.0,,0.72,64.8
2020-04-10,40,72.0,,0.72,28.799999999999997
2020-04-11,20,72.0,,0.72,14.399999999999999
2020-04-12,16,72.0,,0.72,11.52
2020-04-13,69,72.0,,0.72,49.68
2020-04-14,86,72.0,,0.72,61.919999999999995
2020-04-15,100,72.0,,0.72,72.0
2020-04-16,77,72.0,,0.72,55.44
2020-04-17,77,72.0,,0.72,55.44
2020-04-18,21,72.0,,0.72,15.12
2020-04-19,13,72.0,,0.72,9.36
2020-04-20,65,72.0,,0.72,46.8
2020-04-21,55,72.0,,0.72,39.6
2020-04-22,73,72.0,,0.72,52.559999999999995
2020-04-23,67,72.0,,0.72,48.239999999999995
2020-04-24,61,72.0,,0.72,43.92
2020-04-25,18,72.0,,0.72,12.959999999999999
2020-04-26,12,72.0,,0.72,8.64
2020-04-27,65,72.0,,0.72,46.8
2020-04-28,79,72.0,,0.72,56.879999999999995
2020-04-29,87,72.0,,0.72,62.64
2020-04-30,94,72.0,,0.72,67.67999999999999
2020-05-01,69,61.0,False,0.61,42.089999999999996
2020-05-02,22,61.0,,0.61,13.42
2020-05-03,29,61.0,,0.61,17.69
2020-05-04,100,61.0,,0.61,61.0
2020-05-05,82,61.0,,0.61,50.019999999999996
2020-05-06,73,61.0,,0.61,44.53
2020-05-07,61,61.0,,0.61,37.21
2020-05-08,61,61.0,,0.61,37.21
2020-05-09,20,61.0,,0.61,12.2
2020-05-10,14,61.0,,0.61,8.54
2020-05-11,51,61.0,,0.61,31.11
2020-05-12,55,61.0,,0.61,33.55
2020-05-13,60,61.0,,0.61,36.6
2020-05-14,61,61.0,,0.61,37.21
2020-05-15,48,61.0,,0.61,29.28
2020-05-16,14,61.0,,0.61,8.54
2020-05-17,11,61.0,,0.61,6.71
2020-05-18,60,61.0,,0.61,36.6
2020-05-19,48,61.0,,0.61,29.28
2020-05-20,47,61.0,,0.61,28.669999999999998
2020-05-21,40,61.0,,0.61,24.4
2020-05-22,46,61.0,,0.61,28.06
2020-05-23,13,61.0,,0.61,7.93
2020-05-24,10,61.0,,0.61,6.1
2020-05-25,11,61.0,,0.61,6.71
2020-05-26,53,61.0,,0.61,32.33
2020-05-27,69,61.0,,0.61,42.089999999999996
2020-05-28,64,61.0,,0.61,39.04
2020-05-29,47,61.0,,0.61,28.669999999999998
2020-05-30,14,61.0,,0.61,8.54
2020-05-31,11,61.0,,0.61,6.71
2020-06-01,19,100.0,False,1.0,19.0
2020-06-02,18,100.0,,1.0,18.0
2020-06-03,22,100.0,,1.0,22.0
2020-06-04,50,100.0,,1.0,50.0
2020-06-05,100,100.0,,1.0,100.0
2020-06-06,20,100.0,,1.0,20.0
2020-06-07,11,100.0,,1.0,11.0
2020-06-08,46,100.0,,1.0,46.0
2020-06-09,41,100.0,,1.0,41.0
2020-06-10,42,100.0,,1.0,42.0
2020-06-11,41,100.0,,1.0,41.0
2020-06-12,43,100.0,,1.0,43.0
2020-06-13,9,100.0,,1.0,9.0
2020-06-14,6,100.0,,1.0,6.0
2020-06-15,32,100.0,,1.0,32.0
2020-06-16,34,100.0,,1.0,34.0
2020-06-17,28,100.0,,1.0,28.0
2020-06-18,23,100.0,,1.0,23.0
2020-06-19,23,100.0,,1.0,23.0
2020-06-20,6,100.0,,1.0,6.0
2020-06-21,5,100.0,,1.0,5.0
2020-06-22,33,100.0,,1.0,33.0
2020-06-23,34,100.0,,1.0,34.0
2020-06-24,32,100.0,,1.0,32.0
2020-06-25,31,100.0,,1.0,31.0
2020-06-26,27,100.0,,1.0,27.0
2020-06-27,9,100.0,,1.0,9.0
2020-06-28,5,100.0,,1.0,5.0
2020-06-29,30,100.0,,1.0,30.0
2020-06-30,25,100.0,,1.0,25.0
2020-07-01,70,55.0,False,0.55,38.5
2020-07-02,92,55.0,,0.55,50.6
2020-07-03,27,55.0,,0.55,14.850000000000001
2020-07-04,9,55.0,,0.55,4.95
2020-07-05,10,55.0,,0.55,5.5
2020-07-06,72,55.0,,0.55,39.6
2020-07-07,67,55.0,,0.55,36.85
2020-07-08,74,55.0,,0.55,40.7
2020-07-09,62,55.0,,0.55,34.1
2020-07-10,69,55.0,,0.55,37.95
2020-07-11,17,55.0,,0.55,9.350000000000001
2020-07-12,12,55.0,,0.55,6.6000000000000005
2020-07-13,67,55.0,,0.55,36.85
2020-07-14,62,55.0,,0.55,34.1
2020-07-15,99,55.0,,0.55,54.45
2020-07-16,100,55.0,,0.55,55.00000000000001
2020-07-17,61,55.0,,0.55,33.550000000000004
2020-07-18,18,55.0,,0.55,9.9
2020-07-19,12,55.0,,0.55,6.6000000000000005
2020-07-20,68,55.0,,0.55,37.400000000000006
2020-07-21,65,55.0,,0.55,35.75
2020-07-22,69,55.0,,0.55,37.95
2020-07-23,85,55.0,,0.55,46.75000000000001
2020-07-24,56,55.0,,0.55,30.800000000000004
2020-07-25,14,55.0,,0.55,7.700000000000001
2020-07-26,9,55.0,,0.55,4.95
2020-07-27,56,55.0,,0.55,30.800000000000004
2020-07-28,54,55.0,,0.55,29.700000000000003
2020-07-29,53,55.0,,0.55,29.150000000000002
2020-07-30,47,55.0,,0.55,25.85
2020-07-31,50,55.0,,0.55,27.500000000000004
2020-08-01,13,41.0,False,0.41,5.33
2020-08-02,11,41.0,,0.41,4.51
2020-08-03,59,41.0,,0.41,24.189999999999998
2020-08-04,60,41.0,,0.41,24.599999999999998
2020-08-05,84,41.0,,0.41,34.44
2020-08-06,95,41.0,,0.41,38.949999999999996
2020-08-07,71,41.0,,0.41,29.11
2020-08-08,20,41.0,,0.41,8.2
2020-08-09,10,41.0,,0.41,4.1
2020-08-10,82,41.0,,0.41,33.62
2020-08-11,100,41.0,,0.41,41.0
2020-08-12,78,41.0,,0.41,31.979999999999997
2020-08-13,55,41.0,,0.41,22.549999999999997
2020-08-14,52,41.0,,0.41,21.32
2020-08-15,13,41.0,,0.41,5.33
2020-08-16,15,41.0,,0.41,6.1499999999999995
2020-08-17,62,41.0,,0.41,25.419999999999998
2020-08-18,50,41.0,,0.41,20.5
2020-08-19,58,41.0,,0.41,23.779999999999998
2020-08-20,55,41.0,,0.41,22.549999999999997
2020-08-21,51,41.0,,0.41,20.91
2020-08-22,16,41.0,,0.41,6.56
2020-08-23,12,41.0,,0.41,4.92
2020-08-24,71,41.0,,0.41,29.11
2020-08-25,79,41.0,,0.41,32.39
2020-08-26,52,41.0,,0.41,21.32
2020-08-27,69,41.0,,0.41,28.29
2020-08-28,59,41.0,,0.41,24.189999999999998
2020-08-29,15,41.0,,0.41,6.1499999999999995
2020-08-30,11,41.0,,0.41,4.51
2020-08-31,53,41.0,,0.41,21.73
2020-09-01,86,27.0,False,0.27,23.220000000000002
2020-09-02,100,27.0,,0.27,27.0
2020-09-03,94,27.0,,0.27,25.380000000000003
2020-09-04,95,27.0,,0.27,25.650000000000002
2020-09-05,29,27.0,,0.27,7.83
2020-09-06,14,27.0,,0.27,3.7800000000000002
2020-09-07,25,27.0,,0.27,6.75
2020-09-08,92,27.0,,0.27,24.840000000000003
2020-09-09,85,27.0,,0.27,22.950000000000003
2020-09-10,85,27.0,,0.27,22.950000000000003
2020-09-11,66,27.0,,0.27,17.82
2020-09-12,23,27.0,,0.27,6.210000000000001
2020-09-13,13,27.0,,0.27,3.5100000000000002
2020-09-14,69,27.0,,0.27,18.630000000000003
2020-09-15,76,27.0,,0.27,20.520000000000003
2020-09-16,88,27.0,,0.27,23.76
2020-09-17,80,27.0,,0.27,21.6
2020-09-18,65,27.0,,0.27,17.55
2020-09-19,12,27.0,,0.27,3.24
2020-09-20,10,27.0,,0.27,2.7
2020-09-21,67,27.0,,0.27,18.09
2020-09-22,66,27.0,,0.27,17.82
2020-09-23,69,27.0,,0.27,18.630000000000003
2020-09-24,61,27.0,,0.27,16.470000000000002
2020-09-25,78,27.0,,0.27,21.060000000000002
2020-09-26,37,27.0,,0.27,9.99
2020-09-27,15,27.0,,0.27,4.050000000000001
2020-09-28,85,27.0,,0.27,22.950000000000003
2020-09-29,70,27.0,,0.27,18.900000000000002
2020-09-30,88,27.0,,0.27,23.76
2020-10-01,81,27.0,False,0.27,21.87
2020-10-02,66,27.0,,0.27,17.82
2020-10-03,19,27.0,,0.27,5.130000000000001
2020-10-04,12,27.0,,0.27,3.24
2020-10-05,69,27.0,,0.27,18.630000000000003
2020-10-06,66,27.0,,0.27,17.82
2020-10-07,77,27.0,,0.27,20.790000000000003
2020-10-08,79,27.0,,0.27,21.330000000000002
2020-10-09,68,27.0,,0.27,18.36
2020-10-10,17,27.0,,0.27,4.59
2020-10-11,12,27.0,,0.27,3.24
2020-10-12,54,27.0,,0.27,14.580000000000002
2020-10-13,58,27.0,,0.27,15.66
2020-10-14,55,27.0,,0.27,14.850000000000001
2020-10-15,65,27.0,,0.27,17.55
2020-10-16,64,27.0,,0.27,17.28
2020-10-17,19,27.0,,0.27,5.130000000000001
2020-10-18,12,27.0,,0.27,3.24
2020-10-19,68,27.0,,0.27,18.36
2020-10-20,67,27.0,,0.27,18.09
2020-10-21,57,27.0,,0.27,15.39
2020-10-22,100,27.0,,0.27,27.0
2020-10-23,65,27.0,,0.27,17.55
2020-10-24,14,27.0,,0.27,3.7800000000000002
2020-10-25,17,27.0,,0.27,4.59
2020-10-26,60,27.0,,0.27,16.200000000000003
2020-10-27,59,27.0,,0.27,15.930000000000001
2020-10-28,70,27.0,,0.27,18.900000000000002
2020-10-29,68,27.0,,0.27,18.36
2020-10-30,61,27.0,,0.27,16.470000000000002
2020-10-31,16,27.0,,0.27,4.32
2020-11-01,7,30.0,False,0.3,2.1
2020-11-02,44,30.0,,0.3,13.2
2020-11-03,43,30.0,,0.3,12.9
2020-11-04,26,30.0,,0.3,7.8
2020-11-05,30,30.0,,0.3,9.0
2020-11-06,30,30.0,,0.3,9.0
2020-11-07,7,30.0,,0.3,2.1
2020-11-08,9,30.0,,0.3,2.6999999999999997
2020-11-09,100,30.0,,0.3,30.0
2020-11-10,82,30.0,,0.3,24.599999999999998
2020-11-11,68,30.0,,0.3,20.4
2020-11-12,60,30.0,,0.3,18.0
2020-11-13,65,30.0,,0.3,19.5
2020-11-14,14,30.0,,0.3,4.2
2020-11-15,10,30.0,,0.3,3.0
2020-11-16,74,30.0,,0.3,22.2
2020-11-17,58,30.0,,0.3,17.4
2020-11-18,64,30.0,,0.3,19.2
2020-11-19,60,30.0,,0.3,18.0
2020-11-20,52,30.0,,0.3,15.6
2020-11-21,15,30.0,,0.3,4.5
2020-11-22,10,30.0,,0.3,3.0
2020-11-23,56,30.0,,0.3,16.8
2020-11-24,98,30.0,,0.3,29.4
2020-11-25,84,30.0,,0.3,25.2
2020-11-26,18,30.0,,0.3,5.3999999999999995
2020-11-27,50,30.0,,0.3,15.0
2020-11-28,16,30.0,,0.3,4.8
2020-11-29,15,30.0,,0.3,4.5
2020-11-30,62,30.0,,0.3,18.599999999999998
2020-12-01,62,41.0,False,0.41,25.419999999999998
2020-12-02,60,41.0,,0.41,24.599999999999998
2020-12-03,96,41.0,,0.41,39.36
2020-12-04,100,41.0,,0.41,41.0
2020-12-05,23,41.0,,0.41,9.43
2020-12-06,12,41.0,,0.41,4.92
2020-12-07,86,41.0,,0.41,35.26
2020-12-08,87,41.0,,0.41,35.669999999999995
2020-12-09,83,41.0,,0.41,34.03
2020-12-10,83,41.0,,0.41,34.03
2020-12-11,83,41.0,,0.41,34.03
2020-12-12,20,41.0,,0.41,8.2
2020-12-13,16,41.0,,0.41,6.56
2020-12-14,77,41.0,,0.41,31.569999999999997
2020-12-15,64,41.0,,0.41,26.24
2020-12-16,76,41.0,,0.41,31.159999999999997
2020-12-17,71,41.0,,0.41,29.11
2020-12-18,55,41.0,,0.41,22.549999999999997
2020-12-19,16,41.0,,0.41,6.56
2020-12-20,10,41.0,,0.41,4.1
2020-12-21,77,41.0,,0.41,31.569999999999997
2020-12-22,78,41.0,,0.41,31.979999999999997
2020-12-23,59,41.0,,0.41,24.189999999999998
2020-12-24,48,41.0,,0.41,19.68
2020-12-25,12,41.0,,0.41,4.92
2020-12-26,11,41.0,,0.41,4.51
2020-12-27,11,41.0,,0.41,4.51
2020-12-28,61,41.0,,0.41,25.009999999999998
2020-12-29,58,41.0,,0.41,23.779999999999998
2020-12-30,54,41.0,,0.41,22.139999999999997
2020-12-31,46,41.0,,0.41,18.86
2021-01-01,4,41.0,False,0.41,1.64
2021-01-02,2,41.0,,0.41,0.82
2021-01-03,3,41.0,,0.41,1.23
2021-01-04,14,41.0,,0.41,5.739999999999999
2021-01-05,14,41.0,,0.41,5.739999999999999
2021-01-06,14,41.0,,0.41,5.739999999999999
2021-01-07,13,41.0,,0.41,5.33
2021-01-08,12,41.0,,0.41,4.92
2021-01-09,4,41.0,,0.41,1.64
2021-01-10,3,41.0,,0.41,1.23
2021-01-11,12,41.0,,0.41,4.92
2021-01-12,15,41.0,,0.41,6.1499999999999995
2021-01-13,14,41.0,,0.41,5.739999999999999
2021-01-14,14,41.0,,0.41,5.739999999999999
2021-01-15,15,41.0,,0.41,6.1499999999999995
2021-01-16,4,41.0,,0.41,1.64
2021-01-17,3,41.0,,0.41,1.23
2021-01-18,4,41.0,,0.41,1.64
2021-01-19,14,41.0,,0.41,5.739999999999999
2021-01-20,14,41.0,,0.41,5.739999999999999
2021-01-21,13,41.0,,0.41,5.33
2021-01-22,12,41.0,,0.41,4.92
2021-01-23,4,41.0,,0.41,1.64
2021-01-24,3,41.0,,0.41,1.23
2021-01-25,13,41.0,,0.41,5.33
2021-01-26,12,41.0,,0.41,4.92
2021-01-27,24,41.0,,0.41,9.84
2021-01-28,100,41.0,,0.41,41.0
2021-01-29,66,41.0,,0.41,27.06
2021-01-30,13,41.0,,0.41,5.33
2021-01-31,10,41.0,,0.41,4.1
2021-02-01,100,35.0,False,0.35,35.0
2021-02-02,83,35.0,,0.35,29.049999999999997
2021-02-03,83,35.0,,0.35,29.049999999999997
2021-02-04,75,35.0,,0.35,26.25
2021-02-05,58,35.0,,0.35,20.299999999999997
2021-02-06,21,35.0,,0.35,7.35
2021-02-07,14,35.0,,0.35,4.8999999999999995
2021-02-08,61,35.0,,0.35,21.349999999999998
2021-02-09,62,35.0,,0.35,21.7
2021-02-10,52,35.0,,0.35,18.2
2021-02-11,47,35.0,,0.35,16.45
2021-02-12,47,35.0,,0.35,16.45
2021-02-13,14,35.0,,0.35,4.8999999999999995
2021-02-14,10,35.0,,0.35,3.5
2021-02-15,15,35.0,,0.35,5.25
2021-02-16,47,35.0,,0.35,16.45
2021-02-17,51,35.0,,0.35,17.849999999999998
2021-02-18,45,35.0,,0.35,15.749999999999998
2021-02-19,50,35.0,,0.35,17.5
2021-02-20,22,35.0,,0.35,7.699999999999999
2021-02-21,14,35.0,,0.35,4.8999999999999995
2021-02-22,86,35.0,,0.35,30.099999999999998
2021-02-23,89,35.0,,0.35,31.15
2021-02-24,98,35.0,,0.35,34.3
2021-02-25,88,35.0,,0.35,30.799999999999997
2021-02-26,79,35.0,,0.35,27.65
2021-02-27,21,35.0,,0.35,7.35
2021-02-28,13,35.0,,0.35,4.55
2021-03-01,63,35.0,False,0.35,22.049999999999997
2021-03-02,63,35.0,,0.35,22.049999999999997
2021-03-03,68,35.0,,0.35,23.799999999999997
2021-03-04,73,35.0,,0.35,25.549999999999997
2021-03-05,76,35.0,,0.35,26.599999999999998
2021-03-06,22,35.0,,0.35,7.699999999999999
2021-03-07,11,35.0,,0.35,3.8499999999999996
2021-03-08,56,35.0,,0.35,19.599999999999998
2021-03-09,65,35.0,,0.35,22.75
2021-03-10,66,35.0,,0.35,23.099999999999998
2021-03-11,64,35.0,,0.35,22.4
2021-03-12,69,35.0,,0.35,24.15
2021-03-13,24,35.0,,0.35,8.399999999999999
2021-03-14,16,35.0,,0.35,5.6
2021-03-15,100,35.0,,0.35,35.0
2021-03-16,84,35.0,,0.35,29.4
2021-03-17,72,35.0,,0.35,25.2
2021-03-18,69,35.0,,0.35,24.15
2021-03-19,58,35.0,,0.35,20.299999999999997
