date,PSA_unscaled,PSA_monthly,isPartial,scale,PSA
2019-08-23,82,52.0,,0.52,42.64
2019-08-24,67,52.0,,0.52,34.84
2019-08-25,60,52.0,,0.52,31.200000000000003
2019-08-26,73,52.0,,0.52,37.96
2019-08-27,93,52.0,,0.52,48.36
2019-08-28,85,52.0,,0.52,44.2
2019-08-29,83,52.0,,0.52,43.160000000000004
2019-08-30,80,52.0,,0.52,41.6
2019-08-31,68,52.0,,0.52,35.36
2019-09-01,30,62.0,False,0.62,18.6
2019-09-02,33,62.0,,0.62,20.46
2019-09-03,41,62.0,,0.62,25.419999999999998
2019-09-04,45,62.0,,0.62,27.9
2019-09-05,47,62.0,,0.62,29.14
2019-09-06,43,62.0,,0.62,26.66
2019-09-07,33,62.0,,0.62,20.46
2019-09-08,30,62.0,,0.62,18.6
2019-09-09,46,62.0,,0.62,28.52
2019-09-10,51,62.0,,0.62,31.62
2019-09-11,42,62.0,,0.62,26.04
2019-09-12,44,62.0,,0.62,27.28
2019-09-13,43,62.0,,0.62,26.66
2019-09-14,42,62.0,,0.62,26.04
2019-09-15,34,62.0,,0.62,21.08
2019-09-16,48,62.0,,0.62,29.759999999999998
2019-09-17,51,62.0,,0.62,31.62
2019-09-18,100,62.0,,0.62,62.0
2019-09-19,92,62.0,,0.62,57.04
2019-09-20,64,62.0,,0.62,39.68
2019-09-21,55,62.0,,0.62,34.1
2019-09-22,39,62.0,,0.62,24.18
2019-09-23,51,62.0,,0.62,31.62
2019-09-24,53,62.0,,0.62,32.86
2019-09-25,52,62.0,,0.62,32.24
2019-09-26,51,62.0,,0.62,31.62
2019-09-27,46,62.0,,0.62,28.52
2019-09-28,38,62.0,,0.62,23.56
2019-09-29,34,62.0,,0.62,21.08
2019-09-30,46,62.0,,0.62,28.52
2019-10-01,70,61.0,False,0.61,42.699999999999996
2019-10-02,67,61.0,,0.61,40.87
2019-10-03,83,61.0,,0.61,50.629999999999995
2019-10-04,74,61.0,,0.61,45.14
2019-10-05,46,61.0,,0.61,28.06
2019-10-06,46,61.0,,0.61,28.06
2019-10-07,72,61.0,,0.61,43.92
2019-10-08,68,61.0,,0.61,41.48
2019-10-09,59,61.0,,0.61,35.99
2019-10-10,69,61.0,,0.61,42.089999999999996
2019-10-11,59,61.0,,0.61,35.99
2019-10-12,49,61.0,,0.61,29.89
2019-10-13,42,61.0,,0.61,25.62
2019-10-14,64,61.0,,0.61,39.04
2019-10-15,68,61.0,,0.61,41.48
2019-10-16,77,61.0,,0.61,46.97
2019-10-17,78,61.0,,0.61,47.58
2019-10-18,68,61.0,,0.61,41.48
2019-10-19,48,61.0,,0.61,29.28
2019-10-20,48,61.0,,0.61,29.28
2019-10-21,73,61.0,,0.61,44.53
2019-10-22,66,61.0,,0.61,40.26
2019-10-23,65,61.0,,0.61,39.65
2019-10-24,68,61.0,,0.61,41.48
2019-10-25,58,61.0,,0.61,35.38
2019-10-26,46,61.0,,0.61,28.06
2019-10-27,49,61.0,,0.61,29.89
2019-10-28,64,61.0,,0.61,39.04
2019-10-29,75,61.0,,0.61,45.75
2019-10-30,93,61.0,,0.61,56.73
2019-10-31,100,61.0,,0.61,61.0
2019-11-01,94,59.0,False,0.59,55.459999999999994
2019-11-02,73,59.0,,0.59,43.07
2019-11-03,67,59.0,,0.59,39.53
2019-11-04,85,59.0,,0.59,50.15
2019-11-05,100,59.0,,0.59,59.0
2019-11-06,98,59.0,,0.59,57.82
2019-11-07,86,59.0,,0.59,50.739999999999995
2019-11-08,94,59.0,,0.59,55.459999999999994
2019-11-09,66,59.0,,0.59,38.94
2019-11-10,61,59.0,,0.59,35.989999999999995
2019-11-11,82,59.0,,0.59,48.379999999999995
2019-11-12,87,59.0,,0.59,51.33
2019-11-13,92,59.0,,0.59,54.279999999999994
2019-11-14,87,59.0,,0.59,51.33
2019-11-15,92,59.0,,0.59,54.279999999999994
2019-11-16,59,59.0,,0.59,34.809999999999995
2019-11-17,59,59.0,,0.59,34.809999999999995
2019-11-18,88,59.0,,0.59,51.919999999999995
2019-11-19,94,59.0,,0.59,55.459999999999994
2019-11-20,99,59.0,,0.59,58.41
2019-11-21,96,59.0,,0.59,56.64
2019-11-22,80,59.0,,0.59,47.199999999999996
2019-11-23,67,59.0,,0.59,39.53
2019-11-24,75,59.0,,0.59,44.25
2019-11-25,83,59.0,,0.59,48.97
2019-11-26,82,59.0,,0.59,48.379999999999995
2019-11-27,77,59.0,,0.59,45.43
2019-11-28,70,59.0,,0.59,41.3
2019-11-29,71,59.0,,0.59,41.89
2019-11-30,59,59.0,,0.59,34.809999999999995
2019-12-01,62,56.0,False,0.56,34.720000000000006
2019-12-02,86,56.0,,0.56,48.160000000000004
2019-12-03,90,56.0,,0.56,50.400000000000006
2019-12-04,95,56.0,,0.56,53.2
2019-12-05,85,56.0,,0.56,47.6
2019-12-06,85,56.0,,0.56,47.6
2019-12-07,62,56.0,,0.56,34.720000000000006
2019-12-08,60,56.0,,0.56,33.6
2019-12-09,77,56.0,,0.56,43.120000000000005
2019-12-10,89,56.0,,0.56,49.84
2019-12-11,86,56.0,,0.56,48.160000000000004
2019-12-12,91,56.0,,0.56,50.96000000000001
2019-12-13,79,56.0,,0.56,44.24
2019-12-14,57,56.0,,0.56,31.92
2019-12-15,65,56.0,,0.56,36.400000000000006
2019-12-16,77,56.0,,0.56,43.120000000000005
2019-12-17,79,56.0,,0.56,44.24
2019-12-18,100,56.0,,0.56,56.00000000000001
2019-12-19,89,56.0,,0.56,49.84
2019-12-20,84,56.0,,0.56,47.040000000000006
2019-12-21,73,56.0,,0.56,40.88
2019-12-22,62,56.0,,0.56,34.720000000000006
2019-12-23,81,56.0,,0.56,45.36000000000001
2019-12-24,72,56.0,,0.56,40.32000000000001
2019-12-25,64,56.0,,0.56,35.84
2019-12-26,73,56.0,,0.56,40.88
2019-12-27,76,56.0,,0.56,42.56
2019-12-28,61,56.0,,0.56,34.160000000000004
2019-12-29,73,56.0,,0.56,40.88
2019-12-30,66,56.0,,0.56,36.96
2019-12-31,77,56.0,,0.56,43.120000000000005
2020-01-01,55,67.0,False,0.67,36.85
2020-01-02,77,67.0,,0.67,51.59
2020-01-03,75,67.0,,0.67,50.25
2020-01-04,56,67.0,,0.67,37.52
2020-01-05,54,67.0,,0.67,36.18
2020-01-06,82,67.0,,0.67,54.940000000000005
2020-01-07,74,67.0,,0.67,49.580000000000005
2020-01-08,74,67.0,,0.67,49.580000000000005
2020-01-09,78,67.0,,0.67,52.260000000000005
2020-01-10,82,67.0,,0.67,54.940000000000005
2020-01-11,65,67.0,,0.67,43.550000000000004
2020-01-12,62,67.0,,0.67,41.54
2020-01-13,72,67.0,,0.67,48.24
2020-01-14,83,67.0,,0.67,55.61000000000001
2020-01-15,73,67.0,,0.67,48.910000000000004
2020-01-16,78,67.0,,0.67,52.260000000000005
2020-01-17,73,67.0,,0.67,48.910000000000004
2020-01-18,65,67.0,,0.67,43.550000000000004
2020-01-19,62,67.0,,0.67,41.54
2020-01-20,75,67.0,,0.67,50.25
2020-01-21,89,67.0,,0.67,59.63
2020-01-22,96,67.0,,0.67,64.32000000000001
2020-01-23,91,67.0,,0.67,60.970000000000006
2020-01-24,92,67.0,,0.67,61.64
2020-01-25,81,67.0,,0.67,54.27
2020-01-26,76,67.0,,0.67,50.92
2020-01-27,100,67.0,,0.67,67.0
2020-01-28,100,67.0,,0.67,67.0
2020-01-29,92,67.0,,0.67,61.64
2020-01-30,91,67.0,,0.67,60.970000000000006
2020-01-31,80,67.0,,0.67,53.6
2020-02-01,75,66.0,False,0.66,49.5
2020-02-02,67,66.0,,0.66,44.22
2020-02-03,75,66.0,,0.66,49.5
2020-02-04,100,66.0,,0.66,66.0
2020-02-05,82,66.0,,0.66,54.120000000000005
2020-02-06,90,66.0,,0.66,59.400000000000006
2020-02-07,77,66.0,,0.66,50.82
2020-02-08,75,66.0,,0.66,49.5
2020-02-09,75,66.0,,0.66,49.5
2020-02-10,85,66.0,,0.66,56.1
2020-02-11,88,66.0,,0.66,58.080000000000005
2020-02-12,82,66.0,,0.66,54.120000000000005
2020-02-13,90,66.0,,0.66,59.400000000000006
2020-02-14,85,66.0,,0.66,56.1
2020-02-15,64,66.0,,0.66,42.24
2020-02-16,57,66.0,,0.66,37.620000000000005
2020-02-17,80,66.0,,0.66,52.800000000000004
2020-02-18,86,66.0,,0.66,56.760000000000005
2020-02-19,85,66.0,,0.66,56.1
2020-02-20,89,66.0,,0.66,58.74
2020-02-21,76,66.0,,0.66,50.160000000000004
2020-02-22,68,66.0,,0.66,44.88
2020-02-23,69,66.0,,0.66,45.54
2020-02-24,82,66.0,,0.66,54.120000000000005
2020-02-25,86,66.0,,0.66,56.760000000000005
2020-02-26,87,66.0,,0.66,57.42
2020-02-27,83,66.0,,0.66,54.78
2020-02-28,84,66.0,,0.66,55.440000000000005
2020-02-29,75,66.0,,0.66,49.5
2020-03-01,61,69.0,False,0.69,42.089999999999996
2020-03-02,84,69.0,,0.69,57.959999999999994
2020-03-03,85,69.0,,0.69,58.65
2020-03-04,93,69.0,,0.69,64.17
2020-03-05,87,69.0,,0.69,60.029999999999994
2020-03-06,81,69.0,,0.69,55.88999999999999
2020-03-07,73,69.0,,0.69,50.37
2020-03-08,70,69.0,,0.69,48.3
2020-03-09,77,69.0,,0.69,53.129999999999995
2020-03-10,87,69.0,,0.69,60.029999999999994
2020-03-11,95,69.0,,0.69,65.55
2020-03-12,90,69.0,,0.69,62.099999999999994
2020-03-13,87,69.0,,0.69,60.029999999999994
2020-03-14,73,69.0,,0.69,50.37
2020-03-15,75,69.0,,0.69,51.74999999999999
2020-03-16,90,69.0,,0.69,62.099999999999994
2020-03-17,90,69.0,,0.69,62.099999999999994
2020-03-18,82,69.0,,0.69,56.58
2020-03-19,92,69.0,,0.69,63.48
2020-03-20,85,69.0,,0.69,58.65
2020-03-21,76,69.0,,0.69,52.44
2020-03-22,74,69.0,,0.69,51.059999999999995
2020-03-23,79,69.0,,0.69,54.51
2020-03-24,88,69.0,,0.69,60.72
2020-03-25,98,69.0,,0.69,67.61999999999999
2020-03-26,100,69.0,,0.69,69.0
2020-03-27,91,69.0,,0.69,62.78999999999999
2020-03-28,86,69.0,,0.69,59.339999999999996
2020-03-29,74,69.0,,0.69,51.059999999999995
2020-03-30,73,69.0,,0.69,50.37
2020-03-31,84,69.0,,0.69,57.959999999999994
2020-04-01,100,62.0,False,0.62,62.0
2020-04-02,94,62.0,,0.62,58.28
2020-04-03,76,62.0,,0.62,47.12
2020-04-04,84,62.0,,0.62,52.08
2020-04-05,72,62.0,,0.62,44.64
2020-04-06,68,62.0,,0.62,42.16
2020-04-07,75,62.0,,0.62,46.5
2020-04-08,72,62.0,,0.62,44.64
2020-04-09,85,62.0,,0.62,52.7
2020-04-10,79,62.0,,0.62,48.98
2020-04-11,67,62.0,,0.62,41.54
2020-04-12,68,62.0,,0.62,42.16
2020-04-13,70,62.0,,0.62,43.4
2020-04-14,89,62.0,,0.62,55.18
2020-04-15,76,62.0,,0.62,47.12
2020-04-16,87,62.0,,0.62,53.94
2020-04-17,84,62.0,,0.62,52.08
2020-04-18,76,62.0,,0.62,47.12
2020-04-19,73,62.0,,0.62,45.26
2020-04-20,67,62.0,,0.62,41.54
2020-04-21,77,62.0,,0.62,47.74
2020-04-22,84,62.0,,0.62,52.08
2020-04-23,76,62.0,,0.62,47.12
2020-04-24,82,62.0,,0.62,50.839999999999996
2020-04-25,63,62.0,,0.62,39.06
2020-04-26,62,62.0,,0.62,38.44
2020-04-27,75,62.0,,0.62,46.5
2020-04-28,74,62.0,,0.62,45.88
2020-04-29,78,62.0,,0.62,48.36
2020-04-30,81,62.0,,0.62,50.22
2020-05-01,82,60.0,False,0.6,49.199999999999996
2020-05-02,68,60.0,,0.6,40.8
2020-05-03,70,60.0,,0.6,42.0
2020-05-04,84,60.0,,0.6,50.4
2020-05-05,86,60.0,,0.6,51.6
2020-05-06,89,60.0,,0.6,53.4
2020-05-07,100,60.0,,0.6,60.0
2020-05-08,88,60.0,,0.6,52.8
2020-05-09,74,60.0,,0.6,44.4
2020-05-10,73,60.0,,0.6,43.8
2020-05-11,83,60.0,,0.6,49.8
2020-05-12,93,60.0,,0.6,55.8
2020-05-13,91,60.0,,0.6,54.6
2020-05-14,92,60.0,,0.6,55.199999999999996
2020-05-15,90,60.0,,0.6,54.0
2020-05-16,85,60.0,,0.6,51.0
2020-05-17,82,60.0,,0.6,49.199999999999996
2020-05-18,90,60.0,,0.6,54.0
2020-05-19,93,60.0,,0.6,55.8
2020-05-20,97,60.0,,0.6,58.199999999999996
2020-05-21,89,60.0,,0.6,53.4
2020-05-22,97,60.0,,0.6,58.199999999999996
2020-05-23,92,60.0,,0.6,55.199999999999996
2020-05-24,80,60.0,,0.6,48.0
2020-05-25,69,60.0,,0.6,41.4
2020-05-26,96,60.0,,0.6,57.599999999999994
2020-05-27,87,60.0,,0.6,52.199999999999996
2020-05-28,100,60.0,,0.6,60.0
2020-05-29,85,60.0,,0.6,51.0
2020-05-30,75,60.0,,0.6,45.0
2020-05-31,84,60.0,,0.6,50.4
2020-06-01,82,67.0,False,0.67,54.940000000000005
2020-06-02,92,67.0,,0.67,61.64
2020-06-03,79,67.0,,0.67,52.93
2020-06-04,78,67.0,,0.67,52.260000000000005
2020-06-05,80,67.0,,0.67,53.6
2020-06-06,72,67.0,,0.67,48.24
2020-06-07,70,67.0,,0.67,46.900000000000006
2020-06-08,69,67.0,,0.67,46.230000000000004
2020-06-09,91,67.0,,0.67,60.970000000000006
2020-06-10,87,67.0,,0.67,58.290000000000006
2020-06-11,83,67.0,,0.67,55.61000000000001
2020-06-12,96,67.0,,0.67,64.32000000000001
2020-06-13,84,67.0,,0.67,56.28
2020-06-14,80,67.0,,0.67,53.6
2020-06-15,86,67.0,,0.67,57.620000000000005
2020-06-16,89,67.0,,0.67,59.63
2020-06-17,90,67.0,,0.67,60.300000000000004
2020-06-18,94,67.0,,0.67,62.980000000000004
2020-06-19,78,67.0,,0.67,52.260000000000005
2020-06-20,74,67.0,,0.67,49.580000000000005
2020-06-21,67,67.0,,0.67,44.89
2020-06-22,87,67.0,,0.67,58.290000000000006
2020-06-23,82,67.0,,0.67,54.940000000000005
2020-06-24,85,67.0,,0.67,56.95
2020-06-25,89,67.0,,0.67,59.63
2020-06-26,93,67.0,,0.67,62.31
2020-06-27,72,67.0,,0.67,48.24
2020-06-28,65,67.0,,0.67,43.550000000000004
2020-06-29,80,67.0,,0.67,53.6
2020-06-30,100,67.0,,0.67,67.0
2020-07-01,99,67.0,False,0.67,66.33
2020-07-02,100,67.0,,0.67,67.0
2020-07-03,85,67.0,,0.67,56.95
2020-07-04,68,67.0,,0.67,45.56
2020-07-05,71,67.0,,0.67,47.57
2020-07-06,86,67.0,,0.67,57.620000000000005
2020-07-07,90,67.0,,0.67,60.300000000000004
2020-07-08,86,67.0,,0.67,57.620000000000005
2020-07-09,97,67.0,,0.67,64.99000000000001
2020-07-10,88,67.0,,0.67,58.96
2020-07-11,79,67.0,,0.67,52.93
2020-07-12,79,67.0,,0.67,52.93
2020-07-13,84,67.0,,0.67,56.28
2020-07-14,97,67.0,,0.67,64.99000000000001
2020-07-15,93,67.0,,0.67,62.31
2020-07-16,94,67.0,,0.67,62.980000000000004
2020-07-17,97,67.0,,0.67,64.99000000000001
2020-07-18,83,67.0,,0.67,55.61000000000001
2020-07-19,69,67.0,,0.67,46.230000000000004
2020-07-20,89,67.0,,0.67,59.63
2020-07-21,92,67.0,,0.67,61.64
2020-07-22,92,67.0,,0.67,61.64
2020-07-23,86,67.0,,0.67,57.620000000000005
2020-07-24,93,67.0,,0.67,62.31
2020-07-25,71,67.0,,0.67,47.57
2020-07-26,71,67.0,,0.67,47.57
2020-07-27,87,67.0,,0.67,58.290000000000006
2020-07-28,98,67.0,,0.67,65.66000000000001
2020-07-29,94,67.0,,0.67,62.980000000000004
2020-07-30,91,67.0,,0.67,60.970000000000006
2020-07-31,92,67.0,,0.67,61.64
2020-08-01,75,68.0,False,0.68,51.00000000000001
2020-08-02,80,68.0,,0.68,54.400000000000006
2020-08-03,85,68.0,,0.68,57.800000000000004
2020-08-04,88,68.0,,0.68,59.84
2020-08-05,96,68.0,,0.68,65.28
2020-08-06,92,68.0,,0.68,62.56
2020-08-07,92,68.0,,0.68,62.56
2020-08-08,75,68.0,,0.68,51.00000000000001
2020-08-09,78,68.0,,0.68,53.040000000000006
2020-08-10,89,68.0,,0.68,60.52
2020-08-11,87,68.0,,0.68,59.160000000000004
2020-08-12,94,68.0,,0.68,63.92
2020-08-13,90,68.0,,0.68,61.2
2020-08-14,100,68.0,,0.68,68.0
2020-08-15,82,68.0,,0.68,55.760000000000005
2020-08-16,74,68.0,,0.68,50.32
2020-08-17,92,68.0,,0.68,62.56
2020-08-18,91,68.0,,0.68,61.88
2020-08-19,82,68.0,,0.68,55.760000000000005
2020-08-20,96,68.0,,0.68,65.28
2020-08-21,86,68.0,,0.68,58.480000000000004
2020-08-22,75,68.0,,0.68,51.00000000000001
2020-08-23,78,68.0,,0.68,53.040000000000006
2020-08-24,86,68.0,,0.68,58.480000000000004
2020-08-25,92,68.0,,0.68,62.56
2020-08-26,89,68.0,,0.68,60.52
2020-08-27,81,68.0,,0.68,55.080000000000005
2020-08-28,96,68.0,,0.68,65.28
2020-08-29,83,68.0,,0.68,56.440000000000005
2020-08-30,87,68.0,,0.68,59.160000000000004
2020-08-31,85,68.0,,0.68,57.800000000000004
2020-09-01,90,70.0,False,0.7,62.99999999999999
2020-09-02,89,70.0,,0.7,62.3
2020-09-03,78,70.0,,0.7,54.599999999999994
2020-09-04,83,70.0,,0.7,58.099999999999994
2020-09-05,70,70.0,,0.7,49.0
2020-09-06,68,70.0,,0.7,47.599999999999994
2020-09-07,64,70.0,,0.7,44.8
2020-09-08,84,70.0,,0.7,58.8
2020-09-09,88,70.0,,0.7,61.599999999999994
2020-09-10,80,70.0,,0.7,56.0
2020-09-11,74,70.0,,0.7,51.8
2020-09-12,69,70.0,,0.7,48.3
2020-09-13,68,70.0,,0.7,47.599999999999994
2020-09-14,83,70.0,,0.7,58.099999999999994
2020-09-15,93,70.0,,0.7,65.1
2020-09-16,95,70.0,,0.7,66.5
2020-09-17,89,70.0,,0.7,62.3
2020-09-18,90,70.0,,0.7,62.99999999999999
2020-09-19,79,70.0,,0.7,55.3
2020-09-20,76,70.0,,0.7,53.199999999999996
2020-09-21,91,70.0,,0.7,63.699999999999996
2020-09-22,86,70.0,,0.7,60.199999999999996
2020-09-23,95,70.0,,0.7,66.5
2020-09-24,89,70.0,,0.7,62.3
2020-09-25,86,70.0,,0.7,60.199999999999996
2020-09-26,71,70.0,,0.7,49.699999999999996
2020-09-27,67,70.0,,0.7,46.9
2020-09-28,93,70.0,,0.7,65.1
2020-09-29,100,70.0,,0.7,70.0
2020-09-30,85,70.0,,0.7,59.49999999999999
2020-10-01,74,84.0,False,0.84,62.16
2020-10-02,72,84.0,,0.84,60.48
2020-10-03,59,84.0,,0.84,49.559999999999995
2020-10-04,57,84.0,,0.84,47.879999999999995
2020-10-05,71,84.0,,0.84,59.64
2020-10-06,71,84.0,,0.84,59.64
2020-10-07,79,84.0,,0.84,66.36
2020-10-08,73,84.0,,0.84,61.32
2020-10-09,69,84.0,,0.84,57.96
2020-10-10,91,84.0,,0.84,76.44
2020-10-11,72,84.0,,0.84,60.48
2020-10-12,86,84.0,,0.84,72.24
2020-10-13,79,84.0,,0.84,66.36
2020-10-14,85,84.0,,0.84,71.39999999999999
2020-10-15,93,84.0,,0.84,78.11999999999999
2020-10-16,86,84.0,,0.84,72.24
2020-10-17,69,84.0,,0.84,57.96
2020-10-18,66,84.0,,0.84,55.44
2020-10-19,81,84.0,,0.84,68.03999999999999
2020-10-20,100,84.0,,0.84,84.0
2020-10-21,94,84.0,,0.84,78.96
2020-10-22,81,84.0,,0.84,68.03999999999999
2020-10-23,81,84.0,,0.84,68.03999999999999
2020-10-24,65,84.0,,0.84,54.6
2020-10-25,76,84.0,,0.84,63.839999999999996
2020-10-26,84,84.0,,0.84,70.56
2020-10-27,89,84.0,,0.84,74.75999999999999
2020-10-28,84,84.0,,0.84,70.56
2020-10-29,86,84.0,,0.84,72.24
2020-10-30,83,84.0,,0.84,69.72
2020-10-31,72,84.0,,0.84,60.48
2020-11-01,81,80.0,False,0.8,64.8
2020-11-02,85,80.0,,0.8,68.0
2020-11-03,82,80.0,,0.8,65.60000000000001
2020-11-04,48,80.0,,0.8,38.400000000000006
2020-11-05,67,80.0,,0.8,53.6
2020-11-06,75,80.0,,0.8,60.0
2020-11-07,66,80.0,,0.8,52.800000000000004
2020-11-08,78,80.0,,0.8,62.400000000000006
2020-11-09,95,80.0,,0.8,76.0
2020-11-10,95,80.0,,0.8,76.0
2020-11-11,100,80.0,,0.8,80.0
2020-11-12,87,80.0,,0.8,69.60000000000001
2020-11-13,79,80.0,,0.8,63.2
2020-11-14,80,80.0,,0.8,64.0
2020-11-15,79,80.0,,0.8,63.2
2020-11-16,96,80.0,,0.8,76.80000000000001
2020-11-17,98,80.0,,0.8,78.4
2020-11-18,92,80.0,,0.8,73.60000000000001
2020-11-19,95,80.0,,0.8,76.0
2020-11-20,75,80.0,,0.8,60.0
2020-11-21,84,80.0,,0.8,67.2
2020-11-22,72,80.0,,0.8,57.6
2020-11-23,95,80.0,,0.8,76.0
2020-11-24,93,80.0,,0.8,74.4
2020-11-25,90,80.0,,0.8,72.0
2020-11-26,73,80.0,,0.8,58.400000000000006
2020-11-27,73,80.0,,0.8,58.400000000000006
2020-11-28,77,80.0,,0.8,61.6
2020-11-29,76,80.0,,0.8,60.800000000000004
2020-11-30,85,80.0,,0.8,68.0
2020-12-01,96,84.0,False,0.84,80.64
2020-12-02,88,84.0,,0.84,73.92
2020-12-03,96,84.0,,0.84,80.64
2020-12-04,89,84.0,,0.84,74.75999999999999
2020-12-05,78,84.0,,0.84,65.52
2020-12-06,86,84.0,,0.84,72.24
2020-12-07,96,84.0,,0.84,80.64
2020-12-08,94,84.0,,0.84,78.96
2020-12-09,100,84.0,,0.84,84.0
2020-12-10,90,84.0,,0.84,75.6
2020-12-11,92,84.0,,0.84,77.28
2020-12-12,87,84.0,,0.84,73.08
2020-12-13,78,84.0,,0.84,65.52
2020-12-14,86,84.0,,0.84,72.24
2020-12-15,95,84.0,,0.84,79.8
2020-12-16,91,84.0,,0.84,76.44
2020-12-17,83,84.0,,0.84,69.72
2020-12-18,82,84.0,,0.84,68.88
2020-12-19,84,84.0,,0.84,70.56
2020-12-20,76,84.0,,0.84,63.839999999999996
2020-12-21,85,84.0,,0.84,71.39999999999999
2020-12-22,94,84.0,,0.84,78.96
2020-12-23,82,84.0,,0.84,68.88
2020-12-24,86,84.0,,0.84,72.24
2020-12-25,86,84.0,,0.84,72.24
2020-12-26,79,84.0,,0.84,66.36
2020-12-27,87,84.0,,0.84,73.08
2020-12-28,91,84.0,,0.84,76.44
2020-12-29,83,84.0,,0.84,69.72
2020-12-30,93,84.0,,0.84,78.11999999999999
2020-12-31,100,84.0,,0.84,84.0
2021-01-01,74,90.0,False,0.9,66.60000000000001
2021-01-02,73,90.0,,0.9,65.7
2021-01-03,76,90.0,,0.9,68.4
2021-01-04,87,90.0,,0.9,78.3
2021-01-05,91,90.0,,0.9,81.9
2021-01-06,84,90.0,,0.9,75.60000000000001
2021-01-07,83,90.0,,0.9,74.7
2021-01-08,87,90.0,,0.9,78.3
2021-01-09,80,90.0,,0.9,72.0
2021-01-10,75,90.0,,0.9,67.5
2021-01-11,80,90.0,,0.9,72.0
2021-01-12,86,90.0,,0.9,77.4
2021-01-13,93,90.0,,0.9,83.7
2021-01-14,91,90.0,,0.9,81.9
2021-01-15,92,90.0,,0.9,82.8
2021-01-16,92,90.0,,0.9,82.8
2021-01-17,77,90.0,,0.9,69.3
2021-01-18,81,90.0,,0.9,72.9
2021-01-19,94,90.0,,0.9,84.60000000000001
2021-01-20,92,90.0,,0.9,82.8
2021-01-21,89,90.0,,0.9,80.10000000000001
2021-01-22,87,90.0,,0.9,78.3
2021-01-23,85,90.0,,0.9,76.5
2021-01-24,80,90.0,,0.9,72.0
2021-01-25,81,90.0,,0.9,72.9
2021-01-26,94,90.0,,0.9,84.60000000000001
2021-01-27,82,90.0,,0.9,73.8
2021-01-28,100,90.0,,0.9,90.0
2021-01-29,94,90.0,,0.9,84.60000000000001
2021-01-30,77,90.0,,0.9,69.3
2021-01-31,79,90.0,,0.9,71.10000000000001
2021-02-01,81,100.0,False,1.0,81.0
2021-02-02,86,100.0,,1.0,86.0
2021-02-03,90,100.0,,1.0,90.0
2021-02-04,90,100.0,,1.0,90.0
2021-02-05,94,100.0,,1.0,94.0
2021-02-06,80,100.0,,1.0,80.0
2021-02-07,74,100.0,,1.0,74.0
2021-02-08,77,100.0,,1.0,77.0
2021-02-09,87,100.0,,1.0,87.0
2021-02-10,95,100.0,,1.0,95.0
2021-02-11,91,100.0,,1.0,91.0
2021-02-12,85,100.0,,1.0,85.0
2021-02-13,76,100.0,,1.0,76.0
2021-02-14,79,100.0,,1.0,79.0
2021-02-15,86,100.0,,1.0,86.0
2021-02-16,93,100.0,,1.0,93.0
2021-02-17,84,100.0,,1.0,84.0
2021-02-18,91,100.0,,1.0,91.0
2021-02-19,90,100.0,,1.0,90.0
2021-02-20,92,100.0,,1.0,92.0
2021-02-21,83,100.0,,1.0,83.0
2021-02-22,98,100.0,,1.0,98.0
2021-02-23,95,100.0,,1.0,95.0
2021-02-24,85,100.0,,1.0,85.0
2021-02-25,94,100.0,,1.0,94.0
2021-02-26,94,100.0,,1.0,94.0
2021-02-27,88,100.0,,1.0,88.0
2021-02-28,100,100.0,,1.0,100.0
2021-03-01,99,95.0,False,0.95,94.05
2021-03-02,100,95.0,,0.95,95.0
2021-03-03,93,95.0,,0.95,88.35
2021-03-04,89,95.0,,0.95,84.55
2021-03-05,90,95.0,,0.95,85.5
2021-03-06,79,95.0,,0.95,75.05
2021-03-07,82,95.0,,0.95,77.89999999999999
2021-03-08,83,95.0,,0.95,78.85
2021-03-09,89,95.0,,0.95,84.55
2021-03-10,84,95.0,,0.95,79.8
2021-03-11,83,95.0,,0.95,78.85
2021-03-12,98,95.0,,0.95,93.1
2021-03-13,76,95.0,,0.95,72.2
2021-03-14,74,95.0,,0.95,70.3
2021-03-15,79,95.0,,0.95,75.05
2021-03-16,81,95.0,,0.95,76.95
2021-03-17,82,95.0,,0.95,77.89999999999999
2021-03-18,76,95.0,,0.95,72.2
2021-03-19,79,95.0,,0.95,75.05
2021-03-20,74,95.0,,0.95,70.3
2021-03-21,66,95.0,,0.95,62.699999999999996
2021-03-22,73,95.0,,0.95,69.35
2021-03-23,83,95.0,,0.95,78.85
2021-03-24,81,95.0,,0.95,76.95
2021-03-25,79,95.0,,0.95,75.05
2021-03-26,77,95.0,,0.95,73.14999999999999
2021-03-27,73,95.0,,0.95,69.35
2021-03-28,74,95.0,,0.95,70.3
2021-03-29,78,95.0,,0.95,74.1
2021-03-30,82,95.0,,0.95,77.89999999999999
2021-03-31,87,95.0,,0.95,82.64999999999999
2021-04-01,100,82.0,False,0.82,82.0
2021-04-02,94,82.0,,0.82,77.08
2021-04-03,78,82.0,,0.82,63.959999999999994
2021-04-04,76,82.0,,0.82,62.31999999999999
2021-04-05,85,82.0,,0.82,69.7
2021-04-06,91,82.0,,0.82,74.61999999999999
2021-04-07,93,82.0,,0.82,76.25999999999999
2021-04-08,89,82.0,,0.82,72.97999999999999
2021-04-09,92,82.0,,0.82,75.44
2021-04-10,78,82.0,,0.82,63.959999999999994
2021-04-11,75,82.0,,0.82,61.49999999999999
