date,SMH_unscaled,SMH_monthly,isPartial,scale,SMH
2019-08-27,84,43.0,,0.43,36.12
2019-08-28,65,43.0,,0.43,27.95
2019-08-29,78,43.0,,0.43,33.54
2019-08-30,77,43.0,,0.43,33.11
2019-08-31,72,43.0,,0.43,30.96
2019-09-01,71,41.0,False,0.41,29.11
2019-09-02,78,41.0,,0.41,31.979999999999997
2019-09-03,80,41.0,,0.41,32.8
2019-09-04,86,41.0,,0.41,35.26
2019-09-05,90,41.0,,0.41,36.9
2019-09-06,72,41.0,,0.41,29.52
2019-09-07,76,41.0,,0.41,31.159999999999997
2019-09-08,73,41.0,,0.41,29.93
2019-09-09,68,41.0,,0.41,27.88
2019-09-10,79,41.0,,0.41,32.39
2019-09-11,74,41.0,,0.41,30.34
2019-09-12,74,41.0,,0.41,30.34
2019-09-13,88,41.0,,0.41,36.08
2019-09-14,83,41.0,,0.41,34.03
2019-09-15,86,41.0,,0.41,35.26
2019-09-16,74,41.0,,0.41,30.34
2019-09-17,78,41.0,,0.41,31.979999999999997
2019-09-18,92,41.0,,0.41,37.72
2019-09-19,87,41.0,,0.41,35.669999999999995
2019-09-20,89,41.0,,0.41,36.489999999999995
2019-09-21,73,41.0,,0.41,29.93
2019-09-22,75,41.0,,0.41,30.749999999999996
2019-09-23,76,41.0,,0.41,31.159999999999997
2019-09-24,100,41.0,,0.41,41.0
2019-09-25,82,41.0,,0.41,33.62
2019-09-26,79,41.0,,0.41,32.39
2019-09-27,77,41.0,,0.41,31.569999999999997
2019-09-28,88,41.0,,0.41,36.08
2019-09-29,88,41.0,,0.41,36.08
2019-09-30,78,41.0,,0.41,31.979999999999997
2019-10-01,91,42.0,False,0.42,38.22
2019-10-02,70,42.0,,0.42,29.4
2019-10-03,80,42.0,,0.42,33.6
2019-10-04,82,42.0,,0.42,34.44
2019-10-05,82,42.0,,0.42,34.44
2019-10-06,89,42.0,,0.42,37.379999999999995
2019-10-07,89,42.0,,0.42,37.379999999999995
2019-10-08,100,42.0,,0.42,42.0
2019-10-09,87,42.0,,0.42,36.54
2019-10-10,79,42.0,,0.42,33.18
2019-10-11,87,42.0,,0.42,36.54
2019-10-12,86,42.0,,0.42,36.12
2019-10-13,75,42.0,,0.42,31.5
2019-10-14,86,42.0,,0.42,36.12
2019-10-15,81,42.0,,0.42,34.019999999999996
2019-10-16,89,42.0,,0.42,37.379999999999995
2019-10-17,89,42.0,,0.42,37.379999999999995
2019-10-18,70,42.0,,0.42,29.4
2019-10-19,69,42.0,,0.42,28.98
2019-10-20,99,42.0,,0.42,41.58
2019-10-21,88,42.0,,0.42,36.96
2019-10-22,83,42.0,,0.42,34.86
2019-10-23,76,42.0,,0.42,31.919999999999998
2019-10-24,98,42.0,,0.42,41.16
2019-10-25,84,42.0,,0.42,35.28
2019-10-26,67,42.0,,0.42,28.14
2019-10-27,84,42.0,,0.42,35.28
2019-10-28,86,42.0,,0.42,36.12
2019-10-29,84,42.0,,0.42,35.28
2019-10-30,85,42.0,,0.42,35.699999999999996
2019-10-31,85,42.0,,0.42,35.699999999999996
2019-11-01,83,42.0,False,0.42,34.86
2019-11-02,83,42.0,,0.42,34.86
2019-11-03,100,42.0,,0.42,42.0
2019-11-04,93,42.0,,0.42,39.059999999999995
2019-11-05,90,42.0,,0.42,37.8
2019-11-06,90,42.0,,0.42,37.8
2019-11-07,86,42.0,,0.42,36.12
2019-11-08,87,42.0,,0.42,36.54
2019-11-09,91,42.0,,0.42,38.22
2019-11-10,68,42.0,,0.42,28.56
2019-11-11,82,42.0,,0.42,34.44
2019-11-12,87,42.0,,0.42,36.54
2019-11-13,69,42.0,,0.42,28.98
2019-11-14,92,42.0,,0.42,38.64
2019-11-15,78,42.0,,0.42,32.76
2019-11-16,81,42.0,,0.42,34.019999999999996
2019-11-17,85,42.0,,0.42,35.699999999999996
2019-11-18,78,42.0,,0.42,32.76
2019-11-19,77,42.0,,0.42,32.339999999999996
2019-11-20,92,42.0,,0.42,38.64
2019-11-21,94,42.0,,0.42,39.48
2019-11-22,88,42.0,,0.42,36.96
2019-11-23,98,42.0,,0.42,41.16
2019-11-24,79,42.0,,0.42,33.18
2019-11-25,82,42.0,,0.42,34.44
2019-11-26,91,42.0,,0.42,38.22
2019-11-27,93,42.0,,0.42,39.059999999999995
2019-11-28,75,42.0,,0.42,31.5
2019-11-29,86,42.0,,0.42,36.12
2019-11-30,95,42.0,,0.42,39.9
2019-12-01,96,42.0,False,0.42,40.32
2019-12-02,72,42.0,,0.42,30.24
2019-12-03,72,42.0,,0.42,30.24
2019-12-04,100,42.0,,0.42,42.0
2019-12-05,93,42.0,,0.42,39.059999999999995
2019-12-06,80,42.0,,0.42,33.6
2019-12-07,72,42.0,,0.42,30.24
2019-12-08,84,42.0,,0.42,35.28
2019-12-09,81,42.0,,0.42,34.019999999999996
2019-12-10,79,42.0,,0.42,33.18
2019-12-11,93,42.0,,0.42,39.059999999999995
2019-12-12,75,42.0,,0.42,31.5
2019-12-13,97,42.0,,0.42,40.74
2019-12-14,78,42.0,,0.42,32.76
2019-12-15,77,42.0,,0.42,32.339999999999996
2019-12-16,76,42.0,,0.42,31.919999999999998
2019-12-17,81,42.0,,0.42,34.019999999999996
2019-12-18,77,42.0,,0.42,32.339999999999996
2019-12-19,78,42.0,,0.42,32.76
2019-12-20,74,42.0,,0.42,31.08
2019-12-21,86,42.0,,0.42,36.12
2019-12-22,62,42.0,,0.42,26.04
2019-12-23,76,42.0,,0.42,31.919999999999998
2019-12-24,77,42.0,,0.42,32.339999999999996
2019-12-25,73,42.0,,0.42,30.66
2019-12-26,75,42.0,,0.42,31.5
2019-12-27,96,42.0,,0.42,40.32
2019-12-28,89,42.0,,0.42,37.379999999999995
2019-12-29,81,42.0,,0.42,34.019999999999996
2019-12-30,89,42.0,,0.42,37.379999999999995
2019-12-31,80,42.0,,0.42,33.6
2020-01-01,92,43.0,False,0.43,39.56
2020-01-02,90,43.0,,0.43,38.7
2020-01-03,100,43.0,,0.43,43.0
2020-01-04,77,43.0,,0.43,33.11
2020-01-05,77,43.0,,0.43,33.11
2020-01-06,90,43.0,,0.43,38.7
2020-01-07,93,43.0,,0.43,39.99
2020-01-08,96,43.0,,0.43,41.28
2020-01-09,91,43.0,,0.43,39.13
2020-01-10,83,43.0,,0.43,35.69
2020-01-11,81,43.0,,0.43,34.83
2020-01-12,84,43.0,,0.43,36.12
2020-01-13,84,43.0,,0.43,36.12
2020-01-14,73,43.0,,0.43,31.39
2020-01-15,72,43.0,,0.43,30.96
2020-01-16,82,43.0,,0.43,35.26
2020-01-17,92,43.0,,0.43,39.56
2020-01-18,87,43.0,,0.43,37.41
2020-01-19,85,43.0,,0.43,36.55
2020-01-20,100,43.0,,0.43,43.0
2020-01-21,88,43.0,,0.43,37.839999999999996
2020-01-22,81,43.0,,0.43,34.83
2020-01-23,96,43.0,,0.43,41.28
2020-01-24,93,43.0,,0.43,39.99
2020-01-25,82,43.0,,0.43,35.26
2020-01-26,94,43.0,,0.43,40.42
2020-01-27,78,43.0,,0.43,33.54
2020-01-28,79,43.0,,0.43,33.97
2020-01-29,90,43.0,,0.43,38.7
2020-01-30,82,43.0,,0.43,35.26
2020-01-31,79,43.0,,0.43,33.97
2020-02-01,54,45.0,False,0.45,24.3
2020-02-02,48,45.0,,0.45,21.6
2020-02-03,56,45.0,,0.45,25.2
2020-02-04,62,45.0,,0.45,27.900000000000002
2020-02-05,65,45.0,,0.45,29.25
2020-02-06,50,45.0,,0.45,22.5
2020-02-07,56,45.0,,0.45,25.2
2020-02-08,60,45.0,,0.45,27.0
2020-02-09,58,45.0,,0.45,26.1
2020-02-10,54,45.0,,0.45,24.3
2020-02-11,57,45.0,,0.45,25.650000000000002
2020-02-12,57,45.0,,0.45,25.650000000000002
2020-02-13,69,45.0,,0.45,31.05
2020-02-14,72,45.0,,0.45,32.4
2020-02-15,46,45.0,,0.45,20.7
2020-02-16,49,45.0,,0.45,22.05
2020-02-17,64,45.0,,0.45,28.8
2020-02-18,61,45.0,,0.45,27.45
2020-02-19,72,45.0,,0.45,32.4
2020-02-20,69,45.0,,0.45,31.05
2020-02-21,66,45.0,,0.45,29.7
2020-02-22,63,45.0,,0.45,28.35
2020-02-23,56,45.0,,0.45,25.2
2020-02-24,59,45.0,,0.45,26.55
2020-02-25,71,45.0,,0.45,31.95
2020-02-26,66,45.0,,0.45,29.7
2020-02-27,100,45.0,,0.45,45.0
2020-02-28,63,45.0,,0.45,28.35
2020-02-29,65,45.0,,0.45,29.25
2020-03-01,63,64.0,False,0.64,40.32
2020-03-02,61,64.0,,0.64,39.04
2020-03-03,69,64.0,,0.64,44.160000000000004
2020-03-04,60,64.0,,0.64,38.4
2020-03-05,63,64.0,,0.64,40.32
2020-03-06,57,64.0,,0.64,36.480000000000004
2020-03-07,58,64.0,,0.64,37.12
2020-03-08,59,64.0,,0.64,37.76
2020-03-09,71,64.0,,0.64,45.44
2020-03-10,59,64.0,,0.64,37.76
2020-03-11,64,64.0,,0.64,40.96
2020-03-12,92,64.0,,0.64,58.88
2020-03-13,84,64.0,,0.64,53.76
2020-03-14,90,64.0,,0.64,57.6
2020-03-15,92,64.0,,0.64,58.88
2020-03-16,88,64.0,,0.64,56.32
2020-03-17,86,64.0,,0.64,55.04
2020-03-18,91,64.0,,0.64,58.24
2020-03-19,96,64.0,,0.64,61.44
2020-03-20,89,64.0,,0.64,56.96
2020-03-21,81,64.0,,0.64,51.84
2020-03-22,87,64.0,,0.64,55.68
2020-03-23,100,64.0,,0.64,64.0
2020-03-24,97,64.0,,0.64,62.08
2020-03-25,92,64.0,,0.64,58.88
2020-03-26,97,64.0,,0.64,62.08
2020-03-27,96,64.0,,0.64,61.44
2020-03-28,83,64.0,,0.64,53.120000000000005
2020-03-29,84,64.0,,0.64,53.76
2020-03-30,76,64.0,,0.64,48.64
2020-03-31,68,64.0,,0.64,43.52
2020-04-01,73,63.0,False,0.63,45.99
2020-04-02,76,63.0,,0.63,47.88
2020-04-03,67,63.0,,0.63,42.21
2020-04-04,66,63.0,,0.63,41.58
2020-04-05,63,63.0,,0.63,39.69
2020-04-06,67,63.0,,0.63,42.21
2020-04-07,77,63.0,,0.63,48.51
2020-04-08,73,63.0,,0.63,45.99
2020-04-09,68,63.0,,0.63,42.84
2020-04-10,64,63.0,,0.63,40.32
2020-04-11,61,63.0,,0.63,38.43
2020-04-12,65,63.0,,0.63,40.95
2020-04-13,62,63.0,,0.63,39.06
2020-04-14,60,63.0,,0.63,37.8
2020-04-15,64,63.0,,0.63,40.32
2020-04-16,69,63.0,,0.63,43.47
2020-04-17,66,63.0,,0.63,41.58
2020-04-18,68,63.0,,0.63,42.84
2020-04-19,55,63.0,,0.63,34.65
2020-04-20,71,63.0,,0.63,44.73
2020-04-21,67,63.0,,0.63,42.21
2020-04-22,100,63.0,,0.63,63.0
2020-04-23,71,63.0,,0.63,44.73
2020-04-24,82,63.0,,0.63,51.660000000000004
2020-04-25,55,63.0,,0.63,34.65
2020-04-26,59,63.0,,0.63,37.17
2020-04-27,65,63.0,,0.63,40.95
2020-04-28,74,63.0,,0.63,46.62
2020-04-29,75,63.0,,0.63,47.25
2020-04-30,64,63.0,,0.63,40.32
2020-05-01,86,61.0,False,0.61,52.46
2020-05-02,61,61.0,,0.61,37.21
2020-05-03,60,61.0,,0.61,36.6
2020-05-04,63,61.0,,0.61,38.43
2020-05-05,61,61.0,,0.61,37.21
2020-05-06,71,61.0,,0.61,43.31
2020-05-07,88,61.0,,0.61,53.68
2020-05-08,81,61.0,,0.61,49.41
2020-05-09,73,61.0,,0.61,44.53
2020-05-10,57,61.0,,0.61,34.769999999999996
2020-05-11,81,61.0,,0.61,49.41
2020-05-12,73,61.0,,0.61,44.53
2020-05-13,76,61.0,,0.61,46.36
2020-05-14,71,61.0,,0.61,43.31
2020-05-15,79,61.0,,0.61,48.19
2020-05-16,54,61.0,,0.61,32.94
2020-05-17,59,61.0,,0.61,35.99
2020-05-18,83,61.0,,0.61,50.629999999999995
2020-05-19,87,61.0,,0.61,53.07
2020-05-20,80,61.0,,0.61,48.8
2020-05-21,77,61.0,,0.61,46.97
2020-05-22,69,61.0,,0.61,42.089999999999996
2020-05-23,73,61.0,,0.61,44.53
2020-05-24,63,61.0,,0.61,38.43
2020-05-25,70,61.0,,0.61,42.699999999999996
2020-05-26,83,61.0,,0.61,50.629999999999995
2020-05-27,83,61.0,,0.61,50.629999999999995
2020-05-28,86,61.0,,0.61,52.46
2020-05-29,100,61.0,,0.61,61.0
2020-05-30,89,61.0,,0.61,54.29
2020-05-31,93,61.0,,0.61,56.73
2020-06-01,80,69.0,False,0.69,55.199999999999996
2020-06-02,77,69.0,,0.69,53.129999999999995
2020-06-03,75,69.0,,0.69,51.74999999999999
2020-06-04,100,69.0,,0.69,69.0
2020-06-05,69,69.0,,0.69,47.61
2020-06-06,53,69.0,,0.69,36.57
2020-06-07,66,69.0,,0.69,45.54
2020-06-08,51,69.0,,0.69,35.19
2020-06-09,62,69.0,,0.69,42.779999999999994
2020-06-10,59,69.0,,0.69,40.709999999999994
2020-06-11,63,69.0,,0.69,43.47
2020-06-12,60,69.0,,0.69,41.4
2020-06-13,56,69.0,,0.69,38.64
2020-06-14,47,69.0,,0.69,32.43
2020-06-15,52,69.0,,0.69,35.879999999999995
2020-06-16,59,69.0,,0.69,40.709999999999994
2020-06-17,61,69.0,,0.69,42.089999999999996
2020-06-18,60,69.0,,0.69,41.4
2020-06-19,64,69.0,,0.69,44.16
2020-06-20,48,69.0,,0.69,33.12
2020-06-21,42,69.0,,0.69,28.979999999999997
2020-06-22,52,69.0,,0.69,35.879999999999995
2020-06-23,63,69.0,,0.69,43.47
2020-06-24,63,69.0,,0.69,43.47
2020-06-25,64,69.0,,0.69,44.16
2020-06-26,59,69.0,,0.69,40.709999999999994
2020-06-27,54,69.0,,0.69,37.26
2020-06-28,47,69.0,,0.69,32.43
2020-06-29,61,69.0,,0.69,42.089999999999996
2020-06-30,66,69.0,,0.69,45.54
2020-07-01,92,56.0,False,0.56,51.52
2020-07-02,93,56.0,,0.56,52.080000000000005
2020-07-03,80,56.0,,0.56,44.800000000000004
2020-07-04,79,56.0,,0.56,44.24
2020-07-05,87,56.0,,0.56,48.720000000000006
2020-07-06,94,56.0,,0.56,52.64000000000001
2020-07-07,73,56.0,,0.56,40.88
2020-07-08,81,56.0,,0.56,45.36000000000001
2020-07-09,92,56.0,,0.56,51.52
2020-07-10,100,56.0,,0.56,56.00000000000001
2020-07-11,83,56.0,,0.56,46.480000000000004
2020-07-12,91,56.0,,0.56,50.96000000000001
2020-07-13,80,56.0,,0.56,44.800000000000004
2020-07-14,76,56.0,,0.56,42.56
2020-07-15,82,56.0,,0.56,45.92
2020-07-16,94,56.0,,0.56,52.64000000000001
2020-07-17,94,56.0,,0.56,52.64000000000001
2020-07-18,68,56.0,,0.56,38.080000000000005
2020-07-19,66,56.0,,0.56,36.96
2020-07-20,85,56.0,,0.56,47.6
2020-07-21,74,56.0,,0.56,41.440000000000005
2020-07-22,84,56.0,,0.56,47.040000000000006
2020-07-23,82,56.0,,0.56,45.92
2020-07-24,78,56.0,,0.56,43.68000000000001
2020-07-25,70,56.0,,0.56,39.2
2020-07-26,80,56.0,,0.56,44.800000000000004
2020-07-27,83,56.0,,0.56,46.480000000000004
2020-07-28,75,56.0,,0.56,42.00000000000001
2020-07-29,85,56.0,,0.56,47.6
2020-07-30,83,56.0,,0.56,46.480000000000004
2020-07-31,83,56.0,,0.56,46.480000000000004
2020-08-01,13,68.0,False,0.68,8.84
2020-08-02,13,68.0,,0.68,8.84
2020-08-03,17,68.0,,0.68,11.56
2020-08-04,18,68.0,,0.68,12.24
2020-08-05,18,68.0,,0.68,12.24
2020-08-06,17,68.0,,0.68,11.56
2020-08-07,17,68.0,,0.68,11.56
2020-08-08,16,68.0,,0.68,10.88
2020-08-09,14,68.0,,0.68,9.520000000000001
2020-08-10,15,68.0,,0.68,10.200000000000001
2020-08-11,26,68.0,,0.68,17.68
2020-08-12,100,68.0,,0.68,68.0
2020-08-13,26,68.0,,0.68,17.68
2020-08-14,20,68.0,,0.68,13.600000000000001
2020-08-15,17,68.0,,0.68,11.56
2020-08-16,15,68.0,,0.68,10.200000000000001
2020-08-17,15,68.0,,0.68,10.200000000000001
2020-08-18,16,68.0,,0.68,10.88
2020-08-19,19,68.0,,0.68,12.920000000000002
2020-08-20,15,68.0,,0.68,10.200000000000001
2020-08-21,17,68.0,,0.68,11.56
2020-08-22,15,68.0,,0.68,10.200000000000001
2020-08-23,14,68.0,,0.68,9.520000000000001
2020-08-24,16,68.0,,0.68,10.88
2020-08-25,18,68.0,,0.68,12.24
2020-08-26,18,68.0,,0.68,12.24
2020-08-27,19,68.0,,0.68,12.920000000000002
2020-08-28,20,68.0,,0.68,13.600000000000001
2020-08-29,16,68.0,,0.68,10.88
2020-08-30,15,68.0,,0.68,10.200000000000001
2020-08-31,16,68.0,,0.68,10.88
2020-09-01,93,50.0,False,0.5,46.5
2020-09-02,87,50.0,,0.5,43.5
2020-09-03,88,50.0,,0.5,44.0
2020-09-04,93,50.0,,0.5,46.5
2020-09-05,82,50.0,,0.5,41.0
2020-09-06,67,50.0,,0.5,33.5
2020-09-07,65,50.0,,0.5,32.5
2020-09-08,91,50.0,,0.5,45.5
2020-09-09,98,50.0,,0.5,49.0
2020-09-10,92,50.0,,0.5,46.0
2020-09-11,100,50.0,,0.5,50.0
2020-09-12,61,50.0,,0.5,30.5
2020-09-13,65,50.0,,0.5,32.5
2020-09-14,88,50.0,,0.5,44.0
2020-09-15,94,50.0,,0.5,47.0
2020-09-16,81,50.0,,0.5,40.5
2020-09-17,90,50.0,,0.5,45.0
2020-09-18,71,50.0,,0.5,35.5
2020-09-19,60,50.0,,0.5,30.0
2020-09-20,62,50.0,,0.5,31.0
2020-09-21,89,50.0,,0.5,44.5
2020-09-22,84,50.0,,0.5,42.0
2020-09-23,94,50.0,,0.5,47.0
2020-09-24,86,50.0,,0.5,43.0
2020-09-25,76,50.0,,0.5,38.0
2020-09-26,58,50.0,,0.5,29.0
2020-09-27,74,50.0,,0.5,37.0
2020-09-28,68,50.0,,0.5,34.0
2020-09-29,84,50.0,,0.5,42.0
2020-09-30,94,50.0,,0.5,47.0
2020-10-01,95,49.0,False,0.49,46.55
2020-10-02,92,49.0,,0.49,45.08
2020-10-03,80,49.0,,0.49,39.2
2020-10-04,64,49.0,,0.49,31.36
2020-10-05,90,49.0,,0.49,44.1
2020-10-06,100,49.0,,0.49,49.0
2020-10-07,82,49.0,,0.49,40.18
2020-10-08,89,49.0,,0.49,43.61
2020-10-09,79,49.0,,0.49,38.71
2020-10-10,65,49.0,,0.49,31.849999999999998
2020-10-11,77,49.0,,0.49,37.73
2020-10-12,90,49.0,,0.49,44.1
2020-10-13,82,49.0,,0.49,40.18
2020-10-14,90,49.0,,0.49,44.1
2020-10-15,81,49.0,,0.49,39.69
2020-10-16,83,49.0,,0.49,40.67
2020-10-17,63,49.0,,0.49,30.87
2020-10-18,66,49.0,,0.49,32.339999999999996
2020-10-19,81,49.0,,0.49,39.69
2020-10-20,82,49.0,,0.49,40.18
2020-10-21,97,49.0,,0.49,47.53
2020-10-22,90,49.0,,0.49,44.1
2020-10-23,91,49.0,,0.49,44.589999999999996
2020-10-24,69,49.0,,0.49,33.81
2020-10-25,66,49.0,,0.49,32.339999999999996
2020-10-26,77,49.0,,0.49,37.73
2020-10-27,72,49.0,,0.49,35.28
2020-10-28,89,49.0,,0.49,43.61
2020-10-29,82,49.0,,0.49,40.18
2020-10-30,75,49.0,,0.49,36.75
2020-10-31,62,49.0,,0.49,30.38
2020-11-01,64,47.0,False,0.47,30.08
2020-11-02,81,47.0,,0.47,38.07
2020-11-03,75,47.0,,0.47,35.25
2020-11-04,72,47.0,,0.47,33.839999999999996
2020-11-05,71,47.0,,0.47,33.37
2020-11-06,63,47.0,,0.47,29.61
2020-11-07,63,47.0,,0.47,29.61
2020-11-08,62,47.0,,0.47,29.139999999999997
2020-11-09,90,47.0,,0.47,42.3
2020-11-10,80,47.0,,0.47,37.599999999999994
2020-11-11,74,47.0,,0.47,34.78
2020-11-12,77,47.0,,0.47,36.19
2020-11-13,68,47.0,,0.47,31.959999999999997
2020-11-14,65,47.0,,0.47,30.549999999999997
2020-11-15,79,47.0,,0.47,37.129999999999995
2020-11-16,88,47.0,,0.47,41.36
2020-11-17,77,47.0,,0.47,36.19
2020-11-18,83,47.0,,0.47,39.01
2020-11-19,78,47.0,,0.47,36.66
2020-11-20,61,47.0,,0.47,28.669999999999998
2020-11-21,60,47.0,,0.47,28.2
2020-11-22,57,47.0,,0.47,26.79
2020-11-23,76,47.0,,0.47,35.72
2020-11-24,80,47.0,,0.47,37.599999999999994
2020-11-25,82,47.0,,0.47,38.54
2020-11-26,100,47.0,,0.47,47.0
2020-11-27,56,47.0,,0.47,26.32
2020-11-28,59,47.0,,0.47,27.729999999999997
2020-11-29,69,47.0,,0.47,32.43
2020-11-30,80,47.0,,0.47,37.599999999999994
2020-12-01,65,45.0,False,0.45,29.25
2020-12-02,63,45.0,,0.45,28.35
2020-12-03,65,45.0,,0.45,29.25
2020-12-04,81,45.0,,0.45,36.45
2020-12-05,58,45.0,,0.45,26.1
2020-12-06,61,45.0,,0.45,27.45
2020-12-07,72,45.0,,0.45,32.4
2020-12-08,75,45.0,,0.45,33.75
2020-12-09,72,45.0,,0.45,32.4
2020-12-10,68,45.0,,0.45,30.6
2020-12-11,77,45.0,,0.45,34.65
2020-12-12,62,45.0,,0.45,27.900000000000002
2020-12-13,58,45.0,,0.45,26.1
2020-12-14,61,45.0,,0.45,27.45
2020-12-15,77,45.0,,0.45,34.65
2020-12-16,71,45.0,,0.45,31.95
2020-12-17,58,45.0,,0.45,26.1
2020-12-18,67,45.0,,0.45,30.150000000000002
2020-12-19,50,45.0,,0.45,22.5
2020-12-20,64,45.0,,0.45,28.8
2020-12-21,70,45.0,,0.45,31.5
2020-12-22,67,45.0,,0.45,30.150000000000002
2020-12-23,74,45.0,,0.45,33.300000000000004
2020-12-24,71,45.0,,0.45,31.95
2020-12-25,52,45.0,,0.45,23.400000000000002
2020-12-26,51,45.0,,0.45,22.95
2020-12-27,61,45.0,,0.45,27.45
2020-12-28,59,45.0,,0.45,26.55
2020-12-29,82,45.0,,0.45,36.9
2020-12-30,100,45.0,,0.45,45.0
2020-12-31,62,45.0,,0.45,27.900000000000002
2021-01-01,52,47.0,False,0.47,24.439999999999998
2021-01-02,43,47.0,,0.47,20.209999999999997
2021-01-03,51,47.0,,0.47,23.97
2021-01-04,59,47.0,,0.47,27.729999999999997
2021-01-05,65,47.0,,0.47,30.549999999999997
2021-01-06,73,47.0,,0.47,34.309999999999995
2021-01-07,100,47.0,,0.47,47.0
2021-01-08,61,47.0,,0.47,28.669999999999998
2021-01-09,52,47.0,,0.47,24.439999999999998
2021-01-10,51,47.0,,0.47,23.97
2021-01-11,68,47.0,,0.47,31.959999999999997
2021-01-12,70,47.0,,0.47,32.9
2021-01-13,61,47.0,,0.47,28.669999999999998
2021-01-14,66,47.0,,0.47,31.02
2021-01-15,60,47.0,,0.47,28.2
2021-01-16,45,47.0,,0.47,21.15
2021-01-17,50,47.0,,0.47,23.5
2021-01-18,55,47.0,,0.47,25.849999999999998
2021-01-19,56,47.0,,0.47,26.32
2021-01-20,64,47.0,,0.47,30.08
2021-01-21,71,47.0,,0.47,33.37
2021-01-22,67,47.0,,0.47,31.49
2021-01-23,50,47.0,,0.47,23.5
2021-01-24,49,47.0,,0.47,23.029999999999998
2021-01-25,57,47.0,,0.47,26.79
2021-01-26,68,47.0,,0.47,31.959999999999997
2021-01-27,60,47.0,,0.47,28.2
2021-01-28,57,47.0,,0.47,26.79
2021-01-29,51,47.0,,0.47,23.97
2021-01-30,53,47.0,,0.47,24.91
2021-01-31,50,47.0,,0.47,23.5
2021-02-01,78,48.0,False,0.48,37.44
2021-02-02,80,48.0,,0.48,38.4
2021-02-03,84,48.0,,0.48,40.32
2021-02-04,88,48.0,,0.48,42.239999999999995
2021-02-05,88,48.0,,0.48,42.239999999999995
2021-02-06,64,48.0,,0.48,30.72
2021-02-07,62,48.0,,0.48,29.759999999999998
2021-02-08,98,48.0,,0.48,47.04
2021-02-09,81,48.0,,0.48,38.879999999999995
2021-02-10,86,48.0,,0.48,41.28
2021-02-11,79,48.0,,0.48,37.92
2021-02-12,91,48.0,,0.48,43.68
2021-02-13,69,48.0,,0.48,33.12
2021-02-14,74,48.0,,0.48,35.519999999999996
2021-02-15,78,48.0,,0.48,37.44
2021-02-16,72,48.0,,0.48,34.56
2021-02-17,99,48.0,,0.48,47.519999999999996
2021-02-18,88,48.0,,0.48,42.239999999999995
2021-02-19,100,48.0,,0.48,48.0
2021-02-20,65,48.0,,0.48,31.2
2021-02-21,67,48.0,,0.48,32.16
2021-02-22,89,48.0,,0.48,42.72
2021-02-23,80,48.0,,0.48,38.4
2021-02-24,88,48.0,,0.48,42.239999999999995
2021-02-25,96,48.0,,0.48,46.08
2021-02-26,96,48.0,,0.48,46.08
2021-02-27,53,48.0,,0.48,25.439999999999998
2021-02-28,67,48.0,,0.48,32.16
2021-03-01,55,47.0,False,0.47,25.849999999999998
2021-03-02,61,47.0,,0.47,28.669999999999998
2021-03-03,65,47.0,,0.47,30.549999999999997
2021-03-04,66,47.0,,0.47,31.02
2021-03-05,53,47.0,,0.47,24.91
2021-03-06,50,47.0,,0.47,23.5
2021-03-07,41,47.0,,0.47,19.27
2021-03-08,56,47.0,,0.47,26.32
2021-03-09,56,47.0,,0.47,26.32
2021-03-10,69,47.0,,0.47,32.43
2021-03-11,54,47.0,,0.47,25.38
2021-03-12,60,47.0,,0.47,28.2
2021-03-13,33,47.0,,0.47,15.51
2021-03-14,41,47.0,,0.47,19.27
2021-03-15,43,47.0,,0.47,20.209999999999997
2021-03-16,51,47.0,,0.47,23.97
2021-03-17,60,47.0,,0.47,28.2
2021-03-18,56,47.0,,0.47,26.32
2021-03-19,58,47.0,,0.47,27.259999999999998
2021-03-20,50,47.0,,0.47,23.5
2021-03-21,40,47.0,,0.47,18.799999999999997
2021-03-22,57,47.0,,0.47,26.79
2021-03-23,49,47.0,,0.47,23.029999999999998
2021-03-24,53,47.0,,0.47,24.91
2021-03-25,53,47.0,,0.47,24.91
2021-03-26,58,47.0,,0.47,27.259999999999998
2021-03-27,52,47.0,,0.47,24.439999999999998
2021-03-28,100,47.0,,0.47,47.0
2021-03-29,58,47.0,,0.47,27.259999999999998
2021-03-30,56,47.0,,0.47,26.32
2021-03-31,49,47.0,,0.47,23.029999999999998
2021-04-01,97,41.0,False,0.41,39.769999999999996
2021-04-02,98,41.0,,0.41,40.18
2021-04-03,67,41.0,,0.41,27.47
2021-04-04,68,41.0,,0.41,27.88
2021-04-05,83,41.0,,0.41,34.03
2021-04-06,85,41.0,,0.41,34.85
2021-04-07,93,41.0,,0.41,38.129999999999995
2021-04-08,100,41.0,,0.41,41.0
2021-04-09,83,41.0,,0.41,34.03
2021-04-10,69,41.0,,0.41,28.29
2021-04-11,66,41.0,,0.41,27.06
2021-04-12,76,41.0,,0.41,31.159999999999997
2021-04-13,90,41.0,,0.41,36.9
2021-04-14,98,41.0,,0.41,40.18
2021-04-15,84,41.0,,0.41,34.44
2021-04-16,92,41.0,,0.41,37.72
2021-04-17,82,41.0,,0.41,33.62
2021-04-18,59,41.0,,0.41,24.189999999999998
2021-04-19,75,41.0,,0.41,30.749999999999996
2021-04-20,93,41.0,,0.41,38.129999999999995
2021-04-21,92,41.0,,0.41,37.72
2021-04-22,93,41.0,,0.41,38.129999999999995
2021-04-23,88,41.0,,0.41,36.08
