date,SPXB_unscaled,SPXB_monthly,isPartial,scale,SPXB
2017-10-04,0,26.0,,0.26,0.0
2017-10-05,0,26.0,,0.26,0.0
2017-10-06,0,26.0,,0.26,0.0
2017-10-07,0,26.0,,0.26,0.0
2017-10-08,0,26.0,,0.26,0.0
2017-10-09,0,26.0,,0.26,0.0
2017-10-10,0,26.0,,0.26,0.0
2017-10-11,100,26.0,,0.26,26.0
2017-10-12,0,26.0,,0.26,0.0
2017-10-13,0,26.0,,0.26,0.0
2017-10-14,0,26.0,,0.26,0.0
2017-10-15,0,26.0,,0.26,0.0
2017-10-16,0,26.0,,0.26,0.0
2017-10-17,0,26.0,,0.26,0.0
2017-10-18,0,26.0,,0.26,0.0
2017-10-19,0,26.0,,0.26,0.0
2017-10-20,0,26.0,,0.26,0.0
2017-10-21,0,26.0,,0.26,0.0
2017-10-22,0,26.0,,0.26,0.0
2017-10-23,0,26.0,,0.26,0.0
2017-10-24,0,26.0,,0.26,0.0
2017-10-25,0,26.0,,0.26,0.0
2017-10-26,0,26.0,,0.26,0.0
2017-10-27,0,26.0,,0.26,0.0
2017-10-28,0,26.0,,0.26,0.0
2017-10-29,0,26.0,,0.26,0.0
2017-10-30,0,26.0,,0.26,0.0
2017-10-31,0,26.0,,0.26,0.0
2018-02-01,0,27.0,False,0.27,0.0
2018-02-02,0,27.0,,0.27,0.0
2018-02-03,0,27.0,,0.27,0.0
2018-02-04,0,27.0,,0.27,0.0
2018-02-05,0,27.0,,0.27,0.0
2018-02-06,0,27.0,,0.27,0.0
2018-02-07,0,27.0,,0.27,0.0
2018-02-08,0,27.0,,0.27,0.0
2018-02-09,0,27.0,,0.27,0.0
2018-02-10,0,27.0,,0.27,0.0
2018-02-11,0,27.0,,0.27,0.0
2018-02-12,0,27.0,,0.27,0.0
2018-02-13,0,27.0,,0.27,0.0
2018-02-14,0,27.0,,0.27,0.0
2018-02-15,0,27.0,,0.27,0.0
2018-02-16,0,27.0,,0.27,0.0
2018-02-17,0,27.0,,0.27,0.0
2018-02-18,0,27.0,,0.27,0.0
2018-02-19,100,27.0,,0.27,27.0
2018-02-20,0,27.0,,0.27,0.0
2018-02-21,0,27.0,,0.27,0.0
2018-02-22,0,27.0,,0.27,0.0
2018-02-23,0,27.0,,0.27,0.0
2018-02-24,0,27.0,,0.27,0.0
2018-02-25,0,27.0,,0.27,0.0
2018-02-26,0,27.0,,0.27,0.0
2018-02-27,0,27.0,,0.27,0.0
2018-02-28,0,27.0,,0.27,0.0
2018-04-01,0,26.0,False,0.26,0.0
2018-04-02,0,26.0,,0.26,0.0
2018-04-03,0,26.0,,0.26,0.0
2018-04-04,0,26.0,,0.26,0.0
2018-04-05,0,26.0,,0.26,0.0
2018-04-06,0,26.0,,0.26,0.0
2018-04-07,0,26.0,,0.26,0.0
2018-04-08,0,26.0,,0.26,0.0
2018-04-09,0,26.0,,0.26,0.0
2018-04-10,0,26.0,,0.26,0.0
2018-04-11,0,26.0,,0.26,0.0
2018-04-12,0,26.0,,0.26,0.0
2018-04-13,0,26.0,,0.26,0.0
2018-04-14,0,26.0,,0.26,0.0
2018-04-15,0,26.0,,0.26,0.0
2018-04-16,0,26.0,,0.26,0.0
2018-04-17,0,26.0,,0.26,0.0
2018-04-18,0,26.0,,0.26,0.0
2018-04-19,0,26.0,,0.26,0.0
2018-04-20,0,26.0,,0.26,0.0
2018-04-21,0,26.0,,0.26,0.0
2018-04-22,0,26.0,,0.26,0.0
2018-04-23,0,26.0,,0.26,0.0
2018-04-24,0,26.0,,0.26,0.0
2018-04-25,0,26.0,,0.26,0.0
2018-04-26,0,26.0,,0.26,0.0
2018-04-27,100,26.0,,0.26,26.0
2018-04-28,0,26.0,,0.26,0.0
2018-04-29,0,26.0,,0.26,0.0
2018-04-30,0,26.0,,0.26,0.0
2018-05-01,0,100.0,False,1.0,0.0
2018-05-02,0,100.0,,1.0,0.0
2018-05-03,0,100.0,,1.0,0.0
2018-05-04,100,100.0,,1.0,100.0
2018-05-05,60,100.0,,1.0,60.0
2018-05-06,0,100.0,,1.0,0.0
2018-05-07,0,100.0,,1.0,0.0
2018-05-08,48,100.0,,1.0,48.0
2018-05-09,0,100.0,,1.0,0.0
2018-05-10,0,100.0,,1.0,0.0
2018-05-11,0,100.0,,1.0,0.0
2018-05-12,0,100.0,,1.0,0.0
2018-05-13,0,100.0,,1.0,0.0
2018-05-14,0,100.0,,1.0,0.0
2018-05-15,0,100.0,,1.0,0.0
2018-05-16,0,100.0,,1.0,0.0
2018-05-17,0,100.0,,1.0,0.0
2018-05-18,0,100.0,,1.0,0.0
2018-05-19,0,100.0,,1.0,0.0
2018-05-20,0,100.0,,1.0,0.0
2018-05-21,0,100.0,,1.0,0.0
2018-05-22,0,100.0,,1.0,0.0
2018-05-23,0,100.0,,1.0,0.0
2018-05-24,0,100.0,,1.0,0.0
2018-05-25,0,100.0,,1.0,0.0
2018-05-26,0,100.0,,1.0,0.0
2018-05-27,0,100.0,,1.0,0.0
2018-05-28,0,100.0,,1.0,0.0
2018-05-29,0,100.0,,1.0,0.0
2018-05-30,0,100.0,,1.0,0.0
2018-05-31,0,100.0,,1.0,0.0
2018-06-01,0,26.0,False,0.26,0.0
2018-06-02,0,26.0,,0.26,0.0
2018-06-03,0,26.0,,0.26,0.0
2018-06-04,0,26.0,,0.26,0.0
2018-06-05,0,26.0,,0.26,0.0
2018-06-06,0,26.0,,0.26,0.0
2018-06-07,0,26.0,,0.26,0.0
2018-06-08,0,26.0,,0.26,0.0
2018-06-09,0,26.0,,0.26,0.0
2018-06-10,0,26.0,,0.26,0.0
2018-06-11,0,26.0,,0.26,0.0
2018-06-12,0,26.0,,0.26,0.0
2018-06-13,0,26.0,,0.26,0.0
2018-06-14,100,26.0,,0.26,26.0
2018-06-15,0,26.0,,0.26,0.0
2018-06-16,0,26.0,,0.26,0.0
2018-06-17,0,26.0,,0.26,0.0
2018-06-18,0,26.0,,0.26,0.0
2018-06-19,0,26.0,,0.26,0.0
2018-06-20,0,26.0,,0.26,0.0
2018-06-21,0,26.0,,0.26,0.0
2018-06-22,0,26.0,,0.26,0.0
2018-06-23,0,26.0,,0.26,0.0
2018-06-24,0,26.0,,0.26,0.0
2018-06-25,0,26.0,,0.26,0.0
2018-06-26,0,26.0,,0.26,0.0
2018-06-27,0,26.0,,0.26,0.0
2018-06-28,0,26.0,,0.26,0.0
2018-06-29,0,26.0,,0.26,0.0
2018-06-30,0,26.0,,0.26,0.0
2018-09-01,0,26.0,False,0.26,0.0
2018-09-02,0,26.0,,0.26,0.0
2018-09-03,0,26.0,,0.26,0.0
2018-09-04,0,26.0,,0.26,0.0
2018-09-05,0,26.0,,0.26,0.0
2018-09-06,0,26.0,,0.26,0.0
2018-09-07,100,26.0,,0.26,26.0
2018-09-08,0,26.0,,0.26,0.0
2018-09-09,0,26.0,,0.26,0.0
2018-09-10,0,26.0,,0.26,0.0
2018-09-11,0,26.0,,0.26,0.0
2018-09-12,0,26.0,,0.26,0.0
2018-09-13,0,26.0,,0.26,0.0
2018-09-14,0,26.0,,0.26,0.0
2018-09-15,0,26.0,,0.26,0.0
2018-09-16,0,26.0,,0.26,0.0
2018-09-17,0,26.0,,0.26,0.0
2018-09-18,0,26.0,,0.26,0.0
2018-09-19,0,26.0,,0.26,0.0
2018-09-20,0,26.0,,0.26,0.0
2018-09-21,0,26.0,,0.26,0.0
2018-09-22,0,26.0,,0.26,0.0
2018-09-23,0,26.0,,0.26,0.0
2018-09-24,0,26.0,,0.26,0.0
2018-09-25,0,26.0,,0.26,0.0
2018-09-26,0,26.0,,0.26,0.0
2018-09-27,0,26.0,,0.26,0.0
2018-09-28,0,26.0,,0.26,0.0
2018-09-29,0,26.0,,0.26,0.0
2018-09-30,0,26.0,,0.26,0.0
2018-10-01,0,25.0,False,0.25,0.0
2018-10-02,0,25.0,,0.25,0.0
2018-10-03,0,25.0,,0.25,0.0
2018-10-04,100,25.0,,0.25,25.0
2018-10-05,0,25.0,,0.25,0.0
2018-10-06,0,25.0,,0.25,0.0
2018-10-07,0,25.0,,0.25,0.0
2018-10-08,0,25.0,,0.25,0.0
2018-10-09,0,25.0,,0.25,0.0
2018-10-10,0,25.0,,0.25,0.0
2018-10-11,0,25.0,,0.25,0.0
2018-10-12,0,25.0,,0.25,0.0
2018-10-13,0,25.0,,0.25,0.0
2018-10-14,0,25.0,,0.25,0.0
2018-10-15,0,25.0,,0.25,0.0
2018-10-16,0,25.0,,0.25,0.0
2018-10-17,0,25.0,,0.25,0.0
2018-10-18,0,25.0,,0.25,0.0
2018-10-19,0,25.0,,0.25,0.0
2018-10-20,0,25.0,,0.25,0.0
2018-10-21,0,25.0,,0.25,0.0
2018-10-22,0,25.0,,0.25,0.0
2018-10-23,0,25.0,,0.25,0.0
2018-10-24,0,25.0,,0.25,0.0
2018-10-25,0,25.0,,0.25,0.0
2018-10-26,0,25.0,,0.25,0.0
2018-10-27,0,25.0,,0.25,0.0
2018-10-28,0,25.0,,0.25,0.0
2018-10-29,0,25.0,,0.25,0.0
2018-10-30,0,25.0,,0.25,0.0
2018-10-31,0,25.0,,0.25,0.0
2019-01-01,0,49.0,False,0.49,0.0
2019-01-02,0,49.0,,0.49,0.0
2019-01-03,0,49.0,,0.49,0.0
2019-01-04,0,49.0,,0.49,0.0
2019-01-05,0,49.0,,0.49,0.0
2019-01-06,0,49.0,,0.49,0.0
2019-01-07,0,49.0,,0.49,0.0
2019-01-08,0,49.0,,0.49,0.0
2019-01-09,100,49.0,,0.49,49.0
2019-01-10,0,49.0,,0.49,0.0
2019-01-11,0,49.0,,0.49,0.0
2019-01-12,0,49.0,,0.49,0.0
2019-01-13,0,49.0,,0.49,0.0
2019-01-14,0,49.0,,0.49,0.0
2019-01-15,0,49.0,,0.49,0.0
2019-01-16,0,49.0,,0.49,0.0
2019-01-17,0,49.0,,0.49,0.0
2019-01-18,0,49.0,,0.49,0.0
2019-01-19,0,49.0,,0.49,0.0
2019-01-20,0,49.0,,0.49,0.0
2019-01-21,100,49.0,,0.49,49.0
2019-01-22,0,49.0,,0.49,0.0
2019-01-23,0,49.0,,0.49,0.0
2019-01-24,0,49.0,,0.49,0.0
2019-01-25,0,49.0,,0.49,0.0
2019-01-26,0,49.0,,0.49,0.0
2019-01-27,0,49.0,,0.49,0.0
2019-01-28,0,49.0,,0.49,0.0
2019-01-29,0,49.0,,0.49,0.0
2019-01-30,0,49.0,,0.49,0.0
2019-01-31,0,49.0,,0.49,0.0
2019-04-01,0,51.0,False,0.51,0.0
2019-04-02,0,51.0,,0.51,0.0
2019-04-03,0,51.0,,0.51,0.0
2019-04-04,0,51.0,,0.51,0.0
2019-04-05,0,51.0,,0.51,0.0
2019-04-06,0,51.0,,0.51,0.0
2019-04-07,0,51.0,,0.51,0.0
2019-04-08,0,51.0,,0.51,0.0
2019-04-09,98,51.0,,0.51,49.980000000000004
2019-04-10,0,51.0,,0.51,0.0
2019-04-11,0,51.0,,0.51,0.0
2019-04-12,0,51.0,,0.51,0.0
2019-04-13,0,51.0,,0.51,0.0
2019-04-14,0,51.0,,0.51,0.0
2019-04-15,100,51.0,,0.51,51.0
2019-04-16,0,51.0,,0.51,0.0
2019-04-17,0,51.0,,0.51,0.0
2019-04-18,0,51.0,,0.51,0.0
2019-04-19,0,51.0,,0.51,0.0
2019-04-20,0,51.0,,0.51,0.0
2019-04-21,0,51.0,,0.51,0.0
2019-04-22,0,51.0,,0.51,0.0
2019-04-23,0,51.0,,0.51,0.0
2019-04-24,0,51.0,,0.51,0.0
2019-04-25,0,51.0,,0.51,0.0
2019-04-26,0,51.0,,0.51,0.0
2019-04-27,0,51.0,,0.51,0.0
2019-04-28,0,51.0,,0.51,0.0
2019-04-29,0,51.0,,0.51,0.0
2019-04-30,0,51.0,,0.51,0.0
2019-06-01,0,26.0,False,0.26,0.0
2019-06-02,0,26.0,,0.26,0.0
2019-06-03,0,26.0,,0.26,0.0
2019-06-04,0,26.0,,0.26,0.0
2019-06-05,100,26.0,,0.26,26.0
2019-06-06,0,26.0,,0.26,0.0
2019-06-07,0,26.0,,0.26,0.0
2019-06-08,0,26.0,,0.26,0.0
2019-06-09,0,26.0,,0.26,0.0
2019-06-10,0,26.0,,0.26,0.0
2019-06-11,0,26.0,,0.26,0.0
2019-06-12,0,26.0,,0.26,0.0
2019-06-13,0,26.0,,0.26,0.0
2019-06-14,0,26.0,,0.26,0.0
2019-06-15,0,26.0,,0.26,0.0
2019-06-16,0,26.0,,0.26,0.0
2019-06-17,0,26.0,,0.26,0.0
2019-06-18,0,26.0,,0.26,0.0
2019-06-19,0,26.0,,0.26,0.0
2019-06-20,0,26.0,,0.26,0.0
2019-06-21,0,26.0,,0.26,0.0
2019-06-22,0,26.0,,0.26,0.0
2019-06-23,0,26.0,,0.26,0.0
2019-06-24,0,26.0,,0.26,0.0
2019-06-25,0,26.0,,0.26,0.0
2019-06-26,0,26.0,,0.26,0.0
2019-06-27,0,26.0,,0.26,0.0
2019-06-28,0,26.0,,0.26,0.0
2019-06-29,0,26.0,,0.26,0.0
2019-06-30,0,26.0,,0.26,0.0
2019-07-01,0,26.0,False,0.26,0.0
2019-07-02,0,26.0,,0.26,0.0
2019-07-03,0,26.0,,0.26,0.0
2019-07-04,0,26.0,,0.26,0.0
2019-07-05,0,26.0,,0.26,0.0
2019-07-06,0,26.0,,0.26,0.0
2019-07-07,0,26.0,,0.26,0.0
2019-07-08,0,26.0,,0.26,0.0
2019-07-09,0,26.0,,0.26,0.0
2019-07-10,0,26.0,,0.26,0.0
2019-07-11,0,26.0,,0.26,0.0
2019-07-12,0,26.0,,0.26,0.0
2019-07-13,0,26.0,,0.26,0.0
2019-07-14,0,26.0,,0.26,0.0
2019-07-15,0,26.0,,0.26,0.0
2019-07-16,0,26.0,,0.26,0.0
2019-07-17,0,26.0,,0.26,0.0
2019-07-18,0,26.0,,0.26,0.0
2019-07-19,0,26.0,,0.26,0.0
2019-07-20,100,26.0,,0.26,26.0
2019-07-21,0,26.0,,0.26,0.0
2019-07-22,0,26.0,,0.26,0.0
2019-07-23,0,26.0,,0.26,0.0
2019-07-24,0,26.0,,0.26,0.0
2019-07-25,0,26.0,,0.26,0.0
2019-07-26,0,26.0,,0.26,0.0
2019-07-27,0,26.0,,0.26,0.0
2019-07-28,0,26.0,,0.26,0.0
2019-07-29,0,26.0,,0.26,0.0
2019-07-30,0,26.0,,0.26,0.0
2019-07-31,0,26.0,,0.26,0.0
2019-08-01,0,99.0,False,0.99,0.0
2019-08-02,100,99.0,,0.99,99.0
2019-08-03,0,99.0,,0.99,0.0
2019-08-04,0,99.0,,0.99,0.0
2019-08-05,0,99.0,,0.99,0.0
2019-08-06,0,99.0,,0.99,0.0
2019-08-07,98,99.0,,0.99,97.02
2019-08-08,0,99.0,,0.99,0.0
2019-08-09,98,99.0,,0.99,97.02
2019-08-10,0,99.0,,0.99,0.0
2019-08-11,0,99.0,,0.99,0.0
2019-08-12,0,99.0,,0.99,0.0
2019-08-13,0,99.0,,0.99,0.0
2019-08-14,0,99.0,,0.99,0.0
2019-08-15,0,99.0,,0.99,0.0
2019-08-16,0,99.0,,0.99,0.0
2019-08-17,0,99.0,,0.99,0.0
2019-08-18,0,99.0,,0.99,0.0
2019-08-19,0,99.0,,0.99,0.0
2019-08-20,0,99.0,,0.99,0.0
2019-08-21,0,99.0,,0.99,0.0
2019-08-22,0,99.0,,0.99,0.0
2019-08-23,0,99.0,,0.99,0.0
2019-08-24,0,99.0,,0.99,0.0
2019-08-25,0,99.0,,0.99,0.0
2019-08-26,0,99.0,,0.99,0.0
2019-08-27,0,99.0,,0.99,0.0
2019-08-28,90,99.0,,0.99,89.1
2019-08-29,0,99.0,,0.99,0.0
2019-08-30,0,99.0,,0.99,0.0
2019-08-31,0,99.0,,0.99,0.0
2019-09-01,0,24.0,False,0.24,0.0
2019-09-02,0,24.0,,0.24,0.0
2019-09-03,0,24.0,,0.24,0.0
2019-09-04,0,24.0,,0.24,0.0
2019-09-05,0,24.0,,0.24,0.0
2019-09-06,0,24.0,,0.24,0.0
2019-09-07,0,24.0,,0.24,0.0
2019-09-08,0,24.0,,0.24,0.0
2019-09-09,0,24.0,,0.24,0.0
2019-09-10,0,24.0,,0.24,0.0
2019-09-11,0,24.0,,0.24,0.0
2019-09-12,0,24.0,,0.24,0.0
2019-09-13,0,24.0,,0.24,0.0
2019-09-14,0,24.0,,0.24,0.0
2019-09-15,0,24.0,,0.24,0.0
2019-09-16,0,24.0,,0.24,0.0
2019-09-17,0,24.0,,0.24,0.0
2019-09-18,100,24.0,,0.24,24.0
2019-09-19,0,24.0,,0.24,0.0
2019-09-20,0,24.0,,0.24,0.0
2019-09-21,0,24.0,,0.24,0.0
2019-09-22,0,24.0,,0.24,0.0
2019-09-23,0,24.0,,0.24,0.0
2019-09-24,0,24.0,,0.24,0.0
2019-09-25,0,24.0,,0.24,0.0
2019-09-26,0,24.0,,0.24,0.0
2019-09-27,0,24.0,,0.24,0.0
2019-09-28,0,24.0,,0.24,0.0
2019-09-29,0,24.0,,0.24,0.0
2019-09-30,0,24.0,,0.24,0.0
2019-10-01,0,23.0,False,0.23,0.0
2019-10-02,0,23.0,,0.23,0.0
2019-10-03,0,23.0,,0.23,0.0
2019-10-04,0,23.0,,0.23,0.0
2019-10-05,0,23.0,,0.23,0.0
2019-10-06,0,23.0,,0.23,0.0
2019-10-07,0,23.0,,0.23,0.0
2019-10-08,0,23.0,,0.23,0.0
2019-10-09,0,23.0,,0.23,0.0
2019-10-10,0,23.0,,0.23,0.0
2019-10-11,0,23.0,,0.23,0.0
2019-10-12,0,23.0,,0.23,0.0
2019-10-13,0,23.0,,0.23,0.0
2019-10-14,0,23.0,,0.23,0.0
2019-10-15,0,23.0,,0.23,0.0
2019-10-16,0,23.0,,0.23,0.0
2019-10-17,0,23.0,,0.23,0.0
2019-10-18,0,23.0,,0.23,0.0
2019-10-19,0,23.0,,0.23,0.0
2019-10-20,0,23.0,,0.23,0.0
2019-10-21,0,23.0,,0.23,0.0
2019-10-22,0,23.0,,0.23,0.0
2019-10-23,0,23.0,,0.23,0.0
2019-10-24,0,23.0,,0.23,0.0
2019-10-25,0,23.0,,0.23,0.0
2019-10-26,0,23.0,,0.23,0.0
2019-10-27,0,23.0,,0.23,0.0
2019-10-28,0,23.0,,0.23,0.0
2019-10-29,0,23.0,,0.23,0.0
2019-10-30,0,23.0,,0.23,0.0
2019-10-31,100,23.0,,0.23,23.0
2019-11-01,0,24.0,False,0.24,0.0
2019-11-02,0,24.0,,0.24,0.0
2019-11-03,0,24.0,,0.24,0.0
2019-11-04,0,24.0,,0.24,0.0
2019-11-05,0,24.0,,0.24,0.0
2019-11-06,0,24.0,,0.24,0.0
2019-11-07,100,24.0,,0.24,24.0
2019-11-08,0,24.0,,0.24,0.0
2019-11-09,0,24.0,,0.24,0.0
2019-11-10,0,24.0,,0.24,0.0
2019-11-11,0,24.0,,0.24,0.0
2019-11-12,0,24.0,,0.24,0.0
2019-11-13,0,24.0,,0.24,0.0
2019-11-14,0,24.0,,0.24,0.0
2019-11-15,0,24.0,,0.24,0.0
2019-11-16,0,24.0,,0.24,0.0
2019-11-17,0,24.0,,0.24,0.0
2019-11-18,0,24.0,,0.24,0.0
2019-11-19,0,24.0,,0.24,0.0
2019-11-20,0,24.0,,0.24,0.0
2019-11-21,0,24.0,,0.24,0.0
2019-11-22,0,24.0,,0.24,0.0
2019-11-23,0,24.0,,0.24,0.0
2019-11-24,0,24.0,,0.24,0.0
2019-11-25,0,24.0,,0.24,0.0
2019-11-26,0,24.0,,0.24,0.0
2019-11-27,0,24.0,,0.24,0.0
2019-11-28,0,24.0,,0.24,0.0
2019-11-29,0,24.0,,0.24,0.0
2019-11-30,0,24.0,,0.24,0.0
2020-01-01,0,44.0,False,0.44,0.0
2020-01-02,0,44.0,,0.44,0.0
2020-01-03,100,44.0,,0.44,44.0
2020-01-04,0,44.0,,0.44,0.0
2020-01-05,0,44.0,,0.44,0.0
2020-01-06,0,44.0,,0.44,0.0
2020-01-07,0,44.0,,0.44,0.0
2020-01-08,0,44.0,,0.44,0.0
2020-01-09,0,44.0,,0.44,0.0
2020-01-10,0,44.0,,0.44,0.0
2020-01-11,0,44.0,,0.44,0.0
2020-01-12,0,44.0,,0.44,0.0
2020-01-13,0,44.0,,0.44,0.0
2020-01-14,0,44.0,,0.44,0.0
2020-01-15,0,44.0,,0.44,0.0
2020-01-16,0,44.0,,0.44,0.0
2020-01-17,0,44.0,,0.44,0.0
2020-01-18,0,44.0,,0.44,0.0
2020-01-19,0,44.0,,0.44,0.0
2020-01-20,0,44.0,,0.44,0.0
2020-01-21,96,44.0,,0.44,42.24
2020-01-22,0,44.0,,0.44,0.0
2020-01-23,0,44.0,,0.44,0.0
2020-01-24,0,44.0,,0.44,0.0
2020-01-25,0,44.0,,0.44,0.0
2020-01-26,0,44.0,,0.44,0.0
2020-01-27,0,44.0,,0.44,0.0
2020-01-28,0,44.0,,0.44,0.0
2020-01-29,0,44.0,,0.44,0.0
2020-01-30,0,44.0,,0.44,0.0
2020-01-31,0,44.0,,0.44,0.0
2020-02-01,0,69.0,False,0.69,0.0
2020-02-02,0,69.0,,0.69,0.0
2020-02-03,0,69.0,,0.69,0.0
2020-02-04,0,69.0,,0.69,0.0
2020-02-05,0,69.0,,0.69,0.0
2020-02-06,0,69.0,,0.69,0.0
2020-02-07,0,69.0,,0.69,0.0
2020-02-08,0,69.0,,0.69,0.0
2020-02-09,0,69.0,,0.69,0.0
2020-02-10,0,69.0,,0.69,0.0
2020-02-11,0,69.0,,0.69,0.0
2020-02-12,0,69.0,,0.69,0.0
2020-02-13,86,69.0,,0.69,59.339999999999996
2020-02-14,0,69.0,,0.69,0.0
2020-02-15,0,69.0,,0.69,0.0
2020-02-16,0,69.0,,0.69,0.0
2020-02-17,0,69.0,,0.69,0.0
2020-02-18,0,69.0,,0.69,0.0
2020-02-19,0,69.0,,0.69,0.0
2020-02-20,0,69.0,,0.69,0.0
2020-02-21,0,69.0,,0.69,0.0
2020-02-22,0,69.0,,0.69,0.0
2020-02-23,100,69.0,,0.69,69.0
2020-02-24,0,69.0,,0.69,0.0
2020-02-25,0,69.0,,0.69,0.0
2020-02-26,0,69.0,,0.69,0.0
2020-02-27,0,69.0,,0.69,0.0
2020-02-28,0,69.0,,0.69,0.0
2020-02-29,100,69.0,,0.69,69.0
2020-03-01,0,40.0,False,0.4,0.0
2020-03-02,0,40.0,,0.4,0.0
2020-03-03,0,40.0,,0.4,0.0
2020-03-04,0,40.0,,0.4,0.0
2020-03-05,0,40.0,,0.4,0.0
2020-03-06,0,40.0,,0.4,0.0
2020-03-07,0,40.0,,0.4,0.0
2020-03-08,0,40.0,,0.4,0.0
2020-03-09,0,40.0,,0.4,0.0
2020-03-10,99,40.0,,0.4,39.6
2020-03-11,0,40.0,,0.4,0.0
2020-03-12,0,40.0,,0.4,0.0
2020-03-13,0,40.0,,0.4,0.0
2020-03-14,0,40.0,,0.4,0.0
2020-03-15,0,40.0,,0.4,0.0
2020-03-16,0,40.0,,0.4,0.0
2020-03-17,100,40.0,,0.4,40.0
2020-03-18,0,40.0,,0.4,0.0
2020-03-19,0,40.0,,0.4,0.0
2020-03-20,0,40.0,,0.4,0.0
2020-03-21,0,40.0,,0.4,0.0
2020-03-22,0,40.0,,0.4,0.0
2020-03-23,0,40.0,,0.4,0.0
2020-03-24,0,40.0,,0.4,0.0
2020-03-25,0,40.0,,0.4,0.0
2020-03-26,0,40.0,,0.4,0.0
2020-03-27,0,40.0,,0.4,0.0
2020-03-28,0,40.0,,0.4,0.0
2020-03-29,0,40.0,,0.4,0.0
2020-03-30,0,40.0,,0.4,0.0
2020-03-31,0,40.0,,0.4,0.0
2020-05-01,0,40.0,False,0.4,0.0
2020-05-02,0,40.0,,0.4,0.0
2020-05-03,0,40.0,,0.4,0.0
2020-05-04,0,40.0,,0.4,0.0
2020-05-05,0,40.0,,0.4,0.0
2020-05-06,0,40.0,,0.4,0.0
2020-05-07,0,40.0,,0.4,0.0
2020-05-08,0,40.0,,0.4,0.0
2020-05-09,0,40.0,,0.4,0.0
2020-05-10,0,40.0,,0.4,0.0
2020-05-11,0,40.0,,0.4,0.0
2020-05-12,0,40.0,,0.4,0.0
2020-05-13,0,40.0,,0.4,0.0
2020-05-14,0,40.0,,0.4,0.0
2020-05-15,0,40.0,,0.4,0.0
2020-05-16,0,40.0,,0.4,0.0
2020-05-17,0,40.0,,0.4,0.0
2020-05-18,0,40.0,,0.4,0.0
2020-05-19,0,40.0,,0.4,0.0
2020-05-20,0,40.0,,0.4,0.0
2020-05-21,0,40.0,,0.4,0.0
2020-05-22,0,40.0,,0.4,0.0
2020-05-23,0,40.0,,0.4,0.0
2020-05-24,0,40.0,,0.4,0.0
2020-05-25,0,40.0,,0.4,0.0
2020-05-26,0,40.0,,0.4,0.0
