date,JNJ_unscaled,JNJ_monthly,isPartial,scale,JNJ
2019-08-23,23,49.0,,0.49,11.27
2019-08-24,13,49.0,,0.49,6.37
2019-08-25,9,49.0,,0.49,4.41
2019-08-26,100,49.0,,0.49,49.0
2019-08-27,90,49.0,,0.49,44.1
2019-08-28,57,49.0,,0.49,27.93
2019-08-29,36,49.0,,0.49,17.64
2019-08-30,28,49.0,,0.49,13.719999999999999
2019-08-31,12,49.0,,0.49,5.88
2019-09-01,19,34.0,False,0.34,6.460000000000001
2019-09-02,28,34.0,,0.34,9.520000000000001
2019-09-03,51,34.0,,0.34,17.34
2019-09-04,76,34.0,,0.34,25.840000000000003
2019-09-05,94,34.0,,0.34,31.96
2019-09-06,72,34.0,,0.34,24.48
2019-09-07,22,34.0,,0.34,7.48
2019-09-08,31,34.0,,0.34,10.540000000000001
2019-09-09,100,34.0,,0.34,34.0
2019-09-10,77,34.0,,0.34,26.180000000000003
2019-09-11,96,34.0,,0.34,32.64
2019-09-12,100,34.0,,0.34,34.0
2019-09-13,92,34.0,,0.34,31.28
2019-09-14,35,34.0,,0.34,11.9
2019-09-15,27,34.0,,0.34,9.180000000000001
2019-09-16,73,34.0,,0.34,24.82
2019-09-17,68,34.0,,0.34,23.12
2019-09-18,74,34.0,,0.34,25.16
2019-09-19,59,34.0,,0.34,20.060000000000002
2019-09-20,71,34.0,,0.34,24.14
2019-09-21,23,34.0,,0.34,7.82
2019-09-22,23,34.0,,0.34,7.82
2019-09-23,52,34.0,,0.34,17.68
2019-09-24,49,34.0,,0.34,16.66
2019-09-25,73,34.0,,0.34,24.82
2019-09-26,85,34.0,,0.34,28.900000000000002
2019-09-27,69,34.0,,0.34,23.46
2019-09-28,24,34.0,,0.34,8.16
2019-09-29,20,34.0,,0.34,6.800000000000001
2019-09-30,73,34.0,,0.34,24.82
2019-10-01,37,51.0,False,0.51,18.87
2019-10-02,51,51.0,,0.51,26.01
2019-10-03,32,51.0,,0.51,16.32
2019-10-04,38,51.0,,0.51,19.38
2019-10-05,18,51.0,,0.51,9.18
2019-10-06,8,51.0,,0.51,4.08
2019-10-07,32,51.0,,0.51,16.32
2019-10-08,39,51.0,,0.51,19.89
2019-10-09,85,51.0,,0.51,43.35
2019-10-10,49,51.0,,0.51,24.990000000000002
2019-10-11,48,51.0,,0.51,24.48
2019-10-12,21,51.0,,0.51,10.71
2019-10-13,20,51.0,,0.51,10.2
2019-10-14,39,51.0,,0.51,19.89
2019-10-15,74,51.0,,0.51,37.74
2019-10-16,54,51.0,,0.51,27.54
2019-10-17,55,51.0,,0.51,28.05
2019-10-18,100,51.0,,0.51,51.0
2019-10-19,33,51.0,,0.51,16.830000000000002
2019-10-20,22,51.0,,0.51,11.22
2019-10-21,85,51.0,,0.51,43.35
2019-10-22,59,51.0,,0.51,30.09
2019-10-23,60,51.0,,0.51,30.6
2019-10-24,50,51.0,,0.51,25.5
2019-10-25,59,51.0,,0.51,30.09
2019-10-26,22,51.0,,0.51,11.22
2019-10-27,10,51.0,,0.51,5.1
2019-10-28,49,51.0,,0.51,24.990000000000002
2019-10-29,68,51.0,,0.51,34.68
2019-10-30,65,51.0,,0.51,33.15
2019-10-31,49,51.0,,0.51,24.990000000000002
2019-11-01,63,34.0,False,0.34,21.42
2019-11-02,19,34.0,,0.34,6.460000000000001
2019-11-03,34,34.0,,0.34,11.56
2019-11-04,100,34.0,,0.34,34.0
2019-11-05,80,34.0,,0.34,27.200000000000003
2019-11-06,83,34.0,,0.34,28.220000000000002
2019-11-07,99,34.0,,0.34,33.660000000000004
2019-11-08,71,34.0,,0.34,24.14
2019-11-09,29,34.0,,0.34,9.860000000000001
2019-11-10,22,34.0,,0.34,7.48
2019-11-11,62,34.0,,0.34,21.080000000000002
2019-11-12,78,34.0,,0.34,26.520000000000003
2019-11-13,72,34.0,,0.34,24.48
2019-11-14,78,34.0,,0.34,26.520000000000003
2019-11-15,82,34.0,,0.34,27.880000000000003
2019-11-16,40,34.0,,0.34,13.600000000000001
2019-11-17,23,34.0,,0.34,7.82
2019-11-18,69,34.0,,0.34,23.46
2019-11-19,61,34.0,,0.34,20.740000000000002
2019-11-20,86,34.0,,0.34,29.240000000000002
2019-11-21,72,34.0,,0.34,24.48
2019-11-22,87,34.0,,0.34,29.580000000000002
2019-11-23,44,34.0,,0.34,14.96
2019-11-24,18,34.0,,0.34,6.12
2019-11-25,87,34.0,,0.34,29.580000000000002
2019-11-26,65,34.0,,0.34,22.1
2019-11-27,64,34.0,,0.34,21.76
2019-11-28,21,34.0,,0.34,7.140000000000001
2019-11-29,48,34.0,,0.34,16.32
2019-11-30,19,34.0,,0.34,6.460000000000001
2019-12-01,18,34.0,False,0.34,6.12
2019-12-02,53,34.0,,0.34,18.02
2019-12-03,59,34.0,,0.34,20.060000000000002
2019-12-04,56,34.0,,0.34,19.040000000000003
2019-12-05,63,34.0,,0.34,21.42
2019-12-06,91,34.0,,0.34,30.94
2019-12-07,40,34.0,,0.34,13.600000000000001
2019-12-08,19,34.0,,0.34,6.460000000000001
2019-12-09,54,34.0,,0.34,18.360000000000003
2019-12-10,63,34.0,,0.34,21.42
2019-12-11,65,34.0,,0.34,22.1
2019-12-12,81,34.0,,0.34,27.540000000000003
2019-12-13,68,34.0,,0.34,23.12
2019-12-14,33,34.0,,0.34,11.22
2019-12-15,14,34.0,,0.34,4.760000000000001
2019-12-16,75,34.0,,0.34,25.500000000000004
2019-12-17,93,34.0,,0.34,31.62
2019-12-18,68,34.0,,0.34,23.12
2019-12-19,93,34.0,,0.34,31.62
2019-12-20,100,34.0,,0.34,34.0
2019-12-21,35,34.0,,0.34,11.9
2019-12-22,24,34.0,,0.34,8.16
2019-12-23,68,34.0,,0.34,23.12
2019-12-24,60,34.0,,0.34,20.400000000000002
2019-12-25,25,34.0,,0.34,8.5
2019-12-26,63,34.0,,0.34,21.42
2019-12-27,56,34.0,,0.34,19.040000000000003
2019-12-28,23,34.0,,0.34,7.82
2019-12-29,24,34.0,,0.34,8.16
2019-12-30,40,34.0,,0.34,13.600000000000001
2019-12-31,74,34.0,,0.34,25.16
2020-01-01,23,39.0,False,0.39,8.97
2020-01-02,57,39.0,,0.39,22.23
2020-01-03,53,39.0,,0.39,20.67
2020-01-04,15,39.0,,0.39,5.8500000000000005
2020-01-05,13,39.0,,0.39,5.07
2020-01-06,42,39.0,,0.39,16.38
2020-01-07,48,39.0,,0.39,18.72
2020-01-08,65,39.0,,0.39,25.35
2020-01-09,44,39.0,,0.39,17.16
2020-01-10,51,39.0,,0.39,19.89
2020-01-11,25,39.0,,0.39,9.75
2020-01-12,24,39.0,,0.39,9.36
2020-01-13,55,39.0,,0.39,21.45
2020-01-14,62,39.0,,0.39,24.18
2020-01-15,59,39.0,,0.39,23.01
2020-01-16,59,39.0,,0.39,23.01
2020-01-17,75,39.0,,0.39,29.25
2020-01-18,26,39.0,,0.39,10.14
2020-01-19,18,39.0,,0.39,7.0200000000000005
2020-01-20,29,39.0,,0.39,11.31
2020-01-21,60,39.0,,0.39,23.400000000000002
2020-01-22,100,39.0,,0.39,39.0
2020-01-23,85,39.0,,0.39,33.15
2020-01-24,55,39.0,,0.39,21.45
2020-01-25,24,39.0,,0.39,9.36
2020-01-26,18,39.0,,0.39,7.0200000000000005
2020-01-27,44,39.0,,0.39,17.16
2020-01-28,65,39.0,,0.39,25.35
2020-01-29,74,39.0,,0.39,28.86
2020-01-30,76,39.0,,0.39,29.64
2020-01-31,66,39.0,,0.39,25.740000000000002
2020-02-01,23,42.0,False,0.42,9.66
2020-02-02,15,42.0,,0.42,6.3
2020-02-03,55,42.0,,0.42,23.099999999999998
2020-02-04,69,42.0,,0.42,28.98
2020-02-05,84,42.0,,0.42,35.28
2020-02-06,69,42.0,,0.42,28.98
2020-02-07,68,42.0,,0.42,28.56
2020-02-08,20,42.0,,0.42,8.4
2020-02-09,18,42.0,,0.42,7.56
2020-02-10,55,42.0,,0.42,23.099999999999998
2020-02-11,50,42.0,,0.42,21.0
2020-02-12,61,42.0,,0.42,25.619999999999997
2020-02-13,54,42.0,,0.42,22.68
2020-02-14,68,42.0,,0.42,28.56
2020-02-15,24,42.0,,0.42,10.08
2020-02-16,15,42.0,,0.42,6.3
2020-02-17,24,42.0,,0.42,10.08
2020-02-18,48,42.0,,0.42,20.16
2020-02-19,65,42.0,,0.42,27.3
2020-02-20,61,42.0,,0.42,25.619999999999997
2020-02-21,54,42.0,,0.42,22.68
2020-02-22,30,42.0,,0.42,12.6
2020-02-23,18,42.0,,0.42,7.56
2020-02-24,72,42.0,,0.42,30.24
2020-02-25,68,42.0,,0.42,28.56
2020-02-26,50,42.0,,0.42,21.0
2020-02-27,67,42.0,,0.42,28.14
2020-02-28,100,42.0,,0.42,42.0
2020-02-29,45,42.0,,0.42,18.9
2020-03-01,11,70.0,False,0.7,7.699999999999999
2020-03-02,28,70.0,,0.7,19.599999999999998
2020-03-03,31,70.0,,0.7,21.7
2020-03-04,32,70.0,,0.7,22.4
2020-03-05,28,70.0,,0.7,19.599999999999998
2020-03-06,28,70.0,,0.7,19.599999999999998
2020-03-07,9,70.0,,0.7,6.3
2020-03-08,13,70.0,,0.7,9.1
2020-03-09,37,70.0,,0.7,25.9
2020-03-10,37,70.0,,0.7,25.9
2020-03-11,36,70.0,,0.7,25.2
2020-03-12,41,70.0,,0.7,28.7
2020-03-13,48,70.0,,0.7,33.599999999999994
2020-03-14,16,70.0,,0.7,11.2
2020-03-15,11,70.0,,0.7,7.699999999999999
2020-03-16,45,70.0,,0.7,31.499999999999996
2020-03-17,36,70.0,,0.7,25.2
2020-03-18,44,70.0,,0.7,30.799999999999997
2020-03-19,41,70.0,,0.7,28.7
2020-03-20,44,70.0,,0.7,30.799999999999997
2020-03-21,14,70.0,,0.7,9.799999999999999
2020-03-22,17,70.0,,0.7,11.899999999999999
2020-03-23,45,70.0,,0.7,31.499999999999996
2020-03-24,41,70.0,,0.7,28.7
2020-03-25,50,70.0,,0.7,35.0
2020-03-26,40,70.0,,0.7,28.0
2020-03-27,30,70.0,,0.7,21.0
2020-03-28,13,70.0,,0.7,9.1
2020-03-29,10,70.0,,0.7,7.0
2020-03-30,100,70.0,,0.7,70.0
2020-03-31,76,70.0,,0.7,53.199999999999996
2020-04-01,61,73.0,False,0.73,44.53
2020-04-02,48,73.0,,0.73,35.04
2020-04-03,45,73.0,,0.73,32.85
2020-04-04,19,73.0,,0.73,13.87
2020-04-05,17,73.0,,0.73,12.41
2020-04-06,51,73.0,,0.73,37.23
2020-04-07,45,73.0,,0.73,32.85
2020-04-08,48,73.0,,0.73,35.04
2020-04-09,49,73.0,,0.73,35.769999999999996
2020-04-10,24,73.0,,0.73,17.52
2020-04-11,15,73.0,,0.73,10.95
2020-04-12,14,73.0,,0.73,10.219999999999999
2020-04-13,50,73.0,,0.73,36.5
2020-04-14,100,73.0,,0.73,73.0
2020-04-15,69,73.0,,0.73,50.37
2020-04-16,50,73.0,,0.73,36.5
2020-04-17,62,73.0,,0.73,45.26
2020-04-18,19,73.0,,0.73,13.87
2020-04-19,16,73.0,,0.73,11.68
2020-04-20,39,73.0,,0.73,28.47
2020-04-21,42,73.0,,0.73,30.66
2020-04-22,40,73.0,,0.73,29.2
2020-04-23,51,73.0,,0.73,37.23
2020-04-24,43,73.0,,0.73,31.39
2020-04-25,17,73.0,,0.73,12.41
2020-04-26,12,73.0,,0.73,8.76
2020-04-27,38,73.0,,0.73,27.74
2020-04-28,41,73.0,,0.73,29.93
2020-04-29,44,73.0,,0.73,32.12
2020-04-30,37,73.0,,0.73,27.009999999999998
2020-05-01,84,47.0,False,0.47,39.48
2020-05-02,40,47.0,,0.47,18.799999999999997
2020-05-03,31,47.0,,0.47,14.569999999999999
2020-05-04,83,47.0,,0.47,39.01
2020-05-05,91,47.0,,0.47,42.769999999999996
2020-05-06,78,47.0,,0.47,36.66
2020-05-07,73,47.0,,0.47,34.309999999999995
2020-05-08,83,47.0,,0.47,39.01
2020-05-09,31,47.0,,0.47,14.569999999999999
2020-05-10,27,47.0,,0.47,12.69
2020-05-11,72,47.0,,0.47,33.839999999999996
2020-05-12,83,47.0,,0.47,39.01
2020-05-13,76,47.0,,0.47,35.72
2020-05-14,73,47.0,,0.47,34.309999999999995
2020-05-15,73,47.0,,0.47,34.309999999999995
2020-05-16,25,47.0,,0.47,11.75
2020-05-17,23,47.0,,0.47,10.809999999999999
2020-05-18,89,47.0,,0.47,41.83
2020-05-19,98,47.0,,0.47,46.059999999999995
2020-05-20,98,47.0,,0.47,46.059999999999995
2020-05-21,100,47.0,,0.47,47.0
2020-05-22,63,47.0,,0.47,29.61
2020-05-23,38,47.0,,0.47,17.86
2020-05-24,14,47.0,,0.47,6.58
2020-05-25,22,47.0,,0.47,10.34
2020-05-26,85,47.0,,0.47,39.949999999999996
2020-05-27,76,47.0,,0.47,35.72
2020-05-28,74,47.0,,0.47,34.78
2020-05-29,75,47.0,,0.47,35.25
2020-05-30,25,47.0,,0.47,11.75
2020-05-31,15,47.0,,0.47,7.05
2020-06-01,66,50.0,False,0.5,33.0
2020-06-02,67,50.0,,0.5,33.5
2020-06-03,72,50.0,,0.5,36.0
2020-06-04,68,50.0,,0.5,34.0
2020-06-05,80,50.0,,0.5,40.0
2020-06-06,36,50.0,,0.5,18.0
2020-06-07,20,50.0,,0.5,10.0
2020-06-08,74,50.0,,0.5,37.0
2020-06-09,81,50.0,,0.5,40.5
2020-06-10,76,50.0,,0.5,38.0
2020-06-11,100,50.0,,0.5,50.0
2020-06-12,98,50.0,,0.5,49.0
2020-06-13,38,50.0,,0.5,19.0
2020-06-14,17,50.0,,0.5,8.5
2020-06-15,72,50.0,,0.5,36.0
2020-06-16,74,50.0,,0.5,37.0
2020-06-17,70,50.0,,0.5,35.0
2020-06-18,66,50.0,,0.5,33.0
2020-06-19,73,50.0,,0.5,36.5
2020-06-20,22,50.0,,0.5,11.0
2020-06-21,22,50.0,,0.5,11.0
2020-06-22,67,50.0,,0.5,33.5
2020-06-23,64,50.0,,0.5,32.0
2020-06-24,71,50.0,,0.5,35.5
2020-06-25,66,50.0,,0.5,33.0
2020-06-26,59,50.0,,0.5,29.5
2020-06-27,33,50.0,,0.5,16.5
2020-06-28,32,50.0,,0.5,16.0
2020-06-29,68,50.0,,0.5,34.0
2020-06-30,75,50.0,,0.5,37.5
2020-07-01,44,51.0,False,0.51,22.44
2020-07-02,41,51.0,,0.51,20.91
2020-07-03,33,51.0,,0.51,16.830000000000002
2020-07-04,10,51.0,,0.51,5.1
2020-07-05,9,51.0,,0.51,4.59
2020-07-06,46,51.0,,0.51,23.46
2020-07-07,45,51.0,,0.51,22.95
2020-07-08,40,51.0,,0.51,20.4
2020-07-09,46,51.0,,0.51,23.46
2020-07-10,34,51.0,,0.51,17.34
2020-07-11,17,51.0,,0.51,8.67
2020-07-12,16,51.0,,0.51,8.16
2020-07-13,51,51.0,,0.51,26.01
2020-07-14,56,51.0,,0.51,28.560000000000002
2020-07-15,61,51.0,,0.51,31.11
2020-07-16,100,51.0,,0.51,51.0
2020-07-17,67,51.0,,0.51,34.17
2020-07-18,24,51.0,,0.51,12.24
2020-07-19,17,51.0,,0.51,8.67
2020-07-20,55,51.0,,0.51,28.05
2020-07-21,58,51.0,,0.51,29.580000000000002
2020-07-22,64,51.0,,0.51,32.64
2020-07-23,50,51.0,,0.51,25.5
2020-07-24,44,51.0,,0.51,22.44
2020-07-25,19,51.0,,0.51,9.69
2020-07-26,14,51.0,,0.51,7.140000000000001
2020-07-27,45,51.0,,0.51,22.95
2020-07-28,46,51.0,,0.51,23.46
2020-07-29,47,51.0,,0.51,23.97
2020-07-30,76,51.0,,0.51,38.76
2020-07-31,54,51.0,,0.51,27.54
2020-08-01,26,50.0,False,0.5,13.0
2020-08-02,14,50.0,,0.5,7.0
2020-08-03,54,50.0,,0.5,27.0
2020-08-04,69,50.0,,0.5,34.5
2020-08-05,100,50.0,,0.5,50.0
2020-08-06,68,50.0,,0.5,34.0
2020-08-07,73,50.0,,0.5,36.5
2020-08-08,25,50.0,,0.5,12.5
2020-08-09,18,50.0,,0.5,9.0
2020-08-10,56,50.0,,0.5,28.0
2020-08-11,63,50.0,,0.5,31.5
2020-08-12,68,50.0,,0.5,34.0
2020-08-13,67,50.0,,0.5,33.5
2020-08-14,60,50.0,,0.5,30.0
2020-08-15,20,50.0,,0.5,10.0
2020-08-16,16,50.0,,0.5,8.0
2020-08-17,52,50.0,,0.5,26.0
2020-08-18,55,50.0,,0.5,27.5
2020-08-19,75,50.0,,0.5,37.5
2020-08-20,62,50.0,,0.5,31.0
2020-08-21,73,50.0,,0.5,36.5
2020-08-22,34,50.0,,0.5,17.0
2020-08-23,23,50.0,,0.5,11.5
2020-08-24,64,50.0,,0.5,32.0
2020-08-25,60,50.0,,0.5,30.0
2020-08-26,58,50.0,,0.5,29.0
2020-08-27,56,50.0,,0.5,28.0
2020-08-28,55,50.0,,0.5,27.5
2020-08-29,22,50.0,,0.5,11.0
2020-08-30,22,50.0,,0.5,11.0
2020-08-31,51,50.0,,0.5,25.5
2020-09-01,53,44.0,False,0.44,23.32
2020-09-02,47,44.0,,0.44,20.68
2020-09-03,59,44.0,,0.44,25.96
2020-09-04,58,44.0,,0.44,25.52
2020-09-05,22,44.0,,0.44,9.68
2020-09-06,14,44.0,,0.44,6.16
2020-09-07,10,44.0,,0.44,4.4
2020-09-08,54,44.0,,0.44,23.76
2020-09-09,51,44.0,,0.44,22.44
2020-09-10,57,44.0,,0.44,25.080000000000002
2020-09-11,44,44.0,,0.44,19.36
2020-09-12,22,44.0,,0.44,9.68
2020-09-13,15,44.0,,0.44,6.6
2020-09-14,44,44.0,,0.44,19.36
2020-09-15,47,44.0,,0.44,20.68
2020-09-16,50,44.0,,0.44,22.0
2020-09-17,46,44.0,,0.44,20.24
2020-09-18,46,44.0,,0.44,20.24
2020-09-19,17,44.0,,0.44,7.48
2020-09-20,16,44.0,,0.44,7.04
2020-09-21,43,44.0,,0.44,18.92
2020-09-22,46,44.0,,0.44,20.24
2020-09-23,100,44.0,,0.44,44.0
2020-09-24,85,44.0,,0.44,37.4
2020-09-25,57,44.0,,0.44,25.080000000000002
2020-09-26,35,44.0,,0.44,15.4
2020-09-27,25,44.0,,0.44,11.0
2020-09-28,57,44.0,,0.44,25.080000000000002
2020-09-29,42,44.0,,0.44,18.48
2020-09-30,55,44.0,,0.44,24.2
2020-10-01,30,51.0,False,0.51,15.3
2020-10-02,32,51.0,,0.51,16.32
2020-10-03,8,51.0,,0.51,4.08
2020-10-04,7,51.0,,0.51,3.5700000000000003
2020-10-05,25,51.0,,0.51,12.75
2020-10-06,22,51.0,,0.51,11.22
2020-10-07,24,51.0,,0.51,12.24
2020-10-08,32,51.0,,0.51,16.32
2020-10-09,30,51.0,,0.51,15.3
2020-10-10,15,51.0,,0.51,7.65
2020-10-11,12,51.0,,0.51,6.12
2020-10-12,37,51.0,,0.51,18.87
2020-10-13,100,51.0,,0.51,51.0
2020-10-14,41,51.0,,0.51,20.91
2020-10-15,35,51.0,,0.51,17.85
2020-10-16,30,51.0,,0.51,15.3
2020-10-17,9,51.0,,0.51,4.59
2020-10-18,8,51.0,,0.51,4.08
2020-10-19,29,51.0,,0.51,14.790000000000001
2020-10-20,29,51.0,,0.51,14.790000000000001
2020-10-21,32,51.0,,0.51,16.32
2020-10-22,24,51.0,,0.51,12.24
2020-10-23,35,51.0,,0.51,17.85
2020-10-24,14,51.0,,0.51,7.140000000000001
2020-10-25,12,51.0,,0.51,6.12
2020-10-26,25,51.0,,0.51,12.75
2020-10-27,27,51.0,,0.51,13.77
2020-10-28,31,51.0,,0.51,15.81
2020-10-29,30,51.0,,0.51,15.3
2020-10-30,35,51.0,,0.51,17.85
2020-10-31,12,51.0,,0.51,6.12
2020-11-01,18,46.0,False,0.46,8.280000000000001
2020-11-02,64,46.0,,0.46,29.44
2020-11-03,74,46.0,,0.46,34.04
2020-11-04,49,46.0,,0.46,22.540000000000003
2020-11-05,61,46.0,,0.46,28.060000000000002
2020-11-06,53,46.0,,0.46,24.380000000000003
2020-11-07,20,46.0,,0.46,9.200000000000001
2020-11-08,20,46.0,,0.46,9.200000000000001
2020-11-09,92,46.0,,0.46,42.32
2020-11-10,74,46.0,,0.46,34.04
2020-11-11,84,46.0,,0.46,38.64
2020-11-12,85,46.0,,0.46,39.1
2020-11-13,98,46.0,,0.46,45.080000000000005
2020-11-14,35,46.0,,0.46,16.1
2020-11-15,26,46.0,,0.46,11.96
2020-11-16,100,46.0,,0.46,46.0
2020-11-17,60,46.0,,0.46,27.6
2020-11-18,81,46.0,,0.46,37.260000000000005
2020-11-19,95,46.0,,0.46,43.7
2020-11-20,93,46.0,,0.46,42.78
2020-11-21,37,46.0,,0.46,17.02
2020-11-22,34,46.0,,0.46,15.64
2020-11-23,73,46.0,,0.46,33.58
2020-11-24,98,46.0,,0.46,45.080000000000005
2020-11-25,89,46.0,,0.46,40.940000000000005
2020-11-26,28,46.0,,0.46,12.88
2020-11-27,55,46.0,,0.46,25.3
2020-11-28,29,46.0,,0.46,13.34
2020-11-29,23,46.0,,0.46,10.58
2020-11-30,68,46.0,,0.46,31.28
2020-12-01,69,54.0,False,0.54,37.260000000000005
2020-12-02,73,54.0,,0.54,39.42
2020-12-03,80,54.0,,0.54,43.2
2020-12-04,80,54.0,,0.54,43.2
2020-12-05,35,54.0,,0.54,18.900000000000002
2020-12-06,19,54.0,,0.54,10.260000000000002
2020-12-07,70,54.0,,0.54,37.800000000000004
2020-12-08,100,54.0,,0.54,54.0
2020-12-09,89,54.0,,0.54,48.06
2020-12-10,81,54.0,,0.54,43.74
2020-12-11,83,54.0,,0.54,44.82
2020-12-12,51,54.0,,0.54,27.540000000000003
2020-12-13,21,54.0,,0.54,11.34
2020-12-14,83,54.0,,0.54,44.82
2020-12-15,78,54.0,,0.54,42.120000000000005
2020-12-16,83,54.0,,0.54,44.82
2020-12-17,94,54.0,,0.54,50.760000000000005
2020-12-18,100,54.0,,0.54,54.0
2020-12-19,46,54.0,,0.54,24.840000000000003
2020-12-20,25,54.0,,0.54,13.5
2020-12-21,98,54.0,,0.54,52.92
2020-12-22,79,54.0,,0.54,42.660000000000004
2020-12-23,69,54.0,,0.54,37.260000000000005
2020-12-24,60,54.0,,0.54,32.400000000000006
2020-12-25,37,54.0,,0.54,19.98
2020-12-26,29,54.0,,0.54,15.66
2020-12-27,26,54.0,,0.54,14.040000000000001
2020-12-28,74,54.0,,0.54,39.96
2020-12-29,68,54.0,,0.54,36.72
2020-12-30,84,54.0,,0.54,45.36
2020-12-31,73,54.0,,0.54,39.42
2021-01-01,11,84.0,False,0.84,9.24
2021-01-02,11,84.0,,0.84,9.24
2021-01-03,9,84.0,,0.84,7.56
2021-01-04,22,84.0,,0.84,18.48
2021-01-05,25,84.0,,0.84,21.0
2021-01-06,25,84.0,,0.84,21.0
2021-01-07,24,84.0,,0.84,20.16
2021-01-08,23,84.0,,0.84,19.32
2021-01-09,11,84.0,,0.84,9.24
2021-01-10,10,84.0,,0.84,8.4
2021-01-11,24,84.0,,0.84,20.16
2021-01-12,22,84.0,,0.84,18.48
2021-01-13,37,84.0,,0.84,31.08
2021-01-14,51,84.0,,0.84,42.839999999999996
2021-01-15,33,84.0,,0.84,27.72
2021-01-16,12,84.0,,0.84,10.08
2021-01-17,12,84.0,,0.84,10.08
2021-01-18,16,84.0,,0.84,13.44
2021-01-19,29,84.0,,0.84,24.36
2021-01-20,31,84.0,,0.84,26.04
2021-01-21,34,84.0,,0.84,28.56
2021-01-22,36,84.0,,0.84,30.24
2021-01-23,18,84.0,,0.84,15.12
2021-01-24,19,84.0,,0.84,15.959999999999999
2021-01-25,49,84.0,,0.84,41.16
2021-01-26,77,84.0,,0.84,64.67999999999999
2021-01-27,52,84.0,,0.84,43.68
2021-01-28,51,84.0,,0.84,42.839999999999996
2021-01-29,100,84.0,,0.84,84.0
2021-01-30,31,84.0,,0.84,26.04
2021-01-31,16,84.0,,0.84,13.44
2021-02-01,75,95.0,False,0.95,71.25
2021-02-02,55,95.0,,0.95,52.25
2021-02-03,53,95.0,,0.95,50.349999999999994
2021-02-04,61,95.0,,0.95,57.949999999999996
2021-02-05,96,95.0,,0.95,91.19999999999999
2021-02-06,29,95.0,,0.95,27.549999999999997
2021-02-07,20,95.0,,0.95,19.0
2021-02-08,50,95.0,,0.95,47.5
2021-02-09,53,95.0,,0.95,50.349999999999994
2021-02-10,49,95.0,,0.95,46.55
2021-02-11,46,95.0,,0.95,43.699999999999996
2021-02-12,44,95.0,,0.95,41.8
2021-02-13,19,95.0,,0.95,18.05
2021-02-14,15,95.0,,0.95,14.25
2021-02-15,24,95.0,,0.95,22.799999999999997
2021-02-16,48,95.0,,0.95,45.599999999999994
2021-02-17,45,95.0,,0.95,42.75
2021-02-18,47,95.0,,0.95,44.65
2021-02-19,39,95.0,,0.95,37.05
2021-02-20,15,95.0,,0.95,14.25
2021-02-21,14,95.0,,0.95,13.299999999999999
2021-02-22,41,95.0,,0.95,38.949999999999996
2021-02-23,48,95.0,,0.95,45.599999999999994
2021-02-24,97,95.0,,0.95,92.14999999999999
2021-02-25,74,95.0,,0.95,70.3
2021-02-26,100,95.0,,0.95,95.0
2021-02-27,59,95.0,,0.95,56.05
2021-02-28,74,95.0,,0.95,70.3
2021-03-01,100,90.0,False,0.9,90.0
2021-03-02,76,90.0,,0.9,68.4
2021-03-03,63,90.0,,0.9,56.7
2021-03-04,63,90.0,,0.9,56.7
2021-03-05,53,90.0,,0.9,47.7
2021-03-06,26,90.0,,0.9,23.400000000000002
2021-03-07,19,90.0,,0.9,17.1
2021-03-08,45,90.0,,0.9,40.5
2021-03-09,55,90.0,,0.9,49.5
2021-03-10,48,90.0,,0.9,43.2
2021-03-11,49,90.0,,0.9,44.1
2021-03-12,48,90.0,,0.9,43.2
2021-03-13,21,90.0,,0.9,18.900000000000002
2021-03-14,16,90.0,,0.9,14.4
2021-03-15,39,90.0,,0.9,35.1
2021-03-16,37,90.0,,0.9,33.300000000000004
2021-03-17,32,90.0,,0.9,28.8
2021-03-18,35,90.0,,0.9,31.5
2021-03-19,40,90.0,,0.9,36.0
2021-03-20,18,90.0,,0.9,16.2
2021-03-21,14,90.0,,0.9,12.6
2021-03-22,34,90.0,,0.9,30.6
2021-03-23,35,90.0,,0.9,31.5
2021-03-24,33,90.0,,0.9,29.7
2021-03-25,34,90.0,,0.9,30.6
2021-03-26,35,90.0,,0.9,31.5
2021-03-27,16,90.0,,0.9,14.4
2021-03-28,16,90.0,,0.9,14.4
2021-03-29,37,90.0,,0.9,33.300000000000004
2021-03-30,38,90.0,,0.9,34.2
2021-03-31,43,90.0,,0.9,38.7
2021-04-01,25,100.0,False,1.0,25.0
2021-04-02,17,100.0,,1.0,17.0
2021-04-03,11,100.0,,1.0,11.0
2021-04-04,10,100.0,,1.0,10.0
2021-04-05,25,100.0,,1.0,25.0
2021-04-06,23,100.0,,1.0,23.0
2021-04-07,21,100.0,,1.0,21.0
2021-04-08,24,100.0,,1.0,24.0
2021-04-09,27,100.0,,1.0,27.0
2021-04-10,18,100.0,,1.0,18.0
2021-04-11,15,100.0,,1.0,15.0
2021-04-12,19,100.0,,1.0,19.0
2021-04-13,100,100.0,,1.0,100.0
2021-04-14,45,100.0,,1.0,45.0
2021-04-15,30,100.0,,1.0,30.0
2021-04-16,22,100.0,,1.0,22.0
2021-04-17,13,100.0,,1.0,13.0
2021-04-18,10,100.0,,1.0,10.0
2021-04-19,22,100.0,,1.0,22.0
2021-04-20,30,100.0,,1.0,30.0
2021-04-21,25,100.0,,1.0,25.0
2021-04-22,20,100.0,,1.0,20.0
