date,BJ_unscaled,BJ_monthly,isPartial,scale,BJ
2019-08-29,100,80.0,,0.8,80.0
2019-08-30,66,80.0,,0.8,52.800000000000004
2019-08-31,71,80.0,,0.8,56.800000000000004
2019-09-01,63,77.0,False,0.77,48.51
2019-09-02,73,77.0,,0.77,56.21
2019-09-03,51,77.0,,0.77,39.27
2019-09-04,48,77.0,,0.77,36.96
2019-09-05,100,77.0,,0.77,77.0
2019-09-06,65,77.0,,0.77,50.050000000000004
2019-09-07,73,77.0,,0.77,56.21
2019-09-08,59,77.0,,0.77,45.43
2019-09-09,48,77.0,,0.77,36.96
2019-09-10,45,77.0,,0.77,34.65
2019-09-11,47,77.0,,0.77,36.19
2019-09-12,47,77.0,,0.77,36.19
2019-09-13,45,77.0,,0.77,34.65
2019-09-14,55,77.0,,0.77,42.35
2019-09-15,52,77.0,,0.77,40.04
2019-09-16,42,77.0,,0.77,32.34
2019-09-17,43,77.0,,0.77,33.11
2019-09-18,44,77.0,,0.77,33.88
2019-09-19,44,77.0,,0.77,33.88
2019-09-20,47,77.0,,0.77,36.19
2019-09-21,55,77.0,,0.77,42.35
2019-09-22,60,77.0,,0.77,46.2
2019-09-23,48,77.0,,0.77,36.96
2019-09-24,44,77.0,,0.77,33.88
2019-09-25,44,77.0,,0.77,33.88
2019-09-26,46,77.0,,0.77,35.42
2019-09-27,49,77.0,,0.77,37.730000000000004
2019-09-28,57,77.0,,0.77,43.89
2019-09-29,56,77.0,,0.77,43.120000000000005
2019-09-30,43,77.0,,0.77,33.11
2019-10-01,72,69.0,False,0.69,49.67999999999999
2019-10-02,68,69.0,,0.69,46.919999999999995
2019-10-03,73,69.0,,0.69,50.37
2019-10-04,83,69.0,,0.69,57.269999999999996
2019-10-05,95,69.0,,0.69,65.55
2019-10-06,94,69.0,,0.69,64.86
2019-10-07,70,69.0,,0.69,48.3
2019-10-08,72,69.0,,0.69,49.67999999999999
2019-10-09,77,69.0,,0.69,53.129999999999995
2019-10-10,74,69.0,,0.69,51.059999999999995
2019-10-11,79,69.0,,0.69,54.51
2019-10-12,84,69.0,,0.69,57.959999999999994
2019-10-13,86,69.0,,0.69,59.339999999999996
2019-10-14,80,69.0,,0.69,55.199999999999996
2019-10-15,78,69.0,,0.69,53.81999999999999
2019-10-16,70,69.0,,0.69,48.3
2019-10-17,77,69.0,,0.69,53.129999999999995
2019-10-18,82,69.0,,0.69,56.58
2019-10-19,97,69.0,,0.69,66.92999999999999
2019-10-20,92,69.0,,0.69,63.48
2019-10-21,75,69.0,,0.69,51.74999999999999
2019-10-22,72,69.0,,0.69,49.67999999999999
2019-10-23,75,69.0,,0.69,51.74999999999999
2019-10-24,77,69.0,,0.69,53.129999999999995
2019-10-25,83,69.0,,0.69,57.269999999999996
2019-10-26,92,69.0,,0.69,63.48
2019-10-27,100,69.0,,0.69,69.0
2019-10-28,82,69.0,,0.69,56.58
2019-10-29,70,69.0,,0.69,48.3
2019-10-30,73,69.0,,0.69,50.37
2019-10-31,73,69.0,,0.69,50.37
2019-11-01,75,70.0,False,0.7,52.5
2019-11-02,93,70.0,,0.7,65.1
2019-11-03,100,70.0,,0.7,70.0
2019-11-04,71,70.0,,0.7,49.699999999999996
2019-11-05,79,70.0,,0.7,55.3
2019-11-06,71,70.0,,0.7,49.699999999999996
2019-11-07,74,70.0,,0.7,51.8
2019-11-08,85,70.0,,0.7,59.49999999999999
2019-11-09,100,70.0,,0.7,70.0
2019-11-10,98,70.0,,0.7,68.6
2019-11-11,96,70.0,,0.7,67.19999999999999
2019-11-12,79,70.0,,0.7,55.3
2019-11-13,67,70.0,,0.7,46.9
2019-11-14,76,70.0,,0.7,53.199999999999996
2019-11-15,71,70.0,,0.7,49.699999999999996
2019-11-16,91,70.0,,0.7,63.699999999999996
2019-11-17,95,70.0,,0.7,66.5
2019-11-18,75,70.0,,0.7,52.5
2019-11-19,69,70.0,,0.7,48.3
2019-11-20,79,70.0,,0.7,55.3
2019-11-21,73,70.0,,0.7,51.099999999999994
2019-11-22,84,70.0,,0.7,58.8
2019-11-23,96,70.0,,0.7,67.19999999999999
2019-11-24,97,70.0,,0.7,67.89999999999999
2019-11-25,83,70.0,,0.7,58.099999999999994
2019-11-26,88,70.0,,0.7,61.599999999999994
2019-11-27,92,70.0,,0.7,64.39999999999999
2019-11-28,97,70.0,,0.7,67.89999999999999
2019-11-29,92,70.0,,0.7,64.39999999999999
2019-11-30,88,70.0,,0.7,61.599999999999994
2019-12-01,80,73.0,False,0.73,58.4
2019-12-02,66,73.0,,0.73,48.18
2019-12-03,72,73.0,,0.73,52.56
2019-12-04,80,73.0,,0.73,58.4
2019-12-05,69,73.0,,0.73,50.37
2019-12-06,71,73.0,,0.73,51.83
2019-12-07,90,73.0,,0.73,65.7
2019-12-08,95,73.0,,0.73,69.35
2019-12-09,67,73.0,,0.73,48.91
2019-12-10,70,73.0,,0.73,51.1
2019-12-11,73,73.0,,0.73,53.29
2019-12-12,71,73.0,,0.73,51.83
2019-12-13,77,73.0,,0.73,56.21
2019-12-14,97,73.0,,0.73,70.81
2019-12-15,96,73.0,,0.73,70.08
2019-12-16,75,73.0,,0.73,54.75
2019-12-17,72,73.0,,0.73,52.56
2019-12-18,76,73.0,,0.73,55.48
2019-12-19,72,73.0,,0.73,52.56
2019-12-20,78,73.0,,0.73,56.94
2019-12-21,88,73.0,,0.73,64.24
2019-12-22,91,73.0,,0.73,66.42999999999999
2019-12-23,89,73.0,,0.73,64.97
2019-12-24,100,73.0,,0.73,73.0
2019-12-25,78,73.0,,0.73,56.94
2019-12-26,76,73.0,,0.73,55.48
2019-12-27,85,73.0,,0.73,62.05
2019-12-28,96,73.0,,0.73,70.08
2019-12-29,91,73.0,,0.73,66.42999999999999
2019-12-30,80,73.0,,0.73,58.4
2019-12-31,89,73.0,,0.73,64.97
2020-01-01,100,67.0,False,0.67,67.0
2020-01-02,82,67.0,,0.67,54.940000000000005
2020-01-03,79,67.0,,0.67,52.93
2020-01-04,83,67.0,,0.67,55.61000000000001
2020-01-05,93,67.0,,0.67,62.31
2020-01-06,75,67.0,,0.67,50.25
2020-01-07,68,67.0,,0.67,45.56
2020-01-08,71,67.0,,0.67,47.57
2020-01-09,72,67.0,,0.67,48.24
2020-01-10,78,67.0,,0.67,52.260000000000005
2020-01-11,89,67.0,,0.67,59.63
2020-01-12,83,67.0,,0.67,55.61000000000001
2020-01-13,74,67.0,,0.67,49.580000000000005
2020-01-14,70,67.0,,0.67,46.900000000000006
2020-01-15,67,67.0,,0.67,44.89
2020-01-16,72,67.0,,0.67,48.24
2020-01-17,81,67.0,,0.67,54.27
2020-01-18,81,67.0,,0.67,54.27
2020-01-19,93,67.0,,0.67,62.31
2020-01-20,88,67.0,,0.67,58.96
2020-01-21,62,67.0,,0.67,41.54
2020-01-22,72,67.0,,0.67,48.24
2020-01-23,67,67.0,,0.67,44.89
2020-01-24,70,67.0,,0.67,46.900000000000006
2020-01-25,84,67.0,,0.67,56.28
2020-01-26,82,67.0,,0.67,54.940000000000005
2020-01-27,67,67.0,,0.67,44.89
2020-01-28,76,67.0,,0.67,50.92
2020-01-29,71,67.0,,0.67,47.57
2020-01-30,71,67.0,,0.67,47.57
2020-01-31,74,67.0,,0.67,49.580000000000005
2020-02-01,91,72.0,False,0.72,65.52
2020-02-02,75,72.0,,0.72,54.0
2020-02-03,61,72.0,,0.72,43.92
2020-02-04,63,72.0,,0.72,45.36
2020-02-05,66,72.0,,0.72,47.519999999999996
2020-02-06,65,72.0,,0.72,46.8
2020-02-07,70,72.0,,0.72,50.4
2020-02-08,85,72.0,,0.72,61.199999999999996
2020-02-09,83,72.0,,0.72,59.76
2020-02-10,83,72.0,,0.72,59.76
2020-02-11,74,72.0,,0.72,53.28
2020-02-12,82,72.0,,0.72,59.04
2020-02-13,83,72.0,,0.72,59.76
2020-02-14,85,72.0,,0.72,61.199999999999996
2020-02-15,100,72.0,,0.72,72.0
2020-02-16,92,72.0,,0.72,66.24
2020-02-17,79,72.0,,0.72,56.879999999999995
2020-02-18,62,72.0,,0.72,44.64
2020-02-19,66,72.0,,0.72,47.519999999999996
2020-02-20,70,72.0,,0.72,50.4
2020-02-21,68,72.0,,0.72,48.96
2020-02-22,92,72.0,,0.72,66.24
2020-02-23,85,72.0,,0.72,61.199999999999996
2020-02-24,66,72.0,,0.72,47.519999999999996
2020-02-25,60,72.0,,0.72,43.199999999999996
2020-02-26,65,72.0,,0.72,46.8
2020-02-27,62,72.0,,0.72,44.64
2020-02-28,68,72.0,,0.72,48.96
2020-02-29,89,72.0,,0.72,64.08
2020-03-01,79,77.0,False,0.77,60.83
2020-03-02,52,77.0,,0.77,40.04
2020-03-03,54,77.0,,0.77,41.58
2020-03-04,55,77.0,,0.77,42.35
2020-03-05,62,77.0,,0.77,47.74
2020-03-06,57,77.0,,0.77,43.89
2020-03-07,77,77.0,,0.77,59.29
2020-03-08,77,77.0,,0.77,59.29
2020-03-09,55,77.0,,0.77,42.35
2020-03-10,60,77.0,,0.77,46.2
2020-03-11,63,77.0,,0.77,48.51
2020-03-12,60,77.0,,0.77,46.2
2020-03-13,76,77.0,,0.77,58.52
2020-03-14,100,77.0,,0.77,77.0
2020-03-15,84,77.0,,0.77,64.68
2020-03-16,66,77.0,,0.77,50.82
2020-03-17,62,77.0,,0.77,47.74
2020-03-18,71,77.0,,0.77,54.67
2020-03-19,66,77.0,,0.77,50.82
2020-03-20,67,77.0,,0.77,51.59
2020-03-21,79,77.0,,0.77,60.83
2020-03-22,82,77.0,,0.77,63.14
2020-03-23,61,77.0,,0.77,46.97
2020-03-24,65,77.0,,0.77,50.050000000000004
2020-03-25,61,77.0,,0.77,46.97
2020-03-26,61,77.0,,0.77,46.97
2020-03-27,64,77.0,,0.77,49.28
2020-03-28,75,77.0,,0.77,57.75
2020-03-29,80,77.0,,0.77,61.6
2020-03-30,59,77.0,,0.77,45.43
2020-03-31,58,77.0,,0.77,44.660000000000004
2020-04-01,70,81.0,False,0.81,56.7
2020-04-02,78,81.0,,0.81,63.18000000000001
2020-04-03,83,81.0,,0.81,67.23
2020-04-04,86,81.0,,0.81,69.66000000000001
2020-04-05,88,81.0,,0.81,71.28
2020-04-06,70,81.0,,0.81,56.7
2020-04-07,68,81.0,,0.81,55.080000000000005
2020-04-08,71,81.0,,0.81,57.510000000000005
2020-04-09,69,81.0,,0.81,55.89
2020-04-10,81,81.0,,0.81,65.61
2020-04-11,83,81.0,,0.81,67.23
2020-04-12,82,81.0,,0.81,66.42
2020-04-13,71,81.0,,0.81,57.510000000000005
2020-04-14,70,81.0,,0.81,56.7
2020-04-15,71,81.0,,0.81,57.510000000000005
2020-04-16,74,81.0,,0.81,59.940000000000005
2020-04-17,78,81.0,,0.81,63.18000000000001
2020-04-18,90,81.0,,0.81,72.9
2020-04-19,92,81.0,,0.81,74.52000000000001
2020-04-20,74,81.0,,0.81,59.940000000000005
2020-04-21,68,81.0,,0.81,55.080000000000005
2020-04-22,75,81.0,,0.81,60.75000000000001
2020-04-23,69,81.0,,0.81,55.89
2020-04-24,67,81.0,,0.81,54.27
2020-04-25,84,81.0,,0.81,68.04
2020-04-26,100,81.0,,0.81,81.0
2020-04-27,94,81.0,,0.81,76.14
2020-04-28,82,81.0,,0.81,66.42
2020-04-29,72,81.0,,0.81,58.32000000000001
2020-04-30,80,81.0,,0.81,64.80000000000001
2020-05-01,84,91.0,False,0.91,76.44
2020-05-02,89,91.0,,0.91,80.99000000000001
2020-05-03,71,91.0,,0.91,64.61
2020-05-04,61,91.0,,0.91,55.510000000000005
2020-05-05,51,91.0,,0.91,46.410000000000004
2020-05-06,53,91.0,,0.91,48.230000000000004
2020-05-07,52,91.0,,0.91,47.32
2020-05-08,56,91.0,,0.91,50.96
2020-05-09,64,91.0,,0.91,58.24
2020-05-10,66,91.0,,0.91,60.06
2020-05-11,100,91.0,,0.91,91.0
2020-05-12,59,91.0,,0.91,53.690000000000005
2020-05-13,57,91.0,,0.91,51.870000000000005
2020-05-14,52,91.0,,0.91,47.32
2020-05-15,55,91.0,,0.91,50.050000000000004
2020-05-16,64,91.0,,0.91,58.24
2020-05-17,67,91.0,,0.91,60.97
2020-05-18,62,91.0,,0.91,56.42
2020-05-19,62,91.0,,0.91,56.42
2020-05-20,56,91.0,,0.91,50.96
2020-05-21,64,91.0,,0.91,58.24
2020-05-22,64,91.0,,0.91,58.24
2020-05-23,70,91.0,,0.91,63.7
2020-05-24,72,91.0,,0.91,65.52
2020-05-25,67,91.0,,0.91,60.97
2020-05-26,57,91.0,,0.91,51.870000000000005
2020-05-27,56,91.0,,0.91,50.96
2020-05-28,51,91.0,,0.91,46.410000000000004
2020-05-29,62,91.0,,0.91,56.42
2020-05-30,69,91.0,,0.91,62.79
2020-05-31,72,91.0,,0.91,65.52
2020-06-01,76,82.0,False,0.82,62.31999999999999
2020-06-02,82,82.0,,0.82,67.24
2020-06-03,83,82.0,,0.82,68.06
2020-06-04,77,82.0,,0.82,63.13999999999999
2020-06-05,82,82.0,,0.82,67.24
2020-06-06,97,82.0,,0.82,79.53999999999999
2020-06-07,97,82.0,,0.82,79.53999999999999
2020-06-08,80,82.0,,0.82,65.6
2020-06-09,75,82.0,,0.82,61.49999999999999
2020-06-10,86,82.0,,0.82,70.52
2020-06-11,82,82.0,,0.82,67.24
2020-06-12,83,82.0,,0.82,68.06
2020-06-13,88,82.0,,0.82,72.16
2020-06-14,100,82.0,,0.82,82.0
2020-06-15,77,82.0,,0.82,63.13999999999999
2020-06-16,78,82.0,,0.82,63.959999999999994
2020-06-17,78,82.0,,0.82,63.959999999999994
2020-06-18,76,82.0,,0.82,62.31999999999999
2020-06-19,89,82.0,,0.82,72.97999999999999
2020-06-20,92,82.0,,0.82,75.44
2020-06-21,95,82.0,,0.82,77.89999999999999
2020-06-22,85,82.0,,0.82,69.7
2020-06-23,76,82.0,,0.82,62.31999999999999
2020-06-24,85,82.0,,0.82,69.7
2020-06-25,80,82.0,,0.82,65.6
2020-06-26,93,82.0,,0.82,76.25999999999999
2020-06-27,94,82.0,,0.82,77.08
2020-06-28,100,82.0,,0.82,82.0
2020-06-29,82,82.0,,0.82,67.24
2020-06-30,81,82.0,,0.82,66.42
2020-07-01,77,82.0,False,0.82,63.13999999999999
2020-07-02,82,82.0,,0.82,67.24
2020-07-03,97,82.0,,0.82,79.53999999999999
2020-07-04,100,82.0,,0.82,82.0
2020-07-05,94,82.0,,0.82,77.08
2020-07-06,72,82.0,,0.82,59.04
2020-07-07,72,82.0,,0.82,59.04
2020-07-08,78,82.0,,0.82,63.959999999999994
2020-07-09,78,82.0,,0.82,63.959999999999994
2020-07-10,81,82.0,,0.82,66.42
2020-07-11,92,82.0,,0.82,75.44
2020-07-12,100,82.0,,0.82,82.0
2020-07-13,78,82.0,,0.82,63.959999999999994
2020-07-14,71,82.0,,0.82,58.22
2020-07-15,73,82.0,,0.82,59.86
2020-07-16,77,82.0,,0.82,63.13999999999999
2020-07-17,80,82.0,,0.82,65.6
2020-07-18,80,82.0,,0.82,65.6
2020-07-19,94,82.0,,0.82,77.08
2020-07-20,81,82.0,,0.82,66.42
2020-07-21,75,82.0,,0.82,61.49999999999999
2020-07-22,76,82.0,,0.82,62.31999999999999
2020-07-23,72,82.0,,0.82,59.04
2020-07-24,78,82.0,,0.82,63.959999999999994
2020-07-25,95,82.0,,0.82,77.89999999999999
2020-07-26,93,82.0,,0.82,76.25999999999999
2020-07-27,77,82.0,,0.82,63.13999999999999
2020-07-28,81,82.0,,0.82,66.42
2020-07-29,77,82.0,,0.82,63.13999999999999
2020-07-30,79,82.0,,0.82,64.78
2020-07-31,83,82.0,,0.82,68.06
2020-08-01,99,76.0,False,0.76,75.24
2020-08-02,100,76.0,,0.76,76.0
2020-08-03,85,76.0,,0.76,64.6
2020-08-04,85,76.0,,0.76,64.6
2020-08-05,75,76.0,,0.76,57.0
2020-08-06,79,76.0,,0.76,60.04
2020-08-07,85,76.0,,0.76,64.6
2020-08-08,93,76.0,,0.76,70.68
2020-08-09,97,76.0,,0.76,73.72
2020-08-10,73,76.0,,0.76,55.480000000000004
2020-08-11,71,76.0,,0.76,53.96
2020-08-12,75,76.0,,0.76,57.0
2020-08-13,80,76.0,,0.76,60.8
2020-08-14,80,76.0,,0.76,60.8
2020-08-15,85,76.0,,0.76,64.6
2020-08-16,88,76.0,,0.76,66.88
2020-08-17,74,76.0,,0.76,56.24
2020-08-18,64,76.0,,0.76,48.64
2020-08-19,69,76.0,,0.76,52.44
2020-08-20,76,76.0,,0.76,57.76
2020-08-21,72,76.0,,0.76,54.72
2020-08-22,91,76.0,,0.76,69.16
2020-08-23,92,76.0,,0.76,69.92
2020-08-24,73,76.0,,0.76,55.480000000000004
2020-08-25,69,76.0,,0.76,52.44
2020-08-26,73,76.0,,0.76,55.480000000000004
2020-08-27,72,76.0,,0.76,54.72
2020-08-28,73,76.0,,0.76,55.480000000000004
2020-08-29,83,76.0,,0.76,63.08
2020-08-30,96,76.0,,0.76,72.96000000000001
2020-08-31,74,76.0,,0.76,56.24
2020-09-01,68,70.0,False,0.7,47.599999999999994
2020-09-02,66,70.0,,0.7,46.199999999999996
2020-09-03,71,70.0,,0.7,49.699999999999996
2020-09-04,69,70.0,,0.7,48.3
2020-09-05,97,70.0,,0.7,67.89999999999999
2020-09-06,93,70.0,,0.7,65.1
2020-09-07,91,70.0,,0.7,63.699999999999996
2020-09-08,70,70.0,,0.7,49.0
2020-09-09,65,70.0,,0.7,45.5
2020-09-10,63,70.0,,0.7,44.099999999999994
2020-09-11,73,70.0,,0.7,51.099999999999994
2020-09-12,84,70.0,,0.7,58.8
2020-09-13,100,70.0,,0.7,70.0
2020-09-14,80,70.0,,0.7,56.0
2020-09-15,63,70.0,,0.7,44.099999999999994
2020-09-16,63,70.0,,0.7,44.099999999999994
2020-09-17,64,70.0,,0.7,44.8
2020-09-18,76,70.0,,0.7,53.199999999999996
2020-09-19,86,70.0,,0.7,60.199999999999996
2020-09-20,81,70.0,,0.7,56.699999999999996
2020-09-21,72,70.0,,0.7,50.4
2020-09-22,63,70.0,,0.7,44.099999999999994
2020-09-23,66,70.0,,0.7,46.199999999999996
2020-09-24,62,70.0,,0.7,43.4
2020-09-25,77,70.0,,0.7,53.9
2020-09-26,89,70.0,,0.7,62.3
2020-09-27,93,70.0,,0.7,65.1
2020-09-28,75,70.0,,0.7,52.5
2020-09-29,66,70.0,,0.7,46.199999999999996
2020-09-30,67,70.0,,0.7,46.9
2020-10-01,67,77.0,False,0.77,51.59
2020-10-02,68,77.0,,0.77,52.36
2020-10-03,85,77.0,,0.77,65.45
2020-10-04,90,77.0,,0.77,69.3
2020-10-05,67,77.0,,0.77,51.59
2020-10-06,69,77.0,,0.77,53.13
2020-10-07,67,77.0,,0.77,51.59
2020-10-08,67,77.0,,0.77,51.59
2020-10-09,85,77.0,,0.77,65.45
2020-10-10,89,77.0,,0.77,68.53
2020-10-11,93,77.0,,0.77,71.61
2020-10-12,71,77.0,,0.77,54.67
2020-10-13,71,77.0,,0.77,54.67
2020-10-14,73,77.0,,0.77,56.21
2020-10-15,67,77.0,,0.77,51.59
2020-10-16,94,77.0,,0.77,72.38
2020-10-17,96,77.0,,0.77,73.92
2020-10-18,88,77.0,,0.77,67.76
2020-10-19,71,77.0,,0.77,54.67
2020-10-20,74,77.0,,0.77,56.980000000000004
2020-10-21,66,77.0,,0.77,50.82
2020-10-22,73,77.0,,0.77,56.21
2020-10-23,77,77.0,,0.77,59.29
2020-10-24,85,77.0,,0.77,65.45
2020-10-25,87,77.0,,0.77,66.99
2020-10-26,69,77.0,,0.77,53.13
2020-10-27,67,77.0,,0.77,51.59
2020-10-28,100,77.0,,0.77,77.0
2020-10-29,70,77.0,,0.77,53.9
2020-10-30,79,77.0,,0.77,60.83
2020-10-31,87,77.0,,0.77,66.99
2020-11-01,85,76.0,False,0.76,64.6
2020-11-02,74,76.0,,0.76,56.24
2020-11-03,73,76.0,,0.76,55.480000000000004
2020-11-04,49,76.0,,0.76,37.24
2020-11-05,53,76.0,,0.76,40.28
2020-11-06,63,76.0,,0.76,47.88
2020-11-07,73,76.0,,0.76,55.480000000000004
2020-11-08,78,76.0,,0.76,59.28
2020-11-09,73,76.0,,0.76,55.480000000000004
2020-11-10,73,76.0,,0.76,55.480000000000004
2020-11-11,97,76.0,,0.76,73.72
2020-11-12,82,76.0,,0.76,62.32
2020-11-13,82,76.0,,0.76,62.32
2020-11-14,92,76.0,,0.76,69.92
2020-11-15,95,76.0,,0.76,72.2
2020-11-16,74,76.0,,0.76,56.24
2020-11-17,80,76.0,,0.76,60.8
2020-11-18,81,76.0,,0.76,61.56
2020-11-19,78,76.0,,0.76,59.28
2020-11-20,98,76.0,,0.76,74.48
2020-11-21,100,76.0,,0.76,76.0
2020-11-22,89,76.0,,0.76,67.64
2020-11-23,95,76.0,,0.76,72.2
2020-11-24,93,76.0,,0.76,70.68
2020-11-25,85,76.0,,0.76,64.6
2020-11-26,82,76.0,,0.76,62.32
2020-11-27,86,76.0,,0.76,65.36
2020-11-28,81,76.0,,0.76,61.56
2020-11-29,91,76.0,,0.76,69.16
2020-11-30,73,76.0,,0.76,55.480000000000004
2020-12-01,72,76.0,False,0.76,54.72
2020-12-02,68,76.0,,0.76,51.68
2020-12-03,71,76.0,,0.76,53.96
2020-12-04,72,76.0,,0.76,54.72
2020-12-05,79,76.0,,0.76,60.04
2020-12-06,88,76.0,,0.76,66.88
2020-12-07,72,76.0,,0.76,54.72
2020-12-08,68,76.0,,0.76,51.68
2020-12-09,73,76.0,,0.76,55.480000000000004
2020-12-10,63,76.0,,0.76,47.88
2020-12-11,72,76.0,,0.76,54.72
2020-12-12,95,76.0,,0.76,72.2
2020-12-13,84,76.0,,0.76,63.84
2020-12-14,71,76.0,,0.76,53.96
2020-12-15,69,76.0,,0.76,52.44
2020-12-16,77,76.0,,0.76,58.52
2020-12-17,64,76.0,,0.76,48.64
2020-12-18,76,76.0,,0.76,57.76
2020-12-19,88,76.0,,0.76,66.88
2020-12-20,100,76.0,,0.76,76.0
2020-12-21,78,76.0,,0.76,59.28
2020-12-22,77,76.0,,0.76,58.52
2020-12-23,80,76.0,,0.76,60.8
2020-12-24,82,76.0,,0.76,62.32
2020-12-25,71,76.0,,0.76,53.96
2020-12-26,85,76.0,,0.76,64.6
2020-12-27,80,76.0,,0.76,60.8
2020-12-28,78,76.0,,0.76,59.28
2020-12-29,73,76.0,,0.76,55.480000000000004
2020-12-30,81,76.0,,0.76,61.56
2020-12-31,89,76.0,,0.76,67.64
2021-01-01,96,74.0,False,0.74,71.03999999999999
2021-01-02,94,74.0,,0.74,69.56
2021-01-03,100,74.0,,0.74,74.0
2021-01-04,78,74.0,,0.74,57.72
2021-01-05,68,74.0,,0.74,50.32
2021-01-06,75,74.0,,0.74,55.5
2021-01-07,74,74.0,,0.74,54.76
2021-01-08,76,74.0,,0.74,56.24
2021-01-09,87,74.0,,0.74,64.38
2021-01-10,93,74.0,,0.74,68.82
2021-01-11,76,74.0,,0.74,56.24
2021-01-12,73,74.0,,0.74,54.019999999999996
2021-01-13,79,74.0,,0.74,58.46
2021-01-14,77,74.0,,0.74,56.98
2021-01-15,82,74.0,,0.74,60.68
2021-01-16,96,74.0,,0.74,71.03999999999999
2021-01-17,98,74.0,,0.74,72.52
2021-01-18,81,74.0,,0.74,59.94
2021-01-19,71,74.0,,0.74,52.54
2021-01-20,73,74.0,,0.74,54.019999999999996
2021-01-21,75,74.0,,0.74,55.5
2021-01-22,78,74.0,,0.74,57.72
2021-01-23,94,74.0,,0.74,69.56
2021-01-24,94,74.0,,0.74,69.56
2021-01-25,76,74.0,,0.74,56.24
2021-01-26,90,74.0,,0.74,66.6
2021-01-27,84,74.0,,0.74,62.16
2021-01-28,73,74.0,,0.74,54.019999999999996
2021-01-29,81,74.0,,0.74,59.94
2021-01-30,92,74.0,,0.74,68.08
2021-01-31,95,74.0,,0.74,70.3
2021-02-01,67,74.0,False,0.74,49.58
2021-02-02,73,74.0,,0.74,54.019999999999996
2021-02-03,76,74.0,,0.74,56.24
2021-02-04,74,74.0,,0.74,54.76
2021-02-05,78,74.0,,0.74,57.72
2021-02-06,99,74.0,,0.74,73.26
2021-02-07,86,74.0,,0.74,63.64
2021-02-08,59,74.0,,0.74,43.66
2021-02-09,74,74.0,,0.74,54.76
2021-02-10,68,74.0,,0.74,50.32
2021-02-11,71,74.0,,0.74,52.54
2021-02-12,82,74.0,,0.74,60.68
2021-02-13,90,74.0,,0.74,66.6
2021-02-14,100,74.0,,0.74,74.0
2021-02-15,87,74.0,,0.74,64.38
2021-02-16,79,74.0,,0.74,58.46
2021-02-17,72,74.0,,0.74,53.28
2021-02-18,73,74.0,,0.74,54.019999999999996
2021-02-19,77,74.0,,0.74,56.98
2021-02-20,95,74.0,,0.74,70.3
2021-02-21,90,74.0,,0.74,66.6
2021-02-22,73,74.0,,0.74,54.019999999999996
2021-02-23,70,74.0,,0.74,51.8
2021-02-24,71,74.0,,0.74,52.54
2021-02-25,81,74.0,,0.74,59.94
2021-02-26,79,74.0,,0.74,58.46
2021-02-27,90,74.0,,0.74,66.6
2021-02-28,92,74.0,,0.74,68.08
2021-03-01,54,85.0,False,0.85,45.9
2021-03-02,63,85.0,,0.85,53.55
2021-03-03,55,85.0,,0.85,46.75
2021-03-04,60,85.0,,0.85,51.0
2021-03-05,67,85.0,,0.85,56.949999999999996
2021-03-06,74,85.0,,0.85,62.9
2021-03-07,65,85.0,,0.85,55.25
2021-03-08,63,85.0,,0.85,53.55
2021-03-09,57,85.0,,0.85,48.449999999999996
2021-03-10,59,85.0,,0.85,50.15
2021-03-11,58,85.0,,0.85,49.3
2021-03-12,70,85.0,,0.85,59.5
2021-03-13,77,85.0,,0.85,65.45
2021-03-14,100,85.0,,0.85,85.0
2021-03-15,69,85.0,,0.85,58.65
2021-03-16,60,85.0,,0.85,51.0
2021-03-17,58,85.0,,0.85,49.3
2021-03-18,58,85.0,,0.85,49.3
2021-03-19,59,85.0,,0.85,50.15
2021-03-20,79,85.0,,0.85,67.14999999999999
2021-03-21,76,85.0,,0.85,64.6
2021-03-22,64,85.0,,0.85,54.4
2021-03-23,56,85.0,,0.85,47.6
2021-03-24,95,85.0,,0.85,80.75
2021-03-25,83,85.0,,0.85,70.55
2021-03-26,66,85.0,,0.85,56.1
2021-03-27,77,85.0,,0.85,65.45
2021-03-28,87,85.0,,0.85,73.95
2021-03-29,66,85.0,,0.85,56.1
2021-03-30,69,85.0,,0.85,58.65
2021-03-31,59,85.0,,0.85,50.15
2021-04-01,45,79.0,False,0.79,35.550000000000004
2021-04-02,52,79.0,,0.79,41.08
2021-04-03,52,79.0,,0.79,41.08
2021-04-04,57,79.0,,0.79,45.03
2021-04-05,42,79.0,,0.79,33.18
2021-04-06,42,79.0,,0.79,33.18
2021-04-07,44,79.0,,0.79,34.760000000000005
2021-04-08,42,79.0,,0.79,33.18
2021-04-09,46,79.0,,0.79,36.34
2021-04-10,50,79.0,,0.79,39.5
2021-04-11,55,79.0,,0.79,43.45
2021-04-12,42,79.0,,0.79,33.18
2021-04-13,39,79.0,,0.79,30.810000000000002
2021-04-14,41,79.0,,0.79,32.39
2021-04-15,42,79.0,,0.79,33.18
2021-04-16,42,79.0,,0.79,33.18
2021-04-17,56,79.0,,0.79,44.24
2021-04-18,53,79.0,,0.79,41.870000000000005
2021-04-19,38,79.0,,0.79,30.020000000000003
2021-04-20,40,79.0,,0.79,31.6
2021-04-21,44,79.0,,0.79,34.760000000000005
2021-04-22,43,79.0,,0.79,33.97
2021-04-23,100,79.0,,0.79,79.0
2021-04-24,57,79.0,,0.79,45.03
2021-04-25,51,79.0,,0.79,40.29
