date,CVS_unscaled,CVS_monthly,isPartial,scale,CVS
2017-12-23,40,41.0,,0.41,16.4
2017-12-24,58,41.0,,0.41,23.779999999999998
2017-12-25,100,41.0,,0.41,41.0
2017-12-26,42,41.0,,0.41,17.22
2017-12-27,34,41.0,,0.41,13.94
2017-12-28,35,41.0,,0.41,14.35
2017-12-29,33,41.0,,0.41,13.53
2017-12-30,32,41.0,,0.41,13.12
2017-12-31,34,41.0,,0.41,13.94
2018-01-01,90,37.0,False,0.37,33.3
2018-01-02,94,37.0,,0.37,34.78
2018-01-03,100,37.0,,0.37,37.0
2018-01-04,90,37.0,,0.37,33.3
2018-01-05,92,37.0,,0.37,34.04
2018-01-06,85,37.0,,0.37,31.45
2018-01-07,85,37.0,,0.37,31.45
2018-01-08,89,37.0,,0.37,32.93
2018-01-09,88,37.0,,0.37,32.56
2018-01-10,87,37.0,,0.37,32.19
2018-01-11,87,37.0,,0.37,32.19
2018-01-12,88,37.0,,0.37,32.56
2018-01-13,86,37.0,,0.37,31.82
2018-01-14,85,37.0,,0.37,31.45
2018-01-15,92,37.0,,0.37,34.04
2018-01-16,89,37.0,,0.37,32.93
2018-01-17,86,37.0,,0.37,31.82
2018-01-18,88,37.0,,0.37,32.56
2018-01-19,88,37.0,,0.37,32.56
2018-01-20,87,37.0,,0.37,32.19
2018-01-21,84,37.0,,0.37,31.08
2018-01-22,87,37.0,,0.37,32.19
2018-01-23,86,37.0,,0.37,31.82
2018-01-24,87,37.0,,0.37,32.19
2018-01-25,88,37.0,,0.37,32.56
2018-01-26,88,37.0,,0.37,32.56
2018-01-27,87,37.0,,0.37,32.19
2018-01-28,91,37.0,,0.37,33.67
2018-01-29,93,37.0,,0.37,34.41
2018-01-30,89,37.0,,0.37,32.93
2018-01-31,87,37.0,,0.37,32.19
2018-02-01,91,36.0,False,0.36,32.76
2018-02-02,91,36.0,,0.36,32.76
2018-02-03,88,36.0,,0.36,31.68
2018-02-04,87,36.0,,0.36,31.32
2018-02-05,87,36.0,,0.36,31.32
2018-02-06,96,36.0,,0.36,34.56
2018-02-07,88,36.0,,0.36,31.68
2018-02-08,93,36.0,,0.36,33.48
2018-02-09,86,36.0,,0.36,30.959999999999997
2018-02-10,87,36.0,,0.36,31.32
2018-02-11,94,36.0,,0.36,33.839999999999996
2018-02-12,100,36.0,,0.36,36.0
2018-02-13,97,36.0,,0.36,34.92
2018-02-14,99,36.0,,0.36,35.64
2018-02-15,81,36.0,,0.36,29.16
2018-02-16,85,36.0,,0.36,30.599999999999998
2018-02-17,88,36.0,,0.36,31.68
2018-02-18,87,36.0,,0.36,31.32
2018-02-19,85,36.0,,0.36,30.599999999999998
2018-02-20,80,36.0,,0.36,28.799999999999997
2018-02-21,81,36.0,,0.36,29.16
2018-02-22,81,36.0,,0.36,29.16
2018-02-23,82,36.0,,0.36,29.52
2018-02-24,82,36.0,,0.36,29.52
2018-02-25,84,36.0,,0.36,30.24
2018-02-26,81,36.0,,0.36,29.16
2018-02-27,82,36.0,,0.36,29.52
2018-02-28,82,36.0,,0.36,29.52
2018-03-01,90,32.0,False,0.32,28.8
2018-03-02,87,32.0,,0.32,27.84
2018-03-03,94,32.0,,0.32,30.080000000000002
2018-03-04,99,32.0,,0.32,31.68
2018-03-05,95,32.0,,0.32,30.400000000000002
2018-03-06,92,32.0,,0.32,29.44
2018-03-07,87,32.0,,0.32,27.84
2018-03-08,90,32.0,,0.32,28.8
2018-03-09,91,32.0,,0.32,29.12
2018-03-10,93,32.0,,0.32,29.76
2018-03-11,97,32.0,,0.32,31.04
2018-03-12,94,32.0,,0.32,30.080000000000002
2018-03-13,92,32.0,,0.32,29.44
2018-03-14,92,32.0,,0.32,29.44
2018-03-15,94,32.0,,0.32,30.080000000000002
2018-03-16,90,32.0,,0.32,28.8
2018-03-17,92,32.0,,0.32,29.44
2018-03-18,99,32.0,,0.32,31.68
2018-03-19,96,32.0,,0.32,30.72
2018-03-20,92,32.0,,0.32,29.44
2018-03-21,88,32.0,,0.32,28.16
2018-03-22,91,32.0,,0.32,29.12
2018-03-23,92,32.0,,0.32,29.44
2018-03-24,92,32.0,,0.32,29.44
2018-03-25,98,32.0,,0.32,31.36
2018-03-26,100,32.0,,0.32,32.0
2018-03-27,92,32.0,,0.32,29.44
2018-03-28,93,32.0,,0.32,29.76
2018-03-29,95,32.0,,0.32,30.400000000000002
2018-03-30,97,32.0,,0.32,31.04
2018-03-31,95,32.0,,0.32,30.400000000000002
2018-04-01,100,33.0,False,0.33,33.0
2018-04-02,88,33.0,,0.33,29.040000000000003
2018-04-03,82,33.0,,0.33,27.060000000000002
2018-04-04,82,33.0,,0.33,27.060000000000002
2018-04-05,79,33.0,,0.33,26.07
2018-04-06,78,33.0,,0.33,25.740000000000002
2018-04-07,76,33.0,,0.33,25.080000000000002
2018-04-08,80,33.0,,0.33,26.400000000000002
2018-04-09,80,33.0,,0.33,26.400000000000002
2018-04-10,79,33.0,,0.33,26.07
2018-04-11,77,33.0,,0.33,25.41
2018-04-12,77,33.0,,0.33,25.41
2018-04-13,76,33.0,,0.33,25.080000000000002
2018-04-14,77,33.0,,0.33,25.41
2018-04-15,80,33.0,,0.33,26.400000000000002
2018-04-16,80,33.0,,0.33,26.400000000000002
2018-04-17,79,33.0,,0.33,26.07
2018-04-18,75,33.0,,0.33,24.75
2018-04-19,79,33.0,,0.33,26.07
2018-04-20,77,33.0,,0.33,25.41
2018-04-21,83,33.0,,0.33,27.39
2018-04-22,84,33.0,,0.33,27.720000000000002
2018-04-23,79,33.0,,0.33,26.07
2018-04-24,79,33.0,,0.33,26.07
2018-04-25,78,33.0,,0.33,25.740000000000002
2018-04-26,75,33.0,,0.33,24.75
2018-04-27,75,33.0,,0.33,24.75
2018-04-28,78,33.0,,0.33,25.740000000000002
2018-04-29,83,33.0,,0.33,27.39
2018-04-30,81,33.0,,0.33,26.73
2018-05-01,86,33.0,False,0.33,28.380000000000003
2018-05-02,84,33.0,,0.33,27.720000000000002
2018-05-03,86,33.0,,0.33,28.380000000000003
2018-05-04,85,33.0,,0.33,28.05
2018-05-05,88,33.0,,0.33,29.040000000000003
2018-05-06,94,33.0,,0.33,31.020000000000003
2018-05-07,92,33.0,,0.33,30.360000000000003
2018-05-08,90,33.0,,0.33,29.700000000000003
2018-05-09,86,33.0,,0.33,28.380000000000003
2018-05-10,91,33.0,,0.33,30.03
2018-05-11,93,33.0,,0.33,30.69
2018-05-12,98,33.0,,0.33,32.34
2018-05-13,100,33.0,,0.33,33.0
2018-05-14,94,33.0,,0.33,31.020000000000003
2018-05-15,84,33.0,,0.33,27.720000000000002
2018-05-16,86,33.0,,0.33,28.380000000000003
2018-05-17,86,33.0,,0.33,28.380000000000003
2018-05-18,87,33.0,,0.33,28.71
2018-05-19,85,33.0,,0.33,28.05
2018-05-20,91,33.0,,0.33,30.03
2018-05-21,90,33.0,,0.33,29.700000000000003
2018-05-22,91,33.0,,0.33,30.03
2018-05-23,89,33.0,,0.33,29.37
2018-05-24,93,33.0,,0.33,30.69
2018-05-25,92,33.0,,0.33,30.360000000000003
2018-05-26,90,33.0,,0.33,29.700000000000003
2018-05-27,92,33.0,,0.33,30.360000000000003
2018-05-28,92,33.0,,0.33,30.360000000000003
2018-05-29,92,33.0,,0.33,30.360000000000003
2018-05-30,92,33.0,,0.33,30.360000000000003
2018-05-31,92,33.0,,0.33,30.360000000000003
2018-06-01,90,35.0,False,0.35,31.499999999999996
2018-06-02,97,35.0,,0.35,33.949999999999996
2018-06-03,95,35.0,,0.35,33.25
2018-06-04,92,35.0,,0.35,32.199999999999996
2018-06-05,90,35.0,,0.35,31.499999999999996
2018-06-06,95,35.0,,0.35,33.25
2018-06-07,93,35.0,,0.35,32.55
2018-06-08,91,35.0,,0.35,31.849999999999998
2018-06-09,90,35.0,,0.35,31.499999999999996
2018-06-10,94,35.0,,0.35,32.9
2018-06-11,99,35.0,,0.35,34.65
2018-06-12,96,35.0,,0.35,33.599999999999994
2018-06-13,97,35.0,,0.35,33.949999999999996
2018-06-14,91,35.0,,0.35,31.849999999999998
2018-06-15,96,35.0,,0.35,33.599999999999994
2018-06-16,96,35.0,,0.35,33.599999999999994
2018-06-17,100,35.0,,0.35,35.0
2018-06-18,99,35.0,,0.35,34.65
2018-06-19,92,35.0,,0.35,32.199999999999996
2018-06-20,95,35.0,,0.35,33.25
2018-06-21,92,35.0,,0.35,32.199999999999996
2018-06-22,90,35.0,,0.35,31.499999999999996
2018-06-23,90,35.0,,0.35,31.499999999999996
2018-06-24,94,35.0,,0.35,32.9
2018-06-25,100,35.0,,0.35,35.0
2018-06-26,94,35.0,,0.35,32.9
2018-06-27,89,35.0,,0.35,31.15
2018-06-28,97,35.0,,0.35,33.949999999999996
2018-06-29,96,35.0,,0.35,33.599999999999994
2018-06-30,91,35.0,,0.35,31.849999999999998
2018-07-01,86,36.0,False,0.36,30.959999999999997
2018-07-02,91,36.0,,0.36,32.76
2018-07-03,90,36.0,,0.36,32.4
2018-07-04,93,36.0,,0.36,33.48
2018-07-05,88,36.0,,0.36,31.68
2018-07-06,82,36.0,,0.36,29.52
2018-07-07,82,36.0,,0.36,29.52
2018-07-08,85,36.0,,0.36,30.599999999999998
2018-07-09,89,36.0,,0.36,32.04
2018-07-10,86,36.0,,0.36,30.959999999999997
2018-07-11,84,36.0,,0.36,30.24
2018-07-12,84,36.0,,0.36,30.24
2018-07-13,86,36.0,,0.36,30.959999999999997
2018-07-14,82,36.0,,0.36,29.52
2018-07-15,86,36.0,,0.36,30.959999999999997
2018-07-16,100,36.0,,0.36,36.0
2018-07-17,93,36.0,,0.36,33.48
2018-07-18,92,36.0,,0.36,33.12
2018-07-19,87,36.0,,0.36,31.32
2018-07-20,88,36.0,,0.36,31.68
2018-07-21,82,36.0,,0.36,29.52
2018-07-22,83,36.0,,0.36,29.88
2018-07-23,88,36.0,,0.36,31.68
2018-07-24,85,36.0,,0.36,30.599999999999998
2018-07-25,86,36.0,,0.36,30.959999999999997
2018-07-26,85,36.0,,0.36,30.599999999999998
2018-07-27,86,36.0,,0.36,30.959999999999997
2018-07-28,82,36.0,,0.36,29.52
2018-07-29,87,36.0,,0.36,31.32
2018-07-30,93,36.0,,0.36,33.48
2018-07-31,87,36.0,,0.36,31.32
2018-08-01,92,36.0,False,0.36,33.12
2018-08-02,88,36.0,,0.36,31.68
2018-08-03,91,36.0,,0.36,32.76
2018-08-04,88,36.0,,0.36,31.68
2018-08-05,90,36.0,,0.36,32.4
2018-08-06,100,36.0,,0.36,36.0
2018-08-07,93,36.0,,0.36,33.48
2018-08-08,94,36.0,,0.36,33.839999999999996
2018-08-09,89,36.0,,0.36,32.04
2018-08-10,91,36.0,,0.36,32.76
2018-08-11,87,36.0,,0.36,31.32
2018-08-12,95,36.0,,0.36,34.199999999999996
2018-08-13,99,36.0,,0.36,35.64
2018-08-14,97,36.0,,0.36,34.92
2018-08-15,93,36.0,,0.36,33.48
2018-08-16,94,36.0,,0.36,33.839999999999996
2018-08-17,91,36.0,,0.36,32.76
2018-08-18,89,36.0,,0.36,32.04
2018-08-19,94,36.0,,0.36,33.839999999999996
2018-08-20,92,36.0,,0.36,33.12
2018-08-21,88,36.0,,0.36,31.68
2018-08-22,87,36.0,,0.36,31.32
2018-08-23,89,36.0,,0.36,32.04
2018-08-24,88,36.0,,0.36,31.68
2018-08-25,85,36.0,,0.36,30.599999999999998
2018-08-26,89,36.0,,0.36,32.04
2018-08-27,94,36.0,,0.36,33.839999999999996
2018-08-28,90,36.0,,0.36,32.4
2018-08-29,93,36.0,,0.36,33.48
2018-08-30,87,36.0,,0.36,31.32
2018-08-31,89,36.0,,0.36,32.04
2018-09-01,91,35.0,False,0.35,31.849999999999998
2018-09-02,99,35.0,,0.35,34.65
2018-09-03,97,35.0,,0.35,33.949999999999996
2018-09-04,100,35.0,,0.35,35.0
2018-09-05,99,35.0,,0.35,34.65
2018-09-06,96,35.0,,0.35,33.599999999999994
2018-09-07,90,35.0,,0.35,31.499999999999996
2018-09-08,93,35.0,,0.35,32.55
2018-09-09,90,35.0,,0.35,31.499999999999996
2018-09-10,97,35.0,,0.35,33.949999999999996
2018-09-11,96,35.0,,0.35,33.599999999999994
2018-09-12,96,35.0,,0.35,33.599999999999994
2018-09-13,93,35.0,,0.35,32.55
2018-09-14,94,35.0,,0.35,32.9
2018-09-15,93,35.0,,0.35,32.55
2018-09-16,94,35.0,,0.35,32.9
2018-09-17,96,35.0,,0.35,33.599999999999994
2018-09-18,94,35.0,,0.35,32.9
2018-09-19,98,35.0,,0.35,34.3
2018-09-20,94,35.0,,0.35,32.9
2018-09-21,92,35.0,,0.35,32.199999999999996
2018-09-22,93,35.0,,0.35,32.55
2018-09-23,95,35.0,,0.35,33.25
2018-09-24,97,35.0,,0.35,33.949999999999996
2018-09-25,96,35.0,,0.35,33.599999999999994
2018-09-26,91,35.0,,0.35,31.849999999999998
2018-09-27,92,35.0,,0.35,32.199999999999996
2018-09-28,91,35.0,,0.35,31.849999999999998
2018-09-29,92,35.0,,0.35,32.199999999999996
2018-09-30,93,35.0,,0.35,32.55
2018-10-01,93,38.0,False,0.38,35.34
2018-10-02,91,38.0,,0.38,34.58
2018-10-03,91,38.0,,0.38,34.58
2018-10-04,91,38.0,,0.38,34.58
2018-10-05,90,38.0,,0.38,34.2
2018-10-06,91,38.0,,0.38,34.58
2018-10-07,88,38.0,,0.38,33.44
2018-10-08,95,38.0,,0.38,36.1
2018-10-09,95,38.0,,0.38,36.1
2018-10-10,100,38.0,,0.38,38.0
2018-10-11,93,38.0,,0.38,35.34
2018-10-12,93,38.0,,0.38,35.34
2018-10-13,92,38.0,,0.38,34.96
2018-10-14,93,38.0,,0.38,35.34
2018-10-15,99,38.0,,0.38,37.62
2018-10-16,95,38.0,,0.38,36.1
2018-10-17,93,38.0,,0.38,35.34
2018-10-18,92,38.0,,0.38,34.96
2018-10-19,95,38.0,,0.38,36.1
2018-10-20,90,38.0,,0.38,34.2
2018-10-21,93,38.0,,0.38,35.34
2018-10-22,95,38.0,,0.38,36.1
2018-10-23,92,38.0,,0.38,34.96
2018-10-24,91,38.0,,0.38,34.58
2018-10-25,91,38.0,,0.38,34.58
2018-10-26,91,38.0,,0.38,34.58
2018-10-27,93,38.0,,0.38,35.34
2018-10-28,91,38.0,,0.38,34.58
2018-10-29,93,38.0,,0.38,35.34
2018-10-30,93,38.0,,0.38,35.34
2018-10-31,95,38.0,,0.38,36.1
2018-11-01,68,37.0,False,0.37,25.16
2018-11-02,68,37.0,,0.37,25.16
2018-11-03,70,37.0,,0.37,25.9
2018-11-04,71,37.0,,0.37,26.27
2018-11-05,70,37.0,,0.37,25.9
2018-11-06,68,37.0,,0.37,25.16
2018-11-07,61,37.0,,0.37,22.57
2018-11-08,65,37.0,,0.37,24.05
2018-11-09,69,37.0,,0.37,25.53
2018-11-10,65,37.0,,0.37,24.05
2018-11-11,68,37.0,,0.37,25.16
2018-11-12,71,37.0,,0.37,26.27
2018-11-13,69,37.0,,0.37,25.53
2018-11-14,66,37.0,,0.37,24.419999999999998
2018-11-15,64,37.0,,0.37,23.68
2018-11-16,67,37.0,,0.37,24.79
2018-11-17,69,37.0,,0.37,25.53
2018-11-18,71,37.0,,0.37,26.27
2018-11-19,74,37.0,,0.37,27.38
2018-11-20,73,37.0,,0.37,27.009999999999998
2018-11-21,83,37.0,,0.37,30.71
2018-11-22,100,37.0,,0.37,37.0
2018-11-23,71,37.0,,0.37,26.27
2018-11-24,67,37.0,,0.37,24.79
2018-11-25,70,37.0,,0.37,25.9
2018-11-26,72,37.0,,0.37,26.64
2018-11-27,71,37.0,,0.37,26.27
2018-11-28,74,37.0,,0.37,27.38
2018-11-29,72,37.0,,0.37,26.64
2018-11-30,72,37.0,,0.37,26.64
2018-12-01,28,43.0,False,0.43,12.04
2018-12-02,30,43.0,,0.43,12.9
2018-12-03,32,43.0,,0.43,13.76
2018-12-04,32,43.0,,0.43,13.76
2018-12-05,30,43.0,,0.43,12.9
2018-12-06,31,43.0,,0.43,13.33
2018-12-07,30,43.0,,0.43,12.9
2018-12-08,31,43.0,,0.43,13.33
2018-12-09,31,43.0,,0.43,13.33
2018-12-10,30,43.0,,0.43,12.9
2018-12-11,32,43.0,,0.43,13.76
2018-12-12,31,43.0,,0.43,13.33
2018-12-13,30,43.0,,0.43,12.9
2018-12-14,31,43.0,,0.43,13.33
2018-12-15,32,43.0,,0.43,13.76
2018-12-16,33,43.0,,0.43,14.19
2018-12-17,38,43.0,,0.43,16.34
2018-12-18,37,43.0,,0.43,15.91
2018-12-19,38,43.0,,0.43,16.34
2018-12-20,40,43.0,,0.43,17.2
2018-12-21,40,43.0,,0.43,17.2
2018-12-22,38,43.0,,0.43,16.34
2018-12-23,45,43.0,,0.43,19.35
2018-12-24,66,43.0,,0.43,28.38
2018-12-25,100,43.0,,0.43,43.0
2018-12-26,46,43.0,,0.43,19.78
2018-12-27,35,43.0,,0.43,15.049999999999999
2018-12-28,34,43.0,,0.43,14.62
2018-12-29,31,43.0,,0.43,13.33
2018-12-30,33,43.0,,0.43,14.19
2018-12-31,39,43.0,,0.43,16.77
2019-01-01,95,38.0,False,0.38,36.1
2019-01-02,100,38.0,,0.38,38.0
2019-01-03,100,38.0,,0.38,38.0
2019-01-04,94,38.0,,0.38,35.72
2019-01-05,84,38.0,,0.38,31.92
2019-01-06,84,38.0,,0.38,31.92
2019-01-07,88,38.0,,0.38,33.44
2019-01-08,88,38.0,,0.38,33.44
2019-01-09,88,38.0,,0.38,33.44
2019-01-10,84,38.0,,0.38,31.92
2019-01-11,86,38.0,,0.38,32.68
2019-01-12,81,38.0,,0.38,30.78
2019-01-13,81,38.0,,0.38,30.78
2019-01-14,92,38.0,,0.38,34.96
2019-01-15,88,38.0,,0.38,33.44
2019-01-16,91,38.0,,0.38,34.58
2019-01-17,83,38.0,,0.38,31.54
2019-01-18,84,38.0,,0.38,31.92
2019-01-19,82,38.0,,0.38,31.16
2019-01-20,75,38.0,,0.38,28.5
2019-01-21,79,38.0,,0.38,30.02
2019-01-22,81,38.0,,0.38,30.78
2019-01-23,82,38.0,,0.38,31.16
2019-01-24,83,38.0,,0.38,31.54
2019-01-25,83,38.0,,0.38,31.54
2019-01-26,80,38.0,,0.38,30.4
2019-01-27,83,38.0,,0.38,31.54
2019-01-28,83,38.0,,0.38,31.54
2019-01-29,80,38.0,,0.38,30.4
2019-01-30,80,38.0,,0.38,30.4
2019-01-31,79,38.0,,0.38,30.02
2019-02-01,80,37.0,False,0.37,29.6
2019-02-02,82,37.0,,0.37,30.34
2019-02-03,84,37.0,,0.37,31.08
2019-02-04,83,37.0,,0.37,30.71
2019-02-05,89,37.0,,0.37,32.93
2019-02-06,84,37.0,,0.37,31.08
2019-02-07,87,37.0,,0.37,32.19
2019-02-08,85,37.0,,0.37,31.45
2019-02-09,84,37.0,,0.37,31.08
2019-02-10,87,37.0,,0.37,32.19
2019-02-11,90,37.0,,0.37,33.3
2019-02-12,91,37.0,,0.37,33.67
2019-02-13,97,37.0,,0.37,35.89
2019-02-14,100,37.0,,0.37,37.0
2019-02-15,86,37.0,,0.37,31.82
2019-02-16,86,37.0,,0.37,31.82
2019-02-17,84,37.0,,0.37,31.08
2019-02-18,87,37.0,,0.37,32.19
2019-02-19,85,37.0,,0.37,31.45
2019-02-20,89,37.0,,0.37,32.93
2019-02-21,83,37.0,,0.37,30.71
2019-02-22,84,37.0,,0.37,31.08
2019-02-23,80,37.0,,0.37,29.6
2019-02-24,84,37.0,,0.37,31.08
2019-02-25,83,37.0,,0.37,30.71
2019-02-26,90,37.0,,0.37,33.3
2019-02-27,85,37.0,,0.37,31.45
2019-02-28,83,37.0,,0.37,30.71
2019-03-01,89,37.0,False,0.37,32.93
2019-03-02,84,37.0,,0.37,31.08
2019-03-03,88,37.0,,0.37,32.56
2019-03-04,91,37.0,,0.37,33.67
2019-03-05,94,37.0,,0.37,34.78
2019-03-06,91,37.0,,0.37,33.67
2019-03-07,92,37.0,,0.37,34.04
2019-03-08,90,37.0,,0.37,33.3
2019-03-09,88,37.0,,0.37,32.56
2019-03-10,93,37.0,,0.37,34.41
2019-03-11,97,37.0,,0.37,35.89
2019-03-12,93,37.0,,0.37,34.41
2019-03-13,91,37.0,,0.37,33.67
2019-03-14,88,37.0,,0.37,32.56
2019-03-15,88,37.0,,0.37,32.56
2019-03-16,89,37.0,,0.37,32.93
2019-03-17,94,37.0,,0.37,34.78
2019-03-18,100,37.0,,0.37,37.0
2019-03-19,96,37.0,,0.37,35.519999999999996
2019-03-20,91,37.0,,0.37,33.67
2019-03-21,92,37.0,,0.37,34.04
2019-03-22,94,37.0,,0.37,34.78
2019-03-23,91,37.0,,0.37,33.67
2019-03-24,95,37.0,,0.37,35.15
2019-03-25,98,37.0,,0.37,36.26
2019-03-26,94,37.0,,0.37,34.78
2019-03-27,95,37.0,,0.37,35.15
2019-03-28,90,37.0,,0.37,33.3
2019-03-29,92,37.0,,0.37,34.04
2019-03-30,91,37.0,,0.37,33.67
2019-03-31,91,37.0,,0.37,33.67
2019-04-01,81,39.0,False,0.39,31.59
2019-04-02,82,39.0,,0.39,31.98
2019-04-03,79,39.0,,0.39,30.810000000000002
2019-04-04,78,39.0,,0.39,30.42
2019-04-05,79,39.0,,0.39,30.810000000000002
2019-04-06,77,39.0,,0.39,30.03
2019-04-07,80,39.0,,0.39,31.200000000000003
2019-04-08,83,39.0,,0.39,32.370000000000005
2019-04-09,82,39.0,,0.39,31.98
2019-04-10,77,39.0,,0.39,30.03
2019-04-11,74,39.0,,0.39,28.86
2019-04-12,76,39.0,,0.39,29.64
2019-04-13,75,39.0,,0.39,29.25
2019-04-14,78,39.0,,0.39,30.42
2019-04-15,77,39.0,,0.39,30.03
2019-04-16,79,39.0,,0.39,30.810000000000002
2019-04-17,78,39.0,,0.39,30.42
2019-04-18,78,39.0,,0.39,30.42
2019-04-19,78,39.0,,0.39,30.42
2019-04-20,79,39.0,,0.39,30.810000000000002
2019-04-21,100,39.0,,0.39,39.0
2019-04-22,85,39.0,,0.39,33.15
2019-04-23,81,39.0,,0.39,31.59
2019-04-24,82,39.0,,0.39,31.98
2019-04-25,77,39.0,,0.39,30.03
2019-04-26,74,39.0,,0.39,28.86
2019-04-27,76,39.0,,0.39,29.64
2019-04-28,81,39.0,,0.39,31.59
2019-04-29,79,39.0,,0.39,30.810000000000002
2019-04-30,81,39.0,,0.39,31.59
2019-05-01,89,39.0,False,0.39,34.71
2019-05-02,90,39.0,,0.39,35.1
2019-05-03,88,39.0,,0.39,34.32
2019-05-04,86,39.0,,0.39,33.54
2019-05-05,88,39.0,,0.39,34.32
2019-05-06,88,39.0,,0.39,34.32
2019-05-07,88,39.0,,0.39,34.32
2019-05-08,94,39.0,,0.39,36.660000000000004
2019-05-09,85,39.0,,0.39,33.15
2019-05-10,90,39.0,,0.39,35.1
2019-05-11,92,39.0,,0.39,35.88
2019-05-12,100,39.0,,0.39,39.0
2019-05-13,91,39.0,,0.39,35.49
2019-05-14,91,39.0,,0.39,35.49
2019-05-15,84,39.0,,0.39,32.76
2019-05-16,83,39.0,,0.39,32.370000000000005
2019-05-17,86,39.0,,0.39,33.54
2019-05-18,87,39.0,,0.39,33.93
2019-05-19,87,39.0,,0.39,33.93
2019-05-20,89,39.0,,0.39,34.71
2019-05-21,91,39.0,,0.39,35.49
2019-05-22,93,39.0,,0.39,36.27
2019-05-23,88,39.0,,0.39,34.32
2019-05-24,87,39.0,,0.39,33.93
2019-05-25,89,39.0,,0.39,34.71
2019-05-26,90,39.0,,0.39,35.1
2019-05-27,91,39.0,,0.39,35.49
2019-05-28,95,39.0,,0.39,37.050000000000004
2019-05-29,94,39.0,,0.39,36.660000000000004
2019-05-30,91,39.0,,0.39,35.49
2019-05-31,91,39.0,,0.39,35.49
2019-06-01,87,38.0,False,0.38,33.06
2019-06-02,92,38.0,,0.38,34.96
2019-06-03,93,38.0,,0.38,35.34
2019-06-04,93,38.0,,0.38,35.34
2019-06-05,93,38.0,,0.38,35.34
2019-06-06,88,38.0,,0.38,33.44
2019-06-07,90,38.0,,0.38,34.2
2019-06-08,86,38.0,,0.38,32.68
2019-06-09,89,38.0,,0.38,33.82
2019-06-10,100,38.0,,0.38,38.0
2019-06-11,98,38.0,,0.38,37.24
2019-06-12,95,38.0,,0.38,36.1
2019-06-13,92,38.0,,0.38,34.96
2019-06-14,93,38.0,,0.38,35.34
2019-06-15,90,38.0,,0.38,34.2
2019-06-16,96,38.0,,0.38,36.480000000000004
2019-06-17,99,38.0,,0.38,37.62
2019-06-18,95,38.0,,0.38,36.1
2019-06-19,93,38.0,,0.38,35.34
2019-06-20,89,38.0,,0.38,33.82
2019-06-21,92,38.0,,0.38,34.96
2019-06-22,89,38.0,,0.38,33.82
2019-06-23,91,38.0,,0.38,34.58
2019-06-24,97,38.0,,0.38,36.86
2019-06-25,97,38.0,,0.38,36.86
2019-06-26,92,38.0,,0.38,34.96
2019-06-27,94,38.0,,0.38,35.72
2019-06-28,94,38.0,,0.38,35.72
2019-06-29,86,38.0,,0.38,32.68
2019-06-30,90,38.0,,0.38,34.2
2019-07-01,95,41.0,False,0.41,38.949999999999996
2019-07-02,94,41.0,,0.41,38.54
2019-07-03,100,41.0,,0.41,41.0
2019-07-04,91,41.0,,0.41,37.309999999999995
2019-07-05,91,41.0,,0.41,37.309999999999995
2019-07-06,82,41.0,,0.41,33.62
2019-07-07,80,41.0,,0.41,32.8
2019-07-08,94,41.0,,0.41,38.54
2019-07-09,96,41.0,,0.41,39.36
2019-07-10,90,41.0,,0.41,36.9
2019-07-11,91,41.0,,0.41,37.309999999999995
2019-07-12,92,41.0,,0.41,37.72
2019-07-13,87,41.0,,0.41,35.669999999999995
2019-07-14,87,41.0,,0.41,35.669999999999995
2019-07-15,97,41.0,,0.41,39.769999999999996
2019-07-16,90,41.0,,0.41,36.9
2019-07-17,94,41.0,,0.41,38.54
2019-07-18,89,41.0,,0.41,36.489999999999995
2019-07-19,91,41.0,,0.41,37.309999999999995
2019-07-20,84,41.0,,0.41,34.44
2019-07-21,88,41.0,,0.41,36.08
2019-07-22,94,41.0,,0.41,38.54
2019-07-23,88,41.0,,0.41,36.08
2019-07-24,86,41.0,,0.41,35.26
2019-07-25,88,41.0,,0.41,36.08
2019-07-26,87,41.0,,0.41,35.669999999999995
2019-07-27,92,41.0,,0.41,37.72
2019-07-28,90,41.0,,0.41,36.9
2019-07-29,93,41.0,,0.41,38.129999999999995
2019-07-30,91,41.0,,0.41,37.309999999999995
2019-07-31,90,41.0,,0.41,36.9
2019-08-01,87,39.0,False,0.39,33.93
2019-08-02,88,39.0,,0.39,34.32
2019-08-03,85,39.0,,0.39,33.15
2019-08-04,84,39.0,,0.39,32.76
2019-08-05,90,39.0,,0.39,35.1
2019-08-06,91,39.0,,0.39,35.49
2019-08-07,93,39.0,,0.39,36.27
2019-08-08,93,39.0,,0.39,36.27
2019-08-09,90,39.0,,0.39,35.1
2019-08-10,82,39.0,,0.39,31.98
2019-08-11,85,39.0,,0.39,33.15
2019-08-12,95,39.0,,0.39,37.050000000000004
2019-08-13,94,39.0,,0.39,36.660000000000004
2019-08-14,96,39.0,,0.39,37.44
2019-08-15,93,39.0,,0.39,36.27
2019-08-16,93,39.0,,0.39,36.27
2019-08-17,85,39.0,,0.39,33.15
2019-08-18,89,39.0,,0.39,34.71
2019-08-19,100,39.0,,0.39,39.0
2019-08-20,94,39.0,,0.39,36.660000000000004
2019-08-21,88,39.0,,0.39,34.32
2019-08-22,84,39.0,,0.39,32.76
2019-08-23,87,39.0,,0.39,33.93
2019-08-24,80,39.0,,0.39,31.200000000000003
