date,RE_unscaled,RE_monthly,isPartial,scale,RE
2019-09-13,85,75.0,,0.75,63.75
2019-09-14,83,75.0,,0.75,62.25
2019-09-15,79,75.0,,0.75,59.25
2019-09-16,83,75.0,,0.75,62.25
2019-09-17,92,75.0,,0.75,69.0
2019-09-18,84,75.0,,0.75,63.0
2019-09-19,83,75.0,,0.75,62.25
2019-09-20,94,75.0,,0.75,70.5
2019-09-21,83,75.0,,0.75,62.25
2019-09-22,85,75.0,,0.75,63.75
2019-09-23,95,75.0,,0.75,71.25
2019-09-24,100,75.0,,0.75,75.0
2019-09-25,99,75.0,,0.75,74.25
2019-09-26,94,75.0,,0.75,70.5
2019-09-27,87,75.0,,0.75,65.25
2019-09-28,86,75.0,,0.75,64.5
2019-09-29,89,75.0,,0.75,66.75
2019-09-30,94,75.0,,0.75,70.5
2019-10-01,100,75.0,False,0.75,75.0
2019-10-02,93,75.0,,0.75,69.75
2019-10-03,97,75.0,,0.75,72.75
2019-10-04,88,75.0,,0.75,66.0
2019-10-05,81,75.0,,0.75,60.75
2019-10-06,84,75.0,,0.75,63.0
2019-10-07,90,75.0,,0.75,67.5
2019-10-08,96,75.0,,0.75,72.0
2019-10-09,95,75.0,,0.75,71.25
2019-10-10,93,75.0,,0.75,69.75
2019-10-11,88,75.0,,0.75,66.0
2019-10-12,85,75.0,,0.75,63.75
2019-10-13,79,75.0,,0.75,59.25
2019-10-14,93,75.0,,0.75,69.75
2019-10-15,93,75.0,,0.75,69.75
2019-10-16,94,75.0,,0.75,70.5
2019-10-17,87,75.0,,0.75,65.25
2019-10-18,81,75.0,,0.75,60.75
2019-10-19,87,75.0,,0.75,65.25
2019-10-20,82,75.0,,0.75,61.5
2019-10-21,90,75.0,,0.75,67.5
2019-10-22,90,75.0,,0.75,67.5
2019-10-23,90,75.0,,0.75,67.5
2019-10-24,91,75.0,,0.75,68.25
2019-10-25,81,75.0,,0.75,60.75
2019-10-26,75,75.0,,0.75,56.25
2019-10-27,74,75.0,,0.75,55.5
2019-10-28,95,75.0,,0.75,71.25
2019-10-29,89,75.0,,0.75,66.75
2019-10-30,93,75.0,,0.75,69.75
2019-10-31,78,75.0,,0.75,58.5
2019-11-01,90,71.0,False,0.71,63.9
2019-11-02,76,71.0,,0.71,53.959999999999994
2019-11-03,76,71.0,,0.71,53.959999999999994
2019-11-04,92,71.0,,0.71,65.32
2019-11-05,98,71.0,,0.71,69.58
2019-11-06,100,71.0,,0.71,71.0
2019-11-07,84,71.0,,0.71,59.64
2019-11-08,85,71.0,,0.71,60.349999999999994
2019-11-09,83,71.0,,0.71,58.93
2019-11-10,81,71.0,,0.71,57.51
2019-11-11,79,71.0,,0.71,56.089999999999996
2019-11-12,96,71.0,,0.71,68.16
2019-11-13,90,71.0,,0.71,63.9
2019-11-14,96,71.0,,0.71,68.16
2019-11-15,89,71.0,,0.71,63.19
2019-11-16,77,71.0,,0.71,54.669999999999995
2019-11-17,80,71.0,,0.71,56.8
2019-11-18,94,71.0,,0.71,66.74
2019-11-19,90,71.0,,0.71,63.9
2019-11-20,92,71.0,,0.71,65.32
2019-11-21,97,71.0,,0.71,68.86999999999999
2019-11-22,81,71.0,,0.71,57.51
2019-11-23,75,71.0,,0.71,53.25
2019-11-24,79,71.0,,0.71,56.089999999999996
2019-11-25,80,71.0,,0.71,56.8
2019-11-26,83,71.0,,0.71,58.93
2019-11-27,80,71.0,,0.71,56.8
2019-11-28,72,71.0,,0.71,51.12
2019-11-29,65,71.0,,0.71,46.15
2019-11-30,71,71.0,,0.71,50.41
2019-12-01,37,77.0,False,0.77,28.490000000000002
2019-12-02,37,77.0,,0.77,28.490000000000002
2019-12-03,42,77.0,,0.77,32.34
2019-12-04,45,77.0,,0.77,34.65
2019-12-05,44,77.0,,0.77,33.88
2019-12-06,43,77.0,,0.77,33.11
2019-12-07,37,77.0,,0.77,28.490000000000002
2019-12-08,34,77.0,,0.77,26.18
2019-12-09,43,77.0,,0.77,33.11
2019-12-10,47,77.0,,0.77,36.19
2019-12-11,48,77.0,,0.77,36.96
2019-12-12,46,77.0,,0.77,35.42
2019-12-13,44,77.0,,0.77,33.88
2019-12-14,37,77.0,,0.77,28.490000000000002
2019-12-15,39,77.0,,0.77,30.03
2019-12-16,46,77.0,,0.77,35.42
2019-12-17,41,77.0,,0.77,31.57
2019-12-18,52,77.0,,0.77,40.04
2019-12-19,100,77.0,,0.77,77.0
2019-12-20,45,77.0,,0.77,34.65
2019-12-21,41,77.0,,0.77,31.57
2019-12-22,41,77.0,,0.77,31.57
2019-12-23,43,77.0,,0.77,33.11
2019-12-24,38,77.0,,0.77,29.26
2019-12-25,37,77.0,,0.77,28.490000000000002
2019-12-26,37,77.0,,0.77,28.490000000000002
2019-12-27,41,77.0,,0.77,31.57
2019-12-28,36,77.0,,0.77,27.72
2019-12-29,37,77.0,,0.77,28.490000000000002
2019-12-30,38,77.0,,0.77,29.26
2019-12-31,39,77.0,,0.77,30.03
2020-01-01,78,75.0,False,0.75,58.5
2020-01-02,97,75.0,,0.75,72.75
2020-01-03,96,75.0,,0.75,72.0
2020-01-04,79,75.0,,0.75,59.25
2020-01-05,80,75.0,,0.75,60.0
2020-01-06,90,75.0,,0.75,67.5
2020-01-07,93,75.0,,0.75,69.75
2020-01-08,95,75.0,,0.75,71.25
2020-01-09,91,75.0,,0.75,68.25
2020-01-10,93,75.0,,0.75,69.75
2020-01-11,78,75.0,,0.75,58.5
2020-01-12,78,75.0,,0.75,58.5
2020-01-13,91,75.0,,0.75,68.25
2020-01-14,89,75.0,,0.75,66.75
2020-01-15,94,75.0,,0.75,70.5
2020-01-16,93,75.0,,0.75,69.75
2020-01-17,92,75.0,,0.75,69.0
2020-01-18,78,75.0,,0.75,58.5
2020-01-19,83,75.0,,0.75,62.25
2020-01-20,91,75.0,,0.75,68.25
2020-01-21,99,75.0,,0.75,74.25
2020-01-22,90,75.0,,0.75,67.5
2020-01-23,100,75.0,,0.75,75.0
2020-01-24,95,75.0,,0.75,71.25
2020-01-25,88,75.0,,0.75,66.0
2020-01-26,83,75.0,,0.75,62.25
2020-01-27,91,75.0,,0.75,68.25
2020-01-28,95,75.0,,0.75,71.25
2020-01-29,96,75.0,,0.75,72.0
2020-01-30,95,75.0,,0.75,71.25
2020-01-31,83,75.0,,0.75,62.25
2020-02-01,85,78.0,False,0.78,66.3
2020-02-02,80,78.0,,0.78,62.400000000000006
2020-02-03,84,78.0,,0.78,65.52
2020-02-04,85,78.0,,0.78,66.3
2020-02-05,96,78.0,,0.78,74.88
2020-02-06,100,78.0,,0.78,78.0
2020-02-07,93,78.0,,0.78,72.54
2020-02-08,91,78.0,,0.78,70.98
2020-02-09,81,78.0,,0.78,63.18
2020-02-10,94,78.0,,0.78,73.32000000000001
2020-02-11,95,78.0,,0.78,74.10000000000001
2020-02-12,94,78.0,,0.78,73.32000000000001
2020-02-13,87,78.0,,0.78,67.86
2020-02-14,83,78.0,,0.78,64.74000000000001
2020-02-15,82,78.0,,0.78,63.96
2020-02-16,87,78.0,,0.78,67.86
2020-02-17,96,78.0,,0.78,74.88
2020-02-18,90,78.0,,0.78,70.2
2020-02-19,95,78.0,,0.78,74.10000000000001
2020-02-20,93,78.0,,0.78,72.54
2020-02-21,91,78.0,,0.78,70.98
2020-02-22,87,78.0,,0.78,67.86
2020-02-23,88,78.0,,0.78,68.64
2020-02-24,92,78.0,,0.78,71.76
2020-02-25,96,78.0,,0.78,74.88
2020-02-26,89,78.0,,0.78,69.42
2020-02-27,97,78.0,,0.78,75.66
2020-02-28,92,78.0,,0.78,71.76
2020-02-29,82,78.0,,0.78,63.96
2020-03-01,77,80.0,False,0.8,61.6
2020-03-02,89,80.0,,0.8,71.2
2020-03-03,84,80.0,,0.8,67.2
2020-03-04,85,80.0,,0.8,68.0
2020-03-05,84,80.0,,0.8,67.2
2020-03-06,81,80.0,,0.8,64.8
2020-03-07,75,80.0,,0.8,60.0
2020-03-08,82,80.0,,0.8,65.60000000000001
2020-03-09,91,80.0,,0.8,72.8
2020-03-10,92,80.0,,0.8,73.60000000000001
2020-03-11,85,80.0,,0.8,68.0
2020-03-12,82,80.0,,0.8,65.60000000000001
2020-03-13,83,80.0,,0.8,66.4
2020-03-14,94,80.0,,0.8,75.2
2020-03-15,92,80.0,,0.8,73.60000000000001
2020-03-16,90,80.0,,0.8,72.0
2020-03-17,83,80.0,,0.8,66.4
2020-03-18,85,80.0,,0.8,68.0
2020-03-19,88,80.0,,0.8,70.4
2020-03-20,88,80.0,,0.8,70.4
2020-03-21,82,80.0,,0.8,65.60000000000001
2020-03-22,92,80.0,,0.8,73.60000000000001
2020-03-23,90,80.0,,0.8,72.0
2020-03-24,100,80.0,,0.8,80.0
2020-03-25,88,80.0,,0.8,70.4
2020-03-26,94,80.0,,0.8,75.2
2020-03-27,90,80.0,,0.8,72.0
2020-03-28,91,80.0,,0.8,72.8
2020-03-29,96,80.0,,0.8,76.80000000000001
2020-03-30,94,80.0,,0.8,75.2
2020-03-31,88,80.0,,0.8,70.4
2020-04-01,86,99.0,False,0.99,85.14
2020-04-02,88,99.0,,0.99,87.12
2020-04-03,93,99.0,,0.99,92.07
2020-04-04,96,99.0,,0.99,95.03999999999999
2020-04-05,87,99.0,,0.99,86.13
2020-04-06,89,99.0,,0.99,88.11
2020-04-07,92,99.0,,0.99,91.08
2020-04-08,89,99.0,,0.99,88.11
2020-04-09,84,99.0,,0.99,83.16
2020-04-10,84,99.0,,0.99,83.16
2020-04-11,83,99.0,,0.99,82.17
2020-04-12,87,99.0,,0.99,86.13
2020-04-13,94,99.0,,0.99,93.06
2020-04-14,97,99.0,,0.99,96.03
2020-04-15,90,99.0,,0.99,89.1
2020-04-16,82,99.0,,0.99,81.17999999999999
2020-04-17,100,99.0,,0.99,99.0
2020-04-18,89,99.0,,0.99,88.11
2020-04-19,97,99.0,,0.99,96.03
2020-04-20,94,99.0,,0.99,93.06
2020-04-21,98,99.0,,0.99,97.02
2020-04-22,95,99.0,,0.99,94.05
2020-04-23,96,99.0,,0.99,95.03999999999999
2020-04-24,89,99.0,,0.99,88.11
2020-04-25,90,99.0,,0.99,89.1
2020-04-26,90,99.0,,0.99,89.1
2020-04-27,91,99.0,,0.99,90.09
2020-04-28,95,99.0,,0.99,94.05
2020-04-29,93,99.0,,0.99,92.07
2020-04-30,99,99.0,,0.99,98.01
2020-05-01,98,94.0,False,0.94,92.11999999999999
2020-05-02,91,94.0,,0.94,85.53999999999999
2020-05-03,90,94.0,,0.94,84.6
2020-05-04,97,94.0,,0.94,91.17999999999999
2020-05-05,98,94.0,,0.94,92.11999999999999
2020-05-06,94,94.0,,0.94,88.36
2020-05-07,98,94.0,,0.94,92.11999999999999
2020-05-08,86,94.0,,0.94,80.83999999999999
2020-05-09,86,94.0,,0.94,80.83999999999999
2020-05-10,82,94.0,,0.94,77.08
2020-05-11,97,94.0,,0.94,91.17999999999999
2020-05-12,98,94.0,,0.94,92.11999999999999
2020-05-13,91,94.0,,0.94,85.53999999999999
2020-05-14,100,94.0,,0.94,94.0
2020-05-15,92,94.0,,0.94,86.47999999999999
2020-05-16,91,94.0,,0.94,85.53999999999999
2020-05-17,92,94.0,,0.94,86.47999999999999
2020-05-18,95,94.0,,0.94,89.3
2020-05-19,98,94.0,,0.94,92.11999999999999
2020-05-20,89,94.0,,0.94,83.66
2020-05-21,87,94.0,,0.94,81.78
2020-05-22,88,94.0,,0.94,82.72
2020-05-23,85,94.0,,0.94,79.89999999999999
2020-05-24,83,94.0,,0.94,78.02
2020-05-25,91,94.0,,0.94,85.53999999999999
2020-05-26,93,94.0,,0.94,87.42
2020-05-27,87,94.0,,0.94,81.78
2020-05-28,85,94.0,,0.94,79.89999999999999
2020-05-29,85,94.0,,0.94,79.89999999999999
2020-05-30,86,94.0,,0.94,80.83999999999999
2020-05-31,75,94.0,,0.94,70.5
2020-06-01,91,89.0,False,0.89,80.99
2020-06-02,91,89.0,,0.89,80.99
2020-06-03,99,89.0,,0.89,88.11
2020-06-04,86,89.0,,0.89,76.54
2020-06-05,92,89.0,,0.89,81.88
2020-06-06,92,89.0,,0.89,81.88
2020-06-07,89,89.0,,0.89,79.21000000000001
2020-06-08,89,89.0,,0.89,79.21000000000001
2020-06-09,98,89.0,,0.89,87.22
2020-06-10,94,89.0,,0.89,83.66
2020-06-11,91,89.0,,0.89,80.99
2020-06-12,100,89.0,,0.89,89.0
2020-06-13,91,89.0,,0.89,80.99
2020-06-14,93,89.0,,0.89,82.77
2020-06-15,95,89.0,,0.89,84.55
2020-06-16,98,89.0,,0.89,87.22
2020-06-17,90,89.0,,0.89,80.1
2020-06-18,88,89.0,,0.89,78.32000000000001
2020-06-19,87,89.0,,0.89,77.43
2020-06-20,94,89.0,,0.89,83.66
2020-06-21,80,89.0,,0.89,71.2
2020-06-22,91,89.0,,0.89,80.99
2020-06-23,93,89.0,,0.89,82.77
2020-06-24,95,89.0,,0.89,84.55
2020-06-25,90,89.0,,0.89,80.1
2020-06-26,95,89.0,,0.89,84.55
2020-06-27,97,89.0,,0.89,86.33
2020-06-28,97,89.0,,0.89,86.33
2020-06-29,99,89.0,,0.89,88.11
2020-06-30,95,89.0,,0.89,84.55
2020-07-01,86,89.0,False,0.89,76.54
2020-07-02,82,89.0,,0.89,72.98
2020-07-03,83,89.0,,0.89,73.87
2020-07-04,77,89.0,,0.89,68.53
2020-07-05,88,89.0,,0.89,78.32000000000001
2020-07-06,84,89.0,,0.89,74.76
2020-07-07,87,89.0,,0.89,77.43
2020-07-08,100,89.0,,0.89,89.0
2020-07-09,95,89.0,,0.89,84.55
2020-07-10,89,89.0,,0.89,79.21000000000001
2020-07-11,87,89.0,,0.89,77.43
2020-07-12,92,89.0,,0.89,81.88
2020-07-13,91,89.0,,0.89,80.99
2020-07-14,90,89.0,,0.89,80.1
2020-07-15,93,89.0,,0.89,82.77
2020-07-16,89,89.0,,0.89,79.21000000000001
2020-07-17,90,89.0,,0.89,80.1
2020-07-18,85,89.0,,0.89,75.65
2020-07-19,82,89.0,,0.89,72.98
2020-07-20,86,89.0,,0.89,76.54
2020-07-21,87,89.0,,0.89,77.43
2020-07-22,95,89.0,,0.89,84.55
2020-07-23,97,89.0,,0.89,86.33
2020-07-24,86,89.0,,0.89,76.54
2020-07-25,86,89.0,,0.89,76.54
2020-07-26,84,89.0,,0.89,74.76
2020-07-27,85,89.0,,0.89,75.65
2020-07-28,87,89.0,,0.89,77.43
2020-07-29,90,89.0,,0.89,80.1
2020-07-30,84,89.0,,0.89,74.76
2020-07-31,86,89.0,,0.89,76.54
2020-08-01,86,90.0,False,0.9,77.4
2020-08-02,84,90.0,,0.9,75.60000000000001
2020-08-03,87,90.0,,0.9,78.3
2020-08-04,100,90.0,,0.9,90.0
2020-08-05,91,90.0,,0.9,81.9
2020-08-06,100,90.0,,0.9,90.0
2020-08-07,92,90.0,,0.9,82.8
2020-08-08,87,90.0,,0.9,78.3
2020-08-09,82,90.0,,0.9,73.8
2020-08-10,81,90.0,,0.9,72.9
2020-08-11,83,90.0,,0.9,74.7
2020-08-12,85,90.0,,0.9,76.5
2020-08-13,88,90.0,,0.9,79.2
2020-08-14,87,90.0,,0.9,78.3
2020-08-15,86,90.0,,0.9,77.4
2020-08-16,87,90.0,,0.9,78.3
2020-08-17,80,90.0,,0.9,72.0
2020-08-18,78,90.0,,0.9,70.2
2020-08-19,88,90.0,,0.9,79.2
2020-08-20,84,90.0,,0.9,75.60000000000001
2020-08-21,78,90.0,,0.9,70.2
2020-08-22,82,90.0,,0.9,73.8
2020-08-23,83,90.0,,0.9,74.7
2020-08-24,79,90.0,,0.9,71.10000000000001
2020-08-25,82,90.0,,0.9,73.8
2020-08-26,86,90.0,,0.9,77.4
2020-08-27,84,90.0,,0.9,75.60000000000001
2020-08-28,83,90.0,,0.9,74.7
2020-08-29,83,90.0,,0.9,74.7
2020-08-30,83,90.0,,0.9,74.7
2020-08-31,83,90.0,,0.9,74.7
2020-09-01,83,93.0,False,0.93,77.19
2020-09-02,93,93.0,,0.93,86.49000000000001
2020-09-03,95,93.0,,0.93,88.35000000000001
2020-09-04,85,93.0,,0.93,79.05
2020-09-05,83,93.0,,0.93,77.19
2020-09-06,84,93.0,,0.93,78.12
2020-09-07,93,93.0,,0.93,86.49000000000001
2020-09-08,96,93.0,,0.93,89.28
2020-09-09,94,93.0,,0.93,87.42
2020-09-10,92,93.0,,0.93,85.56
2020-09-11,88,93.0,,0.93,81.84
2020-09-12,88,93.0,,0.93,81.84
2020-09-13,85,93.0,,0.93,79.05
2020-09-14,84,93.0,,0.93,78.12
2020-09-15,85,93.0,,0.93,79.05
2020-09-16,91,93.0,,0.93,84.63000000000001
2020-09-17,93,93.0,,0.93,86.49000000000001
2020-09-18,91,93.0,,0.93,84.63000000000001
2020-09-19,88,93.0,,0.93,81.84
2020-09-20,82,93.0,,0.93,76.26
2020-09-21,88,93.0,,0.93,81.84
2020-09-22,94,93.0,,0.93,87.42
2020-09-23,94,93.0,,0.93,87.42
2020-09-24,95,93.0,,0.93,88.35000000000001
2020-09-25,89,93.0,,0.93,82.77000000000001
2020-09-26,88,93.0,,0.93,81.84
2020-09-27,83,93.0,,0.93,77.19
2020-09-28,85,93.0,,0.93,79.05
2020-09-29,87,93.0,,0.93,80.91000000000001
2020-09-30,100,93.0,,0.93,93.0
2020-10-01,100,84.0,False,0.84,84.0
2020-10-02,91,84.0,,0.84,76.44
2020-10-03,87,84.0,,0.84,73.08
2020-10-04,87,84.0,,0.84,73.08
2020-10-05,95,84.0,,0.84,79.8
2020-10-06,93,84.0,,0.84,78.11999999999999
2020-10-07,95,84.0,,0.84,79.8
2020-10-08,87,84.0,,0.84,73.08
2020-10-09,84,84.0,,0.84,70.56
2020-10-10,81,84.0,,0.84,68.03999999999999
2020-10-11,83,84.0,,0.84,69.72
2020-10-12,90,84.0,,0.84,75.6
2020-10-13,86,84.0,,0.84,72.24
2020-10-14,87,84.0,,0.84,73.08
2020-10-15,87,84.0,,0.84,73.08
2020-10-16,91,84.0,,0.84,76.44
2020-10-17,83,84.0,,0.84,69.72
2020-10-18,85,84.0,,0.84,71.39999999999999
2020-10-19,86,84.0,,0.84,72.24
2020-10-20,91,84.0,,0.84,76.44
2020-10-21,89,84.0,,0.84,74.75999999999999
2020-10-22,90,84.0,,0.84,75.6
2020-10-23,87,84.0,,0.84,73.08
2020-10-24,78,84.0,,0.84,65.52
2020-10-25,77,84.0,,0.84,64.67999999999999
2020-10-26,87,84.0,,0.84,73.08
2020-10-27,87,84.0,,0.84,73.08
2020-10-28,87,84.0,,0.84,73.08
2020-10-29,84,84.0,,0.84,70.56
2020-10-30,78,84.0,,0.84,65.52
2020-10-31,72,84.0,,0.84,60.48
2020-11-01,80,78.0,False,0.78,62.400000000000006
2020-11-02,100,78.0,,0.78,78.0
2020-11-03,97,78.0,,0.78,75.66
2020-11-04,87,78.0,,0.78,67.86
2020-11-05,79,78.0,,0.78,61.620000000000005
2020-11-06,83,78.0,,0.78,64.74000000000001
2020-11-07,89,78.0,,0.78,69.42
2020-11-08,90,78.0,,0.78,70.2
2020-11-09,96,78.0,,0.78,74.88
2020-11-10,96,78.0,,0.78,74.88
2020-11-11,91,78.0,,0.78,70.98
2020-11-12,98,78.0,,0.78,76.44
2020-11-13,88,78.0,,0.78,68.64
2020-11-14,81,78.0,,0.78,63.18
2020-11-15,77,78.0,,0.78,60.06
2020-11-16,92,78.0,,0.78,71.76
2020-11-17,87,78.0,,0.78,67.86
2020-11-18,93,78.0,,0.78,72.54
2020-11-19,94,78.0,,0.78,73.32000000000001
2020-11-20,90,78.0,,0.78,70.2
2020-11-21,78,78.0,,0.78,60.84
2020-11-22,83,78.0,,0.78,64.74000000000001
2020-11-23,90,78.0,,0.78,70.2
2020-11-24,84,78.0,,0.78,65.52
2020-11-25,75,78.0,,0.78,58.5
2020-11-26,84,78.0,,0.78,65.52
2020-11-27,73,78.0,,0.78,56.940000000000005
2020-11-28,77,78.0,,0.78,60.06
2020-11-29,74,78.0,,0.78,57.72
2020-11-30,75,78.0,,0.78,58.5
2020-12-01,94,80.0,False,0.8,75.2
2020-12-02,99,80.0,,0.8,79.2
2020-12-03,90,80.0,,0.8,72.0
2020-12-04,93,80.0,,0.8,74.4
2020-12-05,83,80.0,,0.8,66.4
2020-12-06,86,80.0,,0.8,68.8
2020-12-07,98,80.0,,0.8,78.4
2020-12-08,94,80.0,,0.8,75.2
2020-12-09,91,80.0,,0.8,72.8
2020-12-10,94,80.0,,0.8,75.2
2020-12-11,84,80.0,,0.8,67.2
2020-12-12,81,80.0,,0.8,64.8
2020-12-13,76,80.0,,0.8,60.800000000000004
2020-12-14,100,80.0,,0.8,80.0
2020-12-15,91,80.0,,0.8,72.8
2020-12-16,83,80.0,,0.8,66.4
2020-12-17,90,80.0,,0.8,72.0
2020-12-18,87,80.0,,0.8,69.60000000000001
2020-12-19,78,80.0,,0.8,62.400000000000006
2020-12-20,87,80.0,,0.8,69.60000000000001
2020-12-21,87,80.0,,0.8,69.60000000000001
2020-12-22,91,80.0,,0.8,72.8
2020-12-23,76,80.0,,0.8,60.800000000000004
2020-12-24,74,80.0,,0.8,59.2
2020-12-25,84,80.0,,0.8,67.2
2020-12-26,79,80.0,,0.8,63.2
2020-12-27,82,80.0,,0.8,65.60000000000001
2020-12-28,92,80.0,,0.8,73.60000000000001
2020-12-29,82,80.0,,0.8,65.60000000000001
2020-12-30,91,80.0,,0.8,72.8
2020-12-31,85,80.0,,0.8,68.0
2021-01-01,75,87.0,False,0.87,65.25
2021-01-02,85,87.0,,0.87,73.95
2021-01-03,87,87.0,,0.87,75.69
2021-01-04,84,87.0,,0.87,73.08
2021-01-05,86,87.0,,0.87,74.82
2021-01-06,88,87.0,,0.87,76.56
2021-01-07,89,87.0,,0.87,77.42999999999999
2021-01-08,87,87.0,,0.87,75.69
2021-01-09,78,87.0,,0.87,67.86
2021-01-10,74,87.0,,0.87,64.38
2021-01-11,80,87.0,,0.87,69.6
2021-01-12,88,87.0,,0.87,76.56
2021-01-13,91,87.0,,0.87,79.17
2021-01-14,86,87.0,,0.87,74.82
2021-01-15,83,87.0,,0.87,72.21
2021-01-16,84,87.0,,0.87,73.08
2021-01-17,78,87.0,,0.87,67.86
2021-01-18,81,87.0,,0.87,70.47
2021-01-19,97,87.0,,0.87,84.39
2021-01-20,93,87.0,,0.87,80.91
2021-01-21,94,87.0,,0.87,81.78
2021-01-22,98,87.0,,0.87,85.26
2021-01-23,90,87.0,,0.87,78.3
2021-01-24,89,87.0,,0.87,77.42999999999999
2021-01-25,90,87.0,,0.87,78.3
2021-01-26,87,87.0,,0.87,75.69
2021-01-27,94,87.0,,0.87,81.78
2021-01-28,100,87.0,,0.87,87.0
2021-01-29,94,87.0,,0.87,81.78
2021-01-30,88,87.0,,0.87,76.56
2021-01-31,77,87.0,,0.87,66.99
2021-02-01,87,88.0,False,0.88,76.56
2021-02-02,88,88.0,,0.88,77.44
2021-02-03,98,88.0,,0.88,86.24
2021-02-04,98,88.0,,0.88,86.24
2021-02-05,89,88.0,,0.88,78.32000000000001
2021-02-06,80,88.0,,0.88,70.4
2021-02-07,80,88.0,,0.88,70.4
2021-02-08,85,88.0,,0.88,74.8
2021-02-09,91,88.0,,0.88,80.08
2021-02-10,92,88.0,,0.88,80.96
2021-02-11,97,88.0,,0.88,85.36
2021-02-12,100,88.0,,0.88,88.0
2021-02-13,88,88.0,,0.88,77.44
2021-02-14,88,88.0,,0.88,77.44
2021-02-15,86,88.0,,0.88,75.68
2021-02-16,87,88.0,,0.88,76.56
2021-02-17,90,88.0,,0.88,79.2
2021-02-18,91,88.0,,0.88,80.08
2021-02-19,86,88.0,,0.88,75.68
2021-02-20,80,88.0,,0.88,70.4
2021-02-21,83,88.0,,0.88,73.04
2021-02-22,87,88.0,,0.88,76.56
2021-02-23,84,88.0,,0.88,73.92
2021-02-24,86,88.0,,0.88,75.68
2021-02-25,86,88.0,,0.88,75.68
2021-02-26,85,88.0,,0.88,74.8
2021-02-27,80,88.0,,0.88,70.4
2021-02-28,78,88.0,,0.88,68.64
2021-03-01,90,84.0,False,0.84,75.6
2021-03-02,90,84.0,,0.84,75.6
2021-03-03,90,84.0,,0.84,75.6
2021-03-04,96,84.0,,0.84,80.64
2021-03-05,89,84.0,,0.84,74.75999999999999
2021-03-06,84,84.0,,0.84,70.56
2021-03-07,83,84.0,,0.84,69.72
2021-03-08,86,84.0,,0.84,72.24
2021-03-09,86,84.0,,0.84,72.24
2021-03-10,84,84.0,,0.84,70.56
2021-03-11,95,84.0,,0.84,79.8
2021-03-12,88,84.0,,0.84,73.92
2021-03-13,81,84.0,,0.84,68.03999999999999
2021-03-14,81,84.0,,0.84,68.03999999999999
2021-03-15,81,84.0,,0.84,68.03999999999999
2021-03-16,83,84.0,,0.84,69.72
2021-03-17,89,84.0,,0.84,74.75999999999999
2021-03-18,85,84.0,,0.84,71.39999999999999
2021-03-19,84,84.0,,0.84,70.56
2021-03-20,78,84.0,,0.84,65.52
2021-03-21,86,84.0,,0.84,72.24
2021-03-22,86,84.0,,0.84,72.24
2021-03-23,89,84.0,,0.84,74.75999999999999
2021-03-24,93,84.0,,0.84,78.11999999999999
2021-03-25,99,84.0,,0.84,83.16
2021-03-26,95,84.0,,0.84,79.8
2021-03-27,81,84.0,,0.84,68.03999999999999
2021-03-28,83,84.0,,0.84,69.72
2021-03-29,100,84.0,,0.84,84.0
2021-03-30,95,84.0,,0.84,79.8
2021-03-31,86,84.0,,0.84,72.24
2021-04-01,87,84.0,False,0.84,73.08
2021-04-02,79,84.0,,0.84,66.36
2021-04-03,73,84.0,,0.84,61.32
2021-04-04,78,84.0,,0.84,65.52
2021-04-05,85,84.0,,0.84,71.39999999999999
2021-04-06,88,84.0,,0.84,73.92
2021-04-07,83,84.0,,0.84,69.72
2021-04-08,83,84.0,,0.84,69.72
2021-04-09,91,84.0,,0.84,76.44
2021-04-10,88,84.0,,0.84,73.92
2021-04-11,88,84.0,,0.84,73.92
2021-04-12,86,84.0,,0.84,72.24
2021-04-13,89,84.0,,0.84,74.75999999999999
2021-04-14,85,84.0,,0.84,71.39999999999999
2021-04-15,91,84.0,,0.84,76.44
2021-04-16,82,84.0,,0.84,68.88
2021-04-17,77,84.0,,0.84,64.67999999999999
2021-04-18,98,84.0,,0.84,82.32
2021-04-19,90,84.0,,0.84,75.6
2021-04-20,84,84.0,,0.84,70.56
2021-04-21,85,84.0,,0.84,71.39999999999999
2021-04-22,83,84.0,,0.84,69.72
2021-04-23,75,84.0,,0.84,63.0
2021-04-24,79,84.0,,0.84,66.36
2021-04-25,92,84.0,,0.84,77.28
2021-04-26,100,84.0,,0.84,84.0
2021-04-27,98,84.0,,0.84,82.32
2021-04-28,84,84.0,,0.84,70.56
2021-04-29,85,84.0,,0.84,71.39999999999999
2021-04-30,85,84.0,,0.84,71.39999999999999
2021-05-01,56,100.0,False,1.0,56.0
2021-05-02,56,100.0,,1.0,56.0
2021-05-03,54,100.0,,1.0,54.0
2021-05-04,58,100.0,,1.0,58.0
2021-05-05,57,100.0,,1.0,57.0
2021-05-06,64,100.0,,1.0,64.0
2021-05-07,86,100.0,,1.0,86.0
2021-05-08,100,100.0,,1.0,100.0
2021-05-09,99,100.0,,1.0,99.0
2021-05-10,94,100.0,,1.0,94.0
2021-05-11,88,100.0,,1.0,88.0
2021-05-12,77,100.0,,1.0,77.0
2021-05-13,72,100.0,,1.0,72.0
2021-05-14,72,100.0,,1.0,72.0
2021-05-15,74,100.0,,1.0,74.0
2021-05-16,74,100.0,,1.0,74.0
2021-05-17,70,100.0,,1.0,70.0
2021-05-18,65,100.0,,1.0,65.0
