date,BBC_unscaled,BBC_monthly,isPartial,scale,BBC
2019-08-28,91,81.0,,0.81,73.71000000000001
2019-08-29,90,81.0,,0.81,72.9
2019-08-30,87,81.0,,0.81,70.47
2019-08-31,89,81.0,,0.81,72.09
2019-09-01,89,80.0,False,0.8,71.2
2019-09-02,92,80.0,,0.8,73.60000000000001
2019-09-03,96,80.0,,0.8,76.80000000000001
2019-09-04,96,80.0,,0.8,76.80000000000001
2019-09-05,91,80.0,,0.8,72.8
2019-09-06,88,80.0,,0.8,70.4
2019-09-07,89,80.0,,0.8,71.2
2019-09-08,89,80.0,,0.8,71.2
2019-09-09,89,80.0,,0.8,71.2
2019-09-10,87,80.0,,0.8,69.60000000000001
2019-09-11,86,80.0,,0.8,68.8
2019-09-12,84,80.0,,0.8,67.2
2019-09-13,83,80.0,,0.8,66.4
2019-09-14,96,80.0,,0.8,76.80000000000001
2019-09-15,94,80.0,,0.8,75.2
2019-09-16,88,80.0,,0.8,70.4
2019-09-17,88,80.0,,0.8,70.4
2019-09-18,87,80.0,,0.8,69.60000000000001
2019-09-19,88,80.0,,0.8,70.4
2019-09-20,86,80.0,,0.8,68.8
2019-09-21,89,80.0,,0.8,71.2
2019-09-22,87,80.0,,0.8,69.60000000000001
2019-09-23,89,80.0,,0.8,71.2
2019-09-24,98,80.0,,0.8,78.4
2019-09-25,100,80.0,,0.8,80.0
2019-09-26,93,80.0,,0.8,74.4
2019-09-27,90,80.0,,0.8,72.0
2019-09-28,98,80.0,,0.8,78.4
2019-09-29,93,80.0,,0.8,74.4
2019-09-30,87,80.0,,0.8,69.60000000000001
2019-10-01,84,81.0,False,0.81,68.04
2019-10-02,86,81.0,,0.81,69.66000000000001
2019-10-03,84,81.0,,0.81,68.04
2019-10-04,86,81.0,,0.81,69.66000000000001
2019-10-05,85,81.0,,0.81,68.85000000000001
2019-10-06,86,81.0,,0.81,69.66000000000001
2019-10-07,87,81.0,,0.81,70.47
2019-10-08,87,81.0,,0.81,70.47
2019-10-09,90,81.0,,0.81,72.9
2019-10-10,89,81.0,,0.81,72.09
2019-10-11,88,81.0,,0.81,71.28
2019-10-12,86,81.0,,0.81,69.66000000000001
2019-10-13,89,81.0,,0.81,72.09
2019-10-14,87,81.0,,0.81,70.47
2019-10-15,85,81.0,,0.81,68.85000000000001
2019-10-16,84,81.0,,0.81,68.04
2019-10-17,89,81.0,,0.81,72.09
2019-10-18,83,81.0,,0.81,67.23
2019-10-19,100,81.0,,0.81,81.0
2019-10-20,91,81.0,,0.81,73.71000000000001
2019-10-21,89,81.0,,0.81,72.09
2019-10-22,86,81.0,,0.81,69.66000000000001
2019-10-23,90,81.0,,0.81,72.9
2019-10-24,87,81.0,,0.81,70.47
2019-10-25,81,81.0,,0.81,65.61
2019-10-26,89,81.0,,0.81,72.09
2019-10-27,96,81.0,,0.81,77.76
2019-10-28,84,81.0,,0.81,68.04
2019-10-29,86,81.0,,0.81,69.66000000000001
2019-10-30,86,81.0,,0.81,69.66000000000001
2019-10-31,82,81.0,,0.81,66.42
2019-11-01,90,76.0,False,0.76,68.4
2019-11-02,96,76.0,,0.76,72.96000000000001
2019-11-03,94,76.0,,0.76,71.44
2019-11-04,91,76.0,,0.76,69.16
2019-11-05,96,76.0,,0.76,72.96000000000001
2019-11-06,89,76.0,,0.76,67.64
2019-11-07,91,76.0,,0.76,69.16
2019-11-08,89,76.0,,0.76,67.64
2019-11-09,98,76.0,,0.76,74.48
2019-11-10,92,76.0,,0.76,69.92
2019-11-11,90,76.0,,0.76,68.4
2019-11-12,88,76.0,,0.76,66.88
2019-11-13,89,76.0,,0.76,67.64
2019-11-14,96,76.0,,0.76,72.96000000000001
2019-11-15,89,76.0,,0.76,67.64
2019-11-16,92,76.0,,0.76,69.92
2019-11-17,97,76.0,,0.76,73.72
2019-11-18,99,76.0,,0.76,75.24
2019-11-19,95,76.0,,0.76,72.2
2019-11-20,95,76.0,,0.76,72.2
2019-11-21,94,76.0,,0.76,71.44
2019-11-22,94,76.0,,0.76,71.44
2019-11-23,100,76.0,,0.76,76.0
2019-11-24,99,76.0,,0.76,75.24
2019-11-25,92,76.0,,0.76,69.92
2019-11-26,90,76.0,,0.76,68.4
2019-11-27,95,76.0,,0.76,72.2
2019-11-28,87,76.0,,0.76,66.12
2019-11-29,95,76.0,,0.76,72.2
2019-11-30,94,76.0,,0.76,71.44
2019-12-01,77,81.0,False,0.81,62.370000000000005
2019-12-02,76,81.0,,0.81,61.56
2019-12-03,74,81.0,,0.81,59.940000000000005
2019-12-04,79,81.0,,0.81,63.99
2019-12-05,78,81.0,,0.81,63.18000000000001
2019-12-06,72,81.0,,0.81,58.32000000000001
2019-12-07,76,81.0,,0.81,61.56
2019-12-08,73,81.0,,0.81,59.13
2019-12-09,70,81.0,,0.81,56.7
2019-12-10,80,81.0,,0.81,64.80000000000001
2019-12-11,73,81.0,,0.81,59.13
2019-12-12,94,81.0,,0.81,76.14
2019-12-13,100,81.0,,0.81,81.0
2019-12-14,76,81.0,,0.81,61.56
2019-12-15,79,81.0,,0.81,63.99
2019-12-16,74,81.0,,0.81,59.940000000000005
2019-12-17,74,81.0,,0.81,59.940000000000005
2019-12-18,77,81.0,,0.81,62.370000000000005
2019-12-19,88,81.0,,0.81,71.28
2019-12-20,73,81.0,,0.81,59.13
2019-12-21,78,81.0,,0.81,63.18000000000001
2019-12-22,74,81.0,,0.81,59.940000000000005
2019-12-23,76,81.0,,0.81,61.56
2019-12-24,75,81.0,,0.81,60.75000000000001
2019-12-25,78,81.0,,0.81,63.18000000000001
2019-12-26,87,81.0,,0.81,70.47
2019-12-27,75,81.0,,0.81,60.75000000000001
2019-12-28,79,81.0,,0.81,63.99
2019-12-29,76,81.0,,0.81,61.56
2019-12-30,76,81.0,,0.81,61.56
2019-12-31,78,81.0,,0.81,63.18000000000001
2020-01-01,60,87.0,False,0.87,52.2
2020-01-02,59,87.0,,0.87,51.33
2020-01-03,80,87.0,,0.87,69.6
2020-01-04,72,87.0,,0.87,62.64
2020-01-05,75,87.0,,0.87,65.25
2020-01-06,67,87.0,,0.87,58.29
2020-01-07,66,87.0,,0.87,57.42
2020-01-08,100,87.0,,0.87,87.0
2020-01-09,67,87.0,,0.87,58.29
2020-01-10,61,87.0,,0.87,53.07
2020-01-11,67,87.0,,0.87,58.29
2020-01-12,62,87.0,,0.87,53.94
2020-01-13,61,87.0,,0.87,53.07
2020-01-14,54,87.0,,0.87,46.98
2020-01-15,56,87.0,,0.87,48.72
2020-01-16,56,87.0,,0.87,48.72
2020-01-17,55,87.0,,0.87,47.85
2020-01-18,63,87.0,,0.87,54.81
2020-01-19,59,87.0,,0.87,51.33
2020-01-20,57,87.0,,0.87,49.589999999999996
2020-01-21,58,87.0,,0.87,50.46
2020-01-22,57,87.0,,0.87,49.589999999999996
2020-01-23,57,87.0,,0.87,49.589999999999996
2020-01-24,56,87.0,,0.87,48.72
2020-01-25,60,87.0,,0.87,52.2
2020-01-26,60,87.0,,0.87,52.2
2020-01-27,61,87.0,,0.87,53.07
2020-01-28,59,87.0,,0.87,51.33
2020-01-29,58,87.0,,0.87,50.46
2020-01-30,60,87.0,,0.87,52.2
2020-01-31,64,87.0,,0.87,55.68
2020-02-01,99,85.0,False,0.85,84.14999999999999
2020-02-02,93,85.0,,0.85,79.05
2020-02-03,86,85.0,,0.85,73.1
2020-02-04,90,85.0,,0.85,76.5
2020-02-05,94,85.0,,0.85,79.89999999999999
2020-02-06,89,85.0,,0.85,75.64999999999999
2020-02-07,87,85.0,,0.85,73.95
2020-02-08,86,85.0,,0.85,73.1
2020-02-09,91,85.0,,0.85,77.35
2020-02-10,90,85.0,,0.85,76.5
2020-02-11,86,85.0,,0.85,73.1
2020-02-12,84,85.0,,0.85,71.39999999999999
2020-02-13,86,85.0,,0.85,73.1
2020-02-14,83,85.0,,0.85,70.55
2020-02-15,88,85.0,,0.85,74.8
2020-02-16,91,85.0,,0.85,77.35
2020-02-17,90,85.0,,0.85,76.5
2020-02-18,89,85.0,,0.85,75.64999999999999
2020-02-19,88,85.0,,0.85,74.8
2020-02-20,89,85.0,,0.85,75.64999999999999
2020-02-21,84,85.0,,0.85,71.39999999999999
2020-02-22,91,85.0,,0.85,77.35
2020-02-23,90,85.0,,0.85,76.5
2020-02-24,89,85.0,,0.85,75.64999999999999
2020-02-25,89,85.0,,0.85,75.64999999999999
2020-02-26,90,85.0,,0.85,76.5
2020-02-27,90,85.0,,0.85,76.5
2020-02-28,95,85.0,,0.85,80.75
2020-02-29,100,85.0,,0.85,85.0
2020-03-01,86,100.0,False,1.0,86.0
2020-03-02,78,100.0,,1.0,78.0
2020-03-03,77,100.0,,1.0,77.0
2020-03-04,75,100.0,,1.0,75.0
2020-03-05,75,100.0,,1.0,75.0
2020-03-06,75,100.0,,1.0,75.0
2020-03-07,77,100.0,,1.0,77.0
2020-03-08,89,100.0,,1.0,89.0
2020-03-09,85,100.0,,1.0,85.0
2020-03-10,83,100.0,,1.0,83.0
2020-03-11,87,100.0,,1.0,87.0
2020-03-12,95,100.0,,1.0,95.0
2020-03-13,89,100.0,,1.0,89.0
2020-03-14,96,100.0,,1.0,96.0
2020-03-15,97,100.0,,1.0,97.0
2020-03-16,100,100.0,,1.0,100.0
2020-03-17,91,100.0,,1.0,91.0
2020-03-18,96,100.0,,1.0,96.0
2020-03-19,94,100.0,,1.0,94.0
2020-03-20,95,100.0,,1.0,95.0
2020-03-21,93,100.0,,1.0,93.0
2020-03-22,98,100.0,,1.0,98.0
2020-03-23,91,100.0,,1.0,91.0
2020-03-24,91,100.0,,1.0,91.0
2020-03-25,89,100.0,,1.0,89.0
2020-03-26,90,100.0,,1.0,90.0
2020-03-27,86,100.0,,1.0,86.0
2020-03-28,93,100.0,,1.0,93.0
2020-03-29,90,100.0,,1.0,90.0
2020-03-30,81,100.0,,1.0,81.0
2020-03-31,80,100.0,,1.0,80.0
2020-04-01,78,86.0,False,0.86,67.08
2020-04-02,77,86.0,,0.86,66.22
2020-04-03,77,86.0,,0.86,66.22
2020-04-04,81,86.0,,0.86,69.66
2020-04-05,91,86.0,,0.86,78.26
2020-04-06,91,86.0,,0.86,78.26
2020-04-07,100,86.0,,0.86,86.0
2020-04-08,84,86.0,,0.86,72.24
2020-04-09,77,86.0,,0.86,66.22
2020-04-10,75,86.0,,0.86,64.5
2020-04-11,76,86.0,,0.86,65.36
2020-04-12,80,86.0,,0.86,68.8
2020-04-13,72,86.0,,0.86,61.92
2020-04-14,70,86.0,,0.86,60.199999999999996
2020-04-15,67,86.0,,0.86,57.62
2020-04-16,67,86.0,,0.86,57.62
2020-04-17,65,86.0,,0.86,55.9
2020-04-18,69,86.0,,0.86,59.339999999999996
2020-04-19,73,86.0,,0.86,62.78
2020-04-20,69,86.0,,0.86,59.339999999999996
2020-04-21,70,86.0,,0.86,60.199999999999996
2020-04-22,68,86.0,,0.86,58.48
2020-04-23,69,86.0,,0.86,59.339999999999996
2020-04-24,65,86.0,,0.86,55.9
2020-04-25,73,86.0,,0.86,62.78
2020-04-26,77,86.0,,0.86,66.22
2020-04-27,70,86.0,,0.86,60.199999999999996
2020-04-28,64,86.0,,0.86,55.04
2020-04-29,64,86.0,,0.86,55.04
2020-04-30,63,86.0,,0.86,54.18
2020-05-01,85,74.0,False,0.74,62.9
2020-05-02,85,74.0,,0.74,62.9
2020-05-03,94,74.0,,0.74,69.56
2020-05-04,84,74.0,,0.74,62.16
2020-05-05,79,74.0,,0.74,58.46
2020-05-06,79,74.0,,0.74,58.46
2020-05-07,81,74.0,,0.74,59.94
2020-05-08,79,74.0,,0.74,58.46
2020-05-09,86,74.0,,0.74,63.64
2020-05-10,93,74.0,,0.74,68.82
2020-05-11,85,74.0,,0.74,62.9
2020-05-12,80,74.0,,0.74,59.2
2020-05-13,81,74.0,,0.74,59.94
2020-05-14,81,74.0,,0.74,59.94
2020-05-15,80,74.0,,0.74,59.2
2020-05-16,86,74.0,,0.74,63.64
2020-05-17,88,74.0,,0.74,65.12
2020-05-18,83,74.0,,0.74,61.42
2020-05-19,84,74.0,,0.74,62.16
2020-05-20,80,74.0,,0.74,59.2
2020-05-21,81,74.0,,0.74,59.94
2020-05-22,80,74.0,,0.74,59.2
2020-05-23,83,74.0,,0.74,61.42
2020-05-24,87,74.0,,0.74,64.38
2020-05-25,90,74.0,,0.74,66.6
2020-05-26,82,74.0,,0.74,60.68
2020-05-27,83,74.0,,0.74,61.42
2020-05-28,78,74.0,,0.74,57.72
2020-05-29,86,74.0,,0.74,63.64
2020-05-30,96,74.0,,0.74,71.03999999999999
2020-05-31,100,74.0,,0.74,74.0
2020-06-01,100,79.0,False,0.79,79.0
2020-06-02,97,79.0,,0.79,76.63000000000001
2020-06-03,95,79.0,,0.79,75.05
2020-06-04,84,79.0,,0.79,66.36
2020-06-05,86,79.0,,0.79,67.94
2020-06-06,89,79.0,,0.79,70.31
2020-06-07,94,79.0,,0.79,74.26
2020-06-08,81,79.0,,0.79,63.99
2020-06-09,85,79.0,,0.79,67.15
2020-06-10,84,79.0,,0.79,66.36
2020-06-11,82,79.0,,0.79,64.78
2020-06-12,79,79.0,,0.79,62.410000000000004
2020-06-13,85,79.0,,0.79,67.15
2020-06-14,92,79.0,,0.79,72.68
2020-06-15,87,79.0,,0.79,68.73
2020-06-16,89,79.0,,0.79,70.31
2020-06-17,91,79.0,,0.79,71.89
2020-06-18,86,79.0,,0.79,67.94
2020-06-19,87,79.0,,0.79,68.73
2020-06-20,96,79.0,,0.79,75.84
2020-06-21,98,79.0,,0.79,77.42
2020-06-22,88,79.0,,0.79,69.52000000000001
2020-06-23,84,79.0,,0.79,66.36
2020-06-24,85,79.0,,0.79,67.15
2020-06-25,88,79.0,,0.79,69.52000000000001
2020-06-26,92,79.0,,0.79,72.68
2020-06-27,94,79.0,,0.79,74.26
2020-06-28,93,79.0,,0.79,73.47
2020-06-29,93,79.0,,0.79,73.47
2020-06-30,97,79.0,,0.79,76.63000000000001
2020-07-01,91,79.0,False,0.79,71.89
2020-07-02,87,79.0,,0.79,68.73
2020-07-03,91,79.0,,0.79,71.89
2020-07-04,98,79.0,,0.79,77.42
2020-07-05,100,79.0,,0.79,79.0
2020-07-06,90,79.0,,0.79,71.10000000000001
2020-07-07,89,79.0,,0.79,70.31
2020-07-08,87,79.0,,0.79,68.73
2020-07-09,87,79.0,,0.79,68.73
2020-07-10,88,79.0,,0.79,69.52000000000001
2020-07-11,92,79.0,,0.79,72.68
2020-07-12,90,79.0,,0.79,71.10000000000001
2020-07-13,89,79.0,,0.79,70.31
2020-07-14,88,79.0,,0.79,69.52000000000001
2020-07-15,90,79.0,,0.79,71.10000000000001
2020-07-16,89,79.0,,0.79,70.31
2020-07-17,87,79.0,,0.79,68.73
2020-07-18,95,79.0,,0.79,75.05
2020-07-19,97,79.0,,0.79,76.63000000000001
2020-07-20,88,79.0,,0.79,69.52000000000001
2020-07-21,86,79.0,,0.79,67.94
2020-07-22,85,79.0,,0.79,67.15
2020-07-23,85,79.0,,0.79,67.15
2020-07-24,87,79.0,,0.79,68.73
2020-07-25,96,79.0,,0.79,75.84
2020-07-26,98,79.0,,0.79,77.42
2020-07-27,92,79.0,,0.79,72.68
2020-07-28,87,79.0,,0.79,68.73
2020-07-29,90,79.0,,0.79,71.10000000000001
2020-07-30,90,79.0,,0.79,71.10000000000001
2020-07-31,87,79.0,,0.79,68.73
2020-08-01,97,77.0,False,0.77,74.69
2020-08-02,97,77.0,,0.77,74.69
2020-08-03,89,77.0,,0.77,68.53
2020-08-04,99,77.0,,0.77,76.23
2020-08-05,100,77.0,,0.77,77.0
2020-08-06,92,77.0,,0.77,70.84
2020-08-07,93,77.0,,0.77,71.61
2020-08-08,99,77.0,,0.77,76.23
2020-08-09,99,77.0,,0.77,76.23
2020-08-10,92,77.0,,0.77,70.84
2020-08-11,91,77.0,,0.77,70.07000000000001
2020-08-12,87,77.0,,0.77,66.99
2020-08-13,87,77.0,,0.77,66.99
2020-08-14,85,77.0,,0.77,65.45
2020-08-15,93,77.0,,0.77,71.61
2020-08-16,99,77.0,,0.77,76.23
2020-08-17,89,77.0,,0.77,68.53
2020-08-18,84,77.0,,0.77,64.68
2020-08-19,85,77.0,,0.77,65.45
2020-08-20,87,77.0,,0.77,66.99
2020-08-21,87,77.0,,0.77,66.99
2020-08-22,93,77.0,,0.77,71.61
2020-08-23,92,77.0,,0.77,70.84
2020-08-24,85,77.0,,0.77,65.45
2020-08-25,86,77.0,,0.77,66.22
2020-08-26,83,77.0,,0.77,63.910000000000004
2020-08-27,84,77.0,,0.77,64.68
2020-08-28,90,77.0,,0.77,69.3
2020-08-29,92,77.0,,0.77,70.84
2020-08-30,93,77.0,,0.77,71.61
2020-08-31,88,77.0,,0.77,67.76
2020-09-01,79,72.0,False,0.72,56.879999999999995
2020-09-02,79,72.0,,0.72,56.879999999999995
2020-09-03,75,72.0,,0.72,54.0
2020-09-04,77,72.0,,0.72,55.44
2020-09-05,87,72.0,,0.72,62.64
2020-09-06,89,72.0,,0.72,64.08
2020-09-07,88,72.0,,0.72,63.36
2020-09-08,81,72.0,,0.72,58.32
2020-09-09,78,72.0,,0.72,56.16
2020-09-10,78,72.0,,0.72,56.16
2020-09-11,82,72.0,,0.72,59.04
2020-09-12,94,72.0,,0.72,67.67999999999999
2020-09-13,88,72.0,,0.72,63.36
2020-09-14,83,72.0,,0.72,59.76
2020-09-15,77,72.0,,0.72,55.44
2020-09-16,79,72.0,,0.72,56.879999999999995
2020-09-17,77,72.0,,0.72,55.44
2020-09-18,80,72.0,,0.72,57.599999999999994
2020-09-19,92,72.0,,0.72,66.24
2020-09-20,91,72.0,,0.72,65.52
2020-09-21,80,72.0,,0.72,57.599999999999994
2020-09-22,79,72.0,,0.72,56.879999999999995
2020-09-23,80,72.0,,0.72,57.599999999999994
2020-09-24,81,72.0,,0.72,58.32
2020-09-25,85,72.0,,0.72,61.199999999999996
2020-09-26,94,72.0,,0.72,67.67999999999999
2020-09-27,90,72.0,,0.72,64.8
2020-09-28,90,72.0,,0.72,64.8
2020-09-29,86,72.0,,0.72,61.919999999999995
2020-09-30,100,72.0,,0.72,72.0
2020-10-01,76,83.0,False,0.83,63.08
2020-10-02,97,83.0,,0.83,80.50999999999999
2020-10-03,96,83.0,,0.83,79.67999999999999
2020-10-04,93,83.0,,0.83,77.19
2020-10-05,86,83.0,,0.83,71.38
2020-10-06,81,83.0,,0.83,67.22999999999999
2020-10-07,81,83.0,,0.83,67.22999999999999
2020-10-08,82,83.0,,0.83,68.06
2020-10-09,78,83.0,,0.83,64.74
2020-10-10,81,83.0,,0.83,67.22999999999999
2020-10-11,85,83.0,,0.83,70.55
2020-10-12,84,83.0,,0.83,69.72
2020-10-13,82,83.0,,0.83,68.06
2020-10-14,80,83.0,,0.83,66.39999999999999
2020-10-15,82,83.0,,0.83,68.06
2020-10-16,78,83.0,,0.83,64.74
2020-10-17,81,83.0,,0.83,67.22999999999999
2020-10-18,84,83.0,,0.83,69.72
2020-10-19,80,83.0,,0.83,66.39999999999999
2020-10-20,83,83.0,,0.83,68.89
2020-10-21,83,83.0,,0.83,68.89
2020-10-22,79,83.0,,0.83,65.57
2020-10-23,86,83.0,,0.83,71.38
2020-10-24,83,83.0,,0.83,68.89
2020-10-25,86,83.0,,0.83,71.38
2020-10-26,83,83.0,,0.83,68.89
2020-10-27,83,83.0,,0.83,68.89
2020-10-28,82,83.0,,0.83,68.06
2020-10-29,82,83.0,,0.83,68.06
2020-10-30,80,83.0,,0.83,66.39999999999999
2020-10-31,100,83.0,,0.83,83.0
2020-11-01,85,85.0,False,0.85,72.25
2020-11-02,80,85.0,,0.85,68.0
2020-11-03,86,85.0,,0.85,73.1
2020-11-04,100,85.0,,0.85,85.0
2020-11-05,75,85.0,,0.85,63.75
2020-11-06,84,85.0,,0.85,71.39999999999999
2020-11-07,96,85.0,,0.85,81.6
2020-11-08,87,85.0,,0.85,73.95
2020-11-09,79,85.0,,0.85,67.14999999999999
2020-11-10,77,85.0,,0.85,65.45
2020-11-11,71,85.0,,0.85,60.35
2020-11-12,69,85.0,,0.85,58.65
2020-11-13,71,85.0,,0.85,60.35
2020-11-14,77,85.0,,0.85,65.45
2020-11-15,77,85.0,,0.85,65.45
2020-11-16,66,85.0,,0.85,56.1
2020-11-17,70,85.0,,0.85,59.5
2020-11-18,73,85.0,,0.85,62.05
2020-11-19,66,85.0,,0.85,56.1
2020-11-20,70,85.0,,0.85,59.5
2020-11-21,75,85.0,,0.85,63.75
2020-11-22,72,85.0,,0.85,61.199999999999996
2020-11-23,76,85.0,,0.85,64.6
2020-11-24,73,85.0,,0.85,62.05
2020-11-25,72,85.0,,0.85,61.199999999999996
2020-11-26,67,85.0,,0.85,56.949999999999996
2020-11-27,71,85.0,,0.85,60.35
2020-11-28,75,85.0,,0.85,63.75
2020-11-29,73,85.0,,0.85,62.05
2020-11-30,67,85.0,,0.85,56.949999999999996
2020-12-01,86,78.0,False,0.78,67.08
2020-12-02,88,78.0,,0.78,68.64
2020-12-03,84,78.0,,0.78,65.52
2020-12-04,84,78.0,,0.78,65.52
2020-12-05,90,78.0,,0.78,70.2
2020-12-06,90,78.0,,0.78,70.2
2020-12-07,88,78.0,,0.78,68.64
2020-12-08,87,78.0,,0.78,67.86
2020-12-09,89,78.0,,0.78,69.42
2020-12-10,86,78.0,,0.78,67.08
2020-12-11,86,78.0,,0.78,67.08
2020-12-12,89,78.0,,0.78,69.42
2020-12-13,94,78.0,,0.78,73.32000000000001
2020-12-14,92,78.0,,0.78,71.76
2020-12-15,89,78.0,,0.78,69.42
2020-12-16,89,78.0,,0.78,69.42
2020-12-17,85,78.0,,0.78,66.3
2020-12-18,84,78.0,,0.78,65.52
2020-12-19,94,78.0,,0.78,73.32000000000001
2020-12-20,93,78.0,,0.78,72.54
2020-12-21,96,78.0,,0.78,74.88
2020-12-22,97,78.0,,0.78,75.66
2020-12-23,97,78.0,,0.78,75.66
2020-12-24,98,78.0,,0.78,76.44
2020-12-25,94,78.0,,0.78,73.32000000000001
2020-12-26,100,78.0,,0.78,78.0
2020-12-27,95,78.0,,0.78,74.10000000000001
2020-12-28,93,78.0,,0.78,72.54
2020-12-29,89,78.0,,0.78,69.42
2020-12-30,95,78.0,,0.78,74.10000000000001
2020-12-31,93,78.0,,0.78,72.54
2021-01-01,74,85.0,False,0.85,62.9
2021-01-02,79,85.0,,0.85,67.14999999999999
2021-01-03,79,85.0,,0.85,67.14999999999999
2021-01-04,74,85.0,,0.85,62.9
2021-01-05,70,85.0,,0.85,59.5
2021-01-06,100,85.0,,0.85,85.0
2021-01-07,99,85.0,,0.85,84.14999999999999
2021-01-08,78,85.0,,0.85,66.3
2021-01-09,80,85.0,,0.85,68.0
2021-01-10,79,85.0,,0.85,67.14999999999999
2021-01-11,75,85.0,,0.85,63.75
2021-01-12,72,85.0,,0.85,61.199999999999996
2021-01-13,76,85.0,,0.85,64.6
2021-01-14,73,85.0,,0.85,62.05
2021-01-15,67,85.0,,0.85,56.949999999999996
2021-01-16,70,85.0,,0.85,59.5
2021-01-17,71,85.0,,0.85,60.35
2021-01-18,72,85.0,,0.85,61.199999999999996
2021-01-19,69,85.0,,0.85,58.65
2021-01-20,73,85.0,,0.85,62.05
2021-01-21,70,85.0,,0.85,59.5
2021-01-22,69,85.0,,0.85,58.65
2021-01-23,67,85.0,,0.85,56.949999999999996
2021-01-24,73,85.0,,0.85,62.05
2021-01-25,68,85.0,,0.85,57.8
2021-01-26,71,85.0,,0.85,60.35
2021-01-27,67,85.0,,0.85,56.949999999999996
2021-01-28,67,85.0,,0.85,56.949999999999996
2021-01-29,64,85.0,,0.85,54.4
2021-01-30,68,85.0,,0.85,57.8
2021-01-31,73,85.0,,0.85,62.05
2021-02-01,94,76.0,False,0.76,71.44
2021-02-02,94,76.0,,0.76,71.44
2021-02-03,95,76.0,,0.76,72.2
2021-02-04,92,76.0,,0.76,69.92
2021-02-05,94,76.0,,0.76,71.44
2021-02-06,98,76.0,,0.76,74.48
2021-02-07,93,76.0,,0.76,70.68
2021-02-08,90,76.0,,0.76,68.4
2021-02-09,95,76.0,,0.76,72.2
2021-02-10,92,76.0,,0.76,69.92
2021-02-11,94,76.0,,0.76,71.44
2021-02-12,94,76.0,,0.76,71.44
2021-02-13,100,76.0,,0.76,76.0
2021-02-14,95,76.0,,0.76,72.2
2021-02-15,93,76.0,,0.76,70.68
2021-02-16,94,76.0,,0.76,71.44
2021-02-17,92,76.0,,0.76,69.92
2021-02-18,96,76.0,,0.76,72.96000000000001
2021-02-19,95,76.0,,0.76,72.2
2021-02-20,98,76.0,,0.76,74.48
2021-02-21,99,76.0,,0.76,75.24
2021-02-22,90,76.0,,0.76,68.4
2021-02-23,90,76.0,,0.76,68.4
2021-02-24,92,76.0,,0.76,69.92
2021-02-25,86,76.0,,0.76,65.36
2021-02-26,82,76.0,,0.76,62.32
2021-02-27,95,76.0,,0.76,72.2
2021-02-28,94,76.0,,0.76,71.44
2021-03-01,80,73.0,False,0.73,58.4
2021-03-02,79,73.0,,0.73,57.67
2021-03-03,77,73.0,,0.73,56.21
2021-03-04,82,73.0,,0.73,59.86
2021-03-05,79,73.0,,0.73,57.67
2021-03-06,88,73.0,,0.73,64.24
2021-03-07,89,73.0,,0.73,64.97
2021-03-08,100,73.0,,0.73,73.0
2021-03-09,96,73.0,,0.73,70.08
2021-03-10,83,73.0,,0.73,60.589999999999996
2021-03-11,78,73.0,,0.73,56.94
2021-03-12,83,73.0,,0.73,60.589999999999996
2021-03-13,84,73.0,,0.73,61.32
2021-03-14,88,73.0,,0.73,64.24
2021-03-15,78,73.0,,0.73,56.94
2021-03-16,79,73.0,,0.73,57.67
2021-03-17,76,73.0,,0.73,55.48
2021-03-18,78,73.0,,0.73,56.94
2021-03-19,76,73.0,,0.73,55.48
2021-03-20,84,73.0,,0.73,61.32
2021-03-21,85,73.0,,0.73,62.05
2021-03-22,77,73.0,,0.73,56.21
2021-03-23,84,73.0,,0.73,61.32
2021-03-24,80,73.0,,0.73,58.4
2021-03-25,79,73.0,,0.73,57.67
2021-03-26,79,73.0,,0.73,57.67
2021-03-27,80,73.0,,0.73,58.4
2021-03-28,84,73.0,,0.73,61.32
2021-03-29,79,73.0,,0.73,57.67
2021-03-30,79,73.0,,0.73,57.67
2021-03-31,76,73.0,,0.73,55.48
2021-04-01,73,79.0,False,0.79,57.67
2021-04-02,73,79.0,,0.79,57.67
2021-04-03,77,79.0,,0.79,60.830000000000005
2021-04-04,81,79.0,,0.79,63.99
2021-04-05,73,79.0,,0.79,57.67
2021-04-06,75,79.0,,0.79,59.25
2021-04-07,70,79.0,,0.79,55.300000000000004
2021-04-08,73,79.0,,0.79,57.67
2021-04-09,94,79.0,,0.79,74.26
2021-04-10,84,79.0,,0.79,66.36
2021-04-11,79,79.0,,0.79,62.410000000000004
2021-04-12,78,79.0,,0.79,61.620000000000005
2021-04-13,80,79.0,,0.79,63.2
2021-04-14,78,79.0,,0.79,61.620000000000005
2021-04-15,76,79.0,,0.79,60.040000000000006
2021-04-16,72,79.0,,0.79,56.88
2021-04-17,100,79.0,,0.79,79.0
2021-04-18,87,79.0,,0.79,68.73
2021-04-19,80,79.0,,0.79,63.2
2021-04-20,82,79.0,,0.79,64.78
2021-04-21,80,79.0,,0.79,63.2
2021-04-22,76,79.0,,0.79,60.040000000000006
2021-04-23,75,79.0,,0.79,59.25
2021-04-24,81,79.0,,0.79,63.99
2021-04-25,82,79.0,,0.79,64.78
2021-04-26,77,79.0,,0.79,60.830000000000005
2021-04-27,81,79.0,,0.79,63.99
2021-04-28,77,79.0,,0.79,60.830000000000005
2021-04-29,74,79.0,,0.79,58.46
