date,ACB_unscaled,ACB_monthly,isPartial,scale,ACB
2019-08-17,29,43.0,,0.43,12.47
2019-08-18,19,43.0,,0.43,8.17
2019-08-19,69,43.0,,0.43,29.669999999999998
2019-08-20,70,43.0,,0.43,30.099999999999998
2019-08-21,70,43.0,,0.43,30.099999999999998
2019-08-22,59,43.0,,0.43,25.37
2019-08-23,55,43.0,,0.43,23.65
2019-08-24,17,43.0,,0.43,7.31
2019-08-25,15,43.0,,0.43,6.45
2019-08-26,70,43.0,,0.43,30.099999999999998
2019-08-27,64,43.0,,0.43,27.52
2019-08-28,69,43.0,,0.43,29.669999999999998
2019-08-29,64,43.0,,0.43,27.52
2019-08-30,52,43.0,,0.43,22.36
2019-08-31,17,43.0,,0.43,7.31
2019-09-01,7,42.0,False,0.42,2.94
2019-09-02,11,42.0,,0.42,4.62
2019-09-03,41,42.0,,0.42,17.22
2019-09-04,40,42.0,,0.42,16.8
2019-09-05,51,42.0,,0.42,21.419999999999998
2019-09-06,48,42.0,,0.42,20.16
2019-09-07,17,42.0,,0.42,7.14
2019-09-08,16,42.0,,0.42,6.72
2019-09-09,48,42.0,,0.42,20.16
2019-09-10,57,42.0,,0.42,23.939999999999998
2019-09-11,100,42.0,,0.42,42.0
2019-09-12,83,42.0,,0.42,34.86
2019-09-13,51,42.0,,0.42,21.419999999999998
2019-09-14,15,42.0,,0.42,6.3
2019-09-15,13,42.0,,0.42,5.46
2019-09-16,52,42.0,,0.42,21.84
2019-09-17,54,42.0,,0.42,22.68
2019-09-18,38,42.0,,0.42,15.959999999999999
2019-09-19,50,42.0,,0.42,21.0
2019-09-20,39,42.0,,0.42,16.38
2019-09-21,14,42.0,,0.42,5.88
2019-09-22,11,42.0,,0.42,4.62
2019-09-23,41,42.0,,0.42,17.22
2019-09-24,50,42.0,,0.42,21.0
2019-09-25,49,42.0,,0.42,20.58
2019-09-26,51,42.0,,0.42,21.419999999999998
2019-09-27,35,42.0,,0.42,14.7
2019-09-28,10,42.0,,0.42,4.2
2019-09-29,14,42.0,,0.42,5.88
2019-09-30,51,42.0,,0.42,21.419999999999998
2019-10-01,76,41.0,False,0.41,31.159999999999997
2019-10-02,94,41.0,,0.41,38.54
2019-10-03,90,41.0,,0.41,36.9
2019-10-04,66,41.0,,0.41,27.06
2019-10-05,22,41.0,,0.41,9.02
2019-10-06,22,41.0,,0.41,9.02
2019-10-07,70,41.0,,0.41,28.7
2019-10-08,72,41.0,,0.41,29.52
2019-10-09,67,41.0,,0.41,27.47
2019-10-10,78,41.0,,0.41,31.979999999999997
2019-10-11,77,41.0,,0.41,31.569999999999997
2019-10-12,23,41.0,,0.41,9.43
2019-10-13,15,41.0,,0.41,6.1499999999999995
2019-10-14,73,41.0,,0.41,29.93
2019-10-15,92,41.0,,0.41,37.72
2019-10-16,89,41.0,,0.41,36.489999999999995
2019-10-17,100,41.0,,0.41,41.0
2019-10-18,78,41.0,,0.41,31.979999999999997
2019-10-19,23,41.0,,0.41,9.43
2019-10-20,18,41.0,,0.41,7.38
2019-10-21,72,41.0,,0.41,29.52
2019-10-22,72,41.0,,0.41,29.52
2019-10-23,72,41.0,,0.41,29.52
2019-10-24,66,41.0,,0.41,27.06
2019-10-25,59,41.0,,0.41,24.189999999999998
2019-10-26,23,41.0,,0.41,9.43
2019-10-27,16,41.0,,0.41,6.56
2019-10-28,70,41.0,,0.41,28.7
2019-10-29,62,41.0,,0.41,25.419999999999998
2019-10-30,64,41.0,,0.41,26.24
2019-10-31,68,41.0,,0.41,27.88
2019-11-01,37,44.0,False,0.44,16.28
2019-11-02,20,44.0,,0.44,8.8
2019-11-03,11,44.0,,0.44,4.84
2019-11-04,46,44.0,,0.44,20.24
2019-11-05,48,44.0,,0.44,21.12
2019-11-06,48,44.0,,0.44,21.12
2019-11-07,50,44.0,,0.44,22.0
2019-11-08,59,44.0,,0.44,25.96
2019-11-09,25,44.0,,0.44,11.0
2019-11-10,12,44.0,,0.44,5.28
2019-11-11,46,44.0,,0.44,20.24
2019-11-12,55,44.0,,0.44,24.2
2019-11-13,46,44.0,,0.44,20.24
2019-11-14,83,44.0,,0.44,36.52
2019-11-15,79,44.0,,0.44,34.76
2019-11-16,33,44.0,,0.44,14.52
2019-11-17,17,44.0,,0.44,7.48
2019-11-18,78,44.0,,0.44,34.32
2019-11-19,81,44.0,,0.44,35.64
2019-11-20,80,44.0,,0.44,35.2
2019-11-21,97,44.0,,0.44,42.68
2019-11-22,100,44.0,,0.44,44.0
2019-11-23,23,44.0,,0.44,10.12
2019-11-24,15,44.0,,0.44,6.6
2019-11-25,66,44.0,,0.44,29.04
2019-11-26,59,44.0,,0.44,25.96
2019-11-27,55,44.0,,0.44,24.2
2019-11-28,22,44.0,,0.44,9.68
2019-11-29,37,44.0,,0.44,16.28
2019-11-30,23,44.0,,0.44,10.12
2019-12-01,16,37.0,False,0.37,5.92
2019-12-02,46,37.0,,0.37,17.02
2019-12-03,55,37.0,,0.37,20.35
2019-12-04,56,37.0,,0.37,20.72
2019-12-05,55,37.0,,0.37,20.35
2019-12-06,61,37.0,,0.37,22.57
2019-12-07,16,37.0,,0.37,5.92
2019-12-08,12,37.0,,0.37,4.4399999999999995
2019-12-09,56,37.0,,0.37,20.72
2019-12-10,61,37.0,,0.37,22.57
2019-12-11,53,37.0,,0.37,19.61
2019-12-12,54,37.0,,0.37,19.98
2019-12-13,55,37.0,,0.37,20.35
2019-12-14,17,37.0,,0.37,6.29
2019-12-15,14,37.0,,0.37,5.18
2019-12-16,61,37.0,,0.37,22.57
2019-12-17,76,37.0,,0.37,28.12
2019-12-18,65,37.0,,0.37,24.05
2019-12-19,64,37.0,,0.37,23.68
2019-12-20,51,37.0,,0.37,18.87
2019-12-21,18,37.0,,0.37,6.66
2019-12-22,16,37.0,,0.37,5.92
2019-12-23,76,37.0,,0.37,28.12
2019-12-24,60,37.0,,0.37,22.2
2019-12-25,22,37.0,,0.37,8.14
2019-12-26,100,37.0,,0.37,37.0
2019-12-27,57,37.0,,0.37,21.09
2019-12-28,20,37.0,,0.37,7.4
2019-12-29,18,37.0,,0.37,6.66
2019-12-30,62,37.0,,0.37,22.94
2019-12-31,71,37.0,,0.37,26.27
2020-01-01,28,41.0,False,0.41,11.479999999999999
2020-01-02,69,41.0,,0.41,28.29
2020-01-03,52,41.0,,0.41,21.32
2020-01-04,17,41.0,,0.41,6.97
2020-01-05,16,41.0,,0.41,6.56
2020-01-06,53,41.0,,0.41,21.73
2020-01-07,59,41.0,,0.41,24.189999999999998
2020-01-08,72,41.0,,0.41,29.52
2020-01-09,61,41.0,,0.41,25.009999999999998
2020-01-10,74,41.0,,0.41,30.34
2020-01-11,24,41.0,,0.41,9.84
2020-01-12,17,41.0,,0.41,6.97
2020-01-13,59,41.0,,0.41,24.189999999999998
2020-01-14,69,41.0,,0.41,28.29
2020-01-15,80,41.0,,0.41,32.8
2020-01-16,100,41.0,,0.41,41.0
2020-01-17,79,41.0,,0.41,32.39
2020-01-18,26,41.0,,0.41,10.66
2020-01-19,14,41.0,,0.41,5.739999999999999
2020-01-20,26,41.0,,0.41,10.66
2020-01-21,51,41.0,,0.41,20.91
2020-01-22,55,41.0,,0.41,22.549999999999997
2020-01-23,61,41.0,,0.41,25.009999999999998
2020-01-24,49,41.0,,0.41,20.09
2020-01-25,22,41.0,,0.41,9.02
2020-01-26,12,41.0,,0.41,4.92
2020-01-27,40,41.0,,0.41,16.4
2020-01-28,56,41.0,,0.41,22.959999999999997
2020-01-29,52,41.0,,0.41,21.32
2020-01-30,50,41.0,,0.41,20.5
2020-01-31,47,41.0,,0.41,19.27
2020-02-01,15,41.0,False,0.41,6.1499999999999995
2020-02-02,16,41.0,,0.41,6.56
2020-02-03,57,41.0,,0.41,23.369999999999997
2020-02-04,63,41.0,,0.41,25.83
2020-02-05,67,41.0,,0.41,27.47
2020-02-06,83,41.0,,0.41,34.03
2020-02-07,100,41.0,,0.41,41.0
2020-02-08,28,41.0,,0.41,11.479999999999999
2020-02-09,18,41.0,,0.41,7.38
2020-02-10,72,41.0,,0.41,29.52
2020-02-11,71,41.0,,0.41,29.11
2020-02-12,71,41.0,,0.41,29.11
2020-02-13,84,41.0,,0.41,34.44
2020-02-14,64,41.0,,0.41,26.24
2020-02-15,25,41.0,,0.41,10.25
2020-02-16,21,41.0,,0.41,8.61
2020-02-17,24,41.0,,0.41,9.84
2020-02-18,55,41.0,,0.41,22.549999999999997
2020-02-19,57,41.0,,0.41,23.369999999999997
2020-02-20,61,41.0,,0.41,25.009999999999998
2020-02-21,52,41.0,,0.41,21.32
2020-02-22,19,41.0,,0.41,7.789999999999999
2020-02-23,12,41.0,,0.41,4.92
2020-02-24,40,41.0,,0.41,16.4
2020-02-25,47,41.0,,0.41,19.27
2020-02-26,49,41.0,,0.41,20.09
2020-02-27,42,41.0,,0.41,17.22
2020-02-28,53,41.0,,0.41,21.73
2020-02-29,12,41.0,,0.41,4.92
2020-03-01,16,33.0,False,0.33,5.28
2020-03-02,54,33.0,,0.33,17.82
2020-03-03,56,33.0,,0.33,18.48
2020-03-04,58,33.0,,0.33,19.14
2020-03-05,50,33.0,,0.33,16.5
2020-03-06,49,33.0,,0.33,16.17
2020-03-07,18,33.0,,0.33,5.94
2020-03-08,16,33.0,,0.33,5.28
2020-03-09,58,33.0,,0.33,19.14
2020-03-10,61,33.0,,0.33,20.130000000000003
2020-03-11,59,33.0,,0.33,19.470000000000002
2020-03-12,65,33.0,,0.33,21.45
2020-03-13,58,33.0,,0.33,19.14
2020-03-14,21,33.0,,0.33,6.930000000000001
2020-03-15,14,33.0,,0.33,4.62
2020-03-16,48,33.0,,0.33,15.84
2020-03-17,45,33.0,,0.33,14.850000000000001
2020-03-18,40,33.0,,0.33,13.200000000000001
2020-03-19,43,33.0,,0.33,14.190000000000001
2020-03-20,51,33.0,,0.33,16.830000000000002
2020-03-21,22,33.0,,0.33,7.260000000000001
2020-03-22,14,33.0,,0.33,4.62
2020-03-23,47,33.0,,0.33,15.510000000000002
2020-03-24,52,33.0,,0.33,17.16
2020-03-25,56,33.0,,0.33,18.48
2020-03-26,66,33.0,,0.33,21.78
2020-03-27,100,33.0,,0.33,33.0
2020-03-28,31,33.0,,0.33,10.23
2020-03-29,18,33.0,,0.33,5.94
2020-03-30,67,33.0,,0.33,22.11
2020-03-31,56,33.0,,0.33,18.48
2020-04-01,73,28.0,False,0.28,20.44
2020-04-02,66,28.0,,0.28,18.48
2020-04-03,69,28.0,,0.28,19.32
2020-04-04,34,28.0,,0.28,9.520000000000001
2020-04-05,25,28.0,,0.28,7.000000000000001
2020-04-06,63,28.0,,0.28,17.64
2020-04-07,66,28.0,,0.28,18.48
2020-04-08,60,28.0,,0.28,16.8
2020-04-09,80,28.0,,0.28,22.400000000000002
2020-04-10,51,28.0,,0.28,14.280000000000001
2020-04-11,19,28.0,,0.28,5.32
2020-04-12,17,28.0,,0.28,4.760000000000001
2020-04-13,100,28.0,,0.28,28.000000000000004
2020-04-14,93,28.0,,0.28,26.040000000000003
2020-04-15,67,28.0,,0.28,18.76
2020-04-16,61,28.0,,0.28,17.080000000000002
2020-04-17,61,28.0,,0.28,17.080000000000002
2020-04-18,29,28.0,,0.28,8.120000000000001
2020-04-19,16,28.0,,0.28,4.48
2020-04-20,63,28.0,,0.28,17.64
2020-04-21,59,28.0,,0.28,16.520000000000003
2020-04-22,53,28.0,,0.28,14.840000000000002
2020-04-23,54,28.0,,0.28,15.120000000000001
2020-04-24,52,28.0,,0.28,14.560000000000002
2020-04-25,23,28.0,,0.28,6.44
2020-04-26,22,28.0,,0.28,6.16
2020-04-27,74,28.0,,0.28,20.720000000000002
2020-04-28,53,28.0,,0.28,14.840000000000002
2020-04-29,56,28.0,,0.28,15.680000000000001
2020-04-30,51,28.0,,0.28,14.280000000000001
2020-05-01,14,65.0,False,0.65,9.1
2020-05-02,8,65.0,,0.65,5.2
2020-05-03,5,65.0,,0.65,3.25
2020-05-04,17,65.0,,0.65,11.05
2020-05-05,16,65.0,,0.65,10.4
2020-05-06,18,65.0,,0.65,11.700000000000001
2020-05-07,17,65.0,,0.65,11.05
2020-05-08,21,65.0,,0.65,13.65
2020-05-09,11,65.0,,0.65,7.15
2020-05-10,23,65.0,,0.65,14.950000000000001
2020-05-11,73,65.0,,0.65,47.45
2020-05-12,33,65.0,,0.65,21.45
2020-05-13,26,65.0,,0.65,16.900000000000002
2020-05-14,42,65.0,,0.65,27.3
2020-05-15,88,65.0,,0.65,57.2
2020-05-16,30,65.0,,0.65,19.5
2020-05-17,19,65.0,,0.65,12.35
2020-05-18,100,65.0,,0.65,65.0
2020-05-19,95,65.0,,0.65,61.75
2020-05-20,72,65.0,,0.65,46.800000000000004
2020-05-21,88,65.0,,0.65,57.2
2020-05-22,64,65.0,,0.65,41.6
2020-05-23,17,65.0,,0.65,11.05
2020-05-24,9,65.0,,0.65,5.8500000000000005
2020-05-25,15,65.0,,0.65,9.75
2020-05-26,48,65.0,,0.65,31.200000000000003
2020-05-27,41,65.0,,0.65,26.650000000000002
2020-05-28,33,65.0,,0.65,21.45
2020-05-29,29,65.0,,0.65,18.85
2020-05-30,9,65.0,,0.65,5.8500000000000005
2020-05-31,10,65.0,,0.65,6.5
2020-06-01,100,30.0,False,0.3,30.0
2020-06-02,83,30.0,,0.3,24.9
2020-06-03,94,30.0,,0.3,28.2
2020-06-04,89,30.0,,0.3,26.7
2020-06-05,98,30.0,,0.3,29.4
2020-06-06,27,30.0,,0.3,8.1
2020-06-07,28,30.0,,0.3,8.4
2020-06-08,92,30.0,,0.3,27.599999999999998
2020-06-09,95,30.0,,0.3,28.5
2020-06-10,84,30.0,,0.3,25.2
2020-06-11,79,30.0,,0.3,23.7
2020-06-12,68,30.0,,0.3,20.4
2020-06-13,27,30.0,,0.3,8.1
2020-06-14,15,30.0,,0.3,4.5
2020-06-15,67,30.0,,0.3,20.099999999999998
2020-06-16,72,30.0,,0.3,21.599999999999998
2020-06-17,65,30.0,,0.3,19.5
2020-06-18,54,30.0,,0.3,16.2
2020-06-19,78,30.0,,0.3,23.4
2020-06-20,27,30.0,,0.3,8.1
2020-06-21,21,30.0,,0.3,6.3
2020-06-22,67,30.0,,0.3,20.099999999999998
2020-06-23,94,30.0,,0.3,28.2
2020-06-24,76,30.0,,0.3,22.8
2020-06-25,55,30.0,,0.3,16.5
2020-06-26,57,30.0,,0.3,17.099999999999998
2020-06-27,16,30.0,,0.3,4.8
2020-06-28,26,30.0,,0.3,7.8
2020-06-29,45,30.0,,0.3,13.5
2020-06-30,63,30.0,,0.3,18.9
2020-07-01,83,19.0,False,0.19,15.77
2020-07-02,86,19.0,,0.19,16.34
2020-07-03,51,19.0,,0.19,9.69
2020-07-04,25,19.0,,0.19,4.75
2020-07-05,36,19.0,,0.19,6.84
2020-07-06,83,19.0,,0.19,15.77
2020-07-07,73,19.0,,0.19,13.870000000000001
2020-07-08,85,19.0,,0.19,16.15
2020-07-09,84,19.0,,0.19,15.96
2020-07-10,96,19.0,,0.19,18.240000000000002
2020-07-11,32,19.0,,0.19,6.08
2020-07-12,25,19.0,,0.19,4.75
2020-07-13,95,19.0,,0.19,18.05
2020-07-14,64,19.0,,0.19,12.16
2020-07-15,85,19.0,,0.19,16.15
2020-07-16,96,19.0,,0.19,18.240000000000002
2020-07-17,77,19.0,,0.19,14.63
2020-07-18,46,19.0,,0.19,8.74
2020-07-19,16,19.0,,0.19,3.04
2020-07-20,79,19.0,,0.19,15.01
2020-07-21,89,19.0,,0.19,16.91
2020-07-22,78,19.0,,0.19,14.82
2020-07-23,84,19.0,,0.19,15.96
2020-07-24,65,19.0,,0.19,12.35
2020-07-25,41,19.0,,0.19,7.79
2020-07-26,25,19.0,,0.19,4.75
2020-07-27,80,19.0,,0.19,15.2
2020-07-28,100,19.0,,0.19,19.0
2020-07-29,95,19.0,,0.19,18.05
2020-07-30,75,19.0,,0.19,14.25
2020-07-31,66,19.0,,0.19,12.540000000000001
2020-08-01,37,16.0,False,0.16,5.92
2020-08-02,27,16.0,,0.16,4.32
2020-08-03,74,16.0,,0.16,11.84
2020-08-04,70,16.0,,0.16,11.200000000000001
2020-08-05,85,16.0,,0.16,13.6
2020-08-06,69,16.0,,0.16,11.040000000000001
2020-08-07,78,16.0,,0.16,12.48
2020-08-08,26,16.0,,0.16,4.16
2020-08-09,20,16.0,,0.16,3.2
2020-08-10,89,16.0,,0.16,14.24
2020-08-11,100,16.0,,0.16,16.0
2020-08-12,79,16.0,,0.16,12.64
2020-08-13,73,16.0,,0.16,11.68
2020-08-14,91,16.0,,0.16,14.56
2020-08-15,28,16.0,,0.16,4.48
2020-08-16,37,16.0,,0.16,5.92
2020-08-17,74,16.0,,0.16,11.84
2020-08-18,70,16.0,,0.16,11.200000000000001
2020-08-19,74,16.0,,0.16,11.84
2020-08-20,64,16.0,,0.16,10.24
2020-08-21,74,16.0,,0.16,11.84
2020-08-22,33,16.0,,0.16,5.28
2020-08-23,24,16.0,,0.16,3.84
2020-08-24,62,16.0,,0.16,9.92
2020-08-25,82,16.0,,0.16,13.120000000000001
2020-08-26,77,16.0,,0.16,12.32
2020-08-27,63,16.0,,0.16,10.08
2020-08-28,76,16.0,,0.16,12.16
2020-08-29,23,16.0,,0.16,3.68
2020-08-30,31,16.0,,0.16,4.96
2020-08-31,87,16.0,,0.16,13.92
2020-09-01,33,22.0,False,0.22,7.26
2020-09-02,25,22.0,,0.22,5.5
2020-09-03,31,22.0,,0.22,6.82
2020-09-04,27,22.0,,0.22,5.94
2020-09-05,13,22.0,,0.22,2.86
2020-09-06,9,22.0,,0.22,1.98
2020-09-07,13,22.0,,0.22,2.86
2020-09-08,31,22.0,,0.22,6.82
2020-09-09,38,22.0,,0.22,8.36
2020-09-10,26,22.0,,0.22,5.72
2020-09-11,31,22.0,,0.22,6.82
2020-09-12,15,22.0,,0.22,3.3
2020-09-13,7,22.0,,0.22,1.54
2020-09-14,20,22.0,,0.22,4.4
2020-09-15,33,22.0,,0.22,7.26
2020-09-16,21,22.0,,0.22,4.62
2020-09-17,26,22.0,,0.22,5.72
2020-09-18,25,22.0,,0.22,5.5
2020-09-19,28,22.0,,0.22,6.16
2020-09-20,15,22.0,,0.22,3.3
2020-09-21,31,22.0,,0.22,6.82
2020-09-22,68,22.0,,0.22,14.96
2020-09-23,75,22.0,,0.22,16.5
2020-09-24,45,22.0,,0.22,9.9
2020-09-25,44,22.0,,0.22,9.68
2020-09-26,60,22.0,,0.22,13.2
2020-09-27,82,22.0,,0.22,18.04
2020-09-28,100,22.0,,0.22,22.0
2020-09-29,80,22.0,,0.22,17.6
2020-09-30,42,22.0,,0.22,9.24
2020-10-01,7,73.0,False,0.73,5.109999999999999
2020-10-02,8,73.0,,0.73,5.84
2020-10-03,8,73.0,,0.73,5.84
2020-10-04,4,73.0,,0.73,2.92
2020-10-05,6,73.0,,0.73,4.38
2020-10-06,5,73.0,,0.73,3.65
2020-10-07,7,73.0,,0.73,5.109999999999999
2020-10-08,9,73.0,,0.73,6.57
2020-10-09,10,73.0,,0.73,7.3
2020-10-10,3,73.0,,0.73,2.19
2020-10-11,4,73.0,,0.73,2.92
2020-10-12,19,73.0,,0.73,13.87
2020-10-13,36,73.0,,0.73,26.28
2020-10-14,57,73.0,,0.73,41.61
2020-10-15,40,73.0,,0.73,29.2
2020-10-16,23,73.0,,0.73,16.79
2020-10-17,12,73.0,,0.73,8.76
2020-10-18,11,73.0,,0.73,8.03
2020-10-19,14,73.0,,0.73,10.219999999999999
2020-10-20,15,73.0,,0.73,10.95
2020-10-21,16,73.0,,0.73,11.68
2020-10-22,21,73.0,,0.73,15.33
2020-10-23,16,73.0,,0.73,11.68
2020-10-24,9,73.0,,0.73,6.57
2020-10-25,9,73.0,,0.73,6.57
2020-10-26,46,73.0,,0.73,33.58
2020-10-27,100,73.0,,0.73,73.0
2020-10-28,23,73.0,,0.73,16.79
2020-10-29,15,73.0,,0.73,10.95
2020-10-30,15,73.0,,0.73,10.95
2020-10-31,8,73.0,,0.73,5.84
2020-11-01,13,50.0,False,0.5,6.5
2020-11-02,25,50.0,,0.5,12.5
2020-11-03,31,50.0,,0.5,15.5
2020-11-04,26,50.0,,0.5,13.0
2020-11-05,35,50.0,,0.5,17.5
2020-11-06,94,50.0,,0.5,47.0
2020-11-07,42,50.0,,0.5,21.0
2020-11-08,33,50.0,,0.5,16.5
2020-11-09,100,50.0,,0.5,50.0
2020-11-10,69,50.0,,0.5,34.5
2020-11-11,60,50.0,,0.5,30.0
2020-11-12,37,50.0,,0.5,18.5
2020-11-13,33,50.0,,0.5,16.5
2020-11-14,11,50.0,,0.5,5.5
2020-11-15,11,50.0,,0.5,5.5
2020-11-16,31,50.0,,0.5,15.5
2020-11-17,29,50.0,,0.5,14.5
2020-11-18,28,50.0,,0.5,14.0
2020-11-19,24,50.0,,0.5,12.0
2020-11-20,22,50.0,,0.5,11.0
2020-11-21,9,50.0,,0.5,4.5
2020-11-22,9,50.0,,0.5,4.5
2020-11-23,23,50.0,,0.5,11.5
2020-11-24,52,50.0,,0.5,26.0
2020-11-25,40,50.0,,0.5,20.0
2020-11-26,15,50.0,,0.5,7.5
2020-11-27,31,50.0,,0.5,15.5
2020-11-28,17,50.0,,0.5,8.5
2020-11-29,8,50.0,,0.5,4.0
2020-11-30,41,50.0,,0.5,20.5
2020-12-01,78,30.0,False,0.3,23.4
2020-12-02,65,30.0,,0.3,19.5
2020-12-03,63,30.0,,0.3,18.9
2020-12-04,100,30.0,,0.3,30.0
2020-12-05,24,30.0,,0.3,7.199999999999999
2020-12-06,18,30.0,,0.3,5.3999999999999995
2020-12-07,64,30.0,,0.3,19.2
2020-12-08,54,30.0,,0.3,16.2
2020-12-09,46,30.0,,0.3,13.799999999999999
2020-12-10,41,30.0,,0.3,12.299999999999999
2020-12-11,39,30.0,,0.3,11.7
2020-12-12,21,30.0,,0.3,6.3
2020-12-13,8,30.0,,0.3,2.4
2020-12-14,36,30.0,,0.3,10.799999999999999
2020-12-15,34,30.0,,0.3,10.2
2020-12-16,44,30.0,,0.3,13.2
2020-12-17,37,30.0,,0.3,11.1
2020-12-18,29,30.0,,0.3,8.7
2020-12-19,15,30.0,,0.3,4.5
2020-12-20,11,30.0,,0.3,3.3
2020-12-21,27,30.0,,0.3,8.1
2020-12-22,30,30.0,,0.3,9.0
2020-12-23,27,30.0,,0.3,8.1
2020-12-24,29,30.0,,0.3,8.7
2020-12-25,9,30.0,,0.3,2.6999999999999997
2020-12-26,8,30.0,,0.3,2.4
2020-12-27,8,30.0,,0.3,2.4
2020-12-28,29,30.0,,0.3,8.7
2020-12-29,28,30.0,,0.3,8.4
2020-12-30,25,30.0,,0.3,7.5
2020-12-31,24,30.0,,0.3,7.199999999999999
2021-01-01,11,28.0,False,0.28,3.08
2021-01-02,17,28.0,,0.28,4.760000000000001
2021-01-03,11,28.0,,0.28,3.08
2021-01-04,40,28.0,,0.28,11.200000000000001
2021-01-05,55,28.0,,0.28,15.400000000000002
2021-01-06,100,28.0,,0.28,28.000000000000004
2021-01-07,93,28.0,,0.28,26.040000000000003
2021-01-08,56,28.0,,0.28,15.680000000000001
2021-01-09,17,28.0,,0.28,4.760000000000001
2021-01-10,10,28.0,,0.28,2.8000000000000003
2021-01-11,53,28.0,,0.28,14.840000000000002
2021-01-12,53,28.0,,0.28,14.840000000000002
2021-01-13,70,28.0,,0.28,19.6
2021-01-14,74,28.0,,0.28,20.720000000000002
2021-01-15,77,28.0,,0.28,21.560000000000002
2021-01-16,25,28.0,,0.28,7.000000000000001
2021-01-17,12,28.0,,0.28,3.3600000000000003
2021-01-18,20,28.0,,0.28,5.6000000000000005
2021-01-19,66,28.0,,0.28,18.48
2021-01-20,48,28.0,,0.28,13.440000000000001
2021-01-21,56,28.0,,0.28,15.680000000000001
2021-01-22,71,28.0,,0.28,19.880000000000003
2021-01-23,24,28.0,,0.28,6.720000000000001
2021-01-24,13,28.0,,0.28,3.6400000000000006
2021-01-25,45,28.0,,0.28,12.600000000000001
2021-01-26,58,28.0,,0.28,16.240000000000002
2021-01-27,56,28.0,,0.28,15.680000000000001
2021-01-28,68,28.0,,0.28,19.040000000000003
2021-01-29,64,28.0,,0.28,17.92
2021-01-30,31,28.0,,0.28,8.680000000000001
2021-01-31,15,28.0,,0.28,4.2
2021-02-01,20,42.0,False,0.42,8.4
2021-02-02,27,42.0,,0.42,11.34
2021-02-03,42,42.0,,0.42,17.64
2021-02-04,36,42.0,,0.42,15.12
2021-02-05,24,42.0,,0.42,10.08
2021-02-06,11,42.0,,0.42,4.62
2021-02-07,9,42.0,,0.42,3.78
2021-02-08,27,42.0,,0.42,11.34
2021-02-09,44,42.0,,0.42,18.48
2021-02-10,76,42.0,,0.42,31.919999999999998
2021-02-11,100,42.0,,0.42,42.0
2021-02-12,71,42.0,,0.42,29.82
2021-02-13,15,42.0,,0.42,6.3
2021-02-14,9,42.0,,0.42,3.78
2021-02-15,13,42.0,,0.42,5.46
2021-02-16,36,42.0,,0.42,15.12
2021-02-17,31,42.0,,0.42,13.02
2021-02-18,26,42.0,,0.42,10.92
2021-02-19,25,42.0,,0.42,10.5
2021-02-20,6,42.0,,0.42,2.52
2021-02-21,7,42.0,,0.42,2.94
2021-02-22,25,42.0,,0.42,10.5
2021-02-23,22,42.0,,0.42,9.24
2021-02-24,22,42.0,,0.42,9.24
2021-02-25,22,42.0,,0.42,9.24
2021-02-26,19,42.0,,0.42,7.9799999999999995
2021-02-27,6,42.0,,0.42,2.52
2021-02-28,6,42.0,,0.42,2.52
2021-03-01,78,20.0,False,0.2,15.600000000000001
2021-03-02,100,20.0,,0.2,20.0
2021-03-03,86,20.0,,0.2,17.2
2021-03-04,87,20.0,,0.2,17.400000000000002
2021-03-05,77,20.0,,0.2,15.4
2021-03-06,36,20.0,,0.2,7.2
2021-03-07,16,20.0,,0.2,3.2
2021-03-08,67,20.0,,0.2,13.4
2021-03-09,90,20.0,,0.2,18.0
2021-03-10,76,20.0,,0.2,15.200000000000001
2021-03-11,93,20.0,,0.2,18.6
2021-03-12,71,20.0,,0.2,14.200000000000001
2021-03-13,26,20.0,,0.2,5.2
2021-03-14,16,20.0,,0.2,3.2
2021-03-15,93,20.0,,0.2,18.6
2021-03-16,86,20.0,,0.2,17.2
2021-03-17,87,20.0,,0.2,17.400000000000002
2021-03-18,71,20.0,,0.2,14.200000000000001
2021-03-19,53,20.0,,0.2,10.600000000000001
2021-03-20,16,20.0,,0.2,3.2
2021-03-21,14,20.0,,0.2,2.8000000000000003
2021-03-22,70,20.0,,0.2,14.0
2021-03-23,55,20.0,,0.2,11.0
2021-03-24,75,20.0,,0.2,15.0
2021-03-25,72,20.0,,0.2,14.4
2021-03-26,83,20.0,,0.2,16.6
2021-03-27,17,20.0,,0.2,3.4000000000000004
2021-03-28,15,20.0,,0.2,3.0
2021-03-29,32,20.0,,0.2,6.4
2021-03-30,65,20.0,,0.2,13.0
2021-03-31,83,20.0,,0.2,16.6
2021-04-01,77,17.0,False,0.17,13.090000000000002
2021-04-02,31,17.0,,0.17,5.2700000000000005
2021-04-03,35,17.0,,0.17,5.95
2021-04-04,18,17.0,,0.17,3.06
2021-04-05,76,17.0,,0.17,12.920000000000002
2021-04-06,76,17.0,,0.17,12.920000000000002
2021-04-07,69,17.0,,0.17,11.73
2021-04-08,59,17.0,,0.17,10.030000000000001
2021-04-09,62,17.0,,0.17,10.540000000000001
2021-04-10,21,17.0,,0.17,3.5700000000000003
2021-04-11,30,17.0,,0.17,5.1000000000000005
2021-04-12,100,17.0,,0.17,17.0
2021-04-13,76,17.0,,0.17,12.920000000000002
2021-04-14,79,17.0,,0.17,13.430000000000001
