date,ACB_unscaled,ACB_monthly,isPartial,scale,ACB
2017-12-23,48,4.0,,0.04,1.92
2017-12-24,37,4.0,,0.04,1.48
2017-12-25,13,4.0,,0.04,0.52
2017-12-26,67,4.0,,0.04,2.68
2017-12-27,37,4.0,,0.04,1.48
2017-12-28,63,4.0,,0.04,2.52
2017-12-29,63,4.0,,0.04,2.52
2017-12-30,45,4.0,,0.04,1.8
2017-12-31,22,4.0,,0.04,0.88
2018-01-01,17,7.0,False,0.07,1.1900000000000002
2018-01-02,65,7.0,,0.07,4.550000000000001
2018-01-03,90,7.0,,0.07,6.300000000000001
2018-01-04,83,7.0,,0.07,5.8100000000000005
2018-01-05,70,7.0,,0.07,4.9
2018-01-06,21,7.0,,0.07,1.4700000000000002
2018-01-07,16,7.0,,0.07,1.12
2018-01-08,55,7.0,,0.07,3.8500000000000005
2018-01-09,76,7.0,,0.07,5.32
2018-01-10,43,7.0,,0.07,3.0100000000000002
2018-01-11,87,7.0,,0.07,6.090000000000001
2018-01-12,96,7.0,,0.07,6.720000000000001
2018-01-13,33,7.0,,0.07,2.31
2018-01-14,12,7.0,,0.07,0.8400000000000001
2018-01-15,63,7.0,,0.07,4.41
2018-01-16,76,7.0,,0.07,5.32
2018-01-17,55,7.0,,0.07,3.8500000000000005
2018-01-18,77,7.0,,0.07,5.390000000000001
2018-01-19,85,7.0,,0.07,5.95
2018-01-20,46,7.0,,0.07,3.22
2018-01-21,24,7.0,,0.07,1.6800000000000002
2018-01-22,58,7.0,,0.07,4.0600000000000005
2018-01-23,58,7.0,,0.07,4.0600000000000005
2018-01-24,83,7.0,,0.07,5.8100000000000005
2018-01-25,100,7.0,,0.07,7.000000000000001
2018-01-26,78,7.0,,0.07,5.460000000000001
2018-01-27,79,7.0,,0.07,5.53
2018-01-28,46,7.0,,0.07,3.22
2018-01-29,64,7.0,,0.07,4.48
2018-01-30,78,7.0,,0.07,5.460000000000001
2018-01-31,66,7.0,,0.07,4.62
2018-02-01,75,5.0,False,0.05,3.75
2018-02-02,47,5.0,,0.05,2.35
2018-02-03,25,5.0,,0.05,1.25
2018-02-04,39,5.0,,0.05,1.9500000000000002
2018-02-05,100,5.0,,0.05,5.0
2018-02-06,45,5.0,,0.05,2.25
2018-02-07,73,5.0,,0.05,3.6500000000000004
2018-02-08,96,5.0,,0.05,4.800000000000001
2018-02-09,76,5.0,,0.05,3.8000000000000003
2018-02-10,30,5.0,,0.05,1.5
2018-02-11,39,5.0,,0.05,1.9500000000000002
2018-02-12,82,5.0,,0.05,4.1000000000000005
2018-02-13,61,5.0,,0.05,3.0500000000000003
2018-02-14,54,5.0,,0.05,2.7
2018-02-15,59,5.0,,0.05,2.95
2018-02-16,77,5.0,,0.05,3.85
2018-02-17,46,5.0,,0.05,2.3000000000000003
2018-02-18,25,5.0,,0.05,1.25
2018-02-19,39,5.0,,0.05,1.9500000000000002
2018-02-20,49,5.0,,0.05,2.45
2018-02-21,92,5.0,,0.05,4.6000000000000005
2018-02-22,66,5.0,,0.05,3.3000000000000003
2018-02-23,51,5.0,,0.05,2.5500000000000003
2018-02-24,34,5.0,,0.05,1.7000000000000002
2018-02-25,35,5.0,,0.05,1.75
2018-02-26,68,5.0,,0.05,3.4000000000000004
2018-02-27,66,5.0,,0.05,3.3000000000000003
2018-02-28,67,5.0,,0.05,3.35
2018-03-01,37,5.0,False,0.05,1.85
2018-03-02,39,5.0,,0.05,1.9500000000000002
2018-03-03,31,5.0,,0.05,1.55
2018-03-04,47,5.0,,0.05,2.35
2018-03-05,61,5.0,,0.05,3.0500000000000003
2018-03-06,61,5.0,,0.05,3.0500000000000003
2018-03-07,61,5.0,,0.05,3.0500000000000003
2018-03-08,55,5.0,,0.05,2.75
2018-03-09,64,5.0,,0.05,3.2
2018-03-10,46,5.0,,0.05,2.3000000000000003
2018-03-11,46,5.0,,0.05,2.3000000000000003
2018-03-12,100,5.0,,0.05,5.0
2018-03-13,65,5.0,,0.05,3.25
2018-03-14,62,5.0,,0.05,3.1
2018-03-15,47,5.0,,0.05,2.35
2018-03-16,76,5.0,,0.05,3.8000000000000003
2018-03-17,31,5.0,,0.05,1.55
2018-03-18,44,5.0,,0.05,2.2
2018-03-19,48,5.0,,0.05,2.4000000000000004
2018-03-20,57,5.0,,0.05,2.85
2018-03-21,88,5.0,,0.05,4.4
2018-03-22,53,5.0,,0.05,2.6500000000000004
2018-03-23,58,5.0,,0.05,2.9000000000000004
2018-03-24,32,5.0,,0.05,1.6
2018-03-25,20,5.0,,0.05,1.0
2018-03-26,30,5.0,,0.05,1.5
2018-03-27,47,5.0,,0.05,2.35
2018-03-28,51,5.0,,0.05,2.5500000000000003
2018-03-29,34,5.0,,0.05,1.7000000000000002
2018-03-30,54,5.0,,0.05,2.7
2018-03-31,12,5.0,,0.05,0.6000000000000001
2018-04-01,30,5.0,False,0.05,1.5
2018-04-02,50,5.0,,0.05,2.5
2018-04-03,100,5.0,,0.05,5.0
2018-04-04,68,5.0,,0.05,3.4000000000000004
2018-04-05,50,5.0,,0.05,2.5
2018-04-06,30,5.0,,0.05,1.5
2018-04-07,34,5.0,,0.05,1.7000000000000002
2018-04-08,40,5.0,,0.05,2.0
2018-04-09,58,5.0,,0.05,2.9000000000000004
2018-04-10,63,5.0,,0.05,3.1500000000000004
2018-04-11,48,5.0,,0.05,2.4000000000000004
2018-04-12,68,5.0,,0.05,3.4000000000000004
2018-04-13,94,5.0,,0.05,4.7
2018-04-14,53,5.0,,0.05,2.6500000000000004
2018-04-15,28,5.0,,0.05,1.4000000000000001
2018-04-16,47,5.0,,0.05,2.35
2018-04-17,81,5.0,,0.05,4.05
2018-04-18,67,5.0,,0.05,3.35
2018-04-19,58,5.0,,0.05,2.9000000000000004
2018-04-20,89,5.0,,0.05,4.45
2018-04-21,30,5.0,,0.05,1.5
2018-04-22,53,5.0,,0.05,2.6500000000000004
2018-04-23,23,5.0,,0.05,1.1500000000000001
2018-04-24,62,5.0,,0.05,3.1
2018-04-25,56,5.0,,0.05,2.8000000000000003
2018-04-26,57,5.0,,0.05,2.85
2018-04-27,39,5.0,,0.05,1.9500000000000002
2018-04-28,30,5.0,,0.05,1.5
2018-04-29,47,5.0,,0.05,2.35
2018-04-30,85,5.0,,0.05,4.25
2018-05-01,58,5.0,False,0.05,2.9000000000000004
2018-05-02,55,5.0,,0.05,2.75
2018-05-03,59,5.0,,0.05,2.95
2018-05-04,34,5.0,,0.05,1.7000000000000002
2018-05-05,36,5.0,,0.05,1.8
2018-05-06,100,5.0,,0.05,5.0
2018-05-07,52,5.0,,0.05,2.6
2018-05-08,47,5.0,,0.05,2.35
2018-05-09,73,5.0,,0.05,3.6500000000000004
2018-05-10,45,5.0,,0.05,2.25
2018-05-11,58,5.0,,0.05,2.9000000000000004
2018-05-12,37,5.0,,0.05,1.85
2018-05-13,37,5.0,,0.05,1.85
2018-05-14,72,5.0,,0.05,3.6
2018-05-15,59,5.0,,0.05,2.95
2018-05-16,44,5.0,,0.05,2.2
2018-05-17,30,5.0,,0.05,1.5
2018-05-18,86,5.0,,0.05,4.3
2018-05-19,49,5.0,,0.05,2.45
2018-05-20,41,5.0,,0.05,2.0500000000000003
2018-05-21,53,5.0,,0.05,2.6500000000000004
2018-05-22,56,5.0,,0.05,2.8000000000000003
2018-05-23,15,5.0,,0.05,0.75
2018-05-24,28,5.0,,0.05,1.4000000000000001
2018-05-25,41,5.0,,0.05,2.0500000000000003
2018-05-26,33,5.0,,0.05,1.6500000000000001
2018-05-27,42,5.0,,0.05,2.1
2018-05-28,53,5.0,,0.05,2.6500000000000004
2018-05-29,34,5.0,,0.05,1.7000000000000002
2018-05-30,56,5.0,,0.05,2.8000000000000003
2018-05-31,46,5.0,,0.05,2.3000000000000003
2018-06-01,93,5.0,False,0.05,4.65
2018-06-02,41,5.0,,0.05,2.0500000000000003
2018-06-03,35,5.0,,0.05,1.75
2018-06-04,61,5.0,,0.05,3.0500000000000003
2018-06-05,76,5.0,,0.05,3.8000000000000003
2018-06-06,48,5.0,,0.05,2.4000000000000004
2018-06-07,73,5.0,,0.05,3.6500000000000004
2018-06-08,70,5.0,,0.05,3.5
2018-06-09,45,5.0,,0.05,2.25
2018-06-10,57,5.0,,0.05,2.85
2018-06-11,74,5.0,,0.05,3.7
2018-06-12,84,5.0,,0.05,4.2
2018-06-13,64,5.0,,0.05,3.2
2018-06-14,53,5.0,,0.05,2.6500000000000004
2018-06-15,90,5.0,,0.05,4.5
2018-06-16,40,5.0,,0.05,2.0
2018-06-17,64,5.0,,0.05,3.2
2018-06-18,39,5.0,,0.05,1.9500000000000002
2018-06-19,100,5.0,,0.05,5.0
2018-06-20,64,5.0,,0.05,3.2
2018-06-21,63,5.0,,0.05,3.1500000000000004
2018-06-22,84,5.0,,0.05,4.2
2018-06-23,39,5.0,,0.05,1.9500000000000002
2018-06-24,35,5.0,,0.05,1.75
2018-06-25,77,5.0,,0.05,3.85
2018-06-26,59,5.0,,0.05,2.95
2018-06-27,72,5.0,,0.05,3.6
2018-06-28,99,5.0,,0.05,4.95
2018-06-29,56,5.0,,0.05,2.8000000000000003
2018-06-30,69,5.0,,0.05,3.45
2018-07-01,65,4.0,False,0.04,2.6
2018-07-02,46,4.0,,0.04,1.84
2018-07-03,21,4.0,,0.04,0.84
2018-07-04,65,4.0,,0.04,2.6
2018-07-05,49,4.0,,0.04,1.96
2018-07-06,46,4.0,,0.04,1.84
2018-07-07,29,4.0,,0.04,1.16
2018-07-08,35,4.0,,0.04,1.4000000000000001
2018-07-09,64,4.0,,0.04,2.56
2018-07-10,39,4.0,,0.04,1.56
2018-07-11,52,4.0,,0.04,2.08
2018-07-12,10,4.0,,0.04,0.4
2018-07-13,32,4.0,,0.04,1.28
2018-07-14,24,4.0,,0.04,0.96
2018-07-15,29,4.0,,0.04,1.16
2018-07-16,41,4.0,,0.04,1.6400000000000001
2018-07-17,86,4.0,,0.04,3.44
2018-07-18,61,4.0,,0.04,2.44
2018-07-19,52,4.0,,0.04,2.08
2018-07-20,53,4.0,,0.04,2.12
2018-07-21,18,4.0,,0.04,0.72
2018-07-22,35,4.0,,0.04,1.4000000000000001
2018-07-23,56,4.0,,0.04,2.24
2018-07-24,46,4.0,,0.04,1.84
2018-07-25,55,4.0,,0.04,2.2
2018-07-26,78,4.0,,0.04,3.12
2018-07-27,100,4.0,,0.04,4.0
2018-07-28,18,4.0,,0.04,0.72
2018-07-29,37,4.0,,0.04,1.48
2018-07-30,87,4.0,,0.04,3.48
2018-07-31,69,4.0,,0.04,2.7600000000000002
2018-08-01,78,4.0,False,0.04,3.12
2018-08-02,52,4.0,,0.04,2.08
2018-08-03,35,4.0,,0.04,1.4000000000000001
2018-08-04,17,4.0,,0.04,0.68
2018-08-05,11,4.0,,0.04,0.44
2018-08-06,55,4.0,,0.04,2.2
2018-08-07,68,4.0,,0.04,2.72
2018-08-08,63,4.0,,0.04,2.52
2018-08-09,49,4.0,,0.04,1.96
2018-08-10,30,4.0,,0.04,1.2
2018-08-11,51,4.0,,0.04,2.04
2018-08-12,34,4.0,,0.04,1.36
2018-08-13,35,4.0,,0.04,1.4000000000000001
2018-08-14,64,4.0,,0.04,2.56
2018-08-15,49,4.0,,0.04,1.96
2018-08-16,50,4.0,,0.04,2.0
2018-08-17,59,4.0,,0.04,2.36
2018-08-18,41,4.0,,0.04,1.6400000000000001
2018-08-19,12,4.0,,0.04,0.48
2018-08-20,70,4.0,,0.04,2.8000000000000003
2018-08-21,68,4.0,,0.04,2.72
2018-08-22,73,4.0,,0.04,2.92
2018-08-23,70,4.0,,0.04,2.8000000000000003
2018-08-24,100,4.0,,0.04,4.0
2018-08-25,41,4.0,,0.04,1.6400000000000001
2018-08-26,34,4.0,,0.04,1.36
2018-08-27,92,4.0,,0.04,3.68
2018-08-28,53,4.0,,0.04,2.12
2018-08-29,92,4.0,,0.04,3.68
2018-08-30,53,4.0,,0.04,2.12
2018-08-31,44,4.0,,0.04,1.76
2018-09-01,24,6.0,False,0.06,1.44
2018-09-02,15,6.0,,0.06,0.8999999999999999
2018-09-03,31,6.0,,0.06,1.8599999999999999
2018-09-04,45,6.0,,0.06,2.6999999999999997
2018-09-05,37,6.0,,0.06,2.2199999999999998
2018-09-06,19,6.0,,0.06,1.14
2018-09-07,49,6.0,,0.06,2.94
2018-09-08,20,6.0,,0.06,1.2
2018-09-09,11,6.0,,0.06,0.6599999999999999
2018-09-10,46,6.0,,0.06,2.76
2018-09-11,60,6.0,,0.06,3.5999999999999996
2018-09-12,83,6.0,,0.06,4.9799999999999995
2018-09-13,37,6.0,,0.06,2.2199999999999998
2018-09-14,40,6.0,,0.06,2.4
2018-09-15,6,6.0,,0.06,0.36
2018-09-16,26,6.0,,0.06,1.56
2018-09-17,73,6.0,,0.06,4.38
2018-09-18,80,6.0,,0.06,4.8
2018-09-19,100,6.0,,0.06,6.0
2018-09-20,79,6.0,,0.06,4.74
2018-09-21,53,6.0,,0.06,3.1799999999999997
2018-09-22,18,6.0,,0.06,1.08
2018-09-23,23,6.0,,0.06,1.38
2018-09-24,66,6.0,,0.06,3.96
2018-09-25,61,6.0,,0.06,3.6599999999999997
2018-09-26,65,6.0,,0.06,3.9
2018-09-27,57,6.0,,0.06,3.42
2018-09-28,45,6.0,,0.06,2.6999999999999997
2018-09-29,24,6.0,,0.06,1.44
2018-09-30,17,6.0,,0.06,1.02
2018-10-01,6,26.0,False,0.26,1.56
2018-10-02,4,26.0,,0.26,1.04
2018-10-03,5,26.0,,0.26,1.3
2018-10-04,5,26.0,,0.26,1.3
2018-10-05,4,26.0,,0.26,1.04
2018-10-06,3,26.0,,0.26,0.78
2018-10-07,2,26.0,,0.26,0.52
2018-10-08,6,26.0,,0.26,1.56
2018-10-09,11,26.0,,0.26,2.8600000000000003
2018-10-10,9,26.0,,0.26,2.34
2018-10-11,7,26.0,,0.26,1.82
2018-10-12,6,26.0,,0.26,1.56
2018-10-13,5,26.0,,0.26,1.3
2018-10-14,4,26.0,,0.26,1.04
2018-10-15,7,26.0,,0.26,1.82
2018-10-16,12,26.0,,0.26,3.12
2018-10-17,11,26.0,,0.26,2.8600000000000003
2018-10-18,11,26.0,,0.26,2.8600000000000003
2018-10-19,12,26.0,,0.26,3.12
2018-10-20,3,26.0,,0.26,0.78
2018-10-21,3,26.0,,0.26,0.78
2018-10-22,18,26.0,,0.26,4.68
2018-10-23,100,26.0,,0.26,26.0
2018-10-24,79,26.0,,0.26,20.54
2018-10-25,69,26.0,,0.26,17.94
2018-10-26,48,26.0,,0.26,12.48
2018-10-27,11,26.0,,0.26,2.8600000000000003
2018-10-28,10,26.0,,0.26,2.6
2018-10-29,46,26.0,,0.26,11.96
2018-10-30,42,26.0,,0.26,10.92
2018-10-31,46,26.0,,0.26,11.96
2018-11-01,79,37.0,False,0.37,29.23
2018-11-02,68,37.0,,0.37,25.16
2018-11-03,32,37.0,,0.37,11.84
2018-11-04,15,37.0,,0.37,5.55
2018-11-05,76,37.0,,0.37,28.12
2018-11-06,87,37.0,,0.37,32.19
2018-11-07,86,37.0,,0.37,31.82
2018-11-08,100,37.0,,0.37,37.0
2018-11-09,63,37.0,,0.37,23.31
2018-11-10,22,37.0,,0.37,8.14
2018-11-11,12,37.0,,0.37,4.4399999999999995
2018-11-12,74,37.0,,0.37,27.38
2018-11-13,72,37.0,,0.37,26.64
2018-11-14,66,37.0,,0.37,24.419999999999998
2018-11-15,56,37.0,,0.37,20.72
2018-11-16,54,37.0,,0.37,19.98
2018-11-17,23,37.0,,0.37,8.51
2018-11-18,15,37.0,,0.37,5.55
2018-11-19,46,37.0,,0.37,17.02
2018-11-20,59,37.0,,0.37,21.83
2018-11-21,67,37.0,,0.37,24.79
2018-11-22,25,37.0,,0.37,9.25
2018-11-23,41,37.0,,0.37,15.17
2018-11-24,17,37.0,,0.37,6.29
2018-11-25,9,37.0,,0.37,3.33
2018-11-26,57,37.0,,0.37,21.09
2018-11-27,61,37.0,,0.37,22.57
2018-11-28,62,37.0,,0.37,22.94
2018-11-29,61,37.0,,0.37,22.57
2018-11-30,44,37.0,,0.37,16.28
2018-12-01,24,30.0,False,0.3,7.199999999999999
2018-12-02,18,30.0,,0.3,5.3999999999999995
2018-12-03,64,30.0,,0.3,19.2
2018-12-04,68,30.0,,0.3,20.4
2018-12-05,39,30.0,,0.3,11.7
2018-12-06,83,30.0,,0.3,24.9
2018-12-07,78,30.0,,0.3,23.4
2018-12-08,32,30.0,,0.3,9.6
2018-12-09,28,30.0,,0.3,8.4
2018-12-10,66,30.0,,0.3,19.8
2018-12-11,80,30.0,,0.3,24.0
2018-12-12,93,30.0,,0.3,27.9
2018-12-13,71,30.0,,0.3,21.3
2018-12-14,100,30.0,,0.3,30.0
2018-12-15,25,30.0,,0.3,7.5
2018-12-16,24,30.0,,0.3,7.199999999999999
2018-12-17,71,30.0,,0.3,21.3
2018-12-18,77,30.0,,0.3,23.099999999999998
2018-12-19,65,30.0,,0.3,19.5
2018-12-20,71,30.0,,0.3,21.3
2018-12-21,80,30.0,,0.3,24.0
2018-12-22,23,30.0,,0.3,6.8999999999999995
2018-12-23,14,30.0,,0.3,4.2
2018-12-24,56,30.0,,0.3,16.8
2018-12-25,22,30.0,,0.3,6.6
2018-12-26,73,30.0,,0.3,21.9
2018-12-27,71,30.0,,0.3,21.3
2018-12-28,65,30.0,,0.3,19.5
2018-12-29,37,30.0,,0.3,11.1
2018-12-30,20,30.0,,0.3,6.0
2018-12-31,59,30.0,,0.3,17.7
2019-01-01,13,47.0,False,0.47,6.109999999999999
2019-01-02,42,47.0,,0.47,19.74
2019-01-03,39,47.0,,0.47,18.33
2019-01-04,38,47.0,,0.47,17.86
2019-01-05,14,47.0,,0.47,6.58
2019-01-06,9,47.0,,0.47,4.2299999999999995
2019-01-07,38,47.0,,0.47,17.86
2019-01-08,50,47.0,,0.47,23.5
2019-01-09,55,47.0,,0.47,25.849999999999998
2019-01-10,61,47.0,,0.47,28.669999999999998
2019-01-11,75,47.0,,0.47,35.25
2019-01-12,24,47.0,,0.47,11.28
2019-01-13,16,47.0,,0.47,7.52
2019-01-14,76,47.0,,0.47,35.72
2019-01-15,100,47.0,,0.47,47.0
2019-01-16,100,47.0,,0.47,47.0
2019-01-17,87,47.0,,0.47,40.89
2019-01-18,82,47.0,,0.47,38.54
2019-01-19,29,47.0,,0.47,13.629999999999999
2019-01-20,12,47.0,,0.47,5.64
2019-01-21,32,47.0,,0.47,15.04
2019-01-22,46,47.0,,0.47,21.619999999999997
2019-01-23,52,47.0,,0.47,24.439999999999998
2019-01-24,59,47.0,,0.47,27.729999999999997
2019-01-25,66,47.0,,0.47,31.02
2019-01-26,25,47.0,,0.47,11.75
2019-01-27,17,47.0,,0.47,7.989999999999999
2019-01-28,59,47.0,,0.47,27.729999999999997
2019-01-29,78,47.0,,0.47,36.66
2019-01-30,61,47.0,,0.47,28.669999999999998
2019-01-31,62,47.0,,0.47,29.139999999999997
2019-02-01,50,75.0,False,0.75,37.5
2019-02-02,22,75.0,,0.75,16.5
2019-02-03,15,75.0,,0.75,11.25
2019-02-04,65,75.0,,0.75,48.75
2019-02-05,75,75.0,,0.75,56.25
2019-02-06,57,75.0,,0.75,42.75
2019-02-07,58,75.0,,0.75,43.5
2019-02-08,52,75.0,,0.75,39.0
2019-02-09,20,75.0,,0.75,15.0
2019-02-10,14,75.0,,0.75,10.5
2019-02-11,100,75.0,,0.75,75.0
2019-02-12,79,75.0,,0.75,59.25
2019-02-13,57,75.0,,0.75,42.75
2019-02-14,51,75.0,,0.75,38.25
2019-02-15,55,75.0,,0.75,41.25
2019-02-16,19,75.0,,0.75,14.25
2019-02-17,11,75.0,,0.75,8.25
2019-02-18,25,75.0,,0.75,18.75
2019-02-19,47,75.0,,0.75,35.25
2019-02-20,47,75.0,,0.75,35.25
2019-02-21,48,75.0,,0.75,36.0
2019-02-22,42,75.0,,0.75,31.5
2019-02-23,11,75.0,,0.75,8.25
2019-02-24,13,75.0,,0.75,9.75
2019-02-25,46,75.0,,0.75,34.5
2019-02-26,62,75.0,,0.75,46.5
2019-02-27,62,75.0,,0.75,46.5
2019-02-28,49,75.0,,0.75,36.75
2019-03-01,44,100.0,False,1.0,44.0
2019-03-02,14,100.0,,1.0,14.0
2019-03-03,9,100.0,,1.0,9.0
2019-03-04,34,100.0,,1.0,34.0
2019-03-05,63,100.0,,1.0,63.0
2019-03-06,69,100.0,,1.0,69.0
2019-03-07,49,100.0,,1.0,49.0
2019-03-08,47,100.0,,1.0,47.0
2019-03-09,18,100.0,,1.0,18.0
2019-03-10,9,100.0,,1.0,9.0
2019-03-11,48,100.0,,1.0,48.0
2019-03-12,51,100.0,,1.0,51.0
2019-03-13,92,100.0,,1.0,92.0
2019-03-14,83,100.0,,1.0,83.0
2019-03-15,86,100.0,,1.0,86.0
2019-03-16,33,100.0,,1.0,33.0
2019-03-17,19,100.0,,1.0,19.0
2019-03-18,94,100.0,,1.0,94.0
2019-03-19,100,100.0,,1.0,100.0
2019-03-20,80,100.0,,1.0,80.0
2019-03-21,75,100.0,,1.0,75.0
2019-03-22,61,100.0,,1.0,61.0
2019-03-23,20,100.0,,1.0,20.0
2019-03-24,15,100.0,,1.0,15.0
2019-03-25,70,100.0,,1.0,70.0
2019-03-26,68,100.0,,1.0,68.0
2019-03-27,65,100.0,,1.0,65.0
2019-03-28,59,100.0,,1.0,59.0
2019-03-29,59,100.0,,1.0,59.0
2019-03-30,19,100.0,,1.0,19.0
2019-03-31,13,100.0,,1.0,13.0
2019-04-01,86,78.0,False,0.78,67.08
2019-04-02,91,78.0,,0.78,70.98
2019-04-03,87,78.0,,0.78,67.86
2019-04-04,76,78.0,,0.78,59.28
2019-04-05,100,78.0,,0.78,78.0
2019-04-06,26,78.0,,0.78,20.28
2019-04-07,13,78.0,,0.78,10.14
2019-04-08,80,78.0,,0.78,62.400000000000006
2019-04-09,76,78.0,,0.78,59.28
2019-04-10,63,78.0,,0.78,49.14
2019-04-11,75,78.0,,0.78,58.5
2019-04-12,77,78.0,,0.78,60.06
2019-04-13,26,78.0,,0.78,20.28
2019-04-14,18,78.0,,0.78,14.040000000000001
2019-04-15,72,78.0,,0.78,56.160000000000004
2019-04-16,73,78.0,,0.78,56.940000000000005
2019-04-17,95,78.0,,0.78,74.10000000000001
2019-04-18,81,78.0,,0.78,63.18
2019-04-19,51,78.0,,0.78,39.78
2019-04-20,19,78.0,,0.78,14.82
2019-04-21,21,78.0,,0.78,16.38
2019-04-22,83,78.0,,0.78,64.74000000000001
2019-04-23,72,78.0,,0.78,56.160000000000004
2019-04-24,81,78.0,,0.78,63.18
2019-04-25,71,78.0,,0.78,55.38
2019-04-26,71,78.0,,0.78,55.38
2019-04-27,19,78.0,,0.78,14.82
2019-04-28,15,78.0,,0.78,11.700000000000001
2019-04-29,64,78.0,,0.78,49.92
2019-04-30,72,78.0,,0.78,56.160000000000004
2019-05-01,54,65.0,False,0.65,35.1
2019-05-02,62,65.0,,0.65,40.300000000000004
2019-05-03,54,65.0,,0.65,35.1
2019-05-04,17,65.0,,0.65,11.05
2019-05-05,11,65.0,,0.65,7.15
2019-05-06,62,65.0,,0.65,40.300000000000004
2019-05-07,51,65.0,,0.65,33.15
2019-05-08,52,65.0,,0.65,33.800000000000004
2019-05-09,57,65.0,,0.65,37.050000000000004
2019-05-10,49,65.0,,0.65,31.85
2019-05-11,19,65.0,,0.65,12.35
2019-05-12,18,65.0,,0.65,11.700000000000001
2019-05-13,56,65.0,,0.65,36.4
2019-05-14,98,65.0,,0.65,63.7
2019-05-15,100,65.0,,0.65,65.0
2019-05-16,68,65.0,,0.65,44.2
2019-05-17,60,65.0,,0.65,39.0
2019-05-18,15,65.0,,0.65,9.75
2019-05-19,17,65.0,,0.65,11.05
2019-05-20,49,65.0,,0.65,31.85
2019-05-21,52,65.0,,0.65,33.800000000000004
2019-05-22,48,65.0,,0.65,31.200000000000003
2019-05-23,51,65.0,,0.65,33.15
2019-05-24,51,65.0,,0.65,33.15
2019-05-25,14,65.0,,0.65,9.1
2019-05-26,12,65.0,,0.65,7.800000000000001
2019-05-27,10,65.0,,0.65,6.5
2019-05-28,45,65.0,,0.65,29.25
2019-05-29,46,65.0,,0.65,29.900000000000002
2019-05-30,43,65.0,,0.65,27.95
2019-05-31,43,65.0,,0.65,27.95
2019-06-01,22,44.0,False,0.44,9.68
2019-06-02,18,44.0,,0.44,7.92
2019-06-03,95,44.0,,0.44,41.8
2019-06-04,100,44.0,,0.44,44.0
2019-06-05,91,44.0,,0.44,40.04
2019-06-06,94,44.0,,0.44,41.36
2019-06-07,83,44.0,,0.44,36.52
2019-06-08,22,44.0,,0.44,9.68
2019-06-09,21,44.0,,0.44,9.24
2019-06-10,90,44.0,,0.44,39.6
2019-06-11,97,44.0,,0.44,42.68
2019-06-12,71,44.0,,0.44,31.24
2019-06-13,80,44.0,,0.44,35.2
2019-06-14,81,44.0,,0.44,35.64
2019-06-15,27,44.0,,0.44,11.88
2019-06-16,17,44.0,,0.44,7.48
2019-06-17,76,44.0,,0.44,33.44
2019-06-18,69,44.0,,0.44,30.36
2019-06-19,73,44.0,,0.44,32.12
2019-06-20,70,44.0,,0.44,30.8
2019-06-21,87,44.0,,0.44,38.28
2019-06-22,21,44.0,,0.44,9.24
2019-06-23,21,44.0,,0.44,9.24
2019-06-24,79,44.0,,0.44,34.76
2019-06-25,70,44.0,,0.44,30.8
2019-06-26,85,44.0,,0.44,37.4
2019-06-27,81,44.0,,0.44,35.64
2019-06-28,80,44.0,,0.44,35.2
2019-06-29,24,44.0,,0.44,10.56
2019-06-30,20,44.0,,0.44,8.8
2019-07-01,73,43.0,False,0.43,31.39
2019-07-02,78,43.0,,0.43,33.54
2019-07-03,75,43.0,,0.43,32.25
2019-07-04,22,43.0,,0.43,9.459999999999999
2019-07-05,67,43.0,,0.43,28.81
2019-07-06,21,43.0,,0.43,9.03
2019-07-07,17,43.0,,0.43,7.31
2019-07-08,72,43.0,,0.43,30.96
2019-07-09,73,43.0,,0.43,31.39
2019-07-10,75,43.0,,0.43,32.25
2019-07-11,94,43.0,,0.43,40.42
2019-07-12,97,43.0,,0.43,41.71
2019-07-13,30,43.0,,0.43,12.9
2019-07-14,26,43.0,,0.43,11.18
2019-07-15,94,43.0,,0.43,40.42
2019-07-16,93,43.0,,0.43,39.99
2019-07-17,100,43.0,,0.43,43.0
2019-07-18,94,43.0,,0.43,40.42
2019-07-19,89,43.0,,0.43,38.269999999999996
2019-07-20,18,43.0,,0.43,7.74
2019-07-21,16,43.0,,0.43,6.88
2019-07-22,88,43.0,,0.43,37.839999999999996
2019-07-23,79,43.0,,0.43,33.97
2019-07-24,90,43.0,,0.43,38.7
2019-07-25,72,43.0,,0.43,30.96
2019-07-26,81,43.0,,0.43,34.83
2019-07-27,24,43.0,,0.43,10.32
2019-07-28,18,43.0,,0.43,7.74
2019-07-29,71,43.0,,0.43,30.53
2019-07-30,76,43.0,,0.43,32.68
2019-07-31,94,43.0,,0.43,40.42
2019-08-01,73,43.0,False,0.43,31.39
2019-08-02,80,43.0,,0.43,34.4
2019-08-03,21,43.0,,0.43,9.03
2019-08-04,14,43.0,,0.43,6.02
2019-08-05,55,43.0,,0.43,23.65
2019-08-06,100,43.0,,0.43,43.0
2019-08-07,84,43.0,,0.43,36.12
2019-08-08,73,43.0,,0.43,31.39
2019-08-09,62,43.0,,0.43,26.66
2019-08-10,21,43.0,,0.43,9.03
2019-08-11,14,43.0,,0.43,6.02
2019-08-12,65,43.0,,0.43,27.95
2019-08-13,82,43.0,,0.43,35.26
2019-08-14,75,43.0,,0.43,32.25
2019-08-15,90,43.0,,0.43,38.7
2019-08-16,76,43.0,,0.43,32.68
