date,WTI_unscaled,WTI_monthly,isPartial,scale,WTI
2019-08-13,59,7.0,,0.07,4.130000000000001
2019-08-14,57,7.0,,0.07,3.99
2019-08-15,63,7.0,,0.07,4.41
2019-08-16,53,7.0,,0.07,3.7100000000000004
2019-08-17,10,7.0,,0.07,0.7000000000000001
2019-08-18,8,7.0,,0.07,0.56
2019-08-19,42,7.0,,0.07,2.9400000000000004
2019-08-20,60,7.0,,0.07,4.2
2019-08-21,45,7.0,,0.07,3.1500000000000004
2019-08-22,40,7.0,,0.07,2.8000000000000003
2019-08-23,46,7.0,,0.07,3.22
2019-08-24,18,7.0,,0.07,1.2600000000000002
2019-08-25,20,7.0,,0.07,1.4000000000000001
2019-08-26,46,7.0,,0.07,3.22
2019-08-27,54,7.0,,0.07,3.7800000000000002
2019-08-28,49,7.0,,0.07,3.43
2019-08-29,51,7.0,,0.07,3.5700000000000003
2019-08-30,50,7.0,,0.07,3.5000000000000004
2019-08-31,15,7.0,,0.07,1.05
2019-09-01,1,9.0,False,0.09,0.09
2019-09-02,5,9.0,,0.09,0.44999999999999996
2019-09-03,15,9.0,,0.09,1.3499999999999999
2019-09-04,16,9.0,,0.09,1.44
2019-09-05,20,9.0,,0.09,1.7999999999999998
2019-09-06,18,9.0,,0.09,1.6199999999999999
2019-09-07,5,9.0,,0.09,0.44999999999999996
2019-09-08,3,9.0,,0.09,0.27
2019-09-09,24,9.0,,0.09,2.16
2019-09-10,26,9.0,,0.09,2.34
2019-09-11,16,9.0,,0.09,1.44
2019-09-12,16,9.0,,0.09,1.44
2019-09-13,14,9.0,,0.09,1.26
2019-09-14,15,9.0,,0.09,1.3499999999999999
2019-09-15,35,9.0,,0.09,3.15
2019-09-16,100,9.0,,0.09,9.0
2019-09-17,70,9.0,,0.09,6.3
2019-09-18,33,9.0,,0.09,2.9699999999999998
2019-09-19,35,9.0,,0.09,3.15
2019-09-20,22,9.0,,0.09,1.98
2019-09-21,4,9.0,,0.09,0.36
2019-09-22,8,9.0,,0.09,0.72
2019-09-23,20,9.0,,0.09,1.7999999999999998
2019-09-24,22,9.0,,0.09,1.98
2019-09-25,22,9.0,,0.09,1.98
2019-09-26,20,9.0,,0.09,1.7999999999999998
2019-09-27,14,9.0,,0.09,1.26
2019-09-28,10,9.0,,0.09,0.8999999999999999
2019-09-29,5,9.0,,0.09,0.44999999999999996
2019-09-30,22,9.0,,0.09,1.98
2019-10-01,86,6.0,False,0.06,5.16
2019-10-02,100,6.0,,0.06,6.0
2019-10-03,73,6.0,,0.06,4.38
2019-10-04,66,6.0,,0.06,3.96
2019-10-05,13,6.0,,0.06,0.78
2019-10-06,18,6.0,,0.06,1.08
2019-10-07,73,6.0,,0.06,4.38
2019-10-08,83,6.0,,0.06,4.9799999999999995
2019-10-09,77,6.0,,0.06,4.62
2019-10-10,50,6.0,,0.06,3.0
2019-10-11,71,6.0,,0.06,4.26
2019-10-12,33,6.0,,0.06,1.98
2019-10-13,24,6.0,,0.06,1.44
2019-10-14,61,6.0,,0.06,3.6599999999999997
2019-10-15,51,6.0,,0.06,3.06
2019-10-16,74,6.0,,0.06,4.4399999999999995
2019-10-17,63,6.0,,0.06,3.78
2019-10-18,54,6.0,,0.06,3.2399999999999998
2019-10-19,32,6.0,,0.06,1.92
2019-10-20,21,6.0,,0.06,1.26
2019-10-21,46,6.0,,0.06,2.76
2019-10-22,77,6.0,,0.06,4.62
2019-10-23,73,6.0,,0.06,4.38
2019-10-24,73,6.0,,0.06,4.38
2019-10-25,57,6.0,,0.06,3.42
2019-10-26,11,6.0,,0.06,0.6599999999999999
2019-10-27,28,6.0,,0.06,1.68
2019-10-28,77,6.0,,0.06,4.62
2019-10-29,61,6.0,,0.06,3.6599999999999997
2019-10-30,59,6.0,,0.06,3.54
2019-10-31,60,6.0,,0.06,3.5999999999999996
2019-11-01,73,5.0,False,0.05,3.6500000000000004
2019-11-02,28,5.0,,0.05,1.4000000000000001
2019-11-03,18,5.0,,0.05,0.9
2019-11-04,82,5.0,,0.05,4.1000000000000005
2019-11-05,90,5.0,,0.05,4.5
2019-11-06,84,5.0,,0.05,4.2
2019-11-07,100,5.0,,0.05,5.0
2019-11-08,65,5.0,,0.05,3.25
2019-11-09,39,5.0,,0.05,1.9500000000000002
2019-11-10,9,5.0,,0.05,0.45
2019-11-11,54,5.0,,0.05,2.7
2019-11-12,42,5.0,,0.05,2.1
2019-11-13,100,5.0,,0.05,5.0
2019-11-14,40,5.0,,0.05,2.0
2019-11-15,68,5.0,,0.05,3.4000000000000004
2019-11-16,15,5.0,,0.05,0.75
2019-11-17,27,5.0,,0.05,1.35
2019-11-18,75,5.0,,0.05,3.75
2019-11-19,48,5.0,,0.05,2.4000000000000004
2019-11-20,87,5.0,,0.05,4.3500000000000005
2019-11-21,74,5.0,,0.05,3.7
2019-11-22,88,5.0,,0.05,4.4
2019-11-23,23,5.0,,0.05,1.1500000000000001
2019-11-24,9,5.0,,0.05,0.45
2019-11-25,33,5.0,,0.05,1.6500000000000001
2019-11-26,61,5.0,,0.05,3.0500000000000003
2019-11-27,41,5.0,,0.05,2.0500000000000003
2019-11-28,21,5.0,,0.05,1.05
2019-11-29,34,5.0,,0.05,1.7000000000000002
2019-11-30,52,5.0,,0.05,2.6
2019-12-01,8,5.0,False,0.05,0.4
2019-12-02,56,5.0,,0.05,2.8000000000000003
2019-12-03,55,5.0,,0.05,2.75
2019-12-04,58,5.0,,0.05,2.9000000000000004
2019-12-05,59,5.0,,0.05,2.95
2019-12-06,47,5.0,,0.05,2.35
2019-12-07,33,5.0,,0.05,1.6500000000000001
2019-12-08,14,5.0,,0.05,0.7000000000000001
2019-12-09,49,5.0,,0.05,2.45
2019-12-10,72,5.0,,0.05,3.6
2019-12-11,77,5.0,,0.05,3.85
2019-12-12,54,5.0,,0.05,2.7
2019-12-13,73,5.0,,0.05,3.6500000000000004
2019-12-14,22,5.0,,0.05,1.1
2019-12-15,25,5.0,,0.05,1.25
2019-12-16,66,5.0,,0.05,3.3000000000000003
2019-12-17,86,5.0,,0.05,4.3
2019-12-18,100,5.0,,0.05,5.0
2019-12-19,85,5.0,,0.05,4.25
2019-12-20,68,5.0,,0.05,3.4000000000000004
2019-12-21,17,5.0,,0.05,0.8500000000000001
2019-12-22,41,5.0,,0.05,2.0500000000000003
2019-12-23,63,5.0,,0.05,3.1500000000000004
2019-12-24,31,5.0,,0.05,1.55
2019-12-25,29,5.0,,0.05,1.4500000000000002
2019-12-26,53,5.0,,0.05,2.6500000000000004
2019-12-27,44,5.0,,0.05,2.2
2019-12-28,42,5.0,,0.05,2.1
2019-12-29,35,5.0,,0.05,1.75
2019-12-30,62,5.0,,0.05,3.1
2019-12-31,55,5.0,,0.05,2.75
2020-01-01,8,8.0,False,0.08,0.64
2020-01-02,30,8.0,,0.08,2.4
2020-01-03,100,8.0,,0.08,8.0
2020-01-04,26,8.0,,0.08,2.08
2020-01-05,20,8.0,,0.08,1.6
2020-01-06,75,8.0,,0.08,6.0
2020-01-07,44,8.0,,0.08,3.52
2020-01-08,71,8.0,,0.08,5.68
2020-01-09,34,8.0,,0.08,2.72
2020-01-10,40,8.0,,0.08,3.2
2020-01-11,4,8.0,,0.08,0.32
2020-01-12,6,8.0,,0.08,0.48
2020-01-13,23,8.0,,0.08,1.84
2020-01-14,34,8.0,,0.08,2.72
2020-01-15,21,8.0,,0.08,1.68
2020-01-16,22,8.0,,0.08,1.76
2020-01-17,20,8.0,,0.08,1.6
2020-01-18,13,8.0,,0.08,1.04
2020-01-19,7,8.0,,0.08,0.56
2020-01-20,24,8.0,,0.08,1.92
2020-01-21,27,8.0,,0.08,2.16
2020-01-22,29,8.0,,0.08,2.32
2020-01-23,35,8.0,,0.08,2.8000000000000003
2020-01-24,26,8.0,,0.08,2.08
2020-01-25,12,8.0,,0.08,0.96
2020-01-26,8,8.0,,0.08,0.64
2020-01-27,32,8.0,,0.08,2.56
2020-01-28,30,8.0,,0.08,2.4
2020-01-29,33,8.0,,0.08,2.64
2020-01-30,30,8.0,,0.08,2.4
2020-01-31,44,8.0,,0.08,3.52
2020-02-01,18,8.0,False,0.08,1.44
2020-02-02,11,8.0,,0.08,0.88
2020-02-03,68,8.0,,0.08,5.44
2020-02-04,55,8.0,,0.08,4.4
2020-02-05,74,8.0,,0.08,5.92
2020-02-06,57,8.0,,0.08,4.5600000000000005
2020-02-07,55,8.0,,0.08,4.4
2020-02-08,20,8.0,,0.08,1.6
2020-02-09,18,8.0,,0.08,1.44
2020-02-10,57,8.0,,0.08,4.5600000000000005
2020-02-11,54,8.0,,0.08,4.32
2020-02-12,64,8.0,,0.08,5.12
2020-02-13,49,8.0,,0.08,3.92
2020-02-14,32,8.0,,0.08,2.56
2020-02-15,21,8.0,,0.08,1.68
2020-02-16,20,8.0,,0.08,1.6
2020-02-17,40,8.0,,0.08,3.2
2020-02-18,46,8.0,,0.08,3.68
2020-02-19,39,8.0,,0.08,3.12
2020-02-20,51,8.0,,0.08,4.08
2020-02-21,32,8.0,,0.08,2.56
2020-02-22,13,8.0,,0.08,1.04
2020-02-23,16,8.0,,0.08,1.28
2020-02-24,62,8.0,,0.08,4.96
2020-02-25,65,8.0,,0.08,5.2
2020-02-26,71,8.0,,0.08,5.68
2020-02-27,92,8.0,,0.08,7.36
2020-02-28,100,8.0,,0.08,8.0
2020-02-29,41,8.0,,0.08,3.2800000000000002
2020-03-01,4,42.0,False,0.42,1.68
2020-03-02,11,42.0,,0.42,4.62
2020-03-03,13,42.0,,0.42,5.46
2020-03-04,9,42.0,,0.42,3.78
2020-03-05,9,42.0,,0.42,3.78
2020-03-06,16,42.0,,0.42,6.72
2020-03-07,8,42.0,,0.42,3.36
2020-03-08,18,42.0,,0.42,7.56
2020-03-09,100,42.0,,0.42,42.0
2020-03-10,51,42.0,,0.42,21.419999999999998
2020-03-11,40,42.0,,0.42,16.8
2020-03-12,36,42.0,,0.42,15.12
2020-03-13,33,42.0,,0.42,13.86
2020-03-14,13,42.0,,0.42,5.46
2020-03-15,12,42.0,,0.42,5.04
2020-03-16,34,42.0,,0.42,14.28
2020-03-17,34,42.0,,0.42,14.28
2020-03-18,57,42.0,,0.42,23.939999999999998
2020-03-19,64,42.0,,0.42,26.88
2020-03-20,53,42.0,,0.42,22.259999999999998
2020-03-21,19,42.0,,0.42,7.9799999999999995
2020-03-22,12,42.0,,0.42,5.04
2020-03-23,39,42.0,,0.42,16.38
2020-03-24,33,42.0,,0.42,13.86
2020-03-25,32,42.0,,0.42,13.44
2020-03-26,30,42.0,,0.42,12.6
2020-03-27,28,42.0,,0.42,11.76
2020-03-28,15,42.0,,0.42,6.3
2020-03-29,14,42.0,,0.42,5.88
2020-03-30,45,42.0,,0.42,18.9
2020-03-31,37,42.0,,0.42,15.54
2020-04-01,5,100.0,False,1.0,5.0
2020-04-02,8,100.0,,1.0,8.0
2020-04-03,7,100.0,,1.0,7.0
2020-04-04,3,100.0,,1.0,3.0
2020-04-05,3,100.0,,1.0,3.0
2020-04-06,6,100.0,,1.0,6.0
2020-04-07,5,100.0,,1.0,5.0
2020-04-08,5,100.0,,1.0,5.0
2020-04-09,8,100.0,,1.0,8.0
2020-04-10,4,100.0,,1.0,4.0
2020-04-11,2,100.0,,1.0,2.0
2020-04-12,3,100.0,,1.0,3.0
2020-04-13,8,100.0,,1.0,8.0
2020-04-14,5,100.0,,1.0,5.0
2020-04-15,7,100.0,,1.0,7.0
2020-04-16,5,100.0,,1.0,5.0
2020-04-17,8,100.0,,1.0,8.0
2020-04-18,2,100.0,,1.0,2.0
2020-04-19,3,100.0,,1.0,3.0
2020-04-20,100,100.0,,1.0,100.0
2020-04-21,47,100.0,,1.0,47.0
2020-04-22,17,100.0,,1.0,17.0
2020-04-23,12,100.0,,1.0,12.0
2020-04-24,8,100.0,,1.0,8.0
2020-04-25,3,100.0,,1.0,3.0
2020-04-26,3,100.0,,1.0,3.0
2020-04-27,9,100.0,,1.0,9.0
2020-04-28,8,100.0,,1.0,8.0
2020-04-29,7,100.0,,1.0,7.0
2020-04-30,5,100.0,,1.0,5.0
2020-05-01,80,25.0,False,0.25,20.0
2020-05-02,33,25.0,,0.25,8.25
2020-05-03,31,25.0,,0.25,7.75
2020-05-04,87,25.0,,0.25,21.75
2020-05-05,100,25.0,,0.25,25.0
2020-05-06,89,25.0,,0.25,22.25
2020-05-07,82,25.0,,0.25,20.5
2020-05-08,66,25.0,,0.25,16.5
2020-05-09,30,25.0,,0.25,7.5
2020-05-10,28,25.0,,0.25,7.0
2020-05-11,68,25.0,,0.25,17.0
2020-05-12,62,25.0,,0.25,15.5
2020-05-13,64,25.0,,0.25,16.0
2020-05-14,57,25.0,,0.25,14.25
2020-05-15,51,25.0,,0.25,12.75
2020-05-16,23,25.0,,0.25,5.75
2020-05-17,25,25.0,,0.25,6.25
2020-05-18,95,25.0,,0.25,23.75
2020-05-19,77,25.0,,0.25,19.25
2020-05-20,68,25.0,,0.25,17.0
2020-05-21,59,25.0,,0.25,14.75
2020-05-22,43,25.0,,0.25,10.75
2020-05-23,22,25.0,,0.25,5.5
2020-05-24,21,25.0,,0.25,5.25
2020-05-25,29,25.0,,0.25,7.25
2020-05-26,66,25.0,,0.25,16.5
2020-05-27,45,25.0,,0.25,11.25
2020-05-28,46,25.0,,0.25,11.5
2020-05-29,40,25.0,,0.25,10.0
2020-05-30,20,25.0,,0.25,5.0
2020-05-31,17,25.0,,0.25,4.25
2020-06-01,64,20.0,False,0.2,12.8
2020-06-02,60,20.0,,0.2,12.0
2020-06-03,67,20.0,,0.2,13.4
2020-06-04,69,20.0,,0.2,13.8
2020-06-05,84,20.0,,0.2,16.8
2020-06-06,38,20.0,,0.2,7.6000000000000005
2020-06-07,37,20.0,,0.2,7.4
2020-06-08,100,20.0,,0.2,20.0
2020-06-09,80,20.0,,0.2,16.0
2020-06-10,70,20.0,,0.2,14.0
2020-06-11,76,20.0,,0.2,15.200000000000001
2020-06-12,66,20.0,,0.2,13.200000000000001
2020-06-13,31,20.0,,0.2,6.2
2020-06-14,25,20.0,,0.2,5.0
2020-06-15,68,20.0,,0.2,13.600000000000001
2020-06-16,63,20.0,,0.2,12.600000000000001
2020-06-17,55,20.0,,0.2,11.0
2020-06-18,48,20.0,,0.2,9.600000000000001
2020-06-19,58,20.0,,0.2,11.600000000000001
2020-06-20,27,20.0,,0.2,5.4
2020-06-21,19,20.0,,0.2,3.8000000000000003
2020-06-22,67,20.0,,0.2,13.4
2020-06-23,68,20.0,,0.2,13.600000000000001
2020-06-24,55,20.0,,0.2,11.0
2020-06-25,47,20.0,,0.2,9.4
2020-06-26,55,20.0,,0.2,11.0
2020-06-27,17,20.0,,0.2,3.4000000000000004
2020-06-28,16,20.0,,0.2,3.2
2020-06-29,53,20.0,,0.2,10.600000000000001
2020-06-30,44,20.0,,0.2,8.8
2020-07-01,82,13.0,False,0.13,10.66
2020-07-02,93,13.0,,0.13,12.09
2020-07-03,59,13.0,,0.13,7.67
2020-07-04,28,13.0,,0.13,3.64
2020-07-05,33,13.0,,0.13,4.29
2020-07-06,80,13.0,,0.13,10.4
2020-07-07,96,13.0,,0.13,12.48
2020-07-08,86,13.0,,0.13,11.18
2020-07-09,100,13.0,,0.13,13.0
2020-07-10,87,13.0,,0.13,11.31
2020-07-11,20,13.0,,0.13,2.6
2020-07-12,21,13.0,,0.13,2.73
2020-07-13,73,13.0,,0.13,9.49
2020-07-14,79,13.0,,0.13,10.27
2020-07-15,72,13.0,,0.13,9.36
2020-07-16,65,13.0,,0.13,8.450000000000001
2020-07-17,56,13.0,,0.13,7.28
2020-07-18,27,13.0,,0.13,3.5100000000000002
2020-07-19,31,13.0,,0.13,4.03
2020-07-20,54,13.0,,0.13,7.0200000000000005
2020-07-21,80,13.0,,0.13,10.4
2020-07-22,94,13.0,,0.13,12.22
2020-07-23,48,13.0,,0.13,6.24
2020-07-24,45,13.0,,0.13,5.8500000000000005
2020-07-25,17,13.0,,0.13,2.21
2020-07-26,18,13.0,,0.13,2.34
2020-07-27,73,13.0,,0.13,9.49
2020-07-28,65,13.0,,0.13,8.450000000000001
2020-07-29,58,13.0,,0.13,7.54
2020-07-30,58,13.0,,0.13,7.54
2020-07-31,55,13.0,,0.13,7.15
2020-08-01,15,9.0,False,0.09,1.3499999999999999
2020-08-02,32,9.0,,0.09,2.88
2020-08-03,74,9.0,,0.09,6.66
2020-08-04,70,9.0,,0.09,6.3
2020-08-05,100,9.0,,0.09,9.0
2020-08-06,98,9.0,,0.09,8.82
2020-08-07,67,9.0,,0.09,6.029999999999999
2020-08-08,45,9.0,,0.09,4.05
2020-08-09,17,9.0,,0.09,1.53
2020-08-10,71,9.0,,0.09,6.39
2020-08-11,78,9.0,,0.09,7.02
2020-08-12,82,9.0,,0.09,7.38
2020-08-13,76,9.0,,0.09,6.84
2020-08-14,63,9.0,,0.09,5.67
2020-08-15,22,9.0,,0.09,1.98
2020-08-16,29,9.0,,0.09,2.61
2020-08-17,58,9.0,,0.09,5.22
2020-08-18,50,9.0,,0.09,4.5
2020-08-19,66,9.0,,0.09,5.9399999999999995
2020-08-20,76,9.0,,0.09,6.84
2020-08-21,60,9.0,,0.09,5.3999999999999995
2020-08-22,26,9.0,,0.09,2.34
2020-08-23,24,9.0,,0.09,2.16
2020-08-24,61,9.0,,0.09,5.49
2020-08-25,68,9.0,,0.09,6.12
2020-08-26,66,9.0,,0.09,5.9399999999999995
2020-08-27,63,9.0,,0.09,5.67
2020-08-28,65,9.0,,0.09,5.85
2020-08-29,24,9.0,,0.09,2.16
2020-08-30,18,9.0,,0.09,1.6199999999999999
2020-08-31,69,9.0,,0.09,6.21
2020-09-01,61,8.0,False,0.08,4.88
2020-09-02,75,8.0,,0.08,6.0
2020-09-03,37,8.0,,0.08,2.96
2020-09-04,49,8.0,,0.08,3.92
2020-09-05,17,8.0,,0.08,1.36
2020-09-06,11,8.0,,0.08,0.88
2020-09-07,23,8.0,,0.08,1.84
2020-09-08,100,8.0,,0.08,8.0
2020-09-09,70,8.0,,0.08,5.6000000000000005
2020-09-10,53,8.0,,0.08,4.24
2020-09-11,60,8.0,,0.08,4.8
2020-09-12,18,8.0,,0.08,1.44
2020-09-13,19,8.0,,0.08,1.52
2020-09-14,66,8.0,,0.08,5.28
2020-09-15,63,8.0,,0.08,5.04
2020-09-16,60,8.0,,0.08,4.8
2020-09-17,41,8.0,,0.08,3.2800000000000002
2020-09-18,62,8.0,,0.08,4.96
2020-09-19,21,8.0,,0.08,1.68
2020-09-20,13,8.0,,0.08,1.04
2020-09-21,61,8.0,,0.08,4.88
2020-09-22,53,8.0,,0.08,4.24
2020-09-23,54,8.0,,0.08,4.32
2020-09-24,53,8.0,,0.08,4.24
2020-09-25,50,8.0,,0.08,4.0
2020-09-26,18,8.0,,0.08,1.44
2020-09-27,17,8.0,,0.08,1.36
2020-09-28,45,8.0,,0.08,3.6
2020-09-29,29,8.0,,0.08,2.32
2020-09-30,60,8.0,,0.08,4.8
2020-10-01,78,8.0,False,0.08,6.24
2020-10-02,76,8.0,,0.08,6.08
2020-10-03,31,8.0,,0.08,2.48
2020-10-04,14,8.0,,0.08,1.12
2020-10-05,70,8.0,,0.08,5.6000000000000005
2020-10-06,72,8.0,,0.08,5.76
2020-10-07,69,8.0,,0.08,5.5200000000000005
2020-10-08,84,8.0,,0.08,6.72
2020-10-09,78,8.0,,0.08,6.24
2020-10-10,20,8.0,,0.08,1.6
2020-10-11,15,8.0,,0.08,1.2
2020-10-12,72,8.0,,0.08,5.76
2020-10-13,63,8.0,,0.08,5.04
2020-10-14,67,8.0,,0.08,5.36
2020-10-15,60,8.0,,0.08,4.8
2020-10-16,70,8.0,,0.08,5.6000000000000005
2020-10-17,16,8.0,,0.08,1.28
2020-10-18,24,8.0,,0.08,1.92
2020-10-19,75,8.0,,0.08,6.0
2020-10-20,72,8.0,,0.08,5.76
2020-10-21,100,8.0,,0.08,8.0
2020-10-22,77,8.0,,0.08,6.16
2020-10-23,62,8.0,,0.08,4.96
2020-10-24,29,8.0,,0.08,2.32
2020-10-25,24,8.0,,0.08,1.92
2020-10-26,77,8.0,,0.08,6.16
2020-10-27,80,8.0,,0.08,6.4
2020-10-28,82,8.0,,0.08,6.5600000000000005
2020-10-29,84,8.0,,0.08,6.72
2020-10-30,73,8.0,,0.08,5.84
2020-10-31,32,8.0,,0.08,2.56
2020-11-01,15,8.0,False,0.08,1.2
2020-11-02,75,8.0,,0.08,6.0
2020-11-03,60,8.0,,0.08,4.8
2020-11-04,46,8.0,,0.08,3.68
2020-11-05,32,8.0,,0.08,2.56
2020-11-06,39,8.0,,0.08,3.12
2020-11-07,20,8.0,,0.08,1.6
2020-11-08,28,8.0,,0.08,2.24
2020-11-09,92,8.0,,0.08,7.36
2020-11-10,100,8.0,,0.08,8.0
2020-11-11,73,8.0,,0.08,5.84
2020-11-12,63,8.0,,0.08,5.04
2020-11-13,45,8.0,,0.08,3.6
2020-11-14,11,8.0,,0.08,0.88
2020-11-15,14,8.0,,0.08,1.12
2020-11-16,59,8.0,,0.08,4.72
2020-11-17,74,8.0,,0.08,5.92
2020-11-18,62,8.0,,0.08,4.96
2020-11-19,65,8.0,,0.08,5.2
2020-11-20,44,8.0,,0.08,3.52
2020-11-21,14,8.0,,0.08,1.12
2020-11-22,7,8.0,,0.08,0.56
2020-11-23,59,8.0,,0.08,4.72
2020-11-24,85,8.0,,0.08,6.8
2020-11-25,74,8.0,,0.08,5.92
2020-11-26,33,8.0,,0.08,2.64
2020-11-27,48,8.0,,0.08,3.84
2020-11-28,17,8.0,,0.08,1.36
2020-11-29,22,8.0,,0.08,1.76
2020-11-30,74,8.0,,0.08,5.92
2020-12-01,61,8.0,False,0.08,4.88
2020-12-02,71,8.0,,0.08,5.68
2020-12-03,90,8.0,,0.08,7.2
2020-12-04,69,8.0,,0.08,5.5200000000000005
2020-12-05,29,8.0,,0.08,2.32
2020-12-06,23,8.0,,0.08,1.84
2020-12-07,81,8.0,,0.08,6.48
2020-12-08,86,8.0,,0.08,6.88
2020-12-09,73,8.0,,0.08,5.84
2020-12-10,98,8.0,,0.08,7.84
2020-12-11,75,8.0,,0.08,6.0
2020-12-12,31,8.0,,0.08,2.48
2020-12-13,31,8.0,,0.08,2.48
2020-12-14,83,8.0,,0.08,6.640000000000001
2020-12-15,83,8.0,,0.08,6.640000000000001
2020-12-16,67,8.0,,0.08,5.36
2020-12-17,93,8.0,,0.08,7.44
2020-12-18,100,8.0,,0.08,8.0
2020-12-19,33,8.0,,0.08,2.64
2020-12-20,20,8.0,,0.08,1.6
2020-12-21,77,8.0,,0.08,6.16
2020-12-22,87,8.0,,0.08,6.96
2020-12-23,64,8.0,,0.08,5.12
2020-12-24,51,8.0,,0.08,4.08
2020-12-25,29,8.0,,0.08,2.32
2020-12-26,23,8.0,,0.08,1.84
2020-12-27,19,8.0,,0.08,1.52
2020-12-28,65,8.0,,0.08,5.2
2020-12-29,61,8.0,,0.08,4.88
2020-12-30,59,8.0,,0.08,4.72
2020-12-31,63,8.0,,0.08,5.04
2021-01-01,16,8.0,False,0.08,1.28
2021-01-02,9,8.0,,0.08,0.72
2021-01-03,11,8.0,,0.08,0.88
2021-01-04,55,8.0,,0.08,4.4
2021-01-05,75,8.0,,0.08,6.0
2021-01-06,76,8.0,,0.08,6.08
2021-01-07,75,8.0,,0.08,6.0
2021-01-08,70,8.0,,0.08,5.6000000000000005
2021-01-09,23,8.0,,0.08,1.84
2021-01-10,30,8.0,,0.08,2.4
2021-01-11,50,8.0,,0.08,4.0
2021-01-12,78,8.0,,0.08,6.24
2021-01-13,92,8.0,,0.08,7.36
2021-01-14,42,8.0,,0.08,3.36
2021-01-15,51,8.0,,0.08,4.08
2021-01-16,17,8.0,,0.08,1.36
2021-01-17,19,8.0,,0.08,1.52
2021-01-18,45,8.0,,0.08,3.6
2021-01-19,56,8.0,,0.08,4.48
2021-01-20,65,8.0,,0.08,5.2
2021-01-21,100,8.0,,0.08,8.0
2021-01-22,64,8.0,,0.08,5.12
2021-01-23,24,8.0,,0.08,1.92
2021-01-24,20,8.0,,0.08,1.6
2021-01-25,75,8.0,,0.08,6.0
2021-01-26,55,8.0,,0.08,4.4
2021-01-27,57,8.0,,0.08,4.5600000000000005
2021-01-28,59,8.0,,0.08,4.72
2021-01-29,47,8.0,,0.08,3.7600000000000002
2021-01-30,23,8.0,,0.08,1.84
2021-01-31,25,8.0,,0.08,2.0
2021-02-01,46,12.0,False,0.12,5.52
2021-02-02,49,12.0,,0.12,5.88
2021-02-03,72,12.0,,0.12,8.64
2021-02-04,42,12.0,,0.12,5.04
2021-02-05,60,12.0,,0.12,7.199999999999999
2021-02-06,30,12.0,,0.12,3.5999999999999996
2021-02-07,12,12.0,,0.12,1.44
2021-02-08,81,12.0,,0.12,9.719999999999999
2021-02-09,100,12.0,,0.12,12.0
2021-02-10,64,12.0,,0.12,7.68
2021-02-11,72,12.0,,0.12,8.64
2021-02-12,62,12.0,,0.12,7.4399999999999995
2021-02-13,29,12.0,,0.12,3.48
2021-02-14,25,12.0,,0.12,3.0
2021-02-15,80,12.0,,0.12,9.6
2021-02-16,75,12.0,,0.12,9.0
2021-02-17,87,12.0,,0.12,10.44
2021-02-18,90,12.0,,0.12,10.799999999999999
2021-02-19,46,12.0,,0.12,5.52
2021-02-20,18,12.0,,0.12,2.16
2021-02-21,21,12.0,,0.12,2.52
2021-02-22,89,12.0,,0.12,10.68
2021-02-23,71,12.0,,0.12,8.52
2021-02-24,75,12.0,,0.12,9.0
2021-02-25,83,12.0,,0.12,9.959999999999999
2021-02-26,62,12.0,,0.12,7.4399999999999995
2021-02-27,22,12.0,,0.12,2.6399999999999997
2021-02-28,23,12.0,,0.12,2.76
2021-03-01,63,12.0,False,0.12,7.56
2021-03-02,57,12.0,,0.12,6.84
2021-03-03,56,12.0,,0.12,6.72
2021-03-04,61,12.0,,0.12,7.319999999999999
2021-03-05,100,12.0,,0.12,12.0
2021-03-06,32,12.0,,0.12,3.84
2021-03-07,43,12.0,,0.12,5.16
2021-03-08,96,12.0,,0.12,11.52
2021-03-09,89,12.0,,0.12,10.68
2021-03-10,59,12.0,,0.12,7.08
2021-03-11,58,12.0,,0.12,6.96
2021-03-12,47,12.0,,0.12,5.64
2021-03-13,22,12.0,,0.12,2.6399999999999997
2021-03-14,18,12.0,,0.12,2.16
2021-03-15,55,12.0,,0.12,6.6
2021-03-16,53,12.0,,0.12,6.359999999999999
2021-03-17,58,12.0,,0.12,6.96
2021-03-18,77,12.0,,0.12,9.24
2021-03-19,54,12.0,,0.12,6.4799999999999995
2021-03-20,25,12.0,,0.12,3.0
2021-03-21,18,12.0,,0.12,2.16
2021-03-22,47,12.0,,0.12,5.64
2021-03-23,71,12.0,,0.12,8.52
2021-03-24,50,12.0,,0.12,6.0
2021-03-25,54,12.0,,0.12,6.4799999999999995
2021-03-26,41,12.0,,0.12,4.92
2021-03-27,20,12.0,,0.12,2.4
2021-03-28,28,12.0,,0.12,3.36
2021-03-29,61,12.0,,0.12,7.319999999999999
2021-03-30,49,12.0,,0.12,5.88
2021-03-31,45,12.0,,0.12,5.3999999999999995
2021-04-01,91,8.0,False,0.08,7.28
2021-04-02,48,8.0,,0.08,3.84
2021-04-03,25,8.0,,0.08,2.0
2021-04-04,31,8.0,,0.08,2.48
2021-04-05,99,8.0,,0.08,7.92
2021-04-06,72,8.0,,0.08,5.76
2021-04-07,70,8.0,,0.08,5.6000000000000005
2021-04-08,78,8.0,,0.08,6.24
2021-04-09,80,8.0,,0.08,6.4
2021-04-10,31,8.0,,0.08,2.48
2021-04-11,19,8.0,,0.08,1.52
2021-04-12,77,8.0,,0.08,6.16
