date,SBGI_unscaled,SBGI_monthly,isPartial,scale,SBGI
2019-09-23,47,23.0,,0.23,10.81
2019-09-24,48,23.0,,0.23,11.040000000000001
2019-09-25,97,23.0,,0.23,22.310000000000002
2019-09-26,49,23.0,,0.23,11.270000000000001
2019-09-27,100,23.0,,0.23,23.0
2019-09-28,0,23.0,,0.23,0.0
2019-09-29,0,23.0,,0.23,0.0
2019-09-30,49,23.0,,0.23,11.270000000000001
2019-10-01,0,25.0,False,0.25,0.0
2019-10-02,96,25.0,,0.25,24.0
2019-10-03,65,25.0,,0.25,16.25
2019-10-04,0,25.0,,0.25,0.0
2019-10-05,0,25.0,,0.25,0.0
2019-10-06,0,25.0,,0.25,0.0
2019-10-07,98,25.0,,0.25,24.5
2019-10-08,33,25.0,,0.25,8.25
2019-10-09,34,25.0,,0.25,8.5
2019-10-10,0,25.0,,0.25,0.0
2019-10-11,0,25.0,,0.25,0.0
2019-10-12,0,25.0,,0.25,0.0
2019-10-13,0,25.0,,0.25,0.0
2019-10-14,100,25.0,,0.25,25.0
2019-10-15,0,25.0,,0.25,0.0
2019-10-16,0,25.0,,0.25,0.0
2019-10-17,67,25.0,,0.25,16.75
2019-10-18,33,25.0,,0.25,8.25
2019-10-19,0,25.0,,0.25,0.0
2019-10-20,0,25.0,,0.25,0.0
2019-10-21,32,25.0,,0.25,8.0
2019-10-22,63,25.0,,0.25,15.75
2019-10-23,0,25.0,,0.25,0.0
2019-10-24,0,25.0,,0.25,0.0
2019-10-25,0,25.0,,0.25,0.0
2019-10-26,0,25.0,,0.25,0.0
2019-10-27,0,25.0,,0.25,0.0
2019-10-28,32,25.0,,0.25,8.0
2019-10-29,64,25.0,,0.25,16.0
2019-10-30,0,25.0,,0.25,0.0
2019-10-31,0,25.0,,0.25,0.0
2019-11-01,71,26.0,False,0.26,18.46
2019-11-02,0,26.0,,0.26,0.0
2019-11-03,0,26.0,,0.26,0.0
2019-11-04,67,26.0,,0.26,17.42
2019-11-05,34,26.0,,0.26,8.84
2019-11-06,100,26.0,,0.26,26.0
2019-11-07,67,26.0,,0.26,17.42
2019-11-08,0,26.0,,0.26,0.0
2019-11-09,0,26.0,,0.26,0.0
2019-11-10,39,26.0,,0.26,10.14
2019-11-11,0,26.0,,0.26,0.0
2019-11-12,0,26.0,,0.26,0.0
2019-11-13,0,26.0,,0.26,0.0
2019-11-14,33,26.0,,0.26,8.58
2019-11-15,33,26.0,,0.26,8.58
2019-11-16,39,26.0,,0.26,10.14
2019-11-17,0,26.0,,0.26,0.0
2019-11-18,0,26.0,,0.26,0.0
2019-11-19,66,26.0,,0.26,17.16
2019-11-20,34,26.0,,0.26,8.84
2019-11-21,0,26.0,,0.26,0.0
2019-11-22,68,26.0,,0.26,17.68
2019-11-23,0,26.0,,0.26,0.0
2019-11-24,39,26.0,,0.26,10.14
2019-11-25,34,26.0,,0.26,8.84
2019-11-26,35,26.0,,0.26,9.1
2019-11-27,0,26.0,,0.26,0.0
2019-11-28,0,26.0,,0.26,0.0
2019-11-29,0,26.0,,0.26,0.0
2019-11-30,0,26.0,,0.26,0.0
2019-12-01,0,18.0,False,0.18,0.0
2019-12-02,47,18.0,,0.18,8.459999999999999
2019-12-03,48,18.0,,0.18,8.64
2019-12-04,98,18.0,,0.18,17.64
2019-12-05,0,18.0,,0.18,0.0
2019-12-06,0,18.0,,0.18,0.0
2019-12-07,58,18.0,,0.18,10.44
2019-12-08,0,18.0,,0.18,0.0
2019-12-09,0,18.0,,0.18,0.0
2019-12-10,0,18.0,,0.18,0.0
2019-12-11,49,18.0,,0.18,8.82
2019-12-12,0,18.0,,0.18,0.0
2019-12-13,50,18.0,,0.18,9.0
2019-12-14,58,18.0,,0.18,10.44
2019-12-15,0,18.0,,0.18,0.0
2019-12-16,0,18.0,,0.18,0.0
2019-12-17,0,18.0,,0.18,0.0
2019-12-18,100,18.0,,0.18,18.0
2019-12-19,51,18.0,,0.18,9.18
2019-12-20,0,18.0,,0.18,0.0
2019-12-21,0,18.0,,0.18,0.0
2019-12-22,0,18.0,,0.18,0.0
2019-12-23,0,18.0,,0.18,0.0
2019-12-24,0,18.0,,0.18,0.0
2019-12-25,0,18.0,,0.18,0.0
2019-12-26,58,18.0,,0.18,10.44
2019-12-27,55,18.0,,0.18,9.9
2019-12-28,0,18.0,,0.18,0.0
2019-12-29,0,18.0,,0.18,0.0
2019-12-30,54,18.0,,0.18,9.719999999999999
2019-12-31,55,18.0,,0.18,9.9
2020-01-01,0,24.0,False,0.24,0.0
2020-01-02,100,24.0,,0.24,24.0
2020-01-03,33,24.0,,0.24,7.92
2020-01-04,71,24.0,,0.24,17.04
2020-01-05,0,24.0,,0.24,0.0
2020-01-06,32,24.0,,0.24,7.68
2020-01-07,32,24.0,,0.24,7.68
2020-01-08,0,24.0,,0.24,0.0
2020-01-09,0,24.0,,0.24,0.0
2020-01-10,63,24.0,,0.24,15.12
2020-01-11,36,24.0,,0.24,8.64
2020-01-12,0,24.0,,0.24,0.0
2020-01-13,29,24.0,,0.24,6.96
2020-01-14,0,24.0,,0.24,0.0
2020-01-15,0,24.0,,0.24,0.0
2020-01-16,0,24.0,,0.24,0.0
2020-01-17,32,24.0,,0.24,7.68
2020-01-18,0,24.0,,0.24,0.0
2020-01-19,0,24.0,,0.24,0.0
2020-01-20,33,24.0,,0.24,7.92
2020-01-21,0,24.0,,0.24,0.0
2020-01-22,31,24.0,,0.24,7.4399999999999995
2020-01-23,31,24.0,,0.24,7.4399999999999995
2020-01-24,63,24.0,,0.24,15.12
2020-01-25,0,24.0,,0.24,0.0
2020-01-26,0,24.0,,0.24,0.0
2020-01-27,0,24.0,,0.24,0.0
2020-01-28,31,24.0,,0.24,7.4399999999999995
2020-01-29,31,24.0,,0.24,7.4399999999999995
2020-01-30,31,24.0,,0.24,7.4399999999999995
2020-01-31,0,24.0,,0.24,0.0
2020-02-01,0,37.0,False,0.37,0.0
2020-02-02,25,37.0,,0.37,9.25
2020-02-03,20,37.0,,0.37,7.4
2020-02-04,0,37.0,,0.37,0.0
2020-02-05,44,37.0,,0.37,16.28
2020-02-06,0,37.0,,0.37,0.0
2020-02-07,0,37.0,,0.37,0.0
2020-02-08,0,37.0,,0.37,0.0
2020-02-09,0,37.0,,0.37,0.0
2020-02-10,21,37.0,,0.37,7.77
2020-02-11,21,37.0,,0.37,7.77
2020-02-12,84,37.0,,0.37,31.08
2020-02-13,0,37.0,,0.37,0.0
2020-02-14,22,37.0,,0.37,8.14
2020-02-15,0,37.0,,0.37,0.0
2020-02-16,0,37.0,,0.37,0.0
2020-02-17,0,37.0,,0.37,0.0
2020-02-18,21,37.0,,0.37,7.77
2020-02-19,62,37.0,,0.37,22.94
2020-02-20,0,37.0,,0.37,0.0
2020-02-21,21,37.0,,0.37,7.77
2020-02-22,75,37.0,,0.37,27.75
2020-02-23,24,37.0,,0.37,8.879999999999999
2020-02-24,21,37.0,,0.37,7.77
2020-02-25,20,37.0,,0.37,7.4
2020-02-26,100,37.0,,0.37,37.0
2020-02-27,60,37.0,,0.37,22.2
2020-02-28,43,37.0,,0.37,15.91
2020-02-29,0,37.0,,0.37,0.0
2020-03-01,0,53.0,False,0.53,0.0
2020-03-02,39,53.0,,0.53,20.67
2020-03-03,20,53.0,,0.53,10.600000000000001
2020-03-04,19,53.0,,0.53,10.07
2020-03-05,0,53.0,,0.53,0.0
2020-03-06,100,53.0,,0.53,53.0
2020-03-07,0,53.0,,0.53,0.0
2020-03-08,0,53.0,,0.53,0.0
2020-03-09,59,53.0,,0.53,31.270000000000003
2020-03-10,0,53.0,,0.53,0.0
2020-03-11,0,53.0,,0.53,0.0
2020-03-12,95,53.0,,0.53,50.35
2020-03-13,0,53.0,,0.53,0.0
2020-03-14,48,53.0,,0.53,25.44
2020-03-15,0,53.0,,0.53,0.0
2020-03-16,59,53.0,,0.53,31.270000000000003
2020-03-17,59,53.0,,0.53,31.270000000000003
2020-03-18,60,53.0,,0.53,31.8
2020-03-19,20,53.0,,0.53,10.600000000000001
2020-03-20,39,53.0,,0.53,20.67
2020-03-21,0,53.0,,0.53,0.0
2020-03-22,0,53.0,,0.53,0.0
2020-03-23,36,53.0,,0.53,19.080000000000002
2020-03-24,20,53.0,,0.53,10.600000000000001
2020-03-25,20,53.0,,0.53,10.600000000000001
2020-03-26,0,53.0,,0.53,0.0
2020-03-27,75,53.0,,0.53,39.75
2020-03-28,0,53.0,,0.53,0.0
2020-03-29,0,53.0,,0.53,0.0
2020-03-30,0,53.0,,0.53,0.0
2020-03-31,37,53.0,,0.53,19.61
2020-04-01,99,36.0,False,0.36,35.64
2020-04-02,0,36.0,,0.36,0.0
2020-04-03,100,36.0,,0.36,36.0
2020-04-04,78,36.0,,0.36,28.08
2020-04-05,0,36.0,,0.36,0.0
2020-04-06,66,36.0,,0.36,23.759999999999998
2020-04-07,33,36.0,,0.36,11.879999999999999
2020-04-08,67,36.0,,0.36,24.119999999999997
2020-04-09,0,36.0,,0.36,0.0
2020-04-10,0,36.0,,0.36,0.0
2020-04-11,0,36.0,,0.36,0.0
2020-04-12,0,36.0,,0.36,0.0
2020-04-13,0,36.0,,0.36,0.0
2020-04-14,66,36.0,,0.36,23.759999999999998
2020-04-15,64,36.0,,0.36,23.04
2020-04-16,32,36.0,,0.36,11.52
2020-04-17,32,36.0,,0.36,11.52
2020-04-18,37,36.0,,0.36,13.32
2020-04-19,0,36.0,,0.36,0.0
2020-04-20,32,36.0,,0.36,11.52
2020-04-21,33,36.0,,0.36,11.879999999999999
2020-04-22,66,36.0,,0.36,23.759999999999998
2020-04-23,32,36.0,,0.36,11.52
2020-04-24,96,36.0,,0.36,34.56
2020-04-25,0,36.0,,0.36,0.0
2020-04-26,37,36.0,,0.36,13.32
2020-04-27,33,36.0,,0.36,11.879999999999999
2020-04-28,33,36.0,,0.36,11.879999999999999
2020-04-29,64,36.0,,0.36,23.04
2020-04-30,63,36.0,,0.36,22.68
2020-05-01,41,31.0,False,0.31,12.709999999999999
2020-05-02,0,31.0,,0.31,0.0
2020-05-03,0,31.0,,0.31,0.0
2020-05-04,0,31.0,,0.31,0.0
2020-05-05,18,31.0,,0.31,5.58
2020-05-06,100,31.0,,0.31,31.0
2020-05-07,20,31.0,,0.31,6.2
2020-05-08,0,31.0,,0.31,0.0
2020-05-09,23,31.0,,0.31,7.13
2020-05-10,0,31.0,,0.31,0.0
2020-05-11,41,31.0,,0.31,12.709999999999999
2020-05-12,40,31.0,,0.31,12.4
2020-05-13,0,31.0,,0.31,0.0
2020-05-14,61,31.0,,0.31,18.91
2020-05-15,0,31.0,,0.31,0.0
2020-05-16,0,31.0,,0.31,0.0
2020-05-17,0,31.0,,0.31,0.0
2020-05-18,41,31.0,,0.31,12.709999999999999
2020-05-19,20,31.0,,0.31,6.2
2020-05-20,41,31.0,,0.31,12.709999999999999
2020-05-21,0,31.0,,0.31,0.0
2020-05-22,42,31.0,,0.31,13.02
2020-05-23,0,31.0,,0.31,0.0
2020-05-24,25,31.0,,0.31,7.75
2020-05-25,24,31.0,,0.31,7.4399999999999995
2020-05-26,0,31.0,,0.31,0.0
2020-05-27,41,31.0,,0.31,12.709999999999999
2020-05-28,20,31.0,,0.31,6.2
2020-05-29,21,31.0,,0.31,6.51
2020-05-30,0,31.0,,0.31,0.0
2020-05-31,24,31.0,,0.31,7.4399999999999995
2020-06-01,0,35.0,False,0.35,0.0
2020-06-02,42,35.0,,0.35,14.7
2020-06-03,60,35.0,,0.35,21.0
2020-06-04,79,35.0,,0.35,27.65
2020-06-05,0,35.0,,0.35,0.0
2020-06-06,24,35.0,,0.35,8.399999999999999
2020-06-07,0,35.0,,0.35,0.0
2020-06-08,0,35.0,,0.35,0.0
2020-06-09,100,35.0,,0.35,35.0
2020-06-10,21,35.0,,0.35,7.35
2020-06-11,21,35.0,,0.35,7.35
2020-06-12,44,35.0,,0.35,15.399999999999999
2020-06-13,0,35.0,,0.35,0.0
2020-06-14,0,35.0,,0.35,0.0
2020-06-15,43,35.0,,0.35,15.049999999999999
2020-06-16,0,35.0,,0.35,0.0
2020-06-17,43,35.0,,0.35,15.049999999999999
2020-06-18,0,35.0,,0.35,0.0
2020-06-19,44,35.0,,0.35,15.399999999999999
2020-06-20,25,35.0,,0.35,8.75
2020-06-21,0,35.0,,0.35,0.0
2020-06-22,22,35.0,,0.35,7.699999999999999
2020-06-23,0,35.0,,0.35,0.0
2020-06-24,22,35.0,,0.35,7.699999999999999
2020-06-25,22,35.0,,0.35,7.699999999999999
2020-06-26,46,35.0,,0.35,16.099999999999998
2020-06-27,0,35.0,,0.35,0.0
2020-06-28,25,35.0,,0.35,8.75
2020-06-29,0,35.0,,0.35,0.0
2020-06-30,45,35.0,,0.35,15.749999999999998
2020-07-01,66,24.0,False,0.24,15.84
2020-07-02,33,24.0,,0.24,7.92
2020-07-03,0,24.0,,0.24,0.0
2020-07-04,0,24.0,,0.24,0.0
2020-07-05,40,24.0,,0.24,9.6
2020-07-06,0,24.0,,0.24,0.0
2020-07-07,33,24.0,,0.24,7.92
2020-07-08,33,24.0,,0.24,7.92
2020-07-09,33,24.0,,0.24,7.92
2020-07-10,34,24.0,,0.24,8.16
2020-07-11,0,24.0,,0.24,0.0
2020-07-12,0,24.0,,0.24,0.0
2020-07-13,0,24.0,,0.24,0.0
2020-07-14,65,24.0,,0.24,15.6
2020-07-15,0,24.0,,0.24,0.0
2020-07-16,33,24.0,,0.24,7.92
2020-07-17,34,24.0,,0.24,8.16
2020-07-18,0,24.0,,0.24,0.0
2020-07-19,0,24.0,,0.24,0.0
2020-07-20,0,24.0,,0.24,0.0
2020-07-21,100,24.0,,0.24,24.0
2020-07-22,0,24.0,,0.24,0.0
2020-07-23,0,24.0,,0.24,0.0
2020-07-24,0,24.0,,0.24,0.0
2020-07-25,39,24.0,,0.24,9.36
2020-07-26,39,24.0,,0.24,9.36
2020-07-27,0,24.0,,0.24,0.0
2020-07-28,34,24.0,,0.24,8.16
2020-07-29,0,24.0,,0.24,0.0
2020-07-30,33,24.0,,0.24,7.92
2020-07-31,70,24.0,,0.24,16.8
2020-08-01,29,32.0,False,0.32,9.28
2020-08-02,0,32.0,,0.32,0.0
2020-08-03,0,32.0,,0.32,0.0
2020-08-04,49,32.0,,0.32,15.68
2020-08-05,100,32.0,,0.32,32.0
2020-08-06,25,32.0,,0.32,8.0
2020-08-07,0,32.0,,0.32,0.0
2020-08-08,29,32.0,,0.32,9.28
2020-08-09,57,32.0,,0.32,18.240000000000002
2020-08-10,25,32.0,,0.32,8.0
2020-08-11,49,32.0,,0.32,15.68
2020-08-12,49,32.0,,0.32,15.68
2020-08-13,25,32.0,,0.32,8.0
2020-08-14,0,32.0,,0.32,0.0
2020-08-15,28,32.0,,0.32,8.96
2020-08-16,0,32.0,,0.32,0.0
2020-08-17,0,32.0,,0.32,0.0
2020-08-18,24,32.0,,0.32,7.68
2020-08-19,48,32.0,,0.32,15.36
2020-08-20,24,32.0,,0.32,7.68
2020-08-21,25,32.0,,0.32,8.0
2020-08-22,0,32.0,,0.32,0.0
2020-08-23,0,32.0,,0.32,0.0
2020-08-24,23,32.0,,0.32,7.36
2020-08-25,0,32.0,,0.32,0.0
2020-08-26,0,32.0,,0.32,0.0
2020-08-27,23,32.0,,0.32,7.36
2020-08-28,73,32.0,,0.32,23.36
2020-08-29,0,32.0,,0.32,0.0
2020-08-30,28,32.0,,0.32,8.96
2020-08-31,23,32.0,,0.32,7.36
2020-09-01,0,18.0,False,0.18,0.0
2020-09-02,34,18.0,,0.18,6.12
2020-09-03,0,18.0,,0.18,0.0
2020-09-04,0,18.0,,0.18,0.0
2020-09-05,42,18.0,,0.18,7.56
2020-09-06,0,18.0,,0.18,0.0
2020-09-07,0,18.0,,0.18,0.0
2020-09-08,68,18.0,,0.18,12.24
2020-09-09,34,18.0,,0.18,6.12
2020-09-10,33,18.0,,0.18,5.9399999999999995
2020-09-11,0,18.0,,0.18,0.0
2020-09-12,0,18.0,,0.18,0.0
2020-09-13,0,18.0,,0.18,0.0
2020-09-14,34,18.0,,0.18,6.12
2020-09-15,0,18.0,,0.18,0.0
2020-09-16,0,18.0,,0.18,0.0
2020-09-17,0,18.0,,0.18,0.0
2020-09-18,34,18.0,,0.18,6.12
2020-09-19,0,18.0,,0.18,0.0
2020-09-20,41,18.0,,0.18,7.38
2020-09-21,100,18.0,,0.18,18.0
2020-09-22,0,18.0,,0.18,0.0
2020-09-23,0,18.0,,0.18,0.0
2020-09-24,0,18.0,,0.18,0.0
2020-09-25,0,18.0,,0.18,0.0
2020-09-26,0,18.0,,0.18,0.0
2020-09-27,0,18.0,,0.18,0.0
2020-09-28,37,18.0,,0.18,6.66
2020-09-29,73,18.0,,0.18,13.139999999999999
2020-09-30,73,18.0,,0.18,13.139999999999999
2020-10-01,56,25.0,False,0.25,14.0
2020-10-02,57,25.0,,0.25,14.25
2020-10-03,0,25.0,,0.25,0.0
2020-10-04,0,25.0,,0.25,0.0
2020-10-05,28,25.0,,0.25,7.0
2020-10-06,28,25.0,,0.25,7.0
2020-10-07,0,25.0,,0.25,0.0
2020-10-08,28,25.0,,0.25,7.0
2020-10-09,0,25.0,,0.25,0.0
2020-10-10,0,25.0,,0.25,0.0
2020-10-11,0,25.0,,0.25,0.0
2020-10-12,63,25.0,,0.25,15.75
2020-10-13,0,25.0,,0.25,0.0
2020-10-14,32,25.0,,0.25,8.0
2020-10-15,32,25.0,,0.25,8.0
2020-10-16,0,25.0,,0.25,0.0
2020-10-17,0,25.0,,0.25,0.0
2020-10-18,0,25.0,,0.25,0.0
2020-10-19,32,25.0,,0.25,8.0
2020-10-20,32,25.0,,0.25,8.0
2020-10-21,0,25.0,,0.25,0.0
2020-10-22,0,25.0,,0.25,0.0
2020-10-23,100,25.0,,0.25,25.0
2020-10-24,0,25.0,,0.25,0.0
2020-10-25,0,25.0,,0.25,0.0
2020-10-26,0,25.0,,0.25,0.0
2020-10-27,97,25.0,,0.25,24.25
2020-10-28,32,25.0,,0.25,8.0
2020-10-29,0,25.0,,0.25,0.0
2020-10-30,33,25.0,,0.25,8.25
2020-10-31,0,25.0,,0.25,0.0
2020-11-01,0,30.0,False,0.3,0.0
2020-11-02,16,30.0,,0.3,4.8
2020-11-03,0,30.0,,0.3,0.0
2020-11-04,11,30.0,,0.3,3.3
2020-11-05,12,30.0,,0.3,3.5999999999999996
2020-11-06,0,30.0,,0.3,0.0
2020-11-07,0,30.0,,0.3,0.0
2020-11-08,0,30.0,,0.3,0.0
2020-11-09,0,30.0,,0.3,0.0
2020-11-10,0,30.0,,0.3,0.0
2020-11-11,0,30.0,,0.3,0.0
2020-11-12,0,30.0,,0.3,0.0
2020-11-13,0,30.0,,0.3,0.0
2020-11-14,0,30.0,,0.3,0.0
2020-11-15,0,30.0,,0.3,0.0
2020-11-16,0,30.0,,0.3,0.0
2020-11-17,16,30.0,,0.3,4.8
2020-11-18,0,30.0,,0.3,0.0
2020-11-19,80,30.0,,0.3,24.0
2020-11-20,100,30.0,,0.3,30.0
2020-11-21,0,30.0,,0.3,0.0
2020-11-22,0,30.0,,0.3,0.0
2020-11-23,33,30.0,,0.3,9.9
2020-11-24,50,30.0,,0.3,15.0
2020-11-25,34,30.0,,0.3,10.2
2020-11-26,0,30.0,,0.3,0.0
2020-11-27,34,30.0,,0.3,10.2
2020-11-28,0,30.0,,0.3,0.0
2020-11-29,0,30.0,,0.3,0.0
2020-11-30,15,30.0,,0.3,4.5
2020-12-01,0,26.0,False,0.26,0.0
2020-12-02,32,26.0,,0.26,8.32
2020-12-03,98,26.0,,0.26,25.48
2020-12-04,100,26.0,,0.26,26.0
2020-12-05,0,26.0,,0.26,0.0
2020-12-06,0,26.0,,0.26,0.0
2020-12-07,33,26.0,,0.26,8.58
2020-12-08,33,26.0,,0.26,8.58
2020-12-09,0,26.0,,0.26,0.0
2020-12-10,98,26.0,,0.26,25.48
2020-12-11,34,26.0,,0.26,8.84
2020-12-12,0,26.0,,0.26,0.0
2020-12-13,0,26.0,,0.26,0.0
2020-12-14,33,26.0,,0.26,8.58
2020-12-15,0,26.0,,0.26,0.0
2020-12-16,0,26.0,,0.26,0.0
2020-12-17,33,26.0,,0.26,8.58
2020-12-18,35,26.0,,0.26,9.1
2020-12-19,0,26.0,,0.26,0.0
2020-12-20,0,26.0,,0.26,0.0
2020-12-21,0,26.0,,0.26,0.0
2020-12-22,0,26.0,,0.26,0.0
2020-12-23,0,26.0,,0.26,0.0
2020-12-24,74,26.0,,0.26,19.240000000000002
2020-12-25,0,26.0,,0.26,0.0
2020-12-26,0,26.0,,0.26,0.0
2020-12-27,0,26.0,,0.26,0.0
2020-12-28,68,26.0,,0.26,17.68
2020-12-29,0,26.0,,0.26,0.0
2020-12-30,34,26.0,,0.26,8.84
2020-12-31,0,26.0,,0.26,0.0
2021-01-01,0,33.0,False,0.33,0.0
2021-01-02,0,33.0,,0.33,0.0
2021-01-03,0,33.0,,0.33,0.0
2021-01-04,25,33.0,,0.33,8.25
2021-01-05,51,33.0,,0.33,16.830000000000002
2021-01-06,0,33.0,,0.33,0.0
2021-01-07,0,33.0,,0.33,0.0
2021-01-08,0,33.0,,0.33,0.0
2021-01-09,0,33.0,,0.33,0.0
2021-01-10,0,33.0,,0.33,0.0
2021-01-11,100,33.0,,0.33,33.0
2021-01-12,51,33.0,,0.33,16.830000000000002
2021-01-13,26,33.0,,0.33,8.58
2021-01-14,52,33.0,,0.33,17.16
2021-01-15,52,33.0,,0.33,17.16
2021-01-16,0,33.0,,0.33,0.0
2021-01-17,0,33.0,,0.33,0.0
2021-01-18,27,33.0,,0.33,8.91
2021-01-19,0,33.0,,0.33,0.0
2021-01-20,0,33.0,,0.33,0.0
2021-01-21,0,33.0,,0.33,0.0
2021-01-22,78,33.0,,0.33,25.740000000000002
2021-01-23,0,33.0,,0.33,0.0
2021-01-24,28,33.0,,0.33,9.24
2021-01-25,51,33.0,,0.33,16.830000000000002
2021-01-26,0,33.0,,0.33,0.0
2021-01-27,51,33.0,,0.33,16.830000000000002
2021-01-28,51,33.0,,0.33,16.830000000000002
2021-01-29,26,33.0,,0.33,8.58
2021-01-30,0,33.0,,0.33,0.0
2021-01-31,57,33.0,,0.33,18.810000000000002
2021-02-01,16,44.0,False,0.44,7.04
2021-02-02,0,44.0,,0.44,0.0
2021-02-03,17,44.0,,0.44,7.48
2021-02-04,49,44.0,,0.44,21.56
2021-02-05,17,44.0,,0.44,7.48
2021-02-06,37,44.0,,0.44,16.28
2021-02-07,0,44.0,,0.44,0.0
2021-02-08,16,44.0,,0.44,7.04
2021-02-09,17,44.0,,0.44,7.48
2021-02-10,17,44.0,,0.44,7.48
2021-02-11,0,44.0,,0.44,0.0
2021-02-12,0,44.0,,0.44,0.0
2021-02-13,18,44.0,,0.44,7.92
2021-02-14,0,44.0,,0.44,0.0
2021-02-15,0,44.0,,0.44,0.0
2021-02-16,0,44.0,,0.44,0.0
2021-02-17,17,44.0,,0.44,7.48
2021-02-18,33,44.0,,0.44,14.52
2021-02-19,17,44.0,,0.44,7.48
2021-02-20,38,44.0,,0.44,16.72
2021-02-21,19,44.0,,0.44,8.36
2021-02-22,48,44.0,,0.44,21.12
2021-02-23,17,44.0,,0.44,7.48
2021-02-24,49,44.0,,0.44,21.56
2021-02-25,100,44.0,,0.44,44.0
2021-02-26,17,44.0,,0.44,7.48
2021-02-27,0,44.0,,0.44,0.0
2021-02-28,0,44.0,,0.44,0.0
2021-03-01,66,28.0,False,0.28,18.48
2021-03-02,33,28.0,,0.28,9.24
2021-03-03,0,28.0,,0.28,0.0
2021-03-04,67,28.0,,0.28,18.76
2021-03-05,0,28.0,,0.28,0.0
2021-03-06,38,28.0,,0.28,10.64
2021-03-07,0,28.0,,0.28,0.0
2021-03-08,0,28.0,,0.28,0.0
2021-03-09,100,28.0,,0.28,28.000000000000004
2021-03-10,65,28.0,,0.28,18.200000000000003
2021-03-11,0,28.0,,0.28,0.0
2021-03-12,68,28.0,,0.28,19.040000000000003
2021-03-13,36,28.0,,0.28,10.080000000000002
2021-03-14,0,28.0,,0.28,0.0
2021-03-15,0,28.0,,0.28,0.0
2021-03-16,28,28.0,,0.28,7.840000000000001
2021-03-17,0,28.0,,0.28,0.0
2021-03-18,0,28.0,,0.28,0.0
2021-03-19,33,28.0,,0.28,9.24
2021-03-20,37,28.0,,0.28,10.360000000000001
2021-03-21,37,28.0,,0.28,10.360000000000001
2021-03-22,0,28.0,,0.28,0.0
2021-03-23,0,28.0,,0.28,0.0
2021-03-24,64,28.0,,0.28,17.92
2021-03-25,66,28.0,,0.28,18.48
2021-03-26,34,28.0,,0.28,9.520000000000001
2021-03-27,0,28.0,,0.28,0.0
2021-03-28,37,28.0,,0.28,10.360000000000001
2021-03-29,34,28.0,,0.28,9.520000000000001
2021-03-30,0,28.0,,0.28,0.0
2021-03-31,32,28.0,,0.28,8.96
2021-04-01,26,24.0,False,0.24,6.24
2021-04-02,0,24.0,,0.24,0.0
2021-04-03,0,24.0,,0.24,0.0
2021-04-04,0,24.0,,0.24,0.0
2021-04-05,27,24.0,,0.24,6.4799999999999995
2021-04-06,25,24.0,,0.24,6.0
2021-04-07,25,24.0,,0.24,6.0
2021-04-08,25,24.0,,0.24,6.0
2021-04-09,0,24.0,,0.24,0.0
2021-04-10,28,24.0,,0.24,6.72
2021-04-11,0,24.0,,0.24,0.0
2021-04-12,0,24.0,,0.24,0.0
2021-04-13,25,24.0,,0.24,6.0
2021-04-14,100,24.0,,0.24,24.0
2021-04-15,25,24.0,,0.24,6.0
2021-04-16,26,24.0,,0.24,6.24
2021-04-17,0,24.0,,0.24,0.0
2021-04-18,0,24.0,,0.24,0.0
2021-04-19,0,24.0,,0.24,0.0
2021-04-20,0,24.0,,0.24,0.0
2021-04-21,0,24.0,,0.24,0.0
2021-04-22,0,24.0,,0.24,0.0
2021-04-23,0,24.0,,0.24,0.0
2021-04-24,29,24.0,,0.24,6.96
2021-04-25,29,24.0,,0.24,6.96
2021-04-26,51,24.0,,0.24,12.24
2021-04-27,0,24.0,,0.24,0.0
2021-04-28,25,24.0,,0.24,6.0
2021-04-29,25,24.0,,0.24,6.0
2021-04-30,0,24.0,,0.24,0.0
2021-05-01,0,27.0,False,0.27,0.0
2021-05-02,0,27.0,,0.27,0.0
2021-05-03,16,27.0,,0.27,4.32
2021-05-04,0,27.0,,0.27,0.0
2021-05-05,32,27.0,,0.27,8.64
2021-05-06,32,27.0,,0.27,8.64
2021-05-07,0,27.0,,0.27,0.0
2021-05-08,0,27.0,,0.27,0.0
2021-05-09,19,27.0,,0.27,5.130000000000001
2021-05-10,34,27.0,,0.27,9.18
2021-05-11,0,27.0,,0.27,0.0
2021-05-12,0,27.0,,0.27,0.0
2021-05-13,33,27.0,,0.27,8.91
2021-05-14,0,27.0,,0.27,0.0
2021-05-15,0,27.0,,0.27,0.0
2021-05-16,0,27.0,,0.27,0.0
2021-05-17,100,27.0,,0.27,27.0
2021-05-18,17,27.0,,0.27,4.59
2021-05-19,16,27.0,,0.27,4.32
2021-05-20,17,27.0,,0.27,4.59
2021-05-21,0,27.0,,0.27,0.0
2021-05-22,19,27.0,,0.27,5.130000000000001
2021-05-23,0,27.0,,0.27,0.0
2021-05-24,0,27.0,,0.27,0.0
2021-05-25,0,27.0,,0.27,0.0
2021-05-26,16,27.0,,0.27,4.32
2021-05-27,0,27.0,,0.27,0.0
2021-05-28,17,27.0,,0.27,4.59
2021-05-29,0,27.0,,0.27,0.0
2021-05-30,0,27.0,,0.27,0.0
2021-05-31,0,27.0,,0.27,0.0
2021-06-01,51,27.0,False,0.27,13.770000000000001
2021-06-02,49,27.0,,0.27,13.23
2021-06-03,100,27.0,,0.27,27.0
