date,CMG_unscaled,CMG_monthly,isPartial,scale,CMG
2021-04-07,51,62.0,,0.62,31.62
2021-04-08,42,62.0,,0.62,26.04
2021-04-09,54,62.0,,0.62,33.48
2021-04-10,32,62.0,,0.62,19.84
2021-04-11,21,62.0,,0.62,13.02
2021-04-12,48,62.0,,0.62,29.759999999999998
2021-04-13,57,62.0,,0.62,35.339999999999996
2021-04-14,54,62.0,,0.62,33.48
2021-04-15,49,62.0,,0.62,30.38
2021-04-16,55,62.0,,0.62,34.1
2021-04-17,31,62.0,,0.62,19.22
2021-04-18,17,62.0,,0.62,10.54
2021-04-19,38,62.0,,0.62,23.56
2021-04-20,43,62.0,,0.62,26.66
2021-04-21,100,62.0,,0.62,62.0
2021-04-22,73,62.0,,0.62,45.26
2021-04-23,52,62.0,,0.62,32.24
2021-04-24,29,62.0,,0.62,17.98
2021-04-25,23,62.0,,0.62,14.26
2021-04-26,46,62.0,,0.62,28.52
2021-04-27,50,62.0,,0.62,31.0
2021-04-28,42,62.0,,0.62,26.04
2021-04-29,53,62.0,,0.62,32.86
2021-04-30,36,62.0,,0.62,22.32
2021-05-01,67,52.0,False,0.52,34.84
2021-05-02,63,52.0,,0.52,32.76
2021-05-03,99,52.0,,0.52,51.480000000000004
2021-05-04,100,52.0,,0.52,52.0
2021-05-05,88,52.0,,0.52,45.760000000000005
2021-05-06,65,52.0,,0.52,33.800000000000004
2021-05-07,85,52.0,,0.52,44.2
2021-05-08,53,52.0,,0.52,27.560000000000002
2021-05-09,46,52.0,,0.52,23.92
2021-05-10,89,52.0,,0.52,46.28
2021-05-11,80,52.0,,0.52,41.6
2021-05-12,91,52.0,,0.52,47.32
2021-05-13,74,52.0,,0.52,38.480000000000004
2021-05-14,82,52.0,,0.52,42.64
2021-05-15,64,52.0,,0.52,33.28
2021-05-16,53,52.0,,0.52,27.560000000000002
2021-05-17,69,52.0,,0.52,35.88
2021-05-18,75,52.0,,0.52,39.0
2021-05-19,87,52.0,,0.52,45.24
2021-05-20,75,52.0,,0.52,39.0
2021-05-21,89,52.0,,0.52,46.28
2021-05-22,62,52.0,,0.52,32.24
2021-05-23,46,52.0,,0.52,23.92
2021-05-24,94,52.0,,0.52,48.88
2021-05-25,86,52.0,,0.52,44.72
2021-05-26,74,52.0,,0.52,38.480000000000004
2021-05-27,71,52.0,,0.52,36.92
2021-05-28,73,52.0,,0.52,37.96
2021-05-29,65,52.0,,0.52,33.800000000000004
2021-05-30,69,52.0,,0.52,35.88
2021-05-31,44,52.0,,0.52,22.880000000000003
2021-06-01,73,55.0,False,0.55,40.150000000000006
2021-06-02,100,55.0,,0.55,55.00000000000001
2021-06-03,82,55.0,,0.55,45.1
2021-06-04,71,55.0,,0.55,39.050000000000004
2021-06-05,37,55.0,,0.55,20.35
2021-06-06,53,55.0,,0.55,29.150000000000002
2021-06-07,57,55.0,,0.55,31.35
2021-06-08,81,55.0,,0.55,44.550000000000004
2021-06-09,78,55.0,,0.55,42.900000000000006
2021-06-10,67,55.0,,0.55,36.85
2021-06-11,72,55.0,,0.55,39.6
2021-06-12,44,55.0,,0.55,24.200000000000003
2021-06-13,31,55.0,,0.55,17.05
2021-06-14,59,55.0,,0.55,32.45
2021-06-15,90,55.0,,0.55,49.50000000000001
2021-06-16,52,55.0,,0.55,28.6
2021-06-17,56,55.0,,0.55,30.800000000000004
2021-06-18,77,55.0,,0.55,42.35
2021-06-19,28,55.0,,0.55,15.400000000000002
2021-06-20,22,55.0,,0.55,12.100000000000001
2021-06-21,63,55.0,,0.55,34.650000000000006
2021-06-22,53,55.0,,0.55,29.150000000000002
2021-06-23,71,55.0,,0.55,39.050000000000004
2021-06-24,70,55.0,,0.55,38.5
2021-06-25,76,55.0,,0.55,41.800000000000004
2021-06-26,54,55.0,,0.55,29.700000000000003
2021-06-27,37,55.0,,0.55,20.35
2021-06-28,69,55.0,,0.55,37.95
2021-06-29,51,55.0,,0.55,28.05
2021-06-30,54,55.0,,0.55,29.700000000000003
2021-07-01,58,66.0,False,0.66,38.28
2021-07-02,72,66.0,,0.66,47.52
2021-07-03,40,66.0,,0.66,26.400000000000002
2021-07-04,40,66.0,,0.66,26.400000000000002
2021-07-05,34,66.0,,0.66,22.44
2021-07-06,60,66.0,,0.66,39.6
2021-07-07,41,66.0,,0.66,27.060000000000002
2021-07-08,61,66.0,,0.66,40.260000000000005
2021-07-09,45,66.0,,0.66,29.700000000000003
2021-07-10,29,66.0,,0.66,19.14
2021-07-11,37,66.0,,0.66,24.42
2021-07-12,41,66.0,,0.66,27.060000000000002
2021-07-13,71,66.0,,0.66,46.86
2021-07-14,63,66.0,,0.66,41.580000000000005
2021-07-15,45,66.0,,0.66,29.700000000000003
2021-07-16,55,66.0,,0.66,36.300000000000004
2021-07-17,29,66.0,,0.66,19.14
2021-07-18,33,66.0,,0.66,21.78
2021-07-19,62,66.0,,0.66,40.92
2021-07-20,100,66.0,,0.66,66.0
2021-07-21,100,66.0,,0.66,66.0
2021-07-22,96,66.0,,0.66,63.36
2021-07-23,60,66.0,,0.66,39.6
2021-07-24,45,66.0,,0.66,29.700000000000003
2021-07-25,33,66.0,,0.66,21.78
2021-07-26,52,66.0,,0.66,34.32
2021-07-27,59,66.0,,0.66,38.940000000000005
2021-07-28,51,66.0,,0.66,33.660000000000004
2021-07-29,72,66.0,,0.66,47.52
2021-07-30,46,66.0,,0.66,30.360000000000003
2021-07-31,34,66.0,,0.66,22.44
2021-08-01,50,57.0,False,0.57,28.499999999999996
2021-08-02,90,57.0,,0.57,51.3
2021-08-03,86,57.0,,0.57,49.019999999999996
2021-08-04,63,57.0,,0.57,35.91
2021-08-05,84,57.0,,0.57,47.879999999999995
2021-08-06,72,57.0,,0.57,41.04
2021-08-07,49,57.0,,0.57,27.929999999999996
2021-08-08,37,57.0,,0.57,21.09
2021-08-09,55,57.0,,0.57,31.349999999999998
2021-08-10,73,57.0,,0.57,41.61
2021-08-11,61,57.0,,0.57,34.769999999999996
2021-08-12,78,57.0,,0.57,44.459999999999994
2021-08-13,59,57.0,,0.57,33.629999999999995
2021-08-14,39,57.0,,0.57,22.229999999999997
2021-08-15,18,57.0,,0.57,10.26
2021-08-16,73,57.0,,0.57,41.61
2021-08-17,81,57.0,,0.57,46.169999999999995
2021-08-18,77,57.0,,0.57,43.88999999999999
2021-08-19,55,57.0,,0.57,31.349999999999998
2021-08-20,65,57.0,,0.57,37.05
2021-08-21,34,57.0,,0.57,19.38
2021-08-22,29,57.0,,0.57,16.529999999999998
2021-08-23,79,57.0,,0.57,45.029999999999994
2021-08-24,100,57.0,,0.57,56.99999999999999
2021-08-25,90,57.0,,0.57,51.3
2021-08-26,77,57.0,,0.57,43.88999999999999
2021-08-27,67,57.0,,0.57,38.19
2021-08-28,52,57.0,,0.57,29.639999999999997
2021-08-29,42,57.0,,0.57,23.939999999999998
2021-08-30,71,57.0,,0.57,40.47
2021-08-31,81,57.0,,0.57,46.169999999999995
2021-09-01,66,51.0,False,0.51,33.660000000000004
2021-09-02,75,51.0,,0.51,38.25
2021-09-03,66,51.0,,0.51,33.660000000000004
2021-09-04,44,51.0,,0.51,22.44
2021-09-05,33,51.0,,0.51,16.830000000000002
2021-09-06,41,51.0,,0.51,20.91
2021-09-07,68,51.0,,0.51,34.68
2021-09-08,100,51.0,,0.51,51.0
2021-09-09,79,51.0,,0.51,40.29
2021-09-10,89,51.0,,0.51,45.39
2021-09-11,45,51.0,,0.51,22.95
2021-09-12,25,51.0,,0.51,12.75
2021-09-13,70,51.0,,0.51,35.7
2021-09-14,76,51.0,,0.51,38.76
2021-09-15,61,51.0,,0.51,31.11
2021-09-16,51,51.0,,0.51,26.01
2021-09-17,71,51.0,,0.51,36.21
2021-09-18,32,51.0,,0.51,16.32
2021-09-19,33,51.0,,0.51,16.830000000000002
2021-09-20,70,51.0,,0.51,35.7
2021-09-21,72,51.0,,0.51,36.72
2021-09-22,57,51.0,,0.51,29.07
2021-09-23,84,51.0,,0.51,42.84
2021-09-24,89,51.0,,0.51,45.39
2021-09-25,28,51.0,,0.51,14.280000000000001
2021-09-26,48,51.0,,0.51,24.48
2021-09-27,79,51.0,,0.51,40.29
2021-09-28,74,51.0,,0.51,37.74
2021-09-29,53,51.0,,0.51,27.03
2021-09-30,70,51.0,,0.51,35.7
2021-10-01,92,52.0,False,0.52,47.84
2021-10-02,45,52.0,,0.52,23.400000000000002
2021-10-03,40,52.0,,0.52,20.8
2021-10-04,55,52.0,,0.52,28.6
2021-10-05,88,52.0,,0.52,45.760000000000005
2021-10-06,68,52.0,,0.52,35.36
2021-10-07,50,52.0,,0.52,26.0
2021-10-08,49,52.0,,0.52,25.48
2021-10-09,42,52.0,,0.52,21.84
2021-10-10,41,52.0,,0.52,21.32
2021-10-11,57,52.0,,0.52,29.64
2021-10-12,59,52.0,,0.52,30.68
2021-10-13,71,52.0,,0.52,36.92
2021-10-14,60,52.0,,0.52,31.200000000000003
2021-10-15,58,52.0,,0.52,30.16
2021-10-16,36,52.0,,0.52,18.72
2021-10-17,55,52.0,,0.52,28.6
2021-10-18,65,52.0,,0.52,33.800000000000004
2021-10-19,67,52.0,,0.52,34.84
2021-10-20,65,52.0,,0.52,33.800000000000004
2021-10-21,83,52.0,,0.52,43.160000000000004
2021-10-22,100,52.0,,0.52,52.0
2021-10-23,44,52.0,,0.52,22.880000000000003
2021-10-24,15,52.0,,0.52,7.800000000000001
2021-10-25,68,52.0,,0.52,35.36
2021-10-26,54,52.0,,0.52,28.080000000000002
2021-10-27,78,52.0,,0.52,40.56
2021-10-28,67,52.0,,0.52,34.84
2021-10-29,71,52.0,,0.52,36.92
2021-10-30,43,52.0,,0.52,22.36
2021-10-31,38,52.0,,0.52,19.76
2021-11-01,42,71.0,False,0.71,29.82
2021-11-02,33,71.0,,0.71,23.43
2021-11-03,24,71.0,,0.71,17.04
2021-11-04,33,71.0,,0.71,23.43
2021-11-05,49,71.0,,0.71,34.79
2021-11-06,26,71.0,,0.71,18.46
2021-11-07,24,71.0,,0.71,17.04
2021-11-08,41,71.0,,0.71,29.11
2021-11-09,50,71.0,,0.71,35.5
2021-11-10,43,71.0,,0.71,30.529999999999998
2021-11-11,45,71.0,,0.71,31.95
2021-11-12,49,71.0,,0.71,34.79
2021-11-13,24,71.0,,0.71,17.04
2021-11-14,17,71.0,,0.71,12.07
2021-11-15,37,71.0,,0.71,26.27
2021-11-16,36,71.0,,0.71,25.56
2021-11-17,100,71.0,,0.71,71.0
2021-11-18,96,71.0,,0.71,68.16
2021-11-19,45,71.0,,0.71,31.95
2021-11-20,48,71.0,,0.71,34.08
2021-11-21,33,71.0,,0.71,23.43
2021-11-22,40,71.0,,0.71,28.4
2021-11-23,33,71.0,,0.71,23.43
2021-11-24,34,71.0,,0.71,24.14
2021-11-25,33,71.0,,0.71,23.43
2021-11-26,41,71.0,,0.71,29.11
2021-11-27,22,71.0,,0.71,15.62
2021-11-28,28,71.0,,0.71,19.88
2021-11-29,24,71.0,,0.71,17.04
2021-11-30,36,71.0,,0.71,25.56
2021-12-01,38,63.0,False,0.63,23.94
2021-12-02,32,63.0,,0.63,20.16
2021-12-03,30,63.0,,0.63,18.9
2021-12-04,29,63.0,,0.63,18.27
2021-12-05,28,63.0,,0.63,17.64
2021-12-06,38,63.0,,0.63,23.94
2021-12-07,23,63.0,,0.63,14.49
2021-12-08,29,63.0,,0.63,18.27
2021-12-09,26,63.0,,0.63,16.38
2021-12-10,27,63.0,,0.63,17.01
2021-12-11,19,63.0,,0.63,11.97
2021-12-12,23,63.0,,0.63,14.49
2021-12-13,45,63.0,,0.63,28.35
2021-12-14,30,63.0,,0.63,18.9
2021-12-15,22,63.0,,0.63,13.86
2021-12-16,29,63.0,,0.63,18.27
2021-12-17,22,63.0,,0.63,13.86
2021-12-18,14,63.0,,0.63,8.82
2021-12-19,15,63.0,,0.63,9.45
2021-12-20,29,63.0,,0.63,18.27
2021-12-21,23,63.0,,0.63,14.49
2021-12-22,36,63.0,,0.63,22.68
2021-12-23,32,63.0,,0.63,20.16
2021-12-24,19,63.0,,0.63,11.97
2021-12-25,13,63.0,,0.63,8.19
2021-12-26,20,63.0,,0.63,12.6
2021-12-27,40,63.0,,0.63,25.2
2021-12-28,100,63.0,,0.63,63.0
2021-12-29,38,63.0,,0.63,23.94
2021-12-30,30,63.0,,0.63,18.9
2021-12-31,21,63.0,,0.63,13.23
