date,GO_unscaled,GO_monthly,isPartial,scale,GO
2019-08-06,86,36.0,,0.36,30.959999999999997
2019-08-07,87,36.0,,0.36,31.32
2019-08-08,86,36.0,,0.36,30.959999999999997
2019-08-09,86,36.0,,0.36,30.959999999999997
2019-08-10,91,36.0,,0.36,32.76
2019-08-11,92,36.0,,0.36,33.12
2019-08-12,85,36.0,,0.36,30.599999999999998
2019-08-13,87,36.0,,0.36,31.32
2019-08-14,85,36.0,,0.36,30.599999999999998
2019-08-15,86,36.0,,0.36,30.959999999999997
2019-08-16,89,36.0,,0.36,32.04
2019-08-17,100,36.0,,0.36,36.0
2019-08-18,94,36.0,,0.36,33.839999999999996
2019-08-19,86,36.0,,0.36,30.959999999999997
2019-08-20,86,36.0,,0.36,30.959999999999997
2019-08-21,91,36.0,,0.36,32.76
2019-08-22,86,36.0,,0.36,30.959999999999997
2019-08-23,85,36.0,,0.36,30.599999999999998
2019-08-24,92,36.0,,0.36,33.12
2019-08-25,91,36.0,,0.36,32.76
2019-08-26,83,36.0,,0.36,29.88
2019-08-27,80,36.0,,0.36,28.799999999999997
2019-08-28,84,36.0,,0.36,30.24
2019-08-29,85,36.0,,0.36,30.599999999999998
2019-08-30,86,36.0,,0.36,30.959999999999997
2019-08-31,90,36.0,,0.36,32.4
2019-09-01,98,34.0,False,0.34,33.32
2019-09-02,100,34.0,,0.34,34.0
2019-09-03,87,34.0,,0.34,29.580000000000002
2019-09-04,86,34.0,,0.34,29.240000000000002
2019-09-05,84,34.0,,0.34,28.560000000000002
2019-09-06,85,34.0,,0.34,28.900000000000002
2019-09-07,94,34.0,,0.34,31.96
2019-09-08,92,34.0,,0.34,31.28
2019-09-09,86,34.0,,0.34,29.240000000000002
2019-09-10,87,34.0,,0.34,29.580000000000002
2019-09-11,85,34.0,,0.34,28.900000000000002
2019-09-12,86,34.0,,0.34,29.240000000000002
2019-09-13,86,34.0,,0.34,29.240000000000002
2019-09-14,92,34.0,,0.34,31.28
2019-09-15,92,34.0,,0.34,31.28
2019-09-16,88,34.0,,0.34,29.92
2019-09-17,88,34.0,,0.34,29.92
2019-09-18,87,34.0,,0.34,29.580000000000002
2019-09-19,86,34.0,,0.34,29.240000000000002
2019-09-20,87,34.0,,0.34,29.580000000000002
2019-09-21,91,34.0,,0.34,30.94
2019-09-22,91,34.0,,0.34,30.94
2019-09-23,85,34.0,,0.34,28.900000000000002
2019-09-24,85,34.0,,0.34,28.900000000000002
2019-09-25,87,34.0,,0.34,29.580000000000002
2019-09-26,86,34.0,,0.34,29.240000000000002
2019-09-27,88,34.0,,0.34,29.92
2019-09-28,92,34.0,,0.34,31.28
2019-09-29,92,34.0,,0.34,31.28
2019-09-30,86,34.0,,0.34,29.240000000000002
2019-10-01,94,33.0,False,0.33,31.020000000000003
2019-10-02,94,33.0,,0.33,31.020000000000003
2019-10-03,91,33.0,,0.33,30.03
2019-10-04,91,33.0,,0.33,30.03
2019-10-05,95,33.0,,0.33,31.35
2019-10-06,95,33.0,,0.33,31.35
2019-10-07,91,33.0,,0.33,30.03
2019-10-08,92,33.0,,0.33,30.360000000000003
2019-10-09,94,33.0,,0.33,31.020000000000003
2019-10-10,91,33.0,,0.33,30.03
2019-10-11,92,33.0,,0.33,30.360000000000003
2019-10-12,100,33.0,,0.33,33.0
2019-10-13,96,33.0,,0.33,31.68
2019-10-14,94,33.0,,0.33,31.020000000000003
2019-10-15,94,33.0,,0.33,31.020000000000003
2019-10-16,94,33.0,,0.33,31.020000000000003
2019-10-17,96,33.0,,0.33,31.68
2019-10-18,93,33.0,,0.33,30.69
2019-10-19,98,33.0,,0.33,32.34
2019-10-20,99,33.0,,0.33,32.67
2019-10-21,95,33.0,,0.33,31.35
2019-10-22,91,33.0,,0.33,30.03
2019-10-23,93,33.0,,0.33,30.69
2019-10-24,91,33.0,,0.33,30.03
2019-10-25,93,33.0,,0.33,30.69
2019-10-26,95,33.0,,0.33,31.35
2019-10-27,95,33.0,,0.33,31.35
2019-10-28,92,33.0,,0.33,30.360000000000003
2019-10-29,93,33.0,,0.33,30.69
2019-10-30,92,33.0,,0.33,30.360000000000003
2019-10-31,91,33.0,,0.33,30.03
2019-11-01,82,33.0,False,0.33,27.060000000000002
2019-11-02,93,33.0,,0.33,30.69
2019-11-03,100,33.0,,0.33,33.0
2019-11-04,85,33.0,,0.33,28.05
2019-11-05,88,33.0,,0.33,29.040000000000003
2019-11-06,88,33.0,,0.33,29.040000000000003
2019-11-07,88,33.0,,0.33,29.040000000000003
2019-11-08,85,33.0,,0.33,28.05
2019-11-09,90,33.0,,0.33,29.700000000000003
2019-11-10,91,33.0,,0.33,30.03
2019-11-11,85,33.0,,0.33,28.05
2019-11-12,85,33.0,,0.33,28.05
2019-11-13,85,33.0,,0.33,28.05
2019-11-14,86,33.0,,0.33,28.380000000000003
2019-11-15,84,33.0,,0.33,27.720000000000002
2019-11-16,88,33.0,,0.33,29.040000000000003
2019-11-17,92,33.0,,0.33,30.360000000000003
2019-11-18,88,33.0,,0.33,29.040000000000003
2019-11-19,89,33.0,,0.33,29.37
2019-11-20,87,33.0,,0.33,28.71
2019-11-21,87,33.0,,0.33,28.71
2019-11-22,85,33.0,,0.33,28.05
2019-11-23,89,33.0,,0.33,29.37
2019-11-24,92,33.0,,0.33,30.360000000000003
2019-11-25,85,33.0,,0.33,28.05
2019-11-26,87,33.0,,0.33,28.71
2019-11-27,84,33.0,,0.33,27.720000000000002
2019-11-28,87,33.0,,0.33,28.71
2019-11-29,86,33.0,,0.33,28.380000000000003
2019-11-30,87,33.0,,0.33,28.71
2019-12-01,94,32.0,False,0.32,30.080000000000002
2019-12-02,87,32.0,,0.32,27.84
2019-12-03,86,32.0,,0.32,27.52
2019-12-04,88,32.0,,0.32,28.16
2019-12-05,89,32.0,,0.32,28.48
2019-12-06,86,32.0,,0.32,27.52
2019-12-07,90,32.0,,0.32,28.8
2019-12-08,86,32.0,,0.32,27.52
2019-12-09,82,32.0,,0.32,26.240000000000002
2019-12-10,86,32.0,,0.32,27.52
2019-12-11,87,32.0,,0.32,27.84
2019-12-12,86,32.0,,0.32,27.52
2019-12-13,86,32.0,,0.32,27.52
2019-12-14,92,32.0,,0.32,29.44
2019-12-15,93,32.0,,0.32,29.76
2019-12-16,88,32.0,,0.32,28.16
2019-12-17,89,32.0,,0.32,28.48
2019-12-18,88,32.0,,0.32,28.16
2019-12-19,90,32.0,,0.32,28.8
2019-12-20,83,32.0,,0.32,26.560000000000002
2019-12-21,92,32.0,,0.32,29.44
2019-12-22,91,32.0,,0.32,29.12
2019-12-23,86,32.0,,0.32,27.52
2019-12-24,87,32.0,,0.32,27.84
2019-12-25,92,32.0,,0.32,29.44
2019-12-26,93,32.0,,0.32,29.76
2019-12-27,93,32.0,,0.32,29.76
2019-12-28,100,32.0,,0.32,32.0
2019-12-29,94,32.0,,0.32,30.080000000000002
2019-12-30,98,32.0,,0.32,31.36
2019-12-31,95,32.0,,0.32,30.400000000000002
2020-01-01,96,33.0,False,0.33,31.68
2020-01-02,94,33.0,,0.33,31.020000000000003
2020-01-03,93,33.0,,0.33,30.69
2020-01-04,100,33.0,,0.33,33.0
2020-01-05,100,33.0,,0.33,33.0
2020-01-06,92,33.0,,0.33,30.360000000000003
2020-01-07,93,33.0,,0.33,30.69
2020-01-08,93,33.0,,0.33,30.69
2020-01-09,88,33.0,,0.33,29.040000000000003
2020-01-10,88,33.0,,0.33,29.040000000000003
2020-01-11,95,33.0,,0.33,31.35
2020-01-12,93,33.0,,0.33,30.69
2020-01-13,92,33.0,,0.33,30.360000000000003
2020-01-14,90,33.0,,0.33,29.700000000000003
2020-01-15,91,33.0,,0.33,30.03
2020-01-16,90,33.0,,0.33,29.700000000000003
2020-01-17,86,33.0,,0.33,28.380000000000003
2020-01-18,95,33.0,,0.33,31.35
2020-01-19,98,33.0,,0.33,32.34
2020-01-20,96,33.0,,0.33,31.68
2020-01-21,89,33.0,,0.33,29.37
2020-01-22,90,33.0,,0.33,29.700000000000003
2020-01-23,91,33.0,,0.33,30.03
2020-01-24,89,33.0,,0.33,29.37
2020-01-25,97,33.0,,0.33,32.01
2020-01-26,88,33.0,,0.33,29.040000000000003
2020-01-27,91,33.0,,0.33,30.03
2020-01-28,93,33.0,,0.33,30.69
2020-01-29,93,33.0,,0.33,30.69
2020-01-30,91,33.0,,0.33,30.03
2020-01-31,93,33.0,,0.33,30.69
2020-02-01,96,34.0,False,0.34,32.64
2020-02-02,99,34.0,,0.34,33.660000000000004
2020-02-03,89,34.0,,0.34,30.26
2020-02-04,93,34.0,,0.34,31.62
2020-02-05,92,34.0,,0.34,31.28
2020-02-06,91,34.0,,0.34,30.94
2020-02-07,92,34.0,,0.34,31.28
2020-02-08,95,34.0,,0.34,32.300000000000004
2020-02-09,97,34.0,,0.34,32.980000000000004
2020-02-10,90,34.0,,0.34,30.6
2020-02-11,96,34.0,,0.34,32.64
2020-02-12,95,34.0,,0.34,32.300000000000004
2020-02-13,93,34.0,,0.34,31.62
2020-02-14,90,34.0,,0.34,30.6
2020-02-15,98,34.0,,0.34,33.32
2020-02-16,100,34.0,,0.34,34.0
2020-02-17,94,34.0,,0.34,31.96
2020-02-18,93,34.0,,0.34,31.62
2020-02-19,92,34.0,,0.34,31.28
2020-02-20,90,34.0,,0.34,30.6
2020-02-21,93,34.0,,0.34,31.62
2020-02-22,99,34.0,,0.34,33.660000000000004
2020-02-23,98,34.0,,0.34,33.32
2020-02-24,96,34.0,,0.34,32.64
2020-02-25,97,34.0,,0.34,32.980000000000004
2020-02-26,96,34.0,,0.34,32.64
2020-02-27,93,34.0,,0.34,31.62
2020-02-28,96,34.0,,0.34,32.64
2020-02-29,98,34.0,,0.34,33.32
2020-03-01,90,36.0,False,0.36,32.4
2020-03-02,86,36.0,,0.36,30.959999999999997
2020-03-03,84,36.0,,0.36,30.24
2020-03-04,80,36.0,,0.36,28.799999999999997
2020-03-05,87,36.0,,0.36,31.32
2020-03-06,85,36.0,,0.36,30.599999999999998
2020-03-07,90,36.0,,0.36,32.4
2020-03-08,94,36.0,,0.36,33.839999999999996
2020-03-09,86,36.0,,0.36,30.959999999999997
2020-03-10,82,36.0,,0.36,29.52
2020-03-11,82,36.0,,0.36,29.52
2020-03-12,82,36.0,,0.36,29.52
2020-03-13,80,36.0,,0.36,28.799999999999997
2020-03-14,93,36.0,,0.36,33.48
2020-03-15,93,36.0,,0.36,33.48
2020-03-16,90,36.0,,0.36,32.4
2020-03-17,89,36.0,,0.36,32.04
2020-03-18,90,36.0,,0.36,32.4
2020-03-19,89,36.0,,0.36,32.04
2020-03-20,93,36.0,,0.36,33.48
2020-03-21,95,36.0,,0.36,34.199999999999996
2020-03-22,95,36.0,,0.36,34.199999999999996
2020-03-23,92,36.0,,0.36,33.12
2020-03-24,91,36.0,,0.36,32.76
2020-03-25,93,36.0,,0.36,33.48
2020-03-26,93,36.0,,0.36,33.48
2020-03-27,93,36.0,,0.36,33.48
2020-03-28,100,36.0,,0.36,36.0
2020-03-29,96,36.0,,0.36,34.56
2020-03-30,89,36.0,,0.36,32.04
2020-03-31,92,36.0,,0.36,33.12
2020-04-01,93,37.0,False,0.37,34.41
2020-04-02,93,37.0,,0.37,34.41
2020-04-03,93,37.0,,0.37,34.41
2020-04-04,100,37.0,,0.37,37.0
2020-04-05,97,37.0,,0.37,35.89
2020-04-06,89,37.0,,0.37,32.93
2020-04-07,91,37.0,,0.37,33.67
2020-04-08,94,37.0,,0.37,34.78
2020-04-09,93,37.0,,0.37,34.41
2020-04-10,92,37.0,,0.37,34.04
2020-04-11,95,37.0,,0.37,35.15
2020-04-12,93,37.0,,0.37,34.41
2020-04-13,92,37.0,,0.37,34.04
2020-04-14,92,37.0,,0.37,34.04
2020-04-15,95,37.0,,0.37,35.15
2020-04-16,93,37.0,,0.37,34.41
2020-04-17,93,37.0,,0.37,34.41
2020-04-18,95,37.0,,0.37,35.15
2020-04-19,96,37.0,,0.37,35.519999999999996
2020-04-20,91,37.0,,0.37,33.67
2020-04-21,94,37.0,,0.37,34.78
2020-04-22,95,37.0,,0.37,35.15
2020-04-23,90,37.0,,0.37,33.3
2020-04-24,91,37.0,,0.37,33.67
2020-04-25,95,37.0,,0.37,35.15
2020-04-26,90,37.0,,0.37,33.3
2020-04-27,89,37.0,,0.37,32.93
2020-04-28,92,37.0,,0.37,34.04
2020-04-29,87,37.0,,0.37,32.19
2020-04-30,91,37.0,,0.37,33.67
2020-05-01,88,39.0,False,0.39,34.32
2020-05-02,96,39.0,,0.39,37.44
2020-05-03,95,39.0,,0.39,37.050000000000004
2020-05-04,87,39.0,,0.39,33.93
2020-05-05,87,39.0,,0.39,33.93
2020-05-06,91,39.0,,0.39,35.49
2020-05-07,91,39.0,,0.39,35.49
2020-05-08,91,39.0,,0.39,35.49
2020-05-09,90,39.0,,0.39,35.1
2020-05-10,91,39.0,,0.39,35.49
2020-05-11,86,39.0,,0.39,33.54
2020-05-12,87,39.0,,0.39,33.93
2020-05-13,88,39.0,,0.39,34.32
2020-05-14,90,39.0,,0.39,35.1
2020-05-15,90,39.0,,0.39,35.1
2020-05-16,95,39.0,,0.39,37.050000000000004
2020-05-17,92,39.0,,0.39,35.88
2020-05-18,93,39.0,,0.39,36.27
2020-05-19,89,39.0,,0.39,34.71
2020-05-20,89,39.0,,0.39,34.71
2020-05-21,89,39.0,,0.39,34.71
2020-05-22,89,39.0,,0.39,34.71
2020-05-23,96,39.0,,0.39,37.44
2020-05-24,100,39.0,,0.39,39.0
2020-05-25,97,39.0,,0.39,37.83
2020-05-26,92,39.0,,0.39,35.88
2020-05-27,93,39.0,,0.39,36.27
2020-05-28,92,39.0,,0.39,35.88
2020-05-29,86,39.0,,0.39,33.54
2020-05-30,92,39.0,,0.39,35.88
2020-05-31,88,39.0,,0.39,34.32
2020-06-01,85,37.0,False,0.37,31.45
2020-06-02,87,37.0,,0.37,32.19
2020-06-03,88,37.0,,0.37,32.56
2020-06-04,87,37.0,,0.37,32.19
2020-06-05,89,37.0,,0.37,32.93
2020-06-06,89,37.0,,0.37,32.93
2020-06-07,93,37.0,,0.37,34.41
2020-06-08,88,37.0,,0.37,32.56
2020-06-09,89,37.0,,0.37,32.93
2020-06-10,94,37.0,,0.37,34.78
2020-06-11,87,37.0,,0.37,32.19
2020-06-12,88,37.0,,0.37,32.56
2020-06-13,94,37.0,,0.37,34.78
2020-06-14,91,37.0,,0.37,33.67
2020-06-15,86,37.0,,0.37,31.82
2020-06-16,88,37.0,,0.37,32.56
2020-06-17,93,37.0,,0.37,34.41
2020-06-18,92,37.0,,0.37,34.04
2020-06-19,89,37.0,,0.37,32.93
2020-06-20,95,37.0,,0.37,35.15
2020-06-21,93,37.0,,0.37,34.41
2020-06-22,88,37.0,,0.37,32.56
2020-06-23,88,37.0,,0.37,32.56
2020-06-24,85,37.0,,0.37,31.45
2020-06-25,87,37.0,,0.37,32.19
2020-06-26,88,37.0,,0.37,32.56
2020-06-27,96,37.0,,0.37,35.519999999999996
2020-06-28,100,37.0,,0.37,37.0
2020-06-29,88,37.0,,0.37,32.56
2020-06-30,89,37.0,,0.37,32.93
2020-07-01,79,37.0,False,0.37,29.23
2020-07-02,78,37.0,,0.37,28.86
2020-07-03,82,37.0,,0.37,30.34
2020-07-04,86,37.0,,0.37,31.82
2020-07-05,86,37.0,,0.37,31.82
2020-07-06,77,37.0,,0.37,28.49
2020-07-07,76,37.0,,0.37,28.12
2020-07-08,79,37.0,,0.37,29.23
2020-07-09,79,37.0,,0.37,29.23
2020-07-10,82,37.0,,0.37,30.34
2020-07-11,87,37.0,,0.37,32.19
2020-07-12,92,37.0,,0.37,34.04
2020-07-13,80,37.0,,0.37,29.6
2020-07-14,79,37.0,,0.37,29.23
2020-07-15,81,37.0,,0.37,29.97
2020-07-16,80,37.0,,0.37,29.6
2020-07-17,83,37.0,,0.37,30.71
2020-07-18,89,37.0,,0.37,32.93
2020-07-19,89,37.0,,0.37,32.93
2020-07-20,81,37.0,,0.37,29.97
2020-07-21,79,37.0,,0.37,29.23
2020-07-22,82,37.0,,0.37,30.34
2020-07-23,78,37.0,,0.37,28.86
2020-07-24,79,37.0,,0.37,29.23
2020-07-25,95,37.0,,0.37,35.15
2020-07-26,100,37.0,,0.37,37.0
2020-07-27,85,37.0,,0.37,31.45
2020-07-28,82,37.0,,0.37,30.34
2020-07-29,83,37.0,,0.37,30.71
2020-07-30,78,37.0,,0.37,28.86
2020-07-31,82,37.0,,0.37,30.34
2020-08-01,100,36.0,False,0.36,36.0
2020-08-02,95,36.0,,0.36,34.199999999999996
2020-08-03,89,36.0,,0.36,32.04
2020-08-04,87,36.0,,0.36,31.32
2020-08-05,88,36.0,,0.36,31.68
2020-08-06,88,36.0,,0.36,31.68
2020-08-07,92,36.0,,0.36,33.12
2020-08-08,98,36.0,,0.36,35.28
2020-08-09,94,36.0,,0.36,33.839999999999996
2020-08-10,87,36.0,,0.36,31.32
2020-08-11,87,36.0,,0.36,31.32
2020-08-12,86,36.0,,0.36,30.959999999999997
2020-08-13,86,36.0,,0.36,30.959999999999997
2020-08-14,90,36.0,,0.36,32.4
2020-08-15,93,36.0,,0.36,33.48
2020-08-16,98,36.0,,0.36,35.28
2020-08-17,90,36.0,,0.36,32.4
2020-08-18,84,36.0,,0.36,30.24
2020-08-19,83,36.0,,0.36,29.88
2020-08-20,85,36.0,,0.36,30.599999999999998
2020-08-21,85,36.0,,0.36,30.599999999999998
2020-08-22,92,36.0,,0.36,33.12
2020-08-23,95,36.0,,0.36,34.199999999999996
2020-08-24,86,36.0,,0.36,30.959999999999997
2020-08-25,85,36.0,,0.36,30.599999999999998
2020-08-26,84,36.0,,0.36,30.24
2020-08-27,87,36.0,,0.36,31.32
2020-08-28,88,36.0,,0.36,31.68
2020-08-29,91,36.0,,0.36,32.76
2020-08-30,93,36.0,,0.36,33.48
2020-08-31,85,36.0,,0.36,30.599999999999998
2020-09-01,94,35.0,False,0.35,32.9
2020-09-02,96,35.0,,0.35,33.599999999999994
2020-09-03,93,35.0,,0.35,32.55
2020-09-04,95,35.0,,0.35,33.25
2020-09-05,97,35.0,,0.35,33.949999999999996
2020-09-06,99,35.0,,0.35,34.65
2020-09-07,100,35.0,,0.35,35.0
2020-09-08,95,35.0,,0.35,33.25
2020-09-09,91,35.0,,0.35,31.849999999999998
2020-09-10,90,35.0,,0.35,31.499999999999996
2020-09-11,94,35.0,,0.35,32.9
2020-09-12,92,35.0,,0.35,32.199999999999996
2020-09-13,95,35.0,,0.35,33.25
2020-09-14,92,35.0,,0.35,32.199999999999996
2020-09-15,94,35.0,,0.35,32.9
2020-09-16,94,35.0,,0.35,32.9
2020-09-17,92,35.0,,0.35,32.199999999999996
2020-09-18,96,35.0,,0.35,33.599999999999994
2020-09-19,95,35.0,,0.35,33.25
2020-09-20,97,35.0,,0.35,33.949999999999996
2020-09-21,94,35.0,,0.35,32.9
2020-09-22,93,35.0,,0.35,32.55
2020-09-23,95,35.0,,0.35,33.25
2020-09-24,93,35.0,,0.35,32.55
2020-09-25,94,35.0,,0.35,32.9
2020-09-26,94,35.0,,0.35,32.9
2020-09-27,96,35.0,,0.35,33.599999999999994
2020-09-28,91,35.0,,0.35,31.849999999999998
2020-09-29,90,35.0,,0.35,31.499999999999996
2020-09-30,91,35.0,,0.35,31.849999999999998
2020-10-01,94,35.0,False,0.35,32.9
2020-10-02,91,35.0,,0.35,31.849999999999998
2020-10-03,89,35.0,,0.35,31.15
2020-10-04,92,35.0,,0.35,32.199999999999996
2020-10-05,90,35.0,,0.35,31.499999999999996
2020-10-06,90,35.0,,0.35,31.499999999999996
2020-10-07,91,35.0,,0.35,31.849999999999998
2020-10-08,88,35.0,,0.35,30.799999999999997
2020-10-09,90,35.0,,0.35,31.499999999999996
2020-10-10,92,35.0,,0.35,32.199999999999996
2020-10-11,93,35.0,,0.35,32.55
2020-10-12,87,35.0,,0.35,30.45
2020-10-13,91,35.0,,0.35,31.849999999999998
2020-10-14,90,35.0,,0.35,31.499999999999996
2020-10-15,89,35.0,,0.35,31.15
2020-10-16,91,35.0,,0.35,31.849999999999998
2020-10-17,97,35.0,,0.35,33.949999999999996
2020-10-18,93,35.0,,0.35,32.55
2020-10-19,93,35.0,,0.35,32.55
2020-10-20,94,35.0,,0.35,32.9
2020-10-21,94,35.0,,0.35,32.9
2020-10-22,90,35.0,,0.35,31.499999999999996
2020-10-23,98,35.0,,0.35,34.3
2020-10-24,100,35.0,,0.35,35.0
2020-10-25,96,35.0,,0.35,33.599999999999994
2020-10-26,90,35.0,,0.35,31.499999999999996
2020-10-27,93,35.0,,0.35,32.55
2020-10-28,92,35.0,,0.35,32.199999999999996
2020-10-29,92,35.0,,0.35,32.199999999999996
2020-10-30,93,35.0,,0.35,32.55
2020-10-31,96,35.0,,0.35,33.599999999999994
2020-11-01,100,35.0,False,0.35,35.0
2020-11-02,93,35.0,,0.35,32.55
2020-11-03,92,35.0,,0.35,32.199999999999996
2020-11-04,61,35.0,,0.35,21.349999999999998
2020-11-05,66,35.0,,0.35,23.099999999999998
2020-11-06,77,35.0,,0.35,26.95
2020-11-07,82,35.0,,0.35,28.7
2020-11-08,93,35.0,,0.35,32.55
2020-11-09,91,35.0,,0.35,31.849999999999998
2020-11-10,88,35.0,,0.35,30.799999999999997
2020-11-11,88,35.0,,0.35,30.799999999999997
2020-11-12,88,35.0,,0.35,30.799999999999997
2020-11-13,88,35.0,,0.35,30.799999999999997
2020-11-14,94,35.0,,0.35,32.9
2020-11-15,95,35.0,,0.35,33.25
2020-11-16,92,35.0,,0.35,32.199999999999996
2020-11-17,93,35.0,,0.35,32.55
2020-11-18,92,35.0,,0.35,32.199999999999996
2020-11-19,89,35.0,,0.35,31.15
2020-11-20,90,35.0,,0.35,31.499999999999996
2020-11-21,93,35.0,,0.35,32.55
2020-11-22,94,35.0,,0.35,32.9
2020-11-23,91,35.0,,0.35,31.849999999999998
2020-11-24,91,35.0,,0.35,31.849999999999998
2020-11-25,89,35.0,,0.35,31.15
2020-11-26,89,35.0,,0.35,31.15
2020-11-27,86,35.0,,0.35,30.099999999999998
2020-11-28,91,35.0,,0.35,31.849999999999998
2020-11-29,90,35.0,,0.35,31.499999999999996
2020-11-30,85,35.0,,0.35,29.749999999999996
2020-12-01,94,35.0,False,0.35,32.9
2020-12-02,100,35.0,,0.35,35.0
2020-12-03,97,35.0,,0.35,33.949999999999996
2020-12-04,93,35.0,,0.35,32.55
2020-12-05,95,35.0,,0.35,33.25
2020-12-06,96,35.0,,0.35,33.599999999999994
2020-12-07,89,35.0,,0.35,31.15
2020-12-08,94,35.0,,0.35,32.9
2020-12-09,95,35.0,,0.35,33.25
2020-12-10,93,35.0,,0.35,32.55
2020-12-11,92,35.0,,0.35,32.199999999999996
2020-12-12,96,35.0,,0.35,33.599999999999994
2020-12-13,97,35.0,,0.35,33.949999999999996
2020-12-14,87,35.0,,0.35,30.45
2020-12-15,90,35.0,,0.35,31.499999999999996
2020-12-16,93,35.0,,0.35,32.55
2020-12-17,91,35.0,,0.35,31.849999999999998
2020-12-18,90,35.0,,0.35,31.499999999999996
2020-12-19,92,35.0,,0.35,32.199999999999996
2020-12-20,93,35.0,,0.35,32.55
2020-12-21,89,35.0,,0.35,31.15
2020-12-22,94,35.0,,0.35,32.9
2020-12-23,87,35.0,,0.35,30.45
2020-12-24,87,35.0,,0.35,30.45
2020-12-25,92,35.0,,0.35,32.199999999999996
2020-12-26,96,35.0,,0.35,33.599999999999994
2020-12-27,94,35.0,,0.35,32.9
2020-12-28,97,35.0,,0.35,33.949999999999996
2020-12-29,96,35.0,,0.35,33.599999999999994
2020-12-30,98,35.0,,0.35,34.3
2020-12-31,95,35.0,,0.35,33.25
2021-01-01,99,36.0,False,0.36,35.64
2021-01-02,99,36.0,,0.36,35.64
2021-01-03,100,36.0,,0.36,36.0
2021-01-04,93,36.0,,0.36,33.48
2021-01-05,94,36.0,,0.36,33.839999999999996
2021-01-06,88,36.0,,0.36,31.68
2021-01-07,90,36.0,,0.36,32.4
2021-01-08,94,36.0,,0.36,33.839999999999996
2021-01-09,96,36.0,,0.36,34.56
2021-01-10,94,36.0,,0.36,33.839999999999996
2021-01-11,92,36.0,,0.36,33.12
2021-01-12,91,36.0,,0.36,32.76
2021-01-13,94,36.0,,0.36,33.839999999999996
2021-01-14,92,36.0,,0.36,33.12
2021-01-15,91,36.0,,0.36,32.76
2021-01-16,96,36.0,,0.36,34.56
2021-01-17,100,36.0,,0.36,36.0
2021-01-18,92,36.0,,0.36,33.12
2021-01-19,95,36.0,,0.36,34.199999999999996
2021-01-20,95,36.0,,0.36,34.199999999999996
2021-01-21,92,36.0,,0.36,33.12
2021-01-22,93,36.0,,0.36,33.48
2021-01-23,95,36.0,,0.36,34.199999999999996
2021-01-24,99,36.0,,0.36,35.64
2021-01-25,94,36.0,,0.36,33.839999999999996
2021-01-26,92,36.0,,0.36,33.12
2021-01-27,94,36.0,,0.36,33.839999999999996
2021-01-28,94,36.0,,0.36,33.839999999999996
2021-01-29,91,36.0,,0.36,32.76
2021-01-30,97,36.0,,0.36,34.92
2021-01-31,100,36.0,,0.36,36.0
2021-02-01,83,36.0,False,0.36,29.88
2021-02-02,90,36.0,,0.36,32.4
2021-02-03,87,36.0,,0.36,31.32
2021-02-04,85,36.0,,0.36,30.599999999999998
2021-02-05,87,36.0,,0.36,31.32
2021-02-06,91,36.0,,0.36,32.76
2021-02-07,87,36.0,,0.36,31.32
2021-02-08,83,36.0,,0.36,29.88
2021-02-09,87,36.0,,0.36,31.32
2021-02-10,83,36.0,,0.36,29.88
2021-02-11,83,36.0,,0.36,29.88
2021-02-12,84,36.0,,0.36,30.24
2021-02-13,87,36.0,,0.36,31.32
2021-02-14,88,36.0,,0.36,31.68
2021-02-15,86,36.0,,0.36,30.959999999999997
2021-02-16,81,36.0,,0.36,29.16
2021-02-17,81,36.0,,0.36,29.16
2021-02-18,81,36.0,,0.36,29.16
2021-02-19,84,36.0,,0.36,30.24
2021-02-20,100,36.0,,0.36,36.0
2021-02-21,100,36.0,,0.36,36.0
2021-02-22,89,36.0,,0.36,32.04
2021-02-23,87,36.0,,0.36,31.32
2021-02-24,86,36.0,,0.36,30.959999999999997
2021-02-25,86,36.0,,0.36,30.959999999999997
2021-02-26,85,36.0,,0.36,30.599999999999998
2021-02-27,87,36.0,,0.36,31.32
2021-02-28,93,36.0,,0.36,33.48
2021-03-01,87,36.0,False,0.36,31.32
2021-03-02,89,36.0,,0.36,32.04
2021-03-03,86,36.0,,0.36,30.959999999999997
2021-03-04,90,36.0,,0.36,32.4
2021-03-05,89,36.0,,0.36,32.04
2021-03-06,93,36.0,,0.36,33.48
2021-03-07,100,36.0,,0.36,36.0
2021-03-08,92,36.0,,0.36,33.12
2021-03-09,88,36.0,,0.36,31.68
2021-03-10,89,36.0,,0.36,32.04
2021-03-11,89,36.0,,0.36,32.04
2021-03-12,90,36.0,,0.36,32.4
2021-03-13,96,36.0,,0.36,34.56
2021-03-14,97,36.0,,0.36,34.92
2021-03-15,84,36.0,,0.36,30.24
2021-03-16,87,36.0,,0.36,31.32
2021-03-17,92,36.0,,0.36,33.12
2021-03-18,86,36.0,,0.36,30.959999999999997
2021-03-19,85,36.0,,0.36,30.599999999999998
2021-03-20,92,36.0,,0.36,33.12
2021-03-21,91,36.0,,0.36,32.76
2021-03-22,87,36.0,,0.36,31.32
2021-03-23,86,36.0,,0.36,30.959999999999997
2021-03-24,83,36.0,,0.36,29.88
2021-03-25,85,36.0,,0.36,30.599999999999998
2021-03-26,86,36.0,,0.36,30.959999999999997
2021-03-27,92,36.0,,0.36,33.12
2021-03-28,93,36.0,,0.36,33.48
