date,TLT_unscaled,TLT_monthly,isPartial,scale,TLT
2021-04-13,57,27.0,,0.27,15.39
2021-04-14,61,27.0,,0.27,16.470000000000002
2021-04-15,67,27.0,,0.27,18.09
2021-04-16,100,27.0,,0.27,27.0
2021-04-17,36,27.0,,0.27,9.72
2021-04-18,18,27.0,,0.27,4.86
2021-04-19,67,27.0,,0.27,18.09
2021-04-20,41,27.0,,0.27,11.07
2021-04-21,51,27.0,,0.27,13.770000000000001
2021-04-22,63,27.0,,0.27,17.01
2021-04-23,37,27.0,,0.27,9.99
2021-04-24,6,27.0,,0.27,1.62
2021-04-25,24,27.0,,0.27,6.48
2021-04-26,57,27.0,,0.27,15.39
2021-04-27,64,27.0,,0.27,17.28
2021-04-28,52,27.0,,0.27,14.040000000000001
2021-04-29,72,27.0,,0.27,19.44
2021-04-30,50,27.0,,0.27,13.5
2021-05-01,19,28.0,False,0.28,5.32
2021-05-02,14,28.0,,0.28,3.9200000000000004
2021-05-03,59,28.0,,0.28,16.520000000000003
2021-05-04,69,28.0,,0.28,19.32
2021-05-05,41,28.0,,0.28,11.48
2021-05-06,50,28.0,,0.28,14.000000000000002
2021-05-07,100,28.0,,0.28,28.000000000000004
2021-05-08,10,28.0,,0.28,2.8000000000000003
2021-05-09,34,28.0,,0.28,9.520000000000001
2021-05-10,56,28.0,,0.28,15.680000000000001
2021-05-11,51,28.0,,0.28,14.280000000000001
2021-05-12,66,28.0,,0.28,18.48
2021-05-13,55,28.0,,0.28,15.400000000000002
2021-05-14,44,28.0,,0.28,12.32
2021-05-15,10,28.0,,0.28,2.8000000000000003
2021-05-16,5,28.0,,0.28,1.4000000000000001
2021-05-17,86,28.0,,0.28,24.080000000000002
2021-05-18,17,28.0,,0.28,4.760000000000001
2021-05-19,74,28.0,,0.28,20.720000000000002
2021-05-20,47,28.0,,0.28,13.160000000000002
2021-05-21,52,28.0,,0.28,14.560000000000002
2021-05-22,49,28.0,,0.28,13.72
2021-05-23,24,28.0,,0.28,6.720000000000001
2021-05-24,51,28.0,,0.28,14.280000000000001
2021-05-25,66,28.0,,0.28,18.48
2021-05-26,72,28.0,,0.28,20.160000000000004
2021-05-27,68,28.0,,0.28,19.040000000000003
2021-05-28,82,28.0,,0.28,22.96
2021-05-29,29,28.0,,0.28,8.120000000000001
2021-05-30,20,28.0,,0.28,5.6000000000000005
2021-05-31,24,28.0,,0.28,6.720000000000001
2021-06-01,64,37.0,False,0.37,23.68
2021-06-02,42,37.0,,0.37,15.54
2021-06-03,40,37.0,,0.37,14.8
2021-06-04,73,37.0,,0.37,27.009999999999998
2021-06-05,39,37.0,,0.37,14.43
2021-06-06,27,37.0,,0.37,9.99
2021-06-07,53,37.0,,0.37,19.61
2021-06-08,63,37.0,,0.37,23.31
2021-06-09,77,37.0,,0.37,28.49
2021-06-10,65,37.0,,0.37,24.05
2021-06-11,35,37.0,,0.37,12.95
2021-06-12,11,37.0,,0.37,4.07
2021-06-13,18,37.0,,0.37,6.66
2021-06-14,53,37.0,,0.37,19.61
2021-06-15,47,37.0,,0.37,17.39
2021-06-16,54,37.0,,0.37,19.98
2021-06-17,90,37.0,,0.37,33.3
2021-06-18,95,37.0,,0.37,35.15
2021-06-19,23,37.0,,0.37,8.51
2021-06-20,23,37.0,,0.37,8.51
2021-06-21,81,37.0,,0.37,29.97
2021-06-22,48,37.0,,0.37,17.759999999999998
2021-06-23,37,37.0,,0.37,13.69
2021-06-24,49,37.0,,0.37,18.13
2021-06-25,52,37.0,,0.37,19.24
2021-06-26,27,37.0,,0.37,9.99
2021-06-27,23,37.0,,0.37,8.51
2021-06-28,100,37.0,,0.37,37.0
2021-06-29,90,37.0,,0.37,33.3
2021-06-30,37,37.0,,0.37,13.69
2021-07-01,10,33.0,False,0.33,3.3000000000000003
2021-07-02,29,33.0,,0.33,9.57
2021-07-03,3,33.0,,0.33,0.99
2021-07-04,9,33.0,,0.33,2.97
2021-07-05,12,33.0,,0.33,3.96
2021-07-06,50,33.0,,0.33,16.5
2021-07-07,48,33.0,,0.33,15.84
2021-07-08,52,33.0,,0.33,17.16
2021-07-09,18,33.0,,0.33,5.94
2021-07-10,15,33.0,,0.33,4.95
2021-07-11,26,33.0,,0.33,8.58
2021-07-12,44,33.0,,0.33,14.520000000000001
2021-07-13,55,33.0,,0.33,18.150000000000002
2021-07-14,56,33.0,,0.33,18.48
2021-07-15,62,33.0,,0.33,20.46
2021-07-16,31,33.0,,0.33,10.23
2021-07-17,14,33.0,,0.33,4.62
2021-07-18,14,33.0,,0.33,4.62
2021-07-19,100,33.0,,0.33,33.0
2021-07-20,44,33.0,,0.33,14.520000000000001
2021-07-21,41,33.0,,0.33,13.530000000000001
2021-07-22,42,33.0,,0.33,13.860000000000001
2021-07-23,52,33.0,,0.33,17.16
2021-07-24,9,33.0,,0.33,2.97
2021-07-25,9,33.0,,0.33,2.97
2021-07-26,36,33.0,,0.33,11.88
2021-07-27,47,33.0,,0.33,15.510000000000002
2021-07-28,23,33.0,,0.33,7.590000000000001
2021-07-29,33,33.0,,0.33,10.89
2021-07-30,36,33.0,,0.33,11.88
2021-07-31,11,33.0,,0.33,3.6300000000000003
2021-08-01,28,32.0,False,0.32,8.96
2021-08-02,84,32.0,,0.32,26.88
2021-08-03,46,32.0,,0.32,14.72
2021-08-04,64,32.0,,0.32,20.48
2021-08-05,47,32.0,,0.32,15.040000000000001
2021-08-06,66,32.0,,0.32,21.12
2021-08-07,29,32.0,,0.32,9.28
2021-08-08,5,32.0,,0.32,1.6
2021-08-09,67,32.0,,0.32,21.44
2021-08-10,82,32.0,,0.32,26.240000000000002
2021-08-11,87,32.0,,0.32,27.84
2021-08-12,56,32.0,,0.32,17.92
2021-08-13,65,32.0,,0.32,20.8
2021-08-14,5,32.0,,0.32,1.6
2021-08-15,9,32.0,,0.32,2.88
2021-08-16,48,32.0,,0.32,15.36
2021-08-17,50,32.0,,0.32,16.0
2021-08-18,71,32.0,,0.32,22.72
2021-08-19,54,32.0,,0.32,17.28
2021-08-20,42,32.0,,0.32,13.44
2021-08-21,19,32.0,,0.32,6.08
2021-08-22,70,32.0,,0.32,22.400000000000002
2021-08-23,60,32.0,,0.32,19.2
2021-08-24,41,32.0,,0.32,13.120000000000001
2021-08-25,58,32.0,,0.32,18.56
2021-08-26,100,32.0,,0.32,32.0
2021-08-27,77,32.0,,0.32,24.64
2021-08-28,28,32.0,,0.32,8.96
2021-08-29,41,32.0,,0.32,13.120000000000001
2021-08-30,45,32.0,,0.32,14.4
2021-08-31,85,32.0,,0.32,27.2
2021-09-01,45,31.0,False,0.31,13.95
2021-09-02,47,31.0,,0.31,14.57
2021-09-03,45,31.0,,0.31,13.95
2021-09-04,28,31.0,,0.31,8.68
2021-09-05,41,31.0,,0.31,12.709999999999999
2021-09-06,30,31.0,,0.31,9.3
2021-09-07,60,31.0,,0.31,18.6
2021-09-08,39,31.0,,0.31,12.09
2021-09-09,47,31.0,,0.31,14.57
2021-09-10,65,31.0,,0.31,20.15
2021-09-11,22,31.0,,0.31,6.82
2021-09-12,0,31.0,,0.31,0.0
2021-09-13,28,31.0,,0.31,8.68
2021-09-14,70,31.0,,0.31,21.7
2021-09-15,62,31.0,,0.31,19.22
2021-09-16,20,31.0,,0.31,6.2
2021-09-17,36,31.0,,0.31,11.16
2021-09-18,26,31.0,,0.31,8.06
2021-09-19,4,31.0,,0.31,1.24
2021-09-20,74,31.0,,0.31,22.94
2021-09-21,68,31.0,,0.31,21.08
2021-09-22,100,31.0,,0.31,31.0
2021-09-23,70,31.0,,0.31,21.7
2021-09-24,49,31.0,,0.31,15.19
2021-09-25,18,31.0,,0.31,5.58
2021-09-26,26,31.0,,0.31,8.06
2021-09-27,62,31.0,,0.31,19.22
2021-09-28,86,31.0,,0.31,26.66
2021-09-29,73,31.0,,0.31,22.63
2021-09-30,43,31.0,,0.31,13.33
2021-10-01,81,26.0,False,0.26,21.060000000000002
2021-10-02,40,26.0,,0.26,10.4
2021-10-03,32,26.0,,0.26,8.32
2021-10-04,80,26.0,,0.26,20.8
2021-10-05,91,26.0,,0.26,23.66
2021-10-06,59,26.0,,0.26,15.34
2021-10-07,61,26.0,,0.26,15.860000000000001
2021-10-08,100,26.0,,0.26,26.0
2021-10-09,14,26.0,,0.26,3.64
2021-10-10,7,26.0,,0.26,1.82
2021-10-11,67,26.0,,0.26,17.42
2021-10-12,73,26.0,,0.26,18.98
2021-10-13,99,26.0,,0.26,25.740000000000002
2021-10-14,73,26.0,,0.26,18.98
2021-10-15,74,26.0,,0.26,19.240000000000002
2021-10-16,14,26.0,,0.26,3.64
2021-10-17,27,26.0,,0.26,7.0200000000000005
2021-10-18,66,26.0,,0.26,17.16
2021-10-19,74,26.0,,0.26,19.240000000000002
2021-10-20,85,26.0,,0.26,22.1
2021-10-21,66,26.0,,0.26,17.16
2021-10-22,79,26.0,,0.26,20.54
2021-10-23,21,26.0,,0.26,5.46
2021-10-24,33,26.0,,0.26,8.58
2021-10-25,66,26.0,,0.26,17.16
2021-10-26,84,26.0,,0.26,21.84
2021-10-27,83,26.0,,0.26,21.580000000000002
2021-10-28,67,26.0,,0.26,17.42
2021-10-29,79,26.0,,0.26,20.54
2021-10-30,46,26.0,,0.26,11.96
2021-10-31,21,26.0,,0.26,5.46
2021-11-01,63,30.0,False,0.3,18.9
2021-11-02,52,30.0,,0.3,15.6
2021-11-03,59,30.0,,0.3,17.7
2021-11-04,57,30.0,,0.3,17.099999999999998
2021-11-05,97,30.0,,0.3,29.099999999999998
2021-11-06,37,30.0,,0.3,11.1
2021-11-07,36,30.0,,0.3,10.799999999999999
2021-11-08,48,30.0,,0.3,14.399999999999999
2021-11-09,100,30.0,,0.3,30.0
2021-11-10,56,30.0,,0.3,16.8
2021-11-11,87,30.0,,0.3,26.099999999999998
2021-11-12,81,30.0,,0.3,24.3
2021-11-13,16,30.0,,0.3,4.8
2021-11-14,21,30.0,,0.3,6.3
2021-11-15,70,30.0,,0.3,21.0
2021-11-16,84,30.0,,0.3,25.2
2021-11-17,41,30.0,,0.3,12.299999999999999
2021-11-18,52,30.0,,0.3,15.6
2021-11-19,67,30.0,,0.3,20.099999999999998
2021-11-20,21,30.0,,0.3,6.3
2021-11-21,21,30.0,,0.3,6.3
2021-11-22,52,30.0,,0.3,15.6
2021-11-23,53,30.0,,0.3,15.899999999999999
2021-11-24,81,30.0,,0.3,24.3
2021-11-25,41,30.0,,0.3,12.299999999999999
2021-11-26,39,30.0,,0.3,11.7
2021-11-27,10,30.0,,0.3,3.0
2021-11-28,25,30.0,,0.3,7.5
2021-11-29,40,30.0,,0.3,12.0
2021-11-30,62,30.0,,0.3,18.599999999999998
2021-12-01,32,32.0,False,0.32,10.24
2021-12-02,62,32.0,,0.32,19.84
2021-12-03,86,32.0,,0.32,27.52
2021-12-04,47,32.0,,0.32,15.040000000000001
2021-12-05,14,32.0,,0.32,4.48
2021-12-06,46,32.0,,0.32,14.72
2021-12-07,84,32.0,,0.32,26.88
2021-12-08,69,32.0,,0.32,22.080000000000002
2021-12-09,87,32.0,,0.32,27.84
2021-12-10,79,32.0,,0.32,25.28
2021-12-11,19,32.0,,0.32,6.08
2021-12-12,14,32.0,,0.32,4.48
2021-12-13,61,32.0,,0.32,19.52
2021-12-14,100,32.0,,0.32,32.0
2021-12-15,86,32.0,,0.32,27.52
2021-12-16,54,32.0,,0.32,17.28
2021-12-17,64,32.0,,0.32,20.48
2021-12-18,25,32.0,,0.32,8.0
2021-12-19,15,32.0,,0.32,4.8
2021-12-20,37,32.0,,0.32,11.84
2021-12-21,50,32.0,,0.32,16.0
2021-12-22,54,32.0,,0.32,17.28
2021-12-23,33,32.0,,0.32,10.56
2021-12-24,30,32.0,,0.32,9.6
2021-12-25,43,32.0,,0.32,13.76
2021-12-26,30,32.0,,0.32,9.6
2021-12-27,27,32.0,,0.32,8.64
2021-12-28,45,32.0,,0.32,14.4
2021-12-29,65,32.0,,0.32,20.8
2021-12-30,96,32.0,,0.32,30.72
2021-12-31,31,32.0,,0.32,9.92
