date,X_unscaled,X_monthly,isPartial,scale,X
2018-01-02,87,79.0,,0.79,68.73
2018-01-03,94,79.0,,0.79,74.26
2018-01-04,98,79.0,,0.79,77.42
2018-01-05,89,79.0,,0.79,70.31
2018-01-06,96,79.0,,0.79,75.84
2018-01-07,98,79.0,,0.79,77.42
2018-01-08,84,79.0,,0.79,66.36
2018-01-09,87,79.0,,0.79,68.73
2018-01-10,92,79.0,,0.79,72.68
2018-01-11,93,79.0,,0.79,73.47
2018-01-12,90,79.0,,0.79,71.10000000000001
2018-01-13,93,79.0,,0.79,73.47
2018-01-14,91,79.0,,0.79,71.89
2018-01-15,90,79.0,,0.79,71.10000000000001
2018-01-16,91,79.0,,0.79,71.89
2018-01-17,85,79.0,,0.79,67.15
2018-01-18,91,79.0,,0.79,71.89
2018-01-19,87,79.0,,0.79,68.73
2018-01-20,88,79.0,,0.79,69.52000000000001
2018-01-21,88,79.0,,0.79,69.52000000000001
2018-01-22,88,79.0,,0.79,69.52000000000001
2018-01-23,90,79.0,,0.79,71.10000000000001
2018-01-24,90,79.0,,0.79,71.10000000000001
2018-01-25,93,79.0,,0.79,73.47
2018-01-26,91,79.0,,0.79,71.89
2018-01-27,99,79.0,,0.79,78.21000000000001
2018-01-28,100,79.0,,0.79,79.0
2018-01-29,91,79.0,,0.79,71.89
2018-01-30,87,79.0,,0.79,68.73
2018-01-31,89,79.0,,0.79,70.31
2018-02-01,79,76.0,False,0.76,60.04
2018-02-02,77,76.0,,0.76,58.52
2018-02-03,76,76.0,,0.76,57.76
2018-02-04,80,76.0,,0.76,60.8
2018-02-05,71,76.0,,0.76,53.96
2018-02-06,100,76.0,,0.76,76.0
2018-02-07,88,76.0,,0.76,66.88
2018-02-08,83,76.0,,0.76,63.08
2018-02-09,75,76.0,,0.76,57.0
2018-02-10,80,76.0,,0.76,60.8
2018-02-11,84,76.0,,0.76,63.84
2018-02-12,76,76.0,,0.76,57.76
2018-02-13,76,76.0,,0.76,57.76
2018-02-14,74,76.0,,0.76,56.24
2018-02-15,75,76.0,,0.76,57.0
2018-02-16,74,76.0,,0.76,56.24
2018-02-17,80,76.0,,0.76,60.8
2018-02-18,80,76.0,,0.76,60.8
2018-02-19,77,76.0,,0.76,58.52
2018-02-20,75,76.0,,0.76,57.0
2018-02-21,79,76.0,,0.76,60.04
2018-02-22,81,76.0,,0.76,61.56
2018-02-23,76,76.0,,0.76,57.76
2018-02-24,78,76.0,,0.76,59.28
2018-02-25,86,76.0,,0.76,65.36
2018-02-26,77,76.0,,0.76,58.52
2018-02-27,77,76.0,,0.76,58.52
2018-02-28,79,76.0,,0.76,60.04
2018-03-01,93,73.0,False,0.73,67.89
2018-03-02,92,73.0,,0.73,67.16
2018-03-03,93,73.0,,0.73,67.89
2018-03-04,100,73.0,,0.73,73.0
2018-03-05,94,73.0,,0.73,68.62
2018-03-06,95,73.0,,0.73,69.35
2018-03-07,90,73.0,,0.73,65.7
2018-03-08,92,73.0,,0.73,67.16
2018-03-09,91,73.0,,0.73,66.42999999999999
2018-03-10,95,73.0,,0.73,69.35
2018-03-11,100,73.0,,0.73,73.0
2018-03-12,92,73.0,,0.73,67.16
2018-03-13,90,73.0,,0.73,65.7
2018-03-14,91,73.0,,0.73,66.42999999999999
2018-03-15,91,73.0,,0.73,66.42999999999999
2018-03-16,86,73.0,,0.73,62.78
2018-03-17,90,73.0,,0.73,65.7
2018-03-18,97,73.0,,0.73,70.81
2018-03-19,92,73.0,,0.73,67.16
2018-03-20,87,73.0,,0.73,63.51
2018-03-21,91,73.0,,0.73,66.42999999999999
2018-03-22,96,73.0,,0.73,70.08
2018-03-23,94,73.0,,0.73,68.62
2018-03-24,94,73.0,,0.73,68.62
2018-03-25,98,73.0,,0.73,71.53999999999999
2018-03-26,96,73.0,,0.73,70.08
2018-03-27,94,73.0,,0.73,68.62
2018-03-28,88,73.0,,0.73,64.24
2018-03-29,94,73.0,,0.73,68.62
2018-03-30,90,73.0,,0.73,65.7
2018-03-31,94,73.0,,0.73,68.62
2018-04-01,97,72.0,False,0.72,69.84
2018-04-02,96,72.0,,0.72,69.12
2018-04-03,92,72.0,,0.72,66.24
2018-04-04,94,72.0,,0.72,67.67999999999999
2018-04-05,94,72.0,,0.72,67.67999999999999
2018-04-06,87,72.0,,0.72,62.64
2018-04-07,96,72.0,,0.72,69.12
2018-04-08,100,72.0,,0.72,72.0
2018-04-09,98,72.0,,0.72,70.56
2018-04-10,96,72.0,,0.72,69.12
2018-04-11,93,72.0,,0.72,66.96
2018-04-12,97,72.0,,0.72,69.84
2018-04-13,91,72.0,,0.72,65.52
2018-04-14,95,72.0,,0.72,68.39999999999999
2018-04-15,97,72.0,,0.72,69.84
2018-04-16,96,72.0,,0.72,69.12
2018-04-17,91,72.0,,0.72,65.52
2018-04-18,94,72.0,,0.72,67.67999999999999
2018-04-19,98,72.0,,0.72,70.56
2018-04-20,87,72.0,,0.72,62.64
2018-04-21,95,72.0,,0.72,68.39999999999999
2018-04-22,96,72.0,,0.72,69.12
2018-04-23,96,72.0,,0.72,69.12
2018-04-24,92,72.0,,0.72,66.24
2018-04-25,91,72.0,,0.72,65.52
2018-04-26,90,72.0,,0.72,64.8
2018-04-27,84,72.0,,0.72,60.48
2018-04-28,94,72.0,,0.72,67.67999999999999
2018-04-29,96,72.0,,0.72,69.12
2018-04-30,95,72.0,,0.72,68.39999999999999
2018-05-01,88,70.0,False,0.7,61.599999999999994
2018-05-02,87,70.0,,0.7,60.9
2018-05-03,86,70.0,,0.7,60.199999999999996
2018-05-04,89,70.0,,0.7,62.3
2018-05-05,88,70.0,,0.7,61.599999999999994
2018-05-06,92,70.0,,0.7,64.39999999999999
2018-05-07,89,70.0,,0.7,62.3
2018-05-08,87,70.0,,0.7,60.9
2018-05-09,84,70.0,,0.7,58.8
2018-05-10,85,70.0,,0.7,59.49999999999999
2018-05-11,100,70.0,,0.7,70.0
2018-05-12,94,70.0,,0.7,65.8
2018-05-13,97,70.0,,0.7,67.89999999999999
2018-05-14,90,70.0,,0.7,62.99999999999999
2018-05-15,86,70.0,,0.7,60.199999999999996
2018-05-16,84,70.0,,0.7,58.8
2018-05-17,85,70.0,,0.7,59.49999999999999
2018-05-18,85,70.0,,0.7,59.49999999999999
2018-05-19,94,70.0,,0.7,65.8
2018-05-20,100,70.0,,0.7,70.0
2018-05-21,91,70.0,,0.7,63.699999999999996
2018-05-22,88,70.0,,0.7,61.599999999999994
2018-05-23,88,70.0,,0.7,61.599999999999994
2018-05-24,87,70.0,,0.7,60.9
2018-05-25,85,70.0,,0.7,59.49999999999999
2018-05-26,86,70.0,,0.7,60.199999999999996
2018-05-27,92,70.0,,0.7,64.39999999999999
2018-05-28,94,70.0,,0.7,65.8
2018-05-29,89,70.0,,0.7,62.3
2018-05-30,89,70.0,,0.7,62.3
2018-05-31,91,70.0,,0.7,63.699999999999996
2018-06-01,52,78.0,False,0.78,40.56
2018-06-02,57,78.0,,0.78,44.46
2018-06-03,60,78.0,,0.78,46.800000000000004
2018-06-04,55,78.0,,0.78,42.9
2018-06-05,54,78.0,,0.78,42.120000000000005
2018-06-06,54,78.0,,0.78,42.120000000000005
2018-06-07,55,78.0,,0.78,42.9
2018-06-08,53,78.0,,0.78,41.34
2018-06-09,57,78.0,,0.78,44.46
2018-06-10,60,78.0,,0.78,46.800000000000004
2018-06-11,55,78.0,,0.78,42.9
2018-06-12,56,78.0,,0.78,43.68
2018-06-13,56,78.0,,0.78,43.68
2018-06-14,54,78.0,,0.78,42.120000000000005
2018-06-15,54,78.0,,0.78,42.120000000000005
2018-06-16,56,78.0,,0.78,43.68
2018-06-17,58,78.0,,0.78,45.24
2018-06-18,75,78.0,,0.78,58.5
2018-06-19,100,78.0,,0.78,78.0
2018-06-20,75,78.0,,0.78,58.5
2018-06-21,63,78.0,,0.78,49.14
2018-06-22,59,78.0,,0.78,46.02
2018-06-23,63,78.0,,0.78,49.14
2018-06-24,58,78.0,,0.78,45.24
2018-06-25,54,78.0,,0.78,42.120000000000005
2018-06-26,56,78.0,,0.78,43.68
2018-06-27,54,78.0,,0.78,42.120000000000005
2018-06-28,55,78.0,,0.78,42.9
2018-06-29,56,78.0,,0.78,43.68
2018-06-30,57,78.0,,0.78,44.46
2018-07-01,96,68.0,False,0.68,65.28
2018-07-02,93,68.0,,0.68,63.24
2018-07-03,90,68.0,,0.68,61.2
2018-07-04,93,68.0,,0.68,63.24
2018-07-05,92,68.0,,0.68,62.56
2018-07-06,90,68.0,,0.68,61.2
2018-07-07,93,68.0,,0.68,63.24
2018-07-08,100,68.0,,0.68,68.0
2018-07-09,94,68.0,,0.68,63.92
2018-07-10,94,68.0,,0.68,63.92
2018-07-11,92,68.0,,0.68,62.56
2018-07-12,91,68.0,,0.68,61.88
2018-07-13,91,68.0,,0.68,61.88
2018-07-14,96,68.0,,0.68,65.28
2018-07-15,93,68.0,,0.68,63.24
2018-07-16,93,68.0,,0.68,63.24
2018-07-17,97,68.0,,0.68,65.96000000000001
2018-07-18,92,68.0,,0.68,62.56
2018-07-19,92,68.0,,0.68,62.56
2018-07-20,94,68.0,,0.68,63.92
2018-07-21,97,68.0,,0.68,65.96000000000001
2018-07-22,100,68.0,,0.68,68.0
2018-07-23,96,68.0,,0.68,65.28
2018-07-24,96,68.0,,0.68,65.28
2018-07-25,93,68.0,,0.68,63.24
2018-07-26,94,68.0,,0.68,63.92
2018-07-27,90,68.0,,0.68,61.2
2018-07-28,97,68.0,,0.68,65.96000000000001
2018-07-29,97,68.0,,0.68,65.96000000000001
2018-07-30,96,68.0,,0.68,65.28
2018-07-31,92,68.0,,0.68,62.56
2018-08-01,91,70.0,False,0.7,63.699999999999996
2018-08-02,91,70.0,,0.7,63.699999999999996
2018-08-03,93,70.0,,0.7,65.1
2018-08-04,98,70.0,,0.7,68.6
2018-08-05,98,70.0,,0.7,68.6
2018-08-06,90,70.0,,0.7,62.99999999999999
2018-08-07,89,70.0,,0.7,62.3
2018-08-08,89,70.0,,0.7,62.3
2018-08-09,89,70.0,,0.7,62.3
2018-08-10,89,70.0,,0.7,62.3
2018-08-11,93,70.0,,0.7,65.1
2018-08-12,100,70.0,,0.7,70.0
2018-08-13,95,70.0,,0.7,66.5
2018-08-14,93,70.0,,0.7,65.1
2018-08-15,91,70.0,,0.7,63.699999999999996
2018-08-16,89,70.0,,0.7,62.3
2018-08-17,89,70.0,,0.7,62.3
2018-08-18,97,70.0,,0.7,67.89999999999999
2018-08-19,95,70.0,,0.7,66.5
2018-08-20,89,70.0,,0.7,62.3
2018-08-21,91,70.0,,0.7,63.699999999999996
2018-08-22,89,70.0,,0.7,62.3
2018-08-23,89,70.0,,0.7,62.3
2018-08-24,87,70.0,,0.7,60.9
2018-08-25,95,70.0,,0.7,66.5
2018-08-26,98,70.0,,0.7,68.6
2018-08-27,91,70.0,,0.7,63.699999999999996
2018-08-28,91,70.0,,0.7,63.699999999999996
2018-08-29,91,70.0,,0.7,63.699999999999996
2018-08-30,92,70.0,,0.7,64.39999999999999
2018-08-31,87,70.0,,0.7,60.9
2018-09-01,69,78.0,False,0.78,53.82
2018-09-02,72,78.0,,0.78,56.160000000000004
2018-09-03,73,78.0,,0.78,56.940000000000005
2018-09-04,70,78.0,,0.78,54.6
2018-09-05,70,78.0,,0.78,54.6
2018-09-06,67,78.0,,0.78,52.260000000000005
2018-09-07,63,78.0,,0.78,49.14
2018-09-08,70,78.0,,0.78,54.6
2018-09-09,68,78.0,,0.78,53.04
2018-09-10,70,78.0,,0.78,54.6
2018-09-11,69,78.0,,0.78,53.82
2018-09-12,97,78.0,,0.78,75.66
2018-09-13,100,78.0,,0.78,78.0
2018-09-14,89,78.0,,0.78,69.42
2018-09-15,83,78.0,,0.78,64.74000000000001
2018-09-16,81,78.0,,0.78,63.18
2018-09-17,77,78.0,,0.78,60.06
2018-09-18,78,78.0,,0.78,60.84
2018-09-19,80,78.0,,0.78,62.400000000000006
2018-09-20,78,78.0,,0.78,60.84
2018-09-21,78,78.0,,0.78,60.84
2018-09-22,88,78.0,,0.78,68.64
2018-09-23,84,78.0,,0.78,65.52
2018-09-24,80,78.0,,0.78,62.400000000000006
2018-09-25,80,78.0,,0.78,62.400000000000006
2018-09-26,76,78.0,,0.78,59.28
2018-09-27,78,78.0,,0.78,60.84
2018-09-28,73,78.0,,0.78,56.940000000000005
2018-09-29,77,78.0,,0.78,60.06
2018-09-30,77,78.0,,0.78,60.06
2018-10-01,90,70.0,False,0.7,62.99999999999999
2018-10-02,91,70.0,,0.7,63.699999999999996
2018-10-03,85,70.0,,0.7,59.49999999999999
2018-10-04,86,70.0,,0.7,60.199999999999996
2018-10-05,80,70.0,,0.7,56.0
2018-10-06,83,70.0,,0.7,58.099999999999994
2018-10-07,87,70.0,,0.7,60.9
2018-10-08,100,70.0,,0.7,70.0
2018-10-09,91,70.0,,0.7,63.699999999999996
2018-10-10,87,70.0,,0.7,60.9
2018-10-11,86,70.0,,0.7,60.199999999999996
2018-10-12,85,70.0,,0.7,59.49999999999999
2018-10-13,88,70.0,,0.7,61.599999999999994
2018-10-14,85,70.0,,0.7,59.49999999999999
2018-10-15,85,70.0,,0.7,59.49999999999999
2018-10-16,83,70.0,,0.7,58.099999999999994
2018-10-17,84,70.0,,0.7,58.8
2018-10-18,85,70.0,,0.7,59.49999999999999
2018-10-19,86,70.0,,0.7,60.199999999999996
2018-10-20,85,70.0,,0.7,59.49999999999999
2018-10-21,88,70.0,,0.7,61.599999999999994
2018-10-22,87,70.0,,0.7,60.9
2018-10-23,84,70.0,,0.7,58.8
2018-10-24,82,70.0,,0.7,57.4
2018-10-25,86,70.0,,0.7,60.199999999999996
2018-10-26,86,70.0,,0.7,60.199999999999996
2018-10-27,88,70.0,,0.7,61.599999999999994
2018-10-28,89,70.0,,0.7,62.3
2018-10-29,86,70.0,,0.7,60.199999999999996
2018-10-30,88,70.0,,0.7,61.599999999999994
2018-10-31,81,70.0,,0.7,56.699999999999996
2018-11-01,72,73.0,False,0.73,52.56
2018-11-02,75,73.0,,0.73,54.75
2018-11-03,77,73.0,,0.73,56.21
2018-11-04,78,73.0,,0.73,56.94
2018-11-05,75,73.0,,0.73,54.75
2018-11-06,74,73.0,,0.73,54.019999999999996
2018-11-07,67,73.0,,0.73,48.91
2018-11-08,75,73.0,,0.73,54.75
2018-11-09,73,73.0,,0.73,53.29
2018-11-10,75,73.0,,0.73,54.75
2018-11-11,78,73.0,,0.73,56.94
2018-11-12,79,73.0,,0.73,57.67
2018-11-13,76,73.0,,0.73,55.48
2018-11-14,74,73.0,,0.73,54.019999999999996
2018-11-15,75,73.0,,0.73,54.75
2018-11-16,76,73.0,,0.73,55.48
2018-11-17,78,73.0,,0.73,56.94
2018-11-18,81,73.0,,0.73,59.129999999999995
2018-11-19,81,73.0,,0.73,59.129999999999995
2018-11-20,78,73.0,,0.73,56.94
2018-11-21,78,73.0,,0.73,56.94
2018-11-22,87,73.0,,0.73,63.51
2018-11-23,100,73.0,,0.73,73.0
2018-11-24,92,73.0,,0.73,67.16
2018-11-25,86,73.0,,0.73,62.78
2018-11-26,84,73.0,,0.73,61.32
2018-11-27,83,73.0,,0.73,60.589999999999996
2018-11-28,77,73.0,,0.73,56.21
2018-11-29,76,73.0,,0.73,55.48
2018-11-30,75,73.0,,0.73,54.75
2018-12-01,90,70.0,False,0.7,62.99999999999999
2018-12-02,93,70.0,,0.7,65.1
2018-12-03,93,70.0,,0.7,65.1
2018-12-04,90,70.0,,0.7,62.99999999999999
2018-12-05,91,70.0,,0.7,63.699999999999996
2018-12-06,90,70.0,,0.7,62.99999999999999
2018-12-07,92,70.0,,0.7,64.39999999999999
2018-12-08,92,70.0,,0.7,64.39999999999999
2018-12-09,96,70.0,,0.7,67.19999999999999
2018-12-10,92,70.0,,0.7,64.39999999999999
2018-12-11,91,70.0,,0.7,63.699999999999996
2018-12-12,90,70.0,,0.7,62.99999999999999
2018-12-13,89,70.0,,0.7,62.3
2018-12-14,92,70.0,,0.7,64.39999999999999
2018-12-15,94,70.0,,0.7,65.8
2018-12-16,95,70.0,,0.7,66.5
2018-12-17,93,70.0,,0.7,65.1
2018-12-18,95,70.0,,0.7,66.5
2018-12-19,92,70.0,,0.7,64.39999999999999
2018-12-20,91,70.0,,0.7,63.699999999999996
2018-12-21,86,70.0,,0.7,60.199999999999996
2018-12-22,92,70.0,,0.7,64.39999999999999
2018-12-23,91,70.0,,0.7,63.699999999999996
2018-12-24,89,70.0,,0.7,62.3
2018-12-25,99,70.0,,0.7,69.3
2018-12-26,100,70.0,,0.7,70.0
2018-12-27,93,70.0,,0.7,65.1
2018-12-28,87,70.0,,0.7,60.9
2018-12-29,92,70.0,,0.7,64.39999999999999
2018-12-30,89,70.0,,0.7,62.3
2018-12-31,87,70.0,,0.7,60.9
2019-01-01,81,67.0,False,0.67,54.27
2019-01-02,86,67.0,,0.67,57.620000000000005
2019-01-03,83,67.0,,0.67,55.61000000000001
2019-01-04,83,67.0,,0.67,55.61000000000001
2019-01-05,84,67.0,,0.67,56.28
2019-01-06,87,67.0,,0.67,58.290000000000006
2019-01-07,81,67.0,,0.67,54.27
2019-01-08,82,67.0,,0.67,54.940000000000005
2019-01-09,84,67.0,,0.67,56.28
2019-01-10,82,67.0,,0.67,54.940000000000005
2019-01-11,83,67.0,,0.67,55.61000000000001
2019-01-12,85,67.0,,0.67,56.95
2019-01-13,88,67.0,,0.67,58.96
2019-01-14,85,67.0,,0.67,56.95
2019-01-15,83,67.0,,0.67,55.61000000000001
2019-01-16,85,67.0,,0.67,56.95
2019-01-17,85,67.0,,0.67,56.95
2019-01-18,80,67.0,,0.67,53.6
2019-01-19,86,67.0,,0.67,57.620000000000005
2019-01-20,87,67.0,,0.67,58.290000000000006
2019-01-21,86,67.0,,0.67,57.620000000000005
2019-01-22,87,67.0,,0.67,58.290000000000006
2019-01-23,91,67.0,,0.67,60.970000000000006
2019-01-24,88,67.0,,0.67,58.96
2019-01-25,88,67.0,,0.67,58.96
2019-01-26,92,67.0,,0.67,61.64
2019-01-27,100,67.0,,0.67,67.0
2019-01-28,90,67.0,,0.67,60.300000000000004
2019-01-29,85,67.0,,0.67,56.95
2019-01-30,86,67.0,,0.67,57.620000000000005
2019-01-31,87,67.0,,0.67,58.290000000000006
2019-02-01,89,69.0,False,0.69,61.41
2019-02-02,92,69.0,,0.69,63.48
2019-02-03,97,69.0,,0.69,66.92999999999999
2019-02-04,88,69.0,,0.69,60.72
2019-02-05,95,69.0,,0.69,65.55
2019-02-06,90,69.0,,0.69,62.099999999999994
2019-02-07,91,69.0,,0.69,62.78999999999999
2019-02-08,91,69.0,,0.69,62.78999999999999
2019-02-09,92,69.0,,0.69,63.48
2019-02-10,93,69.0,,0.69,64.17
2019-02-11,93,69.0,,0.69,64.17
2019-02-12,88,69.0,,0.69,60.72
2019-02-13,92,69.0,,0.69,63.48
2019-02-14,85,69.0,,0.69,58.65
2019-02-15,90,69.0,,0.69,62.099999999999994
2019-02-16,92,69.0,,0.69,63.48
2019-02-17,94,69.0,,0.69,64.86
2019-02-18,93,69.0,,0.69,64.17
2019-02-19,90,69.0,,0.69,62.099999999999994
2019-02-20,90,69.0,,0.69,62.099999999999994
2019-02-21,92,69.0,,0.69,63.48
2019-02-22,92,69.0,,0.69,63.48
2019-02-23,91,69.0,,0.69,62.78999999999999
2019-02-24,100,69.0,,0.69,69.0
2019-02-25,94,69.0,,0.69,64.86
2019-02-26,96,69.0,,0.69,66.24
2019-02-27,89,69.0,,0.69,61.41
2019-02-28,93,69.0,,0.69,64.17
2019-03-01,94,68.0,False,0.68,63.92
2019-03-02,99,68.0,,0.68,67.32000000000001
2019-03-03,98,68.0,,0.68,66.64
2019-03-04,98,68.0,,0.68,66.64
2019-03-05,96,68.0,,0.68,65.28
2019-03-06,94,68.0,,0.68,63.92
2019-03-07,95,68.0,,0.68,64.60000000000001
2019-03-08,92,68.0,,0.68,62.56
2019-03-09,95,68.0,,0.68,64.60000000000001
2019-03-10,95,68.0,,0.68,64.60000000000001
2019-03-11,94,68.0,,0.68,63.92
2019-03-12,90,68.0,,0.68,61.2
2019-03-13,95,68.0,,0.68,64.60000000000001
2019-03-14,93,68.0,,0.68,63.24
2019-03-15,88,68.0,,0.68,59.84
2019-03-16,91,68.0,,0.68,61.88
2019-03-17,97,68.0,,0.68,65.96000000000001
2019-03-18,95,68.0,,0.68,64.60000000000001
2019-03-19,92,68.0,,0.68,62.56
2019-03-20,95,68.0,,0.68,64.60000000000001
2019-03-21,91,68.0,,0.68,61.88
2019-03-22,91,68.0,,0.68,61.88
2019-03-23,95,68.0,,0.68,64.60000000000001
2019-03-24,96,68.0,,0.68,65.28
2019-03-25,96,68.0,,0.68,65.28
2019-03-26,96,68.0,,0.68,65.28
2019-03-27,93,68.0,,0.68,63.24
2019-03-28,97,68.0,,0.68,65.96000000000001
2019-03-29,92,68.0,,0.68,62.56
2019-03-30,96,68.0,,0.68,65.28
2019-03-31,100,68.0,,0.68,68.0
2019-04-01,86,70.0,False,0.7,60.199999999999996
2019-04-02,88,70.0,,0.7,61.599999999999994
2019-04-03,87,70.0,,0.7,60.9
2019-04-04,88,70.0,,0.7,61.599999999999994
2019-04-05,98,70.0,,0.7,68.6
2019-04-06,100,70.0,,0.7,70.0
2019-04-07,100,70.0,,0.7,70.0
2019-04-08,94,70.0,,0.7,65.8
2019-04-09,94,70.0,,0.7,65.8
2019-04-10,95,70.0,,0.7,66.5
2019-04-11,91,70.0,,0.7,63.699999999999996
2019-04-12,88,70.0,,0.7,61.599999999999994
2019-04-13,90,70.0,,0.7,62.99999999999999
2019-04-14,94,70.0,,0.7,65.8
2019-04-15,88,70.0,,0.7,61.599999999999994
2019-04-16,89,70.0,,0.7,62.3
2019-04-17,91,70.0,,0.7,63.699999999999996
2019-04-18,88,70.0,,0.7,61.599999999999994
2019-04-19,88,70.0,,0.7,61.599999999999994
2019-04-20,89,70.0,,0.7,62.3
2019-04-21,91,70.0,,0.7,63.699999999999996
2019-04-22,89,70.0,,0.7,62.3
2019-04-23,90,70.0,,0.7,62.99999999999999
2019-04-24,88,70.0,,0.7,61.599999999999994
2019-04-25,86,70.0,,0.7,60.199999999999996
2019-04-26,85,70.0,,0.7,59.49999999999999
2019-04-27,87,70.0,,0.7,60.9
2019-04-28,92,70.0,,0.7,64.39999999999999
2019-04-29,90,70.0,,0.7,62.99999999999999
2019-04-30,90,70.0,,0.7,62.99999999999999
2019-05-01,90,68.0,False,0.68,61.2
2019-05-02,88,68.0,,0.68,59.84
2019-05-03,88,68.0,,0.68,59.84
2019-05-04,89,68.0,,0.68,60.52
2019-05-05,94,68.0,,0.68,63.92
2019-05-06,90,68.0,,0.68,61.2
2019-05-07,88,68.0,,0.68,59.84
2019-05-08,86,68.0,,0.68,58.480000000000004
2019-05-09,87,68.0,,0.68,59.160000000000004
2019-05-10,88,68.0,,0.68,59.84
2019-05-11,91,68.0,,0.68,61.88
2019-05-12,93,68.0,,0.68,63.24
2019-05-13,92,68.0,,0.68,62.56
2019-05-14,91,68.0,,0.68,61.88
2019-05-15,93,68.0,,0.68,63.24
2019-05-16,89,68.0,,0.68,60.52
2019-05-17,89,68.0,,0.68,60.52
2019-05-18,95,68.0,,0.68,64.60000000000001
2019-05-19,100,68.0,,0.68,68.0
2019-05-20,90,68.0,,0.68,61.2
2019-05-21,90,68.0,,0.68,61.2
2019-05-22,97,68.0,,0.68,65.96000000000001
2019-05-23,90,68.0,,0.68,61.2
2019-05-24,94,68.0,,0.68,63.92
2019-05-25,92,68.0,,0.68,62.56
2019-05-26,96,68.0,,0.68,65.28
2019-05-27,97,68.0,,0.68,65.96000000000001
2019-05-28,94,68.0,,0.68,63.92
2019-05-29,92,68.0,,0.68,62.56
2019-05-30,92,68.0,,0.68,62.56
2019-05-31,94,68.0,,0.68,63.92
2019-06-01,88,69.0,False,0.69,60.72
2019-06-02,93,69.0,,0.69,64.17
2019-06-03,87,69.0,,0.69,60.029999999999994
2019-06-04,87,69.0,,0.69,60.029999999999994
2019-06-05,90,69.0,,0.69,62.099999999999994
2019-06-06,90,69.0,,0.69,62.099999999999994
2019-06-07,93,69.0,,0.69,64.17
2019-06-08,95,69.0,,0.69,65.55
2019-06-09,100,69.0,,0.69,69.0
2019-06-10,92,69.0,,0.69,63.48
2019-06-11,84,69.0,,0.69,57.959999999999994
2019-06-12,84,69.0,,0.69,57.959999999999994
2019-06-13,85,69.0,,0.69,58.65
2019-06-14,82,69.0,,0.69,56.58
2019-06-15,85,69.0,,0.69,58.65
2019-06-16,89,69.0,,0.69,61.41
2019-06-17,83,69.0,,0.69,57.269999999999996
2019-06-18,87,69.0,,0.69,60.029999999999994
2019-06-19,82,69.0,,0.69,56.58
2019-06-20,84,69.0,,0.69,57.959999999999994
2019-06-21,89,69.0,,0.69,61.41
2019-06-22,91,69.0,,0.69,62.78999999999999
2019-06-23,95,69.0,,0.69,65.55
2019-06-24,90,69.0,,0.69,62.099999999999994
2019-06-25,88,69.0,,0.69,60.72
2019-06-26,86,69.0,,0.69,59.339999999999996
2019-06-27,84,69.0,,0.69,57.959999999999994
2019-06-28,84,69.0,,0.69,57.959999999999994
2019-06-29,86,69.0,,0.69,59.339999999999996
2019-06-30,91,69.0,,0.69,62.78999999999999
2019-07-01,100,72.0,False,0.72,72.0
2019-07-02,88,72.0,,0.72,63.36
2019-07-03,69,72.0,,0.72,49.68
2019-07-04,71,72.0,,0.72,51.12
2019-07-05,62,72.0,,0.72,44.64
2019-07-06,62,72.0,,0.72,44.64
2019-07-07,58,72.0,,0.72,41.76
2019-07-08,58,72.0,,0.72,41.76
2019-07-09,56,72.0,,0.72,40.32
2019-07-10,55,72.0,,0.72,39.6
2019-07-11,55,72.0,,0.72,39.6
2019-07-12,57,72.0,,0.72,41.04
2019-07-13,59,72.0,,0.72,42.48
2019-07-14,60,72.0,,0.72,43.199999999999996
2019-07-15,57,72.0,,0.72,41.04
2019-07-16,56,72.0,,0.72,40.32
2019-07-17,56,72.0,,0.72,40.32
2019-07-18,53,72.0,,0.72,38.16
2019-07-19,54,72.0,,0.72,38.879999999999995
2019-07-20,55,72.0,,0.72,39.6
2019-07-21,56,72.0,,0.72,40.32
2019-07-22,55,72.0,,0.72,39.6
2019-07-23,56,72.0,,0.72,40.32
2019-07-24,56,72.0,,0.72,40.32
2019-07-25,56,72.0,,0.72,40.32
2019-07-26,56,72.0,,0.72,40.32
2019-07-27,57,72.0,,0.72,41.04
2019-07-28,61,72.0,,0.72,43.92
2019-07-29,57,72.0,,0.72,41.04
2019-07-30,58,72.0,,0.72,41.76
2019-07-31,57,72.0,,0.72,41.04
2019-08-01,100,65.0,False,0.65,65.0
2019-08-02,96,65.0,,0.65,62.400000000000006
2019-08-03,99,65.0,,0.65,64.35000000000001
2019-08-04,98,65.0,,0.65,63.7
2019-08-05,93,65.0,,0.65,60.45
2019-08-06,93,65.0,,0.65,60.45
2019-08-07,89,65.0,,0.65,57.85
2019-08-08,87,65.0,,0.65,56.550000000000004
2019-08-09,86,65.0,,0.65,55.9
2019-08-10,92,65.0,,0.65,59.800000000000004
2019-08-11,91,65.0,,0.65,59.15
2019-08-12,87,65.0,,0.65,56.550000000000004
2019-08-13,89,65.0,,0.65,57.85
2019-08-14,89,65.0,,0.65,57.85
2019-08-15,87,65.0,,0.65,56.550000000000004
2019-08-16,87,65.0,,0.65,56.550000000000004
2019-08-17,94,65.0,,0.65,61.1
2019-08-18,98,65.0,,0.65,63.7
2019-08-19,89,65.0,,0.65,57.85
2019-08-20,91,65.0,,0.65,59.15
2019-08-21,91,65.0,,0.65,59.15
2019-08-22,91,65.0,,0.65,59.15
2019-08-23,86,65.0,,0.65,55.9
