date,IWM_unscaled,IWM_monthly,isPartial,scale,IWM
2018-01-01,0,37.0,False,0.37,0.0
2018-01-02,51,37.0,,0.37,18.87
2018-01-03,45,37.0,,0.37,16.65
2018-01-04,67,37.0,,0.37,24.79
2018-01-05,74,37.0,,0.37,27.38
2018-01-06,19,37.0,,0.37,7.03
2018-01-07,0,37.0,,0.37,0.0
2018-01-08,11,37.0,,0.37,4.07
2018-01-09,48,37.0,,0.37,17.759999999999998
2018-01-10,55,37.0,,0.37,20.35
2018-01-11,87,37.0,,0.37,32.19
2018-01-12,55,37.0,,0.37,20.35
2018-01-13,0,37.0,,0.37,0.0
2018-01-14,0,37.0,,0.37,0.0
2018-01-15,23,37.0,,0.37,8.51
2018-01-16,59,37.0,,0.37,21.83
2018-01-17,53,37.0,,0.37,19.61
2018-01-18,49,37.0,,0.37,18.13
2018-01-19,83,37.0,,0.37,30.71
2018-01-20,13,37.0,,0.37,4.81
2018-01-21,6,37.0,,0.37,2.2199999999999998
2018-01-22,69,37.0,,0.37,25.53
2018-01-23,64,37.0,,0.37,23.68
2018-01-24,59,37.0,,0.37,21.83
2018-01-25,38,37.0,,0.37,14.06
2018-01-26,60,37.0,,0.37,22.2
2018-01-27,26,37.0,,0.37,9.62
2018-01-28,13,37.0,,0.37,4.81
2018-01-29,37,37.0,,0.37,13.69
2018-01-30,100,37.0,,0.37,37.0
2018-01-31,64,37.0,,0.37,23.68
2018-02-01,62,43.0,False,0.43,26.66
2018-02-02,75,43.0,,0.43,32.25
2018-02-03,0,43.0,,0.43,0.0
2018-02-04,12,43.0,,0.43,5.16
2018-02-05,75,43.0,,0.43,32.25
2018-02-06,98,43.0,,0.43,42.14
2018-02-07,71,43.0,,0.43,30.53
2018-02-08,73,43.0,,0.43,31.39
2018-02-09,100,43.0,,0.43,43.0
2018-02-10,6,43.0,,0.43,2.58
2018-02-11,24,43.0,,0.43,10.32
2018-02-12,61,43.0,,0.43,26.23
2018-02-13,61,43.0,,0.43,26.23
2018-02-14,36,43.0,,0.43,15.48
2018-02-15,64,43.0,,0.43,27.52
2018-02-16,59,43.0,,0.43,25.37
2018-02-17,13,43.0,,0.43,5.59
2018-02-18,6,43.0,,0.43,2.58
2018-02-19,16,43.0,,0.43,6.88
2018-02-20,51,43.0,,0.43,21.93
2018-02-21,52,43.0,,0.43,22.36
2018-02-22,62,43.0,,0.43,26.66
2018-02-23,32,43.0,,0.43,13.76
2018-02-24,6,43.0,,0.43,2.58
2018-02-25,6,43.0,,0.43,2.58
2018-02-26,50,43.0,,0.43,21.5
2018-02-27,72,43.0,,0.43,30.96
2018-02-28,68,43.0,,0.43,29.24
2018-03-01,72,38.0,False,0.38,27.36
2018-03-02,57,38.0,,0.38,21.66
2018-03-03,0,38.0,,0.38,0.0
2018-03-04,55,38.0,,0.38,20.9
2018-03-05,57,38.0,,0.38,21.66
2018-03-06,63,38.0,,0.38,23.94
2018-03-07,63,38.0,,0.38,23.94
2018-03-08,63,38.0,,0.38,23.94
2018-03-09,59,38.0,,0.38,22.42
2018-03-10,14,38.0,,0.38,5.32
2018-03-11,7,38.0,,0.38,2.66
2018-03-12,46,38.0,,0.38,17.48
2018-03-13,40,38.0,,0.38,15.2
2018-03-14,81,38.0,,0.38,30.78
2018-03-15,47,38.0,,0.38,17.86
2018-03-16,35,38.0,,0.38,13.3
2018-03-17,21,38.0,,0.38,7.98
2018-03-18,7,38.0,,0.38,2.66
2018-03-19,80,38.0,,0.38,30.4
2018-03-20,62,38.0,,0.38,23.56
2018-03-21,69,38.0,,0.38,26.22
2018-03-22,100,38.0,,0.38,38.0
2018-03-23,30,38.0,,0.38,11.4
2018-03-24,21,38.0,,0.38,7.98
2018-03-25,7,38.0,,0.38,2.66
2018-03-26,59,38.0,,0.38,22.42
2018-03-27,76,38.0,,0.38,28.88
2018-03-28,42,38.0,,0.38,15.96
2018-03-29,43,38.0,,0.38,16.34
2018-03-30,13,38.0,,0.38,4.94
2018-03-31,0,38.0,,0.38,0.0
2018-04-01,9,32.0,False,0.32,2.88
2018-04-02,39,32.0,,0.32,12.48
2018-04-03,60,32.0,,0.32,19.2
2018-04-04,98,32.0,,0.32,31.36
2018-04-05,85,32.0,,0.32,27.2
2018-04-06,100,32.0,,0.32,32.0
2018-04-07,26,32.0,,0.32,8.32
2018-04-08,9,32.0,,0.32,2.88
2018-04-09,98,32.0,,0.32,31.36
2018-04-10,61,32.0,,0.32,19.52
2018-04-11,37,32.0,,0.32,11.84
2018-04-12,23,32.0,,0.32,7.36
2018-04-13,23,32.0,,0.32,7.36
2018-04-14,18,32.0,,0.32,5.76
2018-04-15,27,32.0,,0.32,8.64
2018-04-16,88,32.0,,0.32,28.16
2018-04-17,75,32.0,,0.32,24.0
2018-04-18,60,32.0,,0.32,19.2
2018-04-19,53,32.0,,0.32,16.96
2018-04-20,77,32.0,,0.32,24.64
2018-04-21,9,32.0,,0.32,2.88
2018-04-22,9,32.0,,0.32,2.88
2018-04-23,51,32.0,,0.32,16.32
2018-04-24,82,32.0,,0.32,26.240000000000002
2018-04-25,80,32.0,,0.32,25.6
2018-04-26,67,32.0,,0.32,21.44
2018-04-27,46,32.0,,0.32,14.72
2018-04-28,9,32.0,,0.32,2.88
2018-04-29,9,32.0,,0.32,2.88
2018-04-30,96,32.0,,0.32,30.72
2018-05-01,56,35.0,False,0.35,19.599999999999998
2018-05-02,49,35.0,,0.35,17.15
2018-05-03,29,35.0,,0.35,10.149999999999999
2018-05-04,52,35.0,,0.35,18.2
2018-05-05,9,35.0,,0.35,3.15
2018-05-06,0,35.0,,0.35,0.0
2018-05-07,50,35.0,,0.35,17.5
2018-05-08,21,35.0,,0.35,7.35
2018-05-09,92,35.0,,0.35,32.199999999999996
2018-05-10,58,35.0,,0.35,20.299999999999997
2018-05-11,60,35.0,,0.35,21.0
2018-05-12,0,35.0,,0.35,0.0
2018-05-13,18,35.0,,0.35,6.3
2018-05-14,59,35.0,,0.35,20.65
2018-05-15,100,35.0,,0.35,35.0
2018-05-16,78,35.0,,0.35,27.299999999999997
2018-05-17,79,35.0,,0.35,27.65
2018-05-18,83,35.0,,0.35,29.049999999999997
2018-05-19,52,35.0,,0.35,18.2
2018-05-20,9,35.0,,0.35,3.15
2018-05-21,87,35.0,,0.35,30.45
2018-05-22,86,35.0,,0.35,30.099999999999998
2018-05-23,96,35.0,,0.35,33.599999999999994
2018-05-24,92,35.0,,0.35,32.199999999999996
2018-05-25,55,35.0,,0.35,19.25
2018-05-26,18,35.0,,0.35,6.3
2018-05-27,18,35.0,,0.35,6.3
2018-05-28,9,35.0,,0.35,3.15
2018-05-29,95,35.0,,0.35,33.25
2018-05-30,51,35.0,,0.35,17.849999999999998
2018-05-31,74,35.0,,0.35,25.9
2018-06-01,92,40.0,False,0.4,36.800000000000004
2018-06-02,16,40.0,,0.4,6.4
2018-06-03,16,40.0,,0.4,6.4
2018-06-04,57,40.0,,0.4,22.8
2018-06-05,64,40.0,,0.4,25.6
2018-06-06,78,40.0,,0.4,31.200000000000003
2018-06-07,59,40.0,,0.4,23.6
2018-06-08,47,40.0,,0.4,18.8
2018-06-09,8,40.0,,0.4,3.2
2018-06-10,8,40.0,,0.4,3.2
2018-06-11,94,40.0,,0.4,37.6
2018-06-12,54,40.0,,0.4,21.6
2018-06-13,68,40.0,,0.4,27.200000000000003
2018-06-14,71,40.0,,0.4,28.400000000000002
2018-06-15,47,40.0,,0.4,18.8
2018-06-16,0,40.0,,0.4,0.0
2018-06-17,24,40.0,,0.4,9.600000000000001
2018-06-18,53,40.0,,0.4,21.200000000000003
2018-06-19,71,40.0,,0.4,28.400000000000002
2018-06-20,100,40.0,,0.4,40.0
2018-06-21,86,40.0,,0.4,34.4
2018-06-22,93,40.0,,0.4,37.2
2018-06-23,30,40.0,,0.4,12.0
2018-06-24,8,40.0,,0.4,3.2
2018-06-25,65,40.0,,0.4,26.0
2018-06-26,53,40.0,,0.4,21.200000000000003
2018-06-27,39,40.0,,0.4,15.600000000000001
2018-06-28,73,40.0,,0.4,29.200000000000003
2018-06-29,48,40.0,,0.4,19.200000000000003
2018-06-30,15,40.0,,0.4,6.0
2018-07-01,0,41.0,False,0.41,0.0
2018-07-02,63,41.0,,0.41,25.83
2018-07-03,48,41.0,,0.41,19.68
2018-07-04,12,41.0,,0.41,4.92
2018-07-05,46,41.0,,0.41,18.86
2018-07-06,58,41.0,,0.41,23.779999999999998
2018-07-07,0,41.0,,0.41,0.0
2018-07-08,12,41.0,,0.41,4.92
2018-07-09,57,41.0,,0.41,23.369999999999997
2018-07-10,67,41.0,,0.41,27.47
2018-07-11,25,41.0,,0.41,10.25
2018-07-12,54,41.0,,0.41,22.139999999999997
2018-07-13,39,41.0,,0.41,15.989999999999998
2018-07-14,19,41.0,,0.41,7.789999999999999
2018-07-15,6,41.0,,0.41,2.46
2018-07-16,53,41.0,,0.41,21.73
2018-07-17,42,41.0,,0.41,17.22
2018-07-18,64,41.0,,0.41,26.24
2018-07-19,44,41.0,,0.41,18.04
2018-07-20,55,41.0,,0.41,22.549999999999997
2018-07-21,37,41.0,,0.41,15.17
2018-07-22,6,41.0,,0.41,2.46
2018-07-23,64,41.0,,0.41,26.24
2018-07-24,100,41.0,,0.41,41.0
2018-07-25,57,41.0,,0.41,23.369999999999997
2018-07-26,70,41.0,,0.41,28.7
2018-07-27,77,41.0,,0.41,31.569999999999997
2018-07-28,19,41.0,,0.41,7.789999999999999
2018-07-29,13,41.0,,0.41,5.33
2018-07-30,85,41.0,,0.41,34.85
2018-07-31,52,41.0,,0.41,21.32
2018-08-01,72,38.0,False,0.38,27.36
2018-08-02,31,38.0,,0.38,11.78
2018-08-03,54,38.0,,0.38,20.52
2018-08-04,23,38.0,,0.38,8.74
2018-08-05,0,38.0,,0.38,0.0
2018-08-06,60,38.0,,0.38,22.8
2018-08-07,65,38.0,,0.38,24.7
2018-08-08,72,38.0,,0.38,27.36
2018-08-09,52,38.0,,0.38,19.76
2018-08-10,74,38.0,,0.38,28.12
2018-08-11,15,38.0,,0.38,5.7
2018-08-12,0,38.0,,0.38,0.0
2018-08-13,79,38.0,,0.38,30.02
2018-08-14,52,38.0,,0.38,19.76
2018-08-15,53,38.0,,0.38,20.14
2018-08-16,100,38.0,,0.38,38.0
2018-08-17,60,38.0,,0.38,22.8
2018-08-18,23,38.0,,0.38,8.74
2018-08-19,8,38.0,,0.38,3.04
2018-08-20,53,38.0,,0.38,20.14
2018-08-21,58,38.0,,0.38,22.04
2018-08-22,45,38.0,,0.38,17.1
2018-08-23,86,38.0,,0.38,32.68
2018-08-24,20,38.0,,0.38,7.6
2018-08-25,31,38.0,,0.38,11.78
2018-08-26,8,38.0,,0.38,3.04
2018-08-27,77,38.0,,0.38,29.26
2018-08-28,96,38.0,,0.38,36.480000000000004
2018-08-29,26,38.0,,0.38,9.88
2018-08-30,58,38.0,,0.38,22.04
2018-08-31,98,38.0,,0.38,37.24
2018-09-01,0,29.0,False,0.29,0.0
2018-09-02,0,29.0,,0.29,0.0
2018-09-03,8,29.0,,0.29,2.32
2018-09-04,36,29.0,,0.29,10.44
2018-09-05,100,29.0,,0.29,28.999999999999996
2018-09-06,63,29.0,,0.29,18.27
2018-09-07,71,29.0,,0.29,20.59
2018-09-08,8,29.0,,0.29,2.32
2018-09-09,0,29.0,,0.29,0.0
2018-09-10,50,29.0,,0.29,14.499999999999998
2018-09-11,56,29.0,,0.29,16.24
2018-09-12,29,29.0,,0.29,8.41
2018-09-13,43,29.0,,0.29,12.469999999999999
2018-09-14,87,29.0,,0.29,25.229999999999997
2018-09-15,9,29.0,,0.29,2.61
2018-09-16,8,29.0,,0.29,2.32
2018-09-17,71,29.0,,0.29,20.59
2018-09-18,63,29.0,,0.29,18.27
2018-09-19,58,29.0,,0.29,16.82
2018-09-20,94,29.0,,0.29,27.259999999999998
2018-09-21,44,29.0,,0.29,12.76
2018-09-22,18,29.0,,0.29,5.22
2018-09-23,17,29.0,,0.29,4.93
2018-09-24,36,29.0,,0.29,10.44
2018-09-25,86,29.0,,0.29,24.939999999999998
2018-09-26,77,29.0,,0.29,22.33
2018-09-27,79,29.0,,0.29,22.91
2018-09-28,29,29.0,,0.29,8.41
2018-09-29,9,29.0,,0.29,2.61
2018-09-30,8,29.0,,0.29,2.32
2018-10-01,41,51.0,False,0.51,20.91
2018-10-02,100,51.0,,0.51,51.0
2018-10-03,89,51.0,,0.51,45.39
2018-10-04,46,51.0,,0.51,23.46
2018-10-05,47,51.0,,0.51,23.97
2018-10-06,17,51.0,,0.51,8.67
2018-10-07,11,51.0,,0.51,5.61
2018-10-08,56,51.0,,0.51,28.560000000000002
2018-10-09,41,51.0,,0.51,20.91
2018-10-10,70,51.0,,0.51,35.7
2018-10-11,89,51.0,,0.51,45.39
2018-10-12,78,51.0,,0.51,39.78
2018-10-13,23,51.0,,0.51,11.73
2018-10-14,6,51.0,,0.51,3.06
2018-10-15,46,51.0,,0.51,23.46
2018-10-16,60,51.0,,0.51,30.6
2018-10-17,46,51.0,,0.51,23.46
2018-10-18,43,51.0,,0.51,21.93
2018-10-19,63,51.0,,0.51,32.13
2018-10-20,5,51.0,,0.51,2.55
2018-10-21,22,51.0,,0.51,11.22
2018-10-22,64,51.0,,0.51,32.64
2018-10-23,59,51.0,,0.51,30.09
2018-10-24,72,51.0,,0.51,36.72
2018-10-25,51,51.0,,0.51,26.01
2018-10-26,72,51.0,,0.51,36.72
2018-10-27,0,51.0,,0.51,0.0
2018-10-28,16,51.0,,0.51,8.16
2018-10-29,77,51.0,,0.51,39.27
2018-10-30,47,51.0,,0.51,23.97
2018-10-31,62,51.0,,0.51,31.62
2018-11-01,61,34.0,False,0.34,20.740000000000002
2018-11-02,32,34.0,,0.34,10.88
2018-11-03,0,34.0,,0.34,0.0
2018-11-04,0,34.0,,0.34,0.0
2018-11-05,83,34.0,,0.34,28.220000000000002
2018-11-06,88,34.0,,0.34,29.92
2018-11-07,100,34.0,,0.34,34.0
2018-11-08,69,34.0,,0.34,23.46
2018-11-09,46,34.0,,0.34,15.64
2018-11-10,30,34.0,,0.34,10.200000000000001
2018-11-11,7,34.0,,0.34,2.3800000000000003
2018-11-12,57,34.0,,0.34,19.380000000000003
2018-11-13,62,34.0,,0.34,21.080000000000002
2018-11-14,64,34.0,,0.34,21.76
2018-11-15,38,34.0,,0.34,12.920000000000002
2018-11-16,59,34.0,,0.34,20.060000000000002
2018-11-17,8,34.0,,0.34,2.72
2018-11-18,8,34.0,,0.34,2.72
2018-11-19,40,34.0,,0.34,13.600000000000001
2018-11-20,60,34.0,,0.34,20.400000000000002
2018-11-21,49,34.0,,0.34,16.66
2018-11-22,15,34.0,,0.34,5.1000000000000005
2018-11-23,28,34.0,,0.34,9.520000000000001
2018-11-24,0,34.0,,0.34,0.0
2018-11-25,22,34.0,,0.34,7.48
2018-11-26,53,34.0,,0.34,18.02
2018-11-27,24,34.0,,0.34,8.16
2018-11-28,69,34.0,,0.34,23.46
2018-11-29,94,34.0,,0.34,31.96
2018-11-30,50,34.0,,0.34,17.0
2018-12-01,15,42.0,False,0.42,6.3
2018-12-02,15,42.0,,0.42,6.3
2018-12-03,22,42.0,,0.42,9.24
2018-12-04,44,42.0,,0.42,18.48
2018-12-05,13,42.0,,0.42,5.46
2018-12-06,58,42.0,,0.42,24.36
2018-12-07,42,42.0,,0.42,17.64
2018-12-08,0,42.0,,0.42,0.0
2018-12-09,10,42.0,,0.42,4.2
2018-12-10,35,42.0,,0.42,14.7
2018-12-11,45,42.0,,0.42,18.9
2018-12-12,68,42.0,,0.42,28.56
2018-12-13,9,42.0,,0.42,3.78
2018-12-14,80,42.0,,0.42,33.6
2018-12-15,17,42.0,,0.42,7.14
2018-12-16,11,42.0,,0.42,4.62
2018-12-17,54,42.0,,0.42,22.68
2018-12-18,78,42.0,,0.42,32.76
2018-12-19,23,42.0,,0.42,9.66
2018-12-20,57,42.0,,0.42,23.939999999999998
2018-12-21,79,42.0,,0.42,33.18
2018-12-22,39,42.0,,0.42,16.38
2018-12-23,6,42.0,,0.42,2.52
2018-12-24,100,42.0,,0.42,42.0
2018-12-25,25,42.0,,0.42,10.5
2018-12-26,95,42.0,,0.42,39.9
2018-12-27,49,42.0,,0.42,20.58
2018-12-28,72,42.0,,0.42,30.24
2018-12-29,21,42.0,,0.42,8.82
2018-12-30,5,42.0,,0.42,2.1
2018-12-31,50,42.0,,0.42,21.0
2019-01-01,13,41.0,False,0.41,5.33
2019-01-02,45,41.0,,0.41,18.45
2019-01-03,100,41.0,,0.41,41.0
2019-01-04,55,41.0,,0.41,22.549999999999997
2019-01-05,12,41.0,,0.41,4.92
2019-01-06,6,41.0,,0.41,2.46
2019-01-07,58,41.0,,0.41,23.779999999999998
2019-01-08,78,41.0,,0.41,31.979999999999997
2019-01-09,75,41.0,,0.41,30.749999999999996
2019-01-10,99,41.0,,0.41,40.589999999999996
2019-01-11,64,41.0,,0.41,26.24
2019-01-12,19,41.0,,0.41,7.789999999999999
2019-01-13,18,41.0,,0.41,7.38
2019-01-14,47,41.0,,0.41,19.27
2019-01-15,57,41.0,,0.41,23.369999999999997
2019-01-16,79,41.0,,0.41,32.39
2019-01-17,57,41.0,,0.41,23.369999999999997
2019-01-18,52,41.0,,0.41,21.32
2019-01-19,24,41.0,,0.41,9.84
2019-01-20,18,41.0,,0.41,7.38
2019-01-21,21,41.0,,0.41,8.61
2019-01-22,67,41.0,,0.41,27.47
2019-01-23,46,41.0,,0.41,18.86
2019-01-24,31,41.0,,0.41,12.709999999999999
2019-01-25,48,41.0,,0.41,19.68
2019-01-26,12,41.0,,0.41,4.92
2019-01-27,6,41.0,,0.41,2.46
2019-01-28,46,41.0,,0.41,18.86
2019-01-29,15,41.0,,0.41,6.1499999999999995
2019-01-30,77,41.0,,0.41,31.569999999999997
2019-01-31,57,41.0,,0.41,23.369999999999997
2019-02-01,95,33.0,False,0.33,31.35
2019-02-02,15,33.0,,0.33,4.95
2019-02-03,22,33.0,,0.33,7.260000000000001
2019-02-04,24,33.0,,0.33,7.92
2019-02-05,89,33.0,,0.33,29.37
2019-02-06,63,33.0,,0.33,20.790000000000003
2019-02-07,37,33.0,,0.33,12.21
2019-02-08,32,33.0,,0.33,10.56
2019-02-09,0,33.0,,0.33,0.0
2019-02-10,37,33.0,,0.33,12.21
2019-02-11,42,33.0,,0.33,13.860000000000001
2019-02-12,56,33.0,,0.33,18.48
2019-02-13,100,33.0,,0.33,33.0
2019-02-14,44,33.0,,0.33,14.520000000000001
2019-02-15,53,33.0,,0.33,17.490000000000002
2019-02-16,23,33.0,,0.33,7.590000000000001
2019-02-17,15,33.0,,0.33,4.95
2019-02-18,20,33.0,,0.33,6.6000000000000005
2019-02-19,38,33.0,,0.33,12.540000000000001
2019-02-20,50,33.0,,0.33,16.5
2019-02-21,62,33.0,,0.33,20.46
2019-02-22,19,33.0,,0.33,6.2700000000000005
2019-02-23,29,33.0,,0.33,9.57
2019-02-24,8,33.0,,0.33,2.64
2019-02-25,73,33.0,,0.33,24.09
2019-02-26,94,33.0,,0.33,31.020000000000003
2019-02-27,73,33.0,,0.33,24.09
2019-02-28,63,33.0,,0.33,20.790000000000003
2019-03-01,34,42.0,False,0.42,14.28
2019-03-02,7,42.0,,0.42,2.94
2019-03-03,32,42.0,,0.42,13.44
2019-03-04,51,42.0,,0.42,21.419999999999998
2019-03-05,74,42.0,,0.42,31.08
2019-03-06,87,42.0,,0.42,36.54
2019-03-07,85,42.0,,0.42,35.699999999999996
2019-03-08,76,42.0,,0.42,31.919999999999998
2019-03-09,0,42.0,,0.42,0.0
2019-03-10,0,42.0,,0.42,0.0
2019-03-11,40,42.0,,0.42,16.8
2019-03-12,45,42.0,,0.42,18.9
2019-03-13,46,42.0,,0.42,19.32
2019-03-14,46,42.0,,0.42,19.32
2019-03-15,86,42.0,,0.42,36.12
2019-03-16,7,42.0,,0.42,2.94
2019-03-17,7,42.0,,0.42,2.94
2019-03-18,77,42.0,,0.42,32.339999999999996
2019-03-19,68,42.0,,0.42,28.56
2019-03-20,59,42.0,,0.42,24.779999999999998
2019-03-21,75,42.0,,0.42,31.5
2019-03-22,100,42.0,,0.42,42.0
2019-03-23,13,42.0,,0.42,5.46
2019-03-24,13,42.0,,0.42,5.46
2019-03-25,69,42.0,,0.42,28.98
2019-03-26,53,42.0,,0.42,22.259999999999998
2019-03-27,70,42.0,,0.42,29.4
2019-03-28,99,42.0,,0.42,41.58
2019-03-29,83,42.0,,0.42,34.86
2019-03-30,14,42.0,,0.42,5.88
2019-03-31,7,42.0,,0.42,2.94
2019-04-01,58,42.0,False,0.42,24.36
2019-04-02,85,42.0,,0.42,35.699999999999996
2019-04-03,76,42.0,,0.42,31.919999999999998
2019-04-04,42,42.0,,0.42,17.64
2019-04-05,39,42.0,,0.42,16.38
2019-04-06,20,42.0,,0.42,8.4
2019-04-07,0,42.0,,0.42,0.0
2019-04-08,64,42.0,,0.42,26.88
2019-04-09,100,42.0,,0.42,42.0
2019-04-10,75,42.0,,0.42,31.5
2019-04-11,37,42.0,,0.42,15.54
2019-04-12,61,42.0,,0.42,25.619999999999997
2019-04-13,20,42.0,,0.42,8.4
2019-04-14,0,42.0,,0.42,0.0
2019-04-15,37,42.0,,0.42,15.54
2019-04-16,75,42.0,,0.42,31.5
2019-04-17,67,42.0,,0.42,28.14
2019-04-18,39,42.0,,0.42,16.38
2019-04-19,41,42.0,,0.42,17.22
2019-04-20,7,42.0,,0.42,2.94
2019-04-21,21,42.0,,0.42,8.82
2019-04-22,78,42.0,,0.42,32.76
2019-04-23,44,42.0,,0.42,18.48
2019-04-24,49,42.0,,0.42,20.58
2019-04-25,53,42.0,,0.42,22.259999999999998
2019-04-26,49,42.0,,0.42,20.58
2019-04-27,20,42.0,,0.42,8.4
2019-04-28,19,42.0,,0.42,7.9799999999999995
2019-04-29,75,42.0,,0.42,31.5
2019-04-30,52,42.0,,0.42,21.84
2019-05-01,66,38.0,False,0.38,25.080000000000002
2019-05-02,48,38.0,,0.38,18.240000000000002
2019-05-03,100,38.0,,0.38,38.0
2019-05-04,7,38.0,,0.38,2.66
2019-05-05,13,38.0,,0.38,4.94
2019-05-06,49,38.0,,0.38,18.62
2019-05-07,59,38.0,,0.38,22.42
2019-05-08,55,38.0,,0.38,20.9
2019-05-09,33,38.0,,0.38,12.540000000000001
2019-05-10,63,38.0,,0.38,23.94
2019-05-11,7,38.0,,0.38,2.66
2019-05-12,7,38.0,,0.38,2.66
2019-05-13,51,38.0,,0.38,19.38
2019-05-14,39,38.0,,0.38,14.82
2019-05-15,34,38.0,,0.38,12.92
2019-05-16,66,38.0,,0.38,25.080000000000002
2019-05-17,57,38.0,,0.38,21.66
2019-05-18,21,38.0,,0.38,7.98
2019-05-19,7,38.0,,0.38,2.66
2019-05-20,50,38.0,,0.38,19.0
2019-05-21,72,38.0,,0.38,27.36
2019-05-22,68,38.0,,0.38,25.84
2019-05-23,79,38.0,,0.38,30.02
2019-05-24,47,38.0,,0.38,17.86
2019-05-25,14,38.0,,0.38,5.32
2019-05-26,7,38.0,,0.38,2.66
2019-05-27,13,38.0,,0.38,4.94
2019-05-28,51,38.0,,0.38,19.38
2019-05-29,44,38.0,,0.38,16.72
2019-05-30,33,38.0,,0.38,12.540000000000001
2019-05-31,74,38.0,,0.38,28.12
2019-06-01,20,36.0,False,0.36,7.199999999999999
2019-06-02,6,36.0,,0.36,2.16
2019-06-03,70,36.0,,0.36,25.2
2019-06-04,27,36.0,,0.36,9.719999999999999
2019-06-05,72,36.0,,0.36,25.919999999999998
2019-06-06,34,36.0,,0.36,12.24
2019-06-07,69,36.0,,0.36,24.84
2019-06-08,20,36.0,,0.36,7.199999999999999
2019-06-09,0,36.0,,0.36,0.0
2019-06-10,50,36.0,,0.36,18.0
2019-06-11,89,36.0,,0.36,32.04
2019-06-12,34,36.0,,0.36,12.24
2019-06-13,79,36.0,,0.36,28.439999999999998
2019-06-14,39,36.0,,0.36,14.04
2019-06-15,7,36.0,,0.36,2.52
2019-06-16,20,36.0,,0.36,7.199999999999999
2019-06-17,73,36.0,,0.36,26.279999999999998
2019-06-18,33,36.0,,0.36,11.879999999999999
2019-06-19,54,36.0,,0.36,19.439999999999998
2019-06-20,100,36.0,,0.36,36.0
2019-06-21,57,36.0,,0.36,20.52
2019-06-22,20,36.0,,0.36,7.199999999999999
2019-06-23,7,36.0,,0.36,2.52
2019-06-24,34,36.0,,0.36,12.24
2019-06-25,45,36.0,,0.36,16.2
2019-06-26,39,36.0,,0.36,14.04
2019-06-27,67,36.0,,0.36,24.119999999999997
2019-06-28,48,36.0,,0.36,17.28
2019-06-29,20,36.0,,0.36,7.199999999999999
2019-06-30,0,36.0,,0.36,0.0
2019-07-01,62,34.0,False,0.34,21.080000000000002
2019-07-02,34,34.0,,0.34,11.56
2019-07-03,62,34.0,,0.34,21.080000000000002
2019-07-04,8,34.0,,0.34,2.72
2019-07-05,47,34.0,,0.34,15.98
2019-07-06,16,34.0,,0.34,5.44
2019-07-07,23,34.0,,0.34,7.82
2019-07-08,81,34.0,,0.34,27.540000000000003
2019-07-09,28,34.0,,0.34,9.520000000000001
2019-07-10,55,34.0,,0.34,18.700000000000003
2019-07-11,95,34.0,,0.34,32.300000000000004
2019-07-12,92,34.0,,0.34,31.28
2019-07-13,16,34.0,,0.34,5.44
2019-07-14,8,34.0,,0.34,2.72
2019-07-15,62,34.0,,0.34,21.080000000000002
2019-07-16,99,34.0,,0.34,33.660000000000004
2019-07-17,54,34.0,,0.34,18.360000000000003
2019-07-18,42,34.0,,0.34,14.280000000000001
2019-07-19,64,34.0,,0.34,21.76
2019-07-20,24,34.0,,0.34,8.16
2019-07-21,8,34.0,,0.34,2.72
2019-07-22,42,34.0,,0.34,14.280000000000001
2019-07-23,48,34.0,,0.34,16.32
2019-07-24,93,34.0,,0.34,31.62
2019-07-25,57,34.0,,0.34,19.380000000000003
2019-07-26,66,34.0,,0.34,22.44
2019-07-27,0,34.0,,0.34,0.0
2019-07-28,16,34.0,,0.34,5.44
2019-07-29,35,34.0,,0.34,11.9
2019-07-30,35,34.0,,0.34,11.9
2019-07-31,100,34.0,,0.34,34.0
2019-08-01,38,33.0,False,0.33,12.540000000000001
2019-08-02,23,33.0,,0.33,7.590000000000001
2019-08-03,13,33.0,,0.33,4.29
2019-08-04,0,33.0,,0.33,0.0
2019-08-05,55,33.0,,0.33,18.150000000000002
2019-08-06,33,33.0,,0.33,10.89
2019-08-07,44,33.0,,0.33,14.520000000000001
2019-08-08,27,33.0,,0.33,8.91
2019-08-09,39,33.0,,0.33,12.870000000000001
2019-08-10,6,33.0,,0.33,1.98
2019-08-11,6,33.0,,0.33,1.98
2019-08-12,38,33.0,,0.33,12.540000000000001
2019-08-13,38,33.0,,0.33,12.540000000000001
2019-08-14,52,33.0,,0.33,17.16
2019-08-15,100,33.0,,0.33,33.0
2019-08-16,58,33.0,,0.33,19.14
2019-08-17,19,33.0,,0.33,6.2700000000000005
2019-08-18,6,33.0,,0.33,1.98
2019-08-19,73,33.0,,0.33,24.09
2019-08-20,47,33.0,,0.33,15.510000000000002
2019-08-21,41,33.0,,0.33,13.530000000000001
2019-08-22,47,33.0,,0.33,15.510000000000002
2019-08-23,42,33.0,,0.33,13.860000000000001
2019-08-24,6,33.0,,0.33,1.98
2019-08-25,24,33.0,,0.33,7.92
2019-08-26,36,33.0,,0.33,11.88
2019-08-27,71,33.0,,0.33,23.43
2019-08-28,51,33.0,,0.33,16.830000000000002
2019-08-29,51,33.0,,0.33,16.830000000000002
2019-08-30,30,33.0,,0.33,9.9
2019-08-31,0,33.0,,0.33,0.0
2019-09-01,0,41.0,False,0.41,0.0
