date,GDX_unscaled,GDX_monthly,isPartial,scale,GDX
2016-05-01,31,72.0,False,0.72,22.32
2016-05-02,100,72.0,,0.72,72.0
2016-05-03,69,72.0,,0.72,49.68
2016-05-04,100,72.0,,0.72,72.0
2016-05-05,85,72.0,,0.72,61.199999999999996
2016-05-06,96,72.0,,0.72,69.12
2016-05-07,48,72.0,,0.72,34.56
2016-05-08,16,72.0,,0.72,11.52
2016-05-09,76,72.0,,0.72,54.72
2016-05-10,90,72.0,,0.72,64.8
2016-05-11,66,72.0,,0.72,47.519999999999996
2016-05-12,76,72.0,,0.72,54.72
2016-05-13,80,72.0,,0.72,57.599999999999994
2016-05-14,52,72.0,,0.72,37.44
2016-05-15,46,72.0,,0.72,33.12
2016-05-16,77,72.0,,0.72,55.44
2016-05-17,81,72.0,,0.72,58.32
2016-05-18,66,72.0,,0.72,47.519999999999996
2016-05-19,75,72.0,,0.72,54.0
2016-05-20,89,72.0,,0.72,64.08
2016-05-21,36,72.0,,0.72,25.919999999999998
2016-05-22,10,72.0,,0.72,7.199999999999999
2016-05-23,59,72.0,,0.72,42.48
2016-05-24,64,72.0,,0.72,46.08
2016-05-25,97,72.0,,0.72,69.84
2016-05-26,58,72.0,,0.72,41.76
2016-05-27,86,72.0,,0.72,61.919999999999995
2016-05-28,44,72.0,,0.72,31.68
2016-05-29,14,72.0,,0.72,10.08
2016-05-30,16,72.0,,0.72,11.52
2016-05-31,49,72.0,,0.72,35.28
2016-06-01,31,97.0,False,0.97,30.07
2016-06-02,25,97.0,,0.97,24.25
2016-06-03,65,97.0,,0.97,63.05
2016-06-04,21,97.0,,0.97,20.37
2016-06-05,12,97.0,,0.97,11.64
2016-06-06,55,97.0,,0.97,53.35
2016-06-07,45,97.0,,0.97,43.65
2016-06-08,34,97.0,,0.97,32.98
2016-06-09,57,97.0,,0.97,55.29
2016-06-10,59,97.0,,0.97,57.23
2016-06-11,38,97.0,,0.97,36.86
2016-06-12,19,97.0,,0.97,18.43
2016-06-13,57,97.0,,0.97,55.29
2016-06-14,59,97.0,,0.97,57.23
2016-06-15,60,97.0,,0.97,58.199999999999996
2016-06-16,77,97.0,,0.97,74.69
2016-06-17,61,97.0,,0.97,59.17
2016-06-18,42,97.0,,0.97,40.74
2016-06-19,9,97.0,,0.97,8.73
2016-06-20,40,97.0,,0.97,38.8
2016-06-21,49,97.0,,0.97,47.53
2016-06-22,49,97.0,,0.97,47.53
2016-06-23,56,97.0,,0.97,54.32
2016-06-24,100,97.0,,0.97,97.0
2016-06-25,34,97.0,,0.97,32.98
2016-06-26,22,97.0,,0.97,21.34
2016-06-27,57,97.0,,0.97,55.29
2016-06-28,58,97.0,,0.97,56.26
2016-06-29,47,97.0,,0.97,45.589999999999996
2016-06-30,75,97.0,,0.97,72.75
2016-07-01,87,96.0,False,0.96,83.52
2016-07-02,34,96.0,,0.96,32.64
2016-07-03,31,96.0,,0.96,29.759999999999998
2016-07-04,30,96.0,,0.96,28.799999999999997
2016-07-05,93,96.0,,0.96,89.28
2016-07-06,89,96.0,,0.96,85.44
2016-07-07,85,96.0,,0.96,81.6
2016-07-08,100,96.0,,0.96,96.0
2016-07-09,54,96.0,,0.96,51.839999999999996
2016-07-10,30,96.0,,0.96,28.799999999999997
2016-07-11,68,96.0,,0.96,65.28
2016-07-12,66,96.0,,0.96,63.36
2016-07-13,79,96.0,,0.96,75.84
2016-07-14,73,96.0,,0.96,70.08
2016-07-15,62,96.0,,0.96,59.519999999999996
2016-07-16,14,96.0,,0.96,13.44
2016-07-17,16,96.0,,0.96,15.36
2016-07-18,53,96.0,,0.96,50.879999999999995
2016-07-19,50,96.0,,0.96,48.0
2016-07-20,75,96.0,,0.96,72.0
2016-07-21,65,96.0,,0.96,62.4
2016-07-22,78,96.0,,0.96,74.88
2016-07-23,23,96.0,,0.96,22.08
2016-07-24,23,96.0,,0.96,22.08
2016-07-25,52,96.0,,0.96,49.92
2016-07-26,60,96.0,,0.96,57.599999999999994
2016-07-27,96,96.0,,0.96,92.16
2016-07-28,69,96.0,,0.96,66.24
2016-07-29,76,96.0,,0.96,72.96
2016-07-30,38,96.0,,0.96,36.48
2016-07-31,25,96.0,,0.96,24.0
2016-08-01,67,79.0,False,0.79,52.93
2016-08-02,79,79.0,,0.79,62.410000000000004
2016-08-03,61,79.0,,0.79,48.190000000000005
2016-08-04,68,79.0,,0.79,53.72
2016-08-05,76,79.0,,0.79,60.040000000000006
2016-08-06,17,79.0,,0.79,13.43
2016-08-07,26,79.0,,0.79,20.54
2016-08-08,44,79.0,,0.79,34.760000000000005
2016-08-09,66,79.0,,0.79,52.14
2016-08-10,57,79.0,,0.79,45.03
2016-08-11,53,79.0,,0.79,41.870000000000005
2016-08-12,65,79.0,,0.79,51.35
2016-08-13,35,79.0,,0.79,27.650000000000002
2016-08-14,26,79.0,,0.79,20.54
2016-08-15,41,79.0,,0.79,32.39
2016-08-16,60,79.0,,0.79,47.400000000000006
2016-08-17,56,79.0,,0.79,44.24
2016-08-18,74,79.0,,0.79,58.46
2016-08-19,60,79.0,,0.79,47.400000000000006
2016-08-20,25,79.0,,0.79,19.75
2016-08-21,17,79.0,,0.79,13.43
2016-08-22,45,79.0,,0.79,35.550000000000004
2016-08-23,57,79.0,,0.79,45.03
2016-08-24,57,79.0,,0.79,45.03
2016-08-25,67,79.0,,0.79,52.93
2016-08-26,100,79.0,,0.79,79.0
2016-08-27,41,79.0,,0.79,32.39
2016-08-28,20,79.0,,0.79,15.8
2016-08-29,60,79.0,,0.79,47.400000000000006
2016-08-30,54,79.0,,0.79,42.660000000000004
2016-08-31,51,79.0,,0.79,40.29
2016-09-01,63,63.0,False,0.63,39.69
2016-09-02,100,63.0,,0.63,63.0
2016-09-03,24,63.0,,0.63,15.120000000000001
2016-09-04,9,63.0,,0.63,5.67
2016-09-05,35,63.0,,0.63,22.05
2016-09-06,88,63.0,,0.63,55.44
2016-09-07,78,63.0,,0.63,49.14
2016-09-08,80,63.0,,0.63,50.4
2016-09-09,77,63.0,,0.63,48.51
2016-09-10,18,63.0,,0.63,11.34
2016-09-11,35,63.0,,0.63,22.05
2016-09-12,47,63.0,,0.63,29.61
2016-09-13,65,63.0,,0.63,40.95
2016-09-14,65,63.0,,0.63,40.95
2016-09-15,86,63.0,,0.63,54.18
2016-09-16,67,63.0,,0.63,42.21
2016-09-17,30,63.0,,0.63,18.9
2016-09-18,14,63.0,,0.63,8.82
2016-09-19,51,63.0,,0.63,32.13
2016-09-20,52,63.0,,0.63,32.76
2016-09-21,94,63.0,,0.63,59.22
2016-09-22,93,63.0,,0.63,58.59
2016-09-23,62,63.0,,0.63,39.06
2016-09-24,33,63.0,,0.63,20.79
2016-09-25,0,63.0,,0.63,0.0
2016-09-26,47,63.0,,0.63,29.61
2016-09-27,42,63.0,,0.63,26.46
2016-09-28,47,63.0,,0.63,29.61
2016-09-29,63,63.0,,0.63,39.69
2016-09-30,49,63.0,,0.63,30.87
2016-10-01,16,61.0,False,0.61,9.76
2016-10-02,13,61.0,,0.61,7.93
2016-10-03,43,61.0,,0.61,26.23
2016-10-04,100,61.0,,0.61,61.0
2016-10-05,91,61.0,,0.61,55.51
2016-10-06,53,61.0,,0.61,32.33
2016-10-07,69,61.0,,0.61,42.089999999999996
2016-10-08,32,61.0,,0.61,19.52
2016-10-09,8,61.0,,0.61,4.88
2016-10-10,62,61.0,,0.61,37.82
2016-10-11,51,61.0,,0.61,31.11
2016-10-12,38,61.0,,0.61,23.18
2016-10-13,55,61.0,,0.61,33.55
2016-10-14,60,61.0,,0.61,36.6
2016-10-15,19,61.0,,0.61,11.59
2016-10-16,23,61.0,,0.61,14.03
2016-10-17,48,61.0,,0.61,29.28
2016-10-18,50,61.0,,0.61,30.5
2016-10-19,67,61.0,,0.61,40.87
2016-10-20,53,61.0,,0.61,32.33
2016-10-21,45,61.0,,0.61,27.45
2016-10-22,36,61.0,,0.61,21.96
2016-10-23,24,61.0,,0.61,14.64
2016-10-24,48,61.0,,0.61,29.28
2016-10-25,50,61.0,,0.61,30.5
2016-10-26,69,61.0,,0.61,42.089999999999996
2016-10-27,57,61.0,,0.61,34.769999999999996
2016-10-28,57,61.0,,0.61,34.769999999999996
2016-10-29,32,61.0,,0.61,19.52
2016-10-30,21,61.0,,0.61,12.81
2016-10-31,57,61.0,,0.61,34.769999999999996
2016-11-01,80,69.0,False,0.69,55.199999999999996
2016-11-02,80,69.0,,0.69,55.199999999999996
2016-11-03,65,69.0,,0.69,44.849999999999994
2016-11-04,64,69.0,,0.69,44.16
2016-11-05,26,69.0,,0.69,17.939999999999998
2016-11-06,17,69.0,,0.69,11.729999999999999
2016-11-07,60,69.0,,0.69,41.4
2016-11-08,55,69.0,,0.69,37.949999999999996
2016-11-09,68,69.0,,0.69,46.919999999999995
2016-11-10,68,69.0,,0.69,46.919999999999995
2016-11-11,100,69.0,,0.69,69.0
2016-11-12,32,69.0,,0.69,22.08
2016-11-13,34,69.0,,0.69,23.459999999999997
2016-11-14,70,69.0,,0.69,48.3
2016-11-15,88,69.0,,0.69,60.72
2016-11-16,79,69.0,,0.69,54.51
2016-11-17,68,69.0,,0.69,46.919999999999995
2016-11-18,79,69.0,,0.69,54.51
2016-11-19,26,69.0,,0.69,17.939999999999998
2016-11-20,17,69.0,,0.69,11.729999999999999
2016-11-21,62,69.0,,0.69,42.779999999999994
2016-11-22,79,69.0,,0.69,54.51
2016-11-23,91,69.0,,0.69,62.78999999999999
2016-11-24,17,69.0,,0.69,11.729999999999999
2016-11-25,53,69.0,,0.69,36.57
2016-11-26,24,69.0,,0.69,16.56
2016-11-27,19,69.0,,0.69,13.11
2016-11-28,67,69.0,,0.69,46.23
2016-11-29,53,69.0,,0.69,36.57
2016-11-30,65,69.0,,0.69,44.849999999999994
2016-12-01,63,68.0,False,0.68,42.84
2016-12-02,59,68.0,,0.68,40.120000000000005
2016-12-03,29,68.0,,0.68,19.720000000000002
2016-12-04,14,68.0,,0.68,9.520000000000001
2016-12-05,61,68.0,,0.68,41.480000000000004
2016-12-06,53,68.0,,0.68,36.04
2016-12-07,66,68.0,,0.68,44.88
2016-12-08,56,68.0,,0.68,38.080000000000005
2016-12-09,53,68.0,,0.68,36.04
2016-12-10,38,68.0,,0.68,25.840000000000003
2016-12-11,21,68.0,,0.68,14.280000000000001
2016-12-12,48,68.0,,0.68,32.64
2016-12-13,65,68.0,,0.68,44.2
2016-12-14,60,68.0,,0.68,40.800000000000004
2016-12-15,63,68.0,,0.68,42.84
2016-12-16,71,68.0,,0.68,48.28
2016-12-17,27,68.0,,0.68,18.360000000000003
2016-12-18,29,68.0,,0.68,19.720000000000002
2016-12-19,44,68.0,,0.68,29.92
2016-12-20,80,68.0,,0.68,54.400000000000006
2016-12-21,47,68.0,,0.68,31.96
2016-12-22,53,68.0,,0.68,36.04
2016-12-23,60,68.0,,0.68,40.800000000000004
2016-12-24,31,68.0,,0.68,21.080000000000002
2016-12-25,31,68.0,,0.68,21.080000000000002
2016-12-26,44,68.0,,0.68,29.92
2016-12-27,63,68.0,,0.68,42.84
2016-12-28,67,68.0,,0.68,45.56
2016-12-29,69,68.0,,0.68,46.92
2016-12-30,100,68.0,,0.68,68.0
2016-12-31,38,68.0,,0.68,25.840000000000003
2017-01-01,30,68.0,False,0.68,20.400000000000002
2017-01-02,29,68.0,,0.68,19.720000000000002
2017-01-03,87,68.0,,0.68,59.160000000000004
2017-01-04,92,68.0,,0.68,62.56
2017-01-05,100,68.0,,0.68,68.0
2017-01-06,73,68.0,,0.68,49.64
2017-01-07,36,68.0,,0.68,24.48
2017-01-08,36,68.0,,0.68,24.48
2017-01-09,66,68.0,,0.68,44.88
2017-01-10,80,68.0,,0.68,54.400000000000006
2017-01-11,90,68.0,,0.68,61.2
2017-01-12,88,68.0,,0.68,59.84
2017-01-13,87,68.0,,0.68,59.160000000000004
2017-01-14,39,68.0,,0.68,26.520000000000003
2017-01-15,30,68.0,,0.68,20.400000000000002
2017-01-16,27,68.0,,0.68,18.360000000000003
2017-01-17,70,68.0,,0.68,47.6
2017-01-18,60,68.0,,0.68,40.800000000000004
2017-01-19,56,68.0,,0.68,38.080000000000005
2017-01-20,63,68.0,,0.68,42.84
2017-01-21,47,68.0,,0.68,31.96
2017-01-22,32,68.0,,0.68,21.76
2017-01-23,58,68.0,,0.68,39.440000000000005
2017-01-24,100,68.0,,0.68,68.0
2017-01-25,46,68.0,,0.68,31.28
2017-01-26,48,68.0,,0.68,32.64
2017-01-27,93,68.0,,0.68,63.24
2017-01-28,45,68.0,,0.68,30.6
2017-01-29,11,68.0,,0.68,7.48
2017-01-30,43,68.0,,0.68,29.240000000000002
2017-01-31,76,68.0,,0.68,51.68000000000001
2017-02-01,75,75.0,False,0.75,56.25
2017-02-02,69,75.0,,0.75,51.75
2017-02-03,86,75.0,,0.75,64.5
2017-02-04,54,75.0,,0.75,40.5
2017-02-05,28,75.0,,0.75,21.0
2017-02-06,61,75.0,,0.75,45.75
2017-02-07,88,75.0,,0.75,66.0
2017-02-08,68,75.0,,0.75,51.0
2017-02-09,81,75.0,,0.75,60.75
2017-02-10,71,75.0,,0.75,53.25
2017-02-11,61,75.0,,0.75,45.75
2017-02-12,36,75.0,,0.75,27.0
2017-02-13,56,75.0,,0.75,42.0
2017-02-14,90,75.0,,0.75,67.5
2017-02-15,74,75.0,,0.75,55.5
2017-02-16,70,75.0,,0.75,52.5
2017-02-17,71,75.0,,0.75,53.25
2017-02-18,30,75.0,,0.75,22.5
2017-02-19,32,75.0,,0.75,24.0
2017-02-20,29,75.0,,0.75,21.75
2017-02-21,42,75.0,,0.75,31.5
2017-02-22,50,75.0,,0.75,37.5
2017-02-23,78,75.0,,0.75,58.5
2017-02-24,76,75.0,,0.75,57.0
2017-02-25,53,75.0,,0.75,39.75
2017-02-26,34,75.0,,0.75,25.5
2017-02-27,100,75.0,,0.75,75.0
2017-02-28,76,75.0,,0.75,57.0
2017-03-01,51,89.0,False,0.89,45.39
2017-03-02,45,89.0,,0.89,40.05
2017-03-03,81,89.0,,0.89,72.09
2017-03-04,72,89.0,,0.89,64.08
2017-03-05,28,89.0,,0.89,24.92
2017-03-06,60,89.0,,0.89,53.4
2017-03-07,74,89.0,,0.89,65.86
2017-03-08,40,89.0,,0.89,35.6
2017-03-09,42,89.0,,0.89,37.38
2017-03-10,67,89.0,,0.89,59.63
2017-03-11,35,89.0,,0.89,31.150000000000002
2017-03-12,30,89.0,,0.89,26.7
2017-03-13,69,89.0,,0.89,61.410000000000004
2017-03-14,46,89.0,,0.89,40.94
2017-03-15,83,89.0,,0.89,73.87
2017-03-16,96,89.0,,0.89,85.44
2017-03-17,100,89.0,,0.89,89.0
2017-03-18,58,89.0,,0.89,51.62
2017-03-19,53,89.0,,0.89,47.17
2017-03-20,62,89.0,,0.89,55.18
2017-03-21,90,89.0,,0.89,80.1
2017-03-22,67,89.0,,0.89,59.63
2017-03-23,63,89.0,,0.89,56.07
2017-03-24,50,89.0,,0.89,44.5
2017-03-25,52,89.0,,0.89,46.28
2017-03-26,33,89.0,,0.89,29.37
2017-03-27,52,89.0,,0.89,46.28
2017-03-28,61,89.0,,0.89,54.29
2017-03-29,63,89.0,,0.89,56.07
2017-03-30,52,89.0,,0.89,46.28
2017-03-31,61,89.0,,0.89,54.29
2017-04-01,54,64.0,False,0.64,34.56
2017-04-02,31,64.0,,0.64,19.84
2017-04-03,56,64.0,,0.64,35.84
2017-04-04,50,64.0,,0.64,32.0
2017-04-05,67,64.0,,0.64,42.88
2017-04-06,63,64.0,,0.64,40.32
2017-04-07,98,64.0,,0.64,62.72
2017-04-08,39,64.0,,0.64,24.96
2017-04-09,34,64.0,,0.64,21.76
2017-04-10,41,64.0,,0.64,26.240000000000002
2017-04-11,80,64.0,,0.64,51.2
2017-04-12,73,64.0,,0.64,46.72
2017-04-13,100,64.0,,0.64,64.0
2017-04-14,60,64.0,,0.64,38.4
2017-04-15,48,64.0,,0.64,30.72
2017-04-16,28,64.0,,0.64,17.92
2017-04-17,54,64.0,,0.64,34.56
2017-04-18,48,64.0,,0.64,30.72
2017-04-19,55,64.0,,0.64,35.2
2017-04-20,70,64.0,,0.64,44.800000000000004
2017-04-21,85,64.0,,0.64,54.4
2017-04-22,44,64.0,,0.64,28.16
2017-04-23,18,64.0,,0.64,11.52
2017-04-24,27,64.0,,0.64,17.28
2017-04-25,65,64.0,,0.64,41.6
2017-04-26,51,64.0,,0.64,32.64
2017-04-27,57,64.0,,0.64,36.480000000000004
2017-04-28,60,64.0,,0.64,38.4
2017-04-29,44,64.0,,0.64,28.16
2017-04-30,28,64.0,,0.64,17.92
2017-05-01,57,68.0,False,0.68,38.760000000000005
2017-05-02,61,68.0,,0.68,41.480000000000004
2017-05-03,49,68.0,,0.68,33.32
2017-05-04,66,68.0,,0.68,44.88
2017-05-05,47,68.0,,0.68,31.96
2017-05-06,31,68.0,,0.68,21.080000000000002
2017-05-07,44,68.0,,0.68,29.92
2017-05-08,66,68.0,,0.68,44.88
2017-05-09,67,68.0,,0.68,45.56
2017-05-10,34,68.0,,0.68,23.12
2017-05-11,46,68.0,,0.68,31.28
2017-05-12,100,68.0,,0.68,68.0
2017-05-13,40,68.0,,0.68,27.200000000000003
2017-05-14,13,68.0,,0.68,8.84
2017-05-15,65,68.0,,0.68,44.2
2017-05-16,36,68.0,,0.68,24.48
2017-05-17,76,68.0,,0.68,51.68000000000001
2017-05-18,68,68.0,,0.68,46.24
2017-05-19,61,68.0,,0.68,41.480000000000004
2017-05-20,47,68.0,,0.68,31.96
2017-05-21,34,68.0,,0.68,23.12
2017-05-22,51,68.0,,0.68,34.68
2017-05-23,49,68.0,,0.68,33.32
2017-05-24,83,68.0,,0.68,56.440000000000005
2017-05-25,56,68.0,,0.68,38.080000000000005
2017-05-26,64,68.0,,0.68,43.52
2017-05-27,46,68.0,,0.68,31.28
2017-05-28,33,68.0,,0.68,22.44
2017-05-29,35,68.0,,0.68,23.8
2017-05-30,51,68.0,,0.68,34.68
2017-05-31,40,68.0,,0.68,27.200000000000003
2017-06-01,84,79.0,False,0.79,66.36
2017-06-02,97,79.0,,0.79,76.63000000000001
2017-06-03,57,79.0,,0.79,45.03
2017-06-04,59,79.0,,0.79,46.61
2017-06-05,66,79.0,,0.79,52.14
2017-06-06,81,79.0,,0.79,63.99
2017-06-07,87,79.0,,0.79,68.73
2017-06-08,59,79.0,,0.79,46.61
2017-06-09,71,79.0,,0.79,56.09
2017-06-10,69,79.0,,0.79,54.510000000000005
2017-06-11,38,79.0,,0.79,30.020000000000003
2017-06-12,72,79.0,,0.79,56.88
2017-06-13,56,79.0,,0.79,44.24
2017-06-14,61,79.0,,0.79,48.190000000000005
2017-06-15,85,79.0,,0.79,67.15
2017-06-16,91,79.0,,0.79,71.89
2017-06-17,66,79.0,,0.79,52.14
2017-06-18,44,79.0,,0.79,34.760000000000005
2017-06-19,57,79.0,,0.79,45.03
2017-06-20,88,79.0,,0.79,69.52000000000001
2017-06-21,72,79.0,,0.79,56.88
2017-06-22,80,79.0,,0.79,63.2
2017-06-23,94,79.0,,0.79,74.26
2017-06-24,84,79.0,,0.79,66.36
2017-06-25,54,79.0,,0.79,42.660000000000004
2017-06-26,77,79.0,,0.79,60.830000000000005
2017-06-27,54,79.0,,0.79,42.660000000000004
2017-06-28,50,79.0,,0.79,39.5
2017-06-29,100,79.0,,0.79,79.0
2017-06-30,79,79.0,,0.79,62.410000000000004
2017-07-01,36,70.0,False,0.7,25.2
2017-07-02,44,70.0,,0.7,30.799999999999997
2017-07-03,94,70.0,,0.7,65.8
2017-07-04,21,70.0,,0.7,14.7
2017-07-05,73,70.0,,0.7,51.099999999999994
2017-07-06,68,70.0,,0.7,47.599999999999994
2017-07-07,96,70.0,,0.7,67.19999999999999
2017-07-08,59,70.0,,0.7,41.3
2017-07-09,48,70.0,,0.7,33.599999999999994
2017-07-10,48,70.0,,0.7,33.599999999999994
2017-07-11,48,70.0,,0.7,33.599999999999994
2017-07-12,81,70.0,,0.7,56.699999999999996
2017-07-13,79,70.0,,0.7,55.3
2017-07-14,68,70.0,,0.7,47.599999999999994
2017-07-15,45,70.0,,0.7,31.499999999999996
2017-07-16,30,70.0,,0.7,21.0
2017-07-17,79,70.0,,0.7,55.3
2017-07-18,79,70.0,,0.7,55.3
2017-07-19,51,70.0,,0.7,35.699999999999996
2017-07-20,100,70.0,,0.7,70.0
2017-07-21,96,70.0,,0.7,67.19999999999999
2017-07-22,64,70.0,,0.7,44.8
2017-07-23,41,70.0,,0.7,28.7
2017-07-24,71,70.0,,0.7,49.699999999999996
2017-07-25,30,70.0,,0.7,21.0
2017-07-26,60,70.0,,0.7,42.0
2017-07-27,75,70.0,,0.7,52.5
2017-07-28,79,70.0,,0.7,55.3
2017-07-29,56,70.0,,0.7,39.199999999999996
2017-07-30,36,70.0,,0.7,25.2
2017-07-31,61,70.0,,0.7,42.699999999999996
2017-08-01,78,68.0,False,0.68,53.040000000000006
2017-08-02,66,68.0,,0.68,44.88
2017-08-03,57,68.0,,0.68,38.760000000000005
2017-08-04,57,68.0,,0.68,38.760000000000005
2017-08-05,40,68.0,,0.68,27.200000000000003
2017-08-06,37,68.0,,0.68,25.16
2017-08-07,54,68.0,,0.68,36.720000000000006
2017-08-08,57,68.0,,0.68,38.760000000000005
2017-08-09,57,68.0,,0.68,38.760000000000005
2017-08-10,70,68.0,,0.68,47.6
2017-08-11,94,68.0,,0.68,63.92
2017-08-12,84,68.0,,0.68,57.120000000000005
2017-08-13,42,68.0,,0.68,28.560000000000002
2017-08-14,56,68.0,,0.68,38.080000000000005
2017-08-15,46,68.0,,0.68,31.28
2017-08-16,48,68.0,,0.68,32.64
2017-08-17,85,68.0,,0.68,57.800000000000004
2017-08-18,63,68.0,,0.68,42.84
2017-08-19,37,68.0,,0.68,25.16
2017-08-20,39,68.0,,0.68,26.520000000000003
2017-08-21,52,68.0,,0.68,35.36
2017-08-22,65,68.0,,0.68,44.2
2017-08-23,41,68.0,,0.68,27.880000000000003
2017-08-24,62,68.0,,0.68,42.160000000000004
2017-08-25,88,68.0,,0.68,59.84
2017-08-26,36,68.0,,0.68,24.48
2017-08-27,26,68.0,,0.68,17.68
2017-08-28,100,68.0,,0.68,68.0
2017-08-29,79,68.0,,0.68,53.720000000000006
2017-08-30,42,68.0,,0.68,28.560000000000002
2017-08-31,70,68.0,,0.68,47.6
2017-09-01,85,70.0,False,0.7,59.49999999999999
2017-09-02,33,70.0,,0.7,23.099999999999998
2017-09-03,57,70.0,,0.7,39.9
2017-09-04,55,70.0,,0.7,38.5
2017-09-05,82,70.0,,0.7,57.4
2017-09-06,84,70.0,,0.7,58.8
2017-09-07,68,70.0,,0.7,47.599999999999994
2017-09-08,100,70.0,,0.7,70.0
2017-09-09,49,70.0,,0.7,34.3
2017-09-10,39,70.0,,0.7,27.299999999999997
2017-09-11,41,70.0,,0.7,28.7
2017-09-12,71,70.0,,0.7,49.699999999999996
2017-09-13,56,70.0,,0.7,39.199999999999996
2017-09-14,53,70.0,,0.7,37.099999999999994
2017-09-15,71,70.0,,0.7,49.699999999999996
2017-09-16,46,70.0,,0.7,32.199999999999996
2017-09-17,37,70.0,,0.7,25.9
2017-09-18,33,70.0,,0.7,23.099999999999998
2017-09-19,46,70.0,,0.7,32.199999999999996
2017-09-20,64,70.0,,0.7,44.8
2017-09-21,44,70.0,,0.7,30.799999999999997
2017-09-22,50,70.0,,0.7,35.0
2017-09-23,51,70.0,,0.7,35.699999999999996
2017-09-24,38,70.0,,0.7,26.599999999999998
2017-09-25,53,70.0,,0.7,37.099999999999994
2017-09-26,42,70.0,,0.7,29.4
2017-09-27,36,70.0,,0.7,25.2
2017-09-28,51,70.0,,0.7,35.699999999999996
2017-09-29,67,70.0,,0.7,46.9
2017-09-30,44,70.0,,0.7,30.799999999999997
2017-10-01,32,56.0,False,0.56,17.92
2017-10-02,48,56.0,,0.56,26.880000000000003
2017-10-03,78,56.0,,0.56,43.68000000000001
2017-10-04,38,56.0,,0.56,21.28
2017-10-05,68,56.0,,0.56,38.080000000000005
2017-10-06,79,56.0,,0.56,44.24
2017-10-07,60,56.0,,0.56,33.6
2017-10-08,52,56.0,,0.56,29.120000000000005
2017-10-09,41,56.0,,0.56,22.96
2017-10-10,86,56.0,,0.56,48.160000000000004
2017-10-11,52,56.0,,0.56,29.120000000000005
2017-10-12,65,56.0,,0.56,36.400000000000006
2017-10-13,100,56.0,,0.56,56.00000000000001
2017-10-14,67,56.0,,0.56,37.52
2017-10-15,59,56.0,,0.56,33.040000000000006
2017-10-16,65,56.0,,0.56,36.400000000000006
2017-10-17,50,56.0,,0.56,28.000000000000004
2017-10-18,68,56.0,,0.56,38.080000000000005
2017-10-19,52,56.0,,0.56,29.120000000000005
2017-10-20,80,56.0,,0.56,44.800000000000004
2017-10-21,69,56.0,,0.56,38.64
2017-10-22,35,56.0,,0.56,19.6
2017-10-23,61,56.0,,0.56,34.160000000000004
2017-10-24,72,56.0,,0.56,40.32000000000001
2017-10-25,65,56.0,,0.56,36.400000000000006
2017-10-26,53,56.0,,0.56,29.680000000000003
2017-10-27,77,56.0,,0.56,43.120000000000005
2017-10-28,79,56.0,,0.56,44.24
2017-10-29,59,56.0,,0.56,33.040000000000006
2017-10-30,81,56.0,,0.56,45.36000000000001
2017-10-31,45,56.0,,0.56,25.200000000000003
2017-11-01,63,58.0,False,0.58,36.54
2017-11-02,60,58.0,,0.58,34.8
2017-11-03,80,58.0,,0.58,46.4
2017-11-04,100,58.0,,0.58,57.99999999999999
2017-11-05,42,58.0,,0.58,24.36
2017-11-06,60,58.0,,0.58,34.8
2017-11-07,80,58.0,,0.58,46.4
2017-11-08,65,58.0,,0.58,37.699999999999996
2017-11-09,44,58.0,,0.58,25.52
2017-11-10,62,58.0,,0.58,35.96
2017-11-11,60,58.0,,0.58,34.8
2017-11-12,43,58.0,,0.58,24.939999999999998
2017-11-13,51,58.0,,0.58,29.58
2017-11-14,30,58.0,,0.58,17.4
2017-11-15,55,58.0,,0.58,31.9
2017-11-16,88,58.0,,0.58,51.04
2017-11-17,76,58.0,,0.58,44.08
2017-11-18,40,58.0,,0.58,23.2
2017-11-19,53,58.0,,0.58,30.74
2017-11-20,56,58.0,,0.58,32.48
2017-11-21,72,58.0,,0.58,41.76
2017-11-22,54,58.0,,0.58,31.319999999999997
2017-11-23,47,58.0,,0.58,27.259999999999998
2017-11-24,79,58.0,,0.58,45.82
2017-11-25,61,58.0,,0.58,35.379999999999995
2017-11-26,48,58.0,,0.58,27.839999999999996
2017-11-27,72,58.0,,0.58,41.76
2017-11-28,67,58.0,,0.58,38.86
2017-11-29,92,58.0,,0.58,53.36
2017-11-30,88,58.0,,0.58,51.04
2017-12-01,35,96.0,False,0.96,33.6
2017-12-02,48,96.0,,0.96,46.08
2017-12-03,38,96.0,,0.96,36.48
2017-12-04,36,96.0,,0.96,34.56
2017-12-05,42,96.0,,0.96,40.32
2017-12-06,38,96.0,,0.96,36.48
2017-12-07,71,96.0,,0.96,68.16
2017-12-08,55,96.0,,0.96,52.8
2017-12-09,50,96.0,,0.96,48.0
2017-12-10,38,96.0,,0.96,36.48
2017-12-11,47,96.0,,0.96,45.12
2017-12-12,82,96.0,,0.96,78.72
2017-12-13,82,96.0,,0.96,78.72
2017-12-14,78,96.0,,0.96,74.88
2017-12-15,86,96.0,,0.96,82.56
2017-12-16,79,96.0,,0.96,75.84
2017-12-17,51,96.0,,0.96,48.96
2017-12-18,65,96.0,,0.96,62.4
2017-12-19,45,96.0,,0.96,43.199999999999996
2017-12-20,91,96.0,,0.96,87.36
2017-12-21,87,96.0,,0.96,83.52
2017-12-22,79,96.0,,0.96,75.84
