date,GDX_unscaled,GDX_monthly,isPartial,scale,GDX
2021-06-29,46,46.0,,0.46,21.16
2021-06-30,58,46.0,,0.46,26.68
2021-07-01,100,42.0,False,0.42,42.0
2021-07-02,92,42.0,,0.42,38.64
2021-07-03,31,42.0,,0.42,13.02
2021-07-04,29,42.0,,0.42,12.18
2021-07-05,44,42.0,,0.42,18.48
2021-07-06,66,42.0,,0.42,27.72
2021-07-07,53,42.0,,0.42,22.259999999999998
2021-07-08,66,42.0,,0.42,27.72
2021-07-09,74,42.0,,0.42,31.08
2021-07-10,51,42.0,,0.42,21.419999999999998
2021-07-11,19,42.0,,0.42,7.9799999999999995
2021-07-12,83,42.0,,0.42,34.86
2021-07-13,84,42.0,,0.42,35.28
2021-07-14,68,42.0,,0.42,28.56
2021-07-15,55,42.0,,0.42,23.099999999999998
2021-07-16,66,42.0,,0.42,27.72
2021-07-17,35,42.0,,0.42,14.7
2021-07-18,46,42.0,,0.42,19.32
2021-07-19,31,42.0,,0.42,13.02
2021-07-20,79,42.0,,0.42,33.18
2021-07-21,75,42.0,,0.42,31.5
2021-07-22,64,42.0,,0.42,26.88
2021-07-23,37,42.0,,0.42,15.54
2021-07-24,55,42.0,,0.42,23.099999999999998
2021-07-25,27,42.0,,0.42,11.34
2021-07-26,48,42.0,,0.42,20.16
2021-07-27,52,42.0,,0.42,21.84
2021-07-28,76,42.0,,0.42,31.919999999999998
2021-07-29,65,42.0,,0.42,27.3
2021-07-30,82,42.0,,0.42,34.44
2021-07-31,30,42.0,,0.42,12.6
2021-08-01,27,40.0,False,0.4,10.8
2021-08-02,65,40.0,,0.4,26.0
2021-08-03,79,40.0,,0.4,31.6
2021-08-04,52,40.0,,0.4,20.8
2021-08-05,45,40.0,,0.4,18.0
2021-08-06,68,40.0,,0.4,27.200000000000003
2021-08-07,27,40.0,,0.4,10.8
2021-08-08,27,40.0,,0.4,10.8
2021-08-09,51,40.0,,0.4,20.400000000000002
2021-08-10,85,40.0,,0.4,34.0
2021-08-11,47,40.0,,0.4,18.8
2021-08-12,70,40.0,,0.4,28.0
2021-08-13,100,40.0,,0.4,40.0
2021-08-14,43,40.0,,0.4,17.2
2021-08-15,39,40.0,,0.4,15.600000000000001
2021-08-16,78,40.0,,0.4,31.200000000000003
2021-08-17,75,40.0,,0.4,30.0
2021-08-18,58,40.0,,0.4,23.200000000000003
2021-08-19,65,40.0,,0.4,26.0
2021-08-20,58,40.0,,0.4,23.200000000000003
2021-08-21,38,40.0,,0.4,15.200000000000001
2021-08-22,31,40.0,,0.4,12.4
2021-08-23,45,40.0,,0.4,18.0
2021-08-24,68,40.0,,0.4,27.200000000000003
2021-08-25,81,40.0,,0.4,32.4
2021-08-26,43,40.0,,0.4,17.2
2021-08-27,70,40.0,,0.4,28.0
2021-08-28,31,40.0,,0.4,12.4
2021-08-29,30,40.0,,0.4,12.0
2021-08-30,50,40.0,,0.4,20.0
2021-08-31,38,40.0,,0.4,15.200000000000001
2021-09-01,39,33.0,False,0.33,12.870000000000001
2021-09-02,45,33.0,,0.33,14.850000000000001
2021-09-03,97,33.0,,0.33,32.01
2021-09-04,58,33.0,,0.33,19.14
2021-09-05,42,33.0,,0.33,13.860000000000001
2021-09-06,64,33.0,,0.33,21.12
2021-09-07,54,33.0,,0.33,17.82
2021-09-08,57,33.0,,0.33,18.810000000000002
2021-09-09,58,33.0,,0.33,19.14
2021-09-10,69,33.0,,0.33,22.77
2021-09-11,30,33.0,,0.33,9.9
2021-09-12,30,33.0,,0.33,9.9
2021-09-13,54,33.0,,0.33,17.82
2021-09-14,62,33.0,,0.33,20.46
2021-09-15,53,33.0,,0.33,17.490000000000002
2021-09-16,76,33.0,,0.33,25.080000000000002
2021-09-17,87,33.0,,0.33,28.71
2021-09-18,10,33.0,,0.33,3.3000000000000003
2021-09-19,20,33.0,,0.33,6.6000000000000005
2021-09-20,48,33.0,,0.33,15.84
2021-09-21,82,33.0,,0.33,27.060000000000002
2021-09-22,48,33.0,,0.33,15.84
2021-09-23,62,33.0,,0.33,20.46
2021-09-24,37,33.0,,0.33,12.21
2021-09-25,15,33.0,,0.33,4.95
2021-09-26,10,33.0,,0.33,3.3000000000000003
2021-09-27,61,33.0,,0.33,20.130000000000003
2021-09-28,62,33.0,,0.33,20.46
2021-09-29,100,33.0,,0.33,33.0
2021-09-30,63,33.0,,0.33,20.790000000000003
2021-10-01,59,38.0,False,0.38,22.42
2021-10-02,81,38.0,,0.38,30.78
2021-10-03,21,38.0,,0.38,7.98
2021-10-04,33,38.0,,0.38,12.540000000000001
2021-10-05,58,38.0,,0.38,22.04
2021-10-06,45,38.0,,0.38,17.1
2021-10-07,66,38.0,,0.38,25.080000000000002
2021-10-08,100,38.0,,0.38,38.0
2021-10-09,35,38.0,,0.38,13.3
2021-10-10,42,38.0,,0.38,15.96
2021-10-11,62,38.0,,0.38,23.56
2021-10-12,54,38.0,,0.38,20.52
2021-10-13,63,38.0,,0.38,23.94
2021-10-14,81,38.0,,0.38,30.78
2021-10-15,83,38.0,,0.38,31.54
2021-10-16,56,38.0,,0.38,21.28
2021-10-17,39,38.0,,0.38,14.82
2021-10-18,50,38.0,,0.38,19.0
2021-10-19,67,38.0,,0.38,25.46
2021-10-20,58,38.0,,0.38,22.04
2021-10-21,66,38.0,,0.38,25.080000000000002
2021-10-22,74,38.0,,0.38,28.12
2021-10-23,31,38.0,,0.38,11.78
2021-10-24,29,38.0,,0.38,11.02
2021-10-25,57,38.0,,0.38,21.66
2021-10-26,31,38.0,,0.38,11.78
2021-10-27,46,38.0,,0.38,17.48
2021-10-28,39,38.0,,0.38,14.82
2021-10-29,43,38.0,,0.38,16.34
2021-10-30,25,38.0,,0.38,9.5
2021-10-31,44,38.0,,0.38,16.72
2021-11-01,35,40.0,False,0.4,14.0
2021-11-02,45,40.0,,0.4,18.0
2021-11-03,40,40.0,,0.4,16.0
2021-11-04,57,40.0,,0.4,22.8
2021-11-05,100,40.0,,0.4,40.0
2021-11-06,59,40.0,,0.4,23.6
2021-11-07,21,40.0,,0.4,8.4
2021-11-08,69,40.0,,0.4,27.6
2021-11-09,57,40.0,,0.4,22.8
2021-11-10,63,40.0,,0.4,25.200000000000003
2021-11-11,88,40.0,,0.4,35.2
2021-11-12,88,40.0,,0.4,35.2
2021-11-13,42,40.0,,0.4,16.8
2021-11-14,38,40.0,,0.4,15.200000000000001
2021-11-15,86,40.0,,0.4,34.4
2021-11-16,42,40.0,,0.4,16.8
2021-11-17,54,40.0,,0.4,21.6
2021-11-18,95,40.0,,0.4,38.0
2021-11-19,80,40.0,,0.4,32.0
2021-11-20,59,40.0,,0.4,23.6
2021-11-21,25,40.0,,0.4,10.0
2021-11-22,34,40.0,,0.4,13.600000000000001
2021-11-23,69,40.0,,0.4,27.6
2021-11-24,53,40.0,,0.4,21.200000000000003
2021-11-25,20,40.0,,0.4,8.0
2021-11-26,55,40.0,,0.4,22.0
2021-11-27,56,40.0,,0.4,22.400000000000002
2021-11-28,12,40.0,,0.4,4.800000000000001
2021-11-29,70,40.0,,0.4,28.0
2021-11-30,28,40.0,,0.4,11.200000000000001
2021-12-01,49,41.0,False,0.41,20.09
2021-12-02,54,41.0,,0.41,22.139999999999997
2021-12-03,42,41.0,,0.41,17.22
2021-12-04,15,41.0,,0.41,6.1499999999999995
2021-12-05,15,41.0,,0.41,6.1499999999999995
2021-12-06,31,41.0,,0.41,12.709999999999999
2021-12-07,41,41.0,,0.41,16.81
2021-12-08,32,41.0,,0.41,13.12
2021-12-09,28,41.0,,0.41,11.479999999999999
2021-12-10,18,41.0,,0.41,7.38
2021-12-11,31,41.0,,0.41,12.709999999999999
2021-12-12,4,41.0,,0.41,1.64
2021-12-13,50,41.0,,0.41,20.5
2021-12-14,28,41.0,,0.41,11.479999999999999
2021-12-15,73,41.0,,0.41,29.93
2021-12-16,66,41.0,,0.41,27.06
2021-12-17,100,41.0,,0.41,41.0
2021-12-18,65,41.0,,0.41,26.65
2021-12-19,44,41.0,,0.41,18.04
2021-12-20,98,41.0,,0.41,40.18
2021-12-21,51,41.0,,0.41,20.91
2021-12-22,77,41.0,,0.41,31.569999999999997
2021-12-23,76,41.0,,0.41,31.159999999999997
2021-12-24,41,41.0,,0.41,16.81
2021-12-25,35,41.0,,0.41,14.35
2021-12-26,58,41.0,,0.41,23.779999999999998
2021-12-27,69,41.0,,0.41,28.29
2021-12-28,58,41.0,,0.41,23.779999999999998
2021-12-29,50,41.0,,0.41,20.5
2021-12-30,71,41.0,,0.41,29.11
2021-12-31,39,41.0,,0.41,15.989999999999998
