date,GPRO_unscaled,GPRO_monthly,isPartial,scale,GPRO
2019-08-21,41,21.0,,0.21,8.61
2019-08-22,60,21.0,,0.21,12.6
2019-08-23,51,21.0,,0.21,10.709999999999999
2019-08-24,11,21.0,,0.21,2.31
2019-08-25,11,21.0,,0.21,2.31
2019-08-26,50,21.0,,0.21,10.5
2019-08-27,27,21.0,,0.21,5.67
2019-08-28,32,21.0,,0.21,6.72
2019-08-29,32,21.0,,0.21,6.72
2019-08-30,27,21.0,,0.21,5.67
2019-08-31,5,21.0,,0.21,1.05
2019-09-01,20,18.0,False,0.18,3.5999999999999996
2019-09-02,32,18.0,,0.18,5.76
2019-09-03,55,18.0,,0.18,9.9
2019-09-04,39,18.0,,0.18,7.02
2019-09-05,56,18.0,,0.18,10.08
2019-09-06,39,18.0,,0.18,7.02
2019-09-07,20,18.0,,0.18,3.5999999999999996
2019-09-08,26,18.0,,0.18,4.68
2019-09-09,39,18.0,,0.18,7.02
2019-09-10,66,18.0,,0.18,11.879999999999999
2019-09-11,44,18.0,,0.18,7.92
2019-09-12,61,18.0,,0.18,10.98
2019-09-13,33,18.0,,0.18,5.9399999999999995
2019-09-14,27,18.0,,0.18,4.859999999999999
2019-09-15,19,18.0,,0.18,3.42
2019-09-16,27,18.0,,0.18,4.859999999999999
2019-09-17,11,18.0,,0.18,1.98
2019-09-18,33,18.0,,0.18,5.9399999999999995
2019-09-19,33,18.0,,0.18,5.9399999999999995
2019-09-20,34,18.0,,0.18,6.12
2019-09-21,7,18.0,,0.18,1.26
2019-09-22,39,18.0,,0.18,7.02
2019-09-23,38,18.0,,0.18,6.84
2019-09-24,100,18.0,,0.18,18.0
2019-09-25,34,18.0,,0.18,6.12
2019-09-26,57,18.0,,0.18,10.26
2019-09-27,69,18.0,,0.18,12.42
2019-09-28,7,18.0,,0.18,1.26
2019-09-29,13,18.0,,0.18,2.34
2019-09-30,62,18.0,,0.18,11.16
2019-10-01,59,28.0,False,0.28,16.520000000000003
2019-10-02,49,28.0,,0.28,13.72
2019-10-03,100,28.0,,0.28,28.000000000000004
2019-10-04,37,28.0,,0.28,10.360000000000001
2019-10-05,4,28.0,,0.28,1.12
2019-10-06,14,28.0,,0.28,3.9200000000000004
2019-10-07,39,28.0,,0.28,10.920000000000002
2019-10-08,57,28.0,,0.28,15.96
2019-10-09,36,28.0,,0.28,10.080000000000002
2019-10-10,54,28.0,,0.28,15.120000000000001
2019-10-11,49,28.0,,0.28,13.72
2019-10-12,15,28.0,,0.28,4.2
2019-10-13,10,28.0,,0.28,2.8000000000000003
2019-10-14,12,28.0,,0.28,3.3600000000000003
2019-10-15,35,28.0,,0.28,9.8
2019-10-16,30,28.0,,0.28,8.4
2019-10-17,39,28.0,,0.28,10.920000000000002
2019-10-18,24,28.0,,0.28,6.720000000000001
2019-10-19,29,28.0,,0.28,8.120000000000001
2019-10-20,7,28.0,,0.28,1.9600000000000002
2019-10-21,29,28.0,,0.28,8.120000000000001
2019-10-22,20,28.0,,0.28,5.6000000000000005
2019-10-23,41,28.0,,0.28,11.48
2019-10-24,35,28.0,,0.28,9.8
2019-10-25,33,28.0,,0.28,9.24
2019-10-26,18,28.0,,0.28,5.040000000000001
2019-10-27,21,28.0,,0.28,5.880000000000001
2019-10-28,26,28.0,,0.28,7.280000000000001
2019-10-29,32,28.0,,0.28,8.96
2019-10-30,26,28.0,,0.28,7.280000000000001
2019-10-31,27,28.0,,0.28,7.5600000000000005
2019-11-01,33,22.0,False,0.22,7.26
2019-11-02,33,22.0,,0.22,7.26
2019-11-03,23,22.0,,0.22,5.06
2019-11-04,54,22.0,,0.22,11.88
2019-11-05,31,22.0,,0.22,6.82
2019-11-06,23,22.0,,0.22,5.06
2019-11-07,100,22.0,,0.22,22.0
2019-11-08,58,22.0,,0.22,12.76
2019-11-09,27,22.0,,0.22,5.94
2019-11-10,18,22.0,,0.22,3.96
2019-11-11,42,22.0,,0.22,9.24
2019-11-12,22,22.0,,0.22,4.84
2019-11-13,45,22.0,,0.22,9.9
2019-11-14,11,22.0,,0.22,2.42
2019-11-15,38,22.0,,0.22,8.36
2019-11-16,13,22.0,,0.22,2.86
2019-11-17,22,22.0,,0.22,4.84
2019-11-18,60,22.0,,0.22,13.2
2019-11-19,53,22.0,,0.22,11.66
2019-11-20,19,22.0,,0.22,4.18
2019-11-21,35,22.0,,0.22,7.7
2019-11-22,23,22.0,,0.22,5.06
2019-11-23,22,22.0,,0.22,4.84
2019-11-24,18,22.0,,0.22,3.96
2019-11-25,31,22.0,,0.22,6.82
2019-11-26,40,22.0,,0.22,8.8
2019-11-27,29,22.0,,0.22,6.38
2019-11-28,4,22.0,,0.22,0.88
2019-11-29,29,22.0,,0.22,6.38
2019-11-30,13,22.0,,0.22,2.86
2019-12-01,15,22.0,False,0.22,3.3
2019-12-02,62,22.0,,0.22,13.64
2019-12-03,64,22.0,,0.22,14.08
2019-12-04,100,22.0,,0.22,22.0
2019-12-05,53,22.0,,0.22,11.66
2019-12-06,40,22.0,,0.22,8.8
2019-12-07,16,22.0,,0.22,3.52
2019-12-08,20,22.0,,0.22,4.4
2019-12-09,53,22.0,,0.22,11.66
2019-12-10,36,22.0,,0.22,7.92
2019-12-11,52,22.0,,0.22,11.44
2019-12-12,79,22.0,,0.22,17.38
2019-12-13,35,22.0,,0.22,7.7
2019-12-14,31,22.0,,0.22,6.82
2019-12-15,10,22.0,,0.22,2.2
2019-12-16,35,22.0,,0.22,7.7
2019-12-17,22,22.0,,0.22,4.84
2019-12-18,31,22.0,,0.22,6.82
2019-12-19,32,22.0,,0.22,7.04
2019-12-20,28,22.0,,0.22,6.16
2019-12-21,16,22.0,,0.22,3.52
2019-12-22,22,22.0,,0.22,4.84
2019-12-23,30,22.0,,0.22,6.6
2019-12-24,63,22.0,,0.22,13.86
2019-12-25,24,22.0,,0.22,5.28
2019-12-26,47,22.0,,0.22,10.34
2019-12-27,63,22.0,,0.22,13.86
2019-12-28,16,22.0,,0.22,3.52
2019-12-29,15,22.0,,0.22,3.3
2019-12-30,67,22.0,,0.22,14.74
2019-12-31,39,22.0,,0.22,8.58
2020-01-01,38,21.0,False,0.21,7.9799999999999995
2020-01-02,27,21.0,,0.21,5.67
2020-01-03,58,21.0,,0.21,12.18
2020-01-04,28,21.0,,0.21,5.88
2020-01-05,36,21.0,,0.21,7.56
2020-01-06,45,21.0,,0.21,9.45
2020-01-07,77,21.0,,0.21,16.169999999999998
2020-01-08,69,21.0,,0.21,14.49
2020-01-09,63,21.0,,0.21,13.229999999999999
2020-01-10,56,21.0,,0.21,11.76
2020-01-11,22,21.0,,0.21,4.62
2020-01-12,21,21.0,,0.21,4.41
2020-01-13,46,21.0,,0.21,9.66
2020-01-14,76,21.0,,0.21,15.959999999999999
2020-01-15,97,21.0,,0.21,20.37
2020-01-16,74,21.0,,0.21,15.54
2020-01-17,57,21.0,,0.21,11.969999999999999
2020-01-18,15,21.0,,0.21,3.15
2020-01-19,21,21.0,,0.21,4.41
2020-01-20,39,21.0,,0.21,8.19
2020-01-21,87,21.0,,0.21,18.27
2020-01-22,56,21.0,,0.21,11.76
2020-01-23,50,21.0,,0.21,10.5
2020-01-24,100,21.0,,0.21,21.0
2020-01-25,29,21.0,,0.21,6.09
2020-01-26,27,21.0,,0.21,5.67
2020-01-27,59,21.0,,0.21,12.389999999999999
2020-01-28,61,21.0,,0.21,12.809999999999999
2020-01-29,94,21.0,,0.21,19.74
2020-01-30,62,21.0,,0.21,13.02
2020-01-31,95,21.0,,0.21,19.95
2020-02-01,11,27.0,False,0.27,2.97
2020-02-02,3,27.0,,0.27,0.81
2020-02-03,11,27.0,,0.27,2.97
2020-02-04,39,27.0,,0.27,10.530000000000001
2020-02-05,100,27.0,,0.27,27.0
2020-02-06,64,27.0,,0.27,17.28
2020-02-07,35,27.0,,0.27,9.450000000000001
2020-02-08,9,27.0,,0.27,2.43
2020-02-09,12,27.0,,0.27,3.24
2020-02-10,29,27.0,,0.27,7.83
2020-02-11,34,27.0,,0.27,9.18
2020-02-12,29,27.0,,0.27,7.83
2020-02-13,38,27.0,,0.27,10.260000000000002
2020-02-14,15,27.0,,0.27,4.050000000000001
2020-02-15,11,27.0,,0.27,2.97
2020-02-16,35,27.0,,0.27,9.450000000000001
2020-02-17,23,27.0,,0.27,6.210000000000001
2020-02-18,21,27.0,,0.27,5.67
2020-02-19,24,27.0,,0.27,6.48
2020-02-20,16,27.0,,0.27,4.32
2020-02-21,27,27.0,,0.27,7.290000000000001
2020-02-22,11,27.0,,0.27,2.97
2020-02-23,17,27.0,,0.27,4.59
2020-02-24,30,27.0,,0.27,8.100000000000001
2020-02-25,35,27.0,,0.27,9.450000000000001
2020-02-26,30,27.0,,0.27,8.100000000000001
2020-02-27,30,27.0,,0.27,8.100000000000001
2020-02-28,34,27.0,,0.27,9.18
2020-02-29,11,27.0,,0.27,2.97
2020-03-01,26,22.0,False,0.22,5.72
2020-03-02,50,22.0,,0.22,11.0
2020-03-03,66,22.0,,0.22,14.52
2020-03-04,32,22.0,,0.22,7.04
2020-03-05,45,22.0,,0.22,9.9
2020-03-06,68,22.0,,0.22,14.96
2020-03-07,40,22.0,,0.22,8.8
2020-03-08,33,22.0,,0.22,7.26
2020-03-09,72,22.0,,0.22,15.84
2020-03-10,82,22.0,,0.22,18.04
2020-03-11,77,22.0,,0.22,16.94
2020-03-12,48,22.0,,0.22,10.56
2020-03-13,78,22.0,,0.22,17.16
2020-03-14,61,22.0,,0.22,13.42
2020-03-15,19,22.0,,0.22,4.18
2020-03-16,95,22.0,,0.22,20.9
2020-03-17,82,22.0,,0.22,18.04
2020-03-18,67,22.0,,0.22,14.74
2020-03-19,83,22.0,,0.22,18.26
2020-03-20,49,22.0,,0.22,10.78
2020-03-21,0,22.0,,0.22,0.0
2020-03-22,56,22.0,,0.22,12.32
2020-03-23,46,22.0,,0.22,10.12
2020-03-24,27,22.0,,0.22,5.94
2020-03-25,61,22.0,,0.22,13.42
2020-03-26,100,22.0,,0.22,22.0
2020-03-27,53,22.0,,0.22,11.66
2020-03-28,30,22.0,,0.22,6.6
2020-03-29,25,22.0,,0.22,5.5
2020-03-30,68,22.0,,0.22,14.96
2020-03-31,42,22.0,,0.22,9.24
2020-04-01,47,23.0,False,0.23,10.81
2020-04-02,41,23.0,,0.23,9.43
2020-04-03,68,23.0,,0.23,15.64
2020-04-04,18,23.0,,0.23,4.140000000000001
2020-04-05,12,23.0,,0.23,2.7600000000000002
2020-04-06,52,23.0,,0.23,11.96
2020-04-07,63,23.0,,0.23,14.49
2020-04-08,68,23.0,,0.23,15.64
2020-04-09,48,23.0,,0.23,11.040000000000001
2020-04-10,11,23.0,,0.23,2.5300000000000002
2020-04-11,48,23.0,,0.23,11.040000000000001
2020-04-12,55,23.0,,0.23,12.65
2020-04-13,73,23.0,,0.23,16.79
2020-04-14,52,23.0,,0.23,11.96
2020-04-15,45,23.0,,0.23,10.35
2020-04-16,96,23.0,,0.23,22.080000000000002
2020-04-17,60,23.0,,0.23,13.8
2020-04-18,47,23.0,,0.23,10.81
2020-04-19,59,23.0,,0.23,13.57
2020-04-20,80,23.0,,0.23,18.400000000000002
2020-04-21,67,23.0,,0.23,15.41
2020-04-22,62,23.0,,0.23,14.26
2020-04-23,66,23.0,,0.23,15.180000000000001
2020-04-24,50,23.0,,0.23,11.5
2020-04-25,46,23.0,,0.23,10.58
2020-04-26,53,23.0,,0.23,12.190000000000001
2020-04-27,52,23.0,,0.23,11.96
2020-04-28,72,23.0,,0.23,16.560000000000002
2020-04-29,100,23.0,,0.23,23.0
2020-04-30,65,23.0,,0.23,14.950000000000001
2020-05-01,42,26.0,False,0.26,10.92
2020-05-02,24,26.0,,0.26,6.24
2020-05-03,29,26.0,,0.26,7.54
2020-05-04,45,26.0,,0.26,11.700000000000001
2020-05-05,45,26.0,,0.26,11.700000000000001
2020-05-06,45,26.0,,0.26,11.700000000000001
2020-05-07,85,26.0,,0.26,22.1
2020-05-08,100,26.0,,0.26,26.0
2020-05-09,44,26.0,,0.26,11.440000000000001
2020-05-10,25,26.0,,0.26,6.5
2020-05-11,39,26.0,,0.26,10.14
2020-05-12,28,26.0,,0.26,7.28
2020-05-13,35,26.0,,0.26,9.1
2020-05-14,35,26.0,,0.26,9.1
2020-05-15,61,26.0,,0.26,15.860000000000001
2020-05-16,33,26.0,,0.26,8.58
2020-05-17,16,26.0,,0.26,4.16
2020-05-18,57,26.0,,0.26,14.82
2020-05-19,39,26.0,,0.26,10.14
2020-05-20,57,26.0,,0.26,14.82
2020-05-21,37,26.0,,0.26,9.620000000000001
2020-05-22,36,26.0,,0.26,9.36
2020-05-23,29,26.0,,0.26,7.54
2020-05-24,22,26.0,,0.26,5.720000000000001
2020-05-25,17,26.0,,0.26,4.42
2020-05-26,48,26.0,,0.26,12.48
2020-05-27,43,26.0,,0.26,11.18
2020-05-28,61,26.0,,0.26,15.860000000000001
2020-05-29,26,26.0,,0.26,6.76
2020-05-30,58,26.0,,0.26,15.08
2020-05-31,34,26.0,,0.26,8.84
2020-06-01,100,23.0,False,0.23,23.0
2020-06-02,22,23.0,,0.23,5.0600000000000005
2020-06-03,53,23.0,,0.23,12.190000000000001
2020-06-04,47,23.0,,0.23,10.81
2020-06-05,32,23.0,,0.23,7.36
2020-06-06,56,23.0,,0.23,12.88
2020-06-07,45,23.0,,0.23,10.35
2020-06-08,77,23.0,,0.23,17.71
2020-06-09,74,23.0,,0.23,17.02
2020-06-10,39,23.0,,0.23,8.97
2020-06-11,60,23.0,,0.23,13.8
2020-06-12,81,23.0,,0.23,18.630000000000003
2020-06-13,59,23.0,,0.23,13.57
2020-06-14,39,23.0,,0.23,8.97
2020-06-15,68,23.0,,0.23,15.64
2020-06-16,60,23.0,,0.23,13.8
2020-06-17,74,23.0,,0.23,17.02
2020-06-18,74,23.0,,0.23,17.02
2020-06-19,47,23.0,,0.23,10.81
2020-06-20,33,23.0,,0.23,7.590000000000001
2020-06-21,27,23.0,,0.23,6.21
2020-06-22,63,23.0,,0.23,14.49
2020-06-23,86,23.0,,0.23,19.78
2020-06-24,79,23.0,,0.23,18.17
2020-06-25,63,23.0,,0.23,14.49
2020-06-26,24,23.0,,0.23,5.5200000000000005
2020-06-27,73,23.0,,0.23,16.79
2020-06-28,39,23.0,,0.23,8.97
2020-06-29,58,23.0,,0.23,13.34
2020-06-30,53,23.0,,0.23,12.190000000000001
2020-07-01,43,21.0,False,0.21,9.03
2020-07-02,65,21.0,,0.21,13.65
2020-07-03,58,21.0,,0.21,12.18
2020-07-04,26,21.0,,0.21,5.46
2020-07-05,39,21.0,,0.21,8.19
2020-07-06,37,21.0,,0.21,7.77
2020-07-07,37,21.0,,0.21,7.77
2020-07-08,60,21.0,,0.21,12.6
2020-07-09,81,21.0,,0.21,17.009999999999998
2020-07-10,56,21.0,,0.21,11.76
2020-07-11,37,21.0,,0.21,7.77
2020-07-12,31,21.0,,0.21,6.51
2020-07-13,38,21.0,,0.21,7.9799999999999995
2020-07-14,59,21.0,,0.21,12.389999999999999
2020-07-15,59,21.0,,0.21,12.389999999999999
2020-07-16,44,21.0,,0.21,9.24
2020-07-17,45,21.0,,0.21,9.45
2020-07-18,39,21.0,,0.21,8.19
2020-07-19,38,21.0,,0.21,7.9799999999999995
2020-07-20,22,21.0,,0.21,4.62
2020-07-21,77,21.0,,0.21,16.169999999999998
2020-07-22,61,21.0,,0.21,12.809999999999999
2020-07-23,43,21.0,,0.21,9.03
2020-07-24,34,21.0,,0.21,7.14
2020-07-25,32,21.0,,0.21,6.72
2020-07-26,32,21.0,,0.21,6.72
2020-07-27,72,21.0,,0.21,15.12
2020-07-28,100,21.0,,0.21,21.0
2020-07-29,28,21.0,,0.21,5.88
2020-07-30,49,21.0,,0.21,10.29
2020-07-31,51,21.0,,0.21,10.709999999999999
2020-08-01,29,21.0,False,0.21,6.09
2020-08-02,58,21.0,,0.21,12.18
2020-08-03,76,21.0,,0.21,15.959999999999999
2020-08-04,62,21.0,,0.21,13.02
2020-08-05,83,21.0,,0.21,17.43
2020-08-06,95,21.0,,0.21,19.95
2020-08-07,99,21.0,,0.21,20.79
2020-08-08,44,21.0,,0.21,9.24
2020-08-09,44,21.0,,0.21,9.24
2020-08-10,38,21.0,,0.21,7.9799999999999995
2020-08-11,75,21.0,,0.21,15.75
2020-08-12,100,21.0,,0.21,21.0
2020-08-13,94,21.0,,0.21,19.74
2020-08-14,77,21.0,,0.21,16.169999999999998
2020-08-15,29,21.0,,0.21,6.09
2020-08-16,65,21.0,,0.21,13.65
2020-08-17,56,21.0,,0.21,11.76
2020-08-18,61,21.0,,0.21,12.809999999999999
2020-08-19,67,21.0,,0.21,14.07
2020-08-20,43,21.0,,0.21,9.03
2020-08-21,37,21.0,,0.21,7.77
2020-08-22,37,21.0,,0.21,7.77
2020-08-23,22,21.0,,0.21,4.62
2020-08-24,53,21.0,,0.21,11.129999999999999
2020-08-25,48,21.0,,0.21,10.08
2020-08-26,30,21.0,,0.21,6.3
2020-08-27,47,21.0,,0.21,9.87
2020-08-28,43,21.0,,0.21,9.03
2020-08-29,41,21.0,,0.21,8.61
2020-08-30,50,21.0,,0.21,10.5
2020-08-31,24,21.0,,0.21,5.04
2020-09-01,54,17.0,False,0.17,9.180000000000001
2020-09-02,47,17.0,,0.17,7.99
2020-09-03,33,17.0,,0.17,5.61
2020-09-04,63,17.0,,0.17,10.71
2020-09-05,58,17.0,,0.17,9.860000000000001
2020-09-06,42,17.0,,0.17,7.140000000000001
2020-09-07,48,17.0,,0.17,8.16
2020-09-08,40,17.0,,0.17,6.800000000000001
2020-09-09,73,17.0,,0.17,12.41
2020-09-10,45,17.0,,0.17,7.65
2020-09-11,40,17.0,,0.17,6.800000000000001
2020-09-12,40,17.0,,0.17,6.800000000000001
2020-09-13,48,17.0,,0.17,8.16
2020-09-14,47,17.0,,0.17,7.99
2020-09-15,86,17.0,,0.17,14.620000000000001
2020-09-16,100,17.0,,0.17,17.0
2020-09-17,78,17.0,,0.17,13.260000000000002
2020-09-18,61,17.0,,0.17,10.370000000000001
2020-09-19,33,17.0,,0.17,5.61
2020-09-20,56,17.0,,0.17,9.520000000000001
2020-09-21,59,17.0,,0.17,10.030000000000001
2020-09-22,33,17.0,,0.17,5.61
2020-09-23,40,17.0,,0.17,6.800000000000001
2020-09-24,78,17.0,,0.17,13.260000000000002
2020-09-25,52,17.0,,0.17,8.84
2020-09-26,52,17.0,,0.17,8.84
2020-09-27,34,17.0,,0.17,5.78
2020-09-28,22,17.0,,0.17,3.74
2020-09-29,79,17.0,,0.17,13.430000000000001
2020-09-30,58,17.0,,0.17,9.860000000000001
2020-10-01,46,24.0,False,0.24,11.04
2020-10-02,33,24.0,,0.24,7.92
2020-10-03,22,24.0,,0.24,5.279999999999999
2020-10-04,22,24.0,,0.24,5.279999999999999
2020-10-05,50,24.0,,0.24,12.0
2020-10-06,59,24.0,,0.24,14.16
2020-10-07,93,24.0,,0.24,22.32
2020-10-08,100,24.0,,0.24,24.0
2020-10-09,48,24.0,,0.24,11.52
2020-10-10,23,24.0,,0.24,5.52
2020-10-11,29,24.0,,0.24,6.96
2020-10-12,36,24.0,,0.24,8.64
2020-10-13,83,24.0,,0.24,19.919999999999998
2020-10-14,63,24.0,,0.24,15.12
2020-10-15,46,24.0,,0.24,11.04
2020-10-16,80,24.0,,0.24,19.2
2020-10-17,24,24.0,,0.24,5.76
2020-10-18,35,24.0,,0.24,8.4
2020-10-19,26,24.0,,0.24,6.24
2020-10-20,21,24.0,,0.24,5.04
2020-10-21,42,24.0,,0.24,10.08
2020-10-22,16,24.0,,0.24,3.84
2020-10-23,81,24.0,,0.24,19.439999999999998
2020-10-24,18,24.0,,0.24,4.32
2020-10-25,29,24.0,,0.24,6.96
2020-10-26,31,24.0,,0.24,7.4399999999999995
2020-10-27,31,24.0,,0.24,7.4399999999999995
2020-10-28,36,24.0,,0.24,8.64
2020-10-29,36,24.0,,0.24,8.64
2020-10-30,27,24.0,,0.24,6.4799999999999995
2020-10-31,31,24.0,,0.24,7.4399999999999995
2020-11-01,56,27.0,False,0.27,15.120000000000001
2020-11-02,43,27.0,,0.27,11.610000000000001
2020-11-03,38,27.0,,0.27,10.260000000000002
2020-11-04,23,27.0,,0.27,6.210000000000001
2020-11-05,44,27.0,,0.27,11.88
2020-11-06,88,27.0,,0.27,23.76
2020-11-07,16,27.0,,0.27,4.32
2020-11-08,27,27.0,,0.27,7.290000000000001
2020-11-09,59,27.0,,0.27,15.930000000000001
2020-11-10,33,27.0,,0.27,8.91
2020-11-11,37,27.0,,0.27,9.99
2020-11-12,24,27.0,,0.27,6.48
2020-11-13,55,27.0,,0.27,14.850000000000001
2020-11-14,34,27.0,,0.27,9.18
2020-11-15,43,27.0,,0.27,11.610000000000001
2020-11-16,59,27.0,,0.27,15.930000000000001
2020-11-17,51,27.0,,0.27,13.770000000000001
2020-11-18,100,27.0,,0.27,27.0
2020-11-19,93,27.0,,0.27,25.110000000000003
2020-11-20,57,27.0,,0.27,15.39
2020-11-21,19,27.0,,0.27,5.130000000000001
2020-11-22,28,27.0,,0.27,7.5600000000000005
2020-11-23,48,27.0,,0.27,12.96
2020-11-24,35,27.0,,0.27,9.450000000000001
2020-11-25,54,27.0,,0.27,14.580000000000002
2020-11-26,19,27.0,,0.27,5.130000000000001
2020-11-27,73,27.0,,0.27,19.71
2020-11-28,23,27.0,,0.27,6.210000000000001
2020-11-29,28,27.0,,0.27,7.5600000000000005
2020-11-30,40,27.0,,0.27,10.8
2020-12-01,55,31.0,False,0.31,17.05
2020-12-02,68,31.0,,0.31,21.08
2020-12-03,100,31.0,,0.31,31.0
2020-12-04,74,31.0,,0.31,22.94
2020-12-05,18,31.0,,0.31,5.58
2020-12-06,35,31.0,,0.31,10.85
2020-12-07,40,31.0,,0.31,12.4
2020-12-08,52,31.0,,0.31,16.12
2020-12-09,29,31.0,,0.31,8.99
2020-12-10,36,31.0,,0.31,11.16
2020-12-11,33,31.0,,0.31,10.23
2020-12-12,31,31.0,,0.31,9.61
2020-12-13,27,31.0,,0.31,8.37
2020-12-14,48,31.0,,0.31,14.879999999999999
2020-12-15,65,31.0,,0.31,20.15
2020-12-16,91,31.0,,0.31,28.21
2020-12-17,45,31.0,,0.31,13.95
2020-12-18,55,31.0,,0.31,17.05
2020-12-19,9,31.0,,0.31,2.79
2020-12-20,9,31.0,,0.31,2.79
2020-12-21,29,31.0,,0.31,8.99
2020-12-22,69,31.0,,0.31,21.39
2020-12-23,13,31.0,,0.31,4.03
2020-12-24,27,31.0,,0.31,8.37
2020-12-25,61,31.0,,0.31,18.91
2020-12-26,39,31.0,,0.31,12.09
2020-12-27,31,31.0,,0.31,9.61
2020-12-28,38,31.0,,0.31,11.78
2020-12-29,50,31.0,,0.31,15.5
2020-12-30,29,31.0,,0.31,8.99
2020-12-31,38,31.0,,0.31,11.78
2021-01-01,73,30.0,False,0.3,21.9
2021-01-02,45,30.0,,0.3,13.5
2021-01-03,44,30.0,,0.3,13.2
2021-01-04,44,30.0,,0.3,13.2
2021-01-05,56,30.0,,0.3,16.8
2021-01-06,59,30.0,,0.3,17.7
2021-01-07,20,30.0,,0.3,6.0
2021-01-08,45,30.0,,0.3,13.5
2021-01-09,35,30.0,,0.3,10.5
2021-01-10,26,30.0,,0.3,7.8
2021-01-11,75,30.0,,0.3,22.5
2021-01-12,48,30.0,,0.3,14.399999999999999
2021-01-13,45,30.0,,0.3,13.5
2021-01-14,58,30.0,,0.3,17.4
2021-01-15,37,30.0,,0.3,11.1
2021-01-16,22,30.0,,0.3,6.6
2021-01-17,26,30.0,,0.3,7.8
2021-01-18,25,30.0,,0.3,7.5
2021-01-19,41,30.0,,0.3,12.299999999999999
2021-01-20,56,30.0,,0.3,16.8
2021-01-21,40,30.0,,0.3,12.0
2021-01-22,53,30.0,,0.3,15.899999999999999
2021-01-23,36,30.0,,0.3,10.799999999999999
2021-01-24,31,30.0,,0.3,9.299999999999999
2021-01-25,60,30.0,,0.3,18.0
2021-01-26,49,30.0,,0.3,14.7
2021-01-27,100,30.0,,0.3,30.0
2021-01-28,93,30.0,,0.3,27.9
2021-01-29,61,30.0,,0.3,18.3
2021-01-30,50,30.0,,0.3,15.0
2021-01-31,50,30.0,,0.3,15.0
2021-02-01,66,36.0,False,0.36,23.759999999999998
2021-02-02,66,36.0,,0.36,23.759999999999998
2021-02-03,58,36.0,,0.36,20.88
2021-02-04,100,36.0,,0.36,36.0
2021-02-05,67,36.0,,0.36,24.119999999999997
2021-02-06,28,36.0,,0.36,10.08
2021-02-07,14,36.0,,0.36,5.04
2021-02-08,56,36.0,,0.36,20.16
2021-02-09,43,36.0,,0.36,15.479999999999999
2021-02-10,40,36.0,,0.36,14.399999999999999
2021-02-11,37,36.0,,0.36,13.32
2021-02-12,31,36.0,,0.36,11.16
2021-02-13,22,36.0,,0.36,7.92
2021-02-14,8,36.0,,0.36,2.88
2021-02-15,11,36.0,,0.36,3.96
2021-02-16,28,36.0,,0.36,10.08
2021-02-17,23,36.0,,0.36,8.28
2021-02-18,23,36.0,,0.36,8.28
2021-02-19,23,36.0,,0.36,8.28
2021-02-20,11,36.0,,0.36,3.96
2021-02-21,40,36.0,,0.36,14.399999999999999
2021-02-22,27,36.0,,0.36,9.719999999999999
2021-02-23,23,36.0,,0.36,8.28
2021-02-24,37,36.0,,0.36,13.32
2021-02-25,33,36.0,,0.36,11.879999999999999
2021-02-26,25,36.0,,0.36,9.0
2021-02-27,20,36.0,,0.36,7.199999999999999
2021-02-28,22,36.0,,0.36,7.92
2021-03-01,44,34.0,False,0.34,14.96
2021-03-02,41,34.0,,0.34,13.940000000000001
2021-03-03,20,34.0,,0.34,6.800000000000001
2021-03-04,34,34.0,,0.34,11.56
2021-03-05,24,34.0,,0.34,8.16
2021-03-06,31,34.0,,0.34,10.540000000000001
2021-03-07,23,34.0,,0.34,7.82
2021-03-08,38,34.0,,0.34,12.920000000000002
2021-03-09,24,34.0,,0.34,8.16
2021-03-10,43,34.0,,0.34,14.620000000000001
2021-03-11,48,34.0,,0.34,16.32
2021-03-12,100,34.0,,0.34,34.0
2021-03-13,47,34.0,,0.34,15.98
2021-03-14,29,34.0,,0.34,9.860000000000001
2021-03-15,100,34.0,,0.34,34.0
2021-03-16,80,34.0,,0.34,27.200000000000003
2021-03-17,59,34.0,,0.34,20.060000000000002
2021-03-18,66,34.0,,0.34,22.44
2021-03-19,57,34.0,,0.34,19.380000000000003
2021-03-20,30,34.0,,0.34,10.200000000000001
2021-03-21,30,34.0,,0.34,10.200000000000001
2021-03-22,50,34.0,,0.34,17.0
2021-03-23,43,34.0,,0.34,14.620000000000001
2021-03-24,46,34.0,,0.34,15.64
2021-03-25,40,34.0,,0.34,13.600000000000001
2021-03-26,45,34.0,,0.34,15.3
2021-03-27,23,34.0,,0.34,7.82
2021-03-28,15,34.0,,0.34,5.1000000000000005
2021-03-29,34,34.0,,0.34,11.56
2021-03-30,38,34.0,,0.34,12.920000000000002
2021-03-31,33,34.0,,0.34,11.22
2021-04-01,86,25.0,False,0.25,21.5
2021-04-02,56,25.0,,0.25,14.0
2021-04-03,23,25.0,,0.25,5.75
2021-04-04,47,25.0,,0.25,11.75
2021-04-05,69,25.0,,0.25,17.25
2021-04-06,59,25.0,,0.25,14.75
2021-04-07,52,25.0,,0.25,13.0
2021-04-08,91,25.0,,0.25,22.75
2021-04-09,65,25.0,,0.25,16.25
2021-04-10,59,25.0,,0.25,14.75
2021-04-11,58,25.0,,0.25,14.5
2021-04-12,52,25.0,,0.25,13.0
2021-04-13,72,25.0,,0.25,18.0
2021-04-14,45,25.0,,0.25,11.25
2021-04-15,65,25.0,,0.25,16.25
