date,IG_unscaled,IG_monthly,isPartial,scale,IG
2019-08-18,94,97.0,,0.97,91.17999999999999
2019-08-19,89,97.0,,0.97,86.33
2019-08-20,81,97.0,,0.97,78.57
2019-08-21,88,97.0,,0.97,85.36
2019-08-22,86,97.0,,0.97,83.42
2019-08-23,82,97.0,,0.97,79.53999999999999
2019-08-24,100,97.0,,0.97,97.0
2019-08-25,95,97.0,,0.97,92.14999999999999
2019-08-26,84,97.0,,0.97,81.48
2019-08-27,83,97.0,,0.97,80.50999999999999
2019-08-28,81,97.0,,0.97,78.57
2019-08-29,87,97.0,,0.97,84.39
2019-08-30,81,97.0,,0.97,78.57
2019-08-31,87,97.0,,0.97,84.39
2019-09-01,63,97.0,False,0.97,61.11
2019-09-02,68,97.0,,0.97,65.96
2019-09-03,59,97.0,,0.97,57.23
2019-09-04,58,97.0,,0.97,56.26
2019-09-05,63,97.0,,0.97,61.11
2019-09-06,59,97.0,,0.97,57.23
2019-09-07,70,97.0,,0.97,67.89999999999999
2019-09-08,66,97.0,,0.97,64.02
2019-09-09,60,97.0,,0.97,58.199999999999996
2019-09-10,59,97.0,,0.97,57.23
2019-09-11,100,97.0,,0.97,97.0
2019-09-12,69,97.0,,0.97,66.92999999999999
2019-09-13,61,97.0,,0.97,59.17
2019-09-14,69,97.0,,0.97,66.92999999999999
2019-09-15,64,97.0,,0.97,62.08
2019-09-16,60,97.0,,0.97,58.199999999999996
2019-09-17,56,97.0,,0.97,54.32
2019-09-18,54,97.0,,0.97,52.379999999999995
2019-09-19,57,97.0,,0.97,55.29
2019-09-20,61,97.0,,0.97,59.17
2019-09-21,70,97.0,,0.97,67.89999999999999
2019-09-22,70,97.0,,0.97,67.89999999999999
2019-09-23,59,97.0,,0.97,57.23
2019-09-24,64,97.0,,0.97,62.08
2019-09-25,60,97.0,,0.97,58.199999999999996
2019-09-26,61,97.0,,0.97,59.17
2019-09-27,61,97.0,,0.97,59.17
2019-09-28,69,97.0,,0.97,66.92999999999999
2019-09-29,64,97.0,,0.97,62.08
2019-09-30,60,97.0,,0.97,58.199999999999996
2019-10-01,79,94.0,False,0.94,74.25999999999999
2019-10-02,100,94.0,,0.94,94.0
2019-10-03,82,94.0,,0.94,77.08
2019-10-04,81,94.0,,0.94,76.14
2019-10-05,84,94.0,,0.94,78.96
2019-10-06,85,94.0,,0.94,79.89999999999999
2019-10-07,79,94.0,,0.94,74.25999999999999
2019-10-08,95,94.0,,0.94,89.3
2019-10-09,97,94.0,,0.94,91.17999999999999
2019-10-10,85,94.0,,0.94,79.89999999999999
2019-10-11,78,94.0,,0.94,73.32
2019-10-12,92,94.0,,0.94,86.47999999999999
2019-10-13,86,94.0,,0.94,80.83999999999999
2019-10-14,82,94.0,,0.94,77.08
2019-10-15,79,94.0,,0.94,74.25999999999999
2019-10-16,73,94.0,,0.94,68.61999999999999
2019-10-17,74,94.0,,0.94,69.56
2019-10-18,77,94.0,,0.94,72.38
2019-10-19,87,94.0,,0.94,81.78
2019-10-20,83,94.0,,0.94,78.02
2019-10-21,76,94.0,,0.94,71.44
2019-10-22,74,94.0,,0.94,69.56
2019-10-23,75,94.0,,0.94,70.5
2019-10-24,71,94.0,,0.94,66.74
2019-10-25,74,94.0,,0.94,69.56
2019-10-26,80,94.0,,0.94,75.19999999999999
2019-10-27,79,94.0,,0.94,74.25999999999999
2019-10-28,81,94.0,,0.94,76.14
2019-10-29,80,94.0,,0.94,75.19999999999999
2019-10-30,79,94.0,,0.94,74.25999999999999
2019-10-31,75,94.0,,0.94,70.5
2019-11-01,87,83.0,False,0.83,72.21
2019-11-02,94,83.0,,0.83,78.02
2019-11-03,100,83.0,,0.83,83.0
2019-11-04,82,83.0,,0.83,68.06
2019-11-05,79,83.0,,0.83,65.57
2019-11-06,83,83.0,,0.83,68.89
2019-11-07,87,83.0,,0.83,72.21
2019-11-08,84,83.0,,0.83,69.72
2019-11-09,93,83.0,,0.83,77.19
2019-11-10,94,83.0,,0.83,78.02
2019-11-11,88,83.0,,0.83,73.03999999999999
2019-11-12,85,83.0,,0.83,70.55
2019-11-13,90,83.0,,0.83,74.7
2019-11-14,83,83.0,,0.83,68.89
2019-11-15,85,83.0,,0.83,70.55
2019-11-16,86,83.0,,0.83,71.38
2019-11-17,94,83.0,,0.83,78.02
2019-11-18,87,83.0,,0.83,72.21
2019-11-19,81,83.0,,0.83,67.22999999999999
2019-11-20,85,83.0,,0.83,70.55
2019-11-21,87,83.0,,0.83,72.21
2019-11-22,86,83.0,,0.83,71.38
2019-11-23,88,83.0,,0.83,73.03999999999999
2019-11-24,94,83.0,,0.83,78.02
2019-11-25,87,83.0,,0.83,72.21
2019-11-26,89,83.0,,0.83,73.86999999999999
2019-11-27,91,83.0,,0.83,75.53
2019-11-28,98,83.0,,0.83,81.33999999999999
2019-11-29,86,83.0,,0.83,71.38
2019-11-30,88,83.0,,0.83,73.03999999999999
2019-12-01,63,92.0,False,0.92,57.96
2019-12-02,58,92.0,,0.92,53.36
2019-12-03,61,92.0,,0.92,56.120000000000005
2019-12-04,56,92.0,,0.92,51.52
2019-12-05,61,92.0,,0.92,56.120000000000005
2019-12-06,57,92.0,,0.92,52.440000000000005
2019-12-07,63,92.0,,0.92,57.96
2019-12-08,66,92.0,,0.92,60.720000000000006
2019-12-09,100,92.0,,0.92,92.0
2019-12-10,82,92.0,,0.92,75.44
2019-12-11,81,92.0,,0.92,74.52000000000001
2019-12-12,64,92.0,,0.92,58.88
2019-12-13,60,92.0,,0.92,55.2
2019-12-14,64,92.0,,0.92,58.88
2019-12-15,68,92.0,,0.92,62.56
2019-12-16,64,92.0,,0.92,58.88
2019-12-17,60,92.0,,0.92,55.2
2019-12-18,61,92.0,,0.92,56.120000000000005
2019-12-19,60,92.0,,0.92,55.2
2019-12-20,61,92.0,,0.92,56.120000000000005
2019-12-21,62,92.0,,0.92,57.04
2019-12-22,69,92.0,,0.92,63.480000000000004
2019-12-23,66,92.0,,0.92,60.720000000000006
2019-12-24,67,92.0,,0.92,61.64
2019-12-25,70,92.0,,0.92,64.4
2019-12-26,69,92.0,,0.92,63.480000000000004
2019-12-27,69,92.0,,0.92,63.480000000000004
2019-12-28,75,92.0,,0.92,69.0
2019-12-29,73,92.0,,0.92,67.16
2019-12-30,80,92.0,,0.92,73.60000000000001
2019-12-31,77,92.0,,0.92,70.84
2020-01-01,90,92.0,False,0.92,82.8
2020-01-02,85,92.0,,0.92,78.2
2020-01-03,83,92.0,,0.92,76.36
2020-01-04,83,92.0,,0.92,76.36
2020-01-05,88,92.0,,0.92,80.96000000000001
2020-01-06,72,92.0,,0.92,66.24000000000001
2020-01-07,75,92.0,,0.92,69.0
2020-01-08,79,92.0,,0.92,72.68
2020-01-09,77,92.0,,0.92,70.84
2020-01-10,74,92.0,,0.92,68.08
2020-01-11,89,92.0,,0.92,81.88000000000001
2020-01-12,81,92.0,,0.92,74.52000000000001
2020-01-13,74,92.0,,0.92,68.08
2020-01-14,73,92.0,,0.92,67.16
2020-01-15,77,92.0,,0.92,70.84
2020-01-16,74,92.0,,0.92,68.08
2020-01-17,73,92.0,,0.92,67.16
2020-01-18,83,92.0,,0.92,76.36
2020-01-19,84,92.0,,0.92,77.28
2020-01-20,76,92.0,,0.92,69.92
2020-01-21,76,92.0,,0.92,69.92
2020-01-22,70,92.0,,0.92,64.4
2020-01-23,69,92.0,,0.92,63.480000000000004
2020-01-24,67,92.0,,0.92,61.64
2020-01-25,84,92.0,,0.92,77.28
2020-01-26,96,92.0,,0.92,88.32000000000001
2020-01-27,100,92.0,,0.92,92.0
2020-01-28,83,92.0,,0.92,76.36
2020-01-29,76,92.0,,0.92,69.92
2020-01-30,86,92.0,,0.92,79.12
2020-01-31,73,92.0,,0.92,67.16
2020-02-01,93,85.0,False,0.85,79.05
2020-02-02,99,85.0,,0.85,84.14999999999999
2020-02-03,79,85.0,,0.85,67.14999999999999
2020-02-04,83,85.0,,0.85,70.55
2020-02-05,85,85.0,,0.85,72.25
2020-02-06,84,85.0,,0.85,71.39999999999999
2020-02-07,82,85.0,,0.85,69.7
2020-02-08,92,85.0,,0.85,78.2
2020-02-09,93,85.0,,0.85,79.05
2020-02-10,80,85.0,,0.85,68.0
2020-02-11,81,85.0,,0.85,68.85
2020-02-12,83,85.0,,0.85,70.55
2020-02-13,82,85.0,,0.85,69.7
2020-02-14,89,85.0,,0.85,75.64999999999999
2020-02-15,92,85.0,,0.85,78.2
2020-02-16,100,85.0,,0.85,85.0
2020-02-17,92,85.0,,0.85,78.2
2020-02-18,86,85.0,,0.85,73.1
2020-02-19,93,85.0,,0.85,79.05
2020-02-20,86,85.0,,0.85,73.1
2020-02-21,87,85.0,,0.85,73.95
2020-02-22,93,85.0,,0.85,79.05
2020-02-23,93,85.0,,0.85,79.05
2020-02-24,84,85.0,,0.85,71.39999999999999
2020-02-25,78,85.0,,0.85,66.3
2020-02-26,76,85.0,,0.85,64.6
2020-02-27,81,85.0,,0.85,68.85
2020-02-28,80,85.0,,0.85,68.0
2020-02-29,94,85.0,,0.85,79.89999999999999
2020-03-01,65,89.0,False,0.89,57.85
2020-03-02,60,89.0,,0.89,53.4
2020-03-03,58,89.0,,0.89,51.62
2020-03-04,56,89.0,,0.89,49.84
2020-03-05,57,89.0,,0.89,50.730000000000004
2020-03-06,58,89.0,,0.89,51.62
2020-03-07,63,89.0,,0.89,56.07
2020-03-08,64,89.0,,0.89,56.96
2020-03-09,58,89.0,,0.89,51.62
2020-03-10,57,89.0,,0.89,50.730000000000004
2020-03-11,58,89.0,,0.89,51.62
2020-03-12,52,89.0,,0.89,46.28
2020-03-13,52,89.0,,0.89,46.28
2020-03-14,63,89.0,,0.89,56.07
2020-03-15,68,89.0,,0.89,60.52
2020-03-16,57,89.0,,0.89,50.730000000000004
2020-03-17,64,89.0,,0.89,56.96
2020-03-18,62,89.0,,0.89,55.18
2020-03-19,62,89.0,,0.89,55.18
2020-03-20,67,89.0,,0.89,59.63
2020-03-21,75,89.0,,0.89,66.75
2020-03-22,100,89.0,,0.89,89.0
2020-03-23,73,89.0,,0.89,64.97
2020-03-24,75,89.0,,0.89,66.75
2020-03-25,81,89.0,,0.89,72.09
2020-03-26,74,89.0,,0.89,65.86
2020-03-27,70,89.0,,0.89,62.300000000000004
2020-03-28,77,89.0,,0.89,68.53
2020-03-29,76,89.0,,0.89,67.64
2020-03-30,77,89.0,,0.89,68.53
2020-03-31,74,89.0,,0.89,65.86
2020-04-01,80,100.0,False,1.0,80.0
2020-04-02,81,100.0,,1.0,81.0
2020-04-03,77,100.0,,1.0,77.0
2020-04-04,100,100.0,,1.0,100.0
2020-04-05,99,100.0,,1.0,99.0
2020-04-06,86,100.0,,1.0,86.0
2020-04-07,90,100.0,,1.0,90.0
2020-04-08,81,100.0,,1.0,81.0
2020-04-09,87,100.0,,1.0,87.0
2020-04-10,85,100.0,,1.0,85.0
2020-04-11,86,100.0,,1.0,86.0
2020-04-12,91,100.0,,1.0,91.0
2020-04-13,81,100.0,,1.0,81.0
2020-04-14,81,100.0,,1.0,81.0
2020-04-15,72,100.0,,1.0,72.0
2020-04-16,77,100.0,,1.0,77.0
2020-04-17,78,100.0,,1.0,78.0
2020-04-18,82,100.0,,1.0,82.0
2020-04-19,100,100.0,,1.0,100.0
2020-04-20,80,100.0,,1.0,80.0
2020-04-21,85,100.0,,1.0,85.0
2020-04-22,81,100.0,,1.0,81.0
2020-04-23,78,100.0,,1.0,78.0
2020-04-24,74,100.0,,1.0,74.0
2020-04-25,84,100.0,,1.0,84.0
2020-04-26,84,100.0,,1.0,84.0
2020-04-27,75,100.0,,1.0,75.0
2020-04-28,79,100.0,,1.0,79.0
2020-04-29,76,100.0,,1.0,76.0
2020-04-30,82,100.0,,1.0,82.0
2020-05-01,76,97.0,False,0.97,73.72
2020-05-02,87,97.0,,0.97,84.39
2020-05-03,89,97.0,,0.97,86.33
2020-05-04,79,97.0,,0.97,76.63
2020-05-05,73,97.0,,0.97,70.81
2020-05-06,76,97.0,,0.97,73.72
2020-05-07,80,97.0,,0.97,77.6
2020-05-08,89,97.0,,0.97,86.33
2020-05-09,100,97.0,,0.97,97.0
2020-05-10,94,97.0,,0.97,91.17999999999999
2020-05-11,82,97.0,,0.97,79.53999999999999
2020-05-12,80,97.0,,0.97,77.6
2020-05-13,78,97.0,,0.97,75.66
2020-05-14,81,97.0,,0.97,78.57
2020-05-15,77,97.0,,0.97,74.69
2020-05-16,87,97.0,,0.97,84.39
2020-05-17,88,97.0,,0.97,85.36
2020-05-18,80,97.0,,0.97,77.6
2020-05-19,83,97.0,,0.97,80.50999999999999
2020-05-20,76,97.0,,0.97,73.72
2020-05-21,76,97.0,,0.97,73.72
2020-05-22,77,97.0,,0.97,74.69
2020-05-23,87,97.0,,0.97,84.39
2020-05-24,90,97.0,,0.97,87.3
2020-05-25,91,97.0,,0.97,88.27
2020-05-26,78,97.0,,0.97,75.66
2020-05-27,80,97.0,,0.97,77.6
2020-05-28,79,97.0,,0.97,76.63
2020-05-29,78,97.0,,0.97,75.66
2020-05-30,81,97.0,,0.97,78.57
2020-05-31,91,97.0,,0.97,88.27
2020-06-01,92,92.0,False,0.92,84.64
2020-06-02,100,92.0,,0.92,92.0
2020-06-03,93,92.0,,0.92,85.56
2020-06-04,88,92.0,,0.92,80.96000000000001
2020-06-05,89,92.0,,0.92,81.88000000000001
2020-06-06,89,92.0,,0.92,81.88000000000001
2020-06-07,96,92.0,,0.92,88.32000000000001
2020-06-08,83,92.0,,0.92,76.36
2020-06-09,84,92.0,,0.92,77.28
2020-06-10,86,92.0,,0.92,79.12
2020-06-11,85,92.0,,0.92,78.2
2020-06-12,84,92.0,,0.92,77.28
2020-06-13,89,92.0,,0.92,81.88000000000001
2020-06-14,87,92.0,,0.92,80.04
2020-06-15,86,92.0,,0.92,79.12
2020-06-16,82,92.0,,0.92,75.44
2020-06-17,88,92.0,,0.92,80.96000000000001
2020-06-18,86,92.0,,0.92,79.12
2020-06-19,82,92.0,,0.92,75.44
2020-06-20,86,92.0,,0.92,79.12
2020-06-21,91,92.0,,0.92,83.72
2020-06-22,86,92.0,,0.92,79.12
2020-06-23,82,92.0,,0.92,75.44
2020-06-24,77,92.0,,0.92,70.84
2020-06-25,78,92.0,,0.92,71.76
2020-06-26,86,92.0,,0.92,79.12
2020-06-27,86,92.0,,0.92,79.12
2020-06-28,89,92.0,,0.92,81.88000000000001
2020-06-29,89,92.0,,0.92,81.88000000000001
2020-06-30,81,92.0,,0.92,74.52000000000001
2020-07-01,76,92.0,False,0.92,69.92
2020-07-02,77,92.0,,0.92,70.84
2020-07-03,81,92.0,,0.92,74.52000000000001
2020-07-04,79,92.0,,0.92,72.68
2020-07-05,85,92.0,,0.92,78.2
2020-07-06,77,92.0,,0.92,70.84
2020-07-07,77,92.0,,0.92,70.84
2020-07-08,80,92.0,,0.92,73.60000000000001
2020-07-09,74,92.0,,0.92,68.08
2020-07-10,79,92.0,,0.92,72.68
2020-07-11,85,92.0,,0.92,78.2
2020-07-12,86,92.0,,0.92,79.12
2020-07-13,83,92.0,,0.92,76.36
2020-07-14,84,92.0,,0.92,77.28
2020-07-15,79,92.0,,0.92,72.68
2020-07-16,81,92.0,,0.92,74.52000000000001
2020-07-17,88,92.0,,0.92,80.96000000000001
2020-07-18,100,92.0,,0.92,92.0
2020-07-19,91,92.0,,0.92,83.72
2020-07-20,89,92.0,,0.92,81.88000000000001
2020-07-21,86,92.0,,0.92,79.12
2020-07-22,84,92.0,,0.92,77.28
2020-07-23,85,92.0,,0.92,78.2
2020-07-24,82,92.0,,0.92,75.44
2020-07-25,90,92.0,,0.92,82.8
2020-07-26,92,92.0,,0.92,84.64
2020-07-27,90,92.0,,0.92,82.8
2020-07-28,91,92.0,,0.92,83.72
2020-07-29,84,92.0,,0.92,77.28
2020-07-30,80,92.0,,0.92,73.60000000000001
2020-07-31,81,92.0,,0.92,74.52000000000001
2020-08-01,88,92.0,False,0.92,80.96000000000001
2020-08-02,87,92.0,,0.92,80.04
2020-08-03,83,92.0,,0.92,76.36
2020-08-04,77,92.0,,0.92,70.84
2020-08-05,90,92.0,,0.92,82.8
2020-08-06,80,92.0,,0.92,73.60000000000001
2020-08-07,84,92.0,,0.92,77.28
2020-08-08,87,92.0,,0.92,80.04
2020-08-09,86,92.0,,0.92,79.12
2020-08-10,82,92.0,,0.92,75.44
2020-08-11,84,92.0,,0.92,77.28
2020-08-12,80,92.0,,0.92,73.60000000000001
2020-08-13,81,92.0,,0.92,74.52000000000001
2020-08-14,86,92.0,,0.92,79.12
2020-08-15,87,92.0,,0.92,80.04
2020-08-16,89,92.0,,0.92,81.88000000000001
2020-08-17,79,92.0,,0.92,72.68
2020-08-18,85,92.0,,0.92,78.2
2020-08-19,83,92.0,,0.92,76.36
2020-08-20,81,92.0,,0.92,74.52000000000001
2020-08-21,83,92.0,,0.92,76.36
2020-08-22,88,92.0,,0.92,80.96000000000001
2020-08-23,90,92.0,,0.92,82.8
2020-08-24,84,92.0,,0.92,77.28
2020-08-25,79,92.0,,0.92,72.68
2020-08-26,82,92.0,,0.92,75.44
2020-08-27,76,92.0,,0.92,69.92
2020-08-28,74,92.0,,0.92,68.08
2020-08-29,100,92.0,,0.92,92.0
2020-08-30,86,92.0,,0.92,79.12
2020-08-31,77,92.0,,0.92,70.84
2020-09-01,92,84.0,False,0.84,77.28
2020-09-02,85,84.0,,0.84,71.39999999999999
2020-09-03,85,84.0,,0.84,71.39999999999999
2020-09-04,82,84.0,,0.84,68.88
2020-09-05,92,84.0,,0.84,77.28
2020-09-06,95,84.0,,0.84,79.8
2020-09-07,95,84.0,,0.84,79.8
2020-09-08,90,84.0,,0.84,75.6
2020-09-09,86,84.0,,0.84,72.24
2020-09-10,78,84.0,,0.84,65.52
2020-09-11,78,84.0,,0.84,65.52
2020-09-12,93,84.0,,0.84,78.11999999999999
2020-09-13,90,84.0,,0.84,75.6
2020-09-14,89,84.0,,0.84,74.75999999999999
2020-09-15,79,84.0,,0.84,66.36
2020-09-16,84,84.0,,0.84,70.56
2020-09-17,82,84.0,,0.84,68.88
2020-09-18,83,84.0,,0.84,69.72
2020-09-19,91,84.0,,0.84,76.44
2020-09-20,90,84.0,,0.84,75.6
2020-09-21,77,84.0,,0.84,64.67999999999999
2020-09-22,78,84.0,,0.84,65.52
2020-09-23,83,84.0,,0.84,69.72
2020-09-24,81,84.0,,0.84,68.03999999999999
2020-09-25,84,84.0,,0.84,70.56
2020-09-26,100,84.0,,0.84,84.0
2020-09-27,93,84.0,,0.84,78.11999999999999
2020-09-28,81,84.0,,0.84,68.03999999999999
2020-09-29,83,84.0,,0.84,69.72
2020-09-30,85,84.0,,0.84,71.39999999999999
2020-10-01,81,86.0,False,0.86,69.66
2020-10-02,81,86.0,,0.86,69.66
2020-10-03,92,86.0,,0.86,79.12
2020-10-04,86,86.0,,0.86,73.96
2020-10-05,80,86.0,,0.86,68.8
2020-10-06,89,86.0,,0.86,76.53999999999999
2020-10-07,81,86.0,,0.86,69.66
2020-10-08,82,86.0,,0.86,70.52
2020-10-09,87,86.0,,0.86,74.82
2020-10-10,82,86.0,,0.86,70.52
2020-10-11,91,86.0,,0.86,78.26
2020-10-12,95,86.0,,0.86,81.7
2020-10-13,97,86.0,,0.86,83.42
2020-10-14,100,86.0,,0.86,86.0
2020-10-15,89,86.0,,0.86,76.53999999999999
2020-10-16,87,86.0,,0.86,74.82
2020-10-17,88,86.0,,0.86,75.67999999999999
2020-10-18,97,86.0,,0.86,83.42
2020-10-19,88,86.0,,0.86,75.67999999999999
2020-10-20,94,86.0,,0.86,80.84
2020-10-21,90,86.0,,0.86,77.4
2020-10-22,93,86.0,,0.86,79.98
2020-10-23,90,86.0,,0.86,77.4
2020-10-24,94,86.0,,0.86,80.84
2020-10-25,89,86.0,,0.86,76.53999999999999
2020-10-26,88,86.0,,0.86,75.67999999999999
2020-10-27,83,86.0,,0.86,71.38
2020-10-28,88,86.0,,0.86,75.67999999999999
2020-10-29,88,86.0,,0.86,75.67999999999999
2020-10-30,90,86.0,,0.86,77.4
2020-10-31,92,86.0,,0.86,79.12
2020-11-01,95,85.0,False,0.85,80.75
2020-11-02,86,85.0,,0.85,73.1
2020-11-03,81,85.0,,0.85,68.85
2020-11-04,53,85.0,,0.85,45.05
2020-11-05,61,85.0,,0.85,51.85
2020-11-06,76,85.0,,0.85,64.6
2020-11-07,91,85.0,,0.85,77.35
2020-11-08,90,85.0,,0.85,76.5
2020-11-09,86,85.0,,0.85,73.1
2020-11-10,85,85.0,,0.85,72.25
2020-11-11,87,85.0,,0.85,73.95
2020-11-12,87,85.0,,0.85,73.95
2020-11-13,81,85.0,,0.85,68.85
2020-11-14,88,85.0,,0.85,74.8
2020-11-15,100,85.0,,0.85,85.0
2020-11-16,83,85.0,,0.85,70.55
2020-11-17,86,85.0,,0.85,73.1
2020-11-18,87,85.0,,0.85,73.95
2020-11-19,81,85.0,,0.85,68.85
2020-11-20,88,85.0,,0.85,74.8
2020-11-21,82,85.0,,0.85,69.7
2020-11-22,87,85.0,,0.85,73.95
2020-11-23,82,85.0,,0.85,69.7
2020-11-24,83,85.0,,0.85,70.55
2020-11-25,75,85.0,,0.85,63.75
2020-11-26,75,85.0,,0.85,63.75
2020-11-27,82,85.0,,0.85,69.7
2020-11-28,88,85.0,,0.85,74.8
2020-11-29,84,85.0,,0.85,71.39999999999999
2020-11-30,79,85.0,,0.85,67.14999999999999
2020-12-01,90,89.0,False,0.89,80.1
2020-12-02,84,89.0,,0.89,74.76
2020-12-03,85,89.0,,0.89,75.65
2020-12-04,78,89.0,,0.89,69.42
2020-12-05,91,89.0,,0.89,80.99
2020-12-06,92,89.0,,0.89,81.88
2020-12-07,100,89.0,,0.89,89.0
2020-12-08,89,89.0,,0.89,79.21000000000001
2020-12-09,93,89.0,,0.89,82.77
2020-12-10,99,89.0,,0.89,88.11
2020-12-11,84,89.0,,0.89,74.76
2020-12-12,90,89.0,,0.89,80.1
2020-12-13,94,89.0,,0.89,83.66
2020-12-14,84,89.0,,0.89,74.76
2020-12-15,88,89.0,,0.89,78.32000000000001
2020-12-16,88,89.0,,0.89,78.32000000000001
2020-12-17,87,89.0,,0.89,77.43
2020-12-18,94,89.0,,0.89,83.66
2020-12-19,85,89.0,,0.89,75.65
2020-12-20,99,89.0,,0.89,88.11
2020-12-21,86,89.0,,0.89,76.54
2020-12-22,87,89.0,,0.89,77.43
2020-12-23,87,89.0,,0.89,77.43
2020-12-24,89,89.0,,0.89,79.21000000000001
2020-12-25,93,89.0,,0.89,82.77
2020-12-26,97,89.0,,0.89,86.33
2020-12-27,92,89.0,,0.89,81.88
2020-12-28,86,89.0,,0.89,76.54
2020-12-29,87,89.0,,0.89,77.43
2020-12-30,88,89.0,,0.89,78.32000000000001
2020-12-31,91,89.0,,0.89,80.99
2021-01-01,100,82.0,False,0.82,82.0
2021-01-02,97,82.0,,0.82,79.53999999999999
2021-01-03,89,82.0,,0.82,72.97999999999999
2021-01-04,82,82.0,,0.82,67.24
2021-01-05,83,82.0,,0.82,68.06
2021-01-06,85,82.0,,0.82,69.7
2021-01-07,86,82.0,,0.82,70.52
2021-01-08,83,82.0,,0.82,68.06
2021-01-09,89,82.0,,0.82,72.97999999999999
2021-01-10,87,82.0,,0.82,71.33999999999999
2021-01-11,85,82.0,,0.82,69.7
2021-01-12,85,82.0,,0.82,69.7
2021-01-13,83,82.0,,0.82,68.06
2021-01-14,81,82.0,,0.82,66.42
2021-01-15,79,82.0,,0.82,64.78
2021-01-16,79,82.0,,0.82,64.78
2021-01-17,82,82.0,,0.82,67.24
2021-01-18,81,82.0,,0.82,66.42
2021-01-19,80,82.0,,0.82,65.6
2021-01-20,75,82.0,,0.82,61.49999999999999
2021-01-21,80,82.0,,0.82,65.6
2021-01-22,82,82.0,,0.82,67.24
2021-01-23,85,82.0,,0.82,69.7
2021-01-24,81,82.0,,0.82,66.42
2021-01-25,79,82.0,,0.82,64.78
2021-01-26,84,82.0,,0.82,68.88
2021-01-27,77,82.0,,0.82,63.13999999999999
2021-01-28,74,82.0,,0.82,60.68
2021-01-29,79,82.0,,0.82,64.78
2021-01-30,82,82.0,,0.82,67.24
2021-01-31,85,82.0,,0.82,69.7
2021-02-01,91,80.0,False,0.8,72.8
2021-02-02,97,80.0,,0.8,77.60000000000001
2021-02-03,84,80.0,,0.8,67.2
2021-02-04,82,80.0,,0.8,65.60000000000001
2021-02-05,88,80.0,,0.8,70.4
2021-02-06,89,80.0,,0.8,71.2
2021-02-07,88,80.0,,0.8,70.4
2021-02-08,83,80.0,,0.8,66.4
2021-02-09,96,80.0,,0.8,76.80000000000001
2021-02-10,86,80.0,,0.8,68.8
2021-02-11,89,80.0,,0.8,71.2
2021-02-12,92,80.0,,0.8,73.60000000000001
2021-02-13,88,80.0,,0.8,70.4
2021-02-14,90,80.0,,0.8,72.0
2021-02-15,96,80.0,,0.8,76.80000000000001
2021-02-16,87,80.0,,0.8,69.60000000000001
2021-02-17,88,80.0,,0.8,70.4
2021-02-18,86,80.0,,0.8,68.8
2021-02-19,100,80.0,,0.8,80.0
2021-02-20,93,80.0,,0.8,74.4
2021-02-21,88,80.0,,0.8,70.4
2021-02-22,84,80.0,,0.8,67.2
2021-02-23,94,80.0,,0.8,75.2
2021-02-24,85,80.0,,0.8,68.0
2021-02-25,83,80.0,,0.8,66.4
2021-02-26,84,80.0,,0.8,67.2
2021-02-27,85,80.0,,0.8,68.0
2021-02-28,89,80.0,,0.8,71.2
2021-03-01,100,71.0,False,0.71,71.0
2021-03-02,100,71.0,,0.71,71.0
2021-03-03,96,71.0,,0.71,68.16
2021-03-04,87,71.0,,0.71,61.769999999999996
2021-03-05,85,71.0,,0.71,60.349999999999994
2021-03-06,95,71.0,,0.71,67.45
2021-03-07,91,71.0,,0.71,64.61
2021-03-08,93,71.0,,0.71,66.03
2021-03-09,99,71.0,,0.71,70.28999999999999
2021-03-10,84,71.0,,0.71,59.64
2021-03-11,87,71.0,,0.71,61.769999999999996
2021-03-12,85,71.0,,0.71,60.349999999999994
2021-03-13,90,71.0,,0.71,63.9
2021-03-14,91,71.0,,0.71,64.61
2021-03-15,88,71.0,,0.71,62.48
2021-03-16,83,71.0,,0.71,58.93
2021-03-17,80,71.0,,0.71,56.8
2021-03-18,83,71.0,,0.71,58.93
2021-03-19,92,71.0,,0.71,65.32
2021-03-20,88,71.0,,0.71,62.48
2021-03-21,89,71.0,,0.71,63.19
2021-03-22,86,71.0,,0.71,61.059999999999995
2021-03-23,88,71.0,,0.71,62.48
2021-03-24,77,71.0,,0.71,54.669999999999995
2021-03-25,82,71.0,,0.71,58.22
2021-03-26,81,71.0,,0.71,57.51
2021-03-27,86,71.0,,0.71,61.059999999999995
2021-03-28,95,71.0,,0.71,67.45
2021-03-29,87,71.0,,0.71,61.769999999999996
2021-03-30,86,71.0,,0.71,61.059999999999995
2021-03-31,83,71.0,,0.71,58.93
2021-04-01,84,71.0,False,0.71,59.64
2021-04-02,82,71.0,,0.71,58.22
2021-04-03,88,71.0,,0.71,62.48
2021-04-04,100,71.0,,0.71,71.0
2021-04-05,97,71.0,,0.71,68.86999999999999
2021-04-06,91,71.0,,0.71,64.61
2021-04-07,84,71.0,,0.71,59.64
2021-04-08,79,71.0,,0.71,56.089999999999996
2021-04-09,84,71.0,,0.71,59.64
2021-04-10,88,71.0,,0.71,62.48
2021-04-11,90,71.0,,0.71,63.9
2021-04-12,85,71.0,,0.71,60.349999999999994
2021-04-13,83,71.0,,0.71,58.93
2021-04-14,79,71.0,,0.71,56.089999999999996
2021-04-15,76,71.0,,0.71,53.959999999999994
2021-04-16,83,71.0,,0.71,58.93
